1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 17777.746),(2 65172.887),(3 156444.27),(4 250574.73),(5 365971.66),(6 494635.16),(7 632853.2),(8 767770.8),(9 906630),(10 1051357.9),(11 1212944.9),(12 1392290),(13 1581249),(14 1783327.6),(15 2032161),(16 2288988),(17 2552150),(18 2832455.8),(19 3113388.3),(20 3390142.3),(21 3673467.3),(22 3944286.8),(23 4188707.3),(24 4379432.5),(25 4555904.5),(26 4717496),(27 4860409.5),(28 4983938.5),(29 5105263.5),(30 5216675),(31 5338038),(32 5442129),(33 5536128.5),(34 5630395.5),(35 5713527.5),(36 5771824),(37 5839012.5),(38 5890850),(39 5950945.5),(40 5913624.5),(41 5955773.5),(42 5989312),(43 6028272.5),(44 6075521.5),(45 6124822),(46 6216861.5),(47 6322951.5),(48 6477480),(49 6664270),(50 6877284.5),(51 7132738.5),(52 7400144.5),(53 7664466.5),(54 7940561.5),(55 8224642.5),(56 8493825),(57 8768044),(58 9056029),(59 9363040),(60 9676081),(61 10039449),(62 10401833),(63 10789905),(64 11149349),(65 11503747),(66 11789333),(67 12039871),(68 12275301),(69 12511596),(70 12723216),(71 12944621),(72 13138381),(73 13323107),(74 13497193),(75 13671227),(76 13834220),(77 13966127),(78 14114213),(79 14199899),
(1 181.62482),(2 236.6813),(3 274.61298),(4 297.50345),(5 318.54538),(6 331.69406),(7 342.31052),(8 350.50204),(9 354.83887),(10 358.17105),(11 361.28287),(12 367.55774),(13 372.27594),(14 377.04993),(15 380.75342),(16 383.86707),(17 386.82),(18 389.1587),(19 390.48822),(20 391.28412),(21 390.81934),(22 391.8888),(23 389.7239),(24 390.323),(25 389.8249),(26 388.62354),(27 389.47708),(28 391.93192),(29 393.4213),(30 390.21896),(31 391.5991),(32 391.3828),(33 391.59177),(34 389.4007),(35 386.6907),(36 382.49066),(37 383.39023),(38 384.10068),(39 383.13583),(40 381.97864),(41 379.92654),(42 378.60434),(43 379.3645),(44 379.51324),(45 379.21307),(46 381.04678),(47 378.43567),(48 377.85138),(49 377.12335),(50 375.74173),(51 374.85806),(52 374.18558),(53 373.51788),(54 371.56647),(55 375.42557),(56 376.46277),(57 375.75818),(58 375.19318),(59 378.41635),(60 379.9361),(61 378.53494),(62 377.73447),(63 382.00113),(64 380.8262),(65 383.0775),(66 386.72556),(67 385.50467),(68 389.53278),(69 391.5866),(70 392.68433),(71 396.0397),(72 395.55215),(73 399.90356),(74 400.74942),(75 398.8563),(76 401.26944),(77 402.55173),(78 408.03445),(79 409.84256),
(1 182.17703),(2 237.43903),(3 279.71664),(4 302.4613),(5 322.20978),(6 336.3869),(7 348.57196),(8 357.21176),(9 364.37057),(10 371.22577),(11 373.3825),(12 380.3263),(13 381.25854),(14 384.10025),(15 390.23407),(16 389.78122),(17 392.66962),(18 395.842),(19 394.8385),(20 395.11243),(21 392.97787),(22 396.16708),(23 397.01343),(24 398.8797),(25 399.91763),(26 399.40424),(27 397.95718),(28 396.6556),(29 397.81357),(30 394.7009),(31 394.5517),(32 393.09747),(33 390.50986),(34 388.89886),(35 389.60065),(36 389.97815),(37 389.52573),(38 388.73187),(39 382.4151),(40 383.11597),(41 378.88675),(42 378.98352),(43 374.05273),(44 375.46097),(45 375.20978),(46 376.65237),(47 378.05722),(48 376.15646),(49 376.12985),(50 373.12558),(51 374.19534),(52 375.1067),(53 370.44638),(54 370.9789),(55 372.26016),(56 374.28543),(57 376.44476),(58 376.43155),(59 379.76553),(60 378.84677),(61 381.85825),(62 383.0858),(63 387.9325),(64 385.61395),(65 389.21188),(66 392.87143),(67 392.28665),(68 397.25845),(69 396.73962),(70 397.80014),(71 400.38712),(72 400.1291),(73 403.95306),(74 408.4527),(75 407.54288),(76 404.1263),(77 404.2961),(78 406.80084),(79 408.5699),
(1 174.8781),(2 228.08133),(3 269.13495),(4 291.4161),(5 309.34308),(6 321.34708),(7 333.86563),(8 346.4602),(9 353.59033),(10 360.60736),(11 366.60004),(12 374.22165),(13 377.02435),(14 382.31924),(15 385.80997),(16 385.78436),(17 388.3214),(18 391.61188),(19 394.19296),(20 395.97226),(21 394.67734),(22 390.87747),(23 390.91803),(24 387.67477),(25 387.44354),(26 385.91833),(27 388.4418),(28 385.04456),(29 381.86697),(30 379.36386),(31 378.2947),(32 377.64838),(33 374.8127),(34 373.6859),(35 371.7023),(36 369.68152),(37 365.58368),(38 363.86038),(39 361.88474),(40 359.0526),(41 357.8476),(42 356.9179),(43 356.10944),(44 355.9294),(45 355.23065),(46 357.9794),(47 358.03308),(48 359.8618),(49 360.41653),(50 361.42877),(51 359.88678),(52 359.20508),(53 358.179),(54 360.63327),(55 360.21844),(56 361.2748),(57 361.3703),(58 359.31213),(59 359.46994),(60 359.28604),(61 360.558),(62 363.4322),(63 366.4867),(64 366.6527),(65 368.13528),(66 369.4954),(67 370.89447),(68 374.6599),(69 374.86502),(70 378.05154),(71 380.1381),(72 381.13626),(73 383.8612),(74 387.08435),(75 390.50735),(76 389.6217),(77 392.63104),(78 394.2114),(79 396.4151),
(1 173.99094),(2 230.18573),(3 268.60257),(4 291.3344),(5 308.8573),(6 322.49088),(7 337.00345),(8 347.66528),(9 353.74368),(10 359.13318),(11 362.68512),(12 367.82507),(13 367.43814),(14 373.38153),(15 377.11185),(16 378.195),(17 381.6596),(18 386.08286),(19 384.39102),(20 384.96664),(21 384.75906),(22 382.69452),(23 381.43762),(24 380.35483),(25 381.10492),(26 383.64365),(27 387.22498),(28 385.83002),(29 381.74838),(30 379.35983),(31 381.39618),(32 380.10464),(33 376.7156),(34 377.65045),(35 377.86954),(36 375.96585),(37 371.71802),(38 370.02408),(39 365.32755),(40 362.57147),(41 362.79825),(42 364.39627),(43 365.61792),(44 364.9465),(45 365.0452),(46 366.99548),(47 368.57904),(48 369.95514),(49 370.7118),(50 371.24713),(51 373.89386),(52 373.06372),(53 370.72107),(54 374.51212),(55 372.47952),(56 370.53265),(57 368.67764),(58 368.7203),(59 365.98438),(60 366.82687),(61 366.30215),(62 367.07095),(63 367.49728),(64 364.961),(65 371.46768),(66 373.09433),(67 373.6726),(68 375.08298),(69 375.68735),(70 380.12637),(71 383.17908),(72 383.29352),(73 384.8305),(74 387.4605),(75 390.6372),(76 391.76447),(77 395.1451),(78 394.85156),(79 396.03864),
(1 175.30362),(2 230.36105),(3 268.27597),(4 292.79984),(5 308.29132),(6 323.57138),(7 338.6647),(8 348.44873),(9 353.0643),(10 358.74222),(11 361.6919),(12 365.5614),(13 366.65152),(14 373.07434),(15 374.9609),(16 373.74448),(17 378.1671),(18 379.4449),(19 377.62576),(20 380.34625),(21 379.95035),(22 382.53363),(23 381.8783),(24 384.40915),(25 382.7075),(26 381.8889),(27 382.74747),(28 382.4453),(29 383.23718),(30 379.6629),(31 381.59268),(32 381.9851),(33 380.7006),(34 378.4522),(35 374.49872),(36 372.80444),(37 367.75623),(38 366.4407),(39 368.33084),(40 366.83),(41 365.1397),(42 366.6578),(43 369.0306),(44 366.15222),(45 367.5233),(46 371.01605),(47 371.27612),(48 372.09198),(49 370.7015),(50 370.71628),(51 371.8274),(52 372.98438),(53 372.03146),(54 374.34702),(55 371.39868),(56 370.57306),(57 367.9448),(58 366.84634),(59 366.61984),(60 366.2677),(61 370.77866),(62 372.82043),(63 376.1196),(64 377.99063),(65 379.96173),(66 380.01846),(67 382.1511),(68 383.8735),(69 382.9872),(70 382.4642),(71 384.94742),(72 384.27213),(73 384.8581),(74 390.22577),(75 387.92554),(76 387.7909),(77 387.4355),(78 390.0504),(79 395.80466),
(1 172.41162),(2 221.19766),(3 261.51556),(4 284.17807),(5 303.27344),(6 318.90216),(7 331.7108),(8 344.32056),(9 350.27658),(10 356.5712),(11 362.4725),(12 365.23785),(13 366.7971),(14 374.6741),(15 374.94827),(16 374.6291),(17 379.1657),(18 382.3854),(19 381.837),(20 385.12344),(21 384.16565),(22 388.23193),(23 387.53827),(24 387.13596),(25 385.2766),(26 384.52246),(27 385.4864),(28 381.80435),(29 383.7282),(30 378.81836),(31 379.18246),(32 376.56073),(33 377.58337),(34 374.7147),(35 372.18484),(36 371.79086),(37 370.0233),(38 366.12283),(39 364.99954),(40 362.83383),(41 361.35095),(42 363.6698),(43 364.6958),(44 364.39233),(45 364.53177),(46 363.77292),(47 363.58774),(48 363.81894),(49 359.32483),(50 360.7733),(51 361.94116),(52 365.22836),(53 365.82446),(54 366.5231),(55 362.336),(56 364.631),(57 364.56635),(58 364.6727),(59 364.49423),(60 362.1767),(61 361.78238),(62 360.4227),(63 366.8447),(64 367.2968),(65 368.605),(66 371.22192),(67 373.7036),(68 372.77045),(69 377.044),(70 379.8151),(71 380.65845),(72 383.02417),(73 385.98904),(74 388.5622),(75 391.52618),(76 391.8013),(77 391.30222),(78 395.60406),(79 398.78546),
(1 170.11884),(2 221.56796),(3 261.74725),(4 283.60886),(5 304.12604),(6 321.18265),(7 332.5895),(8 342.26535),(9 349.9762),(10 359.74042),(11 362.45065),(12 366.7761),(13 371.10068),(14 375.13007),(15 378.45724),(16 380.48538),(17 378.1123),(18 382.91312),(19 385.6515),(20 387.7703),(21 390.65967),(22 389.21057),(23 387.5659),(24 387.0979),(25 388.76428),(26 392.75027),(27 392.25635),(28 388.8963),(29 387.64618),(30 386.51074),(31 384.87802),(32 382.58096),(33 382.42297),(34 383.6979),(35 383.03906),(36 378.74524),(37 380.68506),(38 378.87778),(39 376.53888),(40 377.0071),(41 373.6474),(42 372.9371),(43 374.5091),(44 372.65775),(45 370.77722),(46 370.4488),(47 372.9531),(48 370.9746),(49 370.53137),(50 368.00043),(51 370.86084),(52 369.86118),(53 368.69824),(54 368.66742),(55 366.49197),(56 365.99344),(57 364.17087),(58 363.17758),(59 363.8458),(60 360.7216),(61 366.27283),(62 361.61832),(63 365.20444),(64 368.50732),(65 369.99094),(66 374.16388),(67 374.24365),(68 379.61615),(69 378.5179),(70 383.89432),(71 388.2549),(72 388.50073),(73 392.5654),(74 394.8134),(75 397.86453),(76 393.43515),(77 395.56192),(78 399.00162),(79 403.82114),
(1 169.16675),(2 219.32281),(3 256.7766),(4 279.096),(5 295.4476),(6 311.42377),(7 322.40482),(8 326.7823),(9 334.6489),(10 340.07556),(11 346.0893),(12 350.71497),(13 355.0575),(14 357.9422),(15 362.30063),(16 363.94766),(17 364.18872),(18 368.1424),(19 368.3573),(20 371.36255),(21 372.12112),(22 372.5965),(23 372.97598),(24 373.51215),(25 373.0788),(26 376.24478),(27 374.62372),(28 374.66208),(29 370.5687),(30 370.14816),(31 369.97183),(32 367.37744),(33 364.87958),(34 363.51282),(35 365.59247),(36 363.66208),(37 364.20285),(38 359.83194),(39 358.2191),(40 352.71277),(41 350.6204),(42 350.65213),(43 353.15173),(44 353.55075),(45 348.62808),(46 349.46338),(47 351.66306),(48 349.33826),(49 348.88297),(50 349.76984),(51 352.50342),(52 351.35464),(53 350.34253),(54 348.2097),(55 349.84912),(56 348.5902),(57 343.8315),(58 344.31488),(59 344.3921),(60 342.99515),(61 345.5545),(62 346.52017),(63 349.71277),(64 352.9526),(65 354.71927),(66 356.93832),(67 358.5419),(68 360.58716),(69 361.2519),(70 365.09564),(71 365.57498),(72 364.33246),(73 370.31708),(74 373.23593),(75 378.79297),(76 378.8234),(77 377.70062),(78 379.13797),(79 382.86557),
(1 167.2518),(2 216.8632),(3 257.24466),(4 277.52457),(5 292.97363),(6 306.6466),(7 316.28525),(8 323.63608),(9 330.48834),(10 339.16843),(11 346.74503),(12 350.8714),(13 354.48315),(14 358.56894),(15 361.10083),(16 363.93634),(17 368.30914),(18 372.0089),(19 374.23862),(20 377.78632),(21 376.277),(22 376.74582),(23 375.89795),(24 374.47754),(25 373.23672),(26 372.34552),(27 373.43765),(28 371.03018),(29 369.78043),(30 367.46365),(31 368.67374),(32 369.65323),(33 369.43628),(34 366.12442),(35 364.48615),(36 360.29376),(37 359.39008),(38 358.99973),(39 358.87952),(40 355.7858),(41 352.73175),(42 348.18994),(43 348.80197),(44 348.50162),(45 347.368),(46 348.88223),(47 348.10666),(48 346.74075),(49 345.9059),(50 342.16104),(51 343.84174),(52 343.20892),(53 341.5059),(54 341.72858),(55 339.7634),(56 340.06506),(57 342.22574),(58 343.65424),(59 344.59702),(60 340.7034),(61 341.75732),(62 341.63226),(63 349.76556),(64 351.9149),(65 353.86298),(66 354.77484),(67 358.02545),(68 360.85947),(69 359.0203),(70 363.32568),(71 368.1688),(72 367.74597),(73 369.013),(74 370.89853),(75 373.22342),(76 374.82013),(77 374.42758),(78 376.3969),(79 376.57092),
(1 167.07487),(2 215.6405),(3 254.32146),(4 274.27234),(5 290.57446),(6 305.87143),(7 318.6393),(8 329.06082),(9 334.72845),(10 340.8961),(11 347.80264),(12 352.66904),(13 356.1083),(14 356.56494),(15 361.1647),(16 365.7246),(17 370.5618),(18 372.35925),(19 373.17966),(20 378.96454),(21 378.92822),(22 375.0588),(23 377.8126),(24 375.95874),(25 373.97528),(26 372.79843),(27 371.58398),(28 369.9475),(29 369.77267),(30 369.59607),(31 366.27618),(32 364.26053),(33 364.46588),(34 362.21194),(35 360.5061),(36 363.47668),(37 362.53967),(38 360.40115),(39 358.07788),(40 358.13998),(41 354.9886),(42 353.763),(43 355.70493),(44 351.25345),(45 354.28885),(46 357.4393),(47 353.98218),(48 353.02274),(49 350.78986),(50 345.42313),(51 345.2261),(52 343.88928),(53 339.57364),(54 339.112),(55 338.90997),(56 339.6515),(57 337.41254),(58 339.93954),(59 341.84705),(60 341.38104),(61 341.14352),(62 344.07394),(63 349.2615),(64 353.35883),(65 357.57925),(66 359.5338),(67 362.77435),(68 364.86786),(69 363.19177),(70 372.3248),(71 375.84915),(72 375.2103),(73 378.98474),(74 382.40384),(75 382.51993),(76 382.99924),(77 383.306),(78 387.27814),(79 386.34125),
(1 164.01273),(2 209.99681),(3 246.94794),(4 266.1354),(5 282.02136),(6 293.06656),(7 302.7132),(8 314.0373),(9 319.11563),(10 324.19495),(11 328.7661),(12 332.19067),(13 335.7885),(14 341.13596),(15 346.14252),(16 349.2221),(17 351.7395),(18 356.5056),(19 358.97128),(20 360.41373),(21 362.2198),(22 360.2163),(23 358.28558),(24 359.52524),(25 358.76544),(26 357.4768),(27 354.439),(28 353.5133),(29 353.8999),(30 351.35394),(31 350.97058),(32 351.00247),(33 350.22864),(34 346.41498),(35 344.48892),(36 344.692),(37 343.90146),(38 341.58493),(39 342.64264),(40 340.2367),(41 336.94894),(42 338.25027),(43 337.68228),(44 334.34082),(45 335.26086),(46 337.02094),(47 334.89365),(48 336.67416),(49 337.13892),(50 337.24695),(51 337.5861),(52 340.25598),(53 338.6695),(54 341.10355),(55 341.67447),(56 341.7681),(57 340.5271),(58 337.59073),(59 336.4785),(60 338.9096),(61 339.33026),(62 341.21674),(63 343.63657),(64 345.48276),(65 345.5928),(66 346.46884),(67 349.35046),(68 348.70917),(69 349.74817),(70 351.7478),(71 354.05438),(72 352.35394),(73 354.7271),(74 354.32343),(75 356.1893),(76 359.80017),(77 362.4079),(78 365.51776),(79 368.24783),
(1 161.46198),(2 209.29524),(3 249.32343),(4 270.49332),(5 285.34982),(6 298.26428),(7 307.27084),(8 316.20752),(9 323.42215),(10 327.94504),(11 330.56042),(12 331.61945),(13 333.92563),(14 337.66336),(15 343.55685),(16 345.1964),(17 348.13815),(18 351.33902),(19 354.8163),(20 358.09048),(21 360.30908),(22 359.56998),(23 362.83862),(24 364.82877),(25 363.45334),(26 360.8114),(27 361.41446),(28 362.1988),(29 359.51196),(30 360.72),(31 361.02628),(32 360.74893),(33 361.07172),(34 360.22083),(35 357.50226),(36 354.83142),(37 352.37967),(38 350.06158),(39 349.08472),(40 346.99118),(41 346.0644),(42 345.8986),(43 343.21194),(44 346.92487),(45 344.6236),(46 350.2373),(47 348.5694),(48 348.64926),(49 346.67847),(50 346.78708),(51 343.37076),(52 345.06635),(53 345.8036),(54 347.72937),(55 347.75922),(56 349.5393),(57 345.4742),(58 346.8506),(59 348.82697),(60 349.3549),(61 350.5957),(62 352.39584),(63 352.31186),(64 354.17902),(65 351.57327),(66 355.6412),(67 357.337),(68 357.25085),(69 357.84967),(70 359.55054),(71 360.88354),(72 363.977),(73 365.68692),(74 362.2013),(75 367.21848),(76 369.22302),(77 373.33212),(78 373.55237),(79 372.74393),
(1 159.10081),(2 205.3634),(3 238.43213),(4 259.46725),(5 278.08994),(6 292.3343),(7 300.82272),(8 311.2896),(9 318.76563),(10 325.52887),(11 329.7556),(12 333.46686),(13 336.2267),(14 341.66046),(15 345.97833),(16 348.31354),(17 351.3784),(18 353.0025),(19 353.18243),(20 355.88184),(21 353.6013),(22 354.87598),(23 356.03128),(24 356.35873),(25 358.15573),(26 359.86954),(27 360.92944),(28 359.28244),(29 360.9239),(30 358.19336),(31 356.84976),(32 354.6725),(33 353.89447),(34 352.92548),(35 350.83002),(36 349.9024),(37 347.68884),(38 348.11118),(39 347.65677),(40 345.14627),(41 343.6887),(42 346.5262),(43 346.86954),(44 346.60114),(45 344.68488),(46 348.24176),(47 349.0908),(48 349.0598),(49 351.46954),(50 347.3626),(51 346.83676),(52 345.1406),(53 344.35345),(54 344.0885),(55 343.12073),(56 343.35065),(57 339.41794),(58 338.77103),(59 337.59088),(60 338.41986),(61 340.1616),(62 343.97928),(63 346.63022),(64 345.02768),(65 347.62253),(66 350.11047),(67 351.9115),(68 355.1173),(69 358.50775),(70 361.48004),(71 362.21918),(72 361.6176),(73 361.938),(74 363.29297),(75 366.9425),(76 366.40445),(77 367.41946),(78 372.0013),(79 372.91107),
(1 157.66449),(2 203.33574),(3 237.80864),(4 260.1817),(5 275.68668),(6 292.34787),(7 300.37506),(8 311.41614),(9 317.0947),(10 323.3806),(11 328.67136),(12 331.41733),(13 337.86795),(14 341.7672),(15 344.49875),(16 349.39233),(17 354.21362),(18 354.6938),(19 357.01157),(20 360.28815),(21 360.38397),(22 361.26672),(23 363.77295),(24 364.48495),(25 363.49255),(26 361.82846),(27 360.65698),(28 361.60077),(29 360.70593),(30 359.12573),(31 356.87766),(32 356.50278),(33 356.64944),(34 354.96936),(35 352.95993),(36 352.13358),(37 350.7978),(38 345.23),(39 343.17688),(40 337.74472),(41 337.07578),(42 335.84268),(43 334.59952),(44 334.165),(45 331.53812),(46 331.7965),(47 332.93274),(48 333.24463),(49 336.11316),(50 335.7789),(51 334.9709),(52 334.776),(53 332.12628),(54 331.94418),(55 329.98825),(56 327.92087),(57 323.1447),(58 324.16483),(59 323.7507),(60 321.41592),(61 324.72708),(62 327.77927),(63 332.57483),(64 334.53827),(65 334.90955),(66 335.48254),(67 337.4669),(68 340.08597),(69 339.50156),(70 342.24228),(71 343.87772),(72 345.61966),(73 347.4076),(74 347.95483),(75 347.4509),(76 350.1919),(77 352.64832),(78 356.41602),(79 359.03278),
(1 155.12393),(2 199.71887),(3 233.92903),(4 254.1615),(5 268.8883),(6 283.2575),(7 289.95578),(8 298.53006),(9 305.11252),(10 312.03323),(11 318.6719),(12 324.01443),(13 329.20944),(14 332.09814),(15 338.38498),(16 342.02145),(17 343.63312),(18 341.5632),(19 344.05548),(20 352.92004),(21 352.90848),(22 355.37604),(23 360.56143),(24 360.6051),(25 360.23575),(26 359.999),(27 361.82196),(28 360.22397),(29 359.67358),(30 358.2733),(31 358.13754),(32 359.35452),(33 361.50735),(34 358.9268),(35 358.41058),(36 354.4611),(37 354.51096),(38 354.02332),(39 352.33823),(40 349.04416),(41 345.8634),(42 344.20566),(43 340.217),(44 340.19757),(45 339.15002),(46 337.23364),(47 335.8311),(48 337.1404),(49 337.71664),(50 337.53217),(51 338.26675),(52 336.44534),(53 334.489),(54 338.55185),(55 334.2309),(56 335.89102),(57 333.84344),(58 335.3586),(59 331.31973),(60 331.10947),(61 332.29556),(62 331.42178),(63 337.87625),(64 336.9908),(65 337.21204),(66 340.27338),(67 342.14377),(68 346.08847),(69 344.49216),(70 349.7201),(71 351.5046),(72 351.4813),(73 352.01834),(74 353.436),(75 355.70007),(76 358.05588),(77 359.47342),(78 362.26797),(79 363.80176),
(1 152.53957),(2 197.72885),(3 229.68428),(4 250.46805),(5 261.4956),(6 275.29297),(7 284.13513),(8 292.36758),(9 299.05515),(10 303.9416),(11 308.386),(12 314.95654),(13 320.70132),(14 322.31076),(15 326.10162),(16 327.64337),(17 329.70782),(18 331.69366),(19 332.4345),(20 337.09296),(21 335.90338),(22 338.2621),(23 342.2735),(24 343.4738),(25 344.9545),(26 346.36148),(27 345.7936),(28 340.4649),(29 343.05798),(30 341.59457),(31 340.31827),(32 341.423),(33 341.50793),(34 339.29767),(35 337.57965),(36 334.07053),(37 330.3759),(38 332.41724),(39 332.15726),(40 328.8531),(41 325.07626),(42 324.3472),(43 325.36176),(44 328.23895),(45 328.3942),(46 332.6023),(47 330.1301),(48 332.26132),(49 331.8434),(50 333.52112),(51 332.10803),(52 329.33304),(53 327.38712),(54 328.34323),(55 326.99518),(56 326.74655),(57 325.11017),(58 330.53653),(59 330.67505),(60 328.88773),(61 328.66907),(62 330.511),(63 332.61722),(64 332.99384),(65 334.31888),(66 334.82944),(67 335.7148),(68 339.87613),(69 340.22333),(70 342.56708),(71 346.6176),(72 349.22702),(73 352.8659),(74 354.79477),(75 354.65634),(76 355.06772),(77 353.8902),(78 356.4312),(79 357.3523),
(1 151.49844),(2 196.26155),(3 230.581),(4 250.28854),(5 262.57843),(6 274.39563),(7 283.21466),(8 292.2771),(9 294.79517),(10 299.95474),(11 304.6551),(12 310.47134),(13 315.66122),(14 321.08426),(15 325.88092),(16 328.09338),(17 328.1602),(18 333.2123),(19 332.7163),(20 336.77234),(21 336.3357),(22 336.62918),(23 338.02966),(24 339.8767),(25 340.24915),(26 339.11874),(27 340.50165),(28 338.80908),(29 338.2612),(30 336.46664),(31 334.87024),(32 337.86255),(33 338.31815),(34 337.08658),(35 336.83395),(36 334.2332),(37 333.76578),(38 334.4052),(39 333.3841),(40 332.8229),(41 330.1318),(42 331.97668),(43 332.01337),(44 328.1178),(45 329.19083),(46 332.33426),(47 328.8825),(48 329.221),(49 328.34546),(50 329.07446),(51 328.5278),(52 326.04407),(53 321.6169),(54 324.67993),(55 321.03754),(56 319.37778),(57 319.34882),(58 321.01288),(59 321.66354),(60 322.68787),(61 323.26077),(62 324.34885),(63 329.49268),(64 326.38028),(65 330.04044),(66 333.04532),(67 334.12634),(68 336.23776),(69 336.24344),(70 338.3409),(71 341.20068),(72 344.7382),(73 346.12393),(74 350.07388),(75 349.5352),(76 350.2382),(77 348.07584),(78 354.0865),(79 353.21054),
(1 149.84283),(2 189.28587),(3 223.16434),(4 240.74065),(5 254.17438),(6 266.35117),(7 274.97336),(8 280.62204),(9 286.00446),(10 290.43933),(11 295.91922),(12 300.54208),(13 305.50348),(14 309.98636),(15 314.6264),(16 317.10797),(17 321.73975),(18 325.45377),(19 323.98373),(20 322.64078),(21 326.16925),(22 326.29504),(23 327.21),(24 330.57867),(25 329.19675),(26 329.0471),(27 329.79007),(28 328.5488),(29 329.1202),(30 326.6779),(31 327.3411),(32 328.15552),(33 329.1241),(34 330.6796),(35 329.24243),(36 326.06714),(37 325.8512),(38 324.17487),(39 321.53424),(40 320.2336),(41 317.47263),(42 320.99222),(43 318.26755),(44 320.02496),(45 317.18326),(46 319.6494),(47 318.54376),(48 319.9678),(49 318.51614),(50 318.33005),(51 321.23178),(52 317.79535),(53 315.085),(54 315.87622),(55 314.40695),(56 314.35526),(57 313.91403),(58 313.7566),(59 311.7812),(60 313.61792),(61 313.00238),(62 310.16086),(63 315.2852),(64 312.58273),(65 316.2112),(66 316.59482),(67 318.56918),(68 319.8311),(69 319.01102),(70 318.00214),(71 322.8423),(72 323.9333),(73 325.53018),(74 325.16946),(75 323.7781),(76 325.71658),(77 326.827),(78 326.85086),(79 329.6853),
