1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 126903.72),(2 459922.2),(3 954004.4),(4 1548963.5),(5 2241622.5),(6 3011630.3),(7 3811960.8),(8 4649623),(9 5505104),(10 6358023),(11 7194544.5),(12 8015676.5),(13 8774264),(14 9455768),(15 10073530),(16 10574439),(17 11025958),(18 11459532),(19 11842687),(20 12171743),(21 12433373),(22 12670812),(23 12935715),(24 13209934),(25 13492001),(26 13677476),(27 13801962),(28 13840621),(29 13845084),(30 13804895),(31 13748974),(32 13665558),(33 13525997),(34 13351939),(35 13166968),(36 12989139),(37 12840463),(38 12729294),(39 12639780),(40 12553542),(41 12511602),(42 12545567),(43 12623935),(44 12764262),(45 12954335),(46 13120141),(47 13304568),(48 13470330),(49 13622074),(50 13752698),(51 13859392),(52 13935406),(53 13978991),(54 14020480),(55 14045944),(56 14068160),(57 14079713),(58 14069846),(59 14003712),(60 13899965),(61 13806605),(62 13742520),(63 13711193),(64 13624376),(65 13481389),(66 13293421),(67 13030856),(68 12782130),(69 12544431),(70 12316895),(71 12109582),(72 11951061),(73 11879246),(74 11898952),(75 12015762),(76 12177422),(77 12421436),(78 12722805),(79 13011757),
(1 125116.555),(2 446897.25),(3 922992.44),(4 1501590.6),(5 2171475),(6 2877360),(7 3621566.3),(8 4364960.5),(9 5076553.5),(10 5750104.5),(11 6343724.5),(12 6847396),(13 7227580.5),(14 7507932),(15 7703214.5),(16 7862391.5),(17 8005566),(18 8158096.5),(19 8271248),(20 8394865),(21 8524363),(22 8666641),(23 8819288),(24 8994629),(25 9201183),(26 9395886),(27 9576381),(28 9758021),(29 9911091),(30 10061033),(31 10184765),(32 10275869),(33 10339321),(34 10367061),(35 10396197),(36 10404119),(37 10419691),(38 10433307),(39 10455715),(40 10470121),(41 10494514),(42 10524825),(43 10586850),(44 10683213),(45 10813568),(46 10930432),(47 11043707),(48 11142375),(49 11235320),(50 11334451),(51 11422051),(52 11514472),(53 11577723),(54 11624208),(55 11671063),(56 11745283),(57 11853341),(58 11966660),(59 12086965),(60 12110797),(61 12058492),(62 11972499),(63 11864501),(64 11761141),(65 11647240),(66 11550713),(67 11419748),(68 11298053),(69 11188157),(70 11106017),(71 11020249),(72 10974347),(73 10965417),(74 10993973),(75 11046376),(76 11073319),(77 11122709),(78 11173435),(79 11208321),
(1 131070),(2 473966.47),(3 992650.75),(4 1643615.4),(5 2420534.8),(6 3293242.5),(7 4209562),(8 5114399),(9 6021556.5),(10 6900434.5),(11 7694565),(12 8423159),(13 9075510),(14 9657849),(15 10143684),(16 10514506),(17 10844221),(18 11132549),(19 11355485),(20 11526915),(21 11617683),(22 11680827),(23 11708575),(24 11728829),(25 11707909),(26 11702870),(27 11705103),(28 11693700),(29 11627145),(30 11536748),(31 11422893),(32 11294945),(33 11203546),(34 11138939),(35 11131679),(36 11150729),(37 11195348),(38 11224101),(39 11235136),(40 11211610),(41 11158323),(42 11054164),(43 10954248),(44 10817277),(45 10657081),(46 10527153),(47 10356959),(48 10158220),(49 10002656),(50 9910185),(51 9888319),(52 9914739),(53 9989723),(54 10134023),(55 10333172),(56 10550701),(57 10803547),(58 11067370),(59 11337608),(60 11577197),(61 11775816),(62 11985505),(63 12189655),(64 12358799),(65 12460700),(66 12528499),(67 12557965),(68 12576233),(69 12571324),(70 12553987),(71 12514029),(72 12434633),(73 12318856),(74 12176763),(75 12005504),(76 11801331),(77 11584678),(78 11362496),(79 11110715),
(1 150972.94),(2 537276.06),(3 1117050.5),(4 1844931.6),(5 2694629.5),(6 3639202),(7 4626404),(8 5592176),(9 6501168.5),(10 7346810),(11 8114084.5),(12 8805686),(13 9358129),(14 9803629),(15 10124561),(16 10365183),(17 10555597),(18 10696679),(19 10768660),(20 10785119),(21 10735063),(22 10643222),(23 10505891),(24 10358047),(25 10190547),(26 10054634),(27 9941441),(28 9838418),(29 9767160),(30 9733181),(31 9740955),(32 9791158),(33 9890379),(34 10021650),(35 10180952),(36 10356854),(37 10527301),(38 10636611),(39 10709997),(40 10748490),(41 10785853),(42 10790988),(43 10785338),(44 10773734),(45 10740869),(46 10704618),(47 10659743),(48 10615997),(49 10576583),(50 10550401),(51 10549314),(52 10534552),(53 10536857),(54 10582571),(55 10676634),(56 10773384),(57 10897302),(58 11048186),(59 11237864),(60 11440484),(61 11640251),(62 11830269),(63 12012040),(64 12147584),(65 12250490),(66 12352291),(67 12436663),(68 12494470),(69 12505600),(70 12493679),(71 12451606),(72 12337197),(73 12208717),(74 12001020),(75 11747901),(76 11512557),(77 11314100),(78 11154342),(79 11014269),
(1 142781.8),(2 517216.28),(3 1075409.4),(4 1766979.5),(5 2564076.5),(6 3424551.8),(7 4346085.5),(8 5276582),(9 6190252),(10 7086215),(11 7916202),(12 8627758),(13 9239051),(14 9684026),(15 9974129),(16 10110679),(17 10101658),(18 10013164),(19 9882778),(20 9709011),(21 9471259),(22 9207368),(23 8916755),(24 8624997),(25 8349192.5),(26 8149413.5),(27 8011830),(28 7931232.5),(29 7879606.5),(30 7858852),(31 7866888.5),(32 7858340.5),(33 7877627.5),(34 7927357.5),(35 7966582.5),(36 8020583),(37 8108946),(38 8179312.5),(39 8260692.5),(40 8362385),(41 8475311),(42 8579131),(43 8666959),(44 8788881),(45 8939153),(46 9057244),(47 9166529),(48 9201895),(49 9194988),(50 9152868),(51 9114933),(52 9013554),(53 8872290),(54 8732391),(55 8562366),(56 8373386),(57 8165033.5),(58 7966832),(59 7794569.5),(60 7615509.5),(61 7427214),(62 7266087),(63 7172957),(64 7148461),(65 7176924.5),(66 7260950),(67 7379584),(68 7500604),(69 7591901),(70 7666212),(71 7716163.5),(72 7744115),(73 7746690.5),(74 7710996),(75 7639133.5),(76 7564639.5),(77 7494835.5),(78 7445851.5),(79 7422157),
(1 125549.13),(2 448344.94),(3 922619.44),(4 1508580.8),(5 2163472),(6 2866740.3),(7 3600332.8),(8 4322256),(9 4992913),(10 5604266.5),(11 6126911),(12 6558643),(13 6919329.5),(14 7200382),(15 7444111),(16 7610662),(17 7720372.5),(18 7816610),(19 7891571),(20 7943902),(21 7986693.5),(22 8027640.5),(23 8070569),(24 8117313),(25 8159507),(26 8190611.5),(27 8258283.5),(28 8298389),(29 8299758),(30 8284772.5),(31 8231499.5),(32 8175822.5),(33 8123923.5),(34 8097999),(35 8076584.5),(36 8053951.5),(37 8078163),(38 8113459),(39 8142698),(40 8199862.5),(41 8241759),(42 8308215.5),(43 8365715),(44 8428826),(45 8524089),(46 8599295),(47 8671591),(48 8642493),(49 8549379),(50 8401696),(51 8210518.5),(52 7989753),(53 7792138),(54 7637143.5),(55 7478264.5),(56 7354426.5),(57 7243682),(58 7174316.5),(59 7142596.5),(60 7127739.5),(61 7096984.5),(62 7067549),(63 7045235.5),(64 7012939),(65 6956784),(66 6879461.5),(67 6815547),(68 6757308.5),(69 6690092.5),(70 6624744.5),(71 6541634),(72 6489989.5),(73 6482833),(74 6518492.5),(75 6604054),(76 6716226.5),(77 6832515),(78 6936939.5),(79 7029242.5),
(1 137961.06),(2 501431.16),(3 1044089.7),(4 1708681.6),(5 2451002.8),(6 3220111),(7 3972989.5),(8 4687023.5),(9 5329557),(10 5903023),(11 6401537),(12 6833293.5),(13 7213603.5),(14 7527713),(15 7786364),(16 7949449.5),(17 8025017.5),(18 8068764),(19 8055891.5),(20 8028680.5),(21 8008362.5),(22 8007521),(23 8006556),(24 8012991),(25 8020789.5),(26 8032862),(27 8049934.5),(28 8053253),(29 8058047.5),(30 8070381.5),(31 8061152.5),(32 8039476.5),(33 7960204),(34 7869971.5),(35 7754124.5),(36 7581808),(37 7437073.5),(38 7285472),(39 7147719.5),(40 7043927.5),(41 6964247),(42 6891433.5),(43 6773166.5),(44 6653069),(45 6577286),(46 6547925),(47 6569317),(48 6634516.5),(49 6760198),(50 6922518.5),(51 7117456.5),(52 7358710.5),(53 7653886),(54 8001251),(55 8346311),(56 8663641),(57 8921013),(58 9102984),(59 9185883),(60 9194897),(61 9067340),(62 8871282),(63 8576476),(64 8285359.5),(65 8003071.5),(66 7769792),(67 7574445.5),(68 7455204.5),(69 7360570.5),(70 7310721.5),(71 7284185.5),(72 7293876),(73 7361626),(74 7483803.5),(75 7606848),(76 7725005),(77 7837533),(78 7902971),(79 7904346),
(1 137408.84),(2 494412),(3 1040632.9),(4 1713430.1),(5 2456593.3),(6 3243749.8),(7 3993560.3),(8 4670741.5),(9 5252396),(10 5735340.5),(11 6124161),(12 6420294),(13 6638919),(14 6822501),(15 7001856),(16 7150843),(17 7247000.5),(18 7313598),(19 7360154),(20 7398934.5),(21 7431184),(22 7455404),(23 7486374),(24 7516941.5),(25 7508329.5),(26 7478743.5),(27 7411366.5),(28 7310667.5),(29 7194097.5),(30 7082711.5),(31 6961232.5),(32 6814035),(33 6631948.5),(34 6452650.5),(35 6302465.5),(36 6145445),(37 6019062),(38 5901127),(39 5827142),(40 5794696),(41 5774488),(42 5821294),(43 5906008),(44 6037036),(45 6207110),(46 6405973),(47 6620962.5),(48 6840735.5),(49 7085664),(50 7318941),(51 7537056),(52 7705593.5),(53 7824166.5),(54 7891311.5),(55 7913166),(56 7881727.5),(57 7806943.5),(58 7691077),(59 7572176),(60 7460932),(61 7326792),(62 7163438),(63 7010601.5),(64 6873901.5),(65 6741092),(66 6610243),(67 6489733),(68 6388072),(69 6322869.5),(70 6292930),(71 6291691),(72 6302060.5),(73 6305993.5),(74 6311629.5),(75 6310585),(76 6348192),(77 6425588.5),(78 6527436),(79 6623846.5),
(1 141393.33),(2 506772),(3 1044032.2),(4 1684710.8),(5 2371116.3),(6 3068134),(7 3735218.5),(8 4324091.5),(9 4848093),(10 5301210),(11 5667088.5),(12 5934785),(13 6104955),(14 6211706),(15 6283310),(16 6333199),(17 6338989),(18 6336599),(19 6334941.5),(20 6331577),(21 6321508.5),(22 6281920),(23 6203135.5),(24 6103501),(25 6021183),(26 5953808.5),(27 5904294.5),(28 5880274),(29 5923748.5),(30 6007642),(31 6078936),(32 6136921.5),(33 6150565),(34 6131502.5),(35 6089734),(36 6025881),(37 5920152),(38 5773045.5),(39 5590970),(40 5397954),(41 5202093.5),(42 5030722.5),(43 4905238),(44 4869285),(45 4904099.5),(46 5003385.5),(47 5126851.5),(48 5254564),(49 5404560),(50 5567752.5),(51 5746788),(52 5914994.5),(53 6072457),(54 6199669),(55 6299921),(56 6382746),(57 6460176),(58 6525641),(59 6562110),(60 6564672),(61 6526650),(62 6429207.5),(63 6317659),(64 6195693.5),(65 6080789.5),(66 5966968.5),(67 5856815),(68 5772398),(69 5729271.5),(70 5720129),(71 5749540.5),(72 5800732.5),(73 5878822.5),(74 5939473.5),(75 5992187),(76 6033632.5),(77 6045743),(78 6050928),(79 6079019),
(1 136202.67),(2 480179.03),(3 970844.9),(4 1537815.1),(5 2144226),(6 2739316),(7 3285885),(8 3779894),(9 4205686.5),(10 4555259),(11 4819516),(12 4996856.5),(13 5105404.5),(14 5175975),(15 5245533),(16 5312831.5),(17 5382289.5),(18 5467897),(19 5538548),(20 5601461.5),(21 5609408),(22 5558006.5),(23 5470789.5),(24 5389625.5),(25 5361272),(26 5363395),(27 5417597.5),(28 5493788),(29 5581941),(30 5667933.5),(31 5721973),(32 5770593.5),(33 5785600.5),(34 5775466.5),(35 5735137),(36 5668278.5),(37 5598449),(38 5513450.5),(39 5421077),(40 5324013),(41 5234843),(42 5162145.5),(43 5107123.5),(44 5080830),(45 5074257.5),(46 5071953.5),(47 5052933),(48 5034204),(49 5011850),(50 5012391),(51 5040894.5),(52 5087175.5),(53 5151826),(54 5225538.5),(55 5300136),(56 5371426),(57 5430411),(58 5455357.5),(59 5462398),(60 5435128),(61 5377426),(62 5275362.5),(63 5177697.5),(64 5082607.5),(65 4995003.5),(66 4921298.5),(67 4859243),(68 4819332.5),(69 4809212.5),(70 4825441.5),(71 4850488),(72 4891737.5),(73 4940145.5),(74 4980610.5),(75 5039299),(76 5126326.5),(77 5196091.5),(78 5240316),(79 5300329.5),
(1 114998),(2 404681.1),(3 820129.25),(4 1287460.6),(5 1764457.3),(6 2224497.8),(7 2637968),(8 3000800.5),(9 3310385.3),(10 3574114.8),(11 3788617),(12 3945965.8),(13 4057674),(14 4172836.5),(15 4296348.5),(16 4442793.5),(17 4598375.5),(18 4735125.5),(19 4860144.5),(20 4950523.5),(21 4964420.5),(22 4938091.5),(23 4883043.5),(24 4807890),(25 4735556.5),(26 4701244.5),(27 4722900.5),(28 4769487.5),(29 4849704),(30 4948766),(31 5032149.5),(32 5095224),(33 5145112.5),(34 5183709),(35 5201374.5),(36 5192022),(37 5181878),(38 5171934.5),(39 5164865),(40 5185916.5),(41 5231409.5),(42 5290686),(43 5335570.5),(44 5370302),(45 5372568.5),(46 5346799.5),(47 5307543),(48 5270021),(49 5228125),(50 5176550.5),(51 5122927),(52 5100207),(53 5094971),(54 5127744),(55 5180140.5),(56 5218535.5),(57 5245673),(58 5253560),(59 5236485.5),(60 5201039),(61 5135994.5),(62 5043497),(63 4935684.5),(64 4847972.5),(65 4765350.5),(66 4698839.5),(67 4646513.5),(68 4645004),(69 4670576.5),(70 4719095),(71 4762478.5),(72 4840207.5),(73 4917038),(74 4999421.5),(75 5081746.5),(76 5152204),(77 5212882.5),(78 5244756),(79 5266445.5),
(1 136555.27),(2 486243.66),(3 998545.3),(4 1603225.4),(5 2250142.8),(6 2882849),(7 3452823),(8 3941913.8),(9 4340897),(10 4625923.5),(11 4787879),(12 4836227),(13 4813979.5),(14 4759498),(15 4689208),(16 4619810),(17 4578299),(18 4563912),(19 4584197),(20 4637599.5),(21 4683110.5),(22 4744412),(23 4823986),(24 4874354),(25 4922344.5),(26 4965302),(27 5013458),(28 5059432),(29 5113084),(30 5158066),(31 5170012),(32 5168530),(33 5155077.5),(34 5107025),(35 5013058.5),(36 4882932.5),(37 4748044),(38 4620973),(39 4520258.5),(40 4453681),(41 4440462.5),(42 4465562),(43 4526827),(44 4620111.5),(45 4736290),(46 4843834),(47 4949446),(48 5032765),(49 5119386),(50 5177824.5),(51 5209029),(52 5234599),(53 5239974),(54 5248965),(55 5227850),(56 5191032.5),(57 5150424.5),(58 5070965),(59 4947730),(60 4773084),(61 4582552),(62 4405769),(63 4261825),(64 4174186.3),(65 4133135.5),(66 4150732),(67 4223770.5),(68 4369390),(69 4588591),(70 4848600.5),(71 5111970),(72 5358946.5),(73 5550978),(74 5697456),(75 5763882.5),(76 5741237.5),(77 5644928.5),(78 5482668),(79 5300060.5),
(1 131290.94),(2 473477.22),(3 963696.6),(4 1525047.9),(5 2105309),(6 2651838.8),(7 3129061.3),(8 3529743.8),(9 3839175.8),(10 4066575.8),(11 4217130.5),(12 4306831),(13 4364218),(14 4386964.5),(15 4397635.5),(16 4409443.5),(17 4424210),(18 4450486.5),(19 4468619),(20 4474015),(21 4466929),(22 4467028),(23 4458820.5),(24 4445117.5),(25 4435383),(26 4443902),(27 4457404),(28 4471858),(29 4488305),(30 4501896),(31 4483766.5),(32 4449049.5),(33 4388385.5),(34 4299917.5),(35 4205468),(36 4119429.5),(37 4065506.3),(38 4024015.8),(39 4003307.3),(40 4012701.5),(41 4042608.8),(42 4080886.3),(43 4141964.8),(44 4212450),(45 4278503.5),(46 4342095.5),(47 4397159),(48 4431051),(49 4460761.5),(50 4481961.5),(51 4479707),(52 4467100.5),(53 4426289),(54 4378538),(55 4334498),(56 4289560.5),(57 4252092.5),(58 4187697.8),(59 4115456.8),(60 4058937.3),(61 4021511),(62 4040052.5),(63 4086419.8),(64 4157324.8),(65 4257352),(66 4347609),(67 4419670.5),(68 4485478),(69 4555866.5),(70 4627922),(71 4697598),(72 4751945),(73 4777669),(74 4797825),(75 4830148),(76 4861282),(77 4898150.5),(78 4923603.5),(79 4919275.5),
(1 123590.6),(2 433432.63),(3 868921.25),(4 1363793.8),(5 1876224.8),(6 2355071.3),(7 2738384),(8 3034767),(9 3246085),(10 3389686),(11 3490172.5),(12 3545989.3),(13 3579085.5),(14 3609297),(15 3640044.5),(16 3685398),(17 3744392.3),(18 3801040.3),(19 3844345.3),(20 3874719.8),(21 3882536.5),(22 3874793.3),(23 3858489),(24 3828690.8),(25 3781071),(26 3714214.8),(27 3635553.5),(28 3589602.5),(29 3557722.3),(30 3527104.8),(31 3491992.3),(32 3451455),(33 3416093.5),(34 3383444.5),(35 3360500),(36 3332261),(37 3312247.5),(38 3309944.5),(39 3341814.8),(40 3400916),(41 3469186.5),(42 3540122.3),(43 3602740.3),(44 3651342.5),(45 3681836.8),(46 3711663.8),(47 3742405.3),(48 3753993.5),(49 3758927.8),(50 3747698.8),(51 3707425),(52 3668040.3),(53 3629909),(54 3614529.5),(55 3630715.5),(56 3660934.8),(57 3693280.3),(58 3717848.5),(59 3745705.3),(60 3762466.5),(61 3765584),(62 3756902.8),(63 3763136.8),(64 3775810.3),(65 3803538.5),(66 3827294.5),(67 3830096.8),(68 3816426),(69 3768049),(70 3698521),(71 3618261.3),(72 3562817.8),(73 3519922.8),(74 3487682.5),(75 3487539.3),(76 3502589.8),(77 3537882.8),(78 3573725.3),(79 3596899.3),
(1 110390.625),(2 383415.6),(3 766266.75),(4 1193145.1),(5 1617431.6),(6 2001771.8),(7 2328564),(8 2581401),(9 2768525.8),(10 2916776.5),(11 3021687.5),(12 3083301),(13 3108884.3),(14 3129563.8),(15 3137122.3),(16 3150416.8),(17 3164653.3),(18 3179047.5),(19 3186865.8),(20 3173439.8),(21 3145812.3),(22 3112813.5),(23 3091562.8),(24 3082769.8),(25 3083722.8),(26 3066380.8),(27 3052762.3),(28 3029562.8),(29 3000707.5),(30 2966995.5),(31 2940705.5),(32 2900566.8),(33 2856086.5),(34 2813957.3),(35 2805449.5),(36 2817650),(37 2845491.5),(38 2897703),(39 2980525.8),(40 3077665.5),(41 3160532.3),(42 3221726.5),(43 3265741.3),(44 3296170.8),(45 3310083.5),(46 3300569.5),(47 3277491.3),(48 3230202),(49 3180896),(50 3145945),(51 3148100.5),(52 3156309.3),(53 3169263),(54 3207172.3),(55 3266098.5),(56 3363110.5),(57 3510859.8),(58 3669789.5),(59 3817453.5),(60 3930795.5),(61 3986028.8),(62 3967174),(63 3886617.5),(64 3742769),(65 3569972.5),(66 3392543.3),(67 3226505.5),(68 3091245.8),(69 2994412),(70 2928149.5),(71 2902090.5),(72 2916288),(73 2938938.5),(74 2978328.8),(75 3022314.8),(76 3063488.8),(77 3108889.5),(78 3147936.8),(79 3166690.8),
(1 123586.336),(2 428302.1),(3 839177.44),(4 1277871),(5 1698476.6),(6 2081744),(7 2405885.5),(8 2651829.8),(9 2814673),(10 2922984.5),(11 2987805),(12 3016608.3),(13 3020576),(14 3022329.3),(15 3032029),(16 3061341),(17 3107843),(18 3143608),(19 3183357),(20 3211076.3),(21 3217989.3),(22 3203249.5),(23 3169364.3),(24 3124310.5),(25 3076099.5),(26 3023672.3),(27 2997028.5),(28 2985239.3),(29 2979070),(30 2973704.5),(31 2975807.8),(32 2977565.3),(33 2981897.5),(34 3008188.3),(35 3053527.5),(36 3111741.8),(37 3161674),(38 3180052.5),(39 3172266),(40 3132340.5),(41 3070349),(42 3005211.8),(43 2945754.8),(44 2897846.5),(45 2876214.3),(46 2889002.3),(47 2938710.8),(48 2990785.5),(49 3042196.3),(50 3104592.8),(51 3169566.3),(52 3230282),(53 3303144.5),(54 3367742.5),(55 3437478.5),(56 3504633.3),(57 3586968),(58 3662498),(59 3709277.3),(60 3730662.8),(61 3732894.5),(62 3739235.8),(63 3712860.5),(64 3667296),(65 3608921.3),(66 3543528.5),(67 3493237.8),(68 3443112.5),(69 3384377.5),(70 3317818.8),(71 3270126.5),(72 3222390),(73 3177765),(74 3136622.8),(75 3085182),(76 3034293.3),(77 2993924.3),(78 2966909),(79 2957346.5),
(1 109737.42),(2 379038.4),(3 746372),(4 1133050),(5 1499937.6),(6 1826393.4),(7 2088313.1),(8 2275137.8),(9 2403435.8),(10 2490297),(11 2557638.5),(12 2613174),(13 2658190.5),(14 2733788.3),(15 2826094.5),(16 2915541.5),(17 2989590.5),(18 3036352),(19 3065644),(20 3057684),(21 3024231),(22 2985169.8),(23 2935301),(24 2874191.8),(25 2798696.5),(26 2737182.5),(27 2686754.5),(28 2666024.3),(29 2666043.5),(30 2672970.3),(31 2695534.5),(32 2719668),(33 2736630.5),(34 2737143),(35 2723296.3),(36 2715913.5),(37 2713934),(38 2712670.3),(39 2716681),(40 2739706),(41 2780871.8),(42 2857842.5),(43 2945171),(44 3024352),(45 3100940.5),(46 3149669),(47 3177492),(48 3180714),(49 3149935.8),(50 3110940.5),(51 3061811.5),(52 3020187),(53 2999790.3),(54 3001252.5),(55 3016150.8),(56 3033679.3),(57 3042062.3),(58 3045433),(59 3031132.5),(60 3008127.3),(61 2964380.8),(62 2918238.5),(63 2840380),(64 2758355.5),(65 2683849.5),(66 2634601.3),(67 2621524),(68 2622337),(69 2619376.3),(70 2614910.5),(71 2607990),(72 2605146.3),(73 2620970.8),(74 2641674.3),(75 2658412),(76 2657322.8),(77 2649787.5),(78 2616112),(79 2594141.3),
(1 108271.336),(2 378300),(3 748651.75),(4 1140458.4),(5 1500963.8),(6 1809148.4),(7 2040817.8),(8 2207522.5),(9 2324063.3),(10 2406491.3),(11 2468994),(12 2519900.3),(13 2561778),(14 2616857.5),(15 2680372.5),(16 2732445.8),(17 2762241.3),(18 2771635.3),(19 2759588.8),(20 2740845.8),(21 2709860.8),(22 2674718.5),(23 2640975.8),(24 2602991),(25 2572819.8),(26 2554579.3),(27 2562649),(28 2581294.8),(29 2610124),(30 2647436.3),(31 2676196),(32 2680966.5),(33 2684001),(34 2695649.3),(35 2719881),(36 2766338.5),(37 2807741.5),(38 2837554.5),(39 2859631.8),(40 2867277.8),(41 2872909.3),(42 2885598.8),(43 2899600.3),(44 2913178),(45 2927097.8),(46 2941962.3),(47 2946988.5),(48 2941517.3),(49 2910847.3),(50 2870906),(51 2817071),(52 2763511.8),(53 2732050.5),(54 2720719),(55 2731894),(56 2758229.8),(57 2786860),(58 2800280.5),(59 2795990.3),(60 2796128),(61 2786114.8),(62 2752997.8),(63 2696787.5),(64 2642716.8),(65 2585662.3),(66 2547808),(67 2508339.3),(68 2480015.5),(69 2469302.3),(70 2479594),(71 2484422),(72 2495188.5),(73 2515347.3),(74 2543017.5),(75 2563135),(76 2567131.3),(77 2559045.5),(78 2537145),(79 2523332.8),
(1 125936.34),(2 444979.4),(3 873876.7),(4 1335273.5),(5 1789160),(6 2173350.8),(7 2457758.5),(8 2646433.3),(9 2760096.3),(10 2821586),(11 2860201),(12 2882129.3),(13 2877819),(14 2864804.3),(15 2844929.3),(16 2838037.8),(17 2818825.3),(18 2783764.8),(19 2755466.5),(20 2730437.3),(21 2699057.8),(22 2661735.3),(23 2616101),(24 2574549.8),(25 2527169.3),(26 2479297),(27 2432120.8),(28 2408467),(29 2426895.3),(30 2484446.3),(31 2546832.8),(32 2601678.3),(33 2637974),(34 2650122.3),(35 2639036),(36 2629216),(37 2601555.3),(38 2576125),(39 2551698.8),(40 2522563),(41 2499348.8),(42 2497472.8),(43 2520490),(44 2558451.5),(45 2613463.5),(46 2686432.8),(47 2769014),(48 2834618.3),(49 2874551.3),(50 2873719.8),(51 2830761.3),(52 2751270.3),(53 2652846.8),(54 2561594.8),(55 2484785.3),(56 2436930.8),(57 2412821.8),(58 2412408.5),(59 2421851.5),(60 2451387.3),(61 2500142.3),(62 2558662.8),(63 2630609.3),(64 2713591.8),(65 2794235.8),(66 2868140),(67 2918531.8),(68 2951835.3),(69 2965142),(70 2984592.8),(71 2996018.8),(72 3001664.8),(73 3002464.8),(74 3008959.3),(75 3008736),(76 2995112.8),(77 2970698),(78 2949959.8),(79 2939308.8),
