1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 212615.14),(2 748252.2),(3 1552310.6),(4 2437051),(5 3344057.3),(6 4146414.3),(7 4940762.5),(8 5580758.5),(9 6251413.5),(10 6775489.5),(11 7246557.5),(12 7723456),(13 8324632.5),(14 8966747),(15 9602905),(16 10170461),(17 10556879),(18 10805729),(19 11055275),(20 11385256),(21 11723907),(22 12106679),(23 12457184),(24 12989957),(25 13576839),(26 14188988),(27 14749048),(28 15100805),(29 15595912),(30 16380831),(31 17494706),(32 18346970),(33 19740570),(34 21153006),(35 22566662),(36 24002374),(37 25746674),(38 28019766),(39 30830678),(40 33959880),(41 36916612),(42 39618124),(43 41926748),(44 43889228),(45 45810708),(46 47406476),(47 49342036),(48 51013696),(49 52447760),(50 53531020),(51 54190108),(52 54987812),(53 56120524),(54 57405310),(55 58197324),(56 59009090),(57 59384240),(58 59412770),(59 59453508),(60 59497396),(61 58933056),(62 57805536),(63 56203970),(64 54512816),(65 52734564),(66 50717572),(67 48662964),(68 46535436),(69 44522130),(70 42432988),(71 40717252),(72 39550060),(73 38657396),(74 37722372),(75 36556092),(76 35315760),(77 34065260),(78 33085734),(79 32383482),
(1 43.160973),(2 49.31331),(3 52.323242),(4 55.47227),(5 57.03386),(6 58.093334),(7 58.834045),(8 59.124706),(9 59.36186),(10 59.064117),(11 60.41683),(12 60.842495),(13 61.756943),(14 61.651333),(15 60.636417),(16 60.506184),(17 61.336704),(18 60.810307),(19 61.33283),(20 61.647472),(21 61.544655),(22 60.673183),(23 60.07475),(24 60.48485),(25 60.763454),(26 61.52571),(27 61.589737),(28 62.025414),(29 62.29033),(30 63.37412),(31 64.05742),(32 63.48881),(33 63.34232),(34 62.327354),(35 61.684174),(36 62.56573),(37 63.21951),(38 62.9335),(39 62.87151),(40 63.0284),(41 62.651978),(42 62.4423),(43 61.97199),(44 62.20594),(45 62.53629),(46 62.66163),(47 63.04885),(48 63.249565),(49 63.412575),(50 64.158325),(51 62.71904),(52 63.377087),(53 63.40127),(54 63.474762),(55 62.821384),(56 63.10761),(57 63.761044),(58 63.95514),(59 64.07106),(60 65.2296),(61 66.102295),(62 67.05953),(63 67.10898),(64 67.38013),(65 67.68562),(66 67.47899),(67 67.93539),(68 67.56192),(69 67.66694),(70 67.670135),(71 67.995804),(72 70.04592),(73 70.426346),(74 71.48366),(75 69.90715),(76 68.94902),(77 69.715195),(78 69.902596),(79 68.93737),
(1 43.064346),(2 49.508144),(3 51.950768),(4 54.313915),(5 56.522976),(6 57.823185),(7 58.86278),(8 59.083656),(9 59.204525),(10 59.6928),(11 60.414253),(12 60.800537),(13 61.013855),(14 61.212276),(15 61.06262),(16 61.10192),(17 60.33305),(18 60.840065),(19 61.38012),(20 60.886196),(21 61.156765),(22 60.156334),(23 60.468967),(24 60.198128),(25 60.98071),(26 61.493633),(27 61.30759),(28 61.642216),(29 62.32117),(30 62.958843),(31 63.203636),(32 63.17967),(33 63.36033),(34 62.561775),(35 62.210594),(36 62.796383),(37 64.60725),(38 64.57974),(39 64.0528),(40 64.00022),(41 63.643536),(42 62.523018),(43 61.95385),(44 62.397305),(45 62.923717),(46 63.10608),(47 63.24494),(48 64.04186),(49 64.06628),(50 64.57829),(51 63.754055),(52 63.452694),(53 63.916115),(54 63.660797),(55 63.33425),(56 63.941708),(57 63.5206),(58 63.773815),(59 64.81743),(60 65.196815),(61 65.718704),(62 66.77162),(63 67.21605),(64 68.28838),(65 68.26889),(66 67.63642),(67 67.784706),(68 68.40914),(69 67.30165),(70 67.58809),(71 67.986046),(72 69.04514),(73 68.95683),(74 69.09906),(75 68.61594),(76 68.82251),(77 69.10355),(78 69.26668),(79 68.386),
(1 43.30793),(2 50.159325),(3 52.7037),(4 55.111248),(5 57.34355),(6 58.457737),(7 59.14491),(8 59.391552),(9 60.369457),(10 60.71078),(11 60.664227),(12 60.16801),(13 59.784424),(14 60.8715),(15 60.360508),(16 59.42329),(17 59.757572),(18 60.663),(19 61.288124),(20 61.41434),(21 61.16795),(22 60.864353),(23 59.7782),(24 60.032387),(25 60.283154),(26 61.440727),(27 60.863064),(28 61.709854),(29 61.62622),(30 62.189972),(31 62.285385),(32 62.498737),(33 63.378822),(34 62.34179),(35 61.817562),(36 62.101),(37 62.904343),(38 62.79422),(39 63.35274),(40 63.098553),(41 63.108543),(42 62.54147),(43 62.596115),(44 62.604656),(45 63.21276),(46 63.4575),(47 63.290676),(48 63.550884),(49 64.045746),(50 65.000496),(51 64.13046),(52 64.75081),(53 64.47146),(54 64.37907),(55 63.46849),(56 63.47548),(57 63.55526),(58 64.497665),(59 65.29536),(60 65.24442),(61 66.79784),(62 67.99263),(63 67.74312),(64 68.2398),(65 69.050735),(66 68.79701),(67 68.62605),(68 67.50292),(69 67.387665),(70 67.43771),(71 68.062996),(72 68.031044),(73 67.91098),(74 68.84677),(75 68.118034),(76 68.37982),(77 68.05531),(78 68.360725),(79 68.218765),
(1 42.892487),(2 48.567295),(3 50.67949),(4 53.282097),(5 54.99134),(6 56.04448),(7 57.09836),(8 57.10323),(9 58.00029),(10 57.789017),(11 58.59196),(12 58.448418),(13 58.86418),(14 59.779774),(15 58.873505),(16 58.87964),(17 58.976826),(18 59.49235),(19 59.487125),(20 59.28832),(21 60.027588),(22 59.962868),(23 59.688786),(24 59.294357),(25 60.279175),(26 61.245182),(27 60.479202),(28 60.487762),(29 61.23767),(30 61.88151),(31 61.250275),(32 61.600376),(33 61.96803),(34 61.587547),(35 61.642513),(36 61.637074),(37 62.38651),(38 62.009026),(39 61.426723),(40 61.210285),(41 61.283394),(42 60.581112),(43 60.552742),(44 60.854103),(45 61.52167),(46 61.756744),(47 61.303642),(48 61.704147),(49 62.365227),(50 63.265816),(51 61.905354),(52 61.961426),(53 62.633236),(54 63.077766),(55 62.3221),(56 62.338245),(57 62.880257),(58 63.736847),(59 63.713955),(60 65.18553),(61 65.61598),(62 66.91346),(63 66.99293),(64 68.0957),(65 67.77474),(66 67.762054),(67 67.26899),(68 67.06053),(69 67.25574),(70 67.021484),(71 67.13498),(72 67.57593),(73 67.56522),(74 68.16856),(75 67.082695),(76 67.42156),(77 67.62554),(78 67.62108),(79 67.39483),
(1 42.496567),(2 48.412643),(3 50.687073),(4 53.635517),(5 55.672386),(6 57.105324),(7 57.598007),(8 58.053757),(9 58.250626),(10 58.207893),(11 58.74827),(12 58.761536),(13 59.42401),(14 59.62536),(15 59.148457),(16 58.27208),(17 58.295998),(18 59.523537),(19 58.694653),(20 58.709545),(21 58.897095),(22 58.54123),(23 58.017242),(24 58.46017),(25 59.210323),(26 59.5821),(27 59.698685),(28 60.277126),(29 60.41791),(30 61.60839),(31 61.95862),(32 61.57512),(33 61.986652),(34 61.753635),(35 61.015705),(36 62.153397),(37 62.386875),(38 62.79784),(39 62.600697),(40 62.7947),(41 61.853085),(42 61.306057),(43 61.42438),(44 61.23086),(45 61.464256),(46 61.519108),(47 61.845684),(48 62.952526),(49 62.86034),(50 63.743427),(51 62.946396),(52 63.545433),(53 62.759544),(54 63.627098),(55 62.901154),(56 63.340675),(57 62.89332),(58 63.589836),(59 64.255585),(60 64.8421),(61 65.80152),(62 66.0143),(63 66.38955),(64 66.963524),(65 67.341385),(66 67.929184),(67 66.68262),(68 66.502785),(69 65.84019),(70 65.940414),(71 66.221954),(72 66.63867),(73 67.466255),(74 67.677315),(75 66.84888),(76 67.27506),(77 67.087364),(78 67.094376),(79 66.77703),
(1 41.787113),(2 47.82893),(3 49.879986),(4 52.93144),(5 54.509823),(6 55.91151),(7 56.66694),(8 56.96887),(9 57.473995),(10 57.48014),(11 57.443752),(12 58.035187),(13 58.026096),(14 58.841236),(15 58.30503),(16 58.22232),(17 57.660633),(18 57.93735),(19 58.554493),(20 59.053062),(21 59.122704),(22 58.639133),(23 58.2866),(24 58.835377),(25 59.20929),(26 60.284668),(27 60.046127),(28 60.444923),(29 60.865185),(30 61.54999),(31 61.461445),(32 61.177597),(33 61.08833),(34 60.321827),(35 60.248802),(36 60.81699),(37 61.72629),(38 61.95132),(39 61.21559),(40 61.001972),(41 60.8194),(42 60.80221),(43 60.518005),(44 61.259804),(45 61.00598),(46 60.783054),(47 60.88293),(48 62.002323),(49 61.922142),(50 61.73433),(51 61.224094),(52 61.44091),(53 61.721848),(54 61.749664),(55 61.435413),(56 62.197998),(57 62.888226),(58 63.14663),(59 63.866375),(60 63.650486),(61 63.56264),(62 65.05501),(63 65.47858),(64 65.708466),(65 66.12617),(66 66.42858),(67 65.81229),(68 65.9718),(69 65.52803),(70 65.318405),(71 65.83551),(72 66.32258),(73 67.54529),(74 67.6914),(75 67.06646),(76 67.244865),(77 67.03452),(78 67.74154),(79 67.61966),
(1 42.036568),(2 47.57226),(3 50.08411),(4 53.104156),(5 54.98806),(6 55.97469),(7 57.32786),(8 57.345684),(9 58.3945),(10 58.648193),(11 57.9671),(12 59.213017),(13 58.871864),(14 59.099007),(15 58.617233),(16 58.414803),(17 59.29517),(18 59.596657),(19 60.366825),(20 60.85297),(21 60.09167),(22 59.99732),(23 59.217327),(24 59.25813),(25 60.06153),(26 60.514416),(27 59.96918),(28 60.30076),(29 60.99203),(30 61.939682),(31 62.00184),(32 61.20341),(33 61.263916),(34 60.496754),(35 60.565933),(36 61.106308),(37 61.921455),(38 61.563316),(39 60.80099),(40 61.439396),(41 61.40924),(42 60.98718),(43 60.86995),(44 61.26687),(45 61.882034),(46 61.384335),(47 60.943092),(48 61.14892),(49 61.305984),(50 61.897713),(51 60.462563),(52 61.18692),(53 61.073303),(54 61.584488),(55 61.12609),(56 61.655025),(57 62.32879),(58 62.380833),(59 63.095497),(60 63.575882),(61 64.1323),(62 65.03557),(63 65.02793),(64 65.81263),(65 65.89824),(66 65.08626),(67 64.61377),(68 65.141594),(69 64.57878),(70 64.80926),(71 64.95817),(72 66.05024),(73 66.567825),(74 65.78926),(75 65.90889),(76 66.610405),(77 66.71831),(78 66.80069),(79 66.32167),
(1 41.311493),(2 47.466537),(3 50.112858),(4 52.868786),(5 54.24557),(6 55.445126),(7 56.23511),(8 56.39499),(9 57.551636),(10 57.612965),(11 57.47449),(12 57.778355),(13 58.28292),(14 59.537193),(15 58.76356),(16 58.422062),(17 57.897884),(18 58.847122),(19 58.943054),(20 58.79684),(21 58.91683),(22 58.068188),(23 57.923492),(24 57.56683),(25 58.22364),(26 58.79144),(27 58.57118),(28 58.278534),(29 58.870506),(30 59.965763),(31 60.059498),(32 59.4513),(33 59.675095),(34 59.912804),(35 59.307594),(36 60.3986),(37 60.727417),(38 60.940075),(39 60.089302),(40 60.30394),(41 60.060913),(42 59.898907),(43 59.12153),(44 60.019),(45 60.067646),(46 60.0782),(47 59.91352),(48 60.857788),(49 60.907),(50 61.186),(51 61.043716),(52 61.71522),(53 61.706444),(54 61.553623),(55 62.063137),(56 61.923286),(57 61.886803),(58 61.72245),(59 62.33803),(60 62.98414),(61 63.85671),(62 64.824036),(63 64.84464),(64 65.53864),(65 65.72311),(66 65.47971),(67 65.44593),(68 65.50866),(69 65.461655),(70 65.410965),(71 65.709625),(72 66.23575),(73 65.90899),(74 66.51048),(75 65.52772),(76 65.923965),(77 66.12944),(78 66.19037),(79 65.99026),
(1 42.215794),(2 47.62918),(3 50.355915),(4 53.328938),(5 54.552868),(6 56.265324),(7 57.24635),(8 56.792774),(9 57.850452),(10 58.61704),(11 58.902737),(12 59.236115),(13 59.004642),(14 59.321907),(15 58.732727),(16 57.93648),(17 58.082287),(18 58.530113),(19 58.50111),(20 59.140408),(21 58.765167),(22 58.56255),(23 58.12647),(24 57.626064),(25 57.506588),(26 58.590805),(27 59.136158),(28 58.84054),(29 59.74386),(30 60.20152),(31 60.778744),(32 60.211258),(33 60.129345),(34 60.1306),(35 60.22718),(36 60.04236),(37 61.075573),(38 61.407444),(39 60.980057),(40 60.708546),(41 61.173687),(42 60.21541),(43 60.505375),(44 60.343765),(45 60.152378),(46 60.450504),(47 60.92373),(48 61.514614),(49 61.810486),(50 62.0404),(51 61.631893),(52 62.021194),(53 61.873455),(54 62.232098),(55 62.45906),(56 62.6448),(57 62.28833),(58 63.107063),(59 62.96323),(60 63.343967),(61 64.52254),(62 65.40224),(63 66.018906),(64 65.928604),(65 66.56875),(66 66.711205),(67 66.89048),(68 66.41628),(69 66.4391),(70 65.96042),(71 66.435936),(72 66.60553),(73 67.94803),(74 68.02881),(75 67.07398),(76 66.94112),(77 67.100174),(78 66.94195),(79 66.56203),
(1 41.532536),(2 47.747494),(3 49.846912),(4 52.71283),(5 54.297802),(6 55.84513),(7 57.35962),(8 57.670372),(9 57.719105),(10 57.71293),(11 58.722336),(12 58.879093),(13 59.476162),(14 59.675346),(15 59.260986),(16 58.171043),(17 59.08501),(18 59.213318),(19 59.41509),(20 59.212807),(21 59.315334),(22 58.733906),(23 58.70248),(24 58.57796),(25 59.073265),(26 59.03093),(27 59.071014),(28 59.243526),(29 59.60544),(30 60.123962),(31 60.368893),(32 60.48051),(33 60.462715),(34 60.29611),(35 59.45991),(36 60.17528),(37 61.080544),(38 61.106213),(39 60.63031),(40 60.210125),(41 60.235565),(42 59.7574),(43 59.75589),(44 59.513424),(45 59.215256),(46 59.395935),(47 59.343483),(48 60.172802),(49 60.823463),(50 60.629555),(51 60.423256),(52 60.774586),(53 61.168617),(54 61.523815),(55 61.42045),(56 60.766582),(57 61.195305),(58 61.973736),(59 62.64207),(60 63.47322),(61 64.28308),(62 64.709854),(63 64.684166),(64 65.60798),(65 65.82931),(66 66.004974),(67 65.64077),(68 64.466675),(69 64.72669),(70 65.726845),(71 65.984726),(72 66.31629),(73 66.70991),(74 66.36314),(75 65.549644),(76 66.785194),(77 66.204834),(78 66.09243),(79 65.87052),
(1 41.534584),(2 47.56796),(3 50.372826),(4 53.337368),(5 54.212082),(6 55.143833),(7 56.42093),(8 57.08696),(9 57.693),(10 58.336525),(11 58.25253),(12 58.276592),(13 58.37988),(14 58.86689),(15 58.09854),(16 58.184673),(17 57.86207),(18 57.452614),(19 58.204422),(20 58.847153),(21 59.077896),(22 58.2019),(23 58.06785),(24 57.616688),(25 58.083637),(26 57.92036),(27 58.13467),(28 58.418964),(29 59.12263),(30 58.895065),(31 59.415462),(32 59.377327),(33 60.275448),(34 59.792336),(35 59.31301),(36 59.70377),(37 60.712517),(38 61.38958),(39 60.18129),(40 60.415947),(41 59.91564),(42 59.862667),(43 59.6542),(44 59.534676),(45 60.1111),(46 59.835175),(47 59.88375),(48 60.44614),(49 60.88432),(50 60.640213),(51 61.092766),(52 61.171944),(53 60.757614),(54 61.2246),(55 60.7288),(56 61.003418),(57 61.039925),(58 61.387817),(59 61.718456),(60 62.14931),(61 63.05255),(62 64.010124),(63 64.54615),(64 64.90177),(65 65.03889),(66 64.63251),(67 64.80603),(68 64.86808),(69 64.87278),(70 65.133156),(71 65.806305),(72 66.47395),(73 66.45313),(74 67.470825),(75 66.028625),(76 66.06606),(77 65.800606),(78 66.105484),(79 64.87521),
(1 40.396263),(2 46.67869),(3 49.2839),(4 51.935623),(5 53.336052),(6 55.371452),(7 55.194607),(8 55.237083),(9 56.368362),(10 56.822857),(11 57.420017),(12 57.038578),(13 57.768322),(14 57.91299),(15 57.031067),(16 57.599884),(17 57.06387),(18 57.61381),(19 57.431496),(20 57.634747),(21 58.24864),(22 56.88076),(23 57.029995),(24 56.92474),(25 56.551186),(26 57.21004),(27 56.42045),(28 57.345108),(29 57.905308),(30 58.571384),(31 59.168026),(32 59.145607),(33 58.899097),(34 58.443546),(35 57.66019),(36 58.81781),(37 59.2547),(38 59.673683),(39 58.91505),(40 58.914845),(41 58.50061),(42 59.1737),(43 58.22431),(44 58.316284),(45 58.375053),(46 58.887783),(47 58.90427),(48 58.750145),(49 59.09241),(50 59.893547),(51 59.817844),(52 59.761047),(53 59.451656),(54 59.648087),(55 59.839787),(56 60.13611),(57 60.293907),(58 61.623978),(59 61.636265),(60 61.548416),(61 63.014717),(62 63.965183),(63 63.75153),(64 64.52829),(65 64.67687),(66 64.67008),(67 64.9375),(68 64.11668),(69 64.2069),(70 63.66113),(71 64.30823),(72 64.330414),(73 65.812004),(74 65.789),(75 65.37171),(76 66.17119),(77 65.72704),(78 65.67247),(79 64.835365),
(1 41.218594),(2 47.289223),(3 50.251892),(4 52.179787),(5 53.681835),(6 55.46536),(7 55.83939),(8 56.32128),(9 57.187542),(10 56.5827),(11 56.658752),(12 57.434406),(13 57.41411),(14 57.986877),(15 57.62385),(16 57.50751),(17 57.454506),(18 57.902863),(19 58.28324),(20 57.874527),(21 58.390106),(22 57.9042),(23 57.74746),(24 57.996162),(25 58.218346),(26 58.515144),(27 58.893105),(28 59.044243),(29 58.79243),(30 59.491684),(31 59.47099),(32 59.588326),(33 60.285324),(34 59.71721),(35 59.70111),(36 60.20131),(37 60.875843),(38 60.74545),(39 60.094383),(40 60.761585),(41 60.703568),(42 59.8012),(43 60.1249),(44 59.928547),(45 60.12628),(46 60.949646),(47 59.911148),(48 60.6823),(49 60.856316),(50 60.74671),(51 60.27586),(52 60.793663),(53 61.12691),(54 60.636932),(55 60.31812),(56 60.333767),(57 60.80411),(58 60.822247),(59 61.411938),(60 61.703545),(61 62.858055),(62 64.123856),(63 63.554966),(64 64.08669),(65 64.194756),(66 64.491135),(67 63.748165),(68 65.101715),(69 64.679276),(70 64.390114),(71 64.98218),(72 64.8288),(73 65.84244),(74 65.885506),(75 65.65808),(76 65.800804),(77 66.21879),(78 66.46692),(79 65.5871),
(1 40.11426),(2 46.337337),(3 48.292576),(4 51.241165),(5 53.188835),(6 54.217003),(7 54.444614),(8 54.44835),(9 55.526863),(10 55.76125),(11 55.64657),(12 57.335),(13 57.35793),(14 58.392773),(15 57.58134),(16 56.719486),(17 57.28158),(18 56.58972),(19 56.90436),(20 57.383904),(21 57.933014),(22 56.76211),(23 56.374664),(24 56.56437),(25 56.967125),(26 56.892136),(27 57.434097),(28 58.19837),(29 57.57585),(30 58.779606),(31 58.675304),(32 59.06536),(33 58.567963),(34 58.526073),(35 57.837307),(36 58.48466),(37 58.464836),(38 59.14718),(39 59.139187),(40 59.215675),(41 58.97083),(42 59.380344),(43 58.72435),(44 58.589832),(45 58.446815),(46 58.617947),(47 58.99774),(48 58.726532),(49 59.465977),(50 60.31281),(51 58.819553),(52 59.907097),(53 59.752537),(54 60.19399),(55 59.67875),(56 59.45633),(57 59.714268),(58 60.748108),(59 60.80953),(60 61.37027),(61 62.02513),(62 63.27654),(63 63.500225),(64 63.118946),(65 63.673355),(66 64.10827),(67 64.27481),(68 63.84851),(69 63.630608),(70 64.083305),(71 65.086525),(72 65.26833),(73 65.31007),(74 65.73101),(75 65.04234),(76 65.0743),(77 65.46197),(78 64.73092),(79 64.30654),
(1 40.275642),(2 46.830467),(3 48.270905),(4 51.374847),(5 52.92946),(6 54.4739),(7 55.33731),(8 56.0457),(9 56.90839),(10 57.336605),(11 57.612465),(12 58.116325),(13 58.061428),(14 59.306103),(15 58.09097),(16 58.21769),(17 58.470005),(18 57.920498),(19 57.199196),(20 57.75899),(21 58.097218),(22 58.14077),(23 57.21776),(24 56.904533),(25 57.8799),(26 58.560997),(27 58.57538),(28 58.68391),(29 59.19469),(30 60.24345),(31 60.05887),(32 59.653194),(33 60.44646),(34 59.83385),(35 59.51459),(36 60.180965),(37 60.833115),(38 60.72734),(39 60.341194),(40 60.5055),(41 60.634045),(42 60.25767),(43 59.34592),(44 60.30738),(45 59.78571),(46 60.70345),(47 60.103394),(48 60.322083),(49 59.92231),(50 60.698364),(51 60.12605),(52 60.363358),(53 60.332664),(54 60.55651),(55 60.525345),(56 60.441372),(57 61.009136),(58 61.27084),(59 62.115147),(60 62.2501),(61 62.78042),(62 63.87729),(63 64.180176),(64 64.5772),(65 65.21755),(66 65.79798),(67 64.52159),(68 64.99374),(69 63.906433),(70 63.67915),(71 64.84412),(72 64.93297),(73 66.1499),(74 66.792145),(75 65.755875),(76 66.589096),(77 66.92871),(78 66.695244),(79 65.680084),
(1 40.573864),(2 46.594406),(3 49.508026),(4 52.03146),(5 53.476532),(6 54.907833),(7 56.1413),(8 56.53012),(9 57.415367),(10 57.04435),(11 56.619934),(12 57.234753),(13 57.222305),(14 58.250664),(15 57.432964),(16 57.896046),(17 58.01764),(18 58.271),(19 57.97083),(20 58.42932),(21 58.86429),(22 57.974648),(23 57.783787),(24 57.31944),(25 57.64713),(26 57.70812),(27 57.7396),(28 57.89783),(29 58.98236),(30 59.41504),(31 59.14132),(32 59.04048),(33 59.450016),(34 59.75916),(35 58.908062),(36 59.85405),(37 60.114586),(38 60.155075),(39 60.003674),(40 60.00594),(41 59.600834),(42 59.809933),(43 59.44154),(44 59.654667),(45 59.648647),(46 59.253765),(47 59.602097),(48 59.944313),(49 60.33453),(50 60.99415),(51 60.597996),(52 60.7062),(53 60.575035),(54 61.09717),(55 60.282322),(56 60.57103),(57 61.21854),(58 61.581444),(59 62.713394),(60 62.37378),(61 62.966164),(62 63.414993),(63 64.20066),(64 64.33671),(65 65.21273),(66 65.81471),(67 64.9425),(68 64.75338),(69 64.68512),(70 64.14904),(71 64.572334),(72 64.996315),(73 65.64754),(74 65.962814),(75 65.23788),(76 64.990776),(77 65.3962),(78 65.34736),(79 65.30551),
(1 39.30101),(2 44.986683),(3 47.63698),(4 50.389107),(5 51.899536),(6 52.828754),(7 54.48697),(8 54.565247),(9 55.130985),(10 55.39818),(11 55.49028),(12 55.790653),(13 55.70634),(14 56.323845),(15 55.480503),(16 55.6631),(17 55.23765),(18 55.240883),(19 55.473873),(20 55.620495),(21 56.67825),(22 55.312855),(23 55.531204),(24 55.56121),(25 55.877167),(26 56.05511),(27 56.675064),(28 56.79095),(29 57.459152),(30 57.760754),(31 58.223995),(32 57.88644),(33 57.83781),(34 57.481895),(35 57.431732),(36 58.247356),(37 58.755516),(38 58.995914),(39 58.474762),(40 58.845173),(41 58.739304),(42 58.342396),(43 57.928265),(44 58.323315),(45 57.642952),(46 57.78473),(47 58.216976),(48 57.988388),(49 58.2343),(50 57.92382),(51 57.644157),(52 58.46829),(53 58.78255),(54 58.824257),(55 58.63335),(56 58.523354),(57 58.648438),(58 59.36399),(59 59.7947),(60 60.01242),(61 60.979263),(62 61.59511),(63 61.716076),(64 62.01438),(65 62.619377),(66 62.6338),(67 62.130817),(68 62.1549),(69 61.71885),(70 62.099213),(71 62.614388),(72 63.43331),(73 63.834465),(74 64.43579),(75 63.807587),(76 64.11151),(77 63.992233),(78 63.98811),(79 64.08797),
(1 39.51952),(2 45.65535),(3 48.421413),(4 50.68691),(5 52.55767),(6 53.984882),(7 55.376625),(8 56.262497),(9 56.598843),(10 56.430218),(11 56.291416),(12 56.58256),(13 57.71017),(14 57.871365),(15 57.57543),(16 56.81655),(17 57.246555),(18 57.71801),(19 57.478615),(20 57.431416),(21 58.34868),(22 56.880062),(23 56.58012),(24 56.821896),(25 57.341988),(26 57.49158),(27 57.614822),(28 58.168407),(29 58.880074),(30 60.01009),(31 59.34579),(32 59.06954),(33 59.46964),(34 59.02629),(35 58.88127),(36 58.539387),(37 59.254055),(38 59.555573),(39 59.36664),(40 59.65013),(41 59.832108),(42 60.134182),(43 59.43798),(44 58.912247),(45 58.710857),(46 58.85858),(47 58.36007),(48 58.64013),(49 59.38391),(50 59.259193),(51 58.853024),(52 59.857105),(53 59.40257),(54 59.20581),(55 59.008163),(56 59.145107),(57 59.68337),(58 60.12802),(59 60.02999),(60 61.30318),(61 62.168205),(62 62.37162),(63 63.008633),(64 63.324486),(65 63.33173),(66 63.336624),(67 63.35047),(68 63.070515),(69 62.33293),(70 62.671436),(71 62.515232),(72 62.972656),(73 63.748238),(74 63.854893),(75 62.895027),(76 63.55126),(77 64.28641),(78 63.81661),(79 64.52021),
