1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 6723.735),(2 21496.793),(3 41834.566),(4 66440.39),(5 94269.6),(6 122602.06),(7 151122.58),(8 181824.6),(9 212305.77),(10 242620),(11 272845.2),(12 303604.78),(13 334085.4),(14 363426.8),(15 390455.9),(16 417339.8),(17 443924.1),(18 466494),(19 488550.9),(20 511570.56),(21 533820.4),(22 554636.6),(23 577257.6),(24 594991.94),(25 612170.2),(26 627657.6),(27 641806.44),(28 655802.06),(29 670983.7),(30 685287.06),(31 701492.06),(32 715052.44),(33 727775.94),(34 740103.2),(35 755281.94),(36 771924.4),(37 790441.75),(38 810392.25),(39 833562.4),(40 860858),(41 889334.44),(42 920710.6),(43 958266.4),(44 996179.8),(45 1035512.7),(46 1077902.1),(47 1125141.8),(48 1171932.8),(49 1214503.5),(50 1262366.1),(51 1314809.6),(52 1367539.5),(53 1421142.1),(54 1475650.1),(55 1530408.1),(56 1587070.1),(57 1639652.5),(58 1689179.5),(59 1733434.1),(60 1776825.9),(61 1812663.9),(62 1850045.6),(63 1888172.1),(64 1916192),(65 1944531),(66 1967289.8),(67 1991332.4),(68 2012596.1),(69 2032682.4),(70 2051252.1),(71 2067250.4),(72 2075319),(73 2075066.1),(74 2077093.6),(75 2083574.8),(76 2088241),(77 2089008.1),(78 2089381.8),(79 2098476.8),
(1 6370.436),(2 20430.37),(3 39784.25),(4 62495.063),(5 87917.21),(6 114223.086),(7 143551.58),(8 175501.7),(9 207961.27),(10 241907.92),(11 277637.47),(12 315214.28),(13 352612.38),(14 390283.16),(15 428424.72),(16 466167.4),(17 501392.1),(18 533432.06),(19 561528.5),(20 588835.25),(21 616790),(22 644936),(23 672130.7),(24 696479.8),(25 718354.7),(26 740457.56),(27 760086.3),(28 777477.5),(29 796831.3),(30 821811.3),(31 844408.56),(32 867107.94),(33 891433.25),(34 916667.7),(35 942503.8),(36 966875.2),(37 987900.5),(38 1011702.8),(39 1040187.06),(40 1067924.6),(41 1102200.9),(42 1137603.6),(43 1175220.8),(44 1214185.8),(45 1252629.8),(46 1289017.8),(47 1331098.8),(48 1380951.1),(49 1423987.4),(50 1471609.4),(51 1522884),(52 1576009.4),(53 1629254.1),(54 1680809.6),(55 1728538.9),(56 1769660.4),(57 1810710.9),(58 1844796.5),(59 1872925.4),(60 1904128.5),(61 1931266.4),(62 1957724.6),(63 1978416.4),(64 1993665.4),(65 2009140.6),(66 2021100.9),(67 2031744.9),(68 2037309.4),(69 2041371.4),(70 2044826.6),(71 2052805.6),(72 2060398.5),(73 2061582.4),(74 2058716.5),(75 2063079.6),(76 2063174.5),(77 2061096),(78 2060668.6),(79 2066794.4),
(1 6888.4424),(2 22093.08),(3 43291.47),(4 67205.305),(5 94653.75),(6 123008.28),(7 152538.48),(8 182225.6),(9 210917.05),(10 240464.13),(11 270189.38),(12 300617.75),(13 331795.4),(14 362915.72),(15 396472.16),(16 429193.9),(17 461178.88),(18 491417.13),(19 518191.25),(20 544736.75),(21 569799.5),(22 594235.8),(23 617891.25),(24 640876.44),(25 663055),(26 686051.6),(27 704109.7),(28 719036.3),(29 734379.75),(30 753739.4),(31 769798.75),(32 786491.06),(33 803339.2),(34 821024.56),(35 842368.75),(36 858808.6),(37 869894.2),(38 884415.06),(39 902530.9),(40 916465.25),(41 930580),(42 947221.25),(43 962984.8),(44 977109.4),(45 989594.3),(46 1000283.94),(47 1012395.6),(48 1028119.8),(49 1043335.6),(50 1058136.4),(51 1076086.8),(52 1094828.4),(53 1110332.1),(54 1123510.9),(55 1137031.5),(56 1147301.8),(57 1158811.6),(58 1172836.5),(59 1185981.8),(60 1203339.5),(61 1218334.3),(62 1235213.9),(63 1252516.9),(64 1267541),(65 1285734.3),(66 1307929.5),(67 1332506.5),(68 1361132.1),(69 1386517.9),(70 1416495.5),(71 1447893.6),(72 1479713.3),(73 1506756),(74 1531116.5),(75 1558534.5),(76 1584775.4),(77 1606739.3),(78 1628334.8),(79 1650460.1),
(1 7395.4077),(2 24009.73),(3 46541.06),(4 72593.92),(5 101392.15),(6 130602.97),(7 160330.31),(8 190133.52),(9 218700.7),(10 246003.69),(11 271971.97),(12 298390.4),(13 326021.38),(14 352305.13),(15 379005.56),(16 404055.2),(17 430423.16),(18 456406.88),(19 480729.47),(20 503905.97),(21 525116.9),(22 545980.9),(23 565283),(24 584571.1),(25 603654.5),(26 624459.06),(27 644749.06),(28 665167.4),(29 685730.9),(30 707660.3),(31 729817.94),(32 753177.2),(33 777279.06),(34 802065.94),(35 831174.56),(36 859605.4),(37 885580.8),(38 909939.2),(39 931668.56),(40 952361.94),(41 972072.8),(42 991073.5),(43 1010245.4),(44 1024833.75),(45 1038408.3),(46 1051439.5),(47 1063454.1),(48 1076648),(49 1092930.1),(50 1112516.6),(51 1128857),(52 1145983.1),(53 1160486.9),(54 1171619),(55 1181813.4),(56 1191158.4),(57 1196230.5),(58 1203587),(59 1215554.8),(60 1228824.1),(61 1246843.5),(62 1264763.3),(63 1283503.3),(64 1305832.8),(65 1333359.9),(66 1366665.5),(67 1401460.8),(68 1433422.3),(69 1465081.5),(70 1497093.9),(71 1521930.5),(72 1540254.4),(73 1560979.3),(74 1580729.9),(75 1598991.3),(76 1621617.5),(77 1643744.5),(78 1667507),(79 1692498.3),
(1 7065.797),(2 22870.635),(3 44914.754),(4 70900.99),(5 100070.05),(6 128951.695),(7 158912.7),(8 190056.17),(9 220235.81),(10 250449.61),(11 280746.34),(12 310937.97),(13 341820.53),(14 370138.72),(15 396841.38),(16 421089.56),(17 445914.06),(18 471773.16),(19 497924.03),(20 523525.97),(21 550335.5),(22 578654.5),(23 608153.3),(24 635053.94),(25 662664.8),(26 690953.3),(27 720563.56),(28 752091.6),(29 785203.2),(30 817117.7),(31 846308.9),(32 878459.1),(33 912251.3),(34 943533.2),(35 972899.56),(36 1003219.56),(37 1032905.6),(38 1058818.9),(39 1078874.3),(40 1100793),(41 1118964),(42 1138623),(43 1156466.3),(44 1168475),(45 1182420.9),(46 1197046.6),(47 1211099.5),(48 1223389.1),(49 1240602.8),(50 1258864.3),(51 1278841.1),(52 1298574.9),(53 1320489.4),(54 1339494.1),(55 1356579.5),(56 1376617.9),(57 1394040.9),(58 1415264.6),(59 1436566.4),(60 1459001.9),(61 1486218.3),(62 1513021.4),(63 1534932.3),(64 1559396.6),(65 1589631.4),(66 1623155.5),(67 1656572.3),(68 1687976.6),(69 1715194.3),(70 1740658.4),(71 1759706.3),(72 1774192.6),(73 1791704),(74 1804293.4),(75 1813711.1),(76 1822075),(77 1830453),(78 1843149.5),(79 1851457.1),
(1 6867.795),(2 22122.604),(3 43352.035),(4 68802.62),(5 97801.29),(6 127409.05),(7 158163.5),(8 190351.58),(9 221237.47),(10 252854.17),(11 285473.38),(12 316301.38),(13 347680.97),(14 377628.5),(15 407453.06),(16 436317.97),(17 465683.06),(18 494875.8),(19 524692.2),(20 553867.2),(21 584247.4),(22 615216.56),(23 644913.75),(24 670983.6),(25 698033.8),(26 722717.1),(27 747224.4),(28 773139.44),(29 799394.7),(30 823212.8),(31 844118.94),(32 863606.25),(33 881395.2),(34 902598.56),(35 922947.1),(36 941971.9),(37 960364.8),(38 982016.2),(39 1000211.75),(40 1021262.75),(41 1043294.25),(42 1064051.9),(43 1085818.9),(44 1108440.9),(45 1132787.3),(46 1156349.5),(47 1178247.5),(48 1204396.9),(49 1231880.6),(50 1257731.1),(51 1283018.6),(52 1304344.4),(53 1329145.9),(54 1356945.3),(55 1383988.8),(56 1411952.4),(57 1436904),(58 1463862),(59 1484063.5),(60 1508347.3),(61 1533027.5),(62 1556452),(63 1571603.3),(64 1583472.9),(65 1593926),(66 1605131.5),(67 1616128),(68 1625867.3),(69 1634596.6),(70 1642445.9),(71 1643069.1),(72 1644784),(73 1646795.8),(74 1644061.3),(75 1633586.8),(76 1622186.5),(77 1607885.5),(78 1599997.1),(79 1590808.4),
(1 7555.0376),(2 24516.203),(3 47707.945),(4 75238.11),(5 105140.38),(6 135137.81),(7 166843.22),(8 199556.02),(9 231111.03),(10 261796.58),(11 292244.94),(12 323235.25),(13 354046.44),(14 383217.6),(15 412476.3),(16 440706.88),(17 468217.38),(18 494457.4),(19 521786.94),(20 548506.4),(21 574555.3),(22 602766.44),(23 631852.6),(24 659967.5),(25 689883.4),(26 718799.9),(27 747232.25),(28 775790.7),(29 805713.4),(30 835377.2),(31 861612.6),(32 883142.44),(33 901024.9),(34 917086.06),(35 932694.7),(36 945832.2),(37 957825.44),(38 971473.94),(39 983041.44),(40 994063.4),(41 1007653.94),(42 1018932.7),(43 1030559.5),(44 1043368.3),(45 1057475.8),(46 1068337),(47 1081940.9),(48 1099946.9),(49 1118341.5),(50 1131758.9),(51 1145044),(52 1156822.5),(53 1173250.3),(54 1188862.3),(55 1203770.5),(56 1219949.5),(57 1232148.1),(58 1244856.4),(59 1253913.1),(60 1265517.8),(61 1278171.8),(62 1290171.8),(63 1300199.8),(64 1310706.9),(65 1320687.8),(66 1334804.4),(67 1354416.5),(68 1374401.4),(69 1392509.4),(70 1409686.4),(71 1432419.1),(72 1455331.1),(73 1478299),(74 1502001),(75 1517821.4),(76 1536435.8),(77 1553127.8),(78 1570575.3),(79 1588549.3),
(1 6972.2944),(2 21902.291),(3 42584.164),(4 67567.945),(5 96030.26),(6 125054.42),(7 156847.6),(8 192130.28),(9 227450.16),(10 262582.78),(11 299637.63),(12 336544.9),(13 373255.5),(14 408684.06),(15 447051.28),(16 484506.97),(17 522442.6),(18 559074.44),(19 597433.9),(20 634951),(21 670837.4),(22 704401.7),(23 737046.8),(24 767913.5),(25 795951.4),(26 822489.25),(27 848266.56),(28 871426.8),(29 893303.5),(30 915151.9),(31 933197.4),(32 950290.56),(33 964804.94),(34 979019.4),(35 993304.8),(36 1002850.44),(37 1012873.4),(38 1027484.5),(39 1046110.8),(40 1063128.5),(41 1081017.5),(42 1094704.4),(43 1111051.8),(44 1130330),(45 1147268.6),(46 1161137.1),(47 1175662.9),(48 1187964.3),(49 1200411.9),(50 1211522.1),(51 1222408.8),(52 1233241.5),(53 1248416),(54 1259343.8),(55 1269595),(56 1280730),(57 1292287.3),(58 1305337.1),(59 1316816.1),(60 1328631.5),(61 1338899.9),(62 1350353.6),(63 1363506),(64 1378381.1),(65 1391107),(66 1403880.5),(67 1414933.4),(68 1433390),(69 1454587.1),(70 1477721.6),(71 1505937.1),(72 1535834.6),(73 1565905.5),(74 1594382.5),(75 1620186.5),(76 1647338),(77 1673436.6),(78 1694621.4),(79 1715006.9),
(1 7064.156),(2 23019.324),(3 45404.805),(4 72135.305),(5 101633.914),(6 131355.03),(7 162354.58),(8 195475.6),(9 229482.08),(10 263084.1),(11 297202.5),(12 330749.28),(13 363834.28),(14 395368.13),(15 425660),(16 453029.5),(17 478938.2),(18 503703.5),(19 529718.8),(20 555435.44),(21 582005.94),(22 609327.4),(23 635809.5),(24 657572.94),(25 680460.25),(26 702478.4),(27 723786.4),(28 743292.8),(29 767300.06),(30 793381.4),(31 817148.75),(32 840771.5),(33 864150.94),(34 887849.75),(35 914125.8),(36 935816.44),(37 960300.6),(38 989540.2),(39 1023214.75),(40 1051358.4),(41 1078902.6),(42 1101293),(43 1124622.8),(44 1147129.5),(45 1169563.1),(46 1190552.5),(47 1208834.3),(48 1225352),(49 1237237.1),(50 1247578.4),(51 1255688),(52 1260246.1),(53 1268399.3),(54 1271839.9),(55 1272346.3),(56 1271879.6),(57 1270899.3),(58 1268431.3),(59 1263897.5),(60 1260010.8),(61 1255329.9),(62 1251697),(63 1248701.8),(64 1247616.5),(65 1248277.8),(66 1246455.6),(67 1246329.3),(68 1251140.9),(69 1252287.4),(70 1251361.1),(71 1253767.4),(72 1260812.3),(73 1267804),(74 1271673.1),(75 1277321.9),(76 1282048.4),(77 1286419.4),(78 1291583),(79 1298642.5),
(1 6602.0776),(2 20981.355),(3 40637.426),(4 63834.65),(5 89549.65),(6 116064.73),(7 143318.66),(8 173179.89),(9 202866.11),(10 232760.22),(11 263047.3),(12 293781.9),(13 323891.4),(14 354487.75),(15 385004.7),(16 415364.7),(17 446213.84),(18 476541.84),(19 508434.53),(20 540630.6),(21 573338.25),(22 602309.8),(23 631790.5),(24 658500.2),(25 685229),(26 711056.6),(27 734892.2),(28 756437),(29 777650.75),(30 801417.3),(31 824396.9),(32 847948.9),(33 870097),(34 889293.5),(35 909633),(36 925466.25),(37 943125.4),(38 961911.1),(39 981592),(40 999977.5),(41 1017062.25),(42 1030685.4),(43 1047725.2),(44 1064574.3),(45 1080651.3),(46 1092603.5),(47 1104017.3),(48 1113897.6),(49 1121294.4),(50 1128397),(51 1132959),(52 1136510.5),(53 1138596.1),(54 1140534.3),(55 1144104.4),(56 1147947.5),(57 1151075.4),(58 1154508.9),(59 1156492),(60 1160144.3),(61 1161805),(62 1163289),(63 1165333.1),(64 1167022.5),(65 1169300.1),(66 1169826.8),(67 1172484.1),(68 1176462.9),(69 1180187.6),(70 1183916.9),(71 1191154.1),(72 1199909.4),(73 1207712.3),(74 1213088),(75 1220269.9),(76 1225830.1),(77 1228216.3),(78 1228477.9),(79 1231415.6),
(1 6800.9507),(2 21359.64),(3 41396.21),(4 65468.35),(5 92662.695),(6 121435.69),(7 150978.77),(8 183953.63),(9 216057.8),(10 248881.08),(11 281915.38),(12 315792.4),(13 350226.44),(14 384626.06),(15 419988.7),(16 453761.44),(17 488898.34),(18 523513.88),(19 558888.2),(20 589632.44),(21 619203.3),(22 647128.8),(23 675566.25),(24 699724.8),(25 726986.4),(26 756376.4),(27 785455.7),(28 814209.06),(29 846132.8),(30 878474.9),(31 912465.3),(32 947461.25),(33 979884.94),(34 1009659.7),(35 1040730.5),(36 1067668.1),(37 1091452.8),(38 1112869.3),(39 1135603),(40 1154585.1),(41 1170394.9),(42 1183432.3),(43 1196127.1),(44 1207671.9),(45 1218013.8),(46 1227421),(47 1232558.9),(48 1237776.6),(49 1241695),(50 1243815.4),(51 1245454.1),(52 1247153.5),(53 1243619.6),(54 1240400.6),(55 1235342.8),(56 1230531.9),(57 1226582.9),(58 1226948.9),(59 1228380.8),(60 1235582),(61 1242039.8),(62 1248950.4),(63 1254339.3),(64 1264598.1),(65 1278231.5),(66 1288109.6),(67 1298762.8),(68 1314824.9),(69 1329735),(70 1342679.4),(71 1356160.4),(72 1372161.4),(73 1388555.3),(74 1404015.4),(75 1423820.4),(76 1447315.5),(77 1469101.6),(78 1488007.3),(79 1508491.5),
(1 7130.973),(2 22688.46),(3 43369.793),(4 67473.836),(5 93897.914),(6 121153.516),(7 150051.73),(8 182115.77),(9 215335.63),(10 248855.78),(11 284054.22),(12 319327.63),(13 353088.4),(14 384387.53),(15 415256.94),(16 444349.34),(17 472788.13),(18 500638),(19 527706.56),(20 553098.5),(21 578457.75),(22 603338.94),(23 628205.3),(24 653252.2),(25 678376.44),(26 702746.06),(27 727280.25),(28 749720.9),(29 772068.25),(30 793062.9),(31 814767.3),(32 833855.2),(33 849449),(34 865908),(35 883062.25),(36 899192.7),(37 911844.9),(38 922591.4),(39 934020.75),(40 943789.25),(41 954477.56),(42 961660.9),(43 969130.9),(44 975854.75),(45 985739.9),(46 993905.25),(47 1001663.7),(48 1013100.56),(49 1024703),(50 1035101.56),(51 1043767.56),(52 1048107.9),(53 1052969.8),(54 1055773.1),(55 1055620.3),(56 1053240.5),(57 1053097.9),(58 1052310.8),(59 1048976.5),(60 1049965.5),(61 1051893.3),(62 1051647.1),(63 1050936.6),(64 1051748.8),(65 1056057.9),(66 1060501.5),(67 1068144),(68 1077247.5),(69 1086680.9),(70 1098592.1),(71 1109160.1),(72 1121319.6),(73 1140236.5),(74 1160559.4),(75 1182029.1),(76 1206703.6),(77 1230192.4),(78 1254602.4),(79 1276831.9),
(1 7547.3125),(2 24602.617),(3 47840.66),(4 75371.305),(5 106041.99),(6 138512.14),(7 172418.28),(8 210149.16),(9 249570.94),(10 291273.1),(11 334295.25),(12 376615.78),(13 418460.84),(14 459019.7),(15 496186.75),(16 529991.75),(17 564158.4),(18 597375.94),(19 627751.7),(20 654874.56),(21 680449.7),(22 706848.2),(23 730755.56),(24 751826.6),(25 772267.4),(26 789634.06),(27 808091.75),(28 827028),(29 843663.25),(30 857399.8),(31 867817.2),(32 876992.75),(33 882900.6),(34 890200.75),(35 898643.94),(36 902402.1),(37 906269.7),(38 910575.44),(39 914062.06),(40 916647.4),(41 919853.2),(42 921974.8),(43 925844.94),(44 929861.1),(45 935891),(46 940092.75),(47 946810.3),(48 953632.4),(49 961437.56),(50 970230.7),(51 981873.2),(52 994734.06),(53 1011945.75),(54 1027965.75),(55 1042733.94),(56 1051493.4),(57 1060110.4),(58 1069762.3),(59 1081938.5),(60 1092440.9),(61 1105406.8),(62 1118350),(63 1132287.8),(64 1145490.4),(65 1157436.5),(66 1171530.8),(67 1185563),(68 1200547.5),(69 1214295.9),(70 1225475.1),(71 1234514.8),(72 1241845.3),(73 1249960.3),(74 1258209.1),(75 1267679.3),(76 1276996.6),(77 1287528.5),(78 1298442),(79 1307955.5),
(1 7368.386),(2 24596.598),(3 48858.79),(4 77857.266),(5 110098.99),(6 143702.63),(7 178624.42),(8 217367.38),(9 255788.69),(10 296205.38),(11 335536.56),(12 374867.47),(13 415696.66),(14 454882.94),(15 490798.5),(16 524700.4),(17 558461.8),(18 592699.8),(19 623520.25),(20 651351.06),(21 676665.44),(22 701797.7),(23 722749.75),(24 741188.4),(25 755513.44),(26 765045.3),(27 773798.1),(28 781445.75),(29 787456.9),(30 794493.9),(31 800453.6),(32 806197.75),(33 808862.56),(34 815156.06),(35 822167.8),(36 828383.6),(37 835069.06),(38 844546.3),(39 853164.06),(40 860137.06),(41 867732.25),(42 877460.06),(43 887039.44),(44 892804),(45 899001.44),(46 905968.8),(47 915676.4),(48 926908.25),(49 936073.44),(50 947129.3),(51 956686.75),(52 963587.4),(53 975570.56),(54 987141.7),(55 998461.3),(56 1007992.4),(57 1017635.75),(58 1024835.94),(59 1028733.44),(60 1033506.75),(61 1040061.1),(62 1046661),(63 1051889.5),(64 1054884.9),(65 1058946.6),(66 1066275.4),(67 1075393),(68 1086634.6),(69 1097547.3),(70 1108570),(71 1116810.9),(72 1126394.1),(73 1136103.8),(74 1142800.4),(75 1150942.3),(76 1155747.3),(77 1159505.1),(78 1162435.1),(79 1163875.5),
(1 7094.3735),(2 22983.71),(3 45304.777),(4 72019.66),(5 101793.93),(6 133204.77),(7 165661.05),(8 200383.78),(9 234357.47),(10 268960.25),(11 303497.38),(12 338501.13),(13 375255.28),(14 410909.9),(15 444040.2),(16 474815.7),(17 506358.5),(18 536416.7),(19 566724.9),(20 594872.06),(21 621265.94),(22 646870.2),(23 670218.94),(24 693045.8),(25 713189.44),(26 732012.7),(27 748848.44),(28 765446.06),(29 780125.1),(30 794000.6),(31 805304.25),(32 818416.9),(33 830063.8),(34 843075.6),(35 855627.1),(36 866884.6),(37 876399.2),(38 889707.4),(39 905278.7),(40 921386.56),(41 937801.25),(42 954789.75),(43 971119.6),(44 984698.7),(45 1000114.06),(46 1013772.2),(47 1029677.3),(48 1043416.4),(49 1051713.6),(50 1060348.8),(51 1068933.8),(52 1076963.8),(53 1089852.6),(54 1102770),(55 1115767.9),(56 1126560.1),(57 1137868.4),(58 1148214.6),(59 1155413.3),(60 1161797.3),(61 1171126.6),(62 1181390),(63 1190989),(64 1198689.8),(65 1210008.8),(66 1222543.5),(67 1238356.4),(68 1253124.5),(69 1266975.1),(70 1280171),(71 1292852.6),(72 1306305.1),(73 1323055.9),(74 1337367.9),(75 1352570.5),(76 1364166.8),(77 1377194.5),(78 1388229.4),(79 1398187.5),
(1 7146.5664),(2 23067.201),(3 45003.934),(4 70925.6),(5 99231.984),(6 128026.62),(7 158101.88),(8 190879.34),(9 222958.64),(10 257025.14),(11 290050.3),(12 322906.56),(13 355279.4),(14 385470.7),(15 416038.56),(16 445331.06),(17 474109.8),(18 500972),(19 525531.44),(20 546832.5),(21 567657),(22 587911.7),(23 605847.7),(24 622568),(25 638042.1),(26 652839.44),(27 666252.75),(28 679993.8),(29 694092.5),(30 708226.75),(31 720341.9),(32 730178.5),(33 739994.6),(34 750237.75),(35 763646.6),(36 775509.6),(37 786117.3),(38 800611.25),(39 814429.44),(40 827252.9),(41 839663.25),(42 850258.94),(43 861317.6),(44 873633.8),(45 886601.5),(46 898820.94),(47 910879.44),(48 923815.3),(49 936330.9),(50 947927.44),(51 957115.1),(52 967584.9),(53 983528.7),(54 996833.44),(55 1012807.8),(56 1028193.5),(57 1043673.7),(58 1057606.5),(59 1070566.4),(60 1080313),(61 1090162.4),(62 1100390.4),(63 1113617.4),(64 1126418.6),(65 1140392.8),(66 1150492.6),(67 1161886.1),(68 1172721.1),(69 1183103.5),(70 1192886.8),(71 1201216.8),(72 1206541.8),(73 1214337.6),(74 1223090.5),(75 1229778),(76 1233944.3),(77 1238147.3),(78 1241756),(79 1246049.5),
(1 7731.0874),(2 25803.416),(3 50891.777),(4 80990.68),(5 114167.99),(6 148390.78),(7 183785.6),(8 221053.52),(9 256335.83),(10 293009.34),(11 327858.75),(12 359422.13),(13 389698.56),(14 416578.63),(15 442166.03),(16 463873.9),(17 485751.78),(18 505228.97),(19 526050.75),(20 545870.9),(21 564904.6),(22 582893.1),(23 600683.56),(24 617618.6),(25 633864.94),(26 650254.75),(27 664767),(28 679438.2),(29 692377.25),(30 705541.25),(31 718693.75),(32 731373.44),(33 743569.4),(34 757151.75),(35 771762.25),(36 784357),(37 798090.9),(38 812313.75),(39 826291.1),(40 841474.5),(41 854220.06),(42 865792.7),(43 878805.5),(44 892152.44),(45 909420.56),(46 929020),(47 948417.3),(48 967200.7),(49 986186.1),(50 1004053.3),(51 1020127.3),(52 1038678.4),(53 1057731.4),(54 1075363.5),(55 1093390.4),(56 1109715.4),(57 1121517.8),(58 1133787.9),(59 1146670),(60 1154325.8),(61 1164273.8),(62 1172302.6),(63 1181067.9),(64 1191153.9),(65 1203275.5),(66 1215956.8),(67 1228235.9),(68 1241960.8),(69 1253807.5),(70 1265430.6),(71 1278195.8),(72 1288847.3),(73 1299627.9),(74 1309808.5),(75 1319325.8),(76 1327553.8),(77 1336183.5),(78 1344172.1),(79 1349882.5),
(1 7222.358),(2 23373.21),(3 45289.824),(4 71347.836),(5 99962.89),(6 128976.94),(7 159439.3),(8 192115.77),(9 222871.02),(10 255426.53),(11 287141.78),(12 317806.8),(13 347805.53),(14 375251.4),(15 400839.06),(16 424615.03),(17 447878.72),(18 468774.8),(19 489588.03),(20 509116.34),(21 527545.5),(22 545919.7),(23 563494.5),(24 578598.9),(25 593665.75),(26 609468.7),(27 624065.06),(28 638476.25),(29 651514.75),(30 662925.94),(31 676706.2),(32 689448.2),(33 702496.9),(34 718250.7),(35 733642.44),(36 744645.75),(37 756392),(38 765222.75),(39 773885.5),(40 781905.44),(41 788948.06),(42 795022.25),(43 802485.25),(44 809026.25),(45 819671),(46 831067.75),(47 843961.3),(48 859149.25),(49 873846.25),(50 890154.7),(51 906874.2),(52 925734.56),(53 944617.25),(54 964002.8),(55 983580.06),(56 1001220.4),(57 1014779.94),(58 1026536),(59 1036667.44),(60 1045995),(61 1054158.8),(62 1062771.5),(63 1071807.5),(64 1082295.6),(65 1091815.5),(66 1102649),(67 1113848.5),(68 1129014),(69 1141393.3),(70 1153998.1),(71 1167893.1),(72 1181172.3),(73 1193588.9),(74 1204873.4),(75 1211195.3),(76 1212927.6),(77 1214499.9),(78 1217027.9),(79 1216600.6),
