1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 104665.13),(2 198564.44),(3 415375.28),(4 686339.8),(5 1038413.8),(6 1421393),(7 1902885.6),(8 2344322),(9 2917410.3),(10 3422734),(11 3952462.8),(12 4520122.5),(13 5126518.5),(14 5784269.5),(15 6370373.5),(16 7111396.5),(17 7838108.5),(18 8573781),(19 9324634),(20 10144405),(21 10928323),(22 11669279),(23 12518960),(24 13307323),(25 14238347),(26 15029888),(27 16267131),(28 17368346),(29 18681118),(30 19738608),(31 20946254),(32 22093214),(33 23014266),(34 24347270),(35 25788122),(36 27088336),(37 28472566),(38 30125480),(39 32011824),(40 33268368),(41 35183308),(42 36617036),(43 38494204),(44 40203292),(45 42075628),(46 43953600),(47 45815230),(48 48214828),(49 50145284),(50 51794960),(51 53949344),(52 56371660),(53 58241876),(54 60558720),(55 63250164),(56 65036740),(57 67187970),(58 69410504),(59 71425256),(60 72476150),(61 74281960),(62 76052900),(63 78196350),(64 79608856),(65 81736616),(66 84192216),(67 85668420),(68 87963450),(69 89256200),(70 89261760),(71 89248060),(72 88134710),(73 88612424),(74 88944710),(75 88762440),(76 88877224),(77 89613144),(78 89750850),(79 89425100),
(1 164010.02),(2 568115.06),(3 1252017),(4 2098205.8),(5 3091152.8),(6 4151084.8),(7 5283510.5),(8 6323646.5),(9 7340323),(10 8225060),(11 8961906),(12 9496220),(13 9850461),(14 9977667),(15 9911430),(16 9710797),(17 9422472),(18 9077842),(19 8691075),(20 8269221.5),(21 7885672.5),(22 7558253),(23 7298045),(24 7132573),(25 7035843),(26 7032776.5),(27 7125985.5),(28 7269417),(29 7457772.5),(30 7687385),(31 7921087.5),(32 8155280.5),(33 8340914),(34 8511992),(35 8676888),(36 8820616),(37 8922874),(38 9004001),(39 9073338),(40 9117048),(41 9209864),(42 9319213),(43 9467419),(44 9653103),(45 9854213),(46 10072928),(47 10266769),(48 10453997),(49 10620467),(50 10740936),(51 10821193),(52 10842413),(53 10808885),(54 10657343),(55 10447743),(56 10143287),(57 9804293),(58 9449795),(59 9050890),(60 8704382),(61 8402101),(62 8138871.5),(63 7908453),(64 7725725),(65 7652737.5),(66 7639486),(67 7739936),(68 7919235),(69 8175758.5),(70 8489645),(71 8834756),(72 9180949),(73 9606908),(74 10006652),(75 10379714),(76 10675735),(77 10986026),(78 11219073),(79 11434612),
(1 169906.83),(2 563516.56),(3 1205565.8),(4 1998088),(5 2884768),(6 3819334),(7 4763674.5),(8 5603706),(9 6364231.5),(10 6991741.5),(11 7460309.5),(12 7755922.5),(13 7881530),(14 7789774.5),(15 7606091.5),(16 7272230.5),(17 6859594.5),(18 6424580),(19 6041013.5),(20 5655712),(21 5399788.5),(22 5259322),(23 5195012.5),(24 5258786),(25 5372504),(26 5650116.5),(27 5981586),(28 6375530.5),(29 6830312),(30 7321198.5),(31 7827370.5),(32 8302009.5),(33 8714471),(34 9025559),(35 9289713),(36 9520791),(37 9681517),(38 9841931),(39 9915940),(40 10020369),(41 10141844),(42 10331911),(43 10499413),(44 10697114),(45 10943175),(46 11169149),(47 11380368),(48 11542104),(49 11638019),(50 11659075),(51 11596595),(52 11422997),(53 11217340),(54 10993145),(55 10660072),(56 10308113),(57 9935921),(58 9519641),(59 9059249),(60 8712488),(61 8430503),(62 8210084),(63 8046561.5),(64 7963232),(65 7973401.5),(66 7992972),(67 8070913.5),(68 8171409.5),(69 8304413.5),(70 8475129),(71 8671692),(72 8892994),(73 9119355),(74 9285676),(75 9419380),(76 9489725),(77 9519829),(78 9463256),(79 9423225),
(1 174154.4),(2 614094.9),(3 1327383.6),(4 2204361.3),(5 3222329.5),(6 4291259),(7 5362185),(8 6282951.5),(9 7122795.5),(10 7756859),(11 8196982),(12 8404849),(13 8427313),(14 8250678.5),(15 7977129.5),(16 7583243.5),(17 7124597),(18 6666698),(19 6241762.5),(20 5809641.5),(21 5492687.5),(22 5236683.5),(23 5052342.5),(24 4941030.5),(25 4877021),(26 4919093),(27 4990185.5),(28 5122582.5),(29 5311407),(30 5521636),(31 5756573.5),(32 6010640),(33 6268662.5),(34 6544823),(35 6841450),(36 7135070.5),(37 7415536.5),(38 7704307),(39 7962900),(40 8192358.5),(41 8420966),(42 8599754),(43 8750771),(44 8829240),(45 8870476),(46 8860401),(47 8824791),(48 8757157),(49 8618981),(50 8430193),(51 8200205),(52 7941293),(53 7635908),(54 7364036.5),(55 7086550),(56 6808560),(57 6622127.5),(58 6495028.5),(59 6419132),(60 6430499),(61 6539550.5),(62 6707219),(63 6941441.5),(64 7145316.5),(65 7381101),(66 7558966),(67 7719026),(68 7876569.5),(69 8048185.5),(70 8250324),(71 8463855),(72 8685981),(73 8930829),(74 9135343),(75 9372207),(76 9569463),(77 9781976),(78 9901669),(79 10040287),
(1 125880.12),(2 406873.7),(3 862349.75),(4 1398578.4),(5 1986235.3),(6 2554537.8),(7 3079027),(8 3482499),(9 3768022.5),(10 3930208.3),(11 3959925.5),(12 3908957.5),(13 3759438.5),(14 3574925.8),(15 3414826.3),(16 3238144),(17 3120135.8),(18 3075605.5),(19 3091129.3),(20 3125284.3),(21 3213102.8),(22 3338010),(23 3481437.8),(24 3671364.8),(25 3882493.8),(26 4127802.3),(27 4351754),(28 4554354.5),(29 4720250),(30 4829911.5),(31 4893458.5),(32 4890573),(33 4885258.5),(34 4873258),(35 4876392.5),(36 4898438),(37 4931583.5),(38 4975483),(39 5007600.5),(40 5064328.5),(41 5123382.5),(42 5213786.5),(43 5282403.5),(44 5339455.5),(45 5358523),(46 5368097.5),(47 5353537),(48 5325491),(49 5284476),(50 5259629),(51 5269090.5),(52 5324092),(53 5378088.5),(54 5481945.5),(55 5609211),(56 5667342),(57 5729931),(58 5774433.5),(59 5782094.5),(60 5776032),(61 5801392),(62 5821040.5),(63 5845793.5),(64 5853228),(65 5868000.5),(66 5804178.5),(67 5760928),(68 5717036),(69 5693332),(70 5666339),(71 5669718),(72 5687268.5),(73 5672397),(74 5653737),(75 5643990),(76 5589437),(77 5544776.5),(78 5468526),(79 5457922.5),
(1 132178.36),(2 447029.22),(3 945695.44),(4 1535684),(5 2174277.8),(6 2796792.5),(7 3357587.5),(8 3761386),(9 4042387),(10 4158186.3),(11 4137178),(12 4026281.3),(13 3858071),(14 3667833),(15 3523818.8),(16 3390169.5),(17 3335107.3),(18 3366911.5),(19 3456861),(20 3592792),(21 3752618),(22 3922716.5),(23 4070555.5),(24 4201962),(25 4301609.5),(26 4366533),(27 4430173),(28 4460249),(29 4479096.5),(30 4476544),(31 4473769),(32 4468367),(33 4466073),(34 4490346),(35 4527699),(36 4586797.5),(37 4675690),(38 4797475.5),(39 4933398.5),(40 5085994.5),(41 5227031.5),(42 5396633),(43 5548586),(44 5695063),(45 5797330.5),(46 5891108.5),(47 5974198),(48 6065060.5),(49 6146675.5),(50 6216684.5),(51 6301178.5),(52 6379783),(53 6393889),(54 6428669.5),(55 6458295),(56 6394924),(57 6324607),(58 6215533),(59 6074433),(60 5917306),(61 5807975),(62 5723320.5),(63 5646972),(64 5543700.5),(65 5473805),(66 5354083.5),(67 5218612.5),(68 5086182),(69 4989676),(70 4921808.5),(71 4892800.5),(72 4907746.5),(73 4950644),(74 5027122.5),(75 5158122.5),(76 5291226),(77 5464410.5),(78 5644716),(79 5850896.5),
(1 98558.95),(2 322273.4),(3 669030.2),(4 1077827.4),(5 1509032.5),(6 1928927.3),(7 2306241.5),(8 2583663.5),(9 2797369.3),(10 2913751.3),(11 2954922.8),(12 2955944.3),(13 2928373.3),(14 2876126.5),(15 2872032.8),(16 2868337.5),(17 2888399.3),(18 2939675.3),(19 3014543.5),(20 3099370.3),(21 3201154.8),(22 3307860.8),(23 3385801),(24 3454995.3),(25 3494828.5),(26 3509550.3),(27 3527252.8),(28 3527139.3),(29 3540723.3),(30 3575200),(31 3643219.8),(32 3735514.8),(33 3854905),(34 3987043),(35 4119990.5),(36 4277313),(37 4420608.5),(38 4568249),(39 4688985.5),(40 4790235.5),(41 4841918),(42 4865174.5),(43 4824609),(44 4762879),(45 4662501.5),(46 4566783.5),(47 4493083.5),(48 4447367),(49 4411697),(50 4386772),(51 4380301.5),(52 4386042.5),(53 4374394.5),(54 4376566),(55 4414987),(56 4418445),(57 4430349.5),(58 4446895.5),(59 4475877.5),(60 4518083.5),(61 4610499.5),(62 4718122.5),(63 4843097.5),(64 4941360),(65 5085941.5),(66 5175386.5),(67 5253208),(68 5302164.5),(69 5354386.5),(70 5374293),(71 5389654.5),(72 5416709.5),(73 5428480),(74 5412143),(75 5424302),(76 5411147.5),(77 5424187.5),(78 5404103),(79 5466337),
(1 140866.44),(2 485976.75),(3 1009828),(4 1617105.8),(5 2240816.5),(6 2826800),(7 3298863.8),(8 3597399.8),(9 3770291.8),(10 3798442),(11 3718919.8),(12 3576906.3),(13 3408734),(14 3236022.3),(15 3111244.8),(16 3009070.5),(17 2968114.3),(18 2986211.8),(19 3060922.8),(20 3178647.3),(21 3339271.5),(22 3506444.8),(23 3649615.5),(24 3789038.3),(25 3905713.5),(26 3984135),(27 4040096.5),(28 4043315.5),(29 4021183),(30 3976809.5),(31 3931221.8),(32 3870021.3),(33 3804929.8),(34 3778998.8),(35 3773338.8),(36 3796707),(37 3863513.8),(38 3938049.5),(39 4019456.5),(40 4054824.8),(41 4074477.8),(42 4044033.5),(43 3977373.5),(44 3902777.3),(45 3841566),(46 3801335.8),(47 3774971.8),(48 3789359.5),(49 3836463),(50 3908695.3),(51 4013992.3),(52 4120556.5),(53 4198290.5),(54 4243061.5),(55 4238291),(56 4158528.5),(57 4071800.5),(58 3989049),(59 3938639),(60 3913037.3),(61 3937932.5),(62 4001615.3),(63 4093926.3),(64 4161904.5),(65 4204836),(66 4200407.5),(67 4149753.3),(68 4063320),(69 3977473.3),(70 3919685.3),(71 3863243.8),(72 3840822.3),(73 3910735.5),(74 4008643.8),(75 4088760),(76 4178164.8),(77 4318900),(78 4419851.5),(79 4531192.5),
(1 129566.18),(2 441278.1),(3 909646.4),(4 1432905.8),(5 1962229.9),(6 2438180.5),(7 2789533.5),(8 2982527.8),(9 3028000.5),(10 2967102.3),(11 2844145),(12 2737407.5),(13 2654951.3),(14 2629025.3),(15 2666012),(16 2728838.3),(17 2817327),(18 2901264),(19 2957390.3),(20 2978120.8),(21 2991698.5),(22 3001023.8),(23 3012917.3),(24 3052508),(25 3110828.5),(26 3174871.8),(27 3239488.3),(28 3287910),(29 3315574.5),(30 3303018),(31 3243467.3),(32 3149269),(33 3085113.5),(34 3014092),(35 3008151.5),(36 3075675),(37 3194612.3),(38 3332829.8),(39 3467573.3),(40 3578023.3),(41 3650883),(42 3682115),(43 3667584),(44 3646484.3),(45 3622283.8),(46 3594068),(47 3570427.3),(48 3578615),(49 3600674),(50 3618894.5),(51 3650000.8),(52 3680323.8),(53 3679993.3),(54 3661613.8),(55 3609676),(56 3524135.5),(57 3431514.5),(58 3335493.8),(59 3258932.3),(60 3263098.5),(61 3288130.5),(62 3350754),(63 3431974.3),(64 3529140.3),(65 3589534),(66 3607696),(67 3603343),(68 3560665.3),(69 3503073),(70 3469835.3),(71 3466401.5),(72 3477413.8),(73 3571018.3),(74 3704336.3),(75 3847293),(76 3983745),(77 4153848.3),(78 4246565),(79 4355048.5),
(1 136534.13),(2 469044.44),(3 975918.1),(4 1551512),(5 2130823.5),(6 2656226),(7 3031133),(8 3231655.5),(9 3248346.5),(10 3137168.5),(11 2937128),(12 2744905.3),(13 2568503),(14 2453552.5),(15 2432345.5),(16 2460956.3),(17 2520054.8),(18 2597099.5),(19 2662522.8),(20 2720664.5),(21 2769874.3),(22 2831532.5),(23 2916142),(24 3031778.5),(25 3166876),(26 3282000.5),(27 3371887.8),(28 3400986),(29 3353751.5),(30 3258519.5),(31 3110174),(32 2945326),(33 2806594),(34 2683902.5),(35 2626373.8),(36 2636812.5),(37 2709808.8),(38 2825815),(39 2949004),(40 3058688),(41 3138742.5),(42 3173396),(43 3164477),(44 3132473.5),(45 3079915.3),(46 3029106),(47 2992448.5),(48 3013815),(49 3058351.3),(50 3115810.8),(51 3191055.3),(52 3258527.3),(53 3282096),(54 3290759.3),(55 3269715.8),(56 3236208),(57 3224566.5),(58 3237297.5),(59 3273453.8),(60 3346616.5),(61 3425857.8),(62 3524036),(63 3648231.8),(64 3714059),(65 3761573.5),(66 3748051.8),(67 3694110),(68 3621961.3),(69 3549049.8),(70 3466030.5),(71 3385643.5),(72 3320738),(73 3257543.5),(74 3236240),(75 3254721.3),(76 3294269.5),(77 3364749),(78 3432639.8),(79 3452642),
(1 128881.125),(2 438013.38),(3 895692.6),(4 1392953.8),(5 1860513.3),(6 2241662),(7 2479136),(8 2558884),(9 2504051.5),(10 2373924.8),(11 2187953.8),(12 2034760),(13 1911257.1),(14 1841378.1),(15 1851021),(16 1897221.3),(17 1979006.9),(18 2084848.3),(19 2183355.3),(20 2279396.3),(21 2367063.5),(22 2439638.8),(23 2507745.3),(24 2573958.8),(25 2632031.3),(26 2676171.8),(27 2698921.5),(28 2701699.5),(29 2672865.3),(30 2625613),(31 2550432),(32 2462119.5),(33 2387823.8),(34 2305134.3),(35 2260667),(36 2274585),(37 2330491),(38 2428153),(39 2543100),(40 2657530.5),(41 2744365.8),(42 2789132.5),(43 2790523.3),(44 2744982),(45 2672040.5),(46 2590924.8),(47 2522483.8),(48 2494483),(49 2478176.8),(50 2488815.8),(51 2516849.3),(52 2541232.8),(53 2552799.5),(54 2556892),(55 2564630.8),(56 2557338.5),(57 2565837.5),(58 2584055.8),(59 2622099.5),(60 2677905.8),(61 2741066.5),(62 2815271.3),(63 2901365.5),(64 2942950.3),(65 2951389.5),(66 2919968),(67 2868103.8),(68 2794498),(69 2734383.5),(70 2677998.8),(71 2650322.3),(72 2655547.8),(73 2681620),(74 2750573),(75 2875291.8),(76 3006742.8),(77 3177909.8),(78 3287818),(79 3361203),
(1 100457.016),(2 317664.53),(3 639209),(4 971450.75),(5 1287904.4),(6 1549421.6),(7 1748293.5),(8 1856741),(9 1905525.1),(10 1915392.6),(11 1887122),(12 1867164.8),(13 1851115.6),(14 1838507.1),(15 1861265.4),(16 1881651.4),(17 1931615.1),(18 1990415.1),(19 2051415.5),(20 2117227.5),(21 2185446.8),(22 2250101),(23 2287733.3),(24 2321682.3),(25 2333486.3),(26 2336294.8),(27 2312790.5),(28 2282320.3),(29 2250522),(30 2234591.8),(31 2217002.5),(32 2210368.8),(33 2232099.8),(34 2244228),(35 2286596.5),(36 2338572.3),(37 2391471.5),(38 2451560.8),(39 2505853.8),(40 2555815.8),(41 2571785.3),(42 2563522.8),(43 2523651.3),(44 2463687.8),(45 2405941.5),(46 2350935.3),(47 2327761),(48 2336798.8),(49 2378220.8),(50 2448497.8),(51 2511431.3),(52 2569437.3),(53 2605803.5),(54 2631094),(55 2651887),(56 2641521.3),(57 2633591.8),(58 2630224.8),(59 2648409.5),(60 2657756.3),(61 2670513.3),(62 2690730.8),(63 2719301.3),(64 2729759.8),(65 2756919.8),(66 2786281.5),(67 2816818.5),(68 2837515),(69 2836188.8),(70 2806214),(71 2765070.8),(72 2726022),(73 2690078.3),(74 2691283.5),(75 2728553.8),(76 2768508),(77 2856437.5),(78 2905043.3),(79 2957350),
(1 119766.59),(2 370361.2),(3 729328.56),(4 1101660.5),(5 1420101),(6 1668567.8),(7 1814969.1),(8 1860866),(9 1835321.3),(10 1783001.1),(11 1711757.5),(12 1678102.6),(13 1675807.5),(14 1711699),(15 1794757.5),(16 1874210.5),(17 1943128.9),(18 1996093.4),(19 2019592.5),(20 2039873.1),(21 2073425.1),(22 2121363.8),(23 2174528.5),(24 2229538.8),(25 2263934),(26 2288536.3),(27 2285069.8),(28 2262584.8),(29 2220824),(30 2179778.3),(31 2138507.8),(32 2120559),(33 2112113.5),(34 2131730.5),(35 2170041.3),(36 2198266.8),(37 2214862.5),(38 2220336.5),(39 2207381.8),(40 2205942.5),(41 2179536.3),(42 2159949),(43 2130011.5),(44 2105055),(45 2087610.9),(46 2082162.5),(47 2072937.5),(48 2087831.1),(49 2108742.8),(50 2136019.8),(51 2153701.5),(52 2176408.5),(53 2160519.5),(54 2141820.8),(55 2154917.3),(56 2149767.8),(57 2167385),(58 2199593.8),(59 2247912.3),(60 2293800.8),(61 2329980),(62 2352729),(63 2355729),(64 2329518.8),(65 2312618),(66 2292209),(67 2279139),(68 2278568.8),(69 2296580.8),(70 2319492.5),(71 2334928),(72 2355664.8),(73 2397519.5),(74 2465697.8),(75 2577783.3),(76 2671387.8),(77 2781285.5),(78 2839593),(79 2905622.5),
(1 96893.53),(2 302351.78),(3 592048.6),(4 868481.3),(5 1091004.8),(6 1235503.5),(7 1308552.9),(8 1313221.8),(9 1291504.1),(10 1272228.6),(11 1255885.3),(12 1279044.8),(13 1314397.4),(14 1357441.1),(15 1413555.1),(16 1455037.3),(17 1487873.9),(18 1501814.5),(19 1494793.1),(20 1488776.1),(21 1503615.3),(22 1548523.8),(23 1601107.5),(24 1667067.4),(25 1722070.8),(26 1769986.8),(27 1775515),(28 1763085.3),(29 1739526.4),(30 1725185.9),(31 1722278.9),(32 1729500.6),(33 1753968.4),(34 1784035.5),(35 1831872.1),(36 1876424.5),(37 1906382),(38 1927959.3),(39 1913325.3),(40 1889882.8),(41 1842070.5),(42 1816003.5),(43 1795131.1),(44 1787418.8),(45 1792151.9),(46 1800701.8),(47 1816043.1),(48 1841234.8),(49 1883426.8),(50 1923149),(51 1943870.5),(52 1960987),(53 1979982.5),(54 1994500.5),(55 2009433.6),(56 2003923.1),(57 1999535.5),(58 1996246),(59 2000025.3),(60 2014066.8),(61 2014187.5),(62 2018001.9),(63 2019793.5),(64 2005191.1),(65 1997600),(66 1992988.1),(67 1994990.5),(68 1987562.4),(69 1984223.5),(70 1961869.6),(71 1943115.4),(72 1925461.8),(73 1909184.1),(74 1910149),(75 1929034.3),(76 1931616.5),(77 1945040),(78 1934438.4),(79 1933126.1),
(1 92346.11),(2 282779.38),(3 544147.6),(4 797034.9),(5 1001692.8),(6 1141316.5),(7 1214970.5),(8 1235914.6),(9 1228135.5),(10 1229654.3),(11 1239973.9),(12 1281277.4),(13 1347518.3),(14 1417649.1),(15 1496786.1),(16 1557575.9),(17 1616879.6),(18 1659307),(19 1685696.8),(20 1700614.9),(21 1721928),(22 1752676.6),(23 1774158.3),(24 1803761.6),(25 1841188.6),(26 1865179),(27 1878578.9),(28 1887342.4),(29 1901566),(30 1937871.3),(31 1999850.6),(32 2062517.8),(33 2108159.3),(34 2129998),(35 2126428),(36 2094842.3),(37 2052386),(38 2003452.8),(39 1944901.8),(40 1896746.3),(41 1861557.8),(42 1845000.9),(43 1843717.4),(44 1838688.9),(45 1841641.3),(46 1858636.3),(47 1877573.8),(48 1900811.8),(49 1920960),(50 1934877.5),(51 1941526.3),(52 1947606),(53 1953730.3),(54 1965033.3),(55 1977487.1),(56 1988256.1),(57 2010784.5),(58 2041827.5),(59 2079513.1),(60 2105358.5),(61 2144014.3),(62 2164065.5),(63 2167080.3),(64 2140878.5),(65 2119036.3),(66 2077155.3),(67 2037463.9),(68 2005490.1),(69 1998031.6),(70 2005206.6),(71 2021538.9),(72 2045663.5),(73 2090495.6),(74 2112061.3),(75 2125921.3),(76 2117080.8),(77 2102444),(78 2062486.4),(79 2053774.8),
(1 89939.18),(2 275216.03),(3 526758.94),(4 775262.5),(5 984875.1),(6 1130102.3),(7 1206586.3),(8 1217372.4),(9 1192404.5),(10 1163442.4),(11 1135574.6),(12 1142076.6),(13 1175914.6),(14 1227399.3),(15 1287435),(16 1337310.6),(17 1379082.3),(18 1404702.6),(19 1402883.4),(20 1384706.3),(21 1374016.1),(22 1372133.8),(23 1378975.9),(24 1403601.3),(25 1442048.1),(26 1493179),(27 1530850),(28 1571907.3),(29 1605916.1),(30 1631657.4),(31 1642435.8),(32 1648480.9),(33 1638580.6),(34 1614542),(35 1592629.8),(36 1576383.1),(37 1575774),(38 1576894.6),(39 1571230.9),(40 1577256.5),(41 1580977.1),(42 1596515),(43 1612726),(44 1621531.3),(45 1629030.9),(46 1644338.5),(47 1657822.6),(48 1680780.8),(49 1703978),(50 1722723.8),(51 1737673.6),(52 1763722.1),(53 1788275.8),(54 1823581.4),(55 1879896.8),(56 1924571.4),(57 1964121.3),(58 1982450.1),(59 1987442.6),(60 1989585.6),(61 1967179.5),(62 1938418.3),(63 1903477.8),(64 1877439.3),(65 1857027.5),(66 1838050.1),(67 1830263.9),(68 1830373.8),(69 1850398),(70 1878706.3),(71 1907005.8),(72 1938533.4),(73 1986263.3),(74 2028553.4),(75 2061568),(76 2073202.9),(77 2056534.8),(78 2016466.1),(79 1983545.3),
(1 86428.05),(2 262508.28),(3 494783.1),(4 715492.3),(5 894107.8),(6 1016058.3),(7 1077600.9),(8 1087813),(9 1076714.3),(10 1067515.4),(11 1062192.8),(12 1096140),(13 1146318.6),(14 1213675.3),(15 1287204.6),(16 1340744.3),(17 1389967.1),(18 1428568.4),(19 1446448.3),(20 1442627.8),(21 1434469.4),(22 1429183.8),(23 1427429.9),(24 1451800.4),(25 1501085.5),(26 1568312.6),(27 1623573.8),(28 1666936.6),(29 1684711.6),(30 1682617.5),(31 1665177.5),(32 1630185.9),(33 1583971.4),(34 1544235),(35 1530267),(36 1539997.8),(37 1563523),(38 1589857.9),(39 1591835.1),(40 1601005),(41 1593491.4),(42 1610781),(43 1614971.6),(44 1629985.4),(45 1647342.5),(46 1655345.8),(47 1668672.8),(48 1690172.6),(49 1725067.8),(50 1761797.4),(51 1781509.1),(52 1789202.3),(53 1784483),(54 1766788.3),(55 1735351.6),(56 1725205.5),(57 1711534.6),(58 1692682.3),(59 1682730.6),(60 1680826.3),(61 1671956),(62 1666427.4),(63 1669338.9),(64 1677992.4),(65 1698500.8),(66 1697079.8),(67 1687937),(68 1671935),(69 1688451.8),(70 1719218.3),(71 1760864.8),(72 1812018.5),(73 1885005.4),(74 1940131.6),(75 1986915),(76 2006421.4),(77 2018270.5),(78 1995754.6),(79 1992065.5),
(1 86416.984),(2 257342.2),(3 482921.56),(4 683815),(5 836017.7),(6 926411.2),(7 979072.8),(8 992293.06),(9 1008920.25),(10 1035689.75),(11 1073855.9),(12 1135389),(13 1205536.8),(14 1275098.3),(15 1332401.4),(16 1368226.5),(17 1398872.5),(18 1427146.9),(19 1448081.4),(20 1456304.6),(21 1468211.4),(22 1470466.9),(23 1473155.3),(24 1483540.8),(25 1498863.3),(26 1524326.6),(27 1547381.8),(28 1575541.4),(29 1594258.3),(30 1598614.4),(31 1587117.5),(32 1566517.4),(33 1535010.1),(34 1514900.6),(35 1521172.5),(36 1546054),(37 1589087.6),(38 1625419.8),(39 1645071.9),(40 1658977.1),(41 1656622.4),(42 1665594.9),(43 1662963.3),(44 1654930.1),(45 1643209.3),(46 1629269.4),(47 1624370.3),(48 1636809.1),(49 1684986.5),(50 1742781.4),(51 1781379.5),(52 1802023.6),(53 1791421.5),(54 1759703.5),(55 1746343.5),(56 1719533.5),(57 1690559.1),(58 1667073.3),(59 1661809.6),(60 1656420.3),(61 1648808.9),(62 1651163.4),(63 1669090.9),(64 1688712.8),(65 1728008.5),(66 1777401.8),(67 1818434),(68 1851405.5),(69 1884448.9),(70 1900524.3),(71 1901789.9),(72 1890024.1),(73 1883563),(74 1882677),(75 1888556.5),(76 1905874.9),(77 1948953.3),(78 1987283.8),(79 2015826.5),
