1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 4647.448),(2 14691.175),(3 28826.049),(4 45763.613),(5 65497.156),(6 87155.99),(7 111174.87),(8 139453.48),(9 167724.95),(10 196060.4),(11 226121.44),(12 257810.44),(13 290695.66),(14 322545.25),(15 357529.06),(16 390504),(17 423234.13),(18 454908.22),(19 487333.03),(20 518929.44),(21 547600.4),(22 574574.44),(23 603678.75),(24 631479.4),(25 657373.4),(26 684251),(27 708631.7),(28 731355.8),(29 751907.8),(30 771159.4),(31 789446.8),(32 807839.1),(33 825729.56),(34 841661.56),(35 858235.3),(36 869298),(37 880169.06),(38 891543.6),(39 899995.75),(40 906758.94),(41 910434.9),(42 915994.9),(43 921917.94),(44 928889.8),(45 935767.8),(46 943162.94),(47 954597.56),(48 965976.5),(49 978181.75),(50 988625.1),(51 999134.06),(52 1011563.4),(53 1024201.4),(54 1035885.4),(55 1048333.4),(56 1061627.6),(57 1077911.6),(58 1094143.6),(59 1111406.8),(60 1125977),(61 1140799.9),(62 1156954.4),(63 1171371.6),(64 1185579.1),(65 1200453),(66 1213277.8),(67 1226255.6),(68 1239794),(69 1252049),(70 1265782.3),(71 1280766.4),(72 1295131.3),(73 1309491.5),(74 1320155.9),(75 1333386.4),(76 1344151.8),(77 1353743.9),(78 1359056.8),(79 1365600.8),
(1 6116.566),(2 19516.68),(3 38940.277),(4 62457.684),(5 90020.23),(6 121530.25),(7 157115.44),(8 197084.67),(9 237589.13),(10 278585.72),(11 319983),(12 362081.53),(13 405166.66),(14 447945.4),(15 492061.13),(16 532007.06),(17 569604.6),(18 606288.94),(19 642071.9),(20 677809.44),(21 712149.56),(22 743857.8),(23 773137),(24 799172),(25 824467.25),(26 848958),(27 871849.7),(28 893264),(29 912094),(30 930577.5),(31 950030.94),(32 967724.5),(33 983854),(34 1000020.3),(35 1017509.56),(36 1030522.7),(37 1043321.2),(38 1060754.5),(39 1074763.9),(40 1088884.9),(41 1102540.6),(42 1116820),(43 1131108.4),(44 1143395.1),(45 1155467.9),(46 1165670.5),(47 1179593.4),(48 1194731.9),(49 1212417.6),(50 1229577.6),(51 1247722.1),(52 1264106.6),(53 1280783.5),(54 1297188.8),(55 1316310.6),(56 1333762.9),(57 1352259.4),(58 1372294),(59 1389706.4),(60 1403364.5),(61 1416430.4),(62 1432831.4),(63 1448096.1),(64 1465573),(65 1482496.5),(66 1495945.1),(67 1513489.1),(68 1530461),(69 1548320),(70 1564368.1),(71 1582763.4),(72 1598619),(73 1613942.5),(74 1621515.9),(75 1628142),(76 1631931.1),(77 1632596.4),(78 1633262.4),(79 1633884.6),
(1 5712.7896),(2 18333.832),(3 36709.746),(4 59379.645),(5 85370.42),(6 115474.44),(7 149100.13),(8 187389.3),(9 226390.48),(10 265928.4),(11 305632),(12 346483.88),(13 390486.2),(14 433510.97),(15 478356.28),(16 522296.6),(17 564445.1),(18 604507.3),(19 644557.8),(20 682832.8),(21 719011.7),(22 753648.4),(23 785198.4),(24 812935.8),(25 839430.56),(26 866349.6),(27 890101.6),(28 911886.8),(29 933060.3),(30 951414.25),(31 967728.3),(32 981950.9),(33 994770.4),(34 1006494.75),(35 1019020.5),(36 1029464.6),(37 1040327.25),(38 1052417.9),(39 1059607.5),(40 1067291.6),(41 1074792.6),(42 1080873.1),(43 1087748.8),(44 1093331.4),(45 1095990.9),(46 1099455.6),(47 1101581.9),(48 1105277.6),(49 1110476.9),(50 1115567.6),(51 1116865.3),(52 1120820.5),(53 1125032),(54 1128978.1),(55 1135427.9),(56 1139811.5),(57 1148600),(58 1159374.3),(59 1168471.6),(60 1174708),(61 1182505.3),(62 1191604),(63 1202580.5),(64 1214944.5),(65 1227615),(66 1239331.6),(67 1251557.5),(68 1267427.4),(69 1284918.5),(70 1302573.9),(71 1319101),(72 1337685.8),(73 1357772.8),(74 1378185.3),(75 1400539.5),(76 1418187),(77 1435613.5),(78 1453790.8),(79 1471746.1),
(1 5763.465),(2 18849.4),(3 37505.29),(4 60657.574),(5 87132.62),(6 118101.56),(7 152536.92),(8 193838.28),(9 236379.4),(10 281321.1),(11 328308.56),(12 376610.25),(13 427597.1),(14 479359.72),(15 532323.94),(16 585267.8),(17 639979.1),(18 694450.6),(19 750033.1),(20 806301.5),(21 857453.8),(22 908534.56),(23 960113.8),(24 1009019.4),(25 1055534.5),(26 1104218.4),(27 1154586.4),(28 1199424.3),(29 1241637.9),(30 1280947.4),(31 1318128.4),(32 1352589.6),(33 1385698.5),(34 1418753.9),(35 1452415.9),(36 1481043.5),(37 1505686.3),(38 1529587.5),(39 1548598.3),(40 1563065.1),(41 1572410.1),(42 1580521.1),(43 1586100.8),(44 1589714.1),(45 1593065.8),(46 1594931.4),(47 1595093.8),(48 1590811.9),(49 1585553.6),(50 1579325.9),(51 1570528.6),(52 1565968.6),(53 1560380.4),(54 1557342.1),(55 1550960.1),(56 1540693.8),(57 1529976.5),(58 1520596.1),(59 1510075.4),(60 1494443.4),(61 1481964.5),(62 1471280.6),(63 1460818.5),(64 1453116),(65 1446258.9),(66 1437827),(67 1429186.9),(68 1422975),(69 1420214.8),(70 1419471.5),(71 1418359.3),(72 1420879.3),(73 1422784),(74 1423721.6),(75 1425392.4),(76 1421175.9),(77 1417503.6),(78 1414181.1),(79 1413872),
(1 5806.4526),(2 18845.229),(3 37555.586),(4 60688.707),(5 86564.266),(6 116545.164),(7 149960.73),(8 189593.61),(9 230709.19),(10 273357.4),(11 318696.84),(12 364505.44),(13 413060.53),(14 461604.63),(15 512135.34),(16 561586.56),(17 610635.06),(18 659713.3),(19 709023.3),(20 755504.06),(21 798750.3),(22 841737.75),(23 885623.3),(24 926929.1),(25 966996.1),(26 1008108.44),(27 1046905.2),(28 1081388.9),(29 1112901.1),(30 1143464.3),(31 1168313.1),(32 1190630.1),(33 1212610.3),(34 1231988.3),(35 1247901.4),(36 1263135.3),(37 1275746.9),(38 1289708.3),(39 1300135.1),(40 1311999.3),(41 1318081.6),(42 1326684.3),(43 1334096.8),(44 1338236),(45 1344293.9),(46 1348593.6),(47 1348261.5),(48 1349335.1),(49 1348407),(50 1345688.5),(51 1338760.9),(52 1333500.9),(53 1331424.6),(54 1327776),(55 1324084.3),(56 1319817.1),(57 1316991.4),(58 1316302.5),(59 1317081.1),(60 1313312.9),(61 1310899.1),(62 1311143.5),(63 1309373.1),(64 1306787.9),(65 1303103.3),(66 1299745.1),(67 1293906.5),(68 1289589.4),(69 1286079.8),(70 1283225.4),(71 1279302.1),(72 1274358.9),(73 1268865.5),(74 1263945.6),(75 1260753.9),(76 1254320.9),(77 1249212.3),(78 1244072.8),(79 1241278.8),
(1 5871.5947),(2 19312.871),(3 39004.797),(4 64051.332),(5 92523.47),(6 125051.195),(7 160685.8),(8 200753.9),(9 242847.55),(10 286977.13),(11 333016.72),(12 382011.66),(13 433631.88),(14 482659.03),(15 533157.94),(16 582103.94),(17 630818.4),(18 679075.44),(19 728493.6),(20 775596.2),(21 820238.06),(22 863106.06),(23 905537.1),(24 945149.06),(25 982574.6),(26 1016505.75),(27 1048937.5),(28 1075670.3),(29 1099240.8),(30 1120611.3),(31 1140089.3),(32 1159242.8),(33 1177351.1),(34 1190901.4),(35 1202988.5),(36 1214496.5),(37 1222078.6),(38 1233286.1),(39 1241529.9),(40 1251398.6),(41 1257865.6),(42 1266337.5),(43 1276883.1),(44 1285059.1),(45 1295007.6),(46 1305218.6),(47 1313509.8),(48 1324081.5),(49 1335368.4),(50 1345153.8),(51 1352120.5),(52 1359082.3),(53 1367515.8),(54 1375370.5),(55 1387858.3),(56 1397052.6),(57 1405780),(58 1414990.9),(59 1426420.3),(60 1435183.6),(61 1441425.4),(62 1451324.5),(63 1457489.1),(64 1463568.5),(65 1468640.4),(66 1468825.4),(67 1469440.5),(68 1471816.4),(69 1473772.1),(70 1478387.6),(71 1483350.6),(72 1486471.3),(73 1488828.9),(74 1490619.3),(75 1494489.9),(76 1494345.3),(77 1495260.5),(78 1493422),(79 1491880),
(1 5977.3887),(2 19584.105),(3 39363.31),(4 63902.88),(5 91884.64),(6 124052.07),(7 159498.86),(8 199690.17),(9 240549.27),(10 283749.94),(11 329187.56),(12 375780.72),(13 423864.38),(14 472494),(15 522580.72),(16 571346.6),(17 618944.06),(18 663895.06),(19 708650.6),(20 751597.6),(21 792282.8),(22 830545.44),(23 867553.6),(24 900836.6),(25 934304.3),(26 964007.4),(27 993973.9),(28 1021154.8),(29 1043923.44),(30 1062835.4),(31 1082124),(32 1099820),(33 1113730.5),(34 1123425),(35 1132432.6),(36 1140265.8),(37 1147187.3),(38 1153041.4),(39 1157513.3),(40 1162740.6),(41 1167527.8),(42 1173130.4),(43 1177357.4),(44 1182321.6),(45 1188784),(46 1196917),(47 1205608.4),(48 1216689.4),(49 1224824.3),(50 1230867.4),(51 1239190.9),(52 1240811.4),(53 1243559),(54 1246131.1),(55 1249979.9),(56 1254933.3),(57 1258675.8),(58 1261474.5),(59 1266998.3),(60 1269966.5),(61 1268291.5),(62 1269339.5),(63 1268609.8),(64 1268127.4),(65 1270112.9),(66 1268917.9),(67 1268275.9),(68 1266160.8),(69 1262430.4),(70 1260805.1),(71 1259270.6),(72 1258043.3),(73 1258063),(74 1260582.5),(75 1267721.3),(76 1273737.9),(77 1281475),(78 1288505.5),(79 1297381.3),
(1 5927.9272),(2 19939.299),(3 40237.555),(4 66085.734),(5 97027.82),(6 133189.94),(7 173402.39),(8 219334.9),(9 266568.97),(10 315780.13),(11 366331.7),(12 418003.84),(13 471152.3),(14 524814.8),(15 577698.7),(16 628701.25),(17 678822.75),(18 724340),(19 767122.7),(20 807103.4),(21 843318.06),(22 875266.56),(23 905941),(24 932058.3),(25 954346.3),(26 975220.06),(27 994392.56),(28 1012407.4),(29 1028183.75),(30 1043149.2),(31 1058854),(32 1073536.5),(33 1086726.3),(34 1100245.9),(35 1115257.6),(36 1128467.6),(37 1142669.9),(38 1154172.9),(39 1165192.5),(40 1176151.4),(41 1190588),(42 1205605),(43 1215499.4),(44 1223464.8),(45 1229147.9),(46 1236929.9),(47 1244087.9),(48 1253023),(49 1260030.1),(50 1263094.4),(51 1266299.5),(52 1268621.5),(53 1267192.9),(54 1265257.4),(55 1263398.8),(56 1261348.6),(57 1257393.6),(58 1250956.4),(59 1242091.3),(60 1230149.6),(61 1218526),(62 1207008.8),(63 1195907.1),(64 1184497.8),(65 1175586.6),(66 1168670.8),(67 1163499.6),(68 1155913.5),(69 1146635.8),(70 1137955.3),(71 1130490.3),(72 1125913.5),(73 1124946.4),(74 1126115.8),(75 1131474.8),(76 1134895.5),(77 1141346.3),(78 1150347.4),(79 1160982),
(1 5879.371),(2 19171.984),(3 38833.336),(4 64246.57),(5 94459.84),(6 129479.805),(7 169226.77),(8 214045.22),(9 260371.75),(10 307865.3),(11 358133.28),(12 409418),(13 462369.3),(14 516064.34),(15 573309.2),(16 627889.56),(17 682149.9),(18 732994.56),(19 783047.94),(20 831310.5),(21 874533.4),(22 913478.9),(23 950026.5),(24 984704.56),(25 1016101.75),(26 1044583.25),(27 1070724.8),(28 1092216),(29 1113913.3),(30 1132513.5),(31 1153037),(32 1171877.3),(33 1186881.5),(34 1200372),(35 1211791.5),(36 1221533.6),(37 1229060.4),(38 1235832.8),(39 1239980.9),(40 1246570.8),(41 1253186.8),(42 1260409.5),(43 1264819.6),(44 1269739),(45 1272127),(46 1273116.5),(47 1274162.5),(48 1278035.3),(49 1281063.1),(50 1281154.1),(51 1280777.5),(52 1280067.3),(53 1278082.3),(54 1275509.6),(55 1274403.5),(56 1271876),(57 1267981.5),(58 1265718.5),(59 1262212.3),(60 1254260.5),(61 1242642.8),(62 1229087.3),(63 1214945.4),(64 1203147.4),(65 1193039),(66 1183966.9),(67 1173639),(68 1163689.4),(69 1153192.8),(70 1144141.9),(71 1137649.6),(72 1132997.6),(73 1130742.8),(74 1130994.8),(75 1133400.6),(76 1137078),(77 1141751.8),(78 1147899.5),(79 1155014),
(1 5524.633),(2 17385.8),(3 34368.063),(4 55650.793),(5 80068.67),(6 106847),(7 136090.03),(8 170541.25),(9 204537.84),(10 240166.34),(11 278556.38),(12 318012.34),(13 358786.22),(14 400020.72),(15 444796.3),(16 486422.3),(17 527885.44),(18 569103),(19 609991.4),(20 649112.2),(21 685239),(22 720771.7),(23 756927.44),(24 790562.5),(25 823418.8),(26 852544.56),(27 879886.06),(28 901817.4),(29 923421.3),(30 942413.4),(31 963042.4),(32 982313.8),(33 999161.8),(34 1015204.1),(35 1029354.4),(36 1039596.3),(37 1049706.8),(38 1059057.8),(39 1063086.6),(40 1066534.5),(41 1070422.9),(42 1075244.4),(43 1078389.1),(44 1079126),(45 1079273.3),(46 1081327.5),(47 1083492.8),(48 1086351.6),(49 1088684.9),(50 1088961.3),(51 1090569.3),(52 1091512.5),(53 1095289.8),(54 1101164.4),(55 1106462.3),(56 1111717.3),(57 1116528),(58 1120600.4),(59 1124692.4),(60 1124180.6),(61 1123008.4),(62 1118744),(63 1114713.3),(64 1111929.8),(65 1107937.1),(66 1103721.5),(67 1098637.4),(68 1094257.8),(69 1088660.5),(70 1084677.6),(71 1080272.1),(72 1078089.3),(73 1079484.4),(74 1081514.8),(75 1086033.4),(76 1088147.9),(77 1093464.1),(78 1100039.6),(79 1105571.5),
(1 5505.039),(2 17469.396),(3 34361.24),(4 55208.363),(5 78945.484),(6 104660.97),(7 133517.06),(8 165690.14),(9 198567.63),(10 233135.13),(11 270373.94),(12 309901.53),(13 349411.25),(14 389522.22),(15 434080.5),(16 477798.88),(17 521123.53),(18 565460),(19 611597.94),(20 656302),(21 700289.8),(22 746181),(23 792721.3),(24 834158.56),(25 874233.44),(26 911641.8),(27 948535.44),(28 979458.75),(29 1007809.94),(30 1036557.4),(31 1062817.8),(32 1086454.9),(33 1107254.9),(34 1125224.9),(35 1143234.5),(36 1155816.6),(37 1165824),(38 1174273.8),(39 1181290.5),(40 1186342.4),(41 1188357),(42 1187341.9),(43 1183582.1),(44 1176083.9),(45 1169665.9),(46 1161228),(47 1153442.1),(48 1144934),(49 1134482.5),(50 1124608),(51 1113622),(52 1103822.6),(53 1095120.8),(54 1086585.6),(55 1078196.5),(56 1070168.1),(57 1063960.5),(58 1058932.5),(59 1054377.4),(60 1049302.6),(61 1046219.44),(62 1039366.4),(63 1033274.75),(64 1028587),(65 1024030.5),(66 1021456.56),(67 1019871.3),(68 1020127.9),(69 1018778.5),(70 1018937.4),(71 1019443.9),(72 1022663.7),(73 1027610.4),(74 1034544.7),(75 1044450.5),(76 1052353.6),(77 1062181.8),(78 1071973.5),(79 1084204.6),
(1 5441.49),(2 17180.898),(3 33942.11),(4 55080.984),(5 79804.16),(6 107433.78),(7 137010.17),(8 169489.7),(9 202014.47),(10 236152.06),(11 271374.4),(12 306148.1),(13 341633.8),(14 377551.1),(15 414848.88),(16 450227.94),(17 485695.5),(18 521314.78),(19 557816.06),(20 592061.75),(21 624473.75),(22 656743.75),(23 688553.44),(24 715635.6),(25 739469.2),(26 762305.8),(27 785621.75),(28 806427.2),(29 824770.9),(30 840800.06),(31 856755.4),(32 869307.44),(33 878904.4),(34 887450.25),(35 895593.1),(36 899104.44),(37 903214.7),(38 907311.06),(39 907711.25),(40 904836),(41 899454.06),(42 892790.6),(43 883078),(44 870183.75),(45 858394.25),(46 846563.25),(47 835207.75),(48 822422.56),(49 809059.25),(50 797824.9),(51 786980.9),(52 776839.75),(53 766503.5),(54 756464.5),(55 748465.2),(56 742347.06),(57 739394.06),(58 738227.8),(59 739004.6),(60 739941.56),(61 743892.75),(62 747787.75),(63 753833.8),(64 760001.6),(65 768919.8),(66 780339.2),(67 791681.7),(68 804379.4),(69 817588.8),(70 830524.8),(71 844286.3),(72 859391.5),(73 874607.3),(74 892540.75),(75 913315.2),(76 931689.25),(77 950017.9),(78 964523.3),(79 979018.56),
(1 5278.627),(2 16798.61),(3 33102.766),(4 53177.082),(5 76775.84),(6 103352.69),(7 131506.36),(8 162929.89),(9 194520.39),(10 226784.05),(11 259148.48),(12 291387.4),(13 323744.34),(14 353400.1),(15 383847.84),(16 413613.3),(17 442867.06),(18 471485.3),(19 499108.56),(20 524509.44),(21 548670.44),(22 573975.2),(23 596346.06),(24 616604),(25 636933.4),(26 655440.3),(27 672714),(28 687161.44),(29 700003.9),(30 711836.6),(31 725113.06),(32 739115.7),(33 752104.3),(34 765663.2),(35 778683.56),(36 791853.2),(37 806014.7),(38 818983.44),(39 827818.44),(40 835089.3),(41 841521.5),(42 846390.1),(43 848630.8),(44 848561.2),(45 847211.75),(46 844173.9),(47 841380.4),(48 837877.7),(49 833865.94),(50 828728.06),(51 824298.3),(52 818176.4),(53 811854.9),(54 806500.25),(55 800680),(56 794745.1),(57 789079.94),(58 784895.25),(59 781547.2),(60 777548),(61 773804.8),(62 770610.44),(63 767167.4),(64 764145.75),(65 762313.4),(66 762599.44),(67 762807.56),(68 761475.06),(69 759763.9),(70 758887.75),(71 758938.3),(72 760361.75),(73 762459.75),(74 766535.44),(75 774389.25),(76 781961.2),(77 791515.6),(78 801390.8),(79 813664.8),
(1 5334.3354),(2 17479.172),(3 34860.91),(4 56098.66),(5 80204.32),(6 106477.03),(7 133893.33),(8 164382.47),(9 195489.48),(10 227952.06),(11 260517.52),(12 293048.8),(13 324956.84),(14 353709.16),(15 382686.03),(16 410475.44),(17 436988.63),(18 462803.13),(19 487290.03),(20 509510.3),(21 530169.94),(22 552431.75),(23 574187.25),(24 591742.44),(25 607532.75),(26 621516.06),(27 634555.75),(28 646208.4),(29 655874.8),(30 665684.56),(31 675065.44),(32 683427.1),(33 691397.8),(34 700091.94),(35 708730.6),(36 717635.25),(37 725943.4),(38 734818),(39 740741.44),(40 747930.06),(41 753682.7),(42 759324.2),(43 763135.2),(44 764212.06),(45 763161.6),(46 760036.2),(47 756551.8),(48 753329.75),(49 749549.1),(50 744461.6),(51 739567.7),(52 733467.3),(53 729502),(54 726899.1),(55 725080.4),(56 724706.4),(57 726009.44),(58 728935.94),(59 732462.3),(60 735889),(61 739382.25),(62 742075.2),(63 743424.94),(64 748048.8),(65 752464.6),(66 755626.7),(67 756963.94),(68 757905.9),(69 757313.5),(70 759697.44),(71 762029.94),(72 765066.1),(73 768898.7),(74 773696.8),(75 780511.6),(76 785824.8),(77 791810.06),(78 798272.4),(79 804689.9),
(1 5053.8926),(2 15838.825),(3 30922.143),(4 48715.14),(5 69026.82),(6 90920.586),(7 113388.53),(8 138679.34),(9 163592.69),(10 189788.95),(11 216006.98),(12 243506.84),(13 270976.94),(14 296862),(15 321717.44),(16 345361.6),(17 367295.7),(18 387440),(19 406070.13),(20 422685.9),(21 438606.5),(22 453584),(23 467095.78),(24 479873.97),(25 491520.72),(26 500805.13),(27 509215.03),(28 517130.8),(29 523574.3),(30 529158.06),(31 535050.7),(32 541012.6),(33 547490.56),(34 552982.2),(35 559298.9),(36 565841.75),(37 572773.1),(38 582729.3),(39 592226.75),(40 602836.8),(41 613004.8),(42 622385.3),(43 629345.75),(44 636192.75),(45 641756.56),(46 645910.25),(47 651074.3),(48 657712.9),(49 662177.25),(50 664357.3),(51 667376.5),(52 670850.44),(53 676732.56),(54 682317.94),(55 688787.5),(56 695531.75),(57 701906.3),(58 709012.6),(59 715139.9),(60 720250.5),(61 723644.75),(62 726328.4),(63 728032.4),(64 729867.44),(65 730751.25),(66 731302.4),(67 731947.06),(68 734604.7),(69 733875.6),(70 735019.2),(71 735522.4),(72 736853.8),(73 738697.06),(74 740377.94),(75 743316.2),(76 745040.06),(77 748281.1),(78 752254.94),(79 754905.06),
(1 5211.027),(2 16042.903),(3 31125.734),(4 48800.125),(5 67997.875),(6 88752.266),(7 110527.57),(8 134373.06),(9 157818.13),(10 181901.53),(11 207314.27),(12 233346.38),(13 258941.19),(14 281922),(15 305194.4),(16 326562.7),(17 346716.53),(18 365063.63),(19 382762.38),(20 398662.25),(21 415429.34),(22 431705.72),(23 447965.53),(24 463578.63),(25 478214.72),(26 491471.84),(27 503745.8),(28 515470.06),(29 525126.44),(30 534971.5),(31 545808.06),(32 555669.8),(33 565207.94),(34 573530.75),(35 581632.1),(36 587609.9),(37 592866.2),(38 600255.5),(39 605070.5),(40 607992.06),(41 610058.75),(42 611074.3),(43 609184.3),(44 606233),(45 603037.8),(46 598688),(47 595374.25),(48 592871.3),(49 589833.25),(50 586307.25),(51 584924.5),(52 582530.3),(53 583261.5),(54 584818.06),(55 588094.1),(56 592776.94),(57 598713.8),(58 607573.75),(59 616809.7),(60 626671.06),(61 636533.9),(62 646279.9),(63 656535.8),(64 667923.44),(65 680107.06),(66 692571.94),(67 706151.44),(68 722665.4),(69 733977.5),(70 745320.94),(71 755706.7),(72 765323.7),(73 774482.8),(74 783084.1),(75 791295.5),(76 800621.5),(77 811022.75),(78 820720.7),(79 832105.3),
(1 5210.484),(2 16369.932),(3 32109.434),(4 50345.523),(5 70455.47),(6 91878.31),(7 114332.36),(8 138410.73),(9 161369.73),(10 184685.02),(11 208115.94),(12 231301.16),(13 253024.1),(14 271597.16),(15 289298.06),(16 305217.8),(17 321086.22),(18 335984.9),(19 350305.56),(20 362752.97),(21 374951.88),(22 386410.28),(23 399160.28),(24 411525.25),(25 423994.4),(26 435382.44),(27 444345.28),(28 453471.56),(29 461092.56),(30 468704.44),(31 477476.63),(32 486440.2),(33 492934.3),(34 497939.56),(35 504439.28),(36 509999.72),(37 514098.13),(38 518951.13),(39 523061.47),(40 524848.8),(41 525918.2),(42 527108.9),(43 528017),(44 526591.1),(45 525024.4),(46 522222.4),(47 519552.1),(48 516397.78),(49 513062.72),(50 510676.53),(51 507546.63),(52 506446.72),(53 507340.3),(54 508118.28),(55 511317.9),(56 516081.78),(57 520746.03),(58 527233.6),(59 533628.5),(60 540307.56),(61 546817.3),(62 553423.2),(63 559374.6),(64 566879.2),(65 574707.6),(66 582982.5),(67 591329.5),(68 602244.1),(69 613152.25),(70 624165),(71 635750.56),(72 648002.44),(73 660673.7),(74 673396.06),(75 685556.06),(76 699540.1),(77 712832.3),(78 726890.8),(79 742651.4),
(1 5071.9854),(2 15794.441),(3 31044.87),(4 49213.52),(5 69857.35),(6 92408.39),(7 115965.586),(8 140587.8),(9 164810.22),(10 189227.38),(11 214188.92),(12 238507.45),(13 261480.83),(14 280564.88),(15 298329.03),(16 315427.97),(17 331196.25),(18 346177.97),(19 359734.78),(20 372343.28),(21 383857.4),(22 395297.2),(23 406801.66),(24 415521.56),(25 424724.94),(26 432143.06),(27 437359.06),(28 442841.56),(29 447596.47),(30 452768.3),(31 459465.38),(32 464740.47),(33 468850.66),(34 474765.72),(35 481929.28),(36 488413.9),(37 494587.38),(38 501414.88),(39 506890.88),(40 511186.94),(41 515923.13),(42 519600.66),(43 521940.47),(44 522983.84),(45 523297.1),(46 523579.88),(47 523623.56),(48 523226.66),(49 521843.22),(50 522406.03),(51 522768.1),(52 524150.88),(53 526815),(54 529738),(55 533360.2),(56 535798.25),(57 538969.25),(58 541806.2),(59 545864.7),(60 552391.44),(61 559507.75),(62 566154.6),(63 571628.94),(64 578086.8),(65 584958.5),(66 592032.7),(67 598151.56),(68 607365.1),(69 615247.9),(70 623841.6),(71 633054.2),(72 642375.9),(73 651013.94),(74 660287.7),(75 670272),(76 681686.1),(77 693292),(78 705429.3),(79 718813.5),
