1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 141852.3),(2 548066),(3 1184667.6),(4 2029027),(5 3010990.5),(6 4123195.3),(7 5286112),(8 6478167.5),(9 7656809),(10 8788599),(11 9817790),(12 10709381),(13 11410013),(14 11990698),(15 12383064),(16 12596295),(17 12669273),(18 12603014),(19 12397395),(20 12055096),(21 11602795),(22 11059109),(23 10453842),(24 9803616),(25 9155304),(26 8509536),(27 7934889),(28 7414894),(29 6980841),(30 6656812.5),(31 6486383.5),(32 6460037.5),(33 6599806.5),(34 6885656.5),(35 7307275),(36 7862504.5),(37 8516205),(38 9252213),(39 10033576),(40 10760185),(41 11461569),(42 12140302),(43 12723000),(44 13136609),(45 13384602),(46 13431649),(47 13312270),(48 13060828),(49 12716085),(50 12266276),(51 11752138),(52 11198769),(53 10617202),(54 10022933),(55 9435631),(56 8881537),(57 8364382.5),(58 7907111),(59 7521214.5),(60 7208245),(61 6969127.5),(62 6783939),(63 6642476),(64 6553980),(65 6493275),(66 6508722),(67 6608487),(68 6783585.5),(69 7018167.5),(70 7312780.5),(71 7652176.5),(72 8050101.5),(73 8490977),(74 8951775),(75 9407185),(76 9816858),(77 10160896),(78 10434790),(79 10601029),
(1 135443.3),(2 516719.78),(3 1111288.6),(4 1872538),(5 2725487),(6 3649332.8),(7 4556336.5),(8 5407379),(9 6180429.5),(10 6818446.5),(11 7295444),(12 7603930),(13 7735661.5),(14 7720369.5),(15 7571137.5),(16 7307077.5),(17 6985222),(18 6632839.5),(19 6268953.5),(20 5910616),(21 5583628),(22 5314870.5),(23 5108295.5),(24 4967804.5),(25 4915395.5),(26 4928172.5),(27 5001004.5),(28 5116005.5),(29 5237403.5),(30 5353726.5),(31 5463605.5),(32 5535946.5),(33 5587788.5),(34 5601484),(35 5591469.5),(36 5567612),(37 5541115.5),(38 5513995.5),(39 5469688.5),(40 5387661),(41 5308078),(42 5275635.5),(43 5280025.5),(44 5310908.5),(45 5375308),(46 5454814),(47 5554580),(48 5660754.5),(49 5755151.5),(50 5826858.5),(51 5873384),(52 5915242.5),(53 5958961.5),(54 6004788),(55 6051826.5),(56 6097744.5),(57 6139576),(58 6154056),(59 6155086.5),(60 6167358.5),(61 6189488),(62 6191202),(63 6159199.5),(64 6083233.5),(65 5944726.5),(66 5768057.5),(67 5572078.5),(68 5360784),(69 5169720.5),(70 5009629.5),(71 4908674),(72 4904547.5),(73 5009456),(74 5220920),(75 5536949),(76 5918877.5),(77 6343872),(78 6790616),(79 7226069.5),
(1 181154.64),(2 691066.2),(3 1459901.5),(4 2416359),(5 3453150),(6 4518780.5),(7 5523661),(8 6410198),(9 7144851),(10 7679860),(11 8021292),(12 8191588),(13 8209697.5),(14 8112061.5),(15 7915446.5),(16 7673913.5),(17 7445421),(18 7238235),(19 7049543.5),(20 6885922.5),(21 6740884),(22 6645654),(23 6586535.5),(24 6537668.5),(25 6469502.5),(26 6407854.5),(27 6348381.5),(28 6271700.5),(29 6210932.5),(30 6214108),(31 6287500),(32 6442388.5),(33 6668054),(34 6923833.5),(35 7199742),(36 7479416.5),(37 7702341),(38 7849876.5),(39 7887472.5),(40 7789163.5),(41 7556674),(42 7233609),(43 6814982.5),(44 6318866),(45 5803580),(46 5322009.5),(47 4921754),(48 4618483.5),(49 4432254),(50 4380863.5),(51 4433373.5),(52 4584401.5),(53 4799611.5),(54 5047020),(55 5312514),(56 5561557),(57 5752528.5),(58 5877856.5),(59 5934778),(60 5920418.5),(61 5863346),(62 5755134.5),(63 5600845),(64 5425267),(65 5225899),(66 5012770.5),(67 4806655.5),(68 4628758.5),(69 4504725),(70 4424728.5),(71 4384878),(72 4373772),(73 4378422.5),(74 4408228),(75 4466906),(76 4546582),(77 4648269.5),(78 4776150),(79 4940674),
(1 172001.28),(2 656680.9),(3 1378689.3),(4 2257221),(5 3184114.5),(6 4097520.8),(7 4906824.5),(8 5567307.5),(9 6060534),(10 6371830.5),(11 6536887.5),(12 6581540.5),(13 6501586),(14 6337234),(15 6127430.5),(16 5930752.5),(17 5770275),(18 5654753.5),(19 5573424.5),(20 5495849),(21 5411728),(22 5329182),(23 5228212),(24 5109648),(25 4994930),(26 4897104),(27 4836275),(28 4811814.5),(29 4798672.5),(30 4812136.5),(31 4877871.5),(32 4974592.5),(33 5101824.5),(34 5239519),(35 5383164),(36 5531094),(37 5651176.5),(38 5720834),(39 5726927.5),(40 5656613),(41 5525508.5),(42 5355697),(43 5147155),(44 4921196),(45 4703626),(46 4495510.5),(47 4309058),(48 4147122.5),(49 4027585.3),(50 3977510.8),(51 3989098.3),(52 4039927.3),(53 4117768.3),(54 4206194),(55 4302893.5),(56 4406315.5),(57 4507300.5),(58 4606339.5),(59 4701143),(60 4790884),(61 4857440.5),(62 4878388.5),(63 4856908.5),(64 4811122),(65 4736854),(66 4650191.5),(67 4587632),(68 4564376),(69 4586206),(70 4640894),(71 4723321.5),(72 4834211),(73 4963048.5),(74 5104313.5),(75 5257498.5),(76 5394823.5),(77 5480772),(78 5501337.5),(79 5443630),
(1 181455.38),(2 685709.25),(3 1432727.4),(4 2322263.5),(5 3226548.3),(6 4084457.8),(7 4807117),(8 5332199),(9 5662247),(10 5803330.5),(11 5817618),(12 5750008.5),(13 5623744),(14 5487550),(15 5371861.5),(16 5308136.5),(17 5293736.5),(18 5328279),(19 5367685.5),(20 5369789),(21 5305857),(22 5195341),(23 5040108),(24 4842641),(25 4630897),(26 4425609),(27 4283699.5),(28 4217524.5),(29 4204615.5),(30 4249347.5),(31 4351874.5),(32 4481159.5),(33 4608923),(34 4710320.5),(35 4763720.5),(36 4744483.5),(37 4659503),(38 4535494),(39 4382084.5),(40 4215617),(41 4071117.3),(42 3987317.3),(43 3972726),(44 4029468.5),(45 4164442.3),(46 4342308.5),(47 4537549),(48 4725454),(49 4869009),(50 4967174),(51 4992451),(52 4917406),(53 4782100),(54 4616332),(55 4446701),(56 4301811.5),(57 4198430),(58 4165720.3),(59 4230649.5),(60 4379765),(61 4587149),(62 4800355),(63 4999824),(64 5157298.5),(65 5228019),(66 5190664.5),(67 5051673.5),(68 4821352.5),(69 4534148),(70 4218831),(71 3931922.3),(72 3708541.3),(73 3601327.8),(74 3628624.3),(75 3805965),(76 4115379.8),(77 4480829.5),(78 4829490.5),(79 5104467.5),
(1 160767.97),(2 603694.9),(3 1251322.8),(4 2012161.1),(5 2782502.5),(6 3491435.8),(7 4056809.3),(8 4439472.5),(9 4655797),(10 4727912),(11 4719455),(12 4674156.5),(13 4601927),(14 4542165),(15 4531577.5),(16 4611190),(17 4788123),(18 5034689),(19 5289827),(20 5510131),(21 5652618.5),(22 5703350.5),(23 5652901.5),(24 5503046),(25 5279248),(26 5015115.5),(27 4765685),(28 4542761),(29 4372893),(30 4271783.5),(31 4229091.5),(32 4218445),(33 4215022),(34 4200537),(35 4174084.8),(36 4133375),(37 4082985),(38 4032148),(39 3979293.5),(40 3919363.8),(41 3861663),(42 3831079),(43 3826372),(44 3853113.5),(45 3913916.3),(46 3976166.3),(47 4032391.5),(48 4060187),(49 4042412),(50 3961940.8),(51 3838656.3),(52 3691634.3),(53 3542943),(54 3426656),(55 3368478.8),(56 3380171),(57 3466694.5),(58 3651715.8),(59 3914264),(60 4231377.5),(61 4580497.5),(62 4906038.5),(63 5158150.5),(64 5339176.5),(65 5405119.5),(66 5351137),(67 5176824.5),(68 4896987),(69 4583102),(70 4274178.5),(71 4001368.5),(72 3794357.3),(73 3689514.8),(74 3704994.5),(75 3848596.8),(76 4097643.3),(77 4405265),(78 4697924.5),(79 4927083),
(1 119085.58),(2 438217.56),(3 882607.7),(4 1392917.1),(5 1905080.5),(6 2398075.3),(7 2815765.8),(8 3116509.5),(9 3316251.3),(10 3439100.5),(11 3516878.8),(12 3559773),(13 3561518.5),(14 3554031),(15 3575097.5),(16 3648649.3),(17 3775432.5),(18 3928009.5),(19 4076576.8),(20 4200156.5),(21 4287951),(22 4359245.5),(23 4391888.5),(24 4381652.5),(25 4356953),(26 4314682.5),(27 4265041),(28 4183682.8),(29 4077417.3),(30 3971233),(31 3864883.5),(32 3746947.5),(33 3612537),(34 3454556.3),(35 3308608.3),(36 3187087),(37 3099188.3),(38 3055133),(39 3055810),(40 3100309.5),(41 3171775.5),(42 3245062.8),(43 3318848.5),(44 3386327.8),(45 3444126.5),(46 3484233.3),(47 3500799),(48 3486181.8),(49 3439902.8),(50 3386122),(51 3346028.3),(52 3334933.8),(53 3363626.3),(54 3429017.8),(55 3529621),(56 3639174.8),(57 3756471.5),(58 3870050.8),(59 3977455.5),(60 4060774),(61 4096204.3),(62 4075789.3),(63 4017726.3),(64 3935907.5),(65 3848176),(66 3770947.5),(67 3711193.3),(68 3672150),(69 3673499.3),(70 3689856.5),(71 3691305),(72 3678066),(73 3658722.5),(74 3649509.3),(75 3664717),(76 3703240.8),(77 3733029.8),(78 3735919.8),(79 3717916.5),
(1 109810.87),(2 399491.7),(3 800050.44),(4 1244146.9),(5 1668085.4),(6 2058679.3),(7 2387525.3),(8 2640435.5),(9 2813352.3),(10 2917253),(11 2956085.8),(12 2924175),(13 2834611.5),(14 2730351),(15 2652477.5),(16 2628192.3),(17 2669256.8),(18 2759461.5),(19 2872688),(20 2995734.5),(21 3122827.3),(22 3245725.5),(23 3346248.3),(24 3429606),(25 3486919.8),(26 3513273.8),(27 3537284),(28 3512735.5),(29 3431968.5),(30 3308351.5),(31 3152934.8),(32 2981863),(33 2824152.8),(34 2688145.5),(35 2595982.5),(36 2557786.3),(37 2571332.3),(38 2635012),(39 2744136.8),(40 2879422.3),(41 3018612.3),(42 3143260.5),(43 3230202.5),(44 3270670),(45 3279170),(46 3263732),(47 3223483.8),(48 3148539.8),(49 3058798.5),(50 2958435.8),(51 2861388.8),(52 2787821.3),(53 2733697.5),(54 2709032),(55 2712638.8),(56 2726267.3),(57 2744531.5),(58 2772234.3),(59 2819578.3),(60 2884703),(61 2953694.5),(62 3012076.3),(63 3057842.5),(64 3083813.3),(65 3086350.5),(66 3060976),(67 3009797.3),(68 2933320.5),(69 2860533.8),(70 2788836),(71 2711759),(72 2625781.8),(73 2544120),(74 2475349.8),(75 2435683),(76 2432743.8),(77 2459948.3),(78 2495278),(79 2522771),
(1 115209.87),(2 418352.2),(3 830971.7),(4 1274856.8),(5 1681100.8),(6 2027815.3),(7 2287167.5),(8 2461463.5),(9 2545084.8),(10 2560577.3),(11 2526659.5),(12 2473428.5),(13 2422660),(14 2400005.5),(15 2423402.3),(16 2493631.5),(17 2597375),(18 2710276.5),(19 2827045.5),(20 2945528),(21 3069655.3),(22 3200842.5),(23 3315671.3),(24 3383897),(25 3407805),(26 3385048.5),(27 3322254.5),(28 3206835),(29 3034908),(30 2850892.5),(31 2673622),(32 2509804),(33 2380753),(34 2304257),(35 2307091.8),(36 2379056.3),(37 2492182.5),(38 2606350.8),(39 2699051),(40 2732162.3),(41 2705719.8),(42 2630640),(43 2517648),(44 2394124.5),(45 2287934.8),(46 2227429),(47 2225621),(48 2261933.5),(49 2327540.3),(50 2415123),(51 2500451.5),(52 2569633),(53 2603099.3),(54 2598455.3),(55 2570497.5),(56 2511205.5),(57 2437463.3),(58 2363944),(59 2312000),(60 2295551.5),(61 2320360),(62 2390318.5),(63 2494043.3),(64 2601552),(65 2670633.5),(66 2700560.8),(67 2690886),(68 2631018.8),(69 2542527),(70 2437191.8),(71 2327049.5),(72 2214840),(73 2114817.3),(74 2046538),(75 2017234.1),(76 2029029.8),(77 2074093.5),(78 2127131.5),(79 2174483),
(1 126360.42),(2 467173.13),(3 939796.9),(4 1454635.6),(5 1922875),(6 2290633.3),(7 2507755.3),(8 2599168.5),(9 2592531),(10 2514943.3),(11 2421964.3),(12 2350365.8),(13 2318907.8),(14 2346943),(15 2452896.8),(16 2606248.3),(17 2770899),(18 2892226.3),(19 2952424.3),(20 2940729.3),(21 2880113.5),(22 2811893.5),(23 2746944.5),(24 2677075),(25 2602052.3),(26 2524056.5),(27 2456473.3),(28 2390209.8),(29 2321782.8),(30 2265937.5),(31 2217319.3),(32 2161085.5),(33 2111363),(34 2067554.8),(35 2051613.6),(36 2070574.3),(37 2115022),(38 2164438.5),(39 2204541.5),(40 2216836.5),(41 2211479.8),(42 2188800.8),(43 2149814.3),(44 2101132),(45 2056578.6),(46 2047658),(47 2088626.6),(48 2176562.5),(49 2300572.3),(50 2438690.8),(51 2568306.5),(52 2669598.8),(53 2721603.5),(54 2709935.3),(55 2648681.5),(56 2551978.3),(57 2440916.8),(58 2336679.3),(59 2252104.3),(60 2204451.3),(61 2188895.3),(62 2203010.3),(63 2234192.8),(64 2285657),(65 2343469),(66 2402744.8),(67 2445438),(68 2443674.5),(69 2419828.3),(70 2401708),(71 2395360.8),(72 2403431.3),(73 2398192),(74 2376015.3),(75 2337445.8),(76 2301901.8),(77 2286702.3),(78 2289076.3),(79 2306628),
(1 116207.81),(2 423485.5),(3 838869),(4 1270763.3),(5 1637931.1),(6 1907423.4),(7 2059366.9),(8 2106219.8),(9 2071268.4),(10 1995366),(11 1923962.5),(12 1874239.4),(13 1854723.9),(14 1867591.9),(15 1905366.6),(16 1963710.4),(17 2030429.3),(18 2077597),(19 2113043.3),(20 2142664.8),(21 2162707.3),(22 2175912.3),(23 2169154),(24 2143984.5),(25 2120968.5),(26 2092917.5),(27 2058837),(28 2016425.6),(29 1972004.6),(30 1924208.6),(31 1874924.1),(32 1833873.9),(33 1805386.3),(34 1789787.3),(35 1804191.1),(36 1838832.3),(37 1887122.8),(38 1941741.3),(39 1986805.8),(40 1999385.1),(41 2000155.9),(42 1980435.6),(43 1950170),(44 1923637),(45 1904003.4),(46 1900891.5),(47 1922926),(48 1976331.9),(49 2056777.1),(50 2142098),(51 2220140.5),(52 2275584.5),(53 2306918.8),(54 2316449.3),(55 2300101.8),(56 2253046),(57 2190566),(58 2128854.8),(59 2077097.6),(60 2026362),(61 1969659.4),(62 1919998.1),(63 1889740.3),(64 1871217.1),(65 1845120.9),(66 1827226.3),(67 1818580),(68 1826962),(69 1872786),(70 1964216.6),(71 2082923.9),(72 2202063.5),(73 2290412),(74 2328428.3),(75 2299158.3),(76 2209423.5),(77 2084799.1),(78 1951576.6),(79 1847941.1),
(1 108972.44),(2 394397.22),(3 771918.5),(4 1160464.1),(5 1481402.5),(6 1692349.9),(7 1780596.4),(8 1778440.8),(9 1710437.4),(10 1609801.8),(11 1514138.5),(12 1437338.8),(13 1423947.5),(14 1476278.8),(15 1567898.9),(16 1687629.1),(17 1803102.6),(18 1886621.5),(19 1929986.5),(20 1928031.1),(21 1888044.9),(22 1834651),(23 1782911.9),(24 1747578.5),(25 1740189.4),(26 1759767),(27 1797912.4),(28 1826457),(29 1845771.3),(30 1851342),(31 1838294.1),(32 1816187.5),(33 1794543.8),(34 1773764.3),(35 1767751.1),(36 1777327),(37 1788774.8),(38 1800509.1),(39 1813755.9),(40 1819831),(41 1828767.5),(42 1825921.3),(43 1811346),(44 1787650.5),(45 1756237.8),(46 1731590.5),(47 1726061),(48 1731060.9),(49 1748075.5),(50 1779193),(51 1812106.4),(52 1836876.9),(53 1857386.1),(54 1877046.5),(55 1897861.8),(56 1910081.5),(57 1889958),(58 1839667.8),(59 1762756.3),(60 1669254.1),(61 1599168.1),(62 1569619.3),(63 1576719.4),(64 1605099.4),(65 1635548.6),(66 1661307.4),(67 1679761.9),(68 1681649.5),(69 1677455.4),(70 1678819.4),(71 1693913.5),(72 1720475.1),(73 1759301.3),(74 1798209.6),(75 1825835.6),(76 1834670.6),(77 1816611),(78 1769701.9),(79 1704091.1),
(1 102459.48),(2 363482.38),(3 695340.75),(4 1023979),(5 1284571.9),(6 1447686),(7 1504847.1),(8 1481202.5),(9 1414008.4),(10 1335157.9),(11 1271842.4),(12 1236802),(13 1240461.3),(14 1281297.6),(15 1341234.8),(16 1410890.3),(17 1477868.8),(18 1528396.5),(19 1566328.9),(20 1597862.1),(21 1606779.5),(22 1580648.5),(23 1528354),(24 1475138.4),(25 1433837.5),(26 1423438.3),(27 1459553.9),(28 1522119.4),(29 1590289.1),(30 1652435),(31 1684486.5),(32 1680701.6),(33 1643245.8),(34 1567933.4),(35 1471037.1),(36 1392830.8),(37 1358135.1),(38 1372333.6),(39 1416880.9),(40 1471529.5),(41 1520430.3),(42 1550880.4),(43 1558652.9),(44 1549764.6),(45 1539549),(46 1529765.6),(47 1534511.3),(48 1546806.4),(49 1551868.8),(50 1555478.4),(51 1558153.5),(52 1548735.9),(53 1527526.8),(54 1510663.6),(55 1516774.6),(56 1546148.9),(57 1584271.1),(58 1614546.3),(59 1624695.1),(60 1608916.5),(61 1574189.8),(62 1539268.5),(63 1523269.4),(64 1538243.1),(65 1568332.3),(66 1592511.1),(67 1601254.1),(68 1604483.1),(69 1608425.5),(70 1611265.5),(71 1614723.9),(72 1627081.1),(73 1657299),(74 1712022.4),(75 1784937.1),(76 1856666),(77 1915688.5),(78 1948061),(79 1950793.3),
(1 95246.375),(2 332599.8),(3 632502.06),(4 928766.06),(5 1166521),(6 1314747.1),(7 1360182.9),(8 1334492.6),(9 1276206.8),(10 1220270.9),(11 1192245.5),(12 1190837.9),(13 1226899.5),(14 1288824.5),(15 1347624.1),(16 1387528),(17 1410172.6),(18 1411875.6),(19 1398084.3),(20 1377342),(21 1347314.6),(22 1313562.6),(23 1281443.5),(24 1253359.3),(25 1237572.8),(26 1244461.8),(27 1285029.4),(28 1338251.3),(29 1395498.1),(30 1444814.1),(31 1467439.5),(32 1457213.9),(33 1417397),(34 1361620.6),(35 1315140.8),(36 1298719.5),(37 1314507.5),(38 1360528.6),(39 1409844.3),(40 1441987.3),(41 1455867.9),(42 1442401),(43 1406736.9),(44 1367325.6),(45 1339323.1),(46 1332540.5),(47 1361791.8),(48 1425786.3),(49 1503311.9),(50 1586621.1),(51 1655912),(52 1685511.5),(53 1656550.4),(54 1586827.3),(55 1510088.8),(56 1443097.4),(57 1405159.9),(58 1395693.8),(59 1406367.1),(60 1420909.9),(61 1430988.5),(62 1433760.9),(63 1437194),(64 1447584.5),(65 1465608.1),(66 1486176.1),(67 1498066.9),(68 1501602.6),(69 1500039.5),(70 1487163.5),(71 1463632.8),(72 1445663.5),(73 1451096.5),(74 1485040.9),(75 1537245.5),(76 1590112),(77 1649557.4),(78 1688987),(79 1701202.5),
(1 89097.91),(2 304750.63),(3 559125.6),(4 790319),(5 957903.3),(6 1047991),(7 1071604.6),(8 1056346),(9 1027298.94),(10 1012617.5),(11 1022074.9),(12 1051193.3),(13 1102149.5),(14 1154645.4),(15 1191797.6),(16 1206190.3),(17 1204661),(18 1201134.6),(19 1211568.9),(20 1231886.3),(21 1239225.8),(22 1230578),(23 1207880),(24 1181308.1),(25 1170068.1),(26 1176472.4),(27 1201060.3),(28 1232336.4),(29 1276098),(30 1317919),(31 1338132.3),(32 1325659.5),(33 1277377.4),(34 1221260.8),(35 1198084.1),(36 1210277.8),(37 1239794.8),(38 1276480.8),(39 1305789.8),(40 1316056.8),(41 1305981.1),(42 1270044.4),(43 1221536.9),(44 1191521.4),(45 1186671.5),(46 1196659.8),(47 1231440.1),(48 1291210.4),(49 1351694.1),(50 1395242.9),(51 1400130.4),(52 1369043.9),(53 1324396),(54 1289921.3),(55 1266640.4),(56 1251833.8),(57 1248677),(58 1257791.1),(59 1268208.9),(60 1270725.8),(61 1272670.8),(62 1282339.3),(63 1299401.5),(64 1311013.1),(65 1323414),(66 1337075.9),(67 1343595.8),(68 1339572.8),(69 1333966.9),(70 1337142.9),(71 1344794),(72 1365794.6),(73 1395746.9),(74 1436064.8),(75 1469054.9),(76 1486618),(77 1487642.9),(78 1453914.1),(79 1394643.8),
(1 99380.31),(2 344511.2),(3 636982),(4 905198.94),(5 1095165),(6 1180960.3),(7 1167928.3),(8 1091113.9),(9 992807.9),(10 931206.1),(11 926574.7),(12 975296.2),(13 1060736.3),(14 1157373.5),(15 1240651),(16 1291745.9),(17 1308156.3),(18 1296342.6),(19 1277021),(20 1255021.1),(21 1226285.4),(22 1189111.8),(23 1155450.4),(24 1128751.6),(25 1123757.1),(26 1138433.5),(27 1156251.8),(28 1160965.4),(29 1166851.6),(30 1179194.6),(31 1176058.8),(32 1153486.3),(33 1128207.3),(34 1118761.6),(35 1129786.6),(36 1160150.9),(37 1184691),(38 1194602.5),(39 1200199.3),(40 1220233.8),(41 1250262.9),(42 1265799.6),(43 1260459.4),(44 1241924.6),(45 1215452.4),(46 1182421.8),(47 1180322.3),(48 1204822.3),(49 1234718.9),(50 1256773.9),(51 1260640),(52 1254062.8),(53 1248256.9),(54 1246264.8),(55 1241144.5),(56 1227658.5),(57 1217382.5),(58 1231026.3),(59 1255731.4),(60 1283513.9),(61 1316496.3),(62 1339950.1),(63 1349947),(64 1339782.1),(65 1318406.8),(66 1303843.1),(67 1306925.3),(68 1326668.8),(69 1358328),(70 1401909.8),(71 1435855.9),(72 1447605.8),(73 1438675.3),(74 1430951.8),(75 1433724.6),(76 1440650.1),(77 1450752.4),(78 1456346.3),(79 1434423.4),
(1 93049.375),(2 316364.28),(3 576406.25),(4 806573.9),(5 957296.4),(6 1018179.94),(7 1013435.75),(8 974423.1),(9 927785.25),(10 913213),(11 929638.94),(12 970055.44),(13 1026152.6),(14 1069848.9),(15 1100720.4),(16 1115088.1),(17 1122228.1),(18 1126579.5),(19 1136274.9),(20 1139136.1),(21 1104365.3),(22 1043219.8),(23 985882.5),(24 959226.25),(25 979112.25),(26 1041525.9),(27 1112716.9),(28 1163202.5),(29 1195515.5),(30 1212332.1),(31 1192269.5),(32 1146403.9),(33 1104786.9),(34 1095404.5),(35 1122811.5),(36 1165432.1),(37 1199390.4),(38 1209836.6),(39 1195931.5),(40 1164069.8),(41 1121582.3),(42 1076769.4),(43 1060498.4),(44 1072726),(45 1096155.9),(46 1130147.3),(47 1175743.1),(48 1218069.9),(49 1245306),(50 1250160.8),(51 1229200.9),(52 1194756.1),(53 1162818.6),(54 1132034.3),(55 1100780.5),(56 1073660.8),(57 1064124.8),(58 1080939),(59 1121806.3),(60 1174117.4),(61 1212077.4),(62 1215610.1),(63 1193199.5),(64 1165860.8),(65 1143248.4),(66 1132981.8),(67 1145699.3),(68 1177541),(69 1210447.3),(70 1238512.4),(71 1261503.3),(72 1276907),(73 1278172.5),(74 1279662.6),(75 1296818.4),(76 1315886.1),(77 1333235.4),(78 1336276.5),(79 1298477.1),
(1 97215.36),(2 330334.2),(3 600188.25),(4 832829.6),(5 978923.06),(6 1026489.3),(7 999459.2),(8 931418.56),(9 871637.25),(10 861726.44),(11 895493.2),(12 955321.1),(13 1010104.94),(14 1046230.5),(15 1063017.6),(16 1066088.8),(17 1075162),(18 1084905.8),(19 1082769.5),(20 1056533.8),(21 1010678.44),(22 953032.4),(23 906133.8),(24 896529.6),(25 934941.2),(26 1003666.25),(27 1074878.4),(28 1121944.3),(29 1135890.5),(30 1115458),(31 1063636.3),(32 998199.5),(33 949883.94),(34 944535.5),(35 983404.9),(36 1040208),(37 1091002),(38 1115090.4),(39 1101624.6),(40 1054706.9),(41 1002961.44),(42 972718.75),(43 982069.8),(44 1028928.2),(45 1097642.3),(46 1155617.3),(47 1177098.9),(48 1158402.4),(49 1118179),(50 1076845.5),(51 1039984.5),(52 1015996.94),(53 1015402.25),(54 1035916.2),(55 1062718.4),(56 1078486.6),(57 1080890.4),(58 1074386),(59 1071045.6),(60 1062301.4),(61 1057922.5),(62 1060684.5),(63 1072363),(64 1090376),(65 1111089.4),(66 1137380.5),(67 1159012.9),(68 1170272.1),(69 1166010.3),(70 1162855.5),(71 1160932.1),(72 1166215.9),(73 1185960.5),(74 1217814.8),(75 1255161.4),(76 1277995.9),(77 1274948.9),(78 1255411.1),(79 1207469.4),
