1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 165184.77),(2 626806.06),(3 1375966.1),(4 2386077.5),(5 3673331.8),(6 5215374),(7 6977710.5),(8 8966595),(9 11242665),(10 13704277),(11 16370256),(12 19275502),(13 22378576),(14 25622490),(15 29042192),(16 32590890),(17 36319748),(18 40047410),(19 43903484),(20 47804052),(21 51917696),(22 56181548),(23 60651308),(24 65290668),(25 69885610),(26 74687790),(27 79524744),(28 84302696),(29 89078010),(30 93924824),(31 98738240),(32 103616584),(33 108654080),(34 113572380),(35 118440580),(36 123223200),(37 127943420),(38 132534424),(39 136718610),(40 140959500),(41 145071630),(42 148958420),(43 152610510),(44 156212750),(45 159647090),(46 162990220),(47 166106380),(48 169057650),(49 171816820),(50 174333040),(51 176660180),(52 178779630),(53 180696400),(54 182322560),(55 183700690),(56 184957140),(57 185780850),(58 186238340),(59 186174340),(60 185724590),(61 185238830),(62 184092340),(63 182373680),(64 180393400),(65 177850000),(66 175001620),(67 171772560),(68 167919340),(69 163722190),(70 159059360),(71 154075150),(72 148804910),(73 143205060),(74 137295660),(75 131169400),(76 124820120),(77 118363240),(78 111872856),(79 105291976),
(1 107460.25),(2 396138),(3 802885.2),(4 1252721.9),(5 1658429),(6 1948595.5),(7 2093737),(8 2092254.3),(9 1983167.3),(10 1823648.4),(11 1675648.4),(12 1589372.9),(13 1599061.9),(14 1709250.6),(15 1886466.8),(16 2116224.8),(17 2348660.8),(18 2551902.5),(19 2705157.8),(20 2793469.5),(21 2819748.3),(22 2816036.8),(23 2792135.3),(24 2761002.5),(25 2728753.8),(26 2676697.8),(27 2633335),(28 2602611),(29 2595496.5),(30 2614211.8),(31 2650947.5),(32 2699180.3),(33 2719755.3),(34 2711481.8),(35 2673369),(36 2625294),(37 2590477.5),(38 2582590.3),(39 2602727),(40 2650287.8),(41 2703604),(42 2743570.5),(43 2753414),(44 2728907.5),(45 2674825.3),(46 2603680.5),(47 2528210.3),(48 2454060.5),(49 2401937),(50 2373475.3),(51 2365452.5),(52 2375976.3),(53 2395701.3),(54 2413598.5),(55 2424073.8),(56 2430886.8),(57 2423532.5),(58 2399360.3),(59 2370612),(60 2331549.8),(61 2276031.3),(62 2225943.8),(63 2171313.5),(64 2120082),(65 2073671.3),(66 2035875.1),(67 2018370.1),(68 2015739.5),(69 2036061.8),(70 2082791),(71 2139156),(72 2192489.5),(73 2236227.8),(74 2271124.5),(75 2306156.3),(76 2346688.3),(77 2409453.5),(78 2486867.3),(79 2563942),
(1 81906.25),(2 293241.75),(3 573739.5),(4 859414.25),(5 1097732.8),(6 1255337),(7 1341984.6),(8 1373874),(9 1381276.8),(10 1394239.6),(11 1432676.1),(12 1500825.4),(13 1595661.6),(14 1695368.9),(15 1767751.1),(16 1797381.6),(17 1784760.9),(18 1746317.9),(19 1708673),(20 1679977.9),(21 1669080.4),(22 1696339.6),(23 1755748),(24 1821715.5),(25 1908788),(26 1988798.5),(27 2050118),(28 2104007),(29 2158343.8),(30 2208342.3),(31 2253204.5),(32 2284574.3),(33 2291406.3),(34 2277674.3),(35 2254337.8),(36 2230342.5),(37 2235149.5),(38 2261339.3),(39 2302744.5),(40 2350666.5),(41 2392233.8),(42 2416884.8),(43 2438696.5),(44 2452449.3),(45 2458899.3),(46 2460277.3),(47 2452245),(48 2437413.3),(49 2432012.3),(50 2434776.3),(51 2448725.8),(52 2463257.3),(53 2481519.8),(54 2499889.8),(55 2503429.5),(56 2491665),(57 2472791.8),(58 2444494.8),(59 2424045.5),(60 2407124.8),(61 2392251.3),(62 2391743),(63 2391940.8),(64 2379705.3),(65 2341974.3),(66 2283518.8),(67 2203760),(68 2116719.8),(69 2030473.6),(70 1950473),(71 1876745.4),(72 1807450),(73 1758135),(74 1736870.6),(75 1740720.1),(76 1761340),(77 1797254.1),(78 1821445.9),(79 1836449.6),
(1 96280.2),(2 342294.63),(3 658257.75),(4 961427.7),(5 1184516.4),(6 1299523),(7 1320743),(8 1288495.8),(9 1251691.9),(10 1254041),(11 1306692.8),(12 1424699.9),(13 1574222.8),(14 1714737.9),(15 1800617.9),(16 1822300.4),(17 1784901.1),(18 1715816.6),(19 1639844),(20 1587545.9),(21 1566392.5),(22 1591857.8),(23 1663220.1),(24 1768928.5),(25 1877897.9),(26 1956402.8),(27 1993698.9),(28 2002471.3),(29 2000527),(30 2015918.1),(31 2049782.9),(32 2101197),(33 2152188.3),(34 2194585),(35 2222295.3),(36 2247982.5),(37 2265627.5),(38 2293163.3),(39 2300706.5),(40 2292243.5),(41 2259260.3),(42 2212938.5),(43 2164172.8),(44 2126823.8),(45 2104037),(46 2094394.4),(47 2083524.1),(48 2062957.3),(49 2046501.8),(50 2029204.1),(51 2007952.4),(52 1983949.8),(53 1949533),(54 1905942.8),(55 1844111),(56 1766719),(57 1689203.4),(58 1622666.1),(59 1579893.1),(60 1575267.5),(61 1598469),(62 1638224.6),(63 1693141.1),(64 1749223.3),(65 1788122.5),(66 1796407.5),(67 1774101.3),(68 1746100.4),(69 1714433.3),(70 1688079.4),(71 1659458.4),(72 1620162.8),(73 1577441.5),(74 1552930.1),(75 1560057),(76 1591255.5),(77 1623353.9),(78 1637568.1),(79 1624644.1),
(1 111765.91),(2 397380.84),(3 754210.8),(4 1076406.5),(5 1279921.9),(6 1345545),(7 1314423.1),(8 1244697.9),(9 1204751.3),(10 1229392.5),(11 1316700.3),(12 1444084.1),(13 1549944.6),(14 1604727),(15 1586650.8),(16 1530526.9),(17 1474202.9),(18 1456737.9),(19 1485571),(20 1556266.5),(21 1653267.6),(22 1758978.4),(23 1840890.9),(24 1871312.8),(25 1878740.5),(26 1864737.1),(27 1854238.5),(28 1878681.1),(29 1948615.4),(30 2049658.3),(31 2152693.8),(32 2225314.3),(33 2240568),(34 2215887),(35 2177513),(36 2165351.8),(37 2183906.5),(38 2224150.5),(39 2285497),(40 2327663.8),(41 2340326.5),(42 2309790.5),(43 2228945.5),(44 2122046.8),(45 2030719.5),(46 1972483.3),(47 1952248.6),(48 1964423.3),(49 1992844.4),(50 2018202.1),(51 2021084.1),(52 1995290.4),(53 1940500.8),(54 1854617.9),(55 1759437.1),(56 1672927.9),(57 1609417.1),(58 1566220.6),(59 1550863.4),(60 1543382.9),(61 1541097.5),(62 1547397.1),(63 1568009.6),(64 1606617.9),(65 1646495.9),(66 1686165),(67 1710746.8),(68 1731861.6),(69 1753272.5),(70 1761986.9),(71 1746274.4),(72 1705837.9),(73 1667109.1),(74 1653001.6),(75 1671075.9),(76 1704499.9),(77 1730976.4),(78 1741894.3),(79 1735873.9),
(1 136218.67),(2 473905.16),(3 873677.44),(4 1201069.5),(5 1370997),(6 1374544.8),(7 1281716.6),(8 1175128.3),(9 1123915.6),(10 1166469.6),(11 1273133.9),(12 1389452.6),(13 1454479),(14 1441319.5),(15 1359938.5),(16 1258075.3),(17 1182261.5),(18 1162399.5),(19 1203621.4),(20 1275979),(21 1352196.9),(22 1422509.6),(23 1473410.5),(24 1488850.6),(25 1491470.9),(26 1492818.1),(27 1508770.3),(28 1564118.5),(29 1659509.6),(30 1766486.3),(31 1872697.1),(32 1956867.9),(33 2006178.5),(34 2007631.5),(35 1969080.3),(36 1912378.6),(37 1855795),(38 1810918.6),(39 1812920.3),(40 1847358.4),(41 1897889.1),(42 1959807.1),(43 1997271),(44 1986738.9),(45 1931177.6),(46 1845159.3),(47 1742123.8),(48 1655655.9),(49 1618117.4),(50 1634493),(51 1696989),(52 1784039.8),(53 1867957.6),(54 1911649.1),(55 1891561.4),(56 1830511.1),(57 1729140.5),(58 1627376.1),(59 1566620.1),(60 1558136.9),(61 1581180.8),(62 1623967.3),(63 1669112.8),(64 1709442.9),(65 1747680.5),(66 1772098.5),(67 1768831),(68 1727121.9),(69 1663007.5),(70 1597834.3),(71 1549649.9),(72 1542288),(73 1585086.4),(74 1664285.1),(75 1744171.4),(76 1791499.4),(77 1781703.8),(78 1732707.5),(79 1643691.8),
(1 107407.086),(2 372638.72),(3 694072.7),(4 973206.25),(5 1151002.8),(6 1208389.3),(7 1190173.4),(8 1159289.9),(9 1154137.4),(10 1185522.5),(11 1238809.4),(12 1280149.1),(13 1284101.8),(14 1261022),(15 1217975.3),(16 1175082.8),(17 1136496.5),(18 1125524.9),(19 1144499.8),(20 1184704.3),(21 1233557.4),(22 1285279.1),(23 1310440.6),(24 1298682.6),(25 1280396.5),(26 1260079.6),(27 1255541.8),(28 1287956),(29 1360002.3),(30 1458908),(31 1567860.4),(32 1642104),(33 1663874.8),(34 1637783.1),(35 1591459.8),(36 1547301.6),(37 1504980.6),(38 1477046.6),(39 1473876.5),(40 1473150.6),(41 1467434.4),(42 1456375.3),(43 1432061.3),(44 1386159.5),(45 1340291.4),(46 1303732),(47 1282076.3),(48 1270706.4),(49 1271088.8),(50 1281174),(51 1296598.4),(52 1303877.9),(53 1288833.9),(54 1251880.4),(55 1211388),(56 1208260.6),(57 1237278),(58 1267487.4),(59 1290305.3),(60 1306307.9),(61 1313170.1),(62 1319084.9),(63 1323980.3),(64 1335714.3),(65 1359805.9),(66 1390961.4),(67 1407686.4),(68 1399232.8),(69 1367068.9),(70 1317721.1),(71 1274700.8),(72 1251764.3),(73 1258772.9),(74 1291036.9),(75 1340052.1),(76 1393711.4),(77 1434049.9),(78 1455412.3),(79 1440957.4),
(1 73323.76),(2 254247.84),(3 474835.78),(4 674117.2),(5 819650.06),(6 898730.1),(7 938489.7),(8 962626.7),(9 998418.1),(10 1044202.06),(11 1088402.1),(12 1129152.8),(13 1158998.9),(14 1176857.6),(15 1185296.6),(16 1186586.5),(17 1184583.4),(18 1191730.5),(19 1211481),(20 1236057.1),(21 1258971.6),(22 1273756.1),(23 1268662.6),(24 1239682.8),(25 1202335.5),(26 1162704.4),(27 1135103.8),(28 1135141.6),(29 1162798.8),(30 1211977.6),(31 1261002.9),(32 1287121.9),(33 1275051.6),(34 1237310.8),(35 1196333.3),(36 1171121.4),(37 1158153.8),(38 1144517.6),(39 1152117.8),(40 1159294.5),(41 1148072.6),(42 1120751.6),(43 1079687.1),(44 1042392.25),(45 1025296.25),(46 1016443.7),(47 1001281.06),(48 990932.3),(49 999496.75),(50 1025517.1),(51 1041488.44),(52 1032825.9),(53 1018135.44),(54 1018544.25),(55 1029908.75),(56 1045518.6),(57 1053034.5),(58 1062188.8),(59 1086800.5),(60 1117026.1),(61 1131825.8),(62 1149945),(63 1182631.4),(64 1224571.6),(65 1260598.1),(66 1281854.3),(67 1301953.3),(68 1321906.3),(69 1337744.9),(70 1331823.3),(71 1300925.5),(72 1275475.9),(73 1271885.4),(74 1276477.4),(75 1271925),(76 1269195.5),(77 1281777.8),(78 1310217.4),(79 1326434.4),
(1 91995.39),(2 314360.63),(3 566308),(4 750682.2),(5 826410.06),(6 810502.4),(7 764844.2),(8 737583),(9 755148),(10 797195.75),(11 853805.7),(12 909189.7),(13 954763.6),(14 988361.44),(15 1017002.94),(16 1040831.5),(17 1066702.4),(18 1101993.6),(19 1145323.4),(20 1191248.5),(21 1237948.5),(22 1269576),(23 1286226.6),(24 1284597),(25 1279514),(26 1292830.1),(27 1326848.4),(28 1381576.5),(29 1437319),(30 1470251.3),(31 1479322.1),(32 1449950),(33 1390803.9),(34 1312812.1),(35 1246453.4),(36 1200887.8),(37 1185636.3),(38 1192440.4),(39 1201902.5),(40 1193673.5),(41 1175261.4),(42 1155001.5),(43 1147150.6),(44 1145952.4),(45 1149625.8),(46 1133900.4),(47 1102092.3),(48 1070490.6),(49 1052553.6),(50 1049176.1),(51 1058043),(52 1065933.5),(53 1067615.4),(54 1052046.8),(55 1034441.44),(56 1031573.8),(57 1035189.3),(58 1037039.5),(59 1044331.75),(60 1050709.4),(61 1058170.4),(62 1061540.8),(63 1060519.3),(64 1054209),(65 1049841.6),(66 1048936.5),(67 1054119),(68 1065942.5),(69 1078053),(70 1083879.6),(71 1077083.9),(72 1058637.3),(73 1035638.94),(74 1012827.75),(75 994696.4),(76 985638.8),(77 979178.2),(78 978386.94),(79 990383.4),
(1 110260.58),(2 372902.84),(3 659771.6),(4 854708.4),(5 908842.6),(6 853966.06),(7 763699.6),(8 708494.7),(9 725088.6),(10 791080.2),(11 868359.4),(12 919783),(13 929528.56),(14 913351.4),(15 897563.4),(16 893077.8),(17 904385.5),(18 938039.1),(19 1002069.3),(20 1069993.1),(21 1120360.8),(22 1142007.3),(23 1140196.3),(24 1115425.9),(25 1111362.1),(26 1132041.8),(27 1176208.6),(28 1238826.1),(29 1292523.3),(30 1319216.6),(31 1332670.4),(32 1328634.6),(33 1309993.4),(34 1291183.8),(35 1267418),(36 1226082.4),(37 1179158),(38 1135893.1),(39 1113706.5),(40 1105333.3),(41 1118835),(42 1160328),(43 1218558),(44 1250020.8),(45 1249519.6),(46 1201674.6),(47 1139986.9),(48 1096381),(49 1087078.3),(50 1103063.6),(51 1132521.6),(52 1169740.1),(53 1206929),(54 1223426.8),(55 1219461.1),(56 1214814),(57 1204988.3),(58 1180702.9),(59 1161266.3),(60 1153848.8),(61 1156737),(62 1163194.5),(63 1154281.6),(64 1124580.4),(65 1100479.6),(66 1085002.5),(67 1077218.8),(68 1081420.3),(69 1092723.5),(70 1110208.8),(71 1118621),(72 1093828.5),(73 1043634.2),(74 985750.2),(75 937010.6),(76 901133.9),(77 872339.75),(78 858467.44),(79 870277.25),
(1 105881.516),(2 356106.03),(3 614669.8),(4 770364.7),(5 788661.3),(6 719114.7),(7 651736.06),(8 644777),(9 699424.9),(10 771582.94),(11 810564.6),(12 798030.25),(13 759983),(14 748851.8),(15 790383),(16 863918.2),(17 916468.1),(18 925238.5),(19 901200),(20 871590.6),(21 858488.2),(22 879401.4),(23 917093.4),(24 946621.8),(25 962800),(26 948735),(27 916426.4),(28 904380),(29 925098.8),(30 958320.1),(31 984994.2),(32 990975.8),(33 968197.5),(34 941913.94),(35 923489.5),(36 923827.25),(37 942223.8),(38 936015.9),(39 909755.9),(40 883472.6),(41 870358.7),(42 895529.75),(43 940648),(44 971978.7),(45 980434.8),(46 966083.25),(47 942473.06),(48 930882.2),(49 938694.06),(50 961354.06),(51 984578.6),(52 991502.8),(53 996043.7),(54 1015855.44),(55 1040492.3),(56 1054353.9),(57 1046013.94),(58 1017938.94),(59 987149.06),(60 953588.3),(61 923943.44),(62 921747.44),(63 945625),(64 965734.25),(65 960097.5),(66 929361.8),(67 885928.3),(68 854775.4),(69 845730.2),(70 858091.4),(71 872346.2),(72 880520.6),(73 877495.56),(74 873488.2),(75 880983),(76 885717.3),(77 883644),(78 878230.2),(79 870597.94),
(1 109346.09),(2 357287.8),(3 596184),(4 716771.9),(5 698830.4),(6 614125.1),(7 562799),(8 591759.8),(9 675187.44),(10 742212.1),(11 755458.3),(12 722304.1),(13 692276.3),(14 709445.4),(15 770775.3),(16 841455.1),(17 880535.8),(18 880291.9),(19 862543.56),(20 854841.06),(21 872426.9),(22 919478.3),(23 955935.44),(24 943738.3),(25 927958.25),(26 920203),(27 929363.7),(28 949662.06),(29 970932.56),(30 982084.25),(31 982137.25),(32 962648),(33 942638.9),(34 955540.25),(35 988119.44),(36 1020928.25),(37 1032735.56),(38 1020069.25),(39 996247),(40 978843.9),(41 982174.9),(42 1003438.3),(43 1022569.7),(44 1024158.6),(45 1025672.3),(46 1029473.6),(47 1047686.4),(48 1088643.5),(49 1141970.4),(50 1179949.6),(51 1183813),(52 1177192.3),(53 1180702.3),(54 1182612.8),(55 1178934.6),(56 1183268.9),(57 1189113.1),(58 1178708.6),(59 1155023),(60 1138233.9),(61 1137640.4),(62 1144344),(63 1139457.8),(64 1123718),(65 1110176.6),(66 1092029.6),(67 1068848.3),(68 1045650.4),(69 1017609.1),(70 991213.8),(71 961295.44),(72 935285.8),(73 920063),(74 915254.9),(75 916902.3),(76 917496.8),(77 910375.7),(78 896483.8),(79 861641.44),
(1 116414.09),(2 375619.97),(3 607149.2),(4 702612.56),(5 662022.75),(6 576581.06),(7 543710.2),(8 595662.25),(9 685042.2),(10 739866.6),(11 722417.9),(12 669226.6),(13 646956.06),(14 684868.56),(15 755578.1),(16 814359.4),(17 825001.7),(18 806829.25),(19 794822.5),(20 807494.06),(21 827829.56),(22 840369.4),(23 834129.75),(24 827014.2),(25 844240.06),(26 874029.8),(27 886319.5),(28 877970.75),(29 863355.2),(30 861429.5),(31 879586.25),(32 907910.3),(33 926171.94),(34 932078.7),(35 917702.7),(36 913859.75),(37 944063.75),(38 972327.3),(39 999065.56),(40 998272.44),(41 965583.3),(42 930757.3),(43 908230.06),(44 899411.75),(45 909902.94),(46 930853.3),(47 953215.9),(48 970976.25),(49 990483.56),(50 1014951.1),(51 1041780.44),(52 1062012.8),(53 1069633),(54 1060868.8),(55 1039016.9),(56 1006991.75),(57 974467.75),(58 962814.3),(59 984337.1),(60 1004273.25),(61 1006309),(62 999232.1),(63 977555.7),(64 946205.44),(65 924780.5),(66 931963.25),(67 950482.9),(68 954206),(69 933746.56),(70 895170.06),(71 851651.1),(72 816739.4),(73 794005.7),(74 794277),(75 807523.2),(76 805353.3),(77 779388.8),(78 750227.75),(79 728582.75),
(1 95151.305),(2 300473.78),(3 484468.2),(4 572252.94),(5 566316.25),(6 521006.1),(7 492643.5),(8 508890.97),(9 547623.2),(10 577999.1),(11 593831.3),(12 608629.75),(13 627154),(14 642916.2),(15 649219.2),(16 651963.94),(17 656869.4),(18 678956.2),(19 716747.4),(20 749816.75),(21 754459.2),(22 733030.3),(23 704016.06),(24 698204.25),(25 730601.06),(26 773227),(27 785811.8),(28 765240),(29 731685),(30 707200.56),(31 706269.56),(32 723937.4),(33 738580.25),(34 748689.7),(35 762150.25),(36 794510.7),(37 828411.75),(38 840840.2),(39 833163.56),(40 819989.56),(41 802099.75),(42 786434.6),(43 783859.94),(44 783173.75),(45 775209.06),(46 761139.3),(47 749247.94),(48 754021.4),(49 766184.4),(50 782037.7),(51 797870.7),(52 806616.2),(53 806766.3),(54 788422.7),(55 754156.9),(56 724120.7),(57 714870.25),(58 717241.2),(59 726061.8),(60 735862.2),(61 736336.2),(62 724464.6),(63 717994.6),(64 722673.3),(65 727624.1),(66 723843.6),(67 717918.8),(68 719213.4),(69 716233.4),(70 718324.2),(71 728675.5),(72 742987.9),(73 733176.8),(74 706222.56),(75 697419.3),(76 713147.06),(77 734438.06),(78 747666.6),(79 746330.44),
(1 71660.945),(2 221010.48),(3 350374.03),(4 414605.03),(5 423594.34),(6 412260.63),(7 411021.06),(8 423479.28),(9 435135.56),(10 437801.16),(11 446251.88),(12 468400.75),(13 490185.6),(14 501887.28),(15 505747.56),(16 510942.72),(17 519739.25),(18 535674.3),(19 555141.06),(20 567267.56),(21 563734.06),(22 555675.3),(23 550763.1),(24 555914.06),(25 570753.75),(26 586394.4),(27 593416.5),(28 596723.2),(29 601279.56),(30 605203.4),(31 606101.94),(32 603781.9),(33 608821.94),(34 632757.7),(35 664824.56),(36 686425),(37 690372.5),(38 685514.56),(39 683703.6),(40 685404),(41 685915),(42 688912.25),(43 695242),(44 693857.94),(45 682487.6),(46 668706.06),(47 668946.7),(48 680767.8),(49 693970.56),(50 705364.2),(51 709676),(52 702378.9),(53 689133.25),(54 680587.8),(55 684275),(56 683558.9),(57 667851.9),(58 643317.1),(59 627390.5),(60 626684.9),(61 637053.94),(62 653969.1),(63 659775.25),(64 653225.1),(65 638628.2),(66 627932.9),(67 625931.44),(68 629472.3),(69 630665.2),(70 630505.75),(71 626206.56),(72 618357.3),(73 613359.2),(74 606883.8),(75 600729.3),(76 600945.7),(77 603506.25),(78 599337.25),(79 588040.6),
(1 89080.66),(2 273673.88),(3 419890.13),(4 460046.8),(5 420289.2),(6 367645.2),(7 353293.44),(8 382422.44),(9 423152.22),(10 448235.66),(11 465164.72),(12 484727.16),(13 502195.7),(14 507955.16),(15 508052.97),(16 514407.8),(17 531753.2),(18 562520.6),(19 595614.9),(20 615403.44),(21 622896.1),(22 626299.56),(23 620105.6),(24 608716.3),(25 611658.44),(26 630553.44),(27 650876.25),(28 657481.3),(29 646839),(30 624939.1),(31 615741.3),(32 642935.8),(33 698006.3),(34 738204.25),(35 738965.06),(36 712226.1),(37 687676.56),(38 688816.06),(39 710687.06),(40 724485.7),(41 724036.9),(42 720940.56),(43 718047.94),(44 713077.4),(45 700092.56),(46 678258.44),(47 657272.8),(48 649504.06),(49 662432.94),(50 677759.94),(51 675058.25),(52 655160.2),(53 636209.75),(54 626385.7),(55 623623.44),(56 613404.9),(57 593415.8),(58 573135.56),(59 571796.9),(60 577538.75),(61 578380.1),(62 575743.75),(63 571787.1),(64 565439.2),(65 562626.25),(66 559238.4),(67 550921.44),(68 544704),(69 537968.7),(70 538279.5),(71 540766.94),(72 539095.1),(73 536035.44),(74 528125.1),(75 514576.03),(76 512973.78),(77 515396.3),(78 512092.4),(79 508244.5),
(1 96870.41),(2 286745.8),(3 409864),(4 404783.72),(5 339485.75),(6 307816.47),(7 340933.8),(8 391443.72),(9 403559.44),(10 387832.75),(11 382614.4),(12 413413.06),(13 457515.34),(14 480760.28),(15 472924.9),(16 450481.63),(17 446117.2),(18 480385.84),(19 530353.7),(20 562395.94),(21 559618.94),(22 541053.25),(23 532678.4),(24 544539.8),(25 576809.3),(26 607520.1),(27 601954.7),(28 576350.44),(29 571114.44),(30 601432.7),(31 642522.44),(32 670463.6),(33 681069.7),(34 680136.3),(35 677590.7),(36 683748.8),(37 684423.3),(38 676529.9),(39 671824.06),(40 671093.4),(41 679378.1),(42 694129.3),(43 694943.1),(44 670923.9),(45 643874.1),(46 625548.2),(47 623098.8),(48 635761.6),(49 642399.7),(50 623868.9),(51 591766.4),(52 565655.3),(53 558320.8),(54 571034.3),(55 588426.7),(56 589961.06),(57 581887.1),(58 574792.6),(59 566565.7),(60 562434.25),(61 560029.5),(62 552239.6),(63 548409.3),(64 562916.75),(65 580956.8),(66 592385.06),(67 598289.6),(68 588723.1),(69 566700.9),(70 557291.06),(71 562892.56),(72 562569.75),(73 565511.7),(74 566607.7),(75 558998.4),(76 559475.9),(77 563773.56),(78 564759.7),(79 568851.75),
(1 83998.1),(2 248939.78),(3 361877.28),(4 376532.5),(5 335587.44),(6 305584.2),(7 312860.1),(8 334666.13),(9 345682.94),(10 349661.56),(11 371098.97),(12 408132.53),(13 440709.28),(14 447234.34),(15 431812.63),(16 412177.2),(17 412864.03),(18 443449.7),(19 492548.3),(20 534262.5),(21 546682.7),(22 534911),(23 520999.8),(24 529574.9),(25 552854.75),(26 567369.25),(27 565800.3),(28 566544.25),(29 575891.8),(30 590647.4),(31 614074.94),(32 648147),(33 679111.44),(34 696754.9),(35 702685.3),(36 690971.94),(37 673022.5),(38 664573.75),(39 678528.5),(40 695416.56),(41 705486.56),(42 692925.25),(43 662942.7),(44 637398.94),(45 628335),(46 627425.4),(47 633069.9),(48 638321.25),(49 636393.6),(50 621727.4),(51 597192.7),(52 573837.7),(53 562725),(54 565790.8),(55 576284.5),(56 575082.2),(57 559518.4),(58 542760),(59 532631.94),(60 522856.75),(61 511064),(62 498514.3),(63 492614.13),(64 498252.72),(65 510312.1),(66 517987.03),(67 517512.5),(68 508854.4),(69 493650.44),(70 484880.13),(71 484091.28),(72 487204.97),(73 493611.5),(74 489642.84),(75 476115.88),(76 468278.2),(77 465512.1),(78 470506.84),(79 475646.97),
