1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 130197.54),(2 431060.28),(3 892246.7),(4 1449971.5),(5 2077746.1),(6 2745613),(7 3403841),(8 4064296.3),(9 4710793.5),(10 5407218),(11 6240038.5),(12 7292872),(13 8550576),(14 9837445),(15 11175964),(16 12626247),(17 14108008),(18 15627792),(19 17037046),(20 18373600),(21 19517446),(22 20506654),(23 21437910),(24 22229650),(25 22984384),(26 23591350),(27 24162650),(28 24642914),(29 25207658),(30 25848950),(31 26584374),(32 27323494),(33 27918542),(34 28570960),(35 29157680),(36 29691360),(37 30179850),(38 30465954),(39 30489154),(40 30404482),(41 30230454),(42 30144362),(43 30230730),(44 30457750),(45 30821712),(46 31206106),(47 31617750),(48 32087824),(49 32726942),(50 33394438),(51 34077220),(52 34605420),(53 35059420),(54 35351932),(55 35622900),(56 35786030),(57 35754356),(58 35758428),(59 35825556),(60 36034076),(61 36461950),(62 36873710),(63 37188964),(64 37655724),(65 38332268),(66 39358132),(67 40569610),(68 42201184),(69 43848548),(70 45660260),(71 47650668),(72 49795376),(73 51664884),(74 53568404),(75 55470176),(76 57299620),(77 58866660),(78 60471616),(79 62076460),
(1 146.01898),(2 164.35802),(3 173.37115),(4 177.50363),(5 180.9195),(6 183.10205),(7 186.01582),(8 189.78235),(9 190.6404),(10 191.00076),(11 192.1757),(12 190.748),(13 190.78246),(14 192.02338),(15 191.38889),(16 190.29857),(17 189.87227),(18 190.18869),(19 191.1809),(20 192.39389),(21 190.2463),(22 192.62082),(23 194.31512),(24 195.84563),(25 198.74602),(26 198.94518),(27 200.76146),(28 201.8534),(29 200.8231),(30 202.65198),(31 204.05975),(32 206.70084),(33 207.09956),(34 207.83873),(35 208.95021),(36 208.74709),(37 211.49937),(38 213.67201),(39 215.32713),(40 216.66335),(41 218.77623),(42 218.17989),(43 220.10835),(44 222.22061),(45 220.51549),(46 223.81827),(47 224.55933),(48 225.67792),(49 226.69214),(50 227.32777),(51 226.18504),(52 227.2521),(53 225.53174),(54 225.23877),(55 226.70053),(56 226.67241),(57 229.84164),(58 228.9065),(59 229.30786),(60 226.2798),(61 226.04813),(62 227.6328),(63 223.5763),(64 222.49615),(65 222.18947),(66 223.08902),(67 223.58551),(68 228.47205),(69 226.97789),(70 229.23335),(71 227.65161),(72 228.85262),(73 228.71286),(74 228.92958),(75 229.5786),(76 228.99266),(77 231.2995),(78 232.39365),(79 232.0103),
(1 146.8461),(2 168.60767),(3 175.32925),(4 180.91641),(5 184.07098),(6 185.60321),(7 186.25511),(8 193.49106),(9 192.88187),(10 192.62334),(11 193.7226),(12 196.75009),(13 194.35265),(14 193.66711),(15 195.06027),(16 193.29445),(17 193.70126),(18 195.61554),(19 194.3156),(20 193.93784),(21 194.62926),(22 195.61461),(23 198.36943),(24 197.58624),(25 198.61516),(26 202.43369),(27 204.04271),(28 205.89328),(29 205.74207),(30 207.7328),(31 209.37509),(32 209.86494),(33 210.14859),(34 211.4783),(35 213.52184),(36 215.51703),(37 216.73663),(38 217.79007),(39 218.74275),(40 218.00478),(41 220.18382),(42 218.66899),(43 220.72903),(44 221.17165),(45 221.746),(46 222.7826),(47 224.80113),(48 226.50255),(49 227.54167),(50 226.99904),(51 226.83185),(52 227.75092),(53 228.30545),(54 228.14752),(55 228.13338),(56 225.3821),(57 227.49542),(58 228.72716),(59 227.00404),(60 226.43452),(61 225.5288),(62 223.25293),(63 223.33762),(64 223.33504),(65 224.07637),(66 226.01535),(67 223.13329),(68 227.83783),(69 227.6066),(70 228.78029),(71 229.71709),(72 229.37248),(73 229.3477),(74 230.94043),(75 231.39632),(76 230.62193),(77 228.27547),(78 231.73831),(79 233.48355),
(1 145.15543),(2 165.00758),(3 172.2151),(4 177.87895),(5 179.29639),(6 182.1505),(7 183.97217),(8 185.0397),(9 187.41014),(10 187.08755),(11 190.12233),(12 190.67897),(13 191.41011),(14 191.5311),(15 190.3153),(16 189.65636),(17 189.91452),(18 192.37633),(19 191.68857),(20 192.52663),(21 190.47113),(22 190.22115),(23 193.71413),(24 194.07437),(25 195.70163),(26 197.23369),(27 199.06927),(28 200.09554),(29 200.81412),(30 202.6206),(31 204.68803),(32 203.94101),(33 203.82568),(34 204.88567),(35 206.3303),(36 207.97269),(37 211.6107),(38 212.62321),(39 215.06604),(40 212.1015),(41 214.51724),(42 214.9553),(43 215.92538),(44 216.99753),(45 217.82097),(46 217.64445),(47 220.34169),(48 222.61124),(49 221.77725),(50 222.22208),(51 223.15819),(52 222.26756),(53 224.52231),(54 225.57813),(55 224.62314),(56 224.46432),(57 226.53738),(58 225.52078),(59 225.90158),(60 227.05685),(61 223.82579),(62 223.31052),(63 226.39754),(64 226.43336),(65 227.12811),(66 225.35747),(67 226.54436),(68 228.04509),(69 226.68867),(70 228.47108),(71 228.89044),(72 229.24098),(73 229.44153),(74 227.78593),(75 229.1294),(76 226.15402),(77 227.8127),(78 228.84009),(79 230.70032),
(1 147.67793),(2 167.98618),(3 177.2775),(4 181.55417),(5 182.83907),(6 186.03632),(7 187.19319),(8 189.51161),(9 191.43005),(10 193.60947),(11 193.2668),(12 193.4054),(13 194.28786),(14 195.52591),(15 193.23703),(16 192.76433),(17 194.59753),(18 195.80151),(19 193.09445),(20 194.53017),(21 194.63907),(22 194.08972),(23 199.05313),(24 197.38033),(25 200.81288),(26 204.15321),(27 205.3267),(28 205.90924),(29 206.28546),(30 207.46303),(31 211.50928),(32 210.07326),(33 211.59282),(34 213.91223),(35 212.18802),(36 211.58485),(37 215.39648),(38 216.25607),(39 216.35559),(40 216.35732),(41 219.95447),(42 220.28789),(43 222.36186),(44 223.56567),(45 223.54413),(46 223.5092),(47 224.00598),(48 224.08598),(49 226.25308),(50 224.4221),(51 226.3649),(52 226.8173),(53 226.82813),(54 225.09799),(55 227.11348),(56 228.7622),(57 229.08878),(58 225.50911),(59 226.67834),(60 230.49341),(61 228.51099),(62 228.88678),(63 227.90082),(64 230.20709),(65 230.31418),(66 229.97377),(67 230.39928),(68 232.25974),(69 233.91171),(70 233.17027),(71 232.30519),(72 233.53046),(73 231.04683),(74 234.02057),(75 235.0001),(76 235.3154),(77 236.4215),(78 235.36462),(79 236.16364),
(1 143.23018),(2 161.89417),(3 169.31268),(4 173.55185),(5 177.1721),(6 179.38734),(7 179.58937),(8 181.66528),(9 181.48526),(10 182.87303),(11 183.89381),(12 186.24063),(13 185.48009),(14 185.6819),(15 184.71135),(16 183.90517),(17 185.73347),(18 185.42107),(19 185.75131),(20 185.20078),(21 184.45438),(22 187.61195),(23 193.32777),(24 193.18808),(25 194.37733),(26 194.03847),(27 196.89586),(28 196.32957),(29 199.26663),(30 200.1924),(31 200.21956),(32 201.7309),(33 202.30228),(34 203.77579),(35 204.60516),(36 207.73418),(37 209.61407),(38 209.89944),(39 210.03429),(40 212.29382),(41 214.02094),(42 213.6041),(43 216.52013),(44 217.7718),(45 220.53542),(46 219.66602),(47 219.98906),(48 222.14209),(49 221.40388),(50 221.77002),(51 221.20879),(52 221.90866),(53 222.98692),(54 221.7241),(55 222.64865),(56 225.0621),(57 222.30867),(58 221.71608),(59 221.6869),(60 221.82811),(61 222.19022),(62 220.4702),(63 222.28526),(64 221.51648),(65 221.78426),(66 220.68808),(67 221.7794),(68 226.83727),(69 224.17435),(70 224.5761),(71 224.65353),(72 228.0146),(73 227.37175),(74 227.32077),(75 226.76407),(76 227.67392),(77 227.60709),(78 226.46512),(79 226.89508),
(1 140.87349),(2 159.24821),(3 168.5525),(4 173.02028),(5 177.10953),(6 178.39166),(7 180.58368),(8 183.00723),(9 185.10262),(10 187.59262),(11 187.4335),(12 188.06998),(13 187.6161),(14 189.28195),(15 189.4377),(16 189.0396),(17 186.1975),(18 185.39983),(19 186.36319),(20 186.8436),(21 184.47162),(22 187.31783),(23 191.6919),(24 189.89224),(25 192.30736),(26 193.66292),(27 197.06859),(28 198.33685),(29 198.83194),(30 202.2676),(31 203.93529),(32 205.35376),(33 205.33517),(34 207.09456),(35 208.5147),(36 209.10915),(37 211.67967),(38 213.85538),(39 215.2063),(40 217.40909),(41 217.62344),(42 220.60054),(43 221.19043),(44 219.92014),(45 222.54263),(46 220.91745),(47 223.44595),(48 222.6209),(49 222.91275),(50 224.9812),(51 223.94202),(52 226.39719),(53 229.19298),(54 227.55173),(55 226.98207),(56 227.0649),(57 227.67197),(58 227.6078),(59 228.55617),(60 229.77083),(61 227.50699),(62 226.98257),(63 228.06349),(64 227.9042),(65 230.39682),(66 230.59926),(67 230.7642),(68 233.64462),(69 233.96356),(70 234.06822),(71 235.52109),(72 234.27911),(73 229.58058),(74 229.32416),(75 233.01794),(76 235.06189),(77 235.53069),(78 237.22583),(79 238.12051),
(1 141.38237),(2 163.31989),(3 168.145),(4 174.1888),(5 178.17625),(6 181.01172),(7 181.03438),(8 182.79567),(9 184.80087),(10 183.90256),(11 185.96887),(12 186.61118),(13 186.3504),(14 186.28032),(15 187.63974),(16 185.31612),(17 183.91267),(18 185.15488),(19 184.88783),(20 185.57901),(21 186.60146),(22 187.9422),(23 189.60783),(24 190.9558),(25 191.52469),(26 192.72722),(27 193.8859),(28 195.5403),(29 198.41649),(30 198.01402),(31 202.43832),(32 203.441),(33 202.44614),(34 202.53423),(35 203.37115),(36 204.87889),(37 205.53699),(38 207.60905),(39 207.00824),(40 210.51295),(41 209.7572),(42 210.8409),(43 211.84364),(44 212.30281),(45 211.79582),(46 210.83543),(47 213.96219),(48 215.92993),(49 214.70473),(50 216.50877),(51 218.53046),(52 218.72533),(53 221.39825),(54 222.303),(55 222.35883),(56 220.64784),(57 220.29889),(58 220.31396),(59 221.20651),(60 221.27899),(61 220.52882),(62 218.77669),(63 218.56668),(64 217.91322),(65 217.26968),(66 219.29793),(67 218.8812),(68 225.17458),(69 224.78566),(70 224.99698),(71 227.52588),(72 226.36557),(73 225.33932),(74 224.30449),(75 226.1173),(76 227.1902),(77 229.30357),(78 230.91713),(79 232.01852),
(1 137.86534),(2 157.85852),(3 163.16086),(4 170.11559),(5 172.31133),(6 175.73154),(7 176.42447),(8 180.17755),(9 179.47185),(10 180.04239),(11 182.0095),(12 183.59454),(13 181.79839),(14 182.70078),(15 182.6588),(16 181.54599),(17 181.22595),(18 181.79567),(19 182.69807),(20 181.71555),(21 182.18121),(22 183.28595),(23 186.04668),(24 187.07379),(25 187.82703),(26 189.69075),(27 191.02075),(28 193.31262),(29 195.33862),(30 196.28539),(31 197.01773),(32 198.27965),(33 197.46452),(34 198.95227),(35 199.47075),(36 201.32487),(37 202.65689),(38 206.35446),(39 207.13335),(40 209.52472),(41 209.06345),(42 209.2464),(43 208.87935),(44 211.26634),(45 210.31395),(46 213.48026),(47 215.70657),(48 214.49994),(49 215.01381),(50 217.01344),(51 218.10349),(52 218.59648),(53 220.22256),(54 221.91463),(55 222.03094),(56 221.1431),(57 221.3103),(58 221.64409),(59 222.17271),(60 222.50948),(61 220.43343),(62 222.02634),(63 222.48776),(64 222.10155),(65 222.44449),(66 222.42099),(67 222.58073),(68 227.37979),(69 227.96664),(70 229.65703),(71 228.78784),(72 226.80943),(73 226.45813),(74 227.93451),(75 228.42897),(76 228.46858),(77 229.61888),(78 233.21506),(79 233.05164),
(1 138.41847),(2 156.41888),(3 160.95256),(4 167.60999),(5 171.30545),(6 173.91797),(7 176.84558),(8 181.31937),(9 182.21497),(10 182.59485),(11 183.3587),(12 184.5828),(13 183.87515),(14 184.10178),(15 183.64961),(16 182.94072),(17 183.40791),(18 184.14082),(19 182.55309),(20 183.56577),(21 183.68135),(22 182.71931),(23 186.34587),(24 185.15466),(25 185.55775),(26 187.61493),(27 190.77728),(28 193.50145),(29 193.18468),(30 195.32468),(31 195.3943),(32 197.56044),(33 198.56287),(34 200.3459),(35 202.12964),(36 204.86835),(37 205.31122),(38 210.13733),(39 212.00836),(40 212.31326),(41 213.07431),(42 215.15056),(43 217.14297),(44 217.3488),(45 217.87726),(46 218.98401),(47 216.88997),(48 216.63959),(49 217.8058),(50 216.0074),(51 215.39171),(52 215.92401),(53 218.42058),(54 218.63406),(55 217.37509),(56 217.67268),(57 218.14311),(58 217.73534),(59 215.66133),(60 215.92755),(61 216.11449),(62 215.29301),(63 214.13141),(64 211.25966),(65 213.7713),(66 212.67073),(67 212.93143),(68 217.05467),(69 216.42287),(70 217.71692),(71 217.26482),(72 218.81433),(73 216.85281),(74 216.13962),(75 216.86545),(76 216.74977),(77 216.70483),(78 218.16925),(79 219.32649),
(1 137.47072),(2 156.2806),(3 162.9896),(4 167.18358),(5 169.28929),(6 171.02634),(7 170.96127),(8 176.08527),(9 177.43192),(10 178.04865),(11 179.94135),(12 180.14262),(13 179.34181),(14 178.7954),(15 177.81464),(16 178.18158),(17 178.4449),(18 179.83124),(19 178.32732),(20 179.73189),(21 179.96892),(22 179.489),(23 185.52623),(24 183.78387),(25 185.56316),(26 188.97052),(27 190.90485),(28 193.19081),(29 194.9141),(30 194.89276),(31 194.00348),(32 195.41864),(33 197.73372),(34 197.82784),(35 196.31091),(36 199.59247),(37 198.92903),(38 202.2645),(39 203.56438),(40 204.33264),(41 200.83879),(42 202.47504),(43 205.14986),(44 205.34067),(45 204.86685),(46 207.56145),(47 207.14653),(48 207.75502),(49 210.06204),(50 211.94182),(51 212.1006),(52 212.23978),(53 215.91397),(54 214.1689),(55 215.57202),(56 213.52945),(57 214.95978),(58 213.86385),(59 210.95764),(60 210.98622),(61 211.78383),(62 209.54694),(63 210.13545),(64 210.28761),(65 210.45293),(66 209.3264),(67 206.87073),(68 212.81012),(69 211.76285),(70 213.68076),(71 208.79564),(72 210.84117),(73 210.31331),(74 209.64728),(75 210.13324),(76 207.82088),(77 209.09448),(78 208.16142),(79 209.071),
(1 135.01273),(2 154.61731),(3 159.94182),(4 165.12305),(5 167.21269),(6 168.044),(7 169.62964),(8 173.1286),(9 176.80621),(10 177.43692),(11 177.49562),(12 179.03156),(13 177.76031),(14 178.18211),(15 176.51917),(16 179.4674),(17 177.67403),(18 176.83017),(19 176.77864),(20 179.30507),(21 177.54509),(22 177.30595),(23 180.91052),(24 179.2775),(25 180.53299),(26 183.50981),(27 185.06873),(28 187.71492),(29 187.49155),(30 189.91057),(31 188.55415),(32 189.82375),(33 193.74994),(34 193.57469),(35 194.55376),(36 199.09306),(37 200.01723),(38 200.88324),(39 202.41023),(40 202.85054),(41 200.4871),(42 203.39561),(43 204.25294),(44 204.26996),(45 205.1067),(46 208.43837),(47 208.85184),(48 209.9661),(49 209.71803),(50 213.1363),(51 212.06099),(52 213.96788),(53 215.93527),(54 212.43623),(55 212.49237),(56 212.99156),(57 213.10063),(58 211.9669),(59 210.37086),(60 211.31561),(61 211.04721),(62 210.41434),(63 209.01248),(64 209.42682),(65 207.96815),(66 209.404),(67 208.25587),(68 212.9964),(69 211.49185),(70 209.44525),(71 210.62831),(72 211.54065),(73 212.22874),(74 210.95168),(75 210.06686),(76 210.16187),(77 211.66197),(78 210.26892),(79 210.17152),
(1 138.86528),(2 157.19124),(3 164.6883),(4 170.23323),(5 172.91364),(6 173.21732),(7 175.54968),(8 177.85583),(9 181.06906),(10 181.4812),(11 180.33057),(12 181.47215),(13 181.77684),(14 181.03227),(15 180.24574),(16 180.54558),(17 181.08578),(18 181.38773),(19 180.46104),(20 180.37778),(21 178.90826),(22 179.85847),(23 182.99347),(24 183.38649),(25 184.88554),(26 187.33527),(27 190.32988),(28 191.51088),(29 192.98262),(30 194.29434),(31 195.98737),(32 197.6604),(33 198.99033),(34 198.97267),(35 200.76958),(36 204.23598),(37 204.81679),(38 206.72754),(39 207.22253),(40 207.49977),(41 207.61343),(42 212.02011),(43 210.41066),(44 212.89209),(45 214.5334),(46 213.32333),(47 212.03513),(48 212.07813),(49 212.16994),(50 214.97754),(51 215.92961),(52 216.41077),(53 219.78096),(54 218.0744),(55 215.37683),(56 215.44028),(57 216.79475),(58 216.86757),(59 217.72404),(60 219.69398),(61 218.71886),(62 218.2729),(63 217.88698),(64 216.28294),(65 218.08664),(66 218.4463),(67 219.64638),(68 222.40283),(69 219.70908),(70 221.33546),(71 220.6638),(72 223.03262),(73 222.99995),(74 221.66924),(75 223.3285),(76 224.40176),(77 225.72945),(78 224.90938),(79 226.85358),
(1 130.56303),(2 148.26443),(3 154.15034),(4 156.84766),(5 161.32362),(6 163.80428),(7 164.76799),(8 167.49916),(9 169.83424),(10 169.61574),(11 169.71281),(12 171.63675),(13 172.97127),(14 172.94778),(15 171.07054),(16 172.39645),(17 171.49913),(18 170.97581),(19 170.73958),(20 169.26497),(21 170.6249),(22 170.20639),(23 173.78116),(24 174.81537),(25 176.35515),(26 177.06386),(27 179.77708),(28 180.48578),(29 181.83127),(30 183.08963),(31 184.53958),(32 182.54208),(33 184.98857),(34 184.77676),(35 187.84334),(36 187.99385),(37 191.70383),(38 193.79224),(39 192.80049),(40 194.9597),(41 195.60826),(42 198.45045),(43 201.28323),(44 200.95862),(45 201.86917),(46 200.86166),(47 201.14429),(48 202.35991),(49 202.59926),(50 202.10959),(51 201.41498),(52 201.51003),(53 201.93842),(54 202.33803),(55 200.98534),(56 201.61221),(57 202.66551),(58 203.47737),(59 200.58467),(60 202.6015),(61 202.74925),(62 201.30292),(63 199.72533),(64 201.7015),(65 201.29337),(66 201.15694),(67 200.24957),(68 203.90071),(69 202.4753),(70 203.69144),(71 204.21724),(72 204.10083),(73 205.76909),(74 204.82094),(75 203.91905),(76 204.85555),(77 205.06831),(78 205.02414),(79 206.3194),
(1 133.85521),(2 153.72057),(3 159.31361),(4 165.73131),(5 166.90056),(6 168.84256),(7 170.13092),(8 174.37834),(9 176.62074),(10 177.8998),(11 178.83577),(12 179.15512),(13 180.3781),(14 180.10307),(15 176.68811),(16 178.70184),(17 177.82266),(18 178.46393),(19 177.77234),(20 176.06754),(21 177.11658),(22 178.07077),(23 182.02943),(24 181.93047),(25 180.97617),(26 182.77103),(27 184.88194),(28 185.26746),(29 185.42519),(30 187.80164),(31 188.07224),(32 187.7203),(33 190.08766),(34 192.21643),(35 192.9545),(36 195.32101),(37 195.60817),(38 200.17938),(39 200.99559),(40 200.20103),(41 202.96486),(42 202.4266),(43 202.52728),(44 201.46255),(45 204.38394),(46 205.54843),(47 205.17255),(48 207.43045),(49 204.75757),(50 205.73799),(51 208.87192),(52 208.71892),(53 209.91217),(54 209.2425),(55 206.90204),(56 208.71834),(57 208.52968),(58 209.66939),(59 207.42259),(60 208.03891),(61 208.069),(62 204.75938),(63 204.39497),(64 206.57529),(65 206.89198),(66 206.53297),(67 205.05171),(68 208.52391),(69 206.78664),(70 204.46814),(71 207.51973),(72 205.861),(73 206.22652),(74 203.91437),(75 203.45728),(76 203.18481),(77 204.2442),(78 205.18307),(79 206.00423),
(1 132.2356),(2 151.4889),(3 156.98792),(4 161.2734),(5 164.79878),(6 166.2437),(7 167.44106),(8 171.59113),(9 171.90282),(10 172.67924),(11 171.58545),(12 173.12944),(13 174.24437),(14 173.72928),(15 172.55682),(16 174.7331),(17 174.90295),(18 173.65817),(19 173.4879),(20 173.92331),(21 172.45789),(22 172.27553),(23 175.88208),(24 173.87114),(25 176.3429),(26 178.94533),(27 180.01315),(28 181.73143),(29 182.6478),(30 183.61609),(31 184.73001),(32 182.66455),(33 184.58429),(34 186.22633),(35 187.73016),(36 188.42203),(37 188.7093),(38 191.98204),(39 190.82925),(40 192.50688),(41 192.0865),(42 193.11787),(43 194.78412),(44 198.2889),(45 197.88411),(46 200.39769),(47 199.95717),(48 200.86758),(49 201.56345),(50 200.24895),(51 202.54547),(52 200.5255),(53 203.81255),(54 202.87904),(55 201.04552),(56 205.37132),(57 203.83656),(58 203.41931),(59 203.28166),(60 203.4501),(61 205.00864),(62 206.22809),(63 203.24915),(64 203.80602),(65 204.43837),(66 204.26563),(67 205.2947),(68 207.25668),(69 206.206),(70 205.12628),(71 204.42209),(72 203.70288),(73 202.75269),(74 205.78973),(75 206.83081),(76 207.3452),(77 209.75787),(78 209.25232),(79 211.15053),
(1 132.02026),(2 150.7771),(3 159.2372),(4 164.6642),(5 165.63152),(6 169.9136),(7 173.44333),(8 176.5412),(9 176.20618),(10 176.46214),(11 175.18039),(12 176.6965),(13 177.59514),(14 179.20331),(15 179.81075),(16 178.68404),(17 179.36436),(18 177.16548),(19 176.6636),(20 177.77419),(21 177.13412),(22 177.1129),(23 178.94212),(24 180.79213),(25 181.88351),(26 185.40732),(27 184.14436),(28 185.38713),(29 186.29509),(30 188.19528),(31 188.48082),(32 188.66487),(33 194.18114),(34 193.72293),(35 193.02864),(36 193.89175),(37 195.17955),(38 198.98216),(39 199.17386),(40 200.52254),(41 202.47723),(42 203.94135),(43 204.34222),(44 205.60498),(45 206.0304),(46 206.55827),(47 207.3299),(48 208.65634),(49 208.22542),(50 209.41705),(51 211.01083),(52 209.7878),(53 213.36868),(54 211.90543),(55 210.37646),(56 211.5311),(57 209.44185),(58 210.47195),(59 211.68724),(60 212.02895),(61 210.88667),(62 211.08217),(63 208.95613),(64 208.98335),(65 208.56305),(66 207.72807),(67 210.47255),(68 215.12543),(69 213.77246),(70 213.4826),(71 214.22876),(72 214.29417),(73 214.99854),(74 214.94109),(75 214.9165),(76 216.96544),(77 216.01173),(78 216.65607),(79 216.68193),
(1 129.01694),(2 146.97404),(3 153.46648),(4 159.4512),(5 158.72896),(6 160.46556),(7 162.56438),(8 165.29729),(9 166.5258),(10 166.03377),(11 165.83075),(12 168.04614),(13 168.8191),(14 169.82918),(15 168.85646),(16 169.77675),(17 169.1986),(18 167.61044),(19 169.5327),(20 170.61801),(21 170.36906),(22 170.67802),(23 173.29129),(24 174.8796),(25 175.03302),(26 178.50069),(27 180.64091),(28 181.04184),(29 181.68341),(30 181.70438),(31 184.97643),(32 184.28235),(33 185.60403),(34 187.58974),(35 187.81905),(36 188.32272),(37 191.00938),(38 191.63646),(39 189.32426),(40 190.42122),(41 191.09325),(42 194.06523),(43 194.3149),(44 193.9632),(45 193.29176),(46 195.34692),(47 196.81056),(48 196.08339),(49 196.8001),(50 198.47464),(51 199.1105),(52 198.45354),(53 201.36975),(54 197.62347),(55 198.6168),(56 198.94698),(57 197.8486),(58 199.97038),(59 199.73096),(60 198.76283),(61 199.83151),(62 199.69807),(63 198.306),(64 198.35208),(65 199.64558),(66 200.32925),(67 197.92856),(68 202.30894),(69 199.4613),(70 197.22035),(71 196.49763),(72 197.88483),(73 198.29672),(74 198.31206),(75 197.71278),(76 199.27936),(77 200.80496),(78 199.31964),(79 201.208),
(1 126.670364),(2 144.52121),(3 151.03761),(4 155.80008),(5 159.91681),(6 161.68207),(7 161.30798),(8 164.27086),(9 164.04958),(10 164.97868),(11 165.6248),(12 167.18922),(13 166.70535),(14 166.84247),(15 166.24774),(16 167.82507),(17 166.58366),(18 166.14801),(19 167.24734),(20 167.67793),(21 168.35637),(22 166.82883),(23 169.64726),(24 168.94472),(25 168.86699),(26 172.8402),(27 175.73753),(28 175.94255),(29 179.21095),(30 177.58466),(31 179.03809),(32 181.02058),(33 183.49751),(34 185.072),(35 186.82692),(36 185.83484),(37 186.85287),(38 188.75839),(39 189.68353),(40 191.28189),(41 191.98206),(42 193.04018),(43 194.22778),(44 191.8195),(45 192.73897),(46 194.3636),(47 196.77841),(48 195.10936),(49 196.24835),(50 197.13947),(51 196.76161),(52 196.87274),(53 198.91556),(54 200.71855),(55 200.42073),(56 200.75485),(57 200.30362),(58 200.80098),(59 200.51068),(60 202.5064),(61 202.22661),(62 201.43983),(63 201.02103),(64 202.7698),(65 202.33394),(66 202.84534),(67 202.05782),(68 206.92384),(69 205.75998),(70 204.92737),(71 204.02698),(72 205.36435),(73 203.47307),(74 204.44461),(75 204.46844),(76 206.72102),(77 205.9952),(78 207.07722),(79 208.2479),
