1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 23004.93),(2 36829.766),(3 93355.06),(4 133230.44),(5 171961.05),(6 218972.81),(7 266434.1),(8 315941.72),(9 366775.5),(10 424179.66),(11 469293.47),(12 520816.16),(13 576188.3),(14 622207.25),(15 673773.75),(16 741148.56),(17 808985.8),(18 881302.2),(19 949289.06),(20 1032034.25),(21 1103218.1),(22 1172733.1),(23 1253829.6),(24 1312424),(25 1363209.1),(26 1434173.1),(27 1481862.9),(28 1588777.1),(29 1663407.4),(30 1728451.9),(31 1785308.1),(32 1866834.1),(33 1944092.6),(34 2023204),(35 2122877.3),(36 2218656.8),(37 2318731),(38 2458906.3),(39 2584143.3),(40 2680403.8),(41 2848640.3),(42 2972335.3),(43 3159685.8),(44 3283017.8),(45 3460215),(46 3627309),(47 3769115),(48 3966738),(49 4126285.3),(50 4282641.5),(51 4461213.5),(52 4658921),(53 4840671.5),(54 5035169),(55 5230379.5),(56 5380075.5),(57 5570522.5),(58 5757282),(59 5907333.5),(60 6043743.5),(61 6176097.5),(62 6252646.5),(63 6368054.5),(64 6448493.5),(65 6513448),(66 6616039.5),(67 6709866.5),(68 6784739.5),(69 6907744),(70 6998410),(71 7081468.5),(72 7185570),(73 7285398),(74 7360461.5),(75 7463508),(76 7554603.5),(77 7637376),(78 7694682.5),(79 7791740),
(1 102.880516),(2 115.77137),(3 128.83408),(4 134.46048),(5 139.10686),(6 142.73322),(7 143.05632),(8 146.31647),(9 149.12314),(10 148.01065),(11 148.88708),(12 151.34393),(13 150.5501),(14 150.59132),(15 151.81213),(16 149.57785),(17 151.2126),(18 150.5978),(19 150.4311),(20 149.55028),(21 150.93692),(22 152.53087),(23 154.0304),(24 156.35873),(25 159.15286),(26 161.2661),(27 159.22598),(28 163.94002),(29 164.76927),(30 165.93008),(31 168.54138),(32 166.05411),(33 165.25058),(34 167.66843),(35 165.3445),(36 165.20851),(37 166.9157),(38 164.99554),(39 165.0042),(40 166.22614),(41 163.75734),(42 165.45224),(43 162.90494),(44 164.53185),(45 162.30872),(46 158.92949),(47 160.83862),(48 160.0349),(49 157.58508),(50 158.49496),(51 155.57156),(52 153.88911),(53 156.85133),(54 156.85387),(55 156.5268),(56 159.34471),(57 159.28893),(58 158.46727),(59 161.79524),(60 159.36774),(61 159.98853),(62 161.7338),(63 158.38689),(64 156.6554),(65 159.06792),(66 156.79762),(67 157.16553),(68 158.09462),(69 157.0946),(70 157.7974),(71 160.95265),(72 160.09865),(73 161.4153),(74 165.54031),(75 163.62865),(76 165.27556),(77 168.47044),(78 172.61438),(79 166.91643),
(1 101.38048),(2 115.0343),(3 128.5018),(4 133.60283),(5 136.14053),(6 141.36353),(7 140.45085),(8 143.78801),(9 147.54813),(10 147.21973),(11 148.29501),(12 151.05777),(13 150.7278),(14 150.59464),(15 150.07637),(16 148.04369),(17 151.00679),(18 150.0532),(19 152.68808),(20 151.6092),(21 153.8574),(22 155.47752),(23 156.23361),(24 154.17857),(25 160.21745),(26 160.40335),(27 156.38937),(28 162.52248),(29 161.76135),(30 161.34364),(31 164.13492),(32 162.9699),(33 160.80617),(34 162.77647),(35 162.56923),(36 160.99649),(37 164.55312),(38 159.99174),(39 159.11755),(40 161.58482),(41 160.8583),(42 161.75455),(43 159.27757),(44 160.10684),(45 158.71365),(46 156.92984),(47 158.58081),(48 157.64832),(49 156.905),(50 157.18143),(51 153.65907),(52 151.77756),(53 155.6711),(54 154.1717),(55 152.61652),(56 155.92212),(57 156.69656),(58 156.46626),(59 159.04373),(60 157.23946),(61 157.28952),(62 159.98944),(63 157.46652),(64 157.62495),(65 159.63962),(66 158.15164),(67 158.18654),(68 158.15689),(69 157.99028),(70 158.17026),(71 158.77142),(72 159.00377),(73 162.45786),(74 162.41135),(75 163.3933),(76 162.23306),(77 164.72426),(78 167.03247),(79 164.60477),
(1 99.3457),(2 114.20635),(3 126.95853),(4 131.49051),(5 136.23947),(6 141.08415),(7 140.11331),(8 144.14401),(9 147.1059),(10 146.85966),(11 146.77707),(12 150.4893),(13 149.56679),(14 148.2296),(15 149.60324),(16 147.50537),(17 149.68747),(18 149.17387),(19 151.59618),(20 150.88043),(21 151.35995),(22 155.08173),(23 154.66443),(24 153.23293),(25 159.19896),(26 160.52301),(27 159.87384),(28 164.33626),(29 161.8334),(30 162.7571),(31 164.74187),(32 163.89304),(33 163.05553),(34 164.8966),(35 162.16399),(36 162.99672),(37 164.43193),(38 162.10916),(39 162.07478),(40 163.29062),(41 161.15366),(42 163.06952),(43 160.77048),(44 161.52872),(45 158.45131),(46 156.77174),(47 159.63164),(48 157.19392),(49 154.42882),(50 154.05595),(51 152.85344),(52 150.76674),(53 154.20512),(54 152.81416),(55 152.2101),(56 154.95497),(57 154.58551),(58 154.52426),(59 157.16498),(60 156.65526),(61 157.71284),(62 158.41472),(63 155.13318),(64 157.82137),(65 157.6064),(66 156.89629),(67 155.42726),(68 156.05693),(69 155.32468),(70 154.79738),(71 157.98871),(72 158.75763),(73 159.83005),(74 159.82928),(75 159.6399),(76 160.32564),(77 161.98158),(78 166.27878),(79 165.9178),
(1 98.30882),(2 111.650475),(3 126.51397),(4 128.50992),(5 132.99483),(6 137.60698),(7 138.60028),(8 140.88513),(9 141.34192),(10 142.45766),(11 141.08482),(12 143.69489),(13 144.89967),(14 144.78381),(15 145.99004),(16 144.66904),(17 143.93785),(18 142.60306),(19 144.64163),(20 143.64754),(21 144.25429),(22 146.44629),(23 146.32922),(24 147.24608),(25 151.88669),(26 152.54617),(27 150.86302),(28 156.28357),(29 154.95313),(30 155.57428),(31 157.85828),(32 155.99062),(33 155.99103),(34 159.11107),(35 157.08777),(36 157.63704),(37 157.73503),(38 156.4731),(39 155.33186),(40 159.14294),(41 158.02826),(42 160.13318),(43 157.13313),(44 160.46037),(45 157.39992),(46 154.25735),(47 155.1036),(48 152.60115),(49 150.15071),(50 150.32642),(51 148.06143),(52 145.82428),(53 148.41551),(54 146.22993),(55 145.33324),(56 149.32396),(57 149.19589),(58 148.88834),(59 152.26169),(60 150.55261),(61 149.29552),(62 150.42776),(63 147.5107),(64 147.55025),(65 149.67267),(66 148.51735),(67 147.73206),(68 148.80893),(69 148.41028),(70 147.89108),(71 152.28105),(72 151.68742),(73 152.44513),(74 154.30661),(75 152.67383),(76 154.13788),(77 158.0345),(78 162.67934),(79 161.5017),
(1 97.46909),(2 111.84107),(3 126.27665),(4 129.31647),(5 132.8827),(6 138.0491),(7 139.21834),(8 141.94942),(9 143.80772),(10 144.74234),(11 143.29144),(12 145.00949),(13 144.24934),(14 143.73526),(15 144.64067),(16 144.28806),(17 145.65002),(18 144.09172),(19 145.12029),(20 143.94598),(21 144.69308),(22 146.03075),(23 147.66359),(24 147.50298),(25 150.90671),(26 152.71109),(27 151.66525),(28 157.97734),(29 156.53096),(30 156.69467),(31 159.70119),(32 158.54068),(33 158.03734),(34 161.55994),(35 158.53429),(36 158.04375),(37 158.96352),(38 157.12277),(39 156.86143),(40 159.4865),(41 157.95123),(42 161.35773),(43 159.22433),(44 160.61163),(45 158.20506),(46 155.33052),(47 156.07445),(48 153.44688),(49 151.76427),(50 152.82916),(51 150.01343),(52 146.18224),(53 149.5774),(54 148.47932),(55 149.6908),(56 153.9142),(57 152.14215),(58 153.60605),(59 155.6057),(60 154.78284),(61 154.6713),(62 156.44305),(63 152.54475),(64 151.20773),(65 154.21342),(66 152.48341),(67 152.33841),(68 152.43816),(69 154.27902),(70 154.19994),(71 157.44011),(72 156.43982),(73 156.96988),(74 159.91908),(75 157.8799),(76 158.12346),(77 161.25461),(78 165.42229),(79 164.46664),
(1 95.33579),(2 109.35767),(3 124.161575),(4 126.66786),(5 129.58751),(6 135.30765),(7 137.4666),(8 139.31259),(9 142.54665),(10 141.27615),(11 141.06532),(12 143.78409),(13 142.50394),(14 142.59508),(15 144.73483),(16 144.04517),(17 145.86107),(18 144.63936),(19 145.0246),(20 143.42096),(21 144.85341),(22 145.75082),(23 148.25581),(24 147.11737),(25 150.41104),(26 150.95073),(27 150.70535),(28 156.24966),(29 154.6586),(30 154.76358),(31 156.80518),(32 156.45242),(33 157.08826),(34 158.45242),(35 157.27834),(36 157.07103),(37 159.7621),(38 158.3148),(39 158.21129),(40 158.90268),(41 157.3991),(42 159.39514),(43 157.45042),(44 157.82196),(45 155.8915),(46 154.22519),(47 157.64284),(48 153.35124),(49 149.94218),(50 150.92368),(51 148.33694),(52 146.71077),(53 150.27682),(54 149.22345),(55 149.97263),(56 150.67137),(57 151.44437),(58 151.4015),(59 154.18094),(60 152.6637),(61 152.2407),(62 153.29779),(63 150.72261),(64 148.87529),(65 150.68059),(66 147.94844),(67 148.26875),(68 150.49652),(69 150.13216),(70 149.93988),(71 152.29285),(72 151.39546),(73 152.10509),(74 153.7874),(75 152.42218),(76 154.62172),(77 156.42232),(78 158.11504),(79 157.42236),
(1 94.52858),(2 108.54167),(3 122.8399),(4 124.56317),(5 127.55444),(6 132.44176),(7 134.55545),(8 135.44206),(9 139.38733),(10 139.37563),(11 140.16957),(12 143.25128),(13 142.22197),(14 142.75446),(15 142.99379),(16 141.4791),(17 142.79271),(18 142.27016),(19 141.94014),(20 140.74713),(21 141.41351),(22 143.6193),(23 144.6467),(24 144.0602),(25 147.78934),(26 148.16913),(27 147.80356),(28 152.47705),(29 149.80888),(30 149.76991),(31 152.88435),(32 151.96161),(33 152.89014),(34 155.6298),(35 153.43939),(36 153.4393),(37 154.67073),(38 155.48303),(39 153.56041),(40 154.30864),(41 152.25279),(42 154.79503),(43 153.01678),(44 154.14482),(45 151.50288),(46 151.00551),(47 152.88449),(48 150.62582),(49 148.18195),(50 150.22482),(51 147.2709),(52 145.53915),(53 150.17964),(54 148.82422),(55 149.13173),(56 151.29353),(57 151.13718),(58 149.13268),(59 152.3126),(60 152.44356),(61 150.56056),(62 153.14703),(63 150.9878),(64 148.75592),(65 151.15787),(66 147.7064),(67 147.06786),(68 149.15936),(69 148.97292),(70 151.19057),(71 154.53271),(72 155.60666),(73 155.10997),(74 158.20561),(75 156.85399),(76 158.07886),(77 160.60254),(78 163.09242),(79 160.54005),
(1 92.96744),(2 105.88573),(3 120.07794),(4 122.10524),(5 124.01681),(6 129.10834),(7 129.98093),(8 132.15865),(9 135.47577),(10 135.39471),(11 136.11505),(12 138.69365),(13 137.81155),(14 137.33344),(15 137.65395),(16 136.7995),(17 138.77673),(18 137.61552),(19 139.19058),(20 138.72208),(21 139.02792),(22 141.11992),(23 142.5371),(24 141.91447),(25 145.40038),(26 146.62442),(27 145.83116),(28 150.71834),(29 150.4354),(30 151.04738),(31 153.53244),(32 152.56311),(33 151.23425),(34 152.96596),(35 152.15228),(36 150.70256),(37 152.77103),(38 152.21576),(39 150.78935),(40 152.00168),(41 150.6302),(42 151.24216),(43 150.77705),(44 152.30922),(45 149.71979),(46 148.70007),(47 150.03163),(48 148.46347),(49 145.48737),(50 147.28006),(51 144.64099),(52 142.90584),(53 145.16855),(54 143.37979),(55 143.14194),(56 145.73932),(57 146.43362),(58 145.86183),(59 149.07742),(60 149.36465),(61 149.02554),(62 151.1078),(63 147.14745),(64 146.35031),(65 147.35236),(66 144.80296),(67 144.67517),(68 145.77252),(69 145.51003),(70 146.29724),(71 148.08194),(72 148.53865),(73 148.44771),(74 151.43733),(75 150.86916),(76 153.51007),(77 155.68967),(78 157.01942),(79 155.10406),
(1 91.234055),(2 104.03249),(3 116.66393),(4 119.986534),(5 121.28834),(6 126.180725),(7 128.84645),(8 131.76237),(9 135.39185),(10 132.96475),(11 133.6587),(12 135.4262),(13 134.1216),(14 133.96962),(15 133.8259),(16 133.69249),(17 135.68002),(18 134.45895),(19 136.16576),(20 134.48486),(21 136.54749),(22 138.9763),(23 138.60352),(24 138.98601),(25 140.90749),(26 142.10812),(27 140.86366),(28 146.20686),(29 144.60593),(30 143.72523),(31 147.63475),(32 146.08287),(33 145.72133),(34 147.35237),(35 146.37288),(36 145.85355),(37 148.04521),(38 146.32431),(39 145.31148),(40 147.21382),(41 147.0031),(42 148.83829),(43 146.0759),(44 147.36687),(45 146.02669),(46 144.19585),(47 144.83142),(48 143.87607),(49 140.9989),(50 144.25478),(51 140.19112),(52 139.59573),(53 142.47363),(54 141.30817),(55 141.67236),(56 143.05603),(57 142.2272),(58 142.80547),(59 144.13182),(60 144.55334),(61 144.874),(62 146.27245),(63 142.74112),(64 143.27025),(65 143.8663),(66 142.47304),(67 142.94798),(68 144.99617),(69 143.736),(70 144.38504),(71 146.49808),(72 145.84512),(73 146.58263),(74 148.32896),(75 146.89932),(76 148.3779),(77 150.37376),(78 155.06898),(79 150.88737),
(1 90.703705),(2 101.686806),(3 113.37605),(4 116.26447),(5 118.218056),(6 124.845085),(7 125.3953),(8 128.02383),(9 130.75233),(10 131.17795),(11 130.68752),(12 132.916),(13 131.98122),(14 132.13103),(15 132.67653),(16 133.77968),(17 135.38919),(18 134.7562),(19 135.76315),(20 134.48628),(21 135.95535),(22 137.41959),(23 139.11919),(24 139.253),(25 141.48308),(26 141.87271),(27 140.74924),(28 144.23236),(29 143.39143),(30 145.0271),(31 145.43967),(32 144.56323),(33 143.61159),(34 145.35869),(35 145.3592),(36 144.95242),(37 145.56354),(38 145.60866),(39 144.46227),(40 147.50388),(41 144.12654),(42 146.27821),(43 144.64737),(44 145.3707),(45 142.18402),(46 140.31094),(47 140.70007),(48 138.60002),(49 137.57703),(50 139.32307),(51 136.57863),(52 137.38928),(53 141.0406),(54 138.19716),(55 137.34645),(56 140.42395),(57 139.97917),(58 140.37996),(59 143.73776),(60 143.01245),(61 142.36249),(62 144.3353),(63 140.91978),(64 140.70499),(65 141.21161),(66 138.81511),(67 139.06276),(68 141.9223),(69 140.56947),(70 140.38217),(71 144.53743),(72 143.03735),(73 144.31213),(74 145.36647),(75 144.74286),(76 146.62154),(77 148.46838),(78 153.02213),(79 150.03264),
(1 92.55086),(2 104.20544),(3 115.83942),(4 119.08219),(5 121.28929),(6 127.7861),(7 128.21713),(8 130.71803),(9 133.13165),(10 133.359),(11 134.17638),(12 134.7587),(13 133.74968),(14 133.34904),(15 134.01352),(16 133.67328),(17 133.36057),(18 134.10358),(19 135.21243),(20 134.1869),(21 134.27597),(22 135.11),(23 135.18645),(24 134.06058),(25 138.37024),(26 138.07837),(27 135.65155),(28 142.1067),(29 140.26843),(30 141.45647),(31 143.55203),(32 141.70482),(33 142.1784),(34 143.54231),(35 143.46051),(36 143.82005),(37 145.3733),(38 144.78508),(39 144.24284),(40 145.2725),(41 143.23451),(42 144.5432),(43 141.13571),(44 142.83618),(45 140.84296),(46 139.16101),(47 139.44876),(48 138.10468),(49 137.59212),(50 137.68103),(51 135.63899),(52 135.51543),(53 138.07022),(54 136.1096),(55 135.92358),(56 139.06494),(57 138.2986),(58 138.6167),(59 143.48924),(60 141.14726),(61 141.05626),(62 141.68745),(63 139.3949),(64 139.61389),(65 140.0452),(66 137.77417),(67 137.33076),(68 139.28151),(69 138.91771),(70 138.74356),(71 141.38708),(72 139.74257),(73 141.87993),(74 142.69586),(75 142.21643),(76 145.06487),(77 146.56558),(78 150.087),(79 148.72295),
(1 87.80631),(2 98.7693),(3 111.08048),(4 114.83338),(5 117.859505),(6 123.32473),(7 124.675514),(8 127.497375),(9 130.81378),(10 129.30211),(11 128.93855),(12 131.28146),(13 129.78894),(14 129.67084),(15 130.83853),(16 130.33067),(17 132.51907),(18 131.88353),(19 133.38318),(20 131.08423),(21 132.02917),(22 134.35022),(23 135.74474),(24 136.27167),(25 138.71371),(26 137.97357),(27 137.101),(28 142.27386),(29 141.60226),(30 140.6885),(31 144.27728),(32 141.62865),(33 141.79558),(34 143.8791),(35 142.10242),(36 143.45493),(37 144.11636),(38 143.00653),(39 141.78209),(40 145.00905),(41 142.13995),(42 144.62215),(43 142.13506),(44 144.20862),(45 142.16043),(46 141.24808),(47 139.96272),(48 138.33386),(49 135.89159),(50 137.0027),(51 135.56335),(52 134.01147),(53 136.38826),(54 134.80508),(55 134.9179),(56 137.35608),(57 136.80212),(58 136.93425),(59 140.47449),(60 139.73679),(61 138.97882),(62 140.53508),(63 136.97765),(64 137.01785),(65 138.21602),(66 136.25969),(67 136.53844),(68 138.69531),(69 137.19067),(70 138.19846),(71 140.429),(72 138.75652),(73 140.04326),(74 140.74274),(75 140.07895),(76 142.2347),(77 145.05383),(78 148.85185),(79 146.12787),
(1 86.81442),(2 97.97917),(3 109.35694),(4 112.422066),(5 116.6726),(6 120.618866),(7 122.446815),(8 123.643105),(9 126.556946),(10 125.4052),(11 125.29204),(12 127.62493),(13 126.53552),(14 126.38498),(15 128.43558),(16 127.11119),(17 128.90611),(18 126.89592),(19 129.22406),(20 128.67796),(21 129.14145),(22 131.24042),(23 130.18753),(24 131.17548),(25 134.07718),(26 133.50693),(27 133.88269),(28 139.14299),(29 138.44305),(30 137.19283),(31 141.86656),(32 140.70279),(33 140.34302),(34 143.37184),(35 141.93361),(36 141.93875),(37 142.4885),(38 141.36911),(39 140.55164),(40 143.57465),(41 141.69437),(42 143.36163),(43 140.47688),(44 141.16667),(45 141.40887),(46 138.31119),(47 138.24596),(48 135.63437),(49 133.02611),(50 134.0252),(51 132.89302),(52 131.58867),(53 135.6514),(54 132.58803),(55 133.14842),(56 135.85396),(57 135.159),(58 133.75255),(59 137.97841),(60 136.58397),(61 136.35884),(62 137.28989),(63 133.93349),(64 134.19519),(65 134.90079),(66 133.85748),(67 133.4648),(68 134.86807),(69 133.30457),(70 132.61072),(71 135.32185),(72 133.36836),(73 135.21288),(74 136.57901),(75 135.97137),(76 137.30106),(77 138.12708),(78 141.4505),(79 139.74219),
(1 86.01184),(2 97.439705),(3 109.984825),(4 112.11907),(5 116.62366),(6 121.00191),(7 122.5401),(8 124.28925),(9 126.66015),(10 126.598755),(11 126.9594),(12 129.32295),(13 128.02187),(14 127.68395),(15 128.4227),(16 126.99665),(17 128.30533),(18 127.44457),(19 128.1871),(20 128.75652),(21 129.54095),(22 131.66096),(23 131.78241),(24 131.15582),(25 134.74622),(26 135.35443),(27 135.20306),(28 139.44412),(29 138.33403),(30 138.07553),(31 139.87349),(32 139.01158),(33 138.96179),(34 141.00261),(35 139.4568),(36 138.52342),(37 140.04758),(38 138.53935),(39 137.41261),(40 137.37912),(41 136.06636),(42 138.309),(43 135.11269),(44 136.69893),(45 135.92336),(46 134.18118),(47 133.981),(48 134.32349),(49 131.68866),(50 133.8),(51 131.39047),(52 130.40904),(53 132.69289),(54 131.63237),(55 131.96504),(56 134.99538),(57 135.15773),(58 135.16505),(59 138.21165),(60 135.35426),(61 137.42697),(62 137.2567),(63 135.07513),(64 134.70729),(65 135.72438),(66 134.59828),(67 133.91579),(68 134.87828),(69 134.05809),(70 133.28113),(71 134.81189),(72 133.8229),(73 135.10094),(74 136.85231),(75 135.12181),(76 136.19644),(77 138.34023),(78 141.7367),(79 139.51036),
(1 84.32933),(2 96.39069),(3 109.810104),(4 111.34452),(5 113.7498),(6 118.568855),(7 119.854935),(8 122.85553),(9 125.44212),(10 126.64524),(11 126.87569),(12 129.83257),(13 128.06651),(14 127.41531),(15 128.9144),(16 127.095795),(17 128.80034),(18 127.91312),(19 128.0184),(20 127.475655),(21 129.25894),(22 130.2366),(23 131.14616),(24 130.63797),(25 133.49854),(26 135.82098),(27 134.1416),(28 137.26822),(29 137.56213),(30 138.5602),(31 139.93526),(32 138.90463),(33 137.44763),(34 139.90619),(35 137.03705),(36 137.37074),(37 139.57631),(38 137.16989),(39 136.78296),(40 137.00311),(41 134.83731),(42 136.49585),(43 133.69666),(44 135.22928),(45 134.0263),(46 131.38242),(47 131.2295),(48 130.25043),(49 129.04443),(50 130.04068),(51 128.12422),(52 128.23346),(53 130.80472),(54 131.71568),(55 132.27715),(56 134.69331),(57 134.04541),(58 134.31616),(59 136.68759),(60 135.54904),(61 135.20969),(62 136.84824),(63 134.44977),(64 133.90196),(65 135.36522),(66 133.91176),(67 133.45053),(68 134.10764),(69 135.05371),(70 133.77303),(71 135.30544),(72 134.8984),(73 135.93593),(74 136.50139),(75 134.67416),(76 136.17545),(77 138.98828),(78 142.81038),(79 140.65494),
(1 82.946335),(2 95.01633),(3 106.84722),(4 109.34803),(5 112.74444),(6 116.58507),(7 117.95169),(8 119.6807),(9 123.20106),(10 122.22383),(11 122.45977),(12 124.58728),(13 123.69749),(14 123.77812),(15 124.74996),(16 123.82203),(17 124.921524),(18 123.06336),(19 123.519226),(20 123.7015),(21 123.34594),(22 124.622574),(23 126.08885),(24 126.92407),(25 130.42154),(26 131.43068),(27 131.34724),(28 135.35822),(29 136.05225),(30 136.45346),(31 138.69107),(32 138.14226),(33 136.91658),(34 139.37802),(35 137.42592),(36 137.59822),(37 138.85255),(38 135.7131),(39 136.47545),(40 137.0869),(41 134.80524),(42 136.62544),(43 134.16618),(44 135.58846),(45 134.7997),(46 133.16689),(47 133.7311),(48 131.80676),(49 130.7292),(50 132.3745),(51 130.61629),(52 128.93979),(53 131.24922),(54 130.35446),(55 130.71808),(56 134.20305),(57 133.42564),(58 132.14558),(59 135.14606),(60 132.79247),(61 132.47348),(62 133.45308),(63 131.29425),(64 130.22603),(65 131.69164),(66 129.49731),(67 129.79558),(68 132.30682),(69 130.84787),(70 131.8687),(71 132.10983),(72 132.03429),(73 133.67908),(74 135.45538),(75 135.11275),(76 136.79181),(77 138.85667),(78 142.34848),(79 140.25485),
(1 81.350975),(2 92.65089),(3 103.98117),(4 106.969696),(5 110.10266),(6 113.336266),(7 113.37905),(8 116.24879),(9 119.04595),(10 118.29891),(11 118.28711),(12 120.17485),(13 120.24602),(14 120.32198),(15 122.41175),(16 120.0186),(17 120.978195),(18 121.25001),(19 122.15746),(20 122.21632),(21 122.179634),(22 123.54424),(23 124.09503),(24 123.885925),(25 128.51218),(26 127.98069),(27 128.03645),(28 129.81396),(29 130.20412),(30 130.82164),(31 131.85645),(32 131.24692),(33 131.69736),(34 133.76733),(35 133.80284),(36 132.79407),(37 133.93703),(38 130.23131),(39 131.53813),(40 133.75034),(41 132.83583),(42 134.21275),(43 131.60873),(44 132.26524),(45 130.82303),(46 128.09764),(47 127.97216),(48 126.547424),(49 126.18006),(50 127.93253),(51 125.86517),(52 123.79539),(53 126.36265),(54 125.66814),(55 125.028366),(56 126.2621),(57 126.27394),(58 126.78832),(59 129.36035),(60 128.74101),(61 128.85274),(62 128.70334),(63 126.58577),(64 126.32681),(65 127.17525),(66 126.43619),(67 126.45721),(68 128.50514),(69 126.96781),(70 126.87394),(71 128.83984),(72 128.7824),(73 129.76749),(74 130.08885),(75 130.78842),(76 132.97037),(77 135.17113),(78 138.36424),(79 135.87741),
