1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 84750),(2 298334.97),(3 656842.56),(4 1165454.4),(5 1886142),(6 2795828.5),(7 3943780.3),(8 5354340.5),(9 7021919.5),(10 8973078),(11 11134971),(12 13627747),(13 16371187),(14 19418510),(15 22699634),(16 26435094),(17 30765168),(18 35510144),(19 40953516),(20 46782844),(21 53263410),(22 60378764),(23 68451530),(24 76667390),(25 84962770),(26 92734424),(27 100453960),(28 108205530),(29 115904380),(30 123558910),(31 130069000),(32 135243150),(33 139431120),(34 142675950),(35 145186060),(36 147294340),(37 148391630),(38 149115440),(39 148850220),(40 147681630),(41 145783730),(42 142966640),(43 139213040),(44 134415800),(45 129206360),(46 122998470),(47 116361150),(48 109244250),(49 101732410),(50 93698390),(51 85898376),(52 77647530),(53 70443720),(54 63537036),(55 57496132),(56 52127108),(57 47488068),(58 43833788),(59 41023650),(60 39271820),(61 37834636),(62 36870604),(63 36587644),(64 36726880),(65 37510956),(66 38527084),(67 39289330),(68 40433324),(69 41728660),(70 43443970),(71 45182964),(72 46685764),(73 48339696),(74 49752096),(75 51164064),(76 52638524),(77 54143300),(78 55612944),(79 56985692),
(1 156.45679),(2 175.17235),(3 186.15599),(4 204.22209),(5 203.11386),(6 219.71019),(7 229.22527),(8 232.11069),(9 233.77715),(10 242.35828),(11 242.32343),(12 253.66069),(13 246.68202),(14 250.05359),(15 250.52031),(16 252.07137),(17 256.3765),(18 249.26205),(19 250.94041),(20 247.93098),(21 251.26906),(22 252.87761),(23 257.30334),(24 259.85797),(25 257.56628),(26 260.40912),(27 260.0321),(28 258.72635),(29 259.63504),(30 263.44022),(31 257.85205),(32 257.57214),(33 262.1211),(34 261.63345),(35 265.98517),(36 263.1215),(37 260.6821),(38 265.14886),(39 268.70425),(40 266.59354),(41 265.21338),(42 266.20813),(43 261.8409),(44 257.73462),(45 257.7333),(46 255.2766),(47 252.856),(48 248.78351),(49 247.85712),(50 246.90935),(51 246.98544),(52 242.21411),(53 250.35762),(54 248.62675),(55 249.62025),(56 249.17955),(57 250.41743),(58 250.23543),(59 252.32826),(60 249.04909),(61 251.08887),(62 251.19829),(63 251.8403),(64 256.9347),(65 250.58363),(66 259.40182),(67 253.18092),(68 256.76367),(69 254.0881),(70 259.97),(71 254.22675),(72 262.44928),(73 269.39154),(74 264.7598),(75 266.88666),(76 267.66418),(77 268.1744),(78 266.86325),(79 266.31708),
(1 153.94447),(2 174.60841),(3 184.0525),(4 196.5279),(5 198.7946),(6 214.75703),(7 221.74213),(8 229.8995),(9 234.80826),(10 240.29),(11 239.89915),(12 250.99698),(13 243.687),(14 250.48125),(15 246.73167),(16 246.08113),(17 246.96368),(18 247.72952),(19 247.41885),(20 238.78648),(21 246.18703),(22 246.66621),(23 247.92656),(24 251.91667),(25 253.29271),(26 256.10565),(27 254.25609),(28 251.29395),(29 252.32227),(30 253.81746),(31 251.68788),(32 253.77573),(33 255.85536),(34 253.57309),(35 257.96115),(36 255.16249),(37 255.44435),(38 259.9422),(39 257.36584),(40 258.24863),(41 260.75012),(42 257.33374),(43 252.23674),(44 252.90465),(45 250.86285),(46 249.35966),(47 244.31184),(48 242.5008),(49 240.34589),(50 244.34166),(51 243.5177),(52 241.86484),(53 248.24117),(54 243.62994),(55 242.93292),(56 242.66585),(57 242.92828),(58 246.67201),(59 246.78235),(60 244.95265),(61 248.097),(62 249.5819),(63 249.71785),(64 252.94383),(65 243.76917),(66 248.59492),(67 247.18817),(68 249.54263),(69 245.38663),(70 250.32262),(71 247.95378),(72 251.61449),(73 257.49582),(74 250.25917),(75 253.27487),(76 256.0947),(77 256.3971),(78 254.48607),(79 256.3031),
(1 154.04053),(2 174.6981),(3 180.7408),(4 198.17058),(5 198.80879),(6 213.59512),(7 222.91356),(8 226.3842),(9 230.03212),(10 235.57173),(11 233.99829),(12 243.7961),(13 237.3771),(14 243.66644),(15 245.62505),(16 243.4932),(17 243.2302),(18 240.87784),(19 248.3061),(20 243.30911),(21 251.51042),(22 252.46016),(23 252.86894),(24 257.73456),(25 259.0364),(26 260.20386),(27 265.49612),(28 260.14032),(29 263.2464),(30 263.97897),(31 258.28818),(32 263.99078),(33 264.7578),(34 263.50497),(35 264.6246),(36 263.47937),(37 265.19577),(38 265.0219),(39 271.56348),(40 264.17734),(41 267.70007),(42 263.362),(43 259.849),(44 261.74188),(45 259.39493),(46 259.06296),(47 256.64426),(48 253.04475),(49 248.09003),(50 249.14183),(51 248.88911),(52 243.38663),(53 250.22513),(54 247.77675),(55 243.9687),(56 244.7783),(57 243.98483),(58 245.42763),(59 245.31003),(60 241.98901),(61 245.25772),(62 243.74521),(63 242.46559),(64 249.28),(65 240.5066),(66 242.54523),(67 250.6152),(68 248.90355),(69 244.52992),(70 253.56586),(71 252.63681),(72 249.24402),(73 261.17706),(74 247.3306),(75 254.89021),(76 254.6363),(77 254.34119),(78 251.83975),(79 253.02495),
(1 148.03943),(2 170.63104),(3 172.58281),(4 188.4444),(5 190.89523),(6 206.41562),(7 214.50487),(8 217.48766),(9 220.83882),(10 227.79749),(11 225.31013),(12 234.16795),(13 229.54065),(14 232.69875),(15 232.38211),(16 234.72762),(17 237.51541),(18 228.94936),(19 235.41891),(20 232.63821),(21 236.7497),(22 240.65907),(23 240.54636),(24 246.24939),(25 249.15071),(26 242.12917),(27 248.70444),(28 243.92926),(29 244.84235),(30 248.76923),(31 245.48055),(32 249.53387),(33 249.83705),(34 247.53181),(35 246.46803),(36 245.29216),(37 248.94371),(38 246.25085),(39 253.29118),(40 246.41937),(41 248.96034),(42 246.60748),(43 244.27467),(44 245.86775),(45 242.12292),(46 243.03178),(47 239.40746),(48 240.40149),(49 238.07393),(50 239.99222),(51 241.6017),(52 235.0043),(53 237.1504),(54 236.44812),(55 235.97731),(56 234.28586),(57 238.81454),(58 242.04994),(59 243.33827),(60 237.96986),(61 243.12192),(62 241.2264),(63 238.83815),(64 242.37987),(65 237.07399),(66 239.2516),(67 243.32974),(68 239.70941),(69 239.01509),(70 244.5081),(71 242.7589),(72 241.86058),(73 253.17638),(74 242.99364),(75 245.93494),(76 248.06787),(77 250.58372),(78 250.80702),(79 253.45901),
(1 147.6047),(2 172.74236),(3 175.98393),(4 190.5594),(5 194.45189),(6 205.43149),(7 214.08463),(8 220.7974),(9 224.00655),(10 229.86041),(11 228.30074),(12 237.64096),(13 232.08098),(14 236.1542),(15 235.00201),(16 234.23068),(17 241.34348),(18 233.08328),(19 238.46039),(20 237.3999),(21 246.66603),(22 246.26643),(23 249.51935),(24 248.7874),(25 252.39394),(26 247.52518),(27 253.6834),(28 251.10265),(29 246.89685),(30 250.43932),(31 247.38069),(32 249.23203),(33 249.56436),(34 247.14912),(35 251.97076),(36 246.33516),(37 248.16547),(38 249.9108),(39 250.84904),(40 245.20737),(41 244.699),(42 243.02328),(43 239.59428),(44 239.78546),(45 240.07487),(46 239.99182),(47 236.31517),(48 238.4766),(49 235.67107),(50 235.62482),(51 239.99269),(52 232.70424),(53 233.49489),(54 232.26314),(55 232.79572),(56 230.9385),(57 231.09222),(58 235.16428),(59 233.19844),(60 234.1617),(61 234.66672),(62 238.25674),(63 233.95622),(64 240.73027),(65 235.4874),(66 235.20303),(67 235.91878),(68 234.31035),(69 233.32106),(70 238.79836),(71 242.57124),(72 241.23538),(73 245.283),(74 239.59561),(75 242.6228),(76 243.35953),(77 242.43262),(78 244.5204),(79 245.9534),
(1 141.76128),(2 169.0945),(3 174.01707),(4 189.02713),(5 195.97107),(6 210.33029),(7 215.87561),(8 216.89597),(9 220.31311),(10 226.86145),(11 229.27892),(12 234.77858),(13 232.21022),(14 236.00177),(15 232.71404),(16 231.05182),(17 237.40715),(18 232.45314),(19 240.9468),(20 236.19823),(21 243.53535),(22 245.6501),(23 247.6741),(24 246.54698),(25 248.029),(26 249.50854),(27 249.31598),(28 247.23729),(29 247.79344),(30 248.82169),(31 245.96262),(32 248.61827),(33 251.9451),(34 246.81065),(35 249.50278),(36 251.7432),(37 249.46762),(38 249.41293),(39 250.95331),(40 245.38245),(41 245.09767),(42 245.19237),(43 244.987),(44 242.52682),(45 241.90352),(46 241.29619),(47 238.81563),(48 236.00996),(49 235.50249),(50 233.01839),(51 236.3354),(52 230.5919),(53 234.39038),(54 230.85362),(55 231.56706),(56 228.31204),(57 226.03206),(58 232.3072),(59 233.87971),(60 231.65874),(61 231.65465),(62 235.54816),(63 230.18697),(64 234.92848),(65 235.14713),(66 235.60327),(67 237.32996),(68 232.46906),(69 234.29518),(70 237.17416),(71 236.54994),(72 237.72357),(73 240.85873),(74 238.23122),(75 237.80824),(76 239.96075),(77 238.98119),(78 241.8431),(79 245.14316),
(1 143.23645),(2 167.71768),(3 173.76277),(4 186.3359),(5 193.93082),(6 206.11754),(7 211.1603),(8 215.2599),(9 218.18385),(10 226.36584),(11 228.34456),(12 233.90471),(13 234.00844),(14 233.60686),(15 236.00577),(16 235.6302),(17 238.015),(18 235.2103),(19 242.0487),(20 242.09041),(21 248.22769),(22 248.26704),(23 247.65434),(24 250.28769),(25 248.91565),(26 247.53702),(27 251.02614),(28 252.71045),(29 252.19653),(30 251.39311),(31 253.15324),(32 253.21902),(33 256.47406),(34 254.20103),(35 256.03162),(36 261.00555),(37 260.78287),(38 256.30872),(39 257.61398),(40 253.53085),(41 254.07452),(42 254.17172),(43 252.63435),(44 250.46133),(45 248.80513),(46 248.13335),(47 245.08691),(48 243.68814),(49 243.4509),(50 241.64102),(51 241.00166),(52 238.9652),(53 243.50511),(54 240.75844),(55 239.05284),(56 236.3274),(57 232.51004),(58 235.65591),(59 236.3696),(60 233.61409),(61 236.9591),(62 240.30656),(63 232.4571),(64 232.73157),(65 236.9178),(66 235.53369),(67 239.97627),(68 233.16183),(69 235.9906),(70 236.23958),(71 238.66626),(72 238.64606),(73 238.06453),(74 241.54153),(75 240.6446),(76 246.93192),(77 243.23563),(78 243.60652),(79 247.5776),
(1 146.83118),(2 168.80853),(3 176.05852),(4 192.71916),(5 196.83081),(6 210.06984),(7 218.96747),(8 223.21129),(9 223.61163),(10 229.17375),(11 233.26654),(12 236.62993),(13 236.99368),(14 236.72829),(15 239.79594),(16 239.95164),(17 243.8166),(18 241.97086),(19 247.70428),(20 247.6942),(21 248.87158),(22 250.66382),(23 245.1952),(24 246.9448),(25 248.3393),(26 250.68086),(27 252.97871),(28 254.15735),(29 251.5461),(30 254.1362),(31 253.95547),(32 253.40123),(33 254.28761),(34 255.24234),(35 257.58762),(36 259.397),(37 260.2458),(38 257.63657),(39 255.4747),(40 251.75793),(41 250.05276),(42 248.36478),(43 246.42603),(44 244.28784),(45 242.08818),(46 237.98451),(47 237.15556),(48 235.29617),(49 236.91002),(50 235.691),(51 237.72267),(52 235.60158),(53 238.4135),(54 234.81679),(55 236.21487),(56 231.58452),(57 232.53525),(58 234.89864),(59 232.83157),(60 230.16986),(61 237.12029),(62 239.81364),(63 238.56131),(64 240.37227),(65 241.22676),(66 239.89302),(67 246.42719),(68 239.57642),(69 240.08205),(70 242.12158),(71 246.28105),(72 241.9442),(73 242.19441),(74 249.283),(75 245.30255),(76 250.70016),(77 248.04604),(78 249.01971),(79 247.47694),
(1 136.40057),(2 158.50644),(3 163.90024),(4 179.62297),(5 180.74466),(6 195.57037),(7 202.58629),(8 206.97232),(9 209.22308),(10 216.44235),(11 219.49568),(12 218.44237),(13 221.82924),(14 224.69487),(15 225.63055),(16 225.65706),(17 228.76492),(18 224.16286),(19 236.67897),(20 230.46642),(21 233.8974),(22 236.40266),(23 234.5191),(24 236.64767),(25 235.2068),(26 237.5087),(27 239.97424),(28 239.37181),(29 240.66594),(30 242.78076),(31 237.9941),(32 238.61003),(33 240.31282),(34 237.995),(35 239.3752),(36 239.70999),(37 241.70403),(38 243.93382),(39 241.24188),(40 239.23698),(41 236.29176),(42 236.87067),(43 239.67801),(44 236.7459),(45 233.40584),(46 229.85725),(47 229.43867),(48 231.09578),(49 227.7214),(50 224.97153),(51 227.62488),(52 223.23987),(53 228.083),(54 218.56624),(55 220.59248),(56 218.19373),(57 216.4999),(58 218.63904),(59 218.32454),(60 218.33763),(61 223.649),(62 226.70471),(63 222.35762),(64 225.68901),(65 225.79332),(66 225.08553),(67 227.47911),(68 225.41687),(69 224.26257),(70 225.84663),(71 229.5291),(72 227.97617),(73 228.12212),(74 234.1532),(75 231.58148),(76 234.5149),(77 231.68378),(78 233.85345),(79 235.08841),
(1 138.30359),(2 161.68423),(3 168.76971),(4 183.0661),(5 185.78719),(6 195.58852),(7 203.68875),(8 205.9351),(9 211.56082),(10 220.70119),(11 220.79521),(12 223.11609),(13 227.39043),(14 228.81464),(15 232.3617),(16 233.87555),(17 235.62648),(18 234.69139),(19 238.24422),(20 234.42812),(21 240.33669),(22 237.70485),(23 237.04184),(24 238.58795),(25 233.56609),(26 235.72331),(27 238.95981),(28 238.40994),(29 236.70068),(30 240.27963),(31 241.3369),(32 237.85045),(33 239.35469),(34 240.78008),(35 241.06439),(36 245.2567),(37 245.97742),(38 246.34148),(39 244.68361),(40 241.08594),(41 238.08325),(42 239.32234),(43 240.28926),(44 242.75366),(45 238.5824),(46 233.62819),(47 231.95961),(48 231.62646),(49 227.2131),(50 228.75412),(51 229.3482),(52 224.94307),(53 230.02187),(54 225.02243),(55 223.41882),(56 224.66751),(57 218.0014),(58 224.08072),(59 221.53154),(60 223.96378),(61 227.51944),(62 231.56688),(63 228.03662),(64 230.5034),(65 229.92688),(66 230.94612),(67 230.32777),(68 231.50308),(69 230.46072),(70 232.95221),(71 237.90233),(72 233.46896),(73 237.63545),(74 241.0656),(75 242.26392),(76 241.79303),(77 240.7807),(78 243.14711),(79 245.34875),
(1 137.80525),(2 159.90283),(3 166.4189),(4 182.07953),(5 186.33778),(6 192.46873),(7 202.47327),(8 205.06982),(9 214.24211),(10 222.77563),(11 224.60194),(12 227.06932),(13 229.77797),(14 231.97731),(15 235.48721),(16 238.20161),(17 239.00618),(18 237.58441),(19 236.99362),(20 236.41145),(21 238.27179),(22 238.34477),(23 238.31316),(24 240.87854),(25 235.48193),(26 235.08643),(27 239.63116),(28 238.57133),(29 240.25),(30 242.9097),(31 240.63164),(32 239.0903),(33 239.08784),(34 241.45961),(35 240.08554),(36 240.30183),(37 243.63972),(38 242.61452),(39 242.15262),(40 240.0799),(41 237.57346),(42 237.80612),(43 234.57933),(44 236.62196),(45 232.21117),(46 228.55371),(47 227.54832),(48 227.61093),(49 226.31851),(50 226.09889),(51 228.42784),(52 220.83809),(53 226.09334),(54 224.32782),(55 220.60443),(56 227.8576),(57 220.36624),(58 223.7729),(59 226.4593),(60 227.5396),(61 228.5125),(62 228.85443),(63 225.854),(64 227.7008),(65 231.35837),(66 230.24641),(67 230.2194),(68 230.07205),(69 231.43999),(70 235.06726),(71 239.5802),(72 234.73393),(73 235.70354),(74 240.03592),(75 238.21542),(76 238.13399),(77 237.44945),(78 236.42267),(79 238.84071),
(1 138.56715),(2 160.33568),(3 166.22502),(4 181.8161),(5 187.33665),(6 194.65375),(7 204.13751),(8 212.11203),(9 211.32193),(10 219.6463),(11 220.30864),(12 223.82947),(13 226.26901),(14 229.30682),(15 231.0689),(16 229.94499),(17 231.26642),(18 229.6723),(19 235.70618),(20 234.19568),(21 235.17863),(22 236.50491),(23 233.70927),(24 235.60114),(25 233.6764),(26 235.64774),(27 240.47891),(28 241.09998),(29 238.76862),(30 239.80559),(31 238.04613),(32 240.9507),(33 242.1554),(34 242.85498),(35 242.39502),(36 244.46707),(37 244.57065),(38 245.04977),(39 246.5394),(40 247.59563),(41 244.94897),(42 246.76477),(43 241.96545),(44 241.88185),(45 241.8192),(46 234.08871),(47 233.63574),(48 228.7928),(49 228.17595),(50 225.55496),(51 227.51642),(52 224.5552),(53 223.18997),(54 225.9963),(55 219.36627),(56 222.85838),(57 219.24802),(58 218.05614),(59 225.21161),(60 220.95627),(61 223.6639),(62 222.85909),(63 224.4242),(64 224.67426),(65 230.02835),(66 228.29723),(67 228.62268),(68 228.61604),(69 227.62955),(70 229.23003),(71 233.02202),(72 230.57227),(73 235.13647),(74 236.99397),(75 238.18204),(76 237.359),(77 238.55894),(78 237.02678),(79 236.87225),
(1 137.2324),(2 157.80455),(3 164.47112),(4 180.43153),(5 183.37708),(6 190.18867),(7 202.04007),(8 206.72118),(9 204.03844),(10 211.77867),(11 212.29836),(12 216.00403),(13 218.85426),(14 221.64648),(15 227.21642),(16 227.52841),(17 232.57956),(18 230.95859),(19 228.1929),(20 230.90277),(21 235.38483),(22 236.29807),(23 233.42154),(24 235.89435),(25 235.97087),(26 234.52614),(27 242.0489),(28 244.91368),(29 238.13922),(30 247.14763),(31 244.20966),(32 244.31943),(33 242.58064),(34 244.30125),(35 241.66579),(36 243.4535),(37 242.76552),(38 240.62204),(39 242.32034),(40 244.77908),(41 246.8137),(42 244.57018),(43 243.71716),(44 241.18794),(45 240.65138),(46 236.4399),(47 234.2708),(48 231.84435),(49 226.77724),(50 225.49727),(51 224.74266),(52 223.90096),(53 226.25229),(54 223.85968),(55 220.26993),(56 221.29355),(57 222.00467),(58 224.34384),(59 225.31184),(60 225.49118),(61 228.45592),(62 226.33612),(63 224.75952),(64 227.06859),(65 229.66661),(66 232.26259),(67 231.41246),(68 232.18607),(69 233.58437),(70 234.46886),(71 239.25754),(72 237.49445),(73 241.4953),(74 243.23714),(75 239.5082),(76 241.90604),(77 240.40848),(78 241.45576),(79 238.46953),
(1 136.16464),(2 158.2311),(3 164.74709),(4 179.59172),(5 183.62305),(6 187.03976),(7 195.78061),(8 199.90889),(9 200.70988),(10 208.59756),(11 208.28162),(12 210.0656),(13 215.89046),(14 217.57088),(15 220.07822),(16 217.08546),(17 223.23732),(18 224.36757),(19 220.68336),(20 222.2141),(21 224.51045),(22 223.28926),(23 225.12009),(24 225.27043),(25 224.62126),(26 227.27254),(27 228.06354),(28 231.18176),(29 224.59229),(30 231.24123),(31 229.25993),(32 231.57843),(33 229.24388),(34 230.96997),(35 229.87433),(36 235.44681),(37 235.1881),(38 231.54645),(39 235.56314),(40 233.47624),(41 238.09445),(42 231.09438),(43 229.4273),(44 231.7256),(45 228.21906),(46 228.51582),(47 222.61867),(48 223.73624),(49 220.07901),(50 218.91096),(51 218.89908),(52 219.35316),(53 222.39777),(54 221.84807),(55 218.16756),(56 220.81493),(57 219.53394),(58 223.92912),(59 221.62912),(60 222.57025),(61 227.05966),(62 227.78825),(63 225.01251),(64 230.76118),(65 232.59772),(66 230.82553),(67 230.41286),(68 230.74655),(69 231.14201),(70 233.37485),(71 233.91162),(72 232.96072),(73 236.78807),(74 236.83133),(75 234.98972),(76 233.28844),(77 234.57993),(78 235.17001),(79 231.40466),
(1 137.12766),(2 162.67563),(3 169.51915),(4 181.57498),(5 187.78621),(6 191.7621),(7 197.7434),(8 202.18529),(9 202.77473),(10 210.24149),(11 212.93279),(12 212.9031),(13 217.56357),(14 218.62813),(15 222.43173),(16 219.05872),(17 226.39249),(18 226.58499),(19 224.46771),(20 225.73985),(21 227.63608),(22 227.75775),(23 226.56317),(24 227.67752),(25 223.9302),(26 224.58513),(27 231.26073),(28 229.73079),(29 225.66954),(30 229.54922),(31 232.58232),(32 232.4715),(33 231.09912),(34 233.54424),(35 230.71176),(36 234.15375),(37 236.70705),(38 233.52081),(39 231.95607),(40 233.21968),(41 233.79091),(42 230.14096),(43 231.42903),(44 231.66077),(45 230.1749),(46 227.47032),(47 224.06325),(48 223.20265),(49 218.84818),(50 219.81775),(51 220.9141),(52 219.9515),(53 220.77881),(54 220.96188),(55 214.942),(56 219.92093),(57 216.2709),(58 220.28568),(59 224.56317),(60 223.49197),(61 226.16315),(62 224.74196),(63 225.14676),(64 225.57855),(65 227.60486),(66 224.34927),(67 222.077),(68 221.3366),(69 224.88057),(70 232.47246),(71 232.13676),(72 232.42505),(73 233.21898),(74 229.77808),(75 229.12859),(76 227.10297),(77 230.90562),(78 231.58263),(79 231.55869),
(1 135.1929),(2 159.48792),(3 164.13788),(4 175.73476),(5 181.67738),(6 186.31288),(7 193.56644),(8 196.91916),(9 196.1168),(10 204.89159),(11 207.54675),(12 209.20958),(13 212.95067),(14 211.9489),(15 215.30872),(16 214.61513),(17 216.30603),(18 217.28102),(19 216.13287),(20 219.93025),(21 218.13972),(22 221.53082),(23 220.72563),(24 223.17699),(25 225.13278),(26 224.1626),(27 231.8372),(28 232.88278),(29 228.04726),(30 228.34883),(31 231.86887),(32 230.569),(33 227.37144),(34 230.26878),(35 232.38094),(36 233.38664),(37 235.69173),(38 233.55333),(39 228.90067),(40 232.62292),(41 231.13994),(42 229.39528),(43 231.60516),(44 226.1444),(45 224.88344),(46 221.32385),(47 217.45903),(48 216.1123),(49 212.52164),(50 213.49538),(51 215.2305),(52 211.81046),(53 212.73268),(54 211.8492),(55 207.86584),(56 213.70161),(57 212.09584),(58 208.00511),(59 214.69255),(60 218.30214),(61 220.36647),(62 217.06299),(63 217.04294),(64 222.32253),(65 224.79529),(66 228.14095),(67 226.7472),(68 223.84445),(69 229.29884),(70 229.98384),(71 228.05637),(72 231.05104),(73 231.04112),(74 231.51703),(75 235.36653),(76 235.78091),(77 235.33427),(78 232.82048),(79 232.53516),
(1 135.16844),(2 161.25856),(3 161.5347),(4 173.02742),(5 177.95653),(6 185.18843),(7 194.38411),(8 196.42598),(9 197.3082),(10 206.79503),(11 206.70757),(12 212.46173),(13 215.19664),(14 219.68315),(15 220.4695),(16 216.71297),(17 219.86484),(18 219.5639),(19 216.39865),(20 220.1087),(21 223.26231),(22 224.43938),(23 221.67801),(24 222.37022),(25 224.34485),(26 226.85612),(27 229.70595),(28 228.68584),(29 226.47823),(30 227.8062),(31 230.37059),(32 232.96393),(33 225.5761),(34 227.75854),(35 227.35497),(36 229.15787),(37 231.75252),(38 234.7972),(39 228.76784),(40 231.53304),(41 233.03273),(42 230.76378),(43 231.1627),(44 228.2843),(45 227.1659),(46 224.8843),(47 219.71718),(48 219.85567),(49 220.55528),(50 214.77364),(51 218.56635),(52 216.7697),(53 216.59422),(54 216.62308),(55 212.68294),(56 215.18588),(57 219.05318),(58 215.93372),(59 215.23149),(60 218.3482),(61 223.53362),(62 221.99422),(63 220.05746),(64 221.626),(65 222.96518),(66 222.54288),(67 224.48596),(68 224.10051),(69 225.3263),(70 227.4485),(71 227.13678),(72 230.21092),(73 233.16232),(74 235.71481),(75 234.18268),(76 234.85748),(77 236.37914),(78 234.30254),(79 236.69676),
(1 131.47122),(2 159.339),(3 159.78702),(4 170.33846),(5 175.49635),(6 185.09113),(7 189.02791),(8 188.46301),(9 192.22044),(10 199.95905),(11 203.35107),(12 202.45354),(13 205.93466),(14 209.3622),(15 211.86438),(16 208.51572),(17 211.50438),(18 210.3715),(19 209.60962),(20 214.00731),(21 218.1431),(22 218.60849),(23 220.74335),(24 221.50293),(25 220.88205),(26 222.6639),(27 224.01698),(28 223.91806),(29 219.41838),(30 222.08495),(31 224.57043),(32 226.81937),(33 224.12248),(34 224.99168),(35 228.95482),(36 231.98474),(37 231.7277),(38 232.06638),(39 229.72237),(40 230.7256),(41 230.79295),(42 227.54883),(43 229.03207),(44 226.00174),(45 224.95757),(46 220.77275),(47 218.66371),(48 220.55287),(49 220.49179),(50 212.38553),(51 214.9287),(52 214.37459),(53 215.2322),(54 216.06467),(55 214.05351),(56 216.68529),(57 216.29317),(58 216.19617),(59 211.98462),(60 215.9526),(61 219.7069),(62 219.14264),(63 220.03433),(64 222.45726),(65 227.33087),(66 224.83272),(67 227.04039),(68 226.4928),(69 226.26599),(70 225.3662),(71 224.4571),(72 223.44626),(73 225.75623),(74 226.43001),(75 228.1956),(76 228.35121),(77 230.58562),(78 229.90202),(79 230.19551),
