1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 103403.945),(2 312200.1),(3 541534.44),(4 760784.4),(5 952394.25),(6 1122536.4),(7 1258473.9),(8 1343427.5),(9 1427601.4),(10 1554793.8),(11 1732021.6),(12 1952714.8),(13 2173492.8),(14 2369052),(15 2542608.8),(16 2657839.3),(17 2745300.3),(18 2777919.3),(19 2760265),(20 2766363.3),(21 2775698.5),(22 2888427.3),(23 3030601.5),(24 3185835.8),(25 3302439.8),(26 3391699.5),(27 3432763.3),(28 3435821.5),(29 3435310.5),(30 3425529),(31 3413522),(32 3431019.5),(33 3464683.3),(34 3501937.8),(35 3528329),(36 3576158.5),(37 3589714.8),(38 3583829.5),(39 3568135),(40 3504134),(41 3440172.8),(42 3421087.3),(43 3443741.3),(44 3451426),(45 3470751.8),(46 3458964.3),(47 3436161.8),(48 3386545.5),(49 3330892.3),(50 3251435.5),(51 3156195.5),(52 3092293.5),(53 3097315.3),(54 3113193),(55 3159860.3),(56 3237979.3),(57 3271798.5),(58 3261356.3),(59 3220508.5),(60 3171592.3),(61 3124392),(62 3101521),(63 3111325.5),(64 3127952.3),(65 3173629.5),(66 3198796.3),(67 3204659.5),(68 3211403.3),(69 3180837.5),(70 3134754.8),(71 3056637.5),(72 2995503.3),(73 2947440.8),(74 2944879.8),(75 2950059.8),(76 2949572.3),(77 2970909.3),(78 2975725.3),(79 2963063),
(1 100121.625),(2 288446.25),(3 495861.25),(4 686435),(5 842649.94),(6 971926.56),(7 1073140.4),(8 1131898.5),(9 1179993.1),(10 1226088.3),(11 1309370),(12 1425239.6),(13 1557887.6),(14 1688981.5),(15 1812660.5),(16 1921904.6),(17 1999877.4),(18 2058517),(19 2073438.5),(20 2097157),(21 2133795),(22 2230427),(23 2346200.8),(24 2465195.5),(25 2568367.8),(26 2655399.8),(27 2706832.8),(28 2743415.8),(29 2771293.8),(30 2803966.3),(31 2843701.8),(32 2895572.8),(33 2953458.8),(34 2999943.8),(35 3012690),(36 2997473),(37 2968170),(38 2945553.3),(39 2894357.3),(40 2813895.3),(41 2763899.5),(42 2739208.3),(43 2748522),(44 2756572),(45 2789415),(46 2804114),(47 2777737),(48 2725195),(49 2708896.3),(50 2654686.8),(51 2638217.3),(52 2658946),(53 2709599),(54 2769161.8),(55 2838284.8),(56 2896127),(57 2913021.3),(58 2910314),(59 2901238.3),(60 2894232.3),(61 2919519.3),(62 2964337),(63 3012422),(64 3038502),(65 3063963.3),(66 3096299),(67 3097983.3),(68 3106629.3),(69 3093141),(70 3078802.3),(71 3078505.3),(72 3096817.3),(73 3108503.3),(74 3145219.3),(75 3171318),(76 3202452.3),(77 3229929),(78 3218491.8),(79 3202747),
(1 107087.66),(2 302605.97),(3 501537.16),(4 672398.2),(5 822085.25),(6 940049.44),(7 1010191.8),(8 1069572.4),(9 1122288),(10 1181690.6),(11 1277767.5),(12 1409131.9),(13 1560416.4),(14 1710856.8),(15 1821441.9),(16 1912681.9),(17 1957257.6),(18 1980641.8),(19 1937228.8),(20 1885329.6),(21 1886457),(22 1933149.8),(23 2012761.3),(24 2100109.3),(25 2172159.8),(26 2228221),(27 2255449.5),(28 2277511.3),(29 2269292.5),(30 2216880),(31 2157147.3),(32 2136943.3),(33 2163180.8),(34 2215710),(35 2278800.3),(36 2322475.8),(37 2325821.8),(38 2302251.3),(39 2233743),(40 2157770.5),(41 2083855.3),(42 2044547),(43 2058092.5),(44 2090505),(45 2157995.8),(46 2198491.3),(47 2221592.8),(48 2241281.5),(49 2273332.3),(50 2265051),(51 2262578.3),(52 2288669.5),(53 2333334.5),(54 2410847.8),(55 2501595.8),(56 2565252.8),(57 2599993.8),(58 2626961.3),(59 2638906.5),(60 2652670),(61 2676820.8),(62 2739922),(63 2814648),(64 2902295.3),(65 3015930.3),(66 3110589.8),(67 3159309),(68 3210178),(69 3225623),(70 3234243.3),(71 3226438.5),(72 3224863.8),(73 3251107.5),(74 3304408),(75 3364524.8),(76 3426758.5),(77 3473950.8),(78 3478576.8),(79 3467676.3),
(1 105552.75),(2 301290.06),(3 502140.72),(4 699695.8),(5 866884.8),(6 1009313.6),(7 1125179.5),(8 1222962.1),(9 1308875),(10 1377720.4),(11 1464331.5),(12 1572897.5),(13 1700546.3),(14 1812088.5),(15 1900831.3),(16 1937000.8),(17 1952971.3),(18 1964864.6),(19 1954463.6),(20 1956143.5),(21 1989718.1),(22 2096888.5),(23 2226338.3),(24 2365832),(25 2481994.8),(26 2579249),(27 2653100.3),(28 2719209.5),(29 2759271.3),(30 2755843.8),(31 2743184),(32 2744948.5),(33 2782620.5),(34 2842147.5),(35 2877324.8),(36 2913658.3),(37 2953964.8),(38 2961644.5),(39 2931112.8),(40 2901365.5),(41 2883714.5),(42 2868495),(43 2868267),(44 2924924.3),(45 2996744.8),(46 3070820.5),(47 3140126),(48 3189637.8),(49 3234557),(50 3214609),(51 3196215),(52 3200284.5),(53 3231804.5),(54 3268721.3),(55 3318588.5),(56 3380130),(57 3416764.5),(58 3414179.8),(59 3392724.5),(60 3367470),(61 3349640),(62 3341386),(63 3347272),(64 3390096.8),(65 3456127),(66 3548276.5),(67 3617717),(68 3650136.3),(69 3676509.8),(70 3688823),(71 3667631.3),(72 3647732.8),(73 3618679),(74 3609958.5),(75 3601779.3),(76 3583243),(77 3562304),(78 3536132.8),(79 3486528),
(1 104859.71),(2 297928.13),(3 499980.47),(4 690315.56),(5 849116.25),(6 953020),(7 1017030.75),(8 1062079),(9 1107501.6),(10 1174551),(11 1264343.1),(12 1397730.4),(13 1549595),(14 1683217.6),(15 1826644.6),(16 1933091.5),(17 1997462.9),(18 2011539.8),(19 1997801.4),(20 1995980.6),(21 2020546.1),(22 2097494.8),(23 2204524.3),(24 2297108.5),(25 2371955.3),(26 2431450),(27 2484209.3),(28 2493051.3),(29 2472152.8),(30 2397176.5),(31 2323254.5),(32 2299447.3),(33 2293720.8),(34 2310081.8),(35 2337376.5),(36 2351564.3),(37 2320681.8),(38 2288634.8),(39 2222412.3),(40 2166039.8),(41 2122045.8),(42 2091330.5),(43 2117731.5),(44 2160880.3),(45 2248171.5),(46 2342788.8),(47 2429467.3),(48 2450698.8),(49 2474133.3),(50 2447238.3),(51 2442331.5),(52 2455097.3),(53 2481126.8),(54 2515771.3),(55 2581501.3),(56 2650579.5),(57 2695398),(58 2745726.8),(59 2752070.5),(60 2721701.3),(61 2706823.8),(62 2694713),(63 2687578.8),(64 2682138),(65 2708675.3),(66 2716215.8),(67 2722286.5),(68 2703402.3),(69 2692971.8),(70 2631990.5),(71 2532531.3),(72 2461763.3),(73 2419773.3),(74 2415817.5),(75 2435765.8),(76 2458419),(77 2461163.3),(78 2472702.8),(79 2468448.3),
(1 111516.84),(2 313362.78),(3 532712.6),(4 736849.25),(5 909401.44),(6 1042018.8),(7 1127073.6),(8 1176310.9),(9 1207606.6),(10 1257893.3),(11 1357955.4),(12 1482573.6),(13 1607845.4),(14 1732974.1),(15 1839099.8),(16 1900737.8),(17 1943924.3),(18 1958858.3),(19 1947941.1),(20 1944696.1),(21 1965506.1),(22 2061123.5),(23 2202509.8),(24 2346664.5),(25 2460474.3),(26 2532486.5),(27 2571231.5),(28 2596729.3),(29 2608901.5),(30 2614449.8),(31 2639579.8),(32 2692511.3),(33 2756130.5),(34 2812591.5),(35 2848014.5),(36 2869278.5),(37 2878036.3),(38 2881251),(39 2866760),(40 2846881.3),(41 2831842.8),(42 2835863.5),(43 2864401.8),(44 2918679.3),(45 3005101.5),(46 3088316),(47 3117305.8),(48 3134599),(49 3136026.3),(50 3131183.5),(51 3083058.3),(52 3024473.3),(53 2973851.3),(54 2968315),(55 3011192),(56 3065403),(57 3071583.5),(58 3084777.5),(59 3082355.3),(60 3042220.5),(61 3006330.3),(62 2965971.8),(63 2945574.3),(64 2942710.3),(65 2984046.5),(66 3033508.5),(67 3047744),(68 3048748.5),(69 3036087),(70 2978423.5),(71 2912630.8),(72 2869012),(73 2857453.8),(74 2868849.8),(75 2886365.8),(76 2892535),(77 2871998.8),(78 2896092),(79 2869873),
(1 104140.734),(2 281513.72),(3 466548),(4 641633.75),(5 791824.8),(6 914985.56),(7 999911.25),(8 1051843.3),(9 1087915.9),(10 1128113.5),(11 1200812),(12 1305623.8),(13 1437114.3),(14 1555207.8),(15 1639978.5),(16 1707850.5),(17 1779033.5),(18 1830706.9),(19 1877097.3),(20 1907382.1),(21 1941968.3),(22 2019568.9),(23 2143540.5),(24 2260462.8),(25 2350550.5),(26 2418116.8),(27 2435068.5),(28 2450898.3),(29 2453228.5),(30 2439197.3),(31 2426073.8),(32 2432548.5),(33 2458322.3),(34 2487878.5),(35 2557460.5),(36 2626868.8),(37 2668479),(38 2691922),(39 2674614.3),(40 2641114.5),(41 2612767),(42 2603653),(43 2640606.3),(44 2706418.5),(45 2774412.5),(46 2836619),(47 2878075.3),(48 2913901.5),(49 2919800.8),(50 2876922),(51 2825283.3),(52 2792635.3),(53 2796278),(54 2827464.3),(55 2881048.3),(56 2908788.8),(57 2944112),(58 2957503.3),(59 2938267.3),(60 2911556.3),(61 2884466),(62 2848796.5),(63 2814967.3),(64 2815091),(65 2831668.5),(66 2866038.8),(67 2868086),(68 2868706.3),(69 2828472.5),(70 2777803.3),(71 2728215.3),(72 2710749),(73 2709776),(74 2718353),(75 2752175),(76 2793242),(77 2807087.8),(78 2813910),(79 2809814.8),
(1 102077.94),(2 276036.25),(3 451007.47),(4 619955.9),(5 754746.25),(6 872283),(7 969798.3),(8 1035708.4),(9 1093424),(10 1182455.5),(11 1282360.9),(12 1411884.1),(13 1559093.1),(14 1693181.9),(15 1782282),(16 1843962.4),(17 1868227.9),(18 1868431.8),(19 1842825.9),(20 1821855.5),(21 1827881.5),(22 1888524.9),(23 1980156.9),(24 2084180.4),(25 2158455),(26 2197282),(27 2232423.8),(28 2238282.3),(29 2221814.3),(30 2199726.3),(31 2176372.8),(32 2179564),(33 2217367.3),(34 2253928.8),(35 2281059.3),(36 2277893.8),(37 2260541.5),(38 2247750.3),(39 2197030.8),(40 2159711.8),(41 2137024.5),(42 2111082.8),(43 2129523.5),(44 2165741),(45 2225487),(46 2298853.3),(47 2349148),(48 2374781.5),(49 2384336.8),(50 2395720.5),(51 2406294.8),(52 2423166),(53 2444178.3),(54 2456847.5),(55 2487194.8),(56 2525220.8),(57 2539876.8),(58 2577297),(59 2582118.3),(60 2588772.5),(61 2588699.3),(62 2577676.8),(63 2568387.5),(64 2585924),(65 2629253),(66 2676100.3),(67 2720749.8),(68 2720702),(69 2709960.3),(70 2691426),(71 2657767.3),(72 2637151.8),(73 2636276.3),(74 2641895.8),(75 2668868.8),(76 2684536.5),(77 2683688.3),(78 2683407.5),(79 2675337.3),
(1 101972.73),(2 277946.5),(3 452951.16),(4 617755.5),(5 747018.75),(6 850816.8),(7 935823.1),(8 991248.94),(9 1034079),(10 1088196.8),(11 1173593.1),(12 1277595),(13 1388246.8),(14 1505994.8),(15 1603422.5),(16 1695891),(17 1748641.9),(18 1750527.8),(19 1730776.1),(20 1713228.8),(21 1724035.3),(22 1795325),(23 1897355.5),(24 1989352),(25 2059144.1),(26 2131110),(27 2180498.5),(28 2188588.5),(29 2186990),(30 2164333.5),(31 2141616.5),(32 2127324.5),(33 2155854.8),(34 2191989),(35 2221114.3),(36 2232615),(37 2197644),(38 2152534.5),(39 2080097.5),(40 2012713.5),(41 1955493.3),(42 1894662.4),(43 1881555.3),(44 1901394.1),(45 1928785.3),(46 1970990.8),(47 1986500.8),(48 1984006.3),(49 1979449.1),(50 1977681.5),(51 1937718.6),(52 1919302.8),(53 1921547.6),(54 1949791.8),(55 1983248.5),(56 2019420.3),(57 2053017.4),(58 2103861.3),(59 2120842.5),(60 2108970),(61 2080699.8),(62 2078760.5),(63 2101817.8),(64 2140634.8),(65 2196764),(66 2259131.8),(67 2308125),(68 2346281.5),(69 2371811.5),(70 2379233.8),(71 2382213.8),(72 2410056),(73 2429016),(74 2461906),(75 2505404.5),(76 2544190),(77 2577198.5),(78 2583799.5),(79 2557533.5),
(1 95094.77),(2 251670.86),(3 406335.53),(4 548498.5),(5 663252.75),(6 750047.3),(7 815937.7),(8 861852.1),(9 901780.56),(10 948292.3),(11 1018793.4),(12 1125286.3),(13 1245195.9),(14 1359725.9),(15 1444068.4),(16 1505210),(17 1542134.3),(18 1570524.8),(19 1576809.5),(20 1587568),(21 1618650.1),(22 1686942.1),(23 1772369.3),(24 1865679.1),(25 1954843.6),(26 2003021.3),(27 2030516.4),(28 2043339),(29 2019963.6),(30 1992262.5),(31 1963824),(32 1959994.6),(33 1982441.1),(34 2012359.4),(35 2039612.5),(36 2061681.3),(37 2045963.3),(38 2009180.5),(39 1966541.9),(40 1931351.8),(41 1911479.8),(42 1900544.4),(43 1919197.6),(44 1953089.3),(45 1976515.9),(46 2019062.3),(47 2039846.8),(48 2040515.9),(49 2026822.8),(50 2028083.6),(51 2025507.5),(52 2016021),(53 2023566.8),(54 2056136.9),(55 2131955),(56 2194182.8),(57 2217189.5),(58 2228762.3),(59 2235616.8),(60 2254931.5),(61 2275026.5),(62 2280605.3),(63 2277225.5),(64 2310466.5),(65 2370286.3),(66 2424399.3),(67 2474010),(68 2494113.8),(69 2512373.5),(70 2509798),(71 2502461.5),(72 2507407.3),(73 2507402.5),(74 2530129.5),(75 2541794.8),(76 2557542),(77 2578408.3),(78 2567601.5),(79 2558032.3),
(1 97058.945),(2 265908.28),(3 439013.56),(4 592314.7),(5 718625.75),(6 824214.4),(7 921370.25),(8 999770.6),(9 1067977),(10 1148704.9),(11 1227908.5),(12 1332040.3),(13 1443169.5),(14 1525773),(15 1580773.5),(16 1629096),(17 1656908),(18 1667030),(19 1644323),(20 1616224.8),(21 1608276.6),(22 1639772.3),(23 1713192.4),(24 1775500.4),(25 1834518.1),(26 1868914.5),(27 1904116.5),(28 1945574.9),(29 1973530.3),(30 1998948.6),(31 1998371.3),(32 2001817.1),(33 2007390),(34 2027686.4),(35 2030682.8),(36 2025420.6),(37 1993814.9),(38 1961951.4),(39 1921527.5),(40 1910570.5),(41 1898547),(42 1877566.4),(43 1902103.1),(44 1939504.9),(45 1986420.1),(46 2032922.5),(47 2071303.8),(48 2094837.5),(49 2108962.8),(50 2124029.8),(51 2142580.5),(52 2169550),(53 2210183.3),(54 2270153.3),(55 2335575.3),(56 2371182.8),(57 2399402),(58 2424791.8),(59 2457138.8),(60 2453703.3),(61 2440926.3),(62 2416383.5),(63 2402143.5),(64 2406892.5),(65 2429868.8),(66 2451976.5),(67 2485061),(68 2508323.3),(69 2525612.3),(70 2541502.3),(71 2541233),(72 2558527.3),(73 2583758),(74 2606932),(75 2624419),(76 2633244.5),(77 2629142.8),(78 2626830.8),(79 2617602.3),
(1 95912.98),(2 258484.33),(3 420516.13),(4 560536.44),(5 666882.6),(6 760949.8),(7 836371.75),(8 890141.2),(9 924103.75),(10 972585),(11 1053165.6),(12 1149799.5),(13 1261624),(14 1359085),(15 1441376.5),(16 1491674.5),(17 1528593.8),(18 1552426.5),(19 1538611.9),(20 1521914.1),(21 1528219.3),(22 1575138.3),(23 1668842.5),(24 1741310.3),(25 1807174.6),(26 1857386.9),(27 1878466.9),(28 1879469.4),(29 1874891.5),(30 1859429.4),(31 1829772.5),(32 1806380.8),(33 1798967.1),(34 1811168),(35 1809607.5),(36 1802283.9),(37 1771262.5),(38 1744023.5),(39 1717458.3),(40 1677754.4),(41 1649761.6),(42 1642051.8),(43 1668664.1),(44 1703184.6),(45 1750029.9),(46 1785447.9),(47 1796325.8),(48 1819223.5),(49 1838120.1),(50 1845820.1),(51 1855671.6),(52 1862741.1),(53 1863614.6),(54 1873393.4),(55 1896844.3),(56 1910695.4),(57 1915633.8),(58 1919881.5),(59 1931939.1),(60 1945648.6),(61 1951808.9),(62 1961176),(63 1990799.5),(64 2031068.9),(65 2079954),(66 2117756.3),(67 2156089),(68 2180462.8),(69 2185103.5),(70 2191619.3),(71 2186475),(72 2176158.5),(73 2182546.5),(74 2203571.5),(75 2233165),(76 2260404),(77 2265690.3),(78 2268142),(79 2253926.5),
(1 95650.445),(2 251122.53),(3 401180.5),(4 536190.06),(5 643093.4),(6 734044.75),(7 804120.56),(8 864765.3),(9 912486.7),(10 963572.06),(11 1037322.8),(12 1130007.6),(13 1207948),(14 1285637.1),(15 1335413.5),(16 1359815.8),(17 1372220.8),(18 1367554),(19 1344468.8),(20 1331693.9),(21 1321265.6),(22 1360703.4),(23 1423026.5),(24 1490735.6),(25 1538147.9),(26 1589369.6),(27 1614742.8),(28 1634296.4),(29 1618458.8),(30 1606591.1),(31 1593720.1),(32 1582727.1),(33 1578949),(34 1593968.8),(35 1603500.5),(36 1612634.6),(37 1611205),(38 1603038.4),(39 1580430.1),(40 1544636.9),(41 1519117.1),(42 1523541.8),(43 1544552.9),(44 1581197.4),(45 1628734.5),(46 1660945.5),(47 1690918.9),(48 1720630.4),(49 1723927.3),(50 1728410.6),(51 1724274.4),(52 1735473.5),(53 1758129.1),(54 1766479.5),(55 1784444.5),(56 1806980.6),(57 1828093.8),(58 1844679.6),(59 1860543.6),(60 1848872.1),(61 1829451.4),(62 1823467.1),(63 1837799.1),(64 1865059.8),(65 1927783.9),(66 2002393.1),(67 2038584.8),(68 2067894.4),(69 2069526.5),(70 2058350),(71 2038711.5),(72 2016210.6),(73 2000635.8),(74 2004098.6),(75 2012150.8),(76 2024481.3),(77 2047322.3),(78 2062139),(79 2059371),
(1 93915.87),(2 253940.64),(3 413366.8),(4 565869.3),(5 682139.44),(6 769035.2),(7 842516),(8 902608.6),(9 972048.56),(10 1047813.9),(11 1137509.5),(12 1237714.6),(13 1316920.9),(14 1373631.6),(15 1411310.1),(16 1440109.1),(17 1455287.3),(18 1449052.3),(19 1438391.9),(20 1429680.1),(21 1430367.1),(22 1478986.8),(23 1565439.9),(24 1643967.5),(25 1712052.6),(26 1765539.3),(27 1812512.8),(28 1846770.9),(29 1848418.3),(30 1828990.9),(31 1802611.8),(32 1783406.4),(33 1781255.6),(34 1782649.3),(35 1777164.1),(36 1764624.5),(37 1746576.5),(38 1732812.6),(39 1705376.5),(40 1679244.8),(41 1644430.9),(42 1634378.6),(43 1655634.9),(44 1685746.1),(45 1743750.6),(46 1784565.5),(47 1795941.8),(48 1806089.4),(49 1828075.9),(50 1852717),(51 1876764.1),(52 1887151.9),(53 1905773.8),(54 1917226.3),(55 1925780.5),(56 1910066.5),(57 1894338),(58 1865298.1),(59 1845015.9),(60 1822933),(61 1800713.1),(62 1783514),(63 1778715.3),(64 1786629.5),(65 1805766.9),(66 1816790.4),(67 1822179.5),(68 1818853.1),(69 1794344.1),(70 1768561.1),(71 1748347.4),(72 1734776.8),(73 1728031.5),(74 1722707.8),(75 1724476.6),(76 1724981.9),(77 1718825.1),(78 1711799.1),(79 1696526.3),
(1 97258.24),(2 252720.94),(3 394722),(4 509942.2),(5 590536.2),(6 646654.94),(7 683390.56),(8 704601),(9 725612.6),(10 756223.8),(11 805113.5),(12 873233.06),(13 943082.9),(14 1003306.4),(15 1055464),(16 1095930.3),(17 1114338.9),(18 1118817),(19 1116795.8),(20 1105536.9),(21 1108539.4),(22 1147931.1),(23 1198694.3),(24 1237162.1),(25 1268489.4),(26 1294933.4),(27 1308657.3),(28 1321054.9),(29 1331409.8),(30 1339442.6),(31 1337146.6),(32 1345482.9),(33 1368598.6),(34 1398746.5),(35 1394308.5),(36 1376120.8),(37 1358162.4),(38 1352603.5),(39 1346781.5),(40 1324628.5),(41 1289420.8),(42 1265621.5),(43 1270800.1),(44 1301990.8),(45 1354783.3),(46 1395139.8),(47 1411634.8),(48 1438524.5),(49 1455186.6),(50 1482306.5),(51 1509002.9),(52 1529869.5),(53 1534178.6),(54 1551776.5),(55 1580353.6),(56 1597803.5),(57 1616348.3),(58 1627288.8),(59 1633567.1),(60 1643490.1),(61 1637055.6),(62 1638236.1),(63 1642148.6),(64 1646966),(65 1677995),(66 1696054.4),(67 1713331.9),(68 1722224),(69 1726003.8),(70 1709580.8),(71 1686336.5),(72 1661552.4),(73 1641067.4),(74 1628331.9),(75 1629486),(76 1620590.3),(77 1610634.6),(78 1605328.4),(79 1600384.4),
(1 96100.04),(2 256238.58),(3 415837.1),(4 562459.25),(5 679542.94),(6 758253.3),(7 810170.9),(8 849637.25),(9 875744.94),(10 904226.9),(11 962656.75),(12 1041515.7),(13 1120487.4),(14 1193363.8),(15 1247628.3),(16 1282670.1),(17 1295248.4),(18 1278079.8),(19 1262891.5),(20 1251627.4),(21 1258921),(22 1294804.4),(23 1354765.8),(24 1400808.3),(25 1445489.5),(26 1477994),(27 1489252.6),(28 1506276.3),(29 1517768.3),(30 1523888.8),(31 1517986),(32 1524975.4),(33 1535677),(34 1552306.9),(35 1561811.4),(36 1549081.5),(37 1521546.5),(38 1505052.3),(39 1482552),(40 1446090.9),(41 1400440.3),(42 1369050.9),(43 1349817.1),(44 1362888.6),(45 1384667),(46 1406837.9),(47 1423877),(48 1447463.5),(49 1474779.3),(50 1487295.3),(51 1512832.6),(52 1528303.1),(53 1523856.8),(54 1533914.3),(55 1559874.9),(56 1581539.9),(57 1585937.8),(58 1592140.6),(59 1600895),(60 1595487.8),(61 1564837.9),(62 1549738.3),(63 1540101.6),(64 1525542.9),(65 1550589.9),(66 1575056.1),(67 1602878.3),(68 1621619.4),(69 1634017.5),(70 1637639.8),(71 1632330.9),(72 1626216.6),(73 1617388.3),(74 1609082.6),(75 1598855.6),(76 1603188.3),(77 1607960.8),(78 1613881.1),(79 1602623.3),
(1 89720.336),(2 234092.22),(3 378868.1),(4 501679.13),(5 594863.3),(6 661183.4),(7 709265.6),(8 731485.75),(9 748737.75),(10 776366.56),(11 833173.7),(12 890356.06),(13 964017.1),(14 1041502.5),(15 1105236.5),(16 1140380.6),(17 1172451.8),(18 1171103),(19 1153026.3),(20 1133319.3),(21 1133032.1),(22 1152548.6),(23 1196420.1),(24 1239650.6),(25 1260507.8),(26 1273468.5),(27 1275193.1),(28 1265653.8),(29 1260899.1),(30 1255703.9),(31 1245707.4),(32 1238897.4),(33 1242798.6),(34 1262501.8),(35 1286982.8),(36 1301781.9),(37 1308763.1),(38 1316445.1),(39 1306642.9),(40 1299261),(41 1294744.5),(42 1299939.9),(43 1311979),(44 1338138),(45 1350211.9),(46 1350499),(47 1365712.9),(48 1384289.4),(49 1398784.1),(50 1407610.8),(51 1411140.3),(52 1420965.8),(53 1442856),(54 1469567.5),(55 1479446.4),(56 1489678.9),(57 1496763.4),(58 1498902.3),(59 1504467.4),(60 1489445.8),(61 1456344.4),(62 1449522),(63 1459734.4),(64 1478434.3),(65 1516425.1),(66 1545392.4),(67 1565585.3),(68 1580881.3),(69 1599805.9),(70 1597879.5),(71 1591871.5),(72 1580983.1),(73 1565473.1),(74 1548866.5),(75 1546469),(76 1554108.6),(77 1575718.3),(78 1581409.1),(79 1573618.3),
