1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 20630.164),(2 50097.137),(3 88533.75),(4 138460.23),(5 191955.92),(6 243801.5),(7 298845.16),(8 362205.16),(9 412094.75),(10 454166.5),(11 496147.5),(12 519008.13),(13 553230.56),(14 589945.2),(15 622017.3),(16 658751.94),(17 697811.44),(18 731449.25),(19 774774.25),(20 824590.2),(21 864361.2),(22 914693.25),(23 963769.44),(24 1002850.25),(25 1040553.75),(26 1068329.4),(27 1078258.5),(28 1091191.6),(29 1104389.6),(30 1150156),(31 1180339.5),(32 1227554.9),(33 1298320.9),(34 1355190.1),(35 1429105.1),(36 1494866.4),(37 1543892.4),(38 1619346),(39 1672921.6),(40 1689497.6),(41 1733111.4),(42 1762733.4),(43 1769389),(44 1799398),(45 1830022),(46 1846007.1),(47 1865655.1),(48 1882064.9),(49 1929153.6),(50 1990481.9),(51 2068547),(52 2145370),(53 2242240),(54 2317773.8),(55 2452234.3),(56 2554841.3),(57 2663873.8),(58 2772184.5),(59 2883696),(60 3002650.8),(61 3137946),(62 3292604),(63 3430741.8),(64 3553940.8),(65 3681838.8),(66 3793642.8),(67 3920637.8),(68 4073888.3),(69 4223992),(70 4372622.5),(71 4512168),(72 4638768),(73 4783180.5),(74 4882308.5),(75 4995324.5),(76 5102508.5),(77 5222523.5),(78 5313596),(79 5414284),
(1 156.30829),(2 186.2896),(3 199.5484),(4 208.55994),(5 225.90268),(6 229.39915),(7 231.65506),(8 244.36212),(9 245.19685),(10 246.85722),(11 251.73938),(12 248.91322),(13 251.77531),(14 254.32631),(15 247.45558),(16 244.05618),(17 249.71251),(18 238.91281),(19 240.68431),(20 245.90796),(21 239.75694),(22 240.71077),(23 246.5774),(24 241.68011),(25 244.4411),(26 253.85808),(27 250.48708),(28 253.8089),(29 261.67487),(30 262.46555),(31 263.71967),(32 259.2731),(33 260.98685),(34 262.71606),(35 258.729),(36 257.17047),(37 261.69028),(38 259.39835),(39 256.36618),(40 259.90668),(41 253.65431),(42 256.02573),(43 257.2237),(44 251.80682),(45 248.5816),(46 250.4518),(47 248.3771),(48 247.69986),(49 253.34921),(50 246.87964),(51 249.9319),(52 263.2896),(53 259.2083),(54 260.83795),(55 272.32867),(56 264.6239),(57 265.92548),(58 270.10245),(59 262.81088),(60 266.22977),(61 273.70532),(62 266.4824),(63 266.55658),(64 271.31323),(65 263.80182),(66 260.96872),(67 260.94257),(68 252.16788),(69 250.37311),(70 251.68071),(71 245.86598),(72 242.13391),(73 252.04306),(74 249.5586),(75 249.10419),(76 254.64667),(77 257.75787),(78 264.9463),(79 272.57993),
(1 155.5199),(2 185.32904),(3 199.7065),(4 209.04727),(5 224.82748),(6 226.09532),(7 227.98431),(8 240.28409),(9 239.75687),(10 241.55037),(11 249.35876),(12 245.86578),(13 247.18733),(14 249.657),(15 240.25107),(16 242.14453),(17 245.26321),(18 239.48325),(19 239.81544),(20 248.88165),(21 239.52713),(22 241.16592),(23 245.37529),(24 242.50377),(25 246.69995),(26 254.34937),(27 249.20107),(28 255.5711),(29 262.91818),(30 260.43698),(31 259.69766),(32 258.04248),(33 257.38464),(34 260.71823),(35 257.16016),(36 253.69148),(37 259.0257),(38 254.79762),(39 252.55406),(40 254.9184),(41 250.13416),(42 249.29802),(43 251.87451),(44 248.10457),(45 247.30115),(46 248.77605),(47 246.88083),(48 243.92857),(49 251.30464),(50 246.41002),(51 253.5038),(52 262.03702),(53 258.92212),(54 261.2775),(55 274.282),(56 268.4749),(57 270.88397),(58 275.5056),(59 268.73685),(60 270.7705),(61 277.70407),(62 268.47522),(63 269.74252),(64 273.7306),(65 265.28897),(66 259.77588),(67 260.12888),(68 255.42793),(69 252.65536),(70 253.48715),(71 247.13596),(72 244.97212),(73 252.1286),(74 252.727),(75 251.95366),(76 259.3598),(77 261.0789),(78 267.25357),(79 277.3569),
(1 151.45587),(2 181.09673),(3 190.7548),(4 199.789),(5 219.13692),(6 218.0984),(7 219.22908),(8 228.58977),(9 227.66768),(10 230.0983),(11 235.84508),(12 233.57927),(13 234.44772),(14 240.01685),(15 231.61165),(16 233.27803),(17 237.01949),(18 232.42964),(19 234.9754),(20 236.93826),(21 227.5256),(22 226.97673),(23 231.15077),(24 229.82983),(25 233.3366),(26 242.76736),(27 239.58513),(28 248.95149),(29 253.28476),(30 251.47972),(31 250.36559),(32 249.18864),(33 249.8744),(34 255.18724),(35 251.82907),(36 248.62047),(37 253.54573),(38 252.1811),(39 252.4426),(40 252.7232),(41 249.60571),(42 247.62825),(43 250.31586),(44 247.40543),(45 244.14737),(46 246.5268),(47 245.06506),(48 241.86676),(49 251.11543),(50 246.85953),(51 247.53136),(52 258.45627),(53 252.08403),(54 252.38492),(55 261.28378),(56 258.03574),(57 256.9677),(58 263.3447),(59 261.91974),(60 263.1205),(61 266.7171),(62 259.38412),(63 258.91232),(64 261.463),(65 256.1748),(66 251.99437),(67 251.6797),(68 243.42673),(69 241.68533),(70 246.28636),(71 240.29355),(72 234.48079),(73 241.5582),(74 240.29808),(75 239.43497),(76 250.22392),(77 249.509),(78 256.32498),(79 265.22098),
(1 149.7689),(2 174.35992),(3 188.70839),(4 197.13596),(5 212.43991),(6 212.93521),(7 215.5471),(8 226.85829),(9 224.01282),(10 228.35526),(11 231.70403),(12 232.56105),(13 234.47551),(14 237.46643),(15 231.3236),(16 227.6835),(17 234.71248),(18 227.73943),(19 230.41873),(20 233.29243),(21 227.96602),(22 228.04587),(23 229.4319),(24 228.13867),(25 232.14578),(26 242.04143),(27 238.72716),(28 242.34404),(29 248.64297),(30 243.19292),(31 244.49825),(32 243.12637),(33 242.27351),(34 248.78079),(35 245.38008),(36 243.02505),(37 247.46756),(38 243.6927),(39 242.3489),(40 244.1937),(41 239.31337),(42 238.93039),(43 238.56007),(44 234.573),(45 230.17232),(46 232.19737),(47 233.7944),(48 228.62737),(49 238.70818),(50 234.736),(51 234.92969),(52 248.54298),(53 243.33452),(54 243.96274),(55 252.77823),(56 247.31729),(57 245.36557),(58 251.68956),(59 246.98247),(60 250.63985),(61 254.10765),(62 249.45085),(63 251.111),(64 254.75441),(65 248.96274),(66 246.9094),(67 244.68604),(68 237.24821),(69 235.51382),(70 239.27325),(71 230.9745),(72 227.8387),(73 234.7256),(74 232.65749),(75 232.86015),(76 242.80566),(77 241.23123),(78 249.1587),(79 258.75726),
(1 146.53691),(2 172.61894),(3 187.34807),(4 196.49724),(5 215.48183),(6 214.42961),(7 217.7158),(8 228.53044),(9 227.7797),(10 230.36174),(11 233.83615),(12 231.94972),(13 231.01895),(14 235.0281),(15 226.79251),(16 227.63918),(17 232.58759),(18 229.04332),(19 228.63347),(20 230.01866),(21 228.76355),(22 226.69975),(23 232.78226),(24 228.46399),(25 232.6685),(26 241.70253),(27 238.74025),(28 241.76523),(29 243.7134),(30 242.5729),(31 244.71912),(32 241.61723),(33 240.74715),(34 245.42867),(35 243.15625),(36 243.21332),(37 247.06395),(38 243.05286),(39 241.24272),(40 239.85168),(41 237.39447),(42 236.87068),(43 236.79973),(44 229.2203),(45 224.79842),(46 228.66223),(47 233.20087),(48 231.68765),(49 237.5427),(50 234.98663),(51 238.59386),(52 247.74384),(53 247.5215),(54 244.60222),(55 254.04059),(56 245.16911),(57 249.02667),(58 253.5591),(59 250.92635),(60 252.18817),(61 255.86476),(62 252.77365),(63 251.88058),(64 257.53186),(65 249.42157),(66 246.63626),(67 245.46608),(68 238.06671),(69 236.5974),(70 239.59984),(71 233.65417),(72 231.02522),(73 236.96576),(74 232.29578),(75 235.31482),(76 242.62607),(77 245.40994),(78 252.43274),(79 261.9641),
(1 145.7668),(2 171.46362),(3 185.8621),(4 191.87242),(5 210.31366),(6 209.55708),(7 212.97226),(8 222.878),(9 222.74055),(10 225.69537),(11 230.30388),(12 226.3047),(13 226.50177),(14 232.53313),(15 227.85791),(16 227.75531),(17 231.4655),(18 227.65764),(19 223.79263),(20 223.08096),(21 221.59589),(22 223.1401),(23 227.67548),(24 220.98935),(25 225.17682),(26 233.39621),(27 232.4843),(28 234.3586),(29 239.5451),(30 239.59352),(31 239.98401),(32 241.39693),(33 239.52103),(34 242.41518),(35 240.13672),(36 238.72137),(37 243.88887),(38 239.5715),(39 237.8968),(40 240.86256),(41 237.20137),(42 234.4992),(43 237.30669),(44 231.0459),(45 228.657),(46 234.34296),(47 232.46492),(48 228.24812),(49 233.52356),(50 232.0462),(51 233.15111),(52 239.88968),(53 240.85086),(54 243.70467),(55 248.86911),(56 243.88017),(57 248.52177),(58 253.5891),(59 250.53728),(60 253.61653),(61 255.47758),(62 252.72063),(63 250.30728),(64 253.3478),(65 244.24347),(66 239.11069),(67 241.55594),(68 233.45415),(69 233.04185),(70 236.5973),(71 230.91026),(72 227.44914),(73 233.97336),(74 230.15746),(75 228.87451),(76 240.25374),(77 238.03023),(78 245.57176),(79 254.69444),
(1 145.4695),(2 170.00453),(3 181.96423),(4 187.62642),(5 207.46547),(6 210.43213),(7 211.45975),(8 220.23853),(9 219.22203),(10 221.01534),(11 230.00826),(12 223.55338),(13 225.0988),(14 226.56654),(15 223.80824),(16 222.97003),(17 227.5899),(18 221.81706),(19 221.51027),(20 221.43977),(21 220.20638),(22 219.26913),(23 221.78584),(24 215.73163),(25 217.96945),(26 228.39137),(27 226.19606),(28 228.00479),(29 238.1011),(30 235.35675),(31 238.87912),(32 237.20671),(33 236.69804),(34 243.19302),(35 237.7624),(36 236.1121),(37 241.54118),(38 239.28238),(39 238.60915),(40 239.65363),(41 236.581),(42 233.43025),(43 234.38686),(44 229.92682),(45 227.05357),(46 229.58508),(47 229.9874),(48 226.7244),(49 231.21191),(50 227.89978),(51 228.81657),(52 240.90094),(53 234.95642),(54 238.17508),(55 242.38557),(56 236.95044),(57 240.42894),(58 245.45982),(59 240.4606),(60 240.80162),(61 246.22586),(62 241.68451),(63 242.83485),(64 246.29568),(65 238.78409),(66 233.89893),(67 237.16888),(68 229.55263),(69 229.65326),(70 234.745),(71 229.48935),(72 228.15764),(73 230.70761),(74 231.27568),(75 230.3404),(76 238.2238),(77 235.20375),(78 240.73476),(79 250.83298),
(1 140.46982),(2 165.0458),(3 177.46596),(4 184.72772),(5 200.82204),(6 203.35776),(7 207.46469),(8 216.94933),(9 213.76575),(10 214.91177),(11 217.86148),(12 215.56395),(13 218.5278),(14 221.01978),(15 219.92848),(16 216.7755),(17 221.42659),(18 213.6554),(19 212.12393),(20 214.914),(21 210.22754),(22 209.40948),(23 214.46588),(24 207.84189),(25 210.95494),(26 220.69818),(27 219.29082),(28 221.55531),(29 229.05371),(30 225.71173),(31 228.59117),(32 228.84846),(33 227.68393),(34 234.33423),(35 229.98634),(36 227.30374),(37 230.68596),(38 227.29065),(39 228.99178),(40 232.84187),(41 227.46191),(42 225.85097),(43 225.2445),(44 219.7231),(45 218.30736),(46 219.2189),(47 218.84766),(48 216.17557),(49 220.7892),(50 219.62009),(51 226.43953),(52 231.37761),(53 227.4843),(54 228.69456),(55 235.91856),(56 231.8065),(57 235.27917),(58 238.6159),(59 234.97523),(60 235.47942),(61 240.79266),(62 235.67392),(63 236.84291),(64 238.57787),(65 232.89526),(66 226.22452),(67 227.24216),(68 221.58025),(69 218.77266),(70 223.96207),(71 216.80547),(72 216.93112),(73 224.95277),(74 222.44824),(75 225.23587),(76 232.84476),(77 230.78358),(78 235.36575),(79 244.60281),
(1 139.10017),(2 162.63988),(3 173.97969),(4 181.06184),(5 196.05731),(6 196.79497),(7 200.70178),(8 208.06177),(9 207.36612),(10 208.39476),(11 213.77411),(12 209.40141),(13 210.80779),(14 214.34256),(15 213.60176),(16 211.26125),(17 214.4602),(18 209.53586),(19 207.65599),(20 210.46475),(21 207.49193),(22 208.37807),(23 210.09117),(24 204.8278),(25 209.76399),(26 218.40503),(27 214.36086),(28 216.8435),(29 223.62712),(30 218.01395),(31 224.2182),(32 219.87842),(33 221.25777),(34 225.21896),(35 223.59966),(36 221.05412),(37 227.41226),(38 223.18033),(39 221.65262),(40 225.41014),(41 221.7575),(42 222.24202),(43 220.61844),(44 217.20465),(45 214.84863),(46 217.91943),(47 217.20424),(48 215.15807),(49 219.16838),(50 217.6038),(51 219.81288),(52 227.71082),(53 224.18579),(54 225.83281),(55 232.95328),(56 228.07011),(57 229.355),(58 234.67046),(59 231.01633),(60 231.93639),(61 237.38191),(62 230.63698),(63 231.43634),(64 233.30396),(65 228.6751),(66 227.04431),(67 226.09178),(68 221.37541),(69 219.13776),(70 221.40833),(71 213.70541),(72 215.70695),(73 220.2915),(74 216.35237),(75 219.0982),(76 223.4149),(77 224.97859),(78 231.23222),(79 237.87334),
(1 132.91522),(2 155.30771),(3 163.01358),(4 170.98845),(5 185.33064),(6 189.54504),(7 189.75737),(8 198.79001),(9 197.42284),(10 199.7301),(11 206.10828),(12 203.56232),(13 201.99275),(14 205.74474),(15 204.03548),(16 203.37772),(17 207.29483),(18 204.13707),(19 204.93257),(20 208.02182),(21 202.86534),(22 201.6814),(23 206.81108),(24 202.15508),(25 205.67671),(26 216.40358),(27 209.7775),(28 214.04672),(29 221.7223),(30 217.36964),(31 221.16763),(32 218.04794),(33 218.81758),(34 220.36166),(35 218.73116),(36 214.88023),(37 221.44678),(38 217.41913),(39 215.58817),(40 219.27628),(41 215.1791),(42 214.87558),(43 215.76738),(44 211.83568),(45 209.69017),(46 210.41206),(47 209.4037),(48 207.91322),(49 214.27582),(50 210.19879),(51 212.52596),(52 223.19124),(53 217.71864),(54 219.0199),(55 224.15892),(56 221.75436),(57 226.4995),(58 229.30513),(59 226.3258),(60 227.23093),(61 232.5758),(62 227.62239),(63 227.44717),(64 227.66977),(65 221.68288),(66 219.93921),(67 224.50229),(68 218.54187),(69 216.9388),(70 219.75429),(71 214.39613),(72 209.94691),(73 215.4686),(74 211.06021),(75 212.42274),(76 214.953),(77 216.15796),(78 223.58725),(79 231.49217),
(1 131.63866),(2 155.25192),(3 161.64688),(4 173.2621),(5 189.54805),(6 189.90883),(7 192.49977),(8 202.83359),(9 201.16475),(10 201.58806),(11 206.3799),(12 203.32666),(13 204.22864),(14 209.11891),(15 204.63863),(16 204.52968),(17 208.53896),(18 205.74803),(19 206.73337),(20 208.27628),(21 201.68314),(22 201.4487),(23 202.85898),(24 200.00894),(25 201.07767),(26 209.00188),(27 204.58119),(28 209.62227),(29 215.05228),(30 215.47015),(31 219.48915),(32 217.98643),(33 218.01419),(34 221.14523),(35 217.96286),(36 215.54056),(37 220.69466),(38 219.14609),(39 217.90465),(40 221.93028),(41 215.97852),(42 216.8095),(43 216.59518),(44 213.26305),(45 211.07796),(46 214.22548),(47 213.5536),(48 210.1641),(49 214.85942),(50 211.73804),(51 212.41351),(52 221.9155),(53 220.98761),(54 218.25621),(55 227.4521),(56 224.28993),(57 228.13164),(58 231.63847),(59 226.09134),(60 227.33304),(61 233.49101),(62 227.2362),(63 226.39145),(64 229.47527),(65 223.68202),(66 218.56665),(67 223.27164),(68 216.03023),(69 215.29953),(70 220.57059),(71 213.05011),(72 210.08676),(73 215.17659),(74 208.5638),(75 211.50273),(76 215.80594),(77 215.14406),(78 222.98137),(79 230.52625),
(1 131.08035),(2 152.93022),(3 161.32616),(4 172.11765),(5 189.38948),(6 189.06557),(7 192.0365),(8 203.06558),(9 199.99883),(10 200.79549),(11 206.81815),(12 204.66219),(13 203.73262),(14 206.9684),(15 202.3333),(16 202.90222),(17 205.40402),(18 200.78592),(19 201.42413),(20 202.50333),(21 200.26543),(22 199.63483),(23 201.43057),(24 198.58229),(25 201.36713),(26 208.96516),(27 205.08395),(28 206.44907),(29 213.5502),(30 214.2475),(31 217.60333),(32 216.1342),(33 216.56488),(34 219.57027),(35 215.78117),(36 215.47136),(37 221.40219),(38 218.1993),(39 217.13004),(40 219.86002),(41 218.21233),(42 216.59117),(43 217.41681),(44 217.60771),(45 213.28693),(46 218.56389),(47 216.65004),(48 215.3576),(49 219.64919),(50 216.59035),(51 218.2659),(52 227.40753),(53 226.78703),(54 226.7172),(55 233.18796),(56 226.8954),(57 232.127),(58 235.56499),(59 233.2547),(60 230.78279),(61 234.61139),(62 230.3257),(63 228.53703),(64 229.06499),(65 224.47775),(66 219.76616),(67 222.89807),(68 216.70184),(69 215.87088),(70 219.65114),(71 211.70105),(72 209.6469),(73 215.2557),(74 212.1767),(75 213.168),(76 217.2457),(77 215.56754),(78 220.43849),(79 229.02036),
(1 126.23133),(2 148.0038),(3 156.91113),(4 164.88359),(5 180.56937),(6 181.56631),(7 184.82957),(8 194.9026),(9 194.96054),(10 197.94885),(11 202.45894),(12 197.85333),(13 199.36868),(14 201.2528),(15 197.9597),(16 198.244),(17 200.27147),(18 194.4147),(19 196.18166),(20 196.40926),(21 194.34555),(22 194.24901),(23 196.95241),(24 192.87862),(25 199.0457),(26 204.01895),(27 199.79883),(28 201.18459),(29 208.27466),(30 208.37459),(31 212.24536),(32 207.85568),(33 210.40784),(34 214.49739),(35 209.8178),(36 208.54079),(37 213.22404),(38 209.582),(39 207.6195),(40 210.63466),(41 205.64146),(42 206.07748),(43 207.48695),(44 207.2153),(45 203.44943),(46 208.02608),(47 207.08632),(48 204.20578),(49 208.45218),(50 205.19339),(51 208.09796),(52 217.62114),(53 214.95842),(54 215.22763),(55 224.56538),(56 217.36717),(57 220.30856),(58 225.44922),(59 221.26527),(60 221.9689),(61 226.61697),(62 220.98715),(63 217.17915),(64 220.50815),(65 213.60614),(66 210.9356),(67 213.51793),(68 206.04259),(69 205.66626),(70 209.84598),(71 204.26555),(72 202.85472),(73 208.246),(74 203.82599),(75 204.92218),(76 211.72876),(77 209.83972),(78 214.11226),(79 219.82788),
(1 128.77313),(2 151.24),(3 160.32777),(4 167.22676),(5 182.38301),(6 183.48708),(7 186.76001),(8 195.84056),(9 196.52213),(10 198.16855),(11 205.59174),(12 201.47475),(13 200.50119),(14 202.78262),(15 200.57175),(16 201.54865),(17 203.52374),(18 198.10788),(19 198.91768),(20 198.64616),(21 197.22536),(22 195.73528),(23 199.48741),(24 197.32251),(25 200.91301),(26 207.51575),(27 206.35739),(28 206.4638),(29 214.27434),(30 214.72026),(31 215.61754),(32 213.95552),(33 214.63786),(34 217.92719),(35 214.827),(36 214.72195),(37 217.13516),(38 215.25923),(39 214.38635),(40 216.035),(41 211.85843),(42 210.29218),(43 212.49483),(44 208.70467),(45 203.77547),(46 204.84329),(47 206.99779),(48 202.29709),(49 208.2724),(50 204.91734),(51 206.91037),(52 216.35912),(53 215.30324),(54 213.33823),(55 222.43306),(56 218.14723),(57 218.15561),(58 221.93645),(59 218.56366),(60 220.09401),(61 223.74007),(62 220.25198),(63 218.33922),(64 223.17442),(65 218.21165),(66 214.0593),(67 214.6377),(68 209.10985),(69 208.51723),(70 213.45677),(71 206.61557),(72 204.37247),(73 207.86118),(74 206.26611),(75 208.33308),(76 214.60278),(77 216.74121),(78 219.68332),(79 223.895),
(1 124.92184),(2 146.91254),(3 156.61984),(4 163.13467),(5 179.22588),(6 178.64262),(7 180.8418),(8 189.00381),(9 188.54213),(10 190.58943),(11 195.00682),(12 192.45778),(13 192.75543),(14 195.48366),(15 191.86371),(16 193.11913),(17 196.96782),(18 192.48154),(19 194.25027),(20 193.98068),(21 189.6931),(22 190.65941),(23 193.42336),(24 189.67754),(25 193.4724),(26 201.95197),(27 197.89937),(28 198.71188),(29 205.31761),(30 204.4056),(31 207.25887),(32 204.30177),(33 205.65704),(34 209.7331),(35 204.80208),(36 204.56696),(37 209.99538),(38 207.19823),(39 205.21292),(40 209.0077),(41 203.20276),(42 200.94505),(43 204.14078),(44 199.72873),(45 196.59999),(46 198.61516),(47 200.72708),(48 196.14682),(49 201.21611),(50 196.977),(51 200.42307),(52 206.4461),(53 203.57617),(54 205.67245),(55 213.1732),(56 207.59888),(57 207.29523),(58 212.68852),(59 211.76245),(60 213.78368),(61 215.40794),(62 212.32124),(63 213.18777),(64 214.199),(65 209.37552),(66 206.37054),(67 206.77367),(68 200.40787),(69 199.87712),(70 205.34074),(71 197.92592),(72 196.55986),(73 198.96014),(74 198.58513),(75 201.34378),(76 208.74825),(77 207.1942),(78 210.58992),(79 216.08328),
(1 120.62916),(2 142.62209),(3 150.63632),(4 154.66693),(5 168.98288),(6 169.36017),(7 172.63272),(8 179.5191),(9 178.8531),(10 180.02652),(11 186.31609),(12 185.95505),(13 185.5265),(14 188.14276),(15 185.26987),(16 185.5405),(17 190.56693),(18 185.05789),(19 187.94052),(20 186.5535),(21 184.57433),(22 184.97878),(23 186.24666),(24 184.83989),(25 186.77394),(26 193.55222),(27 189.51845),(28 192.22435),(29 196.11758),(30 195.85738),(31 197.30289),(32 196.34497),(33 196.06989),(34 196.5475),(35 194.60236),(36 194.23898),(37 200.5214),(38 196.22736),(39 193.87021),(40 197.11063),(41 192.1027),(42 191.62415),(43 194.06242),(44 189.20358),(45 189.92921),(46 191.61328),(47 191.04936),(48 188.90979),(49 191.49933),(50 189.5875),(51 192.08212),(52 197.1291),(53 196.07541),(54 198.4892),(55 203.61853),(56 199.64294),(57 199.44875),(58 202.1547),(59 198.2029),(60 199.5638),(61 202.57161),(62 197.53932),(63 199.38094),(64 202.39937),(65 197.38445),(66 194.43054),(67 194.7896),(68 188.92842),(69 187.80438),(70 194.59868),(71 185.76337),(72 185.56464),(73 190.84735),(74 188.08249),(75 190.55902),(76 198.46631),(77 195.94354),(78 200.07013),(79 205.0919),
(1 121.34305),(2 142.0874),(3 148.31084),(4 157.79344),(5 169.33188),(6 169.23334),(7 172.26361),(8 178.82225),(9 180.55475),(10 180.8633),(11 186.73506),(12 186.24503),(13 187.45006),(14 187.62138),(15 187.23709),(16 188.35849),(17 191.59328),(18 185.75104),(19 185.30815),(20 185.85014),(21 181.33743),(22 181.67847),(23 183.85243),(24 181.39752),(25 182.62518),(26 187.0659),(27 185.46042),(28 190.77899),(29 194.31668),(30 193.62625),(31 197.66644),(32 194.0895),(33 196.15936),(34 198.19165),(35 194.59604),(36 195.15099),(37 199.29137),(38 198.0863),(39 195.31526),(40 198.68585),(41 196.17578),(42 194.31151),(43 198.17223),(44 195.74965),(45 194.62985),(46 196.19395),(47 195.97502),(48 193.91624),(49 198.12836),(50 194.41585),(51 194.50078),(52 200.30191),(53 200.47824),(54 201.5324),(55 206.33043),(56 202.67987),(57 202.8073),(58 205.65771),(59 202.91954),(60 202.20642),(61 205.40959),(62 200.73233),(63 198.2385),(64 201.90398),(65 197.71405),(66 195.49794),(67 196.01094),(68 191.07315),(69 189.31754),(70 192.35666),(71 186.15955),(72 185.91924),(73 190.6993),(74 186.8692),(75 188.39264),(76 195.36584),(77 193.79695),(78 196.45123),(79 204.10728),
