1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 58182.285),(2 171378.61),(3 350578.9),(4 560426.3),(5 804926.2),(6 1124304),(7 1494385.1),(8 1945382.5),(9 2449869.3),(10 3003528.8),(11 3653623.3),(12 4355476),(13 5074533),(14 5713577.5),(15 6347529.5),(16 6968638),(17 7636390.5),(18 8303604),(19 8890355),(20 9475255),(21 10162501),(22 10773461),(23 11394337),(24 12101005),(25 12888469),(26 13821485),(27 15180680),(28 16228136),(29 17510082),(30 18988170),(31 20677318),(32 22314720),(33 24175590),(34 26366502),(35 28621570),(36 31317352),(37 33387840),(38 36218704),(39 38546090),(40 41333080),(41 44370916),(42 47526624),(43 50658656),(44 53342612),(45 56272190),(46 58798476),(47 61720428),(48 63800800),(49 66125730),(50 68486350),(51 70628330),(52 73071810),(53 75132616),(54 77252696),(55 78684104),(56 79954020),(57 80703040),(58 81658070),(59 82156710),(60 83010760),(61 83704540),(62 84121730),(63 84469850),(64 84843140),(65 85890230),(66 86578790),(67 87662180),(68 89012580),(69 90792100),(70 92484360),(71 94224170),(72 95831870),(73 97333090),(74 98674590),(75 99956856),(76 101244710),(77 102681320),(78 104132570),(79 105434440),
(1 114.11079),(2 120.1248),(3 127.98947),(4 129.41168),(5 131.94814),(6 135.59612),(7 137.48732),(8 136.76465),(9 139.31367),(10 142.22993),(11 141.86777),(12 142.24162),(13 145.14899),(14 146.70317),(15 146.78487),(16 148.58888),(17 148.32486),(18 148.4183),(19 150.3556),(20 148.37608),(21 150.3307),(22 147.1054),(23 149.77531),(24 146.94641),(25 151.33447),(26 148.79456),(27 149.12767),(28 151.581),(29 151.09167),(30 152.22017),(31 151.76656),(32 153.09995),(33 151.07289),(34 152.50473),(35 149.00806),(36 149.83318),(37 148.28795),(38 145.53427),(39 145.82158),(40 145.05428),(41 148.34766),(42 144.01718),(43 146.95343),(44 146.69498),(45 145.20047),(46 147.38153),(47 146.14139),(48 147.1176),(49 146.2795),(50 148.0112),(51 144.81487),(52 149.28041),(53 149.1104),(54 147.94746),(55 148.94336),(56 147.8434),(57 150.6532),(58 154.90121),(59 153.408),(60 154.69403),(61 158.5315),(62 158.02876),(63 158.03139),(64 158.30196),(65 157.76184),(66 161.16449),(67 161.33937),(68 160.09256),(69 161.4654),(70 160.53581),(71 159.56244),(72 159.698),(73 159.04282),(74 160.59105),(75 159.44331),(76 161.24402),(77 162.35274),(78 160.88998),(79 160.3128),
(1 112.921906),(2 122.04464),(3 129.21585),(4 130.57938),(5 133.26434),(6 133.38316),(7 136.62807),(8 136.67838),(9 137.6164),(10 139.77899),(11 140.23349),(12 141.51964),(13 145.01096),(14 147.52644),(15 147.39644),(16 147.66537),(17 149.08122),(18 148.9947),(19 150.47963),(20 150.36789),(21 150.17917),(22 148.86038),(23 150.94322),(24 149.82932),(25 150.71136),(26 148.46426),(27 148.91422),(28 151.73866),(29 150.53816),(30 151.71645),(31 152.38693),(32 153.16287),(33 151.3756),(34 151.3833),(35 147.2426),(36 147.6768),(37 147.95152),(38 146.98065),(39 145.63527),(40 143.92934),(41 144.45007),(42 142.90623),(43 145.59523),(44 144.27527),(45 143.29881),(46 142.83199),(47 144.65446),(48 145.34714),(49 144.27806),(50 145.23325),(51 143.55055),(52 145.76425),(53 145.5831),(54 145.6105),(55 147.412),(56 146.53917),(57 150.83867),(58 149.41815),(59 155.49994),(60 153.61647),(61 157.71155),(62 158.23299),(63 158.21281),(64 158.49908),(65 159.04047),(66 159.81349),(67 159.67215),(68 161.28778),(69 158.69772),(70 160.59296),(71 157.00652),(72 158.80168),(73 159.29015),(74 159.92433),(75 158.25244),(76 158.51167),(77 160.85391),(78 159.73976),(79 158.78976),
(1 109.998215),(2 116.24078),(3 124.02055),(4 125.00608),(5 128.08939),(6 129.93488),(7 131.70639),(8 132.30562),(9 130.30835),(10 133.78476),(11 133.97275),(12 136.4925),(13 138.53607),(14 140.44351),(15 141.20111),(16 141.49176),(17 142.62334),(18 142.69704),(19 142.32004),(20 142.96655),(21 141.33144),(22 141.07555),(23 142.84547),(24 142.78804),(25 145.26175),(26 141.651),(27 144.48471),(28 146.17711),(29 145.65802),(30 146.88902),(31 145.69063),(32 147.39143),(33 145.85698),(34 147.43527),(35 142.90298),(36 141.55931),(37 141.77739),(38 141.69902),(39 142.00832),(40 139.66037),(41 141.47556),(42 139.15352),(43 141.5253),(44 139.29526),(45 139.5358),(46 139.15347),(47 139.45847),(48 140.71033),(49 141.62395),(50 139.48746),(51 140.24036),(52 141.12747),(53 140.2838),(54 139.99983),(55 140.7559),(56 143.35237),(57 144.41273),(58 146.29846),(59 148.99825),(60 148.11435),(61 150.40338),(62 150.88753),(63 152.209),(64 152.76825),(65 153.58125),(66 154.31761),(67 153.83585),(68 152.31134),(69 153.21518),(70 155.27963),(71 151.94084),(72 153.20781),(73 153.48415),(74 152.97293),(75 151.59526),(76 152.98877),(77 152.2384),(78 153.51659),(79 152.17465),
(1 109.95104),(2 117.36219),(3 126.57615),(4 126.155685),(5 129.70169),(6 133.11598),(7 133.70973),(8 135.36635),(9 135.11649),(10 138.39424),(11 138.27888),(12 140.13445),(13 142.4631),(14 144.60078),(15 144.95557),(16 144.90678),(17 144.39003),(18 145.43399),(19 146.68042),(20 145.44028),(21 145.32164),(22 143.70468),(23 145.99033),(24 146.67395),(25 147.01837),(26 144.26384),(27 145.10533),(28 145.87483),(29 144.71526),(30 148.10718),(31 146.52153),(32 148.69951),(33 145.1804),(34 146.37943),(35 144.34589),(36 141.14845),(37 141.22229),(38 140.59618),(39 141.44649),(40 140.40569),(41 141.77786),(42 138.35327),(43 140.94449),(44 137.8976),(45 138.58458),(46 139.69418),(47 137.89075),(48 139.47182),(49 140.3045),(50 139.9379),(51 138.83646),(52 141.475),(53 140.39447),(54 140.99199),(55 141.12805),(56 141.95451),(57 145.34988),(58 146.5578),(59 149.79732),(60 148.49225),(61 150.00331),(62 150.54037),(63 151.14554),(64 151.60182),(65 152.27141),(66 151.48135),(67 153.06305),(68 152.40765),(69 151.42815),(70 152.18466),(71 151.25026),(72 152.02191),(73 150.91077),(74 151.41711),(75 149.81462),(76 151.43584),(77 151.4762),(78 152.15915),(79 151.09755),
(1 108.1337),(2 115.326355),(3 121.91025),(4 121.22575),(5 125.21157),(6 127.178406),(7 130.01683),(8 131.27438),(9 131.87651),(10 134.12758),(11 134.02542),(12 135.58368),(13 137.80566),(14 139.07458),(15 138.6788),(16 140.21727),(17 141.53853),(18 141.26045),(19 142.90263),(20 143.48273),(21 143.25418),(22 142.8505),(23 142.84354),(24 141.95833),(25 142.49483),(26 141.19966),(27 142.08736),(28 144.50665),(29 142.58366),(30 145.25256),(31 142.49437),(32 144.91142),(33 144.53775),(34 145.73273),(35 142.41501),(36 140.5502),(37 141.39139),(38 139.3878),(39 139.20364),(40 137.90381),(41 141.38652),(42 137.31744),(43 139.45816),(44 139.22723),(45 138.2912),(46 137.38234),(47 138.27512),(48 140.07904),(49 137.97533),(50 139.37509),(51 138.10838),(52 138.85062),(53 137.80798),(54 139.38766),(55 138.94127),(56 139.13402),(57 140.5342),(58 143.45554),(59 143.91371),(60 143.77126),(61 145.6277),(62 145.09708),(63 146.69067),(64 145.02144),(65 146.91435),(66 145.89322),(67 148.14941),(68 147.26764),(69 147.22383),(70 147.95076),(71 146.97679),(72 148.60103),(73 146.81183),(74 148.63997),(75 148.80037),(76 149.67621),(77 148.90103),(78 147.76614),(79 149.2502),
(1 108.772644),(2 117.479866),(3 124.730034),(4 126.98055),(5 128.49257),(6 131.4892),(7 133.387),(8 135.16777),(9 134.71783),(10 136.3983),(11 135.2625),(12 136.60387),(13 138.73651),(14 139.87526),(15 140.81357),(16 140.39027),(17 140.61652),(18 140.06749),(19 142.11023),(20 141.9175),(21 141.70973),(22 139.63663),(23 144.15028),(24 143.0767),(25 144.25208),(26 142.99075),(27 143.87677),(28 145.87657),(29 143.29314),(30 145.73993),(31 143.6938),(32 147.43672),(33 144.83386),(34 145.0247),(35 142.62671),(36 141.04814),(37 141.23735),(38 140.25212),(39 139.77739),(40 138.1629),(41 140.53348),(42 136.60495),(43 137.99057),(44 136.6084),(45 137.84045),(46 137.12975),(47 136.4155),(48 140.00307),(49 139.50204),(50 139.97835),(51 139.0786),(52 139.49637),(53 138.15125),(54 138.40883),(55 140.64066),(56 140.0284),(57 143.67221),(58 143.05907),(59 145.01112),(60 144.50455),(61 145.95619),(62 147.00977),(63 147.74265),(64 146.16544),(65 147.49019),(66 149.23117),(67 150.9075),(68 149.43639),(69 149.76799),(70 150.26056),(71 150.13394),(72 149.80391),(73 150.50322),(74 150.14018),(75 149.77074),(76 150.05919),(77 149.46906),(78 149.80426),(79 150.69666),
(1 105.041046),(2 114.27036),(3 120.25),(4 121.91663),(5 124.492165),(6 127.449356),(7 128.92702),(8 130.71811),(9 129.94565),(10 132.57187),(11 131.18698),(12 132.307),(13 134.76234),(14 136.55566),(15 135.73746),(16 137.31264),(17 137.83582),(18 136.87065),(19 137.89449),(20 137.3151),(21 140.22073),(22 138.30055),(23 139.70065),(24 138.47691),(25 141.20395),(26 138.85071),(27 140.43425),(28 141.59352),(29 139.68251),(30 142.05931),(31 140.94458),(32 143.25038),(33 140.9782),(34 142.11452),(35 140.9682),(36 139.19572),(37 138.45753),(38 136.6318),(39 138.39905),(40 136.81395),(41 138.86569),(42 135.3521),(43 138.13719),(44 136.16864),(45 136.29745),(46 134.95178),(47 135.1991),(48 138.1449),(49 136.04039),(50 139.16913),(51 134.757),(52 135.49101),(53 135.43652),(54 135.75563),(55 136.70341),(56 134.70137),(57 138.46103),(58 137.43256),(59 141.11342),(60 140.10152),(61 143.69057),(62 141.04167),(63 142.64291),(64 144.06506),(65 145.65091),(66 144.87415),(67 145.47194),(68 146.37529),(69 146.05074),(70 146.49446),(71 143.03632),(72 145.30527),(73 143.82494),(74 145.2193),(75 144.17169),(76 144.83432),(77 144.82425),(78 144.77051),(79 144.008),
(1 105.309784),(2 113.82461),(3 120.80859),(4 121.699265),(5 124.08488),(6 127.8891),(7 127.590645),(8 129.74979),(9 128.82153),(10 130.45035),(11 132.09113),(12 133.36742),(13 133.14844),(14 134.07782),(15 135.45334),(16 137.83153),(17 137.10658),(18 138.05199),(19 136.19313),(20 136.90306),(21 138.41125),(22 136.44489),(23 139.2555),(24 136.35909),(25 139.91386),(26 138.54726),(27 137.82059),(28 139.1352),(29 137.89589),(30 140.39835),(31 139.39838),(32 140.45615),(33 139.56192),(34 139.7609),(35 137.0095),(36 137.31122),(37 135.78667),(38 135.37126),(39 134.3065),(40 134.56544),(41 134.26662),(42 131.6158),(43 135.18694),(44 133.44594),(45 133.55516),(46 133.05237),(47 132.34843),(48 135.60126),(49 132.87389),(50 135.68744),(51 134.74516),(52 136.428),(53 136.06703),(54 136.07724),(55 136.2734),(56 137.45525),(57 138.14212),(58 138.33682),(59 140.79291),(60 139.65489),(61 141.78094),(62 142.81703),(63 144.53992),(64 143.9556),(65 143.9492),(66 144.44807),(67 145.9199),(68 145.70543),(69 145.30238),(70 146.73709),(71 145.10045),(72 144.03337),(73 142.23299),(74 142.02884),(75 142.51247),(76 142.57143),(77 144.08661),(78 143.7126),(79 141.979),
(1 106.60461),(2 113.58344),(3 121.4531),(4 122.16877),(5 126.37624),(6 128.65689),(7 129.02872),(8 128.36313),(9 129.18065),(10 130.12204),(11 129.69127),(12 133.2278),(13 135.37965),(14 136.32245),(15 136.49876),(16 136.46036),(17 137.74266),(18 140.4459),(19 138.2456),(20 137.95041),(21 140.18929),(22 137.71463),(23 141.33296),(24 137.69347),(25 139.94392),(26 139.93901),(27 140.20384),(28 140.50392),(29 139.28816),(30 143.20374),(31 141.10938),(32 144.57045),(33 141.75209),(34 142.04326),(35 139.00801),(36 138.33719),(37 136.4291),(38 137.34058),(39 137.5888),(40 136.02979),(41 136.2235),(42 134.67404),(43 137.68036),(44 135.67436),(45 136.663),(46 135.29015),(47 134.9939),(48 137.47116),(49 135.29745),(50 138.39478),(51 134.91797),(52 137.53719),(53 137.26457),(54 136.52151),(55 136.65619),(56 136.5359),(57 138.20535),(58 139.4463),(59 142.68848),(60 140.67416),(61 143.1667),(62 142.34073),(63 144.89201),(64 143.33478),(65 143.2025),(66 143.92389),(67 145.40779),(68 145.07278),(69 146.32953),(70 144.35208),(71 141.5573),(72 144.50731),(73 144.3656),(74 145.69983),(75 142.6441),(76 144.54562),(77 142.20479),(78 144.83244),(79 144.12675),
(1 102.09298),(2 108.03211),(3 117.72013),(4 119.172676),(5 122.12007),(6 124.01487),(7 124.37173),(8 126.650566),(9 126.27279),(10 128.16791),(11 129.7291),(12 130.63855),(13 131.99413),(14 134.15361),(15 133.57126),(16 134.34964),(17 134.07695),(18 134.88907),(19 133.75436),(20 135.56134),(21 135.96063),(22 133.24556),(23 136.90144),(24 135.25595),(25 137.63998),(26 136.40738),(27 134.75279),(28 136.85127),(29 136.24959),(30 137.50946),(31 136.90591),(32 141.63661),(33 137.26825),(34 137.78383),(35 136.88295),(36 136.51028),(37 133.90874),(38 133.39693),(39 132.82097),(40 132.88397),(41 134.99432),(42 133.07147),(43 134.73723),(44 133.28891),(45 133.0938),(46 132.41866),(47 131.22594),(48 133.93942),(49 132.38641),(50 135.47057),(51 133.16994),(52 133.95161),(53 133.66255),(54 133.83086),(55 133.28633),(56 132.84776),(57 135.36362),(58 137.82489),(59 141.0147),(60 138.63396),(61 141.69734),(62 140.6739),(63 141.65933),(64 139.77817),(65 142.59018),(66 140.69423),(67 143.26308),(68 143.21275),(69 143.36258),(70 142.24284),(71 142.03171),(72 144.20482),(73 142.57048),(74 142.48097),(75 141.00534),(76 144.4229),(77 143.37814),(78 143.80807),(79 141.96605),
(1 103.23388),(2 109.87886),(3 118.06689),(4 119.68753),(5 122.2296),(6 125.76129),(7 125.61267),(8 125.85652),(9 126.67386),(10 129.9391),(11 130.0873),(12 129.69449),(13 133.21306),(14 134.93344),(15 135.43379),(16 134.91591),(17 135.17627),(18 134.81749),(19 133.98512),(20 133.73866),(21 135.4748),(22 134.02954),(23 137.15431),(24 134.76021),(25 137.24326),(26 135.82362),(27 133.71515),(28 136.78973),(29 135.65807),(30 138.44806),(31 136.96992),(32 140.53543),(33 138.47128),(34 138.09027),(35 136.99461),(36 136.32187),(37 134.11093),(38 133.17372),(39 134.3868),(40 133.17445),(41 135.9571),(42 132.18906),(43 135.94412),(44 133.64317),(45 134.11804),(46 132.93654),(47 132.43362),(48 134.76793),(49 133.51103),(50 136.41241),(51 133.55728),(52 134.08934),(53 135.02773),(54 133.2803),(55 134.07158),(56 134.8499),(57 138.27899),(58 140.3024),(59 142.43616),(60 138.58502),(61 143.38284),(62 141.55238),(63 144.90475),(64 141.91449),(65 143.3911),(66 141.82904),(67 143.93227),(68 145.35887),(69 144.01718),(70 144.448),(71 141.53456),(72 145.42047),(73 143.23106),(74 143.96199),(75 140.32413),(76 143.7199),(77 143.41971),(78 144.94456),(79 140.48085),
(1 103.36533),(2 108.80807),(3 117.26169),(4 120.58336),(5 122.07307),(6 124.67022),(7 125.079216),(8 125.66184),(9 125.8406),(10 127.54668),(11 128.31648),(12 129.52344),(13 131.7874),(14 133.3863),(15 130.2579),(16 131.24666),(17 131.09673),(18 133.33945),(19 132.53886),(20 132.22083),(21 134.24698),(22 134.90102),(23 135.39311),(24 132.49008),(25 133.85802),(26 133.74937),(27 131.46637),(28 134.911),(29 133.94106),(30 136.28986),(31 135.20108),(32 138.52669),(33 134.41121),(34 135.35332),(35 133.15892),(36 132.71007),(37 131.8079),(38 132.8884),(39 131.10698),(40 131.24254),(41 133.2713),(42 127.82431),(43 131.5109),(44 128.38332),(45 128.55452),(46 128.68385),(47 128.66351),(48 131.4946),(49 128.60083),(50 131.67755),(51 129.69792),(52 131.15398),(53 128.73273),(54 130.94322),(55 131.68266),(56 131.0355),(57 134.92657),(58 135.52606),(59 136.30882),(60 135.299),(61 137.76175),(62 137.49733),(63 140.64185),(64 139.30617),(65 140.15465),(66 140.76631),(67 142.23615),(68 143.16832),(69 142.15167),(70 143.08556),(71 140.44118),(72 141.28711),(73 140.49939),(74 140.68094),(75 138.82278),(76 140.70244),(77 142.84158),(78 140.39192),(79 138.5378),
(1 102.78949),(2 109.72041),(3 117.88963),(4 120.02693),(5 122.151566),(6 124.555374),(7 124.30524),(8 125.65967),(9 125.475655),(10 127.711494),(11 127.883446),(12 128.8018),(13 132.17284),(14 133.50775),(15 133.61801),(16 134.45123),(17 133.71114),(18 135.05467),(19 134.06726),(20 134.70572),(21 135.29877),(22 135.04578),(23 135.21846),(24 133.32542),(25 135.69644),(26 133.60196),(27 134.2374),(28 134.87721),(29 133.57231),(30 136.05823),(31 134.43538),(32 137.53816),(33 133.8255),(34 134.45357),(35 133.82594),(36 131.78688),(37 131.99133),(38 130.78802),(39 129.61617),(40 129.57118),(41 130.96268),(42 127.97806),(43 131.98483),(44 129.7398),(45 131.32614),(46 130.00111),(47 131.95139),(48 132.31787),(49 130.85309),(50 132.7721),(51 130.21112),(52 132.05258),(53 130.89464),(54 132.70782),(55 132.25926),(56 132.01611),(57 133.80957),(58 135.69955),(59 138.64041),(60 137.90291),(61 140.16106),(62 139.94229),(63 141.11487),(64 140.62679),(65 142.17993),(66 143.18579),(67 143.26262),(68 144.5304),(69 143.17924),(70 143.35968),(71 140.06813),(72 142.13213),(73 141.76729),(74 143.62642),(75 141.34721),(76 141.3316),(77 143.59608),(78 142.92683),(79 141.6025),
(1 101.748795),(2 109.78891),(3 119.396965),(4 120.51843),(5 122.52788),(6 124.6144),(7 123.78275),(8 125.48019),(9 124.87322),(10 127.07112),(11 128.37105),(12 127.202324),(13 129.92236),(14 132.23521),(15 133.58247),(16 132.729),(17 132.60872),(18 134.56212),(19 132.95267),(20 133.12836),(21 134.47221),(22 132.10986),(23 134.55109),(24 133.4892),(25 134.57103),(26 132.26173),(27 129.96732),(28 133.68546),(29 132.31549),(30 134.07646),(31 133.81865),(32 135.53862),(33 132.20752),(34 135.10802),(35 132.36732),(36 131.71516),(37 132.10918),(38 130.01501),(39 129.53632),(40 130.21384),(41 131.84695),(42 128.14359),(43 131.06659),(44 128.53896),(45 129.1131),(46 128.5635),(47 127.6413),(48 129.83522),(49 128.32346),(50 131.99873),(51 128.61346),(52 131.31712),(53 130.21213),(54 130.76788),(55 129.94452),(56 130.65724),(57 132.21245),(58 133.88362),(59 136.35452),(60 135.09213),(61 138.31482),(62 137.35907),(63 138.7678),(64 135.9647),(65 137.56049),(66 138.144),(67 140.27823),(68 139.96288),(69 140.17766),(70 140.30699),(71 138.3169),(72 139.57213),(73 139.2692),(74 140.25604),(75 138.49214),(76 139.30469),(77 140.15239),(78 139.02559),(79 138.23232),
(1 100.14735),(2 108.6299),(3 113.52173),(4 116.05696),(5 117.282906),(6 120.234085),(7 120.96284),(8 123.61599),(9 122.5275),(10 124.632225),(11 124.611664),(12 125.689926),(13 127.15438),(14 129.00836),(15 129.38496),(16 130.4992),(17 130.65791),(18 132.78319),(19 132.13217),(20 131.6326),(21 133.16342),(22 132.16592),(23 133.73625),(24 132.10347),(25 133.31511),(26 131.14117),(27 130.64023),(28 133.02675),(29 131.37506),(30 132.67813),(31 130.89555),(32 133.54013),(33 131.19302),(34 131.69577),(35 132.16687),(36 130.87444),(37 129.41512),(38 127.75252),(39 127.22556),(40 126.672356),(41 127.36303),(42 126.19239),(43 127.50097),(44 126.285324),(45 125.080765),(46 124.704605),(47 125.07118),(48 127.47527),(49 125.79853),(50 125.92899),(51 125.3036),(52 126.52788),(53 126.01996),(54 126.54783),(55 127.67441),(56 127.21921),(57 126.6859),(58 130.38907),(59 131.29495),(60 131.92578),(61 133.46556),(62 133.2742),(63 135.68542),(64 134.337),(65 135.44223),(66 134.39288),(67 138.10657),(68 137.28075),(69 136.92781),(70 135.04999),(71 134.35797),(72 136.3904),(73 136.35782),(74 136.98099),(75 135.49452),(76 137.21834),(77 136.1898),(78 137.43755),(79 136.329),
(1 100.67861),(2 109.386375),(3 114.21514),(4 116.29536),(5 118.100975),(6 120.955635),(7 121.77708),(8 122.74657),(9 122.58286),(10 123.735146),(11 124.51802),(12 126.124954),(13 128.38445),(14 128.85999),(15 130.58376),(16 131.01973),(17 130.8564),(18 130.41737),(19 131.4867),(20 130.35025),(21 131.312),(22 131.03131),(23 132.04745),(24 130.88239),(25 132.17107),(26 131.544),(27 132.7443),(28 133.2958),(29 132.08383),(30 132.94296),(31 132.4134),(32 134.49512),(33 133.16913),(34 133.27924),(35 131.47029),(36 129.13977),(37 127.718285),(38 127.877525),(39 127.759186),(40 126.61254),(41 127.80938),(42 126.77615),(43 129.0919),(44 125.56033),(45 127.45864),(46 126.61731),(47 126.83539),(48 125.85961),(49 126.262436),(50 128.35031),(51 126.642784),(52 127.731514),(53 127.56251),(54 127.78253),(55 127.821236),(56 128.85887),(57 130.20277),(58 130.65451),(59 133.25522),(60 132.54425),(61 134.65656),(62 135.0604),(63 135.16994),(64 134.4952),(65 136.00964),(66 137.03217),(67 137.56973),(68 137.81554),(69 138.02174),(70 137.21413),(71 136.43901),(72 136.12125),(73 136.68944),(74 136.78255),(75 136.82275),(76 137.26508),(77 137.6406),(78 137.77483),(79 138.49902),
(1 97.20875),(2 104.88441),(3 110.39814),(4 112.09972),(5 114.61933),(6 116.75203),(7 118.36524),(8 118.64743),(9 120.7019),(10 122.38511),(11 122.1117),(12 122.81837),(13 124.62073),(14 126.38456),(15 125.6311),(16 128.03615),(17 127.685326),(18 130.05026),(19 128.60701),(20 128.74084),(21 130.94244),(22 129.44446),(23 132.10278),(24 129.01392),(25 130.63565),(26 129.02129),(27 130.17506),(28 131.27118),(29 131.27457),(30 132.88234),(31 130.25241),(32 133.47345),(33 130.30801),(34 130.97914),(35 129.89676),(36 128.23628),(37 127.6492),(38 127.266136),(39 126.42493),(40 125.32105),(41 127.45118),(42 125.925705),(43 128.12253),(44 125.35847),(45 126.23519),(46 125.57568),(47 126.080025),(48 128.74475),(49 127.72039),(50 128.03181),(51 127.08626),(52 129.20769),(53 126.905655),(54 127.52916),(55 128.28009),(56 129.60449),(57 129.18925),(58 130.2295),(59 133.13623),(60 131.29623),(61 135.73598),(62 134.77823),(63 136.03912),(64 136.13261),(65 137.8306),(66 138.1754),(67 138.65747),(68 139.80103),(69 139.39746),(70 138.87132),(71 137.03972),(72 137.99521),(73 137.48288),(74 138.4656),(75 138.56166),(76 138.21198),(77 139.13335),(78 139.54617),(79 138.15059),
(1 97.483635),(2 105.55234),(3 110.392746),(4 112.64344),(5 115.157906),(6 116.88081),(7 118.84375),(8 120.82775),(9 120.4272),(10 123.26653),(11 123.60287),(12 122.90432),(13 125.27437),(14 126.595566),(15 126.03989),(16 128.63954),(17 128.01108),(18 129.31384),(19 128.98076),(20 129.21866),(21 128.46089),(22 128.26895),(23 129.72925),(24 129.38553),(25 129.68336),(26 128.28111),(27 128.0934),(28 131.88399),(29 128.96423),(30 131.47224),(31 129.53389),(32 131.42511),(33 128.35759),(34 130.98865),(35 127.882324),(36 126.542694),(37 125.91863),(38 125.14562),(39 124.74858),(40 123.146515),(41 126.02158),(42 123.62187),(43 128.29608),(44 126.02162),(45 125.58353),(46 124.14116),(47 123.72416),(48 125.84234),(49 125.9765),(50 127.47124),(51 123.78902),(52 125.94298),(53 125.17527),(54 124.73523),(55 124.95502),(56 124.23311),(57 126.455666),(58 127.73042),(59 129.93541),(60 127.64255),(61 130.99771),(62 131.9344),(63 132.4901),(64 131.17139),(65 132.2469),(66 132.99742),(67 133.21898),(68 134.48433),(69 133.72362),(70 133.41953),(71 132.07552),(72 132.3348),(73 131.83557),(74 132.29704),(75 133.43541),(76 134.66953),(77 134.56645),(78 135.04579),(79 133.77444),
