1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 17876.861),(2 60571.8),(3 136441),(4 224575.77),(5 331299.4),(6 454454.44),(7 594046.2),(8 746553.56),(9 909146.44),(10 1079515),(11 1256704.1),(12 1438438),(13 1620069.9),(14 1798745.4),(15 1975219.3),(16 2142051.8),(17 2313814),(18 2472107),(19 2622259.3),(20 2755395.3),(21 2888056),(22 3008606.3),(23 3123297.5),(24 3214953.8),(25 3295329.8),(26 3364571.3),(27 3417944),(28 3457731.5),(29 3487663.3),(30 3494200.3),(31 3495935.3),(32 3483346),(33 3454424.8),(34 3427467.3),(35 3399440.3),(36 3376728),(37 3359520.3),(38 3335493.5),(39 3312159.3),(40 3304343),(41 3291996.8),(42 3288247),(43 3279456),(44 3262852.5),(45 3255719),(46 3251505.5),(47 3255734.5),(48 3267878),(49 3284401),(50 3298590),(51 3321954),(52 3339238.5),(53 3365778),(54 3380799.8),(55 3401124.3),(56 3417302.3),(57 3431810),(58 3439298),(59 3449128.3),(60 3446994),(61 3440759.8),(62 3433707.8),(63 3425615.3),(64 3415700.8),(65 3404536.8),(66 3398290.8),(67 3383907.5),(68 3372754.5),(69 3368778.5),(70 3354697.8),(71 3353140.3),(72 3354945.8),(73 3353339.3),(74 3353433.5),(75 3353178.5),(76 3357872.8),(77 3357503.8),(78 3337627.8),(79 3338105.8),
(1 16071.239),(2 53052.234),(3 119271.836),(4 191541.63),(5 276765.84),(6 370080.75),(7 471504.22),(8 577090),(9 692505.44),(10 813173.06),(11 936691.7),(12 1070707.5),(13 1206886.1),(14 1342316.9),(15 1477354.4),(16 1607000.4),(17 1748569.1),(18 1875799.4),(19 2004200.6),(20 2124129.8),(21 2244749),(22 2368571.8),(23 2486669.8),(24 2592952.3),(25 2694015),(26 2778979.5),(27 2857324),(28 2933064.8),(29 2997796.8),(30 3058539.8),(31 3113014.8),(32 3161158.8),(33 3191890),(34 3227039.8),(35 3251821.8),(36 3277430.8),(37 3304652.3),(38 3325171.8),(39 3349346),(40 3376549.3),(41 3401996.8),(42 3424032.3),(43 3446388.8),(44 3451296.8),(45 3454230.3),(46 3459274),(47 3463968),(48 3465506),(49 3464299.3),(50 3469970),(51 3474451.8),(52 3478255),(53 3500425.3),(54 3506845.3),(55 3525635.8),(56 3545241.3),(57 3572768.8),(58 3594752),(59 3615086.3),(60 3639382),(61 3659476.3),(62 3681276.3),(63 3702732.3),(64 3718504),(65 3736531.3),(66 3758338.8),(67 3782972),(68 3806044),(69 3832989.3),(70 3849660),(71 3866027.8),(72 3886649.3),(73 3895266.8),(74 3893779),(75 3889191.8),(76 3881984.3),(77 3869769.3),(78 3834709.3),(79 3806538),
(1 15781.474),(2 52726.26),(3 117172.9),(4 189270.44),(5 272060.03),(6 362405.9),(7 458338.25),(8 558209.8),(9 667314.25),(10 777117.1),(11 892796.9),(12 1012006.25),(13 1135516.1),(14 1255472.9),(15 1370467.5),(16 1481140.1),(17 1588000.1),(18 1689700.8),(19 1789589.1),(20 1882724.1),(21 1972124.8),(22 2063585.3),(23 2150654.5),(24 2230750),(25 2304769.3),(26 2376359.8),(27 2444881.3),(28 2507076.8),(29 2564944.3),(30 2616418.3),(31 2671038),(32 2729537.3),(33 2764767.3),(34 2803063.3),(35 2834431.8),(36 2853550),(37 2877941),(38 2901648),(39 2932904.3),(40 2965554),(41 3001046.5),(42 3039362.3),(43 3081532.3),(44 3115241),(45 3149683.5),(46 3178397.5),(47 3209355),(48 3238078),(49 3265567.3),(50 3294461.5),(51 3315746),(52 3332893.5),(53 3348364.8),(54 3354644.8),(55 3358797.5),(56 3360716.8),(57 3364531.8),(58 3361753.5),(59 3353092.5),(60 3338604.8),(61 3328155.5),(62 3313783.3),(63 3299306.3),(64 3273722.5),(65 3252968.3),(66 3237688.8),(67 3229228.3),(68 3213153.3),(69 3206524.5),(70 3205970),(71 3205996.3),(72 3211419),(73 3217296.8),(74 3233762),(75 3244097.5),(76 3258563.3),(77 3279904),(78 3310293.5),(79 3332173),
(1 14300.518),(2 46463.477),(3 101163.66),(4 164382.47),(5 236841.69),(6 316647.75),(7 401087.63),(8 486666.1),(9 575971.56),(10 665842.94),(11 758782.4),(12 855286.2),(13 955554.75),(14 1061248.1),(15 1170878.1),(16 1275675.3),(17 1389637.3),(18 1499947.3),(19 1613109.5),(20 1725678.1),(21 1850605.5),(22 1987054.5),(23 2125748.5),(24 2266826),(25 2404501.3),(26 2540232),(27 2666671),(28 2790344.3),(29 2915875.3),(30 3039044.3),(31 3170617.3),(32 3301317),(33 3422846.8),(34 3541546.3),(35 3645059.3),(36 3737076.3),(37 3832153),(38 3912368.8),(39 3994121.3),(40 4065558.5),(41 4147526.8),(42 4225094),(43 4298185),(44 4365737),(45 4422384.5),(46 4476180),(47 4522074.5),(48 4563333.5),(49 4596636),(50 4618827),(51 4638110),(52 4649502),(53 4645405),(54 4633844),(55 4616196),(56 4605626.5),(57 4601818),(58 4597146),(59 4585349),(60 4567205),(61 4535911.5),(62 4503026.5),(63 4469788),(64 4425698),(65 4383638.5),(66 4343374.5),(67 4298188),(68 4243389),(69 4191311),(70 4141602),(71 4091405),(72 4043235.8),(73 3993731.3),(74 3936075),(75 3884652.8),(76 3837531.3),(77 3798029.5),(78 3759916.5),(79 3727837.5),
(1 15687.081),(2 50958.574),(3 111090.63),(4 177376.6),(5 253414.86),(6 339467.56),(7 429436.75),(8 523320.6),(9 620567.25),(10 719110.1),(11 821789.5),(12 922247.7),(13 1020877.9),(14 1120411.4),(15 1221541.4),(16 1316757.6),(17 1414229.5),(18 1509842.9),(19 1601884.8),(20 1681788.5),(21 1774578.1),(22 1863370.1),(23 1950757.4),(24 2035934.4),(25 2109456.5),(26 2179257.3),(27 2244270.8),(28 2328613),(29 2399161.3),(30 2474002.8),(31 2546630.5),(32 2618048.5),(33 2693990.5),(34 2759191.8),(35 2817392.3),(36 2871798.8),(37 2923358.5),(38 2954113.5),(39 2987868.8),(40 3009774.5),(41 3039354.3),(42 3068653.8),(43 3097537.8),(44 3130412.8),(45 3167153),(46 3211265.3),(47 3246401.8),(48 3280386.8),(49 3308141.8),(50 3326134.5),(51 3336568.3),(52 3343955.3),(53 3337067.5),(54 3331750),(55 3325762),(56 3315399.8),(57 3302769.3),(58 3287182.5),(59 3273435.5),(60 3254848.5),(61 3237321),(62 3210134),(63 3182769.5),(64 3152298),(65 3122313.5),(66 3090301.3),(67 3056409.3),(68 3019671.8),(69 2978178),(70 2932435.8),(71 2893391.8),(72 2853836.3),(73 2817595),(74 2787299.3),(75 2765386),(76 2745259.5),(77 2727235.8),(78 2709156.3),(79 2691642.8),
(1 15121.728),(2 48498.273),(3 107355.4),(4 173591.67),(5 253415.5),(6 341750.63),(7 439660.16),(8 545636.7),(9 656136.75),(10 772499.44),(11 888809.6),(12 1002631.4),(13 1116487.5),(14 1227979.1),(15 1336932.1),(16 1440187.5),(17 1541392.5),(18 1647866.4),(19 1751774),(20 1848720.9),(21 1951232.8),(22 2048080),(23 2146758.5),(24 2237760),(25 2322928.8),(26 2407286.5),(27 2490836.5),(28 2586371.5),(29 2667110.8),(30 2748893.3),(31 2829799),(32 2910099.3),(33 2985011.5),(34 3054954.3),(35 3119831),(36 3173444),(37 3230588.8),(38 3271374.5),(39 3309089.3),(40 3336343.8),(41 3352121.8),(42 3370125.3),(43 3381562.3),(44 3393735.8),(45 3399362.3),(46 3408197.5),(47 3411527.5),(48 3413258.8),(49 3413141.3),(50 3418494.5),(51 3418053.8),(52 3417491.8),(53 3417089.8),(54 3402931.8),(55 3383456.5),(56 3366388.3),(57 3340571.5),(58 3314316),(59 3286195),(60 3256291.8),(61 3225355),(62 3198721.3),(63 3161048.3),(64 3124423),(65 3085656.5),(66 3047204),(67 3008119.3),(68 2970131.5),(69 2938548.3),(70 2904431.8),(71 2872064),(72 2848620.8),(73 2831483.5),(74 2817004.8),(75 2806040.5),(76 2809221.3),(77 2812474.3),(78 2827581.5),(79 2841452.3),
(1 15661.002),(2 52328.625),(3 113886.266),(4 186975.42),(5 269704.75),(6 363531.8),(7 465360.84),(8 574353.8),(9 686919.1),(10 805377.3),(11 926071.9),(12 1044864.9),(13 1162881.3),(14 1283872.9),(15 1400201.3),(16 1518327.5),(17 1631295.5),(18 1746439),(19 1856444.4),(20 1966390.1),(21 2083957.1),(22 2190548.3),(23 2295669.8),(24 2402154.3),(25 2509327.3),(26 2614432.5),(27 2715862.8),(28 2831842.8),(29 2938140.3),(30 3045139.5),(31 3149119.5),(32 3248025),(33 3343756.3),(34 3427868.8),(35 3500434.8),(36 3567036.5),(37 3631668.8),(38 3684327.3),(39 3736154.3),(40 3775600.5),(41 3819130.8),(42 3856927),(43 3883175.8),(44 3904531),(45 3920460.5),(46 3925470.3),(47 3919958.8),(48 3907628.8),(49 3888478),(50 3860386.5),(51 3827366.3),(52 3792477.5),(53 3762668.5),(54 3734518.5),(55 3714881),(56 3706153.5),(57 3699495.8),(58 3682451),(59 3666682.8),(60 3650463.5),(61 3637765.5),(62 3618370.3),(63 3594348.5),(64 3566849),(65 3531044.8),(66 3496883),(67 3458207.5),(68 3416800.5),(69 3383262),(70 3342055.3),(71 3303549),(72 3268556.5),(73 3238405.3),(74 3200713),(75 3159417.8),(76 3121043.8),(77 3083207.3),(78 3048632.5),(79 3014896.5),
(1 15696.524),(2 51611.184),(3 111573.08),(4 177240.08),(5 252200.42),(6 335662.97),(7 423247.7),(8 513572.2),(9 603959),(10 696466.94),(11 784229.5),(12 867907.94),(13 950153.44),(14 1025771.5),(15 1097614),(16 1165603.1),(17 1231436),(18 1294705),(19 1354970.6),(20 1409236.8),(21 1467984.8),(22 1522610.4),(23 1581786.6),(24 1642847.3),(25 1704017.3),(26 1762099.6),(27 1816706.1),(28 1881404.6),(29 1946143.3),(30 2016406),(31 2095252.6),(32 2176040.8),(33 2260167.3),(34 2344647.3),(35 2424169.3),(36 2499531.5),(37 2574036),(38 2642463.8),(39 2709983),(40 2771795),(41 2838428.8),(42 2899816.3),(43 2959548),(44 3015615.3),(45 3070461.5),(46 3114958.5),(47 3151575.3),(48 3180862.5),(49 3207836.8),(50 3228582.8),(51 3241060.8),(52 3250069.8),(53 3264889.8),(54 3263042.5),(55 3251412.8),(56 3241373.3),(57 3231133.5),(58 3213735),(59 3188787),(60 3166257.8),(61 3143470),(62 3111266.5),(63 3080486.3),(64 3049600.5),(65 3019012),(66 2986556.5),(67 2960860.3),(68 2934696),(69 2904580),(70 2876960.5),(71 2848271.8),(72 2820540.8),(73 2794195.5),(74 2752700.5),(75 2711894.8),(76 2676720.5),(77 2646046.5),(78 2620529.8),(79 2604635.5),
(1 17329.814),(2 57569.957),(3 126425.63),(4 204329.44),(5 291738.25),(6 387726.38),(7 485882.2),(8 586651.1),(9 687340.44),(10 788208),(11 886825.56),(12 979732.6),(13 1070233.6),(14 1151716),(15 1225183.6),(16 1295841.4),(17 1363048.1),(18 1428072.8),(19 1489866),(20 1549454.4),(21 1600294.8),(22 1648040.1),(23 1693301.1),(24 1730328.4),(25 1767086.4),(26 1791873),(27 1812369.6),(28 1833621.3),(29 1854362.1),(30 1872590.6),(31 1896227.4),(32 1918302.5),(33 1943197.8),(34 1968954.5),(35 1990426.3),(36 2010368.1),(37 2026073.8),(38 2038090.5),(39 2052840.3),(40 2070291.3),(41 2089749.6),(42 2107745),(43 2130481),(44 2149934.8),(45 2172438.8),(46 2183420.8),(47 2192816.3),(48 2195025.5),(49 2195904),(50 2195264.8),(51 2192332.8),(52 2194461.3),(53 2206379.5),(54 2218632.3),(55 2230798),(56 2251317.5),(57 2276993.8),(58 2308072.5),(59 2340641),(60 2376599),(61 2408215),(62 2440016.5),(63 2469130),(64 2505140.8),(65 2533695),(66 2566303),(67 2596216.5),(68 2624025.5),(69 2642361.5),(70 2660215.3),(71 2669623),(72 2676662.3),(73 2676025.5),(74 2673838.8),(75 2662280.8),(76 2657037.5),(77 2649790.3),(78 2642927),(79 2636446.3),
(1 18125.69),(2 61358.61),(3 133749.22),(4 219423.67),(5 319658.16),(6 430370.9),(7 545566.2),(8 661203.8),(9 770541.8),(10 875782.25),(11 975221),(12 1069962),(13 1157928.4),(14 1245671),(15 1329255.5),(16 1408526.8),(17 1481386.8),(18 1553741),(19 1620826.4),(20 1683912.5),(21 1741544.3),(22 1796136.3),(23 1847762.6),(24 1888827),(25 1925351.8),(26 1955299.3),(27 1977501),(28 1993135.1),(29 2010781.9),(30 2025775.6),(31 2048162.4),(32 2072112),(33 2090461.6),(34 2110469.8),(35 2121562.5),(36 2127229),(37 2134280.3),(38 2140990.5),(39 2145721.8),(40 2155415.5),(41 2162905.8),(42 2171124),(43 2184382.3),(44 2193705),(45 2200691.8),(46 2201268.8),(47 2200105.3),(48 2195492.3),(49 2186797),(50 2174581.3),(51 2163908.8),(52 2149065.8),(53 2136627.5),(54 2119668),(55 2103914.8),(56 2099149),(57 2093411),(58 2094242.6),(59 2097269.5),(60 2102001.8),(61 2109364.5),(62 2115039.3),(63 2120843.8),(64 2129639.5),(65 2133400.3),(66 2142101.5),(67 2150757.3),(68 2162614.5),(69 2176888.8),(70 2194902),(71 2209102.3),(72 2219652),(73 2230500.8),(74 2240551.8),(75 2252423.5),(76 2256532.3),(77 2257836),(78 2251260.8),(79 2252378.5),
(1 16505.047),(2 54318.45),(3 117489.8),(4 192675.72),(5 280818.34),(6 375920.47),(7 474599.88),(8 575033.6),(9 671181.7),(10 766252.4),(11 855324),(12 937245.94),(13 1015636.56),(14 1088010.6),(15 1158203),(16 1223895.5),(17 1284804.8),(18 1345838.8),(19 1407408),(20 1460818.6),(21 1509904.5),(22 1557485.6),(23 1600218.8),(24 1630647.4),(25 1657102),(26 1677576),(27 1695009.8),(28 1704920.4),(29 1718903.8),(30 1733264.5),(31 1748833.9),(32 1762023.6),(33 1774191.4),(34 1787524),(35 1799071.5),(36 1805980),(37 1812320.6),(38 1818248.3),(39 1823537.4),(40 1827545.8),(41 1831513),(42 1835199.3),(43 1847754.6),(44 1857690),(45 1864494),(46 1870673.4),(47 1872088),(48 1871811.5),(49 1875865.1),(50 1878011.6),(51 1878011.3),(52 1881921.6),(53 1886141.5),(54 1894528),(55 1900217.3),(56 1903234.3),(57 1901981.4),(58 1899726.4),(59 1900182.6),(60 1904157.3),(61 1907175.9),(62 1909408.5),(63 1911440.1),(64 1906847.1),(65 1902771.8),(66 1895212.4),(67 1890391.5),(68 1889646),(69 1893147),(70 1899813.9),(71 1910025),(72 1926945.4),(73 1940891.6),(74 1954125.8),(75 1974120.6),(76 1996450.3),(77 2020994),(78 2041185.4),(79 2065077.3),
(1 15950.908),(2 53574.418),(3 116526.32),(4 190348.56),(5 273806.2),(6 366769.63),(7 461170.38),(8 556116.44),(9 649976.3),(10 741422.75),(11 825290.7),(12 905890.7),(13 979553.44),(14 1045454.75),(15 1104220.1),(16 1150779.5),(17 1191419.6),(18 1224137.1),(19 1253988),(20 1278983.5),(21 1302667.6),(22 1325659),(23 1346492.6),(24 1361159.4),(25 1368469.8),(26 1377276),(27 1384930.5),(28 1405346.4),(29 1427517),(30 1451146.4),(31 1479012.1),(32 1504855.6),(33 1533429.5),(34 1557632.5),(35 1574295.4),(36 1583577.1),(37 1591262.5),(38 1596508.3),(39 1598301.5),(40 1603138.5),(41 1602285.5),(42 1600337.6),(43 1601158.8),(44 1601617.4),(45 1598289.5),(46 1597386.5),(47 1592738),(48 1589077.6),(49 1585449.9),(50 1578217.1),(51 1576392.9),(52 1572451.5),(53 1568945.3),(54 1566526),(55 1561126.6),(56 1554407.5),(57 1551623.3),(58 1551394.5),(59 1555588.8),(60 1562364.6),(61 1570947.5),(62 1577201.5),(63 1576502.4),(64 1575456.5),(65 1570603.3),(66 1564402.6),(67 1555990.3),(68 1547849.6),(69 1535298),(70 1524402.6),(71 1509609.5),(72 1495439.5),(73 1477487),(74 1462174.9),(75 1445442),(76 1427580),(77 1417070.3),(78 1409784),(79 1405392.9),
(1 17341.129),(2 58259.168),(3 123840.81),(4 201630.52),(5 290326.97),(6 387706.3),(7 487085.44),(8 584637),(9 679227.94),(10 768682.9),(11 853145.75),(12 932552.8),(13 1005457.2),(14 1072732.6),(15 1132252.5),(16 1185174.1),(17 1233467),(18 1273592.5),(19 1306655.1),(20 1339096),(21 1362984.3),(22 1380702.4),(23 1397974.8),(24 1407431.5),(25 1410922.8),(26 1415987.5),(27 1419678),(28 1421257),(29 1420208.8),(30 1423820),(31 1433247.9),(32 1443116.3),(33 1455762.5),(34 1466328.9),(35 1476213.6),(36 1488797),(37 1503902.3),(38 1516998.4),(39 1525475),(40 1534917.3),(41 1535602.8),(42 1536849),(43 1543256.1),(44 1545035),(45 1544460.1),(46 1546708.8),(47 1547175.6),(48 1546491.6),(49 1544987.1),(50 1541064.1),(51 1539272.5),(52 1539388.3),(53 1537805.4),(54 1532397.4),(55 1522287.9),(56 1513775.6),(57 1506367.5),(58 1497545.5),(59 1490426),(60 1485706.8),(61 1483373.8),(62 1485417.6),(63 1491174.1),(64 1497012.3),(65 1504668.9),(66 1512918.4),(67 1520176.8),(68 1525356.5),(69 1526546.5),(70 1522308.8),(71 1512902.3),(72 1495130.6),(73 1476616),(74 1457285.3),(75 1436261.5),(76 1420594.6),(77 1401985.6),(78 1390820.9),(79 1385290),
(1 17588.123),(2 59232.523),(3 125888.05),(4 204025.84),(5 293371.13),(6 390982.44),(7 490072.56),(8 588595.06),(9 683208.6),(10 770629.9),(11 850271.3),(12 922224.44),(13 987164.06),(14 1045119.6),(15 1100950.8),(16 1149704.1),(17 1198706),(18 1245272),(19 1280570.6),(20 1321699.1),(21 1357920.9),(22 1390294),(23 1416165),(24 1442828.9),(25 1461447.5),(26 1481388.1),(27 1500712.9),(28 1520584.5),(29 1537821.5),(30 1554286.6),(31 1567880),(32 1580609.4),(33 1584682.1),(34 1591274.1),(35 1594683.4),(36 1591666.1),(37 1585595.8),(38 1570618.5),(39 1550502.3),(40 1530851.4),(41 1505586.9),(42 1485733.4),(43 1464442),(44 1447064.9),(45 1429516.8),(46 1416309.4),(47 1406077.4),(48 1398743.3),(49 1398128.5),(50 1400703.3),(51 1407668.8),(52 1419492.3),(53 1425765.4),(54 1439985.8),(55 1451207.1),(56 1457929.4),(57 1466621.1),(58 1472632.4),(59 1480059),(60 1484078),(61 1494238.9),(62 1507497.1),(63 1520073.4),(64 1533983.3),(65 1548065.6),(66 1568604.1),(67 1586061.1),(68 1601012.1),(69 1610793.1),(70 1613118.9),(71 1612460.5),(72 1603861.5),(73 1590291.9),(74 1578508.3),(75 1567434),(76 1554746),(77 1546231.3),(78 1530875.3),(79 1519901.8),
(1 16439.643),(2 54709.63),(3 117626.66),(4 187398.84),(5 266266.2),(6 351037.38),(7 436908.2),(8 521366.75),(9 603360),(10 677208.8),(11 743296.9),(12 804609.9),(13 861927.6),(14 913621.7),(15 959628.4),(16 1004374.1),(17 1041816.4),(18 1074486.6),(19 1100705),(20 1125446.6),(21 1146818.1),(22 1166519),(23 1184155.3),(24 1203711.1),(25 1220229.4),(26 1236056.5),(27 1250692.3),(28 1267378.3),(29 1281127.9),(30 1291924.1),(31 1299472.5),(32 1308711.3),(33 1313431.5),(34 1319098.9),(35 1320895.3),(36 1318683.6),(37 1319294.4),(38 1317942.8),(39 1311328.8),(40 1302048.8),(41 1293952.1),(42 1285342.4),(43 1276799.9),(44 1268515.5),(45 1258156.5),(46 1246035.5),(47 1233296.1),(48 1220181.1),(49 1210296.3),(50 1200339.4),(51 1193198.4),(52 1192137.5),(53 1189740.4),(54 1196350.8),(55 1201146.6),(56 1201971),(57 1202297.9),(58 1200617.5),(59 1197552.5),(60 1193682.8),(61 1190791.5),(62 1192536.1),(63 1192667.5),(64 1196581.6),(65 1202562.6),(66 1211960.1),(67 1223706.3),(68 1239046.9),(69 1252792.5),(70 1269604.4),(71 1286696.9),(72 1305879.9),(73 1326500.8),(74 1350005.4),(75 1373833.8),(76 1399817.3),(77 1423079.6),(78 1433199.5),(79 1446844.1),
(1 17167.902),(2 58312.15),(3 125901.19),(4 201607.83),(5 285607.63),(6 374797.44),(7 463587.94),(8 548679.7),(9 627890.94),(10 705842.94),(11 777346.7),(12 846129.1),(13 908057.7),(14 966320.4),(15 1014513.1),(16 1058807.4),(17 1097508.4),(18 1130888.5),(19 1155686.3),(20 1178584.1),(21 1191841.1),(22 1200760),(23 1209148.6),(24 1215494),(25 1219869),(26 1225482.6),(27 1230895.4),(28 1236339.3),(29 1241156.5),(30 1242861.6),(31 1244465),(32 1247003.4),(33 1246621),(34 1246211.6),(35 1245340.8),(36 1243189.9),(37 1243365.8),(38 1243429.5),(39 1241709),(40 1239860.6),(41 1238769.4),(42 1238979.8),(43 1242320),(44 1245437.5),(45 1249268.8),(46 1251334.6),(47 1251928.8),(48 1252545.4),(49 1251620.5),(50 1255202),(51 1260014.5),(52 1266750.9),(53 1271603),(54 1276683),(55 1278027.9),(56 1273739.6),(57 1265312.4),(58 1250000.3),(59 1233418.6),(60 1215335.4),(61 1194719.9),(62 1178105.8),(63 1163250.1),(64 1151787.8),(65 1142248.3),(66 1134741.6),(67 1129265.3),(68 1123715.6),(69 1118674.4),(70 1119871.4),(71 1125085.4),(72 1132193.4),(73 1145542),(74 1164993.8),(75 1186881.4),(76 1212434.9),(77 1238636.5),(78 1265308.8),(79 1288898.8),
(1 15503.908),(2 50808.08),(3 103698.57),(4 164278.84),(5 231605.83),(6 303629.66),(7 377679.7),(8 451782.72),(9 523464.3),(10 593216.56),(11 653424.06),(12 708617.9),(13 760572.56),(14 805915),(15 845876.25),(16 882667.4),(17 916166.56),(18 946114.9),(19 969137.7),(20 990771),(21 1010667.56),(22 1026405.3),(23 1039300.4),(24 1051827.5),(25 1063304),(26 1074279.3),(27 1085809.4),(28 1096040.9),(29 1104604.8),(30 1108530.4),(31 1109258.6),(32 1108605.8),(33 1105499.4),(34 1099388.6),(35 1090951.1),(36 1080370),(37 1071838),(38 1059758.9),(39 1053262),(40 1044135.2),(41 1038881.7),(42 1035078.06),(43 1033258.75),(44 1035370.94),(45 1039025.75),(46 1043411.4),(47 1051514.3),(48 1059516.6),(49 1066470.8),(50 1074113.8),(51 1083235.1),(52 1098006.6),(53 1122140.9),(54 1140686.5),(55 1157877.8),(56 1172571.8),(57 1180941.1),(58 1184460.8),(59 1188469.9),(60 1192128.1),(61 1196849.1),(62 1203325),(63 1209490.6),(64 1212262.6),(65 1211931.9),(66 1207848.8),(67 1202781.1),(68 1194252.6),(69 1183203.3),(70 1170776.5),(71 1160148.6),(72 1153069.5),(73 1147559.6),(74 1139383.8),(75 1131016.1),(76 1122387.5),(77 1114405.9),(78 1106635.8),(79 1103513.6),
