1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 226340.78),(2 702464),(3 1334562.6),(4 1992814.3),(5 2614694.3),(6 3157964.5),(7 3671464),(8 4159515.8),(9 4583817.5),(10 4858195),(11 5108318.5),(12 5204523),(13 5220771),(14 5177743.5),(15 5097070),(16 5033403),(17 5001569.5),(18 5019084.5),(19 5076391.5),(20 5151255.5),(21 5223133),(22 5290147),(23 5393392),(24 5507800.5),(25 5581589),(26 5573987),(27 5536272),(28 5455855.5),(29 5389680),(30 5295677),(31 5213677),(32 5203699),(33 5214610),(34 5250140),(35 5338612.5),(36 5501974),(37 5722012),(38 5945513.5),(39 6180111.5),(40 6402828.5),(41 6621619.5),(42 6806006.5),(43 7004102.5),(44 7149280.5),(45 7229708),(46 7234361),(47 7173614),(48 7087813.5),(49 6990788),(50 6863626.5),(51 6727539),(52 6548414),(53 6333741),(54 6105824),(55 5951274.5),(56 5877436.5),(57 5885678),(58 5969138),(59 6109584),(60 6286341.5),(61 6471156),(62 6710834),(63 6954020),(64 7232241.5),(65 7481253.5),(66 7632609.5),(67 7692122.5),(68 7644681.5),(69 7527739),(70 7350706),(71 7143880.5),(72 6948929.5),(73 6779424),(74 6725786.5),(75 6818176),(76 6805022.5),(77 6738158),(78 6640366.5),(79 6545598.5),
(1 213411.25),(2 683664.3),(3 1309841.4),(4 1952883),(5 2575307),(6 3153436.3),(7 3699379.3),(8 4208556),(9 4640967.5),(10 4967792.5),(11 5233366),(12 5302972.5),(13 5340953.5),(14 5394182),(15 5410914.5),(16 5414394.5),(17 5415791),(18 5401272.5),(19 5376780.5),(20 5328750.5),(21 5215098.5),(22 5060307.5),(23 4882024),(24 4708705.5),(25 4548455.5),(26 4426606),(27 4343526),(28 4275619.5),(29 4232022.5),(30 4254997),(31 4360754),(32 4699183.5),(33 5001523),(34 5342356),(35 5655458.5),(36 5912914),(37 6129636),(38 6265262.5),(39 6336171.5),(40 6341048.5),(41 6309583.5),(42 6235134.5),(43 6142592),(44 6027388),(45 5910555.5),(46 5785750.5),(47 5701860),(48 5621872),(49 5543805),(50 5501397.5),(51 5480612.5),(52 5458321.5),(53 5382693.5),(54 5340348.5),(55 5391404.5),(56 5488458.5),(57 5678482),(58 5912800.5),(59 6175335.5),(60 6430491.5),(61 6602438.5),(62 6701214),(63 6758306.5),(64 6795932),(65 6903225.5),(66 6939920),(67 6920634.5),(68 6815670.5),(69 6657804.5),(70 6497825.5),(71 6364376),(72 6233460),(73 6127306.5),(74 6094153.5),(75 6100845.5),(76 6130322),(77 6146974.5),(78 6142414.5),(79 6085778.5),
(1 270868.47),(2 865665.5),(3 1679369.9),(4 2578091.5),(5 3500581.8),(6 4369144),(7 5137504.5),(8 5794811.5),(9 6330048),(10 6696161.5),(11 7072294.5),(12 7136653),(13 7092119.5),(14 6982684),(15 6804475.5),(16 6564941.5),(17 6295446),(18 6014279.5),(19 5725628),(20 5390753.5),(21 5091900),(22 4789201.5),(23 4483283),(24 4191846.5),(25 3954707.5),(26 3823930.3),(27 3774854.5),(28 3826736.8),(29 3963910.8),(30 4150884.5),(31 4403699.5),(32 4697184.5),(33 4976411),(34 5262728.5),(35 5578266),(36 5945954),(37 6188002),(38 6351132),(39 6427204),(40 6414071),(41 6357316),(42 6238506),(43 6106587),(44 5961835.5),(45 5789557),(46 5588659),(47 5437159),(48 5330998),(49 5252106),(50 5238857.5),(51 5272763.5),(52 5335843.5),(53 5337568),(54 5354515),(55 5458013),(56 5557569.5),(57 5643851.5),(58 5716413),(59 5747796.5),(60 5786814),(61 5826454),(62 5901454),(63 6025789.5),(64 6136567),(65 6223424),(66 6254025),(67 6282629),(68 6258075.5),(69 6171713.5),(70 6038128),(71 5856438),(72 5665721.5),(73 5458018.5),(74 5332086),(75 5220355.5),(76 5120180),(77 5097533),(78 5168658),(79 5290165.5),
(1 283092.53),(2 867198.56),(3 1624896.6),(4 2419878.5),(5 3164511),(6 3793082.3),(7 4299731),(8 4673042),(9 4909866),(10 4975505),(11 4843238.5),(12 4680721.5),(13 4509419),(14 4425808),(15 4418536.5),(16 4490086),(17 4596936.5),(18 4722444.5),(19 4829440.5),(20 4869404),(21 4877095),(22 4828679.5),(23 4755108.5),(24 4692425.5),(25 4653242.5),(26 4596649),(27 4541841),(28 4507999.5),(29 4513757),(30 4482444),(31 4480783.5),(32 4555923),(33 4651376.5),(34 4809231.5),(35 4997982),(36 5176502.5),(37 5310865.5),(38 5419580),(39 5496114),(40 5522961.5),(41 5554578.5),(42 5588018),(43 5640307),(44 5670254),(45 5637798),(46 5564887.5),(47 5498229),(48 5433124),(49 5315839.5),(50 5168433),(51 5011645.5),(52 4900962),(53 4834983),(54 4898171),(55 4975990),(56 4990386.5),(57 4992152.5),(58 4974072.5),(59 4986768.5),(60 4989927.5),(61 4965038),(62 4953659),(63 4948494.5),(64 4900133),(65 4930752),(66 5007922.5),(67 5086827),(68 5119143.5),(69 5097580),(70 5056271.5),(71 5003975.5),(72 4957826),(73 4913233.5),(74 4912913),(75 4722537),(76 4526718.5),(77 4379014.5),(78 4286559.5),(79 4254920.5),
(1 313646.78),(2 952052.75),(3 1784627.4),(4 2658887.5),(5 3452297),(6 4028191),(7 4436852),(8 4693660.5),(9 4805929),(10 4841919.5),(11 5060941.5),(12 5138287.5),(13 5237044),(14 5363961.5),(15 5461004),(16 5514599),(17 5512088.5),(18 5444700),(19 5318098.5),(20 5060868.5),(21 4866924),(22 4681721.5),(23 4545417.5),(24 4478705),(25 4495478),(26 4556223),(27 4666000.5),(28 4818217.5),(29 4991388),(30 5162676.5),(31 5299264),(32 5340061.5),(33 5268523.5),(34 5159928.5),(35 5066627.5),(36 4992734),(37 4929741),(38 4920125.5),(39 4935297),(40 4927175.5),(41 4880679),(42 4818459.5),(43 4736898.5),(44 4668146.5),(45 4667722.5),(46 4688990),(47 4688768.5),(48 4764021.5),(49 4865414),(50 4981106),(51 5061600.5),(52 5075178.5),(53 5034285.5),(54 5043698),(55 5041171),(56 4972858),(57 4928441),(58 4910993.5),(59 4907080.5),(60 4911623.5),(61 4898566),(62 4875702.5),(63 4819833),(64 4766327),(65 4743148),(66 4694270),(67 4615001.5),(68 4562423.5),(69 4553737),(70 4617815),(71 4702283.5),(72 4780205.5),(73 4823315),(74 4801326),(75 4654326.5),(76 4516089.5),(77 4384445.5),(78 4279641.5),(79 4197767),
(1 251333.94),(2 772112.25),(3 1449267.4),(4 2157902.8),(5 2808922.5),(6 3333188.3),(7 3759188.8),(8 4081838.5),(9 4308525.5),(10 4454803),(11 4737314.5),(12 4845912),(13 4905478.5),(14 4953243.5),(15 4995200),(16 5004482.5),(17 4978282),(18 4904222.5),(19 4756597.5),(20 4470067.5),(21 4271058),(22 4097271),(23 3955971.5),(24 3845361.5),(25 3816030.5),(26 3838371.8),(27 3924098.8),(28 4036219.8),(29 4143678.8),(30 4249790.5),(31 4338484),(32 4385097.5),(33 4328232),(34 4250356),(35 4177633.5),(36 4111393.5),(37 4033369.3),(38 3959675.8),(39 3886176),(40 3809575),(41 3722748.8),(42 3640096.5),(43 3552798.3),(44 3494505),(45 3472902.3),(46 3469707.3),(47 3559143),(48 3639637.8),(49 3743371.5),(50 3882635.5),(51 3994920),(52 4090461.3),(53 4152230.5),(54 4224550.5),(55 4241495),(56 4219794.5),(57 4161106.8),(58 4073015.3),(59 4012560.3),(60 3966579.3),(61 3918563.5),(62 3878788),(63 3850737),(64 3851292.3),(65 3868244.8),(66 3904335),(67 3952003.3),(68 4001300.8),(69 4043555.8),(70 4115985),(71 4200209.5),(72 4269751),(73 4312961),(74 4314874.5),(75 4312115.5),(76 4268299),(77 4206667.5),(78 4143168.8),(79 4059956.5),
(1 222019.19),(2 690910.94),(3 1287103.6),(4 1911489.3),(5 2482719),(6 2925989.3),(7 3235005.8),(8 3421265.3),(9 3499287.8),(10 3498181.3),(11 3462559.3),(12 3422294.8),(13 3392781.3),(14 3420453.3),(15 3435491.8),(16 3417767.8),(17 3367238),(18 3282061.5),(19 3201306.3),(20 3104392.3),(21 3080257),(22 3126512.5),(23 3226657.5),(24 3335207.8),(25 3420573),(26 3461513.3),(27 3443274.8),(28 3367222),(29 3253931),(30 3152014.5),(31 3051354.8),(32 2963613.8),(33 2919882.3),(34 2898812.8),(35 2883561),(36 2833247.5),(37 2787334),(38 2749667),(39 2709145.8),(40 2676503.3),(41 2661164.3),(42 2681214.5),(43 2758083),(44 2865122.3),(45 2991108.3),(46 3111732.3),(47 3231847),(48 3291785.3),(49 3317755.3),(50 3312990.5),(51 3304122),(52 3290044.5),(53 3280369.5),(54 3232531.3),(55 3150418.3),(56 3078322),(57 3014957.8),(58 2975877.8),(59 2969111.8),(60 3001498.8),(61 3035497.3),(62 3070915),(63 3104534.5),(64 3087522.5),(65 3104534.5),(66 3122025.8),(67 3161181.8),(68 3212502.3),(69 3282522.5),(70 3369957.3),(71 3473569.5),(72 3590965.8),(73 3690733.8),(74 3812863.3),(75 3951799.8),(76 4039121.5),(77 4119810),(78 4187277.5),(79 4227013.5),
(1 220124.25),(2 674609.75),(3 1268761.3),(4 1884540.1),(5 2441685),(6 2856510.3),(7 3151220.3),(8 3336863),(9 3410802),(10 3416489.8),(11 3403708),(12 3344975),(13 3274091.8),(14 3216796.5),(15 3146122.5),(16 3042419),(17 2902162),(18 2761396),(19 2647525.3),(20 2589308),(21 2577769.3),(22 2613669.5),(23 2728268.3),(24 2869584.8),(25 3009210.5),(26 3121072),(27 3172724.3),(28 3169409),(29 3093065.8),(30 3010396),(31 2931616.5),(32 2908542.5),(33 2904095),(34 2928658),(35 2958499.3),(36 2950482.5),(37 2920408.8),(38 2893208),(39 2859072),(40 2844771.5),(41 2866360.8),(42 2937525.3),(43 3011033.5),(44 3092068),(45 3180823.3),(46 3230646.8),(47 3213642.5),(48 3136303.8),(49 2993394),(50 2836630.5),(51 2697613),(52 2604779.8),(53 2530189),(54 2463657),(55 2441309.3),(56 2430323.5),(57 2446633.3),(58 2463252.3),(59 2469812),(60 2509762.3),(61 2559052),(62 2651796.8),(63 2767811),(64 2894795.8),(65 3026839.8),(66 3138674),(67 3242475.8),(68 3318980),(69 3362608.5),(70 3375548.5),(71 3346465.5),(72 3284862.5),(73 3151172.8),(74 3011986.5),(75 2810316.3),(76 2674607.5),(77 2602399.5),(78 2569363.8),(79 2573752.5),
(1 233132.38),(2 703479.5),(3 1284664.5),(4 1843700.8),(5 2296093),(6 2603346),(7 2774413.5),(8 2865416.5),(9 2911532.5),(10 2961811.8),(11 3083685.5),(12 3124251.3),(13 3114119.5),(14 3040543),(15 2923241),(16 2777256.5),(17 2622225.5),(18 2505973),(19 2419167.5),(20 2395496),(21 2383496),(22 2394582),(23 2449612.5),(24 2525649),(25 2599231.3),(26 2661498.5),(27 2692051.5),(28 2704599.3),(29 2754526.8),(30 2786935.8),(31 2799446),(32 2732023.3),(33 2659464),(34 2593485.5),(35 2551616.8),(36 2547405.5),(37 2586090.5),(38 2636072),(39 2663418.5),(40 2656182.3),(41 2631821.3),(42 2599668.5),(43 2596509.3),(44 2642935),(45 2738612.5),(46 2835807.8),(47 2947125),(48 2985851.3),(49 2939146.8),(50 2824313),(51 2666635.5),(52 2528686.5),(53 2413886.8),(54 2318084),(55 2252919.5),(56 2237879),(57 2267566),(58 2306819.5),(59 2313757.8),(60 2327759.5),(61 2344340.3),(62 2435173.5),(63 2619910),(64 2777608),(65 2906299.3),(66 3012756.5),(67 3093688),(68 3075498),(69 2975045),(70 2834918.5),(71 2701444.5),(72 2608745),(73 2511514),(74 2411780.3),(75 2316748.5),(76 2281592.8),(77 2277784.5),(78 2318807),(79 2387266.3),
(1 215577.52),(2 634888.44),(3 1162046.9),(4 1689800.3),(5 2114287.5),(6 2393945),(7 2543606.5),(8 2603469),(9 2610759.3),(10 2577402),(11 2584983),(12 2556930.8),(13 2517610.8),(14 2438761.5),(15 2330340.3),(16 2201375),(17 2075482.8),(18 1976436.1),(19 1910427.6),(20 1887437.9),(21 1889191.4),(22 1933528),(23 2034424.9),(24 2156792.8),(25 2274041.8),(26 2372717),(27 2440397.8),(28 2471779.3),(29 2443163.5),(30 2408728.3),(31 2350908.3),(32 2233069.8),(33 2147603.8),(34 2078557.4),(35 2028685.3),(36 2017780.8),(37 2050622.8),(38 2124308.8),(39 2221210.5),(40 2297814),(41 2346944),(42 2342504.8),(43 2340651.8),(44 2348456.3),(45 2368629.3),(46 2390384.3),(47 2423696.5),(48 2487709.3),(49 2549755.3),(50 2575915.5),(51 2539943.5),(52 2466935.5),(53 2377201.3),(54 2290272),(55 2241890.5),(56 2265867.3),(57 2365210.8),(58 2460828.8),(59 2511101.5),(60 2537467.3),(61 2572727.5),(62 2570291.5),(63 2555719.5),(64 2499753),(65 2469544.3),(66 2460098.3),(67 2451143.3),(68 2438850.3),(69 2388696),(70 2319774.3),(71 2253556.8),(72 2230136.8),(73 2246124.5),(74 2329863.3),(75 2434590.5),(76 2523566.5),(77 2571949.5),(78 2602170),(79 2627709.5),
(1 192121.55),(2 544203.2),(3 969016),(4 1384102.6),(5 1736712.9),(6 2007411.9),(7 2187144.8),(8 2306058),(9 2386511.3),(10 2417541),(11 2447034.8),(12 2472582.3),(13 2479581.3),(14 2411903),(15 2267225.5),(16 2080803.6),(17 1899817.6),(18 1758993.3),(19 1692289.4),(20 1698346.1),(21 1757313.1),(22 1845097.5),(23 1934510.9),(24 2009351.1),(25 2067336),(26 2102611.8),(27 2152898.8),(28 2204198.3),(29 2265863.5),(30 2316770.8),(31 2346448),(32 2334452.5),(33 2306878.5),(34 2283045.8),(35 2278378.3),(36 2277473.5),(37 2244992),(38 2189631.5),(39 2148315.5),(40 2112126),(41 2107129.3),(42 2104285.3),(43 2100432),(44 2127357),(45 2169491.3),(46 2221276),(47 2276661.5),(48 2313646.3),(49 2320067.3),(50 2297542.5),(51 2238101),(52 2179908.8),(53 2156188.8),(54 2206792.5),(55 2190848),(56 2245890.3),(57 2350433),(58 2454947.5),(59 2549157.5),(60 2598155.8),(61 2612381),(62 2602389),(63 2597042.3),(64 2590892.3),(65 2589488),(66 2567491.8),(67 2527912.8),(68 2482409.3),(69 2424757.5),(70 2354048.5),(71 2250552.3),(72 2134162.8),(73 2044085.5),(74 2054628.1),(75 2062106.8),(76 2129665),(77 2213140.5),(78 2286572.3),(79 2341097.5),
(1 163980.97),(2 474937),(3 845841.9),(4 1193086.9),(5 1471763.4),(6 1663852.6),(7 1785822.4),(8 1852841),(9 1887115.8),(10 1917895.1),(11 1992387.1),(12 2004340.5),(13 1958617.8),(14 1859509.1),(15 1727942.5),(16 1604920.5),(17 1508433.5),(18 1450526),(19 1435686.3),(20 1503906),(21 1586884.1),(22 1641309.1),(23 1639444.1),(24 1616723.5),(25 1614036.1),(26 1628473.9),(27 1659048.5),(28 1708061.8),(29 1799651.5),(30 1879506.6),(31 1927737.4),(32 1898476.6),(33 1861756.5),(34 1840964.3),(35 1848320.1),(36 1875599.1),(37 1874016.5),(38 1842466.6),(39 1787609.9),(40 1737679.6),(41 1704128.6),(42 1714627.4),(43 1741487.8),(44 1807065.6),(45 1849414.3),(46 1834513.9),(47 1766608.4),(48 1723203.8),(49 1699456),(50 1694096.5),(51 1704549.6),(52 1726907.6),(53 1738691.5),(54 1809458.5),(55 1924078),(56 2013292.5),(57 2077994.9),(58 2097561),(59 2120857),(60 2124939),(61 2111249.3),(62 2088266.6),(63 2075558.5),(64 2084859.5),(65 2116667.8),(66 2134755.8),(67 2136996.8),(68 2117485.3),(69 2032742.6),(70 1895155.1),(71 1758077.9),(72 1658636.5),(73 1610027.4),(74 1616822.8),(75 1668797.9),(76 1707299.1),(77 1747798.4),(78 1805456.3),(79 1895534.3),
(1 168844.19),(2 482936.1),(3 836717.1),(4 1142385.6),(5 1345270.8),(6 1448412.1),(7 1502828.4),(8 1518936.8),(9 1518703.8),(10 1522226.8),(11 1562890.6),(12 1568553.5),(13 1540204.6),(14 1491457.6),(15 1447968),(16 1440249.9),(17 1454230),(18 1478315.1),(19 1502815.9),(20 1531257.5),(21 1536912.5),(22 1522753.5),(23 1482639.5),(24 1438108.3),(25 1412891.8),(26 1408427.6),(27 1409239.8),(28 1428192.5),(29 1457981.6),(30 1497657.6),(31 1527090.6),(32 1551748.5),(33 1570966.5),(34 1584390.9),(35 1603019.9),(36 1635711.3),(37 1653779.4),(38 1665826.3),(39 1678875.8),(40 1672469.4),(41 1676342.1),(42 1689381.6),(43 1701037.4),(44 1697192.5),(45 1671673.6),(46 1614329.9),(47 1538505.6),(48 1476980.6),(49 1436939.8),(50 1429633.3),(51 1446515.4),(52 1487077.3),(53 1527932.1),(54 1580366),(55 1659760.5),(56 1738676.1),(57 1793311.9),(58 1812954.3),(59 1791142.8),(60 1721777.1),(61 1635938),(62 1552835.1),(63 1485833.3),(64 1445600),(65 1451366.6),(66 1494782.4),(67 1569440),(68 1638354.3),(69 1672753.1),(70 1670349.6),(71 1632718),(72 1573039.5),(73 1518694.4),(74 1492780.4),(75 1505772.5),(76 1540340.9),(77 1590741),(78 1664361.6),(79 1760293.3),
(1 175464.86),(2 495800.34),(3 853951.44),(4 1183126.8),(5 1410962),(6 1532227.8),(7 1607892.5),(8 1636867.9),(9 1644220.1),(10 1642276.5),(11 1670070.8),(12 1648462.3),(13 1609563.9),(14 1555926),(15 1504207.5),(16 1477002.6),(17 1484476.9),(18 1524197.9),(19 1580102.4),(20 1624683.9),(21 1637925.4),(22 1621707.8),(23 1570835.4),(24 1505855.1),(25 1445664.8),(26 1411278.3),(27 1407799.8),(28 1417708.3),(29 1439260.9),(30 1459088.5),(31 1455496.8),(32 1450665.8),(33 1458987.4),(34 1473266.6),(35 1512015.1),(36 1594425.3),(37 1636243.5),(38 1639883.8),(39 1643175.5),(40 1646712),(41 1661394.1),(42 1660885.1),(43 1634299.4),(44 1595477.4),(45 1549492.3),(46 1503849.3),(47 1448508.4),(48 1420961.1),(49 1419955.5),(50 1464674.3),(51 1538858.3),(52 1613985.1),(53 1655581.5),(54 1685397.8),(55 1761198.4),(56 1792704),(57 1795972.5),(58 1782229.8),(59 1760742.3),(60 1722999.5),(61 1689539.4),(62 1648177.3),(63 1593387.9),(64 1525638),(65 1500906.3),(66 1505336.5),(67 1529869.9),(68 1571849.3),(69 1620505.6),(70 1639188.8),(71 1622410.5),(72 1582070.6),(73 1543532.5),(74 1534775.9),(75 1540875.4),(76 1543090.9),(77 1552991.5),(78 1562372.6),(79 1585266),
(1 186969.38),(2 499931.38),(3 826584.4),(4 1090378),(5 1252699.5),(6 1341874.1),(7 1405070.6),(8 1445634.9),(9 1480838.6),(10 1495605),(11 1523672.9),(12 1505969.3),(13 1460217.9),(14 1411396),(15 1376301.6),(16 1355194.4),(17 1357725.9),(18 1370260.5),(19 1384469.1),(20 1419085.8),(21 1434808.1),(22 1423934.3),(23 1381425.3),(24 1327235.5),(25 1283132.1),(26 1269017.4),(27 1289740.8),(28 1339841.8),(29 1401139.3),(30 1447549.5),(31 1466390.5),(32 1442988.8),(33 1423205.4),(34 1412165.9),(35 1407884.1),(36 1414782),(37 1415062.9),(38 1406012.5),(39 1390387.3),(40 1373703.3),(41 1362956.8),(42 1362780.8),(43 1370792.9),(44 1379990.1),(45 1370971.3),(46 1355158.5),(47 1357367.6),(48 1382725.5),(49 1423812.6),(50 1475020.8),(51 1519545.1),(52 1523945.3),(53 1491222.5),(54 1438452.8),(55 1434654.6),(56 1465379.5),(57 1502376.1),(58 1530475),(59 1535413.8),(60 1523241.6),(61 1523866.6),(62 1521123.9),(63 1487141),(64 1439776.5),(65 1392850.4),(66 1355837.8),(67 1351595.5),(68 1387032.8),(69 1429525),(70 1463329.1),(71 1471161.8),(72 1443319.8),(73 1391374.6),(74 1335048.3),(75 1363856.3),(76 1384735.5),(77 1422033.9),(78 1453621.9),(79 1466373.5),
(1 166825.63),(2 442636.06),(3 705064.5),(4 911449.5),(5 1031103.9),(6 1090284.8),(7 1144588.9),(8 1188003.6),(9 1222894.3),(10 1236288.5),(11 1214727.6),(12 1187675.8),(13 1143060.3),(14 1098027),(15 1074996.8),(16 1079448.8),(17 1110663.4),(18 1139463.4),(19 1156344.8),(20 1158877.6),(21 1139120),(22 1125578.5),(23 1123171.4),(24 1142029.8),(25 1172378.9),(26 1192970.1),(27 1207258.5),(28 1222877.1),(29 1262861.8),(30 1313633.5),(31 1337740.3),(32 1314013.9),(33 1295626.6),(34 1278006.6),(35 1273813.8),(36 1286966.6),(37 1314103.3),(38 1305364),(39 1269444.6),(40 1225935.3),(41 1192052.8),(42 1207901.8),(43 1244141),(44 1281232),(45 1301562.9),(46 1312069.8),(47 1323899),(48 1342976.4),(49 1374202.1),(50 1379835.9),(51 1348266.1),(52 1288389.5),(53 1227860.4),(54 1141697.3),(55 1108667.3),(56 1116471.8),(57 1133405.9),(58 1149952.6),(59 1161894.6),(60 1165491.1),(61 1174519.4),(62 1198271.6),(63 1217463.1),(64 1199301.8),(65 1174112.3),(66 1166102.1),(67 1202030.8),(68 1257131.8),(69 1298615.4),(70 1299225),(71 1253080.9),(72 1195745.4),(73 1151063.4),(74 1140777),(75 1121543.5),(76 1101084.1),(77 1106281.3),(78 1136800.3),(79 1160707.6),
(1 165795.92),(2 445808.72),(3 712958.4),(4 909680.7),(5 1028694.06),(6 1092610.5),(7 1154959.6),(8 1209061.8),(9 1236895.8),(10 1241953.8),(11 1187327.5),(12 1134440.5),(13 1077305.8),(14 1040551.4),(15 1028614.06),(16 1045220.8),(17 1087759.6),(18 1136421),(19 1159156.3),(20 1153227.4),(21 1125262.9),(22 1086520.4),(23 1061067.8),(24 1053202.3),(25 1049291.4),(26 1038052.06),(27 1015372.6),(28 991801.3),(29 975918.56),(30 990696.56),(31 1022848),(32 1089637),(33 1137673.6),(34 1173235.3),(35 1203980.1),(36 1202059.3),(37 1210164.8),(38 1199292.5),(39 1163966.4),(40 1114949.4),(41 1076237),(42 1065035.6),(43 1077532.5),(44 1104754),(45 1145737.5),(46 1182358.6),(47 1175699.4),(48 1176095.1),(49 1181784.5),(50 1190787.5),(51 1196110.6),(52 1204650.9),(53 1193620.1),(54 1145578.5),(55 1130611.9),(56 1124649.9),(57 1123560.9),(58 1128372.6),(59 1126727.3),(60 1104306.6),(61 1091426.9),(62 1103054.1),(63 1129062.6),(64 1147143.5),(65 1162049.4),(66 1160652.1),(67 1160428.6),(68 1180021.1),(69 1207020.8),(70 1217902.3),(71 1177112.8),(72 1115436.6),(73 1057814.9),(74 1026697.94),(75 1034859.56),(76 1052486.9),(77 1091339.5),(78 1137960.9),(79 1167753.8),
