1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 6967.228),(2 21284.514),(3 41102.426),(4 62297.996),(5 87935.87),(6 114725.98),(7 146909.3),(8 185690.83),(9 226868.56),(10 264261.6),(11 309582.9),(12 344216.5),(13 387104.9),(14 428389.6),(15 467112.84),(16 500926.16),(17 530822.94),(18 558611.44),(19 586856.7),(20 613279.06),(21 644316.2),(22 677955.25),(23 717637.06),(24 758156.25),(25 801213.7),(26 845846.8),(27 890859.2),(28 930265.5),(29 957707.5),(30 968688.06),(31 956655.5),(32 945010.7),(33 931677.25),(34 912336.2),(35 891344.06),(36 874056.5),(37 851808.2),(38 838397.56),(39 831717.3),(40 828576.3),(41 822635.5),(42 806594.44),(43 789813.8),(44 777670.8),(45 757982.94),(46 726951.8),(47 685575.8),(48 640506.94),(49 594135.5),(50 553156.44),(51 528198.1),(52 518221.84),(53 516259.22),(54 521007.63),(55 536281.25),(56 555392.2),(57 584535.9),(58 613458.7),(59 639591.7),(60 657969.56),(61 671063.9),(62 690126.25),(63 716814.5),(64 736666.3),(65 751467.2),(66 767178.5),(67 784997.06),(68 810844.44),(69 838007),(70 859333.2),(71 877100.2),(72 881766.3),(73 892458),(74 902456.3),(75 902128.2),(76 907858.06),(77 915013.56),(78 916135.8),(79 917635.5),
(1 130.84204),(2 184.92372),(3 227.04422),(4 251.69156),(5 270.79834),(6 289.0554),(7 304.84357),(8 317.4993),(9 329.69965),(10 340.33),(11 352.0922),(12 362.75153),(13 368.145),(14 375.21606),(15 382.76334),(16 388.12805),(17 396.71332),(18 401.8381),(19 408.469),(20 416.78992),(21 422.37466),(22 427.71155),(23 433.24353),(24 436.481),(25 439.13528),(26 442.4776),(27 443.60754),(28 441.74466),(29 442.41132),(30 439.95193),(31 441.65167),(32 443.19153),(33 441.18246),(34 442.5491),(35 441.77197),(36 443.50375),(37 444.585),(38 446.8475),(39 449.1261),(40 449.6414),(41 448.56888),(42 448.3858),(43 450.24615),(44 449.8666),(45 450.4466),(46 452.0986),(47 450.1465),(48 449.61823),(49 452.82742),(50 457.7883),(51 456.00064),(52 454.46307),(53 452.56464),(54 452.09647),(55 453.69983),(56 455.2669),(57 454.62048),(58 453.85123),(59 451.4029),(60 451.95706),(61 454.25424),(62 457.20505),(63 457.0453),(64 460.1367),(65 461.57376),(66 464.74872),(67 468.6347),(68 470.1131),(69 472.05176),(70 468.39453),(71 466.9683),(72 469.12372),(73 467.92938),(74 469.34134),(75 471.05356),(76 473.2135),(77 470.0462),(78 474.0224),(79 473.82797),
(1 129.60976),(2 185.8622),(3 229.03209),(4 254.3645),(5 278.06458),(6 295.38492),(7 309.9624),(8 319.98395),(9 329.98428),(10 338.7429),(11 349.60098),(12 356.2662),(13 364.52087),(14 369.201),(15 374.3406),(16 380.47675),(17 386.76044),(18 390.5602),(19 392.99643),(20 399.2555),(21 401.09714),(22 404.45007),(23 409.569),(24 410.2551),(25 416.70706),(26 420.65503),(27 426.0602),(28 424.9682),(29 424.06827),(30 424.28906),(31 427.72083),(32 427.0371),(33 425.75702),(34 426.08817),(35 428.42017),(36 432.45166),(37 431.15717),(38 431.1811),(39 434.43115),(40 434.57593),(41 434.47784),(42 434.6866),(43 432.92825),(44 427.82388),(45 431.01596),(46 432.17978),(47 433.1992),(48 433.91882),(49 435.97),(50 439.39236),(51 442.54196),(52 444.99545),(53 446.50436),(54 443.7412),(55 446.00055),(56 449.1185),(57 449.7597),(58 446.58948),(59 444.5124),(60 442.28168),(61 441.7515),(62 443.3768),(63 441.75693),(64 445.51898),(65 450.02902),(66 450.73538),(67 452.2421),(68 452.1602),(69 452.38275),(70 454.44418),(71 453.31738),(72 452.72775),(73 451.15756),(74 454.2328),(75 453.53732),(76 453.57123),(77 453.08673),(78 455.07452),(79 459.22702),
(1 129.88998),(2 185.63997),(3 227.589),(4 251.17838),(5 270.8647),(6 290.47986),(7 307.30743),(8 321.45734),(9 332.59927),(10 342.43478),(11 349.7186),(12 358.59744),(13 367.92325),(14 377.09613),(15 385.4238),(16 388.71454),(17 391.73636),(18 398.7893),(19 402.32553),(20 407.85046),(21 411.35098),(22 413.88913),(23 416.22897),(24 418.56924),(25 423.4953),(26 426.94543),(27 430.21866),(28 431.41776),(29 428.54694),(30 425.7952),(31 426.5678),(32 429.01343),(33 430.3164),(34 431.57553),(35 430.8998),(36 435.41602),(37 434.15164),(38 435.70566),(39 437.98666),(40 437.7343),(41 435.78384),(42 437.0363),(43 439.70618),(44 439.0612),(45 441.58344),(46 441.7563),(47 444.22345),(48 445.5815),(49 447.19495),(50 450.09045),(51 452.29022),(52 457.61603),(53 461.96494),(54 461.77066),(55 463.40057),(56 466.42294),(57 466.43045),(58 466.1312),(59 464.80676),(60 464.44962),(61 466.5998),(62 467.81583),(63 473.80252),(64 475.52557),(65 479.00787),(66 482.2446),(67 482.8537),(68 482.24225),(69 480.7135),(70 480.05698),(71 475.27502),(72 475.54626),(73 472.381),(74 473.743),(75 472.02887),(76 473.10388),(77 470.3736),(78 472.99304),(79 476.04968),
(1 127.64095),(2 181.39586),(3 223.48366),(4 246.12271),(5 267.78577),(6 282.68417),(7 298.29782),(8 309.72824),(9 321.51025),(10 329.9304),(11 341.12274),(12 349.70468),(13 361.15366),(14 370.79044),(15 377.69168),(16 383.34738),(17 389.27286),(18 392.8542),(19 395.59445),(20 400.16025),(21 404.196),(22 403.93484),(23 407.50806),(24 409.94855),(25 408.76498),(26 412.79153),(27 414.91867),(28 412.85745),(29 413.3151),(30 413.62598),(31 414.9994),(32 419.3149),(33 423.7576),(34 423.28452),(35 423.97864),(36 424.43457),(37 422.69305),(38 426.50885),(39 429.78574),(40 432.32983),(41 432.12064),(42 437.57877),(43 437.75726),(44 439.5517),(45 443.1892),(46 443.9747),(47 446.3328),(48 448.1304),(49 449.4851),(50 451.38828),(51 453.6167),(52 459.10358),(53 460.2879),(54 461.4222),(55 461.66818),(56 461.92093),(57 459.27972),(58 455.7886),(59 452.19687),(60 453.8579),(61 452.07526),(62 454.35175),(63 454.8438),(64 452.07642),(65 453.9551),(66 454.55728),(67 455.599),(68 453.9924),(69 454.09204),(70 454.46555),(71 454.784),(72 457.51596),(73 449.53656),(74 447.30566),(75 448.5936),(76 448.38712),(77 446.44727),(78 445.49377),(79 447.71576),
(1 124.03384),(2 176.61269),(3 219.71066),(4 244.35388),(5 264.6817),(6 280.24466),(7 294.1688),(8 307.61685),(9 317.78476),(10 325.31088),(11 332.30157),(12 339.18335),(13 346.00748),(14 354.9375),(15 360.6885),(16 364.35327),(17 368.56345),(18 371.93362),(19 377.87692),(20 382.91998),(21 385.5519),(22 388.52353),(23 389.22403),(24 393.44977),(25 396.2957),(26 397.82727),(27 401.49796),(28 401.20923),(29 400.81876),(30 401.42102),(31 401.8078),(32 401.92346),(33 404.17822),(34 403.93683),(35 404.45697),(36 403.923),(37 404.47885),(38 405.5702),(39 405.28467),(40 404.67648),(41 404.95035),(42 406.17123),(43 405.4666),(44 403.86057),(45 405.72583),(46 405.30606),(47 407.72656),(48 410.7495),(49 411.94415),(50 413.10092),(51 415.82117),(52 416.64554),(53 417.20047),(54 420.21213),(55 420.24652),(56 418.56912),(57 419.52094),(58 416.32526),(59 417.66528),(60 415.85474),(61 418.0473),(62 421.5367),(63 421.873),(64 422.90973),(65 423.47147),(66 423.8498),(67 426.9293),(68 426.521),(69 427.46524),(70 430.37064),(71 429.02707),(72 432.52032),(73 428.45563),(74 425.3077),(75 428.6361),(76 426.62308),(77 426.74457),(78 425.40424),(79 429.02084),
(1 125.18348),(2 179.89502),(3 223.02905),(4 246.04913),(5 267.61838),(6 282.96365),(7 298.1614),(8 313.70822),(9 325.86554),(10 334.5855),(11 344.4389),(12 351.97803),(13 360.71918),(14 367.61353),(15 371.20612),(16 372.50732),(17 377.35828),(18 381.73602),(19 384.26947),(20 384.8959),(21 389.39133),(22 393.1513),(23 396.44763),(24 398.16888),(25 400.32684),(26 400.93713),(27 403.9738),(28 401.9578),(29 405.0204),(30 408.7246),(31 411.01624),(32 414.03873),(33 414.97333),(34 414.48538),(35 417.8212),(36 421.4343),(37 421.7686),(38 422.7949),(39 423.36258),(40 427.2445),(41 428.28577),(42 430.34787),(43 431.87476),(44 431.4583),(45 431.2894),(46 430.4621),(47 432.92917),(48 432.3256),(49 432.17697),(50 433.081),(51 432.78836),(52 434.58844),(53 433.664),(54 435.41882),(55 435.73798),(56 433.2468),(57 431.54068),(58 432.68137),(59 432.49326),(60 432.04868),(61 432.55746),(62 433.31833),(63 431.9871),(64 432.31503),(65 432.30792),(66 434.3199),(67 434.05325),(68 429.95258),(69 429.58142),(70 427.78375),(71 427.84302),(72 427.5863),(73 425.38138),(74 425.2111),(75 428.1328),(76 428.46158),(77 428.962),(78 430.31015),(79 434.50967),
(1 123.315796),(2 174.92868),(3 214.48447),(4 239.58606),(5 260.55515),(6 276.47665),(7 291.103),(8 303.07523),(9 314.2191),(10 324.65964),(11 334.20004),(12 343.00705),(13 352.76273),(14 358.45633),(15 363.26978),(16 365.84772),(17 370.2177),(18 374.72464),(19 376.9399),(20 380.66373),(21 383.94443),(22 386.188),(23 387.20825),(24 387.0497),(25 388.7194),(26 389.2619),(27 393.08664),(28 391.81732),(29 395.96375),(30 396.30615),(31 396.39365),(32 397.41766),(33 397.5072),(34 400.08267),(35 400.69257),(36 403.79068),(37 407.41153),(38 408.68027),(39 409.96527),(40 413.53647),(41 417.65768),(42 418.3646),(43 418.25162),(44 420.26425),(45 421.7851),(46 422.85464),(47 424.95334),(48 426.04846),(49 428.3829),(50 429.89032),(51 430.99594),(52 431.5869),(53 433.69876),(54 433.7521),(55 434.9878),(56 436.8302),(57 435.3458),(58 435.35828),(59 434.38748),(60 433.5671),(61 433.78372),(62 430.78433),(63 432.87555),(64 434.53827),(65 434.6378),(66 434.88522),(67 432.8997),(68 430.22974),(69 427.75992),(70 425.70718),(71 426.20972),(72 426.12665),(73 424.95325),(74 424.0127),(75 424.5273),(76 425.04984),(77 424.95636),(78 427.19797),(79 428.47488),
(1 124.03143),(2 176.6794),(3 215.09052),(4 238.73947),(5 259.8634),(6 278.10135),(7 293.59958),(8 306.2831),(9 318.115),(10 327.3496),(11 338.40988),(12 345.2028),(13 355.42438),(14 362.67703),(15 368.86237),(16 373.48547),(17 379.76462),(18 384.12656),(19 385.4849),(20 388.1062),(21 388.28934),(22 389.15988),(23 392.02032),(24 396.3722),(25 399.333),(26 401.14706),(27 405.25186),(28 406.69028),(29 410.1856),(30 411.10468),(31 411.49783),(32 409.45453),(33 412.6506),(34 415.37122),(35 415.82565),(36 415.53775),(37 416.66812),(38 416.99515),(39 417.1778),(40 420.9219),(41 419.84143),(42 422.6592),(43 424.19855),(44 423.4387),(45 424.06754),(46 424.29288),(47 425.19946),(48 423.93668),(49 427.5818),(50 426.81592),(51 428.52042),(52 429.01657),(53 430.97604),(54 430.98044),(55 430.791),(56 432.80637),(57 429.9855),(58 429.42526),(59 427.77368),(60 424.64453),(61 425.50668),(62 426.04938),(63 428.32333),(64 426.8198),(65 425.87115),(66 427.37897),(67 426.6021),(68 426.4664),(69 427.6451),(70 427.29996),(71 427.91858),(72 424.74155),(73 422.4955),(74 421.81583),(75 423.08652),(76 423.04117),(77 422.0764),(78 425.97766),(79 425.26505),
(1 120.07938),(2 171.50883),(3 210.87878),(4 236.2189),(5 257.0893),(6 278.71942),(7 294.25818),(8 307.81348),(9 319.3987),(10 327.1525),(11 335.6167),(12 342.08063),(13 351.73138),(14 358.20273),(15 363.0474),(16 366.65668),(17 371.75003),(18 376.9003),(19 379.23425),(20 381.01703),(21 385.1448),(22 387.2049),(23 391.97217),(24 397.56732),(25 398.6994),(26 401.33157),(27 404.83774),(28 405.84082),(29 408.5482),(30 410.08463),(31 409.6953),(32 410.97723),(33 415.09634),(34 418.02994),(35 418.96896),(36 422.07724),(37 425.54175),(38 427.92508),(39 426.144),(40 424.5714),(41 424.2891),(42 424.83185),(43 427.78632),(44 431.62573),(45 432.82184),(46 434.80515),(47 435.284),(48 435.3198),(49 437.59543),(50 438.09262),(51 439.27774),(52 436.69604),(53 435.91055),(54 431.1239),(55 431.1978),(56 432.2345),(57 432.4562),(58 427.26962),(59 423.83148),(60 424.07022),(61 424.3761),(62 425.07263),(63 425.23184),(64 426.1629),(65 425.3606),(66 428.51648),(67 429.23508),(68 429.6619),(69 430.89233),(70 430.5956),(71 431.6985),(72 433.87253),(73 432.19043),(74 431.74936),(75 433.2216),(76 435.2326),(77 434.3018),(78 435.29626),(79 433.92),
(1 116.702),(2 167.53862),(3 205.88654),(4 229.65898),(5 248.26955),(6 265.26675),(7 280.38586),(8 290.63934),(9 298.94904),(10 308.17178),(11 313.6542),(12 319.93448),(13 331.4979),(14 337.7489),(15 342.76343),(16 344.8344),(17 348.64517),(18 352.09088),(19 353.3815),(20 356.24347),(21 359.8146),(22 362.22223),(23 365.7476),(24 370.46252),(25 373.69208),(26 377.62393),(27 380.33414),(28 381.47894),(29 381.25107),(30 383.95224),(31 387.29312),(32 387.81903),(33 392.30893),(34 395.53577),(35 395.78415),(36 397.84702),(37 395.0997),(38 398.57236),(39 399.06393),(40 401.07523),(41 398.12357),(42 396.26245),(43 396.44653),(44 396.2842),(45 397.2404),(46 397.51907),(47 394.15195),(48 394.41806),(49 396.48254),(50 398.58597),(51 399.07825),(52 398.77338),(53 400.62128),(54 399.37634),(55 400.96536),(56 401.36832),(57 402.75833),(58 402.5904),(59 402.4955),(60 402.99078),(61 405.00003),(62 404.99405),(63 407.34232),(64 409.092),(65 407.84555),(66 411.6499),(67 411.8307),(68 413.94565),(69 413.12634),(70 412.8142),(71 412.53424),(72 412.05893),(73 412.24167),(74 414.22433),(75 418.30826),(76 421.887),(77 419.71338),(78 422.99197),(79 421.0171),
(1 117.48557),(2 168.43279),(3 206.52449),(4 233.34898),(5 251.32199),(6 268.30368),(7 282.2299),(8 294.41055),(9 303.8045),(10 311.54016),(11 319.3529),(12 328.64096),(13 337.745),(14 340.635),(15 343.18835),(16 345.24417),(17 344.88977),(18 349.02985),(19 352.47583),(20 355.15494),(21 357.6121),(22 358.66034),(23 359.80634),(24 360.83286),(25 361.9947),(26 364.4854),(27 368.70752),(28 371.49307),(29 370.7864),(30 373.97372),(31 373.8238),(32 375.64642),(33 380.84192),(34 380.88812),(35 383.8358),(36 385.67422),(37 387.76782),(38 392.50223),(39 393.64594),(40 393.4362),(41 393.16058),(42 392.01602),(43 393.43417),(44 396.8931),(45 398.153),(46 397.712),(47 399.57245),(48 400.64966),(49 403.39023),(50 403.1229),(51 403.6389),(52 403.4835),(53 403.21967),(54 404.27365),(55 405.75537),(56 405.8293),(57 408.0706),(58 405.17035),(59 404.32843),(60 404.18137),(61 405.48117),(62 407.9669),(63 410.65256),(64 408.97626),(65 409.18158),(66 410.28375),(67 408.90558),(68 410.46735),(69 409.8952),(70 410.01028),(71 408.76065),(72 411.40085),(73 411.69675),(74 411.3355),(75 416.5883),(76 417.67413),(77 419.4831),(78 419.35458),(79 419.33957),
(1 115.46055),(2 163.5472),(3 203.46613),(4 226.62015),(5 245.67323),(6 260.30737),(7 274.14935),(8 283.73032),(9 292.32),(10 301.25842),(11 308.89502),(12 317.56128),(13 329.93167),(14 336.79944),(15 342.47156),(16 346.19366),(17 351.36633),(18 355.6722),(19 356.7002),(20 359.82544),(21 362.04352),(22 366.59433),(23 369.50208),(24 374.34927),(25 375.95346),(26 380.53903),(27 381.64108),(28 379.22247),(29 379.18927),(30 379.78397),(31 379.79587),(32 381.4619),(33 379.28552),(34 383.62985),(35 385.64514),(36 386.11203),(37 385.06473),(38 385.43466),(39 383.85953),(40 382.53177),(41 383.5361),(42 383.60767),(43 385.20425),(44 387.01584),(45 390.82037),(46 390.25748),(47 392.86713),(48 394.42905),(49 398.74893),(50 400.98343),(51 401.78662),(52 401.1984),(53 398.54413),(54 400.20236),(55 400.39465),(56 401.11362),(57 398.7678),(58 396.47076),(59 393.79178),(60 392.96127),(61 395.79468),(62 397.7692),(63 399.19565),(64 399.67825),(65 399.2064),(66 399.25916),(67 400.38004),(68 402.4035),(69 401.03244),(70 399.78214),(71 398.03152),(72 399.90518),(73 401.4944),(74 401.93817),(75 402.55743),(76 404.048),(77 407.07196),(78 407.40915),(79 412.16003),
(1 116.53268),(2 165.12067),(3 202.66325),(4 227.96057),(5 246.32372),(6 261.84134),(7 274.209),(8 284.2104),(9 296.64243),(10 304.80447),(11 314.89594),(12 324.27087),(13 336.56448),(14 344.65433),(15 349.5564),(16 353.4255),(17 362.5535),(18 364.09598),(19 367.96808),(20 372.10263),(21 374.31253),(22 377.81992),(23 379.20456),(24 383.3188),(25 388.01102),(26 393.07016),(27 390.11685),(28 388.618),(29 389.63885),(30 392.8144),(31 393.6885),(32 392.43842),(33 391.80322),(34 394.1901),(35 394.64642),(36 394.14276),(37 396.94095),(38 397.96616),(39 398.63452),(40 399.33096),(41 400.9394),(42 400.48328),(43 398.26785),(44 399.7087),(45 400.25815),(46 401.01627),(47 401.1931),(48 403.47556),(49 405.3518),(50 406.75433),(51 406.76358),(52 407.69946),(53 407.33905),(54 406.84326),(55 404.42496),(56 404.44254),(57 404.62048),(58 405.84702),(59 404.09647),(60 403.7744),(61 402.4158),(62 404.3011),(63 404.5026),(64 404.624),(65 405.67218),(66 403.43542),(67 406.64978),(68 408.19534),(69 407.733),(70 407.3509),(71 405.0074),(72 406.71686),(73 409.06107),(74 410.31857),(75 412.8694),(76 413.88934),(77 414.14664),(78 415.5629),(79 415.56708),
(1 114.813446),(2 161.59837),(3 200.0629),(4 223.58893),(5 243.59265),(6 260.0293),(7 274.18887),(8 284.8518),(9 296.08514),(10 304.9474),(11 312.5999),(12 319.0431),(13 326.2272),(14 331.5052),(15 336.89786),(16 342.20392),(17 345.97104),(18 346.8682),(19 348.6573),(20 348.99292),(21 350.8082),(22 352.123),(23 355.1858),(24 355.38214),(25 356.39804),(26 360.4542),(27 361.47147),(28 361.24673),(29 363.17365),(30 365.77643),(31 364.62112),(32 367.63342),(33 366.39108),(34 368.5197),(35 369.5847),(36 370.37497),(37 373.08212),(38 372.51157),(39 371.4301),(40 372.6786),(41 372.95828),(42 374.33746),(43 373.74332),(44 373.94687),(45 376.37),(46 377.38083),(47 377.6124),(48 379.56842),(49 383.3273),(50 386.08658),(51 389.75754),(52 391.6874),(53 391.46796),(54 394.49814),(55 391.93652),(56 392.41595),(57 395.55978),(58 398.39117),(59 398.95132),(60 400.00906),(61 399.5233),(62 401.8836),(63 397.70462),(64 395.38678),(65 394.7594),(66 395.57538),(67 394.39716),(68 395.1578),(69 394.1078),(70 394.50232),(71 393.3137),(72 392.96216),(73 390.4994),(74 390.84628),(75 389.30585),(76 390.42996),(77 389.61667),(78 389.00085),(79 388.90723),
(1 112.85305),(2 158.7435),(3 195.8056),(4 219.70297),(5 238.13892),(6 252.7398),(7 266.0613),(8 277.52133),(9 288.12408),(10 295.57626),(11 303.9962),(12 311.01767),(13 319.7442),(14 321.6115),(15 326.78723),(16 330.41586),(17 334.6682),(18 333.17426),(19 336.01437),(20 337.71796),(21 340.4293),(22 342.94803),(23 347.21207),(24 346.30582),(25 347.96255),(26 349.07303),(27 350.7879),(28 351.66837),(29 353.17905),(30 355.729),(31 356.75555),(32 360.73172),(33 360.19315),(34 363.33618),(35 365.94247),(36 367.21042),(37 370.053),(38 369.18243),(39 373.17984),(40 371.11945),(41 371.44955),(42 371.2565),(43 370.2827),(44 368.95953),(45 371.91168),(46 373.50998),(47 373.25885),(48 374.55112),(49 375.83673),(50 378.02878),(51 381.60742),(52 383.75247),(53 382.83163),(54 384.51187),(55 385.76257),(56 386.46024),(57 389.75482),(58 388.4139),(59 387.10925),(60 387.0848),(61 389.30142),(62 391.62695),(63 391.73584),(64 390.30948),(65 390.1678),(66 392.7377),(67 393.04987),(68 391.11243),(69 393.3511),(70 394.21515),(71 394.11725),(72 393.79846),(73 389.34714),(74 390.58362),(75 391.16803),(76 391.2331),(77 394.56763),(78 393.49347),(79 392.9397),
(1 112.84428),(2 159.09035),(3 197.73314),(4 221.7018),(5 239.2682),(6 254.62393),(7 267.77417),(8 278.15604),(9 288.8406),(10 298.79416),(11 308.99905),(12 319.34818),(13 329.1602),(14 332.96106),(15 336.80338),(16 340.7394),(17 344.7654),(18 347.98206),(19 350.4378),(20 354.91687),(21 356.21558),(22 358.65628),(23 360.39648),(24 361.36642),(25 360.97205),(26 364.2505),(27 368.09763),(28 367.47836),(29 369.4646),(30 369.46817),(31 369.84738),(32 373.23563),(33 372.5833),(34 375.4961),(35 377.27414),(36 376.90674),(37 378.82504),(38 380.6844),(39 384.07755),(40 381.37823),(41 380.82587),(42 379.53),(43 381.97168),(44 379.48325),(45 382.27374),(46 384.9917),(47 386.71988),(48 385.17603),(49 385.8771),(50 385.44238),(51 383.30472),(52 386.7058),(53 385.8122),(54 385.36545),(55 383.7822),(56 384.0694),(57 385.3338),(58 387.3409),(59 387.43637),(60 389.63986),(61 392.32254),(62 394.33197),(63 395.07547),(64 394.29648),(65 396.6878),(66 396.8894),(67 395.5213),(68 395.9725),(69 398.56873),(70 397.7071),(71 399.6465),(72 399.84402),(73 397.60925),(74 399.3581),(75 400.48288),(76 399.0851),(77 402.22592),(78 404.76703),(79 405.9952),
(1 111.13616),(2 157.13435),(3 195.61214),(4 215.88931),(5 233.85617),(6 249.22684),(7 262.43582),(8 272.84454),(9 282.7248),(10 290.73486),(11 300.43265),(12 308.0532),(13 314.66858),(14 320.16217),(15 323.79947),(16 326.20712),(17 328.92297),(18 332.12387),(19 333.31607),(20 336.29773),(21 340.07443),(22 341.386),(23 345.39557),(24 346.8508),(25 350.40335),(26 353.25348),(27 355.66025),(28 356.31323),(29 357.4189),(30 358.18292),(31 355.67245),(32 354.90186),(33 354.46707),(34 357.06006),(35 358.11926),(36 358.90564),(37 361.8658),(38 365.79742),(39 367.48962),(40 368.12418),(41 369.9981),(42 368.79044),(43 367.222),(44 367.70505),(45 370.6497),(46 371.20044),(47 371.7191),(48 373.4443),(49 374.85397),(50 374.9575),(51 375.65164),(52 379.14468),(53 376.44678),(54 377.0203),(55 376.09082),(56 377.13565),(57 377.55048),(58 378.05017),(59 376.6063),(60 375.27673),(61 374.95078),(62 375.72552),(63 376.60022),(64 377.794),(65 379.6115),(66 379.39056),(67 380.6174),(68 381.86227),(69 381.22913),(70 380.0046),(71 381.51962),(72 380.7281),(73 377.37064),(74 376.2565),(75 376.81732),(76 378.91553),(77 380.59622),(78 381.9218),(79 382.61566),
(1 110.86124),(2 156.23148),(3 192.56366),(4 214.7406),(5 234.74677),(6 250.7684),(7 264.04715),(8 277.92114),(9 287.73566),(10 299.50308),(11 309.06213),(12 317.20538),(13 327.23605),(14 332.2215),(15 335.55264),(16 340.11517),(17 343.1927),(18 344.69238),(19 347.61032),(20 348.2916),(21 348.34167),(22 350.22906),(23 349.8041),(24 349.79135),(25 350.49548),(26 355.78787),(27 359.12643),(28 361.72903),(29 362.29388),(30 364.36166),(31 362.8787),(32 364.0369),(33 364.6297),(34 366.07632),(35 366.3004),(36 365.2595),(37 368.26563),(38 368.42416),(39 368.9311),(40 368.60974),(41 370.39902),(42 372.0993),(43 372.38217),(44 372.28873),(45 374.25104),(46 373.35632),(47 371.96634),(48 372.50208),(49 375.03455),(50 375.6305),(51 376.71667),(52 380.80402),(53 377.73526),(54 380.16956),(55 381.05182),(56 381.07083),(57 383.55115),(58 382.18567),(59 382.89352),(60 383.47763),(61 383.52936),(62 383.1258),(63 380.96817),(64 383.5552),(65 386.2018),(66 386.496),(67 387.0933),(68 385.5642),(69 386.13577),(70 383.86505),(71 381.8937),(72 384.23813),(73 381.84598),(74 382.40704),(75 383.73062),(76 382.4958),(77 383.08017),(78 380.8624),(79 377.93484),
