(1 26.788586),(2 32327.729),(3 135318.06),(4 181650.36),(5 181555.55),(6 226674.34),(7 305704.7),(8 319542.78),(9 319445.13),(10 374615.22),(11 459461.03),(12 503125.1),(13 503622.16),(14 560706.44),(15 657879.1),(16 687472.6),(17 688129.4),(18 726806.06),(19 807472),(20 801435.75),(21 801617.94),(22 811255.9),(23 784625.44),(24 789888.9),(25 788876),(26 823721.44),(27 879381.3),(28 888160.1),(29 889595.5),(30 897589.75),(31 937367.25),(32 880376.1),(33 879074.94),(34 939436.9),(35 1043223.2),(36 1076218.6),(37 1075916.9),(38 1050279.6),(39 991710.25),(40 975992.5),(41 972065.8),(42 1021616.06),(43 1117596.1),(44 1053326.9),(45 1054937.3),(46 1094351),(47 1040800.75),(48 1040512.06),
(1 31.948404),(2 21411.209),(3 109931.625),(4 166644.22),(5 167064.08),(6 203915.44),(7 275738.72),(8 293416.16),(9 293657.06),(10 366704.44),(11 450363.53),(12 445244.1),(13 445427.13),(14 467869.1),(15 604073.44),(16 657881.6),(17 658892.4),(18 743648.25),(19 845328),(20 877549.2),(21 877859.75),(22 847787.3),(23 841748.9),(24 830120.56),(25 830882.44),(26 809181.6),(27 853920.5),(28 886433.8),(29 889178.9),(30 933437.2),(31 928690.8),(32 944815.3),(33 944071.5),(34 935381.1),(35 916114.06),(36 879438.75),(37 879557.9),(38 868438.9),(39 984159.1),(40 1003357.75),(41 1003666.1),(42 1024472.25),(43 1000317.2),(44 948464),(45 949872.94),(46 925291.6),(47 886001.2),(48 886537.94),
(1 21.150673),(2 29206.809),(3 114703.984),(4 160012.14),(5 159654.52),(6 196435.13),(7 252257.97),(8 281499.2),(9 281219.2),(10 346422.6),(11 443738.75),(12 519028.47),(13 519309.56),(14 606782.6),(15 622940.94),(16 692153.75),(17 693399.9),(18 712866.5),(19 746661.25),(20 738136.56),(21 737248.5),(22 755026.8),(23 762157.06),(24 784183.94),(25 783096.6),(26 767381),(27 810829.25),(28 872296.3),(29 874829.75),(30 880150.4),(31 888808),(32 885834.2),(33 886223.7),(34 869211.6),(35 838403.6),(36 802621.75),(37 799487.56),(38 750008.06),(39 689019.94),(40 719953.6),(41 719725.94),(42 747160.3),(43 804938.4),(44 788273),(45 789386.8),(46 774031.6),(47 782547.94),(48 782242.7),
(1 23.573727),(2 25976.938),(3 137610.83),(4 179133.98),(5 179549.4),(6 206318.28),(7 278828.97),(8 308354.22),(9 309182.3),(10 363008.8),(11 433538.1),(12 511203.94),(13 511239.6),(14 552999.4),(15 603805.3),(16 635004.25),(17 634026.94),(18 689822.7),(19 695276.2),(20 696902.44),(21 697092.7),(22 749018.8),(23 775197.1),(24 777346.94),(25 776631.25),(26 821461.44),(27 841744.1),(28 872951.44),(29 872341.94),(30 841363.06),(31 903387.75),(32 905178.94),(33 906131.56),(34 915526),(35 903393.9),(36 951342.1),(37 948765.94),(38 951793),(39 912681.44),(40 903869.2),(41 904756.8),(42 912910.4),(43 940902.9),(44 965315.6),(45 964282.94),(46 987558.4),(47 1054596.9),(48 1054715.9),
(1 21.28911),(2 21588.146),(3 117856.875),(4 154063.44),(5 153994.72),(6 180694.38),(7 246526.1),(8 283369.28),(9 283948.72),(10 352709.75),(11 396914.22),(12 399857.88),(13 398994.2),(14 441683.6),(15 484369.28),(16 522765.78),(17 521904.78),(18 571989.5),(19 547196.75),(20 573311.9),(21 573886.1),(22 592939),(23 660087.1),(24 736532.8),(25 736098.1),(26 772705.56),(27 763760.6),(28 794376.6),(29 796292.44),(30 816435.94),(31 898449.75),(32 923749.2),(33 924110.5),(34 970188.8),(35 945074.06),(36 939208.25),(37 941496.9),(38 951205.75),(39 932197.44),(40 1007222.2),(41 1008296.3),(42 958198.44),(43 1013914.7),(44 981505.06),(45 982852.9),(46 1002818.25),(47 1024488.4),(48 1023308.8),
(1 24.679111),(2 28797.406),(3 114103.555),(4 164485.8),(5 164532.11),(6 206588.56),(7 243855.73),(8 275706.66),(9 275947.47),(10 338430.13),(11 422326.7),(12 460214.72),(13 460750.03),(14 505012.4),(15 571987.8),(16 587235.25),(17 587025.94),(18 604962.25),(19 676716.1),(20 723895.75),(21 723336.2),(22 739260.44),(23 729004.1),(24 793690.25),(25 793355.25),(26 779353.4),(27 801904.3),(28 822377.4),(29 824087.2),(30 790701),(31 781068.2),(32 797495.4),(33 795715),(34 806314.25),(35 935413.3),(36 912411.8),(37 913993.44),(38 917658.4),(39 874170.5),(40 868258.06),(41 867571.8),(42 807848.44),(43 864760.6),(44 819935.56),(45 819607.7),(46 820396.9),(47 824700.94),(48 824309.25),
(1 24.29507),(2 25404.54),(3 113813.336),(4 159704.73),(5 159362.66),(6 204602.88),(7 228636.77),(8 258151.45),(9 258432.61),(10 317093.88),(11 425072.28),(12 439847.78),(13 439215.56),(14 459075.97),(15 536874.6),(16 553072.5),(17 552446.9),(18 557231.56),(19 561418.4),(20 603484.75),(21 602396.56),(22 640416.94),(23 676314.75),(24 703529.25),(25 703410.5),(26 676330.7),(27 680734.75),(28 703354.4),(29 702853.75),(30 722548),(31 759640.56),(32 720327.6),(33 720649.94),(34 693730.1),(35 753853.94),(36 774100.7),(37 775604.56),(38 816564.7),(39 831302.4),(40 863427.25),(41 863854.4),(42 860437.25),(43 817182.56),(44 776526.44),(45 776705.56),(46 741844.4),(47 753855.25),(48 753872.44),
(1 20.794031),(2 26929.137),(3 126747.39),(4 170773.88),(5 170636.66),(6 193489.1),(7 207706.98),(8 249598.48),(9 249220.19),(10 313098.72),(11 387965.25),(12 415052.66),(13 415370.38),(14 461588.84),(15 531396.9),(16 573223.2),(17 572731.1),(18 573838.2),(19 604044.06),(20 650093.25),(21 649414.4),(22 652030.4),(23 668028.2),(24 735734.75),(25 736049.8),(26 780390.2),(27 750413.3),(28 711656),(29 713585.4),(30 698660.5),(31 688068.75),(32 671831.9),(33 671123.94),(34 691622.94),(35 716991.2),(36 740407.9),(37 741170.75),(38 723041.44),(39 742007.6),(40 716206),(41 716684.4),(42 717164.6),(43 676556.9),(44 679409.8),(45 678342.8),(46 650551.3),(47 633814.06),(48 633849.94),
(1 22.619902),(2 21893.102),(3 113980.08),(4 155958.19),(5 156018.52),(6 178837.19),(7 247480.28),(8 274100.2),(9 274103.1),(10 328556.56),(11 380603.56),(12 380055.75),(13 379967.8),(14 426846.84),(15 493541.38),(16 533029.75),(17 533099.56),(18 540129),(19 571974.25),(20 594336.6),(21 595602.94),(22 601150.75),(23 592792.94),(24 641060.4),(25 640873.3),(26 607146.5),(27 632190.44),(28 656001.7),(29 660549.1),(30 642448.9),(31 668869.56),(32 693774.6),(33 695154.5),(34 717256.25),(35 711312.5),(36 735833),(37 736400.8),(38 772704.1),(39 806417.2),(40 804447.9),(41 805449.1),(42 843231.56),(43 814035.2),(44 836546.06),(45 835271.94),(46 805151.7),(47 759330.9),(48 758868.94),
(1 21.665073),(2 22503.354),(3 107965.34),(4 136601.28),(5 136844.23),(6 162739.45),(7 234899.94),(8 275903.56),(9 276954.1),(10 288859.34),(11 351746.7),(12 381033.1),(13 381566.1),(14 391789.63),(15 420311.03),(16 486576.06),(17 487474.2),(18 539895.06),(19 560496),(20 593029.75),(21 593537.3),(22 582269.3),(23 663623.5),(24 728409.8),(25 729568.25),(26 769464.6),(27 753162.56),(28 746907.1),(29 750564.25),(30 729286.3),(31 754179.75),(32 763784.7),(33 764217.3),(34 760480.4),(35 778142.56),(36 801411.94),(37 801323.44),(38 792794),(39 792295.4),(40 778397.1),(41 777309.9),(42 815762.8),(43 884703.2),(44 878610.8),(45 877330.6),(46 821483.9),(47 826009.5),(48 826005.6),
(1 23.445059),(2 23662.373),(3 110164.46),(4 144738.1),(5 144547.81),(6 195890.53),(7 224182.55),(8 256773.02),(9 256957.7),(10 329242.47),(11 376371.44),(12 385853.1),(13 385676.3),(14 383701.75),(15 442775.5),(16 496216.4),(17 495273.1),(18 483039.5),(19 520389.75),(20 567479.2),(21 566908.6),(22 590462),(23 628574.75),(24 634168),(25 636138.44),(26 642158),(27 706622.8),(28 680098.44),(29 682608.2),(30 668883),(31 717493.44),(32 746247.56),(33 746268.8),(34 759858.8),(35 775266.8),(36 796913.6),(37 797726.06),(38 815616.8),(39 825712.44),(40 805568.25),(41 804694.06),(42 787933.75),(43 801865.44),(44 798341.5),(45 796491.94),(46 780074),(47 759859.94),(48 760071.3),
(1 24.094069),(2 22464.803),(3 103161.37),(4 121745.805),(5 121631.64),(6 151742.13),(7 220938.1),(8 257567.97),(9 257654.89),(10 303417.28),(11 348519.78),(12 342679.53),(13 342475.75),(14 360187.4),(15 385672.44),(16 433879.94),(17 434079.2),(18 440236.2),(19 498355.03),(20 547518),(21 547858),(22 545261.8),(23 548737.5),(24 563545.44),(25 563576.7),(26 578257.5),(27 573446.3),(28 576150.2),(29 573921.75),(30 552609.94),(31 571472.9),(32 605732.56),(33 605073.2),(34 609555.6),(35 655527.4),(36 667661.9),(37 669579.25),(38 647466.5),(39 719413),(40 767051.2),(41 766862.06),(42 753496.9),(43 733299),(44 737075),(45 736670.44),(46 734364.2),(47 783496.7),(48 783565.8),
(1 19.22401),(2 18794.033),(3 97644.67),(4 124892.51),(5 124893.195),(6 151585.77),(7 200084.67),(8 240567.31),(9 240622.47),(10 270388.13),(11 336654.97),(12 341245.7),(13 340690.7),(14 398702.13),(15 431442.5),(16 422450.84),(17 421500.56),(18 437255),(19 467503),(20 511327.88),(21 510870.7),(22 498739.84),(23 507987.94),(24 545302.8),(25 544966.8),(26 535664.75),(27 456217.88),(28 448608.94),(29 450909.38),(30 444855.78),(31 490915.78),(32 504600.16),(33 505151.2),(34 480492.56),(35 445852.13),(36 469872.34),(37 469940.28),(38 463379.2),(39 514473),(40 558482.5),(41 559711.1),(42 588477.56),(43 596368.56),(44 601517.5),(45 600413.56),(46 584548.56),(47 589990),(48 590322.06),
(1 20.174507),(2 22112.477),(3 109937.945),(4 147956),(5 147850.89),(6 176931.94),(7 246233.56),(8 302444.47),(9 302768),(10 344381.88),(11 420947.84),(12 408560.28),(13 409309.38),(14 397062.94),(15 451576),(16 493439.44),(17 493054.84),(18 477112.88),(19 488188.72),(20 526225.25),(21 525850.1),(22 506433.28),(23 521183.38),(24 521486.66),(25 521941.38),(26 516009.63),(27 532612.9),(28 557994.56),(29 559411.75),(30 580467.1),(31 619064.44),(32 638267.6),(33 638578.3),(34 643034.44),(35 693039.8),(36 711951.7),(37 710150.4),(38 707217.4),(39 740722.44),(40 749499.5),(41 748950.2),(42 742197.44),(43 730087),(44 702346.1),(45 702577.2),(46 747501.3),(47 781111.25),(48 780885.6),
(1 20.757263),(2 17458.094),(3 95473.664),(4 129363.29),(5 129244.74),(6 161835.97),(7 190443.94),(8 215706.61),(9 215728.08),(10 256914.88),(11 298504.4),(12 332794.25),(13 333889.72),(14 343109.22),(15 379914.78),(16 496891),(17 496068.53),(18 535523.8),(19 508510.25),(20 523021.7),(21 522862.84),(22 541987),(23 593947.6),(24 637325.9),(25 637586.9),(26 640508.56),(27 613933.94),(28 651231.06),(29 649784.44),(30 666088.4),(31 688731.1),(32 663495.56),(33 664413.94),(34 668264.4),(35 710305.9),(36 743029.4),(37 741997.56),(38 723065.94),(39 745099.3),(40 746639.9),(41 746571.1),(42 732884.75),(43 657664.8),(44 661967.4),(45 662075.5),(46 625392.44),(47 589154.1),(48 588791.25),
(1 17.522852),(2 21734.857),(3 103677.52),(4 143440.5),(5 143717.61),(6 182165.94),(7 234321.17),(8 271805.1),(9 272016.38),(10 281996.28),(11 338079.28),(12 368331.25),(13 367885.75),(14 385642.13),(15 382531.06),(16 405915.34),(17 405541.5),(18 403655.94),(19 402719.03),(20 455147.72),(21 454801.6),(22 439022.78),(23 441229.1),(24 477340),(25 476684.16),(26 467688.97),(27 494722.1),(28 528772.94),(29 530718.06),(30 553535.75),(31 580338.7),(32 567900.25),(33 567680.6),(34 564171.8),(35 592032.56),(36 627538.6),(37 628652.8),(38 644453.5),(39 646767.75),(40 640691),(41 640132.7),(42 620153.4),(43 583307.75),(44 588193.44),(45 588554.25),(46 636642.4),(47 616619.44),(48 616234),
(1 17.688322),(2 16788.334),(3 84977.45),(4 128478.15),(5 128370.164),(6 165927.58),(7 218356.72),(8 223433.98),(9 223938.83),(10 238548.05),(11 310278.3),(12 369670.63),(13 369835),(14 419909.1),(15 469211.34),(16 478140.22),(17 479714.16),(18 472593.94),(19 448285.5),(20 461664.38),(21 461779.25),(22 465995.94),(23 468512.66),(24 476819.34),(25 476445.1),(26 463642.7),(27 453644.3),(28 464550.88),(29 465494.44),(30 482255.34),(31 540483.4),(32 522310.7),(33 522090.88),(34 534002.2),(35 564526.7),(36 578161.56),(37 578224),(38 586572.3),(39 565586.56),(40 570088.7),(41 570336.94),(42 566439),(43 553402.94),(44 555228.75),(45 554565.4),(46 586740.4),(47 595529.56),(48 595357.75),
(1 18.092411),(2 19159.229),(3 98917.15),(4 135156.66),(5 134914.61),(6 173965.25),(7 219135.27),(8 245342.44),(9 245432.66),(10 272561.97),(11 298506.34),(12 321857.38),(13 322042.38),(14 319194.16),(15 359944.28),(16 343419.6),(17 343388.34),(18 348370.84),(19 382479.44),(20 407359.1),(21 406791.53),(22 423436.3),(23 473603),(24 477303.2),(25 478396.75),(26 477144.8),(27 437140.97),(28 446407.34),(29 445852.88),(30 452404.2),(31 486285.8),(32 482822.34),(33 483117.56),(34 510352.88),(35 528808.3),(36 582337.3),(37 582728.7),(38 597643.9),(39 586858.94),(40 558005.5),(41 558201),(42 546243.25),(43 587402.2),(44 584624.7),(45 585290.7),(46 584220.3),(47 599519.6),(48 599494.25),
(1 17.660765),(2 20998.313),(3 69935.516),(4 85918.53),(5 85895.87),(6 115389.11),(7 185489.42),(8 217778.47),(9 217861.38),(10 231675.63),(11 278761.72),(12 312887.13),(13 313002.66),(14 320110.66),(15 368920),(16 394155.47),(17 393868.1),(18 409938.28),(19 391137.6),(20 419002.2),(21 419749.25),(22 422835.06),(23 407111.47),(24 408913.28),(25 408539.84),(26 438201.28),(27 435670.53),(28 454417.78),(29 454697.47),(30 472226.47),(31 512159.6),(32 530711.94),(33 530866.75),(34 546300.6),(35 572097.06),(36 577366.5),(37 578267.56),(38 581235.25),(39 562669.8),(40 572002.8),(41 572499.75),(42 573005.75),(43 572524.4),(44 554467.25),(45 554874),(46 556152.8),(47 583038.25),(48 583231.3),
(1 19.29414),(2 20317.818),(3 83189.92),(4 100714.32),(5 100919.125),(6 116902.71),(7 184895.84),(8 193477.95),(9 193804.38),(10 215445.56),(11 239442.45),(12 264138.13),(13 263814.22),(14 283567.13),(15 284413.6),(16 309444.63),(17 309220.47),(18 294444.78),(19 296737.34),(20 322291.25),(21 322715.13),(22 341305.44),(23 357870.28),(24 373397),(25 373812.22),(26 396062.66),(27 403350.3),(28 416751.25),(29 415717.53),(30 415282.4),(31 423216.13),(32 410899.6),(33 411450.3),(34 411149.7),(35 467610.47),(36 496115.13),(37 496036.13),(38 486079.53),(39 464094.72),(40 475870.34),(41 475156.4),(42 499152.7),(43 536692.5),(44 515894.9),(45 515121.94),(46 501153.84),(47 493905.75),(48 494009.16),
(1 15.787346),(2 22189.197),(3 93090.945),(4 114627.41),(5 114397.44),(6 131900.33),(7 155782.63),(8 185858.08),(9 186181.8),(10 204052.17),(11 250010.63),(12 280387.66),(13 280673.84),(14 317559.38),(15 358235.72),(16 365004.75),(17 364789),(18 342588.06),(19 362891),(20 367651.06),(21 367732.9),(22 405198.63),(23 439401.38),(24 471880),(25 471703.34),(26 471633.34),(27 493939.2),(28 491332.72),(29 490339.84),(30 475877.63),(31 535783.4),(32 524192.53),(33 523732.63),(34 514018.63),(35 495210.47),(36 508053.47),(37 508063.44),(38 531884.9),(39 547055.7),(40 547911.1),(41 547873.75),(42 546322.2),(43 539161.8),(44 553948.8),(45 554340.56),(46 539653.7),(47 550760.1),(48 550933.1),
(1 15.759293),(2 19114.68),(3 94424.11),(4 117056.445),(5 117323.125),(6 136140.34),(7 177204.88),(8 201755.97),(9 201784.13),(10 243560.52),(11 262772.94),(12 292422.13),(13 293067.44),(14 314094.53),(15 327726.9),(16 334613.03),(17 334373.47),(18 343139.22),(19 390874.88),(20 407726.47),(21 407439.72),(22 398175.6),(23 404306.47),(24 428784.16),(25 428584.34),(26 428553.25),(27 469944.16),(28 468425.13),(29 468660),(30 475544.84),(31 504105.44),(32 526708.3),(33 527096.1),(34 521703.22),(35 534264.44),(36 542575.1),(37 542271.6),(38 549555.6),(39 565680.75),(40 595748.7),(41 595791.2),(42 566546.7),(43 590314.9),(44 590978.25),(45 591241),(46 580729.7),(47 579631),(48 579459.9),
(1 17.403027),(2 21007.645),(3 90432),(4 104017.445),(5 104271.36),(6 138985.17),(7 189347.98),(8 217733.47),(9 218046.25),(10 236202.25),(11 262255.25),(12 269791.2),(13 269766.03),(14 272331.88),(15 283035),(16 308751.7),(17 308727.22),(18 299806.53),(19 301313.6),(20 315821.25),(21 315624.53),(22 319513.06),(23 343469.5),(24 356774.8),(25 357328.66),(26 376037.6),(27 384580.66),(28 398118.25),(29 400412.97),(30 393529),(31 404051.2),(32 398034.44),(33 398096.88),(34 397629.75),(35 411318.44),(36 433027.13),(37 433082.8),(38 443865.16),(39 445365.44),(40 475280.22),(41 475692.78),(42 467824.2),(43 443707.6),(44 422488.5),(45 422561.6),(46 426089),(47 457117.78),(48 456943.63),
(1 15.654704),(2 19967.28),(3 94098.414),(4 114170.164),(5 114080.66),(6 130540.98),(7 170865.05),(8 196944.77),(9 196917.92),(10 202986.64),(11 250809.45),(12 261904.23),(13 262249.34),(14 288910.5),(15 314708.38),(16 327865.56),(17 328124.56),(18 350254),(19 329686.56),(20 345375.47),(21 345644.56),(22 364164.66),(23 391835.38),(24 407543),(25 407325.8),(26 413256.66),(27 430265.94),(28 440044.94),(29 438791.06),(30 431512),(31 458806.63),(32 463883.44),(33 464270.34),(34 460378.38),(35 477529.9),(36 499644.47),(37 499208.44),(38 537124.1),(39 527554.3),(40 532967.2),(41 532699.2),(42 526856.75),(43 553357.4),(44 522952.2),(45 523337.53),(46 494726.94),(47 498857.2),(48 499096.47),
(1 15.476726),(2 17364.51),(3 75125.02),(4 99747.58),(5 99894.55),(6 124325.42),(7 161254.34),(8 176005.81),(9 176062.88),(10 190267.34),(11 238422.72),(12 243911.72),(13 243538.98),(14 268488.56),(15 280669.3),(16 301919.66),(17 302014.22),(18 338859.78),(19 382626.44),(20 395709.84),(21 395109.8),(22 403908),(23 357730.28),(24 352576.34),(25 351853.75),(26 361930.53),(27 412566.94),(28 415796.38),(29 416450.7),(30 408654.3),(31 459796.88),(32 469653.7),(33 469932.7),(34 483621.34),(35 511284.7),(36 526782.6),(37 527002.56),(38 548515.44),(39 535361.25),(40 521830.78),(41 522534.66),(42 493525.13),(43 499038.44),(44 479761),(45 479238.22),(46 497162.28),(47 462293.84),(48 462324.13),
(1 16.083305),(2 17391.48),(3 68362.586),(4 94237.4),(5 94536.99),(6 104041.63),(7 153830.89),(8 170888.5),(9 170854.3),(10 180896.84),(11 194370.19),(12 210801.5),(13 211153.86),(14 237124.98),(15 290524.38),(16 320270.94),(17 320116.13),(18 342944.34),(19 369361.78),(20 366562.9),(21 366798.66),(22 378174.44),(23 375817.75),(24 369529.44),(25 369280.56),(26 380541.84),(27 419569.97),(28 423111.8),(29 420317.1),(30 407372.6),(31 431195.5),(32 425686.34),(33 425255.97),(34 421520),(35 457484.78),(36 464087.2),(37 464776.13),(38 479235.53),(39 440423.78),(40 426291.97),(41 426600.28),(42 415458.47),(43 455613.06),(44 426883.4),(45 426348.7),(46 404747.2),(47 409568.56),(48 409626.44),
(1 14.81807),(2 16686.037),(3 77044.695),(4 87702.055),(5 87751.4),(6 113562.51),(7 156672.6),(8 173944.92),(9 173774.58),(10 181023.44),(11 204948.67),(12 232303.42),(13 232881.39),(14 238668.3),(15 265647.06),(16 273918.6),(17 274098.06),(18 281296.25),(19 277388.72),(20 309251.84),(21 309659.47),(22 323450.22),(23 347418.78),(24 360280.2),(25 360465.06),(26 382958.44),(27 400749.7),(28 410257.63),(29 412217.97),(30 413020.9),(31 404542.1),(32 408247.88),(33 407478.03),(34 397733.47),(35 419661.47),(36 428009.75),(37 428282.44),(38 425505.16),(39 420650.66),(40 409183.4),(41 409918.84),(42 436148.22),(43 441923.56),(44 439204.25),(45 439859.97),(46 466257.06),(47 447005.7),(48 446984.72),
(1 15.923247),(2 16755.828),(3 57543.594),(4 79209.055),(5 79298.35),(6 98224),(7 145119.94),(8 169226.86),(9 169214.48),(10 186704.45),(11 208547.02),(12 237965.13),(13 237852.28),(14 228333.63),(15 248132.13),(16 270129.75),(17 270181.1),(18 287557.6),(19 296359.22),(20 322299.78),(21 322816.9),(22 330809.25),(23 335313.97),(24 325984),(25 325842.66),(26 349840.97),(27 381992.78),(28 374532.97),(29 375241.56),(30 368684.88),(31 387934.2),(32 400936.47),(33 401041.8),(34 397976.2),(35 412952.78),(36 420275.66),(37 420709.03),(38 427567.22),(39 402277.8),(40 392667.1),(41 393393.78),(42 399915.56),(43 392091.47),(44 394204.1),(45 395390.34),(46 407373.4),(47 399827.1),(48 399886.6),
(1 15.296055),(2 14466.612),(3 74179.36),(4 88437.63),(5 88512.086),(6 114009.72),(7 157735.28),(8 177136.73),(9 176931.58),(10 186524.42),(11 252781.27),(12 257276.6),(13 256850.66),(14 250545.72),(15 277117.06),(16 288911.06),(17 289211.4),(18 279795.88),(19 313062.38),(20 316818),(21 316504),(22 314620.63),(23 326554.5),(24 344067.6),(25 344748.03),(26 356119.25),(27 374119.4),(28 370142.4),(29 370834.44),(30 350851.72),(31 350365.13),(32 354409.8),(33 354580.63),(34 357283),(35 386564.5),(36 384289.25),(37 384441),(38 381253.22),(39 384672.25),(40 407334.44),(41 406777.13),(42 405690.2),(43 380524.47),(44 389131.38),(45 389428.5),(46 411705),(47 414218.47),(48 414534.7),
(1 15.124661),(2 13742.088),(3 59506.83),(4 77036.14),(5 77356.52),(6 99309.83),(7 131708.53),(8 150179.27),(9 150128.25),(10 174438.16),(11 200422.39),(12 221533.47),(13 221532.25),(14 230083.92),(15 245674.25),(16 263838.53),(17 263968.2),(18 290981.1),(19 318768.78),(20 334487.28),(21 334520.4),(22 341676.3),(23 355032.6),(24 352913.03),(25 353084.84),(26 355208),(27 393721.1),(28 393265.88),(29 392727.1),(30 400069.38),(31 422085.1),(32 425696.9),(33 425931.9),(34 429727.84),(35 441078.47),(36 453799.53),(37 454048.6),(38 450245.16),(39 467403.06),(40 461062.5),(41 461372.4),(42 444099.13),(43 436015.44),(44 436011.88),(45 436277.97),(46 436573.97),(47 425685),(48 425596.9),
(1 13.825847),(2 15959.995),(3 55575.734),(4 73847.34),(5 73871.39),(6 101071.49),(7 137404.89),(8 150745.45),(9 150578.6),(10 144044.13),(11 189293.75),(12 189438.47),(13 189300.84),(14 202065.27),(15 227626.28),(16 231830.13),(17 231377),(18 245209.69),(19 253782.13),(20 273231.66),(21 272890.9),(22 285375.4),(23 280571.38),(24 294399.22),(25 294396.7),(26 311194.75),(27 326978.66),(28 342360.78),(29 342838.22),(30 330650.38),(31 297040.66),(32 306253.66),(33 306455.75),(34 317625.7),(35 329151.97),(36 358841.56),(37 358887.22),(38 356393.47),(39 385284.66),(40 406625.5),(41 407144.16),(42 401539.78),(43 378508.25),(44 398192.25),(45 399067.34),(46 384637.06),(47 407346.8),(48 407333.2),
(1 12.86729),(2 17631.084),(3 58712.96),(4 69723.11),(5 69894.87),(6 100083.445),(7 123663.55),(8 135021.55),(9 135370.06),(10 149533.3),(11 186447.45),(12 204649.6),(13 204589.27),(14 220131.47),(15 246898.78),(16 266748.3),(17 266916.88),(18 295761.72),(19 297841.5),(20 314248.66),(21 314076.28),(22 304959.63),(23 309075.25),(24 311374.28),(25 311815.34),(26 326369.75),(27 310236.25),(28 313645.34),(29 314687.47),(30 317816.6),(31 319610.2),(32 321212.13),(33 321869.63),(34 324715.2),(35 345831.3),(36 380693.4),(37 380861.66),(38 365062.75),(39 379518.75),(40 395750.38),(41 395166.53),(42 387056.72),(43 392319.44),(44 360212.25),(45 359806.66),(46 366127.44),(47 367526.03),(48 367607.75),
(1 12.77666),(2 16066.473),(3 61951.266),(4 81656.586),(5 81943.5),(6 112280.01),(7 142416.66),(8 172022.06),(9 172327.45),(10 184144.88),(11 216815.33),(12 247933.39),(13 247375.94),(14 274840.1),(15 283139.75),(16 292019.3),(17 292077.8),(18 311647.7),(19 312124.72),(20 329675.06),(21 329297.9),(22 333126.34),(23 338430.4),(24 351990.7),(25 352045.38),(26 360166.78),(27 384056.34),(28 379947.88),(29 380723.44),(30 362676.47),(31 369611.7),(32 359170.63),(33 359286.97),(34 350670.63),(35 353928.3),(36 338408.34),(37 337957.28),(38 331204.4),(39 344107.28),(40 363413.16),(41 363234.53),(42 373087.44),(43 397577.8),(44 399202.5),(45 400064.56),(46 396378.97),(47 400390.56),(48 400341.6),
(1 14.548967),(2 14982.856),(3 58032.09),(4 71032.65),(5 71136.09),(6 84164.81),(7 114978.125),(8 135367.02),(9 135855.98),(10 148793.06),(11 177485.17),(12 199146.63),(13 198951.13),(14 213396.47),(15 257330.02),(16 273626.53),(17 273612.88),(18 267456.72),(19 267381),(20 266587.13),(21 266703.06),(22 284271.94),(23 289480.22),(24 283308.3),(25 283460.03),(26 295121.5),(27 320009.47),(28 313483.47),(29 313617.13),(30 304767.97),(31 314743.3),(32 302380.22),(33 302714.44),(34 295315.78),(35 305896.6),(36 330865.97),(37 330772.5),(38 342087.16),(39 334207.44),(40 334129.25),(41 333468.25),(42 329138.38),(43 335566.2),(44 349183.5),(45 348706.9),(46 346898.06),(47 376607.94),(48 376406.34),
(1 11.507666),(2 16613.61),(3 62487.324),(4 76383.48),(5 76334.76),(6 81436.16),(7 121635.43),(8 138892.9),(9 139041.8),(10 150959.66),(11 175775.4),(12 176871.33),(13 176891.78),(14 184947.33),(15 234113.25),(16 255776),(17 255972.75),(18 267044.7),(19 268730.9),(20 281944.72),(21 281661.75),(22 280044.6),(23 280759.38),(24 293398.47),(25 292990.7),(26 329065.88),(27 317691.63),(28 327665.44),(29 328855.28),(30 324694.5),(31 328659.03),(32 322342.88),(33 322655.75),(34 318951.13),(35 316257.88),(36 323530.28),(37 323587.94),(38 347489.2),(39 302254.78),(40 304755.78),(41 304761.8),(42 312227),(43 337517.28),(44 342984.44),(45 342838.88),(46 358489.94),(47 352525.88),(48 352500.2),
(1 12.959327),(2 14698.175),(3 58944.367),(4 70528.34),(5 70529.54),(6 82979.414),(7 126373.62),(8 139754.39),(9 140081.02),(10 152330.34),(11 174657.55),(12 179983.17),(13 179561.72),(14 189242.38),(15 203818.06),(16 215135.02),(17 215009.48),(18 226032.84),(19 228639.72),(20 245414.02),(21 245091.92),(22 266954.88),(23 285617.66),(24 309977.44),(25 310125.44),(26 311488.1),(27 319972.47),(28 352541.66),(29 354897.22),(30 335674.22),(31 334292.84),(32 332445.94),(33 332653.7),(34 336317.44),(35 343134.5),(36 357463.6),(37 357067.53),(38 373216.88),(39 400273.1),(40 393292.2),(41 392729),(42 400001.97),(43 384163.13),(44 379702.5),(45 378955.4),(46 383271.88),(47 395843.25),(48 396035.9),
