1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 109537.125),(2 184759.67),(3 234285.69),(4 470150.25),(5 694329),(6 894616.06),(7 1249308.9),(8 1610425.9),(9 1960377.6),(10 2440182),(11 2963679.3),(12 3465028.8),(13 4144183),(14 4804487.5),(15 5502202.5),(16 6272343.5),(17 7173466),(18 8039616.5),(19 9002304),(20 10060220),(21 11267048),(22 12297125),(23 13575949),(24 14678688),(25 15713355),(26 16861072),(27 17950386),(28 18942672),(29 20211108),(30 21220906),(31 22225596),(32 23350454),(33 24367024),(34 25275094),(35 26360010),(36 27598390),(37 28527218),(38 29719270),(39 30834992),(40 31793582),(41 32944262),(42 33929356),(43 34785740),(44 35717696),(45 36610436),(46 37364410),(47 38396704),(48 39329204),(49 40180704),(50 41204430),(51 42333372),(52 43227348),(53 44552770),(54 45795730),(55 47069504),(56 48560640),(57 49937364),(58 51178228),(59 52639840),(60 54076076),(61 55304492),(62 56729068),(63 58125188),(64 59258924),(65 60740204),(66 62207892),(67 63367100),(68 64837372),(69 66306068),(70 67547990),(71 69073000),(72 70463930),(73 71765816),(74 73246810),(75 74747170),(76 75782480),(77 77112696),(78 78385860),(79 79357800),
(1 27723.768),(2 92286.76),(3 163031.08),(4 219503.52),(5 256560.7),(6 278353.38),(7 291830.8),(8 301407.5),(9 309532.97),(10 318579.5),(11 326966.1),(12 336343.25),(13 345120.78),(14 351750.44),(15 356764.06),(16 360342.7),(17 360443.56),(18 358374.38),(19 355889.9),(20 354721.47),(21 357900.88),(22 366567.38),(23 379769.3),(24 393668.4),(25 406025.88),(26 414309.78),(27 417404.6),(28 415450.63),(29 409753.25),(30 405705.6),(31 405922.13),(32 409756.75),(33 414672.4),(34 417371.3),(35 415279.7),(36 408059.3),(37 398613.53),(38 390542.1),(39 385370.5),(40 381997.56),(41 378926.4),(42 376207.9),(43 371023.72),(44 362644.9),(45 353794.9),(46 344726.66),(47 336850.75),(48 331904.38),(49 329266.22),(50 329217.16),(51 330471.4),(52 332220.22),(53 333482.47),(54 333675.9),(55 332185.97),(56 331221.47),(57 330834.8),(58 331150.38),(59 333422.53),(60 336252.94),(61 340876.06),(62 346392.2),(63 350411.9),(64 355575.1),(65 359722.06),(66 361431.03),(67 362591.5),(68 364574.8),(69 365140.06),(70 365984.9),(71 368265.34),(72 371472.5),(73 375047.2),(74 376672.3),(75 376937.13),(76 375694.06),(77 375239.53),(78 375027.2),(79 374302.06),
(1 27525.889),(2 89959.31),(3 155649.97),(4 207845.86),(5 242470.33),(6 264091),(7 279414.47),(8 290388.72),(9 296909.2),(10 302445.75),(11 308788.78),(12 317000.06),(13 323463.78),(14 326762.2),(15 328027.1),(16 328830.44),(17 329595.44),(18 329461.3),(19 328235.03),(20 325385.75),(21 322752.9),(22 324274.66),(23 330197.22),(24 339507.13),(25 350508.5),(26 360951.28),(27 368044.94),(28 369931.38),(29 368673.56),(30 366981.28),(31 365104.63),(32 363313),(33 361220.2),(34 359659.1),(35 357908.53),(36 356572.1),(37 355162.06),(38 353647.34),(39 351820.78),(40 347956),(41 341907.8),(42 335158.25),(43 330121.8),(44 326419.75),(45 324103.16),(46 323812.13),(47 325044.7),(48 324919.47),(49 324454.25),(50 322346.44),(51 318510.16),(52 313088.6),(53 307956.75),(54 303382.63),(55 299839.38),(56 297949.03),(57 298139.4),(58 297736.6),(59 298851.63),(60 301344.3),(61 306496.2),(62 314193.94),(63 320848.72),(64 327217.9),(65 331634.38),(66 333419.13),(67 335638.3),(68 339426.2),(69 341837.06),(70 342871.34),(71 342854.2),(72 340993),(73 337342.13),(74 332699.78),(75 329523.2),(76 328455.5),(77 330351.1),(78 333370.94),(79 336985.16),
(1 27439.936),(2 89297.766),(3 153338.98),(4 201192.22),(5 230362.08),(6 245863.83),(7 256267.5),(8 267001.3),(9 278505.6),(10 291427.34),(11 301904.94),(12 309839.6),(13 313706.16),(14 314233.84),(15 315352.75),(16 318994.2),(17 325877.13),(18 332648.5),(19 336743.5),(20 337605.13),(21 340184.34),(22 346656.2),(23 356061.53),(24 366279.34),(25 375230.3),(26 381244.34),(27 385497.3),(28 388788.97),(29 390890.63),(30 393050.1),(31 393564.66),(32 392839.94),(33 391850.88),(34 390911.06),(35 388781.1),(36 385848.66),(37 383051.72),(38 379753.88),(39 375529),(40 370051.44),(41 364159),(42 357568.6),(43 350278.78),(44 344010.28),(45 341648.28),(46 341832.7),(47 342602),(48 342313.6),(49 339903.5),(50 336048.88),(51 332176.2),(52 329324.88),(53 328001.63),(54 328893.47),(55 330486.9),(56 333180.66),(57 335489),(58 335884.56),(59 335732.88),(60 335662.13),(61 336100.5),(62 336836.88),(63 336388.06),(64 339451.1),(65 343845),(66 350586.28),(67 356902.63),(68 359461.6),(69 355850.06),(70 349184.44),(71 339625.53),(72 330158.9),(73 324418.56),(74 323179.47),(75 326248.84),(76 330913.7),(77 336400.38),(78 340905.75),(79 343705.88),
(1 25389.902),(2 82322.05),(3 140795.16),(4 185670),(5 214787.95),(6 231458.84),(7 244000.28),(8 255746.1),(9 266847.78),(10 279539.38),(11 291883.97),(12 300771.03),(13 303140.38),(14 302080.44),(15 299876.03),(16 299096.9),(17 300095.56),(18 302351.3),(19 306169.2),(20 311760),(21 321307.72),(22 334510.56),(23 345380.78),(24 350614.9),(25 350858.6),(26 347734.9),(27 344113.2),(28 341520.47),(29 341146.44),(30 342520.3),(31 341861.75),(32 339749.4),(33 337955.6),(34 338193.88),(35 338826.56),(36 339277.88),(37 339070.72),(38 336939.13),(39 333398.75),(40 327141.6),(41 319608.8),(42 312944.25),(43 307795.5),(44 303908),(45 301564.25),(46 299246.13),(47 296448.94),(48 293355.3),(49 291321.22),(50 289471.3),(51 289382.6),(52 291696.28),(53 296530.34),(54 302027.22),(55 306001.13),(56 307974.13),(57 307362.3),(58 304755.53),(59 301825.88),(60 299069.38),(61 298460.28),(62 301928.7),(63 306010.3),(64 312338.4),(65 318337.66),(66 322851.28),(67 323171.6),(68 320262.4),(69 315873.75),(70 313379.7),(71 311461.22),(72 309443.34),(73 308788.56),(74 311085.25),(75 315438.72),(76 319029.44),(77 321651.47),(78 324585.4),(79 326024.75),
(1 26600.004),(2 86133.64),(3 149301.7),(4 197741.38),(5 227522.83),(6 244568),(7 256899.58),(8 267424.44),(9 276544.53),(10 284737.3),(11 290247.1),(12 292507.3),(13 290995.75),(14 289130.8),(15 288881.47),(16 289437.78),(17 289803.84),(18 288275.1),(19 287420.94),(20 289723.5),(21 297705.47),(22 309980.7),(23 323893),(24 336005.63),(25 343333.2),(26 343944.5),(27 341618.66),(28 339766.84),(29 337436.66),(30 336268.7),(31 335983.25),(32 335938.44),(33 335884.84),(34 335963.8),(35 335576.16),(36 334709.34),(37 332595.44),(38 330282.94),(39 328320.72),(40 326028.66),(41 322274.03),(42 317087.38),(43 312308.06),(44 309985.1),(45 308264.28),(46 306305.16),(47 305492.63),(48 304640.63),(49 302332.34),(50 299273.63),(51 296980.2),(52 296208.56),(53 297635.03),(54 300730.44),(55 304034.66),(56 307085.1),(57 307989.63),(58 306697.44),(59 303040),(60 298766.63),(61 296153.28),(62 297195.34),(63 299524.56),(64 304272.66),(65 306909.47),(66 308354.97),(67 308979.06),(68 307043.8),(69 304069.63),(70 303283.44),(71 303472.03),(72 305126.63),(73 309970.56),(74 315870.1),(75 322354.63),(76 328010.16),(77 331766.9),(78 333513.7),(79 334468.03),
(1 25384.916),(2 82368.945),(3 141469.02),(4 185060.1),(5 210011.27),(6 220915.67),(7 225032.2),(8 228743.16),(9 234287.67),(10 242340.81),(11 252487.63),(12 263279.25),(13 269804.53),(14 272761.88),(15 274087.9),(16 275223.16),(17 275866.3),(18 276093.38),(19 279772.44),(20 287046.47),(21 299060.88),(22 313106.22),(23 324522.28),(24 328553.4),(25 328338.3),(26 326887.66),(27 326468.6),(28 327177.84),(29 329282.97),(30 331201.13),(31 331457.88),(32 330005.13),(33 325988.16),(34 321574.94),(35 318644.56),(36 316526.34),(37 314297.72),(38 313087.22),(39 311723.3),(40 309593.66),(41 307983.6),(42 305923.16),(43 302015.06),(44 298069.8),(45 294395.53),(46 291905.03),(47 290028.72),(48 286864.9),(49 284203.9),(50 282525.34),(51 280943.1),(52 278648.97),(53 276601.5),(54 274403.22),(55 272354.25),(56 271710.44),(57 271778.22),(58 272919.88),(59 274269.25),(60 274166.28),(61 274148.03),(62 272812.94),(63 269569.97),(64 269360.8),(65 269722.63),(66 271371.47),(67 275549.7),(68 279528.78),(69 280490.22),(70 282370.66),(71 283179.94),(72 282953.25),(73 283215),(74 283697.44),(75 283951.56),(76 285942.97),(77 289881.38),(78 294636.53),(79 300028.53),
(1 25269.855),(2 80839.07),(3 135230.55),(4 172088.42),(5 191554.53),(6 199383.08),(7 205054.39),(8 213252.83),(9 223627.38),(10 234183.84),(11 241366.4),(12 243037.28),(13 241697.7),(14 240525.23),(15 243149.95),(16 247770.2),(17 252308.72),(18 255642.8),(19 259183.81),(20 264310.8),(21 273652),(22 286173.53),(23 297525.84),(24 305301.1),(25 307428.38),(26 306103.88),(27 304735.7),(28 303720.8),(29 302237.34),(30 301030.75),(31 299934.84),(32 299079.4),(33 298527.7),(34 297170.44),(35 295583.88),(36 292730.03),(37 289803.8),(38 288011.97),(39 286638.72),(40 286552.56),(41 287430.8),(42 287172.47),(43 285697.53),(44 283030.38),(45 278584.47),(46 274552.84),(47 271202.88),(48 267706.84),(49 265111.34),(50 262875.4),(51 260778.39),(52 258259.47),(53 257294.39),(54 257111.52),(55 257154.73),(56 255688.45),(57 252876.5),(58 248907.9),(59 244682.58),(60 240726.25),(61 239115.6),(62 242063.8),(63 247380.8),(64 254835.5),(65 261948.5),(66 267453.66),(67 270820.66),(68 273585.66),(69 273784.53),(70 274175.97),(71 274986.66),(72 278649),(73 285644.34),(74 293343.97),(75 301173.03),(76 306626.78),(77 308945.06),(78 310158.28),(79 311217.66),
(1 24233.252),(2 77359.61),(3 129404.43),(4 165337.67),(5 184195.36),(6 192970.64),(7 199418.22),(8 207696.92),(9 218451.19),(10 229182.28),(11 237168.53),(12 240056.05),(13 239501.38),(14 238703.95),(15 239798.36),(16 242282.22),(17 245703.03),(18 249480.86),(19 255104),(20 263428.66),(21 271724.22),(22 278145.44),(23 281905.34),(24 282726.78),(25 282373.34),(26 282326.03),(27 280208.72),(28 276858.5),(29 274076.03),(30 271767.2),(31 270810.75),(32 272051.6),(33 273366.8),(34 274232.44),(35 274716.16),(36 273797.34),(37 272740.9),(38 272629.22),(39 273057.78),(40 273092.7),(41 273267),(42 273623.9),(43 271964.22),(44 268297.16),(45 262994.72),(46 256631.86),(47 252317.77),(48 251313.69),(49 252265.53),(50 253744.17),(51 253703.97),(52 250957.86),(53 247423.58),(54 245331.47),(55 242858.47),(56 241747.9),(57 242010.77),(58 242835.23),(59 243741.45),(60 244674.86),(61 246276.88),(62 248950.47),(63 251125.27),(64 254117.42),(65 256193.45),(66 259183.03),(67 261506.23),(68 262789.13),(69 263931.25),(70 266010.72),(71 268006.34),(72 270103.3),(73 271040.72),(74 271268.72),(75 272328.06),(76 274404.25),(77 276538.63),(78 279115.66),(79 281019.38),
(1 23519.578),(2 74946.82),(3 123962.086),(4 156365.2),(5 172291.05),(6 179820.2),(7 185940.66),(8 193711.28),(9 203219.6),(10 213343.94),(11 219205.56),(12 219908.84),(13 217395.92),(14 215794.61),(15 216691.52),(16 218719.34),(17 221240.67),(18 225297.02),(19 231699.88),(20 239240.44),(21 246404.11),(22 252154.23),(23 255227.88),(24 257073.31),(25 258885.17),(26 261593.23),(27 264594.75),(28 266800.38),(29 266318.78),(30 263518.63),(31 260361.53),(32 257958.14),(33 256030.56),(34 254918.02),(35 254618.8),(36 254829.44),(37 255230.05),(38 256722.48),(39 256961.31),(40 256585.53),(41 255834.6),(42 251926.61),(43 244666.3),(44 236936.13),(45 231055.66),(46 227924.63),(47 227485.66),(48 226833.94),(49 227316.98),(50 228411.58),(51 227611.38),(52 224821.88),(53 222425.31),(54 220891.05),(55 218697.17),(56 217752.28),(57 217866.67),(58 217446.86),(59 218347.45),(60 220820.3),(61 224199.16),(62 228588.36),(63 231108.63),(64 233137.45),(65 235424.78),(66 238080.4),(67 239494.61),(68 239839.47),(69 239301.4),(70 239895.53),(71 241363.53),(72 242267.75),(73 242789.4),(74 243128.38),(75 244277.69),(76 245734.44),(77 246721.08),(78 248013.16),(79 251193.72),
(1 22065.447),(2 69502.55),(3 114632.66),(4 144116.5),(5 158126.23),(6 162165.28),(7 164669.63),(8 170426.33),(9 180524.2),(10 193157.27),(11 201735.95),(12 203861.02),(13 203395.42),(14 205591.6),(15 211082.48),(16 217064.63),(17 222489.31),(18 227687.16),(19 234677.52),(20 242855.72),(21 248176.53),(22 250223.77),(23 249960.94),(24 249584.64),(25 251171.89),(26 255635.33),(27 260485.6),(28 261924.77),(29 260983.52),(30 258640.89),(31 256440.3),(32 255134.28),(33 254827.6),(34 256266.8),(35 257841.75),(36 258851.66),(37 258880.45),(38 256429.95),(39 251185.6),(40 244753.8),(41 238105.66),(42 231243.02),(43 224417.2),(44 218621.61),(45 214780.02),(46 211848.23),(47 210069.5),(48 209721.38),(49 211290.64),(50 213013.5),(51 214095.9),(52 214773.02),(53 215913.45),(54 215911.36),(55 214382.72),(56 212570.98),(57 211504.3),(58 211690.44),(59 213701.4),(60 217367.8),(61 221404.34),(62 224844.97),(63 226960.48),(64 229326.8),(65 231159.95),(66 234579.72),(67 238928.53),(68 242358.02),(69 244290.92),(70 244910.73),(71 244484.63),(72 242982.19),(73 242400.06),(74 243793.86),(75 246625.03),(76 248842.23),(77 249958.48),(78 251384.89),(79 253576.02),
(1 22223.928),(2 70116.03),(3 115550.11),(4 146232.95),(5 162260.3),(6 170139.3),(7 177308.69),(8 187772.1),(9 200715.05),(10 214009.38),(11 224274.67),(12 229498.44),(13 231372.7),(14 234094.47),(15 238539.3),(16 243114.97),(17 248878.39),(18 254482.88),(19 262411.3),(20 270671.7),(21 276044.72),(22 278802.9),(23 280668.97),(24 283042.38),(25 287216.88),(26 289738.66),(27 290320.53),(28 289382.06),(29 287940.34),(30 286270.13),(31 285200.06),(32 284861.4),(33 284502.72),(34 282879.9),(35 280550.38),(36 277949.78),(37 275264.78),(38 271893.4),(39 267370),(40 261736.78),(41 256356.9),(42 251062.86),(43 245847.08),(44 241788.52),(45 239278.17),(46 238309.48),(47 239297.94),(48 240224.39),(49 240577.39),(50 239718.5),(51 237860.67),(52 235375.31),(53 233522.27),(54 230250.88),(55 228298.56),(56 229613.14),(57 231388.61),(58 232957.33),(59 234822.02),(60 236361.89),(61 237474.36),(62 237589.7),(63 235250.95),(64 233626.78),(65 232050.23),(66 232072.13),(67 234452.47),(68 236922.3),(69 237038.22),(70 237877.89),(71 239705.83),(72 242822.11),(73 246688.3),(74 250857.08),(75 255570.02),(76 258939.13),(77 260692.69),(78 263205.47),(79 266501.47),
(1 22609.576),(2 70581.81),(3 113614.27),(4 137962.31),(5 146345.6),(6 149044.78),(7 153726.1),(8 163413.8),(9 176227),(10 187016.44),(11 194803.39),(12 199251.1),(13 201172.9),(14 204694.22),(15 210767.33),(16 217378.38),(17 225044.83),(18 232243.61),(19 239124.3),(20 245518.9),(21 250272.78),(22 253732.11),(23 256718.11),(24 259248.1),(25 261852.39),(26 265161.3),(27 267482.8),(28 268772.2),(29 269244.7),(30 268166.75),(31 267605.75),(32 266975.7),(33 266717.34),(34 266680.47),(35 266546.25),(36 265538.25),(37 262892.03),(38 258927.27),(39 253427.45),(40 248036.95),(41 241563),(42 237072.73),(43 235806.72),(44 235587.1),(45 235501.28),(46 235479.1),(47 233792.44),(48 231027.88),(49 228931.7),(50 227905.84),(51 226509.38),(52 225198.73),(53 224454.63),(54 223389.2),(55 220873.02),(56 219433.98),(57 218382.48),(58 218060.05),(59 219254.16),(60 221806.02),(61 225297.95),(62 228892.1),(63 230286.73),(64 231041.7),(65 232334.73),(66 236990.2),(67 241000.22),(68 244315.13),(69 247024.02),(70 249863.66),(71 251228.4),(72 252241.56),(73 253132.4),(74 253969.39),(75 256404.73),(76 259848.61),(77 263863.16),(78 269396.03),(79 273051.66),
(1 22707.328),(2 70577.66),(3 112957.8),(4 136394.86),(5 143361.13),(6 144012.94),(7 147296.3),(8 153464.77),(9 160882.72),(10 168010.92),(11 173685.31),(12 177473.77),(13 180238.44),(14 184021.39),(15 188868.08),(16 195150),(17 203474.77),(18 212047.98),(19 221092.84),(20 227523.81),(21 229730.6),(22 230423.58),(23 231148.05),(24 232400.98),(25 236678.97),(26 241987.7),(27 246135.44),(28 248139.77),(29 248077.56),(30 247888.72),(31 249437.44),(32 251135.56),(33 251252.92),(34 250608.86),(35 250317.8),(36 249376.31),(37 247679.63),(38 245894.23),(39 243099.66),(40 240772.47),(41 239718.53),(42 239595.23),(43 240433.56),(44 241131.53),(45 240939.53),(46 238492.23),(47 235670.17),(48 232544.78),(49 229639.92),(50 227645.4),(51 225513.6),(52 222303.5),(53 219146.02),(54 216658.42),(55 215241.88),(56 215271.02),(57 213686.17),(58 211364.53),(59 209902.92),(60 208925.28),(61 208648.48),(62 209913.45),(63 212126.9),(64 215827.88),(65 220135.83),(66 223404.34),(67 224657.38),(68 225941.22),(69 227582.14),(70 230301.58),(71 232341.5),(72 234212.48),(73 237476.08),(74 241306.23),(75 243202.02),(76 244371.2),(77 245002.66),(78 246924.02),(79 250795.28),
(1 20365.396),(2 62603.16),(3 99542.77),(4 121491.9),(5 131601.06),(6 137662.64),(7 143938.61),(8 153140.25),(9 164185.94),(10 175254.94),(11 183518.02),(12 188333.36),(13 192284.95),(14 197114.95),(15 202664.95),(16 208708.8),(17 216489.75),(18 225598.98),(19 235964.73),(20 243244.66),(21 245296.94),(22 245186.2),(23 244418.34),(24 244974.69),(25 245857.23),(26 246744.55),(27 247931.13),(28 247751.58),(29 248475.94),(30 250110.06),(31 250256.66),(32 248542.84),(33 246899.48),(34 245106.1),(35 243208.61),(36 240964.52),(37 237599.69),(38 234999.5),(39 231423.53),(40 226589.02),(41 222310.75),(42 220694.42),(43 218820.1),(44 216447.27),(45 214237.7),(46 212794.61),(47 211272.17),(48 208773.34),(49 205673.75),(50 202146.75),(51 199262.72),(52 197726.97),(53 197908),(54 198530.39),(55 198012.83),(56 197758.67),(57 197542.02),(58 197062.45),(59 196894.39),(60 197256.17),(61 197960.72),(62 199040.16),(63 200075.06),(64 199947.2),(65 197949.4),(66 198555.64),(67 199920.34),(68 201546),(69 203353.95),(70 205509.72),(71 205492.6),(72 204902.73),(73 205683.33),(74 207862.1),(75 211010.81),(76 214548.66),(77 217889.36),(78 221255.84),(79 223804.95),
(1 19800.766),(2 59898.746),(3 95480.49),(4 117596.734),(5 128071.59),(6 133464.16),(7 138102.34),(8 144506.16),(9 151571.73),(10 157742.33),(11 162979.16),(12 166899.67),(13 170500.05),(14 175507.47),(15 180610.52),(16 186268.38),(17 194274.86),(18 204361.31),(19 214461.52),(20 220060.67),(21 219613.8),(22 216722.63),(23 213153.63),(24 210240.78),(25 209261.31),(26 208288.06),(27 207496.16),(28 207271.14),(29 206878.58),(30 206819.34),(31 207187.75),(32 206644.69),(33 206871.06),(34 208259.31),(35 209038.13),(36 207994.11),(37 204230.34),(38 199711),(39 196086.05),(40 193908.47),(41 193351.63),(42 194750.89),(43 196136.38),(44 196846.16),(45 196132.38),(46 195081.42),(47 194946.13),(48 194696),(49 192688.33),(50 191036.48),(51 189556.31),(52 187862.48),(53 188000.67),(54 187812.73),(55 186907.22),(56 185933.39),(57 184712.48),(58 183576.06),(59 182924.47),(60 181351.81),(61 180063.47),(62 179423.52),(63 179274.34),(64 179807.48),(65 180260.33),(66 181681.14),(67 182259.8),(68 182049.11),(69 181926.11),(70 182026.4),(71 182471.61),(72 183074.25),(73 183403.84),(74 183219.67),(75 183246.89),(76 183621.88),(77 184588.47),(78 187458.19),(79 190848.86),
(1 20200.42),(2 61381.188),(3 97701.54),(4 118749.516),(5 126005.15),(6 127588.21),(7 130044.68),(8 136378.1),(9 145580.3),(10 154569.27),(11 160951.31),(12 165248.72),(13 170057.17),(14 176684.47),(15 183741.25),(16 192351.64),(17 202714.95),(18 212429.1),(19 219342.98),(20 220210.95),(21 217699.64),(22 214722.97),(23 212904.27),(24 213233.92),(25 214760.06),(26 216164.84),(27 217690.88),(28 217859.31),(29 216857.22),(30 214694.5),(31 212283.52),(32 209953.94),(33 209908.84),(34 211440.77),(35 212051.66),(36 210271.42),(37 205954.58),(38 200845.7),(39 196645.05),(40 193236.89),(41 191278.58),(42 191969.13),(43 192653.05),(44 194538.16),(45 196146.95),(46 196784.25),(47 196453.17),(48 193900),(49 190361.27),(50 187738.7),(51 185543.36),(52 183119.22),(53 181844.58),(54 181240.05),(55 180149.19),(56 179047.05),(57 177602.84),(58 176335.9),(59 176753.61),(60 177577.45),(61 179830.9),(62 184019.1),(63 188018.55),(64 192216.44),(65 194563.42),(66 195747.19),(67 197993.23),(68 200295.16),(69 201213.58),(70 201470.39),(71 200050.73),(72 199327.08),(73 199741.67),(74 200867.53),(75 202659.45),(76 204198.3),(77 204758.39),(78 205316.22),(79 206647.73),
(1 19388.771),(2 57514.258),(3 88541.49),(4 104345.34),(5 108456.08),(6 108691.34),(7 111003.445),(8 116849.03),(9 124117.05),(10 130251.15),(11 132993.88),(12 134976.08),(13 139091.64),(14 146885.34),(15 155919.02),(16 164610.25),(17 172726.14),(18 178934.45),(19 182573.83),(20 182916.95),(21 181870.89),(22 181122.45),(23 179833.13),(24 179133.69),(25 180204.47),(26 181173.19),(27 181948.75),(28 180941.86),(29 177958.97),(30 174427.88),(31 170708.31),(32 168610.25),(33 169098.81),(34 170413.98),(35 169748.2),(36 167249.17),(37 163054.9),(38 158975.55),(39 156353.66),(40 155892.64),(41 157075.9),(42 158988.64),(43 159800.39),(44 160232.9),(45 160593.25),(46 161411.1),(47 161333.94),(48 160137.1),(49 159680.42),(50 161044.75),(51 162797.34),(52 164267.39),(53 165575.16),(54 165331.66),(55 164018.84),(56 163222.47),(57 163217.17),(58 162572.8),(59 162401.1),(60 162331.95),(61 163003.53),(62 164104.08),(63 164326.95),(64 164547.55),(65 163970.89),(66 163635.14),(67 163993.39),(68 165253.56),(69 166598.25),(70 168936.61),(71 170986.17),(72 173090.02),(73 174908.88),(74 175482.66),(75 175350.36),(76 176054.5),(77 177609.4),(78 181286.73),(79 186430.6),
(1 18702.395),(2 55916.07),(3 87405.9),(4 104136.805),(5 110039),(6 112213.33),(7 116156.23),(8 121492.03),(9 127388.39),(10 132920.67),(11 136984.13),(12 140641.13),(13 144138.27),(14 148539.36),(15 154584.78),(16 163676.8),(17 174210.92),(18 182209.11),(19 185948.13),(20 185317.44),(21 184235.42),(22 185774.2),(23 187933.1),(24 189782.03),(25 191273.3),(26 191193.55),(27 191227.78),(28 190536.55),(29 189723.55),(30 189459.58),(31 188886.92),(32 188117.75),(33 187369.52),(34 186220.36),(35 183861.98),(36 180466.38),(37 176824.39),(38 173330.34),(39 170283.88),(40 169018.83),(41 169820.19),(42 169999.03),(43 168841.78),(44 168061.42),(45 167564.63),(46 166396.73),(47 163801.11),(48 161448.7),(49 160519.25),(50 160993.94),(51 162592.03),(52 164964),(53 166394.17),(54 166393.45),(55 164136.2),(56 161224.36),(57 158794.02),(58 158298.61),(59 159239.56),(60 161269.27),(61 163468.66),(62 164320),(63 164197.02),(64 164531.36),(65 165543.08),(66 167509.9),(67 168367.88),(68 169501.73),(69 171652.9),(70 175283.61),(71 178164.73),(72 180330.34),(73 181701.9),(74 183576.7),(75 186117.3),(76 189709.36),(77 191896.1),(78 193061.8),(79 193620.39),
