1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 45957.75),(2 176404.77),(3 386585.8),(4 665221.44),(5 995923.56),(6 1371200.1),(7 1776552),(8 2206243.8),(9 2646780.8),(10 3089793),(11 3524451.8),(12 3943138),(13 4349607),(14 4758917.5),(15 5166650.5),(16 5572519.5),(17 5978880),(18 6381172),(19 6802688),(20 7236307.5),(21 7689932.5),(22 8141180),(23 8601326),(24 9052338),(25 9409419),(26 9844634),(27 10267869),(28 10691151),(29 11092509),(30 11464825),(31 11792749),(32 12072234),(33 12288331),(34 12435819),(35 12528890),(36 12568757),(37 12574351),(38 12553016),(39 12524010),(40 12474798),(41 12406063),(42 12308883),(43 12205304),(44 12095140),(45 11988486),(46 11881848),(47 11741830),(48 11621686),(49 11447406),(50 11247813),(51 11038383),(52 10820761),(53 10620052),(54 10448424),(55 10305113),(56 10180425),(57 10071055),(58 9982342),(59 9909233),(60 9829761),(61 9757526),(62 9678662),(63 9607068),(64 9540959),(65 9488891),(66 9440312),(67 9403424),(68 9377028),(69 9355208),(70 9340833),(71 9344854),(72 9343050),(73 9370191),(74 9416656),(75 9464266),(76 9524783),(77 9597201),(78 9686554),(79 9790566),
(1 55386.08),(2 213004.44),(3 465435.5),(4 799434.56),(5 1194217.9),(6 1636497),(7 2109121.3),(8 2592385.8),(9 3072954),(10 3545009.3),(11 3997537.3),(12 4423452.5),(13 4821383.5),(14 5187419),(15 5538193.5),(16 5875054.5),(17 6200976),(18 6530828.5),(19 6857312.5),(20 7182601.5),(21 7506650.5),(22 7833816.5),(23 8146806.5),(24 8469949),(25 8781402),(26 9098716),(27 9407436),(28 9713797),(29 9999059),(30 10258663),(31 10481307),(32 10681187),(33 10834799),(34 10975452),(35 11082699),(36 11154284),(37 11164723),(38 11127507),(39 11034341),(40 10908055),(41 10765702),(42 10624049),(43 10476319),(44 10347594),(45 10248473),(46 10167774),(47 10103949),(48 9991479),(49 9928408),(50 9881014),(51 9854574),(52 9850945),(53 9852735),(54 9861942),(55 9894853),(56 9953567),(57 10030966),(58 10152161),(59 10296667),(60 10439621),(61 10589495),(62 10711028),(63 10815157),(64 10896417),(65 10962664),(66 10985456),(67 10982129),(68 10948264),(69 10896027),(70 10816357),(71 10726339),(72 10702504),(73 10618930),(74 10553712),(75 10501935),(76 10458745),(77 10434375),(78 10426607),(79 10429466),
(1 51368.785),(2 196717.88),(3 432112.8),(4 742883.4),(5 1114048.8),(6 1539129.9),(7 1999217.9),(8 2479871.3),(9 2971574.8),(10 3470728.3),(11 3961386.3),(12 4432166),(13 4884408.5),(14 5320155),(15 5745398.5),(16 6157237),(17 6551540),(18 6929761.5),(19 7304733),(20 7664261),(21 8008512),(22 8360104.5),(23 8712778),(24 9065220),(25 9384489),(26 9713747),(27 10035820),(28 10327357),(29 10595245),(30 10829850),(31 11021050),(32 11168804),(33 11268645),(34 11349187),(35 11416776),(36 11469338),(37 11492086),(38 11498030),(39 11448431),(40 11378163),(41 11282344),(42 11168737),(43 11041595),(44 10924718),(45 10809876),(46 10697738),(47 10587956),(48 10456801),(49 10349722),(50 10246179),(51 10142443),(52 10039150),(53 9930867),(54 9822889),(55 9718209),(56 9602328),(57 9490790),(58 9398903),(59 9322993),(60 9267109),(61 9235685),(62 9210271),(63 9196320),(64 9194580),(65 9198227),(66 9212292),(67 9221726),(68 9229627),(69 9242515),(70 9258195),(71 9285916),(72 9316541),(73 9350999),(74 9374610),(75 9385114),(76 9397387),(77 9388616),(78 9371552),(79 9338593),
(1 40343.586),(2 155114.25),(3 341273.47),(4 588288.06),(5 882291.5),(6 1217401.5),(7 1582922.5),(8 1963009.8),(9 2353610.3),(10 2741959),(11 3131516.5),(12 3519867.5),(13 3902517.5),(14 4273302),(15 4637629),(16 4978004),(17 5294130),(18 5583400.5),(19 5834575.5),(20 6060321.5),(21 6250491),(22 6424804),(23 6583743.5),(24 6722871.5),(25 6821836),(26 6935495),(27 7046404),(28 7175636),(29 7302910.5),(30 7431166),(31 7580783.5),(32 7723017),(33 7867042.5),(34 7976285),(35 8052493.5),(36 8085308),(37 8074667),(38 8050192.5),(39 8018009),(40 7997191.5),(41 7989417),(42 8000647),(43 8017125),(44 8059483.5),(45 8114197),(46 8189414.5),(47 8259622.5),(48 8322382),(49 8382923),(50 8441453),(51 8494646),(52 8536617),(53 8565089),(54 8586259),(55 8598181),(56 8595561),(57 8589447),(58 8594582),(59 8616006),(60 8647607),(61 8686794),(62 8732712),(63 8784882),(64 8852445),(65 8926290),(66 8995020),(67 9056911),(68 9110883),(69 9148629),(70 9176637),(71 9190479),(72 9194081),(73 9163069),(74 9119386),(75 9052708),(76 8987946),(77 8926038),(78 8866314),(79 8807217),
(1 45737.176),(2 175791.94),(3 384181.78),(4 653441.5),(5 965265.06),(6 1312172.3),(7 1681733.6),(8 2068324.9),(9 2455891.8),(10 2848980.8),(11 3237568.5),(12 3620219.8),(13 3987587),(14 4335313.5),(15 4657967.5),(16 4953566),(17 5218504.5),(18 5452200.5),(19 5644463.5),(20 5808250.5),(21 5945148),(22 6073746),(23 6183378.5),(24 6273070),(25 6319379),(26 6379022),(27 6443635),(28 6510262),(29 6569986),(30 6629937),(31 6695117.5),(32 6768149.5),(33 6838455.5),(34 6903967),(35 6968495.5),(36 7026066),(37 7073391.5),(38 7120965.5),(39 7159954),(40 7208825),(41 7263957.5),(42 7344378.5),(43 7446562.5),(44 7575372.5),(45 7730028),(46 7913709),(47 8097172),(48 8239565),(49 8410061),(50 8573179),(51 8734327),(52 8903962),(53 9064276),(54 9206086),(55 9353172),(56 9483248),(57 9609534),(58 9720883),(59 9822524),(60 9907614),(61 9986401),(62 10045928),(63 10097775),(64 10141338),(65 10173490),(66 10183758),(67 10180433),(68 10160935),(69 10129033),(70 10093473),(71 10045063),(72 9991861),(73 9935004),(74 9874079),(75 9819767),(76 9778142),(77 9746023),(78 9716734),(79 9689976),
(1 48669.293),(2 186530.48),(3 404354.2),(4 684656.1),(5 1013729.2),(6 1383674),(7 1778871.6),(8 2187149.3),(9 2595102.5),(10 2995838.5),(11 3381011),(12 3746297.5),(13 4089305.5),(14 4406461.5),(15 4707846.5),(16 4984906.5),(17 5238395),(18 5457343.5),(19 5649731),(20 5818698),(21 5981298.5),(22 6150448),(23 6327906),(24 6516989),(25 6672732.5),(26 6869622.5),(27 7065663),(28 7263887),(29 7451699),(30 7628688.5),(31 7782794.5),(32 7931896.5),(33 8073134),(34 8214350),(35 8360530),(36 8495365),(37 8610322),(38 8717268),(39 8802838),(40 8876117),(41 8932738),(42 8977180),(43 9016876),(44 9053509),(45 9087170),(46 9119265),(47 9128642),(48 9117158),(49 9091038),(50 9040170),(51 8972573),(52 8894038),(53 8813195),(54 8721729),(55 8617379),(56 8499439),(57 8369042.5),(58 8226109),(59 8091503),(60 7956933.5),(61 7835750.5),(62 7721388.5),(63 7624414),(64 7554050),(65 7507662.5),(66 7481047.5),(67 7487104),(68 7500802),(69 7530010),(70 7568506),(71 7619564.5),(72 7688737.5),(73 7755856),(74 7830491.5),(75 7905925.5),(76 7995581.5),(77 8092603),(78 8198621),(79 8298507.5),
(1 53389.703),(2 206488.94),(3 453536.06),(4 779415.9),(5 1167292.9),(6 1605380.8),(7 2073960),(8 2567238.8),(9 3079563.5),(10 3613757.8),(11 4147357.3),(12 4672178.5),(13 5187192.5),(14 5678074),(15 6155467),(16 6596351),(17 7006793.5),(18 7373622.5),(19 7699293),(20 7975525),(21 8209759.5),(22 8435201),(23 8629201),(24 8803439),(25 8960861),(26 9116377),(27 9253159),(28 9409793),(29 9566625),(30 9710063),(31 9824116),(32 9916565),(33 9962655),(34 9972140),(35 9940738),(36 9876349),(37 9778133),(38 9655665),(39 9519559),(40 9377437),(41 9218106),(42 9043918),(43 8861952),(44 8689800),(45 8517606),(46 8356130),(47 8197390.5),(48 8046759.5),(49 7906769.5),(50 7783205.5),(51 7672593.5),(52 7590669.5),(53 7544917.5),(54 7515604.5),(55 7503638),(56 7512547),(57 7523053),(58 7544243.5),(59 7583232),(60 7615206),(61 7654444.5),(62 7688145),(63 7729693),(64 7777614.5),(65 7845292),(66 7932815.5),(67 8037674.5),(68 8161675),(69 8304891),(70 8448350),(71 8602090),(72 8740459),(73 8874958),(74 8986435),(75 9075844),(76 9135787),(77 9174425),(78 9198888),(79 9207561),
(1 59014.82),(2 226954.75),(3 497603.22),(4 852591.25),(5 1260184.3),(6 1705911.6),(7 2168623),(8 2635806.3),(9 3101390),(10 3565591),(11 4025729),(12 4480614),(13 4927588),(14 5359342.5),(15 5780006.5),(16 6168939.5),(17 6520383),(18 6827023.5),(19 7093036.5),(20 7316279.5),(21 7492880.5),(22 7632594.5),(23 7732564.5),(24 7780099),(25 7783448),(26 7743282.5),(27 7678687),(28 7603563.5),(29 7533374.5),(30 7466529.5),(31 7399182),(32 7344706.5),(33 7293755),(34 7247039),(35 7191140),(36 7128515.5),(37 7067659.5),(38 7013798),(39 6981200),(40 6972889),(41 6973220),(42 6987874),(43 7019773),(44 7064402.5),(45 7120902),(46 7199837.5),(47 7291469.5),(48 7384865),(49 7496763),(50 7618939),(51 7739100),(52 7862759),(53 7977032.5),(54 8062909),(55 8113313),(56 8137117),(57 8141241),(58 8125841.5),(59 8089245.5),(60 8033645.5),(61 7967591.5),(62 7889074.5),(63 7804944),(64 7727836),(65 7664860),(66 7605205),(67 7559086.5),(68 7531880.5),(69 7513733.5),(70 7520117.5),(71 7545562),(72 7546459),(73 7598588.5),(74 7666568),(75 7733483.5),(76 7808111.5),(77 7882414.5),(78 7969689),(79 8051820),
(1 57869.797),(2 222490.78),(3 485177),(4 825797.6),(5 1217957.6),(6 1646946.5),(7 2083920.5),(8 2513010.8),(9 2922755),(10 3307569.5),(11 3667030.8),(12 3994818.8),(13 4287933),(14 4544595.5),(15 4766888.5),(16 4948565),(17 5103899),(18 5248023.5),(19 5381986),(20 5512365),(21 5643720.5),(22 5768303),(23 5908830.5),(24 6046380),(25 6182444),(26 6313431),(27 6427374),(28 6543145.5),(29 6657235),(30 6766237),(31 6863254.5),(32 6953605),(33 7035193),(34 7099117),(35 7136673),(36 7146253),(37 7134715),(38 7107205),(39 7080594),(40 7055148.5),(41 7028879),(42 7008615.5),(43 7011536),(44 7023032),(45 7043627.5),(46 7082437.5),(47 7129754),(48 7182897),(49 7249568),(50 7313257),(51 7373584),(52 7430289),(53 7474555),(54 7512054),(55 7539585),(56 7562122),(57 7583327),(58 7609919),(59 7637688.5),(60 7667268),(61 7687073),(62 7705059),(63 7714330),(64 7699775),(65 7683726),(66 7641744),(67 7594774),(68 7553612),(69 7508810),(70 7488188),(71 7491047.5),(72 7497907.5),(73 7527311.5),(74 7567904),(75 7605382),(76 7647225),(77 7669085.5),(78 7702518),(79 7720864),
(1 50432.902),(2 193380.78),(3 423088),(4 722416.9),(5 1068502),(6 1446536),(7 1835503.6),(8 2217328),(9 2591362.5),(10 2952473.8),(11 3286240.3),(12 3585233),(13 3848149.5),(14 4074249.5),(15 4262279.5),(16 4410897),(17 4521423),(18 4602410),(19 4663240),(20 4711361),(21 4753613.5),(22 4790833.5),(23 4830880.5),(24 4873037),(25 4907194),(26 4959205.5),(27 5020828.5),(28 5098225.5),(29 5175061),(30 5245273),(31 5304001),(32 5364589),(33 5432969.5),(34 5505785),(35 5582033.5),(36 5660288),(37 5743394),(38 5819843.5),(39 5907651.5),(40 5987877),(41 6052137),(42 6105594.5),(43 6154987),(44 6204081.5),(45 6258044.5),(46 6313192.5),(47 6369197),(48 6422109.5),(49 6467242),(50 6507337.5),(51 6541933),(52 6572685.5),(53 6600680),(54 6613477),(55 6616984),(56 6611061.5),(57 6603752),(58 6605297.5),(59 6616835.5),(60 6639727.5),(61 6669329.5),(62 6704747),(63 6756895),(64 6820117),(65 6897269.5),(66 6989209),(67 7101494),(68 7225938),(69 7360035.5),(70 7491945.5),(71 7633633),(72 7753679.5),(73 7881258.5),(74 7998515),(75 8095752),(76 8183466.5),(77 8250807.5),(78 8291112.5),(79 8300563),
(1 61708.1),(2 235394.14),(3 508362.9),(4 859420.56),(5 1263096),(6 1700336.8),(7 2148754.8),(8 2586813.3),(9 3000699),(10 3380644),(11 3726868.5),(12 4021755),(13 4265192),(14 4462554),(15 4612390.5),(16 4728250.5),(17 4807670),(18 4855371),(19 4885500.5),(20 4900379.5),(21 4907222),(22 4893597.5),(23 4876664),(24 4853096),(25 4841868),(26 4828442.5),(27 4808360),(28 4781199.5),(29 4748072),(30 4715394),(31 4682199),(32 4669294.5),(33 4681435.5),(34 4725612),(35 4807480),(36 4929877),(37 5087887.5),(38 5265121.5),(39 5459299.5),(40 5654254),(41 5844261),(42 6032947.5),(43 6210096),(44 6374459),(45 6523581.5),(46 6653302),(47 6766031.5),(48 6845911),(49 6907295),(50 6944644),(51 6963996),(52 6977704),(53 6980597),(54 6971292.5),(55 6960030.5),(56 6948685),(57 6940533),(58 6937444.5),(59 6936185.5),(60 6934558.5),(61 6936897),(62 6952734),(63 6977697),(64 7007713),(65 7044280),(66 7093648.5),(67 7150603),(68 7198920.5),(69 7252499),(70 7300897.5),(71 7353358.5),(72 7408973),(73 7460291.5),(74 7507635.5),(75 7545202),(76 7578024),(77 7608163.5),(78 7638530.5),(79 7668675.5),
(1 53649.742),(2 206677.17),(3 452251.97),(4 770449.75),(5 1129855),(6 1512220.8),(7 1901429.8),(8 2279339.5),(9 2634865.5),(10 2958958.8),(11 3248616.8),(12 3502710.3),(13 3713694.3),(14 3885717),(15 4017569.8),(16 4124182.3),(17 4207927.5),(18 4261393.5),(19 4288938),(20 4291289),(21 4276040),(22 4242964.5),(23 4197495.5),(24 4140217.8),(25 4084953.3),(26 4022332),(27 3972924.5),(28 3943070.8),(29 3928531),(30 3935990.3),(31 3957857),(32 3988581.3),(33 4017428),(34 4051840),(35 4076193.8),(36 4107681.8),(37 4140872.5),(38 4178824),(39 4224321.5),(40 4277335.5),(41 4339589.5),(42 4415110),(43 4497805),(44 4582918),(45 4674724.5),(46 4770437),(47 4876236),(48 4970034),(49 5073539.5),(50 5172783),(51 5268243),(52 5358682.5),(53 5434405.5),(54 5494462),(55 5553565),(56 5620606),(57 5697121),(58 5787578),(59 5887570),(60 5975917.5),(61 6068721),(62 6162626.5),(63 6258494.5),(64 6349164),(65 6442794),(66 6544610),(67 6642159),(68 6733158.5),(69 6823862.5),(70 6906583.5),(71 6989454),(72 7089383.5),(73 7165238),(74 7246362.5),(75 7318741.5),(76 7389846),(77 7459945),(78 7530100.5),(79 7586018),
(1 46993.215),(2 178714.05),(3 389545.53),(4 664269.2),(5 976956.06),(6 1316363.8),(7 1657309.3),(8 1991391.9),(9 2307566.5),(10 2600047),(11 2861324.3),(12 3101047.5),(13 3313154.3),(14 3510565.5),(15 3692146.3),(16 3856415.8),(17 3997716.8),(18 4116346.5),(19 4207801.5),(20 4281941),(21 4332475.5),(22 4360764.5),(23 4376012.5),(24 4364421),(25 4350558),(26 4307132.5),(27 4253259),(28 4192702.3),(29 4139908.5),(30 4100736.8),(31 4071274.5),(32 4049243.5),(33 4027538.5),(34 4013559),(35 4009254.3),(36 4011138.3),(37 4021220.5),(38 4034267.5),(39 4044639.8),(40 4047343.3),(41 4045131.5),(42 4035106.3),(43 4027536.8),(44 4020832),(45 4022796.8),(46 4030714.8),(47 4042272.8),(48 4067703),(49 4104241.5),(50 4152510.3),(51 4213308.5),(52 4290790),(53 4385379),(54 4489268.5),(55 4611538.5),(56 4748815),(57 4901324.5),(58 5053773.5),(59 5203842),(60 5342886.5),(61 5471789.5),(62 5586482.5),(63 5690293.5),(64 5781384),(65 5864241),(66 5932274),(67 5981333),(68 6004024.5),(69 6011861),(70 6002025.5),(71 5982841.5),(72 5970917),(73 5938391.5),(74 5909350),(75 5873641),(76 5844152),(77 5817030.5),(78 5790489),(79 5765699.5),
(1 44319.36),(2 170052.97),(3 370214.8),(4 630852.06),(5 928765.06),(6 1245882.5),(7 1566018),(8 1873412.5),(9 2158591),(10 2413602.3),(11 2642807),(12 2848892.8),(13 3034615.8),(14 3202340.3),(15 3356807.5),(16 3497389.5),(17 3631888.3),(18 3765833.3),(19 3892023.8),(20 4007637.3),(21 4106126.3),(22 4183751),(23 4241372.5),(24 4264165.5),(25 4272438),(26 4253741.5),(27 4215637.5),(28 4166784),(29 4108075),(30 4059424.3),(31 4014188.8),(32 3975895.8),(33 3949109.8),(34 3932395.5),(35 3933233),(36 3949756),(37 3982299.8),(38 4035397.8),(39 4102881.5),(40 4173478),(41 4238020),(42 4297931.5),(43 4348032),(44 4395565),(45 4435592.5),(46 4473444.5),(47 4499761.5),(48 4525186),(49 4549266),(50 4571097),(51 4602785.5),(52 4643955.5),(53 4692368.5),(54 4742905),(55 4788608.5),(56 4829113.5),(57 4862005.5),(58 4884025),(59 4898934.5),(60 4909432),(61 4920423.5),(62 4930793),(63 4940579),(64 4945306.5),(65 4941541),(66 4928228.5),(67 4910746.5),(68 4891770),(69 4868360),(70 4842295),(71 4829162.5),(72 4816228.5),(73 4819203),(74 4835447),(75 4864802),(76 4915949),(77 4975926.5),(78 5045621.5),(79 5118088),
(1 42720.29),(2 162348.6),(3 350295),(4 589501.06),(5 859251.56),(6 1146973.5),(7 1440321.4),(8 1735533.9),(9 2022954.3),(10 2296883.5),(11 2553209),(12 2787465),(13 2995817),(14 3177340),(15 3335060),(16 3461818.3),(17 3565374.5),(18 3645813.8),(19 3714642.5),(20 3765317),(21 3796550.8),(22 3813609.3),(23 3816126.5),(24 3805839),(25 3784400.3),(26 3769333),(27 3753647),(28 3745109.8),(29 3731852),(30 3717725.3),(31 3697410.8),(32 3675330.3),(33 3652613),(34 3629814),(35 3609190.8),(36 3591637.8),(37 3575355),(38 3566610.3),(39 3566123.5),(40 3580720.3),(41 3609033.5),(42 3649098),(43 3690743.5),(44 3730502.5),(45 3763929.5),(46 3795639.5),(47 3814033),(48 3819718),(49 3823494.5),(50 3829340.5),(51 3843530.8),(52 3867307),(53 3897514),(54 3930825.3),(55 3959618.8),(56 3993673.3),(57 4023758.3),(58 4054760.5),(59 4088748.8),(60 4121925.3),(61 4153885.8),(62 4186696.5),(63 4225810.5),(64 4270672.5),(65 4324007),(66 4385970.5),(67 4451236.5),(68 4519954.5),(69 4591668),(70 4657762),(71 4716585.5),(72 4764578),(73 4802763),(74 4834637),(75 4862715),(76 4895823),(77 4938100.5),(78 4990241),(79 5047675.5),
(1 47212.156),(2 177829.97),(3 378055.16),(4 623730.7),(5 892264.2),(6 1168729.5),(7 1447267.6),(8 1725417.1),(9 2000308.6),(10 2262966),(11 2516510),(12 2750735),(13 2959550.5),(14 3134594.8),(15 3271443.5),(16 3365354.3),(17 3428837),(18 3469387.5),(19 3501672),(20 3530274.3),(21 3558056.5),(22 3578428.5),(23 3601043.5),(24 3609179),(25 3588912.8),(26 3577024.5),(27 3560912.8),(28 3555612.3),(29 3557695.5),(30 3563971.8),(31 3569904.5),(32 3568381),(33 3551097.3),(34 3525156.5),(35 3484564.5),(36 3439688.8),(37 3394396.3),(38 3355620.5),(39 3319578.8),(40 3300349.3),(41 3295432.8),(42 3303787.8),(43 3318145.5),(44 3339701),(45 3380306.8),(46 3442351.5),(47 3517636.5),(48 3596358.8),(49 3699398.5),(50 3811215.3),(51 3923741.3),(52 4035474.3),(53 4145126.5),(54 4245084),(55 4337171),(56 4418784.5),(57 4487214),(58 4537572),(59 4580666.5),(60 4610388),(61 4635120.5),(62 4651037),(63 4663926),(64 4679655),(65 4693482.5),(66 4710540),(67 4731926),(68 4753757.5),(69 4773367),(70 4795105),(71 4809946.5),(72 4809200),(73 4804878),(74 4793659),(75 4779901),(76 4767254),(77 4756245.5),(78 4751643.5),(79 4751140),
(1 40680.24),(2 153006.14),(3 326325.44),(4 537015.94),(5 761025.94),(6 981742.56),(7 1195658.9),(8 1399373.4),(9 1595156.3),(10 1776386.5),(11 1943015.9),(12 2093760.4),(13 2224981),(14 2330539),(15 2411616),(16 2472774),(17 2517680.3),(18 2560641.5),(19 2608589.5),(20 2672544.3),(21 2744124.3),(22 2828807),(23 2921006.5),(24 3008643.5),(25 3074567.5),(26 3143614.3),(27 3197252.3),(28 3251841.5),(29 3295242.8),(30 3333378.8),(31 3366015.3),(32 3395872.8),(33 3419006.5),(34 3433526),(35 3431072.3),(36 3418084.3),(37 3391715.5),(38 3359333.3),(39 3321644.8),(40 3280396.8),(41 3227392.8),(42 3166705),(43 3101819.5),(44 3036217),(45 2972164.5),(46 2913884.8),(47 2869648.3),(48 2832445.3),(49 2826993.3),(50 2842937.5),(51 2881117),(52 2933945.5),(53 2996843.5),(54 3064567.5),(55 3141533.5),(56 3228673),(57 3328518.5),(58 3437894),(59 3549458.5),(60 3653892.3),(61 3752525.3),(62 3843357.8),(63 3932205.8),(64 4017538.3),(65 4098212),(66 4179862.8),(67 4256512.5),(68 4320941.5),(69 4374649.5),(70 4411460),(71 4436708.5),(72 4458154),(73 4469219),(74 4483202.5),(75 4496293.5),(76 4501621.5),(77 4505992),(78 4504664),(79 4493210.5),
(1 47359.313),(2 177903.22),(3 377685.2),(4 621567.7),(5 883419.3),(6 1143021.1),(7 1385953.8),(8 1601604.4),(9 1786494.3),(10 1940500.8),(11 2065949.8),(12 2167813.8),(13 2251004.5),(14 2317448.5),(15 2372034),(16 2419425.3),(17 2467308.8),(18 2518507),(19 2571588.5),(20 2623798.3),(21 2679576.8),(22 2735078),(23 2787072),(24 2835156),(25 2870927.3),(26 2915902.8),(27 2959618),(28 3006373.8),(29 3049116.5),(30 3084321.5),(31 3107410.5),(32 3121910.5),(33 3118207.8),(34 3104162.5),(35 3082163.8),(36 3053472),(37 3018740),(38 2981449.5),(39 2942784.3),(40 2903785.5),(41 2868719.8),(42 2844964),(43 2830897.3),(44 2829065),(45 2830575),(46 2840295.8),(47 2853863),(48 2855582.8),(49 2871681.5),(50 2891418.8),(51 2916845.3),(52 2949630),(53 2990728.8),(54 3040226.3),(55 3096410.8),(56 3165934.5),(57 3243901.3),(58 3324908.5),(59 3406547.8),(60 3482693),(61 3552984.5),(62 3605965.5),(63 3647176.8),(64 3674996),(65 3692101.3),(66 3693121.5),(67 3689576.8),(68 3678278.5),(69 3663122.8),(70 3650133),(71 3638272),(72 3635863.8),(73 3625540.5),(74 3616468),(75 3598241.3),(76 3576325.3),(77 3551232.8),(78 3525017),(79 3496771.8),
(1 37564.7),(2 139156.95),(3 291399.22),(4 475422.13),(5 674206.25),(6 872108.2),(7 1059979.9),(8 1227897.6),(9 1376769.5),(10 1506123.4),(11 1619319.5),(12 1723835),(13 1812689.4),(14 1885449),(15 1943517),(16 1985369.4),(17 2023662.4),(18 2062331.6),(19 2102539),(20 2147159.3),(21 2199832.5),(22 2261826.8),(23 2334481.3),(24 2409942.5),(25 2477219),(26 2548690.3),(27 2607139.3),(28 2660353.8),(29 2704524.5),(30 2739585.3),(31 2762700.3),(32 2773998.3),(33 2769362),(34 2755683.5),(35 2736914),(36 2724225.8),(37 2723951),(38 2735302),(39 2759531),(40 2794643.5),(41 2838722),(42 2882225.8),(43 2920188.8),(44 2955415.3),(45 2982752.8),(46 3006806),(47 3023867.3),(48 3035116),(49 3047296.3),(50 3057935.3),(51 3072830),(52 3088744.3),(53 3108464.8),(54 3140559.3),(55 3178386.3),(56 3220663.3),(57 3272078),(58 3325744.3),(59 3388996.3),(60 3453360),(61 3525411.3),(62 3594495.8),(63 3667439.8),(64 3734284.8),(65 3792640.3),(66 3834469),(67 3867964.8),(68 3894308),(69 3913259),(70 3930931.8),(71 3942693.3),(72 3946692.8),(73 3943748.8),(74 3934142.8),(75 3911824.3),(76 3887247.8),(77 3860065.3),(78 3834046.8),(79 3801939.8),
