1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 42594.51),(2 155946.48),(3 333886.25),(4 563731.2),(5 842383.3),(6 1164017.3),(7 1523909.9),(8 1919064.1),(9 2343939.8),(10 2783355.8),(11 3237060.8),(12 3687664.3),(13 4150484.3),(14 4606212),(15 5067461),(16 5507766.5),(17 5925224.5),(18 6316807),(19 6690792.5),(20 7037167.5),(21 7354871),(22 7652663.5),(23 7928242),(24 8185438),(25 8418504),(26 8639393),(27 8826639),(28 9012743),(29 9170038),(30 9308003),(31 9427178),(32 9542597),(33 9643512),(34 9735018),(35 9819406),(36 9887890),(37 9954947),(38 10010369),(39 10070610),(40 10121097),(41 10168971),(42 10213057),(43 10248845),(44 10252586),(45 10262803),(46 10271175),(47 10284032),(48 10307832),(49 10328767),(50 10354012),(51 10414166),(52 10486012),(53 10578476),(54 10660453),(55 10772429),(56 10884925),(57 11016915),(58 11110877),(59 11192626),(60 11241839),(61 11277312),(62 11297225),(63 11310562),(64 11299611),(65 11273616),(66 11236513),(67 11201409),(68 11153992),(69 11087228),(70 10986851),(71 10878936),(72 10763481),(73 10672471),(74 10585881),(75 10496262),(76 10432257),(77 10380558),(78 10345443),(79 10338012),
(1 43454.91),(2 159209.9),(3 341058.28),(4 582842.7),(5 874414.2),(6 1210973.4),(7 1587848.6),(8 1998352.6),(9 2439979),(10 2900004.8),(11 3381361),(12 3866946.8),(13 4375856.5),(14 4880472.5),(15 5401539.5),(16 5891444),(17 6381747.5),(18 6842254.5),(19 7309272),(20 7738940),(21 8149757.5),(22 8535099),(23 8904843),(24 9241372),(25 9544904),(26 9830381),(27 10071361),(28 10273804),(29 10415504),(30 10514038),(31 10566674),(32 10582869),(33 10562253),(34 10502101),(35 10402873),(36 10273877),(37 10132646),(38 9978403),(39 9806999),(40 9635601),(41 9447731),(42 9251532),(43 9055832),(44 8839326),(45 8628228),(46 8431011),(47 8238036),(48 8060122),(49 7912557.5),(50 7800158.5),(51 7736406.5),(52 7709208.5),(53 7743772),(54 7807325.5),(55 7918780),(56 8059074),(57 8263129.5),(58 8487751),(59 8734228),(60 8996590),(61 9261270),(62 9530752),(63 9809169),(64 10083481),(65 10370021),(66 10661025),(67 10959833),(68 11245964),(69 11540757),(70 11801460),(71 12045633),(72 12263613),(73 12478025),(74 12660757),(75 12816099),(76 12958959),(77 13083907),(78 13176971),(79 13246455),
(1 38313.023),(2 139795.34),(3 300937.13),(4 513934.47),(5 775437.6),(6 1082003.3),(7 1431005.8),(8 1815613.8),(9 2237264.8),(10 2693494.5),(11 3177311),(12 3670807.3),(13 4197887.5),(14 4724419),(15 5269104.5),(16 5810229),(17 6352324),(18 6893518),(19 7437559),(20 7939424),(21 8416779),(22 8858361),(23 9258611),(24 9623721),(25 9941317),(26 10211934),(27 10420686),(28 10586935),(29 10693630),(30 10751869),(31 10761308),(32 10721073),(33 10647967),(34 10533144),(35 10379098),(36 10196036),(37 9998099),(38 9793728),(39 9582173),(40 9364755),(41 9152992),(42 8948749),(43 8766113),(44 8583557),(45 8405708),(46 8231416.5),(47 8070322),(48 7922391.5),(49 7790245),(50 7666859),(51 7550702),(52 7449446),(53 7359757),(54 7293780.5),(55 7243041.5),(56 7231873.5),(57 7239902.5),(58 7278192.5),(59 7327004),(60 7392225.5),(61 7466103),(62 7546948),(63 7619187),(64 7698619.5),(65 7787954),(66 7887996),(67 8005826),(68 8134822.5),(69 8277361.5),(70 8420703),(71 8571976),(72 8736743),(73 8907501),(74 9070324),(75 9235019),(76 9409411),(77 9577815),(78 9737863),(79 9884035),
(1 38453.37),(2 140102.16),(3 302578.38),(4 516018.38),(5 779080.6),(6 1085689.6),(7 1437178.4),(8 1821921.5),(9 2243097.3),(10 2687667.3),(11 3157750.5),(12 3629934),(13 4111785),(14 4580025.5),(15 5045332),(16 5478814.5),(17 5888833.5),(18 6272135.5),(19 6638444),(20 6959438),(21 7240941.5),(22 7469447),(23 7655817),(24 7806347.5),(25 7911449.5),(26 7975929.5),(27 7994413),(28 7968694.5),(29 7904898),(30 7805127),(31 7677985.5),(32 7527828.5),(33 7368563),(34 7198818),(35 7029957),(36 6859632.5),(37 6691420),(38 6530809),(39 6388307),(40 6256306),(41 6140546.5),(42 6047298.5),(43 5983497.5),(44 5935830.5),(45 5907234.5),(46 5896455.5),(47 5897103.5),(48 5922518.5),(49 5957064.5),(50 5990361.5),(51 6039920.5),(52 6081885.5),(53 6124338.5),(54 6160563),(55 6197568.5),(56 6242064),(57 6286221),(58 6342801.5),(59 6390470.5),(60 6437714.5),(61 6484592),(62 6532534),(63 6581154),(64 6623707),(65 6656138),(66 6685202.5),(67 6713975.5),(68 6735408),(69 6742910),(70 6736905.5),(71 6728419),(72 6717896.5),(73 6705542),(74 6680896),(75 6660000),(76 6631541),(77 6598993.5),(78 6594390.5),(79 6591200.5),
(1 45345.504),(2 168789.13),(3 365919.53),(4 624859.9),(5 942324),(6 1311688.1),(7 1729385.8),(8 2178784),(9 2654388.3),(10 3151547.8),(11 3665143.8),(12 4181198.5),(13 4710212),(14 5220109.5),(15 5727789.5),(16 6217740.5),(17 6688970.5),(18 7130090.5),(19 7551002),(20 7933288.5),(21 8268049),(22 8558091),(23 8787878),(24 8977838),(25 9117288),(26 9215974),(27 9252698),(28 9246942),(29 9180311),(30 9069874),(31 8907622),(32 8703081),(33 8468100),(34 8202393),(35 7917658),(36 7631664.5),(37 7342690.5),(38 7059176.5),(39 6782093),(40 6519583),(41 6284739.5),(42 6074441),(43 5889402.5),(44 5732012.5),(45 5603536.5),(46 5509923),(47 5442337),(48 5410295.5),(49 5412738.5),(50 5434817),(51 5489379),(52 5576600.5),(53 5674920.5),(54 5799047.5),(55 5954304.5),(56 6118980.5),(57 6285209),(58 6442233.5),(59 6583084),(60 6720564.5),(61 6848240),(62 6973090.5),(63 7088354.5),(64 7186074),(65 7270813.5),(66 7343948.5),(67 7387126.5),(68 7421414),(69 7428790.5),(70 7401129.5),(71 7363317.5),(72 7300340.5),(73 7223561.5),(74 7131390),(75 7030916),(76 6916827.5),(77 6795198),(78 6677230),(79 6565226),
(1 50134.94),(2 185078.1),(3 400285.9),(4 683139.06),(5 1026940.1),(6 1419824.5),(7 1861527.6),(8 2329405.8),(9 2818468.3),(10 3315696),(11 3824709),(12 4327764),(13 4842648.5),(14 5330819.5),(15 5806009),(16 6242018),(17 6661433),(18 7029792),(19 7376289),(20 7669620.5),(21 7923406.5),(22 8123042.5),(23 8284208.5),(24 8390557),(25 8459114),(26 8488380),(27 8478720),(28 8430819),(29 8346677),(30 8237677),(31 8096613.5),(32 7934642),(33 7753190.5),(34 7549642),(35 7334593.5),(36 7125795),(37 6929469),(38 6738752.5),(39 6566317),(40 6397384.5),(41 6252211.5),(42 6115723),(43 5996973),(44 5895467),(45 5812772.5),(46 5754259),(47 5711227),(48 5686771.5),(49 5682993.5),(50 5700001.5),(51 5741240.5),(52 5809850.5),(53 5888917.5),(54 5986061.5),(55 6099703),(56 6219846.5),(57 6335464),(58 6444415),(59 6522479.5),(60 6580802.5),(61 6631987.5),(62 6677298.5),(63 6693486.5),(64 6699735),(65 6696544),(66 6682099),(67 6656375),(68 6625971.5),(69 6593187),(70 6550762),(71 6508938),(72 6460847.5),(73 6402128),(74 6335656.5),(75 6265287),(76 6190264.5),(77 6128512),(78 6061532.5),(79 5997420.5),
(1 41984.086),(2 153396.61),(3 328982),(4 556839.25),(5 833018.1),(6 1141658.6),(7 1481182.3),(8 1838493.6),(9 2215951.5),(10 2597842),(11 2985445),(12 3371647.8),(13 3766852.8),(14 4148980.3),(15 4532810),(16 4892304.5),(17 5235426.5),(18 5549774.5),(19 5849274),(20 6110082),(21 6341239.5),(22 6541683.5),(23 6704573),(24 6822208),(25 6906386.5),(26 6954681),(27 6973986),(28 6967846),(29 6932093.5),(30 6876247.5),(31 6809163.5),(32 6726282.5),(33 6622583.5),(34 6500624),(35 6356189.5),(36 6189401),(37 6015970),(38 5827260),(39 5627689.5),(40 5428964),(41 5241679.5),(42 5059585),(43 4892825),(44 4735430.5),(45 4592358.5),(46 4471371.5),(47 4369168.5),(48 4281346),(49 4217665.5),(50 4182348.5),(51 4163436.5),(52 4163797.3),(53 4158381.3),(54 4148455.3),(55 4146219.8),(56 4159670),(57 4181828.3),(58 4214735),(59 4237267),(60 4279803.5),(61 4331639.5),(62 4391428.5),(63 4447241.5),(64 4510604),(65 4583519),(66 4665182.5),(67 4742465.5),(68 4825782),(69 4914002.5),(70 5000118.5),(71 5080844.5),(72 5161438),(73 5221262.5),(74 5265674.5),(75 5301191),(76 5325230.5),(77 5347800.5),(78 5345039.5),(79 5342832),
(1 46298.313),(2 168475.89),(3 359323.1),(4 607637.9),(5 906006.56),(6 1243520.3),(7 1616431),(8 2007263.3),(9 2411048.5),(10 2813121.5),(11 3215226.3),(12 3599821.5),(13 3970716),(14 4312142),(15 4623425.5),(16 4893979),(17 5131047),(18 5322328),(19 5474170.5),(20 5592046.5),(21 5674645.5),(22 5737092.5),(23 5764262),(24 5763609),(25 5726338),(26 5661960),(27 5577530.5),(28 5486214.5),(29 5380119.5),(30 5270377),(31 5157765),(32 5053271.5),(33 4958259),(34 4877961.5),(35 4792012),(36 4715048),(37 4645426.5),(38 4580447),(39 4525786),(40 4477703),(41 4437557),(42 4404710),(43 4374551.5),(44 4354820.5),(45 4334051),(46 4324109.5),(47 4323409.5),(48 4334824.5),(49 4353805.5),(50 4376426.5),(51 4404633),(52 4430487.5),(53 4449656.5),(54 4462638.5),(55 4460003.5),(56 4454312.5),(57 4432268.5),(58 4405099),(59 4370851),(60 4343530.5),(61 4316449.5),(62 4299109),(63 4288295.5),(64 4287978.5),(65 4298229.5),(66 4325058),(67 4359505.5),(68 4407479.5),(69 4456277.5),(70 4511102.5),(71 4555164),(72 4596281),(73 4620123),(74 4632980),(75 4634529),(76 4635500.5),(77 4640965),(78 4633702),(79 4621672.5),
(1 36678.656),(2 132278.9),(3 280711.72),(4 469103.88),(5 692547.6),(6 945847),(7 1226892.8),(8 1527543),(9 1839515.6),(10 2157829.5),(11 2481944.5),(12 2803139.8),(13 3120210.5),(14 3412786.8),(15 3683857.8),(16 3919089.3),(17 4123860),(18 4295921.5),(19 4431278),(20 4540584),(21 4625845.5),(22 4688651),(23 4725820),(24 4736112),(25 4716044),(26 4680286),(27 4629609),(28 4580632),(29 4524192),(30 4474151),(31 4416755.5),(32 4368120),(33 4325329.5),(34 4279307),(35 4232220),(36 4190381.5),(37 4151385.8),(38 4125333),(39 4104297.3),(40 4102284.3),(41 4114386.3),(42 4131267.5),(43 4149574.8),(44 4170692.3),(45 4201771),(46 4232985),(47 4263068.5),(48 4299124),(49 4347295),(50 4400849),(51 4451129.5),(52 4504630.5),(53 4545779),(54 4588832.5),(55 4624619),(56 4656433),(57 4680855.5),(58 4706091),(59 4720841),(60 4733320),(61 4735072.5),(62 4725880.5),(63 4705711),(64 4685454),(65 4667674.5),(66 4651684),(67 4637509),(68 4630878),(69 4631498.5),(70 4635198),(71 4627506.5),(72 4616623),(73 4602351),(74 4586472),(75 4570365),(76 4548279),(77 4532211.5),(78 4512955),(79 4502643),
(1 40142.254),(2 145370.52),(3 305239.2),(4 505206.1),(5 740199.56),(6 1004384.44),(7 1292269.4),(8 1589992),(9 1894845.6),(10 2191369),(11 2477948.3),(12 2743103.3),(13 2997719),(14 3213530.5),(15 3402053.8),(16 3558686.3),(17 3678206.8),(18 3776034.5),(19 3846456.3),(20 3891932.5),(21 3913700.3),(22 3916363.3),(23 3901236),(24 3873663.5),(25 3831596),(26 3778318.8),(27 3714520.8),(28 3650746.8),(29 3590479.3),(30 3543583.3),(31 3509051.8),(32 3488099.5),(33 3480162.3),(34 3476764),(35 3475475.5),(36 3479183.3),(37 3484072.5),(38 3494421),(39 3504809.5),(40 3522029.5),(41 3544116),(42 3569716.3),(43 3598622.8),(44 3628443.8),(45 3670956.5),(46 3718347.8),(47 3773535.3),(48 3832535),(49 3899993.5),(50 3975992.3),(51 4065908.3),(52 4166235.8),(53 4269456),(54 4385937.5),(55 4511372),(56 4637373.5),(57 4762838.5),(58 4890495),(59 5012792),(60 5134961.5),(61 5239678.5),(62 5337870),(63 5432915.5),(64 5522956),(65 5597679.5),(66 5661312.5),(67 5701874),(68 5723238),(69 5725153),(70 5709414.5),(71 5670753),(72 5616172),(73 5547054.5),(74 5457793),(75 5359280.5),(76 5244062.5),(77 5133433),(78 5024555.5),(79 4909455.5),
(1 39885.38),(2 146539.48),(3 307795.38),(4 512476),(5 750621.8),(6 1015612.94),(7 1301369.8),(8 1587996.9),(9 1872843.4),(10 2150289),(11 2412632.8),(12 2650487.3),(13 2876167),(14 3062812.5),(15 3228808.3),(16 3366247.3),(17 3474448.3),(18 3551662.5),(19 3602025.3),(20 3620768.3),(21 3626297.3),(22 3613017.3),(23 3592417.8),(24 3562433),(25 3535724.3),(26 3502387.3),(27 3466719.3),(28 3425987.8),(29 3391108.5),(30 3361724.8),(31 3335921.3),(32 3317271.5),(33 3307329.8),(34 3301838),(35 3297371),(36 3300213),(37 3307556.5),(38 3323550),(39 3344071.3),(40 3360562.3),(41 3379583.3),(42 3402868),(43 3433934.8),(44 3469285),(45 3518148),(46 3573113),(47 3645694.8),(48 3724358.5),(49 3814309),(50 3921004.3),(51 4036422.5),(52 4163903),(53 4295020.5),(54 4441657.5),(55 4607716.5),(56 4770960),(57 4932058.5),(58 5086118),(59 5218343.5),(60 5352058.5),(61 5470002.5),(62 5572930),(63 5645955.5),(64 5696945.5),(65 5730699),(66 5743511),(67 5723552),(68 5683204.5),(69 5629092.5),(70 5556382),(71 5468629),(72 5376341),(73 5279693),(74 5176501),(75 5075595),(76 4970677.5),(77 4877019.5),(78 4775952),(79 4681370.5),
(1 35020.516),(2 125903.18),(3 265545.7),(4 443852.34),(5 658751.94),(6 900888.4),(7 1161905),(8 1429418.4),(9 1701244.4),(10 1970226.5),(11 2225198),(12 2450969.3),(13 2653775),(14 2822364),(15 2960245.8),(16 3062368),(17 3139941),(18 3193245),(19 3231648.8),(20 3249326.5),(21 3255047.8),(22 3250489),(23 3242429.5),(24 3229773.3),(25 3220203.8),(26 3209246),(27 3190980.3),(28 3174726.5),(29 3165627),(30 3159156.5),(31 3153955.8),(32 3150108),(33 3148767),(34 3150089.5),(35 3143388.8),(36 3136836.5),(37 3135747),(38 3136525.3),(39 3134916),(40 3130689),(41 3125604),(42 3121132.5),(43 3126964.5),(44 3136952.8),(45 3159248),(46 3184782.8),(47 3219724.5),(48 3268710),(49 3328091),(50 3396907.8),(51 3467632.5),(52 3543969),(53 3617954.8),(54 3695987.3),(55 3767360.5),(56 3840030.8),(57 3899437.8),(58 3947513.3),(59 3979690.8),(60 4000150.3),(61 4005035.5),(62 4011585.8),(63 4011532),(64 4006065.8),(65 3989210.8),(66 3963222.3),(67 3927036.5),(68 3885929.8),(69 3844172),(70 3798001.3),(71 3753972),(72 3716623.8),(73 3680338.3),(74 3654387.3),(75 3632506.3),(76 3613617),(77 3602304.5),(78 3592754.3),(79 3575899.3),
(1 38517.246),(2 140649.69),(3 296444.56),(4 495018.47),(5 730444.3),(6 990572.6),(7 1265510.1),(8 1542842),(9 1816446.9),(10 2072218),(11 2307486.5),(12 2506499),(13 2670452.8),(14 2792833),(15 2876180.5),(16 2917329),(17 2927826.8),(18 2908611),(19 2869758.3),(20 2812986.5),(21 2749017.3),(22 2688497.3),(23 2635917.8),(24 2593580.3),(25 2567644),(26 2548877),(27 2543005.3),(28 2554478.5),(29 2573605.8),(30 2589995.3),(31 2613543.5),(32 2636093.5),(33 2659831),(34 2684125.5),(35 2703906.5),(36 2719972.5),(37 2732879),(38 2742340.5),(39 2747587.3),(40 2744764),(41 2743006.3),(42 2741966.5),(43 2746792.5),(44 2753977.8),(45 2770472.3),(46 2789160.5),(47 2822015),(48 2865548.5),(49 2924782.3),(50 2997049.8),(51 3078844),(52 3171673.8),(53 3261762.5),(54 3350154.5),(55 3431897),(56 3498828),(57 3545676.3),(58 3572873.8),(59 3574937),(60 3557457),(61 3523453.8),(62 3474276.8),(63 3417238.8),(64 3353462.3),(65 3289301.3),(66 3223785.3),(67 3157203.3),(68 3089921),(69 3029302),(70 2975352.3),(71 2927554),(72 2892509.8),(73 2867809.3),(74 2855020.5),(75 2851258),(76 2855414.8),(77 2871393.3),(78 2895706.3),(79 2932155.5),
(1 42366.055),(2 156697.02),(3 333611.4),(4 559356.06),(5 823993.3),(6 1116330.9),(7 1425443.3),(8 1732305.1),(9 2027999.6),(10 2298173.5),(11 2540982.8),(12 2741009.5),(13 2905882),(14 3021524),(15 3092282),(16 3117456),(17 3106644),(18 3061456.3),(19 2989372.8),(20 2900990.5),(21 2803394.8),(22 2707520.3),(23 2625261.3),(24 2556255),(25 2510164),(26 2483925.8),(27 2476469.3),(28 2491987.5),(29 2531025.8),(30 2581654.5),(31 2648591),(32 2721284),(33 2791171.5),(34 2856248),(35 2906802.3),(36 2943110),(37 2970548.5),(38 2986016),(39 2984150.8),(40 2969058.5),(41 2946630.8),(42 2918452.5),(43 2884258.5),(44 2848398.3),(45 2815483.3),(46 2787076.3),(47 2769154.3),(48 2761196),(49 2760627),(50 2773860.3),(51 2793597.8),(52 2823949.3),(53 2861032.5),(54 2900308.5),(55 2939631),(56 2977872.8),(57 3006830.5),(58 3025540.3),(59 3032168.3),(60 3027410.8),(61 3004272),(62 2963854),(63 2912511.3),(64 2854230.8),(65 2790298),(66 2727178.8),(67 2666818.8),(68 2608217),(69 2554826),(70 2512446.3),(71 2484958.5),(72 2475875.3),(73 2488990.5),(74 2519274),(75 2568908),(76 2629860.5),(77 2704415.8),(78 2795132.3),(79 2885014.5),
(1 44990.496),(2 165692.5),(3 349271.47),(4 582346.06),(5 849831),(6 1145295),(7 1450768.5),(8 1751654.9),(9 2033549.4),(10 2287501.3),(11 2506835),(12 2685194.8),(13 2826442.3),(14 2917805.8),(15 2963332.3),(16 2963064.3),(17 2931544.3),(18 2870710),(19 2791037.3),(20 2704305.5),(21 2621120.3),(22 2545155.5),(23 2480964.8),(24 2432171.5),(25 2404981.8),(26 2401605.3),(27 2412857.5),(28 2445572.3),(29 2490981),(30 2546163.5),(31 2609055.8),(32 2669428),(33 2720763.5),(34 2755582.5),(35 2775260),(36 2782989.3),(37 2772155.3),(38 2743100.5),(39 2695977.5),(40 2632259.5),(41 2560507),(42 2481913.5),(43 2403197.8),(44 2329686),(45 2264360.5),(46 2213335.3),(47 2177195.3),(48 2169750.5),(49 2177773.8),(50 2205773.5),(51 2250303),(52 2311663),(53 2382994.8),(54 2456916.3),(55 2531943.5),(56 2598930.3),(57 2654872.3),(58 2699610.8),(59 2722564),(60 2725857),(61 2713947.8),(62 2681540.8),(63 2628672.3),(64 2557725.5),(65 2477369),(66 2388549.3),(67 2301439.3),(68 2220029.3),(69 2148339.5),(70 2095742.3),(71 2068465.8),(72 2067846.4),(73 2095051.8),(74 2146619),(75 2220240.3),(76 2307680.3),(77 2407050.3),(78 2514689.8),(79 2617633.5),
(1 44340.258),(2 160733.72),(3 334609.66),(4 549913.7),(5 795139.3),(6 1061246.3),(7 1334437.8),(8 1600123),(9 1844325.9),(10 2056167.6),(11 2232806.5),(12 2370254.5),(13 2473145.3),(14 2532576.8),(15 2557701.3),(16 2546833.5),(17 2510981),(18 2448212.3),(19 2376823.5),(20 2297478),(21 2222323.8),(22 2159178.8),(23 2118897),(24 2099274.8),(25 2105203.5),(26 2133565),(27 2181349),(28 2246522),(29 2323702.5),(30 2406811.8),(31 2489030),(32 2564302),(33 2628597.3),(34 2678954),(35 2710695.3),(36 2726113.8),(37 2724952.8),(38 2710652.8),(39 2690811.5),(40 2656655.8),(41 2626105.5),(42 2604781.3),(43 2604682.3),(44 2615830.8),(45 2638602.3),(46 2676906),(47 2730320.3),(48 2803359.3),(49 2872475.5),(50 2948483.8),(51 3027665.3),(52 3109279.5),(53 3185477),(54 3257110.8),(55 3316667.8),(56 3359890.3),(57 3384499),(58 3391256.5),(59 3365018.8),(60 3318815.5),(61 3253464.5),(62 3174556.5),(63 3090491),(64 2996310),(65 2896821.3),(66 2799282.3),(67 2705656.5),(68 2625249.8),(69 2558028.5),(70 2515578.3),(71 2497464.8),(72 2501495),(73 2525086),(74 2565529.5),(75 2617847.3),(76 2674650.3),(77 2733313.3),(78 2791237.8),(79 2844274.8),
(1 39820.54),(2 145906.31),(3 305521.06),(4 504315.8),(5 728975.2),(6 967002.3),(7 1202517.1),(8 1424530.3),(9 1624225.8),(10 1792058),(11 1921435.5),(12 2008119.5),(13 2055605.1),(14 2064109.1),(15 2039917.5),(16 1986071.9),(17 1918980.8),(18 1844658.6),(19 1772118.4),(20 1708130.1),(21 1660295.9),(22 1633571.5),(23 1629742.6),(24 1648465.4),(25 1686355.3),(26 1739994.5),(27 1807661.5),(28 1885741.1),(29 1969828.6),(30 2056891),(31 2144468),(32 2224905.3),(33 2289883.3),(34 2338409.3),(35 2363504.5),(36 2367894.8),(37 2352621.8),(38 2319021.3),(39 2273785),(40 2213871),(41 2148032.8),(42 2082771.5),(43 2025883.4),(44 1981519.6),(45 1954172.8),(46 1945088.5),(47 1959768.5),(48 2000186.9),(49 2061255.1),(50 2139061.3),(51 2225941.3),(52 2318021),(53 2409086.5),(54 2493777.3),(55 2566818.3),(56 2619962.3),(57 2648799),(58 2654506),(59 2631125.3),(60 2589890.8),(61 2533751.5),(62 2468223),(63 2396289),(64 2323171.3),(65 2252696),(66 2191153),(67 2141945.3),(68 2109519),(69 2094660.8),(70 2098360.8),(71 2121021.5),(72 2155574.5),(73 2199877.8),(74 2249455.3),(75 2303506.8),(76 2347007.5),(77 2377733.8),(78 2395350),(79 2398907.5),
(1 39468.883),(2 144535.84),(3 305436.1),(4 507654.66),(5 735983.6),(6 979325.75),(7 1227481.6),(8 1464984.6),(9 1683020.3),(10 1872125.8),(11 2025421.4),(12 2135607.3),(13 2202775),(14 2222606),(15 2201469.8),(16 2143736),(17 2058429.1),(18 1955473.6),(19 1840860.9),(20 1728600.1),(21 1631227.3),(22 1556294.6),(23 1510117.4),(24 1497038.1),(25 1515517.8),(26 1562820.3),(27 1638560),(28 1736029.5),(29 1850126.4),(30 1969809),(31 2088804.5),(32 2191793.5),(33 2274582.5),(34 2334940),(35 2364820.3),(36 2368791.8),(37 2348138.8),(38 2303899.5),(39 2238538),(40 2163015.3),(41 2076225),(42 1988190.9),(43 1910560.6),(44 1846507.6),(45 1806565.4),(46 1786988.5),(47 1793190.9),(48 1819657.9),(49 1866177.3),(50 1925862.3),(51 1990816),(52 2064803.1),(53 2131519.8),(54 2196429),(55 2252354),(56 2295012.5),(57 2314559),(58 2311873),(59 2285020.5),(60 2240258.3),(61 2181044),(62 2110824.8),(63 2034386.9),(64 1963957),(65 1904235.3),(66 1857905.9),(67 1829969.1),(68 1819330.9),(69 1825573.6),(70 1852558.1),(71 1896891.6),(72 1953158.3),(73 2011517.8),(74 2074335.9),(75 2127944),(76 2169641.3),(77 2192088),(78 2192768.8),(79 2174620.3),
