1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 178685.11),(2 690247.94),(3 1484541.8),(4 2478447),(5 3624724.8),(6 4837915),(7 6049651.5),(8 7221441.5),(9 8285159),(10 9178262),(11 9860043),(12 10307930),(13 10482559),(14 10408202),(15 10110250),(16 9620014),(17 9016401),(18 8398797),(19 7814427),(20 7315232.5),(21 6990809),(22 6834921.5),(23 6846091),(24 7008276),(25 7282091),(26 7638281.5),(27 8045354.5),(28 8450411),(29 8827123),(30 9141017),(31 9382062),(32 9548243),(33 9622712),(34 9618605),(35 9530135),(36 9385400),(37 9195739),(38 8940306),(39 8675755),(40 8399818),(41 8156612),(42 7916331),(43 7724026.5),(44 7618204.5),(45 7611059.5),(46 7681061.5),(47 7836035.5),(48 8047243),(49 8306006.5),(50 8630273),(51 8982045),(52 9341874),(53 9640058),(54 9891205),(55 10069635),(56 10190604),(57 10248483),(58 10227013),(59 10186696),(60 10137907),(61 10078401),(62 10031374),(63 9960107),(64 9850287),(65 9717806),(66 9553115),(67 9367709),(68 9159014),(69 8937625),(70 8710090),(71 8490970),(72 8265249.5),(73 8067720.5),(74 7910153.5),(75 7774255.5),(76 7659989.5),(77 7571333.5),(78 7473148.5),(79 7407710),
(1 176263.31),(2 675313.25),(3 1428125.6),(4 2360223.3),(5 3392177.3),(6 4426167.5),(7 5418970),(8 6337582.5),(9 7123447.5),(10 7767293.5),(11 8247458.5),(12 8568871),(13 8698805),(14 8659383),(15 8479461),(16 8199632.5),(17 7878318.5),(18 7613118),(19 7446727.5),(20 7380886),(21 7441738.5),(22 7607238),(23 7859779.5),(24 8164014),(25 8500272),(26 8803688),(27 9087725),(28 9344405),(29 9564623),(30 9772501),(31 9933611),(32 10044543),(33 10082063),(34 10064580),(35 10003139),(36 9895323),(37 9748600),(38 9544556),(39 9318781),(40 9070433),(41 8808923),(42 8508231),(43 8226936),(44 8004606),(45 7831930.5),(46 7684050),(47 7570185.5),(48 7497152.5),(49 7442765.5),(50 7427018),(51 7464550),(52 7524428),(53 7639974.5),(54 7806266.5),(55 7995694.5),(56 8226327.5),(57 8460839),(58 8701499),(59 8991804),(60 9292559),(61 9604543),(62 9890052),(63 10109582),(64 10232659),(65 10248042),(66 10170204),(67 9999032),(68 9745747),(69 9413855),(70 9019289),(71 8600850),(72 8181480.5),(73 7809519.5),(74 7501302.5),(75 7271856),(76 7146276),(77 7139990.5),(78 7231409.5),(79 7408321.5),
(1 179563.94),(2 687862.4),(3 1454777.9),(4 2397965.8),(5 3428883.8),(6 4442860),(7 5384702.5),(8 6175550),(9 6763211.5),(10 7126282),(11 7269465.5),(12 7197476),(13 6927876),(14 6536350.5),(15 6073346.5),(16 5601115.5),(17 5197606.5),(18 4921157),(19 4790199.5),(20 4786329),(21 4881392.5),(22 5034673.5),(23 5192206),(24 5387411),(25 5593965),(26 5794248.5),(27 5996023),(28 6196065.5),(29 6402034),(30 6613074),(31 6817121.5),(32 6996098.5),(33 7145255),(34 7249234),(35 7320841.5),(36 7350804.5),(37 7330201.5),(38 7263106.5),(39 7144894.5),(40 6977383.5),(41 6793784.5),(42 6582500.5),(43 6378587),(44 6190455),(45 6006191.5),(46 5831563.5),(47 5694837),(48 5560051),(49 5421959.5),(50 5291687.5),(51 5223644),(52 5229804),(53 5333457.5),(54 5510071.5),(55 5747071.5),(56 6047415),(57 6421317),(58 6857500),(59 7333956),(60 7780237),(61 8188134.5),(62 8506780),(63 8701053),(64 8742405),(65 8656058),(66 8477137),(67 8248197),(68 7971860.5),(69 7647877),(70 7299305),(71 7011796.5),(72 6779136),(73 6618377),(74 6501464.5),(75 6435253),(76 6418839.5),(77 6429052),(78 6453109),(79 6508700),
(1 234839.94),(2 901158.75),(3 1910386.3),(4 3135419.3),(5 4444904.5),(6 5687447.5),(7 6778267.5),(8 7602392.5),(9 8123426.5),(10 8317243.5),(11 8207583.5),(12 7816822),(13 7230419),(14 6549403.5),(15 5841227.5),(16 5163421),(17 4592727.5),(18 4199803),(19 3992726.8),(20 3979856.3),(21 4132068.3),(22 4403795),(23 4728975.5),(24 5085046),(25 5458914),(26 5774706.5),(27 6016953),(28 6178215),(29 6273200),(30 6342916.5),(31 6374626),(32 6375380),(33 6343207),(34 6257403.5),(35 6139588.5),(36 5991491),(37 5838128),(38 5714252),(39 5624964.5),(40 5530973.5),(41 5432979),(42 5305781),(43 5161184.5),(44 5039156.5),(45 4935678.5),(46 4846738.5),(47 4809420),(48 4803092),(49 4823152.5),(50 4841430),(51 4878096),(52 4933477),(53 5001760.5),(54 5050769),(55 5110438.5),(56 5195384.5),(57 5325521.5),(58 5492573.5),(59 5695643),(60 5912542.5),(61 6144444),(62 6360312.5),(63 6554288),(64 6705544.5),(65 6821362.5),(66 6886624.5),(67 6925066),(68 6927464.5),(69 6864432.5),(70 6727924.5),(71 6579380.5),(72 6426254.5),(73 6292676),(74 6155892),(75 6006204),(76 5875994),(77 5774537.5),(78 5717760),(79 5730286),
(1 164524.27),(2 625681.25),(3 1307776),(4 2112961),(5 2962065.3),(6 3774847),(7 4507477),(8 5109470),(9 5540646),(10 5777079.5),(11 5816026),(12 5677418.5),(13 5416634.5),(14 5087190.5),(15 4736831.5),(16 4397203.5),(17 4117694.3),(18 3925168.5),(19 3813318.5),(20 3787678.5),(21 3866963.3),(22 4025121.3),(23 4234821),(24 4487499.5),(25 4778252),(26 5065549),(27 5326689),(28 5560964),(29 5727639.5),(30 5889615),(31 6031427),(32 6140865),(33 6196746.5),(34 6175325.5),(35 6115062),(36 6013354.5),(37 5892036.5),(38 5768984.5),(39 5660335.5),(40 5514393),(41 5322252),(42 5077671),(43 4833389),(44 4649268),(45 4538656.5),(46 4513570),(47 4572091.5),(48 4694055.5),(49 4847591),(50 5023908),(51 5208358.5),(52 5355895.5),(53 5422959.5),(54 5377074),(55 5264380.5),(56 5107816.5),(57 4940566),(58 4785539),(59 4649861),(60 4552526),(61 4511035.5),(62 4536522),(63 4636044.5),(64 4784789.5),(65 4962984.5),(66 5131560.5),(67 5279730),(68 5414100),(69 5503178),(70 5535969),(71 5534426),(72 5492365.5),(73 5420140.5),(74 5350457),(75 5304960.5),(76 5292906.5),(77 5278499.5),(78 5271766),(79 5299203),
(1 135792.19),(2 504752.6),(3 1024910.8),(4 1616812.3),(5 2228093.5),(6 2804837.3),(7 3331674.8),(8 3754404.3),(9 4043613),(10 4165468.5),(11 4140245.8),(12 3990341.3),(13 3766539.8),(14 3526826.3),(15 3310510.5),(16 3150280.5),(17 3083147.8),(18 3097431.3),(19 3169460.3),(20 3281054.3),(21 3417200.5),(22 3568827),(23 3715314.3),(24 3853338.8),(25 3960583.5),(26 4048012.8),(27 4099549.8),(28 4138328),(29 4152244.8),(30 4196613),(31 4273511),(32 4362173.5),(33 4444080.5),(34 4501918),(35 4571929),(36 4635538),(37 4692289),(38 4738344.5),(39 4749627.5),(40 4717797),(41 4665068.5),(42 4588376),(43 4536952.5),(44 4504794),(45 4498651.5),(46 4523794),(47 4582458),(48 4654051),(49 4714391),(50 4763938),(51 4807299),(52 4819765),(53 4777939.5),(54 4697202),(55 4614274.5),(56 4542429),(57 4483055),(58 4416296.5),(59 4349730.5),(60 4304138),(61 4286051.5),(62 4305031.5),(63 4360652.5),(64 4435286),(65 4507028.5),(66 4579590),(67 4646882.5),(68 4667011.5),(69 4651523),(70 4613006),(71 4561939.5),(72 4487916.5),(73 4399544.5),(74 4325309),(75 4283691.5),(76 4262791),(77 4242239.5),(78 4219729),(79 4225221.5),
(1 185365.1),(2 688790.2),(3 1398284.9),(4 2204008.5),(5 3025807.3),(6 3772367),(7 4398380.5),(8 4833768.5),(9 5068650.5),(10 5107846),(11 4970810),(12 4690486.5),(13 4325433),(14 3946798.8),(15 3631245),(16 3430191.5),(17 3339766.8),(18 3342666.3),(19 3430147.3),(20 3565888.8),(21 3722572.3),(22 3893848),(23 4057138),(24 4201799),(25 4308390.5),(26 4352518),(27 4314944),(28 4217798),(29 4077952),(30 3931427.3),(31 3804636.8),(32 3705864.5),(33 3640868.3),(34 3595152.8),(35 3566633.3),(36 3541577),(37 3542771),(38 3581839),(39 3646639),(40 3736379.3),(41 3859456.3),(42 4003320.8),(43 4171764.8),(44 4365977),(45 4555310.5),(46 4705999),(47 4817168.5),(48 4878411.5),(49 4882263.5),(50 4827484),(51 4722999.5),(52 4581457),(53 4414844),(54 4260158),(55 4157517),(56 4108820.3),(57 4110799.5),(58 4134733.5),(59 4173491.5),(60 4217883.5),(61 4263288.5),(62 4293930.5),(63 4318824.5),(64 4314792.5),(65 4289868.5),(66 4256721),(67 4216230.5),(68 4199441.5),(69 4181055),(70 4164108.5),(71 4148588.5),(72 4162968),(73 4211472),(74 4291797.5),(75 4376597.5),(76 4424406.5),(77 4424557.5),(78 4373348),(79 4297404.5),
(1 163692.61),(2 607017),(3 1232502.3),(4 1943546),(5 2668028),(6 3308500),(7 3813729.5),(8 4136655.5),(9 4279560),(10 4248888),(11 4073282.5),(12 3799202.5),(13 3494584),(14 3229760),(15 3062188.3),(16 3005654.5),(17 3034386),(18 3136687),(19 3285596.3),(20 3458480),(21 3630708.5),(22 3779844.3),(23 3892777.8),(24 3945108.3),(25 3940996.5),(26 3866663.5),(27 3716761.8),(28 3517200.5),(29 3270731.5),(30 3034923.5),(31 2830502.8),(32 2662933.3),(33 2548245.3),(34 2502506.8),(35 2511270.5),(36 2576053.5),(37 2703796.5),(38 2872170.3),(39 3048643.5),(40 3204605.5),(41 3352724.3),(42 3511057.3),(43 3673685.8),(44 3810420),(45 3919696.5),(46 3994467.5),(47 4035086),(48 4041267.5),(49 4026953.3),(50 4011978.3),(51 4001146),(52 3996236),(53 3973976),(54 3949145.3),(55 3927498.3),(56 3891007.3),(57 3849321.5),(58 3797439.3),(59 3727061.8),(60 3645341),(61 3567666.3),(62 3502045.5),(63 3450491),(64 3406958.5),(65 3379046),(66 3378619.3),(67 3401426.5),(68 3452884.8),(69 3548198.5),(70 3673203),(71 3815117),(72 3969743.8),(73 4112459.3),(74 4233314),(75 4322651.5),(76 4348492),(77 4309028),(78 4207318.5),(79 4082255.5),
(1 131319.5),(2 477782),(3 953199.7),(4 1474090),(5 1987336.4),(6 2430704),(7 2765807.8),(8 2970696.5),(9 3046062.8),(10 3012113.3),(11 2894208),(12 2720809.8),(13 2537881),(14 2403509.5),(15 2348124.3),(16 2353636.5),(17 2381296),(18 2426335.8),(19 2477720),(20 2539746.5),(21 2615118),(22 2695023),(23 2767416.8),(24 2812094),(25 2847062.5),(26 2857678),(27 2829521.3),(28 2764915.5),(29 2653998.8),(30 2548991.3),(31 2465911),(32 2408224.3),(33 2385806),(34 2401164.3),(35 2446813.5),(36 2522328.3),(37 2629363.3),(38 2741950),(39 2860270.3),(40 2973758.8),(41 3072181),(42 3150380),(43 3194610.8),(44 3190483.3),(45 3163581.3),(46 3114276),(47 3082250.3),(48 3080282.5),(49 3114055),(50 3186746),(51 3262818.5),(52 3322409.3),(53 3349626.3),(54 3354451.8),(55 3358224.5),(56 3357163.5),(57 3369654.8),(58 3385190.8),(59 3397104.5),(60 3398203.3),(61 3382145.5),(62 3341337.5),(63 3265403),(64 3155950),(65 3043672.3),(66 2929343.5),(67 2840420.5),(68 2789603.8),(69 2790681.3),(70 2839344),(71 2948132.5),(72 3105298),(73 3281404.5),(74 3458110),(75 3609230.5),(76 3706106.5),(77 3738350.8),(78 3699110.3),(79 3611104.8),
(1 125254.59),(2 454064.16),(3 885368.75),(4 1326119.4),(5 1732423.6),(6 2066473.8),(7 2310001),(8 2444596.3),(9 2468731.3),(10 2410431.3),(11 2295166.3),(12 2146176.3),(13 1998701),(14 1896776.6),(15 1864124.5),(16 1894699),(17 1942185.1),(18 1985802.8),(19 2029890.1),(20 2081294.9),(21 2146713.8),(22 2219993.5),(23 2278865),(24 2295012),(25 2279234.8),(26 2264991),(27 2269759.3),(28 2277634.8),(29 2265604),(30 2259765.5),(31 2271181.5),(32 2304658.5),(33 2351445.3),(34 2408806),(35 2465652.3),(36 2527338.5),(37 2579925.3),(38 2599828),(39 2596541.5),(40 2568949.5),(41 2516978.8),(42 2449187),(43 2400086),(44 2370090),(45 2373853.5),(46 2399872.3),(47 2433314),(48 2460803.5),(49 2484308),(50 2516503.3),(51 2552416.5),(52 2578123.3),(53 2594568.8),(54 2629260),(55 2681985.5),(56 2718029.8),(57 2714782.3),(58 2676680.8),(59 2625692.3),(60 2557889.8),(61 2476336.5),(62 2392574.8),(63 2331998.8),(64 2294938.5),(65 2281293.8),(66 2281451.8),(67 2296496.8),(68 2328443),(69 2383956.8),(70 2464041.5),(71 2553896.3),(72 2621344.5),(73 2657659.8),(74 2684368.5),(75 2694037),(76 2672504.5),(77 2630680.5),(78 2591190.5),(79 2572375),
(1 125114.74),(2 451135.66),(3 873446.44),(4 1293826.5),(5 1669910.8),(6 1954294),(7 2115349),(8 2175466.8),(9 2165033.3),(10 2119907.3),(11 2054191.8),(12 1985720.3),(13 1931320.9),(14 1906057.9),(15 1912086.9),(16 1959851.6),(17 2024032.9),(18 2090095.8),(19 2159180),(20 2211446.8),(21 2242005.5),(22 2251940.5),(23 2244518.5),(24 2207572.3),(25 2145692),(26 2067252.4),(27 2005673.6),(28 1977539.4),(29 1981755.6),(30 2035102.1),(31 2112335.8),(32 2213356),(33 2314580),(34 2400972.8),(35 2468578.8),(36 2538888.8),(37 2595553),(38 2610051.8),(39 2597495.8),(40 2554893.5),(41 2487920.5),(42 2411681),(43 2347643.3),(44 2301897.5),(45 2277998.3),(46 2274649.3),(47 2288246),(48 2305568),(49 2319484),(50 2335852.8),(51 2359464.3),(52 2389582.3),(53 2410326.8),(54 2431481),(55 2455511.8),(56 2479189.5),(57 2499950.3),(58 2515955.5),(59 2528827.5),(60 2530347),(61 2519552),(62 2499832.8),(63 2466784),(64 2410916),(65 2357567.3),(66 2318273),(67 2296730),(68 2287820),(69 2306623.5),(70 2365898.8),(71 2451233.8),(72 2509663.5),(73 2530223.3),(74 2520900.5),(75 2473058.5),(76 2393912.5),(77 2300468.3),(78 2217772.3),(79 2172878.3),
(1 131598.84),(2 472354.72),(3 901743.8),(4 1324829.6),(5 1696101.6),(6 1953377.5),(7 2062383.1),(8 2048564.6),(9 1974208.3),(10 1890240),(11 1804812.9),(12 1756298.6),(13 1750699.8),(14 1769367),(15 1801447.9),(16 1843318.3),(17 1893533.8),(18 1945704.5),(19 1989454.5),(20 2016720),(21 2030665.8),(22 2032252.6),(23 2014920.9),(24 1976828.5),(25 1931428.9),(26 1885324.3),(27 1840890.9),(28 1813030.3),(29 1821594),(30 1889273.1),(31 1985365.4),(32 2087590.6),(33 2158762),(34 2182502.5),(35 2175421),(36 2159737),(37 2124736),(38 2064931.1),(39 2005387.1),(40 1957177.8),(41 1917654.5),(42 1902097.4),(43 1914741.8),(44 1942595.4),(45 1990306.5),(46 2053997.4),(47 2138666.5),(48 2223831.3),(49 2294245.8),(50 2353945.5),(51 2391780.5),(52 2398329.3),(53 2366804.3),(54 2337065.8),(55 2314960),(56 2307274.8),(57 2329636.8),(58 2358198.3),(59 2377500.5),(60 2364344.8),(61 2320937.5),(62 2269052),(63 2214837),(64 2162514.8),(65 2132257),(66 2132221.8),(67 2155550.8),(68 2190741.8),(69 2253827),(70 2335608.8),(71 2384259),(72 2382991.5),(73 2356449.5),(74 2320545.8),(75 2290254),(76 2274269.8),(77 2274454.5),(78 2297405.8),(79 2338331.3),
(1 131720.16),(2 467422.88),(3 891657.9),(4 1312011.5),(5 1682837.4),(6 1942236.9),(7 2054454),(8 2040328.4),(9 1963968),(10 1859286.1),(11 1741664.9),(12 1618953.6),(13 1540471.9),(14 1525385.8),(15 1553088.9),(16 1606377.6),(17 1678743.1),(18 1771333.6),(19 1860943.3),(20 1916651.8),(21 1922872.9),(22 1876199.3),(23 1798345.3),(24 1705454.5),(25 1625201.5),(26 1579020.6),(27 1574538.4),(28 1599549),(29 1662176.4),(30 1762938.4),(31 1862465.5),(32 1933325.4),(33 1976366.9),(34 1998895.9),(35 2006597.6),(36 2006295.5),(37 1982638.8),(38 1929641.3),(39 1885542),(40 1846691.1),(41 1817455.5),(42 1798974.4),(43 1805393.3),(44 1834653),(45 1884994.6),(46 1950856.9),(47 2022182.5),(48 2085408.5),(49 2135837.8),(50 2179646.3),(51 2223189.5),(52 2230557),(53 2218506),(54 2194792.5),(55 2168982.3),(56 2131729.5),(57 2102308),(58 2084119.9),(59 2088729.6),(60 2126321.8),(61 2198773),(62 2292669),(63 2379898),(64 2441804),(65 2458882.3),(66 2415565.5),(67 2330251.3),(68 2213109.5),(69 2122418.8),(70 2063779.9),(71 2033013),(72 2038793.6),(73 2077597),(74 2141969.8),(75 2204888.5),(76 2257890.5),(77 2285168.3),(78 2285193.5),(79 2274586.3),
(1 123929.64),(2 430356.63),(3 806439.3),(4 1164262.8),(5 1461107.4),(6 1654128),(7 1735231.6),(8 1730770.1),(9 1696013.8),(10 1668280.9),(11 1645099.5),(12 1617322.1),(13 1606849.6),(14 1615949.1),(15 1632004.5),(16 1641769.4),(17 1646680.8),(18 1662560.4),(19 1701492.3),(20 1734128.5),(21 1727539.5),(22 1677787.5),(23 1598787.8),(24 1508230),(25 1428455.5),(26 1377477.5),(27 1383196.3),(28 1432443.9),(29 1507459),(30 1592721.6),(31 1665731.8),(32 1724833.8),(33 1758297.1),(34 1771930.6),(35 1756952.5),(36 1712609.6),(37 1651892.1),(38 1599933.5),(39 1582960),(40 1591773.8),(41 1629684.5),(42 1696195.5),(43 1775268.6),(44 1835671.6),(45 1862017.3),(46 1867838.4),(47 1862671.3),(48 1848461.1),(49 1831276.5),(50 1822613.8),(51 1849419.9),(52 1900386.1),(53 1976667),(54 2051672.1),(55 2104252),(56 2142570.8),(57 2167058.3),(58 2154648.5),(59 2118628.5),(60 2073009.3),(61 2037880.1),(62 2023894.9),(63 2023142.6),(64 2028213.8),(65 2034886.9),(66 2031046),(67 2025762),(68 2012201.1),(69 1984587.3),(70 1945296.8),(71 1902973.9),(72 1850669.5),(73 1803260.8),(74 1775480.1),(75 1769179.5),(76 1779957),(77 1812171.3),(78 1847741.8),(79 1882023.5),
(1 105303.39),(2 360213.34),(3 662734),(4 941568.56),(5 1158766.6),(6 1286756.3),(7 1331702.6),(8 1330442.9),(9 1312028.1),(10 1299041.8),(11 1297731.9),(12 1310382.3),(13 1338031.3),(14 1366373.9),(15 1386655.9),(16 1387367.4),(17 1376863.1),(18 1372025.3),(19 1388392.1),(20 1408873.1),(21 1412877.1),(22 1414948.3),(23 1418565.4),(24 1413886.6),(25 1399637.5),(26 1381609.1),(27 1390681),(28 1418170.8),(29 1445742),(30 1499906.6),(31 1560995.8),(32 1630314.1),(33 1691709.4),(34 1720501.4),(35 1703239.3),(36 1653283.9),(37 1589741),(38 1537907.3),(39 1514634.3),(40 1506494.6),(41 1538643.9),(42 1596382.8),(43 1640303.3),(44 1660126.8),(45 1668230.6),(46 1667566.4),(47 1661054.3),(48 1645270.3),(49 1629042.6),(50 1624198.3),(51 1618602.1),(52 1604158.6),(53 1597015.3),(54 1603800),(55 1648229.9),(56 1721869.1),(57 1790589.1),(58 1832219),(59 1848415.9),(60 1831872.5),(61 1797698.5),(62 1764577.4),(63 1737535.5),(64 1727587),(65 1732595),(66 1731804.5),(67 1731405.8),(68 1733958.4),(69 1743638),(70 1755551.3),(71 1754483.8),(72 1724129.4),(73 1689102.6),(74 1656704),(75 1620037.9),(76 1594934),(77 1589360.8),(78 1594187),(79 1614172.8),
(1 121363.3),(2 412701.53),(3 765474.1),(4 1101387.6),(5 1369467),(6 1524815.5),(7 1572820),(8 1537441),(9 1467998.5),(10 1391714.6),(11 1340501.8),(12 1325201.3),(13 1342592.1),(14 1380224.4),(15 1422920.8),(16 1472875.8),(17 1507765.8),(18 1522749),(19 1535532.3),(20 1541478.5),(21 1510162.9),(22 1456681.8),(23 1412331),(24 1389626.9),(25 1383833.1),(26 1399283.6),(27 1442540.6),(28 1493626.1),(29 1547876.4),(30 1602164.3),(31 1621647.3),(32 1625242.1),(33 1622791.8),(34 1609870.1),(35 1572273.8),(36 1536847.8),(37 1500901.1),(38 1473930.1),(39 1463966.5),(40 1478040),(41 1512816.3),(42 1552070.5),(43 1602682.6),(44 1658423.4),(45 1709713.9),(46 1744782.5),(47 1744985.1),(48 1701693.1),(49 1648117.8),(50 1591289),(51 1550652.3),(52 1521775),(53 1520575.8),(54 1558996.5),(55 1620830.5),(56 1692085),(57 1759046.1),(58 1805065.1),(59 1817630.5),(60 1792700.3),(61 1742229.8),(62 1691054.6),(63 1648892.4),(64 1642096.6),(65 1663053.9),(66 1694944.3),(67 1724160.6),(68 1732143.3),(69 1735289.8),(70 1738670.9),(71 1729825),(72 1702312.3),(73 1677473.4),(74 1655349.8),(75 1627528.3),(76 1609506.3),(77 1610442.1),(78 1629145.4),(79 1661747.3),
(1 119706.16),(2 411796.4),(3 768473.75),(4 1104461.5),(5 1371673.3),(6 1522937.6),(7 1557992.5),(8 1511959.5),(9 1441144.5),(10 1377470.3),(11 1335001.1),(12 1322743.3),(13 1337506.4),(14 1367598.8),(15 1401331.6),(16 1417302.6),(17 1426827.4),(18 1425498.3),(19 1414089.6),(20 1398102.8),(21 1364113.6),(22 1330058),(23 1310586.6),(24 1305530),(25 1324973.9),(26 1358315.9),(27 1388658.5),(28 1414683.5),(29 1441017.1),(30 1459581.8),(31 1466379.4),(32 1474012.8),(33 1482350),(34 1476108.1),(35 1466482.6),(36 1459081.1),(37 1449945.8),(38 1438706.1),(39 1427462.4),(40 1424917.8),(41 1431491.5),(42 1443826.9),(43 1446307.9),(44 1447723.6),(45 1462841.5),(46 1484304),(47 1503365.4),(48 1517374.8),(49 1530861.5),(50 1529656.1),(51 1518657.8),(52 1513486),(53 1511871.5),(54 1511077.5),(55 1528368.8),(56 1551416.9),(57 1575839.6),(58 1600686.9),(59 1616535.6),(60 1618452.5),(61 1601685.9),(62 1585334),(63 1558686.9),(64 1536238.4),(65 1534501.1),(66 1550084.3),(67 1578555.8),(68 1610561.4),(69 1663051.3),(70 1725989.8),(71 1775935.3),(72 1797974.8),(73 1793256.9),(74 1768735.5),(75 1729561.1),(76 1702841.6),(77 1700369.6),(78 1712446.3),(79 1729787.9),
(1 107977.84),(2 363371.97),(3 657272.94),(4 910986.2),(5 1097032.5),(6 1190681.1),(7 1194098.6),(8 1149224.3),(9 1104326.8),(10 1079361.1),(11 1079039.6),(12 1097749.6),(13 1126377.4),(14 1174332),(15 1216220.6),(16 1230546),(17 1233582.9),(18 1225085.6),(19 1202729.3),(20 1181451),(21 1160769),(22 1153962.9),(23 1160814),(24 1172468.1),(25 1197980.4),(26 1239527.1),(27 1285040.6),(28 1320435.1),(29 1339865.4),(30 1338161.8),(31 1324704),(32 1308613.5),(33 1298787),(34 1286520),(35 1278135.8),(36 1283499.8),(37 1299219.9),(38 1313295.9),(39 1313929.1),(40 1302890.4),(41 1288472.1),(42 1264213),(43 1235779.9),(44 1217128.9),(45 1216893.5),(46 1240568.1),(47 1272188.5),(48 1293691.1),(49 1304835.9),(50 1301735),(51 1301890.4),(52 1303983.5),(53 1308548.1),(54 1304627.9),(55 1301692.8),(56 1294911.3),(57 1291910),(58 1301585.6),(59 1320338.3),(60 1346142.4),(61 1374018.3),(62 1396114.9),(63 1396950.9),(64 1386030.1),(65 1377003.8),(66 1368569),(67 1361798.8),(68 1354045.1),(69 1383619.5),(70 1429001.4),(71 1467957),(72 1503632.4),(73 1528777.4),(74 1538805.8),(75 1526983.9),(76 1499078.4),(77 1477906.4),(78 1465864.5),(79 1458060.4),
