1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 749960),(2 2595417.5),(3 4822265),(4 6776071),(5 8135670.5),(6 8839488),(7 9071353),(8 8981173),(9 8678193),(10 8381422),(11 8174056.5),(12 8223190.5),(13 8473377),(14 8730445),(15 8930294),(16 9093722),(17 9175406),(18 9194692),(19 9114319),(20 8920566),(21 8656650),(22 8340194),(23 8120570.5),(24 8074830),(25 8194298.5),(26 8320765),(27 8441310),(28 8435694),(29 8386887),(30 8389792),(31 8459670),(32 8509706),(33 8491931),(34 8366476.5),(35 8102529.5),(36 7678374.5),(37 7191383.5),(38 6738583.5),(39 6396214.5),(40 6221079.5),(41 6277583.5),(42 6559315.5),(43 6976462),(44 7411466.5),(45 7782260),(46 8102696.5),(47 8296956),(48 8413757),(49 8497448),(50 8521503),(51 8596830),(52 8688750),(53 8818553),(54 8974655),(55 9185439),(56 9386949),(57 9551332),(58 9669572),(59 9776540),(60 9868520),(61 9902399),(62 9871615),(63 9733194),(64 9476879),(65 9276125),(66 9147285),(67 9074397),(68 9094291),(69 9248035),(70 9452264),(71 9699390),(72 9859395),(73 9836667),(74 9694254),(75 9412539),(76 9179112),(77 9024148),(78 8982348),(79 9094202),
(1 803943.8),(2 2768463.5),(3 5112969),(4 7159977.5),(5 8526949),(6 9095353),(7 8996373),(8 8413688),(9 7577538),(10 6865913.5),(11 6561729.5),(12 6743490.5),(13 7239946.5),(14 7888342.5),(15 8496594),(16 8915347),(17 9107603),(18 9116469),(19 8974343),(20 8786560),(21 8609585),(22 8522289),(23 8627833),(24 8874903),(25 9164662),(26 9357415),(27 9433553),(28 9402465),(29 9354761),(30 9351432),(31 9303101),(32 9136204),(33 8874867),(34 8481709),(35 8066700.5),(36 7686120.5),(37 7427486),(38 7282388),(39 7276286.5),(40 7399145.5),(41 7638715.5),(42 7938903.5),(43 8195022.5),(44 8290598.5),(45 8208188),(46 8056764.5),(47 7917598.5),(48 7911532),(49 8052594),(50 8269222),(51 8639604),(52 9023404),(53 9353885),(54 9560043),(55 9567509),(56 9407749),(57 9218594),(58 9091081),(59 9060101),(60 9136949),(61 9216255),(62 9257473),(63 9134579),(64 8895111),(65 8719707),(66 8632940),(67 8606017),(68 8605035),(69 8623708),(70 8609068),(71 8534989),(72 8393931),(73 8219277.5),(74 8130170.5),(75 8143594),(76 8418595),(77 8864981),(78 9413019),(79 9913806),
(1 611881.8),(2 1959460.8),(3 3299783),(4 4187815),(5 4620450),(6 4791470.5),(7 4814330),(8 4724896.5),(9 4658209.5),(10 4731433),(11 4974273.5),(12 5381378.5),(13 5799347),(14 6017139),(15 5903367),(16 5627777.5),(17 5490686.5),(18 5646525),(19 6013103.5),(20 6379757.5),(21 6718720),(22 7015609),(23 7311781),(24 7608315),(25 7810037),(26 7825069),(27 7661298),(28 7501694),(29 7482116),(30 7542131),(31 7546946),(32 7379709.5),(33 7037459),(34 6601505.5),(35 6186157),(36 5809037.5),(37 5493085),(38 5247017.5),(39 5038594.5),(40 4891939.5),(41 4860121.5),(42 4956504.5),(43 5121928),(44 5268891),(45 5409666),(46 5589783.5),(47 5889128.5),(48 6273987),(49 6694603.5),(50 7058526.5),(51 7371293.5),(52 7613714),(53 7761209),(54 7775961),(55 7694496.5),(56 7583709),(57 7474881.5),(58 7349285),(59 7251082),(60 7202244),(61 7170292.5),(62 7087337.5),(63 6941687.5),(64 6730395.5),(65 6527369),(66 6342334.5),(67 6231806.5),(68 6207307),(69 6312244),(70 6462303.5),(71 6622587),(72 6776320.5),(73 6885089.5),(74 6892954),(75 6821578),(76 6690721.5),(77 6576782),(78 6617542.5),(79 6796440.5),
(1 443083.28),(2 1395333.5),(3 2335540.5),(4 3034276.8),(5 3500692.5),(6 3875978.5),(7 4167586.3),(8 4346258),(9 4466557.5),(10 4556577.5),(11 4677191.5),(12 4947588),(13 5325229),(14 5625359.5),(15 5821696),(16 5972018),(17 6106059.5),(18 6220895.5),(19 6296962.5),(20 6314928),(21 6233988.5),(22 6017042),(23 5758313),(24 5636296.5),(25 5761182),(26 5946266),(27 6090612),(28 6200679),(29 6345084),(30 6484233),(31 6512071.5),(32 6350254),(33 6078917),(34 5875483.5),(35 5713784.5),(36 5576372.5),(37 5431428.5),(38 5318790.5),(39 5265608),(40 5316733.5),(41 5490478),(42 5777586.5),(43 6100336),(44 6374187.5),(45 6549895.5),(46 6649598.5),(47 6665430.5),(48 6617640.5),(49 6588647.5),(50 6583135.5),(51 6649865),(52 6736454),(53 6838406),(54 6930349.5),(55 6987124),(56 6957965.5),(57 6865586.5),(58 6764721.5),(59 6701109),(60 6666667),(61 6607431),(62 6496229),(63 6355885.5),(64 6213185.5),(65 6140210),(66 6124356.5),(67 6200251),(68 6349470),(69 6524804),(70 6652416),(71 6752058),(72 6755289),(73 6733853.5),(74 6628799.5),(75 6522015.5),(76 6455140),(77 6457991),(78 6506966.5),(79 6585213),
(1 445024.22),(2 1444462.5),(3 2506542),(4 3332845.8),(5 3863570.8),(6 4171785.5),(7 4359655),(8 4543487),(9 4762119),(10 5015444),(11 5294793),(12 5556008.5),(13 5793645),(14 5985719.5),(15 6122224),(16 6170621.5),(17 6184530),(18 6161370.5),(19 6077837),(20 5929844),(21 5726950.5),(22 5518578.5),(23 5307394.5),(24 5180054.5),(25 5204430),(26 5317901),(27 5406417),(28 5470099.5),(29 5544371.5),(30 5639559.5),(31 5714027.5),(32 5757645.5),(33 5799203.5),(34 5857335.5),(35 5941009),(36 6043377),(37 6130896),(38 6110055),(39 5959076.5),(40 5763937),(41 5630018.5),(42 5614024.5),(43 5677954.5),(44 5767333.5),(45 5846246),(46 5896057),(47 5868813),(48 5787913),(49 5671847.5),(50 5579878),(51 5598151),(52 5713148.5),(53 5888115),(54 6054812),(55 6161859.5),(56 6185887),(57 6182557.5),(58 6161219.5),(59 6143895.5),(60 6242503),(61 6479722.5),(62 6783753),(63 7068546.5),(64 7207904),(65 7159370.5),(66 6907321.5),(67 6603766),(68 6403767.5),(69 6354720),(70 6434653.5),(71 6605513.5),(72 6747485),(73 6827396),(74 6764385),(75 6649592.5),(76 6517444.5),(77 6425042),(78 6426678.5),(79 6517973.5),
(1 455935.44),(2 1445569.1),(3 2447546.3),(4 3112290.3),(5 3425045),(6 3536750.5),(7 3591270.5),(8 3652308),(9 3774852),(10 3988313),(11 4280044.5),(12 4556390.5),(13 4738757.5),(14 4821532.5),(15 4812165.5),(16 4720773.5),(17 4716477.5),(18 4834989),(19 4988014),(20 5057448.5),(21 5039868.5),(22 5027023.5),(23 4997882.5),(24 4952446),(25 4892069),(26 4849323.5),(27 4820021),(28 4887651.5),(29 5014111),(30 5108463.5),(31 5095300.5),(32 5011181.5),(33 4867652.5),(34 4761529.5),(35 4721928),(36 4687746.5),(37 4646512.5),(38 4579550),(39 4486751),(40 4409296.5),(41 4396049.5),(42 4442120),(43 4536377),(44 4629221),(45 4654369),(46 4590623.5),(47 4457195.5),(48 4357335),(49 4353931.5),(50 4453661),(51 4611695.5),(52 4818013),(53 5020915),(54 5193267),(55 5295573),(56 5319709),(57 5292714.5),(58 5250424),(59 5271424),(60 5397398.5),(61 5629149),(62 5876106.5),(63 6082640),(64 6193886),(65 6221538),(66 6128961.5),(67 5942672),(68 5705755),(69 5474616.5),(70 5296876.5),(71 5255649.5),(72 5376250.5),(73 5615021.5),(74 5804671),(75 5887347.5),(76 5813863),(77 5653080.5),(78 5486936.5),(79 5415103),
(1 428745.34),(2 1335122.3),(3 2265432.3),(4 2972561),(5 3412835.3),(6 3662115),(7 3805892.5),(8 3898175.5),(9 3979546.3),(10 4075371.3),(11 4106064),(12 4121390.5),(13 4238101),(14 4408050),(15 4524741),(16 4654137),(17 4788379.5),(18 4760315),(19 4573342),(20 4331154),(21 4132550.8),(22 3990457.8),(23 3913720.8),(24 3921080.3),(25 3949208.8),(26 4001940.3),(27 4082393.5),(28 4213426),(29 4277757),(30 4208179.5),(31 4108245.3),(32 4086366.5),(33 4085509.8),(34 4061949),(35 4078912.5),(36 4144064),(37 4258888.5),(38 4419348.5),(39 4560990),(40 4671925.5),(41 4750710),(42 4836778.5),(43 4925742),(44 5001908.5),(45 5028291.5),(46 4955940),(47 4857427.5),(48 4744911.5),(49 4638832.5),(50 4630801.5),(51 4624652.5),(52 4682539.5),(53 4845732.5),(54 5074192.5),(55 5255850.5),(56 5316166),(57 5232570),(58 5063172),(59 4914422.5),(60 4812273),(61 4774455.5),(62 4763254.5),(63 4744940),(64 4697254.5),(65 4668084.5),(66 4632190),(67 4602058),(68 4563716),(69 4502297),(70 4448477.5),(71 4467861),(72 4657590.5),(73 4944809.5),(74 5179606.5),(75 5345838.5),(76 5429452.5),(77 5478229.5),(78 5496634),(79 5531024.5),
(1 409641.7),(2 1215562),(3 1953184.6),(4 2470739.5),(5 2789750.8),(6 3019404.5),(7 3223141.5),(8 3394117.8),(9 3540204.3),(10 3648577.5),(11 3702599.8),(12 3766176),(13 3861241.8),(14 3934887.5),(15 3941318),(16 3932067),(17 3934415.3),(18 3870090.5),(19 3823300.3),(20 3863386.8),(21 3819597.8),(22 3684756),(23 3516096.3),(24 3427554),(25 3455328.8),(26 3560833),(27 3655306.8),(28 3703922),(29 3759286.3),(30 3828744.3),(31 3932005.3),(32 4061936),(33 4114140.5),(34 4078677.8),(35 4064575.5),(36 4113515.3),(37 4250458.5),(38 4405986.5),(39 4492293),(40 4459827),(41 4377354.5),(42 4339269),(43 4341364.5),(44 4325684.5),(45 4255753.5),(46 4178403),(47 4130584.3),(48 4128707),(49 4165033.8),(50 4208147),(51 4237493),(52 4329053),(53 4467367.5),(54 4590737.5),(55 4658050),(56 4664171.5),(57 4623477.5),(58 4585390.5),(59 4650919),(60 4790851.5),(61 4932155),(62 5022260.5),(63 5007039.5),(64 4876031.5),(65 4718978),(66 4605061.5),(67 4577922.5),(68 4598829.5),(69 4612428.5),(70 4606915.5),(71 4572995),(72 4544896),(73 4503430.5),(74 4445368.5),(75 4415546.5),(76 4379339),(77 4322038.5),(78 4277208.5),(79 4276938.5),
(1 454510.38),(2 1370241.8),(3 2234118),(4 2836238),(5 3155800.3),(6 3301959.8),(7 3399509.8),(8 3506800.8),(9 3672254),(10 3877125.3),(11 4061097),(12 4151557.8),(13 4173950.5),(14 4095231.5),(15 3931590.5),(16 3779216),(17 3688790.5),(18 3636573.8),(19 3578659),(20 3453937.5),(21 3338193.5),(22 3299653.5),(23 3308873.3),(24 3400741.5),(25 3563884.5),(26 3719064),(27 3770874.5),(28 3727927.5),(29 3651409.3),(30 3544359.5),(31 3434566.5),(32 3379452.5),(33 3366439.5),(34 3315767.5),(35 3271373),(36 3300281.3),(37 3421993),(38 3591330.5),(39 3731741.5),(40 3814081),(41 3873522),(42 3935882.8),(43 3982981),(44 4029978.3),(45 4100091.8),(46 4157285.5),(47 4194187),(48 4246758),(49 4266454),(50 4280177),(51 4268116.5),(52 4239247.5),(53 4228797.5),(54 4245515),(55 4293683.5),(56 4410881.5),(57 4600469),(58 4804168),(59 4956740),(60 5020294.5),(61 5038521.5),(62 5012356),(63 4927054),(64 4768431.5),(65 4594563),(66 4456109),(67 4409681.5),(68 4448703),(69 4534306),(70 4646843),(71 4766786.5),(72 4898254),(73 4964838),(74 4970249),(75 4857174),(76 4673414),(77 4487616),(78 4373018.5),(79 4336751.5),
(1 440489.78),(2 1296804.4),(3 2031237.3),(4 2511139.5),(5 2818765),(6 3030989.5),(7 3185869.8),(8 3241426),(9 3167228.3),(10 3027863.3),(11 2900510.3),(12 2871191),(13 2989150.8),(14 3146478.8),(15 3239503.8),(16 3282191.3),(17 3287705.5),(18 3255285.5),(19 3249493.5),(20 3217398),(21 3150819.8),(22 3070131.8),(23 2998383.5),(24 2970904.8),(25 3064048.5),(26 3228623.3),(27 3370686.3),(28 3365846),(29 3305504),(30 3239340),(31 3165208.8),(32 3105693.5),(33 3048494),(34 2991030.5),(35 3011776.8),(36 3108052.8),(37 3258855.3),(38 3390794.5),(39 3418732.5),(40 3377873.8),(41 3343890.5),(42 3367724),(43 3408003),(44 3409870.3),(45 3380125),(46 3364300),(47 3386144.5),(48 3449486.5),(49 3517116),(50 3548585.3),(51 3520401.5),(52 3484069),(53 3498743.3),(54 3515470.3),(55 3509496.3),(56 3508974),(57 3502198.5),(58 3519660.5),(59 3569675.8),(60 3667170.5),(61 3796586.8),(62 3891451.3),(63 3896353.8),(64 3824630.5),(65 3754113.8),(66 3688134.5),(67 3604116),(68 3509234.8),(69 3403928),(70 3335821.5),(71 3313117.3),(72 3375401),(73 3515131.3),(74 3647214.8),(75 3714208.5),(76 3705285.3),(77 3631246.8),(78 3553775.3),(79 3460091.8),
(1 439367.9),(2 1302977.8),(3 2095281.1),(4 2638435.3),(5 2995755.5),(6 3202869.8),(7 3252094.8),(8 3207285.3),(9 3117095.3),(10 3104860),(11 3136054),(12 3224966.5),(13 3370290.8),(14 3452554.3),(15 3453800.8),(16 3376245.3),(17 3183887.8),(18 2956510.8),(19 2830588.3),(20 2827488),(21 2878238.8),(22 2960684.8),(23 3040213.5),(24 3066938.3),(25 3076958.3),(26 3081749.5),(27 2987211.5),(28 2830487.8),(29 2745788.8),(30 2746366),(31 2782716.5),(32 2815760.8),(33 2790283.8),(34 2745655.8),(35 2732918.5),(36 2745084),(37 2773555.8),(38 2814166.3),(39 2849720.3),(40 2880550.5),(41 2916507.5),(42 2992403.5),(43 3121502.3),(44 3261125),(45 3398649),(46 3539114),(47 3612840.8),(48 3636152),(49 3638550.8),(50 3658882.5),(51 3652616.8),(52 3659019.8),(53 3657870.3),(54 3648556),(55 3632329.3),(56 3573265),(57 3465136.3),(58 3373502.3),(59 3345605),(60 3410208),(61 3547476),(62 3683012.8),(63 3775777.3),(64 3849221),(65 3882287),(66 3813275.3),(67 3636044),(68 3440774.8),(69 3311559.3),(70 3282431.3),(71 3339401.8),(72 3410020),(73 3468645.5),(74 3505697.3),(75 3469474.8),(76 3362588.3),(77 3215646),(78 3093007),(79 3044473.5),
(1 414156.6),(2 1172042.1),(3 1741118.5),(4 1980715.5),(5 2100705.8),(6 2216318),(7 2359829),(8 2501937.3),(9 2611603.8),(10 2684341.5),(11 2714050),(12 2756241),(13 2815673),(14 2829141),(15 2825367),(16 2825191),(17 2798335),(18 2749655.5),(19 2754076.5),(20 2819175.5),(21 2919866),(22 3025802.5),(23 3098821),(24 3112235.5),(25 3079116.3),(26 3056174.5),(27 3050281.5),(28 3015935),(29 2956141),(30 2899461),(31 2846479.8),(32 2779581.8),(33 2701249),(34 2645269),(35 2652019.8),(36 2756983),(37 2899091.3),(38 3035363),(39 3074983.5),(40 3017184.5),(41 2931555.8),(42 2880753.8),(43 2884866.3),(44 2905064),(45 2936241.5),(46 3003854),(47 3071591.3),(48 3177934.3),(49 3292024.3),(50 3354554),(51 3397217),(52 3358829.3),(53 3270066.3),(54 3156310.3),(55 3059224.3),(56 3015362.8),(57 3022093),(58 3019156.8),(59 3004145),(60 3006098.8),(61 3018047),(62 3055261),(63 3160381.8),(64 3285756),(65 3398530),(66 3433320),(67 3405718.8),(68 3355634),(69 3286361),(70 3171528.3),(71 3036303),(72 2933125.3),(73 2893541),(74 2875465.3),(75 2831216),(76 2757371.8),(77 2699857),(78 2718005),(79 2795852.8),
(1 401655.97),(2 1110196.8),(3 1601784),(4 1792385.1),(5 1901667.9),(6 2002615.5),(7 2104121.8),(8 2191393.8),(9 2269158.3),(10 2334239),(11 2411887.3),(12 2520384),(13 2594347.5),(14 2631615.8),(15 2674708),(16 2719688.5),(17 2726160.3),(18 2642611.3),(19 2557184.8),(20 2547319.5),(21 2577124),(22 2572597.3),(23 2520547.3),(24 2479223.5),(25 2464976.8),(26 2454062.3),(27 2446729.5),(28 2400417),(29 2359163.5),(30 2397242.5),(31 2480175),(32 2541021.5),(33 2560713.5),(34 2574733.5),(35 2602468.3),(36 2636441.8),(37 2673472.5),(38 2712591),(39 2723428.8),(40 2731426.3),(41 2745828.8),(42 2731633.8),(43 2681511),(44 2611313.8),(45 2565448.5),(46 2557873),(47 2590898.3),(48 2661027.3),(49 2703362.5),(50 2725287.5),(51 2711280.5),(52 2636993),(53 2529779.8),(54 2416497),(55 2317971.3),(56 2266742.8),(57 2290403.8),(58 2320262),(59 2329349.5),(60 2350410.5),(61 2401624.5),(62 2465425),(63 2547111.8),(64 2619701.3),(65 2675460.5),(66 2693463.3),(67 2678712.3),(68 2646524.3),(69 2592396),(70 2528017),(71 2432628.3),(72 2332918.3),(73 2272735.8),(74 2239676.5),(75 2236112.3),(76 2271237.5),(77 2363183),(78 2474160.3),(79 2548074),
(1 362345.66),(2 968199.2),(3 1392365.1),(4 1561201.4),(5 1644069.8),(6 1760147.3),(7 1902925.8),(8 2043045),(9 2160097.5),(10 2233361.5),(11 2280989.8),(12 2318011.8),(13 2380787.3),(14 2479771.5),(15 2631554.5),(16 2784792.8),(17 2830322.8),(18 2769038.5),(19 2717769.5),(20 2710674.8),(21 2701046.5),(22 2669431.8),(23 2605861.8),(24 2567270.8),(25 2585886.5),(26 2643740),(27 2690475.5),(28 2702010.8),(29 2657133.5),(30 2622093.3),(31 2595036.3),(32 2564701.8),(33 2553896.3),(34 2556118.8),(35 2553816),(36 2520779.5),(37 2491741.5),(38 2467179),(39 2448774.5),(40 2441503),(41 2447845.8),(42 2465454.5),(43 2507394.8),(44 2573876.5),(45 2655963.3),(46 2711504.8),(47 2695633.8),(48 2648628.3),(49 2584291),(50 2505517.3),(51 2404432.3),(52 2308187),(53 2238740.3),(54 2188754),(55 2169135.5),(56 2163162.8),(57 2174941.3),(58 2194625.5),(59 2187684.5),(60 2167420.8),(61 2175739.5),(62 2194184.3),(63 2228294),(64 2296720.5),(65 2373610.5),(66 2393850.8),(67 2357082.3),(68 2284192),(69 2236920.3),(70 2216914.8),(71 2235593),(72 2287718.8),(73 2366667.8),(74 2426193),(75 2518312.3),(76 2586972.3),(77 2646156),(78 2701418.3),(79 2703973.8),
(1 313316.7),(2 829005.94),(3 1222339.8),(4 1418881.8),(5 1512315.9),(6 1594155),(7 1703377.8),(8 1846687.9),(9 1974801.8),(10 2051026.1),(11 2102713.5),(12 2165618),(13 2239241),(14 2258057),(15 2250203.8),(16 2227205.3),(17 2204659.5),(18 2170132.8),(19 2146182.3),(20 2175657.5),(21 2220007),(22 2259281.3),(23 2254131),(24 2226258.5),(25 2211515),(26 2236939.8),(27 2289918.3),(28 2342805.3),(29 2352922),(30 2354547.8),(31 2363000.3),(32 2368266),(33 2373700.5),(34 2375232.8),(35 2331372),(36 2255234.5),(37 2211387),(38 2234602.8),(39 2308033.8),(40 2393701.8),(41 2461713),(42 2477847.3),(43 2442094.3),(44 2359667.5),(45 2274157.3),(46 2206607),(47 2176638.3),(48 2199911.8),(49 2245956.3),(50 2267357.8),(51 2248083.8),(52 2179740.8),(53 2095994),(54 2016558.3),(55 1946062),(56 1870863.1),(57 1835973),(58 1863678.4),(59 1900114.9),(60 1912328.5),(61 1920410.9),(62 1925303.9),(63 1949305.8),(64 1992124.3),(65 2045680),(66 2083197.9),(67 2100665),(68 2104379.5),(69 2133135),(70 2146916.3),(71 2140104.8),(72 2134921.5),(73 2139717.8),(74 2129184.3),(75 2136488.5),(76 2168440.3),(77 2234292.3),(78 2322987.3),(79 2403092.3),
(1 355869.44),(2 937246.5),(3 1369692.1),(4 1562747.8),(5 1572109),(6 1553512.8),(7 1626139.6),(8 1752159.3),(9 1898018.3),(10 2022647.3),(11 2099078.8),(12 2133584.5),(13 2139504),(14 2079146.9),(15 2027293.8),(16 2046317.8),(17 2110802.3),(18 2147875.3),(19 2162844.5),(20 2155803.5),(21 2145890.8),(22 2128523.5),(23 2058715.8),(24 1940057.9),(25 1810469.8),(26 1747373.8),(27 1770522.9),(28 1852109.8),(29 1935697.1),(30 1983561.9),(31 1973686.1),(32 1953391.3),(33 1934097.9),(34 1916441.1),(35 1890278.6),(36 1886040.6),(37 1900054.5),(38 1943246.9),(39 1985395),(40 2001118.5),(41 1992010.9),(42 1973670.3),(43 1933663.6),(44 1888528),(45 1858022.1),(46 1862874.6),(47 1892437.8),(48 1921819.8),(49 1930933.8),(50 1939314.5),(51 1954405.9),(52 1958030.6),(53 1931245.4),(54 1917415.8),(55 1898414.9),(56 1854349),(57 1828519),(58 1855843),(59 1924620.3),(60 1984787.8),(61 2000571.4),(62 1983550.5),(63 1979069.4),(64 1975264.4),(65 1970439.3),(66 1953186.6),(67 1926192.6),(68 1907660.8),(69 1954701.5),(70 2058721.8),(71 2171621.3),(72 2241816.5),(73 2279440.5),(74 2246649.3),(75 2208053.3),(76 2210409.3),(77 2272414.3),(78 2363142),(79 2424495.3),
(1 327704.2),(2 837793.7),(3 1205912.6),(4 1435769.5),(5 1576736),(6 1712996.8),(7 1845860.8),(8 1913009.8),(9 1952021.8),(10 1985593.3),(11 2016075.8),(12 2037578.3),(13 2038675.4),(14 1965000.5),(15 1929544.5),(16 1925505.6),(17 1909975.9),(18 1887401.3),(19 1864917),(20 1893799.9),(21 1942365.9),(22 1907378.9),(23 1823838.6),(24 1744527.3),(25 1691244.1),(26 1679548.1),(27 1741282.9),(28 1829938.5),(29 1935802.6),(30 2006469.4),(31 1988474.5),(32 1915294.6),(33 1850395.9),(34 1807229.1),(35 1776864.8),(36 1739414.8),(37 1715501.9),(38 1708178),(39 1710481.1),(40 1729862.8),(41 1765305.8),(42 1799459.3),(43 1821714.9),(44 1863030.8),(45 1923935.9),(46 1979237.4),(47 1973332.3),(48 1934505.8),(49 1921367.9),(50 1959187),(51 2032160.4),(52 2065634.9),(53 2047895.1),(54 1997216),(55 1934910.3),(56 1873912.5),(57 1842843.9),(58 1822860.5),(59 1813663.3),(60 1820988.1),(61 1847916.1),(62 1886844.1),(63 1901486),(64 1874268.8),(65 1838445),(66 1834213),(67 1887255.5),(68 1991360.8),(69 2117353),(70 2210469),(71 2222884),(72 2159770.3),(73 2081292.8),(74 2048138.6),(75 2030042.1),(76 2048629.4),(77 2091459.9),(78 2142727),(79 2190106),
(1 333381.34),(2 865568.2),(3 1209033.1),(4 1335186.5),(5 1414505.8),(6 1545664),(7 1656555.3),(8 1671816),(9 1672971.3),(10 1683879.9),(11 1698476.4),(12 1709168.4),(13 1677325.8),(14 1594132.3),(15 1582680.4),(16 1666635.6),(17 1748237.4),(18 1724892.5),(19 1634577.8),(20 1575514.5),(21 1576445.5),(22 1571466.9),(23 1538692.1),(24 1515580.9),(25 1516335.6),(26 1553132.1),(27 1608442),(28 1643079),(29 1663357.8),(30 1683384.1),(31 1685817.3),(32 1671423.4),(33 1643733.8),(34 1612574.6),(35 1615128.4),(36 1619332.9),(37 1609035.3),(38 1588996.4),(39 1585973.1),(40 1590833.6),(41 1596537.8),(42 1593048),(43 1596109.1),(44 1640421.8),(45 1697210.6),(46 1750233),(47 1750516.8),(48 1698451.1),(49 1646859.9),(50 1657993.3),(51 1720700.8),(52 1815282.5),(53 1865487.4),(54 1862618),(55 1836224.6),(56 1798389.6),(57 1765787.3),(58 1739027.8),(59 1734154),(60 1738556.8),(61 1715556.3),(62 1689722),(63 1701106.3),(64 1743741.5),(65 1763766.6),(66 1751773.8),(67 1757003),(68 1772408.4),(69 1800806.9),(70 1803303.6),(71 1773901.5),(72 1742959.6),(73 1748393.8),(74 1771645.1),(75 1792588.9),(76 1811414.9),(77 1844030.8),(78 1873965.8),(79 1904578.5),
