1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 67078.01),(2 239756.05),(3 500458.1),(4 845642.8),(5 1240615.6),(6 1674894.6),(7 2131386.5),(8 2592550.3),(9 3063610.5),(10 3540526.5),(11 4018775.8),(12 4514394.5),(13 4995116),(14 5475825.5),(15 5931256.5),(16 6361733.5),(17 6771027),(18 7155006),(19 7518222.5),(20 7855954),(21 8174021.5),(22 8459585),(23 8714019),(24 8971804),(25 9191431),(26 9379323),(27 9573693),(28 9734052),(29 9887406),(30 10038780),(31 10174894),(32 10335766),(33 10466251),(34 10601307),(35 10727620),(36 10834237),(37 10945857),(38 11059089),(39 11147378),(40 11211293),(41 11267403),(42 11315137),(43 11376954),(44 11468376),(45 11555453),(46 11686795),(47 11838191),(48 11981056),(49 12156273),(50 12328888),(51 12510802),(52 12709198),(53 12914794),(54 13096996),(55 13254790),(56 13452277),(57 13626809),(58 13802746),(59 13973928),(60 14138963),(61 14325002),(62 14515573),(63 14728646),(64 14945817),(65 15120412),(66 15241825),(67 15328551),(68 15330888),(69 15307190),(70 15282254),(71 15178215),(72 15078979),(73 14890649),(74 14703869),(75 14500775),(76 14276257),(77 14081984),(78 13883121),(79 13685571),
(1 61248.066),(2 213864.98),(3 444786.22),(4 751304.8),(5 1093611.6),(6 1468722.1),(7 1848123),(8 2232165),(9 2605586.3),(10 2975324),(11 3352781.8),(12 3742382.8),(13 4112027.3),(14 4497263.5),(15 4878860.5),(16 5243524),(17 5608250.5),(18 5954475.5),(19 6270674.5),(20 6560455.5),(21 6828773.5),(22 7075805.5),(23 7303816),(24 7540090.5),(25 7742758.5),(26 7914261.5),(27 8065496.5),(28 8199360),(29 8330821.5),(30 8463443),(31 8578744),(32 8722681),(33 8854533),(34 8994553),(35 9125083),(36 9236055),(37 9312245),(38 9389346),(39 9410323),(40 9411751),(41 9420553),(42 9414343),(43 9430401),(44 9444886),(45 9448457),(46 9434218),(47 9401065),(48 9353695),(49 9323003),(50 9279647),(51 9251508),(52 9213949),(53 9180612),(54 9151514),(55 9126747),(56 9125805),(57 9131167),(58 9144415),(59 9177085),(60 9240901),(61 9334513),(62 9445661),(63 9587749),(64 9718501),(65 9827110),(66 9926879),(67 10020815),(68 10084376),(69 10177196),(70 10243252),(71 10323173),(72 10401351),(73 10436892),(74 10462725),(75 10471772),(76 10451385),(77 10432109),(78 10392303),(79 10345335),
(1 63664.605),(2 225326.88),(3 463262.28),(4 769544.56),(5 1118402.9),(6 1503753.6),(7 1896818.3),(8 2277460.8),(9 2641110.8),(10 2994849.3),(11 3331153.3),(12 3673676.8),(13 3997959),(14 4323038),(15 4653369.5),(16 4956895.5),(17 5266210),(18 5549297.5),(19 5820713.5),(20 6088967.5),(21 6346948.5),(22 6608743),(23 6852222.5),(24 7073358),(25 7301936.5),(26 7504898.5),(27 7696377),(28 7865026),(29 8016793.5),(30 8133326.5),(31 8205473.5),(32 8256530),(33 8275502),(34 8277694.5),(35 8271812),(36 8256881.5),(37 8238866),(38 8212263.5),(39 8196391.5),(40 8184059),(41 8184845.5),(42 8192528),(43 8205725),(44 8271822),(45 8332209.5),(46 8394308),(47 8474016),(48 8564957),(49 8665821),(50 8768632),(51 8876369),(52 8980767),(53 9102302),(54 9220581),(55 9320502),(56 9445308),(57 9571801),(58 9702864),(59 9830907),(60 9953880),(61 10065953),(62 10182652),(63 10326063),(64 10489911),(65 10617201),(66 10718164),(67 10804965),(68 10852654),(69 10898847),(70 10950725),(71 10980347),(72 11033856),(73 11068786),(74 11090569),(75 11103508),(76 11092782),(77 11088847),(78 11055826),(79 11001504),
(1 70888.79),(2 249261.44),(3 511775.97),(4 853881.06),(5 1233283.3),(6 1646718.9),(7 2071698.9),(8 2484352),(9 2888408),(10 3276997.8),(11 3662820.3),(12 4056545),(13 4440563),(14 4825643.5),(15 5205540),(16 5570772.5),(17 5945264),(18 6310697),(19 6662091),(20 6973432.5),(21 7264191.5),(22 7545945),(23 7776160.5),(24 7977911.5),(25 8144277),(26 8276602),(27 8401713),(28 8507391),(29 8618763),(30 8715308),(31 8814807),(32 8940185),(33 9056778),(34 9185757),(35 9322412),(36 9456133),(37 9589647),(38 9698518),(39 9804765),(40 9890382),(41 9972792),(42 10079256),(43 10161602),(44 10303785),(45 10458877),(46 10607355),(47 10779300),(48 10947434),(49 11117166),(50 11259702),(51 11398724),(52 11517350),(53 11644727),(54 11776639),(55 11885806),(56 12030967),(57 12144029),(58 12257875),(59 12372099),(60 12476494),(61 12565019),(62 12657710),(63 12767869),(64 12916241),(65 13085978),(66 13235967),(67 13430979),(68 13546469),(69 13680854),(70 13823946),(71 13934010),(72 14080896),(73 14205841),(74 14323107),(75 14426993),(76 14481052),(77 14563940),(78 14606414),(79 14640758),
(1 64166.344),(2 225985.92),(3 464912.6),(4 779242.06),(5 1126920.3),(6 1505778.4),(7 1898749.4),(8 2295317),(9 2688445.3),(10 3055824.3),(11 3412788.3),(12 3758087.5),(13 4069217.3),(14 4383029),(15 4681056.5),(16 4955564.5),(17 5217452.5),(18 5469212),(19 5708358),(20 5942742.5),(21 6174647),(22 6402227.5),(23 6622445),(24 6827194),(25 6993692.5),(26 7140655),(27 7266975),(28 7372326.5),(29 7471571),(30 7564605),(31 7652108.5),(32 7756393),(33 7853455.5),(34 7953206.5),(35 8043459.5),(36 8122864.5),(37 8210403),(38 8269565.5),(39 8340198.5),(40 8393652),(41 8453466),(42 8536069),(43 8590773),(44 8674993),(45 8771300),(46 8852747),(47 8938542),(48 8992388),(49 9060937),(50 9106662),(51 9170899),(52 9228801),(53 9286479),(54 9356691),(55 9422690),(56 9506446),(57 9579144),(58 9670075),(59 9770072),(60 9893870),(61 10024459),(62 10164078),(63 10295682),(64 10449023),(65 10587557),(66 10709564),(67 10837547),(68 10869805),(69 10944742),(70 10957221),(71 10979624),(72 11000124),(73 11007104),(74 11003660),(75 11005746),(76 10989269),(77 10989422),(78 10998108),(79 11013624),
(1 72252.43),(2 259195.23),(3 539543.1),(4 911081.56),(5 1326575.4),(6 1782283.5),(7 2261828.8),(8 2756837),(9 3244381.8),(10 3706355),(11 4147813.8),(12 4581648.5),(13 4966751),(14 5356518.5),(15 5719376.5),(16 6053178),(17 6369281),(18 6642832.5),(19 6888901.5),(20 7094608.5),(21 7291392),(22 7466319.5),(23 7629602),(24 7786757.5),(25 7916366),(26 8037156.5),(27 8147034),(28 8229007),(29 8287133.5),(30 8333586),(31 8367520.5),(32 8418159),(33 8455950),(34 8483340),(35 8514437),(36 8543052),(37 8565084),(38 8553790),(39 8534265),(40 8511109),(41 8486292),(42 8487094),(43 8483629),(44 8497967),(45 8527537),(46 8562364),(47 8609683),(48 8638311),(49 8695871),(50 8757921),(51 8849367),(52 8930741),(53 9017107),(54 9102202),(55 9174775),(56 9235629),(57 9271149),(58 9313173),(59 9379299),(60 9471370),(61 9575215),(62 9714481),(63 9849427),(64 9990915),(65 10116990),(66 10221011),(67 10339715),(68 10396416),(69 10482971),(70 10549017),(71 10587095),(72 10633167),(73 10643324),(74 10648865),(75 10655391),(76 10621382),(77 10584947),(78 10539631),(79 10479102),
(1 58052.926),(2 205357.64),(3 422933.13),(4 718147.56),(5 1053928.9),(6 1424668.3),(7 1819156.9),(8 2226820.8),(9 2628498),(10 3006480),(11 3366481.3),(12 3730222.3),(13 4066733),(14 4398040.5),(15 4723996.5),(16 5023611),(17 5306791),(18 5563327),(19 5807696.5),(20 6019049),(21 6227173),(22 6425263.5),(23 6603191.5),(24 6776972),(25 6940244),(26 7083619.5),(27 7223369),(28 7341091.5),(29 7456391),(30 7550643.5),(31 7641388.5),(32 7747214),(33 7827819.5),(34 7910814),(35 8000578),(36 8088064.5),(37 8170695),(38 8227483),(39 8274905),(40 8279457),(41 8266476.5),(42 8257877.5),(43 8229989),(44 8200354),(45 8143053),(46 8070106),(47 7987958.5),(48 7889130.5),(49 7822795.5),(50 7771745),(51 7738319),(52 7710165),(53 7694114),(54 7671912.5),(55 7653537.5),(56 7656980.5),(57 7647522.5),(58 7653337),(59 7667748),(60 7695177),(61 7736957.5),(62 7795224.5),(63 7857644.5),(64 7929716),(65 8002821),(66 8073118),(67 8156158),(68 8212208.5),(69 8292829),(70 8360638.5),(71 8387627.5),(72 8416926),(73 8410255),(74 8393510),(75 8376961),(76 8353372),(77 8339368.5),(78 8335573.5),(79 8348083),
(1 63609.082),(2 223272.52),(3 461869.03),(4 786867.06),(5 1155266.4),(6 1561629.1),(7 1989270.4),(8 2424633.5),(9 2859555.5),(10 3273320.8),(11 3677894),(12 4059058),(13 4404761),(14 4736772),(15 5064271.5),(16 5387501),(17 5703240.5),(18 5979193),(19 6222700.5),(20 6425026),(21 6607111),(22 6769716),(23 6903125.5),(24 7036346),(25 7131910),(26 7208215.5),(27 7287987.5),(28 7342439.5),(29 7392543),(30 7443111),(31 7479410),(32 7526123),(33 7560389),(34 7597395.5),(35 7634822),(36 7670209),(37 7693426.5),(38 7706718),(39 7722980),(40 7721064.5),(41 7724902),(42 7709009),(43 7693448.5),(44 7689414),(45 7671732.5),(46 7670403),(47 7682192),(48 7690537),(49 7731016.5),(50 7772049),(51 7824037),(52 7869260),(53 7916133),(54 7947374),(55 7965036),(56 8003733.5),(57 8033637),(58 8081434),(59 8149091),(60 8222911),(61 8311093.5),(62 8402722),(63 8508637),(64 8635586),(65 8762171),(66 8876103),(67 8988600),(68 9065525),(69 9162082),(70 9258854),(71 9337161),(72 9427000),(73 9466057),(74 9514006),(75 9568258),(76 9596489),(77 9648438),(78 9688118),(79 9731393),
(1 67962.35),(2 234126.47),(3 482282.2),(4 815928.75),(5 1183079.5),(6 1607022.6),(7 2044687.1),(8 2493275.3),(9 2939370.5),(10 3351483),(11 3747944.8),(12 4124359.5),(13 4472875),(14 4810401.5),(15 5135638),(16 5430201.5),(17 5720018),(18 5972509),(19 6204879),(20 6381959.5),(21 6544830.5),(22 6686668),(23 6791471),(24 6904876),(25 6986788),(26 7051744.5),(27 7106044),(28 7144602),(29 7187183),(30 7222447),(31 7251955),(32 7274118),(33 7292199),(34 7301231.5),(35 7303480),(36 7284767),(37 7249154.5),(38 7198311),(39 7136917),(40 7046753),(41 6953346),(42 6870711.5),(43 6784949.5),(44 6734387.5),(45 6697140),(46 6680511),(47 6693488),(48 6718701),(49 6781852),(50 6867319),(51 6993519),(52 7129879.5),(53 7293333.5),(54 7476057),(55 7670494),(56 7889518),(57 8089335),(58 8292208),(59 8487168),(60 8689090),(61 8870402),(62 9027241),(63 9163163),(64 9306981),(65 9462263),(66 9605124),(67 9763606),(68 9889321),(69 10028845),(70 10168138),(71 10276541),(72 10401322),(73 10495870),(74 10592906),(75 10679693),(76 10724712),(77 10785290),(78 10845088),(79 10905833),
(1 53052.785),(2 184097.56),(3 374389.7),(4 631732.3),(5 912764.56),(6 1227742.5),(7 1566097.6),(8 1909395.5),(9 2260843.3),(10 2590493),(11 2923960.8),(12 3245720.8),(13 3547461.5),(14 3840550.5),(15 4117226.5),(16 4371544.5),(17 4617447),(18 4820094.5),(19 4995983),(20 5140792.5),(21 5264122),(22 5375105.5),(23 5462572.5),(24 5552321.5),(25 5608682.5),(26 5658906.5),(27 5709963),(28 5757881),(29 5812760),(30 5854695),(31 5881915),(32 5907677),(33 5936670.5),(34 5965986.5),(35 5993518.5),(36 6021204),(37 6046982.5),(38 6066168),(39 6092704),(40 6099424),(41 6115789.5),(42 6133709),(43 6140415),(44 6167009.5),(45 6193961),(46 6212195.5),(47 6244433.5),(48 6277267.5),(49 6322657.5),(50 6371309.5),(51 6435020.5),(52 6496300.5),(53 6563893),(54 6628604.5),(55 6705078.5),(56 6786811.5),(57 6857925),(58 6940716.5),(59 7019033),(60 7102865.5),(61 7180445.5),(62 7237498),(63 7276375.5),(64 7319325.5),(65 7369816),(66 7395658.5),(67 7418405),(68 7390646.5),(69 7390237.5),(70 7351305.5),(71 7323644.5),(72 7287387.5),(73 7238439.5),(74 7218497),(75 7203421.5),(76 7191389.5),(77 7194107),(78 7196017.5),(79 7194682),
(1 50289.734),(2 174090.31),(3 352698.56),(4 592731.75),(5 857003),(6 1139790),(7 1445080.9),(8 1746264.9),(9 2056603.4),(10 2342660.5),(11 2619089.8),(12 2912179),(13 3190089),(14 3483504.3),(15 3788626.8),(16 4080759.3),(17 4375408.5),(18 4637465.5),(19 4860381.5),(20 5036826),(21 5192720.5),(22 5336836.5),(23 5450383.5),(24 5572599),(25 5657499.5),(26 5717877.5),(27 5787799),(28 5833142.5),(29 5883338),(30 5922615.5),(31 5942156.5),(32 5994652),(33 6033747),(34 6088707.5),(35 6148925.5),(36 6207745.5),(37 6262665),(38 6297496),(39 6342727),(40 6359811),(41 6378093.5),(42 6392445),(43 6375236),(44 6381647.5),(45 6388376.5),(46 6396419),(47 6438526),(48 6483229.5),(49 6547653),(50 6608546.5),(51 6690585.5),(52 6769090),(53 6863546),(54 6948931),(55 7024610),(56 7119974.5),(57 7190401),(58 7255986.5),(59 7347489),(60 7433637),(61 7514641),(62 7568331),(63 7595186.5),(64 7632477.5),(65 7662718),(66 7688327.5),(67 7723857.5),(68 7694097.5),(69 7678325),(70 7643553.5),(71 7587078.5),(72 7549607.5),(73 7476728),(74 7410973.5),(75 7341616.5),(76 7256268),(77 7180495.5),(78 7095746.5),(79 7014209),
(1 55793.08),(2 193282.03),(3 383376.94),(4 633846.1),(5 900179.1),(6 1184877.4),(7 1487109.4),(8 1793605.9),(9 2111634.8),(10 2412513.5),(11 2717992),(12 3027265),(13 3317687),(14 3623534),(15 3911387),(16 4191733.3),(17 4467053.5),(18 4715381.5),(19 4941441),(20 5128813),(21 5289751),(22 5417230.5),(23 5501271.5),(24 5574322),(25 5627785),(26 5663324),(27 5704977),(28 5735491),(29 5761602.5),(30 5770355.5),(31 5756883.5),(32 5744281),(33 5722956.5),(34 5710042.5),(35 5699691.5),(36 5687806),(37 5669183),(38 5637606),(39 5615378),(40 5578856.5),(41 5561960),(42 5560236),(43 5556290),(44 5587290),(45 5628747),(46 5666213),(47 5719154),(48 5763844.5),(49 5822886),(50 5861804),(51 5917786),(52 5962461),(53 6007078),(54 6063769.5),(55 6130187.5),(56 6218201),(57 6299982.5),(58 6395928.5),(59 6503357),(60 6610389),(61 6726277.5),(62 6819888.5),(63 6881114),(64 6913329),(65 6929200),(66 6936292.5),(67 6943343.5),(68 6913436),(69 6892803),(70 6867626.5),(71 6836300),(72 6823832.5),(73 6792876),(74 6771406),(75 6749092.5),(76 6702956.5),(77 6678073),(78 6638959),(79 6598275.5),
(1 52725.332),(2 184395.75),(3 370355.63),(4 612666.6),(5 869886.44),(6 1142065.5),(7 1431354),(8 1711448.9),(9 2006780.6),(10 2285990.3),(11 2553401),(12 2823184.3),(13 3074633),(14 3332289.5),(15 3581878),(16 3821799.5),(17 4067383.5),(18 4278061),(19 4458296.5),(20 4605929),(21 4723689),(22 4823012),(23 4890170),(24 4963256.5),(25 5019516.5),(26 5072470.5),(27 5136752.5),(28 5192910.5),(29 5261579.5),(30 5328849.5),(31 5393842.5),(32 5471560),(33 5539874),(34 5608338.5),(35 5669435.5),(36 5732298.5),(37 5785359),(38 5821842),(39 5859640.5),(40 5886917),(41 5908352.5),(42 5931915.5),(43 5948853),(44 5990366),(45 6030153.5),(46 6069181.5),(47 6123813),(48 6174636),(49 6252060.5),(50 6321225.5),(51 6392364.5),(52 6454118),(53 6523156),(54 6589515),(55 6651482),(56 6733481.5),(57 6807195.5),(58 6886195.5),(59 6964613),(60 7040166),(61 7116699.5),(62 7187082.5),(63 7259768),(64 7334695.5),(65 7391014.5),(66 7435961.5),(67 7476956.5),(68 7491442.5),(69 7492589.5),(70 7490421),(71 7458990),(72 7441209.5),(73 7385417.5),(74 7338429),(75 7284009),(76 7202847.5),(77 7141924.5),(78 7089354.5),(79 7049795.5),
(1 53095.688),(2 182999.31),(3 367995.6),(4 612244.9),(5 875237.1),(6 1155303.1),(7 1450396.9),(8 1753023.3),(9 2068973.4),(10 2372629.8),(11 2663124),(12 2967152.3),(13 3251153.5),(14 3550547.5),(15 3852849.5),(16 4147931),(17 4438130.5),(18 4687195.5),(19 4917639),(20 5111368.5),(21 5279683),(22 5425962.5),(23 5544772.5),(24 5659191.5),(25 5754991.5),(26 5841724.5),(27 5940895.5),(28 6025627),(29 6115907),(30 6196836.5),(31 6270466),(32 6356105),(33 6419576),(34 6481029.5),(35 6539013.5),(36 6595935.5),(37 6645819.5),(38 6684313.5),(39 6727811.5),(40 6759538),(41 6780708.5),(42 6790434),(43 6794019.5),(44 6821928),(45 6849541.5),(46 6882556.5),(47 6930870),(48 6972269.5),(49 7024891),(50 7067713.5),(51 7114984.5),(52 7153291.5),(53 7196444.5),(54 7232525),(55 7255920.5),(56 7295725),(57 7330051),(58 7373968.5),(59 7438331),(60 7515781),(61 7588605),(62 7650259),(63 7695559),(64 7734718),(65 7771211.5),(66 7799496.5),(67 7811077),(68 7770656),(69 7725660.5),(70 7672263),(71 7602945.5),(72 7557457),(73 7490585),(74 7443616.5),(75 7396866),(76 7355599.5),(77 7337285),(78 7328542.5),(79 7329645),
(1 56514.984),(2 195838.31),(3 401038.28),(4 671421.1),(5 958846.3),(6 1261760.9),(7 1570085.4),(8 1869981.5),(9 2157361),(10 2417568.3),(11 2662912.8),(12 2911665.5),(13 3132928.8),(14 3354708.3),(15 3567655),(16 3769465.5),(17 3958163.3),(18 4115633.8),(19 4260669),(20 4381399.5),(21 4484099),(22 4578393),(23 4649003),(24 4723609.5),(25 4791157.5),(26 4860256),(27 4942610),(28 5011235),(29 5082022.5),(30 5141047.5),(31 5196889.5),(32 5250071.5),(33 5291219.5),(34 5336540),(35 5396271),(36 5473407.5),(37 5563690.5),(38 5651255),(39 5738486),(40 5817340.5),(41 5879869),(42 5930290),(43 5961858),(44 5991981),(45 6016412.5),(46 6035654.5),(47 6054558.5),(48 6068864),(49 6090947),(50 6115119),(51 6153162.5),(52 6194320.5),(53 6244680.5),(54 6292876),(55 6345178.5),(56 6402072),(57 6439321.5),(58 6468165),(59 6496690.5),(60 6538678),(61 6595397),(62 6644682.5),(63 6678843.5),(64 6700083),(65 6714683),(66 6717655),(67 6705359),(68 6658047.5),(69 6610227),(70 6563855.5),(71 6519828),(72 6502309),(73 6483252.5),(74 6471623),(75 6473755.5),(76 6451378.5),(77 6430539.5),(78 6401581),(79 6370456),
(1 58375.227),(2 199467.73),(3 397502.34),(4 644044.6),(5 903651.06),(6 1171395.4),(7 1439072.4),(8 1696475.3),(9 1947914.3),(10 2176426),(11 2394251),(12 2605614.8),(13 2798290.8),(14 2997091),(15 3194442.8),(16 3388117),(17 3578325.3),(18 3728885),(19 3858244.3),(20 3957544.5),(21 4034289.3),(22 4088706.8),(23 4115770),(24 4146472.5),(25 4170588.5),(26 4193206.8),(27 4229192),(28 4257504),(29 4293316.5),(30 4324103),(31 4349778.5),(32 4380638),(33 4406276.5),(34 4442135.5),(35 4487721),(36 4543447),(37 4601984.5),(38 4651090.5),(39 4696602.5),(40 4715267),(41 4719543),(42 4707490),(43 4689412.5),(44 4672774.5),(45 4654427),(46 4645171.5),(47 4648917.5),(48 4650042.5),(49 4656955),(50 4650327),(51 4639956),(52 4627021.5),(53 4615153.5),(54 4602751),(55 4582389.5),(56 4570105),(57 4553545),(58 4546033),(59 4546565.5),(60 4558245.5),(61 4577196),(62 4598647.5),(63 4621932),(64 4649838.5),(65 4692377.5),(66 4736812),(67 4775019),(68 4784293.5),(69 4798259.5),(70 4802154.5),(71 4805165.5),(72 4814469),(73 4824443.5),(74 4835409),(75 4854483),(76 4862730),(77 4883109.5),(78 4900813),(79 4906313),
(1 60749.688),(2 207007.69),(3 413143.28),(4 674789.06),(5 951775.8),(6 1233476.8),(7 1511907.3),(8 1780267),(9 2028161.3),(10 2255585),(11 2463572.5),(12 2666866.3),(13 2849090.8),(14 3038983.5),(15 3224808.5),(16 3397837.5),(17 3570462.3),(18 3720586.8),(19 3861297),(20 3979632),(21 4093341.8),(22 4206117.5),(23 4300537),(24 4412176),(25 4512279.5),(26 4595917),(27 4685340),(28 4749613.5),(29 4805367),(30 4854336.5),(31 4892216),(32 4950095.5),(33 5004433),(34 5070915.5),(35 5153441.5),(36 5233858),(37 5313160),(38 5372004.5),(39 5429947),(40 5464481),(41 5477188.5),(42 5479165),(43 5465998.5),(44 5464648),(45 5465646),(46 5467170),(47 5484750),(48 5494830.5),(49 5518851),(50 5540964.5),(51 5577889),(52 5604251.5),(53 5617627.5),(54 5616041.5),(55 5607322.5),(56 5617061.5),(57 5631013),(58 5652056),(59 5675734.5),(60 5709630),(61 5733776),(62 5774759),(63 5811419.5),(64 5850573),(65 5894424),(66 5931237.5),(67 5976079.5),(68 5994604),(69 6034500.5),(70 6055492.5),(71 6066784.5),(72 6065928),(73 6038175.5),(74 6016478.5),(75 6004133),(76 5979150),(77 5987877),(78 6010527.5),(79 6037070),
(1 56189.94),(2 191329.06),(3 382114.34),(4 626721.4),(5 880748.8),(6 1145920.5),(7 1412413.6),(8 1674624.8),(9 1923604.8),(10 2152534),(11 2364313.3),(12 2575072.3),(13 2765446.3),(14 2956062.5),(15 3139603.8),(16 3304745.8),(17 3455913.8),(18 3586420.5),(19 3701339.3),(20 3800647.5),(21 3885335.3),(22 3958884),(23 4010216.3),(24 4057625.5),(25 4080897.3),(26 4090822),(27 4104030),(28 4112692),(29 4120999),(30 4131122),(31 4143281.5),(32 4166041.5),(33 4190720.3),(34 4227364.5),(35 4273550),(36 4322140),(37 4367349),(38 4396049.5),(39 4421332.5),(40 4438978),(41 4465226),(42 4496970.5),(43 4523591.5),(44 4561447),(45 4594480.5),(46 4628098.5),(47 4669777),(48 4701026),(49 4732721.5),(50 4765469),(51 4812435.5),(52 4850771),(53 4894239),(54 4940231),(55 4984774.5),(56 5040155.5),(57 5082169),(58 5128883),(59 5181344.5),(60 5225274.5),(61 5259037.5),(62 5267716.5),(63 5263291.5),(64 5247266),(65 5231324.5),(66 5215606),(67 5209748.5),(68 5174753),(69 5156797),(70 5132859.5),(71 5117291),(72 5111306.5),(73 5093516),(74 5083333.5),(75 5073988.5),(76 5052406),(77 5045363),(78 5029729),(79 5018039),
(1 54186.89),(2 182426.2),(3 359425.47),(4 584429.44),(5 819897.2),(6 1073036.4),(7 1341408),(8 1604899),(9 1873127.4),(10 2126159),(11 2363509.3),(12 2601533.8),(13 2815534.8),(14 3033018.3),(15 3240463),(16 3428505.3),(17 3611752),(18 3760132),(19 3888982.8),(20 3996600.8),(21 4082680.8),(22 4153220),(23 4192342.3),(24 4228848.5),(25 4242997.5),(26 4247399.5),(27 4251897.5),(28 4244378),(29 4232003.5),(30 4212359.5),(31 4176295),(32 4142831.3),(33 4106955.8),(34 4080624.3),(35 4062802.3),(36 4060308),(37 4070194),(38 4079152),(39 4094363.8),(40 4097296),(41 4110132.3),(42 4119432.3),(43 4133395),(44 4161803.8),(45 4193717.3),(46 4228012.5),(47 4269791.5),(48 4314987.5),(49 4374501.5),(50 4434275.5),(51 4505029.5),(52 4583316.5),(53 4668141.5),(54 4745922),(55 4808347.5),(56 4873325.5),(57 4912973.5),(58 4945593.5),(59 4974719.5),(60 5000379.5),(61 5046808),(62 5095553),(63 5149148),(64 5203737.5),(65 5254472),(66 5305759.5),(67 5353851.5),(68 5376264.5),(69 5425370.5),(70 5449708.5),(71 5475784.5),(72 5515200),(73 5527322),(74 5547510.5),(75 5560107.5),(76 5555307.5),(77 5584694.5),(78 5600149.5),(79 5620338),
