1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 25.246809),(2 38.25382),(3 46.629276),(4 48.873165),(5 50.21998),(6 51.550064),(7 52.396103),(8 53.020626),(9 53.15999),(10 54.187386),(11 54.506065),(12 55.208134),(13 56.28041),(14 56.481087),(15 55.559208),(16 55.876865),(17 55.90325),(18 55.65755),(19 56.487354),(20 56.673836),(21 57.131054),(22 57.618797),(23 57.72069),(24 58.583157),(25 58.06032),(26 58.41974),(27 58.350822),(28 58.770794),(29 59.583652),(30 59.75008),(31 59.406643),(32 59.635323),(33 60.033047),(34 59.43005),(35 59.77707),(36 60.130154),(37 60.65933),(38 60.963917),(39 60.361397),(40 60.313095),(41 61.078857),(42 60.942715),(43 60.62295),(44 60.795948),(45 60.76592),(46 61.171936),(47 61.49426),(48 62.056915),(49 61.762333),(50 61.342617),(51 61.10499),(52 60.831726),(53 60.175663),(54 60.65325),(55 60.640987),(56 60.823204),(57 60.654747),(58 60.176582),(59 59.8751),(60 60.923298),(61 61.148712),(62 61.408524),(63 61.311024),(64 61.68095),(65 61.48427),(66 61.936726),(67 61.59885),(68 61.740635),(69 62.113564),(70 61.951653),(71 62.168056),(72 62.02411),(73 62.26429),(74 62.613758),(75 61.734802),(76 62.075115),(77 61.89836),(78 61.80575),(79 62.63628),
(1 25.255419),(2 38.447533),(3 46.86012),(4 49.042454),(5 50.38223),(6 51.2638),(7 52.255768),(8 53.09851),(9 53.67653),(10 54.72816),(11 55.1543),(12 55.475822),(13 56.162098),(14 56.51783),(15 56.085094),(16 56.055626),(17 56.267952),(18 56.59064),(19 57.67802),(20 58.016582),(21 58.101658),(22 58.498825),(23 58.822826),(24 59.360233),(25 58.894836),(26 58.63349),(27 58.037758),(28 57.252495),(29 58.53352),(30 59.188145),(31 59.273968),(32 59.719696),(33 60.15251),(34 59.74376),(35 60.34866),(36 60.254967),(37 60.692383),(38 60.99212),(39 61.053345),(40 61.27391),(41 61.4345),(42 61.9414),(43 62.002544),(44 62.572487),(45 61.820263),(46 61.92374),(47 61.74541),(48 61.657207),(49 61.848476),(50 61.868656),(51 61.498707),(52 61.778263),(53 61.852196),(54 61.5667),(55 61.322506),(56 60.77235),(57 61.0669),(58 61.01255),(59 61.122673),(60 61.59742),(61 61.267864),(62 61.4075),(63 61.325165),(64 61.060863),(65 60.6702),(66 60.532005),(67 60.417408),(68 60.718525),(69 60.449738),(70 60.9174),(71 61.205963),(72 60.866703),(73 61.21633),(74 61.555428),(75 60.681114),(76 61.122616),(77 61.132927),(78 61.321995),(79 62.086525),
(1 24.659084),(2 36.936886),(3 45.041264),(4 47.05222),(5 48.3102),(6 49.252647),(7 49.85684),(8 50.826645),(9 51.026546),(10 52.6394),(11 53.431335),(12 54.248062),(13 54.89646),(14 55.125854),(15 54.631477),(16 54.738506),(17 55.0396),(18 55.261993),(19 56.125446),(20 55.961815),(21 56.293156),(22 56.4389),(23 56.544605),(24 57.132053),(25 57.326973),(26 57.245415),(27 57.3284),(28 57.21209),(29 58.169228),(30 58.647583),(31 58.866554),(32 60.105423),(33 60.593964),(34 59.773136),(35 60.487755),(36 61.192303),(37 62.004406),(38 62.318695),(39 61.89939),(40 61.5214),(41 61.816452),(42 62.012848),(43 62.3234),(44 62.02744),(45 61.688477),(46 61.660183),(47 62.117764),(48 62.18185),(49 61.956985),(50 61.915028),(51 61.774128),(52 61.874252),(53 61.288048),(54 61.073452),(55 60.875866),(56 60.303783),(57 60.134693),(58 60.0008),(59 60.0059),(60 60.519432),(61 60.503975),(62 60.729736),(63 60.39996),(64 60.311516),(65 60.194195),(66 60.470993),(67 60.223415),(68 60.324192),(69 60.060795),(70 60.369427),(71 60.45971),(72 60.8457),(73 61.277363),(74 61.72891),(75 61.922295),(76 61.34511),(77 61.243416),(78 61.078144),(79 61.287155),
(1 25.396212),(2 37.493473),(3 46.274628),(4 48.56843),(5 49.90316),(6 51.213924),(7 52.387165),(8 53.115536),(9 53.125607),(10 53.935036),(11 54.28662),(12 54.95544),(13 55.931614),(14 56.235813),(15 56.182415),(16 56.237392),(17 56.181595),(18 55.969696),(19 56.4319),(20 56.293884),(21 56.330227),(22 56.943714),(23 57.017982),(24 57.90556),(25 57.71953),(26 58.11456),(27 57.645916),(28 58.12899),(29 58.307163),(30 58.922592),(31 58.780895),(32 59.983925),(33 60.191162),(34 59.62723),(35 59.64165),(36 60.380615),(37 60.620003),(38 61.196407),(39 61.243675),(40 61.346),(41 61.7391),(42 61.936012),(43 61.771194),(44 61.86189),(45 61.453323),(46 61.625633),(47 61.55752),(48 62.148914),(49 62.51982),(50 62.575825),(51 62.104908),(52 62.09161),(53 61.90378),(54 61.69002),(55 60.951244),(56 60.79106),(57 60.455982),(58 60.535336),(59 60.553772),(60 60.756233),(61 60.867317),(62 61.16241),(63 61.12514),(64 60.83938),(65 60.414364),(66 60.337227),(67 60.17778),(68 60.23839),(69 60.31121),(70 60.249973),(71 59.65784),(72 59.212048),(73 59.44022),(74 59.88927),(75 59.8619),(76 60.441555),(77 60.32902),(78 59.87557),(79 60.652744),
(1 25.123497),(2 37.438026),(3 45.79198),(4 47.54251),(5 49.095543),(6 50.408527),(7 51.646683),(8 52.13206),(9 52.28436),(10 53.22932),(11 53.6282),(12 54.320114),(13 55.649582),(14 56.004017),(15 55.741627),(16 55.76069),(17 55.66646),(18 55.6693),(19 55.658432),(20 56.001194),(21 56.440056),(22 56.4602),(23 56.581207),(24 56.953087),(25 57.083626),(26 56.851208),(27 56.545544),(28 56.55278),(29 57.554737),(30 58.081326),(31 58.306114),(32 59.451096),(33 59.756763),(34 58.766487),(35 59.079967),(36 59.05646),(37 59.554207),(38 59.574905),(39 59.386032),(40 59.453075),(41 59.771763),(42 59.99013),(43 59.81856),(44 60.214237),(45 60.34566),(46 60.575436),(47 60.15235),(48 59.929306),(49 59.7559),(50 59.843094),(51 59.07236),(52 59.24674),(53 59.07833),(54 59.140694),(55 59.466637),(56 59.1302),(57 59.288437),(58 59.287086),(59 58.85292),(60 59.402374),(61 59.253586),(62 59.051914),(63 58.737843),(64 58.71408),(65 58.225338),(66 58.083214),(67 58.04707),(68 57.916332),(69 57.488487),(70 57.36125),(71 57.009926),(72 57.1765),(73 57.930424),(74 58.3465),(75 58.34982),(76 58.35267),(77 58.5959),(78 58.159008),(79 58.464294),
(1 24.730822),(2 37.02281),(3 44.860626),(4 46.72877),(5 47.779755),(6 48.753025),(7 50.08848),(8 50.94098),(9 50.890522),(10 51.83129),(11 52.55225),(12 53.131588),(13 53.980236),(14 54.666946),(15 54.066017),(16 54.500725),(17 54.14709),(18 53.692223),(19 54.341473),(20 54.763725),(21 55.027924),(22 55.51964),(23 55.564445),(24 56.17759),(25 57.00552),(26 57.53644),(27 55.90866),(28 56.125008),(29 56.497627),(30 56.948555),(31 56.909576),(32 57.854546),(33 58.2546),(34 58.11618),(35 58.945766),(36 59.14193),(37 59.537548),(38 60.14386),(39 60.114807),(40 60.256798),(41 61.029144),(42 61.342926),(43 61.175297),(44 60.890785),(45 60.705666),(46 60.813583),(47 61.179077),(48 61.828045),(49 62.25518),(50 62.577534),(51 61.69685),(52 61.798363),(53 61.541725),(54 61.600468),(55 61.88023),(56 61.509995),(57 61.39457),(58 60.878056),(59 60.20901),(60 60.81573),(61 60.62091),(62 60.727406),(63 59.452602),(64 59.031925),(65 58.870724),(66 59.43427),(67 59.196728),(68 59.0311),(69 58.78876),(70 58.560593),(71 58.24591),(72 58.538692),(73 58.350487),(74 58.45243),(75 58.111557),(76 58.28839),(77 58.167206),(78 58.456738),(79 58.292828),
(1 24.960794),(2 37.22326),(3 46.083294),(4 48.035263),(5 49.14781),(6 49.810863),(7 51.437782),(8 52.323483),(9 52.19984),(10 52.991158),(11 53.24521),(12 53.621716),(13 54.37977),(14 54.54256),(15 54.14804),(16 54.65344),(17 54.819035),(18 54.941376),(19 55.16678),(20 55.26504),(21 55.82049),(22 56.137146),(23 56.316208),(24 56.5491),(25 56.841885),(26 57.287228),(27 56.93596),(28 56.910885),(29 57.016014),(30 57.13687),(31 56.874706),(32 57.558083),(33 57.76124),(34 57.36878),(35 57.835377),(36 58.150196),(37 58.49699),(38 59.40489),(39 59.24291),(40 59.191048),(41 59.274544),(42 60.1161),(43 60.8741),(44 60.936127),(45 60.531193),(46 60.1182),(47 59.781204),(48 59.726627),(49 59.871445),(50 60.415215),(51 60.23204),(52 59.962566),(53 59.61107),(54 58.926094),(55 58.921837),(56 59.38289),(57 59.562473),(58 59.286213),(59 58.479343),(60 58.976147),(61 59.15577),(62 59.399345),(63 59.42962),(64 59.293156),(65 59.1987),(66 58.78998),(67 58.846134),(68 58.433563),(69 58.62872),(70 58.316216),(71 58.269344),(72 58.434284),(73 58.49252),(74 58.405994),(75 57.640125),(76 57.753113),(77 57.99202),(78 57.850464),(79 58.455822),
(1 24.77163),(2 37.15909),(3 45.574894),(4 47.81925),(5 48.811726),(6 49.27795),(7 50.132484),(8 50.870327),(9 50.601883),(10 51.503998),(11 51.52697),(12 52.11829),(13 53.365376),(14 53.88595),(15 53.163937),(16 53.457664),(17 53.652443),(18 53.742676),(19 54.306015),(20 54.3127),(21 54.53432),(22 54.687412),(23 54.98588),(24 55.138504),(25 55.503498),(26 56.24582),(27 55.32775),(28 55.38775),(29 56.056915),(30 56.07541),(31 56.192963),(32 56.93527),(33 57.242294),(34 56.870518),(35 57.113964),(36 57.2732),(37 57.744816),(38 58.089012),(39 57.74535),(40 58.027733),(41 59.148624),(42 59.66064),(43 59.588696),(44 59.70862),(45 59.37066),(46 59.02788),(47 58.81243),(48 59.279526),(49 59.63211),(50 59.72555),(51 58.87357),(52 58.20403),(53 57.679413),(54 57.80338),(55 57.722797),(56 57.801586),(57 57.90548),(58 57.962612),(59 57.17601),(60 58.27081),(61 58.877625),(62 59.49909),(63 58.37828),(64 57.976936),(65 58.009487),(66 58.48624),(67 58.56341),(68 58.695072),(69 58.08698),(70 58.03596),(71 57.646217),(72 58.187004),(73 58.43266),(74 58.64623),(75 58.316586),(76 58.85372),(77 59.009747),(78 58.54866),(79 59.003906),
(1 24.689463),(2 36.85147),(3 45.59161),(4 48.31514),(5 49.056797),(6 49.296505),(7 50.481583),(8 51.173008),(9 50.87726),(10 51.701733),(11 51.764263),(12 51.8967),(13 52.32105),(14 53.165833),(15 52.3729),(16 53.294765),(17 53.106426),(18 53.007786),(19 54.25961),(20 54.416183),(21 54.836826),(22 54.707382),(23 54.89264),(24 55.3483),(25 55.58253),(26 55.749004),(27 55.399864),(28 55.70565),(29 55.789055),(30 56.129528),(31 56.253914),(32 57.093445),(33 57.40782),(34 56.929935),(35 57.42163),(36 57.612976),(37 58.081642),(38 58.75455),(39 58.8792),(40 58.89074),(41 59.438126),(42 59.589966),(43 59.481983),(44 59.895523),(45 59.581234),(46 59.3268),(47 59.443726),(48 59.794956),(49 60.18727),(50 60.250153),(51 59.808052),(52 59.361446),(53 58.26781),(54 58.431534),(55 58.16309),(56 58.150158),(57 58.02266),(58 57.827957),(59 57.944534),(60 58.068146),(61 58.418762),(62 58.35181),(63 57.257465),(64 56.76152),(65 56.666264),(66 56.52131),(67 56.39001),(68 56.287247),(69 56.14189),(70 56.63613),(71 57.1337),(72 57.400578),(73 57.578476),(74 57.83934),(75 57.01133),(76 57.233715),(77 57.43528),(78 56.9344),(79 57.42701),
(1 24.697575),(2 36.648838),(3 44.40178),(4 45.82541),(5 46.840454),(6 47.582184),(7 48.79656),(8 49.473293),(9 49.70746),(10 50.1919),(11 50.66763),(12 51.54307),(13 52.264874),(14 52.78164),(15 52.562683),(16 52.750763),(17 52.492798),(18 51.921795),(19 52.74584),(20 52.798965),(21 53.043064),(22 53.072094),(23 53.698097),(24 54.367683),(25 54.332523),(26 54.143642),(27 53.991764),(28 53.610893),(29 54.169308),(30 54.29129),(31 53.610653),(32 54.560707),(33 55.39088),(34 55.47613),(35 55.486336),(36 55.15894),(37 54.970173),(38 55.12039),(39 55.446693),(40 55.8931),(41 56.46554),(42 56.850914),(43 57.246384),(44 57.636593),(45 57.470844),(46 57.41808),(47 57.514297),(48 57.935635),(49 58.494312),(50 58.02722),(51 58.040134),(52 57.937138),(53 57.23127),(54 57.451653),(55 57.475212),(56 57.656727),(57 57.780933),(58 58.27962),(59 58.20527),(60 58.84816),(61 58.612434),(62 58.370514),(63 57.878265),(64 57.85787),(65 57.75166),(66 58.15734),(67 58.047752),(68 58.039894),(69 58.165714),(70 58.14554),(71 58.256092),(72 57.887905),(73 58.156464),(74 58.802685),(75 57.803936),(76 58.13334),(77 58.106842),(78 57.85519),(79 58.564583),
(1 24.068413),(2 36.322506),(3 44.180523),(4 46.25336),(5 47.447514),(6 48.53387),(7 49.751205),(8 50.413258),(9 50.39282),(10 51.004566),(11 51.075344),(12 51.481487),(13 52.254345),(14 52.736595),(15 52.036354),(16 53.205135),(17 53.245964),(18 53.309715),(19 53.821125),(20 53.781525),(21 53.896484),(22 54.024044),(23 54.5845),(24 55.610764),(25 55.690754),(26 56.350346),(27 55.76512),(28 55.41392),(29 55.464905),(30 55.48607),(31 55.55372),(32 56.635403),(33 56.93513),(34 56.31729),(35 56.39249),(36 56.91426),(37 57.298847),(38 57.62985),(39 57.16929),(40 57.176933),(41 58.52088),(42 58.82303),(43 58.81388),(44 58.28285),(45 57.99784),(46 57.92211),(47 57.676414),(48 58.188847),(49 58.375553),(50 57.948982),(51 57.204556),(52 56.759808),(53 56.622215),(54 56.92685),(55 57.105625),(56 56.83698),(57 56.648148),(58 56.42185),(59 56.04189),(60 56.536297),(61 57.02072),(62 56.956238),(63 56.15093),(64 56.271664),(65 56.420673),(66 57.07163),(67 56.796055),(68 56.71768),(69 56.63443),(70 56.18424),(71 56.260403),(72 56.28927),(73 57.127872),(74 57.84602),(75 57.039867),(76 57.205772),(77 57.222965),(78 56.972897),(79 57.513226),
(1 23.68374),(2 35.48612),(3 43.82654),(4 45.33048),(5 45.95838),(6 46.395134),(7 47.86801),(8 48.86832),(9 48.92462),(10 49.8386),(11 50.204052),(12 50.790424),(13 50.667374),(14 50.702435),(15 50.92827),(16 51.56554),(17 51.71394),(18 51.505398),(19 52.203392),(20 52.10314),(21 52.296658),(22 52.87578),(23 53.228157),(24 53.78905),(25 54.220474),(26 54.362503),(27 53.9968),(28 53.595657),(29 53.91485),(30 54.277885),(31 54.421227),(32 55.42049),(33 55.952164),(34 55.920525),(35 56.46166),(36 56.64417),(37 57.067726),(38 57.71004),(39 57.621426),(40 57.64884),(41 58.146255),(42 58.432365),(43 58.50965),(44 58.955387),(45 58.570114),(46 58.468613),(47 58.14048),(48 58.25241),(49 58.491875),(50 58.429314),(51 58.079807),(52 57.7303),(53 57.736343),(54 56.994087),(55 56.813118),(56 56.839294),(57 56.691406),(58 57.100857),(59 57.065067),(60 57.08598),(61 57.011078),(62 57.09048),(63 56.592815),(64 56.138313),(65 56.366814),(66 56.63669),(67 56.35332),(68 56.149708),(69 56.479023),(70 56.348385),(71 56.43758),(72 56.71447),(73 57.566387),(74 57.742416),(75 57.814922),(76 57.267906),(77 57.425724),(78 57.101257),(79 57.892437),
(1 23.576706),(2 35.293755),(3 43.324303),(4 45.075905),(5 46.085278),(6 46.94269),(7 48.269234),(8 48.799946),(9 48.741978),(10 49.411366),(11 49.961876),(12 50.58107),(13 51.149223),(14 51.871746),(15 51.66614),(16 52.176556),(17 52.14901),(18 52.32002),(19 52.59748),(20 52.49724),(21 52.662697),(22 52.029076),(23 52.282207),(24 53.019176),(25 53.50414),(26 53.77423),(27 53.298355),(28 52.46296),(29 53.078747),(30 53.46866),(31 53.378685),(32 54.037205),(33 54.65925),(34 53.972454),(35 54.285145),(36 54.46101),(37 54.61412),(38 55.587364),(39 55.39643),(40 55.614803),(41 55.92208),(42 56.19026),(43 56.555576),(44 56.8411),(45 56.371056),(46 56.02928),(47 56.185112),(48 56.026066),(49 56.43289),(50 56.475758),(51 56.04366),(52 55.696037),(53 55.298416),(54 55.63223),(55 55.46069),(56 55.44816),(57 55.840893),(58 55.659542),(59 55.047844),(60 55.474617),(61 55.577526),(62 56.075577),(63 56.091637),(64 56.183735),(65 56.427647),(66 56.266903),(67 56.4021),(68 56.320618),(69 56.417683),(70 56.15012),(71 56.110546),(72 55.31766),(73 55.505356),(74 55.95583),(75 55.743935),(76 55.47184),(77 55.847176),(78 55.775436),(79 56.645794),
(1 23.999863),(2 35.894367),(3 44.13611),(4 46.222397),(5 47.671116),(6 48.632442),(7 49.2693),(8 49.281036),(9 49.640594),(10 50.392056),(11 50.645336),(12 50.873394),(13 51.191048),(14 51.716137),(15 51.496838),(16 52.046776),(17 52.307064),(18 52.833965),(19 53.13325),(20 52.714943),(21 52.725563),(22 53.15348),(23 53.249226),(24 53.711475),(25 53.92309),(26 54.06824),(27 53.488743),(28 53.687748),(29 54.520786),(30 55.00018),(31 54.850864),(32 55.414104),(33 55.599106),(34 55.550625),(35 55.752934),(36 56.415066),(37 57.156075),(38 57.897366),(39 57.22672),(40 56.76067),(41 57.223106),(42 57.42104),(43 57.224167),(44 57.467457),(45 57.465706),(46 57.445217),(47 56.914356),(48 57.409256),(49 57.619682),(50 57.510807),(51 56.879562),(52 56.972843),(53 57.107178),(54 56.92008),(55 56.611732),(56 56.087185),(57 55.448425),(58 55.175545),(59 54.837196),(60 55.306374),(61 55.57675),(62 55.45612),(63 55.87914),(64 56.062107),(65 56.287273),(66 55.96886),(67 56.10361),(68 56.29608),(69 56.384735),(70 55.919952),(71 55.810745),(72 55.78768),(73 56.381966),(74 56.355167),(75 56.131584),(76 55.8121),(77 55.81981),(78 55.667564),(79 56.29678),
(1 23.265629),(2 34.670197),(3 42.579426),(4 44.34634),(5 45.31844),(6 46.13736),(7 47.14497),(8 47.82675),(9 47.515236),(10 48.391815),(11 48.81292),(12 49.286682),(13 49.59668),(14 50.32557),(15 50.358692),(16 50.362087),(17 50.502808),(18 50.48866),(19 51.01647),(20 51.11786),(21 51.547565),(22 51.718204),(23 51.66371),(24 52.4227),(25 52.34217),(26 52.945683),(27 52.588295),(28 52.740993),(29 52.66136),(30 52.79201),(31 53.018684),(32 54.018627),(33 54.747578),(34 54.471916),(35 54.815384),(36 55.013325),(37 55.32503),(38 55.82904),(39 55.66629),(40 55.63337),(41 56.635532),(42 57.090637),(43 57.35184),(44 57.198),(45 56.728203),(46 56.859768),(47 56.189716),(48 56.4519),(49 56.300163),(50 56.544308),(51 55.908085),(52 55.97075),(53 56.015553),(54 56.007637),(55 55.41231),(56 54.726437),(57 54.23223),(58 54.022396),(59 53.657303),(60 53.713146),(61 54.276485),(62 54.27514),(63 53.93188),(64 53.659546),(65 53.75226),(66 54.572258),(67 54.785877),(68 55.09581),(69 55.30665),(70 54.91939),(71 54.766243),(72 54.456745),(73 54.544636),(74 55.34708),(75 55.13606),(76 55.546146),(77 55.46741),(78 55.303757),(79 55.294987),
(1 23.947218),(2 35.610615),(3 43.675232),(4 45.351597),(5 46.401684),(6 47.117393),(7 47.902615),(8 48.31113),(9 48.492687),(10 49.49745),(11 49.628414),(12 50.159325),(13 51.06122),(14 51.246315),(15 50.59234),(16 50.95416),(17 51.330383),(18 51.873577),(19 51.887863),(20 52.101997),(21 52.301983),(22 52.69517),(23 52.684113),(24 52.95717),(25 53.00091),(26 52.518547),(27 52.895756),(28 53.050198),(29 52.9909),(30 52.97065),(31 52.744198),(32 53.559242),(33 53.950283),(34 53.598343),(35 53.959965),(36 54.251534),(37 54.532932),(38 55.04977),(39 54.45507),(40 54.373055),(41 55.259235),(42 55.6179),(43 55.6598),(44 55.47814),(45 54.877346),(46 54.655872),(47 54.471455),(48 54.492832),(49 54.315723),(50 54.52977),(51 54.546436),(52 54.41239),(53 54.564545),(54 54.461605),(55 54.063274),(56 53.836403),(57 53.70281),(58 54.060223),(59 53.37311),(60 54.06052),(61 54.644093),(62 54.895626),(63 54.838074),(64 54.653797),(65 54.86585),(66 55.099815),(67 55.084923),(68 55.35879),(69 55.232346),(70 54.882656),(71 54.477436),(72 54.002026),(73 54.119144),(74 54.318256),(75 54.17627),(76 54.734245),(77 54.925453),(78 54.739754),(79 55.19597),
(1 23.39555),(2 35.035084),(3 43.11915),(4 44.81737),(5 45.675488),(6 46.81816),(7 47.602684),(8 47.945835),(9 48.039448),(10 48.288204),(11 48.85954),(12 49.556717),(13 50.496975),(14 50.803703),(15 50.477283),(16 51.75428),(17 51.781765),(18 51.54928),(19 52.042107),(20 51.945354),(21 52.048088),(22 52.536846),(23 52.549747),(24 53.14805),(25 53.564445),(26 53.029873),(27 52.97105),(28 52.73046),(29 52.97276),(30 53.227066),(31 53.701847),(32 54.307972),(33 54.335144),(34 54.299965),(35 54.168198),(36 54.393505),(37 54.52152),(38 55.024334),(39 54.77914),(40 54.732525),(41 54.986305),(42 55.096107),(43 54.902916),(44 55.138226),(45 55.060963),(46 54.9765),(47 55.311634),(48 55.51211),(49 55.739624),(50 56.132107),(51 55.561634),(52 55.548122),(53 54.912464),(54 54.792435),(55 55.03691),(56 54.605206),(57 54.479946),(58 54.175392),(59 53.66287),(60 54.49244),(61 54.723682),(62 54.833237),(63 53.83875),(64 54.00929),(65 54.25001),(66 54.75788),(67 54.427265),(68 54.405376),(69 54.550007),(70 54.28673),(71 54.0433),(72 53.7378),(73 53.95449),(74 54.279003),(75 54.160225),(76 54.192654),(77 54.511093),(78 54.547928),(79 54.758656),
(1 23.197504),(2 34.664536),(3 42.406902),(4 44.09636),(5 45.20782),(6 46.334656),(7 46.763367),(8 47.269512),(9 47.47386),(10 48.04568),(11 48.41224),(12 49.055737),(13 49.65635),(14 49.995323),(15 49.724083),(16 50.23922),(17 50.114506),(18 50.045387),(19 51.237312),(20 51.295727),(21 51.195755),(22 51.379604),(23 51.485134),(24 52.452843),(25 52.87478),(26 53.23618),(27 52.939148),(28 52.19776),(29 52.464123),(30 52.95451),(31 53.517673),(32 54.479828),(33 54.880913),(34 54.4983),(35 54.174694),(36 54.533543),(37 54.750782),(38 55.61103),(39 55.169193),(40 55.290318),(41 56.497974),(42 56.519096),(43 56.26368),(44 55.448753),(45 55.257614),(46 55.145958),(47 55.19192),(48 55.11131),(49 54.947952),(50 54.65435),(51 53.98131),(52 53.94232),(53 53.62441),(54 53.656548),(55 53.584576),(56 53.48159),(57 53.218224),(58 53.24033),(59 53.54442),(60 53.443462),(61 53.572487),(62 53.66043),(63 53.674946),(64 53.609066),(65 53.584385),(66 53.829952),(67 54.015068),(68 54.053993),(69 53.672276),(70 53.442623),(71 53.220104),(72 52.88832),(73 53.24447),(74 53.711487),(75 53.612366),(76 53.63415),(77 54.153957),(78 53.768063),(79 54.08426),
