1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11139.376),(2 27110.111),(3 55895.656),(4 81839.77),(5 115388.875),(6 150645.05),(7 190865.3),(8 227958.19),(9 266554.6),(10 302640.5),(11 343358.72),(12 380398),(13 416017.5),(14 449194.34),(15 479863.9),(16 506864.6),(17 535514.3),(18 562090.8),(19 592003.06),(20 623467.94),(21 659142.8),(22 703912.25),(23 749317.94),(24 794359.2),(25 846421.94),(26 891227.5),(27 950136.8),(28 1005395.8),(29 1065594.4),(30 1126107),(31 1194268.5),(32 1267982.3),(33 1332741.3),(34 1407257.9),(35 1490369.5),(36 1575377.6),(37 1651979.5),(38 1733344.6),(39 1822423),(40 1899700.1),(41 1980113),(42 2064823.4),(43 2144068),(44 2211537.3),(45 2282131),(46 2359014.8),(47 2435886),(48 2514311.8),(49 2593484.8),(50 2675003),(51 2760443.3),(52 2841105),(53 2932487),(54 3040526.8),(55 3156727.8),(56 3278333.3),(57 3399166),(58 3511707.3),(59 3629594),(60 3744050.8),(61 3884397),(62 4019796),(63 4168191.3),(64 4309481.5),(65 4459714.5),(66 4598952),(67 4708656.5),(68 4822058.5),(69 4938188),(70 5089210.5),(71 5234998.5),(72 5380228.5),(73 5544486.5),(74 5703176),(75 5850222),(76 5978340),(77 6124754.5),(78 6266593.5),(79 6400180),
(1 45.003464),(2 50.230366),(3 52.92976),(4 54.17208),(5 55.725563),(6 56.797348),(7 57.37023),(8 57.87702),(9 59.02442),(10 59.691936),(11 59.880875),(12 60.664806),(13 60.89439),(14 60.879417),(15 60.743187),(16 60.91951),(17 61.14518),(18 60.30272),(19 61.556023),(20 61.193718),(21 62.204998),(22 62.38878),(23 62.535286),(24 63.049297),(25 62.74063),(26 62.62768),(27 62.616577),(28 63.26157),(29 63.656605),(30 63.587246),(31 63.65932),(32 64.2091),(33 64.25111),(34 64.52561),(35 64.62331),(36 64.63116),(37 64.52561),(38 64.20915),(39 63.892998),(40 63.878914),(41 63.69433),(42 63.692307),(43 63.682964),(44 63.815662),(45 63.387157),(46 63.99961),(47 64.26113),(48 64.93354),(49 64.80027),(50 65.55462),(51 64.70179),(52 66.03815),(53 65.47863),(54 65.54597),(55 65.28702),(56 64.83251),(57 64.98633),(58 64.563255),(59 64.332985),(60 64.98871),(61 65.49191),(62 66.33932),(63 65.08035),(64 65.034904),(65 65.655876),(66 64.73624),(67 65.16319),(68 65.21193),(69 64.9701),(70 64.795784),(71 64.53469),(72 64.073616),(73 64.23515),(74 64.23243),(75 64.1502),(76 64.6728),(77 64.132225),(78 64.75509),(79 65.00041),
(1 43.526478),(2 49.003742),(3 51.568844),(4 53.23738),(5 54.8204),(6 55.32463),(7 57.048443),(8 58.062546),(9 58.05848),(10 58.33715),(11 58.832928),(12 59.021175),(13 59.02894),(14 59.639343),(15 59.538013),(16 59.94885),(17 60.540695),(18 59.73112),(19 60.229656),(20 60.242836),(21 60.833817),(22 60.708065),(23 61.734898),(24 62.65818),(25 62.587513),(26 62.732014),(27 61.814686),(28 62.226265),(29 62.529175),(30 63.251434),(31 62.975414),(32 63.628),(33 63.351246),(34 63.468704),(35 63.523216),(36 63.180386),(37 62.892494),(38 63.523315),(39 62.857773),(40 63.10161),(41 63.120808),(42 63.531403),(43 63.54035),(44 63.39325),(45 62.99043),(46 63.71472),(47 64.082794),(48 64.0746),(49 64.34866),(50 65.82915),(51 65.011314),(52 64.83671),(53 65.87684),(54 65.67356),(55 66.06561),(56 65.47553),(57 65.02909),(58 64.41634),(59 64.50142),(60 64.366905),(61 64.23959),(62 65.10069),(63 64.88262),(64 65.07856),(65 64.86826),(66 64.77767),(67 64.6102),(68 64.74876),(69 64.203896),(70 64.086555),(71 63.97128),(72 64.00719),(73 63.91267),(74 64.65763),(75 64.55963),(76 64.69628),(77 64.41442),(78 64.3539),(79 64.58184),
(1 44.02547),(2 48.84484),(3 51.65538),(4 52.81619),(5 54.4053),(6 55.545586),(7 56.19546),(8 57.46873),(9 57.244083),(10 57.681404),(11 58.577293),(12 58.780613),(13 58.75125),(14 59.426834),(15 58.824257),(16 59.16756),(17 59.71175),(18 59.33547),(19 59.617634),(20 59.943535),(21 60.03989),(22 60.460613),(23 60.49769),(24 61.399475),(25 61.338615),(26 61.19917),(27 61.617126),(28 61.942635),(29 61.552258),(30 60.699993),(31 61.121223),(32 61.825153),(33 62.128845),(34 61.68495),(35 61.17051),(36 61.671154),(37 61.612072),(38 62.272793),(39 61.62291),(40 61.881836),(41 62.164104),(42 61.94888),(43 61.729774),(44 62.70743),(45 61.217667),(46 61.50922),(47 61.19408),(48 62.760353),(49 62.579426),(50 63.3743),(51 62.876865),(52 63.20029),(53 62.92377),(54 62.32115),(55 62.585617),(56 63.1179),(57 62.685833),(58 62.661892),(59 62.403076),(60 62.775852),(61 62.216133),(62 62.740818),(63 62.68003),(64 62.766865),(65 62.449696),(66 62.672756),(67 62.008865),(68 62.064903),(69 61.492073),(70 61.834385),(71 62.43044),(72 62.09256),(73 62.032852),(74 62.519405),(75 62.09591),(76 61.90215),(77 61.95704),(78 63.02588),(79 62.3986),
(1 43.076435),(2 47.976105),(3 51.120567),(4 52.72959),(5 54.088493),(6 54.86631),(7 54.547443),(8 56.45771),(9 56.30757),(10 57.378006),(11 57.57173),(12 57.972904),(13 58.845554),(14 58.775932),(15 58.74495),(16 58.539867),(17 59.17671),(18 59.333714),(19 60.07277),(20 59.858753),(21 60.332455),(22 59.750168),(23 60.791737),(24 61.79142),(25 61.774593),(26 61.824013),(27 62.712204),(28 62.36765),(29 63.005),(30 62.50423),(31 62.589363),(32 63.13843),(33 63.40515),(34 62.455605),(35 62.20703),(36 62.93507),(37 62.865845),(38 63.148342),(39 62.207752),(40 62.355656),(41 62.497086),(42 62.72401),(43 62.87495),(44 62.730297),(45 62.222504),(46 62.634678),(47 62.319736),(48 62.900856),(49 62.871593),(50 63.44009),(51 63.072876),(52 63.289223),(53 63.458443),(54 63.450882),(55 63.66355),(56 63.593502),(57 62.971523),(58 63.60706),(59 63.108334),(60 63.357273),(61 63.600918),(62 63.490894),(63 62.743717),(64 62.60366),(65 62.505203),(66 62.637512),(67 62.672245),(68 62.71492),(69 62.80359),(70 63.46651),(71 62.82441),(72 63.03329),(73 63.400227),(74 63.401615),(75 62.35472),(76 62.34445),(77 62.397106),(78 63.242764),(79 62.56739),
(1 42.371826),(2 47.114017),(3 49.518696),(4 51.434757),(5 53.023876),(6 53.82948),(7 54.452316),(8 56.485386),(9 55.444),(10 55.836464),(11 56.75679),(12 57.449734),(13 57.808117),(14 58.45715),(15 57.460236),(16 58.12026),(17 58.568325),(18 58.846333),(19 59.273304),(20 59.506702),(21 60.17227),(22 59.495956),(23 60.234375),(24 60.97175),(25 61.041992),(26 60.897583),(27 61.033688),(28 60.944084),(29 61.571102),(30 60.95261),(31 61.45406),(32 61.58126),(33 61.03249),(34 61.192154),(35 61.17432),(36 60.54488),(37 61.947),(38 62.206192),(39 61.78195),(40 60.687256),(41 61.335598),(42 61.74257),(43 62.19979),(44 62.169216),(45 62.04566),(46 62.153492),(47 62.24578),(48 62.707),(49 62.181004),(50 62.766724),(51 62.51471),(52 62.596943),(53 62.28694),(54 62.100132),(55 61.722996),(56 62.632717),(57 61.89203),(58 60.924347),(59 61.96115),(60 62.630074),(61 63.304104),(62 63.438816),(63 62.80302),(64 62.80581),(65 62.378613),(66 62.194473),(67 62.471294),(68 63.052143),(69 62.55906),(70 62.613976),(71 62.792454),(72 63.13934),(73 63.87303),(74 64.242226),(75 63.449352),(76 63.70826),(77 63.209866),(78 63.932804),(79 64.08401),
(1 43.187515),(2 47.69076),(3 49.79438),(4 51.78262),(5 53.090706),(6 53.341198),(7 54.281895),(8 54.86397),(9 55.967243),(10 56.34014),(11 55.857338),(12 56.455574),(13 56.417885),(14 57.236813),(15 57.394913),(16 57.442516),(17 57.818527),(18 58.491917),(19 58.053886),(20 59.394615),(21 59.277145),(22 58.476536),(23 59.46418),(24 60.455246),(25 60.608162),(26 60.46122),(27 61.126205),(28 60.956394),(29 60.90948),(30 60.90206),(31 60.93806),(32 60.74583),(33 60.53571),(34 61.269184),(35 61.46534),(36 61.094917),(37 61.920643),(38 62.35487),(39 61.54896),(40 61.903923),(41 62.276363),(42 62.143253),(43 62.70716),(44 63.06205),(45 62.069286),(46 62.139877),(47 61.670036),(48 62.18007),(49 61.971355),(50 62.89957),(51 61.77108),(52 61.575302),(53 62.021267),(54 62.61429),(55 62.899315),(56 63.042088),(57 62.70447),(58 62.807034),(59 62.846664),(60 63.049026),(61 63.63312),(62 63.31988),(63 62.74476),(64 62.730602),(65 62.659454),(66 62.769398),(67 62.208103),(68 62.319023),(69 62.811287),(70 62.698753),(71 61.867664),(72 61.9275),(73 61.669765),(74 62.99517),(75 62.083908),(76 61.732162),(77 61.579216),(78 60.837246),(79 61.669155),
(1 41.98689),(2 47.410286),(3 50.133614),(4 51.654747),(5 52.513676),(6 53.74605),(7 54.016563),(8 54.782337),(9 55.82637),(10 56.6367),(11 56.7659),(12 57.01859),(13 57.98495),(14 57.656017),(15 57.30181),(16 57.224487),(17 57.424545),(18 58.693756),(19 58.91777),(20 59.287327),(21 58.96748),(22 59.34419),(23 59.312626),(24 60.31947),(25 60.657112),(26 61.323162),(27 61.954437),(28 61.57655),(29 61.143795),(30 60.803074),(31 60.815945),(32 61.761208),(33 61.59155),(34 61.123295),(35 60.765324),(36 60.43578),(37 60.690205),(38 60.587463),(39 59.678787),(40 59.254383),(41 60.180706),(42 60.084293),(43 60.512295),(44 60.65897),(45 59.444843),(46 59.413788),(47 59.30095),(48 59.01363),(49 59.698795),(50 60.297943),(51 59.925938),(52 61.260155),(53 60.160736),(54 60.43367),(55 60.318176),(56 60.738857),(57 60.679264),(58 60.740337),(59 60.570663),(60 61.115593),(61 61.98418),(62 61.231045),(63 61.34847),(64 60.54647),(65 60.233433),(66 61.008274),(67 61.40917),(68 61.189594),(69 61.669163),(70 61.22498),(71 61.204395),(72 61.78812),(73 62.24118),(74 61.676914),(75 60.922287),(76 61.485588),(77 60.730263),(78 61.055107),(79 61.532368),
(1 41.342323),(2 45.8764),(3 47.77398),(4 49.725918),(5 50.735203),(6 51.841732),(7 52.598618),(8 52.671574),(9 54.397533),(10 55.131268),(11 55.09134),(12 55.077633),(13 55.697292),(14 55.705284),(15 56.216885),(16 55.95969),(17 57.188072),(18 57.421432),(19 57.411694),(20 58.319267),(21 57.831738),(22 57.751835),(23 58.542816),(24 59.199608),(25 59.765205),(26 59.46862),(27 60.346222),(28 60.30326),(29 60.320374),(30 60.337635),(31 59.669304),(32 60.33206),(33 60.007942),(34 60.846554),(35 60.72177),(36 59.78353),(37 60.42567),(38 60.8001),(39 59.89376),(40 60.097157),(41 60.039913),(42 59.404415),(43 59.65136),(44 60.000473),(45 58.88749),(46 59.346584),(47 59.708385),(48 59.48739),(49 60.543102),(50 60.531765),(51 60.627262),(52 60.840355),(53 60.69483),(54 60.556694),(55 60.497086),(56 59.66635),(57 60.171425),(58 60.716187),(59 60.792564),(60 61.571136),(61 61.70451),(62 61.804005),(63 61.5171),(64 61.56485),(65 60.806282),(66 61.464783),(67 61.58358),(68 61.38973),(69 61.28421),(70 61.462696),(71 60.649914),(72 60.72495),(73 60.72019),(74 61.051975),(75 61.188335),(76 61.49782),(77 60.71074),(78 61.223457),(79 61.02654),
(1 42.577248),(2 47.012707),(3 50.054962),(4 51.01692),(5 51.940155),(6 52.811256),(7 54.109337),(8 54.86247),(9 55.765415),(10 56.320465),(11 56.250984),(12 57.375237),(13 57.734642),(14 57.57154),(15 57.595535),(16 57.312756),(17 58.14109),(18 58.076233),(19 58.822052),(20 59.41564),(21 59.905552),(22 60.214977),(23 60.24183),(24 61.25284),(25 60.875473),(26 61.054535),(27 61.42027),(28 60.602165),(29 61.22116),(30 60.09217),(31 59.666306),(32 59.840336),(33 58.782074),(34 59.674744),(35 59.51854),(36 60.148525),(37 59.711933),(38 61.00333),(39 59.483685),(40 59.334282),(41 60.40661),(42 59.46668),(43 59.70635),(44 60.394855),(45 59.65909),(46 60.152805),(47 59.437386),(48 60.60375),(49 61.187435),(50 60.645134),(51 60.240013),(52 60.696808),(53 60.64787),(54 60.71912),(55 59.892506),(56 60.379986),(57 60.57823),(58 59.359146),(59 60.48134),(60 60.386597),(61 61.526173),(62 61.069084),(63 60.30604),(64 60.31077),(65 60.84605),(66 60.832436),(67 62.001766),(68 61.163105),(69 60.56393),(70 60.5039),(71 60.623154),(72 60.4419),(73 60.95606),(74 61.13986),(75 60.91222),(76 60.873825),(77 60.836563),(78 62.215996),(79 61.0796),
(1 41.322376),(2 45.297577),(3 47.705757),(4 49.230343),(5 50.795063),(6 52.007664),(7 52.91217),(8 53.125584),(9 53.605984),(10 54.025898),(11 54.54391),(12 54.7777),(13 55.08114),(14 55.37954),(15 55.394333),(16 55.76949),(17 55.34695),(18 56.298702),(19 56.36803),(20 56.8328),(21 57.31466),(22 57.32169),(23 57.51744),(24 57.388977),(25 57.42137),(26 58.392654),(27 57.704987),(28 58.18146),(29 57.72526),(30 58.1284),(31 58.15238),(32 57.941742),(33 58.040054),(34 57.521244),(35 57.849884),(36 57.7814),(37 57.486237),(38 57.963345),(39 58.0704),(40 57.841778),(41 57.30424),(42 57.859238),(43 57.132694),(44 57.22192),(45 57.31585),(46 57.88795),(47 57.279835),(48 57.357452),(49 58.690197),(50 58.21054),(51 58.029118),(52 57.48021),(53 57.6202),(54 57.78515),(55 57.422943),(56 57.948467),(57 57.65674),(58 57.714123),(59 57.75474),(60 57.224995),(61 57.6112),(62 58.482147),(63 57.65624),(64 58.425198),(65 58.42619),(66 58.703304),(67 58.65386),(68 58.331295),(69 58.339073),(70 58.557842),(71 58.312984),(72 58.26618),(73 57.71255),(74 58.189808),(75 58.206444),(76 57.83776),(77 57.947937),(78 58.58915),(79 58.60338),
(1 40.393772),(2 45.835014),(3 47.881756),(4 48.81891),(5 50.854294),(6 51.013588),(7 51.894558),(8 52.964325),(9 53.25789),(10 54.12516),(11 54.407917),(12 54.646393),(13 55.70494),(14 56.257698),(15 54.9918),(16 55.733826),(17 56.16412),(18 57.443317),(19 56.62394),(20 56.840866),(21 57.43732),(22 56.998913),(23 57.5782),(24 57.47045),(25 57.974964),(26 58.15605),(27 58.237362),(28 57.947792),(29 57.59306),(30 58.475285),(31 57.87884),(32 58.11291),(33 57.94044),(34 57.8136),(35 57.6561),(36 58.253937),(37 57.654602),(38 58.143265),(39 57.92052),(40 57.73144),(41 58.259846),(42 58.753613),(43 58.048935),(44 58.550262),(45 58.31044),(46 58.87463),(47 58.977886),(48 59.022556),(49 59.24566),(50 59.38638),(51 59.82177),(52 59.777798),(53 60.004692),(54 60.070183),(55 59.725094),(56 60.027786),(57 60.724293),(58 59.707554),(59 59.14462),(60 60.057053),(61 60.18388),(62 59.900394),(63 59.84797),(64 59.335354),(65 58.872684),(66 59.600353),(67 59.241573),(68 59.905087),(69 59.848347),(70 59.903564),(71 60.181515),(72 59.105576),(73 59.158707),(74 60.017784),(75 59.568325),(76 59.888412),(77 60.519466),(78 60.453903),(79 60.17284),
(1 39.69002),(2 44.460533),(3 47.06787),(4 48.29084),(5 49.602985),(6 50.586826),(7 51.02547),(8 52.082607),(9 52.605995),(10 52.8256),(11 53.31555),(12 53.72846),(13 53.98779),(14 54.762894),(15 54.203205),(16 54.04814),(17 54.556152),(18 55.25243),(19 55.49051),(20 55.64716),(21 56.213234),(22 56.381855),(23 56.51817),(24 56.28198),(25 56.724056),(26 57.43504),(27 57.31427),(28 56.601696),(29 57.71744),(30 57.010258),(31 57.315384),(32 57.022316),(33 57.274723),(34 57.182545),(35 56.67034),(36 56.950066),(37 56.96162),(38 57.684704),(39 56.76645),(40 57.08435),(41 57.324474),(42 56.962246),(43 57.02916),(44 57.397667),(45 56.612305),(46 56.67968),(47 56.246384),(48 56.49538),(49 56.692497),(50 56.853294),(51 56.202404),(52 56.57035),(53 56.393955),(54 56.69149),(55 57.1422),(56 56.938007),(57 57.302967),(58 57.339966),(59 57.30646),(60 58.19392),(61 58.84272),(62 58.470623),(63 58.622772),(64 58.504032),(65 58.28262),(66 58.66999),(67 58.273643),(68 58.69726),(69 58.49871),(70 57.356316),(71 57.53799),(72 57.54965),(73 57.39722),(74 57.946663),(75 57.63847),(76 57.553196),(77 57.69753),(78 58.134224),(79 57.684643),
(1 40.788963),(2 45.879295),(3 48.567757),(4 49.224796),(5 50.649788),(6 51.909245),(7 53.049614),(8 53.100246),(9 53.544796),(10 54.57758),(11 54.353188),(12 54.680965),(13 54.877426),(14 54.80761),(15 55.27792),(16 54.86738),(17 55.539585),(18 56.53399),(19 56.632862),(20 55.782104),(21 56.576767),(22 55.996353),(23 56.193665),(24 56.694202),(25 56.918068),(26 57.29425),(27 57.465763),(28 57.65051),(29 57.75961),(30 57.294952),(31 57.66421),(32 57.58334),(33 57.90991),(34 58.523895),(35 58.023697),(36 57.74546),(37 57.623978),(38 58.200798),(39 56.53703),(40 57.110027),(41 57.10384),(42 57.32883),(43 58.33693),(44 57.96868),(45 57.511032),(46 57.869797),(47 57.974987),(48 58.19919),(49 58.72717),(50 58.867573),(51 59.4482),(52 59.139442),(53 58.80559),(54 59.187756),(55 58.92314),(56 59.022533),(57 59.58119),(58 59.186924),(59 58.75671),(60 59.132652),(61 59.13753),(62 59.615097),(63 59.054348),(64 58.6085),(65 58.821877),(66 58.979824),(67 58.96196),(68 58.95943),(69 59.1182),(70 58.448685),(71 58.479534),(72 58.92001),(73 58.487328),(74 59.050186),(75 58.57205),(76 58.02434),(77 57.252777),(78 58.207256),(79 58.660484),
(1 40.192757),(2 44.919537),(3 47.35534),(4 48.079136),(5 49.821682),(6 50.42057),(7 50.984028),(8 51.72103),(9 51.906624),(10 52.43332),(11 52.73967),(12 52.974174),(13 53.62932),(14 53.87419),(15 54.04598),(16 54.101856),(17 54.32703),(18 54.997864),(19 54.836685),(20 55.27388),(21 56.420223),(22 55.747726),(23 55.325058),(24 56.42843),(25 56.347103),(26 57.23457),(27 57.136913),(28 57.1801),(29 57.36685),(30 57.015244),(31 56.97141),(32 57.585358),(33 56.85728),(34 57.48717),(35 57.380547),(36 57.127647),(37 57.33255),(38 56.982986),(39 56.394245),(40 56.416756),(41 57.747353),(42 57.01697),(43 57.286858),(44 57.17271),(45 56.972115),(46 57.673546),(47 56.821957),(48 57.101776),(49 57.27342),(50 57.456432),(51 57.43241),(52 57.672386),(53 57.044395),(54 57.695194),(55 57.705524),(56 57.744835),(57 57.688),(58 57.8131),(59 58.165127),(60 58.68114),(61 58.261726),(62 59.045723),(63 58.276005),(64 58.34279),(65 57.87567),(66 58.496185),(67 58.595814),(68 58.987797),(69 58.4297),(70 59.002865),(71 57.11629),(72 58.204018),(73 57.818195),(74 58.54094),(75 58.26769),(76 58.014748),(77 57.73853),(78 57.948578),(79 57.546936),
(1 39.578926),(2 43.78828),(3 46.63491),(4 48.34615),(5 49.544872),(6 51.10346),(7 51.219013),(8 52.143593),(9 51.91923),(10 52.757027),(11 53.19362),(12 53.20734),(13 54.32868),(14 55.46101),(15 54.796837),(16 54.369675),(17 55.05515),(18 55.019634),(19 55.039867),(20 55.18634),(21 54.966183),(22 55.255714),(23 55.75924),(24 56.3989),(25 57.12333),(26 57.58971),(27 57.493576),(28 56.88225),(29 56.138695),(30 57.486668),(31 57.25607),(32 57.121666),(33 57.57836),(34 57.725216),(35 57.66251),(36 57.337673),(37 57.826057),(38 57.70742),(39 57.981743),(40 57.96093),(41 58.610504),(42 57.90167),(43 58.048214),(44 58.3982),(45 57.95402),(46 57.870964),(47 58.095097),(48 57.72881),(49 58.07773),(50 58.92202),(51 58.53171),(52 57.978745),(53 58.303303),(54 58.693924),(55 58.53947),(56 58.93666),(57 58.247753),(58 58.094555),(59 58.46273),(60 58.88166),(61 58.664917),(62 59.233036),(63 58.760628),(64 58.222633),(65 58.01833),(66 57.70566),(67 58.475204),(68 57.784466),(69 57.360928),(70 57.61286),(71 57.3042),(72 57.29169),(73 57.435734),(74 57.661034),(75 57.169895),(76 57.672215),(77 56.996193),(78 57.97737),(79 58.04952),
(1 39.115055),(2 43.08637),(3 45.930843),(4 47.616432),(5 48.117626),(6 49.466633),(7 50.018097),(8 50.735817),(9 50.96437),(10 51.847176),(11 51.90266),(12 52.137703),(13 52.268032),(14 52.82493),(15 52.87014),(16 52.53657),(17 53.62093),(18 54.039375),(19 53.745758),(20 54.051193),(21 53.923866),(22 54.03704),(23 54.39822),(24 55.42644),(25 55.619335),(26 55.795547),(27 56.70237),(28 55.750843),(29 55.513977),(30 55.432503),(31 55.216904),(32 54.640293),(33 54.953323),(34 54.876503),(35 55.127148),(36 54.947582),(37 54.67643),(38 54.890205),(39 54.606342),(40 54.656605),(41 54.172718),(42 55.044353),(43 55.40034),(44 55.54738),(45 54.66244),(46 54.011383),(47 54.53083),(48 54.667713),(49 55.382618),(50 55.63081),(51 54.996517),(52 54.936245),(53 55.02312),(54 54.964733),(55 54.789436),(56 54.863625),(57 55.108047),(58 55.464836),(59 55.728485),(60 55.73267),(61 55.533558),(62 56.55722),(63 55.75515),(64 55.515713),(65 56.100307),(66 55.357903),(67 56.0296),(68 55.661304),(69 55.916576),(70 55.489742),(71 55.989204),(72 56.177177),(73 56.48142),(74 56.628143),(75 56.138172),(76 56.2118),(77 55.931923),(78 55.55518),(79 55.165936),
(1 38.288673),(2 42.620605),(3 45.61172),(4 46.695747),(5 48.35255),(6 49.24284),(7 49.681355),(8 50.8034),(9 50.977036),(10 51.23159),(11 51.457733),(12 52.0533),(13 52.01442),(14 52.97695),(15 53.401356),(16 52.68683),(17 52.777416),(18 53.397118),(19 53.942924),(20 53.941853),(21 53.765163),(22 53.687996),(23 53.73597),(24 54.241364),(25 55.136433),(26 55.45495),(27 55.76949),(28 55.340523),(29 55.39549),(30 55.659763),(31 55.866547),(32 55.435028),(33 55.36963),(34 55.475334),(35 55.150177),(36 55.95673),(37 55.609108),(38 56.072372),(39 55.918915),(40 55.50863),(41 55.84813),(42 56.185913),(43 55.65078),(44 55.765244),(45 55.51468),(46 56.03767),(47 56.425274),(48 56.594196),(49 56.325798),(50 56.850418),(51 56.701958),(52 56.44325),(53 56.71063),(54 57.099625),(55 57.105934),(56 56.864655),(57 56.82634),(58 55.64984),(59 56.144333),(60 56.58681),(61 56.93495),(62 56.84743),(63 56.756165),(64 57.05984),(65 57.646244),(66 57.001507),(67 57.50466),(68 56.826694),(69 57.282284),(70 56.625492),(71 56.644833),(72 56.83028),(73 57.68378),(74 57.361324),(75 57.02133),(76 57.710976),(77 57.785713),(78 57.5533),(79 58.062214),
