1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 64639.523),(2 242487.44),(3 511634.9),(4 855017.4),(5 1253685.4),(6 1692823.9),(7 2155376.8),(8 2633049.5),(9 3112287),(10 3586227.5),(11 4040225),(12 4454165.5),(13 4827875),(14 5163959.5),(15 5451730),(16 5679200.5),(17 5864982.5),(18 6021993.5),(19 6145631.5),(20 6262197.5),(21 6382162),(22 6510184.5),(23 6664815.5),(24 6839781.5),(25 7048335.5),(26 7284939),(27 7541485),(28 7810935),(29 8076123),(30 8329699),(31 8548573),(32 8748143),(33 8932467),(34 9103935),(35 9267224),(36 9405976),(37 9531256),(38 9647759),(39 9723324),(40 9775119),(41 9793450),(42 9791610),(43 9763109),(44 9709598),(45 9655571),(46 9612300),(47 9569159),(48 9528043),(49 9486084),(50 9458115),(51 9442937),(52 9451297),(53 9493603),(54 9571379),(55 9663387),(56 9764490),(57 9883722),(58 9999807),(59 10106578),(60 10219318),(61 10330456),(62 10424556),(63 10511941),(64 10584348),(65 10644915),(66 10684335),(67 10696157),(68 10679157),(69 10638827),(70 10574506),(71 10479704),(72 10380378),(73 10284135),(74 10188248),(75 10112950),(76 10046641),(77 9993811),(78 9953331),(79 9941998),
(1 56317.605),(2 213143.92),(3 451766.53),(4 758085.56),(5 1116102.4),(6 1512178),(7 1928944.4),(8 2360368.3),(9 2787805),(10 3205947.8),(11 3610550.3),(12 3977082.3),(13 4310112),(14 4611834),(15 4875065),(16 5098382),(17 5305474.5),(18 5489437.5),(19 5648926.5),(20 5801185.5),(21 5943224.5),(22 6071833.5),(23 6175060),(24 6251848.5),(25 6311470.5),(26 6334896),(27 6335070.5),(28 6315164),(29 6273481.5),(30 6207857.5),(31 6130806.5),(32 6059396),(33 6001824),(34 5958849.5),(35 5943616.5),(36 5938014.5),(37 5962705.5),(38 6000643.5),(39 6053584),(40 6110737.5),(41 6168326.5),(42 6220521.5),(43 6264900),(44 6301242.5),(45 6335042.5),(46 6372078),(47 6404664.5),(48 6443922.5),(49 6480742.5),(50 6549145.5),(51 6634184),(52 6730468),(53 6861721.5),(54 7002673.5),(55 7139430.5),(56 7279999.5),(57 7430146.5),(58 7584222.5),(59 7750080.5),(60 7900389.5),(61 8055552),(62 8203712),(63 8339133.5),(64 8473806),(65 8595077),(66 8708307),(67 8805152),(68 8882811),(69 8949007),(70 9001437),(71 9034341),(72 9068303),(73 9095983),(74 9107192),(75 9142963),(76 9173684),(77 9219061),(78 9266525),(79 9347424),
(1 56795.02),(2 212293.86),(3 449287.2),(4 748735.5),(5 1092180.4),(6 1462573),(7 1845804.4),(8 2235741.8),(9 2612743),(10 2987145.5),(11 3342918.5),(12 3673486.8),(13 3977613.5),(14 4267670),(15 4536029),(16 4803747),(17 5066569.5),(18 5334904.5),(19 5582468.5),(20 5818336),(21 6037183.5),(22 6231028.5),(23 6399844),(24 6553049),(25 6687846.5),(26 6791289.5),(27 6864919),(28 6906722),(29 6919968),(30 6912912.5),(31 6896087),(32 6873779),(33 6837811),(34 6817321.5),(35 6804025.5),(36 6794814.5),(37 6793572),(38 6787495),(39 6776901),(40 6768117),(41 6753473.5),(42 6737275.5),(43 6725760),(44 6728133),(45 6738643),(46 6771749),(47 6821438),(48 6895096.5),(49 6992190),(50 7110781.5),(51 7228905),(52 7333743.5),(53 7428286.5),(54 7510413.5),(55 7571878),(56 7603157),(57 7612692.5),(58 7609094.5),(59 7601037.5),(60 7593291.5),(61 7597961),(62 7626807.5),(63 7667033.5),(64 7714359.5),(65 7774427),(66 7824738.5),(67 7869734.5),(68 7903462.5),(69 7934045.5),(70 7948441.5),(71 7944142.5),(72 7930556),(73 7932674.5),(74 7927059),(75 7944864.5),(76 7976345),(77 8018326),(78 8076815.5),(79 8154732),
(1 55272.066),(2 208546.08),(3 442027.75),(4 735154.9),(5 1076149.3),(6 1444394.3),(7 1831479.3),(8 2224820),(9 2611080.8),(10 2989458),(11 3346103.3),(12 3673731),(13 3978378.5),(14 4260851),(15 4533723),(16 4790318),(17 5037876.5),(18 5274454.5),(19 5487222.5),(20 5691061),(21 5874220),(22 6042301),(23 6192297),(24 6329421.5),(25 6453388),(26 6567300),(27 6657935.5),(28 6724322),(29 6774075.5),(30 6814866),(31 6836752.5),(32 6852168.5),(33 6871677.5),(34 6909058.5),(35 6945511),(36 6980379),(37 7027361.5),(38 7079755),(39 7105684.5),(40 7126525),(41 7155123),(42 7189383),(43 7224441),(44 7277623),(45 7348537),(46 7457515.5),(47 7588472.5),(48 7739191),(49 7905267),(50 8069871.5),(51 8215808),(52 8344926.5),(53 8457245),(54 8543535),(55 8605975),(56 8637774),(57 8644508),(58 8639263),(59 8623630),(60 8623239),(61 8655367),(62 8725573),(63 8824401),(64 8939784),(65 9059151),(66 9180591),(67 9284864),(68 9386447),(69 9464428),(70 9528234),(71 9572891),(72 9624030),(73 9680985),(74 9742929),(75 9813212),(76 9893504),(77 9972481),(78 10050799),(79 10124072),
(1 49265.82),(2 181758.89),(3 380617.03),(4 629265.06),(5 913301.7),(6 1213127.3),(7 1515825.1),(8 1809985),(9 2084201.5),(10 2339584.3),(11 2571592),(12 2780010.8),(13 2961025.8),(14 3120183.8),(15 3259391),(16 3387640),(17 3505186.8),(18 3615052.3),(19 3715405.8),(20 3818614.5),(21 3914172.3),(22 4012817.3),(23 4109720.5),(24 4202773.5),(25 4294127),(26 4380776),(27 4461575),(28 4539499),(29 4616732.5),(30 4688007.5),(31 4748938),(32 4797852.5),(33 4826281),(34 4870229.5),(35 4921874.5),(36 4975372.5),(37 5026291),(38 5089497),(39 5142887.5),(40 5187327.5),(41 5218422.5),(42 5247561.5),(43 5272636.5),(44 5307884),(45 5362697.5),(46 5425533),(47 5517556),(48 5611726),(49 5716639),(50 5810830),(51 5911685.5),(52 6022888.5),(53 6142076.5),(54 6274210),(55 6406037.5),(56 6536560),(57 6660733.5),(58 6779708.5),(59 6892515),(60 6998923.5),(61 7108815.5),(62 7223316.5),(63 7334163.5),(64 7457161),(65 7573981),(66 7689546.5),(67 7801179.5),(68 7893421),(69 7970661.5),(70 8039015),(71 8101327.5),(72 8161782.5),(73 8226169),(74 8292671),(75 8333582),(76 8388636),(77 8437374),(78 8485068),(79 8538083),
(1 49619.67),(2 184201.5),(3 383717.6),(4 627377.9),(5 895050.06),(6 1170200.8),(7 1437652.8),(8 1689309.1),(9 1915779.3),(10 2116862),(11 2292585),(12 2443134.8),(13 2578300.5),(14 2695658.3),(15 2809649.3),(16 2921877.5),(17 3039345),(18 3151749.8),(19 3254886.8),(20 3344721),(21 3431776.3),(22 3535188),(23 3641069.3),(24 3749617.8),(25 3860885),(26 3967209.3),(27 4075309.3),(28 4176460),(29 4265921),(30 4362648.5),(31 4473929),(32 4589807),(33 4691610.5),(34 4789022.5),(35 4878592),(36 4953505),(37 5018233.5),(38 5067578.5),(39 5110061),(40 5148934),(41 5185393),(42 5220151),(43 5251079),(44 5278848),(45 5305987),(46 5333128.5),(47 5359639.5),(48 5382084.5),(49 5425828.5),(50 5472382),(51 5544539.5),(52 5632475),(53 5725118.5),(54 5820091),(55 5921737),(56 6009262),(57 6099683),(58 6175822),(59 6244485.5),(60 6288198),(61 6319068.5),(62 6345565),(63 6351349),(64 6351418.5),(65 6344195.5),(66 6324489.5),(67 6297573.5),(68 6269759),(69 6242671),(70 6201053),(71 6147816.5),(72 6102385.5),(73 6056347.5),(74 6007027.5),(75 5954640.5),(76 5902664.5),(77 5854996.5),(78 5813125.5),(79 5782619),
(1 43802.67),(2 162080.52),(3 335402.13),(4 552611.5),(5 793908.4),(6 1044021.5),(7 1293804.4),(8 1540708.3),(9 1769875.9),(10 1982343.1),(11 2178430),(12 2348837.5),(13 2502757.3),(14 2643914.3),(15 2767219),(16 2880045.8),(17 2980821.8),(18 3067928.3),(19 3156056.5),(20 3254414.8),(21 3364786),(22 3479363.5),(23 3603229.8),(24 3716472.8),(25 3837360),(26 3961888),(27 4078047.5),(28 4172602),(29 4259528.5),(30 4337494.5),(31 4415023.5),(32 4498732),(33 4583268),(34 4674784.5),(35 4763085.5),(36 4846073.5),(37 4925346),(38 5000138.5),(39 5076226),(40 5146791),(41 5222199),(42 5295044),(43 5367385.5),(44 5434727),(45 5486533.5),(46 5525869),(47 5558359.5),(48 5582535),(49 5622756),(50 5669961.5),(51 5731154.5),(52 5794811),(53 5867979),(54 5949751),(55 6012188),(56 6055916.5),(57 6082817.5),(58 6087331),(59 6082429),(60 6072073.5),(61 6056237.5),(62 6048253),(63 6029227.5),(64 6023520),(65 6016590.5),(66 6025321),(67 6040122),(68 6061662),(69 6095013),(70 6125400.5),(71 6154700),(72 6180671.5),(73 6215324),(74 6251064.5),(75 6287442.5),(76 6320968.5),(77 6357012.5),(78 6401622.5),(79 6457848.5),
(1 41405.203),(2 149787.67),(3 306319.5),(4 491859.9),(5 690518.8),(6 891298.44),(7 1085035.5),(8 1273814),(9 1450607.3),(10 1619796.1),(11 1776410.5),(12 1924534.8),(13 2058369.5),(14 2181724),(15 2287089.5),(16 2397210),(17 2503477.8),(18 2603454.8),(19 2703435.5),(20 2811255.5),(21 2925674.3),(22 3036965.3),(23 3147557.8),(24 3244053.3),(25 3330072.3),(26 3402073.8),(27 3483699),(28 3559858),(29 3647067.3),(30 3736433.5),(31 3834802.8),(32 3936301.5),(33 4034455.3),(34 4139646),(35 4252411),(36 4356091.5),(37 4446001),(38 4516377),(39 4561858),(40 4580354.5),(41 4586064.5),(42 4582413.5),(43 4577391.5),(44 4570057.5),(45 4561272),(46 4558646),(47 4562741),(48 4571958),(49 4586629),(50 4621951),(51 4666038.5),(52 4717542),(53 4771507.5),(54 4825709.5),(55 4861277.5),(56 4877168),(57 4875394),(58 4858633.5),(59 4835014),(60 4812597.5),(61 4801887),(62 4806753),(63 4815215),(64 4833121),(65 4860594),(66 4884177.5),(67 4916054.5),(68 4938821),(69 4964005),(70 4983306),(71 4995709.5),(72 4996734),(73 4999832),(74 5002446),(75 5005079),(76 5008851),(77 5025046.5),(78 5054353.5),(79 5091450),
(1 44104.035),(2 159571.44),(3 325615.56),(4 520114.78),(5 728006.4),(6 936564.8),(7 1136036.9),(8 1328703),(9 1512927),(10 1695095.1),(11 1870033.4),(12 2036296.3),(13 2196648.5),(14 2348937),(15 2486344.5),(16 2622350.3),(17 2750832.5),(18 2873761),(19 2993695.3),(20 3103137),(21 3201932.5),(22 3285505),(23 3353198),(24 3407794.5),(25 3462854.5),(26 3526987.5),(27 3604654.3),(28 3698245),(29 3792833.5),(30 3888937),(31 3988586.5),(32 4092780),(33 4186065),(34 4278831.5),(35 4361212),(36 4427745.5),(37 4483613),(38 4522693),(39 4539623),(40 4543195),(41 4546484.5),(42 4545311),(43 4547247.5),(44 4567502.5),(45 4595082),(46 4633161.5),(47 4680365),(48 4730647.5),(49 4781900),(50 4840744.5),(51 4888392.5),(52 4927482),(53 4940773.5),(54 4940515),(55 4917238),(56 4877981),(57 4822846),(58 4754470.5),(59 4679058),(60 4609022.5),(61 4548937.5),(62 4505997),(63 4476805.5),(64 4465271),(65 4471634.5),(66 4487903),(67 4519005),(68 4563154),(69 4606472.5),(70 4647865),(71 4675460),(72 4692888),(73 4713041.5),(74 4736726),(75 4768098),(76 4797738.5),(77 4834615),(78 4882566),(79 4937288.5),
(1 42313.203),(2 152247.56),(3 310601.3),(4 499832.97),(5 700509.75),(6 900069.25),(7 1096400.4),(8 1286416.4),(9 1461318.8),(10 1623234.6),(11 1768624.3),(12 1909337.1),(13 2043928.9),(14 2180847.5),(15 2310165.5),(16 2437573.8),(17 2551172),(18 2662667.8),(19 2781743.5),(20 2902817.3),(21 3015084),(22 3112613.5),(23 3194996),(24 3253503.3),(25 3307371),(26 3350497.3),(27 3387517.5),(28 3428424.8),(29 3465476.8),(30 3496346.8),(31 3526116),(32 3558703.3),(33 3585306),(34 3610469.5),(35 3645500.5),(36 3679597.8),(37 3707709.5),(38 3730909),(39 3759221.5),(40 3789715.5),(41 3817197.8),(42 3849164.5),(43 3879911.3),(44 3914959.5),(45 3945556.8),(46 3965747.5),(47 3989967.5),(48 4016052.8),(49 4037240.8),(50 4060358),(51 4082641.3),(52 4101808.5),(53 4126479.5),(54 4149066.5),(55 4168662),(56 4178928.5),(57 4188448),(58 4201417.5),(59 4218326),(60 4242170),(61 4266462.5),(62 4303223),(63 4351895.5),(64 4393256),(65 4420597.5),(66 4442955.5),(67 4461029),(68 4476054.5),(69 4493316.5),(70 4515949.5),(71 4536582.5),(72 4554860.5),(73 4570009),(74 4585787),(75 4608044),(76 4629519),(77 4651340),(78 4664237),(79 4665209),
(1 36988.406),(2 133486.66),(3 271538.3),(4 437305.6),(5 616222.3),(6 798069),(7 975276.25),(8 1147253.1),(9 1307802),(10 1459803.1),(11 1600938),(12 1731879.4),(13 1859872.6),(14 1984326),(15 2103870.8),(16 2223160.8),(17 2331832.3),(18 2430688.3),(19 2534051.3),(20 2645091.3),(21 2752914),(22 2855391),(23 2946313.3),(24 3026047.5),(25 3107245.3),(26 3197476.5),(27 3284274),(28 3367986.5),(29 3438407.8),(30 3491991.3),(31 3533042.8),(32 3562460),(33 3572252),(34 3557422),(35 3531880.3),(36 3500478.5),(37 3455985.8),(38 3414662.8),(39 3382571.5),(40 3363519),(41 3356343.8),(42 3362397.3),(43 3380742),(44 3402327.5),(45 3422040.8),(46 3445873.3),(47 3471746.8),(48 3503032),(49 3525366.8),(50 3537157.5),(51 3536921.3),(52 3525383.8),(53 3508139.5),(54 3494551.3),(55 3481031.8),(56 3468333.8),(57 3461320.5),(58 3457305.5),(59 3452456),(60 3449743),(61 3452732),(62 3460004),(63 3472811.5),(64 3492985.5),(65 3517391.5),(66 3535245.8),(67 3557933.5),(68 3581626.8),(69 3591620.3),(70 3591038),(71 3593356.8),(72 3604892.8),(73 3619594.3),(74 3622347.3),(75 3619373.3),(76 3613155.3),(77 3593631.3),(78 3569341.8),(79 3526587.8),
(1 35227.12),(2 127097.66),(3 257932.19),(4 414465.88),(5 580773.75),(6 748514.75),(7 911113.4),(8 1064887.4),(9 1207136.5),(10 1336160.4),(11 1456183.5),(12 1565748),(13 1676449.4),(14 1784130.6),(15 1878522.5),(16 1971909.5),(17 2053636.3),(18 2123398.3),(19 2187216.5),(20 2246423),(21 2303440.5),(22 2360450.5),(23 2413190.3),(24 2463613.8),(25 2515888.5),(26 2581888.5),(27 2642725.8),(28 2699781),(29 2760904.5),(30 2821359),(31 2880435),(32 2936642.3),(33 2987918.8),(34 3034839.5),(35 3076378.3),(36 3107562.5),(37 3134586),(38 3160578.3),(39 3196877),(40 3248871),(41 3306143.8),(42 3365630.3),(43 3422932.3),(44 3475898.8),(45 3524889),(46 3559878.8),(47 3584692),(48 3603150.3),(49 3615705),(50 3620405.3),(51 3631872),(52 3637467.8),(53 3643122.5),(54 3649384.8),(55 3651579.3),(56 3654484.8),(57 3653353),(58 3657255.5),(59 3669169.5),(60 3688529.5),(61 3713287.8),(62 3745124),(63 3771217),(64 3803205.3),(65 3822590.8),(66 3832464.5),(67 3837499.5),(68 3831273),(69 3819508.5),(70 3801989),(71 3781945),(72 3757073),(73 3727277.5),(74 3694081),(75 3655048.5),(76 3621056.3),(77 3581423.3),(78 3544081.8),(79 3507485),
(1 40266.074),(2 145873.28),(3 298068.9),(4 478426.03),(5 668028.8),(6 859254.3),(7 1041028.6),(8 1209491.5),(9 1359212.8),(10 1493571.1),(11 1608858.3),(12 1705373.6),(13 1791878.5),(14 1872073.6),(15 1944297.6),(16 2018463.5),(17 2096203.5),(18 2171370.8),(19 2242257.8),(20 2300648.3),(21 2346771.3),(22 2385926),(23 2418523.3),(24 2449549),(25 2479455.8),(26 2515629.5),(27 2542402.8),(28 2559433),(29 2573959),(30 2579676.8),(31 2581384.8),(32 2582853.8),(33 2591501),(34 2602345.3),(35 2612246.8),(36 2624692.3),(37 2633207.5),(38 2639021.5),(39 2646074),(40 2658666.5),(41 2673909.3),(42 2688768.3),(43 2707107.3),(44 2724547.3),(45 2742832),(46 2752354.3),(47 2754179.3),(48 2747524.5),(49 2740362.3),(50 2736765.5),(51 2739535.8),(52 2743410.5),(53 2751828.8),(54 2758300.8),(55 2761638.5),(56 2760053),(57 2755930.3),(58 2753651),(59 2758255.8),(60 2768222.3),(61 2788661.3),(62 2812504.3),(63 2843687),(64 2872708.8),(65 2896055.8),(66 2920541.8),(67 2947983.8),(68 2978986.8),(69 3011599.8),(70 3043279),(71 3068509.3),(72 3090593.5),(73 3109936.3),(74 3133104.3),(75 3142034.5),(76 3138350.5),(77 3115468.8),(78 3088911.8),(79 3055139),
(1 33410.203),(2 119010.68),(3 238675.14),(4 377468.34),(5 522164.63),(6 667899.1),(7 808096.7),(8 938124.25),(9 1055260),(10 1161731),(11 1261105.3),(12 1351149),(13 1438631.6),(14 1523193.4),(15 1604112),(16 1682650.3),(17 1760660.5),(18 1833646.4),(19 1902287.5),(20 1968167.5),(21 2032850.5),(22 2093135.3),(23 2146268.5),(24 2192553.5),(25 2240745.3),(26 2294069.8),(27 2334561),(28 2362891.5),(29 2379743.3),(30 2394656.3),(31 2407271.3),(32 2425990.8),(33 2445404),(34 2455352.8),(35 2458296.3),(36 2456452),(37 2453420.8),(38 2447551.3),(39 2449630),(40 2466506.8),(41 2493807),(42 2530970.3),(43 2580073.3),(44 2624538.3),(45 2670097),(46 2704466.5),(47 2721328.3),(48 2730604.5),(49 2735083),(50 2747121.5),(51 2758932.3),(52 2769670.5),(53 2774142.5),(54 2771174),(55 2765803.5),(56 2756521.8),(57 2739980),(58 2719322.3),(59 2701590),(60 2687019),(61 2679272.3),(62 2674530.3),(63 2676657.3),(64 2679297),(65 2687367.8),(66 2694509.3),(67 2697207.8),(68 2705551.5),(69 2719044.8),(70 2738506.8),(71 2762097),(72 2781098),(73 2795896.3),(74 2807510.5),(75 2818570.8),(76 2833240.3),(77 2848175.3),(78 2863995.8),(79 2878942.3),
(1 35357.723),(2 128357.69),(3 263018.03),(4 421670.84),(5 581811.06),(6 733302.4),(7 869044.8),(8 982932.9),(9 1077409.1),(10 1163228.1),(11 1245090),(12 1326258.4),(13 1411237.4),(14 1497330.5),(15 1582645.5),(16 1662196.5),(17 1727156.6),(18 1778781.9),(19 1821102),(20 1861659),(21 1898864.1),(22 1931068.8),(23 1970556.8),(24 2010198.8),(25 2047352.9),(26 2077700.1),(27 2100417.3),(28 2122936.5),(29 2146244.5),(30 2161930.3),(31 2174631.8),(32 2184765.3),(33 2199162.3),(34 2213812.8),(35 2228935),(36 2251659.5),(37 2282049.5),(38 2324054.5),(39 2365315.5),(40 2416750.5),(41 2474262.5),(42 2538948.3),(43 2600237),(44 2647122),(45 2687293.3),(46 2703010.3),(47 2719922.3),(48 2739899.8),(49 2765933.5),(50 2799062.5),(51 2834263.5),(52 2868683.5),(53 2904006.8),(54 2936144.8),(55 2961324.8),(56 2981513.3),(57 3000427.8),(58 3013993.5),(59 3023237.8),(60 3034966),(61 3051963.8),(62 3067519),(63 3081756),(64 3098364.8),(65 3115594.8),(66 3127669.3),(67 3138308.5),(68 3141242.3),(69 3133775),(70 3120454.8),(71 3112945.8),(72 3103366.5),(73 3096256.8),(74 3087522.8),(75 3068699.5),(76 3045974),(77 3024100.5),(78 2999949.5),(79 2980721.8),
(1 33076.855),(2 118543.04),(3 239469.95),(4 378188.75),(5 521713.38),(6 657961.44),(7 778195.06),(8 877318.2),(9 957820.94),(10 1028023.06),(11 1095535.5),(12 1159396.4),(13 1225605.8),(14 1296584),(15 1374591.3),(16 1454048.9),(17 1527826.5),(18 1584605),(19 1626969.1),(20 1654953),(21 1678638.9),(22 1702354.1),(23 1732544.4),(24 1760355.8),(25 1792147.6),(26 1823766.3),(27 1850266.3),(28 1880818.3),(29 1916236.6),(30 1954888.3),(31 2001536.8),(32 2053406.9),(33 2106364),(34 2153492),(35 2196740.5),(36 2233797.3),(37 2259805.8),(38 2281360.8),(39 2301872),(40 2321358),(41 2344071.8),(42 2364493),(43 2382970.8),(44 2394612.3),(45 2404253.8),(46 2404978),(47 2406877.3),(48 2401966.5),(49 2404054.5),(50 2413049),(51 2424739.5),(52 2433179.3),(53 2438831.5),(54 2450151.3),(55 2459890.3),(56 2474462.8),(57 2491414.8),(58 2509788.5),(59 2533532.5),(60 2560644.5),(61 2590657.3),(62 2628479),(63 2662458.3),(64 2698511.5),(65 2729540.3),(66 2751947.5),(67 2771272),(68 2782771.5),(69 2794843.5),(70 2805338),(71 2812057.3),(72 2814929.3),(73 2823641.8),(74 2838976.5),(75 2846762.3),(76 2847906),(77 2839342.8),(78 2824603.8),(79 2811945),
(1 33697.332),(2 119626.2),(3 239172.14),(4 375352.34),(5 515995.5),(6 651943.75),(7 775134.9),(8 883519.4),(9 977870.3),(10 1064665.8),(11 1153112.8),(12 1245794),(13 1336224.8),(14 1421160.8),(15 1503741.5),(16 1582713.8),(17 1661355.3),(18 1738925.1),(19 1808271.6),(20 1862746.1),(21 1903911.9),(22 1930960.8),(23 1947445),(24 1955658.3),(25 1969367.6),(26 1983866.6),(27 1991536.9),(28 1993287.9),(29 1989501.5),(30 1991757.4),(31 1999094.6),(32 2006456.5),(33 2009478.8),(34 2015495.9),(35 2022241.4),(36 2022200.8),(37 2015986.5),(38 2003210.6),(39 1984467.5),(40 1969652.5),(41 1965195.5),(42 1969534.3),(43 1979984.4),(44 1988134.9),(45 1989291.4),(46 1985044.8),(47 1977455.3),(48 1966960.5),(49 1957888.9),(50 1947718.8),(51 1935887.1),(52 1933751.5),(53 1931946.3),(54 1935377.1),(55 1938088),(56 1940922.1),(57 1944640.4),(58 1951634.5),(59 1961569.3),(60 1970231.3),(61 1975403),(62 1976968.5),(63 1975215.6),(64 1969843.3),(65 1964223.9),(66 1960353.6),(67 1960636.1),(68 1952369.3),(69 1945130),(70 1937126.9),(71 1927600.8),(72 1916279.6),(73 1907908.5),(74 1895123.3),(75 1887114.6),(76 1886075),(77 1894260.3),(78 1906819.3),(79 1917352.8),
(1 30800.035),(2 109728.16),(3 218775.13),(4 339954.34),(5 463521.9),(6 581846.75),(7 692857.9),(8 792957.6),(9 878357.6),(10 957801.44),(11 1032920.5),(12 1106171.9),(13 1179372.5),(14 1253293.8),(15 1327187),(16 1396898.4),(17 1459276.9),(18 1519653.8),(19 1573417.8),(20 1620979),(21 1663405.4),(22 1700790.3),(23 1739699.8),(24 1778308.4),(25 1816288.4),(26 1847629.8),(27 1872167.4),(28 1899309),(29 1919623.6),(30 1939008.6),(31 1948685.6),(32 1948337.9),(33 1943147),(34 1936128.8),(35 1937570),(36 1938607.5),(37 1943299.1),(38 1943454.9),(39 1940954.5),(40 1939094),(41 1941462.4),(42 1948731.8),(43 1961470.4),(44 1972622.4),(45 1977039.4),(46 1975739.3),(47 1968930.4),(48 1952995.9),(49 1928795.9),(50 1902677),(51 1879724.9),(52 1866636.4),(53 1863542.9),(54 1869711),(55 1880897),(56 1894499.5),(57 1909969.9),(58 1925836.1),(59 1944390.9),(60 1961427.5),(61 1980389.6),(62 1998351.9),(63 2012041.3),(64 2020820.9),(65 2019605.6),(66 2015105.9),(67 2008401.8),(68 2000809.1),(69 1997548.3),(70 1998662.6),(71 2002852.8),(72 2010548.9),(73 2024628.1),(74 2045473.1),(75 2064875.3),(76 2078694.9),(77 2088748.4),(78 2094387.5),(79 2102167.8),
