1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 2099562.5),(2 3934906.3),(3 4135792),(4 4615686.5),(5 4934707.5),(6 5257469.5),(7 5818194.5),(8 6296613.5),(9 6634298),(10 6858849.5),(11 7015951.5),(12 7083268),(13 7183506.5),(14 7257176),(15 7370362.5),(16 7706874.5),(17 7757478),(18 7556949.5),(19 7558800),(20 7908662.5),(21 7842208.5),(22 8077409.5),(23 8308986.5),(24 7978826),(25 7629736),(26 7604262),(27 7973329.5),(28 8320749.5),(29 8571243),(30 8918161),(31 9392435),(32 9471265),(33 9407168),(34 9369650),(35 9657333),(36 9874188),(37 9997038),(38 10282920),(39 10713539),(40 11399413),(41 11908584),(42 11849557),(43 11957349),(44 12551593),(45 12580376),(46 12632459),(47 12774907),(48 12407261),(49 12120243),(50 11663152),(51 10742972),(52 10571957),(53 10485858),(54 10576433),(55 10515439),(56 10937867),(57 11396472),(58 12048293),(59 12636532),(60 12934048),(61 35161104),(62 45162748),(63 32456400),(64 32323986),(65 32362826),(66 31810890),(67 31837032),(68 32133008),(69 32258104),(70 33187258),(71 34310290),(72 34956908),(73 35760124),(74 37382340),(75 35380790),(76 32206702),(77 22393142),(78 12623224),(79 12285957),
(1 112.52498),(2 178.15282),(3 220.15514),(4 238.0422),(5 254.9295),(6 262.552),(7 268.03604),(8 271.90738),(9 278.76407),(10 282.87405),(11 283.6374),(12 286.65283),(13 293.72903),(14 294.5791),(15 297.82254),(16 298.98062),(17 300.8817),(18 302.0759),(19 304.24033),(20 305.454),(21 311.2789),(22 313.81763),(23 314.6024),(24 315.04987),(25 320.79327),(26 319.88928),(27 316.92087),(28 316.70883),(29 318.10013),(30 320.01642),(31 319.74673),(32 322.12793),(33 324.0405),(34 322.00903),(35 318.3975),(36 317.0833),(37 318.34494),(38 316.68643),(39 315.32867),(40 313.37982),(41 313.28632),(42 311.3751),(43 312.41852),(44 317.68216),(45 320.02502),(46 319.08304),(47 318.6023),(48 319.17648),(49 321.07706),(50 320.41595),(51 320.85132),(52 322.11963),(53 322.84372),(54 321.71625),(55 320.2669),(56 319.16406),(57 320.42847),(58 319.9171),(59 317.96472),(60 316.12976),(61 310.89835),(62 307.5219),(63 308.6381),(64 309.3358),(65 306.9716),(66 304.65134),(67 303.8271),(68 304.07822),(69 306.5961),(70 307.91687),(71 311.56842),(72 315.33066),(73 318.2208),(74 317.9484),(75 316.95074),(76 314.74988),(77 318.97574),(78 319.4442),(79 319.4402),
(1 112.40623),(2 177.37535),(3 218.85841),(4 238.28227),(5 251.74503),(6 257.48682),(7 260.09656),(8 266.35205),(9 273.50748),(10 277.59903),(11 279.03424),(12 280.7579),(13 284.08444),(14 284.70575),(15 286.62994),(16 290.6437),(17 297.59778),(18 301.6875),(19 301.8434),(20 300.59317),(21 305.74112),(22 308.58664),(23 309.26868),(24 308.68057),(25 311.89383),(26 311.0933),(27 309.04135),(28 309.42487),(29 313.18756),(30 315.0498),(31 310.51642),(32 306.45905),(33 309.02753),(34 310.13943),(35 307.57034),(36 304.9293),(37 306.6984),(38 304.69348),(39 300.8907),(40 302.84625),(41 305.3174),(42 305.5445),(43 304.60458),(44 306.80566),(45 311.12262),(46 310.15924),(47 308.97412),(48 306.94263),(49 308.41187),(50 308.58493),(51 304.95346),(52 305.4872),(53 307.54153),(54 309.14954),(55 307.50867),(56 308.24097),(57 309.7328),(58 308.60837),(59 305.0465),(60 303.9065),(61 300.01718),(62 296.0045),(63 296.16583),(64 294.14594),(65 294.9556),(66 292.61847),(67 292.85187),(68 292.18527),(69 294.3814),(70 295.97238),(71 300.69482),(72 304.5948),(73 307.7076),(74 305.23883),(75 306.03247),(76 303.9833),(77 307.7702),(78 308.82605),(79 310.71173),
(1 114.772675),(2 179.9618),(3 219.03937),(4 239.59404),(5 253.88829),(6 261.9782),(7 266.43692),(8 269.5383),(9 275.7237),(10 279.154),(11 282.2452),(12 283.93484),(13 289.84985),(14 289.20874),(15 292.49484),(16 292.78076),(17 299.0548),(18 301.58237),(19 303.24164),(20 302.89008),(21 307.1666),(22 308.26648),(23 307.668),(24 308.54266),(25 314.5176),(26 314.80737),(27 314.6008),(28 313.44434),(29 314.7596),(30 315.87875),(31 314.81952),(32 316.7369),(33 317.4022),(34 314.75363),(35 310.6999),(36 305.74152),(37 308.97675),(38 309.41934),(39 309.11655),(40 308.32925),(41 310.13153),(42 308.79675),(43 310.45612),(44 308.72342),(45 313.20154),(46 314.41257),(47 314.53928),(48 313.95377),(49 313.07523),(50 312.40292),(51 310.43094),(52 309.41412),(53 311.59702),(54 311.9363),(55 311.7331),(56 309.48276),(57 308.74594),(58 306.46405),(59 301.4425),(60 301.3619),(61 299.2171),(62 296.5407),(63 296.55032),(64 297.5276),(65 298.3105),(66 299.17038),(67 302.16827),(68 301.67813),(69 302.26535),(70 301.96262),(71 301.14786),(72 301.5288),(73 304.617),(74 303.8165),(75 303.87006),(76 302.5101),(77 307.14294),(78 309.01474),(79 312.5678),
(1 109.97081),(2 175.68672),(3 214.04826),(4 233.99332),(5 250.27698),(6 259.42236),(7 267.56378),(8 275.49292),(9 281.50232),(10 284.2806),(11 284.35696),(12 286.2197),(13 291.41547),(14 291.86682),(15 292.708),(16 294.3249),(17 298.73087),(18 300.04855),(19 301.38867),(20 299.4378),(21 303.29474),(22 304.4616),(23 301.6371),(24 300.55328),(25 304.27505),(26 302.63214),(27 296.93753),(28 298.30615),(29 302.99683),(30 306.15305),(31 303.9488),(32 302.63422),(33 304.9986),(34 302.562),(35 299.5057),(36 298.55685),(37 299.65015),(38 298.99515),(39 297.4116),(40 296.41708),(41 297.76776),(42 296.89767),(43 297.38327),(44 299.0229),(45 302.20435),(46 302.6159),(47 303.27957),(48 304.91064),(49 309.23776),(50 308.49725),(51 303.45947),(52 300.8672),(53 301.43082),(54 300.6192),(55 297.99692),(56 296.50528),(57 299.06174),(58 299.62158),(59 297.74908),(60 298.6277),(61 298.90637),(62 297.14368),(63 298.2735),(64 299.4811),(65 298.52637),(66 294.94434),(67 293.59543),(68 292.66647),(69 296.31757),(70 298.46875),(71 300.57883),(72 302.80307),(73 304.53998),(74 302.26212),(75 301.98898),(76 300.1193),(77 303.19757),(78 302.9795),(79 305.3113),
(1 111.58818),(2 175.48601),(3 212.55493),(4 230.44704),(5 247.16846),(6 255.71812),(7 257.52496),(8 261.8028),(9 270.43948),(10 275.3319),(11 276.92673),(12 277.4259),(13 284.64355),(14 286.4189),(15 287.78278),(16 290.4468),(17 293.33652),(18 295.36783),(19 296.77652),(20 296.63702),(21 301.38055),(22 301.70035),(23 301.35605),(24 300.32382),(25 302.0506),(26 303.5903),(27 303.53064),(28 303.3636),(29 307.01627),(30 307.5573),(31 302.82852),(32 301.54507),(33 302.77768),(34 301.07986),(35 298.1753),(36 295.311),(37 297.2275),(38 297.5067),(39 296.7065),(40 296.79153),(41 300.30392),(42 298.99503),(43 296.91495),(44 297.5179),(45 305.50174),(46 305.48413),(47 303.11768),(48 300.49234),(49 303.15814),(50 303.45786),(51 303.30127),(52 302.9964),(53 304.85806),(54 303.40903),(55 299.23657),(56 297.2013),(57 297.46127),(58 296.19202),(59 295.68985),(60 295.0079),(61 291.75034),(62 286.62292),(63 284.52625),(64 284.43396),(65 282.02042),(66 279.72345),(67 278.91742),(68 281.45328),(69 283.7742),(70 284.0519),(71 287.03702),(72 288.08002),(73 289.0399),(74 289.79752),(75 289.18042),(76 288.8658),(77 291.44833),(78 293.33768),(79 295.14136),
(1 112.68648),(2 180.5829),(3 222.15755),(4 245.6985),(5 258.3578),(6 263.37253),(7 267.91617),(8 272.99225),(9 278.3094),(10 280.8254),(11 282.46353),(12 287.20825),(13 296.09518),(14 295.46567),(15 294.5534),(16 292.92224),(17 299.14288),(18 303.25845),(19 306.56985),(20 309.40698),(21 314.85416),(22 316.69275),(23 312.15375),(24 312.53986),(25 316.00635),(26 314.76242),(27 311.5586),(28 312.17667),(29 314.6599),(30 314.3818),(31 310.32422),(32 308.46402),(33 309.73654),(34 309.40088),(35 307.77304),(36 308.36807),(37 307.72052),(38 304.92752),(39 303.16116),(40 302.32648),(41 305.2878),(42 304.38235),(43 307.046),(44 310.18018),(45 314.37186),(46 315.76196),(47 316.58643),(48 317.64532),(49 320.7182),(50 319.97546),(51 313.8619),(52 311.72324),(53 314.45682),(54 314.51285),(55 312.14737),(56 308.3479),(57 307.3737),(58 306.34784),(59 303.64667),(60 302.93835),(61 300.827),(62 298.30518),(63 296.53894),(64 299.90317),(65 300.3192),(66 299.66354),(67 302.3916),(68 302.69092),(69 302.68268),(70 300.5706),(71 301.02097),(72 307.45993),(73 307.5186),(74 306.90753),(75 304.79358),(76 302.41742),(77 307.14676),(78 309.40308),(79 311.66837),
(1 107.95807),(2 171.86035),(3 210.9977),(4 230.21204),(5 243.15721),(6 250.19167),(7 254.86032),(8 260.9361),(9 265.90088),(10 268.26392),(11 270.64343),(12 275.50125),(13 281.1469),(14 279.65842),(15 279.87775),(16 280.15076),(17 287.15262),(18 290.22064),(19 291.0372),(20 293.21188),(21 296.51947),(22 296.98254),(23 293.20914),(24 293.19165),(25 295.66473),(26 297.13815),(27 297.4391),(28 299.4696),(29 302.98862),(30 303.95654),(31 298.12326),(32 296.24835),(33 299.9328),(34 300.4708),(35 297.39703),(36 297.92593),(37 300.48035),(38 299.02667),(39 297.75427),(40 297.16974),(41 299.22803),(42 299.6883),(43 299.31696),(44 303.14853),(45 305.85535),(46 304.10352),(47 301.02127),(48 299.02838),(49 303.21515),(50 304.0518),(51 303.29593),(52 302.99933),(53 305.5997),(54 306.12808),(55 303.8844),(56 302.16003),(57 301.41357),(58 298.1693),(59 293.47964),(60 292.33743),(61 290.18552),(62 288.7452),(63 290.08664),(64 291.29047),(65 287.62524),(66 285.0372),(67 286.353),(68 284.689),(69 285.7934),(70 283.80478),(71 284.65454),(72 287.3349),(73 289.5528),(74 291.28052),(75 294.02078),(76 292.78372),(77 295.4352),(78 297.1809),(79 300.15277),
(1 110.78076),(2 176.34651),(3 213.41191),(4 233.5472),(5 248.85358),(6 258.58392),(7 261.50885),(8 264.9558),(9 271.39203),(10 274.1167),(11 275.92374),(12 277.73398),(13 282.43866),(14 280.5372),(15 281.32263),(16 285.70566),(17 293.2398),(18 297.54883),(19 299.29202),(20 299.536),(21 304.9193),(22 305.1167),(23 303.79675),(24 303.02576),(25 307.07004),(26 304.56784),(27 302.51138),(28 300.75818),(29 302.20413),(30 304.0042),(31 298.59348),(32 295.32718),(33 299.48102),(34 298.1509),(35 293.5168),(36 294.24902),(37 296.5947),(38 295.1172),(39 292.6892),(40 291.21075),(41 293.99194),(42 293.65186),(43 292.56924),(44 292.42346),(45 299.98575),(46 302.80396),(47 304.5293),(48 302.4571),(49 304.66547),(50 302.12024),(51 299.68683),(52 298.821),(53 301.85107),(54 303.3348),(55 302.50165),(56 299.89154),(57 301.08203),(58 299.2473),(59 295.30313),(60 296.14105),(61 295.2936),(62 291.5486),(63 291.7231),(64 289.95236),(65 289.8191),(66 288.50577),(67 288.6573),(68 291.9793),(69 290.2791),(70 288.98697),(71 288.7086),(72 291.838),(73 296.31302),(74 296.3766),(75 296.92993),(76 294.8341),(77 298.19272),(78 299.9009),(79 300.94702),
(1 107.91371),(2 170.52951),(3 207.85359),(4 227.32587),(5 241.42197),(6 249.02026),(7 255.31361),(8 259.48044),(9 268.38998),(10 272.61612),(11 274.78705),(12 275.38687),(13 280.77682),(14 281.10696),(15 283.07806),(16 285.95627),(17 288.8494),(18 291.3685),(19 294.65118),(20 296.08313),(21 300.27454),(22 302.0853),(23 302.9977),(24 302.17484),(25 305.94315),(26 303.2797),(27 296.75073),(28 294.21768),(29 295.99655),(30 298.61487),(31 295.62387),(32 294.31552),(33 297.35062),(34 296.25797),(35 292.13245),(36 291.3124),(37 292.09702),(38 291.31442),(39 286.78983),(40 286.02325),(41 286.36673),(42 287.2614),(43 288.94604),(44 287.89496),(45 292.30533),(46 294.2612),(47 295.07892),(48 296.62683),(49 299.01474),(50 298.36276),(51 296.26593),(52 292.99188),(53 295.14487),(54 294.57477),(55 291.5374),(56 291.37088),(57 291.57535),(58 291.54758),(59 287.3609),(60 286.7523),(61 285.07532),(62 282.27362),(63 283.05112),(64 283.75848),(65 281.17123),(66 278.94376),(67 279.0046),(68 277.87408),(69 278.68903),(70 279.8472),(71 283.50165),(72 288.33957),(73 288.8743),(74 287.29944),(75 287.04608),(76 284.87476),(77 288.32672),(78 289.98108),(79 292.2413),
(1 107.28776),(2 170.52261),(3 207.57785),(4 228.21011),(5 242.34459),(6 249.1162),(7 251.6614),(8 255.65297),(9 263.8217),(10 266.70917),(11 268.97226),(12 269.20346),(13 273.11102),(14 271.4759),(15 272.19528),(16 274.35468),(17 281.56564),(18 284.0823),(19 287.42508),(20 287.47684),(21 292.8268),(22 295.0112),(23 292.86517),(24 290.2065),(25 294.91733),(26 293.64474),(27 290.88504),(28 290.00775),(29 293.9157),(30 295.65),(31 293.12134),(32 291.99377),(33 293.2134),(34 292.1066),(35 290.0683),(36 290.60086),(37 294.75928),(38 293.46982),(39 288.31738),(40 287.2339),(41 287.14297),(42 288.19537),(43 288.56644),(44 286.95007),(45 292.68307),(46 292.88083),(47 291.45935),(48 287.812),(49 289.4159),(50 290.6467),(51 290.45367),(52 288.52374),(53 291.95917),(54 292.54337),(55 290.33224),(56 288.5259),(57 290.36603),(58 289.81772),(59 286.74936),(60 286.67108),(61 285.956),(62 284.78522),(63 284.68146),(64 287.24796),(65 284.9202),(66 283.4113),(67 282.8127),(68 285.40616),(69 286.40277),(70 285.0293),(71 285.21353),(72 285.23264),(73 288.25574),(74 289.7241),(75 290.99753),(76 288.49277),(77 292.97623),(78 293.31656),(79 295.1006),
(1 107.17042),(2 169.4359),(3 208.05745),(4 227.87189),(5 239.99776),(6 246.83858),(7 250.53249),(8 253.14638),(9 258.93832),(10 263.0049),(11 264.05347),(12 268.28964),(13 275.51883),(14 275.47824),(15 276.76028),(16 277.8535),(17 286.30405),(18 289.2968),(19 288.7374),(20 289.9551),(21 293.4952),(22 293.0995),(23 291.79538),(24 291.06775),(25 295.33054),(26 294.31686),(27 291.5364),(28 290.3861),(29 291.91708),(30 292.33258),(31 290.9166),(32 289.70645),(33 290.45212),(34 289.45862),(35 284.49213),(36 283.77466),(37 286.79605),(38 287.35284),(39 288.23993),(40 288.09332),(41 292.83713),(42 292.85254),(43 290.98114),(44 292.2152),(45 293.81384),(46 292.78207),(47 290.8835),(48 290.0143),(49 292.9934),(50 293.42065),(51 291.44272),(52 288.62387),(53 289.5276),(54 289.81458),(55 286.14758),(56 287.19827),(57 287.38724),(58 285.21686),(59 283.43668),(60 281.94846),(61 282.43216),(62 280.7134),(63 280.03787),(64 278.7037),(65 278.60364),(66 279.30334),(67 279.5688),(68 279.3518),(69 279.86252),(70 278.24942),(71 279.18304),(72 279.62985),(73 283.06567),(74 283.34174),(75 283.8046),(76 283.8196),(77 286.4454),(78 289.0684),(79 291.37543),
(1 105.59726),(2 168.83745),(3 205.56479),(4 224.23982),(5 237.69766),(6 245.11458),(7 247.81941),(8 252.4882),(9 260.15375),(10 262.11444),(11 262.84323),(12 262.82056),(13 269.9237),(14 271.16135),(15 273.87665),(16 274.88278),(17 278.22012),(18 277.38028),(19 275.2476),(20 273.8457),(21 280.73053),(22 283.0633),(23 283.51724),(24 281.8137),(25 284.62067),(26 283.77512),(27 281.27908),(28 281.61603),(29 284.29047),(30 286.1036),(31 284.4558),(32 279.39203),(33 281.26944),(34 280.26636),(35 278.7751),(36 279.3424),(37 282.09476),(38 282.97003),(39 280.98892),(40 280.427),(41 282.00497),(42 280.36957),(43 279.57495),(44 280.29144),(45 283.5364),(46 284.84497),(47 282.615),(48 282.2293),(49 285.1267),(50 284.67697),(51 283.0996),(52 282.55023),(53 283.04578),(54 281.56262),(55 281.36673),(56 278.7535),(57 279.2091),(58 278.17505),(59 277.1481),(60 276.222),(61 276.6523),(62 275.92575),(63 274.90222),(64 276.06082),(65 272.47995),(66 270.77646),(67 268.74887),(68 268.462),(69 269.16675),(70 270.69696),(71 275.23105),(72 277.52237),(73 278.0373),(74 277.28738),(75 276.40286),(76 274.90555),(77 279.73685),(78 279.73547),(79 280.9635),
(1 106.216255),(2 166.37888),(3 201.50897),(4 221.02899),(5 235.78088),(6 242.49663),(7 246.49835),(8 251.33844),(9 259.73294),(10 261.75806),(11 260.59238),(12 262.9308),(13 270.71176),(14 272.36505),(15 274.58044),(16 276.7242),(17 281.28177),(18 282.49026),(19 281.7397),(20 281.72278),(21 284.9027),(22 286.24765),(23 284.43976),(24 283.63065),(25 289.13696),(26 289.44562),(27 289.53568),(28 289.93338),(29 290.97025),(30 289.3099),(31 284.04352),(32 281.37656),(33 286.56912),(34 286.1379),(35 283.1354),(36 280.51956),(37 283.4235),(38 284.2577),(39 282.8333),(40 281.5333),(41 281.96097),(42 280.63135),(43 281.54645),(44 281.8885),(45 286.86813),(46 286.3839),(47 284.88562),(48 283.1754),(49 285.68152),(50 286.95413),(51 283.58978),(52 283.1452),(53 287.2245),(54 287.11804),(55 284.4873),(56 284.51166),(57 283.7924),(58 281.6074),(59 280.52054),(60 280.50018),(61 277.4516),(62 276.1478),(63 276.07056),(64 276.36343),(65 275.4689),(66 274.52612),(67 274.05902),(68 274.82196),(69 277.01877),(70 278.84827),(71 280.0993),(72 280.81778),(73 282.8039),(74 280.8884),(75 279.62195),(76 277.1228),(77 281.51837),(78 286.34903),(79 290.75424),
(1 103.33149),(2 164.76112),(3 201.68898),(4 220.25188),(5 232.22653),(6 238.2635),(7 241.33258),(8 245.18335),(9 252.07413),(10 253.61433),(11 253.49236),(12 253.3148),(13 258.28088),(14 259.0571),(15 264.07556),(16 266.0256),(17 271.66992),(18 274.04205),(19 277.64063),(20 279.54816),(21 285.089),(22 288.0872),(23 287.95532),(24 287.46896),(25 291.06006),(26 289.48166),(27 285.26642),(28 285.15546),(29 287.23172),(30 286.4815),(31 282.5041),(32 279.8698),(33 282.95786),(34 282.53354),(35 279.52542),(36 277.95978),(37 279.73477),(38 277.9713),(39 275.91006),(40 276.031),(41 275.3091),(42 273.55988),(43 274.70792),(44 277.49414),(45 279.75897),(46 281.85483),(47 281.15625),(48 279.74905),(49 282.764),(50 282.57492),(51 280.3102),(52 278.94067),(53 282.30786),(54 282.24963),(55 278.8743),(56 276.2674),(57 278.98428),(58 278.63806),(59 275.199),(60 272.27286),(61 272.90662),(62 271.90552),(63 271.63174),(64 270.6196),(65 269.0875),(66 267.48093),(67 265.16956),(68 264.02914),(69 266.00287),(70 266.4972),(71 270.0716),(72 273.33862),(73 274.64185),(74 271.53412),(75 269.52176),(76 268.3594),(77 272.97684),(78 273.6855),(79 273.5427),
(1 105.56464),(2 167.44067),(3 204.21948),(4 223.0121),(5 236.20006),(6 243.41211),(7 246.80107),(8 249.70973),(9 255.71986),(10 260.13013),(11 261.184),(12 263.5733),(13 268.63782),(14 269.16098),(15 273.4842),(16 276.2353),(17 279.99792),(18 281.11557),(19 283.37088),(20 284.49063),(21 289.68402),(22 288.5253),(23 285.29105),(24 286.92184),(25 288.85574),(26 288.27106),(27 286.16635),(28 284.53683),(29 287.3614),(30 287.5431),(31 284.12286),(32 281.80682),(33 286.02072),(34 286.54446),(35 281.9907),(36 281.0884),(37 284.04456),(38 283.82373),(39 281.6879),(40 279.5382),(41 281.1547),(42 280.5895),(43 279.9509),(44 282.5972),(45 285.69226),(46 287.83072),(47 287.71838),(48 287.36453),(49 291.75595),(50 294.1192),(51 293.10382),(52 292.02704),(53 292.26407),(54 292.36545),(55 290.28082),(56 292.8823),(57 295.6959),(58 294.3775),(59 289.22333),(60 285.0958),(61 282.72342),(62 279.51492),(63 278.23886),(64 279.72495),(65 277.35904),(66 276.01575),(67 276.43628),(68 279.14447),(69 277.94553),(70 276.87988),(71 279.8582),(72 281.26318),(73 282.615),(74 280.80304),(75 280.01062),(76 278.8434),(77 285.88168),(78 286.17438),(79 286.9539),
(1 102.580315),(2 161.53093),(3 198.55899),(4 217.75082),(5 229.03365),(6 234.25227),(7 238.06528),(8 243.29176),(9 249.70944),(10 253.84987),(11 255.30885),(12 258.23068),(13 265.02936),(14 265.47116),(15 266.38443),(16 270.4985),(17 275.90616),(18 277.93286),(19 279.25592),(20 278.154),(21 285.0744),(22 287.8792),(23 285.37524),(24 283.0419),(25 287.46176),(26 288.21576),(27 286.91714),(28 284.3586),(29 286.2036),(30 286.02863),(31 283.05215),(32 281.1722),(33 281.91193),(34 280.97565),(35 279.30533),(36 278.66577),(37 281.1165),(38 280.15958),(39 279.98114),(40 279.04178),(41 279.8046),(42 278.4752),(43 276.27686),(44 278.51862),(45 282.65686),(46 282.44073),(47 280.8217),(48 279.84198),(49 281.13788),(50 282.8558),(51 282.58377),(52 279.73605),(53 282.51276),(54 282.1351),(55 278.49384),(56 279.8073),(57 285.57632),(58 285.2025),(59 281.7177),(60 282.13593),(61 280.17258),(62 277.3493),(63 275.34415),(64 275.0351),(65 275.2842),(66 276.29074),(67 274.6061),(68 275.6155),(69 279.75772),(70 282.26913),(71 283.35422),(72 286.19193),(73 287.64175),(74 285.09058),(75 286.59616),(76 283.06183),(77 286.60092),(78 287.51593),(79 290.86688),
(1 102.79208),(2 162.75386),(3 197.88171),(4 215.95747),(5 229.5477),(6 234.36935),(7 237.1807),(8 243.18262),(9 250.52678),(10 254.31993),(11 254.17183),(12 258.47577),(13 262.00278),(14 261.91156),(15 264.25366),(16 265.4436),(17 271.37598),(18 274.38562),(19 275.0896),(20 275.9697),(21 278.5874),(22 280.25146),(23 279.27307),(24 280.20334),(25 281.44543),(26 279.2182),(27 275.3941),(28 274.91016),(29 278.9417),(30 280.27386),(31 277.26855),(32 272.3285),(33 272.7954),(34 271.006),(35 267.06876),(36 270.67905),(37 273.72635),(38 271.73056),(39 268.8502),(40 268.21893),(41 271.0622),(42 272.3227),(43 271.49768),(44 273.79102),(45 278.99338),(46 279.1425),(47 278.30557),(48 276.83923),(49 279.69547),(50 279.72922),(51 279.9996),(52 280.72162),(53 280.23618),(54 276.369),(55 271.8057),(56 271.91086),(57 271.31635),(58 267.3489),(59 264.41403),(60 264.04242),(61 262.89954),(62 261.37494),(63 261.36917),(64 261.3848),(65 263.36322),(66 263.8348),(67 263.58447),(68 263.21875),(69 264.9754),(70 264.77762),(71 267.90445),(72 270.40445),(73 271.02994),(74 270.70615),(75 272.6315),(76 272.76627),(77 278.86212),(78 281.68893),(79 284.7214),
(1 104.0886),(2 163.8404),(3 198.49347),(4 218.8213),(5 230.3348),(6 237.4457),(7 241.40866),(8 245.32164),(9 250.92201),(10 253.79195),(11 254.98396),(12 256.93658),(13 263.54904),(14 264.5487),(15 267.95892),(16 267.83615),(17 273.7179),(18 277.09012),(19 279.9731),(20 278.98468),(21 283.53754),(22 283.103),(23 280.8086),(24 280.4036),(25 283.00632),(26 282.61484),(27 281.05118),(28 280.09494),(29 280.5187),(30 282.49445),(31 279.42917),(32 277.6271),(33 278.1072),(34 276.3413),(35 274.06046),(36 272.66425),(37 275.2554),(38 275.6602),(39 273.9957),(40 272.1074),(41 273.25516),(42 272.43243),(43 273.3443),(44 274.01175),(45 278.73404),(46 278.28156),(47 275.6273),(48 274.0147),(49 275.92624),(50 276.3225),(51 274.9212),(52 275.91724),(53 278.18475),(54 275.65662),(55 271.68152),(56 271.8555),(57 271.11206),(58 269.4688),(59 265.31415),(60 265.4983),(61 264.1565),(62 261.0116),(63 259.62115),(64 264.05872),(65 264.00726),(66 263.45682),(67 263.3621),(68 264.2043),(69 266.18768),(70 265.17798),(71 265.9328),(72 268.65994),(73 271.33148),(74 271.08734),(75 271.12027),(76 268.354),(77 272.66302),(78 274.16092),(79 275.34576),
