1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 193357.95),(2 697415.4),(3 1453086.4),(4 2376038.3),(5 3413636.8),(6 4490111),(7 5563901),(8 6653587.5),(9 7695847),(10 8700374),(11 9632541),(12 10488554),(13 11277638),(14 11966342),(15 12525112),(16 12977148),(17 13322495),(18 13572704),(19 13652772),(20 13623164),(21 13622826),(22 13499123),(23 13409837),(24 13334240),(25 13233967),(26 13194251),(27 13236406),(28 13348781),(29 13494547),(30 13652188),(31 13792192),(32 13902720),(33 13986655),(34 13940850),(35 13745313),(36 13442522),(37 13002376),(38 12487103),(39 11960796),(40 11343369),(41 10798543),(42 10323822),(43 9905907),(44 9581746),(45 9334226),(46 9194473),(47 9155103),(48 9206968),(49 9313564),(50 9469806),(51 9670773),(52 9875487),(53 10123061),(54 10338863),(55 10586714),(56 10876598),(57 11190529),(58 11444781),(59 11644605),(60 11863641),(61 12046041),(62 12175139),(63 12299226),(64 12372587),(65 12398218),(66 12442705),(67 12508572),(68 12636922),(69 12795086),(70 12978397),(71 13145195),(72 13324600),(73 13551029),(74 13766606),(75 14021821),(76 14218159),(77 14414539),(78 14558671),(79 14640696),
(1 210700.31),(2 777217.5),(3 1667500.6),(4 2792501.8),(5 4108575.3),(6 5528506.5),(7 7013372),(8 8488627),(9 9903445),(10 11232797),(11 12374011),(12 13286605),(13 13923987),(14 14316635),(15 14489413),(16 14454231),(17 14234809),(18 13962391),(19 13644480),(20 13357705),(21 13163261),(22 13057749),(23 13074904),(24 13196832),(25 13451919),(26 13806685),(27 14267155),(28 14745323),(29 15177881),(30 15468845),(31 15583235),(32 15498013),(33 15175288),(34 14695671),(35 14130304),(36 13450389),(37 12732964),(38 12072939),(39 11509057),(40 11023640),(41 10712472),(42 10600554),(43 10637042),(44 10860292),(45 11272823),(46 11810717),(47 12474356),(48 13166109),(49 13833331),(50 14466680),(51 14991097),(52 15403161),(53 15702024),(54 15848843),(55 15879128),(56 15826795),(57 15753383),(58 15589171),(59 15409251),(60 15321563),(61 15323787),(62 15456909),(63 15698317),(64 16025043),(65 16415504),(66 16818606),(67 17197774),(68 17515384),(69 17727560),(70 17805136),(71 17696514),(72 17473634),(73 17083642),(74 16542287),(75 15951445),(76 15323263),(77 14689629),(78 14108368),(79 13613904),
(1 184759.8),(2 682272),(3 1449136.4),(4 2422456.8),(5 3548976.8),(6 4733161.5),(7 5940094.5),(8 7085143.5),(9 8088215.5),(10 8962405),(11 9669555),(12 10213016),(13 10553326),(14 10714322),(15 10764787),(16 10732794),(17 10638863),(18 10529416),(19 10402090),(20 10290719),(21 10242226),(22 10196886),(23 10275739),(24 10386353),(25 10553183),(26 10755389),(27 10975992),(28 11217055),(29 11435935),(30 11599388),(31 11698505),(32 11734868),(33 11678856),(34 11559355),(35 11416150),(36 11209623),(37 10959281),(38 10706719),(39 10438214),(40 10175766),(41 9957179),(42 9770318),(43 9666020),(44 9606662),(45 9589313),(46 9592570),(47 9654721),(48 9761812),(49 9904359),(50 10113432),(51 10357394),(52 10618959),(53 10883889),(54 11138066),(55 11368197),(56 11610865),(57 11843914),(58 12015916),(59 12145718),(60 12261920),(61 12302387),(62 12314752),(63 12300987),(64 12302769),(65 12310909),(66 12348732),(67 12421384),(68 12529258),(69 12667832),(70 12827272),(71 13004787),(72 13225859),(73 13470909),(74 13687156),(75 13900649),(76 14073229),(77 14230042),(78 14336312),(79 14398682),
(1 188708.55),(2 684277.5),(3 1396002.4),(4 2270827.5),(5 3264533.8),(6 4327849.5),(7 5422833.5),(8 6548175.5),(9 7598519.5),(10 8562108),(11 9400587),(12 10065113),(13 10537729),(14 10851485),(15 11019148),(16 11084646),(17 11061075),(18 10990598),(19 10863967),(20 10701663),(21 10514353),(22 10246607),(23 10040255),(24 9867227),(25 9715768),(26 9617463),(27 9527537),(28 9522406),(29 9524730),(30 9546741),(31 9570312),(32 9597610),(33 9613284),(34 9611295),(35 9655928),(36 9685590),(37 9746524),(38 9789670),(39 9833588),(40 9909340),(41 9985807),(42 10031872),(43 10114048),(44 10133652),(45 10057891),(46 9904255),(47 9729449),(48 9541191),(49 9358193),(50 9221103),(51 9181680),(52 9216687),(53 9284706),(54 9390921),(55 9569623),(56 9815504),(57 10084589),(58 10250324),(59 10337148),(60 10380032),(61 10357162),(62 10296257),(63 10210549),(64 10075673),(65 9939876),(66 9851712),(67 9804220),(68 9811596),(69 9842376),(70 9885868),(71 9957858),(72 10062796),(73 10210491),(74 10333631),(75 10370641),(76 10317795),(77 10179175),(78 9967076),(79 9687690),
(1 195698.5),(2 707548.9),(3 1446477.6),(4 2349884.5),(5 3331878),(6 4330703.5),(7 5309510.5),(8 6227153),(9 7021230),(10 7696652.5),(11 8168402.5),(12 8446271),(13 8560650),(14 8498648),(15 8339843.5),(16 8106069.5),(17 7865592.5),(18 7674644),(19 7518986.5),(20 7452487),(21 7461381.5),(22 7527481),(23 7685366.5),(24 7913109.5),(25 8148831),(26 8392878),(27 8632172),(28 8839621),(29 9032012),(30 9202971),(31 9301671),(32 9312918),(33 9250286),(34 9148078),(35 9050078),(36 8953639),(37 8888916),(38 8835698),(39 8765215),(40 8633204),(41 8478536),(42 8273535),(43 8070197.5),(44 7847144.5),(45 7588735),(46 7394794.5),(47 7263003.5),(48 7157532.5),(49 7104196.5),(50 7137330),(51 7212936.5),(52 7327360.5),(53 7544571.5),(54 7783474.5),(55 8079238),(56 8364986.5),(57 8656239),(58 8887928),(59 9079967),(60 9222536),(61 9360352),(62 9482016),(63 9557371),(64 9605099),(65 9667460),(66 9765764),(67 9876824),(68 9995410),(69 10118613),(70 10220785),(71 10307546),(72 10354809),(73 10357385),(74 10251209),(75 10123961),(76 9924630),(77 9694258),(78 9430190),(79 9178478),
(1 226093.39),(2 828905.6),(3 1704991.5),(4 2760465.8),(5 3899009.5),(6 5023011),(7 6131766.5),(8 7161914.5),(9 7999362),(10 8649441),(11 9039089),(12 9154850),(13 9074203),(14 8832133),(15 8461590),(16 8036598.5),(17 7678844.5),(18 7402951.5),(19 7200095.5),(20 7121824),(21 7146120),(22 7214499.5),(23 7379966),(24 7620880),(25 7903473),(26 8228080.5),(27 8526412),(28 8756763),(29 8912103),(30 9020414),(31 9035520),(32 8988727),(33 8861613),(34 8740617),(35 8648851),(36 8616502),(37 8660289),(38 8746584),(39 8819388),(40 8906837),(41 8982997),(42 8966241),(43 8928140),(44 8845052),(45 8742542),(46 8676027),(47 8611915),(48 8546828),(49 8477543),(50 8471787),(51 8469359),(52 8519571),(53 8669750),(54 8848027),(55 9065003),(56 9281414),(57 9493044),(58 9621118),(59 9685865),(60 9718057),(61 9673669),(62 9570620),(63 9442726),(64 9287249),(65 9130953),(66 9029026),(67 8967763),(68 8960496),(69 8983827),(70 9045257),(71 9120675),(72 9185001),(73 9246601),(74 9260794),(75 9241108),(76 9156953),(77 9023229),(78 8794411),(79 8530478),
(1 250363.88),(2 934047.75),(3 1976116),(4 3241235),(5 4625562),(6 5984490.5),(7 7251151),(8 8358470),(9 9199942),(10 9807738),(11 10117683),(12 10129629),(13 9889848),(14 9515425),(15 9091402),(16 8743052),(17 8527339),(18 8413715),(19 8389225),(20 8465970),(21 8560664),(22 8646238),(23 8761760),(24 8874125),(25 8898234),(26 8882743),(27 8817585),(28 8707795),(29 8579631),(30 8485814),(31 8443140),(32 8531577),(33 8756211),(34 9072242),(35 9472158),(36 9834833),(37 10159185),(38 10366476),(39 10393679),(40 10251557),(41 9970538),(42 9586702),(43 9181676),(44 8789879),(45 8446269),(46 8167788.5),(47 8011125),(48 7942714.5),(49 7938463),(50 7989157),(51 8076948),(52 8219402.5),(53 8338510.5),(54 8400473),(55 8422294),(56 8404696),(57 8351732),(58 8266518.5),(59 8191088.5),(60 8166733.5),(61 8221244),(62 8291932),(63 8389887),(64 8483982),(65 8569169),(66 8666040),(67 8784763),(68 8894161),(69 8973824),(70 9021046),(71 8997304),(72 8941882),(73 8878503),(74 8820108),(75 8796792),(76 8795583),(77 8819628),(78 8822033),(79 8837973),
(1 164968.06),(2 608283),(3 1253441.3),(4 2008106.6),(5 2780323.8),(6 3504833),(7 4176690),(8 4786541.5),(9 5287162),(10 5660328),(11 5858644.5),(12 5915610.5),(13 5853601),(14 5724956.5),(15 5601859),(16 5521481.5),(17 5491917.5),(18 5504919.5),(19 5596551.5),(20 5746718.5),(21 5917370.5),(22 6075478.5),(23 6217345),(24 6326914.5),(25 6397681),(26 6406855.5),(27 6372532.5),(28 6305495.5),(29 6274688),(30 6272897.5),(31 6288805),(32 6362442.5),(33 6521639),(34 6727730.5),(35 6950992.5),(36 7163388),(37 7358130.5),(38 7524685),(39 7623021.5),(40 7613434),(41 7522572.5),(42 7366024.5),(43 7172967.5),(44 6953972.5),(45 6716869),(46 6471086.5),(47 6276604.5),(48 6141570),(49 6059712.5),(50 6033483.5),(51 6035048.5),(52 6059649.5),(53 6123559),(54 6186229.5),(55 6234532),(56 6259162),(57 6283783),(58 6309497.5),(59 6330156.5),(60 6347257.5),(61 6372991),(62 6426679),(63 6489340),(64 6552458.5),(65 6633133),(66 6725878.5),(67 6820073),(68 6905918),(69 6981909),(70 7014930),(71 7015380.5),(72 6971112),(73 6868249),(74 6759327),(75 6642714),(76 6537530),(77 6457459),(78 6399445.5),(79 6344650),
(1 142468.98),(2 514079.34),(3 1058693.8),(4 1694865.5),(5 2368803.8),(6 3041879),(7 3686911.8),(8 4312604),(9 4781713),(10 5093202.5),(11 5266599),(12 5336137),(13 5316805),(14 5254438.5),(15 5186577),(16 5125630),(17 5085208.5),(18 5026277.5),(19 4941231),(20 4834081),(21 4705624.5),(22 4574645.5),(23 4475876),(24 4410208.5),(25 4403633.5),(26 4448281),(27 4534113),(28 4652774.5),(29 4795392.5),(30 4939094.5),(31 5073563),(32 5173396),(33 5230803),(34 5240779),(35 5184365.5),(36 5090173),(37 4990193),(38 4894203),(39 4846430),(40 4855949),(41 4894792),(42 4952499.5),(43 5030405),(44 5046768),(45 4998510),(46 4879951),(47 4705764),(48 4506461.5),(49 4327074),(50 4191838),(51 4081142),(52 4019712.5),(53 4053783.5),(54 4165310.5),(55 4341270.5),(56 4543397),(57 4745565.5),(58 4940953.5),(59 5071358),(60 5123119),(61 5098868.5),(62 5059523.5),(63 5019958.5),(64 4993775),(65 4992649.5),(66 5024511),(67 5076775),(68 5149800),(69 5225530.5),(70 5267851.5),(71 5276047),(72 5257462),(73 5209969),(74 5148617),(75 5072628),(76 4991282),(77 4926756),(78 4874235),(79 4813048),
(1 133072.25),(2 481686.66),(3 979384.9),(4 1563461.4),(5 2152479.3),(6 2689618.3),(7 3155853.3),(8 3558328.5),(9 3855412.8),(10 4056311.3),(11 4156864.5),(12 4210056.5),(13 4232651),(14 4253793),(15 4281682),(16 4326955),(17 4390952.5),(18 4442152.5),(19 4459139),(20 4469681.5),(21 4467736),(22 4424269.5),(23 4368767),(24 4288699.5),(25 4204349.5),(26 4172045.8),(27 4215536.5),(28 4365365.5),(29 4537934.5),(30 4710503),(31 4841146),(32 4892346),(33 4846399),(34 4768232),(35 4666340.5),(36 4572237.5),(37 4478485.5),(38 4405923.5),(39 4394019.5),(40 4442063.5),(41 4516882),(42 4576680.5),(43 4650497.5),(44 4688474.5),(45 4684923),(46 4671569.5),(47 4656295),(48 4659839.5),(49 4673232),(50 4702257.5),(51 4740817),(52 4772865.5),(53 4846050),(54 4938507),(55 5026568),(56 5074504),(57 5099208),(58 5098921),(59 5058801.5),(60 5003136),(61 4959454.5),(62 4930909.5),(63 4920224.5),(64 4903575.5),(65 4878759),(66 4878097.5),(67 4891581.5),(68 4908215),(69 4907351.5),(70 4881641.5),(71 4821525),(72 4746845.5),(73 4712441),(74 4705928.5),(75 4705352),(76 4703936.5),(77 4711598),(78 4711361),(79 4701286.5),
(1 152752.8),(2 542188.7),(3 1088602),(4 1699544.1),(5 2307649),(6 2827547.8),(7 3214492.3),(8 3479887.8),(9 3616716),(10 3655783.8),(11 3627786),(12 3588503.8),(13 3543432),(14 3553522.3),(15 3617444),(16 3753105),(17 3933815.8),(18 4125330.3),(19 4295201),(20 4453234.5),(21 4565010.5),(22 4590504),(23 4546157.5),(24 4481986.5),(25 4397463.5),(26 4337793.5),(27 4302119.5),(28 4297016.5),(29 4325639.5),(30 4385222.5),(31 4459471.5),(32 4538788.5),(33 4613133.5),(34 4680203.5),(35 4745175),(36 4801261),(37 4822660.5),(38 4808270),(39 4778239),(40 4733636),(41 4694359),(42 4648806.5),(43 4616477.5),(44 4573107),(45 4496749),(46 4446999),(47 4416734),(48 4412605.5),(49 4430987),(50 4470027),(51 4503079.5),(52 4511433.5),(53 4504058),(54 4510998),(55 4536671),(56 4584199.5),(57 4658349.5),(58 4743967.5),(59 4822181.5),(60 4884102),(61 4914547),(62 4904935.5),(63 4844945.5),(64 4739714),(65 4636343.5),(66 4579387.5),(67 4570362.5),(68 4632808),(69 4727663.5),(70 4851861.5),(71 4988669),(72 5107159),(73 5214490.5),(74 5264631),(75 5230449),(76 5109989.5),(77 4927954.5),(78 4723104),(79 4528269),
(1 143162.55),(2 506021.13),(3 1001907.1),(4 1537412.4),(5 2046663.5),(6 2457542.3),(7 2741868.8),(8 2909209),(9 2969229.5),(10 2941196.3),(11 2855845),(12 2791704),(13 2766516.8),(14 2835543),(15 2978966.5),(16 3203035.8),(17 3450749),(18 3666934),(19 3840609.8),(20 3962709),(21 4014109.3),(22 3985993.8),(23 3920701.3),(24 3866171),(25 3819605),(26 3811900),(27 3814861.8),(28 3836066.8),(29 3865473.8),(30 3898354.8),(31 3905505),(32 3883897.3),(33 3838629.3),(34 3785797.8),(35 3727538.3),(36 3649650),(37 3586594),(38 3543585.8),(39 3513207.5),(40 3514982),(41 3511690),(42 3492707),(43 3492904.5),(44 3496841.5),(45 3480077.3),(46 3465770),(47 3450794.5),(48 3448974),(49 3463950.8),(50 3476731.5),(51 3483975.8),(52 3469043.3),(53 3462696.5),(54 3444733.8),(55 3416378),(56 3391412.8),(57 3394510.3),(58 3418445.8),(59 3432742.5),(60 3457053),(61 3473747.3),(62 3478009.3),(63 3484721),(64 3478774.5),(65 3457549),(66 3457514.8),(67 3467327.5),(68 3471593),(69 3458057.3),(70 3442125),(71 3409636),(72 3351777),(73 3267541.5),(74 3168544.3),(75 3086913.3),(76 3039280),(77 3041119),(78 3100284.5),(79 3175585),
(1 121426.28),(2 416034.4),(3 792930.6),(4 1182885.6),(5 1543899),(6 1860481.6),(7 2116876.3),(8 2302876),(9 2434816.8),(10 2536262.3),(11 2584945.3),(12 2599618.3),(13 2620604.3),(14 2672105),(15 2766241),(16 2903593.8),(17 3063600.8),(18 3219697),(19 3339878),(20 3422712.5),(21 3479778.5),(22 3467628.8),(23 3469501),(24 3483305.8),(25 3488568.3),(26 3522227.8),(27 3569907.8),(28 3636537.3),(29 3687934.5),(30 3711968.8),(31 3703139),(32 3690240),(33 3657103),(34 3611280.8),(35 3569691.3),(36 3551987.3),(37 3555367.5),(38 3568347.3),(39 3576554.8),(40 3564325.3),(41 3550360.3),(42 3522731.3),(43 3490994.5),(44 3472943.3),(45 3464010),(46 3485838.3),(47 3513859),(48 3522318.3),(49 3520070.3),(50 3515676.3),(51 3494892.3),(52 3451270),(53 3407734.8),(54 3358491.3),(55 3305914),(56 3257945.3),(57 3237517.8),(58 3235431.8),(59 3215675.5),(60 3181199.8),(61 3136155.3),(62 3092999),(63 3071566),(64 3048009.3),(65 3030085.5),(66 3023600.5),(67 3021127),(68 3030723.5),(69 3044235.5),(70 3093438),(71 3157303.5),(72 3237280),(73 3292129),(74 3320537.8),(75 3345995.5),(76 3343456),(77 3331872.8),(78 3325573.3),(79 3309284),
(1 121427.68),(2 415045.34),(3 800681.3),(4 1200251.3),(5 1580856.5),(6 1909314.1),(7 2162677),(8 2334638.5),(9 2453618.3),(10 2531286.3),(11 2575339),(12 2596032.3),(13 2618574.8),(14 2668094.3),(15 2733174.5),(16 2817138.3),(17 2881024.3),(18 2894524.8),(19 2873056),(20 2832459),(21 2788838.8),(22 2755779.5),(23 2773281.3),(24 2827636.5),(25 2904376.3),(26 2998130.5),(27 3092650),(28 3190454.8),(29 3260023),(30 3302177.5),(31 3312550.8),(32 3325010.5),(33 3330369),(34 3323400.5),(35 3301211),(36 3298220),(37 3296435.3),(38 3258151),(39 3195184),(40 3121661.3),(41 3056659.3),(42 3035272.5),(43 3059396),(44 3118465.8),(45 3178299.5),(46 3234103.5),(47 3270050.3),(48 3302630.5),(49 3322581.3),(50 3341528.3),(51 3338407),(52 3297448.5),(53 3244271),(54 3181867.5),(55 3104980),(56 3055832.3),(57 3034449.5),(58 3031755.5),(59 3035316.5),(60 3053237.8),(61 3076392.3),(62 3104162.5),(63 3124519),(64 3106220.5),(65 3042240.8),(66 2960743.8),(67 2890911.5),(68 2843498.8),(69 2830512.3),(70 2864640.3),(71 2924583.5),(72 3001845),(73 3071447.5),(74 3115634.5),(75 3136336),(76 3140235),(77 3138689),(78 3128608.8),(79 3128253.5),
(1 125442.82),(2 427441.16),(3 822173.5),(4 1223933.8),(5 1589648.9),(6 1883682.1),(7 2103465.5),(8 2268852),(9 2376665.5),(10 2445162.3),(11 2494757.8),(12 2520560.5),(13 2561393.8),(14 2638227.5),(15 2722698.8),(16 2794555.8),(17 2838262),(18 2843254.3),(19 2809812.8),(20 2767732.5),(21 2737296),(22 2719992.8),(23 2740248.8),(24 2771064.3),(25 2792571.5),(26 2799542.8),(27 2777180.8),(28 2746090.3),(29 2692880),(30 2641027.5),(31 2630432.8),(32 2672059.8),(33 2751813.5),(34 2840690.5),(35 2927028.5),(36 2992471.5),(37 3042791),(38 3058924.8),(39 3043503),(40 2999921),(41 2942602.8),(42 2895769.5),(43 2871197.3),(44 2857245.8),(45 2820603.8),(46 2790370.3),(47 2776087),(48 2784860.5),(49 2803336),(50 2826224),(51 2862720.3),(52 2892819.5),(53 2916080.3),(54 2930727.8),(55 2934500),(56 2937756),(57 2937881.3),(58 2920765.5),(59 2897964.5),(60 2882354.8),(61 2875653.3),(62 2865937),(63 2836767.8),(64 2787576.8),(65 2726897.8),(66 2677247),(67 2641369.5),(68 2622236.8),(69 2625276.5),(70 2655761.8),(71 2672183),(72 2675751),(73 2691202.8),(74 2704538),(75 2725419.3),(76 2721269.3),(77 2722900.3),(78 2736011.5),(79 2744166),
(1 121437.836),(2 414500.47),(3 784602.5),(4 1151617.1),(5 1466703.3),(6 1704379.6),(7 1854973.8),(8 1937582.5),(9 1978009.9),(10 2005215.4),(11 2020589),(12 2054741.4),(13 2134757.3),(14 2257331.5),(15 2386357.5),(16 2496590.8),(17 2579227.3),(18 2637802),(19 2657973.3),(20 2660261),(21 2659726),(22 2644852.8),(23 2653853.3),(24 2661895.5),(25 2675494.5),(26 2693106),(27 2709935.5),(28 2710536.3),(29 2705135.3),(30 2703209.5),(31 2703337.5),(32 2706793.5),(33 2707136.5),(34 2703963.3),(35 2686272.8),(36 2656644.8),(37 2655686.3),(38 2667272.5),(39 2670861),(40 2666125.5),(41 2657330.8),(42 2618245.3),(43 2563099.5),(44 2495320.5),(45 2432346.8),(46 2398581.3),(47 2406884.5),(48 2438271.3),(49 2460728.8),(50 2459908.3),(51 2428842.8),(52 2355466),(53 2263314.5),(54 2190892.5),(55 2146097.8),(56 2133192),(57 2182585.5),(58 2286314.3),(59 2403381.8),(60 2489418.3),(61 2519413.3),(62 2492454.5),(63 2435309.3),(64 2383027.5),(65 2354742.5),(66 2375814.8),(67 2427052.3),(68 2480989.3),(69 2515626.8),(70 2526413),(71 2490036.5),(72 2432100),(73 2365690.8),(74 2322089.3),(75 2316685.8),(76 2347338.8),(77 2417539),(78 2508604.5),(79 2574147),
(1 131607.17),(2 449864.1),(3 852033.75),(4 1251523.8),(5 1589533.1),(6 1839561.6),(7 1997761.8),(8 2070376.8),(9 2093176),(10 2120685.8),(11 2134621.3),(12 2167920.5),(13 2216065.5),(14 2271895.8),(15 2311808.3),(16 2348424.5),(17 2375424),(18 2402113.5),(19 2441521.5),(20 2496794.3),(21 2551822.5),(22 2589938.5),(23 2629761),(24 2661688.3),(25 2688407.5),(26 2712373.8),(27 2720669.8),(28 2727193.5),(29 2739000.5),(30 2771779.5),(31 2813374.5),(32 2855350.5),(33 2877370),(34 2891510.8),(35 2894070.5),(36 2883515.5),(37 2869740),(38 2867996.3),(39 2857045.3),(40 2839094.8),(41 2811250.3),(42 2763546.8),(43 2707351.8),(44 2645173.8),(45 2602412),(46 2585124),(47 2599285.8),(48 2623492.3),(49 2624379.3),(50 2601192.8),(51 2567457.3),(52 2511521),(53 2433428),(54 2360658),(55 2308354),(56 2281552),(57 2278966.8),(58 2290397.5),(59 2303261.8),(60 2315750.8),(61 2315559.5),(62 2322399.3),(63 2349129),(64 2383745.5),(65 2416180.8),(66 2459053.8),(67 2507554.3),(68 2545428),(69 2549126.5),(70 2543244),(71 2539433.3),(72 2537393.8),(73 2551290.5),(74 2587738.8),(75 2627850.3),(76 2646470.5),(77 2645924.8),(78 2623007),(79 2592974.3),
(1 108209.42),(2 356629.97),(3 652645),(4 940190.56),(5 1178995),(6 1355811.3),(7 1483024),(8 1573995),(9 1609635.1),(10 1626432.1),(11 1637261.8),(12 1657819),(13 1683171.5),(14 1727979.3),(15 1774965.1),(16 1814563.8),(17 1838451.5),(18 1858156.4),(19 1876645),(20 1919318),(21 1984173),(22 2051030.6),(23 2125995.3),(24 2190241),(25 2208624.5),(26 2191788.8),(27 2157046),(28 2133068),(29 2122503.3),(30 2136576.8),(31 2164313.8),(32 2191737.5),(33 2202113.3),(34 2194071.3),(35 2179225.8),(36 2178269.8),(37 2151171.3),(38 2132619),(39 2132831.8),(40 2125180),(41 2127568.5),(42 2123450.8),(43 2116998),(44 2092343),(45 2043058.5),(46 1990892.5),(47 1948810.6),(48 1925196.4),(49 1911674.4),(50 1917899.8),(51 1929993.4),(52 1946841.3),(53 1959823.4),(54 1972836.3),(55 1985422.9),(56 2001608.1),(57 2021742.6),(58 2023617.6),(59 2033439),(60 2052551.9),(61 2072901.1),(62 2096549.4),(63 2105961.8),(64 2092034.3),(65 2073510.6),(66 2067812.8),(67 2081702.6),(68 2097746.3),(69 2096199.6),(70 2093361.6),(71 2088916.4),(72 2090637.5),(73 2097602.5),(74 2074621.5),(75 2067164.9),(76 2061525.5),(77 2053478),(78 2045977),(79 2038262.6),
(1 119127.125),(2 391031.25),(3 712318.3),(4 1016785.7),(5 1271715.9),(6 1456908.9),(7 1583162.6),(8 1654893.4),(9 1680092.1),(10 1686861.1),(11 1709460.5),(12 1747326.4),(13 1777701.1),(14 1795993.6),(15 1782586.4),(16 1752091),(17 1736269.6),(18 1754543.6),(19 1805141.5),(20 1885018.9),(21 1972852.5),(22 2029074.6),(23 2083114.4),(24 2109138.5),(25 2103020.3),(26 2090477.4),(27 2092516.1),(28 2119448.3),(29 2176124.3),(30 2250283.8),(31 2280774.8),(32 2272353.8),(33 2239928.8),(34 2211218.8),(35 2196843.3),(36 2204053.5),(37 2223314.3),(38 2216535.5),(39 2205557.5),(40 2200593.8),(41 2187405.5),(42 2185507.5),(43 2202776.5),(44 2188803.8),(45 2153666.3),(46 2103835.8),(47 2049909.1),(48 1989931.6),(49 1928914.4),(50 1882206),(51 1856413),(52 1857267.6),(53 1867920),(54 1878976),(55 1883331.4),(56 1875048.5),(57 1867879.4),(58 1878744.4),(59 1930112),(60 2003232.1),(61 2078162),(62 2142973.3),(63 2174812.8),(64 2160776),(65 2124555.3),(66 2094458),(67 2068216.4),(68 2042166.6),(69 2014136.6),(70 1988645.4),(71 1972190.5),(72 1945042.9),(73 1910982.6),(74 1880700.5),(75 1866738),(76 1857136),(77 1870090.6),(78 1905974.9),(79 1954848.4),
