1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 29807.273),(2 46726.996),(3 56420.457),(4 108486.6),(5 152124.1),(6 182224.58),(7 256431.83),(8 322961.38),(9 376313),(10 463311),(11 545706.2),(12 618210.25),(13 725891.8),(14 823888.8),(15 937183.56),(16 1081217.6),(17 1230891.4),(18 1385386.9),(19 1579262),(20 1777710.1),(21 1986709.4),(22 2222920.8),(23 2459717.3),(24 2698800.8),(25 2954277.3),(26 3212776),(27 3502232.8),(28 3764550.3),(29 4054100.8),(30 4315052.5),(31 4616947),(32 4931991.5),(33 5236949),(34 5547777),(35 5898172.5),(36 6221600),(37 6573413.5),(38 6915813.5),(39 7268889.5),(40 7587429.5),(41 7909030.5),(42 8232209.5),(43 8525872),(44 8867799),(45 9229535),(46 9631581),(47 10066707),(48 10512878),(49 10986741),(50 11461861),(51 11920425),(52 12392380),(53 12889636),(54 13322811),(55 13778089),(56 14220213),(57 14651901),(58 15123619),(59 15583837),(60 15972109),(61 16432396),(62 16888360),(63 17316284),(64 17718810),(65 18100826),(66 18446224),(67 18748710),(68 19020088),(69 19241400),(70 19442426),(71 19663610),(72 19850286),(73 20100926),(74 20323368),(75 20571586),(76 20835710),(77 21143750),(78 21442932),(79 21708304),
(1 64.99883),(2 77.896324),(3 86.57896),(4 91.43886),(5 94.71583),(6 96.82105),(7 97.909645),(8 97.21525),(9 98.92887),(10 99.953445),(11 101.257484),(12 101.6331),(13 103.572205),(14 103.60484),(15 102.83857),(16 106.400024),(17 106.31067),(18 107.24545),(19 107.42991),(20 108.10507),(21 108.2132),(22 109.842674),(23 110.4395),(24 109.45631),(25 109.33912),(26 109.92371),(27 109.54543),(28 109.460205),(29 108.97148),(30 110.46931),(31 109.96501),(32 111.36215),(33 110.60324),(34 111.90333),(35 113.17959),(36 113.90296),(37 113.65005),(38 114.22522),(39 115.561356),(40 114.758156),(41 116.02345),(42 116.72418),(43 117.32814),(44 117.24638),(45 115.79759),(46 115.80897),(47 115.536),(48 116.270996),(49 116.568596),(50 116.62812),(51 116.12478),(52 116.658615),(53 116.98857),(54 116.185646),(55 117.55452),(56 118.80555),(57 118.72885),(58 119.01415),(59 118.49245),(60 118.59096),(61 118.69321),(62 119.52034),(63 120.96681),(64 121.82802),(65 122.65887),(66 121.02184),(67 121.231636),(68 122.09034),(69 123.61278),(70 123.93433),(71 123.530334),(72 123.840195),(73 123.16644),(74 124.45309),(75 124.72234),(76 123.78598),(77 123.17928),(78 121.33678),(79 122.612885),
(1 64.60367),(2 76.928566),(3 85.77717),(4 91.51264),(5 92.8198),(6 96.24732),(7 96.79809),(8 96.96422),(9 97.46811),(10 100.17021),(11 101.61474),(12 102.498634),(13 104.24183),(14 104.511826),(15 103.85063),(16 105.244644),(17 105.64547),(18 106.569275),(19 107.58205),(20 107.323044),(21 107.88996),(22 107.984924),(23 108.06935),(24 107.92841),(25 108.37102),(26 107.92099),(27 107.781815),(28 107.98323),(29 108.28638),(30 108.911415),(31 107.32514),(32 107.071846),(33 106.80209),(34 108.694916),(35 109.82449),(36 110.06702),(37 110.71647),(38 110.44711),(39 112.18652),(40 111.75518),(41 111.64522),(42 112.61118),(43 113.44082),(44 114.16764),(45 113.22237),(46 114.351135),(47 114.30708),(48 115.52032),(49 116.31915),(50 116.20431),(51 117.00514),(52 116.8206),(53 117.84344),(54 118.17223),(55 118.54699),(56 119.03685),(57 120.05535),(58 119.1872),(59 119.96135),(60 120.43395),(61 120.922935),(62 120.20699),(63 122.11805),(64 123.4214),(65 123.40283),(66 123.43303),(67 122.7459),(68 123.3832),(69 122.91189),(70 123.6451),(71 123.87861),(72 124.141525),(73 124.89328),(74 125.92825),(75 125.27667),(76 125.58147),(77 125.32288),(78 124.30254),(79 124.95345),
(1 61.699734),(2 73.44007),(3 80.966034),(4 86.84761),(5 90.39207),(6 92.23595),(7 94.20544),(8 93.51291),(9 94.334274),(10 96.48389),(11 97.87957),(12 98.75065),(13 100.35779),(14 100.08575),(15 101.16184),(16 101.043724),(17 102.26422),(18 103.08823),(19 104.77334),(20 104.84254),(21 105.90664),(22 105.01464),(23 105.83903),(24 105.663734),(25 106.1055),(26 105.74174),(27 106.40195),(28 105.87959),(29 106.408),(30 106.422844),(31 107.320496),(32 107.77573),(33 107.87189),(34 107.21096),(35 109.34884),(36 109.31968),(37 109.95622),(38 109.890625),(39 111.05578),(40 110.716034),(41 110.622604),(42 112.32604),(43 112.31357),(44 111.85119),(45 112.45808),(46 112.42754),(47 111.74414),(48 112.04906),(49 111.65596),(50 111.05561),(51 111.01488),(52 110.58847),(53 111.855804),(54 112.91105),(55 112.95403),(56 112.57482),(57 113.22471),(58 113.990685),(59 115.24152),(60 115.08513),(61 113.97275),(62 115.20397),(63 116.003586),(64 115.7297),(65 116.25889),(66 117.40522),(67 118.06592),(68 119.551735),(69 118.814865),(70 118.96929),(71 119.488495),(72 120.47945),(73 119.81095),(74 121.33379),(75 122.41038),(76 121.5406),(77 122.35368),(78 121.67585),(79 121.118195),
(1 62.395508),(2 76.02652),(3 84.99261),(4 89.91974),(5 92.48144),(6 95.42334),(7 97.36694),(8 96.05124),(9 97.05751),(10 99.43529),(11 99.49223),(12 99.64609),(13 100.52428),(14 101.19723),(15 101.8332),(16 102.532875),(17 103.07739),(18 104.98774),(19 105.91019),(20 107.19619),(21 106.731674),(22 107.60301),(23 108.177635),(24 106.43355),(25 106.91229),(26 107.36009),(27 108.12656),(28 108.50372),(29 108.60864),(30 109.04721),(31 108.92895),(32 109.33776),(33 110.23222),(34 109.89619),(35 110.953026),(36 109.57027),(37 108.67341),(38 110.57385),(39 111.568756),(40 110.44169),(41 111.816956),(42 111.412155),(43 112.36938),(44 113.43686),(45 114.01934),(46 113.20939),(47 112.85125),(48 113.36923),(49 113.10154),(50 113.99434),(51 114.47356),(52 114.07053),(53 116.69935),(54 116.70076),(55 117.22915),(56 118.17269),(57 117.582115),(58 117.8452),(59 119.39034),(60 118.736916),(61 119.97863),(62 120.38539),(63 120.97961),(64 120.16983),(65 120.97591),(66 121.36619),(67 122.19434),(68 122.28992),(69 123.93573),(70 123.97229),(71 124.162865),(72 124.1131),(73 124.6249),(74 124.40937),(75 125.11553),(76 123.604904),(77 123.68605),(78 123.16514),(79 122.74833),
(1 61.90043),(2 75.47167),(3 83.04926),(4 87.26512),(5 90.471565),(6 93.92942),(7 95.15481),(8 95.16778),(9 95.4856),(10 96.17011),(11 96.753),(12 97.39795),(13 97.90525),(14 98.38647),(15 97.683586),(16 99.349),(17 98.98887),(18 99.9557),(19 102.64597),(20 104.01687),(21 103.314896),(22 103.319756),(23 102.839905),(24 102.95241),(25 103.10781),(26 104.33562),(27 104.891525),(28 104.40223),(29 103.44672),(30 104.39844),(31 105.21223),(32 106.88018),(33 107.21511),(34 107.51074),(35 108.737206),(36 109.32917),(37 109.539444),(38 110.40233),(39 111.29778),(40 110.67824),(41 111.065155),(42 110.71417),(43 110.70736),(44 111.65336),(45 111.89578),(46 111.64089),(47 111.07853),(48 110.97632),(49 111.43332),(50 111.35279),(51 112.64197),(52 112.283676),(53 111.69396),(54 113.07338),(55 113.98769),(56 114.433846),(57 116.09168),(58 116.30483),(59 114.588646),(60 114.1984),(61 114.66123),(62 114.33253),(63 114.439445),(64 115.88156),(65 116.975136),(66 117.220764),(67 118.500725),(68 117.797745),(69 118.18164),(70 121.13648),(71 120.88816),(72 120.39115),(73 118.866806),(74 119.07604),(75 120.13899),(76 118.51217),(77 120.16159),(78 119.82929),(79 119.26388),
(1 60.6848),(2 73.57027),(3 79.29821),(4 84.378876),(5 86.27771),(6 90.033936),(7 90.06078),(8 91.581406),(9 93.51453),(10 93.83997),(11 94.54969),(12 94.18245),(13 96.60993),(14 97.16089),(15 97.49238),(16 98.94269),(17 99.256836),(18 101.549034),(19 100.82019),(20 100.98092),(21 100.36412),(22 101.40424),(23 101.79609),(24 101.49198),(25 101.52345),(26 101.637115),(27 102.388596),(28 102.89968),(29 102.59663),(30 103.06029),(31 103.83251),(32 103.100044),(33 102.49029),(34 103.213135),(35 104.25861),(36 104.49278),(37 104.16523),(38 103.06843),(39 103.16958),(40 104.27608),(41 106.05261),(42 105.26997),(43 104.9591),(44 104.88357),(45 106.1977),(46 106.82968),(47 105.65839),(48 105.573944),(49 105.859184),(50 105.8914),(51 106.556885),(52 107.08518),(53 108.25011),(54 110.36744),(55 110.54012),(56 111.16782),(57 112.625046),(58 112.68552),(59 111.90019),(60 112.316),(61 113.14027),(62 112.3734),(63 112.06647),(64 113.110794),(65 112.70173),(66 113.44983),(67 114.01427),(68 112.84368),(69 113.65772),(70 114.18207),(71 115.58908),(72 116.252686),(73 117.135635),(74 116.96973),(75 117.8995),(76 117.02664),(77 117.21467),(78 118.188576),(79 117.975555),
(1 60.350445),(2 72.73775),(3 80.85946),(4 86.29881),(5 88.10553),(6 91.38909),(7 92.72551),(8 93.68172),(9 95.172066),(10 96.033905),(11 96.72521),(12 96.70468),(13 97.89996),(14 97.97862),(15 97.24584),(16 98.3102),(17 99.82855),(18 100.24414),(19 100.291855),(20 101.80115),(21 100.46128),(22 101.266846),(23 102.940315),(24 102.65277),(25 102.5073),(26 101.83821),(27 102.35991),(28 103.120056),(29 102.68067),(30 103.824394),(31 104.269966),(32 104.67905),(33 104.81661),(34 103.691376),(35 105.29899),(36 105.2372),(37 106.096085),(38 106.25728),(39 105.98112),(40 105.56432),(41 106.74333),(42 107.05648),(43 107.219246),(44 107.28207),(45 107.077065),(46 107.07505),(47 107.422134),(48 108.36279),(49 107.83136),(50 108.79468),(51 108.99704),(52 108.9165),(53 109.553986),(54 111.19746),(55 112.06926),(56 112.40191),(57 113.8513),(58 113.45996),(59 114.00318),(60 113.29663),(61 112.430405),(62 113.22687),(63 112.85139),(64 114.5636),(65 114.0702),(66 115.41199),(67 115.957146),(68 115.836),(69 117.2674),(70 118.343155),(71 117.94473),(72 118.52699),(73 119.32457),(74 119.57413),(75 119.08989),(76 119.625046),(77 120.38797),(78 118.96863),(79 120.42128),
(1 58.862442),(2 70.74775),(3 77.85554),(4 83.265366),(5 86.79434),(6 89.75287),(7 91.32191),(8 92.4081),(9 93.764946),(10 93.81058),(11 93.8832),(12 94.967804),(13 94.969246),(14 95.524635),(15 96.29253),(16 97.059494),(17 97.88526),(18 98.2658),(19 99.521194),(20 100.3256),(21 99.57245),(22 98.88537),(23 99.81544),(24 100.45929),(25 100.27341),(26 100.51298),(27 101.29378),(28 100.781944),(29 101.611496),(30 101.76337),(31 102.15787),(32 101.59312),(33 101.75883),(34 102.70647),(35 103.45982),(36 103.954765),(37 103.2814),(38 103.80102),(39 104.694244),(40 103.58035),(41 104.66873),(42 105.61062),(43 104.81768),(44 106.41063),(45 105.223305),(46 105.74688),(47 105.64473),(48 106.151),(49 105.15217),(50 105.438805),(51 106.27068),(52 107.334564),(53 107.32781),(54 108.38555),(55 108.07143),(56 108.26048),(57 110.24642),(58 110.8105),(59 110.419205),(60 110.07488),(61 109.106346),(62 109.12873),(63 109.17507),(64 110.189095),(65 110.74922),(66 112.088234),(67 111.79434),(68 112.32796),(69 112.4865),(70 112.29728),(71 112.65332),(72 112.34843),(73 113.52828),(74 113.32423),(75 112.91985),(76 114.27615),(77 114.66053),(78 114.711105),(79 115.00792),
(1 58.87388),(2 71.5029),(3 77.13051),(4 83.1544),(5 85.346115),(6 87.85361),(7 90.19105),(8 91.90917),(9 93.87075),(10 93.22023),(11 94.15017),(12 94.75752),(13 95.65539),(14 95.4236),(15 96.36601),(16 96.63788),(17 96.128784),(18 96.715805),(19 99.07439),(20 99.56315),(21 98.83186),(22 99.712326),(23 102.02519),(24 101.795166),(25 101.03194),(26 100.61356),(27 100.521225),(28 100.73901),(29 101.14024),(30 100.58976),(31 100.60487),(32 100.965805),(33 102.976746),(34 101.9376),(35 103.25519),(36 103.96139),(37 103.26174),(38 103.865395),(39 104.58054),(40 103.692894),(41 104.87837),(42 105.23236),(43 105.93909),(44 105.53804),(45 105.445274),(46 107.1048),(47 107.47678),(48 107.187546),(49 106.737015),(50 106.25167),(51 107.39319),(52 108.53158),(53 108.65251),(54 110.11995),(55 111.02775),(56 111.80302),(57 112.60011),(58 112.23867),(59 112.085106),(60 111.26276),(61 111.17833),(62 111.832886),(63 111.59055),(64 111.477745),(65 112.57439),(66 113.22212),(67 113.8849),(68 114.42057),(69 114.45052),(70 114.363205),(71 115.30642),(72 114.23932),(73 113.980995),(74 114.50444),(75 114.20894),(76 114.40965),(77 114.08932),(78 114.51615),(79 114.596985),
(1 56.93544),(2 68.01755),(3 75.11467),(4 79.45433),(5 82.185356),(6 84.8617),(7 86.16931),(8 88.129234),(9 89.001816),(10 90.242744),(11 90.666504),(12 91.107254),(13 92.06947),(14 91.74529),(15 91.383255),(16 92.572876),(17 92.84445),(18 93.01202),(19 93.90217),(20 94.21238),(21 93.09145),(22 94.43155),(23 96.26866),(24 97.201454),(25 96.993805),(26 97.22456),(27 96.64688),(28 97.368256),(29 96.90972),(30 97.14653),(31 97.27859),(32 97.8953),(33 100.1473),(34 98.565796),(35 98.75643),(36 100.170074),(37 100.31121),(38 101.05646),(39 101.33365),(40 100.381546),(41 101.84202),(42 102.576225),(43 102.722),(44 102.65629),(45 102.3),(46 102.30254),(47 102.0341),(48 102.15715),(49 101.76093),(50 103.141754),(51 103.69619),(52 104.855545),(53 105.315506),(54 106.29712),(55 105.85529),(56 106.78568),(57 108.0585),(58 107.42808),(59 107.70884),(60 108.137024),(61 107.81611),(62 107.41021),(63 106.77742),(64 108.20994),(65 107.16665),(66 108.84675),(67 110.200226),(68 109.45846),(69 109.32443),(70 110.27559),(71 109.662254),(72 109.30986),(73 110.00054),(74 110.06552),(75 110.096275),(76 111.60727),(77 111.24627),(78 112.1266),(79 112.44725),
(1 56.476265),(2 68.70257),(3 75.254845),(4 80.30279),(5 81.62379),(6 84.011215),(7 85.13805),(8 86.31272),(9 88.12671),(10 89.19286),(11 88.47158),(12 89.628944),(13 90.4613),(14 90.8742),(15 91.45485),(16 92.0284),(17 91.925896),(18 93.24864),(19 93.165474),(20 93.360916),(21 94.15748),(22 94.22127),(23 95.44896),(24 96.19855),(25 96.15012),(26 96.49155),(27 96.54128),(28 96.06571),(29 96.31567),(30 96.32095),(31 96.636925),(32 98.42928),(33 98.70584),(34 97.747116),(35 97.84134),(36 99.07634),(37 98.60825),(38 98.69479),(39 99.093315),(40 98.29997),(41 98.74216),(42 100.257965),(43 100.48884),(44 100.14738),(45 101.53422),(46 101.61715),(47 100.45327),(48 101.538826),(49 101.030914),(50 100.89162),(51 101.22936),(52 103.45039),(53 104.6948),(54 105.37989),(55 105.19978),(56 105.95793),(57 106.6232),(58 106.48681),(59 106.59868),(60 106.53604),(61 106.50952),(62 107.56238),(63 107.10205),(64 107.96412),(65 106.907135),(66 107.315926),(67 107.329475),(68 108.190506),(69 108.30645),(70 107.707),(71 108.26393),(72 108.28677),(73 109.043365),(74 108.41082),(75 108.47529),(76 108.53265),(77 108.351204),(78 108.94028),(79 109.00224),
(1 55.785713),(2 68.01876),(3 73.83647),(4 78.45289),(5 81.50237),(6 84.568405),(7 84.83671),(8 87.00896),(9 88.314705),(10 88.87392),(11 89.4583),(12 90.929726),(13 91.8846),(14 92.446144),(15 92.61292),(16 92.64497),(17 93.34997),(18 93.2469),(19 93.072784),(20 94.701614),(21 94.05906),(22 95.08182),(23 97.281586),(24 97.834366),(25 97.23489),(26 97.07235),(27 97.67983),(28 99.20855),(29 98.521286),(30 98.35517),(31 98.66686),(32 99.36954),(33 98.536026),(34 98.62268),(35 100.474945),(36 101.0877),(37 100.97217),(38 102.372345),(39 102.7975),(40 102.81663),(41 103.763054),(42 103.12637),(43 103.9333),(44 104.97858),(45 104.1943),(46 104.58476),(47 103.69113),(48 103.464745),(49 104.34368),(50 103.44187),(51 103.38721),(52 104.63921),(53 104.90376),(54 104.812546),(55 105.94598),(56 106.97132),(57 106.38609),(58 106.14715),(59 106.06379),(60 106.641045),(61 107.317924),(62 106.74895),(63 107.85092),(64 108.11333),(65 108.876305),(66 109.504),(67 110.92049),(68 111.45669),(69 112.29946),(70 112.45447),(71 113.370705),(72 112.854614),(73 112.70984),(74 113.27035),(75 115.0446),(76 114.954704),(77 114.88791),(78 114.739265),(79 116.286476),
(1 56.20882),(2 68.522026),(3 74.44176),(4 78.25604),(5 81.51994),(6 84.70157),(7 86.430244),(8 87.167946),(9 89.20923),(10 88.2907),(11 88.4783),(12 88.37403),(13 90.06921),(14 91.09161),(15 92.79497),(16 91.77365),(17 93.17061),(18 93.2308),(19 93.87606),(20 93.71929),(21 93.50805),(22 93.66727),(23 95.8188),(24 96.81261),(25 96.66522),(26 95.5678),(27 96.06319),(28 96.861115),(29 96.60241),(30 94.899055),(31 96.83621),(32 97.91634),(33 98.57923),(34 98.1988),(35 99.32156),(36 99.579666),(37 100.01626),(38 100.3207),(39 100.867294),(40 100.63265),(41 101.52604),(42 101.540436),(43 101.532616),(44 100.82546),(45 101.11875),(46 101.90103),(47 102.307304),(48 101.73198),(49 101.770836),(50 102.94538),(51 102.36023),(52 102.56537),(53 104.14515),(54 103.28622),(55 104.35402),(56 105.33617),(57 105.50162),(58 104.919464),(59 105.073685),(60 105.33373),(61 105.34452),(62 104.89472),(63 106.69396),(64 106.07857),(65 107.25696),(66 107.35636),(67 107.820816),(68 106.97333),(69 106.96699),(70 106.82632),(71 108.19302),(72 108.85264),(73 109.40114),(74 109.22968),(75 109.61895),(76 109.7164),(77 110.45337),(78 110.07225),(79 110.8388),
(1 54.40471),(2 66.761635),(3 74.0478),(4 78.421265),(5 79.24197),(6 83.41984),(7 84.53067),(8 85.24199),(9 87.16565),(10 87.56794),(11 88.14484),(12 88.17109),(13 90.06297),(14 90.66366),(15 91.05489),(16 91.69592),(17 92.76308),(18 93.009254),(19 92.94996),(20 94.036415),(21 94.62546),(22 94.82543),(23 96.04966),(24 96.10064),(25 96.877396),(26 97.325264),(27 97.675804),(28 97.88561),(29 97.756996),(30 97.23732),(31 98.255104),(32 98.12351),(33 98.05581),(34 98.01483),(35 98.40969),(36 98.703545),(37 98.10112),(38 97.96321),(39 98.698975),(40 99.294205),(41 100.398155),(42 99.79909),(43 99.41681),(44 98.85568),(45 98.5202),(46 98.383934),(47 98.12376),(48 97.739174),(49 98.73502),(50 99.35172),(51 99.5914),(52 100.85166),(53 100.991806),(54 100.91448),(55 101.80985),(56 102.872665),(57 104.26981),(58 104.11287),(59 105.100876),(60 104.88006),(61 104.51955),(62 103.71048),(63 104.33287),(64 104.68968),(65 105.13646),(66 106.49052),(67 107.43944),(68 107.714226),(69 107.02457),(70 106.87827),(71 106.837585),(72 106.16362),(73 105.9915),(74 106.691666),(75 107.249504),(76 106.91867),(77 107.00258),(78 107.110275),(79 108.58531),
(1 54.466812),(2 65.23256),(3 73.00159),(4 75.93096),(5 77.33949),(6 80.43404),(7 80.99361),(8 82.13562),(9 83.51407),(10 84.04853),(11 85.012535),(12 85.058975),(13 86.27345),(14 87.01089),(15 87.17527),(16 88.25501),(17 89.216446),(18 88.23618),(19 89.531204),(20 89.504486),(21 89.10023),(22 90.10666),(23 91.677345),(24 90.971115),(25 89.87947),(26 90.89466),(27 91.80853),(28 93.174355),(29 93.59612),(30 93.73548),(31 94.25507),(32 94.32706),(33 94.209206),(34 94.86815),(35 95.623795),(36 95.80593),(37 95.542435),(38 96.604004),(39 97.081726),(40 96.60088),(41 97.39406),(42 96.99213),(43 98.20394),(44 97.59214),(45 96.90377),(46 96.999115),(47 97.619255),(48 96.385956),(49 95.860855),(50 97.29676),(51 97.518654),(52 98.14267),(53 99.24373),(54 99.820274),(55 99.75045),(56 100.9194),(57 101.46359),(58 102.1087),(59 102.40127),(60 102.393166),(61 102.92156),(62 102.84852),(63 102.61007),(64 102.35668),(65 102.4199),(66 103.63348),(67 102.49315),(68 103.86143),(69 103.13159),(70 103.23633),(71 102.6755),(72 102.28327),(73 102.41201),(74 102.59918),(75 103.40416),(76 101.707375),(77 103.517296),(78 103.14196),(79 103.65204),
(1 53.322742),(2 64.997986),(3 72.00638),(4 75.52293),(5 76.93065),(6 79.07257),(7 82.163445),(8 81.61367),(9 83.0223),(10 84.88167),(11 84.23758),(12 85.80755),(13 86.348976),(14 87.5078),(15 87.6424),(16 87.81978),(17 89.18766),(18 89.16687),(19 89.62442),(20 89.73376),(21 90.79783),(22 91.620674),(23 92.193855),(24 92.37738),(25 92.42944),(26 91.74686),(27 91.95508),(28 93.01722),(29 91.91398),(30 92.59106),(31 92.663765),(32 93.3278),(33 93.27635),(34 94.01665),(35 93.09648),(36 94.51214),(37 94.777885),(38 94.297455),(39 94.57463),(40 95.14874),(41 95.93242),(42 94.68479),(43 95.74238),(44 95.693985),(45 96.05394),(46 96.30733),(47 96.210045),(48 96.13225),(49 95.774086),(50 96.478264),(51 97.0429),(52 97.29287),(53 99.480774),(54 100.280914),(55 101.55348),(56 100.978874),(57 100.40006),(58 100.65702),(59 101.48128),(60 101.43438),(61 101.964775),(62 100.9887),(63 101.48194),(64 101.92846),(65 102.03507),(66 103.76392),(67 104.21277),(68 104.85723),(69 105.01984),(70 105.37743),(71 105.064804),(72 105.298416),(73 105.46981),(74 105.44131),(75 105.4408),(76 103.90552),(77 105.39268),(78 105.42271),(79 106.64446),
(1 52.732975),(2 63.36432),(3 69.94248),(4 74.22944),(5 75.9226),(6 78.57353),(7 79.73065),(8 80.942406),(9 81.921196),(10 82.53472),(11 82.59756),(12 83.036415),(13 83.151),(14 83.69398),(15 84.958534),(16 86.244965),(17 87.38069),(18 87.79066),(19 88.044754),(20 87.67754),(21 88.169716),(22 88.95199),(23 90.174),(24 90.861275),(25 89.92459),(26 90.3668),(27 90.89473),(28 91.1579),(29 91.96985),(30 91.473915),(31 92.048615),(32 92.12387),(33 93.00279),(34 92.85885),(35 93.452805),(36 93.98659),(37 94.511086),(38 94.58669),(39 95.19671),(40 95.11894),(41 95.43753),(42 95.45778),(43 95.54287),(44 95.42798),(45 96.4732),(46 97.04691),(47 97.148964),(48 96.51356),(49 97.11243),(50 97.04522),(51 97.72933),(52 97.7047),(53 98.1531),(54 97.87907),(55 98.1149),(56 97.69407),(57 96.93986),(58 96.621),(59 98.13038),(60 99.23646),(61 97.87331),(62 97.65029),(63 97.48602),(64 97.858376),(65 98.12431),(66 99.064995),(67 99.31856),(68 100.24022),(69 101.2539),(70 100.56962),(71 100.43948),(72 100.35267),(73 100.59826),(74 100.55024),(75 101.439095),(76 101.32762),(77 101.49259),(78 102.19724),(79 102.73262),
(1 52.020737),(2 64.08049),(3 70.73729),(4 75.634026),(5 77.00137),(6 78.667496),(7 79.66842),(8 81.165726),(9 82.89271),(10 83.179726),(11 83.04964),(12 83.39734),(13 84.46281),(14 85.15712),(15 84.918724),(16 85.55683),(17 86.28002),(18 86.808784),(19 87.966064),(20 87.38271),(21 88.369576),(22 89.25544),(23 89.52088),(24 88.93871),(25 89.39297),(26 90.37503),(27 91.86627),(28 91.583496),(29 92.075325),(30 92.16396),(31 92.41567),(32 92.345535),(33 91.61159),(34 91.36851),(35 92.7039),(36 93.90491),(37 94.42414),(38 95.761856),(39 96.05167),(40 95.63351),(41 96.183685),(42 96.388596),(43 96.39733),(44 96.48035),(45 95.90679),(46 96.70663),(47 96.56306),(48 97.08471),(49 96.602234),(50 96.071434),(51 96.462425),(52 96.96745),(53 97.876495),(54 99.20553),(55 99.1516),(56 100.29756),(57 99.39098),(58 99.79221),(59 100.617645),(60 101.46208),(61 101.31314),(62 99.66806),(63 99.415535),(64 100.05196),(65 99.64194),(66 101.398415),(67 101.66067),(68 102.92788),(69 102.72731),(70 102.69966),(71 103.38871),(72 104.26837),(73 103.29892),(74 103.70069),(75 103.99065),(76 103.32286),(77 103.350494),(78 104.64065),(79 104.53823),
