1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 115652.914),(2 419756.7),(3 895878.25),(4 1514245.8),(5 2258704.8),(6 3112010.8),(7 4038593.5),(8 5014541),(9 6068148),(10 7141904),(11 8271159.5),(12 9447026),(13 10642392),(14 11817478),(15 12965308),(16 14120424),(17 15167175),(18 16095715),(19 17050700),(20 17817278),(21 18458372),(22 19019062),(23 19458062),(24 19804160),(25 20065806),(26 20128282),(27 20005982),(28 19757140),(29 19360436),(30 18873566),(31 18310960),(32 17643698),(33 16975406),(34 16292008),(35 15620403),(36 14926233),(37 14240710),(38 13597173),(39 12965593),(40 12350417),(41 11819489),(42 11339743),(43 10977365),(44 10687167),(45 10433830),(46 10231538),(47 10109030),(48 10133779),(49 10235841),(50 10406753),(51 10607758),(52 10820704),(53 11085139),(54 11325845),(55 11563934),(56 11747768),(57 11874514),(58 11939140),(59 11912257),(60 11824086),(61 11685795),(62 11501049),(63 11260360),(64 11023375),(65 10767825),(66 10502779),(67 10316784),(68 10197362),(69 10139802),(70 10140079),(71 10204887),(72 10352679),(73 10620640),(74 10951002),(75 11306113),(76 11677555),(77 12040102),(78 12387314),(79 12746657),
(1 141380.69),(2 526167.5),(3 1135502.9),(4 1925909.6),(5 2856679.8),(6 3898867.3),(7 4981079.5),(8 6098496),(9 7257940.5),(10 8403335),(11 9526397),(12 10609524),(13 11626553),(14 12529335),(15 13323092),(16 14015264),(17 14587368),(18 15097939),(19 15496123),(20 15778496),(21 15991831),(22 16099267),(23 16104725),(24 16041589),(25 15955836),(26 15793963),(27 15585216),(28 15403340),(29 15196349),(30 15003632),(31 14827277),(32 14652317),(33 14502851),(34 14321880),(35 14132179),(36 13954389),(37 13802723),(38 13669589),(39 13545688),(40 13486344),(41 13469227),(42 13503281),(43 13660015),(44 13902467),(45 14198632),(46 14571008),(47 14996093),(48 15468360),(49 16009163),(50 16514739),(51 16992398),(52 17401630),(53 17701750),(54 17870974),(55 17930478),(56 17829522),(57 17636166),(58 17358770),(59 16982658),(60 16530473),(61 16047200),(62 15515852),(63 14997856),(64 14467705),(65 13967493),(66 13474789),(67 13038704),(68 12666389),(69 12324016),(70 12066555),(71 11846957),(72 11713859),(73 11715204),(74 11763005),(75 11895231),(76 12129435),(77 12422492),(78 12761627),(79 13188987),
(1 107477.62),(2 392678.3),(3 833463.06),(4 1406317.1),(5 2093737.6),(6 2864569.5),(7 3716649.5),(8 4597774.5),(9 5570381.5),(10 6551399.5),(11 7522817.5),(12 8436644),(13 9246074),(14 9943914),(15 10546147),(16 11015670),(17 11350413),(18 11549471),(19 11589297),(20 11536600),(21 11413859),(22 11226519),(23 11005619),(24 10771617),(25 10542641),(26 10319124),(27 10124548),(28 9999516),(29 9877357),(30 9770996),(31 9690919),(32 9640349),(33 9616878),(34 9587605),(35 9549957),(36 9509203),(37 9458058),(38 9383074),(39 9318241),(40 9275838),(41 9275394),(42 9332769),(43 9459922),(44 9636202),(45 9889861),(46 10234985),(47 10625592),(48 11042061),(49 11486012),(50 11861770),(51 12172754),(52 12435968),(53 12577994),(54 12633198),(55 12583823),(56 12478365),(57 12301632),(58 12079544),(59 11822628),(60 11528060),(61 11272751),(62 11016172),(63 10789908),(64 10623360),(65 10516968),(66 10414687),(67 10377693),(68 10375578),(69 10387667),(70 10457629),(71 10533080),(72 10600106),(73 10701686),(74 10766542),(75 10831820),(76 10907630),(77 10985129),(78 11070679),(79 11161609),
(1 108802.03),(2 399873.13),(3 851328),(4 1440416.1),(5 2138153),(6 2923241),(7 3782787.8),(8 4660272),(9 5565790.5),(10 6445199.5),(11 7260636),(12 8007991),(13 8670404),(14 9178378),(15 9544621),(16 9773476),(17 9869384),(18 9839562),(19 9732900),(20 9562248),(21 9335763),(22 9071437),(23 8793687),(24 8514024),(25 8232722),(26 7954855.5),(27 7686007.5),(28 7416464.5),(29 7178533),(30 6949024),(31 6754625.5),(32 6602741),(33 6483344.5),(34 6412741),(35 6396433.5),(36 6417835.5),(37 6518519),(38 6676005),(39 6886676.5),(40 7153475),(41 7458959.5),(42 7804464.5),(43 8178570),(44 8525576),(45 8862484),(46 9211407),(47 9553287),(48 9834893),(49 10056956),(50 10146986),(51 10163290),(52 10082094),(53 9905041),(54 9687069),(55 9438552),(56 9166170),(57 8917186),(58 8678749),(59 8421661),(60 8150926),(61 7870252),(62 7562619),(63 7221296),(64 6854347),(65 6505207.5),(66 6166440.5),(67 5877152.5),(68 5648115),(69 5485958),(70 5419056),(71 5423765),(72 5509693.5),(73 5683143),(74 5910781),(75 6199133),(76 6544396),(77 6923766.5),(78 7305577.5),(79 7685828.5),
(1 136852.64),(2 501750.53),(3 1053762.1),(4 1748349),(5 2534284.5),(6 3386115),(7 4255653.5),(8 5103949),(9 5920879),(10 6694959),(11 7410084.5),(12 8065007.5),(13 8665255),(14 9152211),(15 9525758),(16 9802868),(17 9993870),(18 10108405),(19 10141447),(20 10066373),(21 9894561),(22 9675516),(23 9391681),(24 9073410),(25 8768452),(26 8453320),(27 8147187.5),(28 7868064),(29 7649092.5),(30 7507295),(31 7448807),(32 7475849),(33 7568588.5),(34 7734947.5),(35 7946487),(36 8194118),(37 8473314),(38 8757973),(39 9012237),(40 9192605),(41 9319145),(42 9384793),(43 9396967),(44 9338057),(45 9249324),(46 9157327),(47 9009282),(48 8829655),(49 8694466),(50 8590072),(51 8522644),(52 8542972),(53 8643817),(54 8795022),(55 8999041),(56 9232507),(57 9461975),(58 9693465),(59 9872815),(60 9983781),(61 10065939),(62 10047744),(63 9919157),(64 9737779),(65 9481502),(66 9158245),(67 8823623),(68 8432636),(69 7995771.5),(70 7582036.5),(71 7214850.5),(72 6912374.5),(73 6691677.5),(74 6552658),(75 6487926),(76 6508520.5),(77 6600287),(78 6740672.5),(79 6953261),
(1 113453.8),(2 416594.94),(3 870415.9),(4 1444055.5),(5 2090380.3),(6 2778490.5),(7 3465018.8),(8 4129966.8),(9 4770717),(10 5383845),(11 5950280.5),(12 6469355.5),(13 6941078.5),(14 7313022),(15 7618730.5),(16 7851545.5),(17 8011778),(18 8111567),(19 8166546.5),(20 8154599.5),(21 8073355.5),(22 7937882.5),(23 7771923),(24 7620533.5),(25 7497696),(26 7381913.5),(27 7274219.5),(28 7181383.5),(29 7104182.5),(30 7074358),(31 7096773.5),(32 7156029.5),(33 7294487.5),(34 7481299),(35 7675594.5),(36 7865361),(37 8064202),(38 8219081.5),(39 8328610),(40 8396391),(41 8419340),(42 8412817),(43 8409303),(44 8344566.5),(45 8245886),(46 8130868.5),(47 8007705.5),(48 7885366.5),(49 7773046.5),(50 7673323),(51 7556921.5),(52 7465938),(53 7414773),(54 7401761.5),(55 7409042.5),(56 7452059),(57 7471585),(58 7518927),(59 7529839),(60 7520376),(61 7513787.5),(62 7464799),(63 7368351),(64 7268806.5),(65 7145479),(66 7005595.5),(67 6897056.5),(68 6810766),(69 6730463),(70 6690731.5),(71 6669609.5),(72 6678814.5),(73 6751485),(74 6870315.5),(75 7007178),(76 7179919),(77 7347355.5),(78 7541501.5),(79 7739053),
(1 121186.32),(2 441467.72),(3 920199.06),(4 1505540.3),(5 2142870.5),(6 2797918),(7 3436999.8),(8 4007041),(9 4532003.5),(10 4975273),(11 5351968),(12 5648471),(13 5880209.5),(14 6018568.5),(15 6071467.5),(16 6068563.5),(17 6024915.5),(18 5924357.5),(19 5783201),(20 5620431.5),(21 5460594.5),(22 5320911.5),(23 5225809),(24 5171921.5),(25 5173514),(26 5204481.5),(27 5273339),(28 5406517.5),(29 5567823.5),(30 5744340.5),(31 5921750.5),(32 6099010),(33 6246461.5),(34 6367002),(35 6443986.5),(36 6469078.5),(37 6445104.5),(38 6378279),(39 6269077),(40 6135190.5),(41 5988418),(42 5844755),(43 5735018),(44 5642963.5),(45 5564278),(46 5515508.5),(47 5499539.5),(48 5497239.5),(49 5529521),(50 5584478),(51 5643555),(52 5708243),(53 5753164.5),(54 5784070),(55 5782010.5),(56 5765424.5),(57 5735879.5),(58 5729619.5),(59 5729240.5),(60 5739400.5),(61 5760636.5),(62 5754220.5),(63 5746130.5),(64 5765330),(65 5790046),(66 5808912.5),(67 5829066.5),(68 5817681.5),(69 5773542),(70 5699507.5),(71 5598716),(72 5470546.5),(73 5339138),(74 5206901),(75 5093473.5),(76 5006859.5),(77 4943395),(78 4902946),(79 4893376.5),
(1 95390.91),(2 343107.3),(3 708030.94),(4 1153113.5),(5 1642553.1),(6 2141236.3),(7 2614770),(8 3049016),(9 3444174.5),(10 3796601),(11 4100952.3),(12 4353683.5),(13 4575613),(14 4728334),(15 4823672),(16 4851205),(17 4828819.5),(18 4797855.5),(19 4726326),(20 4627683.5),(21 4536916.5),(22 4467118.5),(23 4411714.5),(24 4374430),(25 4381197.5),(26 4412085.5),(27 4466635),(28 4546170),(29 4646582),(30 4784503.5),(31 4965103),(32 5150326.5),(33 5334002.5),(34 5508677),(35 5654758),(36 5747442.5),(37 5769944.5),(38 5746194),(39 5694485),(40 5607679),(41 5535816),(42 5492454),(43 5467402.5),(44 5442324.5),(45 5413036),(46 5388513),(47 5350674.5),(48 5290200),(49 5233704),(50 5175998.5),(51 5115275),(52 5032279),(53 4956550.5),(54 4891124.5),(55 4846851),(56 4827182),(57 4827734.5),(58 4849037.5),(59 4881466.5),(60 4902480.5),(61 4919063),(62 4917294.5),(63 4901578.5),(64 4886368),(65 4850289),(66 4782216),(67 4688014.5),(68 4579583),(69 4457412),(70 4356813.5),(71 4274759),(72 4205819),(73 4162089.3),(74 4126148),(75 4101247.5),(76 4069478.8),(77 4041143),(78 4011173.3),(79 3993050.5),
(1 92796.805),(2 334592),(3 687785.75),(4 1115671.6),(5 1587107.3),(6 2083401.3),(7 2573533),(8 3044949.8),(9 3484052),(10 3881162),(11 4238327),(12 4540841),(13 4799960),(14 5001966.5),(15 5162048),(16 5262727.5),(17 5321782),(18 5340502.5),(19 5328416.5),(20 5259751),(21 5150648.5),(22 5033502),(23 4909058.5),(24 4787665),(25 4675010.5),(26 4572142),(27 4474119),(28 4385892.5),(29 4335294),(30 4341010),(31 4384312),(32 4429621.5),(33 4476409),(34 4522999),(35 4541123),(36 4524163.5),(37 4478710.5),(38 4410332),(39 4314596),(40 4219999),(41 4127051.8),(42 4039873.5),(43 3989534.3),(44 3972654),(45 3986569),(46 4035917),(47 4111103.5),(48 4194590),(49 4291792.5),(50 4392105),(51 4477071),(52 4521995.5),(53 4553377.5),(54 4570036),(55 4584427.5),(56 4600915),(57 4621088),(58 4656691),(59 4677642),(60 4677426),(61 4655247),(62 4613897),(63 4552501.5),(64 4502863),(65 4455724.5),(66 4385526.5),(67 4320383),(68 4277463.5),(69 4230906),(70 4185093.8),(71 4120490.5),(72 4025092.8),(73 3921620.3),(74 3813461),(75 3700586.5),(76 3607134.8),(77 3535983.8),(78 3507291.5),(79 3538777),
(1 83236.86),(2 297490.94),(3 607347.7),(4 981808),(5 1387826.6),(6 1806438.5),(7 2223252.5),(8 2616495.3),(9 2985630.8),(10 3338624.8),(11 3639271),(12 3892554.5),(13 4091193),(14 4215476.5),(15 4296791.5),(16 4326120),(17 4325007),(18 4322628.5),(19 4304632),(20 4287747),(21 4287447.5),(22 4297300.5),(23 4313088),(24 4336606.5),(25 4376153),(26 4401831),(27 4431365),(28 4478877.5),(29 4503198.5),(30 4488004),(31 4458289),(32 4426043),(33 4388117.5),(34 4339773.5),(35 4272565),(36 4192987.8),(37 4096913.3),(38 4011225),(39 3942756.3),(40 3858377.5),(41 3782829),(42 3714436.3),(43 3663375.5),(44 3631987),(45 3607508.8),(46 3584071.8),(47 3556573),(48 3550565.3),(49 3548422.5),(50 3534656.5),(51 3527358.3),(52 3545271.5),(53 3590399.3),(54 3635119.5),(55 3691096.3),(56 3739931.8),(57 3766240),(58 3789025.8),(59 3795076.3),(60 3776309.5),(61 3762627.5),(62 3758300.5),(63 3763731.5),(64 3787765.3),(65 3828244.8),(66 3873205.5),(67 3929752.8),(68 4007756),(69 4092444.5),(70 4174828),(71 4228171),(72 4242085.5),(73 4241099),(74 4197214.5),(75 4145984),(76 4094460),(77 4058468.8),(78 4005146),(79 3960402.3),
(1 91128.66),(2 326147.6),(3 674542.9),(4 1094782),(5 1553286),(6 2027864.6),(7 2479243.5),(8 2872851.8),(9 3241540.5),(10 3564949.5),(11 3857610),(12 4079184),(13 4238893.5),(14 4326837),(15 4367772.5),(16 4359389.5),(17 4315918.5),(18 4267266.5),(19 4215842.5),(20 4181321.3),(21 4189861),(22 4242211),(23 4343730.5),(24 4475745.5),(25 4632031.5),(26 4798091),(27 4957710),(28 5081026.5),(29 5169993),(30 5236226),(31 5265037.5),(32 5244066.5),(33 5159413),(34 5034121),(35 4857878.5),(36 4665951),(37 4465741.5),(38 4280053.5),(39 4119150.8),(40 3997727),(41 3928642.3),(42 3893127.3),(43 3882399),(44 3888367.5),(45 3904054.8),(46 3942508),(47 3982676),(48 4006881.8),(49 4044869.5),(50 4062576.5),(51 4067733),(52 4053055),(53 4012322.3),(54 3973386),(55 3937796.5),(56 3912944.5),(57 3917974.5),(58 3968497),(59 4069395.3),(60 4198860),(61 4357570),(62 4517832),(63 4649498.5),(64 4763228.5),(65 4831964.5),(66 4861751.5),(67 4872347.5),(68 4852139.5),(69 4791586.5),(70 4717927.5),(71 4641818.5),(72 4582177),(73 4525037),(74 4468602),(75 4438418.5),(76 4449381.5),(77 4506919.5),(78 4604093.5),(79 4726130.5),
(1 94501.414),(2 334180.72),(3 681669.75),(4 1089658.8),(5 1523583.8),(6 1967836.3),(7 2372852.8),(8 2718201.3),(9 3030138.8),(10 3301174.3),(11 3523143.3),(12 3679816.3),(13 3768348.5),(14 3810495.5),(15 3835561),(16 3851131),(17 3862580),(18 3884871),(19 3898714.8),(20 3910697.3),(21 3940945.3),(22 3991630.8),(23 4053861.8),(24 4114891.5),(25 4178072.5),(26 4234003.5),(27 4279569),(28 4311610),(29 4300368.5),(30 4286089.5),(31 4246898.5),(32 4181521),(33 4095228.5),(34 4007170.8),(35 3918580),(36 3844035.5),(37 3798145.8),(38 3775405),(39 3761194.8),(40 3795895),(41 3861152),(42 3934412),(43 4028039.5),(44 4114601.3),(45 4169482.3),(46 4204962),(47 4217453),(48 4219154),(49 4207858),(50 4183723),(51 4157259),(52 4138499.5),(53 4098319),(54 4033649),(55 3950020),(56 3857890.3),(57 3782707.5),(58 3736722.3),(59 3742463),(60 3780661.8),(61 3835471),(62 3880714.8),(63 3910800.5),(64 3927169.3),(65 3929322.8),(66 3939718.3),(67 3936705.8),(68 3913539.5),(69 3870962.8),(70 3817917),(71 3747729.3),(72 3670957),(73 3587772.5),(74 3518182),(75 3458835),(76 3418734.3),(77 3419809),(78 3455584.5),(79 3503263),
(1 84425.805),(2 295979.06),(3 598773.75),(4 950218.5),(5 1328107.1),(6 1704081.9),(7 2043435.5),(8 2320663.8),(9 2538353.5),(10 2709639.8),(11 2829676.3),(12 2900601.3),(13 2937835.5),(14 2932455),(15 2912752.5),(16 2887556.8),(17 2858804),(18 2838278.3),(19 2834135.5),(20 2840590.3),(21 2861243.3),(22 2904563.5),(23 2961875.5),(24 3019897),(25 3087090.5),(26 3150142.5),(27 3189374.3),(28 3207021.5),(29 3205183.3),(30 3168987.5),(31 3118229.8),(32 3050034.5),(33 2967310.3),(34 2887928.5),(35 2830788),(36 2786250.8),(37 2755826.5),(38 2733591.8),(39 2724530.3),(40 2738842),(41 2779086.3),(42 2840970.3),(43 2920099.3),(44 2999758.3),(45 3062804.8),(46 3116366.3),(47 3133402),(48 3124296.3),(49 3111687.3),(50 3093782.8),(51 3085324),(52 3102179.3),(53 3128748.3),(54 3149652.5),(55 3154199.5),(56 3140739.8),(57 3119573.3),(58 3114892.3),(59 3132619.5),(60 3151455.3),(61 3186156),(62 3229009.5),(63 3282661.3),(64 3353591.8),(65 3419451.3),(66 3495823),(67 3550267.3),(68 3566381.8),(69 3570857),(70 3579571.3),(71 3590608),(72 3575635.3),(73 3536418.3),(74 3475498),(75 3402668.8),(76 3352888.3),(77 3324803),(78 3289550.5),(79 3271228.3),
(1 71936.94),(2 247310.16),(3 488537.78),(4 766797.44),(5 1052758),(6 1325004.8),(7 1564898),(8 1757961.1),(9 1910925.9),(10 2055176.9),(11 2179949.8),(12 2273765.8),(13 2337628.8),(14 2330096.3),(15 2306518.5),(16 2280110.3),(17 2253457.5),(18 2238421.8),(19 2247606.8),(20 2285260),(21 2343290.3),(22 2402378.8),(23 2459527.5),(24 2510667.5),(25 2565549.3),(26 2608706.3),(27 2632700.8),(28 2639056.5),(29 2653962.3),(30 2676913),(31 2683274),(32 2662639),(33 2615542.8),(34 2553429.3),(35 2479820),(36 2417271),(37 2370536.8),(38 2337956),(39 2320361),(40 2312859.3),(41 2333506.3),(42 2377106.8),(43 2441442.3),(44 2533782),(45 2640528),(46 2763160),(47 2865096.3),(48 2929148.3),(49 2977537.5),(50 3002503),(51 3007365),(52 2989253),(53 2948212),(54 2891347.5),(55 2818980),(56 2728437.8),(57 2631565.8),(58 2528402),(59 2441295.5),(60 2362137.5),(61 2322230.5),(62 2317388),(63 2335750),(64 2376682),(65 2420231),(66 2474076.8),(67 2532969.5),(68 2578552.3),(69 2617182),(70 2655256.3),(71 2688717),(72 2701074.3),(73 2713809.8),(74 2716399),(75 2692329.5),(76 2663778.5),(77 2633556),(78 2620657.3),(79 2629689.3),
(1 87055.95),(2 304781.63),(3 608648.6),(4 951608.9),(5 1295283.6),(6 1621643.8),(7 1922501.8),(8 2180901.3),(9 2401705.5),(10 2605296.5),(11 2743701.3),(12 2817361),(13 2838179.5),(14 2813509.3),(15 2791770),(16 2795318.5),(17 2830458),(18 2890893.8),(19 2984764.5),(20 3108995.5),(21 3256714.8),(22 3396533),(23 3515869.3),(24 3611566.3),(25 3677631.8),(26 3713729.5),(27 3717792.8),(28 3710324),(29 3673534.3),(30 3621471),(31 3582350.5),(32 3540209.5),(33 3523685.8),(34 3525298.8),(35 3510012.8),(36 3483829.3),(37 3457108),(38 3434527.3),(39 3399148.8),(40 3357077.3),(41 3318884),(42 3289355.5),(43 3261983.8),(44 3235347.3),(45 3197049),(46 3164831.3),(47 3142043),(48 3106884.3),(49 3066106.3),(50 3038365.5),(51 3020017),(52 3005197.5),(53 2991147.8),(54 2980983.8),(55 2961185.3),(56 2940161.5),(57 2914201.5),(58 2894118),(59 2881829),(60 2884371.5),(61 2902297.3),(62 2928742.5),(63 2967050.3),(64 3008641.5),(65 3041123.5),(66 3073661.5),(67 3096111),(68 3093036.8),(69 3084801.5),(70 3084527.8),(71 3092030.5),(72 3103639.5),(73 3104314),(74 3078622.5),(75 3032381.8),(76 2971409),(77 2918750.3),(78 2884468.5),(79 2877927.5),
(1 84550.44),(2 297165.1),(3 597566.25),(4 931371.44),(5 1264817.1),(6 1566093.5),(7 1809508.3),(8 1995485.4),(9 2135448),(10 2219803.5),(11 2250754.8),(12 2241303.3),(13 2202607.5),(14 2146336.5),(15 2100168.5),(16 2072623.6),(17 2069078.5),(18 2086496.4),(19 2126199.3),(20 2183894),(21 2249965.3),(22 2331937.5),(23 2424690.8),(24 2508286.5),(25 2577621.5),(26 2623221),(27 2621258),(28 2577355),(29 2500975.5),(30 2436444.8),(31 2382575.5),(32 2342092.8),(33 2322798.3),(34 2310766),(35 2290509.8),(36 2274478.3),(37 2274829.5),(38 2268155.5),(39 2258246),(40 2243287.3),(41 2239670.3),(42 2255394.5),(43 2276914.8),(44 2304723.8),(45 2319131.8),(46 2327923.8),(47 2323395.8),(48 2305077.8),(49 2272253),(50 2252276),(51 2248644),(52 2266387.5),(53 2302915),(54 2331879.3),(55 2351178.3),(56 2350318.8),(57 2328699.5),(58 2295592.5),(59 2269098.5),(60 2249788.5),(61 2249746.8),(62 2256893.8),(63 2267368.5),(64 2269877.8),(65 2261616),(66 2262832.8),(67 2264002),(68 2261116.5),(69 2252272.5),(70 2255218),(71 2270292),(72 2287200.5),(73 2293056.5),(74 2271939.5),(75 2236678.8),(76 2204072),(77 2180206.8),(78 2168870.5),(79 2166626.8),
(1 75843.89),(2 259080.95),(3 508229.03),(4 782217.75),(5 1051749.4),(6 1303122),(7 1515802.6),(8 1675532.8),(9 1776903.9),(10 1838886.6),(11 1844917.8),(12 1808376.1),(13 1754113.3),(14 1680509.9),(15 1628131.4),(16 1601760.5),(17 1598635.5),(18 1615861.4),(19 1672190.8),(20 1762371.3),(21 1869789.5),(22 2001015.5),(23 2139059.5),(24 2254752.3),(25 2334491),(26 2367471.3),(27 2350506.3),(28 2297219.8),(29 2220392.3),(30 2146673),(31 2076627.5),(32 2022986.1),(33 1988790),(34 1962252.3),(35 1944752.8),(36 1931474.5),(37 1925334),(38 1939728.8),(39 1968691.5),(40 1997874.9),(41 2013716.1),(42 2012117),(43 1982328.9),(44 1930592.1),(45 1875971.9),(46 1827266.9),(47 1783950.3),(48 1743493),(49 1726218),(50 1730257.1),(51 1758222.3),(52 1810941.1),(53 1870611.9),(54 1925765.4),(55 1960195),(56 1981053.1),(57 1993228.6),(58 2004510.6),(59 2016821.8),(60 2025183.5),(61 2020594.9),(62 1992930.9),(63 1965741.1),(64 1933258.3),(65 1877402.9),(66 1820860.5),(67 1788593.3),(68 1774360.9),(69 1785292.8),(70 1821961.4),(71 1862128.8),(72 1887844.8),(73 1912976.1),(74 1949430.4),(75 1993808.8),(76 2031576),(77 2062739.9),(78 2083581.5),(79 2090391.9),
(1 78520.6),(2 272549.1),(3 538851.5),(4 823687.8),(5 1090560.1),(6 1325981.6),(7 1514250),(8 1654616.1),(9 1760111),(10 1836526.3),(11 1870231.3),(12 1871211),(13 1843648.5),(14 1791164.3),(15 1737503.4),(16 1696630.9),(17 1669346.3),(18 1643743.4),(19 1638718.1),(20 1648661.6),(21 1676447.3),(22 1715359.4),(23 1750505.6),(24 1767670.3),(25 1762552.8),(26 1750618.4),(27 1726540.5),(28 1700085),(29 1689349.5),(30 1700779.3),(31 1729462.8),(32 1774006),(33 1828456.6),(34 1879302.6),(35 1905101),(36 1915826),(37 1911207.5),(38 1902936.8),(39 1891564.3),(40 1878340.9),(41 1853387.6),(42 1822398.4),(43 1788500.1),(44 1773792),(45 1782280.1),(46 1808531.1),(47 1843951.6),(48 1870463.5),(49 1889675),(50 1903329.3),(51 1919580.4),(52 1934590.9),(53 1938478.8),(54 1929710.3),(55 1912010.5),(56 1889773.1),(57 1871349.5),(58 1857611.3),(59 1842658.5),(60 1801852.3),(61 1758027),(62 1708124.5),(63 1653883.9),(64 1608330.4),(65 1565596.3),(66 1536049.9),(67 1528093),(68 1530176.4),(69 1537871.3),(70 1551136),(71 1564905.3),(72 1575669.1),(73 1608469),(74 1633622.9),(75 1653273),(76 1676038.9),(77 1700763.6),(78 1704267),(79 1696928.8),
