1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 197882.48),(2 728310.2),(3 1498460.1),(4 2414052),(5 3397354.8),(6 4382798.5),(7 5381541),(8 6349539),(9 7251059.5),(10 8117743.5),(11 8998506),(12 9852734),(13 10637983),(14 11256026),(15 11749667),(16 12113618),(17 12439137),(18 12747974),(19 12988127),(20 13237796),(21 13563954),(22 13985080),(23 14478294),(24 15011640),(25 15551531),(26 16043350),(27 16472519),(28 16875562),(29 17208746),(30 17492264),(31 17767574),(32 17937158),(33 17928492),(34 17739622),(35 17492450),(36 17194716),(37 16854174),(38 16411167),(39 15848064),(40 15235132),(41 14633633),(42 14061891),(43 13544470),(44 13124961),(45 12851624),(46 12743527),(47 12795502),(48 12951619),(49 13190756),(50 13455207),(51 13730248),(52 13880301),(53 13885718),(54 13805308),(55 13686753),(56 13554286),(57 13414045),(58 13290176),(59 13278219),(60 13392531),(61 13595699),(62 13861095),(63 14127951),(64 14383438),(65 14593451),(66 14710859),(67 14719228),(68 14580014),(69 14335928),(70 13951674),(71 13517615),(72 13059448),(73 12630483),(74 12252196),(75 11949907),(76 11714365),(77 11529640),(78 11379082),(79 11289933),
(1 202853.52),(2 764907.8),(3 1604931),(4 2638614.8),(5 3766062),(6 4898968.5),(7 5984043.5),(8 6954902.5),(9 7789448),(10 8478240),(11 9060431),(12 9520012),(13 9876648),(14 10111401),(15 10268929),(16 10403088),(17 10562607),(18 10781967),(19 11124011),(20 11541967),(21 11990613),(22 12421937),(23 12804668),(24 13082419),(25 13229501),(26 13247592),(27 13173633),(28 13071169),(29 12987739),(30 12960363),(31 13002688),(32 13076329),(33 13151300),(34 13172709),(35 13129851),(36 12991121),(37 12780485),(38 12481408),(39 12114728),(40 11737988),(41 11408844),(42 11161621),(43 10972971),(44 10814543),(45 10691521),(46 10608699),(47 10567412),(48 10563000),(49 10566912),(50 10565295),(51 10550576),(52 10505605),(53 10425776),(54 10322929),(55 10259823),(56 10266827),(57 10320572),(58 10431071),(59 10592189),(60 10813542),(61 11055112),(62 11299483),(63 11507848),(64 11663931),(65 11741843),(66 11745131),(67 11675653),(68 11537328),(69 11394597),(70 11288128),(71 11222255),(72 11225344),(73 11298813),(74 11399968),(75 11502699),(76 11625385),(77 11699823),(78 11715648),(79 11693993),
(1 232492.48),(2 865896.5),(3 1791978.5),(4 2889755.5),(5 4013977.5),(6 5049923),(7 5918436),(8 6588079.5),(9 7083194),(10 7411439.5),(11 7594980),(12 7686217.5),(13 7748633.5),(14 7781829),(15 7884382),(16 8090354.5),(17 8347847),(18 8592627),(19 8856237),(20 9090249),(21 9243251),(22 9391581),(23 9509220),(24 9641838),(25 9808641),(26 10002479),(27 10254222),(28 10588506),(29 11003986),(30 11426406),(31 11774282),(32 12015996),(33 12147154),(34 12147744),(35 11980810),(36 11696120),(37 11343644),(38 10956517),(39 10605731),(40 10328807),(41 10181667),(42 10171552),(43 10261368),(44 10428083),(45 10633218),(46 10862332),(47 11044256),(48 11125841),(49 11090212),(50 10926358),(51 10692351),(52 10421891),(53 10155880),(54 9876897),(55 9628271),(56 9434726),(57 9277085),(58 9155968),(59 9042758),(60 8959004),(61 8911925),(62 8871933),(63 8826301),(64 8783549),(65 8750857),(66 8732991),(67 8725793),(68 8740654),(69 8830341),(70 8984646),(71 9209460),(72 9498305),(73 9792762),(74 10057723),(75 10266810),(76 10396576),(77 10420066),(78 10364861),(79 10290743),
(1 210516.08),(2 771328.56),(3 1573377.3),(4 2492580.8),(5 3421411),(6 4279514),(7 5018146),(8 5604774),(9 6035792.5),(10 6333302),(11 6536327),(12 6685908.5),(13 6833358.5),(14 7012555),(15 7279924.5),(16 7587645.5),(17 7853934.5),(18 8021433),(19 8157287.5),(20 8275712),(21 8385538.5),(22 8521400),(23 8701924),(24 8971587),(25 9282890),(26 9611298),(27 9987366),(28 10442572),(29 10944449),(30 11428419),(31 11778186),(32 11985391),(33 12105928),(34 12167936),(35 12092699),(36 11910702),(37 11698513),(38 11507064),(39 11359333),(40 11284067),(41 11275398),(42 11322922),(43 11373078),(44 11387580),(45 11338600),(46 11279873),(47 11215126),(48 11109568),(49 10958876),(50 10765861),(51 10583914),(52 10458916),(53 10415415),(54 10415956),(55 10439489),(56 10478507),(57 10499266),(58 10490607),(59 10424741),(60 10310916),(61 10184974),(62 10020728),(63 9823836),(64 9621494),(65 9428276),(66 9254383),(67 9099023),(68 8984190),(69 8905918),(70 8873396),(71 8874517),(72 8874058),(73 8865783),(74 8827799),(75 8756943),(76 8656645),(77 8521274),(78 8375527.5),(79 8241334.5),
(1 178799.28),(2 650614.7),(3 1301604.5),(4 2023156.1),(5 2750086.3),(6 3413436.3),(7 3979508.3),(8 4432013.5),(9 4773538),(10 5028667.5),(11 5235335),(12 5416291.5),(13 5616963.5),(14 5854244.5),(15 6094305),(16 6326806.5),(17 6516833),(18 6628992.5),(19 6685738.5),(20 6717645),(21 6719609),(22 6710600.5),(23 6710218.5),(24 6726442.5),(25 6756730.5),(26 6809276.5),(27 6877590.5),(28 6952727),(29 7044468),(30 7097117.5),(31 7086224),(32 7078860.5),(33 7082642),(34 7112500),(35 7158010),(36 7197485.5),(37 7241703),(38 7312552.5),(39 7373145),(40 7425214),(41 7463318.5),(42 7481022),(43 7479507.5),(44 7464851),(45 7435374),(46 7442457.5),(47 7482558),(48 7524827.5),(49 7571302),(50 7608013),(51 7659027),(52 7722749),(53 7780139.5),(54 7831929),(55 7892858.5),(56 7956959),(57 8019607.5),(58 8074289),(59 8096402.5),(60 8092969.5),(61 8105526),(62 8139331.5),(63 8191162),(64 8247052),(65 8288866.5),(66 8302738),(67 8252893),(68 8135374),(69 7954852),(70 7727425),(71 7493224.5),(72 7264937.5),(73 7083297),(74 6966144.5),(75 6884924.5),(76 6826938),(77 6769725.5),(78 6678240),(79 6535277.5),
(1 180817.14),(2 659130.75),(3 1310125.9),(4 2025232.5),(5 2738187.3),(6 3372424),(7 3864801.5),(8 4224802.5),(9 4476897),(10 4629479.5),(11 4735104),(12 4822928.5),(13 4931682),(14 5082562),(15 5218911.5),(16 5354037.5),(17 5499938),(18 5633291),(19 5788093),(20 5969538.5),(21 6137871),(22 6291750.5),(23 6450771),(24 6575050.5),(25 6642055),(26 6653381.5),(27 6626029),(28 6578849.5),(29 6527632),(30 6450828.5),(31 6356650),(32 6284569.5),(33 6273804.5),(34 6325211.5),(35 6427998),(36 6575784),(37 6741847.5),(38 6898753.5),(39 7024446),(40 7121755.5),(41 7190383),(42 7233760),(43 7228501.5),(44 7200942.5),(45 7195474),(46 7188447),(47 7164290),(48 7154157),(49 7163883.5),(50 7187998),(51 7221832.5),(52 7273864.5),(53 7323419.5),(54 7366429),(55 7398466.5),(56 7409854),(57 7403981),(58 7385315.5),(59 7358859.5),(60 7346710.5),(61 7335723.5),(62 7317365),(63 7280687),(64 7246154.5),(65 7206162),(66 7146959),(67 7077993),(68 7011363),(69 6958021.5),(70 6926298),(71 6906889.5),(72 6905146.5),(73 6941437),(74 7007476.5),(75 7092465.5),(76 7167664),(77 7204274),(78 7185561.5),(79 7109383),
(1 173253.55),(2 624282.2),(3 1227038.4),(4 1867433),(5 2470195.5),(6 2955274.3),(7 3274551.8),(8 3468603.8),(9 3558481),(10 3562245.3),(11 3545734.3),(12 3551708.8),(13 3619692.8),(14 3750112.8),(15 3904024.8),(16 4078825.3),(17 4271095),(18 4411933.5),(19 4545654),(20 4688427.5),(21 4830462),(22 4989325.5),(23 5138989.5),(24 5264042.5),(25 5375129),(26 5467324),(27 5539897),(28 5580900),(29 5616420),(30 5651569),(31 5680666),(32 5729782.5),(33 5828437.5),(34 5971179.5),(35 6167317.5),(36 6409546),(37 6691131.5),(38 6978190.5),(39 7225634),(40 7413261),(41 7540663),(42 7603347.5),(43 7590094.5),(44 7530772),(45 7493182.5),(46 7452925),(47 7391465),(48 7390458.5),(49 7416035),(50 7449988),(51 7483413),(52 7513677),(53 7546847),(54 7567120),(55 7546638),(56 7477612.5),(57 7383915),(58 7248240.5),(59 7084821),(60 6920072.5),(61 6755730.5),(62 6588149.5),(63 6431168),(64 6305615),(65 6197085.5),(66 6086786),(67 5961671.5),(68 5844555.5),(69 5743829),(70 5685280),(71 5638839.5),(72 5599046.5),(73 5569466),(74 5541887),(75 5510239),(76 5499493),(77 5510782),(78 5546784),(79 5589088),
(1 173722.64),(2 615467.8),(3 1206237.6),(4 1849274.9),(5 2451115.3),(6 2921496.3),(7 3220607),(8 3384560),(9 3457269.3),(10 3474053.8),(11 3489493.8),(12 3515549.5),(13 3567019.8),(14 3653720.3),(15 3736808),(16 3837163.8),(17 3984337.3),(18 4122003),(19 4211086.5),(20 4295274.5),(21 4374950),(22 4480580),(23 4578824),(24 4669232),(25 4729569),(26 4739487),(27 4712844.5),(28 4668741.5),(29 4626928),(30 4632081.5),(31 4653595.5),(32 4681894),(33 4749073.5),(34 4818002.5),(35 4860577),(36 4904250),(37 4954741),(38 4979892.5),(39 5025526.5),(40 5119003),(41 5260377),(42 5440059),(43 5605843.5),(44 5727256),(45 5807609),(46 5828648),(47 5811568.5),(48 5843071),(49 5891465.5),(50 5915077),(51 5913731),(52 5909711.5),(53 5889435.5),(54 5827047.5),(55 5743067),(56 5633567),(57 5501429.5),(58 5356271.5),(59 5237354.5),(60 5126073),(61 5026129),(62 4931564.5),(63 4843156),(64 4779342),(65 4697930.5),(66 4610733),(67 4527531.5),(68 4450678),(69 4341930.5),(70 4227595),(71 4143857),(72 4111601.5),(73 4100467.5),(74 4115325),(75 4140883),(76 4169778.5),(77 4183771.3),(78 4176194),(79 4171252.3),
(1 161114.86),(2 563153.5),(3 1081339.6),(4 1605370.5),(5 2052571.9),(6 2392519.5),(7 2629670.5),(8 2776919.3),(9 2859253.5),(10 2912557.5),(11 2973603.5),(12 3045326.5),(13 3115785.8),(14 3172334.8),(15 3210780),(16 3264285.5),(17 3373833),(18 3548316),(19 3748731),(20 3988071.5),(21 4268987),(22 4505654),(23 4691548.5),(24 4791118),(25 4806353),(26 4777089.5),(27 4747419.5),(28 4751553),(29 4769370),(30 4817344.5),(31 4878385.5),(32 4892528),(33 4875360),(34 4836612.5),(35 4749089.5),(36 4650380),(37 4567181),(38 4491411),(39 4424553),(40 4359627),(41 4293939),(42 4223985),(43 4157940.3),(44 4092716.5),(45 4049225),(46 4041960.5),(47 4065162.3),(48 4145683.5),(49 4217311.5),(50 4263012),(51 4280140),(52 4275616.5),(53 4237540),(54 4160174.5),(55 4040738.8),(56 3889763),(57 3750406),(58 3645307.5),(59 3577816.3),(60 3555008.5),(61 3574249.5),(62 3594035.5),(63 3608091),(64 3613751.5),(65 3577058.3),(66 3513031.3),(67 3429806.5),(68 3328527.8),(69 3220125),(70 3133101.5),(71 3089540),(72 3095882.8),(73 3139838.5),(74 3202976.3),(75 3265852),(76 3323422.8),(77 3374518.5),(78 3410022.5),(79 3436366),
(1 174295.78),(2 613009.4),(3 1170562.3),(4 1713385.8),(5 2162377.8),(6 2486386.3),(7 2697543.3),(8 2820370.3),(9 2900552.8),(10 3005857.8),(11 3162709),(12 3354000),(13 3546046.8),(14 3719275.3),(15 3873230.3),(16 4010543.5),(17 4135875),(18 4243339),(19 4344214),(20 4426802.5),(21 4485841.5),(22 4540860),(23 4574041),(24 4605310.5),(25 4645977.5),(26 4695837.5),(27 4751842.5),(28 4828861.5),(29 4913615),(30 4981272),(31 5009537.5),(32 5001542),(33 4971351.5),(34 4914740.5),(35 4837239),(36 4742429.5),(37 4650542),(38 4572198),(39 4503963.5),(40 4435015),(41 4371434.5),(42 4314375),(43 4263567.5),(44 4228151),(45 4213919.5),(46 4212539.5),(47 4235216.5),(48 4298123.5),(49 4345548),(50 4376139),(51 4379465.5),(52 4377294.5),(53 4362679.5),(54 4334491),(55 4315215.5),(56 4308512.5),(57 4320898.5),(58 4362203.5),(59 4411566.5),(60 4474668),(61 4531575),(62 4547406.5),(63 4523728),(64 4489013),(65 4432951.5),(66 4368121),(67 4311743),(68 4275893.5),(69 4272360),(70 4294498.5),(71 4334338.5),(72 4359681),(73 4348561.5),(74 4299042.5),(75 4235997.5),(76 4169836),(77 4132150),(78 4145355.8),(79 4183474.3),
(1 166233.38),(2 587471.4),(3 1140008),(4 1716581.3),(5 2242185.5),(6 2675262.5),(7 2996554),(8 3220154.8),(9 3390078),(10 3554240),(11 3734233.5),(12 3935217.3),(13 4147815.8),(14 4366824.5),(15 4564920.5),(16 4735133.5),(17 4885352),(18 4972339),(19 5021250.5),(20 5072303.5),(21 5102931),(22 5137674),(23 5144861.5),(24 5152199.5),(25 5157864.5),(26 5147544.5),(27 5120458.5),(28 5077197),(29 5052050.5),(30 5054047),(31 5042381.5),(32 5013806),(33 4970772),(34 4876886.5),(35 4776333),(36 4668010),(37 4546134.5),(38 4426157.5),(39 4314540),(40 4222682.5),(41 4176282),(42 4162547.8),(43 4167010.3),(44 4192229.5),(45 4214093.5),(46 4221554),(47 4204493),(48 4167954.8),(49 4117924),(50 4072171.5),(51 4029270),(52 3981840.5),(53 3931419.5),(54 3889677.3),(55 3881976.3),(56 3887276),(57 3898886.5),(58 3920092),(59 3945615.5),(60 3949343),(61 3939199),(62 3908475),(63 3863767.8),(64 3844092.8),(65 3828764),(66 3812300),(67 3804305.8),(68 3803807.5),(69 3816921.3),(70 3824146.8),(71 3834913),(72 3852742.5),(73 3886697.3),(74 3945656.8),(75 4035720.3),(76 4143637.5),(77 4242544),(78 4324051),(79 4375730.5),
(1 144968.02),(2 502755.28),(3 954473.7),(4 1413845.4),(5 1836327.6),(6 2197143.5),(7 2477611),(8 2673845.8),(9 2810890.8),(10 2933978.8),(11 3052552.8),(12 3191960.8),(13 3353459),(14 3500268),(15 3630334.8),(16 3747553),(17 3839338.3),(18 3890752.5),(19 3911125.8),(20 3935463),(21 3955993),(22 3981776.5),(23 4023137.3),(24 4071534.8),(25 4112728.5),(26 4149649),(27 4195227.5),(28 4227408.5),(29 4218196),(30 4200726),(31 4190290.3),(32 4164156),(33 4115332),(34 4020823.5),(35 3877343.5),(36 3757820),(37 3676877.8),(38 3625033),(39 3597077.8),(40 3582677.8),(41 3566396),(42 3563569.5),(43 3566251),(44 3561868.3),(45 3552874.5),(46 3534626.3),(47 3500539.3),(48 3451239),(49 3394445.5),(50 3333479),(51 3262962.5),(52 3191892),(53 3130456.5),(54 3073576.3),(55 3022097.3),(56 2971944.5),(57 2933029.5),(58 2910342.8),(59 2893459.5),(60 2869209),(61 2864392),(62 2857100),(63 2840191.8),(64 2833578),(65 2825156.5),(66 2829194.3),(67 2843339),(68 2866477),(69 2885160.5),(70 2889051.3),(71 2886303.8),(72 2910782.3),(73 2954951),(74 3009511.3),(75 3074179),(76 3142363.3),(77 3182176.8),(78 3164429),(79 3105569.3),
(1 142190.4),(2 486652.56),(3 903841.56),(4 1308474.5),(5 1653409.6),(6 1916960.4),(7 2086860.1),(8 2182636.5),(9 2251989.5),(10 2325038.3),(11 2409234.8),(12 2507024.8),(13 2602875.3),(14 2680300.8),(15 2745191.3),(16 2803183.8),(17 2857125),(18 2877481.8),(19 2862362),(20 2851003.3),(21 2856024.3),(22 2884173.8),(23 2915585.8),(24 2954198.3),(25 3011409.5),(26 3081327),(27 3161842.5),(28 3221417.3),(29 3240444.8),(30 3223530),(31 3203693),(32 3181228.8),(33 3143073.5),(34 3089516),(35 3024696.3),(36 2971378.5),(37 2932761.8),(38 2924786),(39 2954406.3),(40 3003384.3),(41 3046094.8),(42 3062310.8),(43 3055645.8),(44 3007579.3),(45 2936368.8),(46 2867558),(47 2808841.8),(48 2773019.3),(49 2752770.5),(50 2749907.8),(51 2745895.8),(52 2738536.3),(53 2724621.3),(54 2696680.3),(55 2651029.3),(56 2598569.3),(57 2558072.3),(58 2540280.8),(59 2530694.5),(60 2516265.8),(61 2504347.3),(62 2489281.5),(63 2478979.5),(64 2484837.8),(65 2491485.5),(66 2493371),(67 2482175),(68 2478501.3),(69 2476939.3),(70 2499897.8),(71 2560996.8),(72 2642767.3),(73 2722290.3),(74 2780197),(75 2810563),(76 2810175.8),(77 2786790.5),(78 2756550),(79 2734035.3),
(1 138950.83),(2 475838.34),(3 874875.4),(4 1249694.4),(5 1553919.3),(6 1768567.9),(7 1907664.5),(8 1988815.6),(9 2039580.1),(10 2078211.9),(11 2106803.5),(12 2127042.8),(13 2144353.5),(14 2161897),(15 2196182.5),(16 2254576.3),(17 2312722.8),(18 2348960),(19 2372353.3),(20 2426353.5),(21 2508729),(22 2602261.8),(23 2674813.8),(24 2706343.8),(25 2727002.3),(26 2742174.3),(27 2748708),(28 2738634.3),(29 2714406),(30 2682660.3),(31 2665217),(32 2670639.8),(33 2688523.5),(34 2727577.5),(35 2770861.8),(36 2805305.5),(37 2844335.8),(38 2889703.8),(39 2949284.5),(40 3008965.3),(41 3042120.5),(42 3042048),(43 3023830.8),(44 2982527),(45 2937203),(46 2881551),(47 2819457.8),(48 2770862.5),(49 2740499.5),(50 2721547.5),(51 2706329),(52 2699428),(53 2694033.5),(54 2690820),(55 2665188.5),(56 2607074.3),(57 2540410.8),(58 2483423),(59 2439151.3),(60 2407516.5),(61 2396050.5),(62 2395120),(63 2407046.5),(64 2415176.8),(65 2422532.3),(66 2436795),(67 2461523.8),(68 2511682.8),(69 2567841.5),(70 2614119.5),(71 2639587.5),(72 2661256.3),(73 2669346.5),(74 2659930.8),(75 2638299),(76 2609319.5),(77 2577342.5),(78 2558785.8),(79 2566679),
(1 131291.03),(2 440047.44),(3 794318.94),(4 1116656.1),(5 1374012.8),(6 1553224.9),(7 1664807.9),(8 1736844.1),(9 1790101),(10 1824530.9),(11 1839312.8),(12 1841506.3),(13 1834912.8),(14 1842287.3),(15 1886172.1),(16 1955583.9),(17 2015762.1),(18 2063373),(19 2072109.4),(20 2062082.1),(21 2035032.4),(22 2024804.1),(23 2026763.3),(24 2038261.9),(25 2058904),(26 2068835.3),(27 2077535.3),(28 2081333.8),(29 2075622.4),(30 2039644.6),(31 1953781.4),(32 1870477.1),(33 1824958.8),(34 1839571.5),(35 1899081.8),(36 1972299),(37 2041872.4),(38 2094548.1),(39 2134601.5),(40 2173950.5),(41 2211793.8),(42 2245386.8),(43 2270373.3),(44 2270580),(45 2249664.3),(46 2217245.5),(47 2189194),(48 2183097.3),(49 2180093.3),(50 2165416.8),(51 2138917.8),(52 2115505),(53 2100525.8),(54 2091018.6),(55 2091811.3),(56 2088398.6),(57 2070861.9),(58 2048126.3),(59 2030309),(60 2011099.4),(61 2001569.8),(62 1999835.8),(63 2013383.9),(64 2035257.3),(65 2070477.1),(66 2114322.5),(67 2144347),(68 2154430.3),(69 2147200),(70 2131509.5),(71 2118170.3),(72 2114048.5),(73 2120044),(74 2124580.8),(75 2124002.8),(76 2099919.8),(77 2056919.3),(78 2023693.5),(79 2003429.4),
(1 127218.86),(2 419195.8),(3 742840.3),(4 1027754.9),(5 1251703.8),(6 1412541.3),(7 1520764.3),(8 1603816),(9 1673532.4),(10 1733803),(11 1793698.1),(12 1853793.5),(13 1899085.8),(14 1932799),(15 1980041.5),(16 2033788.8),(17 2065285),(18 2068384.6),(19 2057276.6),(20 2030475.6),(21 1999179.8),(22 1974438.5),(23 1963938.6),(24 1968070.5),(25 1978315.8),(26 1978907.8),(27 1958097.5),(28 1931392),(29 1903081.9),(30 1848960.6),(31 1795124.3),(32 1750054.5),(33 1758330.5),(34 1818846.6),(35 1895695.6),(36 1941704.4),(37 1928666.9),(38 1870988.4),(39 1801807),(40 1740703.8),(41 1699825.1),(42 1685257.8),(43 1698928.4),(44 1717625.9),(45 1717066.6),(46 1691058.1),(47 1668669.8),(48 1663999.4),(49 1665899.4),(50 1668103.4),(51 1659872),(52 1649192.8),(53 1670537.5),(54 1726647.3),(55 1790833.5),(56 1843249.5),(57 1860707.3),(58 1872462.1),(59 1883488.8),(60 1883589.9),(61 1885627.8),(62 1878553.4),(63 1886093.4),(64 1884885.8),(65 1871091.8),(66 1859131),(67 1863729.1),(68 1876501.8),(69 1889021.4),(70 1908350.1),(71 1950197.8),(72 1977959.6),(73 1994525),(74 1998694.1),(75 1981530.6),(76 1958345),(77 1935353.4),(78 1924295.6),(79 1936850.1),
(1 115909.93),(2 387043.78),(3 695821.7),(4 955204.44),(5 1132865.3),(6 1237772.8),(7 1297457.4),(8 1331030.3),(9 1350418.4),(10 1374562.3),(11 1412740.1),(12 1459675.1),(13 1511726.6),(14 1548936.9),(15 1577373.5),(16 1579136.1),(17 1562636.5),(18 1530652.1),(19 1503707.4),(20 1489828.6),(21 1492792.1),(22 1528850.6),(23 1595327.6),(24 1664383.6),(25 1706429.9),(26 1702008.8),(27 1677349.4),(28 1646601.6),(29 1619972.6),(30 1583179.5),(31 1547055.6),(32 1523935.6),(33 1536867),(34 1580900.1),(35 1623274),(36 1643981.1),(37 1631397.8),(38 1600284.8),(39 1567789.4),(40 1546922.6),(41 1545202),(42 1569723.4),(43 1615182.4),(44 1664285.5),(45 1696922.5),(46 1706371.9),(47 1703096.9),(48 1703021.8),(49 1701920.8),(50 1691872),(51 1665731.8),(52 1630898.3),(53 1606220.8),(54 1610114),(55 1641008),(56 1673468.3),(57 1693784.9),(58 1702928),(59 1699821.5),(60 1687447.9),(61 1675785.1),(62 1665561.3),(63 1664243),(64 1654877.8),(65 1647048.9),(66 1648734.4),(67 1648910.4),(68 1647426),(69 1637312.1),(70 1618763.4),(71 1593873.4),(72 1568632),(73 1543314.6),(74 1518930.1),(75 1504265.3),(76 1501560.4),(77 1525156.1),(78 1572788.8),(79 1619997.5),
(1 108550.92),(2 360953.4),(3 635003),(4 857401.75),(5 992835.4),(6 1059337.6),(7 1092379.6),(8 1113728.5),(9 1147992.1),(10 1206819.6),(11 1283583),(12 1367397.1),(13 1443682.9),(14 1504129.4),(15 1551952),(16 1574830.1),(17 1572140.5),(18 1550705.9),(19 1524820.5),(20 1502066.4),(21 1497390.4),(22 1521891.1),(23 1556785.3),(24 1601524.4),(25 1643824.5),(26 1671110.9),(27 1666922),(28 1631951.4),(29 1592658.5),(30 1545492.1),(31 1509273.6),(32 1495641.8),(33 1503993.6),(34 1529119.4),(35 1563233.9),(36 1592456.8),(37 1605487.4),(38 1596215.4),(39 1570167.3),(40 1554163.1),(41 1549308.8),(42 1543982.6),(43 1554235.3),(44 1576888.6),(45 1595331.9),(46 1605489.8),(47 1611017.6),(48 1623301.4),(49 1629751),(50 1631270.9),(51 1627841.6),(52 1610859.6),(53 1589994),(54 1571921),(55 1558157.6),(56 1558688.4),(57 1557615),(58 1548605.1),(59 1543990.3),(60 1547779.5),(61 1561198.4),(62 1573208.8),(63 1587753.8),(64 1597456.5),(65 1606908.9),(66 1620538),(67 1637501.6),(68 1665267.8),(69 1670210.5),(70 1635116.9),(71 1591584.4),(72 1564651.9),(73 1560283.5),(74 1572600),(75 1589942.9),(76 1591557.5),(77 1587121.8),(78 1587417.3),(79 1586271.9),
