1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 29979.412),(2 82564.164),(3 155512.3),(4 250072.34),(5 360594.16),(6 473597.75),(7 604903.5),(8 748540.94),(9 905732.7),(10 1074164.5),(11 1249233),(12 1424736.4),(13 1611168.5),(14 1796534.6),(15 1984447.9),(16 2177238),(17 2365382.5),(18 2551118.5),(19 2736569),(20 2914419.8),(21 3088357.5),(22 3259396.3),(23 3423850),(24 3580981.5),(25 3735990),(26 3884679),(27 4029143.8),(28 4169250.5),(29 4299350),(30 4419625),(31 4544330.5),(32 4660066),(33 4770158.5),(34 4869184.5),(35 4965408.5),(36 5062600.5),(37 5152826),(38 5231329.5),(39 5306429),(40 5380784.5),(41 5449115),(42 5507940),(43 5563227.5),(44 5610725),(45 5658208.5),(46 5693855),(47 5731682.5),(48 5754857.5),(49 5775925.5),(50 5780590),(51 5781037),(52 5780112.5),(53 5777416.5),(54 5763486),(55 5756151),(56 5749651),(57 5747257.5),(58 5744752.5),(59 5755345.5),(60 5763437.5),(61 5777518.5),(62 5783534.5),(63 5793104),(64 5803182.5),(65 5823518),(66 5850563),(67 5881664.5),(68 5912223.5),(69 5948602.5),(70 5989495),(71 6035897.5),(72 6091564.5),(73 6150581),(74 6211389),(75 6277274.5),(76 6344535.5),(77 6405107.5),(78 6464128),(79 6515206.5),
(1 30588.094),(2 89136.73),(3 173720.16),(4 284396.66),(5 419051.63),(6 564105.5),(7 731902),(8 916834.7),(9 1115434.6),(10 1326809.4),(11 1548742.6),(12 1782417.6),(13 2025541),(14 2270379),(15 2518676.3),(16 2771945.3),(17 3024848.8),(18 3274888.8),(19 3517811.8),(20 3759191.8),(21 3991013),(22 4215715),(23 4425572.5),(24 4621137.5),(25 4806200.5),(26 4971938),(27 5121606),(28 5254021.5),(29 5365932),(30 5457894.5),(31 5545816.5),(32 5616809.5),(33 5679824),(34 5736938),(35 5785158.5),(36 5823022),(37 5850037.5),(38 5870432.5),(39 5873632.5),(40 5870834.5),(41 5858719.5),(42 5835825.5),(43 5807125.5),(44 5766778.5),(45 5719018),(46 5666069.5),(47 5620188),(48 5566327.5),(49 5512486.5),(50 5461873),(51 5417797.5),(52 5372559.5),(53 5340630.5),(54 5308309),(55 5284445.5),(56 5273480.5),(57 5265673),(58 5272595.5),(59 5283669.5),(60 5307862.5),(61 5339713.5),(62 5374466),(63 5414048.5),(64 5456635.5),(65 5504536),(66 5561358),(67 5619166.5),(68 5675992.5),(69 5739068.5),(70 5797077.5),(71 5857755.5),(72 5918721.5),(73 5980990.5),(74 6036174.5),(75 6089002.5),(76 6144250.5),(77 6196152),(78 6252112),(79 6309106),
(1 32147.635),(2 100694.26),(3 204139.2),(4 339082),(5 501847.6),(6 673060.5),(7 864397.44),(8 1072911.3),(9 1296810.8),(10 1532454.4),(11 1780629.8),(12 2037879),(13 2302522.5),(14 2557785.5),(15 2810621),(16 3059655.8),(17 3302781),(18 3531547),(19 3757410),(20 3976955),(21 4191953.3),(22 4390018),(23 4576423),(24 4743715),(25 4894424),(26 5024116.5),(27 5137930),(28 5238819),(29 5318086),(30 5378960.5),(31 5424204),(32 5450378),(33 5455723),(34 5449313.5),(35 5431380.5),(36 5397537.5),(37 5360489),(38 5313538.5),(39 5266553),(40 5210655.5),(41 5148731),(42 5082540.5),(43 5016525),(44 4951947),(45 4889725),(46 4827189.5),(47 4774983.5),(48 4733451),(49 4703821.5),(50 4677888),(51 4670107),(52 4670766.5),(53 4684034.5),(54 4702656.5),(55 4728409.5),(56 4762071),(57 4809599.5),(58 4862428),(59 4920169),(60 4984169),(61 5051681.5),(62 5121008),(63 5196008),(64 5269700),(65 5344826),(66 5419413),(67 5494797.5),(68 5559348.5),(69 5625380),(70 5690050),(71 5751261),(72 5799712),(73 5842688),(74 5879892),(75 5912889),(76 5938206.5),(77 5958013.5),(78 5966764),(79 5968050),
(1 29041.31),(2 91829.69),(3 186978),(4 310277.25),(5 458326.75),(6 619446.06),(7 801315.94),(8 1000532.8),(9 1217481.8),(10 1447362.5),(11 1693652.4),(12 1950399),(13 2218768),(14 2481067.3),(15 2749447),(16 3013681.5),(17 3280420.5),(18 3544431.3),(19 3804125.5),(20 4056470.8),(21 4307625.5),(22 4541491.5),(23 4760819.5),(24 4964044),(25 5152248.5),(26 5315819.5),(27 5456774),(28 5580121),(29 5684056.5),(30 5762070),(31 5819789.5),(32 5859289.5),(33 5878564),(34 5889245.5),(35 5888152.5),(36 5868982.5),(37 5843711.5),(38 5807229.5),(39 5753982.5),(40 5695657),(41 5632167.5),(42 5550518),(43 5473428),(44 5393760.5),(45 5307794),(46 5216599.5),(47 5131743.5),(48 5045791.5),(49 4971835),(50 4904406),(51 4843358),(52 4796942),(53 4760590),(54 4729869),(55 4711451.5),(56 4697238),(57 4694942),(58 4703568.5),(59 4715844),(60 4727035.5),(61 4741048),(62 4764688.5),(63 4798500),(64 4843880),(65 4900215),(66 4954012),(67 5019874),(68 5088627.5),(69 5170217),(70 5262539),(71 5361086.5),(72 5458751.5),(73 5555744.5),(74 5654199),(75 5746452),(76 5843085.5),(77 5939327.5),(78 6032684),(79 6120654.5),
(1 27419.479),(2 88341.7),(3 180007.14),(4 300013.72),(5 444102.8),(6 603074.25),(7 783951.9),(8 981700.1),(9 1193072.9),(10 1416680),(11 1651128.1),(12 1886959.8),(13 2131066.8),(14 2366127),(15 2594248.3),(16 2823654.5),(17 3043963.5),(18 3248664.3),(19 3444698),(20 3625450.8),(21 3795104.5),(22 3955298.3),(23 4096592.3),(24 4226866.5),(25 4349400.5),(26 4446950),(27 4531061.5),(28 4610164.5),(29 4671457),(30 4714105),(31 4748154.5),(32 4760729),(33 4763575.5),(34 4764833.5),(35 4755782.5),(36 4741785),(37 4728930.5),(38 4712735),(39 4697170),(40 4685568.5),(41 4679109),(42 4665547.5),(43 4668941),(44 4671926),(45 4685233),(46 4706259.5),(47 4732593),(48 4763249),(49 4797007),(50 4834461.5),(51 4875984.5),(52 4924499.5),(53 4976172),(54 5032282),(55 5088451),(56 5147559),(57 5207062.5),(58 5267199.5),(59 5311027),(60 5358125),(61 5395946),(62 5422906.5),(63 5448012),(64 5465866),(65 5478710),(66 5479652),(67 5480086),(68 5472384.5),(69 5462034),(70 5445233),(71 5423401.5),(72 5389490),(73 5352155.5),(74 5305993.5),(75 5250019.5),(76 5198877.5),(77 5138004),(78 5065129.5),(79 4992947),
(1 25790.535),(2 84284.6),(3 172797.86),(4 288834.16),(5 427491.34),(6 576964.6),(7 742864.3),(8 919570.8),(9 1103929.9),(10 1290434),(11 1478014),(12 1661926.8),(13 1846859.5),(14 2020086.4),(15 2181307),(16 2331453.8),(17 2470492.3),(18 2600740.8),(19 2725340.5),(20 2837685.8),(21 2939943),(22 3038126.5),(23 3129012.8),(24 3208033.3),(25 3287823),(26 3351695),(27 3408163.8),(28 3464649.8),(29 3514502.8),(30 3560027.3),(31 3609531.3),(32 3653077),(33 3696574.3),(34 3746993.5),(35 3798160.3),(36 3850941.5),(37 3911498.8),(38 3970088),(39 4034325.8),(40 4105513.5),(41 4172947.8),(42 4235162.5),(43 4305093),(44 4369606.5),(45 4436636.5),(46 4509208),(47 4571642.5),(48 4638774.5),(49 4708795),(50 4775909),(51 4836265),(52 4901998.5),(53 4967197),(54 5033156.5),(55 5096473.5),(56 5145178.5),(57 5188674),(58 5227301.5),(59 5251959),(60 5267754.5),(61 5278349),(62 5273309),(63 5268831),(64 5256756.5),(65 5236144.5),(66 5213748.5),(67 5183304.5),(68 5147920),(69 5110098.5),(70 5072455.5),(71 5028338.5),(72 4979114),(73 4934009.5),(74 4888692.5),(75 4845057.5),(76 4810793.5),(77 4772961),(78 4737233.5),(79 4709881.5),
(1 25933.43),(2 87516.13),(3 181786.42),(4 305854.06),(5 454633.34),(6 617450.7),(7 796540.9),(8 985656.56),(9 1179192),(10 1376905.8),(11 1573989.5),(12 1767760.8),(13 1953754.1),(14 2128794.8),(15 2287995.3),(16 2434935.8),(17 2568168.3),(18 2681898.8),(19 2778610),(20 2854919.5),(21 2913883.3),(22 2958002.8),(23 2987993),(24 3011513.3),(25 3031533),(26 3049039),(27 3066312),(28 3086088.8),(29 3108224.5),(30 3135381),(31 3172688),(32 3219509.5),(33 3278730.8),(34 3356738),(35 3446643.3),(36 3547130.3),(37 3657692.5),(38 3767962.5),(39 3882760),(40 4011379),(41 4146624),(42 4283562.5),(43 4429937),(44 4580453),(45 4729405),(46 4879891.5),(47 5024917.5),(48 5158383.5),(49 5285416.5),(50 5403793.5),(51 5500660),(52 5589243),(53 5659337.5),(54 5705328.5),(55 5734319),(56 5747881),(57 5744259.5),(58 5719334),(59 5684148.5),(60 5632516.5),(61 5569518.5),(62 5498721),(63 5420838.5),(64 5336009.5),(65 5251479.5),(66 5160767),(67 5068218),(68 4981099.5),(69 4891407.5),(70 4801284),(71 4710623.5),(72 4625028),(73 4546413),(74 4478980.5),(75 4417075),(76 4368847),(77 4332977.5),(78 4298813.5),(79 4275259.5),
(1 21136.527),(2 70686.03),(3 146536.27),(4 246313.8),(5 367229.84),(6 500633.44),(7 651464.5),(8 816780.25),(9 990485.75),(10 1166920),(11 1349132.9),(12 1532238.6),(13 1711582.6),(14 1880837.4),(15 2041023.5),(16 2190106.3),(17 2329583),(18 2455862.8),(19 2568840.3),(20 2665685.3),(21 2747979.5),(22 2810791.8),(23 2857729),(24 2889761),(25 2906532),(26 2913320.8),(27 2907686.5),(28 2895403.3),(29 2876197),(30 2851643.3),(31 2830572),(32 2809676),(33 2789712.5),(34 2776298.8),(35 2767531.5),(36 2759038),(37 2758975.8),(38 2763455.5),(39 2772630),(40 2786444.3),(41 2809348),(42 2836018),(43 2867267),(44 2906373.3),(45 2947438),(46 2991922.8),(47 3038417),(48 3089146.8),(49 3140837.3),(50 3192156.8),(51 3245228),(52 3291259.8),(53 3330506.8),(54 3365082.8),(55 3390310.5),(56 3410122.8),(57 3426935.8),(58 3434261.3),(59 3438596),(60 3437652.5),(61 3435580.8),(62 3427450),(63 3415496),(64 3399950.5),(65 3382958.5),(66 3362940),(67 3338657.8),(68 3312314.3),(69 3283637.8),(70 3252569.8),(71 3218276.5),(72 3179797.3),(73 3137104.5),(74 3095473),(75 3055536.5),(76 3018550.5),(77 2984193.8),(78 2952571.8),(79 2920578.8),
(1 19298.43),(2 64263.984),(3 133441.92),(4 224437.56),(5 334365.4),(6 456574.5),(7 595285.4),(8 745793.06),(9 904953.5),(10 1064481.5),(11 1226687.8),(12 1386268.5),(13 1542440.5),(14 1686073.4),(15 1819444.8),(16 1942458.1),(17 2055422.8),(18 2154268.5),(19 2238456.5),(20 2309290.8),(21 2366688.5),(22 2412170),(23 2444612.3),(24 2468468.8),(25 2483267.5),(26 2491400.3),(27 2495942),(28 2495510.3),(29 2491758),(30 2485515.5),(31 2482486.5),(32 2478104.3),(33 2476548),(34 2475148),(35 2482844.8),(36 2490701.5),(37 2506623),(38 2530957.3),(39 2553085.8),(40 2579566.3),(41 2606721.5),(42 2633307.3),(43 2661270.5),(44 2687335.5),(45 2709844.5),(46 2726913),(47 2741433.3),(48 2752366.5),(49 2763759.3),(50 2772168.3),(51 2777959),(52 2781664.8),(53 2783626.5),(54 2781870),(55 2777813.3),(56 2771424.5),(57 2762841.5),(58 2751945),(59 2744886),(60 2735095.3),(61 2726968.5),(62 2720994.5),(63 2716898.8),(64 2712745),(65 2711096.8),(66 2707516),(67 2702926.8),(68 2701767.8),(69 2700422.5),(70 2700819),(71 2701042),(72 2699836.5),(73 2699445.8),(74 2696379.8),(75 2694129.8),(76 2692812),(77 2690034),(78 2688525),(79 2687221),
(1 20967.219),(2 71612.76),(3 148302.2),(4 249001.45),(5 368752.06),(6 498143.03),(7 640419.7),(8 789367.25),(9 940937.94),(10 1095105.8),(11 1248069.3),(12 1396066.9),(13 1543165),(14 1679350.5),(15 1807959.8),(16 1931230),(17 2043531.3),(18 2139363.5),(19 2225394.3),(20 2300738),(21 2363786.8),(22 2416649.5),(23 2462857.5),(24 2494474.5),(25 2522510.5),(26 2544985),(27 2558148),(28 2565975),(29 2568186.3),(30 2565480.8),(31 2560560.8),(32 2551909),(33 2535468),(34 2516541.8),(35 2496260.8),(36 2473249),(37 2451089.8),(38 2428174.8),(39 2404336),(40 2384593.5),(41 2369194.8),(42 2355864.5),(43 2341010.3),(44 2331035.8),(45 2323627.3),(46 2317878),(47 2319655.8),(48 2329168.3),(49 2342467),(50 2359500),(51 2372351.3),(52 2387445.3),(53 2404755),(54 2417696.3),(55 2435554.8),(56 2455407.3),(57 2478810.8),(58 2499833),(59 2521791.5),(60 2535152),(61 2548154.8),(62 2554446.3),(63 2561806.5),(64 2565600.5),(65 2564854),(66 2560969),(67 2559368.5),(68 2553742.8),(69 2546205),(70 2542012.8),(71 2536453.5),(72 2525686),(73 2517391.3),(74 2511927.8),(75 2509908.3),(76 2514532.8),(77 2523868.5),(78 2535553.3),(79 2552331.8),
(1 22178.184),(2 76185.086),(3 158745.92),(4 265217.44),(5 390629.8),(6 527819.75),(7 675623.56),(8 826018.9),(9 976093.94),(10 1127295.3),(11 1273109.1),(12 1416631.4),(13 1555536),(14 1680211.6),(15 1795744.8),(16 1901937.5),(17 1996906),(18 2077731.6),(19 2146443.8),(20 2203330.5),(21 2255755),(22 2299873.5),(23 2331472),(24 2360179.3),(25 2384172.8),(26 2397863.5),(27 2419338.3),(28 2437828),(29 2450308),(30 2466727.8),(31 2484285.3),(32 2504528.5),(33 2530654.3),(34 2557802.5),(35 2588837.8),(36 2621212.8),(37 2653141.5),(38 2676662.8),(39 2696360.8),(40 2714291.3),(41 2725070.8),(42 2729547.5),(43 2731111.3),(44 2725247),(45 2716068.5),(46 2704169.3),(47 2689348),(48 2677443.8),(49 2664117.3),(50 2643819.3),(51 2623045.5),(52 2600282),(53 2577344),(54 2557376.3),(55 2539633.5),(56 2522261),(57 2509561.8),(58 2499619.8),(59 2500697),(60 2504045.3),(61 2509666.3),(62 2513088.5),(63 2520281),(64 2526294.3),(65 2533964),(66 2541537),(67 2551124.5),(68 2565288.8),(69 2581338.5),(70 2595526.5),(71 2609751),(72 2625563.5),(73 2642886.8),(74 2661429.5),(75 2680689.8),(76 2698771.8),(77 2717629.8),(78 2734469.5),(79 2746691.5),
(1 20833.598),(2 72186.37),(3 150873.33),(4 251471.86),(5 369140.63),(6 497583.38),(7 634990.25),(8 776122.75),(9 916416.94),(10 1056933.6),(11 1196380.3),(12 1329292.4),(13 1455115.5),(14 1569295.5),(15 1675833),(16 1775888.5),(17 1866814.6),(18 1947688.9),(19 2017897.5),(20 2079281.5),(21 2133117),(22 2175607.3),(23 2213947.5),(24 2246106.3),(25 2273784),(26 2294166.5),(27 2313007.8),(28 2331637.3),(29 2341970.8),(30 2351130.8),(31 2360739.5),(32 2368925),(33 2377340.3),(34 2384716.3),(35 2392443),(36 2401992.3),(37 2413454),(38 2417669.5),(39 2418179.3),(40 2415342),(41 2407887),(42 2392330),(43 2372038.8),(44 2344946),(45 2310951),(46 2269287.3),(47 2226089.3),(48 2182290),(49 2140141.3),(50 2101731.3),(51 2066810.6),(52 2037085.1),(53 2014143.8),(54 1996489.8),(55 1985850.5),(56 1984645.5),(57 1987353.1),(58 1995075.5),(59 2012130.5),(60 2031799.4),(61 2055676),(62 2076690.5),(63 2097005.1),(64 2116597),(65 2134179),(66 2146294.3),(67 2159370.3),(68 2173947.8),(69 2189940.3),(70 2201622),(71 2217530.8),(72 2231462.5),(73 2252308.5),(74 2275336),(75 2297192.5),(76 2319802),(77 2340384.5),(78 2352821.3),(79 2363649.5),
(1 20442.893),(2 72241.71),(3 150779.02),(4 252341.48),(5 372695.56),(6 503936.97),(7 644893.9),(8 793491),(9 943597.56),(10 1091712.9),(11 1234777.3),(12 1363803.5),(13 1483792),(14 1584622),(15 1670256.9),(16 1740859.9),(17 1796047.9),(18 1840295.3),(19 1874025.6),(20 1896504.1),(21 1912382.1),(22 1920534),(23 1924202.6),(24 1922457.6),(25 1918589.6),(26 1912612.3),(27 1904216.5),(28 1896877),(29 1886323.9),(30 1876737.5),(31 1871522.4),(32 1867205.3),(33 1869151.6),(34 1870870.9),(35 1874554),(36 1880870.1),(37 1892494.9),(38 1903408.9),(39 1915294.4),(40 1924797.8),(41 1932744.9),(42 1939939),(43 1951508.9),(44 1958136),(45 1964564.3),(46 1973281.6),(47 1987065.6),(48 2006001.9),(49 2027711.6),(50 2053474.8),(51 2081728.9),(52 2113717.5),(53 2148184.8),(54 2185037),(55 2227116),(56 2268865.8),(57 2309677),(58 2351236.8),(59 2390119),(60 2422614),(61 2454233.3),(62 2477522.5),(63 2494806.5),(64 2512634.8),(65 2526842.3),(66 2534185.5),(67 2543025.8),(68 2552332),(69 2559786.3),(70 2567597.3),(71 2578610.8),(72 2584836),(73 2596323.3),(74 2606679.8),(75 2620037.8),(76 2634155.5),(77 2648408.3),(78 2658421.8),(79 2665071.5),
(1 18648.883),(2 65908.96),(3 137304.75),(4 229714.94),(5 337466.03),(6 451188.56),(7 571459.3),(8 691974.7),(9 809231.56),(10 921662.4),(11 1025761.25),(12 1120968.3),(13 1209412.6),(14 1286763.5),(15 1355212.8),(16 1414383.3),(17 1461496.9),(18 1500654.8),(19 1528914.6),(20 1548974.9),(21 1564062.3),(22 1574002.1),(23 1582517),(24 1589066),(25 1591012.8),(26 1589754.6),(27 1592500.1),(28 1598189),(29 1601676.8),(30 1609507.9),(31 1625792),(32 1648359.6),(33 1677981.9),(34 1712660.6),(35 1747890.1),(36 1781915.5),(37 1819034.3),(38 1850736.5),(39 1879068.1),(40 1901865.6),(41 1918592),(42 1933865.3),(43 1945519.6),(44 1949838.6),(45 1950149.8),(46 1943474.9),(47 1937015.1),(48 1931105.8),(49 1924974.8),(50 1921272.5),(51 1919770.6),(52 1920378.1),(53 1923485.1),(54 1928938.3),(55 1939301.4),(56 1956090),(57 1973235.5),(58 1994756.5),(59 2015234.1),(60 2032604.1),(61 2046814.6),(62 2057806.6),(63 2063840.4),(64 2070531.3),(65 2079560.9),(66 2083851.8),(67 2093051.9),(68 2101575.8),(69 2112725.8),(70 2124333.8),(71 2139324),(72 2152474.3),(73 2164402.5),(74 2175159),(75 2187715),(76 2199600.8),(77 2211772.8),(78 2219581.8),(79 2226554.5),
(1 17234.9),(2 59926.457),(3 123998.98),(4 205454.31),(5 299081.72),(6 397823.2),(7 502387.8),(8 607788.4),(9 709477.3),(10 807968),(11 904162.1),(12 991487.3),(13 1072436.1),(14 1143042.9),(15 1206277.3),(16 1261183.4),(17 1306430.9),(18 1342595.3),(19 1369130.1),(20 1388102.9),(21 1401037.4),(22 1409503.1),(23 1414980.5),(24 1416805.5),(25 1419152.6),(26 1418882.4),(27 1420443.3),(28 1420963.3),(29 1421360.4),(30 1421584.5),(31 1421536.1),(32 1424153.1),(33 1426422),(34 1433095.3),(35 1440141.8),(36 1442824.8),(37 1444895.6),(38 1443321.3),(39 1438737.8),(40 1433090),(41 1423561.3),(42 1415336.1),(43 1406262.8),(44 1399428.1),(45 1395626.9),(46 1392683.1),(47 1396701.1),(48 1404390.6),(49 1417026.8),(50 1430660),(51 1447021),(52 1463420.6),(53 1483708.9),(54 1505597.4),(55 1525682.9),(56 1545381.1),(57 1565035),(58 1583856.4),(59 1594802.6),(60 1603425.1),(61 1607302),(62 1605931.4),(63 1601384.5),(64 1597735.5),(65 1590718.4),(66 1581396.1),(67 1574495.9),(68 1566921.6),(69 1561219.5),(70 1557010.5),(71 1553334.9),(72 1550850.9),(73 1552424.8),(74 1554430.9),(75 1559681.1),(76 1568411.8),(77 1581712.4),(78 1597403.5),(79 1615760.4),
(1 17076.805),(2 59855.727),(3 124405.31),(4 205863.78),(5 299177.4),(6 397955.44),(7 503604.2),(8 610669.6),(9 716254),(10 817610.75),(11 913079.25),(12 1000189.25),(13 1078051),(14 1142249.5),(15 1196863.6),(16 1242091.4),(17 1277825),(18 1306287.3),(19 1328678.9),(20 1345249.4),(21 1357822.3),(22 1367924.4),(23 1378329.5),(24 1389837.4),(25 1402267.3),(26 1413486.5),(27 1426485),(28 1432861.3),(29 1443057.8),(30 1452506.3),(31 1463970.1),(32 1479738.6),(33 1496388.6),(34 1516457.8),(35 1536345),(36 1550810.3),(37 1567171.8),(38 1581915.6),(39 1596821.4),(40 1613482.9),(41 1631164.6),(42 1646590.5),(43 1661333.8),(44 1675055.3),(45 1687147.4),(46 1694677),(47 1704878.9),(48 1714062.5),(49 1727205.8),(50 1741570.5),(51 1760099.4),(52 1777508.6),(53 1797340.8),(54 1815234.6),(55 1832238.5),(56 1851965),(57 1871670.3),(58 1894464.8),(59 1918557),(60 1933989.4),(61 1945401.9),(62 1946733.4),(63 1944054.3),(64 1938122.3),(65 1932235.3),(66 1920954.5),(67 1909962.6),(68 1897757),(69 1889031.4),(70 1880928.6),(71 1872780),(72 1865195.3),(73 1857708),(74 1854170.3),(75 1851858.3),(76 1850697.9),(77 1852557),(78 1855037.8),(79 1857406.9),
(1 18304.096),(2 64766.934),(3 134836.84),(4 224099.72),(5 327115.8),(6 436287.9),(7 548900.8),(8 659030.75),(9 765206.06),(10 865448.9),(11 957871.6),(12 1041283.4),(13 1119068.1),(14 1188278.6),(15 1249833),(16 1301623.9),(17 1344893.1),(18 1379122.1),(19 1407207.6),(20 1431284.5),(21 1450615.6),(22 1468588.3),(23 1485819),(24 1502667.5),(25 1521021),(26 1540393.6),(27 1562040.9),(28 1587482.6),(29 1613290.3),(30 1639512.8),(31 1667495.1),(32 1695677.1),(33 1722126.3),(34 1744764.1),(35 1762602.3),(36 1771473.6),(37 1773351.1),(38 1768788.6),(39 1756137.4),(40 1740557.5),(41 1723419),(42 1706066.6),(43 1694799.3),(44 1685089.3),(45 1678043),(46 1675406.8),(47 1677144.1),(48 1682360.8),(49 1691658.3),(50 1701396.3),(51 1714872.4),(52 1728228.5),(53 1740970.5),(54 1754757.9),(55 1766337.3),(56 1779504.4),(57 1791701.8),(58 1804714.9),(59 1819460.5),(60 1832887.6),(61 1846631.6),(62 1856454),(63 1868004.1),(64 1875937.4),(65 1883765.5),(66 1885690.5),(67 1884904.9),(68 1878911.9),(69 1869695.1),(70 1857448.5),(71 1841166.6),(72 1823869.1),(73 1805377.1),(74 1786228.6),(75 1768763),(76 1751053.1),(77 1732618.5),(78 1716024.1),(79 1699756.8),
(1 17456.375),(2 62654.902),(3 131191.25),(4 217260.28),(5 315335.5),(6 419170.9),(7 526449.1),(8 633816.94),(9 738914.44),(10 838698.44),(11 930283),(12 1012040.6),(13 1083847.8),(14 1140932.9),(15 1186308.6),(16 1219441.8),(17 1241622.9),(18 1255668.4),(19 1259591.3),(20 1259465.3),(21 1256742.3),(22 1253808.3),(23 1249930.9),(24 1248209.8),(25 1248768.9),(26 1255416.4),(27 1267604.3),(28 1281475.6),(29 1297796.6),(30 1318947.8),(31 1344976),(32 1375637.5),(33 1411337.9),(34 1450398.6),(35 1492557),(36 1532881.3),(37 1571720.8),(38 1608320.6),(39 1637561.4),(40 1661985.1),(41 1684468.8),(42 1701299.5),(43 1717227.6),(44 1730473.3),(45 1739109.1),(46 1745000.5),(47 1746023.5),(48 1743248.6),(49 1738252.9),(50 1728293.8),(51 1712816.4),(52 1693234.6),(53 1667609.9),(54 1636006.9),(55 1599104.4),(56 1560348.1),(57 1521234.5),(58 1484046.9),(59 1443293.5),(60 1403048.5),(61 1366126.1),(62 1330862.4),(63 1298919.6),(64 1270145.8),(65 1244734.9),(66 1220593),(67 1202582.4),(68 1188283.8),(69 1175977.4),(70 1167962.8),(71 1160455.6),(72 1154660.5),(73 1149714.3),(74 1146572.1),(75 1146481),(76 1149915.6),(77 1156227.8),(78 1165308.8),(79 1175800.8),
