1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 89421.125),(2 336647.25),(3 703257),(4 1136383.3),(5 1585709.4),(6 2005276),(7 2358585.5),(8 2628570.8),(9 2827360.3),(10 2962964.8),(11 3061527),(12 3148573.3),(13 3241846),(14 3331787.3),(15 3426450.8),(16 3513493.5),(17 3597615),(18 3663294),(19 3732986),(20 3799683.5),(21 3882322.8),(22 3959407.8),(23 4035606.3),(24 4098473),(25 4146569.8),(26 4179424.8),(27 4201468),(28 4204029),(29 4199336),(30 4181175.3),(31 4131014.5),(32 4063495.3),(33 3975936),(34 3869480.8),(35 3770132.8),(36 3668452.8),(37 3568067.3),(38 3487536.8),(39 3430873),(40 3406678.5),(41 3416742),(42 3466884.3),(43 3556322.8),(44 3671119),(45 3790823.3),(46 3898561),(47 3984841),(48 4025671),(49 4026699.3),(50 3985926.3),(51 3912552.3),(52 3803186.8),(53 3662260.8),(54 3495039.3),(55 3311994.8),(56 3130890.5),(57 2976189.3),(58 2873944.8),(59 2837109.5),(60 2875689.5),(61 2975568.8),(62 3118519),(63 3282410.5),(64 3426862.3),(65 3519810.8),(66 3542134.5),(67 3489466.5),(68 3376284.5),(69 3223295.3),(70 3048518.3),(71 2878001),(72 2734727.3),(73 2638433.5),(74 2595454.3),(75 2612685.3),(76 2684500.3),(77 2807714.5),(78 2950331.8),(79 3094208.8),
(1 106232.46),(2 398803.9),(3 825345.2),(4 1319511.6),(5 1816455),(6 2253525),(7 2592954.8),(8 2823475),(9 2956392.8),(10 3018457.3),(11 3034238),(12 3044647.3),(13 3071298.8),(14 3108200),(15 3169078.8),(16 3246526),(17 3343425.8),(18 3440212.8),(19 3541937.3),(20 3623588),(21 3682078.3),(22 3686759),(23 3643985),(24 3558032.3),(25 3446561),(26 3331337.8),(27 3241042.8),(28 3187821.3),(29 3183544.8),(30 3223631),(31 3292200.8),(32 3384287.3),(33 3463204.8),(34 3504697.3),(35 3504052.3),(36 3452866),(37 3371572.3),(38 3293242),(39 3244376),(40 3261126.8),(41 3343878),(42 3493514),(43 3659777.8),(44 3823430.3),(45 3953090.8),(46 4025003.3),(47 4051388),(48 4017366.8),(49 3990234),(50 3965606.3),(51 3949954.8),(52 3924628),(53 3890800.8),(54 3815249.3),(55 3716078.8),(56 3586370),(57 3452241.3),(58 3324331.3),(59 3211424.8),(60 3132720.8),(61 3081817.8),(62 3055805),(63 3038846),(64 3018861.3),(65 2976132.8),(66 2917870.8),(67 2856723.8),(68 2799247.3),(69 2768807),(70 2754549.8),(71 2759672.3),(72 2784383.3),(73 2827760),(74 2886227),(75 2962049.3),(76 3042290.8),(77 3131865.8),(78 3217141.3),(79 3297680),
(1 94894.71),(2 355653.6),(3 733516.3),(4 1162546.4),(5 1576246.1),(6 1928707.9),(7 2182251),(8 2336099),(9 2414032.5),(10 2442086.3),(11 2453205.5),(12 2472686.8),(13 2523618.5),(14 2600061.3),(15 2708861.5),(16 2836930),(17 2976135.3),(18 3100041),(19 3213081),(20 3286791),(21 3332189.5),(22 3336069),(23 3313966),(24 3282853.8),(25 3262400),(26 3270193),(27 3304126.8),(28 3357769.5),(29 3409424.8),(30 3455759.8),(31 3466366.8),(32 3437781.8),(33 3358143.3),(34 3240113.3),(35 3119311.3),(36 3020342.5),(37 2964478),(38 2972970.5),(39 3019111.8),(40 3105923.8),(41 3189412.5),(42 3257354.3),(43 3281506.5),(44 3277548.8),(45 3245848.3),(46 3198779.3),(47 3156639.3),(48 3137609.5),(49 3161921.3),(50 3223807.3),(51 3324620.3),(52 3424467.8),(53 3511750.8),(54 3543063),(55 3513339),(56 3400223.8),(57 3212483),(58 2971055.3),(59 2706409),(60 2456368.3),(61 2249194.3),(62 2113656),(63 2064870.5),(64 2095121.1),(65 2186409.5),(66 2319060.3),(67 2460713.5),(68 2579933.8),(69 2669702),(70 2709737),(71 2696906.3),(72 2637981),(73 2555711),(74 2470761),(75 2408623),(76 2379444),(77 2407075.3),(78 2483737),(79 2597794),
(1 93325.46),(2 343820.72),(3 689794.5),(4 1062667.9),(5 1400995.5),(6 1669095.3),(7 1856758.4),(8 1979600.5),(9 2074085.6),(10 2167358.5),(11 2273348.3),(12 2393779.8),(13 2520206.3),(14 2618044.5),(15 2687857.3),(16 2722363),(17 2729256.3),(18 2702216.8),(19 2667211.3),(20 2610729.8),(21 2561927.8),(22 2522685.3),(23 2511819.3),(24 2533302.5),(25 2580283.3),(26 2640484.8),(27 2700742),(28 2737947.8),(29 2730477),(30 2671756.5),(31 2558624.5),(32 2408504),(33 2242327.3),(34 2088042.3),(35 1976918.5),(36 1917418.9),(37 1913663.3),(38 1962435),(39 2045115),(40 2157650.3),(41 2273851.3),(42 2383482.8),(43 2467190.8),(44 2530002),(45 2572250),(46 2594816),(47 2612439.8),(48 2629872.5),(49 2668240.8),(50 2708676.8),(51 2752991.3),(52 2771198),(53 2764082.3),(54 2705704),(55 2617889.3),(56 2497187.8),(57 2371576.5),(58 2248150.8),(59 2142350.3),(60 2065527.6),(61 2014317.6),(62 1992985),(63 1999505.3),(64 2029570.8),(65 2086388.4),(66 2154430),(67 2224508),(68 2288507.8),(69 2340513),(70 2369411.8),(71 2378526.8),(72 2373697),(73 2370278.3),(74 2374179.5),(75 2390043),(76 2417390),(77 2451050),(78 2482632),(79 2507483),
(1 97930.484),(2 362301.72),(3 727830.8),(4 1115392.5),(5 1453302.1),(6 1695673),(7 1834900.8),(8 1891613.6),(9 1909504.3),(10 1921219.8),(11 1949803),(12 1994432.9),(13 2040356.5),(14 2059583.5),(15 2047154.5),(16 2001653.9),(17 1939355.5),(18 1873630.5),(19 1835182.5),(20 1829397.9),(21 1870964.6),(22 1945365),(23 2046255.8),(24 2145680.5),(25 2219735.5),(26 2247600.3),(27 2217072),(28 2135860),(29 2023564.8),(30 1909823.5),(31 1820848.6),(32 1787838.9),(33 1815407.1),(34 1896202.3),(35 2002286.9),(36 2097181.8),(37 2143043),(38 2137854.8),(39 2083315.4),(40 2009326.9),(41 1947933.6),(42 1921963),(43 1936283.4),(44 1979739.5),(45 2027762.4),(46 2058644.5),(47 2054854.5),(48 2010165.5),(49 1936285),(50 1835542.9),(51 1736839.1),(52 1647349.1),(53 1575795.5),(54 1520695.8),(55 1492785),(56 1496268.8),(57 1533336.6),(58 1596177.8),(59 1673859.9),(60 1746696.1),(61 1792703.1),(62 1807487.3),(63 1793952.9),(64 1766702.3),(65 1740424.6),(66 1745093.4),(67 1796581.6),(68 1894702.6),(69 2027168.8),(70 2170671.5),(71 2304879),(72 2402652.3),(73 2447978.3),(74 2437914.3),(75 2375193.3),(76 2273965.8),(77 2160773.3),(78 2060221.5),(79 1992259),
(1 99670.24),(2 366993.34),(3 728918),(4 1099464.6),(5 1408371.6),(6 1611919.9),(7 1710335.5),(8 1724176.9),(9 1700924.9),(10 1667947.4),(11 1646268.8),(12 1640190.4),(13 1641442.6),(14 1637662.4),(15 1628525.4),(16 1615640.1),(17 1610740.5),(18 1618779.6),(19 1649734.4),(20 1698953.4),(21 1766744),(22 1836181.6),(23 1897823.6),(24 1937243.8),(25 1943099.9),(26 1919212.3),(27 1866253.9),(28 1803183.3),(29 1752837.4),(30 1743177.4),(31 1791008.5),(32 1901948.1),(33 2055573.6),(34 2221459.5),(35 2364150.3),(36 2444539),(37 2441149.3),(38 2360054.3),(39 2220304.8),(40 2063548.6),(41 1928079.6),(42 1845373.4),(43 1825322.6),(44 1855559.8),(45 1904468.6),(46 1943278.4),(47 1952886.6),(48 1926465.9),(49 1876234.6),(50 1816474.4),(51 1763279.8),(52 1710275.3),(53 1667154.1),(54 1633218.3),(55 1621228),(56 1638113.3),(57 1694149.4),(58 1784909.3),(59 1895969.3),(60 2001661.5),(61 2071509.6),(62 2087825.1),(63 2049409.9),(64 1974310.4),(65 1884133.5),(66 1813627.8),(67 1789015.3),(68 1818853.9),(69 1896215.6),(70 1990149.4),(71 2075978.3),(72 2128469.5),(73 2137024.3),(74 2103064.8),(75 2032574.9),(76 1951559.3),(77 1891853.9),(78 1868180.1),(79 1892612.1),
(1 84660.74),(2 309742.2),(3 610778.56),(4 917036.3),(5 1174207.5),(6 1353263.3),(7 1455247.3),(8 1494915),(9 1494598.5),(10 1466235.1),(11 1412000),(12 1350053.4),(13 1284854.5),(14 1235214.3),(15 1212147.4),(16 1217706.6),(17 1249672.8),(18 1291265.6),(19 1331088.3),(20 1360659.4),(21 1377357.9),(22 1379485.8),(23 1372149.4),(24 1355039.5),(25 1339254.9),(26 1334368.6),(27 1347747.6),(28 1384983.8),(29 1441069),(30 1509783.5),(31 1582188.8),(32 1648972.3),(33 1701802.9),(34 1732965.4),(35 1747368.4),(36 1740118.3),(37 1705627.9),(38 1650169.3),(39 1578015.8),(40 1509611.3),(41 1454417.5),(42 1429692.6),(43 1432757.8),(44 1464714.1),(45 1507268.1),(46 1544516.4),(47 1562005.4),(48 1550380.4),(49 1519672),(50 1484244.6),(51 1461918.4),(52 1454520.5),(53 1472694.8),(54 1512921.5),(55 1576625.8),(56 1655092.6),(57 1748552),(58 1837300.1),(59 1899868.4),(60 1926588.1),(61 1906827.1),(62 1852858.1),(63 1778092.9),(64 1708125.9),(65 1656410.5),(66 1635585.3),(67 1647762.9),(68 1682106.6),(69 1726956.9),(70 1768258.9),(71 1793760.3),(72 1797203.1),(73 1782602.9),(74 1759031.8),(75 1734664.4),(76 1720156.3),(77 1722399),(78 1736758.6),(79 1763570.9),
(1 97703.49),(2 352628.13),(3 677310.25),(4 973450.56),(5 1175273.6),(6 1268706.4),(7 1282238.3),(8 1261616.6),(9 1250369),(10 1257920.5),(11 1278698.6),(12 1298613.9),(13 1313934.3),(14 1325512),(15 1344475.9),(16 1379016),(17 1433229.8),(18 1491923.1),(19 1548988.3),(20 1589754.4),(21 1613612.8),(22 1614006),(23 1596225.4),(24 1560970),(25 1519171.6),(26 1478455.8),(27 1450595.1),(28 1445774),(29 1467510),(30 1510730.6),(31 1557825.9),(32 1591407),(33 1597258.6),(34 1571825.1),(35 1532883.6),(36 1485891.6),(37 1443989.4),(38 1415090.4),(39 1398569.8),(40 1397506.1),(41 1405643.1),(42 1435883.1),(43 1482447.9),(44 1539099.4),(45 1579862),(46 1591885.6),(47 1561791.9),(48 1496962.4),(49 1439094.5),(50 1414222.9),(51 1449592.3),(52 1536514.9),(53 1651789.4),(54 1759464.8),(55 1833567),(56 1857639.6),(57 1834538),(58 1783713.9),(59 1730471.6),(60 1693913.3),(61 1689728.1),(62 1722027.9),(63 1779357.9),(64 1838309.4),(65 1877472.9),(66 1880230.5),(67 1839923.8),(68 1768238.8),(69 1687293.6),(70 1613666),(71 1567489.8),(72 1550008),(73 1559806),(74 1580828.3),(75 1593524),(76 1586029.1),(77 1561260.3),(78 1519656),(79 1473789.3),
(1 107380.64),(2 384506.7),(3 730802),(4 1038874.56),(5 1240282.5),(6 1326990.1),(7 1341343.6),(8 1342463),(9 1371920.5),(10 1425662.5),(11 1485861.3),(12 1527392.5),(13 1535028),(14 1509859.9),(15 1473759.8),(16 1442535.3),(17 1430335.9),(18 1431281.4),(19 1451235.4),(20 1471324.4),(21 1486587.3),(22 1479102.5),(23 1450727.8),(24 1405560.1),(25 1366201.4),(26 1353791.5),(27 1384575),(28 1459837.8),(29 1564338.8),(30 1670945),(31 1737864),(32 1753858.9),(33 1715257.5),(34 1639722),(35 1564668),(36 1509327.5),(37 1482999.9),(38 1480082.8),(39 1480536.3),(40 1477276.8),(41 1471663.3),(42 1474681.8),(43 1480760),(44 1488425.8),(45 1483954.4),(46 1465755.5),(47 1442676.9),(48 1429892.9),(49 1456892.8),(50 1524575),(51 1626614.9),(52 1728927.9),(53 1803548.5),(54 1825594.3),(55 1807496),(56 1752251.6),(57 1687134.3),(58 1630159),(59 1595335.3),(60 1593913.5),(61 1620220.3),(62 1665434),(63 1708242.3),(64 1719188.8),(65 1687604.6),(66 1608824.8),(67 1503490),(68 1406242.1),(69 1359408.1),(70 1375276.4),(71 1454537.8),(72 1577030.8),(73 1711522.8),(74 1828793.4),(75 1902144.1),(76 1920923.9),(77 1895118.8),(78 1839917.8),(79 1782110),
(1 78753.7),(2 277221.44),(3 522427.4),(4 745029.3),(5 908274.94),(6 1009224.56),(7 1074325),(8 1123960.6),(9 1168515.9),(10 1203065.3),(11 1225332.6),(12 1233648.3),(13 1233232.4),(14 1230122),(15 1238183.6),(16 1258004.5),(17 1292540.1),(18 1331653.6),(19 1376474.8),(20 1406218),(21 1414830.3),(22 1387237.9),(23 1335781.9),(24 1278726.5),(25 1241992.4),(26 1244487.6),(27 1289321.1),(28 1358404.4),(29 1428217.3),(30 1477764.5),(31 1486973.6),(32 1466705.8),(33 1432724.4),(34 1406197.4),(35 1408607),(36 1441534),(37 1495431.4),(38 1559251.9),(39 1609537.1),(40 1637917.8),(41 1640571.4),(42 1625229.9),(43 1605290),(44 1599475.6),(45 1613563.6),(46 1647981),(47 1688972.9),(48 1724810),(49 1756641.4),(50 1775255.6),(51 1778300.8),(52 1757513.5),(53 1720157.9),(54 1668409.3),(55 1626235.5),(56 1604217),(57 1610587.5),(58 1633778.6),(59 1659814.8),(60 1675238.8),(61 1667775.8),(62 1640780),(63 1607689.5),(64 1577920.8),(65 1560423.4),(66 1557966.3),(67 1571399.1),(68 1597617.3),(69 1634834.1),(70 1673149.9),(71 1706402.6),(72 1726677),(73 1732887.1),(74 1727430.8),(75 1711748),(76 1692767.9),(77 1679654),(78 1674728.4),(79 1680653.1),
(1 86521.29),(2 299495.2),(3 545035.06),(4 741248.25),(5 855791.2),(6 909101.8),(7 944420.75),(8 991625.4),(9 1049259.3),(10 1093542.1),(11 1111324),(12 1106584.5),(13 1104376.6),(14 1127299.4),(15 1183237.3),(16 1257753.9),(17 1329614),(18 1372441.1),(19 1382043.6),(20 1350574.5),(21 1291972.8),(22 1221943.4),(23 1162891.9),(24 1131449.9),(25 1131890.6),(26 1156762.5),(27 1183330),(28 1187880.9),(29 1161126.3),(30 1108200.3),(31 1043231.44),(32 997134.9),(33 980850.06),(34 996761.8),(35 1034479),(36 1081144),(37 1129401.1),(38 1176551),(39 1212724.3),(40 1229570.1),(41 1217982.3),(42 1193280.6),(43 1178041.9),(44 1198815.8),(45 1257497.9),(46 1338407.4),(47 1406867.5),(48 1433203.8),(49 1416860),(50 1368797.8),(51 1318027.3),(52 1278185.9),(53 1266456.5),(54 1278892.5),(55 1321423.5),(56 1382131.6),(57 1447937),(58 1497827.9),(59 1512094.8),(60 1490230.6),(61 1442734.1),(62 1401542.6),(63 1394862.8),(64 1433259.9),(65 1505335.8),(66 1586703.8),(67 1643052.8),(68 1656243.9),(69 1630362.5),(70 1578264.4),(71 1526366.8),(72 1496254.1),(73 1503716.6),(74 1550093.8),(75 1621088.6),(76 1696420.3),(77 1763916.1),(78 1812263.5),(79 1839702),
(1 76450.58),(2 266143.44),(3 486350.78),(4 666062.7),(5 777208.94),(6 837948.25),(7 883286.4),(8 935962.3),(9 990274.44),(10 1033058.75),(11 1054819.9),(12 1056352.4),(13 1058987.4),(14 1081374.1),(15 1135366.8),(16 1197878),(17 1248769.5),(18 1264784.8),(19 1244455.1),(20 1187685.5),(21 1120706),(22 1062786.3),(23 1035782.25),(24 1044281.75),(25 1078344.4),(26 1117650.9),(27 1141049),(28 1140834.1),(29 1122576.4),(30 1105057),(31 1101169.4),(32 1114102.3),(33 1138771.4),(34 1161529.1),(35 1172632.1),(36 1166578.5),(37 1148946.5),(38 1134367.5),(39 1128189.5),(40 1134929.8),(41 1149929.8),(42 1164376.5),(43 1181103.5),(44 1207831.1),(45 1245842.3),(46 1280245.3),(47 1287837.8),(48 1264609.6),(49 1223516),(50 1183758.5),(51 1162998),(52 1165798.8),(53 1183726.9),(54 1200169.3),(55 1210502.8),(56 1204204.5),(57 1184368.9),(58 1155190.4),(59 1117741.5),(60 1095333.5),(61 1095478.8),(62 1120630.5),(63 1161279.3),(64 1204218.9),(65 1240278.8),(66 1257036.6),(67 1253329.5),(68 1237469),(69 1222983),(70 1218737.3),(71 1234727),(72 1267438.8),(73 1309476.9),(74 1344396.8),(75 1360776.5),(76 1352417.9),(77 1328882.5),(78 1302857.9),(79 1290720.9),
(1 76744.97),(2 268752.4),(3 496922.78),(4 689609.7),(5 821225.1),(6 911735.94),(7 990373.4),(8 1065082.8),(9 1131801.3),(10 1172281.8),(11 1182158),(12 1173141.3),(13 1169043.8),(14 1177565.6),(15 1203035.4),(16 1228870.4),(17 1243391.6),(18 1229220.5),(19 1194719.8),(20 1145294.5),(21 1105735.9),(22 1088503.5),(23 1099676.1),(24 1129911.5),(25 1157427.1),(26 1170397.4),(27 1159423.9),(28 1133043.1),(29 1102918.8),(30 1084086),(31 1071331.3),(32 1061988.5),(33 1041861.3),(34 1006446.44),(35 967414.7),(36 939766.5),(37 935386.06),(38 963517.7),(39 1007883.2),(40 1054486.4),(41 1089324.5),(42 1117331.8),(43 1150472.9),(44 1196087.5),(45 1244668.1),(46 1276794.8),(47 1282951.1),(48 1261093.9),(49 1226169.6),(50 1201387.5),(51 1196808.4),(52 1201714.3),(53 1200695.4),(54 1174329.5),(55 1132369.6),(56 1084521.1),(57 1053958.5),(58 1053104.9),(59 1083318.4),(60 1132996.5),(61 1183372.9),(62 1219844),(63 1242354.4),(64 1251116.5),(65 1258242.9),(66 1273548.5),(67 1295128.9),(68 1317229.6),(69 1323638),(70 1297438),(71 1238472.3),(72 1161347),(73 1091570.1),(74 1054359.4),(75 1057633.6),(76 1100733.8),(77 1173634),(78 1256348),(79 1335111.8),
(1 71660.45),(2 244906.53),(3 435701.7),(4 579111.44),(5 666342.44),(6 728373.5),(7 796107.75),(8 864839.1),(9 917218.5),(10 942540.06),(11 952228.8),(12 966614.75),(13 1005877.25),(14 1059865.6),(15 1117906.1),(16 1162893.8),(17 1189983.5),(18 1192771.1),(19 1173940.8),(20 1136426.5),(21 1104504.4),(22 1096257),(23 1121756.5),(24 1168195),(25 1211837.4),(26 1234094.9),(27 1225677.4),(28 1194792.8),(29 1150238),(30 1105749.4),(31 1064180.6),(32 1034348.44),(33 1014278.25),(34 998570.5),(35 987447.44),(36 970267),(37 949186.3),(38 930186.06),(39 918106.1),(40 919002.7),(41 934160.56),(42 965272.4),(43 1008147.75),(44 1056004.3),(45 1104581.5),(46 1146460.8),(47 1176306.3),(48 1182582.9),(49 1172743.1),(50 1164175.4),(51 1168442.6),(52 1173802.6),(53 1168123.4),(54 1141865),(55 1111107.5),(56 1091006.3),(57 1092788.8),(58 1112666),(59 1134209.8),(60 1150480.5),(61 1160750.3),(62 1168095.3),(63 1176078.3),(64 1184601.1),(65 1191955.9),(66 1204880.9),(67 1221600.8),(68 1232326.4),(69 1227686.3),(70 1203635.4),(71 1171087.6),(72 1147218.1),(73 1147457),(74 1174981.9),(75 1219535.6),(76 1263802.5),(77 1295736.8),(78 1308407.6),(79 1305368),
(1 62212.35),(2 210123.1),(3 369762.88),(4 485894.94),(5 557792.4),(6 617793.6),(7 691243.44),(8 769350.25),(9 827150.25),(10 855411.44),(11 866819.8),(12 888486.3),(13 938009.06),(14 998842.56),(15 1055841.8),(16 1083257.4),(17 1080581.3),(18 1051552.1),(19 1011482.1),(20 970397.1),(21 947139.8),(22 945853),(23 967642.75),(24 1004182.25),(25 1039111.44),(26 1066086.3),(27 1075349.5),(28 1068981.8),(29 1049223.3),(30 1026672.44),(31 1007347.3),(32 997238.5),(33 993502.75),(34 992246.25),(35 983545.06),(36 951932.2),(37 893596.56),(38 826281.94),(39 778276.44),(40 771649.1),(41 802841.7),(42 847290.3),(43 881127),(44 907145.25),(45 939270.56),(46 983389.75),(47 1024780.25),(48 1042485.25),(49 1050414.4),(50 1061252.8),(51 1076674.8),(52 1088790.4),(53 1087443.9),(54 1071422.8),(55 1055916),(56 1045764.25),(57 1043776),(58 1042100.56),(59 1032319.75),(60 1016954.25),(61 999480.7),(62 987910.7),(63 981067.2),(64 975997.1),(65 968062.3),(66 958219.2),(67 952238.94),(68 956747.94),(69 972206.06),(70 992276.06),(71 1012554.1),(72 1029098.75),(73 1042129.7),(74 1051671.5),(75 1058782.9),(76 1068627.1),(77 1085687.3),(78 1103208),(79 1120038.3),
(1 65954.75),(2 221976.86),(3 386512.7),(4 499943.47),(5 559331.8),(6 600561.9),(7 654499.75),(8 713317.7),(9 755857.9),(10 775621.1),(11 789619.5),(12 820099.3),(13 882507.25),(14 959728.94),(15 1024200.7),(16 1051194.9),(17 1032918.7),(18 978721.9),(19 919053.9),(20 879448.94),(21 872425.44),(22 885509.06),(23 897962.94),(24 889828),(25 858213.1),(26 815824.2),(27 779990.44),(28 761522.7),(29 761987.1),(30 774078.7),(31 782533.9),(32 784310.5),(33 787957.44),(34 793605.5),(35 795648),(36 781454.5),(37 750188.2),(38 723511.5),(39 723677.3),(40 754574.5),(41 794417.56),(42 818306.7),(43 817511.44),(44 805438.94),(45 795135.25),(46 797328.2),(47 806545.06),(48 817848.94),(49 832965.1),(50 842445.7),(51 846947.8),(52 844190.7),(53 840856.5),(54 841221.1),(55 857294.7),(56 886248.75),(57 919283.1),(58 939637.1),(59 934671.6),(60 910606.9),(61 885324),(62 874179.6),(63 876941.06),(64 885280.5),(65 888219.25),(66 892032.94),(67 896807.9),(68 917071.44),(69 954910.7),(70 999707.3),(71 1036785.9),(72 1053446.9),(73 1052654.4),(74 1042056.94),(75 1033122),(76 1032393.8),(77 1033242.75),(78 1027634.3),(79 1008513.1),
(1 57402.215),(2 192495.38),(3 338322.94),(4 451576),(5 532702.25),(6 600080.25),(7 663281.3),(8 712041.1),(9 740628.44),(10 755434.4),(11 772564.8),(12 798798.25),(13 832740.2),(14 859670.06),(15 875088.25),(16 872485.3),(17 853694.56),(18 819933.9),(19 788570.1),(20 776767.3),(21 793569.94),(22 822463.56),(23 841237.3),(24 834998.56),(25 805826.56),(26 768035.75),(27 732249.6),(28 703077.5),(29 679790.1),(30 662647.6),(31 646116.56),(32 629407.8),(33 613168.4),(34 601546.3),(35 605297.94),(36 633135.75),(37 682963.3),(38 742886.06),(39 795545.75),(40 833130.5),(41 855830.94),(42 864026.5),(43 851396.06),(44 820675.44),(45 790486.25),(46 778840),(47 781516.06),(48 785179.6),(49 775211),(50 750600.7),(51 732687.1),(52 736961.4),(53 768311.6),(54 811939.56),(55 856288),(56 883811),(57 891983.3),(58 881848),(59 859868.4),(60 837026.7),(61 819130.7),(62 813278.7),(63 814651.2),(64 813890.7),(65 808949.5),(66 804157.1),(67 814163.4),(68 846109.3),(69 897638.25),(70 957456.2),(71 1009824.56),(72 1043638.25),(73 1058187.8),(74 1056733.8),(75 1043953.44),(76 1024337.9),(77 1001697.44),(78 976715.4),(79 945181.6),
