1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 100687.85),(2 131465.45),(3 95789.445),(4 228915.83),(5 313052.84),(6 324600.38),(7 497386.1),(8 631722.06),(9 715243.5),(10 950114.8),(11 1184754.1),(12 1334037.6),(13 1640226.4),(14 1920303.5),(15 2169283.8),(16 2536861.8),(17 2933882),(18 3283977),(19 3726480.8),(20 4206470.5),(21 4616132.5),(22 5092887),(23 5588816.5),(24 6002262),(25 6532320.5),(26 7094035.5),(27 7532278),(28 8076054.5),(29 8670920),(30 9174019),(31 9767766),(32 10414768),(33 10918873),(34 11520785),(35 12195677),(36 12754812),(37 13454769),(38 14245815),(39 14829723),(40 15563764),(41 16397627),(42 17050094),(43 17872462),(44 18851964),(45 19654786),(46 20613582),(47 21692378),(48 22568416),(49 23506102),(50 24553798),(51 25385378),(52 26270818),(53 27273978),(54 28052606),(55 28900106),(56 29893216),(57 30630312),(58 31322026),(59 32196774),(60 32839194),(61 33395312),(62 34225964),(63 34762612),(64 35331820),(65 35955344),(66 36367660),(67 36811236),(68 37361156),(69 37709984),(70 38093190),(71 38643340),(72 39003000),(73 39272268),(74 39856596),(75 40365750),(76 40940096),(77 41748776),(78 42389332),(79 43185564),
(1 146.49092),(2 188.39139),(3 221.98914),(4 243.49225),(5 258.3718),(6 264.03506),(7 265.65906),(8 263.8104),(9 259.44592),(10 259.21472),(11 262.20712),(12 267.3537),(13 275.48477),(14 281.43924),(15 282.77982),(16 281.4725),(17 282.7358),(18 281.32065),(19 280.59827),(20 280.96884),(21 281.71368),(22 280.52646),(23 280.9205),(24 280.07022),(25 279.88016),(26 282.324),(27 287.3975),(28 291.72665),(29 292.1195),(30 291.58105),(31 291.68994),(32 291.8495),(33 289.468),(34 291.97314),(35 289.80978),(36 287.63766),(37 285.02414),(38 284.51117),(39 284.8714),(40 283.36957),(41 280.11383),(42 276.29654),(43 269.64612),(44 267.12866),(45 263.10144),(46 258.2006),(47 257.40942),(48 256.26974),(49 258.4896),(50 258.6469),(51 261.02057),(52 263.40085),(53 263.54022),(54 262.37915),(55 261.98248),(56 256.28973),(57 257.5156),(58 256.4315),(59 257.87668),(60 258.84482),(61 260.13397),(62 260.87665),(63 264.00772),(64 264.72604),(65 268.16757),(66 269.94168),(67 272.70007),(68 272.47888),(69 273.8355),(70 275.2556),(71 272.88742),(72 272.70358),(73 271.42175),(74 270.00766),(75 271.42264),(76 272.25116),(77 276.34763),(78 279.42053),(79 284.3647),
(1 145.0376),(2 184.88222),(3 219.70265),(4 241.1207),(5 254.09369),(6 262.15234),(7 259.93744),(8 258.59787),(9 256.29877),(10 257.08215),(11 256.58624),(12 260.52344),(13 264.24268),(14 271.1645),(15 273.9071),(16 272.64572),(17 274.01492),(18 273.0525),(19 275.534),(20 276.51917),(21 278.49588),(22 277.98868),(23 276.5879),(24 278.8013),(25 278.51294),(26 277.5039),(27 283.0311),(28 282.09155),(29 282.0423),(30 282.7319),(31 279.97025),(32 278.7769),(33 278.74268),(34 277.90033),(35 273.9469),(36 272.6183),(37 273.5909),(38 273.3459),(39 270.85062),(40 267.71082),(41 264.47696),(42 259.80716),(43 257.93784),(44 253.24269),(45 252.2119),(46 249.9761),(47 250.22528),(48 250.45932),(49 251.8499),(50 253.04964),(51 256.68338),(52 258.9224),(53 258.9345),(54 255.92937),(55 254.84421),(56 254.11612),(57 253.03305),(58 252.8031),(59 253.14325),(60 253.51842),(61 256.44113),(62 258.3383),(63 259.3101),(64 259.80463),(65 262.27286),(66 264.72934),(67 268.75323),(68 271.35248),(69 271.7102),(70 271.981),(71 272.11578),(72 271.6073),(73 269.2439),(74 269.30682),(75 267.95),(76 267.20914),(77 269.73273),(78 273.0974),(79 274.63876),
(1 142.71815),(2 182.6596),(3 216.95659),(4 238.6318),(5 254.41057),(6 257.8121),(7 257.9222),(8 256.7731),(9 248.37633),(10 248.37277),(11 250.42845),(12 255.59872),(13 261.93375),(14 269.14856),(15 272.6645),(16 271.6428),(17 271.0983),(18 272.16827),(19 272.75427),(20 272.66058),(21 273.52878),(22 275.67316),(23 273.21326),(24 275.55112),(25 278.75598),(26 280.4895),(27 280.67456),(28 282.96347),(29 281.55936),(30 278.78876),(31 279.22815),(32 276.01956),(33 275.1779),(34 276.2847),(35 272.69586),(36 270.18335),(37 268.14752),(38 266.8703),(39 268.42578),(40 265.52292),(41 264.16733),(42 259.17688),(43 254.68724),(44 250.84561),(45 248.18849),(46 247.94548),(47 247.77808),(48 247.32501),(49 248.59438),(50 250.67842),(51 253.87723),(52 254.89447),(53 254.44968),(54 253.98964),(55 253.42491),(56 250.32762),(57 250.41042),(58 248.6468),(59 253.14684),(60 254.94083),(61 253.71907),(62 254.56642),(63 257.4163),(64 257.33145),(65 260.06424),(66 261.03052),(67 264.71255),(68 267.01923),(69 269.21167),(70 268.78098),(71 268.15012),(72 267.17447),(73 262.50092),(74 260.44254),(75 263.31897),(76 263.50446),(77 264.49344),(78 265.30487),(79 266.7634),
(1 139.56104),(2 181.52206),(3 212.8987),(4 234.83876),(5 249.39046),(6 252.54582),(7 252.28911),(8 248.34155),(9 242.83138),(10 239.67705),(11 243.05371),(12 247.26314),(13 254.29674),(14 258.41394),(15 265.58548),(16 269.55008),(17 271.81534),(18 272.82935),(19 273.23367),(20 272.8507),(21 273.24243),(22 271.73566),(23 270.0567),(24 273.02267),(25 274.34573),(26 277.28488),(27 279.81683),(28 281.1587),(29 280.11566),(30 278.92276),(31 276.5747),(32 275.23846),(33 272.56244),(34 273.1119),(35 271.16583),(36 270.04236),(37 269.4542),(38 268.33078),(39 268.2221),(40 266.74878),(41 265.3102),(42 260.1416),(43 257.33026),(44 252.87312),(45 249.87088),(46 248.67375),(47 246.20401),(48 246.47386),(49 245.04663),(50 244.79623),(51 247.35144),(52 248.14906),(53 247.6268),(54 245.13173),(55 246.51282),(56 244.26257),(57 243.56984),(58 243.61034),(59 244.79521),(60 243.79326),(61 244.87099),(62 245.49089),(63 245.66698),(64 246.2909),(65 250.24673),(66 251.70734),(67 254.71066),(68 257.04147),(69 260.86127),(70 262.22433),(71 263.11984),(72 260.51123),(73 258.66223),(74 257.99792),(75 258.38806),(76 260.5764),(77 260.04214),(78 260.79672),(79 262.57922),
(1 139.23958),(2 179.66527),(3 210.70879),(4 231.4585),(5 244.71751),(6 247.7921),(7 244.32268),(8 244.84901),(9 241.3328),(10 240.53212),(11 242.53516),(12 246.0024),(13 251.79056),(14 256.79584),(15 258.51483),(16 257.61774),(17 260.11008),(18 260.27756),(19 260.7262),(20 262.2305),(21 264.0565),(22 266.8498),(23 266.47794),(24 264.89557),(25 264.06583),(26 264.4662),(27 266.08392),(28 267.9072),(29 266.32285),(30 266.58563),(31 265.331),(32 261.26233),(33 263.4401),(34 262.85516),(35 260.43094),(36 260.85916),(37 262.05646),(38 264.06543),(39 262.60785),(40 258.22586),(41 257.68085),(42 254.14427),(43 249.22722),(44 245.11008),(45 246.3064),(46 244.2778),(47 241.9039),(48 242.48338),(49 241.2802),(50 244.11615),(51 244.61377),(52 245.08542),(53 247.9033),(54 245.14572),(55 242.00674),(56 240.70062),(57 237.36952),(58 236.68054),(59 238.24344),(60 238.92563),(61 238.84027),(62 239.33163),(63 237.06404),(64 237.85406),(65 242.23444),(66 245.27977),(67 248.81152),(68 250.0137),(69 252.26309),(70 253.32083),(71 252.64354),(72 251.01236),(73 251.51665),(74 250.47787),(75 251.02307),(76 248.72307),(77 249.22314),(78 253.7073),(79 251.80232),
(1 137.11015),(2 174.4776),(3 203.63774),(4 223.26436),(5 237.65875),(6 244.8436),(7 244.18958),(8 243.05946),(9 241.05469),(10 236.85909),(11 238.49944),(12 242.0935),(13 245.13913),(14 250.23827),(15 252.14879),(16 257.79315),(17 259.60104),(18 258.58884),(19 259.8806),(20 260.4722),(21 261.51907),(22 261.0044),(23 258.7848),(24 258.84592),(25 259.15427),(26 259.56653),(27 261.9975),(28 263.8342),(29 263.4916),(30 261.25565),(31 258.8328),(32 258.3359),(33 258.33353),(34 256.41364),(35 254.56514),(36 253.86836),(37 253.1992),(38 254.63846),(39 251.60025),(40 252.48337),(41 248.9375),(42 245.88199),(43 242.439),(44 238.13095),(45 237.12599),(46 234.73213),(47 234.0616),(48 233.7287),(49 233.92801),(50 233.98181),(51 237.00803),(52 240.03871),(53 241.30943),(54 238.84431),(55 237.1504),(56 235.26253),(57 233.01408),(58 231.69064),(59 231.58047),(60 231.46089),(61 235.00638),(62 235.36777),(63 236.80707),(64 239.12663),(65 242.4536),(66 245.54266),(67 249.69438),(68 252.44524),(69 253.27771),(70 256.2087),(71 257.9372),(72 257.80438),(73 256.9495),(74 254.66571),(75 254.0787),(76 254.87404),(77 255.83858),(78 258.77567),(79 261.37555),
(1 135.14662),(2 174.15016),(3 206.39621),(4 229.52005),(5 244.44461),(6 249.1142),(7 247.49828),(8 246.69405),(9 240.68251),(10 237.50414),(11 238.51024),(12 239.32335),(13 244.61246),(14 249.80606),(15 253.53929),(16 257.16495),(17 261.51828),(18 258.73785),(19 262.2997),(20 263.5265),(21 264.62448),(22 263.75323),(23 265.1887),(24 263.62546),(25 263.91486),(26 265.0348),(27 266.88364),(28 268.79703),(29 268.89615),(30 272.2306),(31 271.12753),(32 270.74503),(33 272.2743),(34 269.37723),(35 266.8013),(36 264.10764),(37 263.62146),(38 263.95352),(39 263.34183),(40 260.8687),(41 263.25885),(42 260.10303),(43 256.7963),(44 252.90744),(45 251.04091),(46 247.37073),(47 246.82715),(48 245.51462),(49 245.59088),(50 248.9755),(51 250.63014),(52 250.08606),(53 251.39738),(54 249.0721),(55 246.6709),(56 243.45464),(57 241.32658),(58 239.56265),(59 240.51476),(60 241.89728),(61 240.84084),(62 241.58333),(63 243.09827),(64 243.61967),(65 245.22946),(66 243.9547),(67 246.39584),(68 248.45297),(69 250.02794),(70 250.77518),(71 249.94708),(72 247.49655),(73 246.13667),(74 244.41312),(75 243.8863),(76 244.43036),(77 242.88818),(78 244.04918),(79 244.9708),
(1 133.26341),(2 170.18228),(3 200.70091),(4 221.1589),(5 234.13777),(6 240.66985),(7 238.2845),(8 238.32025),(9 234.0544),(10 232.79546),(11 231.11519),(12 234.03975),(13 238.71983),(14 243.43364),(15 246.17726),(16 249.08672),(17 253.94904),(18 254.85379),(19 256.55557),(20 258.74753),(21 262.77353),(22 259.58167),(23 258.43082),(24 255.95332),(25 256.15915),(26 255.74124),(27 257.0139),(28 258.74902),(29 257.21927),(30 259.06708),(31 258.43222),(32 258.69318),(33 258.6676),(34 257.68182),(35 252.08165),(36 249.71388),(37 249.9983),(38 248.79889),(39 248.92093),(40 246.73872),(41 245.97374),(42 243.24449),(43 239.51091),(44 236.51982),(45 233.20793),(46 228.9741),(47 227.03961),(48 228.02824),(49 229.66469),(50 233.39354),(51 236.67393),(52 237.77121),(53 240.97018),(54 243.70493),(55 241.1341),(56 238.91098),(57 238.32674),(58 235.98685),(59 238.1163),(60 239.17195),(61 241.97823),(62 242.65771),(63 242.7742),(64 242.35255),(65 246.74666),(66 247.14996),(67 250.97159),(68 251.30804),(69 252.00095),(70 251.86707),(71 252.1119),(72 250.30722),(73 249.19904),(74 249.24583),(75 248.20784),(76 248.23592),(77 250.78261),(78 252.70706),(79 257.37164),
(1 134.47151),(2 172.19658),(3 205.54036),(4 228.7507),(5 242.56563),(6 245.24371),(7 243.86157),(8 242.4078),(9 236.51361),(10 233.81612),(11 234.58331),(12 236.70316),(13 243.03967),(14 245.14415),(15 247.19063),(16 251.65839),(17 253.90874),(18 254.54166),(19 256.29935),(20 262.60492),(21 261.7889),(22 264.63013),(23 265.61362),(24 265.06854),(25 263.27853),(26 265.24863),(27 268.01227),(28 269.88263),(29 267.8948),(30 267.20926),(31 267.2239),(32 264.77362),(33 264.17654),(34 262.06735),(35 257.95386),(36 254.54736),(37 254.44197),(38 255.40077),(39 251.28114),(40 249.66476),(41 248.86552),(42 247.02531),(43 242.55493),(44 238.92998),(45 237.0328),(46 234.63058),(47 234.6902),(48 235.40944),(49 234.97835),(50 237.4051),(51 240.9523),(52 242.26556),(53 241.68686),(54 240.1787),(55 239.94173),(56 237.15291),(57 235.93376),(58 234.64656),(59 235.40703),(60 234.67888),(61 235.72397),(62 234.52081),(63 233.95273),(64 235.61406),(65 238.13124),(66 239.39957),(67 240.92532),(68 244.9795),(69 246.0651),(70 245.80614),(71 248.47801),(72 245.95227),(73 246.79634),(74 244.99236),(75 244.55402),(76 244.21346),(77 248.3292),(78 251.29791),(79 254.43822),
(1 129.25499),(2 167.27473),(3 198.2256),(4 220.36589),(5 234.6077),(6 239.17174),(7 237.85709),(8 237.35963),(9 233.84557),(10 228.54524),(11 227.28183),(12 228.13322),(13 234.63876),(14 236.95943),(15 239.17508),(16 244.29167),(17 249.73361),(18 250.90257),(19 252.61273),(20 255.93246),(21 258.20346),(22 256.81534),(23 257.93225),(24 255.95659),(25 254.26999),(26 252.51321),(27 252.12251),(28 254.79189),(29 253.3306),(30 255.84586),(31 256.38733),(32 254.61134),(33 253.52771),(34 248.91513),(35 246.41544),(36 245.57944),(37 243.36378),(38 243.72668),(39 242.62796),(40 241.1392),(41 241.299),(42 239.08514),(43 234.8126),(44 232.7527),(45 229.36324),(46 226.41714),(47 227.20215),(48 227.5761),(49 226.54822),(50 229.61292),(51 231.81728),(52 234.51271),(53 233.30748),(54 230.23703),(55 229.31302),(56 228.25757),(57 226.64218),(58 227.56396),(59 227.40425),(60 228.25168),(61 229.23936),(62 229.31035),(63 230.44107),(64 231.05492),(65 230.80959),(66 235.27734),(67 236.11836),(68 239.47337),(69 240.08926),(70 241.17705),(71 241.70035),(72 238.75983),(73 238.06763),(74 237.92975),(75 238.10867),(76 237.6563),(77 241.86345),(78 246.25136),(79 246.46011),
(1 128.22713),(2 166.56694),(3 196.73697),(4 215.09244),(5 230.5554),(6 234.49449),(7 231.49106),(8 229.29156),(9 224.39307),(10 220.6114),(11 220.61244),(12 221.29987),(13 223.52304),(14 228.25987),(15 232.83005),(16 235.19283),(17 238.94684),(18 237.2475),(19 237.73955),(20 240.10046),(21 241.01599),(22 242.13338),(23 241.43321),(24 239.37537),(25 242.38524),(26 241.58112),(27 242.1771),(28 241.5666),(29 241.40112),(30 241.6421),(31 242.41533),(32 241.62463),(33 238.11688),(34 237.54008),(35 237.31325),(36 236.33163),(37 238.04207),(38 237.63051),(39 235.44806),(40 237.01576),(41 237.23799),(42 233.62994),(43 228.43805),(44 224.6912),(45 220.54271),(46 218.43605),(47 219.22705),(48 219.35912),(49 219.99782),(50 222.88837),(51 224.47975),(52 227.31517),(53 229.18088),(54 227.38971),(55 227.51672),(56 223.93646),(57 223.2999),(58 223.49933),(59 225.99564),(60 225.74803),(61 226.36702),(62 225.19418),(63 225.59464),(64 227.42859),(65 231.40233),(66 234.07565),(67 236.83267),(68 242.24301),(69 244.20047),(70 245.34996),(71 245.56213),(72 242.24269),(73 239.42778),(74 239.06073),(75 240.7609),(76 240.0721),(77 241.34985),(78 245.24538),(79 247.26485),
(1 125.71576),(2 164.54633),(3 195.31671),(4 215.7666),(5 229.91101),(6 236.10121),(7 236.91237),(8 236.14609),(9 229.56696),(10 226.16698),(11 224.31946),(12 224.80574),(13 227.60333),(14 233.05464),(15 237.68951),(16 241.30534),(17 244.36523),(18 247.87431),(19 246.77098),(20 249.64238),(21 251.80019),(22 249.61438),(23 248.72961),(24 246.79335),(25 247.38055),(26 246.21785),(27 247.45212),(28 248.04352),(29 246.5278),(30 250.74568),(31 249.9245),(32 248.94618),(33 249.79605),(34 247.94693),(35 244.87709),(36 244.0973),(37 245.55365),(38 243.96411),(39 244.18549),(40 244.34868),(41 244.59221),(42 241.54674),(43 238.20467),(44 232.90149),(45 229.79637),(46 228.2832),(47 228.80875),(48 230.06065),(49 232.18307),(50 234.01634),(51 236.00911),(52 239.30405),(53 240.86903),(54 239.41255),(55 233.72198),(56 229.42886),(57 228.87755),(58 228.25299),(59 229.46129),(60 231.64383),(61 234.093),(62 233.92767),(63 236.78514),(64 236.38235),(65 239.4093),(66 241.49947),(67 243.97911),(68 244.55692),(69 244.28323),(70 242.97742),(71 243.27592),(72 242.62926),(73 239.85861),(74 238.97055),(75 240.43962),(76 241.30605),(77 241.60689),(78 243.63249),(79 244.21),
(1 125.535706),(2 161.08617),(3 191.23813),(4 212.85825),(5 226.07048),(6 229.25627),(7 227.13718),(8 223.60396),(9 218.33762),(10 213.44415),(11 212.82988),(12 214.45),(13 218.78455),(14 221.01796),(15 225.6611),(16 230.18962),(17 234.14946),(18 234.61176),(19 236.67136),(20 242.15811),(21 242.79651),(22 240.9372),(23 239.7373),(24 240.09242),(25 239.8494),(26 241.22826),(27 241.1165),(28 241.89853),(29 242.51218),(30 246.60262),(31 247.45706),(32 246.96178),(33 246.14622),(34 246.5314),(35 246.31429),(36 245.49565),(37 244.07501),(38 243.51013),(39 242.01021),(40 241.21645),(41 239.10536),(42 236.93727),(43 233.48912),(44 229.27568),(45 226.02306),(46 223.97945),(47 222.9134),(48 224.6093),(49 223.1684),(50 223.97183),(51 226.94571),(52 223.30052),(53 222.35332),(54 221.69206),(55 218.85875),(56 214.65302),(57 214.39496),(58 211.64748),(59 213.7998),(60 214.94733),(61 214.97308),(62 216.07028),(63 215.69406),(64 215.70364),(65 216.38318),(66 219.85522),(67 221.11948),(68 223.40054),(69 222.65628),(70 225.33856),(71 226.0877),(72 223.04323),(73 221.47395),(74 220.43883),(75 219.47787),(76 217.4767),(77 220.22139),(78 223.16623),(79 226.52798),
(1 126.10967),(2 162.30934),(3 192.07155),(4 212.41692),(5 225.52911),(6 229.04663),(7 228.12024),(8 224.61607),(9 220.14981),(10 215.79541),(11 213.59572),(12 215.82956),(13 218.6377),(14 222.22119),(15 227.68205),(16 229.90668),(17 232.17676),(18 236.30219),(19 235.39668),(20 239.94783),(21 239.32976),(22 238.00224),(23 237.69452),(24 238.86781),(25 238.72641),(26 240.00786),(27 242.99384),(28 245.59776),(29 246.1886),(30 247.32176),(31 243.39717),(32 242.52382),(33 241.7453),(34 240.54161),(35 238.17113),(36 236.41315),(37 235.98036),(38 236.57869),(39 236.8703),(40 237.53676),(41 237.12444),(42 235.48943),(43 232.79247),(44 231.25644),(45 230.40234),(46 228.34778),(47 228.20747),(48 227.38902),(49 226.81226),(50 227.40674),(51 228.5368),(52 230.64891),(53 232.30336),(54 229.42284),(55 228.44067),(56 224.28207),(57 226.79105),(58 225.85152),(59 226.75584),(60 228.71613),(61 226.87265),(62 225.41624),(63 224.84207),(64 226.9289),(65 229.42099),(66 232.47833),(67 233.7831),(68 235.90489),(69 236.67746),(70 237.61111),(71 236.5877),(72 236.561),(73 233.87944),(74 233.93637),(75 234.452),(76 234.43796),(77 236.57315),(78 239.955),(79 242.60503),
(1 125.10858),(2 159.52316),(3 189.44032),(4 209.06429),(5 223.35973),(6 228.90504),(7 227.37889),(8 224.53038),(9 220.50967),(10 216.15503),(11 211.74744),(12 216.05933),(13 217.83124),(14 222.0645),(15 226.743),(16 229.59935),(17 235.0488),(18 238.04877),(19 239.71327),(20 241.98672),(21 240.55667),(22 241.65771),(23 238.44711),(24 238.16704),(25 237.61786),(26 237.81175),(27 239.81874),(28 241.87405),(29 243.82764),(30 245.45169),(31 242.92433),(32 242.474),(33 241.68034),(34 240.663),(35 238.5479),(36 237.49483),(37 235.72052),(38 234.08243),(39 231.20972),(40 231.44614),(41 230.30243),(42 225.32335),(43 220.84882),(44 218.05347),(45 215.88556),(46 215.25409),(47 214.44574),(48 215.15991),(49 215.18233),(50 218.57603),(51 220.66855),(52 219.6402),(53 219.92743),(54 218.10332),(55 215.03629),(56 211.37746),(57 209.6528),(58 209.127),(59 212.06155),(60 214.24724),(61 213.95187),(62 212.84268),(63 214.66205),(64 216.97253),(65 218.11505),(66 220.04752),(67 221.8022),(68 222.89983),(69 222.38385),(70 225.55751),(71 225.8991),(72 225.81421),(73 223.87878),(74 222.27444),(75 223.04051),(76 222.60184),(77 224.9362),(78 225.46432),(79 228.21463),
(1 120.57865),(2 156.62549),(3 183.1989),(4 202.82224),(5 215.32083),(6 219.05402),(7 220.28963),(8 217.29012),(9 210.18822),(10 207.915),(11 207.85959),(12 208.06761),(13 210.74869),(14 215.15422),(15 220.90031),(16 223.92897),(17 229.98958),(18 232.57787),(19 234.70088),(20 236.86517),(21 237.59785),(22 236.06572),(23 235.20691),(24 233.67041),(25 232.7202),(26 235.4022),(27 235.32245),(28 238.01343),(29 238.173),(30 238.57947),(31 237.8386),(32 238.11218),(33 237.44247),(34 239.85252),(35 238.76663),(36 238.74562),(37 236.97514),(38 236.42894),(39 234.0336),(40 232.16626),(41 231.17368),(42 226.46259),(43 219.97267),(44 216.49786),(45 214.91246),(46 213.82573),(47 211.90846),(48 212.29445),(49 211.55356),(50 213.90579),(51 216.23451),(52 214.70923),(53 213.9735),(54 215.77841),(55 211.61528),(56 209.35506),(57 210.10997),(58 209.34404),(59 212.04991),(60 213.79019),(61 212.66139),(62 213.05507),(63 213.64874),(64 215.10124),(65 217.87732),(66 219.94371),(67 222.18971),(68 223.42574),(69 225.66261),(70 225.5687),(71 224.60773),(72 222.62936),(73 222.36098),(74 221.04156),(75 220.91118),(76 222.17621),(77 223.2162),(78 226.90303),(79 228.4967),
(1 120.07155),(2 156.16267),(3 184.33987),(4 205.72122),(5 218.03372),(6 223.94264),(7 221.6216),(8 217.37677),(9 211.66565),(10 207.71129),(11 205.27348),(12 205.33344),(13 207.23279),(14 212.5004),(15 214.65173),(16 218.42133),(17 223.79437),(18 228.65123),(19 230.38553),(20 234.55046),(21 235.66168),(22 235.78738),(23 232.50429),(24 230.99413),(25 230.42915),(26 229.18857),(27 230.42088),(28 231.45859),(29 231.79204),(30 233.9304),(31 232.51874),(32 231.75812),(33 232.56065),(34 230.86406),(35 231.23264),(36 227.59265),(37 228.5335),(38 228.0628),(39 225.65482),(40 225.44412),(41 224.89944),(42 222.75978),(43 218.64066),(44 213.62741),(45 210.66959),(46 210.56708),(47 209.46667),(48 209.1677),(49 209.9497),(50 210.33403),(51 211.89935),(52 214.64941),(53 215.64769),(54 214.43929),(55 212.89078),(56 209.76599),(57 209.79788),(58 209.32458),(59 211.92435),(60 213.38217),(61 212.68509),(62 213.97649),(63 213.38095),(64 215.1836),(65 216.84058),(66 219.30743),(67 221.79086),(68 223.07088),(69 225.44582),(70 227.46124),(71 228.11653),(72 229.248),(73 227.23344),(74 226.58784),(75 226.68599),(76 225.28255),(77 226.98357),(78 227.52725),(79 228.24841),
(1 121.01023),(2 157.3309),(3 185.91652),(4 204.02962),(5 218.6413),(6 223.19),(7 220.35168),(8 215.77403),(9 209.06143),(10 204.67401),(11 202.36066),(12 203.55055),(13 206.63545),(14 212.08755),(15 216.98457),(16 222.0544),(17 225.86731),(18 228.01328),(19 230.96599),(20 231.32858),(21 231.26112),(22 229.05992),(23 227.9469),(24 228.91495),(25 228.9984),(26 229.88628),(27 228.57002),(28 228.6145),(29 231.05283),(30 231.5085),(31 229.89742),(32 231.08803),(33 231.87456),(34 231.6008),(35 229.97995),(36 227.99887),(37 226.99048),(38 227.75664),(39 224.88655),(40 223.36345),(41 222.05058),(42 218.62463),(43 213.88112),(44 211.92531),(45 211.43556),(46 210.0485),(47 210.03433),(48 207.97829),(49 209.2341),(50 211.00955),(51 211.6845),(52 213.00497),(53 212.98969),(54 213.16283),(55 210.45406),(56 208.18039),(57 207.16776),(58 209.08928),(59 209.2946),(60 210.24435),(61 209.85728),(62 212.17693),(63 211.31107),(64 210.8909),(65 213.37741),(66 214.07661),(67 215.71368),(68 217.58072),(69 220.61975),(70 220.07408),(71 222.14354),(72 220.45178),(73 218.96252),(74 219.1779),(75 219.57813),(76 219.83536),(77 220.61777),(78 220.66379),(79 223.59967),
