1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 45635.285),(2 113727.32),(3 207159.63),(4 323876.6),(5 480619.9),(6 636355.7),(7 813324.3),(8 1014061.3),(9 1236606.4),(10 1490604.4),(11 1771330),(12 2083447.1),(13 2436845.3),(14 2802542.3),(15 3188242.3),(16 3671094),(17 4160760.8),(18 4628206.5),(19 5115086.5),(20 5625548),(21 6194334.5),(22 6834994.5),(23 7693808),(24 8549741),(25 9574401),(26 10611498),(27 11747685),(28 13004507),(29 14316044),(30 15749399),(31 17150090),(32 18790168),(33 20373200),(34 21959330),(35 23652568),(36 25310872),(37 26956042),(38 28534502),(39 30412058),(40 32011338),(41 33593024),(42 35016348),(43 36491600),(44 37816496),(45 39125916),(46 40411868),(47 41787676),(48 43065956),(49 44337996),(50 45534252),(51 46835820),(52 48002404),(53 49229204),(54 50289716),(55 51347200),(56 52390668),(57 53376510),(58 54248268),(59 55119664),(60 56285516),(61 57322260),(62 58328256),(63 59424576),(64 60516000),(65 61589532),(66 62618476),(67 63814076),(68 64807364),(69 65703732),(70 66608940),(71 67517990),(72 68227144),(73 69065860),(74 69803490),(75 70595610),(76 71549240),(77 72601640),(78 73652590),(79 75068200),
(1 53.863266),(2 62.864155),(3 68.0091),(4 71.27317),(5 75.67899),(6 76.80421),(7 79.56406),(8 82.06358),(9 81.397804),(10 81.75619),(11 83.26796),(12 83.273384),(13 84.24764),(14 84.41312),(15 85.41456),(16 85.4318),(17 86.10788),(18 84.7338),(19 86.12853),(20 86.114204),(21 86.03067),(22 85.83506),(23 87.32014),(24 87.04351),(25 87.30208),(26 86.78626),(27 86.846756),(28 88.51213),(29 87.679016),(30 88.14984),(31 88.467766),(32 87.9526),(33 87.71134),(34 88.303734),(35 87.43776),(36 86.54666),(37 87.443184),(38 86.376816),(39 86.053825),(40 85.43722),(41 85.85889),(42 86.303764),(43 86.861916),(44 86.04755),(45 85.170456),(46 84.78406),(47 84.789314),(48 85.56926),(49 85.18012),(50 85.21721),(51 85.252815),(52 85.11894),(53 86.00828),(54 87.33145),(55 86.64696),(56 87.00361),(57 87.529495),(58 87.91855),(59 87.81231),(60 88.74088),(61 89.21717),(62 89.44618),(63 89.79532),(64 89.24842),(65 88.50011),(66 89.65482),(67 88.4114),(68 88.97802),(69 89.596565),(70 88.56209),(71 88.01245),(72 88.11034),(73 87.35399),(74 87.56618),(75 88.73268),(76 87.99831),(77 87.15576),(78 88.112236),(79 88.37508),
(1 54.703472),(2 63.899055),(3 69.30956),(4 72.058334),(5 76.24988),(6 77.46338),(7 79.29601),(8 82.26049),(9 83.46678),(10 83.09625),(11 84.339584),(12 85.12277),(13 85.45799),(14 85.6229),(15 86.45949),(16 87.41741),(17 87.788345),(18 86.76949),(19 87.82401),(20 88.2267),(21 88.368484),(22 87.509384),(23 90.438965),(24 88.66393),(25 89.20679),(26 89.138176),(27 89.506226),(28 90.81051),(29 90.01384),(30 90.24401),(31 90.52617),(32 88.65256),(33 89.30185),(34 88.965996),(35 88.65448),(36 88.44778),(37 89.16542),(38 88.08448),(39 87.22),(40 87.170265),(41 86.38717),(42 87.501),(43 87.44919),(44 86.608795),(45 86.95685),(46 86.35525),(47 86.549),(48 86.60526),(49 86.93246),(50 86.32146),(51 86.0483),(52 86.25169),(53 86.19047),(54 86.84136),(55 87.00879),(56 87.40942),(57 87.98161),(58 88.26687),(59 88.38278),(60 89.635086),(61 88.90696),(62 90.254944),(63 91.06947),(64 90.605034),(65 90.81424),(66 91.80029),(67 90.90254),(68 90.61553),(69 91.92111),(70 90.376114),(71 89.213104),(72 89.18109),(73 88.496994),(74 88.36836),(75 89.16078),(76 88.01299),(77 88.71772),(78 89.79897),(79 88.04228),
(1 53.60548),(2 62.234875),(3 67.06603),(4 70.29016),(5 74.28975),(6 75.40168),(7 77.2673),(8 78.954254),(9 78.85699),(10 79.29725),(11 81.3166),(12 82.184906),(13 83.31614),(14 84.19338),(15 85.287674),(16 86.5268),(17 85.30184),(18 84.44721),(19 85.05534),(20 85.683365),(21 85.50313),(22 85.15159),(23 87.41578),(24 87.15835),(25 86.84401),(26 87.1769),(27 85.959145),(28 87.712036),(29 87.264046),(30 87.7055),(31 88.35054),(32 87.01925),(33 86.61329),(34 86.93101),(35 85.83849),(36 85.158005),(37 85.988144),(38 85.61784),(39 84.99809),(40 85.41939),(41 84.60593),(42 85.73405),(43 85.5229),(44 84.925575),(45 84.36417),(46 84.0013),(47 83.2406),(48 83.9333),(49 84.16546),(50 83.57522),(51 83.43069),(52 83.40839),(53 83.635345),(54 83.679955),(55 83.9021),(56 83.82086),(57 84.86692),(58 85.22659),(59 84.979706),(60 85.97651),(61 85.96992),(62 85.870605),(63 86.00484),(64 85.24842),(65 85.812775),(66 85.84372),(67 85.868805),(68 85.58793),(69 87.939514),(70 87.1495),(71 87.31765),(72 87.208336),(73 87.08081),(74 86.386986),(75 87.68691),(76 86.21192),(77 86.23155),(78 87.10509),(79 86.01986),
(1 51.941032),(2 61.345036),(3 66.1922),(4 69.6877),(5 73.4759),(6 75.05753),(7 76.78278),(8 78.64683),(9 78.993065),(10 80.06167),(11 81.32834),(12 82.34352),(13 83.43549),(14 84.06441),(15 84.4278),(16 85.83437),(17 87.34082),(18 86.155235),(19 86.23669),(20 86.66023),(21 86.55406),(22 86.364174),(23 88.083336),(24 87.31276),(25 86.888435),(26 86.74501),(27 86.371216),(28 88.719986),(29 87.44777),(30 88.05968),(31 88.48252),(32 86.40315),(33 86.30614),(34 86.39449),(35 85.97671),(36 85.26292),(37 86.0246),(38 85.65204),(39 85.497025),(40 85.42203),(41 84.59579),(42 85.85396),(43 85.62901),(44 84.80015),(45 84.74071),(46 84.616516),(47 84.60118),(48 84.42797),(49 85.0897),(50 84.051285),(51 84.36691),(52 84.55387),(53 84.60925),(54 85.39844),(55 85.37372),(56 85.348114),(57 85.97407),(58 85.84166),(59 85.20373),(60 87.01112),(61 87.11946),(62 87.12927),(63 87.551956),(64 87.11862),(65 87.5081),(66 87.7835),(67 87.111786),(68 86.51276),(69 88.073),(70 86.24158),(71 86.30616),(72 86.17494),(73 86.154625),(74 86.29225),(75 86.38802),(76 85.85076),(77 86.10018),(78 86.4452),(79 86.16139),
(1 52.903175),(2 62.366024),(3 66.57688),(4 70.78372),(5 74.1956),(6 75.970955),(7 77.28736),(8 79.723274),(9 80.38369),(10 80.643005),(11 82.243126),(12 83.01889),(13 84.34442),(14 85.545006),(15 85.829346),(16 86.2384),(17 86.92018),(18 86.24511),(19 86.05098),(20 86.71),(21 87.17968),(22 87.02855),(23 88.36358),(24 88.06831),(25 88.04217),(26 87.07737),(27 86.76977),(28 88.6931),(29 87.71391),(30 88.40353),(31 88.97612),(32 88.22368),(33 87.34015),(34 87.4805),(35 86.56212),(36 86.145966),(37 86.57889),(38 86.64978),(39 86.28313),(40 87.063774),(41 86.8024),(42 86.902336),(43 86.57337),(44 85.55832),(45 85.16521),(46 84.87004),(47 83.789856),(48 84.41222),(49 84.26098),(50 84.21735),(51 84.24155),(52 84.34769),(53 84.51258),(54 84.23551),(55 84.51153),(56 85.134224),(57 85.93713),(58 85.5232),(59 85.07699),(60 86.90042),(61 86.293076),(62 85.66617),(63 86.67769),(64 86.16932),(65 86.69443),(66 87.26194),(67 86.912636),(68 86.219734),(69 88.04273),(70 86.49308),(71 86.040726),(72 86.58895),(73 85.549385),(74 85.90046),(75 86.8791),(76 86.50457),(77 86.674484),(78 87.82387),(79 86.163055),
(1 51.230064),(2 59.61292),(3 64.54769),(4 68.229515),(5 72.557175),(6 73.420494),(7 75.020935),(8 77.600975),(9 78.44725),(10 78.923035),(11 79.84755),(12 80.28568),(13 81.345856),(14 82.04671),(15 82.82872),(16 83.70052),(17 84.60393),(18 83.671135),(19 83.10733),(20 83.68303),(21 84.16266),(22 83.73974),(23 84.3727),(24 83.868706),(25 84.11082),(26 83.470276),(27 83.92017),(28 85.68012),(29 85.071045),(30 85.40679),(31 86.22268),(32 84.81142),(33 84.38643),(34 84.72538),(35 84.427986),(36 83.99544),(37 84.81367),(38 83.13512),(39 84.40036),(40 84.56392),(41 84.297264),(42 84.690254),(43 84.50043),(44 84.76098),(45 83.94033),(46 84.31328),(47 83.53208),(48 83.92425),(49 83.08624),(50 82.21177),(51 82.41659),(52 81.8751),(53 82.07892),(54 82.017456),(55 82.33855),(56 82.072174),(57 82.52102),(58 83.12036),(59 82.44017),(60 83.049545),(61 83.04346),(62 83.6635),(63 84.1656),(64 83.72637),(65 83.01039),(66 83.89299),(67 82.873436),(68 82.49004),(69 84.48301),(70 83.19852),(71 83.15263),(72 82.86078),(73 81.91808),(74 82.42696),(75 82.85289),(76 82.42307),(77 82.331894),(78 82.99264),(79 82.504776),
(1 51.825897),(2 60.8999),(3 65.20185),(4 68.98458),(5 72.777985),(6 74.56774),(7 76.13334),(8 77.73381),(9 78.664795),(10 79.97405),(11 81.32147),(12 81.95384),(13 82.96278),(14 84.524536),(15 84.19864),(16 84.72856),(17 85.08932),(18 83.37279),(19 84.27583),(20 84.38859),(21 84.81503),(22 84.645676),(23 84.96231),(24 84.27742),(25 85.73991),(26 85.49677),(27 85.4804),(28 87.17151),(29 86.24452),(30 86.19511),(31 86.58147),(32 85.06531),(33 84.71659),(34 84.95554),(35 83.92032),(36 83.46619),(37 83.606636),(38 84.243454),(39 84.27582),(40 84.41238),(41 83.83969),(42 84.12013),(43 83.76355),(44 83.83097),(45 83.90736),(46 83.82472),(47 84.6952),(48 84.01376),(49 84.396835),(50 84.038124),(51 84.66626),(52 84.45416),(53 84.78853),(54 85.06394),(55 85.61767),(56 84.78913),(57 85.53681),(58 86.09837),(59 86.217834),(60 86.97592),(61 86.52189),(62 86.82595),(63 87.243484),(64 86.49794),(65 85.86691),(66 87.127556),(67 86.717766),(68 86.57034),(69 87.41159),(70 85.342896),(71 85.10953),(72 85.23123),(73 84.160614),(74 84.28366),(75 85.75076),(76 84.8489),(77 84.47392),(78 85.87914),(79 85.622604),
(1 50.99359),(2 59.893913),(3 64.26745),(4 67.86467),(5 71.15512),(6 72.85925),(7 74.44274),(8 76.30559),(9 77.38919),(10 78.21599),(11 78.81445),(12 79.7817),(13 80.26323),(14 82.07421),(15 82.59817),(16 83.62323),(17 84.10249),(18 82.823555),(19 83.2271),(20 84.35016),(21 83.618256),(22 82.89742),(23 84.105644),(24 83.97513),(25 85.17864),(26 84.386406),(27 84.60594),(28 87.01268),(29 85.69992),(30 86.2056),(31 86.355576),(32 85.71791),(33 85.96448),(34 85.998955),(35 85.104706),(36 84.666756),(37 84.868965),(38 84.69952),(39 84.346436),(40 84.83576),(41 83.88113),(42 84.67808),(43 84.61091),(44 83.986),(45 83.36413),(46 83.4649),(47 83.216095),(48 82.88483),(49 82.46286),(50 81.72211),(51 82.22032),(52 81.98667),(53 81.84993),(54 82.05258),(55 82.57134),(56 82.4539),(57 83.35806),(58 83.4339),(59 83.21935),(60 84.59459),(61 83.952194),(62 84.11033),(63 85.14125),(64 84.20316),(65 84.654144),(66 84.97228),(67 84.10472),(68 84.09387),(69 86.00999),(70 84.24035),(71 83.32747),(72 84.23146),(73 83.233795),(74 83.71758),(75 84.38569),(76 83.34661),(77 83.943184),(78 83.9503),(79 84.361176),
(1 50.725807),(2 59.75149),(3 64.82811),(4 68.40309),(5 71.91616),(6 73.236694),(7 75.16876),(8 77.10481),(9 77.817245),(10 79.39045),(11 80.4348),(12 80.71806),(13 81.01781),(14 82.153984),(15 82.48995),(16 81.79827),(17 83.97158),(18 83.39237),(19 83.07),(20 83.870865),(21 83.685104),(22 82.754845),(23 84.48065),(24 83.97138),(25 83.82756),(26 83.19341),(27 83.52434),(28 85.516754),(29 85.77443),(30 85.670204),(31 86.0083),(32 84.50819),(33 83.77687),(34 84.063484),(35 83.25695),(36 82.23282),(37 82.57843),(38 82.40646),(39 82.26293),(40 81.96943),(41 81.54667),(42 81.63406),(43 82.074326),(44 81.70716),(45 81.10925),(46 81.119705),(47 81.52135),(48 81.20722),(49 81.9309),(50 81.07131),(51 81.28962),(52 80.64626),(53 80.76691),(54 81.67728),(55 81.69492),(56 81.6938),(57 82.80577),(58 83.496155),(59 83.76075),(60 84.22917),(61 84.71205),(62 84.278435),(63 84.55115),(64 84.11658),(65 84.39404),(66 85.952255),(67 85.372986),(68 85.546776),(69 86.691605),(70 85.21248),(71 84.763435),(72 85.80495),(73 85.32786),(74 85.68172),(75 86.228294),(76 86.01605),(77 85.79855),(78 85.983505),(79 85.963135),
(1 50.391567),(2 59.56053),(3 64.35528),(4 68.59594),(5 72.22757),(6 73.79776),(7 75.996864),(8 77.44739),(9 77.64456),(10 78.7929),(11 80.17498),(12 80.58422),(13 81.917465),(14 83.183105),(15 84.72488),(16 83.66546),(17 85.02828),(18 84.00245),(19 83.51394),(20 84.59625),(21 84.6721),(22 83.06331),(23 84.06878),(24 83.88772),(25 83.25643),(26 83.3882),(27 83.980156),(28 87.275406),(29 86.42021),(30 86.40965),(31 87.09543),(32 86.2892),(33 85.87917),(34 86.889114),(35 85.26835),(36 84.40003),(37 85.3577),(38 84.7731),(39 84.898),(40 84.963486),(41 84.76373),(42 85.44597),(43 84.96789),(44 85.19935),(45 84.63645),(46 83.44538),(47 84.074104),(48 83.81789),(49 83.386955),(50 82.701805),(51 82.867584),(52 82.87791),(53 83.38562),(54 83.69443),(55 83.85278),(56 84.62156),(57 85.09824),(58 84.64593),(59 84.49481),(60 85.60245),(61 85.514915),(62 85.47746),(63 85.88341),(64 85.00465),(65 85.81341),(66 86.819275),(67 86.15608),(68 86.10477),(69 86.732506),(70 84.89042),(71 84.63503),(72 84.74092),(73 84.20363),(74 84.56197),(75 85.37039),(76 83.53514),(77 83.60257),(78 83.83254),(79 83.58236),
(1 49.763287),(2 57.824314),(3 63.770622),(4 67.35831),(5 70.268684),(6 72.0783),(7 74.09036),(8 76.07772),(9 76.21223),(10 76.80591),(11 78.34848),(12 78.56516),(13 79.10607),(14 80.34833),(15 80.54555),(16 79.72666),(17 80.61541),(18 80.7402),(19 80.15657),(20 81.25958),(21 81.14653),(22 80.66574),(23 81.820854),(24 80.82301),(25 81.09261),(26 80.83489),(27 80.41187),(28 82.72731),(29 81.67762),(30 82.480446),(31 83.45679),(32 81.51953),(33 81.51879),(34 82.462364),(35 81.256996),(36 80.94242),(37 81.81516),(38 80.84427),(39 82.18993),(40 82.71068),(41 81.526344),(42 82.657616),(43 81.67559),(44 80.87032),(45 81.214874),(46 81.03421),(47 81.03174),(48 80.868645),(49 81.09244),(50 80.45062),(51 80.80743),(52 80.29522),(53 80.233574),(54 80.6897),(55 80.37977),(56 81.11483),(57 82.19495),(58 82.08786),(59 82.77087),(60 82.90758),(61 82.686066),(62 82.4563),(63 82.55486),(64 82.986984),(65 83.23129),(66 83.895195),(67 83.1273),(68 82.48325),(69 84.296844),(70 83.43381),(71 83.7735),(72 83.60063),(73 82.66312),(74 82.985886),(75 83.4542),(76 82.72554),(77 83.128944),(78 83.50259),(79 82.71199),
(1 49.660484),(2 58.673332),(3 63.75372),(4 66.7692),(5 70.89037),(6 72.041016),(7 73.59829),(8 76.08081),(9 76.69534),(10 77.23716),(11 77.73416),(12 78.128975),(13 78.78456),(14 79.58101),(15 80.93771),(16 81.40756),(17 81.720924),(18 80.94862),(19 81.21624),(20 82.16852),(21 81.969574),(22 81.18639),(23 82.52586),(24 81.37069),(25 81.31265),(26 80.888756),(27 81.33013),(28 83.34498),(29 82.81131),(30 83.88007),(31 84.57855),(32 83.69811),(33 83.675026),(34 83.5647),(35 82.16678),(36 81.46708),(37 82.89195),(38 82.16614),(39 81.899506),(40 82.26879),(41 81.33246),(42 82.90695),(43 83.17103),(44 82.14793),(45 82.20969),(46 81.80791),(47 82.28775),(48 82.063515),(49 82.61007),(50 82.70926),(51 83.00709),(52 82.25784),(53 82.58446),(54 83.0684),(55 83.515335),(56 83.83267),(57 84.805244),(58 84.59317),(59 84.54067),(60 85.353676),(61 85.34547),(62 85.31504),(63 85.97539),(64 84.90809),(65 85.71767),(66 86.330055),(67 85.73171),(68 86.09235),(69 86.04672),(70 85.18219),(71 84.78605),(72 84.97303),(73 84.4056),(74 84.749886),(75 85.46292),(76 85.25145),(77 84.88079),(78 85.1601),(79 84.31889),
(1 48.95626),(2 57.15594),(3 63.363853),(4 65.88385),(5 69.976654),(6 70.80555),(7 72.901054),(8 74.62825),(9 75.71164),(10 75.61311),(11 77.57889),(12 77.140656),(13 77.95817),(14 78.162605),(15 79.94263),(16 79.52019),(17 80.12274),(18 80.194725),(19 80.2576),(20 80.455124),(21 80.019684),(22 79.16879),(23 79.97424),(24 79.989716),(25 80.09474),(26 79.79326),(27 80.207184),(28 82.44162),(29 81.573746),(30 82.11567),(31 82.70585),(32 81.794716),(33 81.99097),(34 81.74286),(35 81.52279),(36 81.43469),(37 82.01294),(38 81.387985),(39 81.43976),(40 81.86702),(41 81.317535),(42 82.03302),(43 81.95264),(44 81.39011),(45 80.67072),(46 80.815186),(47 80.78421),(48 79.9816),(49 80.542206),(50 79.943565),(51 80.383),(52 80.438255),(53 80.85389),(54 80.815346),(55 81.432884),(56 82.45745),(57 82.338196),(58 82.1226),(59 81.89395),(60 83.04921),(61 83.116516),(62 82.922226),(63 83.16206),(64 82.36485),(65 82.844986),(66 83.957924),(67 83.02548),(68 82.70458),(69 83.83536),(70 82.606636),(71 82.299194),(72 82.220985),(73 82.31559),(74 82.37995),(75 83.763245),(76 82.618835),(77 82.46912),(78 82.78573),(79 81.84924),
(1 48.37479),(2 56.195797),(3 61.25574),(4 64.47518),(5 68.70453),(6 69.35541),(7 71.05524),(8 72.83938),(9 73.382164),(10 73.98594),(11 75.147156),(12 74.60836),(13 75.71419),(14 76.95673),(15 77.9137),(16 78.92126),(17 78.74638),(18 78.30967),(19 78.05537),(20 78.35724),(21 78.52233),(22 78.9276),(23 80.045555),(24 79.65964),(25 79.87597),(26 79.19851),(27 80.05413),(28 82.3601),(29 80.96498),(30 82.13622),(31 81.89885),(32 80.61037),(33 80.47413),(34 80.65732),(35 80.1902),(36 80.020775),(37 80.15604),(38 80.451935),(39 79.91779),(40 80.67174),(41 80.48079),(42 80.961235),(43 80.593994),(44 80.05911),(45 79.70926),(46 79.801414),(47 79.780594),(48 80.05287),(49 80.12562),(50 80.06256),(51 80.387474),(52 80.02841),(53 81.13638),(54 81.31881),(55 81.49992),(56 81.93216),(57 81.87832),(58 81.62882),(59 82.02085),(60 82.49447),(61 82.57425),(62 82.331314),(63 82.09304),(64 81.620804),(65 81.342354),(66 81.84451),(67 81.17773),(68 80.905396),(69 81.8975),(70 80.88502),(71 81.07593),(72 80.37939),(73 80.43349),(74 80.11413),(75 81.85851),(76 80.9781),(77 80.966125),(78 81.58502),(79 80.74108),
(1 48.138893),(2 56.244938),(3 61.484646),(4 64.414406),(5 68.98887),(6 70.72134),(7 72.28263),(8 73.64702),(9 75.572655),(10 75.435196),(11 76.7041),(12 77.59259),(13 78.4813),(14 79.67957),(15 79.5572),(16 79.878136),(17 79.752594),(18 79.32685),(19 79.05785),(20 79.31084),(21 79.42999),(22 79.12682),(23 80.42796),(24 80.35752),(25 80.559204),(26 80.69098),(27 80.227516),(28 81.649574),(29 80.55613),(30 80.533844),(31 81.175606),(32 79.75959),(33 80.05049),(34 80.471146),(35 79.46435),(36 79.85847),(37 79.992195),(38 79.586006),(39 79.42766),(40 79.749016),(41 78.84283),(42 79.46947),(43 80.0213),(44 79.65078),(45 79.20405),(46 79.03943),(47 78.877686),(48 78.55577),(49 78.28001),(50 78.525406),(51 78.73062),(52 78.9225),(53 79.20554),(54 79.11047),(55 78.841545),(56 79.5766),(57 79.83522),(58 80.12132),(59 80.39249),(60 81.34731),(61 81.38451),(62 82.3444),(63 82.52596),(64 81.31649),(65 81.094734),(66 82.01472),(67 81.28718),(68 81.017334),(69 82.2221),(70 81.68137),(71 81.39816),(72 81.39138),(73 80.74775),(74 80.97397),(75 81.740326),(76 80.85093),(77 80.850746),(78 80.967766),(79 80.45575),
(1 47.335926),(2 55.675938),(3 61.29744),(4 63.927322),(5 67.46197),(6 68.88143),(7 70.22566),(8 72.574295),(9 73.0909),(10 74.40702),(11 75.98763),(12 76.54256),(13 77.50334),(14 78.62006),(15 78.24401),(16 78.99308),(17 79.53827),(18 78.947556),(19 79.4298),(20 79.65678),(21 79.16165),(22 79.61774),(23 80.056465),(24 80.45204),(25 80.52212),(26 80.5897),(27 81.18619),(28 83.03449),(29 82.50307),(30 82.288155),(31 82.85075),(32 81.57748),(33 81.554535),(34 81.215675),(35 80.31159),(36 79.924225),(37 80.253654),(38 79.58061),(39 79.02039),(40 79.63608),(41 79.62263),(42 80.26903),(43 80.48416),(44 79.202255),(45 78.94523),(46 78.96084),(47 78.404366),(48 78.81415),(49 78.90919),(50 78.981224),(51 79.43306),(52 79.43079),(53 78.87013),(54 79.81147),(55 79.69393),(56 80.13104),(57 80.28379),(58 80.49203),(59 80.13229),(60 81.25604),(61 80.55484),(62 81.05747),(63 80.95466),(64 80.60032),(65 80.72183),(66 81.765205),(67 80.65896),(68 81.40957),(69 82.40714),(70 81.165794),(71 81.116135),(72 81.19948),(73 80.38167),(74 80.179375),(75 81.77135),(76 80.39489),(77 80.39379),(78 80.89083),(79 80.09746),
(1 46.787174),(2 54.996117),(3 60.340874),(4 62.83079),(5 67.502235),(6 68.80872),(7 70.745026),(8 72.54505),(9 73.622215),(10 73.69321),(11 74.868004),(12 75.42153),(13 76.19199),(14 77.222435),(15 77.50862),(16 77.682495),(17 78.82704),(18 78.19644),(19 78.531555),(20 78.854034),(21 78.993935),(22 79.110085),(23 79.929245),(24 79.59582),(25 80.38799),(26 80.55743),(27 80.74675),(28 81.25764),(29 80.847275),(30 81.4251),(31 82.3892),(32 81.11405),(33 80.4331),(34 80.26579),(35 79.659676),(36 80.010056),(37 80.35542),(38 79.86921),(39 80.25346),(40 80.347336),(41 79.98769),(42 80.31479),(43 79.76344),(44 78.91919),(45 79.07918),(46 78.16709),(47 77.812515),(48 77.94923),(49 78.09954),(50 77.33589),(51 77.24788),(52 77.24626),(53 77.61462),(54 78.040886),(55 78.37467),(56 78.58782),(57 78.77348),(58 79.28385),(59 79.62921),(60 80.21824),(61 79.51175),(62 79.98464),(63 79.38207),(64 78.84274),(65 79.31278),(66 79.86714),(67 80.10822),(68 79.742645),(69 80.51141),(70 80.036476),(71 79.91989),(72 80.12352),(73 79.30141),(74 79.60176),(75 81.26736),(76 79.61008),(77 80.31921),(78 81.11999),(79 80.40743),
(1 46.42055),(2 54.74162),(3 59.33421),(4 62.500076),(5 66.540504),(6 68.00117),(7 69.9112),(8 71.494705),(9 72.15565),(10 72.541245),(11 73.4058),(12 74.12366),(13 74.319046),(14 75.48454),(15 75.92075),(16 75.97695),(17 77.027016),(18 77.00675),(19 77.31159),(20 78.01818),(21 77.75998),(22 78.051704),(23 79.12293),(24 78.30644),(25 79.18456),(26 79.23499),(27 79.60066),(28 81.15851),(29 80.64605),(30 80.59956),(31 80.93523),(32 79.65065),(33 79.4803),(34 80.04813),(35 78.45831),(36 78.428314),(37 79.642395),(38 79.389496),(39 78.577896),(40 78.9304),(41 78.010635),(42 78.61227),(43 78.09612),(44 77.06295),(45 76.85854),(46 76.438385),(47 75.98017),(48 75.90703),(49 75.13445),(50 75.01479),(51 74.82834),(52 75.1103),(53 74.87325),(54 75.25508),(55 75.07997),(56 76.12392),(57 77.31524),(58 77.54561),(59 77.79266),(60 78.71816),(61 79.22312),(62 79.960976),(63 79.97382),(64 78.826454),(65 79.31867),(66 80.21569),(67 79.85702),(68 79.46054),(69 80.28733),(70 79.611725),(71 78.38609),(72 78.992584),(73 78.73064),(74 78.65355),(75 78.86634),(76 78.58101),(77 78.773476),(78 79.30923),(79 79.153305),
