1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 19.186253),(2 28.447542),(3 35.28188),(4 36.350082),(5 36.5866),(6 36.763435),(7 37.05632),(8 37.37093),(9 37.9355),(10 38.17828),(11 38.46194),(12 38.725468),(13 38.868416),(14 39.13653),(15 39.066086),(16 39.209324),(17 39.754486),(18 40.385117),(19 40.58438),(20 40.782608),(21 41.02765),(22 41.11962),(23 41.013256),(24 41.337887),(25 41.59012),(26 41.525795),(27 41.58103),(28 41.678932),(29 42.216602),(30 42.372917),(31 42.361244),(32 42.62906),(33 43.047287),(34 43.27867),(35 43.242035),(36 43.180325),(37 43.141987),(38 43.4954),(39 43.217354),(40 42.98376),(41 42.876926),(42 42.730556),(43 43.07577),(44 43.02275),(45 42.83639),(46 43.200546),(47 43.269814),(48 43.155376),(49 43.268524),(50 43.371082),(51 43.5532),(52 43.700977),(53 43.397465),(54 43.143795),(55 43.291702),(56 43.42196),(57 43.77254),(58 43.72004),(59 43.261753),(60 43.50301),(61 43.389473),(62 43.392567),(63 43.924454),(64 44.129433),(65 44.21109),(66 43.95433),(67 43.958847),(68 43.984245),(69 44.196),(70 44.234734),(71 44.36753),(72 45.00527),(73 45.273018),(74 45.645008),(75 46.191162),(76 46.155),(77 46.310444),(78 46.746223),(79 47.304577),
(1 19.110483),(2 28.397429),(3 34.90866),(4 36.063393),(5 36.733597),(6 37.326527),(7 37.552303),(8 37.670975),(9 37.96135),(10 38.051178),(11 38.209972),(12 38.285934),(13 39.15285),(14 39.533714),(15 39.3137),(16 39.70478),(17 39.99177),(18 40.550163),(19 40.490105),(20 40.4342),(21 40.768856),(22 40.941044),(23 41.162495),(24 41.388245),(25 41.51889),(26 42.00148),(27 41.49896),(28 41.53881),(29 42.02516),(30 42.528294),(31 42.41213),(32 42.73074),(33 43.133453),(34 43.263134),(35 43.52381),(36 43.63696),(37 43.869183),(38 44.131435),(39 43.48592),(40 43.44369),(41 43.28922),(42 43.071106),(43 43.277527),(44 43.351814),(45 43.134518),(46 43.105457),(47 43.519917),(48 43.68055),(49 43.731777),(50 43.3604),(51 43.448856),(52 43.34454),(53 42.707245),(54 43.076378),(55 43.34014),(56 43.570866),(57 43.608112),(58 43.39034),(59 42.975895),(60 42.90078),(61 42.77804),(62 42.782013),(63 43.05013),(64 43.076656),(65 43.09533),(66 43.34194),(67 43.504562),(68 43.335735),(69 43.384686),(70 43.432735),(71 43.60382),(72 43.836506),(73 43.987495),(74 44.33222),(75 44.610245),(76 44.65798),(77 44.959984),(78 45.149746),(79 45.806213),
(1 18.544598),(2 27.662298),(3 34.81501),(4 36.457336),(5 37.145996),(6 37.734303),(7 38.301132),(8 38.71408),(9 39.038292),(10 38.909943),(11 38.810127),(12 38.676697),(13 39.508453),(14 39.718754),(15 39.5945),(16 39.523224),(17 39.925045),(18 40.277203),(19 40.5255),(20 40.522224),(21 40.594406),(22 40.63838),(23 40.740093),(24 40.64968),(25 40.67987),(26 40.82661),(27 40.95355),(28 41.03636),(29 41.097427),(30 41.582825),(31 41.79146),(32 42.12295),(33 42.298866),(34 42.037167),(35 42.059616),(36 42.17961),(37 42.30393),(38 43.37945),(39 43.171593),(40 43.05332),(41 42.45112),(42 42.557064),(43 42.487377),(44 42.597527),(45 42.170223),(46 42.144474),(47 42.14944),(48 42.427067),(49 42.883724),(50 42.891357),(51 42.919224),(52 42.87171),(53 42.555),(54 42.697186),(55 42.965252),(56 43.136852),(57 43.670116),(58 43.4569),(59 43.169655),(60 42.616714),(61 42.538197),(62 42.656696),(63 43.39886),(64 43.688023),(65 43.77877),(66 43.394024),(67 43.681618),(68 44.027336),(69 44.196087),(70 44.612892),(71 44.757683),(72 45.16624),(73 45.351536),(74 45.77967),(75 46.05439),(76 46.66508),(77 46.66372),(78 46.489468),(79 47.209236),
(1 18.641138),(2 27.471073),(3 34.087227),(4 35.529686),(5 36.29056),(6 37.388206),(7 37.67305),(8 38.000214),(9 38.031616),(10 38.318573),(11 38.22254),(12 38.30389),(13 38.281906),(14 38.72579),(15 38.656265),(16 38.991253),(17 39.300316),(18 39.504074),(19 40.234478),(20 40.4208),(21 40.5191),(22 40.1484),(23 40.299805),(24 40.580326),(25 40.84573),(26 41.087685),(27 40.74238),(28 40.752747),(29 40.974133),(30 41.544395),(31 41.653603),(32 41.513844),(33 41.88754),(34 41.877594),(35 42.112717),(36 41.723457),(37 41.831806),(38 42.50571),(39 42.3404),(40 42.066578),(41 42.155),(42 42.261467),(43 42.67762),(44 42.46332),(45 42.56582),(46 42.743324),(47 42.981377),(48 43.154156),(49 43.324978),(50 43.09371),(51 43.16122),(52 43.30005),(53 43.375294),(54 43.119606),(55 43.31379),(56 43.45359),(57 44.026306),(58 43.79101),(59 43.012104),(60 43.19722),(61 43.054424),(62 43.140347),(63 43.7467),(64 43.86337),(65 44.454636),(66 44.112926),(67 43.967033),(68 43.870228),(69 44.085976),(70 44.470467),(71 44.656605),(72 44.98271),(73 45.27648),(74 45.56817),(75 46.073555),(76 46.114304),(77 45.961086),(78 46.66378),(79 47.219193),
(1 18.777735),(2 27.968447),(3 34.587574),(4 35.711136),(5 36.23109),(6 36.62669),(7 37.393936),(8 37.748817),(9 37.97305),(10 38.16726),(11 38.403885),(12 38.3822),(13 38.900265),(14 39.141544),(15 39.141758),(16 39.554485),(17 39.85375),(18 39.869152),(19 39.79652),(20 39.91971),(21 40.2535),(22 40.413055),(23 40.28009),(24 40.53516),(25 40.667923),(26 40.68916),(27 40.54548),(28 40.8749),(29 40.662327),(30 41.23748),(31 41.371387),(32 41.6102),(33 41.85167),(34 41.37802),(35 41.571934),(36 41.447186),(37 41.57739),(38 42.11708),(39 41.812256),(40 41.65297),(41 41.5907),(42 41.6194),(43 42.10896),(44 42.339157),(45 42.06916),(46 41.98529),(47 41.69485),(48 41.964706),(49 42.22171),(50 42.542156),(51 42.44257),(52 42.436016),(53 42.63662),(54 42.943104),(55 43.111122),(56 43.32415),(57 43.95681),(58 43.680923),(59 43.067764),(60 42.5016),(61 42.42461),(62 42.495995),(63 42.964363),(64 43.17024),(65 43.58412),(66 43.749874),(67 43.42464),(68 43.297596),(69 43.398994),(70 43.741932),(71 43.888103),(72 44.508327),(73 44.870987),(74 45.131695),(75 45.274563),(76 45.192196),(77 45.20524),(78 46.02423),(79 46.609917),
(1 17.935492),(2 26.721323),(3 33.968533),(4 35.229717),(5 35.726704),(6 35.97535),(7 36.212593),(8 36.591507),(9 37.089397),(10 37.75222),(11 37.874207),(12 38.19717),(13 38.529827),(14 38.5728),(15 38.86601),(16 39.00377),(17 39.579155),(18 40.02689),(19 40.037083),(20 39.909817),(21 39.894463),(22 39.92143),(23 39.789963),(24 40.181927),(25 40.45726),(26 40.88275),(27 40.886528),(28 41.08536),(29 41.062714),(30 41.302345),(31 41.64609),(32 41.807114),(33 41.977055),(34 41.18734),(35 41.515472),(36 41.26244),(37 41.26605),(38 41.588005),(39 41.585052),(40 41.508896),(41 41.431053),(42 41.894367),(43 42.178432),(44 42.259964),(45 42.522903),(46 42.55231),(47 42.800236),(48 42.88855),(49 43.308464),(50 43.234634),(51 42.950466),(52 42.758957),(53 42.50062),(54 42.470245),(55 42.64028),(56 42.84668),(57 43.18241),(58 42.94557),(59 42.20193),(60 42.07743),(61 42.147415),(62 42.23447),(63 42.204193),(64 42.179947),(65 42.46077),(66 43.000378),(67 42.74525),(68 42.423897),(69 42.15699),(70 42.348415),(71 42.680016),(72 42.967594),(73 43.21583),(74 43.350315),(75 43.426414),(76 43.751225),(77 43.949512),(78 43.993958),(79 44.611576),
(1 18.26008),(2 26.982788),(3 33.967415),(4 35.389885),(5 36.26931),(6 36.74257),(7 37.457767),(8 37.851013),(9 38.163788),(10 38.144474),(11 38.12565),(12 38.29879),(13 39.125404),(14 39.45925),(15 39.46602),(16 39.787834),(17 40.263542),(18 40.54956),(19 40.69031),(20 40.778706),(21 40.770214),(22 40.650864),(23 40.889095),(24 41.397488),(25 41.476917),(26 41.817513),(27 42.178223),(28 42.20895),(29 42.45863),(30 42.67316),(31 42.84061),(32 43.429256),(33 43.756462),(34 43.354565),(35 43.265064),(36 43.298084),(37 43.413147),(38 43.813908),(39 43.784817),(40 43.79538),(41 43.40987),(42 43.507572),(43 43.71052),(44 43.568092),(45 43.452087),(46 43.138344),(47 43.57292),(48 44.051525),(49 44.564335),(50 44.611607),(51 44.46946),(52 44.663807),(53 44.530273),(54 44.683598),(55 44.977554),(56 44.626656),(57 44.466442),(58 44.297527),(59 43.416676),(60 43.078495),(61 43.228374),(62 43.415375),(63 43.721786),(64 44.00223),(65 44.398613),(66 44.016685),(67 43.908363),(68 44.13215),(69 44.571087),(70 44.48729),(71 44.837738),(72 44.720726),(73 44.40548),(74 44.447357),(75 44.500595),(76 44.686966),(77 45.041744),(78 45.43308),(79 45.718506),
(1 17.90191),(2 26.327372),(3 33.206654),(4 34.482544),(5 35.21382),(6 36.080727),(7 36.932564),(8 37.141693),(9 37.58334),(10 37.45966),(11 37.53186),(12 37.44608),(13 37.90554),(14 38.068417),(15 37.83978),(16 38.05825),(17 38.504017),(18 38.91336),(19 39.498436),(20 39.50548),(21 39.606216),(22 39.465427),(23 39.541172),(24 39.815605),(25 39.648266),(26 39.79236),(27 40.16565),(28 40.0594),(29 40.114338),(30 39.98737),(31 40.36962),(32 41.1275),(33 41.615692),(34 41.25425),(35 41.027058),(36 40.926334),(37 40.973267),(38 41.21173),(39 41.16974),(40 40.915173),(41 41.041275),(42 41.04971),(43 41.136993),(44 41.042652),(45 40.9016),(46 40.719032),(47 40.702084),(48 41.117146),(49 41.2822),(50 41.38102),(51 41.292934),(52 41.219635),(53 40.904255),(54 41.312626),(55 41.614307),(56 41.176033),(57 41.51118),(58 41.089886),(59 40.220047),(60 40.06257),(61 40.22291),(62 40.266697),(63 40.64305),(64 40.967796),(65 41.268974),(66 41.53308),(67 41.56883),(68 41.843636),(69 42.228207),(70 41.87972),(71 41.876465),(72 42.346573),(73 42.278942),(74 42.520668),(75 42.761944),(76 43.13464),(77 43.5286),(78 43.928707),(79 44.55086),
(1 18.728819),(2 27.422987),(3 34.147354),(4 35.36674),(5 35.909294),(6 36.489277),(7 37.003574),(8 37.360035),(9 37.51434),(10 37.837467),(11 37.429115),(12 37.44615),(13 38.135296),(14 38.785835),(15 39.38416),(16 39.60367),(17 40.027252),(18 40.49386),(19 40.61186),(20 40.739246),(21 40.73234),(22 40.747967),(23 41.017624),(24 41.31919),(25 41.13869),(26 41.895844),(27 41.84371),(28 41.708233),(29 42.350967),(30 42.403008),(31 42.313236),(32 42.62351),(33 42.671467),(34 42.34443),(35 42.205086),(36 42.04428),(37 42.07426),(38 42.21049),(39 42.12193),(40 41.90228),(41 41.697765),(42 41.67576),(43 41.89264),(44 42.158237),(45 42.2234),(46 42.23915),(47 42.56184),(48 43.135815),(49 43.497345),(50 43.52286),(51 43.32673),(52 43.184887),(53 42.781574),(54 42.65672),(55 42.691677),(56 42.514626),(57 43.1748),(58 43.36054),(59 42.729633),(60 43.247765),(61 43.37506),(62 43.510452),(63 43.6999),(64 43.712677),(65 43.71387),(66 43.331276),(67 43.34892),(68 43.42748),(69 43.83631),(70 43.83188),(71 44.112236),(72 44.19368),(73 44.463814),(74 44.734653),(75 45.50515),(76 45.29039),(77 45.430786),(78 45.33146),(79 46.025333),
(1 18.167433),(2 27.146143),(3 33.73392),(4 34.97755),(5 35.901646),(6 36.664604),(7 36.897076),(8 37.15099),(9 37.321667),(10 37.685673),(11 37.521763),(12 37.595295),(13 38.172653),(14 38.423428),(15 38.638943),(16 39.178616),(17 39.457443),(18 39.908028),(19 40.255962),(20 40.338768),(21 40.382343),(22 40.28757),(23 40.275684),(24 40.452965),(25 40.305595),(26 40.813385),(27 41.306873),(28 41.12406),(29 41.288406),(30 41.035572),(31 41.02607),(32 41.41037),(33 41.83505),(34 41.67754),(35 41.85852),(36 41.50185),(37 41.59216),(38 41.664227),(39 42.31161),(40 42.528927),(41 42.199318),(42 42.143852),(43 42.11024),(44 42.146286),(45 42.021206),(46 41.662987),(47 41.97011),(48 41.929188),(49 42.283535),(50 42.600075),(51 43.1651),(52 43.4634),(53 43.027977),(54 42.65831),(55 42.88725),(56 43.507385),(57 43.977955),(58 43.708527),(59 42.511887),(60 42.69246),(61 42.928947),(62 42.968506),(63 43.7403),(64 44.278023),(65 44.831364),(66 44.486946),(67 44.64857),(68 44.767),(69 44.50986),(70 44.33443),(71 44.136227),(72 44.335342),(73 44.33812),(74 44.535915),(75 44.81792),(76 45.310482),(77 45.86162),(78 46.099205),(79 46.38682),
(1 18.056942),(2 26.619839),(3 33.122177),(4 34.622707),(5 35.352646),(6 35.867588),(7 36.54438),(8 36.898064),(9 36.942314),(10 37.29191),(11 37.16233),(12 37.181374),(13 37.553085),(14 37.876865),(15 38.300114),(16 38.36879),(17 39.065712),(18 39.35847),(19 39.456024),(20 39.534336),(21 39.53442),(22 39.706276),(23 39.758312),(24 39.9787),(25 39.783104),(26 40.337433),(27 40.65011),(28 40.259605),(29 40.70939),(30 40.946186),(31 41.247997),(32 41.648823),(33 41.883835),(34 41.65798),(35 41.301567),(36 40.951153),(37 41.024094),(38 41.602833),(39 41.58955),(40 41.442253),(41 41.455444),(42 41.34647),(43 41.361694),(44 41.37376),(45 40.933937),(46 40.561794),(47 40.695553),(48 40.726208),(49 41.075928),(50 41.384193),(51 41.508373),(52 41.85468),(53 41.410397),(54 41.096294),(55 41.19659),(56 40.875202),(57 41.054676),(58 41.05404),(59 40.428093),(60 40.573483),(61 41.14493),(62 41.310757),(63 41.9837),(64 42.191605),(65 42.164528),(66 41.812386),(67 42.120777),(68 42.430817),(69 43.238472),(70 43.251038),(71 43.29783),(72 43.3121),(73 43.83829),(74 44.19393),(75 44.411465),(76 44.586815),(77 44.992973),(78 45.551464),(79 45.81829),
(1 18.408262),(2 27.347795),(3 34.292374),(4 35.50067),(5 35.937485),(6 36.382797),(7 37.287975),(8 37.54523),(9 37.641743),(10 37.55316),(11 37.486942),(12 37.552834),(13 38.514317),(14 38.956573),(15 39.099854),(16 39.220768),(17 39.38831),(18 39.62266),(19 39.49052),(20 39.75048),(21 39.726852),(22 40.290627),(23 40.204956),(24 40.254112),(25 40.01781),(26 40.104374),(27 40.814415),(28 40.904526),(29 41.287426),(30 41.863426),(31 42.603733),(32 43.10963),(33 43.183823),(34 42.65081),(35 42.304245),(36 42.300606),(37 42.44819),(38 43.025486),(39 42.90279),(40 43.081852),(41 42.71578),(42 42.992115),(43 43.032875),(44 42.632008),(45 42.374245),(46 42.08445),(47 42.521107),(48 42.72072),(49 43.008087),(50 43.456017),(51 43.190105),(52 43.17389),(53 42.747086),(54 42.664497),(55 42.73056),(56 43.015903),(57 42.78541),(58 42.720867),(59 42.629982),(60 42.464363),(61 42.715412),(62 42.694565),(63 43.326256),(64 43.369587),(65 43.663754),(66 43.504177),(67 43.764805),(68 43.974514),(69 43.962772),(70 44.17827),(71 44.33398),(72 44.341846),(73 44.47578),(74 44.70607),(75 44.63938),(76 44.824856),(77 45.138023),(78 45.787796),(79 46.09767),
(1 17.359604),(2 25.829256),(3 32.424503),(4 33.74454),(5 34.649025),(6 35.384422),(7 35.78417),(8 35.963932),(9 36.082058),(10 35.940372),(11 35.871357),(12 35.90785),(13 36.67658),(14 37.126095),(15 37.481796),(16 37.64022),(17 38.125042),(18 38.372063),(19 38.584766),(20 38.415787),(21 38.18753),(22 38.46956),(23 38.59072),(24 39.048157),(25 39.0148),(26 39.3598),(27 39.64648),(28 39.652576),(29 39.953922),(30 40.430405),(31 40.940964),(32 41.417557),(33 41.606762),(34 41.43011),(35 41.558758),(36 41.437115),(37 41.595318),(38 42.418514),(39 42.753803),(40 42.775234),(41 41.80822),(42 41.936676),(43 41.815834),(44 41.788456),(45 41.29084),(46 41.29368),(47 41.247837),(48 41.41644),(49 41.644196),(50 41.624084),(51 41.514038),(52 41.38261),(53 41.16296),(54 40.69608),(55 40.943855),(56 41.332928),(57 41.625072),(58 41.47606),(59 40.891155),(60 40.96782),(61 41.01743),(62 41.125042),(63 41.440063),(64 41.703846),(65 41.74693),(66 41.48988),(67 41.461952),(68 42.007175),(69 42.29828),(70 42.360218),(71 42.64408),(72 42.94629),(73 43.161343),(74 43.29727),(75 43.714504),(76 44.18657),(77 44.49022),(78 44.61985),(79 44.50679),
(1 18.412045),(2 27.42466),(3 34.541286),(4 35.968307),(5 36.84524),(6 37.542557),(7 37.928772),(8 38.29198),(9 38.328297),(10 38.47354),(11 37.95453),(12 37.805595),(13 38.363018),(14 38.80653),(15 39.18694),(16 38.927032),(17 38.867935),(18 39.138187),(19 39.79207),(20 39.902855),(21 40.1833),(22 40.225143),(23 39.59305),(24 39.853455),(25 40.0801),(26 40.116528),(27 40.459595),(28 40.869102),(29 41.17878),(30 41.661922),(31 41.6657),(32 42.313934),(33 42.452675),(34 42.35111),(35 42.259514),(36 42.141624),(37 42.17071),(38 42.923126),(39 42.926777),(40 42.946053),(41 42.667603),(42 42.666973),(43 42.78696),(44 42.696556),(45 42.714798),(46 42.578514),(47 42.739616),(48 42.655277),(49 42.78176),(50 42.76018),(51 42.731945),(52 42.703846),(53 42.482487),(54 42.240337),(55 42.76397),(56 42.751938),(57 43.002724),(58 42.999176),(59 43.16537),(60 42.862835),(61 43.03664),(62 43.056847),(63 43.26506),(64 43.294075),(65 43.28967),(66 42.715576),(67 42.85501),(68 42.950607),(69 43.12522),(70 43.102543),(71 43.24197),(72 43.45324),(73 43.589813),(74 43.410824),(75 43.647896),(76 44.049656),(77 44.803772),(78 45.20389),(79 45.98396),
(1 17.925997),(2 26.532463),(3 33.25732),(4 34.45335),(5 35.38163),(6 36.092167),(7 36.515713),(8 36.69679),(9 37.10504),(10 36.998676),(11 36.719772),(12 36.752846),(13 37.32861),(14 37.844154),(15 37.8456),(16 38.332462),(17 38.286438),(18 38.410748),(19 38.636986),(20 38.9122),(21 39.209507),(22 39.19522),(23 39.110237),(24 39.381725),(25 39.695045),(26 39.58303),(27 39.8334),(28 39.731186),(29 39.95812),(30 40.12235),(31 40.040028),(32 40.72105),(33 40.83517),(34 40.534576),(35 41.001614),(36 40.89463),(37 40.85274),(38 41.301624),(39 40.938892),(40 41.191067),(41 40.8474),(42 40.838898),(43 40.829987),(44 41.108753),(45 41.12036),(46 41.060593),(47 40.840866),(48 40.975018),(49 41.27116),(50 41.181072),(51 41.316265),(52 41.413055),(53 41.49719),(54 41.417038),(55 41.673138),(56 41.381924),(57 41.97821),(58 42.323635),(59 42.012844),(60 41.55321),(61 41.81614),(62 42.18239),(63 42.346306),(64 42.819633),(65 43.142433),(66 43.384106),(67 43.14262),(68 42.96833),(69 42.971622),(70 43.151577),(71 43.179874),(72 43.19072),(73 43.36395),(74 43.268543),(75 43.731094),(76 43.878967),(77 44.11827),(78 43.77134),(79 44.410023),
(1 18.017357),(2 26.971466),(3 33.506542),(4 34.568275),(5 35.501987),(6 36.168903),(7 36.40387),(8 36.86477),(9 37.34854),(10 37.26426),(11 37.186176),(12 37.208736),(13 37.8048),(14 38.039898),(15 38.18686),(16 38.18406),(17 38.120316),(18 38.300426),(19 38.300888),(20 38.44723),(21 39.0004),(22 38.760586),(23 38.758415),(24 38.794567),(25 38.92201),(26 39.196236),(27 39.261425),(28 39.760456),(29 40.13203),(30 40.321327),(31 40.33922),(32 40.69567),(33 40.95783),(34 40.480114),(35 40.617203),(36 40.20408),(37 40.407997),(38 40.824326),(39 40.66983),(40 40.389008),(41 40.77201),(42 40.73072),(43 40.953392),(44 40.963795),(45 40.638912),(46 40.673603),(47 40.582153),(48 40.549847),(49 40.391132),(50 40.1311),(51 39.999126),(52 40.038246),(53 39.92086),(54 40.054844),(55 40.2974),(56 39.92658),(57 40.463722),(58 40.666245),(59 40.766167),(60 40.5654),(61 40.414314),(62 40.288933),(63 40.71545),(64 40.85582),(65 41.25444),(66 41.054413),(67 41.22083),(68 40.99899),(69 41.43711),(70 41.549583),(71 41.545647),(72 41.621265),(73 41.88119),(74 42.24411),(75 42.576244),(76 43.05083),(77 43.12518),(78 42.962143),(79 43.162548),
(1 17.978825),(2 26.754972),(3 33.3943),(4 34.48558),(5 35.053173),(6 35.29565),(7 35.90193),(8 36.176548),(9 36.057934),(10 36.533833),(11 36.692856),(12 36.831013),(13 37.308975),(14 37.852707),(15 37.778732),(16 37.599926),(17 37.346172),(18 37.683163),(19 37.93464),(20 38.283543),(21 38.321922),(22 38.335526),(23 38.71148),(24 38.86952),(25 38.81181),(26 38.95526),(27 39.344),(28 39.428707),(29 39.75022),(30 40.09536),(31 40.389698),(32 40.666092),(33 40.66541),(34 40.323006),(35 39.91699),(36 39.8313),(37 39.972023),(38 40.763275),(39 41.179337),(40 41.30496),(41 40.739304),(42 40.375263),(43 40.703735),(44 40.929565),(45 40.6648),(46 40.36053),(47 40.406574),(48 40.510883),(49 40.761143),(50 40.796787),(51 40.656643),(52 40.68472),(53 40.745743),(54 40.87236),(55 40.942596),(56 40.61505),(57 40.700226),(58 40.61825),(59 40.257133),(60 40.33035),(61 40.56026),(62 40.91602),(63 41.435635),(64 41.379555),(65 41.70406),(66 41.668583),(67 41.52029),(68 41.53),(69 41.708393),(70 41.777058),(71 41.937153),(72 42.07218),(73 42.15963),(74 42.134846),(75 41.719315),(76 42.062504),(77 42.71802),(78 42.790554),(79 43.421757),
(1 17.762825),(2 26.48991),(3 32.855587),(4 33.83627),(5 34.39233),(6 34.61844),(7 35.55793),(8 35.936577),(9 35.71741),(10 35.854633),(11 35.52915),(12 35.536755),(13 36.227814),(14 36.633934),(15 36.575798),(16 36.929237),(17 36.962063),(18 37.130474),(19 37.60542),(20 37.898594),(21 38.06992),(22 38.16666),(23 38.601337),(24 38.682724),(25 38.602524),(26 38.72029),(27 38.90704),(28 38.74302),(29 39.09952),(30 39.32898),(31 39.66521),(32 40.079865),(33 40.35325),(34 40.20684),(35 39.844994),(36 39.47986),(37 39.374783),(38 40.05508),(39 40.24901),(40 40.51761),(41 40.507248),(42 40.384182),(43 40.541405),(44 40.359356),(45 40.324265),(46 40.248463),(47 40.012005),(48 40.015007),(49 40.119415),(50 39.92318),(51 39.849495),(52 39.74087),(53 39.63528),(54 39.918552),(55 39.861107),(56 39.62404),(57 39.754597),(58 39.811356),(59 39.80411),(60 39.549007),(61 39.95465),(62 40.07051),(63 40.408905),(64 40.36421),(65 40.522552),(66 40.091537),(67 40.09346),(68 40.026394),(69 40.379738),(70 40.10472),(71 40.029335),(72 40.22304),(73 40.53016),(74 40.96644),(75 41.542107),(76 41.29902),(77 41.556484),(78 41.65296),(79 42.059273),
