1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 40173.285),(2 59327.168),(3 63209.395),(4 129802),(5 178342.8),(6 200947),(7 278958.1),(8 339069.1),(9 341649.78),(10 404024.34),(11 440746.4),(12 421515.84),(13 472070.4),(14 500362.84),(15 484845.5),(16 548007.44),(17 593204.9),(18 597602.4),(19 680620.7),(20 722281.3),(21 745746.7),(22 842088.56),(23 892628),(24 887842.8),(25 956123.75),(26 980622.5),(27 951084.2),(28 1000072),(29 1005537.2),(30 957209.3),(31 999473.8),(32 1016367.3),(33 982875.8),(34 1035682.56),(35 1061630),(36 1030776.25),(37 1087084.5),(38 1121037.4),(39 1093235.9),(40 1147317.6),(41 1176437.6),(42 1140313.9),(43 1179016.4),(44 1247983.8),(45 1237205.9),(46 1299208.9),(47 1368103.1),(48 1359788.5),(49 1418699.4),(50 1479724),(51 1481471),(52 1562784.5),(53 1661780.6),(54 1696170.6),(55 1810062.9),(56 1942017.5),(57 2020565.1),(58 2162971.3),(59 2310451),(60 2392991),(61 2552730),(62 2731805.8),(63 2824690),(64 2996769.3),(65 3146773.3),(66 3244013.3),(67 3400432),(68 3558014.8),(69 3615504.8),(70 3761264.8),(71 3901540),(72 3991144),(73 4139342.8),(74 4293979),(75 4390830.5),(76 4545927.5),(77 4696364),(78 4771223.5),(79 4893865),
(1 69.21008),(2 87.0425),(3 98.06347),(4 106.17451),(5 110.52213),(6 115.64054),(7 118.314255),(8 123.00042),(9 124.620316),(10 127.55058),(11 129.13274),(12 129.29248),(13 130.8923),(14 131.87119),(15 132.42195),(16 133.3498),(17 136.01056),(18 137.25266),(19 138.79703),(20 139.413),(21 138.69243),(22 139.28545),(23 140.81491),(24 141.50467),(25 143.08191),(26 144.3835),(27 145.48672),(28 146.49266),(29 146.86179),(30 146.54655),(31 146.55705),(32 147.5819),(33 148.21306),(34 148.69875),(35 148.05768),(36 148.28218),(37 148.77077),(38 150.90494),(39 151.7965),(40 152.52837),(41 151.99834),(42 153.04362),(43 152.893),(44 152.33942),(45 151.89967),(46 152.19669),(47 150.11142),(48 151.09883),(49 149.95435),(50 149.78777),(51 150.28732),(52 150.84776),(53 151.81714),(54 152.15388),(55 152.30476),(56 152.66862),(57 153.24905),(58 153.39716),(59 152.08119),(60 153.66972),(61 153.27354),(62 153.98311),(63 152.4662),(64 152.99026),(65 153.2666),(66 153.34554),(67 153.3252),(68 154.3063),(69 155.33194),(70 153.98198),(71 154.3675),(72 155.25148),(73 154.5142),(74 153.5279),(75 154.41447),(76 154.01697),(77 152.79832),(78 153.63158),(79 153.2322),
(1 70.40436),(2 88.57569),(3 100.48462),(4 107.69761),(5 113.577545),(6 118.086365),(7 122.23106),(8 126.62482),(9 127.937195),(10 130.65428),(11 132.80562),(12 133.40419),(13 134.63942),(14 136.17445),(15 136.63106),(16 135.93694),(17 137.57306),(18 137.76501),(19 137.60194),(20 137.24893),(21 137.05568),(22 138.82945),(23 138.69934),(24 138.91586),(25 140.95647),(26 142.25116),(27 142.96188),(28 144.39034),(29 146.3532),(30 146.66202),(31 147.52345),(32 148.00656),(33 149.43524),(34 149.40033),(35 148.62083),(36 148.93747),(37 149.71628),(38 151.8247),(39 152.43275),(40 152.1514),(41 151.3663),(42 151.80785),(43 153.54166),(44 153.77788),(45 154.40564),(46 155.51561),(47 154.94377),(48 156.18869),(49 155.00066),(50 156.09299),(51 155.55704),(52 155.90517),(53 157.6402),(54 156.04684),(55 157.75064),(56 157.43832),(57 156.60619),(58 157.38011),(59 157.4069),(60 158.51968),(61 156.87164),(62 157.16032),(63 155.96298),(64 155.1426),(65 156.15363),(66 158.00623),(67 156.29012),(68 156.41278),(69 155.29361),(70 156.14694),(71 157.07298),(72 156.20296),(73 155.6469),(74 156.0942),(75 156.03043),(76 155.5532),(77 156.87566),(78 157.4728),(79 156.94989),
(1 69.57171),(2 86.55909),(3 98.33793),(4 105.91465),(5 110.55972),(6 115.61431),(7 118.83442),(8 122.27746),(9 124.778725),(10 128.81256),(11 131.5181),(12 132.88826),(13 134.28203),(14 135.99623),(15 137.55698),(16 137.87898),(17 140.56291),(18 139.43478),(19 139.46321),(20 139.77171),(21 139.022),(22 139.80188),(23 142.1391),(24 142.47743),(25 143.46725),(26 145.54955),(27 146.78369),(28 149.10928),(29 149.63008),(30 148.71532),(31 150.74434),(32 151.30804),(33 152.7169),(34 153.12666),(35 152.13164),(36 154.11224),(37 155.2555),(38 156.30292),(39 156.10944),(40 155.63054),(41 154.04887),(42 154.02583),(43 154.54562),(44 154.41562),(45 153.30655),(46 153.73372),(47 153.58919),(48 152.13414),(49 152.00343),(50 151.57817),(51 152.17732),(52 152.93324),(53 152.86382),(54 152.42833),(55 151.92538),(56 152.91672),(57 152.97897),(58 151.88232),(59 152.91614),(60 153.51314),(61 155.06439),(62 155.00185),(63 154.0632),(64 154.21251),(65 154.37183),(66 155.49367),(67 154.5889),(68 155.97127),(69 155.08012),(70 156.3818),(71 157.0151),(72 156.35762),(73 155.25986),(74 155.80496),(75 156.56209),(76 156.14705),(77 155.56725),(78 155.15298),(79 155.31705),
(1 68.44459),(2 86.248985),(3 98.394806),(4 105.699165),(5 110.413025),(6 116.72941),(7 119.61107),(8 123.34115),(9 126.01818),(10 128.24313),(11 130.88484),(12 132.64833),(13 134.05627),(14 134.06685),(15 135.9542),(16 137.04703),(17 137.7414),(18 138.34048),(19 136.5242),(20 136.6494),(21 135.96455),(22 136.97514),(23 139.78166),(24 138.57318),(25 138.93155),(26 140.37029),(27 141.0592),(28 142.942),(29 143.74089),(30 143.85039),(31 144.96567),(32 145.62976),(33 146.46065),(34 147.39493),(35 146.78862),(36 147.87807),(37 147.18314),(38 146.1811),(39 146.95975),(40 146.05446),(41 145.35893),(42 145.31058),(43 145.85175),(44 146.20335),(45 146.30237),(46 146.08813),(47 145.6588),(48 146.28325),(49 146.25731),(50 145.8802),(51 146.75583),(52 146.313),(53 146.11748),(54 147.61028),(55 145.1479),(56 146.56085),(57 145.72206),(58 146.70715),(59 147.75241),(60 148.05592),(61 147.50858),(62 148.1492),(63 147.62581),(64 147.25462),(65 148.01462),(66 146.73692),(67 148.20563),(68 147.87576),(69 147.51213),(70 147.74246),(71 149.4473),(72 149.50641),(73 148.44249),(74 149.42032),(75 150.81528),(76 149.97847),(77 149.3168),(78 149.45491),(79 148.57065),
(1 69.04532),(2 86.713905),(3 99.586105),(4 106.96454),(5 111.21759),(6 116.52175),(7 119.77491),(8 124.920715),(9 126.2869),(10 127.95962),(11 129.34392),(12 131.30104),(13 133.42665),(14 134.03773),(15 134.85556),(16 136.22293),(17 137.62459),(18 139.21631),(19 139.32462),(20 140.83344),(21 140.26976),(22 139.95),(23 143.27164),(24 142.93292),(25 145.05748),(26 146.3013),(27 147.44455),(28 150.87558),(29 150.28531),(30 152.14047),(31 152.51952),(32 151.78618),(33 153.55214),(34 152.26822),(35 153.09755),(36 154.53677),(37 154.62491),(38 155.02617),(39 154.07376),(40 154.33006),(41 154.97966),(42 154.45454),(43 154.34114),(44 154.49205),(45 154.51154),(46 154.14207),(47 156.19493),(48 156.41783),(49 156.57054),(50 157.35155),(51 157.72102),(52 157.43408),(53 158.12462),(54 157.5886),(55 158.11958),(56 157.10428),(57 156.54482),(58 155.62099),(59 154.9471),(60 154.68297),(61 154.08994),(62 154.89732),(63 155.24255),(64 154.8442),(65 154.74863),(66 152.97917),(67 152.93335),(68 153.66362),(69 152.59755),(70 152.23363),(71 153.66327),(72 154.2991),(73 155.46611),(74 154.04019),(75 153.6706),(76 154.59163),(77 153.33337),(78 153.12611),(79 153.73447),
(1 66.96488),(2 84.33046),(3 95.652115),(4 102.05458),(5 106.449066),(6 111.674545),(7 114.83593),(8 120.03765),(9 121.393745),(10 123.200775),(11 124.78549),(12 127.18195),(13 128.29164),(14 130.07932),(15 130.05803),(16 131.1016),(17 132.9307),(18 134.67447),(19 133.96948),(20 134.82027),(21 136.1044),(22 137.56293),(23 140.23781),(24 140.3097),(25 141.55424),(26 142.69226),(27 143.48119),(28 145.65132),(29 146.74243),(30 148.6059),(31 148.76366),(32 149.14854),(33 151.7931),(34 152.5104),(35 152.2182),(36 153.74765),(37 154.22658),(38 154.5433),(39 154.12524),(40 153.39381),(41 155.71904),(42 156.12349),(43 156.05122),(44 156.38312),(45 155.33488),(46 154.78659),(47 155.3837),(48 154.94519),(49 157.0813),(50 156.24692),(51 155.94244),(52 154.58102),(53 153.83841),(54 153.20204),(55 152.74648),(56 152.5727),(57 152.28262),(58 152.82251),(59 151.43138),(60 151.10603),(61 150.78873),(62 150.9196),(63 150.53636),(64 150.31223),(65 150.21617),(66 150.24866),(67 149.80739),(68 150.67213),(69 150.89903),(70 150.72086),(71 151.0474),(72 150.57587),(73 151.37059),(74 150.6406),(75 149.02966),(76 150.31792),(77 150.08238),(78 150.98749),(79 151.01901),
(1 66.80926),(2 83.436935),(3 94.2064),(4 101.127686),(5 105.253075),(6 110.46504),(7 113.38939),(8 118.63286),(9 120.54547),(10 123.471306),(11 124.81902),(12 126.18125),(13 128.40047),(14 129.1705),(15 129.92113),(16 129.85822),(17 130.61304),(18 132.23425),(19 131.83247),(20 133.27158),(21 133.37524),(22 134.17467),(23 135.58095),(24 135.88858),(25 136.60793),(26 137.02565),(27 139.06125),(28 139.31458),(29 140.33363),(30 140.54727),(31 141.97305),(32 144.6048),(33 145.35123),(34 146.5058),(35 146.09564),(36 146.79787),(37 148.03215),(38 147.0692),(39 146.74124),(40 145.99919),(41 147.01134),(42 147.47375),(43 149.34854),(44 148.55455),(45 148.16013),(46 147.59924),(47 148.32155),(48 150.13521),(49 151.47453),(50 150.69609),(51 151.56842),(52 151.33496),(53 152.02284),(54 152.31337),(55 153.78386),(56 154.5287),(57 153.70782),(58 154.14769),(59 154.02966),(60 154.56412),(61 154.08914),(62 152.9343),(63 154.18338),(64 152.76193),(65 152.38162),(66 152.3561),(67 152.05731),(68 152.67757),(69 152.70276),(70 152.92203),(71 152.91658),(72 153.36908),(73 152.6832),(74 151.98582),(75 151.62617),(76 151.59044),(77 151.53502),(78 152.56256),(79 152.83891),
(1 66.48031),(2 82.69238),(3 93.62386),(4 100.42954),(5 104.45735),(6 109.63703),(7 113.331924),(8 117.85227),(9 120.8152),(10 123.744995),(11 124.0853),(12 125.18358),(13 127.5825),(14 127.27868),(15 129.08519),(16 128.83904),(17 130.82872),(18 131.51611),(19 131.69795),(20 131.84021),(21 132.50186),(22 134.23814),(23 134.12906),(24 135.23209),(25 135.16226),(26 135.51299),(27 135.60132),(28 136.57106),(29 136.4954),(30 137.58563),(31 137.87025),(32 139.77335),(33 139.85497),(34 140.71608),(35 140.2289),(36 141.59988),(37 142.22646),(38 141.84218),(39 142.02057),(40 141.93883),(41 143.71877),(42 143.6959),(43 143.52415),(44 142.10979),(45 141.92386),(46 142.81589),(47 143.57056),(48 144.99693),(49 146.2148),(50 148.05666),(51 147.99873),(52 147.06328),(53 147.99384),(54 148.83545),(55 149.40892),(56 151.20935),(57 151.7446),(58 151.64044),(59 151.7304),(60 151.9562),(61 152.42485),(62 151.94145),(63 153.11073),(64 152.49274),(65 153.12067),(66 154.4785),(67 154.51392),(68 155.2934),(69 156.0297),(70 156.76056),(71 156.04039),(72 155.75864),(73 156.36282),(74 154.91812),(75 154.35716),(76 154.01192),(77 153.678),(78 154.65009),(79 155.74829),
(1 66.45329),(2 83.90961),(3 96.45907),(4 102.92631),(5 107.50118),(6 111.417046),(7 116.62251),(8 119.98919),(9 120.61291),(10 121.94563),(11 122.79471),(12 123.86497),(13 125.528534),(14 126.49448),(15 128.2404),(16 128.9876),(17 129.86649),(18 131.85529),(19 132.47217),(20 132.87398),(21 133.90395),(22 133.92162),(23 134.55603),(24 134.22302),(25 134.80711),(26 136.60863),(27 137.11586),(28 138.43274),(29 138.51083),(30 138.70912),(31 139.58527),(32 140.08562),(33 140.61172),(34 141.41856),(35 142.15837),(36 142.90343),(37 144.39926),(38 145.6422),(39 147.07414),(40 146.92938),(41 146.66321),(42 147.02464),(43 146.76727),(44 146.4884),(45 146.37991),(46 147.56787),(47 148.05159),(48 147.9749),(49 148.00537),(50 147.97781),(51 147.60022),(52 146.88142),(53 147.03008),(54 147.76212),(55 148.54523),(56 149.32693),(57 149.29164),(58 149.83656),(59 148.9762),(60 148.14542),(61 147.75233),(62 148.40994),(63 149.81761),(64 149.89778),(65 150.94391),(66 151.05199),(67 151.43486),(68 151.11263),(69 150.55948),(70 150.02528),(71 151.46683),(72 152.2184),(73 153.58612),(74 152.74454),(75 153.2469),(76 153.14561),(77 153.20863),(78 153.71341),(79 152.48404),
(1 65.64968),(2 82.677505),(3 93.820305),(4 100.61073),(5 105.71133),(6 109.84194),(7 114.30037),(8 117.55803),(9 119.79893),(10 120.9124),(11 123.02264),(12 123.79519),(13 124.224625),(14 126.90087),(15 127.869545),(16 128.00256),(17 128.3865),(18 128.92758),(19 130.4566),(20 130.94765),(21 130.90753),(22 130.60175),(23 132.74019),(24 132.69232),(25 134.075),(26 135.5534),(27 136.20744),(28 136.50386),(29 135.68234),(30 135.86726),(31 136.1272),(32 137.13815),(33 136.49281),(34 137.4891),(35 136.82274),(36 137.14606),(37 137.20993),(38 138.1752),(39 138.86798),(40 140.24654),(41 139.48952),(42 139.1078),(43 138.55656),(44 138.6858),(45 140.14726),(46 140.81487),(47 141.37273),(48 141.80466),(49 142.60776),(50 142.16975),(51 143.66469),(52 144.3074),(53 145.45924),(54 146.88672),(55 147.11166),(56 146.07123),(57 145.51292),(58 145.30515),(59 143.73843),(60 144.66666),(61 143.63696),(62 144.74406),(63 145.5202),(64 147.36559),(65 146.8743),(66 146.00423),(67 146.23834),(68 147.03506),(69 145.69174),(70 146.19533),(71 147.45203),(72 148.55205),(73 149.95607),(74 149.57097),(75 150.16563),(76 150.74777),(77 150.20576),(78 150.97849),(79 151.35944),
(1 65.14088),(2 80.379105),(3 91.46988),(4 97.74462),(5 102.5076),(6 107.369225),(7 110.96369),(8 114.182045),(9 116.55319),(10 117.48313),(11 120.43093),(12 121.86711),(13 122.42754),(14 123.93177),(15 124.895966),(16 125.21703),(17 125.372574),(18 126.834984),(19 128.56319),(20 129.75223),(21 129.24666),(22 130.03412),(23 130.4737),(24 130.26491),(25 131.48273),(26 131.82207),(27 132.92165),(28 132.33867),(29 133.789),(30 132.78812),(31 134.6453),(32 134.53625),(33 135.49336),(34 137.21182),(35 136.75153),(36 137.61478),(37 137.81628),(38 138.98997),(39 138.77307),(40 137.52267),(41 138.14206),(42 136.69804),(43 138.82767),(44 139.26932),(45 140.56252),(46 140.619),(47 141.1605),(48 140.94673),(49 142.46887),(50 141.6924),(51 141.70085),(52 142.41035),(53 143.43202),(54 145.06454),(55 144.0129),(56 144.69391),(57 144.05043),(58 144.29874),(59 143.06555),(60 142.92584),(61 141.32793),(62 142.32576),(63 144.11996),(64 144.10564),(65 144.9159),(66 146.76689),(67 145.51457),(68 144.2987),(69 144.42146),(70 144.9451),(71 145.78963),(72 144.71924),(73 145.61754),(74 144.14287),(75 144.60162),(76 144.61107),(77 144.56961),(78 144.90768),(79 144.82079),
(1 64.34698),(2 80.9615),(3 92.14316),(4 98.928604),(5 102.83156),(6 108.25841),(7 112.23289),(8 115.86396),(9 117.67885),(10 119.597626),(11 122.030174),(12 124.14219),(13 125.461105),(14 126.400734),(15 128.50668),(16 127.64457),(17 127.86095),(18 128.24942),(19 128.55557),(20 129.27208),(21 130.72206),(22 131.95387),(23 132.87717),(24 133.51848),(25 134.56749),(26 134.86494),(27 136.77634),(28 136.64842),(29 137.09404),(30 137.0607),(31 138.86086),(32 139.49876),(33 138.99173),(34 139.98148),(35 140.37408),(36 140.44785),(37 140.55055),(38 142.26477),(39 143.54533),(40 143.266),(41 144.32307),(42 142.93652),(43 142.97281),(44 144.12733),(45 146.12328),(46 145.02443),(47 144.48093),(48 145.25801),(49 145.83234),(50 144.79057),(51 145.51793),(52 145.5009),(53 145.12482),(54 145.35585),(55 146.43433),(56 146.44481),(57 145.46664),(58 146.57077),(59 146.07707),(60 145.8908),(61 145.6224),(62 145.30103),(63 146.87914),(64 146.21272),(65 145.72455),(66 146.1651),(67 145.57219),(68 146.53322),(69 145.4636),(70 145.98816),(71 146.22295),(72 145.39581),(73 146.91998),(74 146.08438),(75 145.35168),(76 144.85608),(77 144.12099),(78 144.59784),(79 144.90636),
(1 63.71703),(2 79.97578),(3 90.60719),(4 96.75155),(5 100.3318),(6 104.005554),(7 108.50543),(8 110.859795),(9 112.42745),(10 114.412895),(11 115.29633),(12 116.51685),(13 118.165215),(14 119.03471),(15 120.530136),(16 121.03199),(17 122.066895),(18 123.290344),(19 122.221596),(20 123.509384),(21 125.2028),(22 125.759254),(23 126.52236),(24 127.499275),(25 128.06046),(26 128.53743),(27 129.4136),(28 130.66423),(29 130.35495),(30 131.52325),(31 131.04181),(32 132.02246),(33 132.64047),(34 133.36385),(35 132.58902),(36 132.74797),(37 133.23396),(38 133.28894),(39 134.31908),(40 134.62424),(41 136.27132),(42 136.11656),(43 136.422),(44 137.04321),(45 137.1041),(46 136.22447),(47 135.30856),(48 135.5417),(49 135.72145),(50 135.64017),(51 135.83423),(52 136.51834),(53 136.5215),(54 136.79004),(55 136.94266),(56 136.22699),(57 134.89963),(58 136.80917),(59 137.35143),(60 138.15898),(61 138.29832),(62 138.98318),(63 140.1879),(64 139.869),(65 139.01854),(66 139.07645),(67 139.51154),(68 140.90723),(69 140.80804),(70 140.79239),(71 141.60248),(72 143.16487),(73 142.9889),(74 142.29375),(75 141.35776),(76 141.22679),(77 141.46278),(78 140.6278),(79 141.19699),
(1 63.40195),(2 78.36454),(3 88.59454),(4 94.452965),(5 97.75886),(6 100.89279),(7 103.918434),(8 107.048744),(9 108.54924),(10 110.966576),(11 114.22813),(12 114.94856),(13 115.59579),(14 116.57186),(15 118.21663),(16 118.200714),(17 118.14563),(18 118.72935),(19 117.67787),(20 119.199326),(21 120.617294),(22 121.87067),(23 121.99683),(24 122.97636),(25 125.72685),(26 125.48576),(27 126.690414),(28 127.407715),(29 128.18124),(30 127.59933),(31 128.59676),(32 129.14517),(33 129.65417),(34 129.95232),(35 129.9108),(36 131.17061),(37 130.73093),(38 132.63309),(39 133.00694),(40 133.00693),(41 134.23569),(42 134.05113),(43 134.89441),(44 133.71523),(45 133.84169),(46 133.17084),(47 133.72261),(48 133.40369),(49 133.70822),(50 134.65787),(51 135.15865),(52 135.11447),(53 136.4114),(54 137.08665),(55 137.50578),(56 137.03864),(57 137.3032),(58 138.394),(59 137.9918),(60 137.7582),(61 137.19698),(62 139.14232),(63 138.79742),(64 138.50778),(65 137.55502),(66 138.17708),(67 138.62001),(68 139.23355),(69 139.4197),(70 138.51688),(71 139.9254),(72 139.92485),(73 139.6307),(74 139.03273),(75 139.48508),(76 139.08453),(77 138.71294),(78 138.6543),(79 139.16626),
(1 63.834225),(2 79.31131),(3 89.38798),(4 94.53888),(5 98.956726),(6 103.02167),(7 106.9974),(8 110.75222),(9 111.22141),(10 113.55093),(11 115.16678),(12 116.205086),(13 117.88407),(14 118.3485),(15 119.38903),(16 120.436874),(17 120.115555),(18 121.26193),(19 121.32926),(20 122.26926),(21 122.71526),(22 124.11613),(23 125.121574),(24 125.14937),(25 127.1494),(26 127.45358),(27 128.89322),(28 129.40274),(29 130.01399),(30 130.51474),(31 130.88437),(32 131.07643),(33 132.3974),(34 134.05978),(35 133.58047),(36 135.53455),(37 134.4866),(38 135.77695),(39 136.8767),(40 136.22919),(41 135.99226),(42 135.93633),(43 137.21066),(44 136.90065),(45 136.35674),(46 137.2858),(47 138.11452),(48 137.79979),(49 138.29985),(50 139.62526),(51 140.65628),(52 139.93288),(53 140.50157),(54 140.35706),(55 140.62192),(56 140.4367),(57 140.94571),(58 140.7647),(59 138.88231),(60 138.05646),(61 138.69937),(62 139.81345),(63 140.12714),(64 140.0781),(65 138.21764),(66 138.42467),(67 139.15141),(68 140.36536),(69 141.00938),(70 139.59404),(71 140.22534),(72 139.7084),(73 139.18848),(74 138.44566),(75 137.41405),(76 138.14212),(77 137.70712),(78 138.39227),(79 138.95898),
(1 62.535225),(2 77.79992),(3 87.84599),(4 93.00475),(5 97.081),(6 101.70583),(7 105.148544),(8 108.77686),(9 109.65954),(10 111.35082),(11 112.31768),(12 113.57961),(13 114.26568),(14 115.09049),(15 114.94583),(16 115.18902),(17 115.347824),(18 117.02192),(19 117.19804),(20 117.7402),(21 118.493996),(22 120.11836),(23 121.47918),(24 121.66152),(25 122.45765),(26 123.20098),(27 123.01873),(28 123.83555),(29 124.31169),(30 125.194885),(31 125.32416),(32 125.51239),(33 126.150085),(34 126.161316),(35 125.694275),(36 125.857),(37 126.187805),(38 127.83404),(39 127.20414),(40 127.438416),(41 127.06985),(42 126.76335),(43 127.36608),(44 125.99827),(45 127.96229),(46 128.74551),(47 128.8447),(48 128.35287),(49 127.64107),(50 128.37012),(51 129.6289),(52 131.41104),(53 131.84862),(54 132.27838),(55 132.5152),(56 132.31117),(57 133.45168),(58 133.19756),(59 131.53192),(60 133.31383),(61 133.234),(62 132.73141),(63 133.13057),(64 133.69806),(65 133.7093),(66 133.34999),(67 134.53412),(68 136.27596),(69 136.24937),(70 136.46164),(71 137.83665),(72 137.44438),(73 137.60414),(74 135.6674),(75 134.8041),(76 135.08688),(77 134.78043),(78 135.89262),(79 134.73822),
(1 61.349743),(2 76.964005),(3 87.50064),(4 92.87667),(5 96.9248),(6 100.3389),(7 104.83521),(8 107.78589),(9 110.316826),(10 111.36485),(11 111.32948),(12 112.38696),(13 113.56643),(14 115.417274),(15 116.10368),(16 116.64328),(17 118.254974),(18 118.27436),(19 118.58955),(20 118.839676),(21 119.33851),(22 121.4024),(23 123.05897),(24 123.112236),(25 124.09623),(26 125.88095),(27 125.6908),(28 125.725815),(29 125.82249),(30 125.98763),(31 125.64773),(32 126.741135),(33 127.01587),(34 126.95841),(35 127.8298),(36 127.44216),(37 128.21698),(38 130.4081),(39 130.91283),(40 130.90138),(41 130.63193),(42 131.0601),(43 130.77615),(44 131.3663),(45 132.16994),(46 132.45502),(47 133.64397),(48 132.67311),(49 133.74527),(50 132.98917),(51 133.46758),(52 134.41417),(53 134.77478),(54 134.71704),(55 134.63303),(56 135.40831),(57 135.2405),(58 135.2739),(59 135.31508),(60 134.9782),(61 135.99332),(62 136.94421),(63 136.86021),(64 136.93875),(65 136.14822),(66 135.76286),(67 135.93333),(68 136.37495),(69 136.52383),(70 136.9298),(71 136.8551),(72 136.9157),(73 138.48027),(74 137.64853),(75 135.66603),(76 134.65154),(77 134.78279),(78 135.09131),(79 134.73257),
