1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 47693.88),(2 141478.5),(3 269680),(4 409453.47),(5 549559.44),(6 704620.8),(7 858526.44),(8 1016330.3),(9 1178977.3),(10 1298552.6),(11 1421897),(12 1547745.4),(13 1679927.9),(14 1832995.5),(15 2009994),(16 2191165.5),(17 2375563.8),(18 2594225.8),(19 2792058.3),(20 2970968.8),(21 3154965.8),(22 3354606),(23 3551340),(24 3799103.8),(25 4004179.8),(26 4242181),(27 4480794.5),(28 4713793.5),(29 5021627.5),(30 5347252),(31 5690096),(32 6048704.5),(33 6352188.5),(34 6612949.5),(35 6834186.5),(36 7044068),(37 7222724.5),(38 7375629.5),(39 7549180),(40 7742970.5),(41 7900038.5),(42 8003388),(43 8081390.5),(44 8082346.5),(45 7986646),(46 7856226.5),(47 7743100.5),(48 7649967.5),(49 7532644.5),(50 7425095.5),(51 7333355.5),(52 7310210.5),(53 7287327.5),(54 7353583.5),(55 7430749.5),(56 7526961.5),(57 7569826),(58 7612549.5),(59 7692142),(60 7723306.5),(61 7876788.5),(62 8042872),(63 8178599.5),(64 8432006),(65 8634553),(66 8863755),(67 9127219),(68 9467304),(69 9669472),(70 10035317),(71 10527551),(72 10958767),(73 11314825),(74 11657471),(75 12126867),(76 12565509),(77 12982941),(78 13465099),(79 13792127),
(1 43.428764),(2 49.632404),(3 54.618763),(4 56.93337),(5 58.79023),(6 59.817226),(7 60.925987),(8 62.14198),(9 62.092293),(10 63.590153),(11 63.631237),(12 64.18968),(13 64.400085),(14 65.823265),(15 66.463),(16 66.91105),(17 66.82961),(18 66.332504),(19 65.97269),(20 66.219246),(21 66.794846),(22 66.52565),(23 66.62177),(24 66.28535),(25 66.83727),(26 67.007805),(27 68.28437),(28 67.769356),(29 66.655075),(30 65.356834),(31 65.638336),(32 66.230415),(33 65.879616),(34 66.35902),(35 66.82839),(36 66.36792),(37 67.234985),(38 66.67806),(39 67.63487),(40 66.74115),(41 67.19186),(42 66.95332),(43 67.007065),(44 68.032776),(45 68.01348),(46 68.81118),(47 68.57849),(48 68.0563),(49 68.218124),(50 68.17332),(51 68.930595),(52 69.60152),(53 68.69287),(54 68.12426),(55 68.49838),(56 68.305275),(57 68.06618),(58 68.9104),(59 68.85973),(60 68.33304),(61 69.51474),(62 69.258865),(63 69.75693),(64 69.25235),(65 69.777916),(66 69.79835),(67 69.24674),(68 69.70305),(69 69.688644),(70 69.5341),(71 70.14408),(72 70.8414),(73 70.82292),(74 71.22466),(75 72.232666),(76 72.57687),(77 72.73806),(78 73.46705),(79 72.611664),
(1 43.774918),(2 50.30327),(3 55.164658),(4 57.22097),(5 58.9862),(6 60.852196),(7 60.86911),(8 61.808662),(9 63.00494),(10 64.04347),(11 63.55724),(12 64.58938),(13 64.72268),(14 65.281006),(15 65.845276),(16 65.97517),(17 66.61351),(18 66.625885),(19 66.442894),(20 67.132484),(21 66.971306),(22 67.050995),(23 66.99473),(24 66.61833),(25 67.37966),(26 67.41526),(27 67.01721),(28 68.09053),(29 67.63204),(30 66.77823),(31 66.85664),(32 66.68108),(33 66.669876),(34 67.188805),(35 67.58078),(36 67.92052),(37 68.50032),(38 68.42198),(39 70.069466),(40 69.26792),(41 69.230965),(42 69.27074),(43 69.48408),(44 69.567055),(45 68.80017),(46 70.46396),(47 69.84665),(48 69.39083),(49 69.25871),(50 69.94775),(51 69.495155),(52 70.01759),(53 70.38546),(54 70.88619),(55 71.102936),(56 70.51483),(57 70.17068),(58 70.744705),(59 71.03413),(60 70.55397),(61 70.33281),(62 71.07622),(63 70.59547),(64 70.11664),(65 70.04998),(66 70.52311),(67 70.6757),(68 70.363754),(69 70.56279),(70 71.003975),(71 72.03472),(72 72.628105),(73 73.56234),(74 73.33089),(75 74.24035),(76 74.235596),(77 73.88774),(78 74.58368),(79 74.13295),
(1 43.047882),(2 49.62691),(3 54.134872),(4 56.4313),(5 58.364513),(6 59.87846),(7 61.484665),(8 61.733376),(9 62.936707),(10 64.02535),(11 64.027435),(12 64.72296),(13 65.210205),(14 65.20584),(15 65.93996),(16 66.22052),(17 66.06464),(18 66.4497),(19 65.85415),(20 65.87479),(21 66.17353),(22 66.627045),(23 66.17499),(24 66.66271),(25 67.03816),(26 67.38332),(27 66.95951),(28 67.059456),(29 66.969345),(30 66.38561),(31 66.98718),(32 66.94772),(33 67.760895),(34 67.415886),(35 67.525185),(36 66.37313),(37 66.698074),(38 66.55119),(39 67.918015),(40 67.268845),(41 68.2131),(42 68.11235),(43 67.92327),(44 68.426476),(45 68.507454),(46 68.65123),(47 68.76581),(48 68.078026),(49 67.89493),(50 68.823586),(51 68.886185),(52 69.08085),(53 68.79799),(54 68.97174),(55 68.54371),(56 68.18907),(57 68.83468),(58 68.40629),(59 68.38653),(60 68.47258),(61 68.90127),(62 69.0374),(63 69.59591),(64 69.22813),(65 69.35878),(66 69.154724),(67 69.55098),(68 69.348755),(69 69.39265),(70 70.1784),(71 71.20913),(72 70.50509),(73 70.63065),(74 71.64601),(75 71.33395),(76 72.31771),(77 72.13661),(78 72.51137),(79 72.83088),
(1 42.21915),(2 49.411404),(3 54.16065),(4 56.05),(5 58.349392),(6 58.669956),(7 59.677685),(8 60.412807),(9 60.75495),(10 62.048935),(11 61.941814),(12 63.14968),(13 63.665737),(14 64.070244),(15 65.48512),(16 64.95921),(17 64.98117),(18 64.89266),(19 64.93744),(20 64.6639),(21 64.71453),(22 64.988106),(23 64.39653),(24 64.68376),(25 65.551674),(26 65.56882),(27 65.56221),(28 65.93432),(29 65.39932),(30 64.42989),(31 65.49803),(32 65.67581),(33 65.4957),(34 65.748955),(35 66.123856),(36 65.57274),(37 66.460106),(38 66.276215),(39 66.93839),(40 67.175446),(41 67.33752),(42 67.30687),(43 66.44399),(44 66.88343),(45 66.87091),(46 66.82446),(47 65.97149),(48 66.797035),(49 66.80306),(50 67.720764),(51 68.10858),(52 68.18039),(53 67.80517),(54 68.29654),(55 68.285614),(56 67.37284),(57 68.02851),(58 67.36439),(59 67.67322),(60 66.79285),(61 67.79424),(62 67.64168),(63 67.90973),(64 68.12581),(65 67.69972),(66 67.94211),(67 67.70416),(68 68.74528),(69 68.18539),(70 69.01704),(71 70.2096),(72 70.27664),(73 70.85959),(74 71.25087),(75 72.09725),(76 72.203766),(77 71.85441),(78 72.27203),(79 72.5163),
(1 43.50625),(2 50.4439),(3 55.43452),(4 58.095013),(5 60.21158),(6 60.283207),(7 61.172558),(8 61.844315),(9 61.78917),(10 62.7535),(11 63.336353),(12 63.095306),(13 63.716667),(14 63.8964),(15 65.07923),(16 64.55101),(17 64.48276),(18 65.347664),(19 65.11019),(20 64.32178),(21 64.515434),(22 65.16033),(23 64.37329),(24 64.66743),(25 65.74432),(26 65.31248),(27 66.2316),(28 66.112656),(29 65.87934),(30 65.26481),(31 65.86571),(32 66.02873),(33 66.99765),(34 66.716515),(35 67.06249),(36 67.384186),(37 67.4112),(38 67.78287),(39 68.8472),(40 68.67664),(41 68.709526),(42 69.29884),(43 68.79849),(44 68.455536),(45 68.35291),(46 68.57883),(47 68.16674),(48 68.0373),(49 68.51391),(50 68.65564),(51 69.29869),(52 69.017586),(53 69.15212),(54 69.30001),(55 68.69462),(56 68.594215),(57 68.78988),(58 68.62673),(59 68.78494),(60 67.88059),(61 68.27784),(62 67.6984),(63 68.60009),(64 69.05768),(65 68.92905),(66 69.098366),(67 69.61386),(68 69.407616),(69 69.00781),(70 69.314026),(71 69.9466),(72 70.72133),(73 72.300575),(74 72.09491),(75 72.19433),(76 72.81722),(77 72.41599),(78 73.00368),(79 73.016624),
(1 42.55115),(2 48.854374),(3 53.002567),(4 55.016357),(5 56.441628),(6 57.653267),(7 57.759914),(8 58.75106),(9 59.801033),(10 61.732803),(11 62.20348),(12 62.130733),(13 63.163372),(14 64.24141),(15 64.31954),(16 64.32961),(17 64.88155),(18 64.19393),(19 63.127968),(20 63.26272),(21 63.465576),(22 64.35078),(23 63.947517),(24 63.204002),(25 64.689),(26 64.85669),(27 65.147736),(28 64.7036),(29 64.57836),(30 64.82345),(31 64.64999),(32 65.08473),(33 65.78275),(34 65.67133),(35 65.18702),(36 65.50302),(37 64.7324),(38 64.717896),(39 65.42413),(40 65.911575),(41 66.20476),(42 66.991066),(43 66.85684),(44 66.580956),(45 67.008415),(46 67.05333),(47 66.52588),(48 66.212105),(49 66.09721),(50 67.2665),(51 67.867455),(52 68.014885),(53 67.707245),(54 68.00148),(55 67.84038),(56 68.071014),(57 67.13591),(58 67.52846),(59 67.59836),(60 66.86512),(61 66.87644),(62 66.49441),(63 66.33668),(64 66.771255),(65 67.07695),(66 66.658806),(67 66.64526),(68 66.5884),(69 66.072044),(70 66.56455),(71 67.5129),(72 68.91013),(73 69.46351),(74 69.95782),(75 69.81341),(76 69.69252),(77 69.472664),(78 70.13955),(79 70.30254),
(1 42.4092),(2 48.974934),(3 53.505558),(4 55.729977),(5 56.962128),(6 58.6456),(7 59.756874),(8 60.29289),(9 61.644096),(10 61.964554),(11 63.04824),(12 63.55409),(13 63.943684),(14 65.15086),(15 65.51104),(16 65.16915),(17 65.93517),(18 66.47012),(19 65.229576),(20 65.37497),(21 65.75993),(22 65.37683),(23 65.24392),(24 65.08691),(25 66.69517),(26 66.138435),(27 66.23605),(28 66.42966),(29 66.27175),(30 65.32329),(31 65.90411),(32 65.64846),(33 67.13397),(34 67.78298),(35 67.36845),(36 67.23948),(37 67.07539),(38 67.47822),(39 69.11794),(40 68.74328),(41 68.052284),(42 68.25278),(43 68.43663),(44 68.43926),(45 67.71536),(46 68.07476),(47 67.62471),(48 67.23901),(49 67.264496),(50 67.54976),(51 67.77303),(52 68.75555),(53 68.32597),(54 68.09839),(55 68.5106),(56 68.36172),(57 68.2932),(58 68.50188),(59 68.558334),(60 68.01494),(61 67.86371),(62 68.22502),(63 69.65192),(64 69.12685),(65 69.21229),(66 68.49643),(67 68.950264),(68 68.40625),(69 69.29881),(70 69.95186),(71 69.8092),(72 70.39475),(73 71.73721),(74 71.3166),(75 72.64488),(76 72.26347),(77 71.79249),(78 72.38188),(79 72.00126),
(1 41.782814),(2 48.315826),(3 53.593838),(4 55.974953),(5 57.727013),(6 58.546524),(7 59.422695),(8 60.148678),(9 60.537663),(10 61.28748),(11 61.36927),(12 62.44178),(13 62.64072),(14 63.312344),(15 64.065796),(16 64.10632),(17 64.64307),(18 64.85),(19 64.098755),(20 63.86847),(21 64.32315),(22 64.11531),(23 64.11911),(24 64.036804),(25 64.4253),(26 64.65951),(27 66.18102),(28 65.1792),(29 65.2071),(30 64.2177),(31 64.39089),(32 64.59664),(33 65.21718),(34 65.49598),(35 65.43003),(36 65.768234),(37 66.34167),(38 66.028755),(39 66.481514),(40 66.826355),(41 67.18487),(42 67.63128),(43 67.37237),(44 67.56824),(45 67.64669),(46 67.45972),(47 67.20905),(48 66.84664),(49 66.57105),(50 66.84119),(51 67.00318),(52 67.67025),(53 66.65406),(54 66.86865),(55 65.77741),(56 65.62641),(57 65.50609),(58 66.4199),(59 65.88547),(60 65.8964),(61 67.243484),(62 67.60469),(63 67.65977),(64 66.95663),(65 67.38531),(66 67.18805),(67 67.93171),(68 67.711586),(69 68.275665),(70 68.169205),(71 68.55371),(72 68.69567),(73 69.14897),(74 69.01703),(75 69.60482),(76 69.124),(77 69.78154),(78 70.424164),(79 70.50177),
(1 41.58067),(2 48.30364),(3 52.87462),(4 55.09886),(5 57.22549),(6 58.37507),(7 59.142433),(8 59.68298),(9 61.16411),(10 61.86243),(11 61.85306),(12 62.353203),(13 62.70164),(14 63.21541),(15 63.48368),(16 63.968964),(17 64.25619),(18 64.58901),(19 64.47773),(20 64.41214),(21 64.87984),(22 64.95085),(23 64.78113),(24 64.87362),(25 65.49162),(26 65.25513),(27 65.8264),(28 66.08355),(29 66.25313),(30 65.22971),(31 65.62306),(32 66.12278),(33 66.37533),(34 66.76884),(35 67.29792),(36 65.924324),(37 65.95741),(38 66.04637),(39 66.391846),(40 66.27237),(41 66.56121),(42 67.56009),(43 66.70549),(44 67.22606),(45 67.11331),(46 66.42372),(47 66.244865),(48 65.61983),(49 66.81311),(50 66.63272),(51 66.63916),(52 67.24435),(53 66.92727),(54 67.36026),(55 67.01881),(56 67.04511),(57 67.053276),(58 67.61258),(59 66.80077),(60 66.426674),(61 66.74726),(62 66.39999),(63 66.41854),(64 66.12241),(65 66.52034),(66 66.21644),(67 67.16248),(68 66.2075),(69 66.121925),(70 66.58613),(71 67.745255),(72 68.225655),(73 69.06197),(74 69.15715),(75 71.23054),(76 70.92897),(77 70.46454),(78 70.828545),(79 71.30608),
(1 42.720104),(2 49.92838),(3 54.27479),(4 56.379707),(5 57.56136),(6 59.41541),(7 60.163834),(8 61.10302),(9 61.34639),(10 63.076664),(11 62.68389),(12 63.082745),(13 63.397266),(14 65.26311),(15 65.37276),(16 65.11811),(17 65.902504),(18 65.97025),(19 65.68665),(20 64.97284),(21 64.95806),(22 65.643135),(23 65.23241),(24 64.86882),(25 66.29443),(26 66.41583),(27 67.25876),(28 66.65845),(29 65.7505),(30 65.90489),(31 65.53896),(32 65.77483),(33 66.160416),(34 66.43482),(35 66.81001),(36 66.19048),(37 66.81107),(38 66.03732),(39 66.89218),(40 66.50777),(41 66.886185),(42 67.13445),(43 67.095055),(44 67.98229),(45 67.81115),(46 67.95062),(47 67.933235),(48 68.74748),(49 68.187485),(50 68.8922),(51 68.79222),(52 69.46378),(53 68.483734),(54 68.63428),(55 68.550446),(56 68.58279),(57 67.76171),(58 68.685265),(59 68.38914),(60 67.55364),(61 67.88807),(62 68.37896),(63 68.39112),(64 68.75202),(65 69.210365),(66 69.41385),(67 69.89439),(68 69.07931),(69 68.57727),(70 69.29648),(71 69.45446),(72 69.82401),(73 69.89127),(74 70.95131),(75 71.655815),(76 71.63159),(77 71.39686),(78 72.59054),(79 72.18837),
(1 41.266335),(2 47.419575),(3 51.544353),(4 54.31125),(5 55.20103),(6 56.433525),(7 57.11932),(8 57.68265),(9 59.09257),(10 59.930782),(11 59.57262),(12 60.17813),(13 60.557785),(14 61.491924),(15 62.233883),(16 61.842243),(17 62.488712),(18 62.31851),(19 61.193436),(20 61.474613),(21 61.55582),(22 62.202682),(23 61.221497),(24 61.92553),(25 62.20853),(26 61.94384),(27 62.56728),(28 62.420204),(29 62.726234),(30 61.671898),(31 62.467014),(32 61.928078),(33 63.522736),(34 63.805958),(35 63.697937),(36 63.765953),(37 63.812054),(38 63.135475),(39 63.4728),(40 63.63322),(41 64.19927),(42 64.28644),(43 63.99531),(44 64.19698),(45 64.51358),(46 64.292015),(47 64.04545),(48 64.34228),(49 63.619343),(50 63.987274),(51 64.76993),(52 63.90473),(53 63.82831),(54 64.004845),(55 64.08891),(56 64.21886),(57 64.33906),(58 65.398384),(59 64.47994),(60 63.921505),(61 64.58996),(62 64.27458),(63 64.54913),(64 64.82081),(65 65.37226),(66 65.51824),(67 65.12459),(68 65.11574),(69 65.32689),(70 66.03127),(71 66.05714),(72 66.81013),(73 66.52496),(74 66.59034),(75 67.61096),(76 67.67291),(77 67.35342),(78 67.84293),(79 68.5385),
(1 42.2324),(2 48.560757),(3 52.720203),(4 54.98779),(5 56.85038),(6 57.612434),(7 58.48048),(8 59.652176),(9 60.257298),(10 61.079628),(11 61.661003),(12 62.11709),(13 62.362885),(14 63.3228),(15 64.69718),(16 63.633717),(17 63.91037),(18 63.870758),(19 62.859566),(20 63.762688),(21 64.16517),(22 63.573254),(23 63.466644),(24 63.366627),(25 63.333862),(26 64.804276),(27 65.028725),(28 65.24397),(29 65.06375),(30 65.061646),(31 65.80742),(32 64.99979),(33 65.75068),(34 65.6612),(35 66.07408),(36 65.70423),(37 65.77665),(38 65.956726),(39 65.89039),(40 66.72059),(41 66.760056),(42 66.547165),(43 66.952255),(44 67.30707),(45 67.53606),(46 67.50017),(47 66.94254),(48 67.321365),(49 67.10383),(50 67.14461),(51 67.939064),(52 66.9893),(53 67.01625),(54 66.61532),(55 66.87996),(56 66.34021),(57 66.77914),(58 67.327385),(59 66.33455),(60 65.985054),(61 66.76551),(62 65.8536),(63 66.54259),(64 66.43633),(65 66.69332),(66 66.77027),(67 66.85682),(68 67.473656),(69 67.58143),(70 68.001305),(71 68.68021),(72 68.79688),(73 69.85586),(74 69.82845),(75 70.42565),(76 71.05694),(77 70.8167),(78 70.94828),(79 70.838295),
(1 40.720787),(2 47.050438),(3 51.77023),(4 53.67505),(5 55.14054),(6 55.79711),(7 56.782772),(8 57.25988),(9 57.946556),(10 60.065014),(11 60.2027),(12 61.024036),(13 61.669056),(14 62.61488),(15 63.40216),(16 63.133385),(17 63.149666),(18 63.50564),(19 62.72058),(20 62.78632),(21 63.554577),(22 63.19383),(23 62.636272),(24 62.557888),(25 62.75719),(26 63.925087),(27 63.840763),(28 63.481514),(29 62.821888),(30 62.618114),(31 62.522533),(32 62.521233),(33 62.68704),(34 63.13451),(35 63.088787),(36 62.731983),(37 62.742947),(38 63.014175),(39 63.801926),(40 64.30637),(41 64.21735),(42 64.322136),(43 64.237755),(44 64.022896),(45 64.32151),(46 64.45705),(47 63.696503),(48 64.56594),(49 64.38666),(50 64.66776),(51 64.548355),(52 64.86351),(53 65.22507),(54 65.663086),(55 65.179596),(56 64.73308),(57 65.34556),(58 65.910995),(59 66.01249),(60 64.970924),(61 65.01409),(62 64.443886),(63 65.02727),(64 65.5864),(65 65.83015),(66 66.02527),(67 65.79992),(68 66.18764),(69 65.529366),(70 65.83244),(71 65.82861),(72 66.80107),(73 66.97157),(74 67.27608),(75 67.449684),(76 67.63339),(77 68.020134),(78 67.94203),(79 68.81623),
(1 42.061077),(2 48.831913),(3 53.351536),(4 55.859886),(5 56.881954),(6 57.959263),(7 59.466312),(8 60.573597),(9 60.84217),(10 62.195847),(11 62.195225),(12 63.394855),(13 63.845432),(14 63.680744),(15 65.7138),(16 64.593575),(17 64.91019),(18 64.79862),(19 63.9132),(20 64.38385),(21 64.25264),(22 64.45575),(23 63.56893),(24 63.258724),(25 63.589386),(26 63.956245),(27 64.25916),(28 63.127247),(29 63.34216),(30 63.41561),(31 63.901215),(32 64.1739),(33 64.800476),(34 65.416565),(35 65.326065),(36 64.61006),(37 65.70723),(38 66.15523),(39 66.94084),(40 66.24394),(41 66.07902),(42 66.849144),(43 66.729576),(44 66.60636),(45 66.85252),(46 66.952705),(47 66.16874),(48 66.57953),(49 66.502686),(50 66.54898),(51 66.475685),(52 67.107506),(53 66.840775),(54 66.36598),(55 65.83915),(56 65.69744),(57 66.35571),(58 66.432144),(59 65.8641),(60 65.31093),(61 65.955185),(62 66.35114),(63 66.66924),(64 67.33312),(65 67.7341),(66 67.708435),(67 67.31327),(68 67.185974),(69 67.02065),(70 66.97156),(71 68.087364),(72 68.499435),(73 69.38157),(74 69.49158),(75 70.276535),(76 70.41968),(77 70.125206),(78 71.12817),(79 70.30725),
(1 41.999916),(2 48.454758),(3 52.925865),(4 54.91956),(5 56.775845),(6 57.358566),(7 57.86744),(8 58.683296),(9 58.82894),(10 60.72608),(11 61.040806),(12 61.667477),(13 61.894405),(14 62.394245),(15 64.01581),(16 64.41755),(17 64.25027),(18 63.85467),(19 63.416008),(20 63.095676),(21 63.78673),(22 63.73231),(23 63.22565),(24 63.489468),(25 64.42371),(26 64.21695),(27 64.46772),(28 64.38104),(29 63.952477),(30 63.519405),(31 63.863327),(32 63.323803),(33 63.752316),(34 64.09591),(35 64.44706),(36 64.54459),(37 64.62078),(38 64.87971),(39 65.693474),(40 65.65464),(41 65.50137),(42 66.025536),(43 66.32092),(44 66.4667),(45 66.126114),(46 66.11611),(47 66.46983),(48 66.05179),(49 66.19777),(50 66.50236),(51 65.88282),(52 66.708595),(53 66.26392),(54 66.16034),(55 65.51789),(56 65.63861),(57 65.211494),(58 65.76552),(59 65.90604),(60 65.322945),(61 65.66789),(62 65.246216),(63 65.64856),(64 65.9188),(65 67.245674),(66 65.8103),(67 66.37433),(68 66.81337),(69 66.956024),(70 67.398415),(71 67.6766),(72 67.218895),(73 68.77357),(74 69.18523),(75 69.69128),(76 69.82926),(77 70.377716),(78 70.36755),(79 70.11507),
(1 39.700863),(2 46.02371),(3 50.80102),(4 52.383385),(5 53.99527),(6 55.50902),(7 56.6117),(8 57.61537),(9 58.82571),(10 59.216812),(11 59.758728),(12 59.97903),(13 59.936283),(14 60.536503),(15 61.238712),(16 61.210297),(17 60.99227),(18 61.3469),(19 60.20328),(20 60.277878),(21 59.987778),(22 60.19098),(23 59.611645),(24 60.322536),(25 60.54704),(26 61.239765),(27 61.352207),(28 61.248505),(29 61.25565),(30 60.315365),(31 60.51849),(32 60.499477),(33 60.88573),(34 61.311607),(35 61.247017),(36 61.51035),(37 61.442482),(38 61.67766),(39 62.622063),(40 62.33069),(41 63.01736),(42 62.85335),(43 62.811275),(44 62.538464),(45 63.45833),(46 63.0538),(47 62.717434),(48 62.63021),(49 62.542847),(50 63.3824),(51 62.7592),(52 63.3868),(53 62.936153),(54 63.49849),(55 63.28506),(56 62.56872),(57 63.545113),(58 63.62187),(59 63.592613),(60 63.251415),(61 63.51687),(62 63.034424),(63 63.296368),(64 63.31814),(65 63.767796),(66 64.19946),(67 64.03779),(68 63.405926),(69 64.291405),(70 65.00155),(71 65.0306),(72 65.20865),(73 65.48109),(74 65.23058),(75 65.231445),(76 65.119606),(77 65.77193),(78 65.986855),(79 66.343864),
(1 40.281044),(2 46.641796),(3 51.132683),(4 53.35352),(5 54.66902),(6 55.6575),(7 56.694942),(8 57.665024),(9 58.610645),(10 59.22489),(11 59.888657),(12 59.640064),(13 60.811394),(14 61.71995),(15 62.619827),(16 62.192524),(17 63.326233),(18 63.201653),(19 62.393265),(20 62.876163),(21 61.768417),(22 61.956573),(23 61.889954),(24 62.158966),(25 62.35657),(26 62.387978),(27 62.478462),(28 62.894257),(29 62.34697),(30 62.686584),(31 62.885273),(32 62.556587),(33 63.381252),(34 63.069004),(35 63.028915),(36 62.66044),(37 63.304306),(38 62.982304),(39 63.43381),(40 63.598255),(41 64.04203),(42 64.118385),(43 63.666412),(44 63.90637),(45 64.82224),(46 64.58989),(47 63.734936),(48 63.934216),(49 64.12998),(50 63.70494),(51 63.805843),(52 63.83515),(53 63.902),(54 64.173744),(55 64.42537),(56 63.394127),(57 63.6796),(58 64.199036),(59 63.98606),(60 63.514336),(61 64.24271),(62 64.57305),(63 64.60266),(64 64.2774),(65 64.073944),(66 64.19353),(67 64.675896),(68 65.781624),(69 65.579666),(70 65.932434),(71 66.805984),(72 67.51218),(73 66.72934),(74 66.91524),(75 67.8934),(76 67.98518),(77 67.92115),(78 68.5003),(79 68.440575),
