1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 204426.3),(2 760761.56),(3 1614909.9),(4 2691901.5),(5 3912318),(6 5228315),(7 6561443),(8 7813039.5),(9 8926095),(10 9844538),(11 10526833),(12 10979930),(13 11216323),(14 11214400),(15 11009291),(16 10636705),(17 10181157),(18 9686680),(19 9201490),(20 8755346),(21 8361715),(22 8026970.5),(23 7784775),(24 7656562),(25 7646133),(26 7745595),(27 7905529),(28 8083544.5),(29 8265786.5),(30 8412914),(31 8505991),(32 8528762),(33 8470024),(34 8331436.5),(35 8125536),(36 7887216),(37 7661754.5),(38 7479587),(39 7354893),(40 7301145),(41 7334213),(42 7451294.5),(43 7687939.5),(44 7981520),(45 8330841),(46 8717619),(47 9080024),(48 9387167),(49 9650355),(50 9842320),(51 9922737),(52 9881969),(53 9759731),(54 9570860),(55 9326566),(56 9072346),(57 8838870),(58 8610809),(59 8382753.5),(60 8183726),(61 8022247),(62 7936101.5),(63 7966102.5),(64 8109621),(65 8370019.5),(66 8736355),(67 9190328),(68 9713636),(69 10253737),(70 10781027),(71 11233919),(72 11599864),(73 11865233),(74 11945475),(75 11898095),(76 11722685),(77 11392302),(78 10933169),(79 10396857),
(1 189351.69),(2 703725.3),(3 1476864.1),(4 2427620.8),(5 3465620.3),(6 4550826.5),(7 5605506.5),(8 6560026.5),(9 7388676),(10 8034030),(11 8473873),(12 8736932),(13 8784845),(14 8606494),(15 8261068),(16 7790356),(17 7301320),(18 6830221.5),(19 6398141.5),(20 6062906.5),(21 5826140.5),(22 5655022.5),(23 5570570.5),(24 5577882),(25 5684396),(26 5904288),(27 6204558.5),(28 6594005.5),(29 7016961.5),(30 7423318),(31 7778011.5),(32 8058435.5),(33 8219588),(34 8255604.5),(35 8175344.5),(36 8002578),(37 7772634.5),(38 7510508.5),(39 7221306.5),(40 6927369.5),(41 6668911.5),(42 6486622.5),(43 6439048),(44 6497830.5),(45 6666457.5),(46 6913589.5),(47 7187320),(48 7460016),(49 7721143.5),(50 7926997.5),(51 8064745.5),(52 8126645.5),(53 8097421.5),(54 7965262.5),(55 7722295.5),(56 7418497.5),(57 7081405.5),(58 6710954.5),(59 6337100),(60 6009423.5),(61 5757030.5),(62 5624187.5),(63 5618690.5),(64 5746882.5),(65 5985574.5),(66 6309593.5),(67 6719696.5),(68 7170437.5),(69 7629029.5),(70 8051634.5),(71 8390489),(72 8625346),(73 8776443),(74 8798684),(75 8728899),(76 8601349),(77 8402132),(78 8148190.5),(79 7878279.5),
(1 204717.88),(2 756709.06),(3 1587740.5),(4 2609561),(5 3736660.5),(6 4911227.5),(7 6056038),(8 7092688),(9 7998820),(10 8737842),(11 9291010),(12 9615975),(13 9682446),(14 9507638),(15 9138596),(16 8617281),(17 8006219.5),(18 7347053.5),(19 6658374.5),(20 6021712.5),(21 5484841),(22 5019380),(23 4672940),(24 4470747),(25 4426805),(26 4528144.5),(27 4749625),(28 5100656),(29 5570085),(30 6106651.5),(31 6646478.5),(32 7156471),(33 7581271),(34 7875754),(35 8035142),(36 8045455.5),(37 7921470.5),(38 7676683.5),(39 7322090),(40 6866224),(41 6360283),(42 5864020.5),(43 5478816),(44 5200375),(45 5015613.5),(46 4906774.5),(47 4889562),(48 4918127.5),(49 4993021.5),(50 5060296),(51 5109296),(52 5121230),(53 5088356.5),(54 5022796.5),(55 4941023.5),(56 4872107.5),(57 4837550.5),(58 4855584),(59 4938461.5),(60 5059974.5),(61 5265141),(62 5555680),(63 5893604),(64 6225263.5),(65 6553987),(66 6856448.5),(67 7148530),(68 7405620.5),(69 7579757),(70 7683318),(71 7705062.5),(72 7633264),(73 7491776),(74 7254859.5),(75 6948189.5),(76 6631801.5),(77 6316961.5),(78 6025902),(79 5788311),
(1 180771.7),(2 660797.8),(3 1346319.9),(4 2135402.8),(5 2930200.3),(6 3677366.5),(7 4325117),(8 4827305.5),(9 5183654.5),(10 5394710.5),(11 5474305.5),(12 5431231.5),(13 5280502.5),(14 5036966),(15 4749320),(16 4460171),(17 4239940),(18 4098177),(19 4028149.8),(20 4030636.3),(21 4082857.3),(22 4155169.5),(23 4245872.5),(24 4364902),(25 4535737.5),(26 4719175),(27 4893491),(28 5043219),(29 5140980),(30 5172381),(31 5145904.5),(32 5099722),(33 5054654),(34 5008861),(35 4988902),(36 4982664),(37 4981214.5),(38 4967912.5),(39 4933243.5),(40 4859808),(41 4759051),(42 4646232.5),(43 4548704),(44 4465627),(45 4409364),(46 4389611.5),(47 4402264),(48 4452492),(49 4554068),(50 4699587),(51 4868321.5),(52 5043112.5),(53 5206541),(54 5336030.5),(55 5433274),(56 5492057.5),(57 5519888.5),(58 5517282),(59 5497890.5),(60 5444485),(61 5392262.5),(62 5374486.5),(63 5385671),(64 5416948),(65 5478566),(66 5554465.5),(67 5634022.5),(68 5701857.5),(69 5754332),(70 5808766),(71 5857019.5),(72 5888606.5),(73 5871956.5),(74 5785049),(75 5670556),(76 5527946),(77 5364148),(78 5185838),(79 4998622),
(1 204167.11),(2 738235.56),(3 1494191.5),(4 2346109),(5 3197131.3),(6 3980523.3),(7 4628352),(8 5105420.5),(9 5419112.5),(10 5561804.5),(11 5531535.5),(12 5351485.5),(13 5032425.5),(14 4611111.5),(15 4203800.5),(16 3873319),(17 3664611.3),(18 3586318.5),(19 3620156.3),(20 3751781.3),(21 3942711),(22 4147312),(23 4330455),(24 4466773.5),(25 4554035.5),(26 4583169),(27 4548460),(28 4448962.5),(29 4299451.5),(30 4122510.8),(31 3968036.3),(32 3888026),(33 3908907.5),(34 4033612.5),(35 4249088.5),(36 4534459.5),(37 4848747.5),(38 5152494),(39 5421876.5),(40 5602563),(41 5671365.5),(42 5628519),(43 5510012.5),(44 5291855.5),(45 5022623),(46 4741320.5),(47 4475152.5),(48 4249124.5),(49 4098704),(50 4054648.3),(51 4120732.3),(52 4295451.5),(53 4551303),(54 4862257),(55 5181166),(56 5460796),(57 5658703),(58 5760551),(59 5769437.5),(60 5684359),(61 5538515),(62 5340413.5),(63 5093966),(64 4810117.5),(65 4537357.5),(66 4297255),(67 4090352),(68 3936945.5),(69 3847926.3),(70 3815108.8),(71 3848702.8),(72 3931031.5),(73 4026361.3),(74 4117004.8),(75 4188650),(76 4241600.5),(77 4263855.5),(78 4230959),(79 4137563.8),
(1 190078.98),(2 678096.8),(3 1361361.9),(4 2141833.3),(5 2929978.8),(6 3674525.5),(7 4303812.5),(8 4772563),(9 5080673.5),(10 5229728),(11 5226235.5),(12 5060052.5),(13 4765713),(14 4393555),(15 4014960),(16 3683763),(17 3448958.5),(18 3304583.8),(19 3245656),(20 3277906.3),(21 3380723.3),(22 3538519),(23 3729029.8),(24 3918218.5),(25 4090930.5),(26 4211203),(27 4253448.5),(28 4229566.5),(29 4165437.3),(30 4073472),(31 3975948.5),(32 3868074.8),(33 3769912),(34 3710449.5),(35 3691468.8),(36 3697917.8),(37 3721797.8),(38 3741191.5),(39 3741468.5),(40 3700753.5),(41 3633667.3),(42 3550863),(43 3456630.8),(44 3353080.3),(45 3279144.5),(46 3258545.3),(47 3296056),(48 3379413.8),(49 3527936),(50 3722499.8),(51 3935500.3),(52 4141908),(53 4313686),(54 4449285.5),(55 4537230),(56 4568992),(57 4542615.5),(58 4451253),(59 4304398.5),(60 4135944),(61 3973232.5),(62 3812961),(63 3667384.8),(64 3545327),(65 3474081.3),(66 3443759.5),(67 3436678.5),(68 3449910.5),(69 3480372.3),(70 3511496.5),(71 3566726.5),(72 3640277.8),(73 3728031.5),(74 3814559),(75 3894302.5),(76 3966027.8),(77 4009301.3),(78 4013494.5),(79 3985347.8),
(1 149800.95),(2 524567.94),(3 1032970.56),(4 1598445.6),(5 2163463.5),(6 2684297),(7 3118349.8),(8 3448099.5),(9 3682612.8),(10 3834912.8),(11 3917732.3),(12 3914383),(13 3852082),(14 3765656.3),(15 3684377.3),(16 3623229.8),(17 3594887.3),(18 3579870),(19 3571631.8),(20 3543774.8),(21 3492584.3),(22 3409069.3),(23 3303056.5),(24 3212693.3),(25 3146259.5),(26 3098368.5),(27 3058386.5),(28 3001903.5),(29 2957865.3),(30 2935839.3),(31 2956652.5),(32 3019950.8),(33 3119103.3),(34 3224884.5),(35 3310861),(36 3368421.8),(37 3378597.8),(38 3357208.5),(39 3315150),(40 3260989),(41 3208232.8),(42 3169943.3),(43 3150159.5),(44 3126915.3),(45 3103773.8),(46 3092587.5),(47 3112488),(48 3165547.5),(49 3259920.3),(50 3375016.3),(51 3482743),(52 3564191.3),(53 3612460.5),(54 3629503),(55 3625099.3),(56 3624682.5),(57 3659159),(58 3722178),(59 3795987.5),(60 3870285.8),(61 3912762.5),(62 3902015.5),(63 3829273.8),(64 3710449),(65 3578177),(66 3444085.3),(67 3305787.5),(68 3172217.8),(69 3055492.3),(70 2957376),(71 2896519.8),(72 2887800.8),(73 2939570),(74 3014831),(75 3119326),(76 3233887),(77 3333823),(78 3399900.8),(79 3441438),
(1 158209.25),(2 557376.44),(3 1096468.6),(4 1675117.4),(5 2214571.8),(6 2668110.5),(7 2993748.5),(8 3173174),(9 3214748),(10 3149874),(11 2999225.8),(12 2807709.5),(13 2632470.5),(14 2524200.3),(15 2524431.5),(16 2629910),(17 2809728.5),(18 3004809),(19 3186363.3),(20 3336132.8),(21 3448419.3),(22 3491501.5),(23 3443582),(24 3324351.5),(25 3160441.8),(26 2980119.8),(27 2810053.8),(28 2684784),(29 2633192.8),(30 2648073),(31 2729790.5),(32 2849859.8),(33 2978098.5),(34 3084042.3),(35 3128920.8),(36 3092853.3),(37 2991921),(38 2849366.3),(39 2679396.5),(40 2500253),(41 2353183),(42 2285743.5),(43 2315923.3),(44 2409425.5),(45 2516756.8),(46 2631877.3),(47 2754656.8),(48 2855047.8),(49 2926782.5),(50 2953087),(51 2931481.3),(52 2866552.8),(53 2767035.3),(54 2648790.3),(55 2531185.3),(56 2447484),(57 2431249.3),(58 2496079.5),(59 2628468),(60 2799927.5),(61 2968863.5),(62 3070606.3),(63 3083952.8),(64 3019357.3),(65 2907733.3),(66 2772709),(67 2633509),(68 2501347.5),(69 2388792.8),(70 2329466.5),(71 2343850.3),(72 2417630.8),(73 2543228.5),(74 2685598.5),(75 2825308.8),(76 2936350),(77 2996523.3),(78 2985681),(79 2919062.8),
(1 148414.25),(2 518693.88),(3 1017287.7),(4 1562620.8),(5 2075656),(6 2494833),(7 2797053.3),(8 2988693),(9 3075678.5),(10 3073037),(11 3001973),(12 2905298.5),(13 2810604.5),(14 2735192.8),(15 2695571),(16 2696276.3),(17 2730308.5),(18 2770627.5),(19 2795853.3),(20 2797834.8),(21 2779357.5),(22 2749716.8),(23 2728929.5),(24 2710802.5),(25 2671064),(26 2607920.5),(27 2532486.5),(28 2460308),(29 2390265.5),(30 2308764),(31 2237897),(32 2167481),(33 2112761.3),(34 2068726.8),(35 2037007.5),(36 2010032.1),(37 1991249.4),(38 1972099),(39 1963736.1),(40 1971472.8),(41 2003466),(42 2077237.6),(43 2191208),(44 2304063.8),(45 2413151.5),(46 2536760),(47 2675270.5),(48 2803774),(49 2904803),(50 2970207),(51 2991464),(52 2960562.8),(53 2895127.5),(54 2807975.3),(55 2721392.5),(56 2651563),(57 2591787.5),(58 2539051.5),(59 2493143.5),(60 2452942.5),(61 2426808.5),(62 2401912),(63 2371068.3),(64 2349519.3),(65 2360002.8),(66 2401835),(67 2465000),(68 2538179.5),(69 2611956.5),(70 2697397.8),(71 2783992),(72 2850102.3),(73 2903099.3),(74 2920939.5),(75 2903068.5),(76 2832361.8),(77 2735729.5),(78 2637197.5),(79 2553702),
(1 151993.13),(2 527357.25),(3 1017379.9),(4 1524059.4),(5 1968898.4),(6 2308052.8),(7 2532466),(8 2658081.3),(9 2715294.3),(10 2720082.5),(11 2673199.8),(12 2583561),(13 2480442.5),(14 2396271.3),(15 2345479.3),(16 2327474.5),(17 2342701.5),(18 2390918.5),(19 2449034.3),(20 2498185.5),(21 2517217.3),(22 2514795.8),(23 2503925.3),(24 2489218.5),(25 2470560),(26 2448429.5),(27 2414744.3),(28 2379950.3),(29 2323375.3),(30 2244023),(31 2149172),(32 2047778),(33 1954950),(34 1880536),(35 1823613.4),(36 1790905.1),(37 1796642.4),(38 1863822.8),(39 1981575.1),(40 2126093),(41 2283386.3),(42 2435984.3),(43 2558451),(44 2629588),(45 2663680.5),(46 2653504.8),(47 2610755.5),(48 2552987.8),(49 2506331.8),(50 2481302.3),(51 2487482.8),(52 2517549.5),(53 2552103),(54 2573624.8),(55 2577959.3),(56 2556635.5),(57 2496143.3),(58 2427615),(59 2368526.3),(60 2318700),(61 2287892.3),(62 2273724.8),(63 2278039.8),(64 2309268),(65 2353998.8),(66 2391453.5),(67 2419141.5),(68 2435750.3),(69 2445252),(70 2455643.3),(71 2460025.3),(72 2459620),(73 2470790.5),(74 2475277),(75 2470667.3),(76 2425288.5),(77 2358440.5),(78 2284837.5),(79 2204440.8),
(1 160094.89),(2 560681.06),(3 1087400.9),(4 1629243),(5 2099629),(6 2438945.3),(7 2630498.5),(8 2688490.5),(9 2637178),(10 2513597.3),(11 2357604),(12 2236424),(13 2170775),(14 2162891),(15 2218183.8),(16 2313475.5),(17 2410685.3),(18 2475621.8),(19 2498448),(20 2469741.8),(21 2383220.5),(22 2245051.8),(23 2100284.8),(24 1979429.5),(25 1906493.6),(26 1877345),(27 1901567.4),(28 1957146.5),(29 2016003.4),(30 2054206.9),(31 2070007.8),(32 2045928.3),(33 1982922.3),(34 1903142.4),(35 1839817.9),(36 1803117.6),(37 1800310.9),(38 1840124),(39 1927915.6),(40 2050820.1),(41 2172243.8),(42 2265452.3),(43 2317931.5),(44 2329275),(45 2324469.3),(46 2301509),(47 2264849.8),(48 2226070.5),(49 2213681),(50 2226653.5),(51 2259518.8),(52 2297905.3),(53 2321574.8),(54 2309909),(55 2270902),(56 2202695.3),(57 2130187.5),(58 2093440.3),(59 2097557),(60 2133099.5),(61 2173184),(62 2210145),(63 2240817),(64 2266124.8),(65 2283496.8),(66 2285282.3),(67 2269504.8),(68 2249439),(69 2231539.8),(70 2233314),(71 2247213.8),(72 2269969.3),(73 2306475),(74 2339296),(75 2356636.5),(76 2328217.3),(77 2277635.3),(78 2220204.8),(79 2166614.8),
(1 135873.16),(2 464677.66),(3 888614.7),(4 1325440),(5 1701954.1),(6 1957787.1),(7 2088995.8),(8 2120781),(9 2070137.8),(10 1973641.4),(11 1874506.6),(12 1817634.4),(13 1802710),(14 1823019.4),(15 1875317.4),(16 1927170.9),(17 1974869.4),(18 2008301.8),(19 2015120.9),(20 2006890.9),(21 1986303.4),(22 1963003.5),(23 1941179.8),(24 1896924.5),(25 1842163),(26 1770642.1),(27 1697298.4),(28 1619191.8),(29 1558534.5),(30 1513278.6),(31 1497570.1),(32 1516019.3),(33 1555918.5),(34 1605768.5),(35 1661136.1),(36 1716213.6),(37 1762683.1),(38 1798697.4),(39 1835414.8),(40 1882068.5),(41 1935014.6),(42 1994395.1),(43 2062587.4),(44 2127927.3),(45 2167883.8),(46 2151554.3),(47 2086129.8),(48 1993764),(49 1890178),(50 1776763.6),(51 1683101.9),(52 1624569),(53 1604856),(54 1624740.1),(55 1663312.4),(56 1703806.3),(57 1752304.4),(58 1813100.6),(59 1869393.4),(60 1906275.5),(61 1915454.5),(62 1909724.5),(63 1886384.6),(64 1855294.3),(65 1830292.8),(66 1818177.5),(67 1815286.3),(68 1806061.3),(69 1791133.4),(70 1775691.9),(71 1757164.3),(72 1733059.4),(73 1710799.5),(74 1716848.1),(75 1750787.3),(76 1801360.6),(77 1860010.9),(78 1914623.4),(79 1970759.8),
(1 153977.38),(2 520822.88),(3 978084.06),(4 1427445.8),(5 1787404.3),(6 2004267.5),(7 2084268.5),(8 2061115.5),(9 1988074.3),(10 1895353.9),(11 1806244.9),(12 1738272.5),(13 1707794),(14 1715248.4),(15 1746878.8),(16 1787989),(17 1826337.3),(18 1846550.5),(19 1842992),(20 1815119.6),(21 1768561.6),(22 1731142),(23 1712696.5),(24 1695623.9),(25 1674717.8),(26 1661571.4),(27 1658467.4),(28 1635403.5),(29 1602157.4),(30 1573235.4),(31 1561194),(32 1568788.3),(33 1604295.1),(34 1679951.1),(35 1781645.3),(36 1887759.9),(37 1969187.5),(38 2020848.1),(39 2033260.3),(40 2004861.4),(41 1939768),(42 1854450.6),(43 1785987.5),(44 1767498.8),(45 1784529.5),(46 1828488.1),(47 1885630.5),(48 1928489.3),(49 1940613.3),(50 1910467.4),(51 1858661.3),(52 1821256.9),(53 1809428.9),(54 1820176.4),(55 1846756.9),(56 1882728.1),(57 1924754.6),(58 1965271.5),(59 1991071.5),(60 2000402),(61 1983003.9),(62 1942609.3),(63 1891180.6),(64 1846822.1),(65 1836400.4),(66 1854461.6),(67 1891087.5),(68 1938172.1),(69 1986774.5),(70 2031581.3),(71 2064198.4),(72 2089513.6),(73 2105393),(74 2118153.5),(75 2129307),(76 2125702.3),(77 2112152.5),(78 2092514.6),(79 2073764.1),
(1 132050.48),(2 442633.2),(3 823948.2),(4 1184054.5),(5 1460313.1),(6 1621329.8),(7 1671332.1),(8 1646862),(9 1586707.3),(10 1514389),(11 1465688.8),(12 1458644.6),(13 1484462.4),(14 1528525.9),(15 1576619.5),(16 1609711.9),(17 1620418),(18 1603325.5),(19 1571856.8),(20 1531616.8),(21 1495870.3),(22 1474350.1),(23 1467184),(24 1466591.3),(25 1464846.9),(26 1453164.9),(27 1437596.8),(28 1419651.5),(29 1399957.1),(30 1378364.8),(31 1362513.1),(32 1363930.8),(33 1379131.5),(34 1412449.9),(35 1453958),(36 1490236.3),(37 1514601.6),(38 1526963.4),(39 1513290.6),(40 1474342.3),(41 1439592),(42 1441373.4),(43 1485621.4),(44 1548924.3),(45 1608801.4),(46 1661590.3),(47 1701936.5),(48 1712882),(49 1689631.5),(50 1631718),(51 1544912),(52 1469375),(53 1428789.8),(54 1433203),(55 1474531.3),(56 1532715.5),(57 1584792.4),(58 1618854.3),(59 1627392),(60 1613559.9),(61 1591437.9),(62 1553666.9),(63 1504839.1),(64 1471831.3),(65 1459562.9),(66 1461826.3),(67 1476767.9),(68 1506366.4),(69 1542521.3),(70 1568496.5),(71 1585073.4),(72 1597314.3),(73 1603207.9),(74 1600397.8),(75 1583373.4),(76 1563314.9),(77 1554176.5),(78 1553045.4),(79 1549012.1),
(1 117192.24),(2 386508.53),(3 714071.44),(4 1039691.94),(5 1303016.6),(6 1456329.8),(7 1502912.4),(8 1488183.9),(9 1443407.3),(10 1402048.4),(11 1391049),(12 1392140.1),(13 1382902.9),(14 1379015.4),(15 1381333.4),(16 1373103.1),(17 1348146.5),(18 1314108.1),(19 1287144.9),(20 1274272.9),(21 1280005.3),(22 1305250.3),(23 1328351.6),(24 1331306.1),(25 1308264.8),(26 1271514.4),(27 1238088),(28 1221073.4),(29 1215200.8),(30 1204083.5),(31 1182457.9),(32 1166489.8),(33 1181901.1),(34 1222511.5),(35 1258195.1),(36 1274601.8),(37 1273542),(38 1263136.4),(39 1244239.1),(40 1221324.5),(41 1203016.8),(42 1202066.4),(43 1212617.1),(44 1234748.1),(45 1269928.8),(46 1325628.1),(47 1385077.1),(48 1416930),(49 1429582.6),(50 1422185.3),(51 1395952.4),(52 1365816.5),(53 1335800.9),(54 1311974),(55 1281369.6),(56 1250331.9),(57 1232523.5),(58 1251422.6),(59 1307901.1),(60 1383445.8),(61 1437464.8),(62 1445333.5),(63 1419726.9),(64 1370293.3),(65 1306753.1),(66 1255358),(67 1242656.3),(68 1277816.1),(69 1345780.5),(70 1430115.5),(71 1509499),(72 1557095.5),(73 1567018.3),(74 1537605.4),(75 1470344),(76 1399600.3),(77 1353148.8),(78 1344754.4),(79 1365482.3),
(1 133579.86),(2 432027.66),(3 782442.9),(4 1108145),(5 1348505.3),(6 1472470.6),(7 1495622.5),(8 1455369.4),(9 1392699.4),(10 1346294.3),(11 1348035.8),(12 1366912),(13 1366176.8),(14 1337996),(15 1315638.5),(16 1304272.9),(17 1281233),(18 1257931),(19 1247962.5),(20 1259926.6),(21 1293395),(22 1339117.5),(23 1356537.5),(24 1339005.8),(25 1300910.6),(26 1249505.8),(27 1190183.8),(28 1163577.5),(29 1174296.4),(30 1213615),(31 1266697.6),(32 1326561),(33 1385484),(34 1420817.4),(35 1424490.6),(36 1403153.9),(37 1362671.8),(38 1313198),(39 1274640.8),(40 1257741.9),(41 1257739.4),(42 1277287.4),(43 1296272.6),(44 1310155.1),(45 1326666.6),(46 1341726.1),(47 1360534.3),(48 1393337.3),(49 1436623),(50 1469337.4),(51 1469469),(52 1447814.9),(53 1416429.1),(54 1389378.1),(55 1360744.3),(56 1334952.5),(57 1326646.5),(58 1339855.4),(59 1359411.9),(60 1383446.3),(61 1404093),(62 1424253.9),(63 1429177),(64 1407668.3),(65 1368315),(66 1327346.6),(67 1301708.4),(68 1296657.5),(69 1308429.8),(70 1333204.1),(71 1365861.8),(72 1386785.5),(73 1388446.5),(74 1384918.1),(75 1373261.8),(76 1350537.3),(77 1332400),(78 1322844.4),(79 1320896.6),
(1 118939.13),(2 382078.94),(3 674637.7),(4 932837),(5 1106192.1),(6 1175470),(7 1168184.4),(8 1134378.6),(9 1097048.5),(10 1073236.1),(11 1071861.1),(12 1088932.5),(13 1117733),(14 1141160.9),(15 1141331.3),(16 1116125.1),(17 1081351.9),(18 1045618.56),(19 1028545.44),(20 1026960.2),(21 1043361.75),(22 1074430.8),(23 1107401.6),(24 1130397.3),(25 1126686),(26 1095706.1),(27 1051565.4),(28 1021744),(29 1028609.1),(30 1064475.8),(31 1113050.5),(32 1171071.5),(33 1218570.1),(34 1230722.8),(35 1215851.5),(36 1181385.1),(37 1134433.1),(38 1091790.6),(39 1070996.9),(40 1068975),(41 1081084.8),(42 1093513.1),(43 1086869.8),(44 1070045.1),(45 1070349.4),(46 1088955.8),(47 1122005.4),(48 1158678.9),(49 1180012.5),(50 1173917.1),(51 1150196.5),(52 1126538.6),(53 1111863.6),(54 1107364.3),(55 1115312.1),(56 1124480.1),(57 1135045.1),(58 1149547.1),(59 1166139.1),(60 1183988.3),(61 1198421.4),(62 1197474.9),(63 1187028.9),(64 1181477.9),(65 1182234.9),(66 1183763.3),(67 1181861.1),(68 1183041.4),(69 1197020.5),(70 1232518.9),(71 1275895.5),(72 1293891.6),(73 1283673.1),(74 1272032.9),(75 1261952.6),(76 1250302.9),(77 1250792.9),(78 1252742),(79 1249500.8),
(1 114079.55),(2 371384.5),(3 657655),(4 895539.7),(5 1043920.2),(6 1098676.8),(7 1100645.1),(8 1093591),(9 1085688),(10 1085967),(11 1081610),(12 1059642.5),(13 1023916.8),(14 995896.6),(15 982072.2),(16 972244.7),(17 964186.2),(18 962757.6),(19 968962.1),(20 977528.6),(21 988409.9),(22 1008612.9),(23 1041233.2),(24 1067484.8),(25 1081541.6),(26 1080689),(27 1078098.8),(28 1074605.4),(29 1063981.4),(30 1057939.6),(31 1072327.8),(32 1099563.9),(33 1128553.8),(34 1146265),(35 1144740.8),(36 1125954.9),(37 1096668.9),(38 1071169.3),(39 1054851.6),(40 1040783.06),(41 1032800.6),(42 1025775.1),(43 1008490.9),(44 1001443.8),(45 1022225.2),(46 1053832.4),(47 1078398),(48 1091643),(49 1088295.5),(50 1071999.3),(51 1061025.3),(52 1059132.5),(53 1063267.5),(54 1070659.6),(55 1075348.9),(56 1064351),(57 1052518.8),(58 1054722),(59 1069590.9),(60 1090723.9),(61 1109663),(62 1103777.9),(63 1081251),(64 1052496.1),(65 1026677),(66 1011627.8),(67 1007270.56),(68 1011578.06),(69 1015558.06),(70 1030781),(71 1061194.6),(72 1096504.4),(73 1118089.6),(74 1120143.5),(75 1107190.8),(76 1083655.9),(77 1064317.5),(78 1043393.1),(79 1022186.5),
