1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 26606.576),(2 78131.766),(3 158913.77),(4 247314.8),(5 349207.6),(6 460992.66),(7 593721.8),(8 741978.5),(9 894128.7),(10 1061905.5),(11 1205806.8),(12 1391864.6),(13 1595438),(14 1838996.9),(15 2092199),(16 2372341.5),(17 2646730.8),(18 2878844.8),(19 3106013.3),(20 3341068.8),(21 3527405.8),(22 3718152.8),(23 3869973.8),(24 4016132.3),(25 4158960.8),(26 4315258.5),(27 4511376),(28 4718798),(29 4872248.5),(30 5004516.5),(31 5118376.5),(32 5221199.5),(33 5295673.5),(34 5334362.5),(35 5368952.5),(36 5367208),(37 5387543.5),(38 5369758.5),(39 5391203.5),(40 5392561),(41 5413556.5),(42 5390667.5),(43 5406772),(44 5405175.5),(45 5433193.5),(46 5458619.5),(47 5441473.5),(48 5415427.5),(49 5335831),(50 5319256.5),(51 5263508.5),(52 5254880),(53 5249698),(54 5306402.5),(55 5369416),(56 5502581.5),(57 5578189.5),(58 5678048),(59 5707999.5),(60 5752565.5),(61 5737264.5),(62 5751069.5),(63 5761493.5),(64 5796759.5),(65 5831612),(66 5923702),(67 5973850.5),(68 6079577.5),(69 6157234.5),(70 6225910),(71 6288409.5),(72 6332626.5),(73 6383984.5),(74 6426257.5),(75 6472273.5),(76 6487452.5),(77 6480052),(78 6459164),(79 6446189.5),
(1 20.74838),(2 25.715752),(3 27.201387),(4 29.248909),(5 30.939053),(6 32.530262),(7 33.64324),(8 34.660126),(9 35.394787),(10 35.945225),(11 36.148064),(12 36.319283),(13 36.917416),(14 37.857525),(15 37.439667),(16 37.659485),(17 38.172314),(18 38.1497),(19 38.714977),(20 38.864815),(21 38.79815),(22 38.88046),(23 38.817547),(24 38.612923),(25 38.83962),(26 39.476624),(27 38.740273),(28 38.52841),(29 38.415695),(30 38.95123),(31 38.756237),(32 39.002495),(33 39.066257),(34 39.3399),(35 38.9483),(36 38.768856),(37 38.987846),(38 40.264996),(39 39.603683),(40 39.964153),(41 39.514553),(42 39.66012),(43 39.474606),(44 39.37295),(45 39.219315),(46 39.34452),(47 39.21137),(48 38.864796),(49 39.27676),(50 39.814877),(51 39.60041),(52 39.697884),(53 39.496864),(54 39.293518),(55 39.487465),(56 39.390244),(57 39.522335),(58 39.365646),(59 39.19742),(60 39.664043),(61 40.097565),(62 40.563625),(63 40.4961),(64 40.436085),(65 41.275352),(66 41.590313),(67 41.701275),(68 41.82248),(69 41.77806),(70 41.78332),(71 42.02721),(72 42.19925),(73 41.86264),(74 42.349506),(75 41.600845),(76 41.413284),(77 41.195473),(78 42.20756),(79 41.691776),
(1 20.907476),(2 25.615368),(3 27.620337),(4 29.278975),(5 30.92417),(6 32.64776),(7 33.972054),(8 35.202564),(9 36.234543),(10 36.865993),(11 37.318428),(12 37.366146),(13 37.81215),(14 38.16694),(15 38.133358),(16 38.342228),(17 38.566673),(18 38.675705),(19 39.386333),(20 39.613983),(21 39.605026),(22 39.371937),(23 39.56939),(24 39.02456),(25 39.504833),(26 39.470318),(27 38.981457),(28 38.859932),(29 38.957596),(30 38.73228),(31 38.68562),(32 38.63647),(33 38.408432),(34 38.757496),(35 38.43714),(36 38.02337),(37 38.040478),(38 39.274788),(39 39.063694),(40 38.9758),(41 38.806118),(42 38.852253),(43 39.14744),(44 39.508003),(45 39.546333),(46 39.36054),(47 39.267284),(48 39.00068),(49 39.22921),(50 39.89854),(51 39.66522),(52 39.662586),(53 40.166046),(54 40.084805),(55 39.936726),(56 40.026558),(57 40.19165),(58 39.927902),(59 39.682293),(60 40.12431),(61 40.507706),(62 41.416428),(63 40.672047),(64 40.802826),(65 40.948727),(66 41.54379),(67 41.344627),(68 41.276085),(69 41.6753),(70 42.101532),(71 42.106167),(72 42.469147),(73 42.006477),(74 42.256832),(75 41.532593),(76 41.556007),(77 41.21069),(78 41.786694),(79 41.810402),
(1 20.455166),(2 25.299654),(3 27.39508),(4 28.902313),(5 30.659958),(6 32.425606),(7 33.308414),(8 34.03945),(9 35.17473),(10 35.68121),(11 36.1392),(12 36.107788),(13 36.674313),(14 37.42086),(15 37.12582),(16 37.225628),(17 37.53868),(18 37.940125),(19 38.344463),(20 38.06787),(21 38.1685),(22 38.1021),(23 38.198566),(24 37.84536),(25 38.178696),(26 38.53677),(27 37.5018),(28 37.836952),(29 37.83485),(30 37.71152),(31 37.86273),(32 37.818382),(33 37.739403),(34 38.077038),(35 38.089256),(36 37.49227),(37 37.534016),(38 38.44222),(39 38.065765),(40 37.75573),(41 37.41693),(42 37.28994),(43 37.650124),(44 37.622345),(45 37.57524),(46 37.588417),(47 37.45488),(48 37.2165),(49 37.423603),(50 38.002785),(51 37.605644),(52 37.827232),(53 38.686764),(54 38.807426),(55 38.815273),(56 38.342117),(57 38.38401),(58 38.483887),(59 38.10769),(60 38.607212),(61 39.070488),(62 40.04313),(63 39.224033),(64 39.63797),(65 39.12523),(66 39.299297),(67 40.163574),(68 40.051975),(69 40.486584),(70 40.500942),(71 40.37872),(72 41.051483),(73 40.48239),(74 40.66291),(75 39.68985),(76 39.76067),(77 39.849224),(78 40.517647),(79 40.286366),
(1 20.190603),(2 24.773474),(3 26.851019),(4 29.055265),(5 30.87822),(6 32.17676),(7 33.258522),(8 34.153187),(9 35.369556),(10 35.923466),(11 36.44674),(12 36.665558),(13 37.319553),(14 37.88212),(15 37.14365),(16 37.35289),(17 37.54814),(18 37.91434),(19 38.239384),(20 38.06326),(21 38.355022),(22 38.461056),(23 38.308743),(24 38.03376),(25 38.254776),(26 38.79078),(27 38.105873),(28 38.100006),(29 37.82234),(30 37.62055),(31 37.960617),(32 37.676067),(33 37.66571),(34 38.18477),(35 37.87554),(36 37.49488),(37 37.710037),(38 38.83681),(39 38.2589),(40 38.368084),(41 38.12566),(42 38.403793),(43 38.40003),(44 38.435917),(45 38.485615),(46 38.3602),(47 38.35209),(48 38.178295),(49 38.71019),(50 38.880318),(51 38.75097),(52 38.742012),(53 39.255814),(54 39.69574),(55 39.692406),(56 39.505337),(57 39.05288),(58 39.29582),(59 39.05986),(60 39.705265),(61 40.30892),(62 40.782673),(63 40.158215),(64 40.375607),(65 40.308613),(66 40.514347),(67 40.919365),(68 41.30592),(69 41.40824),(70 41.79634),(71 41.48534),(72 41.96486),(73 41.969784),(74 41.912094),(75 40.716278),(76 40.70709),(77 40.974064),(78 41.483757),(79 41.784454),
(1 20.002596),(2 24.577686),(3 25.937355),(4 27.73886),(5 29.51491),(6 31.032164),(7 32.072144),(8 32.682285),(9 33.642147),(10 34.398636),(11 35.144253),(12 34.771446),(13 35.527443),(14 36.165657),(15 35.948345),(16 36.19056),(17 36.219814),(18 35.994217),(19 36.173443),(20 36.33841),(21 36.97889),(22 37.281384),(23 36.94155),(24 36.71936),(25 37.037045),(26 37.937946),(27 37.195343),(28 36.900375),(29 36.33701),(30 36.735027),(31 36.835712),(32 36.883068),(33 36.873234),(34 37.285427),(35 36.957584),(36 36.732567),(37 36.933033),(38 37.869644),(39 37.476086),(40 37.63012),(41 37.379692),(42 37.290863),(43 37.386646),(44 37.212017),(45 37.454533),(46 37.407665),(47 37.27544),(48 37.06158),(49 37.431282),(50 37.691208),(51 37.368713),(52 37.735447),(53 37.946983),(54 37.999504),(55 37.903202),(56 37.817635),(57 37.54534),(58 37.462543),(59 37.03415),(60 37.24405),(61 37.690876),(62 38.856167),(63 38.18877),(64 38.54625),(65 38.511703),(66 38.79695),(67 39.03139),(68 39.129444),(69 39.381783),(70 39.53151),(71 39.79459),(72 40.024765),(73 39.661846),(74 40.21906),(75 39.10113),(76 39.66273),(77 39.673267),(78 39.922478),(79 40.089027),
(1 20.369396),(2 25.128918),(3 26.66896),(4 28.482422),(5 30.290754),(6 31.568415),(7 33.066845),(8 34.29064),(9 35.127617),(10 35.524357),(11 36.426712),(12 36.26304),(13 36.75093),(14 37.109188),(15 37.292774),(16 37.26917),(17 37.577007),(18 37.643814),(19 37.76247),(20 37.684826),(21 37.814857),(22 37.781982),(23 37.77326),(24 37.344654),(25 37.318085),(26 37.96712),(27 37.652145),(28 36.884),(29 36.614456),(30 36.780876),(31 36.607986),(32 37.043175),(33 37.23248),(34 37.087044),(35 37.119793),(36 36.994965),(37 37.33355),(38 37.655514),(39 37.269848),(40 37.06454),(41 37.103455),(42 37.25834),(43 37.60699),(44 37.474636),(45 37.55897),(46 37.36243),(47 37.620083),(48 37.112045),(49 37.76292),(50 38.17552),(51 38.02671),(52 38.404243),(53 38.955254),(54 38.972862),(55 38.92637),(56 38.839157),(57 38.920586),(58 38.640682),(59 38.496136),(60 38.41132),(61 38.86433),(62 39.61699),(63 39.383022),(64 39.618862),(65 39.374424),(66 39.635857),(67 40.08481),(68 40.29038),(69 40.091423),(70 39.97098),(71 40.40933),(72 40.7896),(73 40.783974),(74 40.914776),(75 39.859394),(76 40.33865),(77 39.898476),(78 40.250916),(79 40.100166),
(1 20.151796),(2 24.68212),(3 26.236032),(4 27.8968),(5 29.678427),(6 30.923529),(7 31.7432),(8 33.222214),(9 34.12663),(10 34.423225),(11 34.923233),(12 34.970154),(13 35.54332),(14 36.17811),(15 35.939644),(16 36.00743),(17 36.497868),(18 36.112698),(19 36.68209),(20 36.75382),(21 36.775944),(22 36.954723),(23 36.97815),(24 37.051758),(25 37.22211),(26 38.38195),(27 37.527676),(28 37.41952),(29 36.913544),(30 36.959393),(31 37.14262),(32 37.040947),(33 37.1856),(34 36.951347),(35 36.656208),(36 36.88519),(37 37.20139),(38 37.89434),(39 37.609116),(40 37.587772),(41 37.388985),(42 37.28247),(43 37.223316),(44 37.10468),(45 36.991516),(46 37.086025),(47 37.131607),(48 37.19712),(49 37.10475),(50 37.83519),(51 37.19799),(52 37.23902),(53 37.298344),(54 37.740547),(55 37.496315),(56 37.547684),(57 37.39951),(58 37.27428),(59 37.056713),(60 37.010803),(61 37.549667),(62 38.127045),(63 38.323734),(64 38.465393),(65 38.725006),(66 39.08767),(67 39.318275),(68 39.66563),(69 39.575275),(70 39.831966),(71 39.939632),(72 40.142498),(73 40.088184),(74 40.391953),(75 39.55191),(76 39.23493),(77 39.220116),(78 39.944874),(79 39.89586),
(1 19.736681),(2 23.893082),(3 25.728542),(4 27.647947),(5 29.149132),(6 30.511322),(7 31.379927),(8 32.749447),(9 33.660988),(10 33.835037),(11 34.66569),(12 34.777473),(13 35.261417),(14 35.948303),(15 35.688343),(16 35.67166),(17 35.879333),(18 35.727825),(19 36.297256),(20 36.00838),(21 36.242226),(22 36.45999),(23 36.202015),(24 36.32067),(25 36.50843),(26 36.947536),(27 36.71637),(28 36.720062),(29 36.19442),(30 36.378387),(31 36.350784),(32 36.362587),(33 36.512363),(34 36.432503),(35 36.544247),(36 36.350803),(37 36.545433),(38 37.418556),(39 37.24332),(40 37.376083),(41 37.424576),(42 37.40252),(43 37.482914),(44 37.767914),(45 37.721165),(46 37.873585),(47 37.298775),(48 37.02382),(49 37.498783),(50 37.92362),(51 37.627743),(52 37.880928),(53 37.789227),(54 37.64695),(55 37.7727),(56 37.69683),(57 37.32266),(58 37.97481),(59 37.585583),(60 37.75655),(61 38.073055),(62 38.299133),(63 38.439007),(64 38.70012),(65 38.955017),(66 39.318756),(67 39.921772),(68 39.733276),(69 39.562057),(70 39.743797),(71 39.888035),(72 39.67508),(73 39.640617),(74 40.099964),(75 39.678566),(76 39.36326),(77 39.273037),(78 39.997833),(79 40.326107),
(1 19.663624),(2 24.04569),(3 26.085117),(4 28.036654),(5 29.999662),(6 30.98914),(7 32.1285),(8 33.32846),(9 34.33838),(10 34.94443),(11 35.68501),(12 35.726475),(13 36.33259),(14 37.438744),(15 36.944653),(16 36.811615),(17 36.798443),(18 37.036457),(19 37.120827),(20 37.200157),(21 37.125504),(22 37.49097),(23 37.508232),(24 37.322014),(25 37.530376),(26 38.243805),(27 37.731163),(28 37.603104),(29 37.165314),(30 36.954094),(31 37.187855),(32 37.52216),(33 37.346687),(34 37.261776),(35 37.330467),(36 36.62571),(37 36.89954),(38 38.012577),(39 36.941948),(40 37.13478),(41 36.699802),(42 36.853096),(43 36.993603),(44 36.839344),(45 36.659416),(46 37.150246),(47 36.924053),(48 36.42035),(49 36.7487),(50 37.659943),(51 37.120518),(52 37.569695),(53 37.643314),(54 37.565247),(55 37.736248),(56 37.62682),(57 37.673058),(58 37.539772),(59 37.824345),(60 37.67506),(61 37.982918),(62 38.77179),(63 38.402256),(64 38.456562),(65 38.900845),(66 38.69907),(67 39.83949),(68 39.625214),(69 39.43365),(70 39.4513),(71 39.83325),(72 39.826893),(73 40.395897),(74 40.561188),(75 39.627953),(76 39.331463),(77 39.527225),(78 40.2511),(79 40.362495),
(1 19.464548),(2 23.261913),(3 25.111929),(4 26.658316),(5 28.295164),(6 29.557964),(7 30.891182),(8 31.847795),(9 33.051983),(10 33.249565),(11 33.731144),(12 33.889538),(13 34.32086),(14 34.87826),(15 34.748077),(16 34.58427),(17 34.2167),(18 34.462807),(19 34.893566),(20 34.876152),(21 34.648197),(22 34.87775),(23 35.075584),(24 34.766006),(25 34.948463),(26 35.57564),(27 35.063187),(28 34.710426),(29 34.47668),(30 34.545036),(31 34.78883),(32 35.06601),(33 35.077904),(34 35.300217),(35 35.38078),(36 35.22941),(37 35.65166),(38 36.168797),(39 35.70234),(40 35.797375),(41 35.38354),(42 35.779026),(43 35.782944),(44 35.61039),(45 35.66346),(46 35.878002),(47 35.391964),(48 35.48356),(49 35.502037),(50 36.25568),(51 35.83588),(52 36.07963),(53 36.28016),(54 36.530193),(55 36.46409),(56 36.33549),(57 36.413395),(58 36.18179),(59 36.22221),(60 36.494705),(61 36.735916),(62 37.637283),(63 37.12238),(64 36.813145),(65 37.358185),(66 37.36927),(67 37.9105),(68 37.756233),(69 37.522213),(70 37.92404),(71 38.254135),(72 38.332413),(73 38.394733),(74 38.441906),(75 37.840733),(76 37.72978),(77 37.782223),(78 38.150063),(79 38.403763),
(1 19.521544),(2 23.912437),(3 25.736313),(4 27.466997),(5 28.903765),(6 30.163412),(7 31.192966),(8 32.04147),(9 33.080505),(10 33.414635),(11 33.82009),(12 34.108074),(13 34.586864),(14 35.32708),(15 35.060555),(16 35.265343),(17 35.14053),(18 35.497574),(19 35.82219),(20 35.897835),(21 35.64699),(22 35.906116),(23 36.08357),(24 35.99203),(25 36.23524),(26 36.255863),(27 36.315094),(28 35.643158),(29 35.204037),(30 35.46756),(31 35.48977),(32 35.42981),(33 35.656666),(34 35.695454),(35 35.737274),(36 35.54575),(37 35.984238),(38 36.788544),(39 36.30427),(40 36.632404),(41 36.02174),(42 36.596153),(43 36.242447),(44 36.393475),(45 36.16618),(46 36.189713),(47 35.955677),(48 35.930405),(49 36.290375),(50 36.88555),(51 36.08432),(52 36.44294),(53 36.55354),(54 36.867058),(55 36.46176),(56 36.397762),(57 36.60899),(58 36.50849),(59 36.70066),(60 37.020615),(61 37.022953),(62 37.319813),(63 37.00656),(64 37.434193),(65 37.747498),(66 37.77278),(67 38.147354),(68 38.09618),(69 38.490833),(70 38.34796),(71 38.70394),(72 38.728367),(73 38.77333),(74 38.667057),(75 37.548637),(76 37.927715),(77 38.07551),(78 38.883354),(79 38.582756),
(1 19.41575),(2 23.447937),(3 25.174038),(4 26.770374),(5 28.462694),(6 29.714127),(7 30.957684),(8 31.95641),(9 33.106647),(10 33.6372),(11 34.34542),(12 34.119293),(13 34.8686),(14 35.29948),(15 35.382545),(16 35.4133),(17 35.764977),(18 35.509426),(19 35.529114),(20 35.508137),(21 35.51289),(22 35.408466),(23 35.58029),(24 35.6175),(25 35.763668),(26 35.926003),(27 35.55569),(28 35.18147),(29 34.9599),(30 34.904007),(31 35.059704),(32 35.295685),(33 35.11768),(34 35.361893),(35 35.407574),(36 35.16552),(37 35.294613),(38 36.306057),(39 35.554256),(40 35.426506),(41 35.652622),(42 35.888683),(43 36.057964),(44 35.96639),(45 35.998657),(46 36.09508),(47 35.995605),(48 35.660435),(49 35.99796),(50 36.707516),(51 36.288998),(52 36.404663),(53 36.78661),(54 37.189346),(55 36.72952),(56 36.77817),(57 36.89965),(58 36.80296),(59 36.860115),(60 36.896305),(61 37.062492),(62 37.58404),(63 37.642498),(64 37.54024),(65 37.805737),(66 37.905334),(67 37.81662),(68 37.720284),(69 37.86492),(70 38.00075),(71 37.9918),(72 38.02413),(73 37.706306),(74 37.49941),(75 36.812122),(76 36.533997),(77 36.658028),(78 37.28471),(79 37.272602),
(1 18.845222),(2 23.253574),(3 24.887833),(4 26.637152),(5 28.138529),(6 29.363197),(7 30.65135),(8 31.483711),(9 32.430275),(10 32.896),(11 33.525684),(12 33.59297),(13 33.83482),(14 34.326893),(15 34.09603),(16 34.010002),(17 34.152344),(18 34.337643),(19 34.4136),(20 34.628204),(21 34.89518),(22 34.70034),(23 34.92859),(24 34.980564),(25 34.9968),(26 35.704956),(27 35.029446),(28 34.744987),(29 34.526978),(30 34.604816),(31 34.818684),(32 34.369816),(33 34.77021),(34 34.837784),(35 34.678577),(36 34.363728),(37 34.612717),(38 35.459084),(39 34.765007),(40 34.7657),(41 35.135506),(42 35.030743),(43 35.245277),(44 34.994766),(45 35.389736),(46 35.57868),(47 35.46631),(48 35.203403),(49 35.400562),(50 36.02177),(51 35.556347),(52 35.964054),(53 36.315956),(54 36.276608),(55 36.321434),(56 35.907032),(57 35.82219),(58 36.02984),(59 36.01891),(60 35.726776),(61 36.569195),(62 36.975605),(63 36.807766),(64 36.86418),(65 37.292114),(66 37.21675),(67 37.80985),(68 37.896896),(69 37.851116),(70 38.44814),(71 38.83234),(72 39.386414),(73 39.023445),(74 38.756107),(75 38.182625),(76 37.834503),(77 37.91032),(78 38.760616),(79 38.70561),
(1 19.148588),(2 23.55133),(3 25.221682),(4 26.955463),(5 28.372837),(6 29.618378),(7 30.708359),(8 31.453724),(9 32.58916),(10 33.156624),(11 33.860588),(12 33.954876),(13 34.47889),(14 35.22993),(15 35.479637),(16 35.376266),(17 35.510918),(18 35.642506),(19 35.69464),(20 35.591045),(21 35.91015),(22 35.79851),(23 35.903244),(24 35.941963),(25 36.067764),(26 37.138428),(27 36.308613),(28 36.335014),(29 35.92034),(30 35.633083),(31 35.641342),(32 35.6153),(33 35.69069),(34 35.84958),(35 35.709404),(36 35.93055),(37 35.900913),(38 36.96169),(39 36.48856),(40 36.502716),(41 37.037537),(42 37.049767),(43 36.898743),(44 36.748737),(45 36.933685),(46 36.887737),(47 36.553986),(48 36.56225),(49 36.807945),(50 36.900906),(51 36.644314),(52 37.071453),(53 37.354366),(54 37.391605),(55 37.58837),(56 37.049232),(57 37.42322),(58 36.850407),(59 37.002403),(60 36.998615),(61 37.335083),(62 38.253765),(63 38.26268),(64 38.09194),(65 38.59132),(66 38.71699),(67 39.011604),(68 38.931084),(69 39.21114),(70 38.883934),(71 39.2673),(72 39.396034),(73 39.355404),(74 38.760708),(75 38.257195),(76 37.937496),(77 38.01692),(78 38.684456),(79 38.89759),
(1 19.019213),(2 23.142382),(3 25.130781),(4 26.800154),(5 28.416647),(6 29.788782),(7 31.151413),(8 31.72659),(9 32.944378),(10 33.508778),(11 33.51905),(12 33.55852),(13 34.012833),(14 34.46829),(15 34.625637),(16 34.533596),(17 34.604176),(18 34.604847),(19 35.06072),(20 35.217766),(21 35.35443),(22 35.55331),(23 35.706547),(24 35.20426),(25 35.604843),(26 36.237232),(27 35.2589),(28 35.187634),(29 35.08342),(30 35.06232),(31 34.760048),(32 35.043404),(33 34.74416),(34 34.85161),(35 34.912617),(36 34.96891),(37 34.967342),(38 35.479015),(39 35.044403),(40 35.027172),(41 34.87408),(42 35.07339),(43 35.050495),(44 34.864258),(45 34.85722),(46 34.801174),(47 35.019665),(48 34.842697),(49 35.249184),(50 35.23027),(51 35.009495),(52 35.569027),(53 35.74189),(54 35.616917),(55 35.388042),(56 35.477024),(57 35.123707),(58 35.30382),(59 35.27569),(60 35.21114),(61 35.738693),(62 36.458),(63 36.21908),(64 35.852173),(65 36.006508),(66 36.431454),(67 36.68728),(68 36.441383),(69 36.777027),(70 37.050587),(71 36.895466),(72 37.180885),(73 37.2902),(74 37.205418),(75 36.582428),(76 36.576565),(77 36.937965),(78 37.36114),(79 37.105045),
(1 18.801083),(2 23.180882),(3 25.237011),(4 26.96081),(5 28.22207),(6 29.283178),(7 30.547586),(8 31.615885),(9 32.500114),(10 32.964535),(11 33.441),(12 33.41222),(13 33.87397),(14 34.62467),(15 34.24191),(16 34.398094),(17 34.41812),(18 34.288357),(19 35.03901),(20 35.341236),(21 35.442),(22 35.27643),(23 34.986492),(24 34.630077),(25 34.81418),(26 35.467827),(27 35.231224),(28 34.90493),(29 34.921623),(30 34.686996),(31 34.71307),(32 34.806534),(33 34.808044),(34 34.89498),(35 34.85051),(36 34.834175),(37 34.939167),(38 35.827595),(39 35.33098),(40 35.59298),(41 35.30222),(42 35.20567),(43 35.441628),(44 35.434647),(45 35.334053),(46 35.362747),(47 35.03528),(48 34.85644),(49 35.296932),(50 35.42878),(51 35.172054),(52 35.548393),(53 35.64836),(54 35.613056),(55 35.360527),(56 35.401726),(57 35.36247),(58 35.360744),(59 35.098858),(60 35.0377),(61 35.884983),(62 36.373886),(63 36.584343),(64 36.555485),(65 36.9028),(66 36.93857),(67 37.890877),(68 37.81072),(69 37.71523),(70 37.61906),(71 37.897736),(72 37.83097),(73 37.85508),(74 37.822243),(75 37.001446),(76 37.335808),(77 37.318695),(78 38.143517),(79 38.044464),
(1 18.752222),(2 22.886826),(3 25.094536),(4 26.197306),(5 28.048292),(6 29.29791),(7 30.629217),(8 31.569849),(9 32.344543),(10 32.896595),(11 33.398144),(12 33.448917),(13 33.807804),(14 34.287636),(15 33.752644),(16 34.222263),(17 34.20139),(18 34.41682),(19 34.56547),(20 34.695404),(21 34.77193),(22 34.735897),(23 34.55551),(24 34.316246),(25 34.41837),(26 34.843296),(27 34.618465),(28 34.35181),(29 34.25046),(30 34.115955),(31 34.158253),(32 34.02952),(33 33.62861),(34 34.125576),(35 34.236267),(36 33.848946),(37 34.156185),(38 34.715084),(39 34.28477),(40 34.791355),(41 34.60409),(42 34.658752),(43 34.693817),(44 35.007454),(45 35.03135),(46 35.261536),(47 35.075027),(48 34.90111),(49 34.76751),(50 35.78795),(51 35.472496),(52 35.870148),(53 36.20128),(54 36.10093),(55 35.71241),(56 35.70175),(57 35.847675),(58 36.078377),(59 35.581825),(60 35.677208),(61 36.00004),(62 36.579712),(63 36.271675),(64 36.578373),(65 36.696487),(66 36.96214),(67 37.03181),(68 37.241863),(69 37.201103),(70 37.553143),(71 38.044567),(72 37.69856),(73 37.955326),(74 38.073997),(75 37.180363),(76 37.095997),(77 36.824833),(78 37.62598),(79 37.71224),
