1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 6103.2407),(2 19725.537),(3 42438.06),(4 71741.72),(5 107966.6),(6 149594.78),(7 196959.02),(8 245519.95),(9 296464.28),(10 351243.1),(11 407099.8),(12 461390.34),(13 514552.1),(14 567911.9),(15 622495.56),(16 676466.06),(17 728662.06),(18 778294.44),(19 826862.7),(20 872122.25),(21 914503.4),(22 956717.56),(23 993419.75),(24 1027265.06),(25 1058213.1),(26 1088531.9),(27 1118840.4),(28 1146233.4),(29 1174268.6),(30 1200920),(31 1227884.1),(32 1254354.8),(33 1279410.1),(34 1302944.5),(35 1321674.8),(36 1339101.4),(37 1353730.1),(38 1361456.4),(39 1364810.4),(40 1366323),(41 1365399.8),(42 1365362.3),(43 1361031.9),(44 1357337.3),(45 1351876.3),(46 1347181.8),(47 1342235.6),(48 1335695.3),(49 1329061.6),(50 1320757.8),(51 1311997.1),(52 1303408.4),(53 1295474.3),(54 1289176.1),(55 1286223.6),(56 1285090.3),(57 1285320.9),(58 1286302.4),(59 1292265),(60 1296926.5),(61 1304729.6),(62 1318878.6),(63 1329385.9),(64 1345542.3),(65 1361460.4),(66 1380195.6),(67 1395321.6),(68 1415651.1),(69 1435770.4),(70 1457070.6),(71 1480429.6),(72 1500837.9),(73 1527087.9),(74 1550406.3),(75 1575483),(76 1600299.1),(77 1622534.4),(78 1645302.6),(79 1665263.1),
(1 6164.85),(2 19968.795),(3 42015.766),(4 70411.35),(5 104759.836),(6 142940.92),(7 183722.8),(8 226313.25),(9 268057.4),(10 311139.94),(11 352960.9),(12 392250.84),(13 429560.47),(14 465977.16),(15 504166.84),(16 540816.75),(17 578781.06),(18 616268.44),(19 651518.3),(20 685988.94),(21 719271.8),(22 753330.25),(23 783312.8),(24 812075.7),(25 838827.06),(26 863925.75),(27 887638.2),(28 908825.7),(29 928675.5),(30 947512.3),(31 962320.7),(32 976749.06),(33 991364.8),(34 1002076.44),(35 1011186.56),(36 1018407.25),(37 1020646.56),(38 1019032),(39 1014261),(40 1006932.44),(41 996487),(42 982851.75),(43 969738.5),(44 957290.7),(45 945434.06),(46 936294.5),(47 927249.56),(48 921309.7),(49 918563.06),(50 919804.94),(51 924214.5),(52 932967.56),(53 943416.44),(54 958588.94),(55 975148.94),(56 995108.75),(57 1014017.8),(58 1031078.44),(59 1046814.5),(60 1061015.4),(61 1076267.5),(62 1089862.1),(63 1104050),(64 1116112.3),(65 1125670.4),(66 1135777.5),(67 1143606.5),(68 1153274.6),(69 1159098.1),(70 1165851.4),(71 1171934.4),(72 1180411.1),(73 1188616.9),(74 1196925.6),(75 1201649.3),(76 1207313.9),(77 1211720.5),(78 1210851),(79 1208569.4),
(1 5896.8394),(2 18946.705),(3 39845.99),(4 66002.21),(5 96276.51),(6 129726.81),(7 164951.72),(8 201470.55),(9 237877.48),(10 274377.97),(11 312319.38),(12 347196.6),(13 380477.1),(14 412496.25),(15 444056.1),(16 472310.8),(17 499256.25),(18 526569.75),(19 551725),(20 575125.94),(21 598534.5),(22 620123.56),(23 639901.75),(24 657273.9),(25 675906.06),(26 695213.94),(27 715936.75),(28 734855.94),(29 754793.5),(30 775743.1),(31 792639.94),(32 809150.06),(33 825187.5),(34 839181.94),(35 851817.2),(36 860833.1),(37 865000.5),(38 867828.75),(39 865200.06),(40 863092.6),(41 859123.44),(42 854244.5),(43 849554.25),(44 845785.06),(45 842393.75),(46 841794.9),(47 839624.06),(48 839874.75),(49 842212.75),(50 843751.75),(51 844010.75),(52 844864.6),(53 845688.3),(54 846196.06),(55 842560.2),(56 836061.25),(57 828445.6),(58 819402.25),(59 809159.94),(60 801023.25),(61 791927.1),(62 784426.5),(63 779864),(64 775286.06),(65 771017.75),(66 771416.8),(67 772742.4),(68 778949.1),(69 784223.06),(70 791211.2),(71 798539.94),(72 807590.6),(73 816626),(74 828005.75),(75 842389.44),(76 854849.8),(77 867234.06),(78 880468.5),(79 892056.5),
(1 5658.7583),(2 17942.926),(3 37772.555),(4 62698.703),(5 91911.24),(6 124448.69),(7 159730.44),(8 196338.7),(9 233227.36),(10 271632.47),(11 312037.25),(12 351568.38),(13 391921.63),(14 432924.6),(15 470492.72),(16 506266.4),(17 540081.4),(18 573888.9),(19 603364.06),(20 630745.4),(21 654545.94),(22 675335.5),(23 694680.3),(24 712462.3),(25 728425.25),(26 741874),(27 756193.94),(28 766497.6),(29 776293.5),(30 785047.94),(31 793550.56),(32 798981.5),(33 801342.2),(34 802123.94),(35 801584.3),(36 801819.7),(37 799577.1),(38 798866),(39 794376.6),(40 793938.4),(41 792498.3),(42 793369.44),(43 792998.5),(44 794010.06),(45 798782.25),(46 805769.1),(47 813839.2),(48 824143.94),(49 834032.25),(50 844161.7),(51 853744.6),(52 863416.56),(53 872797.94),(54 883344.75),(55 892510.56),(56 900267.06),(57 906533.4),(58 912975.6),(59 915573.4),(60 918097.94),(61 919157.44),(62 918767.4),(63 918230.75),(64 915975.7),(65 912815.8),(66 909587.1),(67 904995.1),(68 897300.8),(69 889442.5),(70 880154.5),(71 870506),(72 862037.1),(73 853494.2),(74 843876.06),(75 838069.25),(76 830588.25),(77 823272.3),(78 816583.4),(79 810790.8),
(1 6366.337),(2 20679.738),(3 42990.875),(4 71066.766),(5 103810.54),(6 139266.38),(7 177558.89),(8 214785.38),(9 251341.88),(10 286647.34),(11 322166.28),(12 354621.66),(13 384497.75),(14 412771.63),(15 440135.13),(16 464168.13),(17 485912.75),(18 508285.66),(19 527935.3),(20 547037.44),(21 563002.25),(22 579690.44),(23 593830.1),(24 607586),(25 623236.7),(26 639946.25),(27 657495.5),(28 676650.4),(29 695091.2),(30 713207.6),(31 730630),(32 745965.44),(33 759178),(34 770112.4),(35 780238.06),(36 787107.6),(37 793879.7),(38 800276.06),(39 804251.3),(40 806878.4),(41 810239.2),(42 814937.75),(43 817760.5),(44 820892.44),(45 825952.44),(46 831200.06),(47 840566),(48 848392.8),(49 858338.9),(50 868102.56),(51 874336.9),(52 881769.56),(53 886390.8),(54 890307.2),(55 893618.56),(56 893061.6),(57 891152.1),(58 889034.1),(59 884792.9),(60 880333.1),(61 876456.9),(62 872591.2),(63 868262.4),(64 864550.9),(65 862211.44),(66 861222.44),(67 861364.56),(68 862545.44),(69 864721.7),(70 866702.3),(71 868624.8),(72 871297.2),(73 875599.56),(74 879608.75),(75 883516),(76 885969.1),(77 887707.75),(78 890449.94),(79 891091.75),
(1 6512.488),(2 21216.457),(3 43628.098),(4 71268.336),(5 104488.92),(6 141208.97),(7 180129.48),(8 218851.64),(9 258734),(10 298482.78),(11 340087.7),(12 378315.13),(13 415567.7),(14 450780.8),(15 486320.72),(16 517683.94),(17 547953.56),(18 578231.2),(19 603987.4),(20 627084),(21 645644.6),(22 662229.6),(23 676265.06),(24 688733.8),(25 699678.2),(26 709973.2),(27 720463.6),(28 729728.2),(29 737674.8),(30 745239.1),(31 751550.25),(32 755956.8),(33 759798.56),(34 763930.06),(35 767165.4),(36 769907.9),(37 774581.2),(38 777406.8),(39 782503),(40 786974.8),(41 793913.94),(42 800988.2),(43 805668.8),(44 811058.06),(45 816942.44),(46 821653.9),(47 824729.94),(48 826596.44),(49 830716.3),(50 835403),(51 838225.1),(52 842189.25),(53 845369.3),(54 847188.4),(55 849364.44),(56 850217.75),(57 849961.56),(58 847681.1),(59 845117.9),(60 841995.6),(61 838020),(62 832383.75),(63 824031.56),(64 816041.8),(65 807073.25),(66 796194.2),(67 784949.44),(68 772242.25),(69 760149.8),(70 746865.56),(71 734633.4),(72 724434.1),(73 714402.56),(74 706065.4),(75 700390.25),(76 696108.44),(77 695042.1),(78 696868.3),(79 700547.4),
(1 6795.011),(2 22543.102),(3 47145.75),(4 77651.6),(5 112804.91),(6 151578.05),(7 191712.5),(8 230537.22),(9 268724.63),(10 304756.88),(11 339736.6),(12 371462.13),(13 400880.44),(14 428413.25),(15 455615.84),(16 479607.63),(17 499609.56),(18 517265.75),(19 532248.44),(20 544734.25),(21 554575.8),(22 564319.7),(23 571909.1),(24 581104.2),(25 590260.9),(26 601953.5),(27 615309.44),(28 629824.4),(29 645947.1),(30 663184.2),(31 681297.6),(32 697997.7),(33 713545.8),(34 731437.25),(35 746228.1),(36 758317.44),(37 769540.56),(38 777724.6),(39 784021.2),(40 789469.1),(41 793376.8),(42 795457.94),(43 797235.5),(44 797732.2),(45 796388.3),(46 791850.7),(47 787999.75),(48 784730.44),(49 779834.06),(50 774344.06),(51 769135.75),(52 764906.94),(53 760469.25),(54 755734.8),(55 750351.8),(56 745962.44),(57 740180.1),(58 733871.1),(59 726310.94),(60 718517.94),(61 711235.9),(62 702952.2),(63 695075.3),(64 688525.7),(65 684855.7),(66 680595.4),(67 677604.6),(68 676357.56),(69 675542.56),(70 675134.5),(71 674625.9),(72 675151.9),(73 674011.06),(74 673850.06),(75 672244.25),(76 672056.75),(77 672311.4),(78 673767.7),(79 676654.94),
(1 6808.172),(2 22249.816),(3 46036.188),(4 76562.055),(5 112104.21),(6 151043.75),(7 192827.75),(8 233988.75),(9 275926),(10 316785.66),(11 357835.75),(12 395101.06),(13 427956.84),(14 459454.8),(15 490263.84),(16 517185.34),(17 542777.2),(18 567137.5),(19 589228.5),(20 609564.56),(21 628962.4),(22 647433.25),(23 664067.94),(24 679932.44),(25 696135.25),(26 711974.4),(27 728738.06),(28 744395),(29 760367.75),(30 774309.4),(31 787206.75),(32 797343.4),(33 807245.6),(34 815562.9),(35 822418.9),(36 826139.9),(37 828074.06),(38 828783.4),(39 828966.2),(40 828028.3),(41 826882.25),(42 825389.94),(43 821096.7),(44 814454.5),(45 804754),(46 790807.75),(47 774194.56),(48 756942.7),(49 737805.94),(50 719141.1),(51 702237.56),(52 686519.75),(53 671942.6),(54 660642.4),(55 650580.7),(56 641921.94),(57 635385.75),(58 629304.75),(59 626304.06),(60 623530.3),(61 622555.9),(62 622427.5),(63 620580.6),(64 619858.44),(65 618637),(66 617320.06),(67 614142.3),(68 610352.2),(69 607102.3),(70 603192),(71 598953.56),(72 594713.5),(73 591343.9),(74 589623.5),(75 588626.94),(76 588993.9),(77 589522.4),(78 591230.9),(79 593918.9),
(1 5701.8154),(2 18743.588),(3 38852.043),(4 63858.574),(5 92435.586),(6 124181.305),(7 156710.84),(8 188349.73),(9 219363.45),(10 249108.69),(11 279490.66),(12 306466.53),(13 331637),(14 354167.1),(15 375782.5),(16 395276.7),(17 412982.56),(18 430939.25),(19 446931.7),(20 461028.3),(21 474147.7),(22 486801.94),(23 497171.28),(24 506835.63),(25 515584.2),(26 523162.38),(27 532334.9),(28 538799.25),(29 544927.25),(30 551842.06),(31 558420.94),(32 563862.8),(33 568413.56),(34 573361.2),(35 577519.4),(36 581968.44),(37 585185),(38 588189.5),(39 590531.7),(40 593191.94),(41 595442.6),(42 597265.56),(43 596822.94),(44 596753.6),(45 596039.1),(46 593545.06),(47 590592.06),(48 586114.5),(49 581427.25),(50 575620.2),(51 569556.25),(52 562132.7),(53 554573.8),(54 549014.75),(55 544977.3),(56 540608),(57 538635.25),(58 536984.8),(59 536735.25),(60 537533.4),(61 538357.06),(62 538110.25),(63 534255),(64 530805.7),(65 525805.7),(66 520141.97),(67 512660.78),(68 504078.3),(69 497312.53),(70 491618.28),(71 488159.22),(72 487709.1),(73 490953.63),(74 498786.5),(75 511591.5),(76 527265.75),(77 546560.44),(78 566393.1),(79 586358.7),
(1 4876.728),(2 15581.517),(3 32437.244),(4 52630.418),(5 75410.8),(6 99634.836),(7 124648.625),(8 148206.63),(9 170251.14),(10 191180.97),(11 211215.78),(12 228786.08),(13 244876.78),(14 260133.33),(15 275511.13),(16 290165),(17 304933.25),(18 321057.38),(19 337167.2),(20 352870.3),(21 368653.47),(22 383104.16),(23 396383.5),(24 407552.06),(25 417578.7),(26 426084.47),(27 434151.5),(28 439999.38),(29 444642.1),(30 448030.1),(31 451563.97),(32 453525.47),(33 456640.06),(34 459531.5),(35 461044.1),(36 463148.97),(37 465717.4),(38 468290.75),(39 472842.66),(40 477771.84),(41 485811.7),(42 494591.94),(43 504723.63),(44 514430),(45 524485.44),(46 532499.8),(47 540423.1),(48 546140.8),(49 550505.4),(50 554144.5),(51 556147.1),(52 558819.8),(53 558902.9),(54 558231.25),(55 557024.6),(56 556720.8),(57 555248.1),(58 554633.25),(59 554680.75),(60 555500.9),(61 557587.9),(62 557456.9),(63 557437),(64 556496.44),(65 554172.25),(66 551492.1),(67 548226.56),(68 545695.25),(69 546047.44),(70 546919.94),(71 550525.44),(72 554157.94),(73 559921.8),(74 568112.4),(75 577899.7),(76 587558.6),(77 595875.9),(78 603923.25),(79 611593.75),
(1 4607.992),(2 14363.619),(3 29264.674),(4 46534.336),(5 65897.61),(6 85768.93),(7 105429.66),(8 124227.625),(9 142638.3),(10 161286),(11 179998.53),(12 197810.7),(13 214440.11),(14 230700.7),(15 246993.25),(16 262829.66),(17 278901.7),(18 295454),(19 311979.28),(20 327298.7),(21 342254.34),(22 356720.75),(23 369790.84),(24 381488.25),(25 391776.3),(26 401533.25),(27 409615.44),(28 416559.94),(29 422455.16),(30 425899),(31 428719.84),(32 431894.47),(33 435998.72),(34 441233.25),(35 448367.9),(36 455673.9),(37 462028.47),(38 468932.8),(39 478194.5),(40 488523.6),(41 501090.97),(42 515477.03),(43 527488.44),(44 538395),(45 547482.5),(46 555430.9),(47 562776.7),(48 569154.8),(49 574621.4),(50 579266.6),(51 582564.8),(52 586553.1),(53 588648.4),(54 589821.9),(55 591195.2),(56 592609.8),(57 592611.5),(58 592487.56),(59 592147.7),(60 591007.1),(61 587838.3),(62 582848.06),(63 576160.3),(64 569421.2),(65 563601.5),(66 557700.3),(67 551205.75),(68 544951),(69 539771),(70 533412.1),(71 527215.8),(72 521495.3),(73 515793.2),(74 509572.4),(75 502613.16),(76 495087.53),(77 487708.9),(78 478198.38),(79 470781.84),
(1 4533.326),(2 14258.383),(3 29229.71),(4 47444.977),(5 68192.68),(6 88560.23),(7 109707.57),(8 130087),(9 149284.1),(10 167393.19),(11 185408),(12 201519.27),(13 216174.8),(14 228695.33),(15 241115.81),(16 253470.14),(17 266127.9),(18 277983.4),(19 289016.4),(20 298896.78),(21 307912.47),(22 314933.63),(23 322258.6),(24 328954.2),(25 332760.38),(26 337945.03),(27 342941.88),(28 348174.63),(29 352859.1),(30 357865),(31 363901.56),(32 371551.4),(33 379876.4),(34 389068.88),(35 399327.1),(36 407980.38),(37 415154.44),(38 422002.56),(39 427225.13),(40 432853.47),(41 438035.38),(42 443668.44),(43 448938.22),(44 454817.84),(45 460710.34),(46 468119),(47 474555.06),(48 481616.56),(49 488535.88),(50 494354.66),(51 498930.44),(52 501840.88),(53 503104.34),(54 503023.44),(55 502931.66),(56 502391.13),(57 501615.5),(58 501126.34),(59 499318.06),(60 497409.88),(61 496273.66),(62 494422.44),(63 492226.88),(64 491108.66),(65 488516.66),(66 486573.88),(67 484702.16),(68 483214.78),(69 481223.63),(70 478438.44),(71 475344.84),(72 471107.78),(73 466092.16),(74 460058.03),(75 454320.63),(76 447772.47),(77 441464.72),(78 435144.2),(79 430572.2),
(1 4907.9883),(2 15512.224),(3 31010.816),(4 49365.99),(5 68895.984),(6 87312.24),(7 104779.79),(8 120371),(9 133981.1),(10 146458.6),(11 158974.31),(12 170146.8),(13 180402.16),(14 188527.89),(15 196776.23),(16 203488.1),(17 208774.77),(18 213435.81),(19 217593.98),(20 220938),(21 223799.81),(22 226550.39),(23 230291.8),(24 234174.11),(25 237504.56),(26 241501.44),(27 246332.48),(28 251699.9),(29 257256.95),(30 263007.84),(31 268813.25),(32 273764.94),(33 278400.5),(34 282056.44),(35 285245.5),(36 287373.16),(37 289270.78),(38 292120.84),(39 295390.25),(40 299444.16),(41 304073.7),(42 309944.2),(43 314431.22),(44 316565.44),(45 319191.4),(46 320327.3),(47 322246.06),(48 324325.63),(49 325913.3),(50 326599.13),(51 328304.2),(52 330066.03),(53 332923.3),(54 334623.56),(55 337305),(56 339008.25),(57 339636.06),(58 341060.16),(59 343271.28),(60 344569.47),(61 345640.22),(62 346126.6),(63 347652.13),(64 348207.38),(65 348773.44),(66 350238.38),(67 352051.06),(68 353717.25),(69 355030.28),(70 355890.56),(71 356807.16),(72 356932.4),(73 357289.9),(74 358184.03),(75 359628.72),(76 360734.88),(77 362249.2),(78 364323.6),(79 366116.22),
(1 4504.762),(2 14174.7705),(3 28168.705),(4 44175.098),(5 61024.105),(6 76380.21),(7 90399.305),(8 102779.93),(9 113899.55),(10 123941.336),(11 134079.58),(12 142343.3),(13 149589.75),(14 155941.64),(15 162562.72),(16 168377.4),(17 174618.63),(18 179374.17),(19 184611.05),(20 188344.22),(21 191190.1),(22 193678.06),(23 195672.44),(24 198553.72),(25 201229.17),(26 205407.36),(27 211542.56),(28 219721.56),(29 229995.95),(30 241209.6),(31 253710.2),(32 264648.3),(33 275675.3),(34 285903.38),(35 294139.3),(36 298461.38),(37 302559.8),(38 305206.88),(39 307279.13),(40 309027.16),(41 310680.84),(42 313672.53),(43 316079.22),(44 318582.38),(45 321308.06),(46 323674.28),(47 325375.34),(48 327075),(49 327452.1),(50 327021.5),(51 325663.2),(52 323752.5),(53 321283.44),(54 318680.94),(55 315983.47),(56 312386.25),(57 309611.03),(58 307500.56),(59 305853.88),(60 304389.66),(61 303199.72),(62 303118),(63 303065.13),(64 304021.8),(65 305139.97),(66 307047.4),(67 308312.88),(68 308853.44),(69 309548.97),(70 309094.66),(71 308900.84),(72 307660.44),(73 306916.97),(74 307555.84),(75 309681.44),(76 312506.34),(77 315923.28),(78 319705.8),(79 325113.8),
(1 4742.739),(2 14972.45),(3 30005.705),(4 47380.7),(5 65537.78),(6 83557.664),(7 101100.99),(8 116653.4),(9 131149.83),(10 144281.52),(11 156987.69),(12 166731.36),(13 174075.56),(14 180316.78),(15 185327.03),(16 190123.58),(17 194831.25),(18 198762.22),(19 203093.4),(20 206692.69),(21 209887.63),(22 213083.8),(23 215456),(24 218549.89),(25 222107.22),(26 227818.86),(27 235062.27),(28 243617.25),(29 252906.48),(30 262702.34),(31 271705.8),(32 279601.38),(33 286375.84),(34 292713.97),(35 298040.94),(36 300956.75),(37 302917.56),(38 304703.03),(39 307146.94),(40 308590.66),(41 310130.66),(42 312626.44),(43 313517.03),(44 314814.94),(45 314536.1),(46 312279.3),(47 310374.03),(48 309411.03),(49 307635.2),(50 307863.97),(51 308475.56),(52 310054.9),(53 311772.7),(54 313811.56),(55 316523.9),(56 319138.7),(57 321540.13),(58 324897.8),(59 327552.84),(60 329508.25),(61 329786.5),(62 330050),(63 328711.13),(64 326663.22),(65 322503.72),(66 316462.2),(67 310507.78),(68 303464.88),(69 296669.03),(70 291138.22),(71 287385.44),(72 285482.56),(73 285625.66),(74 288359.8),(75 293077.06),(76 297816.1),(77 301831.66),(78 306367.47),(79 310045.8),
(1 5310.7993),(2 17003.025),(3 34279.23),(4 54779.43),(5 76840.65),(6 98807.14),(7 120750),(8 140460.23),(9 158041.44),(10 173747.92),(11 187415.4),(12 198224.42),(13 205950.19),(14 213382.47),(15 220846.78),(16 227949.19),(17 235130.58),(18 241960.92),(19 247355.17),(20 251126.05),(21 253973.5),(22 254490.27),(23 254283.03),(24 253611.67),(25 253833.14),(26 255446.23),(27 257499.67),(28 259921.17),(29 262737.78),(30 265383.94),(31 267917.72),(32 270052.13),(33 272837.25),(34 275493.84),(35 279266.16),(36 281563.72),(37 283432),(38 285426.66),(39 287008.2),(40 288666.8),(41 289671.84),(42 290092.16),(43 290398.13),(44 291454.84),(45 292709.16),(46 294948.53),(47 297489),(48 302705.56),(49 307589.66),(50 313509.97),(51 318669.94),(52 323483.9),(53 326753.16),(54 329582.3),(55 331633.1),(56 332643.78),(57 332850.53),(58 331936.16),(59 330464.75),(60 328740.47),(61 325590.16),(62 321433.16),(63 316455.3),(64 310557.63),(65 302173.66),(66 292879.63),(67 284400.47),(68 275642.94),(69 267817.34),(70 261690.72),(71 255362.23),(72 251780.47),(73 249452.9),(74 248883.53),(75 251764.31),(76 254925.92),(77 259700.64),(78 266925.7),(79 276103.6),
(1 5337.4614),(2 17163.494),(3 34163.21),(4 53593.246),(5 74510.58),(6 95300.18),(7 114513.98),(8 131504.92),(9 146947.17),(10 161752.52),(11 175867.02),(12 187760.53),(13 198191.78),(14 207240.1),(15 214328.17),(16 218835.94),(17 222066.52),(18 222922.06),(19 223237.36),(20 221206.84),(21 218240.78),(22 214129.67),(23 210244.31),(24 207017.86),(25 205562.63),(26 205104),(27 207245.25),(28 210487.89),(29 214481.1),(30 218261.16),(31 221868.28),(32 225458.44),(33 228507.69),(34 231349.02),(35 233749.64),(36 235583.8),(37 237904.33),(38 241110.63),(39 244251.16),(40 248481.53),(41 251922.31),(42 254610.83),(43 256388.89),(44 256540.63),(45 256001.53),(46 254235.06),(47 252375.67),(48 251574.31),(49 251374.33),(50 251156),(51 251118.8),(52 251604.86),(53 251652.44),(54 253472.52),(55 254755.38),(56 257173.94),(57 259681.36),(58 262244.5),(59 265036.3),(60 267348.8),(61 269029.13),(62 268401.13),(63 267051.13),(64 262953.6),(65 255916.05),(66 247771.4),(67 239173.64),(68 230940.4),(69 223339.02),(70 218364.89),(71 214386.63),(72 213192.44),(73 213594.48),(74 214510.53),(75 216676.42),(76 218205.4),(77 219318.36),(78 220642.53),(79 223123.86),
(1 5093.1733),(2 16575.656),(3 32699.67),(4 51162.254),(5 70681.875),(6 88992.86),(7 105367.266),(8 119515.3),(9 131981.55),(10 143564.53),(11 154292.63),(12 163274.08),(13 171802.64),(14 179176.55),(15 186294.63),(16 191755.31),(17 196178.17),(18 198896.16),(19 200068.75),(20 199152.53),(21 196757.38),(22 193090.6),(23 189709.36),(24 187186.25),(25 184524.3),(26 182325.75),(27 181609.06),(28 181497.17),(29 181322.8),(30 181189.39),(31 180855.95),(32 180269.8),(33 180246.1),(34 180726.4),(35 181769.47),(36 183716.06),(37 185983.64),(38 188916.64),(39 192315.16),(40 195885.02),(41 198894.53),(42 201126.84),(43 202457.53),(44 203465.61),(45 203211.72),(46 202109.38),(47 200627.7),(48 198528.45),(49 195506.23),(50 192371.02),(51 190326.86),(52 189508.44),(53 190224.2),(54 193033.39),(55 197228.44),(56 202158.47),(57 208253.4),(58 215336.05),(59 222784.25),(60 229961.95),(61 236209.64),(62 240958.69),(63 244393),(64 246803.45),(65 247556.88),(66 246130.6),(67 243160),(68 238884),(69 234078.08),(70 229329.67),(71 224671.92),(72 220673.9),(73 216070.16),(74 211816.98),(75 206118.47),(76 200439.95),(77 194205),(78 188965.44),(79 184336.94),
(1 5215.443),(2 16811.44),(3 33385.113),(4 52288.168),(5 71462.414),(6 89070.13),(7 105271.22),(8 118695.49),(9 130804.664),(10 142383.61),(11 153097.88),(12 163365.5),(13 172004.86),(14 179923),(15 186911.58),(16 191720.36),(17 194432.02),(18 194667),(19 193002),(20 190157.02),(21 186290.48),(22 182291.17),(23 179190.52),(24 177437.67),(25 175977.64),(26 174651.25),(27 174280.3),(28 173692.42),(29 174039.3),(30 175402.3),(31 176179.8),(32 176709),(33 177007.69),(34 177142.23),(35 176897.88),(36 176509.3),(37 176112.25),(38 176573.92),(39 178003.42),(40 181001.2),(41 183826.36),(42 187494.38),(43 190708.36),(44 194189.14),(45 196425.02),(46 197165.5),(47 197883.88),(48 197100.75),(49 196839.23),(50 196598.64),(51 196890.8),(52 198574.92),(53 201680.92),(54 206417.17),(55 213207.55),(56 220609.42),(57 229913.2),(58 240195.67),(59 251492.2),(60 262515.66),(61 272942.03),(62 282510.9),(63 289725.44),(64 294640.6),(65 296409.78),(66 294223.4),(67 290369.22),(68 284362.78),(69 277456.7),(70 271079.66),(71 264019.44),(72 257305.38),(73 250222.44),(74 242361.58),(75 234728.39),(76 225879.81),(77 217690.39),(78 210380.5),(79 203309.67),
