1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 17659.686),(2 46870.813),(3 79923.93),(4 120837.22),(5 171979.58),(6 224080.77),(7 293979.16),(8 384323.16),(9 449568),(10 525092.8),(11 625627.56),(12 708068.5),(13 756629.25),(14 842475.7),(15 892961.56),(16 936597.5),(17 981804.44),(18 1047788.5),(19 1099057.6),(20 1198151.1),(21 1264354.6),(22 1327111.6),(23 1386123.8),(24 1456935.6),(25 1552306.4),(26 1639484),(27 1711579.1),(28 1838862.1),(29 1957042.4),(30 2069921.4),(31 2163977),(32 2271586.3),(33 2350756),(34 2442115),(35 2531897.5),(36 2632389.8),(37 2726735.8),(38 2812483),(39 2893768.8),(40 2970374.8),(41 3141488.8),(42 3235669.3),(43 3318097.8),(44 3419276.8),(45 3521837),(46 3621210.3),(47 3772822.8),(48 3892543),(49 4001789.8),(50 4101929.3),(51 4135121.3),(52 4152084),(53 4194371.5),(54 4214916.5),(55 4236594.5),(56 4319355),(57 4415134.5),(58 4530093.5),(59 4660266),(60 4841679.5),(61 4987553.5),(62 5128271.5),(63 5298339.5),(64 5451492.5),(65 5575262),(66 5737514.5),(67 5872354),(68 5958241.5),(69 6050374.5),(70 6140809.5),(71 6206655.5),(72 6321668),(73 6549212),(74 6806024),(75 7026505.5),(76 7275563.5),(77 7541754.5),(78 7756119.5),(79 7941409.5),
(1 53.869278),(2 66.35174),(3 70.97831),(4 73.96124),(5 76.10522),(6 78.01348),(7 80.96784),(8 82.315216),(9 82.495255),(10 83.24843),(11 83.002014),(12 83.53473),(13 84.236786),(14 84.77972),(15 85.39758),(16 85.08217),(17 86.05071),(18 85.56834),(19 85.16922),(20 86.64275),(21 86.06654),(22 86.12602),(23 86.8539),(24 85.51133),(25 85.37757),(26 86.66443),(27 86.85958),(28 86.69504),(29 87.15165),(30 86.14523),(31 86.84123),(32 88.37083),(33 87.13565),(34 87.54815),(35 88.56755),(36 88.665276),(37 88.99061),(38 91.02758),(39 90.32015),(40 90.02279),(41 91.459694),(42 90.4756),(43 90.721245),(44 90.44915),(45 90.42884),(46 90.48286),(47 91.30136),(48 92.01152),(49 91.95401),(50 93.27262),(51 92.84888),(52 93.20711),(53 93.4058),(54 92.44325),(55 93.231026),(56 94.975464),(57 93.79875),(58 93.45951),(59 94.271225),(60 93.63571),(61 94.077354),(62 94.38685),(63 93.97603),(64 94.567184),(65 94.362045),(66 94.983826),(67 95.35754),(68 94.24335),(69 93.39672),(70 94.768875),(71 94.263),(72 93.558105),(73 94.25813),(74 94.17525),(75 95.345634),(76 94.879364),(77 94.52196),(78 93.13152),(79 93.53391),
(1 53.512413),(2 65.02771),(3 69.35968),(4 72.56479),(5 74.39646),(6 76.7459),(7 78.87191),(8 79.63079),(9 80.47541),(10 80.67674),(11 81.30154),(12 81.256035),(13 81.74312),(14 82.82764),(15 83.199295),(16 84.008),(17 84.42473),(18 83.70932),(19 82.709045),(20 84.34354),(21 84.01484),(22 85.08706),(23 86.87188),(24 85.90529),(25 85.77151),(26 86.55687),(27 86.3826),(28 87.03677),(29 87.73608),(30 86.81786),(31 86.63437),(32 87.397545),(33 86.969696),(34 87.20888),(35 86.93223),(36 87.57188),(37 88.16444),(38 88.19408),(39 87.97418),(40 87.81688),(41 89.20203),(42 88.61139),(43 88.62327),(44 89.437195),(45 89.50733),(46 89.9999),(47 89.7216),(48 89.57402),(49 89.61907),(50 89.47288),(51 88.67753),(52 89.78861),(53 90.08698),(54 90.0654),(55 90.79015),(56 91.91823),(57 91.4049),(58 90.35279),(59 91.146935),(60 91.31829),(61 91.84278),(62 92.00963),(63 91.06026),(64 91.1107),(65 91.13351),(66 90.97045),(67 91.828026),(68 89.72162),(69 89.65881),(70 92.05565),(71 90.47364),(72 90.78781),(73 91.19009),(74 91.91588),(75 92.424194),(76 92.00872),(77 91.505615),(78 91.398796),(79 93.39019),
(1 53.1299),(2 63.718884),(3 67.861145),(4 71.21504),(5 72.40395),(6 74.06357),(7 76.06197),(8 79.08694),(9 80.17436),(10 79.85865),(11 80.205864),(12 81.191246),(13 81.376976),(14 81.51419),(15 81.173515),(16 82.63516),(17 82.84447),(18 82.71823),(19 82.12137),(20 82.95927),(21 82.52804),(22 83.04931),(23 84.65973),(24 84.14861),(25 83.59836),(26 84.27381),(27 84.74191),(28 85.28772),(29 86.30613),(30 85.613686),(31 85.394104),(32 86.60384),(33 86.665375),(34 86.63684),(35 86.910164),(36 85.70838),(37 86.23212),(38 86.549965),(39 85.60355),(40 85.31782),(41 85.91361),(42 86.134056),(43 86.12518),(44 87.547226),(45 87.242805),(46 87.4607),(47 87.46249),(48 87.67756),(49 87.24389),(50 88.30696),(51 87.02818),(52 86.70709),(53 87.06505),(54 88.026474),(55 88.151215),(56 88.666595),(57 88.18506),(58 88.230515),(59 89.36175),(60 88.65334),(61 88.43957),(62 89.925674),(63 88.87142),(64 89.45549),(65 89.2058),(66 88.72435),(67 89.32927),(68 88.06802),(69 87.45187),(70 89.16552),(71 88.95126),(72 87.71784),(73 89.65389),(74 89.304955),(75 89.90908),(76 90.34846),(77 89.829895),(78 89.308365),(79 91.58586),
(1 52.36438),(2 63.12024),(3 67.70959),(4 71.41878),(5 73.43318),(6 75.5679),(7 77.02942),(8 78.74108),(9 78.951),(10 79.68595),(11 79.608894),(12 79.41317),(13 80.81095),(14 81.89216),(15 81.38353),(16 82.34155),(17 82.66298),(18 82.57021),(19 82.75593),(20 83.54836),(21 83.521484),(22 83.2969),(23 83.801346),(24 83.71039),(25 83.4593),(26 85.473045),(27 85.05505),(28 85.44948),(29 86.09512),(30 85.66775),(31 85.536766),(32 86.417015),(33 86.84604),(34 87.2876),(35 88.19877),(36 87.034035),(37 87.11933),(38 87.65014),(39 87.6441),(40 87.047264),(41 86.63617),(42 87.132904),(43 86.27343),(44 87.47274),(45 87.30191),(46 87.27775),(47 87.24308),(48 86.67278),(49 86.84959),(50 87.20092),(51 86.31611),(52 86.02864),(53 87.17667),(54 87.11843),(55 87.68993),(56 88.67112),(57 87.97758),(58 88.0286),(59 88.3138),(60 88.066444),(61 88.85507),(62 89.44779),(63 89.02807),(64 90.82886),(65 90.414696),(66 91.06916),(67 91.28985),(68 90.42058),(69 90.28536),(70 90.61086),(71 90.62573),(72 90.69184),(73 92.23574),(74 91.96567),(75 92.07477),(76 92.235214),(77 91.33786),(78 90.34628),(79 92.22298),
(1 51.440228),(2 62.23637),(3 66.52168),(4 70.7427),(5 73.264015),(6 74.57513),(7 75.60478),(8 76.8159),(9 77.267395),(10 77.92389),(11 79.358444),(12 78.65407),(13 79.72182),(14 81.23741),(15 80.54171),(16 81.20689),(17 81.91137),(18 81.93545),(19 81.668686),(20 82.20748),(21 81.52512),(22 82.10627),(23 82.666794),(24 82.656876),(25 82.94038),(26 82.99215),(27 82.21992),(28 82.73193),(29 82.56359),(30 82.760704),(31 82.95806),(32 83.89367),(33 84.65397),(34 84.74038),(35 85.54478),(36 84.785904),(37 85.98697),(38 86.54496),(39 85.497604),(40 85.66134),(41 86.92416),(42 86.63084),(43 85.928474),(44 86.505455),(45 86.27205),(46 85.8252),(47 86.42115),(48 86.09104),(49 84.90788),(50 85.8383),(51 85.22977),(52 86.40104),(53 86.66111),(54 86.30753),(55 86.16878),(56 86.93894),(57 86.38963),(58 86.11341),(59 85.70946),(60 86.719635),(61 87.32959),(62 87.01797),(63 87.02128),(64 87.81636),(65 88.21595),(66 88.01833),(67 87.670654),(68 87.36824),(69 86.47718),(70 87.081635),(71 86.972275),(72 86.286705),(73 88.46141),(74 88.705765),(75 88.54821),(76 88.32567),(77 88.26562),(78 87.73997),(79 88.72592),
(1 51.79816),(2 62.410603),(3 67.44297),(4 70.25172),(5 73.50912),(6 73.88054),(7 75.70267),(8 77.92771),(9 78.14845),(10 78.44381),(11 80.246376),(12 80.07546),(13 81.03325),(14 81.720146),(15 80.88304),(16 80.67413),(17 81.44576),(18 82.0203),(19 82.168564),(20 83.4542),(21 82.162735),(22 82.29519),(23 83.13557),(24 83.19534),(25 83.16007),(26 83.34034),(27 82.7066),(28 82.89685),(29 82.45721),(30 83.02056),(31 83.22918),(32 83.92984),(33 84.27799),(34 84.02233),(35 85.0797),(36 84.88027),(37 85.44154),(38 85.98277),(39 84.47736),(40 84.65187),(41 86.612404),(42 85.68117),(43 85.90282),(44 86.248665),(45 86.38702),(46 86.6694),(47 88.27099),(48 87.52852),(49 87.00695),(50 87.81853),(51 86.50755),(52 87.690025),(53 87.89766),(54 87.16547),(55 86.884155),(56 88.24518),(57 87.71193),(58 86.81406),(59 87.54112),(60 87.53014),(61 87.951355),(62 87.75411),(63 86.77483),(64 86.38923),(65 87.43457),(66 86.51109),(67 87.442795),(68 86.892876),(69 87.05214),(70 87.7605),(71 86.586845),(72 86.43413),(73 87.332436),(74 88.450714),(75 88.79502),(76 88.559814),(77 87.882385),(78 88.38594),(79 89.5785),
(1 50.90849),(2 60.952183),(3 65.47086),(4 69.22547),(5 72.1873),(6 72.73952),(7 74.63222),(8 76.81838),(9 77.12133),(10 77.6754),(11 78.19289),(12 78.064156),(13 78.8985),(14 80.00834),(15 79.35827),(16 79.8044),(17 79.96685),(18 79.81616),(19 79.79477),(20 81.808624),(21 79.949745),(22 80.26648),(23 81.49905),(24 81.32753),(25 81.59409),(26 82.33616),(27 81.50196),(28 81.90035),(29 82.23507),(30 81.557465),(31 82.58206),(32 82.85985),(33 82.73329),(34 82.31377),(35 83.02541),(36 83.7799),(37 83.320595),(38 84.55128),(39 84.265015),(40 83.94427),(41 85.25999),(42 84.41823),(43 85.39794),(44 86.35314),(45 85.74485),(46 85.6311),(47 86.757805),(48 86.39316),(49 86.34169),(50 86.51461),(51 86.08046),(52 86.082985),(53 86.33808),(54 85.68264),(55 86.16646),(56 87.08876),(57 86.709694),(58 86.71333),(59 87.870285),(60 88.09437),(61 88.5584),(62 89.018196),(63 88.201584),(64 87.99545),(65 87.74312),(66 87.08261),(67 88.05184),(68 86.65562),(69 87.33956),(70 87.59506),(71 87.45337),(72 87.496185),(73 88.70743),(74 88.438545),(75 88.64138),(76 88.99061),(77 88.613106),(78 88.378265),(79 89.33756),
(1 50.58967),(2 61.11203),(3 65.230835),(4 69.27341),(5 71.29538),(6 72.03021),(7 74.13524),(8 76.39709),(9 76.85196),(10 76.925575),(11 77.58881),(12 76.943634),(13 77.49397),(14 78.14471),(15 77.64627),(16 78.82735),(17 79.65902),(18 79.73872),(19 79.2493),(20 80.527664),(21 79.59152),(22 79.26999),(23 80.24775),(24 79.93055),(25 79.11262),(26 80.30098),(27 79.6282),(28 80.33655),(29 80.67476),(30 81.18306),(31 81.49046),(32 82.10693),(33 80.96896),(34 81.1683),(35 81.50342),(36 82.07358),(37 81.68225),(38 81.87967),(39 81.67887),(40 81.47329),(41 82.23357),(42 81.99511),(43 83.23344),(44 83.536766),(45 83.71552),(46 83.54395),(47 83.89756),(48 83.7569),(49 84.02598),(50 84.28598),(51 83.45709),(52 82.83493),(53 84.05153),(54 83.919815),(55 84.143394),(56 85.17338),(57 85.18643),(58 86.36959),(59 86.4372),(60 86.58033),(61 86.13716),(62 86.5141),(63 86.72969),(64 88.133705),(65 87.10172),(66 86.20803),(67 87.39302),(68 85.493515),(69 86.20784),(70 86.96026),(71 87.06679),(72 87.31175),(73 88.059006),(74 87.85449),(75 87.61823),(76 88.64144),(77 87.81469),(78 88.32291),(79 88.63606),
(1 50.82259),(2 61.99861),(3 65.64116),(4 69.71869),(5 71.65278),(6 73.59638),(7 75.52539),(8 77.43941),(9 76.89073),(10 77.43985),(11 78.467606),(12 77.83191),(13 77.83582),(14 79.46287),(15 78.77328),(16 79.41616),(17 80.39658),(18 80.35945),(19 80.12894),(20 80.28537),(21 80.04615),(22 79.84864),(23 80.05225),(24 80.14039),(25 80.72643),(26 81.56249),(27 81.343094),(28 81.446915),(29 82.34057),(30 81.45593),(31 81.84449),(32 82.476814),(33 81.10652),(34 81.77701),(35 82.394455),(36 82.12979),(37 81.93761),(38 82.39548),(39 82.0809),(40 82.2581),(41 83.39043),(42 82.99611),(43 83.73925),(44 85.07242),(45 85.306885),(46 84.82389),(47 84.9843),(48 85.052475),(49 84.76728),(50 85.29891),(51 85.014175),(52 85.74527),(53 85.766716),(54 86.89524),(55 87.02594),(56 87.17829),(57 87.62946),(58 88.04073),(59 88.83196),(60 88.42065),(61 89.06032),(62 89.60814),(63 87.749214),(64 88.769775),(65 89.0105),(66 88.53351),(67 89.73768),(68 88.05017),(69 87.84031),(70 88.254364),(71 87.88991),(72 88.232025),(73 88.856735),(74 89.24955),(75 88.06711),(76 89.84722),(77 89.11064),(78 89.54439),(79 90.18962),
(1 49.51173),(2 59.54368),(3 64.12204),(4 67.36794),(5 69.370995),(6 71.161446),(7 72.651306),(8 74.276634),(9 74.54593),(10 74.987526),(11 75.14068),(12 75.44628),(13 75.58278),(14 76.88311),(15 76.25203),(16 76.89059),(17 77.472176),(18 78.68079),(19 78.622116),(20 78.245384),(21 77.79681),(22 77.46865),(23 78.25206),(24 77.730034),(25 78.18819),(26 78.739876),(27 78.4785),(28 78.63431),(29 79.740585),(30 78.526),(31 78.86087),(32 79.685234),(33 78.889206),(34 78.1169),(35 79.89613),(36 79.4968),(37 80.067696),(38 80.09811),(39 79.558136),(40 79.90338),(41 80.583374),(42 79.43691),(43 80.08166),(44 80.5287),(45 80.726105),(46 80.29138),(47 80.809685),(48 81.01824),(49 80.504814),(50 81.23665),(51 80.41612),(52 81.12945),(53 81.82056),(54 82.25092),(55 83.10639),(56 83.3448),(57 83.743774),(58 84.396034),(59 84.46457),(60 84.579506),(61 85.1811),(62 84.919914),(63 84.225746),(64 84.026924),(65 84.33354),(66 84.66388),(67 84.79521),(68 84.4864),(69 84.08818),(70 84.384834),(71 83.768364),(72 84.16015),(73 85.124626),(74 84.88577),(75 85.0147),(76 85.62663),(77 85.33303),(78 84.9142),(79 85.5167),
(1 49.967392),(2 60.38192),(3 65.45943),(4 68.54636),(5 70.25871),(6 71.49855),(7 73.88033),(8 75.46225),(9 76.333626),(10 75.827774),(11 76.54531),(12 76.16762),(13 76.833885),(14 78.396904),(15 77.35767),(16 78.71712),(17 79.263855),(18 79.32769),(19 78.98821),(20 79.79855),(21 78.757675),(22 78.0875),(23 79.35628),(24 79.3754),(25 79.14179),(26 80.75975),(27 79.89738),(28 80.22252),(29 80.422134),(30 79.34384),(31 79.72819),(32 80.71581),(33 80.43797),(34 79.866356),(35 80.05937),(36 79.76941),(37 79.36131),(38 80.01692),(39 79.84112),(40 79.555),(41 80.89961),(42 80.03196),(43 80.71211),(44 80.78168),(45 81.34207),(46 80.69104),(47 81.66892),(48 81.34148),(49 81.74082),(50 82.714905),(51 81.82295),(52 81.197495),(53 81.97604),(54 81.66268),(55 81.957275),(56 82.767105),(57 82.12281),(58 81.87779),(59 82.278755),(60 82.56726),(61 83.00309),(62 83.09066),(63 83.26059),(64 82.82278),(65 82.87223),(66 82.87165),(67 84.36107),(68 84.19867),(69 83.45247),(70 84.296974),(71 83.95938),(72 84.14528),(73 85.4623),(74 84.92759),(75 84.90188),(76 85.80898),(77 86.06506),(78 85.3741),(79 85.3789),
(1 49.2062),(2 59.53596),(3 64.503235),(4 67.10785),(5 69.06433),(6 70.66885),(7 72.262955),(8 74.41716),(9 75.17291),(10 75.892456),(11 76.3996),(12 76.11036),(13 77.0942),(14 77.7287),(15 77.34667),(16 76.97419),(17 78.336624),(18 78.30627),(19 77.450554),(20 79.274994),(21 78.70766),(22 78.59046),(23 79.72994),(24 79.164986),(25 79.367676),(26 80.0557),(27 78.9712),(28 80.2357),(29 79.51317),(30 78.48345),(31 78.203094),(32 78.94007),(33 79.10445),(34 79.264915),(35 78.648094),(36 79.35379),(37 79.22817),(38 79.31915),(39 79.65039),(40 78.99235),(41 80.74993),(42 79.92232),(43 79.611244),(44 80.24691),(45 80.31094),(46 80.34853),(47 81.368),(48 81.023384),(49 81.18782),(50 82.42119),(51 81.65097),(52 81.07956),(53 82.622604),(54 82.6169),(55 82.674774),(56 83.7982),(57 83.57405),(58 83.32168),(59 83.900826),(60 83.250496),(61 84.61247),(62 84.697716),(63 83.56596),(64 83.63473),(65 83.3479),(66 82.929886),(67 83.70479),(68 82.52523),(69 82.42694),(70 82.9864),(71 83.214874),(72 84.00907),(73 85.1009),(74 84.575096),(75 84.923035),(76 84.53158),(77 85.08831),(78 85.05208),(79 85.14087),
(1 49.45396),(2 59.134422),(3 62.80417),(4 65.879814),(5 68.37551),(6 69.57497),(7 69.80585),(8 72.1955),(9 72.798935),(10 72.55622),(11 73.98524),(12 74.82199),(13 76.08392),(14 76.65998),(15 76.6245),(16 76.9911),(17 77.67999),(18 77.54481),(19 77.112404),(20 77.623924),(21 77.11452),(22 77.48494),(23 78.26752),(24 78.41743),(25 78.45704),(26 79.108665),(27 78.11681),(28 78.96154),(29 79.68397),(30 78.75447),(31 79.672165),(32 80.30754),(33 79.886795),(34 80.08215),(35 80.015396),(36 80.46742),(37 80.574554),(38 80.87578),(39 80.14222),(40 80.29989),(41 80.652626),(42 79.59553),(43 79.932434),(44 80.002754),(45 80.531586),(46 80.67408),(47 81.82369),(48 81.29849),(49 80.40868),(50 81.78154),(51 81.13288),(52 80.82649),(53 81.53601),(54 81.8393),(55 81.84849),(56 82.8724),(57 83.06572),(58 82.681984),(59 83.098915),(60 82.146614),(61 83.4212),(62 83.226715),(63 82.980064),(64 83.86035),(65 83.49553),(66 82.98665),(67 83.02758),(68 82.96257),(69 82.91965),(70 83.67888),(71 83.753426),(72 84.059975),(73 84.55308),(74 84.55332),(75 84.87911),(76 84.76266),(77 84.82659),(78 84.003975),(79 83.870255),
(1 48.90557),(2 58.726196),(3 63.23494),(4 66.37284),(5 68.22524),(6 69.62467),(7 70.415764),(8 73.07189),(9 73.6516),(10 73.216286),(11 74.49473),(12 75.45779),(13 75.19738),(14 75.75261),(15 75.604095),(16 75.81043),(17 76.25964),(18 76.38116),(19 75.76311),(20 77.63831),(21 77.4677),(22 77.31499),(23 77.86795),(24 77.63621),(25 77.507256),(26 78.58073),(27 78.2315),(28 78.62103),(29 79.5598),(30 78.6414),(31 78.82114),(32 79.7439),(33 79.30627),(34 79.23901),(35 78.5448),(36 78.739525),(37 79.072624),(38 80.39374),(39 79.79693),(40 79.92334),(41 80.6552),(42 79.34799),(43 79.76787),(44 79.79134),(45 80.210205),(46 79.74035),(47 81.30364),(48 80.79034),(49 80.22777),(50 80.62526),(51 80.09159),(52 79.915245),(53 80.195),(54 80.27823),(55 80.46418),(56 81.16606),(57 80.9813),(58 80.64729),(59 81.309105),(60 81.12961),(61 81.2086),(62 81.980484),(63 80.859535),(64 81.71628),(65 81.40502),(66 82.27415),(67 82.652855),(68 82.39533),(69 81.89007),(70 82.62842),(71 82.01638),(72 82.51058),(73 83.88732),(74 83.09302),(75 83.28657),(76 83.25685),(77 83.53672),(78 83.50281),(79 84.02371),
(1 47.9326),(2 57.323807),(3 62.801144),(4 65.20274),(5 66.507065),(6 68.1719),(7 69.361694),(8 71.66136),(9 72.65936),(10 73.096436),(11 73.46867),(12 73.67968),(13 73.39696),(14 74.578445),(15 74.342804),(16 74.68662),(17 74.560875),(18 74.26467),(19 73.74073),(20 74.57908),(21 74.13373),(22 73.98506),(23 74.98774),(24 74.49462),(25 75.00784),(26 75.37026),(27 74.69847),(28 74.549934),(29 75.11376),(30 74.55161),(31 74.59622),(32 76.05654),(33 75.42598),(34 75.89791),(35 76.67289),(36 76.639915),(37 76.97307),(38 77.357765),(39 77.39275),(40 77.90799),(41 79.22288),(42 78.372475),(43 77.891205),(44 78.77209),(45 78.95808),(46 78.603264),(47 79.39487),(48 79.39633),(49 79.00038),(50 79.5033),(51 79.2856),(52 78.69839),(53 79.69807),(54 79.06323),(55 79.422676),(56 79.89554),(57 80.44435),(58 80.497375),(59 81.49011),(60 80.83101),(61 81.07768),(62 81.33371),(63 80.53674),(64 81.34789),(65 81.246185),(66 81.80186),(67 82.51416),(68 82.02413),(69 81.77057),(70 82.37974),(71 80.96547),(72 81.82754),(73 82.14179),(74 81.63421),(75 81.134186),(76 82.23476),(77 81.893936),(78 81.777504),(79 82.158165),
(1 47.942608),(2 57.927113),(3 62.775654),(4 66.00874),(5 67.53131),(6 69.27352),(7 71.06628),(8 72.53736),(9 73.444855),(10 73.68487),(11 72.86205),(12 73.4135),(13 73.49397),(14 74.275116),(15 74.561264),(16 73.77167),(17 74.628044),(18 74.30627),(19 74.910645),(20 75.81639),(21 76.088745),(22 75.948906),(23 76.55541),(24 76.76538),(25 76.41181),(26 77.685974),(27 76.128105),(28 76.31021),(29 76.86634),(30 76.56747),(31 77.25777),(32 77.33371),(33 77.344604),(34 77.28677),(35 78.175316),(36 77.77006),(37 78.27775),(38 78.61518),(39 78.59154),(40 78.46606),(41 79.30977),(42 77.99475),(43 78.585526),(44 80.31166),(45 80.328865),(46 79.46248),(47 80.814384),(48 80.4584),(49 80.80233),(50 81.341064),(51 81.135826),(52 80.72085),(53 81.29128),(54 80.55441),(55 80.77266),(56 81.66116),(57 81.28507),(58 82.17671),(59 82.085754),(60 81.169655),(61 81.31994),(62 81.89333),(63 82.483864),(64 83.31699),(65 83.02209),(66 83.49836),(67 84.23772),(68 83.51488),(69 83.512924),(70 83.34649),(71 82.83985),(72 82.795815),(73 83.66847),(74 83.72469),(75 83.668205),(76 82.90029),(77 82.12134),(78 82.00238),(79 83.08021),
(1 47.422634),(2 57.729916),(3 62.556282),(4 65.88586),(5 67.08321),(6 68.30237),(7 70.60497),(8 70.51423),(9 71.03557),(10 71.64414),(11 71.41484),(12 71.48962),(13 72.194405),(14 73.583824),(15 73.605194),(16 72.82518),(17 73.88306),(18 73.14729),(19 73.49174),(20 74.75885),(21 75.14795),(22 74.514366),(23 75.000565),(24 75.372505),(25 74.613235),(26 75.44865),(27 74.28992),(28 74.208984),(29 74.676506),(30 74.58258),(31 75.06805),(32 75.62502),(33 75.12624),(34 75.05641),(35 75.82594),(36 74.85369),(37 75.68823),(38 76.59463),(39 75.99683),(40 75.3347),(41 76.89629),(42 76.266815),(43 76.57797),(44 77.26343),(45 77.4513),(46 77.2275),(47 78.37803),(48 78.28158),(49 78.05722),(50 78.72009),(51 78.407295),(52 77.4617),(53 78.75553),(54 78.69619),(55 78.94057),(56 79.99305),(57 80.234215),(58 80.53194),(59 79.83785),(60 79.325325),(61 79.78317),(62 80.7029),(63 79.95133),(64 80.83816),(65 79.65301),(66 79.12766),(67 79.84106),(68 79.54748),(69 79.7728),(70 79.898544),(71 79.38876),(72 79.59989),(73 80.68695),(74 80.91211),(75 81.224335),(76 80.93502),(77 80.35287),(78 80.17087),(79 81.27883),
