1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 1781.3717),(2 6469.979),(3 14291.665),(4 22687.867),(5 36052.027),(6 54692.527),(7 81074.42),(8 113658.31),(9 155979.66),(10 210576.17),(11 317795.66),(12 514307.5),(13 990929),(14 1784386.4),(15 3090161.3),(16 5088040.5),(17 8569477),(18 13225075),(19 18873368),(20 24741262),(21 31474496),(22 39689252),(23 49206080),(24 60519840),(25 71180870),(26 86365540),(27 100746300),(28 123838230),(29 153431650),(30 198944430),(31 257415890),(32 341142820),(33 454972670),(34 595451200),(35 743094500),(36 908123460),(37 1107271600),(38 1350395300),(39 1565279400),(40 1820911200),(41 2120824200),(42 2420022500),(43 2741758700),(44 2910555400),(45 3131723500),(46 3386580200),(47 3586995000),(48 3544717300),(49 3558694700),(50 3739826000),(51 3916256500),(52 3830764800),(53 3779201800),(54 3789086500),(55 3711985400),(56 3560582400),(57 3458592800),(58 3386227700),(59 3231998000),(60 2999165000),(61 2794754300),(62 2683711700),(63 2704933600),(64 2832224300),(65 3053596700),(66 3394991000),(67 3805266700),(68 4069658600),(69 3973424000),(70 3858304800),(71 3789004000),(72 3544251400),(73 3294595800),(74 3239741200),(75 3276938500),(76 3311458600),(77 3308824300),(78 3176915000),(79 3114660600),
(1 961.1287),(2 3802.5442),(3 7464.304),(4 13105.927),(5 20295.94),(6 29680.348),(7 42209.016),(8 58958.81),(9 77764.4),(10 114847.19),(11 186709.61),(12 323459.84),(13 540615.75),(14 845994.9),(15 1202980),(16 1590587),(17 2000770.8),(18 2379306.3),(19 2705873.5),(20 3240843.5),(21 4011109.5),(22 4781745.5),(23 5392895.5),(24 5910976),(25 6578751.5),(26 6935363),(27 7396143.5),(28 7863061),(29 8033374.5),(30 7896723.5),(31 7773622.5),(32 7463948.5),(33 7131070),(34 7599477),(35 8354453.5),(36 8919428),(37 9528637),(38 10315402),(39 11624778),(40 10775931),(41 11344760),(42 13107971),(43 12796625),(44 14736455),(45 15006893),(46 14984278),(47 18799954),(48 21396954),(49 20721600),(50 21284692),(51 23809422),(52 22617484),(53 20509510),(54 21115188),(55 21514558),(56 21834708),(57 22381412),(58 19910000),(59 19677222),(60 20071148),(61 18036058),(62 17717098),(63 18624054),(64 17496130),(65 17985720),(66 18847188),(67 16774831),(68 17828380),(69 18525508),(70 18222658),(71 18555132),(72 19276966),(73 21245680),(74 19315736),(75 21166138),(76 23535706),(77 23448532),(78 21781648),(79 22277698),
(1 898.96576),(2 3429.6843),(3 7053.961),(4 12567.289),(5 20104.652),(6 29689.764),(7 42849.324),(8 58774.01),(9 74264.77),(10 104607.96),(11 169222.72),(12 290901.13),(13 490080.6),(14 817106.25),(15 1199192.5),(16 1619644.6),(17 2023445.1),(18 2327934),(19 2499728.3),(20 2912475.3),(21 3625255.3),(22 4288609),(23 4744021.5),(24 5035662.5),(25 5187116),(26 4952249.5),(27 5097693.5),(28 5637892),(29 6468578),(30 7488596),(31 7381144),(32 7135485.5),(33 7645571.5),(34 8168402.5),(35 6930591.5),(36 7075562),(37 8653649),(38 8973777),(39 9444771),(40 10019205),(41 12124997),(42 12749896),(43 13993451),(44 14254044),(45 15077471),(46 15243112),(47 16447601),(48 19406438),(49 17697040),(50 18038590),(51 19616642),(52 17605118),(53 15157400),(54 17115436),(55 17521946),(56 18024172),(57 18373682),(58 18551946),(59 19218926),(60 18768494),(61 18497190),(62 17680552),(63 17170168),(64 16345613),(65 16241525),(66 15056844),(67 15937987),(68 16283252),(69 15209147),(70 16246449),(71 15615141),(72 16559512),(73 17601760),(74 16906586),(75 17163026),(76 19271272),(77 18817222),(78 20454328),(79 22103218),
(1 963.8669),(2 3690.298),(3 7492.2188),(4 13126.013),(5 20471.74),(6 30192.205),(7 43584.49),(8 60263.01),(9 81598.75),(10 124411.2),(11 213221.3),(12 366235),(13 617205.6),(14 984295.7),(15 1414392.1),(16 1873477.8),(17 2198037.5),(18 2371808.8),(19 2365325),(20 2527146),(21 2966138.5),(22 3546217.5),(23 4230868),(24 4736220.5),(25 4967501.5),(26 4683010),(27 4694887),(28 4904220.5),(29 5911640.5),(30 6436366),(31 6358537),(32 6328461.5),(33 7109679.5),(34 6784656.5),(35 6194674),(36 7218740.5),(37 8368431.5),(38 8265878),(39 9209387),(40 10066624),(41 10266007),(42 9901974),(43 10222972),(44 10683007),(45 10923200),(46 10667070),(47 10715507),(48 13619804),(49 12920673),(50 12885834),(51 13571653),(52 13407656),(53 13956882),(54 14079621),(55 14026593),(56 13774438),(57 13901509),(58 13902278),(59 14358740),(60 15430223),(61 15062584),(62 14865708),(63 13519791),(64 13937592),(65 13113037),(66 12927030),(67 13322208),(68 15019185),(69 13212753),(70 13128562),(71 14686776),(72 13999404),(73 15454966),(74 15610107),(75 15854569),(76 15165427),(77 16931880),(78 17400750),(79 18255692),
(1 960.97485),(2 3456.6704),(3 6915.9033),(4 11592.336),(5 17557.383),(6 25135.033),(7 36241.645),(8 49204.746),(9 69244.38),(10 109736.67),(11 192351.5),(12 337952),(13 550213.6),(14 816061.44),(15 1127943),(16 1423813.8),(17 1608930.1),(18 1732337.5),(19 1789611.6),(20 1960683.4),(21 2296220.8),(22 2661740.5),(23 3032536),(24 3329610),(25 3642493),(26 3692665.5),(27 3745299.5),(28 3933380.3),(29 5229008.5),(30 5556614),(31 5322938),(32 5190952.5),(33 5359778.5),(34 5083118.5),(35 5109395.5),(36 5003304),(37 6062202),(38 6819029),(39 7381398),(40 7935083.5),(41 8772858),(42 8758810),(43 9189841),(44 8904444),(45 10142186),(46 9555971),(47 9690116),(48 11270008),(49 11790264),(50 11185231),(51 11617405),(52 12134504),(53 11518982),(54 11699387),(55 11879849),(56 13342588),(57 12164110),(58 12685834),(59 12583318),(60 11997181),(61 12126267),(62 12491421),(63 12796064),(64 12158642),(65 11782209),(66 11164480),(67 11196681),(68 11515663),(69 11409277),(70 13638566),(71 13079220),(72 12468488),(73 12207241),(74 13525980),(75 12093897),(76 11776573),(77 12689568),(78 14196704),(79 14394559),
(1 922.7321),(2 3527.3345),(3 7490.134),(4 13389.833),(5 21319.316),(6 32160.768),(7 47804.37),(8 65418.14),(9 88892.53),(10 128516.734),(11 202320.56),(12 335783.03),(13 540999.2),(14 810540.94),(15 1120187.4),(16 1392484.5),(17 1572804.6),(18 1668257.4),(19 1723508.6),(20 1840112),(21 1965334.3),(22 2024430.6),(23 2075928),(24 2224422.8),(25 2402675.5),(26 2559418),(27 2849744.5),(28 3148192.3),(29 3835570.8),(30 4142025),(31 4261164.5),(32 4277172),(33 4231916),(34 3820863),(35 4038659.5),(36 4098977.8),(37 4936031),(38 5444270),(39 5898207.5),(40 6961689),(41 6996754),(42 6755121),(43 6853179.5),(44 7400547),(45 7283723.5),(46 7238092.5),(47 8389686),(48 8884876),(49 9474841),(50 9614662),(51 10124444),(52 10013662),(53 11112047),(54 10798895),(55 10214520),(56 11331822),(57 10925741),(58 10042662),(59 10082849),(60 10273793),(61 9566572),(62 10314809),(63 10088274),(64 9542163),(65 9197378),(66 10020813),(67 9142501),(68 9279356),(69 10039450),(70 9632130),(71 9426035),(72 9915489),(73 9580599),(74 10289564),(75 10349836),(76 11677646),(77 12103692),(78 12705647),(79 12841384),
(1 957.92004),(2 3649.1877),(3 7857.2),(4 14479.807),(5 23356.908),(6 36156.04),(7 53798.543),(8 72627.484),(9 95201.67),(10 128905.82),(11 184171.8),(12 278807.8),(13 426801.9),(14 652794.25),(15 914405.25),(16 1164451.3),(17 1331186.6),(18 1399749.9),(19 1432556.4),(20 1525586.5),(21 1637327.1),(22 1665158.4),(23 1732180.8),(24 1913402.8),(25 2027615.5),(26 2285843.8),(27 2809991),(28 3462415),(29 3872839),(30 4035665.8),(31 4038229.8),(32 4118971.8),(33 3551587.5),(34 3442145),(35 3534197.8),(36 3773210.8),(37 4114213),(38 4732797.5),(39 5445530.5),(40 5950749),(41 6462225),(42 6584955.5),(43 7102157),(44 7213150),(45 7569102.5),(46 7310003),(47 8689260),(48 8294795.5),(49 9568277),(50 9261165),(51 9798251),(52 9595291),(53 9575101),(54 9778010),(55 9196062),(56 9581907),(57 9165015),(58 8994100),(59 8036606),(60 8942069),(61 8460252),(62 9090765),(63 9031407),(64 9135667),(65 9485663),(66 9860642),(67 8791330),(68 9387411),(69 9856054),(70 9268908),(71 9473996),(72 9744469),(73 9569057),(74 9759393),(75 10017404),(76 10425806),(77 10269511),(78 10489442),(79 10456592),
(1 917.4176),(2 3484.1384),(3 7545.4326),(4 14030.568),(5 22906.271),(6 34726.65),(7 50926.13),(8 68011.37),(9 91167.76),(10 127002.26),(11 190917),(12 303347.7),(13 448536.13),(14 624189.2),(15 811723.6),(16 989854.44),(17 1066336.4),(18 1085344.5),(19 1142449.5),(20 1299934.5),(21 1448032.9),(22 1520622.6),(23 1615120.6),(24 1805092.4),(25 1933209.4),(26 2095856.4),(27 2503840),(28 2879733),(29 3005785.3),(30 3382853.3),(31 3395573.8),(32 3116391.3),(33 3163027.3),(34 3204061.8),(35 3091663.8),(36 3391809),(37 3848425.3),(38 4327556),(39 5127778),(40 5262089),(41 5622756),(42 5809849.5),(43 5903151),(44 5339567),(45 5915109),(46 5653731.5),(47 5974106),(48 6550556),(49 7759476.5),(50 7231964),(51 7731045),(52 7606420.5),(53 8064340.5),(54 7170486),(55 7257025),(56 7219627.5),(57 8361955),(58 7313405),(59 7905569.5),(60 7906267),(61 7768675),(62 7573531.5),(63 7091968.5),(64 7501727.5),(65 7212040.5),(66 7763902.5),(67 7519743.5),(68 7865287.5),(69 8106455),(70 7740366),(71 7639818.5),(72 8190294.5),(73 7783833.5),(74 7796750),(75 8193561),(76 8413811),(77 8046288.5),(78 8984678),(79 9354486),
(1 1250.2523),(2 4843.3306),(3 10350.649),(4 19064.23),(5 30098.95),(6 45246.457),(7 65247.848),(8 86720.08),(9 116051.41),(10 166094.25),(11 267332.53),(12 455759.34),(13 680567.5),(14 897523.75),(15 1101548),(16 1253201.9),(17 1278494.5),(18 1287385.1),(19 1293025),(20 1324913.1),(21 1361946.1),(22 1383071.3),(23 1483850.9),(24 1607860),(25 1594542.3),(26 1707546.1),(27 2097290.8),(28 2204170),(29 2291933.5),(30 2593620),(31 2556617.5),(32 2530543.3),(33 2607029),(34 2689677.5),(35 2783521.5),(36 2884479.5),(37 3556366),(38 3516755),(39 3853223.3),(40 4420982.5),(41 4708964),(42 4680458),(43 4823694.5),(44 4870364),(45 4642297),(46 4385570.5),(47 5118034),(48 5738948),(49 6093423),(50 6554608),(51 6776244.5),(52 6740675.5),(53 6837867.5),(54 6913342),(55 6741509),(56 7628016),(57 7212820.5),(58 6972962),(59 6847943),(60 6599971.5),(61 6122801.5),(62 6771022),(63 6296197),(64 6973235.5),(65 6899717.5),(66 7263253),(67 6586695.5),(68 6981471.5),(69 6925733),(70 6664882.5),(71 6392197),(72 6273783.5),(73 6506113),(74 6148083),(75 6151779),(76 7520450),(77 7020310.5),(78 7437014),(79 7736912.5),
(1 1186.2583),(2 4425.705),(3 8847.769),(4 15148.404),(5 22658.475),(6 32428.883),(7 44587.24),(8 58267.926),(9 77402.95),(10 116651.3),(11 203773.16),(12 374206.44),(13 600584.8),(14 846041.5),(15 1064319.5),(16 1214345.1),(17 1298534.8),(18 1402686.8),(19 1508783.5),(20 1568583.6),(21 1570876.5),(22 1573612.5),(23 1665623.1),(24 1717309.6),(25 1649577.6),(26 1811280.4),(27 2049409.8),(28 2019441),(29 2067810.3),(30 2359712.5),(31 2391357),(32 2483478),(33 2444657.5),(34 2446563.5),(35 2607332.5),(36 2555429.3),(37 2819002.5),(38 3147310),(39 3445709.3),(40 3504827.5),(41 3589349.5),(42 3879218.8),(43 3623628.5),(44 3691561.8),(45 3847756.8),(46 4056183),(47 4264241.5),(48 4707404),(49 5283160),(50 6098390.5),(51 6177259),(52 6248086),(53 6016475),(54 6150812),(55 6131106.5),(56 6344956),(57 6340818),(58 6214961.5),(59 6572815),(60 6351466),(61 5939863.5),(62 7053119.5),(63 6372607),(64 6756743.5),(65 6706575),(66 6730622),(67 5919899),(68 5823007),(69 5894447.5),(70 5797102),(71 6046681),(72 5812930),(73 6076656),(74 6346232),(75 6042910),(76 6611797),(77 6271803),(78 6925108),(79 7045557.5),
(1 864.5216),(2 3091.9473),(3 6195.279),(4 10596.24),(5 15893.497),(6 23006.459),(7 32161.93),(8 42665.33),(9 56412.53),(10 86272.5),(11 153357.98),(12 284280.44),(13 478790.16),(14 719096.3),(15 929512),(16 1052150.6),(17 1106201.5),(18 1161670),(19 1253931.9),(20 1332546.9),(21 1349642.8),(22 1339979.3),(23 1379820.4),(24 1355282.9),(25 1347245),(26 1553282.3),(27 1733058.8),(28 1680161.9),(29 1847341.4),(30 1994468.5),(31 2011233.3),(32 2122164.3),(33 2220590.3),(34 2473301.8),(35 2575738.5),(36 2700384.8),(37 2903905),(38 3274828),(39 3389844),(40 3541626.5),(41 3669584.8),(42 3896248.3),(43 3759985.3),(44 3877125.5),(45 4166773.3),(46 4282523),(47 4520958),(48 4982260),(49 5648465.5),(50 6101293.5),(51 5692741.5),(52 5868190.5),(53 5861319.5),(54 6016961),(55 6272123),(56 6084444.5),(57 6147987.5),(58 6134181),(59 5922081.5),(60 5560072.5),(61 5861897),(62 5891560.5),(63 5665522),(64 6069300),(65 5935614),(66 5657419),(67 4904786),(68 5344447),(69 5222062),(70 5577691.5),(71 5410678),(72 5666211),(73 5859887),(74 5722759.5),(75 5402037),(76 5648047.5),(77 5967259),(78 5595035),(79 5555548.5),
(1 847.4433),(2 3049.8367),(3 6261.2534),(4 10986.392),(5 17015.385),(6 25039.799),(7 36287.293),(8 49864.69),(9 67176.17),(10 99350.25),(11 159414.8),(12 255000.06),(13 390631.03),(14 556274.56),(15 697823.3),(16 780876.5),(17 824456.3),(18 870196.06),(19 941305.7),(20 1018817.25),(21 1073105.5),(22 1105629.8),(23 1122252.1),(24 1105599.8),(25 1149416),(26 1207241.8),(27 1227849.1),(28 1237531.4),(29 1426750.5),(30 1458505.9),(31 1512050),(32 1634131.4),(33 1876736.3),(34 2071201.9),(35 2123472.8),(36 2200252),(37 2411596),(38 2571462.3),(39 3038987.5),(40 3164113.5),(41 3405641.8),(42 3492277.3),(43 3481384),(44 3450662),(45 3706511),(46 3755028),(47 4032635.5),(48 4298591),(49 4145276.8),(50 4552501.5),(51 4493435.5),(52 4684571.5),(53 4719162.5),(54 5065319),(55 5192541.5),(56 4970532.5),(57 5109167),(58 4749939),(59 4743011),(60 5104580.5),(61 5345170.5),(62 5401804),(63 5435000),(64 5745818),(65 5726970.5),(66 5710353.5),(67 4985742.5),(68 5283131.5),(69 5230892),(70 5230600),(71 5045322),(72 5128096),(73 5532717),(74 5773377.5),(75 5449029),(76 5584840),(77 5749263.5),(78 5339512.5),(79 5031200),
(1 851.8712),(2 3111.1104),(3 6207.0674),(4 10496.641),(5 15993.821),(6 23397.775),(7 33033.383),(8 44869.527),(9 60513.008),(10 90661.22),(11 153620.81),(12 259284.56),(13 397610.56),(14 535132.5),(15 637981.4),(16 685884.6),(17 716782.06),(18 751998.75),(19 807068.1),(20 885584.8),(21 926823.3),(22 947547.75),(23 971899.25),(24 958610.3),(25 908611.94),(26 863842.4),(27 978520.1),(28 952020.56),(29 1042772.1),(30 1151125.6),(31 1185271),(32 1312615),(33 1548148.8),(34 1693081.4),(35 1593850.5),(36 1871118.3),(37 2028252.9),(38 2199942.3),(39 2297777),(40 2616778.8),(41 2610459.5),(42 2668997),(43 2705564),(44 2823822.3),(45 2934815.8),(46 2901759.3),(47 2985391.8),(48 3220480),(49 3158899),(50 3210883.3),(51 3421240.8),(52 3388829.3),(53 3377021.3),(54 3632307),(55 3947292),(56 3785298.8),(57 4097916),(58 3918364.5),(59 4033421.3),(60 3916225),(61 4040584.5),(62 4129795.5),(63 4089130.8),(64 4016181),(65 4663551),(66 4345678.5),(67 4215977.5),(68 4266230.5),(69 4112243.5),(70 3773465.8),(71 3753232.5),(72 3851742.3),(73 3859509.8),(74 3810734.8),(75 3932789),(76 3922146.3),(77 3859280),(78 4407428.5),(79 4723107.5),
(1 808.34595),(2 2890.526),(3 5910.536),(4 10304.884),(5 16265.774),(6 24566.861),(7 35428.027),(8 48714.16),(9 68089.48),(10 105453.78),(11 174927.3),(12 285556.97),(13 419484.1),(14 533648.25),(15 600013.4),(16 647046.44),(17 710750.3),(18 756435.94),(19 754394.8),(20 824308.06),(21 904013.1),(22 872965.7),(23 883695.56),(24 898659.4),(25 844713.4),(26 751348.6),(27 864105.9),(28 891744.2),(29 945852.6),(30 1050785.9),(31 1145145.3),(32 1242052.5),(33 1293810.9),(34 1453030.3),(35 1371826.4),(36 1673428.3),(37 1746635.5),(38 1866701.3),(39 1968868.9),(40 2425796),(41 2358869),(42 2603354.5),(43 2726927),(44 2859408.5),(45 2802419.3),(46 2881215),(47 3019600.3),(48 3254607),(49 3367763.3),(50 3457034),(51 3666895),(52 3916841.8),(53 3843664.3),(54 4020516.8),(55 3938084.5),(56 4227639),(57 4030155.3),(58 4144486.3),(59 4075749.3),(60 4161735.8),(61 4033657),(62 4131241),(63 4061980),(64 4116471.5),(65 4500783),(66 4726499),(67 4450242.5),(68 4332582),(69 4405870),(70 4140712.3),(71 3919168.8),(72 4363460),(73 4440020.5),(74 4686136.5),(75 4599383.5),(76 4625654.5),(77 4404352),(78 4442201),(79 4326104),
(1 690.8624),(2 2460.7395),(3 4836.372),(4 8335.397),(5 13026.025),(6 19221.553),(7 27478.098),(8 37768.715),(9 54185.844),(10 87072.72),(11 152506.48),(12 249215.14),(13 359691.88),(14 459693.25),(15 518979.47),(16 574617.25),(17 633974.06),(18 669419.25),(19 678700.06),(20 759807.8),(21 874591.3),(22 911034.56),(23 944986.7),(24 945350.56),(25 933663.6),(26 934863.4),(27 971424.9),(28 1063438.4),(29 1128018.3),(30 1188796.1),(31 1253958.6),(32 1374207.3),(33 1333406.3),(34 1379864),(35 1282805.6),(36 1431977),(37 1470577.6),(38 1649837.4),(39 1612924.5),(40 1955148.5),(41 2185638.5),(42 2253403.5),(43 2320063),(44 2410372),(45 2451800.3),(46 2485077),(47 2729540),(48 2937123.8),(49 3105104.3),(50 3339524.3),(51 3410464),(52 3320641),(53 3376157.3),(54 3283849),(55 3464908.8),(56 3509496.5),(57 3294791.5),(58 3431265.8),(59 3417951.3),(60 3352152.3),(61 3188839.5),(62 3590053.8),(63 3218886.8),(64 3600046.3),(65 3857252),(66 3605812.5),(67 3477240.5),(68 3491249.8),(69 3407626),(70 3227787.5),(71 3356605.3),(72 3508966.5),(73 3531644.8),(74 3854462.5),(75 3869271.8),(76 3911821.3),(77 3803727.8),(78 4215522.5),(79 4274962),
(1 810.7216),(2 2865.3943),(3 5494.8306),(4 9057.02),(5 13276.829),(6 18906.16),(7 25626.3),(8 33600.73),(9 46659.8),(10 74163.625),(11 131974.4),(12 213021.38),(13 294196.75),(14 371181.66),(15 437678),(16 500826.13),(17 536234.5),(18 555900.7),(19 602346.25),(20 691672.94),(21 771873.06),(22 842813.3),(23 897702.4),(24 874363.56),(25 915956.06),(26 936650.3),(27 926058.56),(28 1011702.7),(29 1110814.6),(30 1098789.5),(31 1132364.1),(32 1329226.3),(33 1233818),(34 1189505.8),(35 1157013.4),(36 1356973.4),(37 1339938.4),(38 1530800.5),(39 1676118.4),(40 1849897.8),(41 1998238.4),(42 2134187),(43 2275236.5),(44 2297925.8),(45 2276676.5),(46 2449087.8),(47 2454981.3),(48 2462368),(49 2524618.8),(50 2787519.3),(51 2918707),(52 2778694.5),(53 2958016.5),(54 3057286.5),(55 3103641.3),(56 3030639.8),(57 3150558.3),(58 3065078.5),(59 2996058),(60 2898061),(61 3060826.3),(62 3234306.3),(63 3061849.5),(64 3190608),(65 3307682.3),(66 3126424.5),(67 2929763.5),(68 2903219.5),(69 2863468.5),(70 2998615),(71 3014312.5),(72 3194923),(73 3389414.8),(74 3777225.3),(75 3626303),(76 3542031.8),(77 3628380.5),(78 3922082.8),(79 3929244.8),
(1 692.4579),(2 2456.4824),(3 4879.8022),(4 8142.162),(5 12387.02),(6 17888.291),(7 25310.346),(8 33269.258),(9 44833.65),(10 68572.91),(11 119770.8),(12 190865.4),(13 259268.86),(14 326194.3),(15 410022.06),(16 488994.75),(17 519374.66),(18 543708.4),(19 594693.5),(20 643314.5),(21 687761.7),(22 787701.1),(23 808931.3),(24 770742.75),(25 764785.8),(26 755442.56),(27 784188.56),(28 813923.1),(29 934879.25),(30 934014.56),(31 1005980),(32 1147396.4),(33 1115484.1),(34 1088048.3),(35 1127779),(36 1338966.3),(37 1261894.9),(38 1355746.4),(39 1511468.3),(40 1813816.8),(41 1856680.6),(42 1924788.3),(43 1949510.1),(44 2060810.9),(45 1964075),(46 1907243),(47 2160371.5),(48 2197940.5),(49 2183979.3),(50 2205963.5),(51 2474966.8),(52 2455593.8),(53 2582510),(54 2489120.8),(55 2944509.8),(56 2681501),(57 2592932.3),(58 2728213.3),(59 2799110),(60 2658947.8),(61 2641612.8),(62 2881253),(63 2794487.5),(64 2646505.5),(65 2628074),(66 2678526.8),(67 2629908.5),(68 2458377.3),(69 2676326.5),(70 2638541.5),(71 2559555.5),(72 2664416.5),(73 2757654.3),(74 2817115.5),(75 2811851.5),(76 2894325.8),(77 2824891),(78 2889652.5),(79 2867013.5),
(1 735.92413),(2 2764.2),(3 5657.1465),(4 9891.022),(5 15312.954),(6 22611.213),(7 31890.828),(8 42405.37),(9 56312.08),(10 80368.195),(11 126508.02),(12 186831.05),(13 253195.44),(14 330866.63),(15 420708.3),(16 477558.1),(17 495804.44),(18 551840.25),(19 595814.06),(20 584970.25),(21 596319.1),(22 677509.75),(23 695130.5),(24 704195.75),(25 699096.4),(26 725821),(27 720341.56),(28 782479.1),(29 888273.6),(30 891381.1),(31 952206.56),(32 993921.94),(33 1018676.44),(34 961570.9),(35 938527.1),(36 1137091.3),(37 1158707.5),(38 1218732.8),(39 1290398.3),(40 1329839.1),(41 1363470.4),(42 1495922),(43 1501947.8),(44 1645973.1),(45 1707856.1),(46 1853856.5),(47 1828059.8),(48 1944746.3),(49 2090231.6),(50 2120056.8),(51 2219919.8),(52 2473471),(53 2428891.8),(54 2420882.3),(55 2554915.5),(56 2480025.5),(57 2393925),(58 2441313),(59 2621493.3),(60 2480143),(61 2492289),(62 2353123.8),(63 2304316.5),(64 2172395.8),(65 2178593.8),(66 2111113),(67 2245698.8),(68 2319315),(69 2367877.8),(70 2348326.8),(71 2295877.3),(72 2277376.3),(73 2432562.8),(74 2343652.5),(75 2568919.8),(76 2814877.5),(77 2798673.5),(78 2924979.5),(79 3050427.5),
