1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1284482.6),(2 1485953.1),(3 513305.78),(4 1986681.9),(5 2424543.8),(6 1607201.4),(7 3200139.3),(8 3774000.8),(9 3135193.3),(10 4943810.5),(11 5499031),(12 4961428.5),(13 7014342),(14 7580462),(15 7074334.5),(16 9140571),(17 10081803),(18 9735067),(19 11537677),(20 12151601),(21 11683453),(22 13621967),(23 14487136),(24 14291944),(25 16368637),(26 17484720),(27 17669784),(28 20561816),(29 22148800),(30 22338860),(31 25439566),(32 27157520),(33 27479994),(34 30363214),(35 32064160),(36 32254894),(37 34817052),(38 36026612),(39 35470324),(40 37533510),(41 39025364),(42 38562556),(43 40978684),(44 42558820),(45 41941004),(46 44351356),(47 46451764),(48 46268892),(49 48804100),(50 50957664),(51 50482252),(52 52649010),(53 54414372),(54 54001412),(55 55982830),(56 57686284),(57 56772780),(58 59355468),(59 61342796),(60 60776800),(61 62839180),(62 65054748),(63 64006612),(64 65540850),(65 67728136),(66 66771748),(67 68693280),(68 70793510),(69 69768580),(70 71177480),(71 73487064),(72 72487096),(73 73743304),(74 76025620),(75 74529570),(76 75519670),(77 77942370),(78 76573650),(79 77161464),
(1 39.235455),(2 46.075443),(3 49.727043),(4 52.175285),(5 54.747932),(6 57.01637),(7 58.977203),(8 60.247482),(9 61.535618),(10 62.44903),(11 63.77621),(12 65.61219),(13 67.5358),(14 69.17331),(15 70.52927),(16 72.555916),(17 73.205986),(18 73.56711),(19 74.2699),(20 73.531044),(21 74.639534),(22 74.37968),(23 74.67227),(24 74.9348),(25 75.30574),(26 75.37545),(27 75.15012),(28 76.30033),(29 76.57903),(30 76.060326),(31 77.07946),(32 77.19552),(33 76.94894),(34 76.63495),(35 76.63728),(36 76.13986),(37 76.183426),(38 76.06946),(39 76.33068),(40 76.25137),(41 76.93254),(42 77.4513),(43 78.53188),(44 79.145645),(45 79.36454),(46 79.484665),(47 80.74157),(48 81.44513),(49 82.82297),(50 83.9637),(51 84.11859),(52 85.433014),(53 86.347595),(54 86.69639),(55 88.00784),(56 89.04686),(57 89.38),(58 90.63486),(59 91.41278),(60 91.85164),(61 92.22601),(62 92.48475),(63 92.53195),(64 92.88682),(65 92.82943),(66 93.089935),(67 93.18157),(68 92.87928),(69 93.391975),(70 93.36227),(71 92.47361),(72 92.7863),(73 91.572044),(74 91.43219),(75 90.97584),(76 89.41471),(77 89.390816),(78 88.29091),(79 88.06705),
(1 39.7143),(2 46.33803),(3 50.297752),(4 52.4736),(5 55.56574),(6 57.247772),(7 59.03091),(8 60.919388),(9 61.96999),(10 63.44057),(11 65.10711),(12 66.74422),(13 69.36454),(14 70.51882),(15 71.58624),(16 72.32077),(17 73.05419),(18 73.16814),(19 74.26254),(20 74.263596),(21 75.20978),(22 75.39858),(23 75.67253),(24 75.64133),(25 76.05179),(26 76.76784),(27 76.80803),(28 77.4632),(29 77.75371),(30 78.12791),(31 78.923874),(32 78.8253),(33 78.661964),(34 78.33124),(35 77.758286),(36 78.1996),(37 78.564705),(38 79.01163),(39 78.78032),(40 79.58376),(41 80.17411),(42 80.494255),(43 81.281456),(44 81.656395),(45 82.49809),(46 83.55381),(47 83.772415),(48 84.47812),(49 85.03735),(50 86.36411),(51 86.36564),(52 86.99632),(53 88.570656),(54 88.67928),(55 90.566765),(56 91.032455),(57 90.57416),(58 91.32108),(59 92.21333),(60 92.96697),(61 93.49014),(62 94.05389),(63 93.736946),(64 93.63392),(65 93.58507),(66 93.45598),(67 94.09222),(68 93.67443),(69 93.4872),(70 93.72736),(71 94.08091),(72 93.68725),(73 92.77574),(74 91.716125),(75 91.93201),(76 91.037315),(77 91.154396),(78 90.55697),(79 89.56663),
(1 38.854424),(2 45.284817),(3 49.032333),(4 51.62584),(5 53.932323),(6 56.647152),(7 57.76387),(8 59.10628),(9 60.334667),(10 61.951405),(11 62.922375),(12 64.47128),(13 65.79269),(14 67.49812),(15 68.09188),(16 69.72722),(17 70.62483),(18 71.85052),(19 72.36232),(20 72.9304),(21 73.214645),(22 73.283936),(23 73.80016),(24 73.828255),(25 74.85837),(26 75.27807),(27 75.7363),(28 76.12283),(29 76.01076),(30 75.9683),(31 75.95333),(32 76.47503),(33 76.51593),(34 76.87108),(35 77.39862),(36 77.5666),(37 77.11232),(38 76.3277),(39 76.994286),(40 77.57181),(41 78.042595),(42 79.576),(43 81.06701),(44 81.63491),(45 82.1604),(46 82.898445),(47 83.760574),(48 84.06077),(49 84.8576),(50 85.53738),(51 86.70135),(52 87.35396),(53 88.369095),(54 88.51101),(55 88.34411),(56 89.500465),(57 89.04201),(58 90.860085),(59 91.35751),(60 92.102745),(61 92.54373),(62 92.74195),(63 92.75863),(64 92.14817),(65 92.49595),(66 92.18134),(67 92.957184),(68 92.34151),(69 92.16933),(70 92.54595),(71 92.12406),(72 91.80388),(73 91.450096),(74 90.0485),(75 90.15509),(76 89.14727),(77 88.886925),(78 88.94382),(79 88.56859),
(1 39.762947),(2 46.52041),(3 50.488007),(4 52.96513),(5 55.380646),(6 57.972828),(7 59.771824),(8 61.40785),(9 62.196613),(10 62.904396),(11 63.86114),(12 65.085014),(13 67.63843),(14 68.85126),(15 70.572945),(16 72.17224),(17 73.268105),(18 74.263466),(19 74.661766),(20 74.980255),(21 75.586586),(22 75.57982),(23 76.115585),(24 76.216034),(25 76.39167),(26 76.76201),(27 77.07631),(28 76.486336),(29 76.66615),(30 76.92577),(31 77.913055),(32 77.7136),(33 77.58947),(34 77.368965),(35 76.75306),(36 76.314606),(37 76.193504),(38 76.12168),(39 76.00488),(40 75.86607),(41 75.98538),(42 76.76794),(43 77.92948),(44 78.88222),(45 78.65437),(46 79.14178),(47 80.22391),(48 80.19372),(49 81.93525),(50 82.59638),(51 83.15851),(52 84.21053),(53 85.11869),(54 86.5918),(55 86.999115),(56 87.47137),(57 88.40376),(58 89.497894),(59 90.66165),(60 91.646454),(61 92.405136),(62 93.363495),(63 93.58986),(64 93.58303),(65 93.67499),(66 94.28657),(67 93.657234),(68 93.457146),(69 93.28059),(70 93.89553),(71 93.58006),(72 93.44015),(73 92.49373),(74 92.315674),(75 91.070496),(76 89.69515),(77 90.0869),(78 89.945755),(79 88.88032),
(1 38.690327),(2 45.27414),(3 48.632607),(4 51.129635),(5 53.1428),(6 55.683617),(7 57.76368),(8 59.468533),(9 60.133713),(10 61.544476),(11 63.476067),(12 64.54631),(13 66.6563),(14 67.77453),(15 68.951706),(16 69.6694),(17 71.02975),(18 71.38739),(19 71.76013),(20 71.996765),(21 72.23136),(22 72.31614),(23 72.56137),(24 73.092384),(25 73.52966),(26 74.04143),(27 74.85229),(28 74.76069),(29 75.414635),(30 76.19788),(31 76.6115),(32 77.36746),(33 76.83728),(34 76.641914),(35 75.75659),(36 75.73992),(37 76.40101),(38 76.7643),(39 76.97302),(40 77.54161),(41 78.31119),(42 79.356804),(43 80.19532),(44 80.92537),(45 82.14922),(46 82.329475),(47 83.41098),(48 84.02186),(49 84.63494),(50 85.61496),(51 85.99806),(52 87.221855),(53 87.93372),(54 88.367325),(55 89.1714),(56 89.529076),(57 89.8236),(58 91.18682),(59 91.766365),(60 92.43937),(61 93.39258),(62 93.98446),(63 93.48106),(64 93.48174),(65 93.47823),(66 93.07043),(67 93.78306),(68 93.37301),(69 93.258255),(70 93.77307),(71 93.759735),(72 92.51755),(73 91.93704),(74 91.55719),(75 90.516014),(76 89.84301),(77 89.19967),(78 88.91573),(79 87.81921),
(1 39.23282),(2 45.575153),(3 49.322933),(4 52.10101),(5 53.931316),(6 55.71438),(7 57.48491),(8 58.58501),(9 60.086857),(10 61.32124),(11 62.265747),(12 64.244064),(13 65.56529),(14 66.535965),(15 67.43902),(16 68.43539),(17 69.88353),(18 70.155876),(19 71.82652),(20 71.75868),(21 72.47212),(22 72.40917),(23 72.20812),(24 73.08751),(25 73.78781),(26 74.36761),(27 74.293304),(28 75.30166),(29 75.21149),(30 75.43336),(31 76.077354),(32 76.42055),(33 75.899734),(34 76.5044),(35 76.150345),(36 76.06099),(37 76.16253),(38 76.534294),(39 77.63091),(40 77.234505),(41 78.24017),(42 79.27146),(43 80.56317),(44 81.354454),(45 81.4833),(46 81.68987),(47 82.0871),(48 83.14766),(49 84.57638),(50 85.35904),(51 85.20466),(52 86.58139),(53 86.69378),(54 87.35459),(55 88.46363),(56 88.81322),(57 89.217285),(58 90.154915),(59 90.978294),(60 92.09233),(61 92.39058),(62 92.74612),(63 92.271614),(64 92.26255),(65 92.26456),(66 92.93397),(67 93.09413),(68 92.5985),(69 92.45542),(70 92.069786),(71 92.05338),(72 90.95018),(73 91.14865),(74 90.29784),(75 89.9447),(76 89.748314),(77 89.23702),(78 88.65157),(79 89.01452),
(1 38.938797),(2 45.045273),(3 49.07403),(4 51.864326),(5 54.466854),(6 56.75748),(7 58.20708),(8 59.84653),(9 61.262123),(10 62.59088),(11 64.15246),(12 65.27112),(13 67.07315),(14 68.46251),(15 70.123314),(16 71.49982),(17 72.1926),(18 73.162094),(19 73.06),(20 73.08692),(21 73.82432),(22 73.841675),(23 73.921364),(24 73.891884),(25 74.770515),(26 75.55744),(27 76.17657),(28 76.97559),(29 76.41213),(30 76.67821),(31 76.89392),(32 77.10268),(33 76.299484),(34 76.612816),(35 75.3275),(36 75.334885),(37 75.89937),(38 76.221504),(39 76.094604),(40 76.49055),(41 76.583755),(42 77.323044),(43 78.78807),(44 79.96936),(45 79.92784),(46 80.549515),(47 81.20103),(48 81.19325),(49 81.72028),(50 83.07986),(51 83.80447),(52 85.415886),(53 86.25738),(54 86.72591),(55 87.574745),(56 88.61641),(57 89.60191),(58 90.05219),(59 91.29186),(60 92.589905),(61 93.08073),(62 94.28351),(63 94.26852),(64 93.404755),(65 94.61678),(66 94.19438),(67 95.196976),(68 94.17846),(69 93.757034),(70 94.35244),(71 94.430725),(72 93.85643),(73 92.739136),(74 92.16087),(75 91.40346),(76 89.98638),(77 90.11507),(78 89.96841),(79 88.65506),
(1 38.416748),(2 44.776207),(3 48.55267),(4 50.912724),(5 52.93564),(6 54.746098),(7 56.76317),(8 58.345776),(9 59.594913),(10 61.024185),(11 62.280098),(12 63.387432),(13 65.508545),(14 66.46336),(15 67.5562),(16 68.07926),(17 69.43366),(18 70.17433),(19 70.85616),(20 70.90809),(21 71.17236),(22 71.587364),(23 71.17509),(24 72.013275),(25 73.12893),(26 73.608665),(27 72.95024),(28 73.881294),(29 74.35554),(30 74.496796),(31 74.900795),(32 74.855484),(33 74.398575),(34 74.20944),(35 74.15016),(36 74.14423),(37 74.79305),(38 74.712105),(39 74.84017),(40 75.954865),(41 76.39728),(42 76.972084),(43 79.15054),(44 80.20581),(45 80.832275),(46 80.96648),(47 81.81041),(48 82.357635),(49 82.811935),(50 83.78132),(51 85.391106),(52 85.6996),(53 86.32074),(54 87.35081),(55 88.62511),(56 89.50222),(57 89.93855),(58 90.126495),(59 91.62789),(60 91.57584),(61 91.81814),(62 92.58686),(63 91.88769),(64 91.85003),(65 92.28542),(66 92.58843),(67 92.53748),(68 91.74777),(69 91.78657),(70 91.704605),(71 92.02522),(72 91.32509),(73 91.10049),(74 90.25723),(75 89.04501),(76 88.05435),(77 87.87945),(78 87.229004),(79 86.59166),
(1 39.102345),(2 46.206017),(3 49.873947),(4 52.543957),(5 54.921185),(6 57.03741),(7 59.201927),(8 59.788525),(9 61.135017),(10 62.315083),(11 63.660942),(12 65.11386),(13 66.54702),(14 67.590744),(15 69.02417),(16 69.98626),(17 71.01104),(18 71.711174),(19 72.52606),(20 73.244644),(21 72.83075),(22 73.858406),(23 74.042496),(24 74.30449),(25 75.82751),(26 75.65534),(27 75.724),(28 76.40976),(29 76.796936),(30 76.885155),(31 78.07866),(32 77.80988),(33 78.17131),(34 78.386635),(35 77.54487),(36 77.367805),(37 77.42713),(38 77.58328),(39 78.71659),(40 78.635155),(41 79.67431),(42 80.24104),(43 81.55593),(44 82.44652),(45 83.509285),(46 83.45778),(47 83.99321),(48 84.91243),(49 86.193184),(50 86.85332),(51 87.376205),(52 88.52099),(53 89.51775),(54 90.22092),(55 90.47752),(56 90.86505),(57 91.56389),(58 92.82471),(59 93.77685),(60 94.014114),(61 94.39876),(62 94.512375),(63 94.35451),(64 94.61346),(65 94.36875),(66 94.16198),(67 94.124504),(68 93.83298),(69 92.929436),(70 92.871544),(71 91.71369),(72 91.31697),(73 90.903564),(74 89.92019),(75 89.72232),(76 88.69235),(77 87.86028),(78 88.16291),(79 87.78061),
(1 38.550297),(2 45.271725),(3 49.26332),(4 52.425713),(5 54.764732),(6 56.93306),(7 59.07507),(8 59.706867),(9 61.275246),(10 62.18044),(11 63.737312),(12 65.91903),(13 67.32236),(14 68.3106),(15 69.52529),(16 70.81784),(17 72.06317),(18 73.08799),(19 74.134415),(20 74.53474),(21 74.4298),(22 74.50339),(23 75.355835),(24 75.34891),(25 76.23891),(26 76.823364),(27 76.46639),(28 77.22861),(29 77.412575),(30 77.45458),(31 77.88164),(32 77.84803),(33 77.25419),(34 77.292175),(35 76.36873),(36 76.22452),(37 76.17009),(38 76.0022),(39 76.15596),(40 76.48074),(41 77.649536),(42 77.729485),(43 78.59632),(44 79.00249),(45 79.08748),(46 79.303604),(47 80.30075),(48 80.43709),(49 81.32836),(50 82.433716),(51 83.54935),(52 84.26707),(53 85.09313),(54 86.336845),(55 86.755936),(56 87.53021),(57 88.14444),(58 89.033005),(59 89.753075),(60 90.86866),(61 91.46697),(62 91.77353),(63 91.99699),(64 92.144905),(65 92.21022),(66 92.223694),(67 92.94472),(68 92.67207),(69 92.73796),(70 93.58912),(71 92.937164),(72 93.037575),(73 92.29473),(74 91.8372),(75 90.814384),(76 89.42732),(77 89.26331),(78 89.14485),(79 87.92421),
(1 38.335785),(2 44.469963),(3 48.1284),(4 50.582386),(5 52.939125),(6 55.644695),(7 57.250423),(8 57.854767),(9 59.292915),(10 60.800827),(11 61.999775),(12 63.04995),(13 65.08828),(14 66.14239),(15 67.69217),(16 69.069984),(17 69.81734),(18 70.73285),(19 71.34045),(20 71.697296),(21 71.75192),(22 72.44419),(23 71.631744),(24 72.365234),(25 72.83866),(26 73.27031),(27 73.7257),(28 74.92538),(29 75.28725),(30 75.62824),(31 76.55509),(32 76.55019),(33 76.865524),(34 75.87859),(35 75.64562),(36 75.91117),(37 76.47933),(38 76.25752),(39 76.21464),(40 76.52154),(41 77.531525),(42 78.54502),(43 79.721794),(44 80.33124),(45 81.47564),(46 82.119736),(47 82.156265),(48 83.11577),(49 83.397354),(50 84.51187),(51 84.50688),(52 85.16932),(53 86.33791),(54 87.43028),(55 87.59801),(56 87.711),(57 88.538216),(58 89.825096),(59 90.36183),(60 91.121796),(61 91.46627),(62 91.836136),(63 91.742096),(64 91.126564),(65 91.52057),(66 91.594154),(67 92.200775),(68 92.08693),(69 91.77933),(70 91.94358),(71 92.164055),(72 91.37517),(73 90.751686),(74 90.1838),(75 88.93118),(76 88.16488),(77 88.21406),(78 87.861725),(79 87.65704),
(1 38.38495),(2 44.318306),(3 47.515766),(4 50.472485),(5 52.401985),(6 54.713238),(7 56.303055),(8 57.148464),(9 58.76034),(10 60.6683),(11 61.517445),(12 62.889565),(13 64.37922),(14 66.02905),(15 66.286995),(16 68.05959),(17 68.43941),(18 69.01855),(19 69.81906),(20 70.62778),(21 70.595245),(22 70.58251),(23 71.02278),(24 71.39937),(25 72.15722),(26 72.885895),(27 73.003525),(28 73.52075),(29 74.69013),(30 74.492516),(31 74.41989),(32 74.812225),(33 74.95316),(34 75.21985),(35 74.25192),(36 74.18688),(37 73.88951),(38 74.73792),(39 74.57996),(40 75.4006),(41 76.093216),(42 76.50156),(43 78.09477),(44 79.311035),(45 79.69789),(46 80.328255),(47 80.37621),(48 81.86848),(49 82.374374),(50 83.02572),(51 84.35065),(52 84.86829),(53 85.86348),(54 85.474396),(55 86.14151),(56 86.75846),(57 87.9918),(58 89.31208),(59 89.642555),(60 90.37807),(61 92.064255),(62 91.00276),(63 90.92267),(64 91.38972),(65 91.62551),(66 90.89975),(67 90.99304),(68 90.166626),(69 89.3656),(70 89.41116),(71 89.15583),(72 87.94786),(73 87.44168),(74 87.07948),(75 85.48806),(76 84.548355),(77 84.84897),(78 83.75549),(79 83.66583),
(1 38.0738),(2 44.266365),(3 47.852753),(4 50.200783),(5 52.662754),(6 55.250946),(7 56.781002),(8 58.011383),(9 59.294952),(10 60.536217),(11 61.620228),(12 62.648617),(13 63.885124),(14 65.231865),(15 67.371826),(16 68.67897),(17 69.86657),(18 70.91295),(19 70.95458),(20 71.77905),(21 72.1953),(22 72.08666),(23 71.7236),(24 71.857155),(25 73.43325),(26 74.15425),(27 74.22),(28 74.89808),(29 74.89385),(30 75.18573),(31 75.49054),(32 76.177185),(33 76.091095),(34 76.465836),(35 75.48529),(36 74.78713),(37 75.276764),(38 75.256424),(39 75.34693),(40 76.030945),(41 76.5788),(42 76.554565),(43 77.62016),(44 77.96541),(45 79.41771),(46 80.052345),(47 80.60044),(48 81.119774),(49 82.3151),(50 82.82557),(51 83.116455),(52 84.65697),(53 85.224686),(54 86.232956),(55 87.02939),(56 88.67383),(57 89.180275),(58 90.18372),(59 91.41097),(60 91.84416),(61 92.37194),(62 92.69105),(63 92.58105),(64 92.35664),(65 92.48117),(66 92.40835),(67 92.62983),(68 92.43173),(69 92.488495),(70 92.5319),(71 91.756004),(72 90.9761),(73 90.65018),(74 89.708786),(75 89.33468),(76 88.10128),(77 88.48659),(78 87.07156),(79 86.408745),
(1 38.425884),(2 44.940235),(3 48.728237),(4 51.324608),(5 53.79291),(6 56.163765),(7 57.51333),(8 58.663776),(9 59.7385),(10 60.653522),(11 61.74335),(12 62.983715),(13 64.86605),(14 66.83314),(15 68.23072),(16 69.40142),(17 70.27365),(18 71.33729),(19 71.74688),(20 71.957855),(21 72.76904),(22 73.1602),(23 73.46834),(24 73.25517),(25 74.11578),(26 74.60099),(27 74.94828),(28 75.8571),(29 76.08969),(30 76.90917),(31 77.20403),(32 77.34576),(33 76.94436),(34 77.09406),(35 76.35622),(36 75.91809),(37 76.130516),(38 76.294716),(39 76.349556),(40 76.58555),(41 77.71199),(42 78.29248),(43 79.419106),(44 80.29108),(45 79.912674),(46 80.74711),(47 81.25991),(48 82.1886),(49 83.23395),(50 83.883934),(51 85.07598),(52 85.600174),(53 86.520645),(54 86.76334),(55 87.76666),(56 87.81132),(57 89.16727),(58 89.60827),(59 90.6355),(60 91.922195),(61 93.153046),(62 92.59004),(63 92.96131),(64 93.00196),(65 92.63737),(66 93.347565),(67 93.247505),(68 93.53764),(69 93.32562),(70 92.95033),(71 92.28268),(72 92.571304),(73 90.561966),(74 90.09691),(75 88.9736),(76 88.22457),(77 88.32336),(78 87.76182),(79 86.49857),
(1 37.244114),(2 43.639103),(3 46.80764),(4 49.868114),(5 52.29857),(6 54.39675),(7 56.139755),(8 58.27334),(9 60.103085),(10 60.589043),(11 62.635887),(12 63.46038),(13 65.38825),(14 66.8549),(15 67.52739),(16 68.37231),(17 69.64782),(18 69.75647),(19 70.367325),(20 70.510666),(21 70.71422),(22 70.59092),(23 71.065796),(24 70.82297),(25 71.396095),(26 71.91498),(27 72.52979),(28 73.64386),(29 74.1159),(30 74.517075),(31 74.6564),(32 74.81067),(33 74.64381),(34 74.294304),(35 74.77421),(36 74.84389),(37 74.75397),(38 75.40624),(39 75.721016),(40 76.036766),(41 76.189445),(42 77.04481),(43 78.58854),(44 79.40588),(45 79.89571),(46 81.06007),(47 81.54398),(48 81.73389),(49 82.81318),(50 83.479065),(51 84.48869),(52 85.3548),(53 85.94418),(54 86.47597),(55 86.855194),(56 86.70062),(57 87.04006),(58 87.53785),(59 88.75428),(60 89.48299),(61 89.99205),(62 90.0916),(63 90.10607),(64 90.49937),(65 90.83745),(66 91.02714),(67 90.207985),(68 90.04603),(69 89.468864),(70 89.603546),(71 88.605675),(72 88.064),(73 87.39375),(74 86.37979),(75 85.7971),(76 84.5545),(77 84.17182),(78 83.83251),(79 83.73095),
(1 37.348415),(2 43.339188),(3 46.607506),(4 49.59705),(5 51.638424),(6 54.782757),(7 55.97183),(8 56.921383),(9 58.506275),(10 58.974285),(11 60.146584),(12 61.311417),(13 62.89123),(14 64.88887),(15 66.352295),(16 66.94681),(17 68.248505),(18 68.99146),(19 69.05351),(20 69.49774),(21 69.47891),(22 70.07996),(23 70.219154),(24 70.85749),(25 72.08713),(26 72.67289),(27 71.983635),(28 72.2796),(29 73.07759),(30 71.87612),(31 72.81836),(32 73.10959),(33 73.07183),(34 73.14612),(35 72.450516),(36 71.80214),(37 72.27763),(38 72.229324),(39 71.972824),(40 72.53198),(41 73.09428),(42 73.70239),(43 74.44827),(44 75.12631),(45 75.73516),(46 75.7963),(47 77.044914),(48 76.988464),(49 77.56949),(50 77.93733),(51 79.4166),(52 80.03278),(53 81.23717),(54 82.86641),(55 83.22665),(56 83.725975),(57 84.1061),(58 85.379875),(59 86.47619),(60 87.32355),(61 88.07531),(62 88.3122),(63 88.20484),(64 88.2526),(65 88.259766),(66 88.07503),(67 88.4984),(68 88.33304),(69 87.83603),(70 88.425476),(71 88.312744),(72 88.231415),(73 87.21362),(74 85.92502),(75 86.145226),(76 85.7439),(77 85.88162),(78 85.40093),(79 84.406555),
(1 37.348724),(2 43.74808),(3 47.29603),(4 50.084812),(5 51.836773),(6 54.07984),(7 55.870026),(8 56.849064),(9 58.16775),(10 59.053776),(11 60.678616),(12 61.99923),(13 63.779682),(14 65.15383),(15 66.19172),(16 67.123634),(17 67.86709),(18 68.867775),(19 69.52144),(20 69.9961),(21 69.84433),(22 69.883514),(23 69.98247),(24 70.94043),(25 71.6119),(26 71.34628),(27 71.35772),(28 72.31239),(29 72.65323),(30 72.5004),(31 73.47386),(32 73.774315),(33 73.58005),(34 73.448204),(35 73.17637),(36 72.90027),(37 73.65171),(38 73.78577),(39 73.62811),(40 74.734764),(41 74.63907),(42 75.17289),(43 75.830635),(44 77.02915),(45 77.393425),(46 77.89846),(47 78.65481),(48 79.36541),(49 80.73513),(50 81.36566),(51 81.834854),(52 83.12301),(53 84.099266),(54 84.07325),(55 84.99785),(56 85.04154),(57 85.330124),(58 86.06079),(59 86.70926),(60 87.76872),(61 88.35853),(62 88.63395),(63 88.329285),(64 88.59474),(65 88.40436),(66 88.19312),(67 88.933525),(68 88.27125),(69 88.3722),(70 88.504395),(71 88.01697),(72 87.78029),(73 87.09441),(74 86.61134),(75 85.690125),(76 84.60865),(77 83.96592),(78 83.89722),(79 83.86737),
(1 38.038216),(2 44.303326),(3 47.22413),(4 50.058582),(5 52.667744),(6 54.62443),(7 55.97859),(8 57.1311),(9 58.703785),(10 59.498272),(11 61.239845),(12 61.33776),(13 64.40387),(14 65.394966),(15 66.884964),(16 67.849724),(17 68.44312),(18 69.22783),(19 69.68789),(20 70.68702),(21 70.538216),(22 70.775154),(23 70.70033),(24 71.15071),(25 72.35297),(26 73.03845),(27 73.71807),(28 74.10409),(29 74.28746),(30 74.451805),(31 74.82067),(32 75.28013),(33 75.28174),(34 74.67192),(35 74.39736),(36 75.00881),(37 74.45958),(38 75.10075),(39 75.702545),(40 75.913284),(41 77.282814),(42 77.743904),(43 78.38971),(44 79.82335),(45 80.39349),(46 80.56675),(47 80.779396),(48 81.62439),(49 82.097664),(50 83.593315),(51 84.66898),(52 84.93025),(53 85.98574),(54 86.58057),(55 86.85968),(56 87.227),(57 87.64197),(58 88.47543),(59 89.0398),(60 89.41992),(61 89.878265),(62 89.68275),(63 89.70956),(64 90.29423),(65 89.99834),(66 89.58204),(67 89.928795),(68 89.75342),(69 89.99241),(70 89.69344),(71 89.46273),(72 88.849655),(73 88.10419),(74 86.95478),(75 86.60766),(76 85.80794),(77 85.05751),(78 85.1392),(79 85.08019),
