1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 564689.56),(2 881545.8),(3 965248.06),(4 1953299),(5 2598464.3),(6 2827826),(7 3941844),(8 4571123.5),(9 4660719.5),(10 5659115.5),(11 6155076),(12 6028346.5),(13 6821976.5),(14 7288952.5),(15 7246757.5),(16 8122223.5),(17 8950117),(18 9254118),(19 10384623),(20 11515251),(21 12012839),(22 13280197),(23 14614720),(24 15276637),(25 16749251),(26 18379926),(27 19364392),(28 21100018),(29 23064102),(30 24299902),(31 26286622),(32 28625686),(33 30355878),(34 32466570),(35 34836590),(36 36297460),(37 38124828),(38 39978388),(39 41066510),(40 42843340),(41 45004956),(42 46450764),(43 48297020),(44 50836028),(45 52492108),(46 54655060),(47 57385264),(48 59353120),(49 61651932),(50 64407310),(51 66150270),(52 68546310),(53 71215850),(54 72804380),(55 74698136),(56 76799050),(57 77830710),(58 79090104),(59 80679304),(60 81205720),(61 81984584),(62 83313140),(63 83509896),(64 84050840),(65 85141960),(66 85276250),(67 85679816),(68 86636504),(69 86857910),(70 87436280),(71 88674184),(72 89087256),(73 89901220),(74 91385320),(75 91680930),(76 92264760),(77 93453160),(78 93391650),(79 93909030),
(1 193.72018),(2 231.86722),(3 254.35364),(4 268.22046),(5 277.9743),(6 292.35544),(7 299.22638),(8 309.3837),(9 310.1669),(10 318.42523),(11 320.2391),(12 326.23376),(13 328.08267),(14 330.44604),(15 335.72025),(16 337.0328),(17 338.99268),(18 346.66455),(19 344.95868),(20 345.329),(21 352.21402),(22 351.3993),(23 353.43414),(24 351.10843),(25 346.20383),(26 345.04297),(27 342.3263),(28 340.34195),(29 338.2613),(30 337.7013),(31 334.54858),(32 330.78387),(33 333.9122),(34 332.31998),(35 330.01),(36 329.5757),(37 332.9408),(38 332.36404),(39 325.08682),(40 324.85944),(41 323.08817),(42 324.2265),(43 323.3459),(44 322.0264),(45 319.95892),(46 319.588),(47 320.1985),(48 325.46512),(49 325.67133),(50 324.23877),(51 326.1465),(52 324.88358),(53 327.48932),(54 327.1884),(55 327.5088),(56 332.62952),(57 333.27066),(58 333.82123),(59 336.2025),(60 335.4291),(61 337.8497),(62 337.45587),(63 342.39398),(64 342.15057),(65 343.13004),(66 346.12506),(67 342.25723),(68 343.74164),(69 342.80792),(70 341.28528),(71 342.28665),(72 341.395),(73 344.67264),(74 342.5406),(75 339.6843),(76 344.2207),(77 342.38583),(78 348.29886),(79 343.39716),
(1 188.59854),(2 225.14285),(3 248.48941),(4 265.29327),(5 275.49136),(6 288.8901),(7 295.5553),(8 305.16605),(9 309.58533),(10 315.13312),(11 318.85245),(12 319.8521),(13 322.27173),(14 324.50006),(15 324.92337),(16 329.37018),(17 326.9382),(18 333.44754),(19 331.06537),(20 329.90332),(21 334.5392),(22 331.81946),(23 330.83322),(24 331.65704),(25 326.98468),(26 322.7616),(27 321.87863),(28 321.0543),(29 316.8893),(30 316.13803),(31 314.233),(32 309.95123),(33 316.1825),(34 316.36188),(35 313.62274),(36 315.63562),(37 313.6009),(38 313.80487),(39 309.16577),(40 308.8943),(41 311.6035),(42 312.53357),(43 316.038),(44 315.73914),(45 315.2927),(46 316.11224),(47 312.06192),(48 316.17084),(49 318.41428),(50 318.39746),(51 319.56302),(52 315.9951),(53 317.4141),(54 322.1441),(55 315.26968),(56 319.635),(57 324.48837),(58 320.8854),(59 326.02386),(60 327.8987),(61 331.4735),(62 330.7446),(63 336.51624),(64 336.8093),(65 340.7039),(66 345.62482),(67 339.08377),(68 343.45538),(69 342.57852),(70 343.0467),(71 344.54282),(72 341.03024),(73 340.93594),(74 339.735),(75 340.00476),(76 343.77673),(77 342.73138),(78 342.85626),(79 343.75797),
(1 186.18666),(2 224.45464),(3 247.17876),(4 265.49442),(5 277.09656),(6 291.16403),(7 301.33868),(8 312.23676),(9 315.09085),(10 319.14554),(11 325.26547),(12 327.6301),(13 330.92566),(14 334.64285),(15 335.34445),(16 342.23993),(17 343.97232),(18 348.5787),(19 347.26337),(20 346.55966),(21 345.87033),(22 345.40735),(23 346.42383),(24 345.63953),(25 340.70135),(26 336.30853),(27 333.18488),(28 334.26797),(29 330.3584),(30 330.04483),(31 332.42944),(32 328.36496),(33 334.54355),(34 330.86557),(35 328.32568),(36 324.22266),(37 325.51062),(38 325.10144),(39 325.00992),(40 321.9027),(41 316.99033),(42 317.31818),(43 317.80182),(44 317.93475),(45 315.16748),(46 315.70825),(47 316.08984),(48 319.03256),(49 318.94592),(50 322.41275),(51 322.90277),(52 323.16614),(53 329.72684),(54 331.72845),(55 327.75995),(56 331.5745),(57 334.01422),(58 336.9731),(59 336.83292),(60 339.4452),(61 341.23825),(62 346.01807),(63 348.2489),(64 355.0322),(65 354.15762),(66 352.23853),(67 352.85202),(68 351.6465),(69 349.42987),(70 349.30743),(71 347.12613),(72 346.19806),(73 343.43082),(74 342.98624),(75 350.37915),(76 347.4814),(77 345.72296),(78 344.98352),(79 341.70142),
(1 186.5926),(2 223.21376),(3 247.29214),(4 259.74066),(5 269.9236),(6 284.0763),(7 289.54797),(8 297.75638),(9 303.3036),(10 308.15448),(11 308.81558),(12 313.804),(13 316.00604),(14 316.22885),(15 317.88556),(16 318.27512),(17 319.00018),(18 324.20895),(19 325.73825),(20 322.45123),(21 323.50235),(22 324.39197),(23 330.53036),(24 330.30365),(25 329.9619),(26 325.17554),(27 328.604),(28 325.964),(29 326.23325),(30 321.6445),(31 317.6954),(32 317.625),(33 320.62967),(34 318.59946),(35 316.78473),(36 315.3693),(37 313.68604),(38 315.16855),(39 312.2676),(40 312.88522),(41 312.66794),(42 309.12628),(43 307.72366),(44 305.9849),(45 308.20407),(46 308.28104),(47 309.68234),(48 311.74414),(49 312.39883),(50 307.21753),(51 307.8742),(52 307.9705),(53 311.7312),(54 307.32248),(55 307.0748),(56 308.29922),(57 312.68097),(58 312.20966),(59 311.8676),(60 315.79868),(61 317.81418),(62 323.16016),(63 325.9261),(64 325.94366),(65 325.4702),(66 324.20084),(67 325.13293),(68 327.0258),(69 325.0652),(70 326.37665),(71 327.92654),(72 327.83475),(73 328.12415),(74 328.8196),(75 331.8952),(76 333.28763),(77 334.79138),(78 333.6407),(79 332.25516),
(1 182.08046),(2 217.75267),(3 243.75807),(4 255.2405),(5 265.96948),(6 274.92526),(7 280.50403),(8 287.5019),(9 292.93912),(10 293.5305),(11 295.7934),(12 296.42062),(13 300.64948),(14 302.91095),(15 303.4624),(16 308.48798),(17 309.92075),(18 316.9505),(19 321.15466),(20 323.2549),(21 326.59467),(22 325.9919),(23 327.35248),(24 323.53806),(25 322.62576),(26 322.2201),(27 323.38324),(28 322.7718),(29 323.43988),(30 323.88074),(31 326.04916),(32 323.8086),(33 324.65262),(34 321.6464),(35 324.42484),(36 320.1419),(37 319.30792),(38 316.9227),(39 309.55545),(40 311.7646),(41 307.1805),(42 300.48868),(43 300.1746),(44 297.52847),(45 299.1006),(46 300.60458),(47 300.51898),(48 304.94086),(49 301.83026),(50 300.49466),(51 302.92758),(52 302.4505),(53 302.8021),(54 302.2533),(55 304.84985),(56 307.5071),(57 309.8426),(58 312.4909),(59 315.16385),(60 319.35074),(61 323.13202),(62 325.7102),(63 328.3472),(64 326.85938),(65 326.64673),(66 325.75677),(67 325.83304),(68 323.49823),(69 322.08685),(70 323.82346),(71 322.87045),(72 322.68854),(73 324.00778),(74 322.84348),(75 320.5825),(76 324.3391),(77 323.13745),(78 329.6542),(79 325.1771),
(1 184.86496),(2 222.10579),(3 245.51447),(4 259.84497),(5 268.55246),(6 277.60605),(7 285.94376),(8 289.8451),(9 295.98145),(10 301.31784),(11 300.6868),(12 303.98715),(13 306.4166),(14 309.9741),(15 313.20047),(16 318.756),(17 314.96295),(18 320.08002),(19 322.99078),(20 323.16873),(21 327.2205),(22 326.7291),(23 327.2453),(24 326.10834),(25 324.5804),(26 324.28775),(27 324.23587),(28 321.61124),(29 320.41614),(30 317.92395),(31 317.23154),(32 313.01352),(33 315.51764),(34 315.1223),(35 318.46753),(36 316.617),(37 321.8997),(38 321.54218),(39 316.74213),(40 313.60144),(41 315.57394),(42 309.3765),(43 309.5405),(44 309.4178),(45 307.66916),(46 309.99182),(47 308.55725),(48 309.33047),(49 308.3756),(50 312.40912),(51 309.43698),(52 306.0605),(53 302.88446),(54 308.89676),(55 308.28098),(56 312.87622),(57 314.5955),(58 314.3321),(59 318.5482),(60 324.2282),(61 323.24026),(62 325.02142),(63 331.80878),(64 334.14612),(65 331.54114),(66 334.60645),(67 335.70053),(68 336.95316),(69 336.52158),(70 336.26828),(71 337.39322),(72 338.81436),(73 340.93228),(74 342.57452),(75 341.0165),(76 342.18448),(77 341.51532),(78 346.54684),(79 342.29788),
(1 178.30704),(2 213.22322),(3 236.0747),(4 253.59938),(5 263.03818),(6 270.47202),(7 276.7106),(8 283.58832),(9 289.45108),(10 294.34335),(11 294.37314),(12 299.39722),(13 305.21524),(14 307.35367),(15 309.7681),(16 307.82974),(17 308.6929),(18 314.16666),(19 313.38004),(20 312.404),(21 313.24152),(22 317.1184),(23 313.28262),(24 314.4123),(25 313.1415),(26 312.84845),(27 313.39926),(28 317.64966),(29 318.6048),(30 315.2966),(31 314.7074),(32 308.9176),(33 310.58694),(34 306.25244),(35 305.08826),(36 300.16873),(37 300.1924),(38 298.5987),(39 298.3307),(40 297.27533),(41 295.44543),(42 292.88373),(43 295.94458),(44 295.22955),(45 298.96194),(46 296.22098),(47 297.29648),(48 299.2472),(49 296.88126),(50 301.27487),(51 297.34668),(52 298.04758),(53 297.8498),(54 300.053),(55 300.82736),(56 301.93958),(57 303.5385),(58 305.9231),(59 304.2218),(60 308.96774),(61 313.1794),(62 311.50705),(63 316.5288),(64 314.53973),(65 313.75922),(66 314.68213),(67 312.41626),(68 312.12943),(69 311.84744),(70 313.15634),(71 314.25076),(72 316.97238),(73 314.77478),(74 314.92322),(75 311.2894),(76 312.7),(77 314.88144),(78 318.27905),(79 312.952),
(1 181.3537),(2 218.75906),(3 238.90442),(4 249.90762),(5 261.84454),(6 269.92044),(7 275.82013),(8 278.05646),(9 284.9412),(10 291.70514),(11 298.7736),(12 301.51407),(13 304.4793),(14 308.96613),(15 313.84583),(16 317.8973),(17 318.79498),(18 323.556),(19 323.54874),(20 324.90497),(21 329.20474),(22 326.80444),(23 327.6053),(24 327.51083),(25 328.08777),(26 330.16556),(27 326.03452),(28 330.5932),(29 328.8277),(30 323.89606),(31 321.68985),(32 319.03906),(33 322.3263),(34 320.3545),(35 316.11664),(36 315.04987),(37 315.2044),(38 311.43988),(39 305.83527),(40 303.76358),(41 304.59024),(42 302.23508),(43 301.56393),(44 301.7895),(45 304.90228),(46 304.19647),(47 303.9035),(48 306.58942),(49 304.08774),(50 303.8134),(51 306.33853),(52 306.26456),(53 303.78534),(54 303.94702),(55 303.65057),(56 304.7093),(57 305.08975),(58 302.39447),(59 305.72986),(60 309.54022),(61 312.96475),(62 317.68585),(63 316.60803),(64 320.6523),(65 322.48932),(66 324.73587),(67 322.41248),(68 320.7802),(69 319.37213),(70 319.53387),(71 320.52646),(72 319.9311),(73 320.49847),(74 320.68134),(75 319.19562),(76 322.26392),(77 319.16492),(78 323.1114),(79 319.2458),
(1 175.889),(2 213.36511),(3 228.71042),(4 244.28168),(5 253.61426),(6 261.62375),(7 269.38577),(8 272.99286),(9 275.02365),(10 279.84842),(11 286.3635),(12 287.6808),(13 290.965),(14 288.2484),(15 291.76883),(16 291.1718),(17 296.3069),(18 299.11423),(19 298.84183),(20 298.6669),(21 303.44327),(22 300.22318),(23 301.4073),(24 301.11722),(25 300.74622),(26 298.54578),(27 300.09396),(28 303.30835),(29 302.7119),(30 300.8998),(31 302.64682),(32 298.9217),(33 303.01215),(34 300.9354),(35 300.57816),(36 303.0969),(37 303.8814),(38 302.94696),(39 299.4095),(40 298.74533),(41 295.80853),(42 293.89352),(43 293.46292),(44 292.50488),(45 292.82678),(46 293.14285),(47 290.9979),(48 294.69244),(49 295.48657),(50 294.6567),(51 296.6107),(52 298.31924),(53 300.68808),(54 301.05005),(55 300.0911),(56 296.49622),(57 300.19986),(58 298.80035),(59 302.99265),(60 302.70923),(61 303.2666),(62 306.2535),(63 305.9851),(64 307.45587),(65 303.44717),(66 304.92273),(67 308.0098),(68 302.14075),(69 305.61957),(70 308.1936),(71 305.99173),(72 302.86282),(73 304.3462),(74 305.90778),(75 307.26193),(76 305.16437),(77 307.31348),(78 314.72702),(79 311.57068),
(1 172.54675),(2 208.04091),(3 230.82538),(4 241.63496),(5 250.42288),(6 260.77945),(7 264.61642),(8 270.43985),(9 275.10526),(10 273.53665),(11 277.78674),(12 280.92404),(13 286.34613),(14 287.82806),(15 287.02493),(16 287.98367),(17 289.8451),(18 294.09695),(19 295.6231),(20 297.55716),(21 296.8251),(22 296.06644),(23 298.50443),(24 299.42313),(25 296.46008),(26 297.3763),(27 297.2532),(28 298.9279),(29 301.40854),(30 298.69055),(31 295.55374),(32 293.74594),(33 298.105),(34 294.03287),(35 294.3659),(36 293.52136),(37 293.02652),(38 292.83752),(39 290.6976),(40 290.20575),(41 289.81857),(42 286.7234),(43 286.16724),(44 284.96674),(45 284.1315),(46 283.58313),(47 286.42926),(48 286.60168),(49 285.78708),(50 286.0835),(51 285.01962),(52 288.78503),(53 292.60648),(54 288.33627),(55 292.00995),(56 290.62393),(57 290.9747),(58 291.214),(59 294.0105),(60 296.63974),(61 300.0232),(62 303.2738),(63 307.71082),(64 310.21036),(65 310.23596),(66 310.53622),(67 313.03134),(68 315.36755),(69 311.61862),(70 311.57544),(71 316.08502),(72 314.58194),(73 316.44833),(74 314.17017),(75 314.7569),(76 317.88107),(77 320.49042),(78 322.13574),(79 318.9205),
(1 171.79614),(2 206.69522),(3 223.43857),(4 234.97542),(5 246.26053),(6 253.33989),(7 257.81625),(8 262.81375),(9 266.9062),(10 273.0914),(11 277.37848),(12 279.7698),(13 285.29727),(14 286.05704),(15 289.88248),(16 291.91122),(17 292.97903),(18 297.50827),(19 300.69174),(20 302.2262),(21 302.37274),(22 305.6713),(23 303.86255),(24 298.82898),(25 297.56473),(26 296.77853),(27 295.95135),(28 295.85242),(29 293.9191),(30 293.44983),(31 290.82678),(32 287.45657),(33 289.94766),(34 285.9),(35 287.04572),(36 286.75333),(37 283.21045),(38 283.00607),(39 285.70642),(40 279.99667),(41 281.51212),(42 282.37372),(43 280.888),(44 278.49124),(45 280.44528),(46 282.29178),(47 282.29822),(48 285.86078),(49 286.057),(50 282.67102),(51 281.70193),(52 282.71805),(53 286.39877),(54 286.9043),(55 289.33838),(56 289.69983),(57 290.6091),(58 293.02768),(59 293.92612),(60 290.3494),(61 294.6892),(62 294.97705),(63 300.7787),(64 300.7876),(65 302.21652),(66 301.27145),(67 304.02377),(68 307.2466),(69 303.69907),(70 302.43182),(71 305.50015),(72 304.2238),(73 308.01535),(74 307.05835),(75 306.69257),(76 305.8557),(77 304.5292),(78 312.68887),(79 306.99973),
(1 170.1536),(2 202.87411),(3 221.23607),(4 236.58179),(5 238.84993),(6 250.38713),(7 256.6579),(8 260.8551),(9 260.28766),(10 268.12683),(11 269.57925),(12 271.8014),(13 277.98712),(14 279.45398),(15 279.34442),(16 285.07413),(17 288.25992),(18 290.9587),(19 292.075),(20 290.05182),(21 292.60886),(22 293.68735),(23 292.15604),(24 296.72327),(25 294.21494),(26 294.97043),(27 293.5081),(28 291.86664),(29 291.5229),(30 292.17255),(31 289.36887),(32 295.6032),(33 297.89127),(34 294.42456),(35 292.55487),(36 293.10364),(37 291.8134),(38 287.97174),(39 285.6828),(40 284.44876),(41 283.07346),(42 283.4174),(43 280.51288),(44 283.64246),(45 282.95538),(46 281.96436),(47 283.33508),(48 285.06342),(49 283.8479),(50 284.04016),(51 282.75723),(52 283.76022),(53 284.19388),(54 286.8798),(55 285.9171),(56 286.8741),(57 292.83002),(58 292.12317),(59 294.36136),(60 293.7007),(61 293.697),(62 297.0584),(63 298.85715),(64 296.98947),(65 301.90182),(66 304.25293),(67 303.0737),(68 299.2681),(69 301.90695),(70 303.01035),(71 304.95215),(72 303.53397),(73 301.63196),(74 300.5495),(75 298.98694),(76 299.96576),(77 298.8276),(78 301.02075),(79 303.1328),
(1 166.60852),(2 202.38449),(3 224.9986),(4 238.97063),(5 246.37466),(6 252.46266),(7 258.5874),(8 259.27283),(9 263.10013),(10 265.68027),(11 269.62692),(12 270.83746),(13 270.99503),(14 272.4215),(15 275.16016),(16 277.02628),(17 278.72565),(18 282.4598),(19 282.01672),(20 284.2449),(21 283.8022),(22 283.4381),(23 286.36658),(24 282.86127),(25 282.11542),(26 283.79086),(27 284.60614),(28 282.9202),(29 282.3882),(30 284.10977),(31 284.75955),(32 283.60114),(33 287.44064),(34 280.9466),(35 284.6809),(36 281.89478),(37 283.095),(38 279.42752),(39 279.94583),(40 279.7699),(41 280.79428),(42 278.30023),(43 274.66174),(44 275.0093),(45 275.00815),(46 274.8758),(47 276.81396),(48 280.08627),(49 276.59448),(50 277.15286),(51 278.10367),(52 276.61203),(53 276.05536),(54 278.87277),(55 278.25223),(56 280.40585),(57 283.88208),(58 284.90598),(59 286.86795),(60 283.57816),(61 286.29984),(62 287.5482),(63 293.56543),(64 292.0079),(65 292.06567),(66 298.45718),(67 296.1698),(68 294.25323),(69 291.5291),(70 295.4581),(71 294.94565),(72 292.19382),(73 293.04272),(74 294.94263),(75 294.36078),(76 294.94696),(77 296.0319),(78 296.51086),(79 298.14478),
(1 161.59758),(2 197.13461),(3 218.33925),(4 232.58595),(5 235.89095),(6 242.91806),(7 249.53098),(8 255.54193),(9 260.61456),(10 261.28027),(11 264.4983),(12 268.6428),(13 269.09955),(14 272.6437),(15 279.41205),(16 280.61493),(17 280.24335),(18 285.24457),(19 285.66397),(20 284.34946),(21 286.15994),(22 288.25504),(23 287.94),(24 288.15598),(25 287.4788),(26 287.60526),(27 286.99774),(28 284.6869),(29 280.41437),(30 278.33475),(31 279.16595),(32 279.6663),(33 279.01855),(34 278.66187),(35 277.3012),(36 276.69278),(37 274.65796),(38 274.83856),(39 272.05664),(40 272.21832),(41 271.5932),(42 272.7276),(43 272.051),(44 271.08633),(45 269.79654),(46 270.17114),(47 271.407),(48 269.98987),(49 268.23938),(50 270.10455),(51 269.00955),(52 268.41046),(53 265.7022),(54 266.3977),(55 266.7392),(56 268.51718),(57 269.1787),(58 271.2345),(59 271.2485),(60 269.7224),(61 275.51334),(62 275.3172),(63 285.0108),(64 282.35217),(65 282.9481),(66 289.11798),(67 287.67874),(68 286.59897),(69 287.43774),(70 287.78876),(71 291.14078),(72 286.28217),(73 286.06464),(74 286.99625),(75 287.91434),(76 290.21112),(77 285.16238),(78 286.8301),(79 286.53323),
(1 163.97331),(2 197.63144),(3 219.78656),(4 234.15654),(5 244.70633),(6 249.72041),(7 252.41893),(8 258.88638),(9 263.59866),(10 266.6239),(11 270.38412),(12 274.097),(13 280.09747),(14 282.80304),(15 285.17896),(16 284.61758),(17 284.85184),(18 294.0137),(19 294.26883),(20 291.4349),(21 294.87482),(22 294.92905),(23 293.2199),(24 293.96103),(25 292.17206),(26 293.16104),(27 293.50327),(28 295.2839),(29 292.727),(30 288.99487),(31 287.06848),(32 287.41296),(33 287.12747),(34 285.54486),(35 282.16733),(36 280.3375),(37 282.17407),(38 280.62372),(39 281.61185),(40 277.37112),(41 279.9055),(42 275.9263),(43 275.22324),(44 276.87473),(45 276.24527),(46 275.33163),(47 275.1483),(48 277.79083),(49 275.5138),(50 274.91504),(51 281.04315),(52 279.53983),(53 278.31284),(54 280.05606),(55 280.87183),(56 281.4039),(57 282.16907),(58 278.5024),(59 282.18753),(60 281.6188),(61 283.24603),(62 285.09827),(63 291.1857),(64 292.97598),(65 292.27222),(66 296.79013),(67 291.663),(68 291.99185),(69 291.18423),(70 291.5161),(71 293.44427),(72 290.18182),(73 293.26727),(74 293.26022),(75 291.73544),(76 294.4422),(77 292.26486),(78 296.66785),(79 292.45938),
(1 162.28564),(2 195.07996),(3 214.33835),(4 227.21758),(5 234.3947),(6 244.55847),(7 247.95078),(8 252.40666),(9 254.86131),(10 259.05197),(11 263.3732),(12 265.82242),(13 269.48428),(14 273.19006),(15 273.36444),(16 279.04715),(17 282.26648),(18 286.2265),(19 287.78198),(20 283.82388),(21 283.59),(22 286.46933),(23 282.4441),(24 278.12552),(25 278.5556),(26 278.00836),(27 278.033),(28 277.66553),(29 277.02658),(30 277.89764),(31 279.2289),(32 280.0802),(33 279.26712),(34 275.6443),(35 277.64575),(36 276.44406),(37 275.7147),(38 273.37265),(39 273.52347),(40 274.7495),(41 270.22705),(42 270.68515),(43 269.67368),(44 270.4725),(45 269.26462),(46 269.22034),(47 269.553),(48 269.23276),(49 267.2834),(50 265.30652),(51 264.18307),(52 266.23325),(53 265.80188),(54 265.90915),(55 268.05603),(56 269.0611),(57 271.3673),(58 270.49542),(59 273.42868),(60 273.8384),(61 279.4613),(62 280.66544),(63 285.73376),(64 287.1757),(65 286.12167),(66 289.1021),(67 290.9881),(68 291.68546),(69 289.89072),(70 291.7225),(71 289.37308),(72 291.6364),(73 293.1707),(74 292.99005),(75 292.26663),(76 292.79962),(77 290.79904),(78 297.2705),(79 296.0739),
(1 159.57924),(2 193.96577),(3 215.34178),(4 223.92328),(5 230.55649),(6 240.48413),(7 244.87378),(8 251.15825),(9 252.52037),(10 256.35498),(11 261.84357),(12 262.81677),(13 265.853),(14 264.65942),(15 266.27628),(16 268.1655),(17 270.5191),(18 274.52582),(19 273.12448),(20 273.99484),(21 275.74942),(22 276.7199),(23 276.58752),(24 277.36844),(25 277.26758),(26 280.09555),(27 279.91785),(28 278.53445),(29 277.8064),(30 275.07455),(31 272.29724),(32 272.8025),(33 275.92197),(34 273.16052),(35 270.8165),(36 270.22815),(37 267.85992),(38 268.52673),(39 268.70773),(40 264.93716),(41 264.42584),(42 265.74487),(43 265.55164),(44 265.47028),(45 266.85782),(46 268.88196),(47 268.35117),(48 269.16727),(49 270.4549),(50 273.5284),(51 267.7618),(52 269.36523),(53 268.31433),(54 271.42007),(55 271.91202),(56 270.80423),(57 274.93985),(58 275.55298),(59 279.8182),(60 280.41385),(61 283.51324),(62 285.85452),(63 288.20203),(64 288.18744),(65 286.98233),(66 287.6023),(67 284.6009),(68 286.7394),(69 283.07376),(70 284.92694),(71 284.01767),(72 280.83792),(73 283.6235),(74 285.31262),(75 285.3564),(76 285.17282),(77 287.71698),(78 292.15594),(79 288.23102),
(1 157.1489),(2 187.89554),(3 208.59459),(4 218.92578),(5 232.30283),(6 240.69186),(7 243.33624),(8 248.65671),(9 249.96077),(10 251.79132),(11 254.91985),(12 256.25433),(13 258.94318),(14 259.282),(15 260.55582),(16 261.31772),(17 264.69058),(18 270.18997),(19 271.0062),(20 272.9788),(21 274.22177),(22 272.69778),(23 268.96298),(24 269.69656),(25 267.43347),(26 268.42953),(27 267.3689),(28 268.57242),(29 268.89932),(30 265.94427),(31 267.2145),(32 265.89563),(33 266.8123),(34 264.1487),(35 264.85873),(36 263.54657),(37 264.48303),(38 263.50043),(39 263.92126),(40 261.5852),(41 257.60205),(42 257.58374),(43 255.20122),(44 258.88354),(45 259.22318),(46 260.3197),(47 260.8527),(48 261.53653),(49 260.31342),(50 260.85336),(51 260.24902),(52 262.71527),(53 262.1351),(54 263.85715),(55 264.2793),(56 263.82602),(57 265.7356),(58 267.1038),(59 265.524),(60 264.35675),(61 263.60333),(62 266.68674),(63 268.79434),(64 271.28058),(65 271.86932),(66 271.75787),(67 276.3134),(68 275.98395),(69 276.10556),(70 276.63608),(71 275.88577),(72 276.4565),(73 275.29517),(74 276.34665),(75 275.21158),(76 273.55945),(77 274.64917),(78 276.71408),(79 277.48495),
