1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 13838.2705),(2 45987.62),(3 96651.88),(4 165204.31),(5 245178.83),(6 334187.47),(7 434552.84),(8 540736.94),(9 648596.2),(10 762617.8),(11 892403.94),(12 1038870.44),(13 1199529.1),(14 1369507.1),(15 1550542.4),(16 1734330.4),(17 1916714.5),(18 2101267.8),(19 2281900.5),(20 2470512.3),(21 2659524.3),(22 2847196.3),(23 3035655.3),(24 3228402.8),(25 3421169),(26 3604758.3),(27 3797664),(28 3981692.8),(29 4184064),(30 4396184.5),(31 4624106),(32 4854019.5),(33 5090926),(34 5321768),(35 5549020.5),(36 5777020),(37 6003821.5),(38 6233132.5),(39 6488404),(40 6740109.5),(41 6995722.5),(42 7249312),(43 7505554.5),(44 7744080),(45 7978536),(46 8211761.5),(47 8469017),(48 8748328),(49 9025819),(50 9330740),(51 9655867),(52 9976425),(53 10257557),(54 10556247),(55 10850288),(56 11132883),(57 11404597),(58 11667672),(59 11931576),(60 12169208),(61 12378655),(62 12579659),(63 12780565),(64 12973447),(65 13181576),(66 13374676),(67 13575543),(68 13789601),(69 13966403),(70 14135727),(71 14273255),(72 14389040),(73 14497048),(74 14617069),(75 14735809),(76 14850329),(77 14949397),(78 15022923),(79 15099229),
(1 61.35352),(2 77.29452),(3 83.937065),(4 83.669716),(5 85.2856),(6 88.21475),(7 91.15243),(8 93.336494),(9 93.854866),(10 95.065475),(11 95.74785),(12 98.62179),(13 99.53672),(14 99.2907),(15 98.6729),(16 100.43859),(17 101.94823),(18 99.69686),(19 100.47942),(20 99.703865),(21 101.767426),(22 102.54411),(23 103.45597),(24 101.85547),(25 103.21156),(26 105.34225),(27 105.33256),(28 105.232994),(29 106.893616),(30 105.79719),(31 105.609535),(32 107.65459),(33 107.886635),(34 107.31556),(35 105.66039),(36 106.94148),(37 106.43395),(38 107.23425),(39 107.6861),(40 108.14545),(41 107.23937),(42 108.20266),(43 109.33344),(44 108.39675),(45 108.108055),(46 108.45786),(47 111.059265),(48 107.907524),(49 108.16779),(50 108.00669),(51 108.39232),(52 107.66592),(53 106.90882),(54 107.07936),(55 107.7174),(56 107.29406),(57 107.74607),(58 107.21289),(59 107.32171),(60 108.51722),(61 107.59232),(62 107.77317),(63 106.681595),(64 107.300735),(65 106.70808),(66 105.70888),(67 106.593056),(68 107.598434),(69 108.650024),(70 108.00804),(71 109.49424),(72 108.60868),(73 105.63041),(74 108.602135),(75 108.28447),(76 109.37654),(77 107.88745),(78 107.281975),(79 106.48317),
(1 59.873596),(2 75.50146),(3 79.14719),(4 79.938774),(5 82.1932),(6 86.47408),(7 87.585396),(8 88.274506),(9 90.195595),(10 91.04725),(11 91.57946),(12 94.11979),(13 94.21308),(14 94.83273),(15 94.0835),(16 96.44231),(17 95.823265),(18 96.21698),(19 96.86236),(20 98.63361),(21 99.43976),(22 100.1819),(23 99.366905),(24 98.191055),(25 98.74893),(26 100.273026),(27 100.7711),(28 101.04587),(29 103.09775),(30 102.64601),(31 102.18068),(32 103.06677),(33 102.25277),(34 100.751816),(35 102.31423),(36 103.7874),(37 104.58037),(38 103.388985),(39 101.73427),(40 102.16799),(41 104.38019),(42 102.8284),(43 103.711685),(44 101.04186),(45 101.06391),(46 102.249596),(47 103.10426),(48 102.76563),(49 101.40667),(50 103.05525),(51 102.370026),(52 102.28619),(53 102.9404),(54 102.61312),(55 102.37426),(56 102.71795),(57 103.01242),(58 100.71309),(59 102.19162),(60 102.91519),(61 103.26486),(62 102.06481),(63 100.43888),(64 101.65895),(65 102.81327),(66 101.127304),(67 101.28169),(68 101.477875),(69 101.66785),(70 103.040184),(71 102.398346),(72 102.22888),(73 100.602776),(74 100.621315),(75 100.40935),(76 101.72145),(77 101.2542),(78 103.02109),(79 102.7515),
(1 61.794205),(2 77.44236),(3 83.69625),(4 83.928024),(5 87.71928),(6 89.676994),(7 91.80363),(8 93.07855),(9 95.1278),(10 95.16805),(11 95.32313),(12 97.057144),(13 96.82852),(14 97.78933),(15 97.34185),(16 99.65002),(17 97.6974),(18 98.02278),(19 99.87108),(20 99.51703),(21 101.404465),(22 103.50646),(23 104.51621),(24 102.590034),(25 104.06861),(26 106.00679),(27 105.307144),(28 105.538574),(29 106.543396),(30 106.61283),(31 106.49807),(32 106.459625),(33 106.68821),(34 106.622406),(35 106.26406),(36 106.84603),(37 107.80274),(38 107.97474),(39 109.12096),(40 109.105),(41 108.82631),(42 106.86935),(43 106.598595),(44 106.94197),(45 107.54339),(46 108.9493),(47 109.623955),(48 109.10117),(49 108.14022),(50 107.3334),(51 107.09289),(52 106.65684),(53 105.56373),(54 106.04786),(55 107.22318),(56 106.72542),(57 106.408646),(58 106.17557),(59 106.34065),(60 106.76286),(61 105.63999),(62 105.25839),(63 104.55073),(64 105.394714),(65 106.00044),(66 104.718185),(67 105.14295),(68 106.1769),(69 103.94569),(70 104.71823),(71 106.374886),(72 107.10197),(73 105.47471),(74 106.854935),(75 107.93624),(76 107.87824),(77 105.39578),(78 104.55973),(79 105.389366),
(1 60.81657),(2 75.30766),(3 78.85826),(4 80.045265),(5 81.83589),(6 84.293274),(7 84.544075),(8 87.05617),(9 88.12211),(10 90.47346),(11 91.58783),(12 93.585915),(13 93.02543),(14 91.67368),(15 91.257996),(16 93.51065),(17 92.926414),(18 92.927986),(19 93.63422),(20 94.94089),(21 96.815056),(22 97.01271),(23 97.63657),(24 97.53214),(25 97.03104),(26 98.46652),(27 97.82124),(28 98.117744),(29 100.8439),(30 101.66693),(31 101.829025),(32 101.64509),(33 102.65671),(34 102.860016),(35 104.00186),(36 105.180016),(37 104.03549),(38 104.67714),(39 103.755875),(40 103.218094),(41 103.03261),(42 102.48854),(43 103.74171),(44 102.21053),(45 102.4763),(46 103.413666),(47 105.37306),(48 105.353745),(49 103.979195),(50 104.02697),(51 103.02997),(52 101.43305),(53 102.151855),(54 102.18725),(55 103.27218),(56 102.545975),(57 102.94326),(58 102.16278),(59 103.039406),(60 104.79087),(61 104.16483),(62 103.09172),(63 103.389496),(64 101.02073),(65 102.69035),(66 102.30324),(67 102.256485),(68 102.02636),(69 100.024796),(70 100.40473),(71 102.45526),(72 102.145874),(73 99.60577),(74 101.26008),(75 102.03001),(76 101.71269),(77 101.33909),(78 101.37037),(79 100.410065),
(1 58.837524),(2 72.644516),(3 77.76835),(4 78.547),(5 81.43033),(6 82.71416),(7 85.72167),(8 86.92716),(9 88.94218),(10 89.88159),(11 90.70248),(12 91.98218),(13 93.31151),(14 92.538155),(15 93.03537),(16 92.87299),(17 93.1332),(18 91.6531),(19 92.653046),(20 93.77139),(21 94.55128),(22 94.20583),(23 95.06985),(24 94.83176),(25 94.659386),(26 95.790375),(27 97.03685),(28 97.89957),(29 99.71367),(30 98.96625),(31 99.05014),(32 99.135124),(33 100.132454),(34 100.23627),(35 101.32327),(36 99.83025),(37 99.98637),(38 99.34843),(39 100.516174),(40 101.10553),(41 100.76263),(42 100.976974),(43 100.77308),(44 100.28232),(45 99.35874),(46 98.57332),(47 99.36128),(48 99.96125),(49 99.01339),(50 101.13138),(51 101.3743),(52 99.58409),(53 100.005005),(54 99.567764),(55 100.21268),(56 97.96976),(57 97.773674),(58 97.02636),(59 98.70622),(60 98.95196),(61 98.4561),(62 98.76081),(63 98.9402),(64 97.75259),(65 98.43443),(66 98.99),(67 100.11543),(68 99.71846),(69 99.79567),(70 101.50447),(71 101.89223),(72 104.095406),(73 103.69169),(74 102.65388),(75 101.26355),(76 100.44148),(77 100.98187),(78 101.414734),(79 99.747665),
(1 59.90638),(2 74.91083),(3 80.7849),(4 81.65228),(5 83.17869),(6 84.79212),(7 88.453865),(8 91.11346),(9 92.430756),(10 91.8723),(11 92.0589),(12 93.27851),(13 93.84489),(14 94.45279),(15 93.862434),(16 95.80525),(17 95.92447),(18 96.36577),(19 96.915665),(20 96.54392),(21 97.42782),(22 98.43003),(23 98.10524),(24 98.54888),(25 99.369804),(26 98.67637),(27 98.59233),(28 99.367645),(29 100.05688),(30 101.11086),(31 102.99129),(32 100.5276),(33 101.69407),(34 101.83469),(35 101.66633),(36 103.15778),(37 102.44365),(38 102.73417),(39 102.3233),(40 102.64414),(41 102.98446),(42 102.246765),(43 101.58088),(44 101.66912),(45 102.44519),(46 102.50148),(47 103.42809),(48 103.12316),(49 102.527214),(50 102.36446),(51 102.34903),(52 102.40452),(53 103.10321),(54 101.41493),(55 100.856606),(56 101.27524),(57 102.18151),(58 101.634705),(59 100.74582),(60 101.18431),(61 100.30086),(62 100.24315),(63 99.73793),(64 101.03501),(65 102.49297),(66 101.86983),(67 103.18673),(68 103.16141),(69 101.90379),(70 103.350975),(71 104.35931),(72 103.3546),(73 101.60729),(74 102.27639),(75 103.012985),(76 102.90943),(77 103.906395),(78 102.35964),(79 101.16528),
(1 59.072445),(2 73.1938),(3 79.6947),(4 81.385254),(5 81.84442),(6 81.85344),(7 83.71983),(8 85.85603),(9 88.30045),(10 89.02125),(11 89.32461),(12 90.45134),(13 91.62027),(14 91.00659),(15 91.12804),(16 91.99409),(17 91.86227),(18 93.07071),(19 93.545906),(20 93.32443),(21 92.14642),(22 93.5454),(23 94.027794),(24 94.459656),(25 95.70217),(26 96.301865),(27 95.73784),(28 95.46439),(29 95.30033),(30 94.460976),(31 95.42331),(32 97.0993),(33 97.15235),(34 97.6122),(35 97.94876),(36 98.75729),(37 97.19353),(38 97.381294),(39 98.68571),(40 100.053604),(41 98.42676),(42 97.31602),(43 97.67851),(44 97.82682),(45 99.26511),(46 98.92517),(47 100.12643),(48 99.19016),(49 99.493744),(50 98.57718),(51 98.9215),(52 98.005356),(53 98.79953),(54 99.412575),(55 99.26965),(56 100.00029),(57 101.45458),(58 101.10567),(59 99.444244),(60 99.58087),(61 99.28687),(62 98.89679),(63 98.523155),(64 99.4074),(65 99.90386),(66 99.98572),(67 100.25184),(68 100.699524),(69 101.9165),(70 101.02324),(71 102.236534),(72 101.35056),(73 100.05688),(74 100.267),(75 99.164154),(76 99.73608),(77 99.465614),(78 99.580986),(79 99.34396),
(1 58.972622),(2 72.259285),(3 78.46883),(4 81.14778),(5 82.05773),(6 83.17352),(7 86.24021),(8 88.937675),(9 90.36579),(10 89.78912),(11 91.02783),(12 92.59573),(13 93.4046),(14 92.91236),(15 92.89888),(16 93.41044),(17 93.63718),(18 94.917305),(19 95.02379),(20 94.94062),(21 93.958725),(22 93.93228),(23 97.35945),(24 96.85164),(25 96.10631),(26 95.780045),(27 96.29939),(28 95.4532),(29 95.893745),(30 94.33617),(31 95.922775),(32 96.4592),(33 97.2174),(34 97.78982),(35 98.420815),(36 99.11963),(37 97.53425),(38 99.84402),(39 99.48857),(40 98.73181),(41 99.08667),(42 99.20264),(43 97.91892),(44 98.21893),(45 100.010765),(46 99.97541),(47 100.65199),(48 99.68941),(49 100.27663),(50 98.854195),(51 98.71832),(52 99.02866),(53 97.55149),(54 98.06305),(55 98.52903),(56 98.40682),(57 99.84256),(58 99.11823),(59 98.585655),(60 100.18273),(61 99.97365),(62 97.60379),(63 97.42689),(64 97.03107),(65 99.15135),(66 98.73727),(67 99.32821),(68 99.36077),(69 99.35161),(70 99.159065),(71 100.78127),(72 101.414444),(73 100.60848),(74 98.812126),(75 98.54129),(76 100.3748),(77 100.212234),(78 100.183334),(79 100.2823),
(1 58.71227),(2 73.67255),(3 78.96266),(4 80.78625),(5 81.19157),(6 82.988495),(7 87.07384),(8 88.33622),(9 88.885185),(10 90.326836),(11 91.81631),(12 91.91051),(13 92.16264),(14 92.41458),(15 92.66102),(16 93.50342),(17 95.74118),(18 94.985306),(19 95.11885),(20 94.177864),(21 93.27728),(22 94.567856),(23 98.05024),(24 98.86294),(25 98.47541),(26 98.32835),(27 99.25138),(28 100.30191),(29 98.79633),(30 98.188416),(31 98.074776),(32 97.65767),(33 99.43838),(34 99.53987),(35 101.42936),(36 102.31417),(37 100.686806),(38 100.32564),(39 100.94531),(40 100.61343),(41 99.931305),(42 99.723076),(43 100.28496),(44 99.01761),(45 100.37196),(46 100.26575),(47 99.820206),(48 99.849655),(49 97.92515),(50 97.196045),(51 97.30884),(52 98.78609),(53 99.50352),(54 97.96634),(55 98.731316),(56 97.02929),(57 98.799774),(58 98.34095),(59 99.376724),(60 100.408485),(61 99.39798),(62 99.13472),(63 100.00268),(64 101.563835),(65 102.499115),(66 101.52186),(67 101.93295),(68 102.47373),(69 101.82202),(70 102.10196),(71 101.44027),(72 101.98738),(73 100.931114),(74 100.59154),(75 101.2821),(76 100.64907),(77 99.923294),(78 98.474434),(79 98.352425),
(1 58.241184),(2 72.137825),(3 77.00645),(4 78.49544),(5 79.82661),(6 82.275475),(7 84.51694),(8 84.01667),(9 87.67213),(10 88.2072),(11 91.220085),(12 92.539154),(13 93.251625),(14 92.75641),(15 92.76492),(16 92.70358),(17 93.178474),(18 92.9737),(19 91.646835),(20 92.77307),(21 92.72234),(22 93.01424),(23 92.31575),(24 94.971085),(25 94.0549),(26 95.566124),(27 97.165146),(28 98.79314),(29 98.602684),(30 99.10131),(31 98.19902),(32 95.41593),(33 96.20157),(34 98.35278),(35 100.46427),(36 100.54887),(37 100.3108),(38 98.548096),(39 99.702385),(40 97.90655),(41 99.871574),(42 100.14996),(43 100.26741),(44 100.020355),(45 99.65273),(46 99.766),(47 98.979576),(48 99.54515),(49 101.64146),(50 101.10078),(51 101.38397),(52 100.90638),(53 101.221306),(54 100.431404),(55 100.46024),(56 99.01348),(57 99.67054),(58 99.9131),(59 99.92889),(60 100.17543),(61 100.09902),(62 100.884056),(63 100.74133),(64 99.551056),(65 100.829384),(66 99.12523),(67 99.82446),(68 99.51625),(69 98.550735),(70 98.00675),(71 97.70049),(72 97.12546),(73 95.23637),(74 95.42733),(75 95.1829),(76 95.576256),(77 96.16176),(78 96.7631),(79 97.498314),
(1 57.31898),(2 69.49493),(3 74.035805),(4 75.783646),(5 77.17806),(6 77.37169),(7 79.1706),(8 80.85812),(9 84.277306),(10 82.42577),(11 84.627),(12 84.98017),(13 84.61288),(14 85.375565),(15 85.25346),(16 84.72686),(17 85.2989),(18 86.05692),(19 87.53359),(20 89.094734),(21 89.48009),(22 89.02281),(23 87.953896),(24 88.58488),(25 90.52638),(26 90.99508),(27 90.32099),(28 92.539085),(29 92.64787),(30 91.89898),(31 93.94684),(32 93.81509),(33 94.11492),(34 93.41261),(35 93.54755),(36 95.34706),(37 95.662315),(38 96.554855),(39 96.68507),(40 97.04954),(41 96.95629),(42 98.35361),(43 97.40329),(44 98.24693),(45 99.741554),(46 98.29461),(47 97.4592),(48 98.660194),(49 98.17194),(50 97.07311),(51 96.85305),(52 98.757065),(53 98.63591),(54 98.14504),(55 97.54734),(56 97.53928),(57 97.93728),(58 98.25021),(59 97.46002),(60 95.880226),(61 94.72318),(62 95.26),(63 94.11222),(64 94.114296),(65 94.20132),(66 92.916725),(67 92.3694),(68 93.277374),(69 93.58429),(70 93.092606),(71 90.87879),(72 91.88096),(73 90.877754),(74 91.25589),(75 91.78637),(76 91.52699),(77 91.575134),(78 93.37504),(79 93.763855),
(1 57.36425),(2 70.19925),(3 75.32427),(4 78.743645),(5 80.8948),(6 82.61713),(7 84.4518),(8 87.132),(9 88.98861),(10 87.480286),(11 89.404854),(12 89.5945),(13 90.49322),(14 90.65078),(15 91.43068),(16 91.01999),(17 91.2828),(18 92.432785),(19 92.023994),(20 93.01898),(21 93.740555),(22 94.73256),(23 94.57602),(24 96.32772),(25 95.73565),(26 95.747665),(27 95.67259),(28 95.069305),(29 94.41593),(30 94.45985),(31 94.423225),(32 93.28612),(33 94.25666),(34 93.86828),(35 94.49331),(36 95.53756),(37 95.370544),(38 97.06731),(39 98.186646),(40 99.48958),(41 98.43021),(42 96.65693),(43 98.43047),(44 99.54516),(45 99.40579),(46 98.95829),(47 100.44108),(48 101.37581),(49 99.635414),(50 99.59264),(51 99.28982),(52 99.55379),(53 99.22259),(54 98.00434),(55 97.42932),(56 95.282486),(57 95.90575),(58 96.49054),(59 96.09722),(60 96.49019),(61 95.10125),(62 95.36187),(63 94.56688),(64 95.67072),(65 94.649765),(66 95.403725),(67 94.88748),(68 94.83795),(69 93.19672),(70 92.57098),(71 93.7527),(72 93.937195),(73 94.05681),(74 92.990204),(75 94.346436),(76 93.975426),(77 94.622314),(78 94.7776),(79 97.37192),
(1 58.88535),(2 71.52313),(3 76.507454),(4 78.514435),(5 80.813255),(6 82.475235),(7 83.94569),(8 84.586494),(9 85.426056),(10 85.346436),(11 87.71607),(12 87.7205),(13 87.94734),(14 88.42545),(15 89.36305),(16 90.14685),(17 90.42015),(18 89.59252),(19 90.301476),(20 92.362495),(21 92.52534),(22 94.22504),(23 93.29956),(24 93.402916),(25 92.622696),(26 94.335014),(27 93.388794),(28 94.797),(29 94.485176),(30 94.44452),(31 93.86897),(32 93.72153),(33 95.431564),(34 95.886215),(35 96.356995),(36 95.51744),(37 95.24836),(38 96.874825),(39 97.932106),(40 97.93433),(41 97.808754),(42 98.204765),(43 97.2653),(44 96.935265),(45 96.11462),(46 96.53213),(47 97.27099),(48 98.61782),(49 96.58456),(50 96.6151),(51 98.64629),(52 99.126785),(53 97.99395),(54 97.65658),(55 97.02016),(56 96.59247),(57 97.32602),(58 97.627045),(59 98.095795),(60 98.99394),(61 97.13148),(62 96.72655),(63 95.317726),(64 97.22039),(65 96.45642),(66 97.03584),(67 95.533905),(68 96.47885),(69 97.018906),(70 97.31594),(71 96.96533),(72 96.67703),(73 96.13641),(74 94.908356),(75 96.73616),(76 96.617294),(77 98.10674),(78 96.628525),(79 97.939865),
(1 55.853455),(2 68.35738),(3 71.93385),(4 75.67618),(5 77.7606),(6 79.02896),(7 80.048965),(8 81.347496),(9 83.43687),(10 85.00017),(11 87.054245),(12 87.90455),(13 85.42812),(14 84.00373),(15 83.45675),(16 84.91058),(17 86.13492),(18 85.87044),(19 86.69719),(20 87.05001),(21 88.80726),(22 90.20652),(23 90.636024),(24 89.64817),(25 90.112656),(26 91.68165),(27 89.674065),(28 90.93314),(29 92.33575),(30 93.57034),(31 93.61489),(32 92.428276),(33 92.219604),(34 92.25928),(35 91.681816),(36 92.129654),(37 92.27818),(38 92.97426),(39 93.33742),(40 92.03616),(41 93.270096),(42 91.61148),(43 90.73766),(44 91.435844),(45 91.56767),(46 91.63876),(47 91.34791),(48 89.757454),(49 89.652534),(50 91.18151),(51 91.90794),(52 91.79062),(53 91.684),(54 91.30386),(55 91.54421),(56 92.34444),(57 93.01128),(58 92.56357),(59 93.22887),(60 94.16052),(61 92.341515),(62 92.475334),(63 91.94215),(64 93.91441),(65 93.723076),(66 91.81387),(67 91.245605),(68 90.10897),(69 91.14644),(70 88.97974),(71 90.73712),(72 90.912445),(73 91.30303),(74 91.35741),(75 91.60334),(76 92.492935),(77 92.87275),(78 91.774536),(79 93.94653),
(1 56.707478),(2 69.715164),(3 75.909256),(4 77.75516),(5 78.9567),(6 79.24717),(7 81.35096),(8 83.13312),(9 84.65515),(10 85.82478),(11 88.10947),(12 88.4098),(13 86.45467),(14 85.80346),(15 85.67013),(16 87.03031),(17 86.25708),(18 88.07149),(19 88.21262),(20 88.75622),(21 91.26774),(22 90.03009),(23 91.37228),(24 90.542946),(25 89.891174),(26 92.84397),(27 92.09722),(28 94.64981),(29 95.62217),(30 96.278046),(31 95.355606),(32 96.66491),(33 95.03077),(34 94.21156),(35 94.75906),(36 95.91064),(37 95.44341),(38 96.10847),(39 97.57682),(40 95.65873),(41 96.56862),(42 96.539795),(43 96.7978),(44 94.57775),(45 95.82195),(46 95.631676),(47 94.89432),(48 94.00445),(49 93.97407),(50 95.38791),(51 94.81296),(52 94.44602),(53 94.01383),(54 94.474236),(55 95.480896),(56 94.38854),(57 95.39723),(58 93.88248),(59 93.694916),(60 95.075424),(61 96.556755),(62 95.36448),(63 94.54042),(64 95.5212),(65 95.70969),(66 94.19749),(67 94.32392),(68 94.33643),(69 95.24676),(70 96.32015),(71 94.684296),(72 94.78561),(73 95.10992),(74 96.59872),(75 94.99179),(76 95.533806),(77 97.42616),(78 97.97069),(79 99.09334),
(1 55.482788),(2 68.83804),(3 73.39214),(4 75.05157),(5 77.05221),(6 78.621704),(7 79.67922),(8 81.20807),(9 84.92042),(10 84.07132),(11 85.34806),(12 86.61053),(13 87.14606),(14 87.17357),(15 87.28475),(16 87.62014),(17 87.79313),(18 86.975464),(19 87.127655),(20 86.827446),(21 89.46219),(22 89.019035),(23 91.6721),(24 92.08049),(25 92.278694),(26 92.10854),(27 90.85412),(28 90.821556),(29 91.71638),(30 90.01139),(31 90.573814),(32 89.87703),(33 91.33581),(34 91.69941),(35 91.58372),(36 91.316864),(37 91.674484),(38 92.354256),(39 93.01308),(40 92.119026),(41 92.16131),(42 91.015),(43 92.62403),(44 92.09317),(45 94.84533),(46 93.85475),(47 94.88026),(48 93.99141),(49 94.704155),(50 94.294716),(51 93.67292),(52 93.847664),(53 94.73861),(54 94.5401),(55 93.70746),(56 92.44403),(57 93.74748),(58 93.485245),(59 94.32375),(60 94.84903),(61 93.6534),(62 92.35573),(63 90.53799),(64 91.23765),(65 91.4559),(66 91.20461),(67 92.785965),(68 91.15515),(69 91.88849),(70 92.69897),(71 92.515724),(72 91.36128),(73 89.72577),(74 90.26087),(75 90.332886),(76 91.95376),(77 91.14488),(78 90.767235),(79 92.2787),
(1 54.715458),(2 66.56601),(3 73.6456),(4 75.57668),(5 79.19537),(6 80.16296),(7 80.836685),(8 79.209465),(9 80.95501),(10 81.84323),(11 84.06848),(12 85.52677),(13 85.26424),(14 85.94619),(15 86.03771),(16 85.56757),(17 86.05268),(18 86.468994),(19 87.05444),(20 86.38668),(21 87.32397),(22 87.59055),(23 90.05715),(24 90.232124),(25 91.305916),(26 93.33067),(27 93.11597),(28 91.66511),(29 91.058525),(30 92.02422),(31 92.65195),(32 92.00738),(33 92.467316),(34 92.2361),(35 94.34677),(36 93.44068),(37 92.690926),(38 91.72727),(39 92.3232),(40 92.49688),(41 93.988304),(42 93.28745),(43 96.99708),(44 96.442604),(45 96.45131),(46 96.29291),(47 95.61035),(48 95.14404),(49 95.31201),(50 95.27596),(51 96.19172),(52 96.02611),(53 96.3788),(54 95.94741),(55 95.52842),(56 94.40039),(57 94.303734),(58 93.32379),(59 93.12614),(60 94.214035),(61 93.392914),(62 93.62764),(63 92.501686),(64 90.70945),(65 91.85654),(66 91.078064),(67 90.17296),(68 90.36883),(69 90.94608),(70 92.09388),(71 93.26151),(72 93.2224),(73 92.12768),(74 92.880226),(75 92.695335),(76 92.92684),(77 92.826965),(78 92.89501),(79 94.25018),
(1 55.94066),(2 68.56083),(3 74.255135),(4 78.19241),(5 80.90335),(6 82.69504),(7 81.719505),(8 81.49266),(9 84.96073),(10 86.1327),(11 86.85616),(12 88.84566),(13 88.57957),(14 87.637856),(15 86.93177),(16 89.49296),(17 91.016655),(18 90.27287),(19 90.90181),(20 90.68551),(21 89.13626),(22 90.57229),(23 92.42853),(24 92.73415),(25 92.25615),(26 95.2564),(27 94.33117),(28 94.54321),(29 94.78193),(30 93.45817),(31 93.29597),(32 93.7357),(33 93.72204),(34 92.7884),(35 93.05098),(36 93.13359),(37 94.081566),(38 92.30838),(39 92.79611),(40 93.42259),(41 92.19479),(42 91.68628),(43 93.07232),(44 93.31603),(45 95.4696),(46 94.82966),(47 97.24509),(48 96.52687),(49 96.15157),(50 94.31771),(51 95.84243),(52 95.15165),(53 96.857895),(54 96.16694),(55 95.62566),(56 96.12461),(57 96.465996),(58 95.561226),(59 95.28966),(60 95.21523),(61 94.00981),(62 94.74922),(63 95.54035),(64 96.61028),(65 93.96144),(66 93.6163),(67 92.7174),(68 94.03393),(69 92.79546),(70 92.16438),(71 93.261),(72 92.8418),(73 92.74893),(74 92.662346),(75 92.729996),(76 91.96522),(77 91.48449),(78 91.262856),(79 94.24471),
