1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 21493.502),(2 78059.734),(3 168083.27),(4 290284.9),(5 438307.22),(6 611269.56),(7 805330.25),(8 1021857.56),(9 1252602.3),(10 1502446.6),(11 1765086.4),(12 2037224.8),(13 2319873),(14 2602878.5),(15 2886297.5),(16 3163703.8),(17 3428364.3),(18 3680663),(19 3915845.5),(20 4123808.8),(21 4323456),(22 4502679.5),(23 4673546),(24 4818637),(25 4956626.5),(26 5077193),(27 5194072.5),(28 5301498),(29 5410649.5),(30 5517369.5),(31 5615937),(32 5708452),(33 5809485),(34 5915210.5),(35 6023477),(36 6139675),(37 6256528.5),(38 6369783),(39 6486330.5),(40 6602362.5),(41 6719780),(42 6836513.5),(43 6948698.5),(44 7053031),(45 7156939),(46 7252190),(47 7343006),(48 7417363.5),(49 7492524.5),(50 7557109),(51 7619360.5),(52 7670298.5),(53 7705736.5),(54 7742448.5),(55 7763910.5),(56 7773014.5),(57 7779622.5),(58 7775095),(59 7769527.5),(60 7764805.5),(61 7751541.5),(62 7731496.5),(63 7684992),(64 7637708.5),(65 7581990.5),(66 7520432.5),(67 7468569.5),(68 7407680),(69 7353986),(70 7307041.5),(71 7261806.5),(72 7222803),(73 7181889.5),(74 7145593),(75 7109376),(76 7077488.5),(77 7053509.5),(78 7031183.5),(79 7009117),
(1 27539),(2 100892.82),(3 217842.33),(4 376339),(5 574433.8),(6 808788.3),(7 1071017.4),(8 1352892),(9 1647350.1),(10 1958753.4),(11 2273171.3),(12 2592737.3),(13 2910296),(14 3224101.3),(15 3536960.8),(16 3840000.8),(17 4133244.8),(18 4416335.5),(19 4686466.5),(20 4937173),(21 5185923.5),(22 5420456),(23 5647710.5),(24 5858985.5),(25 6049300.5),(26 6210548),(27 6364500),(28 6500624.5),(29 6627738),(30 6757101.5),(31 6849598.5),(32 6937484),(33 7020032),(34 7094573.5),(35 7168510),(36 7239129.5),(37 7301230),(38 7353178.5),(39 7403693.5),(40 7447024.5),(41 7483760),(42 7506749.5),(43 7513389.5),(44 7500890),(45 7478924),(46 7452664),(47 7417273.5),(48 7367174.5),(49 7317984),(50 7269305.5),(51 7208920),(52 7172814.5),(53 7125263.5),(54 7076165.5),(55 7027030.5),(56 6974772),(57 6917928),(58 6864544),(59 6802146),(60 6729470.5),(61 6646312),(62 6556420.5),(63 6454902.5),(64 6353372),(65 6246878),(66 6123841.5),(67 6017082.5),(68 5901346.5),(69 5802316),(70 5718196),(71 5642938.5),(72 5580741.5),(73 5522301.5),(74 5476842.5),(75 5439357),(76 5415470),(77 5399936),(78 5389491),(79 5378475.5),
(1 23129.885),(2 84754.68),(3 184520.84),(4 321263.3),(5 492408.63),(6 694590),(7 920197.4),(8 1164389.6),(9 1421407.4),(10 1686223.6),(11 1950804.8),(12 2207814),(13 2459421.3),(14 2695962),(15 2918084.5),(16 3129289.5),(17 3324863),(18 3503980.8),(19 3667946.3),(20 3818424.3),(21 3951191.8),(22 4070338),(23 4175222.8),(24 4260430),(25 4334230.5),(26 4388416.5),(27 4426182),(28 4456742.5),(29 4480340),(30 4503662),(31 4555931),(32 4592981),(33 4638330),(34 4703309.5),(35 4782860),(36 4878730),(37 4998331),(38 5124357.5),(39 5255769),(40 5399215.5),(41 5542722),(42 5670547),(43 5800062.5),(44 5920302),(45 6031198.5),(46 6144882),(47 6246039),(48 6333559),(49 6424771),(50 6508975.5),(51 6576557),(52 6635652),(53 6678772.5),(54 6697491),(55 6708207.5),(56 6688869),(57 6649666.5),(58 6594766),(59 6520621.5),(60 6438260.5),(61 6350795),(62 6254078.5),(63 6160065.5),(64 6072398),(65 5984193.5),(66 5890617),(67 5804112),(68 5715783.5),(69 5627532),(70 5549684.5),(71 5467513.5),(72 5380551.5),(73 5299393.5),(74 5198812),(75 5102767.5),(76 5003088),(77 4901943),(78 4793799),(79 4687460),
(1 24914.234),(2 92555.23),(3 200995.66),(4 345964.38),(5 523428.47),(6 729383.1),(7 959383.4),(8 1205871.5),(9 1461265.3),(10 1723098.8),(11 1977119.9),(12 2221521.5),(13 2456534.8),(14 2673075.3),(15 2871898.3),(16 3053747.8),(17 3219226.5),(18 3365215),(19 3500236.3),(20 3618836.5),(21 3727111),(22 3828158.8),(23 3923488),(24 4005351.8),(25 4089805),(26 4167459.8),(27 4243847.5),(28 4327346.5),(29 4411211.5),(30 4495290),(31 4573723),(32 4651888.5),(33 4726123),(34 4807987),(35 4891690.5),(36 4965986),(37 5048528.5),(38 5127405),(39 5199162),(40 5270985.5),(41 5338315),(42 5389895.5),(43 5443239),(44 5481213.5),(45 5512820),(46 5545616.5),(47 5562831.5),(48 5566742.5),(49 5564473.5),(50 5539465),(51 5495844.5),(52 5445229),(53 5364955.5),(54 5281345),(55 5192544.5),(56 5092551.5),(57 4982675.5),(58 4867454),(59 4751751),(60 4631878),(61 4512774),(62 4397288),(63 4290198),(64 4191375.8),(65 4088992.8),(66 3983712.8),(67 3884654.5),(68 3784507.5),(69 3685919.8),(70 3593556.3),(71 3502173),(72 3413451.5),(73 3331455),(74 3241586.5),(75 3165357),(76 3097646),(77 3036315.3),(78 2985681),(79 2953256),
(1 22298.36),(2 81836.65),(3 175283.6),(4 302922.03),(5 457201.56),(6 636529.44),(7 837362.7),(8 1057932.6),(9 1288017.6),(10 1533399.1),(11 1778233.8),(12 2021753.1),(13 2258466),(14 2478599.8),(15 2682243.3),(16 2872002),(17 3042548.3),(18 3190214.8),(19 3318135.5),(20 3430313.3),(21 3532634.8),(22 3627029.3),(23 3726135),(24 3816139.5),(25 3891962),(26 3953070.3),(27 3999960.5),(28 4029273.5),(29 4048807),(30 4052502.5),(31 4064971),(32 4054108.3),(33 4035788.5),(34 4010020.8),(35 3989186.8),(36 3971774.5),(37 3967161),(38 3980764.3),(39 4006118.8),(40 4050169.5),(41 4113205),(42 4185697.3),(43 4266395.5),(44 4347497.5),(45 4436957.5),(46 4515125.5),(47 4582209),(48 4635706.5),(49 4669984.5),(50 4691589.5),(51 4691296),(52 4668351.5),(53 4635132.5),(54 4590713),(55 4535054),(56 4469466.5),(57 4406295),(58 4340755.5),(59 4271407),(60 4201950),(61 4136701.3),(62 4070800.5),(63 4026263.8),(64 3977327.5),(65 3921803.8),(66 3865306.8),(67 3808623.8),(68 3755619.8),(69 3708526.5),(70 3660997.8),(71 3621155.5),(72 3586327),(73 3557332.8),(74 3533534.8),(75 3524073.3),(76 3523713),(77 3533155.5),(78 3556880),(79 3591168.3),
(1 24980.184),(2 92740.945),(3 200738.52),(4 345405.6),(5 521263.66),(6 723932.56),(7 947497.9),(8 1189872.8),(9 1434305.9),(10 1677934.4),(11 1912138.6),(12 2133379.8),(13 2339540.5),(14 2525724.5),(15 2694153),(16 2846277.8),(17 2981923.3),(18 3101287.5),(19 3208786.3),(20 3296479),(21 3367760),(22 3423868),(23 3469876),(24 3500839.3),(25 3520788.3),(26 3530698.5),(27 3535123),(28 3535724.8),(29 3544373.5),(30 3545866.3),(31 3550089.5),(32 3564066.8),(33 3579761.5),(34 3605909.3),(35 3644529.5),(36 3685472),(37 3739488.5),(38 3798880),(39 3859724.3),(40 3927338.8),(41 4002553),(42 4071825),(43 4142753),(44 4204060.5),(45 4254139.5),(46 4292826.5),(47 4321069),(48 4328605),(49 4325538.5),(50 4301102.5),(51 4266967),(52 4221340),(53 4171755.5),(54 4117673.8),(55 4060901.3),(56 4003864),(57 3951032.8),(58 3901852.5),(59 3863901.8),(60 3824577.3),(61 3793812.3),(62 3769651.8),(63 3755599.5),(64 3741163.5),(65 3725682.8),(66 3704044.8),(67 3679421.5),(68 3658753.5),(69 3632433.5),(70 3609585.5),(71 3597549),(72 3589389.8),(73 3595060),(74 3605913.3),(75 3620903.5),(76 3653947.3),(77 3690701.5),(78 3728749.5),(79 3778484.8),
(1 22123.908),(2 80495.17),(3 170689),(4 289338.94),(5 431605.34),(6 590661.75),(7 764516.4),(8 953006.6),(9 1140945),(10 1323320.3),(11 1498651.1),(12 1661926.5),(13 1815886.1),(14 1949268.6),(15 2071764.6),(16 2185292.3),(17 2289617.5),(18 2383232.5),(19 2469198.3),(20 2543833.3),(21 2608862.3),(22 2666119.8),(23 2713310),(24 2757083.8),(25 2799370.3),(26 2830392.8),(27 2858585.8),(28 2892200.5),(29 2930768.3),(30 2971636.8),(31 3034137.8),(32 3099653.3),(33 3162541.5),(34 3234688),(35 3311475.5),(36 3384653.8),(37 3457748.8),(38 3523360.5),(39 3582378.8),(40 3626250.3),(41 3658860.5),(42 3673992.8),(43 3678381),(44 3668410),(45 3655361.5),(46 3635543.3),(47 3611856.5),(48 3585579),(49 3564420.8),(50 3541332.3),(51 3519870.8),(52 3494842.3),(53 3471863.5),(54 3455234.5),(55 3440715.3),(56 3431774.8),(57 3433057.3),(58 3440136.8),(59 3451302.3),(60 3463033.3),(61 3481807),(62 3499227.8),(63 3527842),(64 3548449.5),(65 3563444.5),(66 3569141.5),(67 3572334),(68 3572797.5),(69 3571211.3),(70 3564655.5),(71 3568736.8),(72 3578067),(73 3595535.5),(74 3622999.8),(75 3655247),(76 3689379.8),(77 3725661),(78 3757195.3),(79 3784737.5),
(1 24873.717),(2 92797.77),(3 200614.55),(4 344127.5),(5 515073.8),(6 702780),(7 901974.2),(8 1107656.3),(9 1303346.1),(10 1482399),(11 1646628.1),(12 1787532.9),(13 1908114),(14 2007099.6),(15 2089380.6),(16 2155791.3),(17 2209774.8),(18 2254063.8),(19 2287315.8),(20 2311164),(21 2327803.8),(22 2339821.5),(23 2348752.8),(24 2356379),(25 2358941),(26 2357124.8),(27 2354753),(28 2356735.5),(29 2361163.8),(30 2373200),(31 2411823),(32 2458996.3),(33 2523671.3),(34 2600863),(35 2689113.5),(36 2782685),(37 2879213.8),(38 2961837.5),(39 3024842.8),(40 3075190.8),(41 3101822),(42 3111944.8),(43 3106168.3),(44 3079094.3),(45 3046149.8),(46 3001965),(47 2949755.3),(48 2897799),(49 2844941),(50 2796690.3),(51 2754594),(52 2712118.8),(53 2676608),(54 2643482),(55 2615154.5),(56 2596813),(57 2592449),(58 2593764.8),(59 2604107.8),(60 2621814.3),(61 2650042.5),(62 2683175.8),(63 2730307.3),(64 2770624.3),(65 2807133.5),(66 2837162.8),(67 2861071.3),(68 2877237.5),(69 2885520.3),(70 2891292),(71 2893860.3),(72 2892623),(73 2891187.8),(74 2885188.5),(75 2879589.8),(76 2877104.5),(77 2872508.5),(78 2868672),(79 2867695.5),
(1 22863.46),(2 85986.45),(3 185842.11),(4 317111.4),(5 471878.88),(6 643609.75),(7 826789.44),(8 1017732.7),(9 1207050.4),(10 1393522.5),(11 1569476),(12 1733777.1),(13 1881184.3),(14 2006307.6),(15 2118346.5),(16 2212567),(17 2293475.8),(18 2360939.5),(19 2419217.8),(20 2468677.5),(21 2509052),(22 2543750.8),(23 2576473.5),(24 2609277),(25 2642777),(26 2675987),(27 2710377.3),(28 2751174),(29 2793665.8),(30 2842317.5),(31 2904200),(32 2969626),(33 3044780),(34 3118072),(35 3190973.3),(36 3259477),(37 3324398),(38 3385917),(39 3435580.5),(40 3467332),(41 3480984.8),(42 3480037.5),(43 3465691.8),(44 3435946.3),(45 3407483.5),(46 3371022.5),(47 3329016.8),(48 3288510.5),(49 3243524.3),(50 3203676),(51 3168127.5),(52 3129885.5),(53 3090084.3),(54 3049430.8),(55 3007169),(56 2968318.3),(57 2931271),(58 2891845.5),(59 2853643.5),(60 2816882.3),(61 2788319),(62 2763685),(63 2749677.8),(64 2739554),(65 2737041.8),(66 2731167),(67 2730902),(68 2724894),(69 2716810.8),(70 2705866.5),(71 2694534.8),(72 2681931.5),(73 2675535.5),(74 2670408.3),(75 2665020.5),(76 2669090.5),(77 2674047),(78 2679906.5),(79 2687697.5),
(1 23007.994),(2 84788.92),(3 180848.9),(4 306219.2),(5 455682.7),(6 619941.94),(7 793439.1),(8 968586.4),(9 1138324.8),(10 1308484.4),(11 1468831.8),(12 1623936.3),(13 1772380.4),(14 1908717.4),(15 2037511.1),(16 2152398.8),(17 2250425.3),(18 2329339.3),(19 2388629.8),(20 2431252),(21 2462616.8),(22 2481435.8),(23 2491287.3),(24 2499814),(25 2508939.5),(26 2516808.8),(27 2527461.3),(28 2543036.3),(29 2561279.8),(30 2581132.8),(31 2613284),(32 2638359.8),(33 2656999.3),(34 2673453.8),(35 2680600.8),(36 2681544),(37 2674083.3),(38 2658524.3),(39 2641533.8),(40 2626068.3),(41 2608060),(42 2594125.8),(43 2586096.3),(44 2580724.8),(45 2576921.3),(46 2573474.5),(47 2565799.8),(48 2554720.5),(49 2543052.8),(50 2530430.8),(51 2519967.5),(52 2511373.8),(53 2502601.3),(54 2496562.5),(55 2488921),(56 2478537.8),(57 2465063.3),(58 2455375.3),(59 2448919.8),(60 2452442.5),(61 2461535.5),(62 2477389.3),(63 2498637.5),(64 2520147.5),(65 2540311.8),(66 2552471.3),(67 2569301.3),(68 2576230.5),(69 2591172),(70 2607324),(71 2621686),(72 2639287.3),(73 2650937),(74 2667101.5),(75 2682211),(76 2698025.8),(77 2718754),(78 2743615.3),(79 2763653.3),
(1 23707.615),(2 87850.11),(3 186491.16),(4 313270.97),(5 459975.56),(6 621341.75),(7 788891.9),(8 957808.44),(9 1123534.4),(10 1284754.5),(11 1435869.5),(12 1575479.4),(13 1704557.5),(14 1817748.6),(15 1923579),(16 2017084.8),(17 2098558.8),(18 2169418.5),(19 2231231.5),(20 2285430),(21 2335290.3),(22 2377697.8),(23 2418107.8),(24 2454456.3),(25 2488859.5),(26 2516588.3),(27 2535628.3),(28 2550176),(29 2560989.3),(30 2571510.8),(31 2581520),(32 2594675.3),(33 2604712.8),(34 2618843.3),(35 2630450.3),(36 2641687.3),(37 2652109.3),(38 2660732.8),(39 2673394),(40 2686038.5),(41 2700075),(42 2708859.8),(43 2717259),(44 2719745),(45 2714886.8),(46 2699866.5),(47 2670807.3),(48 2628203),(49 2577550.3),(50 2515428),(51 2446265.3),(52 2373693.5),(53 2295728.5),(54 2218217),(55 2140657.8),(56 2066091.9),(57 1996902.1),(58 1937735.1),(59 1890934.1),(60 1857035.6),(61 1833593.4),(62 1822201.9),(63 1817250),(64 1825790),(65 1842046.1),(66 1864090.5),(67 1894863.8),(68 1929758),(69 1968647.1),(70 2012986),(71 2058642.3),(72 2108006.8),(73 2155301),(74 2199657.5),(75 2237379),(76 2272795.3),(77 2301638.3),(78 2325656.3),(79 2338542.8),
(1 24502.543),(2 90708.555),(3 194155.73),(4 327675.2),(5 483758.66),(6 657804.1),(7 840794.9),(8 1026716.75),(9 1214385.5),(10 1398947),(11 1578814.5),(12 1753221.9),(13 1918474.3),(14 2069208.6),(15 2207024.8),(16 2322823.5),(17 2424676.8),(18 2507605.5),(19 2575341.5),(20 2623818.8),(21 2657730.8),(22 2678362),(23 2689756.3),(24 2692522.3),(25 2693658.8),(26 2686027),(27 2673419.3),(28 2655655.5),(29 2633989.8),(30 2602175.5),(31 2572165.8),(32 2544803),(33 2511065.5),(34 2478599.5),(35 2446463),(36 2409385.5),(37 2376776.8),(38 2347085.5),(39 2319243),(40 2294864.5),(41 2275439),(42 2260859.8),(43 2255942),(44 2256685.5),(45 2262049),(46 2270285.5),(47 2276432.3),(48 2284881.3),(49 2294213),(50 2300475),(51 2304217.5),(52 2301204.8),(53 2288341.3),(54 2270492.5),(55 2246029.8),(56 2223692),(57 2201010),(58 2186010.5),(59 2171869),(60 2163265),(61 2158812.3),(62 2160577.5),(63 2168699),(64 2187075.5),(65 2211576),(66 2242287.8),(67 2276402.8),(68 2320439),(69 2371787),(70 2426060.8),(71 2478395),(72 2528786),(73 2573653.8),(74 2609343.8),(75 2637056),(76 2651653.5),(77 2655008.3),(78 2646642.8),(79 2626625),
(1 22742.025),(2 83713.85),(3 176908.94),(4 294116.22),(5 429630.78),(6 577689.75),(7 733671.56),(8 895969.9),(9 1062543.5),(10 1232674.6),(11 1399034.4),(12 1555475.5),(13 1703851.4),(14 1838674.4),(15 1957307.4),(16 2057909.3),(17 2143772),(18 2213965.8),(19 2268956),(20 2310790.3),(21 2340581.5),(22 2354134),(23 2358892.3),(24 2358164.8),(25 2355902.5),(26 2350572.8),(27 2339505.5),(28 2316247.8),(29 2289129.3),(30 2252142),(31 2221249),(32 2185516.3),(33 2149372),(34 2115795.3),(35 2076171.9),(36 2034931.5),(37 1994204.6),(38 1953577.1),(39 1918827.5),(40 1888547.8),(41 1863963),(42 1841320.4),(43 1819987.5),(44 1801478.4),(45 1782550.9),(46 1765451.5),(47 1748032.8),(48 1730254.4),(49 1717862.5),(50 1702146.4),(51 1690245.6),(52 1682841.1),(53 1676953.3),(54 1673832.5),(55 1674078.4),(56 1681970.3),(57 1692152.9),(58 1705124.9),(59 1720870),(60 1737845),(61 1758425.6),(62 1782384.9),(63 1812489.9),(64 1847076.3),(65 1881700.1),(66 1918787.8),(67 1959088.4),(68 1997716.3),(69 2033686.5),(70 2055523.8),(71 2060799.1),(72 2049688.8),(73 2024513.5),(74 1983150.5),(75 1943801.6),(76 1896652.1),(77 1844144.8),(78 1788707),(79 1731006.4),
(1 20734.354),(2 75943.61),(3 158357.83),(4 263738.03),(5 384713.78),(6 516374.4),(7 652963),(8 794981.06),(9 938002.25),(10 1079847),(11 1214850.1),(12 1342173.8),(13 1464499.9),(14 1577938.3),(15 1685757.5),(16 1782461),(17 1871667.3),(18 1956734.4),(19 2040029.9),(20 2120995.8),(21 2199122.8),(22 2268910.5),(23 2332773.8),(24 2391011.5),(25 2442544),(26 2489729),(27 2532968.5),(28 2568235),(29 2591007.3),(30 2600024.5),(31 2595821.5),(32 2578715.8),(33 2548273.3),(34 2509107.3),(35 2460172.5),(36 2397126.8),(37 2327486.5),(38 2253974),(39 2176595.5),(40 2103389.3),(41 2032157.4),(42 1955736.5),(43 1877368.1),(44 1800019.5),(45 1727120.4),(46 1660100.6),(47 1599685),(48 1544139),(49 1496449.4),(50 1461289.3),(51 1440699.3),(52 1431953.3),(53 1433681.6),(54 1450141),(55 1475266.9),(56 1512220.1),(57 1556524.1),(58 1599984),(59 1642411.8),(60 1681834.3),(61 1715586.9),(62 1743334.9),(63 1762186.9),(64 1775064.1),(65 1786085.8),(66 1791637.9),(67 1794586.3),(68 1791013.4),(69 1781661.9),(70 1769398.4),(71 1749682.9),(72 1721138),(73 1689634.5),(74 1653878.4),(75 1619031.3),(76 1588026),(77 1560055.1),(78 1536158.8),(79 1515689.3),
(1 22027.037),(2 80856.14),(3 168441.64),(4 276920.88),(5 399088.97),(6 527464.4),(7 655403.06),(8 783049.25),(9 905497.1),(10 1021682.5),(11 1128388.6),(12 1225378.3),(13 1319495.5),(14 1402013.5),(15 1474709.3),(16 1537278),(17 1591745.4),(18 1638243.5),(19 1682487.9),(20 1722320.5),(21 1761788.8),(22 1797446.4),(23 1828178.3),(24 1851236.1),(25 1864541.1),(26 1874238.3),(27 1882551.1),(28 1887504.8),(29 1887251.8),(30 1882262.8),(31 1871768.1),(32 1856933.9),(33 1838028.8),(34 1814847.5),(35 1785705.1),(36 1752862.6),(37 1717967.3),(38 1680916.8),(39 1641753.4),(40 1602978.5),(41 1564011),(42 1524204.3),(43 1483410),(44 1443766.3),(45 1407562.6),(46 1380700.1),(47 1363038),(48 1352780.8),(49 1355774.9),(50 1367029),(51 1385991.5),(52 1409111.5),(53 1433490.3),(54 1459507),(55 1483190.3),(56 1504557.1),(57 1524902),(58 1542326.3),(59 1559619),(60 1570119.5),(61 1578587),(62 1586731.8),(63 1603658.3),(64 1619522.3),(65 1633266.1),(66 1646097.3),(67 1661455.6),(68 1675003),(69 1689910),(70 1705329.8),(71 1719605.4),(72 1731247.6),(73 1741488.5),(74 1747301),(75 1745514),(76 1734002.5),(77 1719608.1),(78 1703013.9),(79 1683604.3),
(1 21202.904),(2 77642.695),(3 163287.81),(4 271307.53),(5 393897.38),(6 522985.72),(7 654043.94),(8 779924.5),(9 894568.75),(10 1001517.3),(11 1097944.4),(12 1182887.9),(13 1259111.4),(14 1321612.4),(15 1378715.3),(16 1429210.9),(17 1473126.8),(18 1509833.8),(19 1540784),(20 1569294.9),(21 1595209),(22 1617439.6),(23 1639015.4),(24 1655837.5),(25 1673935.4),(26 1686460.3),(27 1692872),(28 1697093.8),(29 1695623.8),(30 1692523.6),(31 1696213.4),(32 1695587.6),(33 1690819.8),(34 1685853.8),(35 1679001.1),(36 1664936.6),(37 1648147.3),(38 1629873.5),(39 1618407.6),(40 1608694.5),(41 1606765.5),(42 1602082.5),(43 1595620.1),(44 1584841.8),(45 1566592.6),(46 1544503.8),(47 1522574.3),(48 1503608.9),(49 1493487),(50 1488843),(51 1491376.3),(52 1497042.3),(53 1503397.8),(54 1511180.9),(55 1519273),(56 1526154.5),(57 1535902.1),(58 1549812.3),(59 1567148.9),(60 1584172.8),(61 1599460.8),(62 1612709.8),(63 1624660.4),(64 1635413.4),(65 1646271.6),(66 1653171),(67 1668686.5),(68 1682719.6),(69 1703279.8),(70 1720335.6),(71 1736237.1),(72 1750398.1),(73 1755645.8),(74 1755179),(75 1744901),(76 1726337.9),(77 1701801.4),(78 1669388.6),(79 1634586.3),
(1 22151.934),(2 80870.34),(3 169259.2),(4 279850.13),(5 404833.44),(6 534866.25),(7 664384.1),(8 786677.3),(9 896283.8),(10 994754.3),(11 1080561.3),(12 1153519),(13 1213541.4),(14 1264032.4),(15 1310213.4),(16 1352488.8),(17 1391917.4),(18 1427506),(19 1458389.1),(20 1490210.9),(21 1521485.9),(22 1549836.8),(23 1578920.1),(24 1604577.1),(25 1624053.4),(26 1636500.5),(27 1642755.5),(28 1642898.5),(29 1637524.1),(30 1630166.3),(31 1626918.6),(32 1623916.8),(33 1620885.1),(34 1618517),(35 1613246.3),(36 1605530.5),(37 1595251),(38 1585970.9),(39 1576037.5),(40 1572210.5),(41 1577400.1),(42 1583876.1),(43 1592042.3),(44 1595361.6),(45 1597490.9),(46 1593302.4),(47 1586636.8),(48 1578314.3),(49 1570518.8),(50 1562069.4),(51 1555749.9),(52 1550711.9),(53 1543070.9),(54 1530863.1),(55 1520190.4),(56 1507688.4),(57 1498418.9),(58 1493234.5),(59 1489145.4),(60 1481953.6),(61 1474045.9),(62 1465267.9),(63 1459800.5),(64 1451961.9),(65 1449538.6),(66 1451770),(67 1460654.6),(68 1471648.4),(69 1486388.6),(70 1502238.3),(71 1513566.9),(72 1523140.3),(73 1529100.5),(74 1531811.8),(75 1531046.4),(76 1522594.9),(77 1511471.6),(78 1493742.3),(79 1473642),
