1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 314743.16),(2 1012916.5),(3 1838707.6),(4 2856616),(5 3984985.3),(6 5079018.5),(7 6170819.5),(8 7368143.5),(9 8479277),(10 9436005),(11 10324851),(12 11248776),(13 11946789),(14 12380257),(15 12745860),(16 13092477),(17 13251424),(18 13156125),(19 13072447),(20 13095275),(21 13004917),(22 12852211),(23 12688960),(24 12564953),(25 12706144),(26 12901524),(27 13238897),(28 13533424),(29 13533315),(30 13094944),(31 12730488),(32 12721796),(33 12865239),(34 12942343),(35 13094453),(36 13181863),(37 13653793),(38 14308075),(39 14720984),(40 15112352),(41 15922801),(42 16662163),(43 17208092),(44 17811774),(45 18364588),(46 18988742),(47 19469240),(48 20151798),(49 20709130),(50 21394444),(51 22143890),(52 22906240),(53 23632614),(54 24623848),(55 25067168),(56 24718896),(57 24225338),(58 23822626),(59 23402902),(60 23100426),(61 22723136),(62 22034446),(63 21300144),(64 20504850),(65 19295090),(66 18201418),(67 17473554),(68 16875766),(69 16257299),(70 15948931),(71 15922549),(72 15916471),(73 16029845),(74 16040380),(75 15758431),(76 15455739),(77 15355181),(78 15203783),(79 14678075),
(1 352289.53),(2 988565.75),(3 1430345.9),(4 1643131.3),(5 1667952.8),(6 1492820.5),(7 1358372),(8 1341152.8),(9 1425368.4),(10 1574334.6),(11 1738556.5),(12 1822085.3),(13 1833757.4),(14 1791244.9),(15 1746302.8),(16 1723065),(17 1796475.6),(18 1879760.8),(19 1913882.1),(20 1881603.5),(21 1901176.8),(22 1903613.6),(23 1881618.8),(24 1933378.6),(25 2016858.8),(26 1994515.1),(27 1948887.3),(28 1907293.8),(29 1866562.8),(30 1811699.1),(31 1781119.9),(32 1802413.3),(33 1870436.1),(34 1935865.9),(35 1967714.1),(36 1975213.6),(37 1964771.1),(38 1882288.8),(39 1743373),(40 1600780),(41 1541571.6),(42 1484386.8),(43 1525753.6),(44 1636644.5),(45 1739040.5),(46 1813324.8),(47 1810238.4),(48 1707699.9),(49 1655015.6),(50 1689422.6),(51 1711420.5),(52 1686007),(53 1763289.4),(54 1871752.4),(55 1999747.9),(56 1987830.8),(57 1917453),(58 1848893.8),(59 1794026.1),(60 1805646.3),(61 1848191),(62 1860747.3),(63 1819109.6),(64 1705307.3),(65 1668631.6),(66 1705766.4),(67 1748927.6),(68 1792291.5),(69 1840018.4),(70 1892724),(71 1898187.3),(72 1813352.8),(73 1704324.1),(74 1616618.3),(75 1661986.1),(76 1786514.8),(77 1927702.6),(78 1929846.3),(79 1838799.6),
(1 353475.03),(2 989134.3),(3 1434936.6),(4 1572374.5),(5 1470664.9),(6 1290498.5),(7 1179256.1),(8 1172945.1),(9 1213698.1),(10 1286807.5),(11 1391670.1),(12 1463180.9),(13 1468823),(14 1449230),(15 1488450.4),(16 1549005.6),(17 1628385.4),(18 1701187),(19 1707909),(20 1704812.9),(21 1692774),(22 1654799),(23 1631354.4),(24 1632395.4),(25 1696587.4),(26 1717345.6),(27 1689646),(28 1622961),(29 1597643.5),(30 1603722.9),(31 1636666.1),(32 1636742.1),(33 1662130.5),(34 1725025.6),(35 1761110.6),(36 1770909.4),(37 1814599.6),(38 1813956),(39 1721446.4),(40 1638957),(41 1561811.6),(42 1508763),(43 1517630.4),(44 1629243),(45 1746509.9),(46 1771859.4),(47 1744312),(48 1634722.5),(49 1564958.4),(50 1580324.1),(51 1615468.4),(52 1637735.5),(53 1694520.6),(54 1680555.6),(55 1677520.4),(56 1660013.4),(57 1660518.4),(58 1690734.1),(59 1738025),(60 1804609.1),(61 1879010),(62 1922819),(63 1842294.6),(64 1701085.6),(65 1598909.9),(66 1582192.6),(67 1644859),(68 1721139.5),(69 1753163.5),(70 1769408.6),(71 1789298.6),(72 1758972.9),(73 1695974.6),(74 1622463.6),(75 1580856.6),(76 1649579.4),(77 1790605.5),(78 1828831),(79 1781382),
(1 324307.78),(2 827087.5),(3 1067712.1),(4 1060606.3),(5 950928.2),(6 895682.2),(7 915147.6),(8 950270.75),(9 1025556.3),(10 1085403),(11 1160603.4),(12 1209558.5),(13 1187100.3),(14 1163436.5),(15 1199593.6),(16 1252339.5),(17 1310071.9),(18 1332368.5),(19 1303483),(20 1291110.5),(21 1308666.8),(22 1319699),(23 1325315.6),(24 1333627.3),(25 1392323.6),(26 1411737.9),(27 1373306.1),(28 1284636.3),(29 1280860.8),(30 1340612.4),(31 1424794.4),(32 1451928.4),(33 1427894.8),(34 1408284.5),(35 1359221.5),(36 1324735.3),(37 1389373.8),(38 1438244.4),(39 1398138.5),(40 1342815.5),(41 1297568.5),(42 1275274.3),(43 1274231.5),(44 1316056),(45 1355864.8),(46 1317475.5),(47 1264348.1),(48 1178920.8),(49 1158834.4),(50 1238833.5),(51 1321061.6),(52 1316572.8),(53 1284846.8),(54 1254703.5),(55 1314314.3),(56 1402367.6),(57 1453169),(58 1401235.3),(59 1367943.6),(60 1388133.1),(61 1414233.9),(62 1467220.6),(63 1478885),(64 1472200),(65 1461412.5),(66 1418688.5),(67 1389969.3),(68 1345784.8),(69 1301648.3),(70 1346167.5),(71 1423661.1),(72 1388307.5),(73 1327099),(74 1292850.5),(75 1300633.9),(76 1326274.1),(77 1379582.1),(78 1376625.6),(79 1310434.5),
(1 296976.9),(2 758135.8),(3 972223.44),(4 925001.7),(5 829654.25),(6 818030.4),(7 880669.8),(8 926382.25),(9 952223.6),(10 935095.25),(11 963018.94),(12 1050308.9),(13 1125324.5),(14 1118388.5),(15 1040235.7),(16 969561.8),(17 1013226.9),(18 1107076.1),(19 1159628.1),(20 1160076.4),(21 1130468.5),(22 1110132),(23 1079449),(24 1096721.5),(25 1146342.4),(26 1176858.6),(27 1174031.5),(28 1153701.6),(29 1146657.9),(30 1164770.1),(31 1228265.8),(32 1245507.6),(33 1230807.1),(34 1188378.4),(35 1111308),(36 1131798.6),(37 1241440.8),(38 1299441.9),(39 1296680.9),(40 1249632.8),(41 1208750.4),(42 1171049.6),(43 1181819.5),(44 1288952.6),(45 1302719.1),(46 1217385.1),(47 1107783.1),(48 997308.3),(49 986576.4),(50 1115536.8),(51 1256401.6),(52 1246311),(53 1161014.6),(54 1110445.9),(55 1149075.1),(56 1220661.3),(57 1238602.4),(58 1204661.6),(59 1214850.8),(60 1227723),(61 1220304.5),(62 1230212.5),(63 1228179.8),(64 1218431.3),(65 1199575.5),(66 1197262.1),(67 1186064.8),(68 1122679.4),(69 1098134.6),(70 1207625.3),(71 1293858.9),(72 1172732.8),(73 1064177.5),(74 1067251.8),(75 1165828.5),(76 1250449),(77 1277317.4),(78 1253091.3),(79 1213049.6),
(1 271911.16),(2 710155.56),(3 958304.3),(4 944556.3),(5 887004.3),(6 905410.25),(7 948646.7),(8 959124.5),(9 930815.3),(10 913786.56),(11 953554.06),(12 1063534.1),(13 1161645.1),(14 1145509),(15 1043169.3),(16 993856.75),(17 1026983.1),(18 1071790),(19 1083414.1),(20 1089612.9),(21 1084796),(22 1040312.9),(23 968231.25),(24 925096.1),(25 946827.9),(26 996524.9),(27 1005117.5),(28 1009599.3),(29 1009060),(30 973196),(31 977031.3),(32 1022169.44),(33 1064291.1),(34 1038364.44),(35 984204.1),(36 1002351.2),(37 1055896.3),(38 1039437.56),(39 1018204.1),(40 1009660.56),(41 1001825.3),(42 971740.3),(43 953689.1),(44 1057885.5),(45 1144648.5),(46 1128864.9),(47 1019976.1),(48 889623.9),(49 886211.3),(50 1012125.9),(51 1141762.9),(52 1145850.3),(53 1071593),(54 1025006.06),(55 1053275.1),(56 1074870.1),(57 1034634.7),(58 998933.7),(59 1032642.4),(60 1053792.4),(61 1079461),(62 1126432),(63 1168975.8),(64 1171775.8),(65 1158277.6),(66 1186976.6),(67 1200797.9),(68 1127882.4),(69 1080343.9),(70 1134311.8),(71 1193937.1),(72 1110810.3),(73 1035361.5),(74 1078931.1),(75 1174402.1),(76 1188587.3),(77 1168944.9),(78 1131703.4),(79 1099612.3),
(1 255094.2),(2 657223.75),(3 864043.06),(4 859913.56),(5 800291.75),(6 801796.44),(7 841878.06),(8 860042.56),(9 832621.56),(10 810299.25),(11 834571.2),(12 898952.9),(13 963524.1),(14 961131.44),(15 887260.8),(16 850863),(17 877998.6),(18 898854.7),(19 896407.75),(20 924201.4),(21 978784.8),(22 978761.7),(23 929465.94),(24 882597.06),(25 905256.6),(26 933120.3),(27 928282.75),(28 918437.3),(29 911050.06),(30 882451.94),(31 878408.1),(32 910769.44),(33 961727.7),(34 951509.94),(35 900158.1),(36 899401.56),(37 894035.25),(38 873580.56),(39 867481.4),(40 866306.4),(41 861326),(42 840473.6),(43 824559.3),(44 843074.1),(45 891576.7),(46 926428.9),(47 895048),(48 824249.1),(49 806926),(50 873832.56),(51 947014.3),(52 929342.75),(53 882454.06),(54 875406),(55 922331.3),(56 979883.4),(57 949120.94),(58 907280.8),(59 914894),(60 931768.56),(61 955561.6),(62 980532.25),(63 976562.4),(64 932295),(65 906848.1),(66 913762),(67 911091.3),(68 885633),(69 859367.9),(70 892740.25),(71 932564.25),(72 937352.8),(73 920941.2),(74 931150),(75 947427.44),(76 948585.8),(77 970006),(78 978915),(79 964044.8),
(1 229775.78),(2 559961.5),(3 668358.44),(4 652336),(5 665733.7),(6 696222.3),(7 719876.1),(8 730808.25),(9 745329.7),(10 738889.44),(11 739533.06),(12 770691.75),(13 806434.8),(14 779621.75),(15 719448),(16 706665.44),(17 730217.3),(18 745037.3),(19 765182.2),(20 823028.7),(21 866276.4),(22 838502),(23 780427.56),(24 715372.1),(25 728764.4),(26 760039.1),(27 751314.56),(28 740378.2),(29 769349.8),(30 793218.94),(31 817039.3),(32 829569.7),(33 820564.56),(34 784162.7),(35 796812.9),(36 849634.2),(37 850734.8),(38 839597.6),(39 836114.4),(40 820079.2),(41 801948.1),(42 779109.94),(43 763278.06),(44 772590.3),(45 799407.56),(46 811323.4),(47 797312.2),(48 748512.25),(49 725280.6),(50 742674),(51 773559.44),(52 787096.7),(53 757261.6),(54 741082.44),(55 784015.6),(56 859451.56),(57 867185.8),(58 828785.8),(59 800245.8),(60 795799.9),(61 818021.6),(62 841519.5),(63 834031.25),(64 797051.1),(65 793870.4),(66 802470.94),(67 795517.56),(68 788948.4),(69 797352.9),(70 812505.3),(71 840181.6),(72 868735.1),(73 874405.8),(74 834346.6),(75 801968.75),(76 829815.2),(77 873437.6),(78 860887.4),(79 796716.75),
(1 208742.25),(2 513067.7),(3 594722.4),(4 554137.94),(5 565245.75),(6 625591.4),(7 659109.3),(8 649082.2),(9 645625),(10 645212.3),(11 674886.25),(12 697036.5),(13 708664),(14 695237.8),(15 689823.4),(16 714055.4),(17 741375.7),(18 726371),(19 725218.6),(20 748868.8),(21 750602.56),(22 715201.8),(23 675313.7),(24 621537.25),(25 591556.7),(26 579160.2),(27 585184.4),(28 602277.8),(29 626054.3),(30 649634.8),(31 666903.4),(32 659685.7),(33 655750.44),(34 661952.75),(35 693530.7),(36 697381),(37 656045.25),(38 637497.3),(39 664837.75),(40 676335.6),(41 668520.6),(42 669707.1),(43 682100),(44 680237.56),(45 689209.7),(46 695135.25),(47 691252.1),(48 673869.7),(49 686501.4),(50 733923.5),(51 772681.3),(52 762361.8),(53 739825.06),(54 735102.1),(55 774703.25),(56 810061.75),(57 791208.75),(58 746231.6),(59 758990.8),(60 811197),(61 829268),(62 781104.6),(63 746872.9),(64 734735.44),(65 737955.3),(66 731401.9),(67 730958.2),(68 744888.75),(69 757343.44),(70 736890.2),(71 715955.4),(72 715091),(73 728795.4),(74 691820.3),(75 646864.9),(76 683715.5),(77 774570.7),(78 788845.7),(79 724121.9),
(1 186057.16),(2 433187.72),(3 489312.88),(4 455299.16),(5 464780.47),(6 503132.94),(7 516979.8),(8 497769.28),(9 513586.8),(10 541958.4),(11 555214.1),(12 552057.75),(13 562023.1),(14 576126.5),(15 583350.25),(16 592675.4),(17 616179.1),(18 609441.9),(19 603529.75),(20 618929.1),(21 619391.1),(22 616122.5),(23 615241.25),(24 584832.2),(25 550198.4),(26 542509),(27 563539.25),(28 565597.7),(29 546060.9),(30 536742.25),(31 563672.5),(32 573815.25),(33 572138),(34 556488.6),(35 550772.25),(36 543958.1),(37 540776.56),(38 556527.25),(39 581950.94),(40 580562.06),(41 579882.7),(42 610646.75),(43 641465.8),(44 635141.5),(45 641158.56),(46 650514.75),(47 637892),(48 624234.75),(49 652459.1),(50 684733.9),(51 691271.2),(52 672886.75),(53 651955.6),(54 633100.3),(55 652094.4),(56 662939.75),(57 640992.4),(58 616836.4),(59 644163.25),(60 706980),(61 727644.3),(62 675172.75),(63 612008.8),(64 598055.3),(65 627826.3),(66 643557.1),(67 637142.1),(68 621860.25),(69 613388),(70 611023.9),(71 622904.1),(72 642999.25),(73 648530),(74 611415.6),(75 583381.44),(76 618528.06),(77 690748.1),(78 691004.6),(79 617473.75),
(1 164069.44),(2 381024.1),(3 416043.53),(4 387447.1),(5 420416.38),(6 451213.7),(7 437244.66),(8 436222.38),(9 471568.1),(10 486631.9),(11 476682.8),(12 464287.94),(13 476959.13),(14 510852.28),(15 532436.6),(16 532720.44),(17 536710.5),(18 535030.2),(19 530314.8),(20 547579.1),(21 578565.9),(22 591898.94),(23 573219.2),(24 536283.3),(25 523258.7),(26 534754.3),(27 557616),(28 553169.75),(29 544559.25),(30 543635.4),(31 573675),(32 554018.06),(33 531307.44),(34 537798.56),(35 549859.25),(36 537354.8),(37 521800.16),(38 522793.94),(39 537461.44),(40 539201.56),(41 574161.06),(42 607715.25),(43 596700.9),(44 559452),(45 551679.06),(46 554801.3),(47 562380.2),(48 572591.9),(49 602094.2),(50 604086.06),(51 589857.8),(52 585272.6),(53 593783.7),(54 590599.8),(55 596682.06),(56 599719.8),(57 573670.4),(58 534456.9),(59 551445.1),(60 602637.8),(61 625912.44),(62 582167),(63 531139.06),(64 535634.25),(65 563162.4),(66 551811.4),(67 524467.8),(68 516913.2),(69 533930.6),(70 546194.06),(71 548245.2),(72 549639.56),(73 557148.7),(74 550318.06),(75 543803.4),(76 571717.94),(77 609866.7),(78 613217.94),(79 571943.44),
(1 146825.67),(2 331457.75),(3 369247.75),(4 351317.25),(5 367787.47),(6 402052.63),(7 408244),(8 407430.6),(9 425981.94),(10 425200.44),(11 410080.66),(12 390371.25),(13 399006.16),(14 435772.53),(15 460413.63),(16 462986.34),(17 458164.8),(18 451672.97),(19 460811.8),(20 472934.72),(21 478167.78),(22 474094.5),(23 454288.72),(24 426705.3),(25 428673.3),(26 448696.75),(27 477948.56),(28 469842.78),(29 461056.6),(30 461851.38),(31 492460.97),(32 478828.44),(33 472597.66),(34 488608.22),(35 495314.63),(36 479259.72),(37 472457.44),(38 485970.47),(39 513524.8),(40 514144.75),(41 534190.9),(42 581753.8),(43 582460.8),(44 537766.75),(45 506256.9),(46 500798.06),(47 511230.75),(48 500921.25),(49 480405.25),(50 467642.9),(51 484899.84),(52 513026.84),(53 517403.94),(54 504196.34),(55 516176.84),(56 516520.97),(57 498371.3),(58 461453.3),(59 467152.5),(60 505493.94),(61 515456.47),(62 470438.8),(63 419055.5),(64 426740.94),(65 462015.53),(66 468413.8),(67 454061.1),(68 451440.28),(69 462377.1),(70 470901.2),(71 487064.4),(72 508755.72),(73 515425.6),(74 504256.9),(75 504928.84),(76 527873.4),(77 552464.25),(78 555921.94),(79 509770.06),
(1 126614.64),(2 290979.84),(3 331779.56),(4 324753.56),(5 333303.88),(6 350909.1),(7 383527.88),(8 418642.8),(9 440319.56),(10 435374.63),(11 422742.75),(12 411715.63),(13 410594.22),(14 420468.28),(15 434853.63),(16 434340.97),(17 427727.72),(18 427624.78),(19 430319.22),(20 433427.97),(21 440878.63),(22 442562.03),(23 430401.28),(24 403673.6),(25 392732.03),(26 410946.5),(27 442457.66),(28 445869.63),(29 434309.7),(30 420652.38),(31 412599.78),(32 390929.34),(33 389947),(34 413815.47),(35 424856.5),(36 420223.38),(37 420479.88),(38 425635.78),(39 425018.6),(40 413555.53),(41 415359.97),(42 438056.34),(43 445172.56),(44 428500.1),(45 424106),(46 440878.22),(47 444515.94),(48 427069.2),(49 410365.25),(50 399224.13),(51 408974.4),(52 428771.44),(53 437848.56),(54 420544.13),(55 419120.6),(56 438845.22),(57 449246.5),(58 433002.78),(59 415307.88),(60 415130.13),(61 418451.1),(62 410832.7),(63 396514.16),(64 395252.5),(65 423087.13),(66 423605.03),(67 395060.25),(68 373813.25),(69 380391.3),(70 393274.66),(71 404028.2),(72 419660),(73 436392.4),(74 436221.8),(75 428212.38),(76 441407.13),(77 479862.63),(78 490438.5),(79 462578.06),
(1 123893.625),(2 281352.03),(3 299401.06),(4 282875.1),(5 294267.5),(6 328488.1),(7 350322.25),(8 354715.44),(9 353146.8),(10 355176.5),(11 365522.22),(12 377725.8),(13 389083.72),(14 389864.6),(15 392615.34),(16 409951.06),(17 418228.5),(18 408801.72),(19 390030.38),(20 369932.16),(21 379725.8),(22 392408.1),(23 388157.88),(24 359790.7),(25 346591.44),(26 363412.3),(27 388006.7),(28 395120.75),(29 379691.9),(30 371787.5),(31 380175.13),(32 372731.06),(33 375526.22),(34 383798.88),(35 375006.56),(36 362923.66),(37 364697.13),(38 366609.8),(39 354159.5),(40 342287.66),(41 345506.63),(42 351059.97),(43 371087.6),(44 371330.7),(45 361903.63),(46 355463.4),(47 350770.9),(48 341281.5),(49 344932.25),(50 365128.53),(51 381356.6),(52 388090.53),(53 384436.16),(54 370274.34),(55 384100.06),(56 398385.25),(57 393401.06),(58 371450.94),(59 353103.97),(60 353643.22),(61 362206.25),(62 357902.8),(63 345900.4),(64 344342.03),(65 367500.38),(66 376758.97),(67 358670),(68 335594.75),(69 335738.56),(70 344984.22),(71 349343.53),(72 347422.53),(73 360867.16),(74 361222.6),(75 357316.38),(76 379876.6),(77 422473.78),(78 428303.97),(79 401790.88),
(1 112573.16),(2 247734.58),(3 259137.33),(4 243211.56),(5 262129.95),(6 290123.9),(7 308033.8),(8 304405.97),(9 302645.84),(10 319721.2),(11 340865.03),(12 340155.88),(13 336462.63),(14 344631.75),(15 351114.4),(16 358333.06),(17 365349.47),(18 356759.7),(19 333362.03),(20 314153.66),(21 330532.88),(22 351008.84),(23 355498.1),(24 331082.8),(25 321710.2),(26 334516.63),(27 344322.56),(28 330970.88),(29 316463.44),(30 321290.3),(31 338742.97),(32 333790.22),(33 328589.94),(34 321127.16),(35 314836.03),(36 321010.44),(37 336760.53),(38 331988.03),(39 322654.47),(40 326904.97),(41 334641.9),(42 329753.78),(43 331133.28),(44 334983.66),(45 338258.8),(46 328775.6),(47 319980.53),(48 322724.4),(49 339021.5),(50 356170.53),(51 366581.34),(52 362052.8),(53 352621.16),(54 335321.13),(55 334030.4),(56 338224.8),(57 342992.97),(58 337748.28),(59 335949.72),(60 340376.97),(61 343756.2),(62 330603.03),(63 314739.5),(64 311646.53),(65 319253.6),(66 322968.5),(67 323541.97),(68 313907.9),(69 311746.94),(70 325911.8),(71 344838.1),(72 357229),(73 376943.06),(74 383461.47),(75 374364.53),(76 381056.8),(77 396760.56),(78 385000.03),(79 359398.97),
(1 98408.51),(2 224245.83),(3 249644.83),(4 243907.06),(5 258189.69),(6 274980.22),(7 294766.25),(8 301211.3),(9 302444.72),(10 299664.5),(11 295178.13),(12 294656.22),(13 300771.7),(14 316747.3),(15 332112.8),(16 320574.88),(17 296258.34),(18 279275.88),(19 283014.94),(20 287377.5),(21 295194.06),(22 294788.38),(23 283202.72),(24 269949.47),(25 275634.94),(26 292019.5),(27 291186.9),(28 272437.13),(29 269217.6),(30 278954.72),(31 295383.28),(32 305840.72),(33 320411.88),(34 327121.38),(35 312759.2),(36 303938.78),(37 312617.56),(38 317529.44),(39 319224.56),(40 320506.1),(41 310968.06),(42 295374.63),(43 304801.5),(44 319975.06),(45 320735.66),(46 312525.38),(47 303503.97),(48 299485.4),(49 303443.28),(50 309037.28),(51 320966.03),(52 337031.06),(53 342558.3),(54 317751.5),(55 293917.56),(56 300842.1),(57 319301.44),(58 323921.9),(59 319957.72),(60 314833.5),(61 311824.8),(62 305719.2),(63 303948.88),(64 304848.8),(65 299916.66),(66 289035.97),(67 290647.25),(68 296145.13),(69 294735.97),(70 298953.38),(71 310384.34),(72 318910.97),(73 334889.8),(74 338882.63),(75 339259.9),(76 345725.97),(77 357825.75),(78 350662.8),(79 334192.97),
(1 87252.266),(2 194407.75),(3 217323.88),(4 220895.1),(5 243736),(6 253970.05),(7 260961.31),(8 269370.53),(9 277641.72),(10 273521.84),(11 264328.16),(12 266814.6),(13 276954.25),(14 281607.84),(15 292301.34),(16 289838.25),(17 282571.47),(18 271024.03),(19 261775.72),(20 256013.13),(21 262213.66),(22 268333.44),(23 270369.25),(24 264705.4),(25 262490.3),(26 267926.63),(27 275310),(28 270466.56),(29 264558.06),(30 266947.2),(31 279595.44),(32 289442.06),(33 295046.8),(34 295391.56),(35 291285.25),(36 285068.75),(37 293423.53),(38 291524.66),(39 282428.34),(40 280391.25),(41 276252.13),(42 272304.6),(43 280149.66),(44 280284.2),(45 290997.1),(46 301964.1),(47 302866.53),(48 296180.75),(49 291828.2),(50 291781.63),(51 301217.9),(52 305856.34),(53 300760.8),(54 280302.16),(55 270956.9),(56 286543.2),(57 306101.63),(58 308927.4),(59 303358.2),(60 298030.47),(61 298787.63),(62 293910.16),(63 290300.44),(64 290961.1),(65 297322.56),(66 293494.94),(67 293573.2),(68 297178.56),(69 301394.3),(70 298611.28),(71 298416.2),(72 304039.4),(73 319119.47),(74 319328.1),(75 311930.94),(76 310308.72),(77 317548.38),(78 309031.9),(79 299060.44),
(1 81923.76),(2 183322.72),(3 208158.72),(4 210707.25),(5 229779.67),(6 241391.52),(7 246499.31),(8 255030.36),(9 269225.4),(10 270095.2),(11 258494.31),(12 243614.2),(13 243263.78),(14 247701.4),(15 254599.36),(16 263161.88),(17 270281.6),(18 259203.73),(19 240045.33),(20 232625.75),(21 241026.72),(22 245801.56),(23 246846.64),(24 241051.78),(25 243338.75),(26 254793.33),(27 264743.56),(28 260921.06),(29 253665.73),(30 254295.2),(31 266428.94),(32 275669.13),(33 279863.4),(34 272565.6),(35 270159.34),(36 271565.4),(37 275600.47),(38 272144.34),(39 265372.13),(40 263735.34),(41 263396.3),(42 261178.98),(43 265551.78),(44 262888.34),(45 269783.4),(46 280511.72),(47 277850.1),(48 264827.53),(49 261544.72),(50 263142.3),(51 274148.72),(52 280816.34),(53 270304.28),(54 246858.53),(55 248049.83),(56 258463.86),(57 266293.5),(58 268165.28),(59 265653.6),(60 268268.5),(61 276084.56),(62 278184.94),(63 268197.5),(64 263732.47),(65 276388.28),(66 281072.2),(67 278675.3),(68 269215.47),(69 267894.13),(70 266396.94),(71 273214.44),(72 287155.22),(73 301962.47),(74 293157.72),(75 288498.53),(76 295478.2),(77 301083.28),(78 291177.16),(79 280948.25),
