1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 64619.03),(2 233003.38),(3 513076.66),(4 853014.7),(5 1281927.8),(6 1774162.4),(7 2314274.5),(8 2895868.3),(9 3529353.8),(10 4191825),(11 4897408),(12 5628410),(13 6349399.5),(14 7077659.5),(15 7741486),(16 8410007),(17 9026871),(18 9608504),(19 10188523),(20 10771915),(21 11425648),(22 12111899),(23 12849555),(24 13577711),(25 14352589),(26 15179576),(27 16060507),(28 16880182),(29 17706550),(30 18518500),(31 19258980),(32 20038014),(33 20739398),(34 21488596),(35 22240594),(36 23047118),(37 23791696),(38 24504730),(39 25137570),(40 25718786),(41 26174470),(42 26502976),(43 26706154),(44 26872990),(45 27026614),(46 27159754),(47 27256294),(48 27234784),(49 27124434),(50 26852518),(51 26506282),(52 26155950),(53 25926790),(54 25643074),(55 25328706),(56 25017200),(57 24665938),(58 24283974),(59 23824938),(60 23389670),(61 22910974),(62 22486794),(63 22067690),(64 21680096),(65 21306468),(66 20906160),(67 20435370),(68 19932760),(69 19338900),(70 18810584),(71 18374630),(72 18119712),(73 17985578),(74 17829750),(75 17718626),(76 17617540),(77 17447842),(78 17274294),(79 17003506),
(1 18.978474),(2 22.660824),(3 25.978275),(4 27.770672),(5 29.595963),(6 31.02152),(7 32.135124),(8 32.718117),(9 33.54981),(10 34.022358),(11 34.12328),(12 34.170044),(13 34.40273),(14 35.190994),(15 35.630955),(16 36.012325),(17 36.259247),(18 36.37678),(19 36.284),(20 36.432835),(21 36.32992),(22 36.345272),(23 36.09197),(24 35.758263),(25 36.170013),(26 36.440998),(27 36.456974),(28 37.05402),(29 37.10488),(30 37.063957),(31 36.56916),(32 36.556583),(33 36.59222),(34 36.54863),(35 36.814438),(36 36.09626),(37 36.17424),(38 36.187893),(39 36.210766),(40 36.594112),(41 36.458473),(42 36.300846),(43 36.29708),(44 36.701565),(45 36.926884),(46 37.076424),(47 37.14622),(48 37.491276),(49 37.661095),(50 38.281345),(51 37.899372),(52 38.1799),(53 38.211754),(54 38.551586),(55 38.523087),(56 39.24354),(57 39.35655),(58 39.49348),(59 39.53947),(60 39.54148),(61 39.928673),(62 40.225426),(63 40.01593),(64 40.10828),(65 40.44151),(66 40.435238),(67 40.315754),(68 40.279125),(69 40.144943),(70 39.940094),(71 39.879585),(72 39.17979),(73 38.94333),(74 38.971222),(75 38.76634),(76 38.84547),(77 38.84962),(78 38.88083),(79 37.948444),
(1 19.401924),(2 23.222317),(3 26.308268),(4 28.173914),(5 29.744734),(6 31.46974),(7 32.46458),(8 33.365856),(9 34.306328),(10 34.60273),(11 34.50431),(12 34.658703),(13 34.896744),(14 35.64771),(15 35.878166),(16 35.87254),(17 36.039883),(18 36.24242),(19 36.439304),(20 36.390343),(21 36.8216),(22 36.466156),(23 36.394547),(24 35.9348),(25 36.28982),(26 36.64468),(27 36.639507),(28 36.9106),(29 36.692917),(30 37.02904),(31 36.98801),(32 36.69619),(33 37.214596),(34 36.976135),(35 37.121777),(36 36.37271),(37 36.628674),(38 36.60617),(39 36.52634),(40 36.882065),(41 36.60053),(42 37.00415),(43 36.963844),(44 37.232788),(45 37.412655),(46 37.54221),(47 37.782097),(48 37.855335),(49 38.16859),(50 38.68513),(51 38.927986),(52 39.323673),(53 39.28529),(54 39.58734),(55 39.785316),(56 40.227097),(57 40.196217),(58 40.04065),(59 40.296303),(60 40.599392),(61 40.5953),(62 40.740948),(63 40.551945),(64 40.522842),(65 40.502674),(66 40.624695),(67 40.595596),(68 40.426155),(69 40.676598),(70 40.43217),(71 40.15893),(72 39.548267),(73 39.191372),(74 39.10245),(75 38.86006),(76 38.6892),(77 38.516342),(78 38.501507),(79 37.76141),
(1 19.667387),(2 23.404165),(3 26.608776),(4 28.410444),(5 30.311953),(6 31.692904),(7 32.69542),(8 33.73456),(9 34.435883),(10 34.627014),(11 34.947624),(12 35.226208),(13 35.65018),(14 36.019844),(15 36.321323),(16 36.444496),(17 36.695995),(18 36.93764),(19 37.171555),(20 37.01437),(21 37.239647),(22 37.151352),(23 36.895435),(24 36.646606),(25 37.132652),(26 37.14553),(27 37.110157),(28 37.45021),(29 37.305992),(30 37.243916),(31 37.2184),(32 37.186577),(33 37.471),(34 37.384792),(35 36.92598),(36 36.609943),(37 36.75826),(38 36.53166),(39 36.60467),(40 36.585873),(41 36.570156),(42 36.762997),(43 36.91573),(44 36.8245),(45 37.051018),(46 37.230408),(47 37.4413),(48 37.453796),(49 38.3047),(50 38.61008),(51 38.50711),(52 38.839466),(53 39.099754),(54 39.285015),(55 39.370525),(56 39.6392),(57 40.052418),(58 40.19663),(59 40.43968),(60 40.567764),(61 40.84343),(62 40.746765),(63 40.592148),(64 40.843475),(65 40.980816),(66 41.140396),(67 41.33553),(68 41.05751),(69 40.921467),(70 40.931202),(71 40.344257),(72 39.69783),(73 39.763393),(74 39.496574),(75 39.424435),(76 39.296753),(77 38.958923),(78 38.856415),(79 38.625614),
(1 19.28997),(2 22.727587),(3 25.810541),(4 27.377209),(5 29.423262),(6 30.635098),(7 31.805882),(8 32.583584),(9 33.202667),(10 33.677883),(11 33.76858),(12 33.43299),(13 34.108288),(14 34.573544),(15 35.40002),(16 35.34558),(17 35.640495),(18 35.91402),(19 35.964874),(20 35.76609),(21 36.114773),(22 35.81919),(23 35.53494),(24 35.266476),(25 35.78275),(26 35.89405),(27 35.946323),(28 36.172157),(29 35.950027),(30 36.06475),(31 36.2037),(32 36.196484),(33 35.925495),(34 36.075485),(35 35.57226),(36 35.32426),(37 35.695843),(38 35.797646),(39 36.07127),(40 35.980698),(41 36.094948),(42 36.476093),(43 36.443096),(44 36.48635),(45 36.70964),(46 36.489624),(47 36.74267),(48 36.564842),(49 37.32701),(50 37.856094),(51 38.243134),(52 38.204685),(53 38.34682),(54 38.57928),(55 38.304222),(56 38.687035),(57 39.178715),(58 39.428944),(59 39.636055),(60 39.658),(61 39.66712),(62 40.051483),(63 40.146202),(64 40.335217),(65 40.087215),(66 40.034702),(67 40.04882),(68 39.979733),(69 40.135887),(70 39.92607),(71 39.265667),(72 38.441372),(73 38.378357),(74 38.454227),(75 38.181202),(76 38.031906),(77 37.676308),(78 37.778973),(79 37.479996),
(1 19.194073),(2 22.90431),(3 25.956947),(4 27.55519),(5 29.50197),(6 30.63549),(7 32.00172),(8 32.650356),(9 33.055267),(10 33.537273),(11 33.423595),(12 33.559063),(13 34.2715),(14 34.754513),(15 35.543056),(16 35.480427),(17 35.87977),(18 35.79584),(19 36.05747),(20 35.959915),(21 36.288544),(22 36.391678),(23 35.956734),(24 35.944263),(25 36.289288),(26 36.440647),(27 36.634792),(28 36.71535),(29 36.77056),(30 36.691048),(31 36.60663),(32 36.330338),(33 36.778027),(34 36.641495),(35 36.43609),(36 36.188587),(37 36.23662),(38 36.558357),(39 36.476753),(40 36.404305),(41 36.619587),(42 36.73477),(43 36.660046),(44 36.815453),(45 37.08171),(46 36.952393),(47 36.760834),(48 37.207783),(49 37.921524),(50 38.530003),(51 38.490158),(52 38.893414),(53 38.98179),(54 39.194866),(55 39.34647),(56 39.380802),(57 39.569218),(58 39.732788),(59 39.92643),(60 39.881393),(61 40.339787),(62 40.047604),(63 40.277187),(64 40.252068),(65 40.183876),(66 40.321465),(67 40.39875),(68 40.39103),(69 40.60216),(70 40.06594),(71 39.817284),(72 39.22914),(73 39.315536),(74 39.34899),(75 39.19318),(76 39.135548),(77 38.7241),(78 38.890236),(79 38.314148),
(1 19.07298),(2 22.837095),(3 25.995268),(4 27.686695),(5 29.345646),(6 30.748703),(7 31.516768),(8 32.198437),(9 33.023212),(10 33.304367),(11 33.57263),(12 33.338604),(13 33.85631),(14 33.992443),(15 34.75037),(16 34.70917),(17 34.70222),(18 35.168118),(19 34.97773),(20 35.432053),(21 35.726654),(22 35.685524),(23 35.548347),(24 35.625164),(25 35.6729),(26 35.884655),(27 36.07034),(28 36.256256),(29 36.11214),(30 36.6648),(31 36.645874),(32 36.56813),(33 36.667667),(34 36.41194),(35 36.30146),(36 36.155426),(37 36.384697),(38 36.25812),(39 36.124176),(40 36.245598),(41 36.207638),(42 36.074554),(43 36.6829),(44 36.841576),(45 36.894012),(46 36.85786),(47 36.71923),(48 36.6404),(49 37.181416),(50 37.72872),(51 37.522606),(52 38.03299),(53 37.97549),(54 37.798683),(55 38.013313),(56 37.90031),(57 38.198227),(58 38.339527),(59 38.38853),(60 38.22636),(61 38.58007),(62 38.621937),(63 38.66647),(64 38.818764),(65 38.668148),(66 38.94268),(67 38.964626),(68 38.97057),(69 38.964252),(70 38.837086),(71 38.68041),(72 38.31627),(73 38.43205),(74 38.010654),(75 37.85871),(76 37.941895),(77 37.622643),(78 37.712326),(79 37.424286),
(1 19.2109),(2 23.157013),(3 26.268507),(4 28.04555),(5 29.72124),(6 31.082678),(7 31.908),(8 32.8228),(9 33.738266),(10 33.95393),(11 34.112877),(12 33.96396),(13 34.607716),(14 35.15032),(15 35.825935),(16 36.009846),(17 36.23828),(18 36.70482),(19 36.83132),(20 37.17134),(21 37.095867),(22 37.19759),(23 36.717163),(24 36.657146),(25 36.57834),(26 36.859043),(27 36.61461),(28 37.127396),(29 37.032837),(30 37.381207),(31 37.38802),(32 37.35877),(33 37.351738),(34 37.192074),(35 36.841503),(36 36.517246),(37 36.816143),(38 37.070084),(39 36.922195),(40 37.041668),(41 36.943436),(42 37.192097),(43 37.143974),(44 37.5114),(45 37.634327),(46 37.54578),(47 37.468163),(48 37.641323),(49 38.08907),(50 38.53064),(51 38.59252),(52 38.90292),(53 39.158047),(54 39.589203),(55 39.89646),(56 40.00852),(57 40.051754),(58 40.063175),(59 39.7621),(60 39.995926),(61 40.003258),(62 40.293015),(63 40.55052),(64 40.26137),(65 40.518715),(66 40.537937),(67 40.822823),(68 40.96003),(69 41.032776),(70 40.945103),(71 40.5469),(72 39.601414),(73 39.83154),(74 39.578312),(75 39.48958),(76 39.499805),(77 39.13058),(78 39.16111),(79 38.752567),
(1 18.651024),(2 22.459757),(3 25.54478),(4 27.42452),(5 29.041216),(6 30.143404),(7 31.234331),(8 32.26359),(9 33.052494),(10 33.28397),(11 33.387436),(12 33.53082),(13 34.457855),(14 34.791935),(15 35.16928),(16 35.330223),(17 35.19059),(18 35.415634),(19 35.399406),(20 35.871628),(21 35.692944),(22 35.475437),(23 35.11859),(24 35.101753),(25 34.93128),(26 35.489513),(27 35.420006),(28 35.507153),(29 35.722572),(30 35.79144),(31 35.589542),(32 35.544014),(33 35.59404),(34 35.6763),(35 35.45088),(36 35.402172),(37 35.359375),(38 35.469265),(39 35.759644),(40 36.09588),(41 36.051693),(42 36.21781),(43 36.15213),(44 36.179337),(45 36.11467),(46 36.494255),(47 36.846966),(48 36.7788),(49 37.411243),(50 37.8324),(51 37.960102),(52 37.997013),(53 38.227123),(54 38.738785),(55 38.879635),(56 38.91131),(57 39.12722),(58 39.55718),(59 39.58499),(60 39.5669),(61 39.72231),(62 40.02259),(63 40.71564),(64 40.178825),(65 40.474724),(66 40.35856),(67 40.373966),(68 40.31786),(69 40.498894),(70 40.455128),(71 40.06859),(72 39.548817),(73 39.47947),(74 38.95366),(75 38.794613),(76 38.62892),(77 38.17052),(78 37.919617),(79 37.227024),
(1 18.64527),(2 22.293627),(3 25.421797),(4 27.385319),(5 29.176802),(6 30.646788),(7 31.274986),(8 32.061207),(9 32.512337),(10 32.466217),(11 32.793007),(12 33.06562),(13 33.385403),(14 33.73983),(15 34.32532),(16 34.51418),(17 34.88767),(18 35.387295),(19 35.14317),(20 34.990536),(21 35.251026),(22 35.377968),(23 35.217762),(24 34.82292),(25 35.15609),(26 35.358463),(27 35.34859),(28 35.716022),(29 35.884636),(30 35.69024),(31 35.45359),(32 35.372303),(33 35.490845),(34 35.677185),(35 35.56386),(36 35.161076),(37 34.924683),(38 35.131588),(39 35.214066),(40 35.608852),(41 35.33848),(42 35.064747),(43 34.855953),(44 34.970806),(45 35.16329),(46 35.62126),(47 36.07876),(48 36.08593),(49 36.435974),(50 36.962173),(51 36.807446),(52 37.11983),(53 37.460526),(54 37.923313),(55 38.244083),(56 37.895077),(57 38.416252),(58 38.60852),(59 38.408978),(60 38.39034),(61 38.30351),(62 38.81154),(63 38.93359),(64 38.971794),(65 38.793396),(66 38.795277),(67 38.818375),(68 38.599895),(69 38.814224),(70 38.33701),(71 38.316036),(72 38.15376),(73 37.981956),(74 37.871037),(75 37.741333),(76 37.45054),(77 37.10578),(78 37.06412),(79 36.70815),
(1 19.09959),(2 22.686644),(3 25.816387),(4 27.566668),(5 29.562529),(6 30.778158),(7 31.793928),(8 32.754173),(9 33.188797),(10 33.344456),(11 33.270447),(12 33.628963),(13 34.236446),(14 34.49793),(15 35.118637),(16 35.512146),(17 36.042732),(18 36.31639),(19 36.014698),(20 35.950207),(21 36.345284),(22 36.13696),(23 35.682713),(24 35.48519),(25 36.23682),(26 36.12795),(27 36.053135),(28 36.24718),(29 36.26926),(30 36.76619),(31 36.47764),(32 36.485634),(33 36.961956),(34 36.749996),(35 36.76482),(36 36.380108),(37 36.284603),(38 36.501472),(39 36.465633),(40 36.601093),(41 36.552906),(42 36.361034),(43 36.37989),(44 36.410587),(45 36.61664),(46 37.1612),(47 37.32574),(48 37.305206),(49 37.68664),(50 38.11739),(51 37.61001),(52 37.863045),(53 38.121727),(54 38.422043),(55 38.889095),(56 38.478935),(57 38.78336),(58 38.51905),(59 38.74788),(60 38.579437),(61 38.91501),(62 39.302547),(63 39.432182),(64 39.337147),(65 39.00811),(66 39.579372),(67 39.634094),(68 39.440376),(69 39.610153),(70 39.18727),(71 39.045753),(72 38.705498),(73 38.604973),(74 38.717983),(75 38.532814),(76 38.231304),(77 38.033295),(78 38.20029),(79 37.778313),
(1 18.596676),(2 22.085064),(3 25.015623),(4 26.703232),(5 28.54203),(6 29.713842),(7 30.588665),(8 31.4155),(9 32.145596),(10 32.6142),(11 32.573227),(12 33.053837),(13 33.565884),(14 33.661705),(15 34.28519),(16 34.363384),(17 35.263855),(18 35.22656),(19 34.839188),(20 35.16404),(21 35.375374),(22 35.04226),(23 34.960262),(24 34.367565),(25 34.731125),(26 34.782158),(27 35.1596),(28 35.09213),(29 34.927856),(30 34.99603),(31 35.078747),(32 34.911076),(33 35.392967),(34 35.294727),(35 35.26366),(36 34.5222),(37 34.709534),(38 34.899395),(39 34.93841),(40 35.05418),(41 35.604256),(42 35.50551),(43 35.60039),(44 35.43587),(45 35.63907),(46 35.95904),(47 35.945023),(48 35.824646),(49 36.219425),(50 37.01488),(51 37.23837),(52 37.461945),(53 37.56019),(54 37.538372),(55 37.678284),(56 37.76737),(57 37.939766),(58 38.23455),(59 38.114845),(60 37.62445),(61 38.193695),(62 38.359158),(63 38.60301),(64 38.684177),(65 38.461555),(66 38.884842),(67 38.841152),(68 38.54261),(69 38.724716),(70 38.38612),(71 38.15864),(72 37.636803),(73 37.417442),(74 37.108345),(75 37.17557),(76 37.040318),(77 36.870163),(78 37.129765),(79 36.227303),
(1 18.472954),(2 22.088528),(3 25.05392),(4 26.72097),(5 28.636173),(6 30.211075),(7 30.907316),(8 31.710407),(9 32.2185),(10 32.45496),(11 32.472347),(12 32.6904),(13 33.26729),(14 33.652824),(15 34.00253),(16 34.090942),(17 34.60833),(18 34.850758),(19 34.731365),(20 34.958668),(21 35.162224),(22 35.123035),(23 35.30591),(24 34.63274),(25 34.8381),(26 35.11648),(27 35.357826),(28 35.50919),(29 35.57267),(30 36.07367),(31 36.071056),(32 35.81318),(33 35.763184),(34 35.726257),(35 35.462257),(36 34.879642),(37 34.72833),(38 35.15992),(39 35.04988),(40 34.82481),(41 35.23581),(42 35.2907),(43 35.078064),(44 35.218395),(45 35.611168),(46 35.874058),(47 35.403927),(48 35.494152),(49 35.949493),(50 36.41518),(51 36.62706),(52 37.2992),(53 37.388523),(54 37.494534),(55 37.730465),(56 37.940926),(57 38.07165),(58 38.30084),(59 38.34354),(60 38.34525),(61 38.650146),(62 38.98502),(63 39.185158),(64 38.96649),(65 38.679142),(66 38.565945),(67 38.920902),(68 39.03005),(69 39.291),(70 38.965904),(71 38.902187),(72 38.308628),(73 38.344994),(74 37.6602),(75 37.773323),(76 37.499924),(77 37.04081),(78 37.01127),(79 36.528454),
(1 18.474295),(2 22.034878),(3 25.029167),(4 27.12282),(5 28.637394),(6 30.075855),(7 30.760632),(8 31.803835),(9 32.460785),(10 32.997902),(11 33.048775),(12 33.288757),(13 33.601063),(14 33.787674),(15 34.358944),(16 34.77125),(17 34.89681),(18 35.27366),(19 35.44342),(20 35.15109),(21 35.3187),(22 35.33429),(23 35.011845),(24 34.767868),(25 34.966938),(26 35.334595),(27 35.481518),(28 35.53854),(29 35.90314),(30 35.873558),(31 35.68529),(32 35.8959),(33 36.04239),(34 35.99431),(35 36.107517),(36 35.348606),(37 34.95012),(38 35.302883),(39 35.10711),(40 35.005325),(41 35.45224),(42 35.992817),(43 35.954),(44 36.099594),(45 36.50746),(46 36.480236),(47 36.19271),(48 36.061825),(49 36.521698),(50 37.21857),(51 37.103264),(52 37.398163),(53 37.61916),(54 37.616367),(55 37.910133),(56 38.095646),(57 38.53301),(58 38.36492),(59 38.38937),(60 38.36264),(61 38.919247),(62 38.86869),(63 38.931633),(64 39.172543),(65 39.066967),(66 39.039356),(67 39.422894),(68 39.175343),(69 39.180187),(70 39.183422),(71 38.93991),(72 38.410995),(73 38.411076),(74 38.129135),(75 38.39017),(76 38.035076),(77 37.78766),(78 37.866863),(79 37.43286),
(1 18.112446),(2 21.741264),(3 24.687159),(4 26.571712),(5 28.233604),(6 29.4618),(7 30.632566),(8 31.424658),(9 31.719702),(10 32.14283),(11 32.288147),(12 32.437656),(13 32.85814),(14 33.538834),(15 33.60318),(16 34.191353),(17 34.458866),(18 34.775253),(19 34.972332),(20 35.05298),(21 35.074284),(22 34.88026),(23 34.340393),(24 34.128967),(25 34.877563),(26 34.936493),(27 35.005608),(28 34.9791),(29 35.15163),(30 35.415276),(31 35.40648),(32 35.530403),(33 35.867714),(34 35.77363),(35 35.4202),(36 35.05123),(37 34.975742),(38 35.282337),(39 35.040905),(40 34.98668),(41 35.172962),(42 34.96572),(43 34.712887),(44 34.90707),(45 35.04325),(46 35.101345),(47 35.128407),(48 35.095062),(49 35.92354),(50 36.204327),(51 36.20137),(52 36.432323),(53 36.755283),(54 36.745472),(55 36.559643),(56 36.76041),(57 37.20612),(58 37.050156),(59 36.922558),(60 36.950188),(61 37.274483),(62 37.41372),(63 37.346222),(64 37.40627),(65 37.152283),(66 37.33301),(67 37.71143),(68 37.679928),(69 37.378105),(70 37.32902),(71 36.914555),(72 36.345627),(73 36.43406),(74 36.491356),(75 36.48102),(76 36.603733),(77 36.124187),(78 36.286694),(79 35.833378),
(1 18.501116),(2 22.312958),(3 24.860352),(4 26.460852),(5 28.273094),(6 29.510427),(7 30.32141),(8 31.212252),(9 31.880465),(10 32.48684),(11 32.71658),(12 32.88584),(13 33.46438),(14 34.2739),(15 34.68728),(16 34.919056),(17 35.034584),(18 35.370434),(19 35.37683),(20 35.39977),(21 35.494137),(22 35.331287),(23 34.91541),(24 34.71481),(25 35.208836),(26 35.416187),(27 35.618855),(28 35.781055),(29 35.85894),(30 36.18708),(31 35.665337),(32 35.643543),(33 35.83198),(34 35.722736),(35 35.09155),(36 34.860695),(37 34.855892),(38 34.954723),(39 35.48051),(40 35.53613),(41 35.91327),(42 35.696754),(43 35.561623),(44 35.849064),(45 36.0427),(46 36.08514),(47 36.264126),(48 36.368496),(49 36.974827),(50 37.23218),(51 37.49131),(52 37.750015),(53 38.209484),(54 38.159985),(55 37.654934),(56 37.606728),(57 38.36774),(58 38.16114),(59 38.404358),(60 37.84136),(61 38.28318),(62 38.551895),(63 38.448235),(64 38.626938),(65 38.75192),(66 38.905685),(67 38.989784),(68 38.8628),(69 38.6077),(70 38.592045),(71 38.329655),(72 37.919518),(73 37.945255),(74 37.59465),(75 37.46688),(76 37.56519),(77 37.192623),(78 37.204525),(79 36.701153),
(1 17.981056),(2 21.447737),(3 24.137926),(4 25.76152),(5 27.437988),(6 28.981863),(7 29.957523),(8 30.614965),(9 31.51017),(10 31.88661),(11 32.16931),(12 31.939377),(13 32.575733),(14 32.97254),(15 33.64164),(16 33.593105),(17 33.956017),(18 34.33003),(19 34.32819),(20 34.456566),(21 34.621643),(22 34.736565),(23 34.35866),(24 33.97272),(25 34.375095),(26 34.462646),(27 34.708622),(28 35.048626),(29 35.02466),(30 35.30734),(31 34.99043),(32 35.11897),(33 34.744812),(34 35.013584),(35 34.764675),(36 34.38625),(37 34.648933),(38 34.617474),(39 34.604027),(40 34.411274),(41 34.525406),(42 34.273224),(43 34.32422),(44 34.149815),(45 34.649662),(46 34.71319),(47 34.589718),(48 34.56852),(49 35.132526),(50 35.243103),(51 35.796078),(52 36.09803),(53 36.323574),(54 36.97335),(55 37.036663),(56 37.366932),(57 37.675426),(58 37.356613),(59 37.53983),(60 37.4991),(61 37.67158),(62 38.036327),(63 38.143925),(64 37.90675),(65 38.06889),(66 38.103676),(67 37.770554),(68 38.200516),(69 37.750843),(70 37.735832),(71 37.606113),(72 37.412422),(73 37.47642),(74 37.356342),(75 37.15364),(76 37.068436),(77 36.98489),(78 36.808605),(79 36.61264),
(1 18.116444),(2 21.803091),(3 24.762087),(4 26.539406),(5 28.109844),(6 29.373058),(7 30.657705),(8 31.26375),(9 32.279938),(10 32.60479),(11 32.939255),(12 33.225952),(13 33.891018),(14 34.17802),(15 35.01339),(16 34.74992),(17 35.292984),(18 35.44589),(19 35.43016),(20 35.419525),(21 35.539158),(22 35.312057),(23 35.017033),(24 34.60238),(25 35.009647),(26 35.31148),(27 35.570606),(28 35.838196),(29 36.0228),(30 35.775066),(31 35.652256),(32 35.903065),(33 35.65924),(34 35.76475),(35 35.43865),(36 35.16907),(37 35.522343),(38 35.487133),(39 35.37753),(40 35.41844),(41 35.50734),(42 35.52888),(43 35.728657),(44 35.797413),(45 36.20069),(46 36.086365),(47 36.00039),(48 35.845505),(49 36.342026),(50 37.013687),(51 37.11065),(52 36.8972),(53 37.0357),(54 37.204716),(55 37.77888),(56 38.008377),(57 38.02049),(58 38.021175),(59 38.309517),(60 37.999527),(61 38.464165),(62 38.532135),(63 38.59211),(64 38.357403),(65 38.330894),(66 38.51401),(67 38.761963),(68 38.911804),(69 38.970875),(70 38.815506),(71 38.43756),(72 37.713787),(73 37.82477),(74 37.824223),(75 37.91732),(76 37.726723),(77 37.335308),(78 37.277134),(79 37.03531),
(1 17.953737),(2 21.289299),(3 24.263357),(4 26.114109),(5 27.606106),(6 28.964462),(7 29.903202),(8 30.6978),(9 31.150103),(10 31.30827),(11 31.486925),(12 31.60175),(13 32.01759),(14 32.256104),(15 32.87296),(16 32.907726),(17 33.47951),(18 33.783897),(19 34.06238),(20 33.931023),(21 34.138557),(22 34.23442),(23 34.08126),(24 33.6815),(25 34.20549),(26 34.412132),(27 34.819935),(28 35.021194),(29 35.195683),(30 35.026405),(31 35.126095),(32 35.117233),(33 34.964752),(34 34.859566),(35 34.50259),(36 34.446026),(37 34.42699),(38 34.54641),(39 34.741623),(40 34.87271),(41 34.947666),(42 35.094555),(43 34.97121),(44 35.219975),(45 35.29584),(46 35.193348),(47 35.260784),(48 35.026512),(49 35.564083),(50 36.126408),(51 36.245632),(52 36.34628),(53 36.399384),(54 36.45758),(55 36.846153),(56 36.71436),(57 36.618916),(58 36.57348),(59 37.222652),(60 36.875523),(61 37.076286),(62 37.291565),(63 37.28047),(64 36.98218),(65 36.812996),(66 37.111774),(67 37.316418),(68 37.168343),(69 37.639557),(70 37.12109),(71 36.866806),(72 36.67),(73 36.760433),(74 36.64025),(75 36.683903),(76 36.47306),(77 36.482315),(78 36.461197),(79 36.22919),
