1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11039.74),(2 35583.355),(3 72211.33),(4 119097.45),(5 182110.84),(6 242222.13),(7 307195.94),(8 375554.66),(9 448240.9),(10 525309.75),(11 605461.25),(12 690854.25),(13 779630.9),(14 870397.8),(15 963430),(16 1057941),(17 1155474.1),(18 1250991),(19 1346684.8),(20 1440429),(21 1525577),(22 1605915.1),(23 1682309.9),(24 1749837.3),(25 1819469),(26 1890855.6),(27 1959788.9),(28 2030059.1),(29 2109188.3),(30 2195463.5),(31 2279347.3),(32 2359785.5),(33 2434018),(34 2514065.5),(35 2578482),(36 2645712.5),(37 2701154),(38 2748602.5),(39 2799161.5),(40 2839838.8),(41 2891597.5),(42 2939524.8),(43 2992789.3),(44 3041920.3),(45 3081859.5),(46 3120135),(47 3146020.5),(48 3172680.3),(49 3193739.3),(50 3210450.8),(51 3213476.3),(52 3217225),(53 3223044.8),(54 3227794.5),(55 3245532.8),(56 3266590.5),(57 3297942),(58 3329882),(59 3373428.3),(60 3413351),(61 3450779.3),(62 3488938),(63 3518530.5),(64 3545590.3),(65 3570960.8),(66 3590014.5),(67 3614717.3),(68 3625220.5),(69 3625769),(70 3636555.3),(71 3640427.8),(72 3642064.3),(73 3655775.8),(74 3662055),(75 3663564.8),(76 3658954.5),(77 3654274),(78 3638692.8),(79 3628387.8),
(1 10457.55),(2 33616.527),(3 67314.12),(4 110775.336),(5 166406.78),(6 219131.75),(7 274787.94),(8 332632.63),(9 392757.38),(10 450913.84),(11 510393.16),(12 569195.8),(13 627805.75),(14 687534.2),(15 743980),(16 800988.06),(17 864944.7),(18 927238.5),(19 994122.06),(20 1059085.4),(21 1122751.1),(22 1187192.9),(23 1253359.4),(24 1316127.9),(25 1381818.4),(26 1454159),(27 1520608.9),(28 1588377.4),(29 1660469),(30 1747441),(31 1816133.4),(32 1874714),(33 1927128.4),(34 1978211.6),(35 2026959.6),(36 2075983.5),(37 2115788.8),(38 2148848.3),(39 2179285.3),(40 2201085.3),(41 2223584),(42 2238182.8),(43 2259229.3),(44 2278346.3),(45 2298795.3),(46 2310993.8),(47 2323798),(48 2333002),(49 2344075.3),(50 2351706.8),(51 2367088.5),(52 2385902.3),(53 2409360.3),(54 2440910.8),(55 2498461.5),(56 2542239.8),(57 2593495.3),(58 2652281.5),(59 2709025.8),(60 2769954.8),(61 2824786),(62 2884598.8),(63 2941470),(64 2993008.8),(65 3048734.3),(66 3101440),(67 3153254),(68 3202624),(69 3248121.3),(70 3282838.3),(71 3320163.8),(72 3334369.3),(73 3346121.8),(74 3345196),(75 3330857.3),(76 3318819),(77 3294955.3),(78 3263673.3),(79 3229856.8),
(1 10995.491),(2 35343.152),(3 71913.92),(4 117875.82),(5 174668.92),(6 230873.06),(7 290488.28),(8 354014.3),(9 421589.97),(10 491793.84),(11 564873.25),(12 642221.4),(13 719406.56),(14 793644.75),(15 866047.4),(16 939420.56),(17 1016409.25),(18 1090041.3),(19 1160516.4),(20 1221900.4),(21 1284209.8),(22 1342211.3),(23 1402314.8),(24 1450521),(25 1496341.6),(26 1547374.8),(27 1597906.5),(28 1646680.1),(29 1695894.8),(30 1750787.5),(31 1796804.8),(32 1839864.8),(33 1874255),(34 1912033.9),(35 1958903.6),(36 2008846.9),(37 2054833),(38 2107155.8),(39 2161867.5),(40 2211141.5),(41 2249644.3),(42 2291234),(43 2319538.5),(44 2353288),(45 2383349.5),(46 2397537.5),(47 2425689.8),(48 2447996.3),(49 2460975.3),(50 2475954.5),(51 2485136.8),(52 2501507.3),(53 2523239.3),(54 2550313),(55 2579771.8),(56 2608634),(57 2626737),(58 2651610),(59 2678777),(60 2718104),(61 2750120.3),(62 2786014),(63 2828452.5),(64 2870757),(65 2921536),(66 2956131.8),(67 2997862.5),(68 3044671.3),(69 3087844.5),(70 3132891.8),(71 3168531.3),(72 3181446),(73 3189749.8),(74 3180183),(75 3164766),(76 3150067.8),(77 3131586.5),(78 3115390),(79 3098109),
(1 11023.464),(2 35638.89),(3 73477.51),(4 120665.69),(5 184004.9),(6 247719.05),(7 317468.38),(8 394007.16),(9 472625.75),(10 552819.25),(11 631904.94),(12 720984.4),(13 806923.94),(14 899359.2),(15 988129.44),(16 1076861),(17 1164252.5),(18 1246792.4),(19 1328193.1),(20 1397305.1),(21 1466920.4),(22 1529804.8),(23 1589650.5),(24 1643553.8),(25 1693246.5),(26 1740140.1),(27 1783423.4),(28 1819248.5),(29 1854479),(30 1892119.4),(31 1927674.3),(32 1956069.8),(33 1975962.4),(34 1985898.3),(35 1994939.9),(36 2009941.9),(37 2028451.9),(38 2049472),(39 2074967.9),(40 2099870.5),(41 2129427.8),(42 2160462.8),(43 2187669.5),(44 2203285.5),(45 2224563.3),(46 2238559),(47 2243904.3),(48 2251367.8),(49 2250920.8),(50 2241436.8),(51 2234053.5),(52 2221955.5),(53 2214139),(54 2213166.8),(55 2216555.3),(56 2217901.3),(57 2216477.3),(58 2223625.5),(59 2233994.8),(60 2239222),(61 2241555),(62 2251116.3),(63 2260780),(64 2274893.8),(65 2292075.8),(66 2307431.5),(67 2323703),(68 2346775.3),(69 2363036.3),(70 2384752),(71 2395959.3),(72 2396519.3),(73 2393350.8),(74 2379999.3),(75 2359258.3),(76 2338422.5),(77 2310699),(78 2278162.8),(79 2253442),
(1 14044.613),(2 47976.617),(3 101597.68),(4 168393.81),(5 259393.61),(6 349897.75),(7 449214.66),(8 558585.94),(9 669434.7),(10 784038.06),(11 901411.1),(12 1021392.4),(13 1146122.5),(14 1275352.3),(15 1393860.1),(16 1518824.9),(17 1646765.8),(18 1769540.8),(19 1888595.1),(20 2003438.6),(21 2108995.8),(22 2211627.5),(23 2306824),(24 2386184.3),(25 2448298),(26 2507887.5),(27 2551105.5),(28 2588037.3),(29 2621819.3),(30 2660060.3),(31 2676838),(32 2677501.8),(33 2666303.5),(34 2648442),(35 2616583.8),(36 2588757),(37 2548307.8),(38 2504488.3),(39 2462493),(40 2419219.5),(41 2371910),(42 2330104),(43 2283568.5),(44 2240437.3),(45 2200996.8),(46 2163998.5),(47 2121301.3),(48 2084095.8),(49 2041106.4),(50 2001636.3),(51 1967368.6),(52 1929167.4),(53 1902793.5),(54 1880696.3),(55 1869099.5),(56 1860080.3),(57 1857480.1),(58 1859695.8),(59 1863581.9),(60 1878907.9),(61 1891406.3),(62 1904927.5),(63 1908984),(64 1911415),(65 1923965.6),(66 1927162.4),(67 1928999.1),(68 1928135.3),(69 1917790.1),(70 1911032.3),(71 1899753.9),(72 1881983),(73 1867651.9),(74 1853364.9),(75 1838988.1),(76 1833853.4),(77 1827110.5),(78 1826761.4),(79 1832259.1),
(1 12721.37),(2 41871.266),(3 84600.09),(4 137799.89),(5 213056.44),(6 283866.88),(7 359106.94),(8 439548.53),(9 524334.25),(10 611027.6),(11 699061.8),(12 789771.44),(13 882839.4),(14 975446.25),(15 1067945.6),(16 1159558.6),(17 1247561.8),(18 1334192),(19 1419672.8),(20 1497539.5),(21 1571208),(22 1641186.9),(23 1703440.4),(24 1752702.1),(25 1795544.8),(26 1835637.3),(27 1867680.1),(28 1895183.1),(29 1919484.8),(30 1943139.5),(31 1955651.3),(32 1959500.6),(33 1965810.6),(34 1970056.9),(35 1973520.6),(36 1969910.6),(37 1956115.5),(38 1941468.3),(39 1926233.1),(40 1907465.1),(41 1884191.8),(42 1872976.8),(43 1861905.1),(44 1854542.1),(45 1850482.8),(46 1842390.1),(47 1832378.4),(48 1827168.1),(49 1812467.5),(50 1800106.9),(51 1785858.3),(52 1769565.1),(53 1752970.6),(54 1734414.3),(55 1721062.8),(56 1708138.6),(57 1695211.8),(58 1685307.1),(59 1678053.4),(60 1677838.5),(61 1675620.1),(62 1682151.1),(63 1688872.9),(64 1696223.8),(65 1717232.6),(66 1744928.9),(67 1767224),(68 1785960.6),(69 1799891.8),(70 1820873.6),(71 1831626.4),(72 1837177.1),(73 1836689.6),(74 1835328.3),(75 1826636.8),(76 1822997.6),(77 1818880.5),(78 1811755.8),(79 1806739.4),
(1 12686.339),(2 41240.668),(3 83416.484),(4 135218.66),(5 201691.86),(6 267753.66),(7 336569.28),(8 408673.88),(9 486004.9),(10 567828.9),(11 653952.7),(12 745857.94),(13 837422.94),(14 928297.06),(15 1015943.06),(16 1096387.8),(17 1170216.9),(18 1235910.9),(19 1297697.5),(20 1352535.5),(21 1401971.6),(22 1446059.4),(23 1491195.4),(24 1526443.6),(25 1555767.8),(26 1581391.9),(27 1601585.6),(28 1617241.5),(29 1628654.5),(30 1638967.1),(31 1641928.8),(32 1642415),(33 1644030.4),(34 1641320.5),(35 1636835.3),(36 1636423.8),(37 1629252.1),(38 1615483.1),(39 1598918.9),(40 1583014.8),(41 1562592.3),(42 1537572.3),(43 1509955.4),(44 1487740.6),(45 1471136.6),(46 1459792.3),(47 1457506.8),(48 1460712.5),(49 1465585),(50 1476561.5),(51 1491974.3),(52 1513385.5),(53 1538328.1),(54 1567523.5),(55 1606843.4),(56 1647204.6),(57 1692759.8),(58 1747119.9),(59 1804419.6),(60 1864520.5),(61 1929706.1),(62 1995741),(63 2057662.5),(64 2117027.5),(65 2170757.3),(66 2219017.8),(67 2259576.8),(68 2297627.3),(69 2326768),(70 2361744),(71 2382742.5),(72 2401890),(73 2413638.5),(74 2418063.3),(75 2423451.8),(76 2422440.8),(77 2416365),(78 2411554.5),(79 2397897),
(1 14745.673),(2 50407.887),(3 103073.15),(4 168778.52),(5 245615.17),(6 325719.34),(7 408827.84),(8 496735.63),(9 589511.44),(10 687023.06),(11 788788.8),(12 894169.7),(13 1002978.56),(14 1115365.9),(15 1224318.1),(16 1332048.4),(17 1436213.8),(18 1527193),(19 1612143.8),(20 1681001.1),(21 1741725.6),(22 1794893.1),(23 1840681.5),(24 1886042),(25 1922606.3),(26 1954023.3),(27 1976934.5),(28 1991884.6),(29 2002820.4),(30 2012004.6),(31 2018416),(32 2022926.3),(33 2025089.1),(34 2023464.4),(35 2018803.5),(36 2014571.8),(37 1999927.9),(38 1978755),(39 1952383.6),(40 1932610),(41 1905210.9),(42 1872661.5),(43 1831821.4),(44 1792325.3),(45 1754004.9),(46 1719867.8),(47 1691494.3),(48 1666720),(49 1647298.9),(50 1629492.4),(51 1611055.3),(52 1598833.5),(53 1593722.5),(54 1596493.1),(55 1620243.1),(56 1643165.6),(57 1677721.5),(58 1730709.6),(59 1783856.8),(60 1853701.5),(61 1929441.6),(62 2012150.5),(63 2090764.4),(64 2159575),(65 2231871.3),(66 2305909.8),(67 2367603),(68 2413859.5),(69 2452840.8),(70 2488442.3),(71 2519789),(72 2548706.5),(73 2573269.3),(74 2590004),(75 2606265.3),(76 2616530.5),(77 2630490.3),(78 2639895.8),(79 2648075.8),
(1 15236.511),(2 51529.727),(3 105531.03),(4 171466.7),(5 250202.86),(6 330653.6),(7 415140.78),(8 504169.56),(9 594834.75),(10 689461.2),(11 785620.4),(12 878237.9),(13 971077.4),(14 1055899),(15 1135518),(16 1201970.8),(17 1259929.5),(18 1306334.6),(19 1349249.6),(20 1384887.5),(21 1412897.4),(22 1437765),(23 1460462.6),(24 1481435.8),(25 1498747.9),(26 1517135.8),(27 1522881.5),(28 1520384),(29 1512241),(30 1506906.5),(31 1495658),(32 1487067.5),(33 1477492.8),(34 1467031.1),(35 1457067.5),(36 1446460.8),(37 1432635.8),(38 1418725.9),(39 1400597.6),(40 1389619.5),(41 1377946.3),(42 1364520.8),(43 1351193.5),(44 1342299.8),(45 1336779.8),(46 1337743),(47 1344208.8),(48 1358704.8),(49 1369324),(50 1378325.5),(51 1380416.3),(52 1381835.6),(53 1378882.6),(54 1373183.5),(55 1361848),(56 1353565.4),(57 1349180.8),(58 1354000),(59 1360339.3),(60 1371289.9),(61 1378968.5),(62 1392503.3),(63 1400659.5),(64 1412091.1),(65 1418628.5),(66 1425616.5),(67 1429112.8),(68 1428871.5),(69 1424407.3),(70 1430150),(71 1436123.9),(72 1448195.6),(73 1461198.1),(74 1475819.3),(75 1494761.3),(76 1513370),(77 1537855.4),(78 1560288.6),(79 1586162.3),
(1 15163.01),(2 50832.375),(3 103985.055),(4 168707.89),(5 243974.86),(6 319546.22),(7 396364),(8 475087.25),(9 552757.8),(10 631658.7),(11 712264.5),(12 786816.6),(13 855421.8),(14 918851),(15 975061.8),(16 1026633.3),(17 1073084.1),(18 1106312),(19 1137107.1),(20 1162775.1),(21 1182456.4),(22 1201277.3),(23 1220606),(24 1235042.4),(25 1245806.5),(26 1259462.5),(27 1266300.5),(28 1267384.3),(29 1265965),(30 1264512.4),(31 1260956.1),(32 1257026),(33 1251184.4),(34 1243724.4),(35 1236990.5),(36 1233843.6),(37 1224679.8),(38 1215768.4),(39 1207836.4),(40 1202824.4),(41 1202230.3),(42 1200218.3),(43 1197100.5),(44 1199056.9),(45 1196720.6),(46 1191885.3),(47 1191180.5),(48 1198784.8),(49 1207046.8),(50 1213522.6),(51 1220107.9),(52 1225006.4),(53 1226948.4),(54 1226354.5),(55 1223983.4),(56 1217251.6),(57 1211130),(58 1202114.3),(59 1193778.6),(60 1186824.8),(61 1180090.1),(62 1176898),(63 1176492.1),(64 1186141.3),(65 1201248.6),(66 1223980.1),(67 1243467.8),(68 1266418.4),(69 1287017.3),(70 1306653.9),(71 1331482.4),(72 1355518.4),(73 1376672),(74 1399492.1),(75 1419391.4),(76 1435065.5),(77 1452644.6),(78 1468158.9),(79 1476936.6),
(1 13766.393),(2 45527.805),(3 93198.37),(4 150351.97),(5 223030.06),(6 293534.63),(7 367930.8),(8 446102.72),(9 525815.3),(10 608792.1),(11 691514.4),(12 768479.7),(13 841683.06),(14 907160.2),(15 968661.5),(16 1023117.1),(17 1071203),(18 1113460.9),(19 1146726.4),(20 1179657.9),(21 1208798.1),(22 1238012.4),(23 1261534.9),(24 1278424.5),(25 1290117.8),(26 1299986.3),(27 1305103.3),(28 1309145.1),(29 1311827.9),(30 1316555.4),(31 1319240.5),(32 1319720.9),(33 1315779.6),(34 1312305.4),(35 1309026.8),(36 1304799.4),(37 1299990),(38 1295852.5),(39 1291519.4),(40 1291176.6),(41 1290664.8),(42 1300699.3),(43 1315899.3),(44 1335620.8),(45 1358177.6),(46 1382683),(47 1407851.5),(48 1434357.9),(49 1460788.1),(50 1487048.5),(51 1504676.4),(52 1525776.8),(53 1544356.5),(54 1564162.5),(55 1584648.1),(56 1601082.4),(57 1611061.5),(58 1611729.4),(59 1606634.6),(60 1595386.9),(61 1580559.4),(62 1566705.5),(63 1552115.6),(64 1536338.3),(65 1520169.9),(66 1505235.9),(67 1493968.3),(68 1480991.4),(69 1470367.6),(70 1459868.8),(71 1452624.8),(72 1445775.1),(73 1438382.1),(74 1432293.5),(75 1426623.9),(76 1415117.1),(77 1405957.3),(78 1396323.9),(79 1388347.6),
(1 11086.56),(2 35913.016),(3 72746.15),(4 116417.336),(5 169546.38),(6 221123.31),(7 274358.66),(8 330970.1),(9 385602.38),(10 445847.5),(11 504134.56),(12 563237.75),(13 618839.6),(14 669474.7),(15 715693.75),(16 758784.7),(17 797032.9),(18 833394.75),(19 863171.9),(20 885649.25),(21 906509.7),(22 926435.2),(23 942399.9),(24 952493.56),(25 958451.75),(26 964276.25),(27 968320.3),(28 971972.44),(29 970966),(30 970180),(31 969410),(32 971449.75),(33 974455.9),(34 978539.1),(35 987970.25),(36 999324.75),(37 1009660.3),(38 1022441.1),(39 1035473.3),(40 1047920.56),(41 1056856.3),(42 1066051.3),(43 1076371.1),(44 1082539.9),(45 1092815.6),(46 1105466.8),(47 1121994.4),(48 1136370.5),(49 1151398.5),(50 1165346.3),(51 1178039.3),(52 1189249.4),(53 1200706.9),(54 1215025.9),(55 1221030.9),(56 1230535.4),(57 1231541.4),(58 1231221.1),(59 1223493.5),(60 1214715.1),(61 1206365.4),(62 1200931.1),(63 1199684.4),(64 1199549.8),(65 1199130.9),(66 1201080.6),(67 1198380.4),(68 1197408.5),(69 1193919),(70 1187159.5),(71 1186385.5),(72 1182949.8),(73 1178371.4),(74 1173770.6),(75 1166461.5),(76 1162303.5),(77 1157553.3),(78 1154184.5),(79 1151425.8),
(1 11744.904),(2 38627.8),(3 78445.78),(4 126469.42),(5 187367.8),(6 245564.77),(7 307180.13),(8 372642.63),(9 436162.13),(10 499096.13),(11 557771.75),(12 613124),(13 665701.56),(14 718570.44),(15 769154.5),(16 816300.6),(17 855851.2),(18 890304.4),(19 920206.25),(20 948113.3),(21 975760.75),(22 1000280.56),(23 1021963.94),(24 1038909.3),(25 1052159.9),(26 1065087.6),(27 1074136.5),(28 1084615.3),(29 1094618.8),(30 1100215.4),(31 1102816.8),(32 1106954.4),(33 1112087.5),(34 1115004.1),(35 1118661.8),(36 1129010.9),(37 1138854),(38 1150987.9),(39 1164024.1),(40 1181633.6),(41 1195627.9),(42 1216680.6),(43 1239626.1),(44 1261735.8),(45 1285956.5),(46 1310868.9),(47 1334457.9),(48 1355626.4),(49 1375777.6),(50 1392075.9),(51 1410947.5),(52 1425775.6),(53 1440642.4),(54 1457799.1),(55 1473504.8),(56 1493957.9),(57 1511703.1),(58 1524856.9),(59 1534645.4),(60 1537166.8),(61 1539549.3),(62 1536456.9),(63 1531252.6),(64 1523751.1),(65 1513205.9),(66 1500075.5),(67 1484094.4),(68 1466363.5),(69 1440032.4),(70 1414139.5),(71 1392159.5),(72 1364369.1),(73 1336646),(74 1303072),(75 1265738.8),(76 1232832.4),(77 1202463.9),(78 1173523.9),(79 1147876),
(1 13969.678),(2 47161.027),(3 96031.49),(4 156207.69),(5 230795.02),(6 307380.84),(7 387448.2),(8 472233.34),(9 555538.25),(10 637437.56),(11 714344.8),(12 785553.94),(13 849436.25),(14 909848.7),(15 964688),(16 1015225.7),(17 1055927.8),(18 1094976.9),(19 1123822.8),(20 1151650.9),(21 1170798.6),(22 1191081.1),(23 1206445.8),(24 1217792.5),(25 1227499.3),(26 1236428.8),(27 1238145.1),(28 1237676.3),(29 1235182.3),(30 1227185.4),(31 1219742.3),(32 1214768.3),(33 1210653.8),(34 1205996.1),(35 1204350),(36 1205178.5),(37 1203829.5),(38 1201603.3),(39 1202646),(40 1207637.8),(41 1210500.5),(42 1217778.5),(43 1222849.4),(44 1227398.4),(45 1233077.5),(46 1241084.3),(47 1252125.5),(48 1263025.8),(49 1272501.1),(50 1275348.8),(51 1280096.8),(52 1278855.3),(53 1273530.9),(54 1268401.8),(55 1261419.3),(56 1258024.9),(57 1258133.4),(58 1258741.1),(59 1257898.8),(60 1256470.9),(61 1253797.8),(62 1255361.5),(63 1256486.9),(64 1258334.8),(65 1259530.6),(66 1257748.3),(67 1258134.9),(68 1262070.6),(69 1264322.3),(70 1268169),(71 1275887.5),(72 1283394.9),(73 1291237.1),(74 1293840.3),(75 1295251.9),(76 1294474),(77 1291363.9),(78 1283752.1),(79 1275781.8),
(1 12983.428),(2 42105.727),(3 84324.37),(4 135798.14),(5 195836.38),(6 257022.14),(7 319202.47),(8 385402.75),(9 448785.6),(10 509077.2),(11 567168.5),(12 621604),(13 669345.7),(14 713377.7),(15 750305.75),(16 785683.94),(17 813031.56),(18 832745),(19 845742.4),(20 854848.2),(21 858486.4),(22 862583.1),(23 866189.7),(24 866253.44),(25 864732.4),(26 861933.94),(27 857773.44),(28 855507.44),(29 850449.44),(30 849692.25),(31 851099.3),(32 857639),(33 865760.9),(34 876610.9),(35 887900.7),(36 903847.8),(37 917670.94),(38 934584.06),(39 952593.1),(40 970290.9),(41 992108.4),(42 1007614.25),(43 1014247.44),(44 1017007.6),(45 1015508.9),(46 1012551.44),(47 1012329.9),(48 1013240.56),(49 1017796.8),(50 1020963.4),(51 1026258.94),(52 1030551.6),(53 1031533.25),(54 1033679),(55 1036826.7),(56 1043429.3),(57 1050488.5),(58 1058339.9),(59 1064393.3),(60 1066035),(61 1071281.1),(62 1074932.5),(63 1080536),(64 1087284.1),(65 1094196.1),(66 1100385.8),(67 1109978.4),(68 1120207.5),(69 1132214.4),(70 1141875.9),(71 1153471.3),(72 1160560),(73 1169933.6),(74 1179320),(75 1187944.5),(76 1195076.6),(77 1203100.1),(78 1207189.8),(79 1215904.1),
(1 12914.599),(2 43455.664),(3 87241.586),(4 141358.5),(5 208178.81),(6 271573.34),(7 337081.56),(8 404773.34),(9 469409.53),(10 532119.94),(11 593045.56),(12 651114.56),(13 700831.44),(14 749069.25),(15 791582.1),(16 832220.7),(17 868624),(18 898358.7),(19 925582.9),(20 947571.44),(21 964076.75),(22 977336.2),(23 989116.75),(24 991980),(25 994135.06),(26 996509.6),(27 994962.56),(28 996988.75),(29 994578.2),(30 997163.5),(31 998558.75),(32 1001625.7),(33 1001954.75),(34 1004652.3),(35 1005772.5),(36 1009818.7),(37 1015519.25),(38 1021969.8),(39 1029090.94),(40 1036886.5),(41 1043892.94),(42 1049262.4),(43 1051704.6),(44 1051456.3),(45 1047500.75),(46 1041923.8),(47 1035454.1),(48 1029895.9),(49 1022495.06),(50 1018072.2),(51 1012358.56),(52 1010337.25),(53 1006977.9),(54 1005054.56),(55 1009508.5),(56 1008050.4),(57 1008242.2),(58 1009197.5),(59 1013063.25),(60 1011052.9),(61 1012650.56),(62 1011796.3),(63 1013082.3),(64 1015302.9),(65 1023382.7),(66 1032800.4),(67 1041995.44),(68 1053763.8),(69 1064701.8),(70 1073765.4),(71 1082782),(72 1087565.8),(73 1090094.3),(74 1093103.1),(75 1096859.4),(76 1105638.9),(77 1115789),(78 1128659),(79 1143760.4),
(1 13189.08),(2 43787.645),(3 89053.27),(4 144683.31),(5 213573.52),(6 279187.28),(7 344206.4),(8 408465.28),(9 469242.66),(10 526483.75),(11 579595.6),(12 627554.4),(13 667824.56),(14 701727.75),(15 729146.9),(16 751570.7),(17 769254.5),(18 782127.3),(19 792101),(20 798672),(21 803003.3),(22 802070.4),(23 802183.8),(24 793617.9),(25 788064.25),(26 782596.06),(27 785048.2),(28 793233.6),(29 805538.75),(30 823084.9),(31 842447.8),(32 863393.06),(33 884187.3),(34 905151.6),(35 927716.44),(36 951679),(37 977411.56),(38 1003903.75),(39 1030317.06),(40 1052795),(41 1073043.9),(42 1092620.4),(43 1105284.6),(44 1110657.6),(45 1113502.9),(46 1112229),(47 1108593.3),(48 1103942.9),(49 1101881.3),(50 1101586.9),(51 1107090.1),(52 1113539.8),(53 1122565.8),(54 1131350),(55 1142506.8),(56 1151371),(57 1155359.1),(58 1164008.8),(59 1171030.9),(60 1177024.4),(61 1184257.4),(62 1190800.4),(63 1196587),(64 1197716.5),(65 1197979.3),(66 1196289.4),(67 1191119.1),(68 1186644.4),(69 1181965.6),(70 1178410.1),(71 1179149.6),(72 1178140.5),(73 1179631.3),(74 1180075.3),(75 1179858.6),(76 1182023.3),(77 1177450.3),(78 1172146.9),(79 1170498.3),
