1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 331057.7),(2 1307203.6),(3 3094419),(4 5505536.5),(5 8609408),(6 12382443),(7 17006870),(8 22236926),(9 28154202),(10 34888060),(11 42282044),(12 50445196),(13 59243948),(14 68548504),(15 78299820),(16 88406890),(17 98979224),(18 110466264),(19 122207720),(20 134362380),(21 147353660),(22 160377900),(23 172281470),(24 182464110),(25 191848510),(26 200875280),(27 209165060),(28 216590270),(29 223549870),(30 229920720),(31 235040510),(32 239286190),(33 243803710),(34 247108560),(35 249907060),(36 252205650),(37 254065220),(38 255363540),(39 256188270),(40 256308350),(41 255723200),(42 254100180),(43 251927170),(44 249131890),(45 246273920),(46 243289040),(47 240226750),(48 237290670),(49 233766990),(50 230427310),(51 227168770),(52 224548350),(53 222956160),(54 221566800),(55 220451330),(56 219273860),(57 218288460),(58 217427400),(59 216776640),(60 216029010),(61 215708850),(62 215321170),(63 215721090),(64 215958910),(65 216656500),(66 218033730),(67 219742510),(68 221934860),(69 224624510),(70 227766400),(71 231245140),(72 234828370),(73 238281460),(74 241654540),(75 245028400),(76 248185780),(77 251144620),(78 254049200),(79 257411890),
(1 347074.22),(2 1341839.5),(3 2893608.5),(4 4832652),(5 6961997),(6 9060238),(7 10937481),(8 12424486),(9 13463293),(10 14001323),(11 14064321),(12 13765064),(13 13226765),(14 12601059),(15 12040672),(16 11639693),(17 11471409),(18 11572297),(19 11941792),(20 12534980),(21 13266052),(22 14044378),(23 14792250),(24 15413920),(25 15897319),(26 16177024),(27 16271981),(28 16180127),(29 15964345),(30 15643716),(31 15289384),(32 14985665),(33 14814023),(34 14798873),(35 14956193),(36 15284010),(37 15723460),(38 16255264),(39 16792438),(40 17303080),(41 17626514),(42 17721886),(43 17581262),(44 17205554),(45 16691068),(46 16029539),(47 15327603),(48 14613757),(49 13932794),(50 13337045),(51 12883384),(52 12610109),(53 12493414),(54 12528330),(55 12670726),(56 12859495),(57 13095079),(58 13292221),(59 13452341),(60 13570521),(61 13579762),(62 13514244),(63 13369220),(64 13186522),(65 12992420),(66 12831935),(67 12734198),(68 12727687),(69 12823891),(70 13030984),(71 13382058),(72 13841224),(73 14353094),(74 14848295),(75 15252826),(76 15549510),(77 15689859),(78 15656245),(79 15440903),
(1 271140.4),(2 1054813.9),(3 2274114.8),(4 3798947),(5 5498731.5),(6 7152062.5),(7 8650551),(8 9868105),(9 10751099),(10 11246577),(11 11399061),(12 11269032),(13 10938857),(14 10490143),(15 10041692),(16 9674654),(17 9445248),(18 9369316),(19 9474572),(20 9710644),(21 10056565),(22 10437737),(23 10836137),(24 11239320),(25 11608880),(26 11908180),(27 12129397),(28 12256937),(29 12283304),(30 12216399),(31 12068860),(32 11883471),(33 11754663),(34 11688156),(35 11706240),(36 11809375),(37 12007788),(38 12283988),(39 12625268),(40 13008023),(41 13335911),(42 13555307),(43 13631176),(44 13597997),(45 13504099),(46 13313153),(47 13045095),(48 12727869),(49 12377036),(50 12097388),(51 11881476),(52 11749055),(53 11715096),(54 11768896),(55 11885080),(56 12076624),(57 12320939),(58 12601265),(59 12908988),(60 13256837),(61 13591876),(62 13885291),(63 14159609),(64 14363540),(65 14460000),(66 14489311),(67 14464048),(68 14455247),(69 14476396),(70 14538229),(71 14667252),(72 14827675),(73 14989425),(74 15126260),(75 15154183),(76 15054033),(77 14833527),(78 14492543),(79 14024195),
(1 197922.66),(2 757479.44),(3 1613080.5),(4 2663862.8),(5 3832330),(6 4972908.5),(7 6020239.5),(8 6925188),(9 7646104.5),(10 8191010),(11 8608540),(12 8909965),(13 9167819),(14 9339053),(15 9454959),(16 9529473),(17 9560530),(18 9571370),(19 9601608),(20 9633425),(21 9673457),(22 9682318),(23 9651930),(24 9577815),(25 9489588),(26 9388004),(27 9302216),(28 9285907),(29 9362865),(30 9517491),(31 9686880),(32 9848076),(33 9946041),(34 9993785),(35 10004643),(36 10015583),(37 10060968),(38 10146616),(39 10277926),(40 10421869),(41 10527896),(42 10597007),(43 10651345),(44 10671919),(45 10653651),(46 10594794),(47 10499906),(48 10386154),(49 10266367),(50 10192205),(51 10153708),(52 10134076),(53 10136724),(54 10153389),(55 10155723),(56 10154755),(57 10147444),(58 10135334),(59 10162283),(60 10258070),(61 10432948),(62 10660924),(63 10930161),(64 11202510),(65 11433759),(66 11644549),(67 11844324),(68 12042365),(69 12233934),(70 12379506),(71 12464525),(72 12480613),(73 12460326),(74 12403507),(75 12303049),(76 12125692),(77 11847123),(78 11498097),(79 11061275),
(1 167689.44),(2 632099.5),(3 1334709.5),(4 2168223.3),(5 3047886.5),(6 3884633.5),(7 4633373.5),(8 5267167.5),(9 5794569),(10 6250295),(11 6668519.5),(12 7050971.5),(13 7427203),(14 7779069.5),(15 8121741.5),(16 8429166),(17 8691619),(18 8877661),(19 9020639),(20 9116717),(21 9148692),(22 9097240),(23 9011167),(24 8886883),(25 8729102),(26 8565854),(27 8411670),(28 8325863),(29 8312191.5),(30 8353504.5),(31 8399316),(32 8451459),(33 8493949),(34 8513972),(35 8517386),(36 8501125),(37 8481481),(38 8482344),(39 8473247),(40 8476811),(41 8472387),(42 8455299),(43 8420107),(44 8373171),(45 8354866.5),(46 8378081.5),(47 8421877),(48 8484491),(49 8523734),(50 8524632),(51 8496827),(52 8482796),(53 8434353),(54 8353200),(55 8223429),(56 8069338),(57 7920980),(58 7792427),(59 7730948),(60 7766780),(61 7906731),(62 8123298.5),(63 8387731),(64 8662193),(65 8914932),(66 9135726),(67 9329592),(68 9499400),(69 9660788),(70 9780666),(71 9881836),(72 9921976),(73 9907647),(74 9846908),(75 9720456),(76 9537115),(77 9298732),(78 9015355),(79 8695647),
(1 147253.9),(2 547983.06),(3 1136185.9),(4 1810791.3),(5 2488411.8),(6 3095315.3),(7 3606150),(8 3977379.3),(9 4247023.5),(10 4456271),(11 4672261.5),(12 4923923.5),(13 5206226),(14 5529080.5),(15 5891200.5),(16 6253992.5),(17 6619876),(18 6945616),(19 7221315),(20 7435333.5),(21 7568811.5),(22 7607903),(23 7549398),(24 7427884),(25 7283898),(26 7167716.5),(27 7105990),(28 7116317),(29 7178172.5),(30 7258015),(31 7311130),(32 7311287.5),(33 7249014.5),(34 7136646),(35 7016998.5),(36 6879914),(37 6741983.5),(38 6642395.5),(39 6601606.5),(40 6642110),(41 6716905),(42 6791816.5),(43 6844451.5),(44 6850909),(45 6842815),(46 6875003.5),(47 6919118),(48 7013935.5),(49 7164458.5),(50 7343450),(51 7530547),(52 7665967),(53 7737379.5),(54 7758697.5),(55 7728822),(56 7635207),(57 7524232.5),(58 7396395.5),(59 7304780),(60 7285154.5),(61 7356284.5),(62 7519170.5),(63 7743572.5),(64 7987484.5),(65 8202893),(66 8351515.5),(67 8412811),(68 8384390.5),(69 8323418),(70 8256090.5),(71 8245539.5),(72 8255286.5),(73 8254598.5),(74 8199490),(75 8132036.5),(76 8024589),(77 7863451.5),(78 7662850.5),(79 7460591),
(1 133363.34),(2 495735.2),(3 1014791.8),(4 1598876),(5 2167976.5),(6 2651048.8),(7 3048565.5),(8 3359716),(9 3601399.3),(10 3797102.8),(11 3954229.8),(12 4104625),(13 4267017.5),(14 4451621.5),(15 4662496),(16 4899457),(17 5177454),(18 5491489),(19 5837967),(20 6163969.5),(21 6460949.5),(22 6661730),(23 6767953),(24 6763945),(25 6689701),(26 6584509),(27 6518127),(28 6502851.5),(29 6534570.5),(30 6587156.5),(31 6643413),(32 6681143),(33 6680370),(34 6627354.5),(35 6530257),(36 6408976),(37 6289144),(38 6182821),(39 6109100.5),(40 6106925),(41 6183306),(42 6316065),(43 6463291),(44 6557528),(45 6559329),(46 6515719),(47 6423851),(48 6319099.5),(49 6218006.5),(50 6149631),(51 6126909),(52 6145091.5),(53 6180866.5),(54 6217916.5),(55 6224415.5),(56 6199888.5),(57 6146049),(58 6091694),(59 6056907),(60 6072106.5),(61 6144796.5),(62 6281629.5),(63 6458743),(64 6650363.5),(65 6823896),(66 6942199),(67 6993597.5),(68 6983067.5),(69 6930153),(70 6844976.5),(71 6739369),(72 6662353),(73 6623011),(74 6576089),(75 6541823),(76 6524523),(77 6505730.5),(78 6483059),(79 6463351.5),
(1 122308.055),(2 447805.8),(3 905349.06),(4 1399809),(5 1862192.1),(6 2240582),(7 2543419.5),(8 2791958.8),(9 3019433.8),(10 3253618),(11 3486949.5),(12 3732639),(13 3982006.3),(14 4219786),(15 4457390),(16 4703017.5),(17 4964071),(18 5234159),(19 5515801.5),(20 5800451),(21 6085302.5),(22 6307863.5),(23 6490650.5),(24 6626178),(25 6721996.5),(26 6756253.5),(27 6769459.5),(28 6801596.5),(29 6852921),(30 6906552.5),(31 6931115),(32 6908586.5),(33 6802794.5),(34 6639041.5),(35 6466809),(36 6295633),(37 6143554.5),(38 6003731),(39 5926675.5),(40 5903421),(41 5921197.5),(42 5967424),(43 6060085),(44 6182209.5),(45 6345427.5),(46 6520865),(47 6680125),(48 6786141.5),(49 6838123),(50 6837559.5),(51 6788994.5),(52 6716598.5),(53 6646853.5),(54 6597508.5),(55 6552014.5),(56 6504023),(57 6445622),(58 6408540.5),(59 6413137.5),(60 6466412.5),(61 6546715),(62 6646393.5),(63 6726076),(64 6780718.5),(65 6799586),(66 6766998.5),(67 6676572),(68 6541196),(69 6383912.5),(70 6250240.5),(71 6172738.5),(72 6131416.5),(73 6099662),(74 6066944.5),(75 6015127),(76 5927487.5),(77 5823585),(78 5701748),(79 5585606.5),
(1 116924.48),(2 431457.9),(3 881011.9),(4 1370415.8),(5 1821245),(6 2189004.3),(7 2481960.8),(8 2718371.3),(9 2918936.3),(10 3101137),(11 3273169.3),(12 3440410.3),(13 3586724.8),(14 3713453),(15 3814727.3),(16 3908036.8),(17 4011003.3),(18 4129293.5),(19 4255505),(20 4377887.5),(21 4492179),(22 4573613),(23 4624680.5),(24 4659631),(25 4709068.5),(26 4791346.5),(27 4906619.5),(28 5050837.5),(29 5218728),(30 5389892),(31 5524021),(32 5604038),(33 5636435),(34 5623112.5),(35 5548573.5),(36 5429993),(37 5304487),(38 5180058.5),(39 5072949),(40 4994674.5),(41 4972628),(42 4994491.5),(43 5014654.5),(44 5016702),(45 4990343),(46 4973123),(47 4999145.5),(48 5055503),(49 5115242),(50 5138539.5),(51 5146634.5),(52 5133295.5),(53 5078273.5),(54 4973772),(55 4838183.5),(56 4692961),(57 4578894),(58 4497013.5),(59 4481696.5),(60 4540469),(61 4675135.5),(62 4872622),(63 5092191.5),(64 5301879),(65 5453008),(66 5522826),(67 5494617.5),(68 5398296),(69 5270740.5),(70 5156973.5),(71 5094808.5),(72 5057386.5),(73 5034014),(74 4998851),(75 4960565.5),(76 4922567.5),(77 4877901.5),(78 4828951.5),(79 4771234.5),
(1 127982.58),(2 465595.5),(3 933491.56),(4 1441423.6),(5 1913056.4),(6 2309982.3),(7 2637443),(8 2922976.8),(9 3192870.3),(10 3440730.3),(11 3661749.3),(12 3836603.3),(13 3944317.8),(14 3988224),(15 3980826.5),(16 3968458.8),(17 3982839.3),(18 4048641.8),(19 4161351),(20 4311348),(21 4471280),(22 4600180.5),(23 4680449.5),(24 4690006),(25 4654929),(26 4658838),(27 4743094.5),(28 4903755),(29 5091083),(30 5276755),(31 5415871.5),(32 5462782),(33 5415962.5),(34 5328249.5),(35 5229325),(36 5133316),(37 5026219),(38 4917605),(39 4807300),(40 4700569.5),(41 4602978),(42 4523428),(43 4494110.5),(44 4515512.5),(45 4603228.5),(46 4731636.5),(47 4883133),(48 4990883.5),(49 5057214),(50 5079394.5),(51 5081258),(52 5081343),(53 5101588.5),(54 5112950),(55 5087307.5),(56 5014748.5),(57 4901918),(58 4779548),(59 4675740),(60 4620280.5),(61 4633729.5),(62 4715178),(63 4830732.5),(64 4945760.5),(65 5024288),(66 5046185),(67 5018448),(68 4959438),(69 4905584.5),(70 4874727.5),(71 4876475.5),(72 4898992),(73 4926247),(74 4925012),(75 4892397),(76 4842529.5),(77 4788211.5),(78 4753758),(79 4732067.5),
(1 116798.2),(2 422124.1),(3 836692),(4 1267844),(5 1661462.3),(6 1989494.5),(7 2281933.3),(8 2549535.3),(9 2819854),(10 3084088.8),(11 3337660.8),(12 3557791.8),(13 3716938.8),(14 3801663.5),(15 3806552.3),(16 3753960.8),(17 3671015),(18 3600289.8),(19 3586347.3),(20 3625501.5),(21 3693177.5),(22 3738663),(23 3780751.5),(24 3836399.5),(25 3880733.8),(26 3916949.5),(27 3939843.5),(28 3989936.8),(29 4084789.5),(30 4188288.5),(31 4282851),(32 4332468),(33 4316992.5),(34 4267695.5),(35 4208248),(36 4167780.3),(37 4151050.5),(38 4167648),(39 4192273.3),(40 4219403),(41 4232612.5),(42 4220410),(43 4187476),(44 4151019.3),(45 4134388),(46 4152598.5),(47 4220694.5),(48 4341439.5),(49 4460584.5),(50 4546371),(51 4578487.5),(52 4550025),(53 4488761.5),(54 4429339),(55 4400865.5),(56 4394303.5),(57 4365761.5),(58 4321521.5),(59 4267572.5),(60 4234428),(61 4249234),(62 4313815.5),(63 4396795),(64 4468019.5),(65 4505947),(66 4510161.5),(67 4483423.5),(68 4436942),(69 4392938),(70 4383784.5),(71 4423349.5),(72 4502709),(73 4574697.5),(74 4602292),(75 4584684.5),(76 4523939),(77 4454071),(78 4392802),(79 4356154),
(1 109962.414),(2 395065.16),(3 767784.44),(4 1135488.6),(5 1457107.4),(6 1714395.3),(7 1942167.4),(8 2164521.3),(9 2407046.8),(10 2659034),(11 2906230.5),(12 3142383.5),(13 3356108),(14 3522137.3),(15 3618798.8),(16 3656886),(17 3649043),(18 3623004.3),(19 3605109.8),(20 3595101.3),(21 3600964),(22 3607668.5),(23 3602106.3),(24 3581542.8),(25 3562347),(26 3583277.3),(27 3662775),(28 3772608.5),(29 3892163.8),(30 3967736.3),(31 4001774.3),(32 3979822.3),(33 3916627.8),(34 3867473),(35 3846489.3),(36 3871266.8),(37 3904262),(38 3955197.3),(39 4016706.3),(40 4076005.5),(41 4101360),(42 4107384.8),(43 4089957),(44 4034859.5),(45 3947805.3),(46 3875396.5),(47 3827665),(48 3791263.5),(49 3766555.5),(50 3756852.3),(51 3742414.8),(52 3735885.3),(53 3744803.3),(54 3762405.3),(55 3763647.3),(56 3739945.3),(57 3692505.5),(58 3641110),(59 3580677.5),(60 3544777.8),(61 3548928.8),(62 3605035.3),(63 3689983.5),(64 3789292),(65 3856404),(66 3880450.3),(67 3861511.3),(68 3831091.5),(69 3814539),(70 3833091.8),(71 3906924),(72 4036810),(73 4173600.5),(74 4276096),(75 4323229.5),(76 4305668.5),(77 4234889.5),(78 4123942.5),(79 4000526.3),
(1 109450.375),(2 385161.1),(3 742099),(4 1089747.1),(5 1387418.1),(6 1619520.8),(7 1811290.4),(8 1978937.5),(9 2150050.3),(10 2318936),(11 2488201.8),(12 2659511.5),(13 2834375.3),(14 2980197),(15 3100232),(16 3209445.8),(17 3309424.8),(18 3401680.3),(19 3493193.8),(20 3588521.3),(21 3676823.8),(22 3741166.8),(23 3773766.3),(24 3769197),(25 3725068),(26 3665609.8),(27 3611238.3),(28 3602089),(29 3650786.8),(30 3708319.3),(31 3758488),(32 3768423.5),(33 3692942.5),(34 3595810.3),(35 3509732.3),(36 3465479.5),(37 3468002.8),(38 3518240.8),(39 3580668.3),(40 3646755.8),(41 3681690.8),(42 3664981.3),(43 3595410.8),(44 3513659),(45 3479205),(46 3500611.8),(47 3560409.5),(48 3643598),(49 3706005),(50 3716799),(51 3663618.8),(52 3573793.3),(53 3487325),(54 3445139.8),(55 3443897.5),(56 3452548.5),(57 3422669.8),(58 3353352),(59 3249590.3),(60 3161190.3),(61 3125242.3),(62 3163163.3),(63 3258538),(64 3372373),(65 3456769),(66 3505519.5),(67 3513397.3),(68 3499832.5),(69 3459375),(70 3448010.5),(71 3484371.5),(72 3588496.5),(73 3718790.3),(74 3827382.8),(75 3881629.8),(76 3887767.5),(77 3865686.8),(78 3820993.3),(79 3758037.8),
(1 98464.49),(2 347188.78),(3 663731.5),(4 968373.3),(5 1224284.6),(6 1414164.6),(7 1566340.5),(8 1693915.9),(9 1799237.8),(10 1877915),(11 1932909.4),(12 1995650.8),(13 2087091.8),(14 2213786.8),(15 2360524.8),(16 2507272.3),(17 2636712),(18 2757425.8),(19 2891289.3),(20 3045509.5),(21 3192798.5),(22 3313598.5),(23 3408591.8),(24 3462528.3),(25 3459755.5),(26 3422774.8),(27 3383028),(28 3354816.3),(29 3325461.3),(30 3302575),(31 3288213.3),(32 3282008.5),(33 3289146.5),(34 3333333.5),(35 3372694),(36 3411247.8),(37 3439169.5),(38 3444048),(39 3437188.8),(40 3443859.8),(41 3438526.5),(42 3424653),(43 3396394),(44 3325654),(45 3216663),(46 3140398.3),(47 3133129),(48 3183014.8),(49 3242672.8),(50 3271241.3),(51 3247529.8),(52 3167498.5),(53 3052291.3),(54 2933339.3),(55 2825708.3),(56 2748430.5),(57 2694756.5),(58 2656120.3),(59 2605173.5),(60 2555477.3),(61 2518941),(62 2503247.3),(63 2512274.3),(64 2556268),(65 2615285.5),(66 2661262.5),(67 2657440.3),(68 2612162.8),(69 2538922.8),(70 2476849.8),(71 2443651.3),(72 2460087.3),(73 2517724),(74 2594633),(75 2675738.8),(76 2740110.3),(77 2789286.8),(78 2813734),(79 2812993),
(1 95723.055),(2 332004),(3 625994.5),(4 898208.7),(5 1116957.9),(6 1276620.3),(7 1413147.1),(8 1541236.1),(9 1650091.3),(10 1709214.3),(11 1731310.8),(12 1759340.6),(13 1822235),(14 1932481.8),(15 2057883.9),(16 2184980.8),(17 2312537.5),(18 2440111),(19 2565014.5),(20 2687221),(21 2824278.8),(22 2963554.5),(23 3078008.3),(24 3157762.3),(25 3218273),(26 3268447.8),(27 3285113.5),(28 3280474),(29 3261051.8),(30 3230258.3),(31 3196398.5),(32 3168069),(33 3144821),(34 3137880.5),(35 3152593),(36 3191211.5),(37 3257414.8),(38 3330436.5),(39 3358390),(40 3348607.8),(41 3315423.3),(42 3279371.5),(43 3219675),(44 3153221.8),(45 3111831),(46 3086719),(47 3078673),(48 3094376.5),(49 3112310.5),(50 3108344.5),(51 3093609),(52 3071192.5),(53 3038828.5),(54 2994269.3),(55 2946793.5),(56 2917405.8),(57 2898533),(58 2893901.3),(59 2890962.8),(60 2879733.5),(61 2860867.5),(62 2853763),(63 2867577.5),(64 2895718.3),(65 2922359),(66 2928802.5),(67 2907491),(68 2850450.5),(69 2765593.5),(70 2683897),(71 2632031.3),(72 2631183.3),(73 2670909.3),(74 2723506),(75 2780985),(76 2830332.8),(77 2871369.5),(78 2883125),(79 2862398.8),
(1 84147.81),(2 292385.5),(3 548543.9),(4 777275.2),(5 954047.8),(6 1085280.1),(7 1194301.4),(8 1302637.1),(9 1402723.6),(10 1478945.6),(11 1531470),(12 1587139.9),(13 1665094.4),(14 1772101.5),(15 1883214.3),(16 1985134.8),(17 2077037.9),(18 2165893.3),(19 2260334.5),(20 2368082.8),(21 2474229),(22 2567967.8),(23 2674448.3),(24 2786794.3),(25 2859482),(26 2892187.5),(27 2897201.5),(28 2891520.3),(29 2878035),(30 2860128.3),(31 2841495),(32 2823667.8),(33 2801524),(34 2775938.8),(35 2742547.5),(36 2714452.8),(37 2696133.3),(38 2693211.5),(39 2696138.3),(40 2727327.5),(41 2777767.8),(42 2817095),(43 2826560.3),(44 2796201),(45 2743123.3),(46 2693327.8),(47 2681678.8),(48 2721766.3),(49 2779707.5),(50 2830156.8),(51 2858512.5),(52 2846824),(53 2801807.8),(54 2740839.3),(55 2675961.5),(56 2628539.8),(57 2603326.3),(58 2608320.5),(59 2615196.5),(60 2619095.5),(61 2606382.3),(62 2575435.5),(63 2539551.8),(64 2519897),(65 2532101.3),(66 2560874.3),(67 2578036.5),(68 2573297.5),(69 2532451.5),(70 2461910.5),(71 2396738.8),(72 2365103.8),(73 2396412.8),(74 2488001),(75 2590001),(76 2664048.3),(77 2712530.3),(78 2725137),(79 2703768.3),
(1 81279.71),(2 276293.94),(3 509661.1),(4 716153.8),(5 879086.7),(6 1001547.7),(7 1107735.3),(8 1196181.4),(9 1281229.8),(10 1349569.9),(11 1407042.6),(12 1465910.1),(13 1532750),(14 1609943.3),(15 1682376.3),(16 1734586.1),(17 1775536.6),(18 1810136.4),(19 1851305),(20 1916895),(21 2011577.9),(22 2097557.3),(23 2173170.8),(24 2258822.8),(25 2356454.8),(26 2438315.5),(27 2481124),(28 2493161.8),(29 2494760),(30 2514064),(31 2549384.8),(32 2587051.5),(33 2596211.5),(34 2586608.3),(35 2561730.5),(36 2526555.5),(37 2490902.5),(38 2454093.3),(39 2425951.8),(40 2429533),(41 2434577.3),(42 2448557.3),(43 2472581.3),(44 2486805.3),(45 2498878.3),(46 2496586),(47 2483882),(48 2460366.8),(49 2472048),(50 2520991),(51 2576559.8),(52 2644026.8),(53 2677906.8),(54 2673116.8),(55 2617506.8),(56 2553515),(57 2500108.3),(58 2489875.8),(59 2519782.8),(60 2562092.5),(61 2592459.8),(62 2596501.5),(63 2561916.8),(64 2514982),(65 2483878),(66 2485355.3),(67 2520357.3),(68 2563506.8),(69 2581475.3),(70 2543290),(71 2469825.5),(72 2390110.8),(73 2325618.3),(74 2308265.8),(75 2359884.8),(76 2449992.8),(77 2532070.5),(78 2558718),(79 2533641.8),
(1 82152.984),(2 273676.16),(3 486612.94),(4 664641.4),(5 803646.75),(6 916013.9),(7 1029745.5),(8 1136752.9),(9 1224223.9),(10 1276775.9),(11 1310542.9),(12 1355039.4),(13 1429644.4),(14 1513472.4),(15 1578914.5),(16 1620226.6),(17 1652307.5),(18 1693437.5),(19 1747336),(20 1810689.8),(21 1880403.4),(22 1944977.3),(23 1998722.9),(24 2031703.1),(25 2053844.5),(26 2079552),(27 2114730.3),(28 2141694.3),(29 2140824),(30 2138739),(31 2150111),(32 2182086),(33 2228960.3),(34 2274533.3),(35 2303917.5),(36 2314089),(37 2304094.5),(38 2277408.3),(39 2239548.5),(40 2233920.3),(41 2264141.3),(42 2285876),(43 2266813.8),(44 2235682.8),(45 2219917.8),(46 2234678.5),(47 2282670.3),(48 2340654.3),(49 2358590),(50 2359060),(51 2352760.8),(52 2353401.5),(53 2386584.8),(54 2452587.8),(55 2484365.5),(56 2468715.8),(57 2429390.8),(58 2397122.8),(59 2390971),(60 2403825),(61 2423543.8),(62 2436267.8),(63 2429263.3),(64 2410100),(65 2370687.8),(66 2339030),(67 2341600.8),(68 2379680.8),(69 2417735.8),(70 2434879),(71 2404895.8),(72 2349011),(73 2303513.8),(74 2282726.8),(75 2289321),(76 2335234.3),(77 2405634),(78 2449528.8),(79 2450697.8),
