1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 714008.2),(2 1067991.6),(3 1471366.1),(4 1868544.9),(5 2252515.8),(6 2607683.8),(7 2981090.3),(8 3402714.8),(9 3809187.3),(10 3231053.8),(11 3255935.3),(12 3251681.3),(13 3313253.3),(14 3403047),(15 3511021.8),(16 3639858),(17 3768470.3),(18 3854801.8),(19 3904216),(20 3937774),(21 3968401),(22 3849005.3),(23 3703113),(24 3520479),(25 3295528),(26 3025407),(27 2747708.3),(28 2465193.8),(29 2226918.8),(30 1960258),(31 2007884.5),(32 2020715),(33 2067974.9),(34 2135062.5),(35 2135757),(36 2151480),(37 2138730.3),(38 2123256.8),(39 2101949.3),(40 2053366.6),(41 2074621.9),(42 2079447.4),(43 2087235.6),(44 2145567.3),(45 2220987.3),(46 2316557.3),(47 2377820.3),(48 2454106),(49 2543483.8),(50 2579086.8),(51 2610677),(52 2626969.3),(53 2631613.3),(54 2616912.3),(55 2598973.3),(56 2598991.3),(57 2605653.3),(58 2585702),(59 2582663.3),(60 2523892),(61 2492739.3),(62 2445736),(63 2420694.5),(64 2396454.3),(65 2374963),(66 2330044.8),(67 2282474.8),(68 2274682.8),(69 2291338.5),(70 2296390),(71 2335079.3),(72 2376932),(73 2454037.8),(74 2533252.8),(75 2615904.8),(76 2689193.3),(77 2778577.5),(78 2831087),(79 2876738.8),
(1 38.9469),(2 50.27988),(3 56.125755),(4 60.58208),(5 64.08763),(6 65.70455),(7 67.07505),(8 68.10179),(9 68.30637),(10 70.57006),(11 71.437645),(12 71.41988),(13 71.80013),(14 71.98582),(15 71.56678),(16 70.8576),(17 71.428444),(18 71.89887),(19 73.028534),(20 73.00445),(21 73.05222),(22 74.151955),(23 74.73305),(24 75.151695),(25 76.34715),(26 76.406265),(27 76.40932),(28 76.974174),(29 77.52468),(30 77.60245),(31 77.57406),(32 77.60211),(33 77.87433),(34 78.125496),(35 78.468254),(36 78.26558),(37 79.01922),(38 78.84759),(39 79.65713),(40 80.47331),(41 81.02665),(42 81.960915),(43 82.71883),(44 82.53757),(45 82.12689),(46 82.697556),(47 82.61596),(48 82.34186),(49 81.99072),(50 81.994774),(51 82.47352),(52 83.09023),(53 83.73308),(54 83.80802),(55 83.5784),(56 83.9828),(57 84.5732),(58 84.802574),(59 84.99327),(60 84.8986),(61 85.28041),(62 85.06373),(63 84.35716),(64 84.09871),(65 84.21182),(66 84.15286),(67 84.18535),(68 83.755),(69 84.539795),(70 85.536476),(71 85.13747),(72 85.26434),(73 86.091896),(74 86.002785),(75 85.00806),(76 85.48128),(77 84.87339),(78 84.79416),(79 85.15911),
(1 38.61506),(2 48.560333),(3 54.66663),(4 59.042927),(5 62.14485),(6 64.34502),(7 65.79441),(8 66.0845),(9 66.28136),(10 68.05848),(11 68.493996),(12 68.81398),(13 69.44714),(14 69.7001),(15 69.71003),(16 69.46275),(17 70.407074),(18 70.913895),(19 71.49847),(20 71.51744),(21 71.78883),(22 73.611115),(23 72.81903),(24 73.18477),(25 74.48429),(26 74.85656),(27 74.65274),(28 75.12524),(29 75.8576),(30 76.57626),(31 76.904915),(32 78.09681),(33 77.68737),(34 78.8043),(35 78.775635),(36 78.914795),(37 78.97467),(38 79.07279),(39 79.43766),(40 79.40705),(41 79.26119),(42 80.10439),(43 79.896164),(44 79.61485),(45 79.89128),(46 80.64444),(47 80.79432),(48 81.03436),(49 81.57699),(50 81.12248),(51 81.52511),(52 81.837814),(53 82.1115),(54 81.526184),(55 82.03597),(56 81.645744),(57 81.579575),(58 82.75468),(59 82.34813),(60 82.434555),(61 82.78482),(62 83.02859),(63 81.81474),(64 81.74579),(65 81.91274),(66 81.83475),(67 82.144585),(68 82.20532),(69 81.72683),(70 82.53068),(71 82.42051),(72 82.680916),(73 82.63882),(74 82.554855),(75 82.519516),(76 82.400246),(77 82.72589),(78 82.528015),(79 82.64573),
(1 38.985783),(2 48.94652),(3 55.108105),(4 59.301476),(5 61.781704),(6 64.248085),(7 65.59838),(8 66.12974),(9 67.029144),(10 68.49257),(11 68.99252),(12 68.64183),(13 69.176216),(14 69.78025),(15 69.94097),(16 70.41674),(17 71.16825),(18 71.13864),(19 70.673744),(20 71.4812),(21 71.91212),(22 73.02077),(23 73.814804),(24 74.456696),(25 74.818436),(26 75.63672),(27 75.48711),(28 76.408035),(29 77.07477),(30 77.0315),(31 76.626),(32 76.79952),(33 76.9538),(34 77.824005),(35 77.41107),(36 78.80818),(37 78.67568),(38 78.8995),(39 78.8295),(40 78.72543),(41 79.0414),(42 79.50916),(43 79.49607),(44 79.26177),(45 79.759705),(46 79.60471),(47 79.46729),(48 80.53183),(49 79.91836),(50 80.19766),(51 80.146065),(52 80.53037),(53 80.77038),(54 80.77622),(55 81.20275),(56 81.25101),(57 81.174934),(58 81.88723),(59 81.959045),(60 82.62091),(61 82.54202),(62 82.43823),(63 81.71134),(64 81.32076),(65 80.86653),(66 80.81633),(67 81.67735),(68 81.509285),(69 81.28169),(70 81.70301),(71 82.40587),(72 82.41822),(73 81.77481),(74 81.52215),(75 80.94056),(76 81.13416),(77 80.86145),(78 80.99757),(79 80.446976),
(1 38.32664),(2 49.084255),(3 55.67056),(4 59.814518),(5 62.326786),(6 64.48751),(7 65.756676),(8 65.77369),(9 66.29757),(10 67.427086),(11 67.72709),(12 68.87034),(13 69.50714),(14 70.25346),(15 70.34016),(16 70.86911),(17 71.5369),(18 72.29651),(19 72.6725),(20 73.003845),(21 72.13284),(22 73.59244),(23 73.93252),(24 74.47875),(25 74.84142),(26 75.81569),(27 75.72468),(28 76.096275),(29 77.351585),(30 77.50333),(31 77.39086),(32 78.069214),(33 78.462),(34 79.512856),(35 79.7044),(36 79.90242),(37 80.292786),(38 80.183044),(39 79.34532),(40 79.93377),(41 79.265236),(42 80.19248),(43 80.238945),(44 80.13738),(45 80.170074),(46 81.23406),(47 81.16817),(48 82.07618),(49 81.959785),(50 81.894615),(51 82.34253),(52 83.41979),(53 83.12237),(54 83.15851),(55 83.47048),(56 83.76222),(57 83.408035),(58 83.75619),(59 83.73437),(60 83.95135),(61 84.38189),(62 84.11714),(63 83.066795),(64 83.43279),(65 83.38284),(66 84.10584),(67 83.57225),(68 84.34865),(69 83.87944),(70 83.66136),(71 83.40533),(72 83.74021),(73 84.29383),(74 84.19271),(75 83.6205),(76 83.62558),(77 83.612144),(78 84.45854),(79 84.218834),
(1 37.999756),(2 48.458797),(3 54.6036),(4 58.929127),(5 61.379875),(6 62.790417),(7 63.794292),(8 64.64738),(9 65.832855),(10 66.434425),(11 66.8183),(12 67.6311),(13 68.01223),(14 68.50141),(15 68.56885),(16 69.17831),(17 70.0089),(18 70.57309),(19 70.5568),(20 71.28084),(21 71.60156),(22 72.72146),(23 73.088554),(24 73.52866),(25 74.665016),(26 75.00446),(27 74.837105),(28 74.812775),(29 75.56907),(30 76.00255),(31 75.4707),(32 75.929665),(33 76.55125),(34 77.43306),(35 77.0885),(36 77.699066),(37 78.34213),(38 78.65665),(39 78.15475),(40 78.69819),(41 79.42676),(42 79.30593),(43 79.371544),(44 79.26089),(45 79.116165),(46 80.108574),(47 79.13437),(48 79.99993),(49 80.205124),(50 80.02486),(51 79.33679),(52 79.73543),(53 79.055305),(54 79.01037),(55 79.053535),(56 79.31297),(57 80.02005),(58 81.11179),(59 81.09955),(60 81.24802),(61 81.232544),(62 81.63193),(63 81.15411),(64 81.30103),(65 81.62807),(66 81.82295),(67 81.2006),(68 81.423065),(69 81.47554),(70 83.130936),(71 82.39636),(72 82.67769),(73 82.13507),(74 82.48436),(75 82.87405),(76 83.06485),(77 82.817184),(78 82.870316),(79 82.43717),
(1 38.42709),(2 48.569588),(3 54.414),(4 58.563812),(5 61.731705),(6 63.733776),(7 64.09942),(8 64.887215),(9 65.74182),(10 67.407196),(11 67.73156),(12 68.01571),(13 69.02161),(14 69.221245),(15 69.6228),(16 70.168976),(17 70.989426),(18 71.50509),(19 71.776985),(20 70.89095),(21 71.29405),(22 72.73273),(23 73.21087),(24 73.79932),(25 74.456055),(26 74.679985),(27 74.86499),(28 75.438255),(29 75.453575),(30 75.380455),(31 74.97619),(32 75.468155),(33 75.37564),(34 76.75835),(35 77.47796),(36 77.80198),(37 78.024155),(38 77.807144),(39 77.98011),(40 78.77486),(41 78.98433),(42 79.05557),(43 79.35834),(44 78.73192),(45 78.42802),(46 78.84315),(47 78.4248),(48 79.25875),(49 80.48241),(50 80.03255),(51 80.59768),(52 81.1563),(53 81.14524),(54 81.25066),(55 81.76235),(56 82.310875),(57 82.21828),(58 82.695786),(59 82.261284),(60 82.1645),(61 82.10337),(62 81.72078),(63 81.581924),(64 81.06869),(65 81.97069),(66 82.16787),(67 81.87972),(68 82.04928),(69 81.19886),(70 81.652534),(71 81.49427),(72 81.45577),(73 81.80904),(74 81.437164),(75 80.85516),(76 81.52805),(77 81.584305),(78 81.22874),(79 80.749916),
(1 37.395794),(2 47.99378),(3 53.797382),(4 57.649582),(5 61.03626),(6 62.530342),(7 63.673206),(8 64.41528),(9 65.5456),(10 67.375984),(11 67.33648),(12 68.30378),(13 68.43625),(14 69.168434),(15 69.47652),(16 69.32297),(17 69.51278),(18 69.7299),(19 70.14788),(20 70.318214),(21 71.49784),(22 72.3791),(23 72.411964),(24 73.098656),(25 73.53475),(26 73.420166),(27 73.333855),(28 73.81701),(29 73.46847),(30 73.933395),(31 74.60731),(32 75.67831),(33 75.82291),(34 76.52408),(35 76.19168),(36 76.57134),(37 77.409294),(38 78.141174),(39 78.06899),(40 78.46741),(41 78.06675),(42 78.92978),(43 78.776665),(44 78.7403),(45 78.5342),(46 78.97167),(47 79.04025),(48 79.0067),(49 78.76277),(50 79.73466),(51 79.577995),(52 79.85678),(53 80.01532),(54 80.130066),(55 81.13317),(56 80.52754),(57 80.99689),(58 80.93151),(59 80.95661),(60 81.23251),(61 81.74649),(62 81.2923),(63 80.70311),(64 80.18637),(65 80.877014),(66 80.68184),(67 80.86024),(68 80.35907),(69 79.739685),(70 80.18223),(71 80.01175),(72 79.95314),(73 79.901215),(74 78.94982),(75 78.94356),(76 79.14699),(77 79.18642),(78 79.19076),(79 79.20512),
(1 37.94189),(2 48.070023),(3 53.555412),(4 58.174934),(5 61.185135),(6 61.976543),(7 63.260437),(8 63.979065),(9 64.279564),(10 65.17243),(11 65.37007),(12 65.81867),(13 66.736404),(14 67.69508),(15 67.94037),(16 68.144775),(17 68.42806),(18 69.38917),(19 68.84626),(20 69.45097),(21 69.33809),(22 69.5324),(23 69.708435),(24 70.56903),(25 70.80086),(26 70.72671),(27 71.082565),(28 71.90517),(29 71.991714),(30 72.21102),(31 72.82118),(32 73.590614),(33 73.900604),(34 73.97879),(35 74.308105),(36 74.50924),(37 74.36955),(38 75.05329),(39 75.44323),(40 75.66497),(41 76.404366),(42 76.944115),(43 76.88769),(44 77.1157),(45 76.80823),(46 77.084175),(47 76.36304),(48 76.74838),(49 76.89791),(50 76.9313),(51 77.37822),(52 77.540825),(53 77.588615),(54 78.719284),(55 78.69959),(56 78.350586),(57 78.3686),(58 79.771805),(59 79.61715),(60 79.57916),(61 80.04969),(62 80.10859),(63 79.2208),(64 79.439606),(65 79.29396),(66 79.5233),(67 79.68517),(68 79.34823),(69 79.06256),(70 79.71603),(71 79.215614),(72 79.48239),(73 79.25332),(74 79.08701),(75 79.03075),(76 79.32697),(77 79.27797),(78 78.910805),(79 79.36058),
(1 37.819477),(2 47.20764),(3 53.080956),(4 57.39624),(5 60.116283),(6 61.961185),(7 63.868725),(8 64.52545),(9 65.07089),(10 65.80144),(11 66.15274),(12 66.449715),(13 67.34577),(14 67.37859),(15 67.481865),(16 67.9764),(17 69.41808),(18 69.423645),(19 69.62056),(20 69.13306),(21 69.76113),(22 70.53793),(23 71.079636),(24 71.0615),(25 72.135605),(26 73.009285),(27 72.48518),(28 73.58515),(29 73.69056),(30 72.80523),(31 72.83285),(32 72.80265),(33 72.83397),(34 73.33449),(35 73.35943),(36 73.83012),(37 74.59992),(38 74.99376),(39 74.699104),(40 75.04385),(41 75.57428),(42 75.962),(43 76.386826),(44 77.14372),(45 77.62898),(46 77.60694),(47 77.818565),(48 77.90641),(49 77.76486),(50 78.15373),(51 78.81551),(52 79.1301),(53 79.65094),(54 80.28689),(55 80.44136),(56 81.109604),(57 80.11735),(58 81.63013),(59 81.7007),(60 81.60871),(61 81.80873),(62 81.37988),(63 80.82074),(64 81.065056),(65 81.09125),(66 81.14203),(67 81.42111),(68 81.66049),(69 81.30552),(70 81.60699),(71 81.09042),(72 81.84313),(73 81.45298),(74 80.99977),(75 80.91662),(76 80.877594),(77 80.92922),(78 81.41413),(79 80.96292),
(1 36.93387),(2 46.526222),(3 52.396885),(4 56.4036),(5 59.368652),(6 60.623745),(7 61.814144),(8 62.39677),(9 63.121464),(10 64.06576),(11 64.84417),(12 65.22592),(13 65.76256),(14 66.44521),(15 66.91984),(16 67.075294),(17 67.82634),(18 67.60206),(19 67.94192),(20 67.57698),(21 68.23953),(22 69.02777),(23 69.21125),(24 69.44352),(25 69.35763),(26 70.07063),(27 69.90263),(28 70.70428),(29 70.66256),(30 71.137695),(31 71.40726),(32 72.0662),(33 72.368065),(34 73.25276),(35 73.4694),(36 73.66585),(37 74.68761),(38 74.51173),(39 74.01951),(40 74.53241),(41 74.99481),(42 75.476494),(43 75.39728),(44 76.28784),(45 75.914604),(46 75.689415),(47 76.151146),(48 76.54176),(49 75.88161),(50 76.33666),(51 76.372314),(52 76.19511),(53 76.26003),(54 76.69087),(55 76.71322),(56 76.75266),(57 77.33979),(58 78.16053),(59 78.66999),(60 78.5304),(61 78.02155),(62 78.12238),(63 77.86076),(64 77.681885),(65 77.669464),(66 77.91955),(67 77.09651),(68 77.25945),(69 77.628105),(70 79.024376),(71 78.646965),(72 78.37836),(73 78.48266),(74 79.090164),(75 78.90128),(76 78.178795),(77 79.0012),(78 78.61234),(79 78.69918),
(1 37.364555),(2 47.308323),(3 53.411655),(4 57.371246),(5 60.279644),(6 61.83576),(7 62.887207),(8 63.378944),(9 63.905),(10 65.89761),(11 66.32483),(12 65.907005),(13 67.5168),(14 68.39224),(15 67.14855),(16 67.77477),(17 68.305534),(18 68.760414),(19 69.35849),(20 69.04796),(21 69.3366),(22 69.92854),(23 70.4931),(24 70.89444),(25 71.31563),(26 71.885635),(27 70.97536),(28 71.43468),(29 71.811966),(30 72.134346),(31 72.589714),(32 73.13047),(33 73.79851),(34 74.88686),(35 74.792984),(36 75.04405),(37 75.47504),(38 75.9539),(39 76.1399),(40 75.79552),(41 76.429306),(42 77.090256),(43 76.63571),(44 76.33427),(45 76.65323),(46 77.2241),(47 76.91908),(48 77.96228),(49 78.10359),(50 78.028114),(51 78.50637),(52 79.01139),(53 78.43002),(54 78.645164),(55 78.77021),(56 79.174614),(57 79.681885),(58 79.99543),(59 80.2114),(60 80.35147),(61 80.91982),(62 80.86369),(63 80.89182),(64 81.85145),(65 82.34632),(66 81.97955),(67 81.356415),(68 80.705894),(69 80.50508),(70 80.8509),(71 80.69433),(72 80.416695),(73 80.25129),(74 81.25139),(75 80.36782),(76 80.544655),(77 81.18185),(78 80.617584),(79 80.717514),
(1 36.54735),(2 46.156345),(3 51.91716),(4 55.888004),(5 59.022785),(6 61.432392),(7 62.48744),(8 62.818584),(9 63.731934),(10 64.52511),(11 64.80421),(12 65.20154),(13 65.921135),(14 66.72574),(15 67.07373),(16 68.08345),(17 67.64589),(18 68.06633),(19 67.650536),(20 67.857895),(21 68.3695),(22 69.685555),(23 70.292625),(24 70.628334),(25 70.608955),(26 70.9559),(27 70.89769),(28 71.66041),(29 72.32575),(30 71.77269),(31 71.22721),(32 71.22995),(33 71.486496),(34 73.03325),(35 73.10723),(36 73.55038),(37 73.293594),(38 74.38491),(39 74.35625),(40 74.83043),(41 75.02755),(42 75.80168),(43 75.75955),(44 75.836426),(45 76.31714),(46 78.109634),(47 77.391),(48 77.95692),(49 78.00817),(50 77.977486),(51 77.73767),(52 77.884125),(53 78.07993),(54 78.00799),(55 77.50162),(56 77.922134),(57 78.13232),(58 78.778206),(59 78.84487),(60 78.70747),(61 79.62597),(62 79.20155),(63 78.56314),(64 78.295364),(65 78.82547),(66 78.0741),(67 78.30956),(68 78.12678),(69 77.37615),(70 78.33626),(71 77.960594),(72 77.747116),(73 77.49243),(74 77.83364),(75 76.84656),(76 77.079765),(77 77.26281),(78 77.75665),(79 77.372665),
(1 36.24685),(2 45.76966),(3 51.92054),(4 56.228466),(5 58.966686),(6 60.436848),(7 61.152275),(8 61.793907),(9 62.253548),(10 63.806732),(11 64.45415),(12 65.09799),(13 65.47621),(14 65.695114),(15 65.967636),(16 65.63273),(17 66.59032),(18 66.67494),(19 66.70716),(20 66.86844),(21 67.32373),(22 68.16609),(23 68.7725),(24 69.48309),(25 70.19386),(26 70.20111),(27 70.40066),(28 71.14019),(29 72.043015),(30 72.08252),(31 72.251854),(32 72.06395),(33 72.150536),(34 73.68692),(35 73.85142),(36 74.04103),(37 74.47605),(38 74.890755),(39 75.08665),(40 75.07489),(41 74.55436),(42 74.850266),(43 74.975655),(44 75.25423),(45 75.4784),(46 76.30582),(47 77.06413),(48 76.818405),(49 76.886734),(50 77.127594),(51 76.73568),(52 77.054405),(53 77.22578),(54 77.97703),(55 77.43431),(56 77.96244),(57 77.806404),(58 78.595406),(59 78.99049),(60 78.7079),(61 78.672806),(62 79.288284),(63 79.24409),(64 79.735504),(65 79.53547),(66 78.479324),(67 77.803635),(68 77.57179),(69 77.77516),(70 78.61676),(71 78.4244),(72 78.20362),(73 78.620575),(74 78.945335),(75 78.0448),(76 78.030815),(77 77.84282),(78 78.49149),(79 78.05229),
(1 35.438126),(2 45.424477),(3 51.51625),(4 55.471764),(5 58.582),(6 60.614155),(7 61.44946),(8 62.023743),(9 62.058216),(10 63.338028),(11 64.175644),(12 64.18008),(13 63.930737),(14 64.44513),(15 65.166245),(16 65.52071),(17 66.57308),(18 67.20856),(19 67.38149),(20 67.619965),(21 67.934616),(22 68.28728),(23 68.75601),(24 69.668365),(25 70.65029),(26 70.94493),(27 70.500786),(28 70.89622),(29 71.228714),(30 71.71397),(31 71.53125),(32 70.94273),(33 71.60805),(34 73.00392),(35 72.7251),(36 73.3816),(37 73.49796),(38 73.61352),(39 72.8769),(40 73.53267),(41 73.832306),(42 73.94123),(43 73.71917),(44 73.690186),(45 74.0336),(46 74.44305),(47 74.87921),(48 74.71669),(49 75.20718),(50 75.60194),(51 75.57198),(52 76.167755),(53 75.92184),(54 76.1091),(55 75.75131),(56 75.97156),(57 75.508514),(58 76.0432),(59 76.02686),(60 75.81133),(61 76.26159),(62 76.63253),(63 75.96393),(64 76.348236),(65 76.26055),(66 75.3945),(67 75.108376),(68 75.22675),(69 76.26722),(70 76.280334),(71 75.95944),(72 76.374084),(73 76.53941),(74 76.78115),(75 76.80778),(76 76.93163),(77 77.325745),(78 78.32381),(79 77.64404),
(1 35.38696),(2 44.828102),(3 50.6537),(4 54.289497),(5 57.497917),(6 59.065006),(7 60.095562),(8 60.847042),(9 61.242985),(10 62.363567),(11 62.467648),(12 63.87868),(13 63.828632),(14 64.2918),(15 64.80495),(16 65.48751),(17 66.22871),(18 66.3476),(19 66.49463),(20 66.737144),(21 66.8332),(22 67.687965),(23 67.56397),(24 67.817024),(25 68.80582),(26 68.885475),(27 69.19196),(28 69.538),(29 69.80829),(30 69.57707),(31 69.7534),(32 69.661385),(33 70.37904),(34 71.70348),(35 71.4828),(36 72.396484),(37 72.90239),(38 73.44571),(39 73.29727),(40 73.26438),(41 74.10806),(42 74.39925),(43 74.45562),(44 73.78968),(45 73.80677),(46 74.52918),(47 74.70235),(48 75.2316),(49 75.11444),(50 74.79582),(51 75.312546),(52 76.17668),(53 76.71887),(54 76.51607),(55 76.27647),(56 75.96537),(57 75.906235),(58 75.752365),(59 75.8298),(60 75.89571),(61 76.50996),(62 76.13719),(63 76.01225),(64 76.87404),(65 76.10217),(66 75.618744),(67 75.64575),(68 75.82131),(69 75.92825),(70 76.509766),(71 76.37113),(72 76.61349),(73 76.20272),(74 76.286476),(75 75.7503),(76 75.185005),(77 75.36518),(78 75.18504),(79 74.9654),
(1 35.295547),(2 45.28405),(3 51.104507),(4 55.39993),(5 58.266525),(6 60.281303),(7 61.382317),(8 62.56967),(9 62.629425),(10 64.01781),(11 64.632484),(12 64.91004),(13 64.98779),(14 65.07001),(15 65.19601),(16 65.39815),(17 65.943596),(18 66.51274),(19 66.938354),(20 67.5994),(21 67.85872),(22 69.391624),(23 69.40542),(24 69.34288),(25 70.17926),(26 70.35475),(27 69.925),(28 70.081856),(29 69.97984),(30 69.83695),(31 69.96888),(32 69.32431),(33 70.40357),(34 71.45778),(35 72.05572),(36 72.358185),(37 72.90014),(38 73.952576),(39 73.865746),(40 74.60679),(41 74.65469),(42 74.87254),(43 75.13702),(44 74.1707),(45 73.83812),(46 74.516685),(47 74.66543),(48 74.90482),(49 75.06357),(50 75.0912),(51 74.95599),(52 75.333855),(53 75.76211),(54 76.125305),(55 75.703606),(56 75.760925),(57 75.78283),(58 77.301926),(59 76.9125),(60 77.26829),(61 77.450676),(62 77.49422),(63 77.36378),(64 76.58497),(65 76.716896),(66 76.52334),(67 76.104065),(68 76.1267),(69 75.61796),(70 76.59481),(71 76.26209),(72 76.7869),(73 76.5902),(74 76.876366),(75 76.52006),(76 76.50386),(77 77.24907),(78 76.926254),(79 76.72131),
(1 35.07888),(2 44.78053),(3 50.444824),(4 54.259945),(5 57.266193),(6 58.72251),(7 60.206417),(8 61.219288),(9 61.662262),(10 63.070663),(11 63.66147),(12 63.574093),(13 64.00791),(14 64.19976),(15 64.8724),(16 65.13874),(17 65.77001),(18 66.829056),(19 67.022964),(20 67.21325),(21 67.00283),(22 68.4612),(23 68.37634),(24 68.33512),(25 68.85596),(26 69.638374),(27 69.2092),(28 69.25877),(29 69.6705),(30 69.80561),(31 69.17487),(32 69.06345),(33 69.9869),(34 70.514275),(35 70.78262),(36 70.66743),(37 71.21623),(38 71.138916),(39 71.30557),(40 71.28576),(41 71.43517),(42 71.485825),(43 71.42539),(44 71.21758),(45 71.02366),(46 72.09839),(47 72.192726),(48 73.10663),(49 73.270424),(50 72.51148),(51 73.30485),(52 73.36921),(53 74.36186),(54 74.34598),(55 74.06894),(56 74.61769),(57 74.14639),(58 75.8066),(59 75.032555),(60 76.055695),(61 76.654945),(62 76.45066),(63 76.59281),(64 76.2993),(65 76.14597),(66 76.60422),(67 75.88966),(68 75.59987),(69 75.67437),(70 75.97316),(71 75.664795),(72 75.821266),(73 75.35034),(74 75.32492),(75 75.1216),(76 75.43452),(77 75.11652),(78 75.76432),(79 74.91894),
