1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 149594.95),(2 571942.25),(3 1227205.1),(4 2059132.9),(5 3018400.8),(6 4064994.8),(7 5124963),(8 6166391.5),(9 7127735.5),(10 7938345.5),(11 8583368),(12 9033713),(13 9299353),(14 9387588),(15 9304795),(16 9074813),(17 8728420),(18 8279950),(19 7752029),(20 7205699.5),(21 6699545),(22 6266348.5),(23 5923281.5),(24 5673299),(25 5528393.5),(26 5489304.5),(27 5555751),(28 5716558.5),(29 5956367.5),(30 6237030.5),(31 6551583.5),(32 6851860),(33 7145643),(34 7413590.5),(35 7652599),(36 7831536.5),(37 7953616.5),(38 8018133),(39 8034738),(40 8034929.5),(41 8004389),(42 7946878.5),(43 7854064.5),(44 7725339),(45 7585736.5),(46 7440177.5),(47 7304649),(48 7179228),(49 7079376.5),(50 7002240),(51 6953726.5),(52 6923770.5),(53 6928305.5),(54 6974035),(55 7063343.5),(56 7214564),(57 7425288.5),(58 7668793),(59 7934681.5),(60 8224848.5),(61 8520382),(62 8810350),(63 9075218),(64 9307482),(65 9540520),(66 9733306),(67 9844135),(68 9864897),(69 9793695),(70 9661477),(71 9458365),(72 9196056),(73 8892237),(74 8581313),(75 8313586),(76 8103460),(77 7963143.5),(78 7913953.5),(79 7945746),
(1 169450.73),(2 662848.06),(3 1441189.6),(4 2454502.8),(5 3643964.8),(6 4925822.5),(7 6209617.5),(8 7468710.5),(9 8605049),(10 9530278),(11 10222048),(12 10617607),(13 10704013),(14 10526479),(15 10094352),(16 9461973),(17 8703575),(18 7844626.5),(19 6983677.5),(20 6189345.5),(21 5527097.5),(22 5028804),(23 4710335.5),(24 4570778.5),(25 4588822.5),(26 4748424.5),(27 5015142),(28 5369164),(29 5783190.5),(30 6204861.5),(31 6601174),(32 6954540),(33 7256916),(34 7496600.5),(35 7694086),(36 7814248.5),(37 7877675.5),(38 7887117.5),(39 7854276),(40 7804718.5),(41 7714310.5),(42 7616595.5),(43 7491560),(44 7313050.5),(45 7113172),(46 6889150),(47 6656324.5),(48 6418392.5),(49 6195834.5),(50 5997249.5),(51 5848265.5),(52 5770241.5),(53 5777415.5),(54 5869037.5),(55 6050954),(56 6298836),(57 6633877.5),(58 7033644),(59 7453637.5),(60 7869440),(61 8247327.5),(62 8558667),(63 8782539),(64 8907749),(65 8947243),(66 8886895),(67 8727774),(68 8502718),(69 8226508),(70 7951416),(71 7705562),(72 7500797.5),(73 7359838.5),(74 7297410.5),(75 7343921.5),(76 7480490),(77 7725224),(78 8068279.5),(79 8447785),
(1 162330.42),(2 639615.8),(3 1391909.6),(4 2360940.8),(5 3469017.5),(6 4609629),(7 5680921),(8 6669290),(9 7476870),(10 8038395),(11 8360029.5),(12 8409444),(13 8211270.5),(14 7819562),(15 7301902.5),(16 6676999.5),(17 6042525.5),(18 5425025.5),(19 4931791.5),(20 4602569.5),(21 4456265.5),(22 4512058),(23 4753654.5),(24 5137645.5),(25 5611664.5),(26 6129787),(27 6637103.5),(28 7103219),(29 7488093.5),(30 7742110.5),(31 7839421),(32 7783470),(33 7579426.5),(34 7247718.5),(35 6852196.5),(36 6369574.5),(37 5868549),(38 5395413),(39 5022198),(40 4764676),(41 4633188),(42 4633960.5),(43 4749043),(44 4953042),(45 5253847.5),(46 5618455.5),(47 6019965.5),(48 6451818),(49 6860459),(50 7223973),(51 7530461.5),(52 7755024.5),(53 7886701),(54 7941984),(55 7919355),(56 7790285),(57 7599394.5),(58 7359771.5),(59 7081258),(60 6756670.5),(61 6384991.5),(62 6013604),(63 5667207),(64 5353646.5),(65 5092420),(66 4892308.5),(67 4762580),(68 4735141),(69 4824971),(70 5025369),(71 5329711.5),(72 5722366.5),(73 6180715.5),(74 6682550),(75 7212448),(76 7699263.5),(77 8132530),(78 8500233),(79 8720137),
(1 183221.2),(2 709122.25),(3 1517050.1),(4 2517330.5),(5 3637500.5),(6 4792703),(7 5896809.5),(8 6912252),(9 7755563.5),(10 8371229),(11 8731166),(12 8793901),(13 8583631),(14 8117726.5),(15 7445668.5),(16 6620725),(17 5760228.5),(18 4922085),(19 4243308.5),(20 3753481.5),(21 3477938.5),(22 3435500.5),(23 3613468.5),(24 3985114.3),(25 4515286),(26 5151038.5),(27 5809133.5),(28 6450825),(29 7011766.5),(30 7428291),(31 7671396.5),(32 7746343),(33 7640303.5),(34 7375094.5),(35 7001833),(36 6540419),(37 6064370),(38 5621952.5),(39 5236047),(40 4908442),(41 4653204),(42 4451167.5),(43 4322568.5),(44 4268220),(45 4279297.5),(46 4347587),(47 4476822),(48 4660616.5),(49 4884325.5),(50 5136092),(51 5407596),(52 5681662),(53 5927165.5),(54 6150004),(55 6368096),(56 6533556),(57 6658768),(58 6746036.5),(59 6763268.5),(60 6737341.5),(61 6655593.5),(62 6516724),(63 6331200),(64 6119741.5),(65 5938045),(66 5773746.5),(67 5621860),(68 5507728.5),(69 5458896.5),(70 5460944.5),(71 5516978.5),(72 5632736),(73 5782166),(74 5936215),(75 6094918.5),(76 6215849.5),(77 6316033.5),(78 6384530),(79 6397500),
(1 195270.97),(2 751859.1),(3 1603185.1),(4 2652139.8),(5 3809082.3),(6 4986407),(7 6076729.5),(8 7031842.5),(9 7799251.5),(10 8309472.5),(11 8539592),(12 8471314),(13 8132680.5),(14 7560697),(15 6801808.5),(16 5927062),(17 5048627),(18 4206802),(19 3527686.5),(20 3016315.5),(21 2702479.8),(22 2592659.5),(23 2677952.3),(24 2935487),(25 3333421.8),(26 3845780.3),(27 4417341.5),(28 5019955),(29 5593790),(30 6070890),(31 6437925.5),(32 6659116),(33 6740185),(34 6670408.5),(35 6495293.5),(36 6238185.5),(37 5966513),(38 5706548),(39 5488110),(40 5313503),(41 5200147.5),(42 5122161),(43 5080005.5),(44 5079440.5),(45 5094831),(46 5105804.5),(47 5102740.5),(48 5064528),(49 4967284),(50 4820785),(51 4665415),(52 4499731.5),(53 4359786.5),(54 4257979.5),(55 4225706),(56 4275439),(57 4415682),(58 4663613.5),(59 4996797.5),(60 5409231),(61 5855386),(62 6289345),(63 6673955.5),(64 6973761),(65 7182438),(66 7253759),(67 7200893),(68 7039143),(69 6824320),(70 6562950),(71 6266709.5),(72 5976716.5),(73 5696415.5),(74 5441561),(75 5259753.5),(76 5178378),(77 5207449.5),(78 5345380.5),(79 5543791.5),
(1 135784.58),(2 507857.06),(3 1050694.5),(4 1682249.8),(5 2323641),(6 2921584),(7 3419521.3),(8 3792047.5),(9 4028772.8),(10 4115535.5),(11 4075106.3),(12 3923900),(13 3696991.3),(14 3428576),(15 3144726.5),(16 2879747.3),(17 2666735.5),(18 2511917.5),(19 2443891.5),(20 2440354.3),(21 2482777.5),(22 2564822.8),(23 2655155.8),(24 2757041),(25 2853469.5),(26 2940118.3),(27 3013804.8),(28 3076257.5),(29 3139315.5),(30 3196010.8),(31 3244841.3),(32 3282405.3),(33 3311683),(34 3323011.8),(35 3318838.5),(36 3304863.5),(37 3280607.5),(38 3245216.8),(39 3214575.3),(40 3191378.8),(41 3185773.3),(42 3188552),(43 3193425),(44 3206016.5),(45 3236744.8),(46 3272302.5),(47 3299930.8),(48 3325101.5),(49 3339923.3),(50 3339568),(51 3328281.8),(52 3300668.8),(53 3261943),(54 3240161.5),(55 3231225.5),(56 3243079),(57 3296973.5),(58 3394473.3),(59 3528424.5),(60 3696253),(61 3893987.5),(62 4091800),(63 4266636.5),(64 4420263.5),(65 4567631.5),(66 4667787.5),(67 4710631.5),(68 4706682),(69 4664682),(70 4591834),(71 4492319),(72 4378942.5),(73 4269519),(74 4171545.8),(75 4098866.8),(76 4060248.3),(77 4064884.3),(78 4122075.8),(79 4223105),
(1 129416.73),(2 492228.97),(3 1026808.9),(4 1650379.5),(5 2289680),(6 2884043.5),(7 3379666),(8 3742511),(9 3933185),(10 3943522.8),(11 3795812.8),(12 3532802.3),(13 3206771.5),(14 2874449.5),(15 2582008.8),(16 2375703.8),(17 2281210.8),(18 2297689.8),(19 2412468.3),(20 2599546.3),(21 2808204.5),(22 2992627.5),(23 3133553.5),(24 3224170.3),(25 3244524.5),(26 3195633.3),(27 3095574.3),(28 2964786),(29 2823611.3),(30 2684361.3),(31 2562921.3),(32 2453392.5),(33 2362072),(34 2296702.5),(35 2283895.8),(36 2326477.8),(37 2410363.3),(38 2518245.8),(39 2654060.5),(40 2809997.8),(41 2991038.8),(42 3166892.8),(43 3333784.8),(44 3480592.8),(45 3591683.3),(46 3639819.8),(47 3615994.8),(48 3523616.5),(49 3381089.5),(50 3198714.8),(51 2992865.3),(52 2789315.8),(53 2622153.5),(54 2505944.8),(55 2455263.3),(56 2477105),(57 2578059.3),(58 2760560),(59 3001010.3),(60 3268174),(61 3520320.8),(62 3718923.8),(63 3838711.5),(64 3876452.5),(65 3849017.8),(66 3764473),(67 3648426),(68 3549582),(69 3496406.8),(70 3500568.3),(71 3573345.3),(72 3691344),(73 3835432.8),(74 3992705.5),(75 4139769.3),(76 4227481),(77 4257699.5),(78 4209792.5),(79 4077464.3),
(1 127246.71),(2 480637.1),(3 996706.8),(4 1594718.3),(5 2207247.8),(6 2785873.3),(7 3269841.5),(8 3650528.5),(9 3878314.8),(10 3930267),(11 3820317.5),(12 3574141.3),(13 3218965.3),(14 2804620.8),(15 2411236.5),(16 2103665),(17 1929859.9),(18 1908100.5),(19 2033408.3),(20 2261939.5),(21 2532500),(22 2804479),(23 3043933),(24 3234317.5),(25 3361873),(26 3407044.3),(27 3369056),(28 3257717.3),(29 3077156),(30 2848897.5),(31 2615541),(32 2406399.8),(33 2254181.8),(34 2183478.5),(35 2200368.5),(36 2285325),(37 2393294.8),(38 2514199.5),(39 2631812),(40 2740693),(41 2850085),(42 2960383.8),(43 3061684.3),(44 3127064.8),(45 3138756),(46 3082771),(47 2978968.5),(48 2823557.3),(49 2648600.8),(50 2489571),(51 2379518),(52 2330853.3),(53 2349588.3),(54 2429963.8),(55 2566515.5),(56 2728782),(57 2908770.5),(58 3102916),(59 3284708),(60 3441214.5),(61 3546138),(62 3586081),(63 3557318.8),(64 3468311),(65 3356505.3),(66 3254018.5),(67 3185535),(68 3197869),(69 3285169.8),(70 3437719.3),(71 3633914.8),(72 3815405.5),(73 3970962),(74 4092604),(75 4178127.5),(76 4199753),(77 4176191.5),(78 4121162.8),(79 4027080.3),
(1 168699.81),(2 632898.5),(3 1300080.3),(4 2058912.8),(5 2814542),(6 3473868.5),(7 3968201.5),(8 4277739.5),(9 4379095),(10 4278164),(11 3992234.3),(12 3587976.8),(13 3118085.5),(14 2652795),(15 2277865.5),(16 2041167.5),(17 1974033.5),(18 2076413.6),(19 2316969.3),(20 2640751.5),(21 2980720.3),(22 3291934.8),(23 3538702.5),(24 3697933),(25 3752416),(26 3685144),(27 3524399.8),(28 3299257.8),(29 3044549),(30 2799525.8),(31 2602792.5),(32 2484638),(33 2462461.3),(34 2526202.5),(35 2661569.8),(36 2840258.5),(37 3015484.5),(38 3157472.5),(39 3236547),(40 3256228.5),(41 3221898.5),(42 3153419),(43 3064490.5),(44 2965495.5),(45 2856791.3),(46 2766410),(47 2705004.5),(48 2663197),(49 2659088.3),(50 2691206.3),(51 2758686.5),(52 2852348.3),(53 2959063),(54 3049504.3),(55 3105896.5),(56 3126659.5),(57 3100037.5),(58 3033321.5),(59 2947912.8),(60 2856806),(61 2765794.8),(62 2687965.8),(63 2650156.3),(64 2655944.3),(65 2727322.8),(66 2850791.3),(67 3016173.5),(68 3221970.5),(69 3424522.5),(70 3614371.8),(71 3757339.8),(72 3815929.8),(73 3817773.3),(74 3764008.5),(75 3679625.8),(76 3593438),(77 3527227.3),(78 3512740),(79 3531512.8),
(1 165746.47),(2 610261.8),(3 1234531.3),(4 1923121.1),(5 2588616.3),(6 3140125.8),(7 3500216.8),(8 3664235.3),(9 3635684.3),(10 3433553.8),(11 3096570.3),(12 2689872.5),(13 2268612.3),(14 1908205.3),(15 1672399.6),(16 1579772.8),(17 1632101.5),(18 1822702.8),(19 2103434),(20 2430398.3),(21 2759871.3),(22 3042352.8),(23 3247754),(24 3356874.8),(25 3350797.5),(26 3220067.5),(27 3005281.8),(28 2744470.5),(29 2485326.3),(30 2271360.3),(31 2135853.8),(32 2103726.8),(33 2174911.3),(34 2330485.3),(35 2546843.8),(36 2779348.5),(37 2991234.3),(38 3149207.3),(39 3231505.3),(40 3241276),(41 3186820),(42 3078883.3),(43 2932806),(44 2771631),(45 2614960.3),(46 2484121.8),(47 2403679.3),(48 2377921),(49 2413735.5),(50 2489104),(51 2601367.3),(52 2727344.8),(53 2841387.5),(54 2935366.5),(55 2991010.3),(56 2979813.5),(57 2897485.3),(58 2743065),(59 2539987),(60 2304277.5),(61 2081248.6),(62 1913725.9),(63 1838427.6),(64 1870066.1),(65 2019974.9),(66 2262027.3),(67 2561153.8),(68 2867764),(69 3102292.3),(70 3243728.8),(71 3272478),(72 3194381),(73 3038117.5),(74 2838364.3),(75 2644770.3),(76 2492773),(77 2417223),(78 2439103.3),(79 2554327.3),
(1 154722.83),(2 570259.44),(3 1141476.6),(4 1748338),(5 2297183.3),(6 2715609.3),(7 2947341.8),(8 2989551),(9 2868630),(10 2627382.5),(11 2312312.8),(12 1990042.8),(13 1709958.4),(14 1511932),(15 1426605.8),(16 1445195.9),(17 1553453.1),(18 1723124.6),(19 1925820.8),(20 2121142.3),(21 2289719.8),(22 2412407.5),(23 2485759.5),(24 2496833.8),(25 2441746.3),(26 2323866),(27 2177587),(28 2043591.8),(29 1939011.6),(30 1879399.8),(31 1879669.5),(32 1936736.5),(33 2039406),(34 2161471.5),(35 2292926),(36 2403289.5),(37 2461097.3),(38 2455893),(39 2385203.8),(40 2281196.8),(41 2157667),(42 2037955.6),(43 1938803),(44 1880710.5),(45 1872354.3),(46 1908354),(47 1979675),(48 2076745.9),(49 2192558),(50 2308896.5),(51 2422927.3),(52 2527045.5),(53 2593958.5),(54 2635301.3),(55 2657266.3),(56 2634121.8),(57 2577481.3),(58 2490027),(59 2360798.8),(60 2208388.5),(61 2047448.9),(62 1909320.5),(63 1821074),(64 1799083.9),(65 1852510.6),(66 1965221),(67 2120784.8),(68 2288750.8),(69 2430916),(70 2546326.5),(71 2630428.8),(72 2667852.3),(73 2682572.5),(74 2678473.5),(75 2667638.5),(76 2652936.3),(77 2654561.3),(78 2677717.5),(79 2724503.8),
(1 103715.97),(2 371455.53),(3 728851.06),(4 1104991.9),(5 1442564.5),(6 1706944.4),(7 1877657.4),(8 1956492.5),(9 1955012.5),(10 1897148.3),(11 1802374.8),(12 1691419.5),(13 1577861.8),(14 1483157.1),(15 1424998.4),(16 1394550.1),(17 1391685.5),(18 1425955.9),(19 1483323.1),(20 1549595.4),(21 1618367.5),(22 1672409.1),(23 1710878.3),(24 1732119.9),(25 1733749.4),(26 1717437.4),(27 1694533.3),(28 1674785.5),(29 1666566.1),(30 1672612.5),(31 1714166.6),(32 1783661),(33 1868018),(34 1947648.9),(35 2013092.3),(36 2034138.6),(37 1991975.5),(38 1896624.5),(39 1765730.9),(40 1628109.4),(41 1506665.8),(42 1421039.3),(43 1375719),(44 1381183.8),(45 1440425.6),(46 1534562.4),(47 1655174.4),(48 1770312.5),(49 1850552.6),(50 1901467.4),(51 1937709.5),(52 1962836),(53 1982695.5),(54 2006754.9),(55 2037419.8),(56 2055093.4),(57 2048775.5),(58 2020334),(59 1974580.5),(60 1930784.9),(61 1901836.3),(62 1890684.3),(63 1882029.8),(64 1877846.5),(65 1877482),(66 1875141.5),(67 1876142.6),(68 1872544.5),(69 1873255.1),(70 1886820.9),(71 1922316.3),(72 1974177.1),(73 2029979.5),(74 2079492.6),(75 2119910.8),(76 2151491),(77 2186798),(78 2228821.5),(79 2272788),
(1 81058.125),(2 282752.84),(3 539322),(4 803487.8),(5 1034756.8),(6 1212560.8),(7 1318724.1),(8 1352457.5),(9 1332223.8),(10 1281781),(11 1222389.9),(12 1174942.3),(13 1154758),(14 1175923.9),(15 1230358.4),(16 1302754.3),(17 1390570),(18 1484558),(19 1557544.1),(20 1610034.4),(21 1639744.1),(22 1635584.5),(23 1597557.3),(24 1533718.1),(25 1458787.8),(26 1396807.6),(27 1363747),(28 1361644.9),(29 1387085.3),(30 1436231.6),(31 1506952.8),(32 1588254),(33 1659844.3),(34 1706684.6),(35 1719408.1),(36 1696259.5),(37 1649318),(38 1593956.5),(39 1535256.5),(40 1487074.4),(41 1461296.1),(42 1456908),(43 1474056.1),(44 1512586.9),(45 1550430.3),(46 1570922.4),(47 1572364.6),(48 1560194.4),(49 1532280.4),(50 1500944.5),(51 1479431.5),(52 1480995.4),(53 1510720.8),(54 1561720.4),(55 1632053.8),(56 1695202.8),(57 1763947.1),(58 1833264.9),(59 1873802.8),(60 1893949.6),(61 1891853.4),(62 1867871.1),(63 1819109.6),(64 1757957.6),(65 1698698.8),(66 1657014),(67 1643665.3),(68 1664135.6),(69 1707582.9),(70 1773635.4),(71 1853726.4),(72 1924977.3),(73 1972280.1),(74 1988070),(75 1970351.3),(76 1916202),(77 1851561.5),(78 1800755.4),(79 1773890.3),
(1 103713.05),(2 362397.25),(3 690828.5),(4 1022235.56),(5 1307967.1),(6 1522508.1),(7 1643554.5),(8 1675705.1),(9 1640345.6),(10 1553845.5),(11 1435835.3),(12 1321879.3),(13 1246660.5),(14 1228872.9),(15 1251504.8),(16 1298654.4),(17 1357386.9),(18 1422222.9),(19 1481794.9),(20 1551777.8),(21 1617992),(22 1661278.9),(23 1675197.5),(24 1656743.1),(25 1611381),(26 1554149.1),(27 1503614.6),(28 1457433.8),(29 1424628.1),(30 1412603.9),(31 1438426.6),(32 1492391.5),(33 1548133.1),(34 1581478.3),(35 1583001.1),(36 1557555),(37 1507518.3),(38 1447461.4),(39 1392846.6),(40 1361325.5),(41 1354325.1),(42 1375569.6),(43 1425004.3),(44 1498750.9),(45 1576887.1),(46 1641346.1),(47 1677103.6),(48 1679309.9),(49 1647450.3),(50 1597049.6),(51 1539621.4),(52 1482171),(53 1443029.6),(54 1429381.3),(55 1439231.5),(56 1459707.9),(57 1499427.3),(58 1555080.1),(59 1601377.4),(60 1635771.4),(61 1653183.3),(62 1659317.5),(63 1659199.5),(64 1657047.3),(65 1656126.9),(66 1651648.8),(67 1650760.9),(68 1662850.6),(69 1684093.4),(70 1713912.1),(71 1751483),(72 1775874.6),(73 1795257.3),(74 1817165.5),(75 1843617.3),(76 1864082.6),(77 1893341.8),(78 1938573.4),(79 1984918.3),
(1 97036.05),(2 336188),(3 632784.1),(4 920677.06),(5 1156863.1),(6 1317491.4),(7 1389591.9),(8 1392896.1),(9 1356350.4),(10 1304755.8),(11 1254779.6),(12 1212617),(13 1189083.5),(14 1194579.5),(15 1213292.9),(16 1239258.4),(17 1268180.1),(18 1305843.9),(19 1344423.3),(20 1390026.6),(21 1432861.1),(22 1460621.1),(23 1460165.8),(24 1428865.6),(25 1369148.8),(26 1300462.9),(27 1240356.8),(28 1199029.4),(29 1180640.8),(30 1184801.4),(31 1211220.6),(32 1243428.3),(33 1268615.8),(34 1276308.4),(35 1269331.6),(36 1261634.5),(37 1261021.4),(38 1269047.6),(39 1284060.8),(40 1298336.5),(41 1307514.1),(42 1312971.8),(43 1320323.5),(44 1322977.4),(45 1310734.9),(46 1291127.4),(47 1280313.5),(48 1277194.5),(49 1276125.5),(50 1268852.3),(51 1259030.5),(52 1251029),(53 1245753.1),(54 1241633.8),(55 1247531.5),(56 1257864.3),(57 1278724.1),(58 1298186.6),(59 1308378.6),(60 1316281.9),(61 1329199.9),(62 1348379),(63 1367689.1),(64 1385536.1),(65 1403699.5),(66 1410490.3),(67 1401946.1),(68 1376182),(69 1339940.6),(70 1310773.9),(71 1295764),(72 1302361.1),(73 1344716.9),(74 1409294.9),(75 1487384.9),(76 1565262.3),(77 1635553.3),(78 1696783.1),(79 1743781.8),
(1 90125.49),(2 315353.7),(3 596353.1),(4 861893.9),(5 1069348.3),(6 1197390.3),(7 1247205.1),(8 1237309.8),(9 1199102.9),(10 1158847.8),(11 1129421),(12 1114393.4),(13 1120825.9),(14 1144558.9),(15 1164063.6),(16 1181290.3),(17 1190605.8),(18 1195546.3),(19 1198104),(20 1210305.1),(21 1228997.8),(22 1249857.4),(23 1256914.9),(24 1254429.1),(25 1246339.4),(26 1238235.6),(27 1228525.5),(28 1219482.4),(29 1211292.1),(30 1197991),(31 1185069.1),(32 1168138.3),(33 1150580.6),(34 1132162.3),(35 1122563.8),(36 1140819.4),(37 1182783.4),(38 1237496.6),(39 1291772),(40 1329051),(41 1337296.5),(42 1324519.3),(43 1292234.9),(44 1239916),(45 1182473.9),(46 1135994.3),(47 1115262.1),(48 1120165.8),(49 1147957.4),(50 1190139.8),(51 1234686.6),(52 1275979.4),(53 1301605.4),(54 1315921.8),(55 1323165),(56 1315693.4),(57 1306176.5),(58 1294993.3),(59 1285242.5),(60 1292098.4),(61 1307440),(62 1328592.6),(63 1356006.3),(64 1392310.5),(65 1437811.8),(66 1469389.8),(67 1484199.4),(68 1482374.3),(69 1460959.9),(70 1435613.6),(71 1426983.3),(72 1437612.6),(73 1458699.8),(74 1484197),(75 1515208.6),(76 1534962.1),(77 1540107.4),(78 1528780),(79 1509127.9),
(1 81137.88),(2 285147.56),(3 539885.25),(4 781597.1),(5 976900.6),(6 1106155),(7 1167291.5),(8 1177493.8),(9 1154778.6),(10 1109617.9),(11 1063164.6),(12 1030625.6),(13 1024008.6),(14 1039370.4),(15 1054320),(16 1063773.1),(17 1070618.9),(18 1081923),(19 1096258),(20 1120034.1),(21 1148194.9),(22 1175056.1),(23 1196609.8),(24 1204065.4),(25 1197015.5),(26 1183893.8),(27 1164766.9),(28 1138049.6),(29 1108180.3),(30 1078218.6),(31 1052469.4),(32 1028164.2),(33 1005274.4),(34 987963.6),(35 993081.25),(36 1021763.1),(37 1067368.1),(38 1115690.3),(39 1156297.1),(40 1175564.4),(41 1171286.1),(42 1153966.9),(43 1128056.6),(44 1087761.3),(45 1047563.44),(46 1022547.4),(47 1013600.6),(48 1024347.8),(49 1049939.9),(50 1081502.8),(51 1114042.1),(52 1139948.8),(53 1149880.8),(54 1146247.1),(55 1142124.5),(56 1130244.6),(57 1127259.5),(58 1149210.6),(59 1190592.6),(60 1246994.3),(61 1298239.9),(62 1334596.4),(63 1346632.4),(64 1333571.8),(65 1315606.6),(66 1293851.5),(67 1274893.4),(68 1271310),(69 1264086.1),(70 1261156.3),(71 1267101.1),(72 1286857.9),(73 1316821.9),(74 1347390.3),(75 1384593.3),(76 1415072.4),(77 1432417.1),(78 1435262.5),(79 1421220.5),
