1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 125462.445),(2 321048.4),(3 578234.5),(4 792892.06),(5 972583.75),(6 1075489.5),(7 1129777.9),(8 1184534.9),(9 1244091.4),(10 1318152.5),(11 1401288.1),(12 1578033),(13 1795823.4),(14 1993231.6),(15 2224850.8),(16 2394041.3),(17 2481464),(18 2544651.8),(19 2542898.3),(20 2529923.5),(21 2609949),(22 2757215.3),(23 2940562.8),(24 3165610.3),(25 3367151.8),(26 3474293.3),(27 3328171.8),(28 3268541.3),(29 3193056.8),(30 3117259.3),(31 3068676),(32 3130629),(33 3255203.8),(34 3544880.8),(35 3694840),(36 3754534),(37 3710283.8),(38 3565009.8),(39 3368935.3),(40 3152915.3),(41 2954947.8),(42 2870225),(43 2830822.3),(44 2807473.3),(45 2845730.3),(46 2837194),(47 2840235.3),(48 2854041.8),(49 2865780.8),(50 2872362.3),(51 2905374),(52 2936568.8),(53 2964906.3),(54 2993417.8),(55 3002146.3),(56 3037523.8),(57 3069757),(58 3043038.3),(59 3055297.3),(60 3105234.8),(61 3150295.3),(62 3183334),(63 3236827),(64 3336143.3),(65 3444642),(66 3523611),(67 3581698.8),(68 3704045.8),(69 3799491),(70 3810265),(71 3727769.3),(72 3694290.3),(73 3633607.3),(74 3625989.3),(75 3625089.3),(76 3616254.8),(77 3562490),(78 3502652.3),(79 3471499.8),
(1 57.24094),(2 64.87006),(3 68.606125),(4 71.643105),(5 73.695564),(6 74.63544),(7 75.6595),(8 75.65547),(9 76.42166),(10 75.67086),(11 75.49897),(12 76.69736),(13 78.01857),(14 78.403496),(15 77.889725),(16 78.26975),(17 77.33919),(18 78.81265),(19 78.21593),(20 78.50038),(21 78.370735),(22 78.405304),(23 79.756165),(24 80.63566),(25 81.27302),(26 82.07082),(27 81.45966),(28 81.185776),(29 81.397484),(30 81.87058),(31 82.171616),(32 82.76614),(33 82.90654),(34 83.85841),(35 83.4391),(36 83.56707),(37 84.14242),(38 83.79172),(39 82.53535),(40 82.44621),(41 82.55655),(42 81.94215),(43 83.2308),(44 83.43729),(45 83.76417),(46 83.455956),(47 82.83311),(48 83.603035),(49 83.37199),(50 83.49665),(51 82.21662),(52 81.35044),(53 81.53911),(54 82.61909),(55 82.22361),(56 82.472595),(57 81.39478),(58 81.12428),(59 80.24553),(60 80.23261),(61 81.54309),(62 80.826256),(63 79.54282),(64 80.34695),(65 80.57241),(66 81.058464),(67 82.023476),(68 82.061134),(69 82.09491),(70 82.163895),(71 81.96814),(72 83.02551),(73 83.09463),(74 83.96624),(75 83.49038),(76 84.73729),(77 84.43496),(78 85.710556),(79 86.38429),
(1 58.02442),(2 64.98064),(3 68.81463),(4 72.56826),(5 73.478004),(6 75.5049),(7 75.75696),(8 77.029465),(9 77.96606),(10 77.745026),(11 78.66371),(12 78.83885),(13 80.19704),(14 80.286385),(15 79.9194),(16 80.96),(17 81.13094),(18 80.932106),(19 80.89227),(20 80.79602),(21 80.5132),(22 81.15161),(23 81.514305),(24 82.57365),(25 83.82574),(26 83.9398),(27 82.007416),(28 83.571625),(29 83.668686),(30 83.36255),(31 83.01509),(32 83.45278),(33 83.42653),(34 84.89213),(35 85.50705),(36 85.88596),(37 84.9615),(38 84.267204),(39 82.77005),(40 82.55902),(41 82.1835),(42 82.53601),(43 82.15743),(44 82.39295),(45 82.77627),(46 82.86609),(47 82.65572),(48 83.883026),(49 83.434555),(50 83.42428),(51 83.57202),(52 83.07916),(53 82.99173),(54 83.27843),(55 83.388535),(56 83.0615),(57 83.28999),(58 83.15541),(59 82.54309),(60 82.9473),(61 82.40043),(62 81.62454),(63 80.193886),(64 80.67776),(65 81.49142),(66 81.388565),(67 82.178955),(68 82.55222),(69 83.146034),(70 81.780334),(71 83.7176),(72 83.498215),(73 84.675896),(74 83.73428),(75 84.114174),(76 83.407455),(77 84.092964),(78 85.5851),(79 86.12316),
(1 56.75455),(2 64.161865),(3 67.659454),(4 70.63139),(5 72.501305),(6 74.51276),(7 74.76897),(8 75.80101),(9 75.65437),(10 75.554504),(11 75.53829),(12 76.6833),(13 78.33678),(14 78.62773),(15 78.17108),(16 78.88439),(17 78.29717),(18 78.66871),(19 78.62533),(20 78.41586),(21 79.147026),(22 79.75446),(23 80.363106),(24 80.468765),(25 80.95043),(26 81.47839),(27 80.26639),(28 81.89168),(29 81.64387),(30 81.78729),(31 82.44327),(32 82.99865),(33 84.111694),(34 84.536964),(35 84.447105),(36 84.532906),(37 84.19251),(38 83.943016),(39 81.82659),(40 81.72623),(41 81.786865),(42 81.642624),(43 81.941956),(44 82.49872),(45 83.59747),(46 82.87245),(47 82.123634),(48 82.586395),(49 82.78003),(50 82.6726),(51 82.12349),(52 81.978546),(53 81.696075),(54 82.20953),(55 81.930954),(56 81.76159),(57 81.96809),(58 81.38964),(59 81.54861),(60 81.012314),(61 81.06314),(62 80.30523),(63 79.66586),(64 79.27761),(65 79.30477),(66 79.452255),(67 80.90356),(68 81.680824),(69 82.08517),(70 82.28155),(71 82.42025),(72 82.53117),(73 83.87225),(74 82.86189),(75 81.79845),(76 81.34301),(77 81.93171),(78 82.67501),(79 83.38009),
(1 57.564415),(2 64.31397),(3 67.93696),(4 72.34558),(5 72.9132),(6 74.73533),(7 75.89802),(8 76.545555),(9 76.10146),(10 75.868546),(11 76.10846),(12 77.10301),(13 78.46538),(14 80.19594),(15 79.03609),(16 79.6585),(17 78.9529),(18 79.56116),(19 79.21642),(20 79.90518),(21 78.37868),(22 78.99309),(23 79.2481),(24 80.945854),(25 82.44687),(26 82.14486),(27 82.51748),(28 82.85226),(29 83.47885),(30 83.29001),(31 83.09557),(32 84.39136),(33 83.534355),(34 85.04523),(35 84.86751),(36 85.44901),(37 85.084595),(38 84.79502),(39 83.19797),(40 83.026505),(41 83.57273),(42 83.32134),(43 83.321884),(44 82.4687),(45 82.489365),(46 83.6908),(47 83.47889),(48 83.65498),(49 84.20577),(50 83.93716),(51 82.834),(52 83.19813),(53 83.871666),(54 83.468445),(55 83.58912),(56 82.87609),(57 82.11977),(58 81.64188),(59 81.479355),(60 81.67987),(61 82.34111),(62 82.07599),(63 80.37086),(64 81.359634),(65 81.9476),(66 82.38183),(67 82.82435),(68 83.49721),(69 83.45311),(70 84.26579),(71 84.21736),(72 84.64232),(73 85.31755),(74 84.20687),(75 83.18526),(76 83.67834),(77 85.20161),(78 85.230316),(79 85.95684),
(1 55.27967),(2 62.863632),(3 66.335396),(4 69.11052),(5 70.63501),(6 72.38305),(7 72.69386),(8 73.85771),(9 73.92203),(10 73.67619),(11 73.40669),(12 76.00377),(13 76.119255),(14 77.36697),(15 75.47285),(16 76.760056),(17 76.646286),(18 77.078865),(19 76.87309),(20 76.413284),(21 77.00105),(22 77.09201),(23 77.176094),(24 78.22189),(25 79.81729),(26 80.77628),(27 79.281204),(28 80.06773),(29 80.135925),(30 81.4839),(31 80.38279),(32 80.68613),(33 81.52917),(34 82.11383),(35 81.82872),(36 82.067444),(37 81.847404),(38 81.326065),(39 79.84009),(40 80.44588),(41 79.65409),(42 79.29683),(43 79.65725),(44 79.94335),(45 80.3266),(46 80.77937),(47 80.6089),(48 80.03341),(49 79.83254),(50 80.46631),(51 79.45739),(52 79.286835),(53 80.00913),(54 79.54168),(55 79.02504),(56 79.68001),(57 79.251755),(58 78.67641),(59 78.98134),(60 78.90204),(61 78.1136),(62 77.59159),(63 76.31175),(64 76.50432),(65 76.37144),(66 76.63616),(67 77.06751),(68 77.95996),(69 78.39025),(70 78.77153),(71 79.883125),(72 79.98995),(73 80.10387),(74 80.895096),(75 79.543),(76 80.491516),(77 81.062035),(78 82.54208),(79 82.217476),
(1 56.81207),(2 64.124405),(3 68.048225),(4 70.72928),(5 73.06416),(6 75.16389),(7 75.21821),(8 75.59261),(9 74.69287),(10 75.64765),(11 75.53909),(12 77.95073),(13 78.65523),(14 80.180176),(15 79.123436),(16 79.77532),(17 79.40087),(18 79.11382),(19 78.906105),(20 78.05431),(21 78.09989),(22 78.36556),(23 79.65285),(24 80.70154),(25 81.86852),(26 82.67723),(27 81.85392),(28 82.88597),(29 82.354164),(30 83.65702),(31 83.01684),(32 82.85389),(33 83.14799),(34 83.63745),(35 83.47941),(36 84.125984),(37 84.39408),(38 84.95983),(39 82.46661),(40 82.976234),(41 82.21649),(42 82.40849),(43 82.394844),(44 83.479034),(45 83.00083),(46 82.85464),(47 82.10211),(48 81.67564),(49 81.77923),(50 80.89887),(51 79.05861),(52 79.43789),(53 80.538826),(54 79.754875),(55 80.22648),(56 80.13912),(57 80.515175),(58 80.37145),(59 79.82345),(60 79.85452),(61 80.387146),(62 79.72415),(63 78.902084),(64 79.34646),(65 79.56832),(66 80.04466),(67 81.14684),(68 81.521576),(69 82.25864),(70 82.79047),(71 82.570274),(72 83.354805),(73 82.7568),(74 81.956665),(75 80.97917),(76 82.18289),(77 82.88708),(78 83.70911),(79 83.32263),
(1 55.569004),(2 62.47728),(3 65.86941),(4 69.70527),(5 71.099686),(6 72.95132),(7 74.279945),(8 74.610405),(9 74.193146),(10 74.78572),(11 76.08843),(12 76.948845),(13 78.45137),(14 78.44029),(15 77.062965),(16 78.16714),(17 78.23857),(18 78.484795),(19 77.64938),(20 77.139755),(21 76.22612),(22 76.576355),(23 77.571846),(24 78.5218),(25 79.8744),(26 80.282906),(27 78.361694),(28 79.22202),(29 79.02573),(30 79.37345),(31 80.10894),(32 80.048195),(33 81.03032),(34 81.69095),(35 81.29305),(36 82.15337),(37 81.46821),(38 81.36349),(39 79.447266),(40 79.42321),(41 78.666016),(42 79.11242),(43 78.67769),(44 79.07077),(45 78.9197),(46 79.5382),(47 79.680405),(48 79.53253),(49 80.07443),(50 79.72292),(51 78.42136),(52 78.61752),(53 78.9969),(54 78.75555),(55 80.13902),(56 79.06157),(57 78.50624),(58 78.61989),(59 78.75946),(60 78.57743),(61 78.62792),(62 78.39226),(63 77.54156),(64 77.2617),(65 77.75448),(66 78.385544),(67 79.73235),(68 80.02029),(69 80.74399),(70 80.66733),(71 81.83305),(72 81.15071),(73 81.91388),(74 81.9052),(75 80.89986),(76 81.66954),(77 82.11382),(78 82.500435),(79 83.50907),
(1 54.211014),(2 61.18742),(3 65.01485),(4 67.589035),(5 69.30727),(6 70.71436),(7 72.033966),(8 72.69621),(9 72.192245),(10 74.52513),(11 74.39775),(12 75.66362),(13 76.257675),(14 76.11344),(15 76.33424),(16 76.57421),(17 76.8523),(18 77.64691),(19 76.99153),(20 76.87971),(21 76.19151),(22 76.8453),(23 77.84372),(24 78.31645),(25 79.74882),(26 81.298294),(27 80.32867),(28 80.86721),(29 80.46318),(30 80.61753),(31 80.49759),(32 80.59282),(33 80.56657),(34 81.041595),(35 80.03906),(36 80.96407),(37 81.06675),(38 80.510216),(39 78.42191),(40 78.46247),(41 78.68265),(42 78.21866),(43 77.99872),(44 77.94588),(45 78.54805),(46 78.595245),(47 78.3502),(48 79.02012),(49 79.25221),(50 79.25003),(51 78.15828),(52 78.94191),(53 78.09364),(54 78.51416),(55 78.82028),(56 78.76611),(57 79.19342),(58 79.68922),(59 78.72123),(60 78.58328),(61 78.15548),(62 77.60196),(63 75.50493),(64 76.68182),(65 76.67648),(66 77.98748),(67 78.87055),(68 79.92922),(69 79.44316),(70 79.10147),(71 79.03738),(72 79.62782),(73 80.340935),(74 80.767876),(75 79.554146),(76 80.61335),(77 80.89579),(78 82.30581),(79 82.81989),
(1 53.197746),(2 60.464577),(3 63.611195),(4 67.168495),(5 69.93725),(6 71.43566),(7 71.63744),(8 71.33011),(9 71.973076),(10 71.493484),(11 71.92299),(12 72.524956),(13 74.43498),(14 75.8408),(15 74.63083),(16 75.28245),(17 75.56292),(18 75.70578),(19 74.82885),(20 74.486496),(21 73.382225),(22 74.29436),(23 75.26758),(24 76.49577),(25 77.06206),(26 77.052895),(27 76.558876),(28 78.49506),(29 78.0686),(30 78.993744),(31 79.13824),(32 78.972534),(33 78.75656),(34 80.2885),(35 79.9838),(36 79.62854),(37 79.67283),(38 80.20819),(39 77.94275),(40 78.36754),(41 77.76962),(42 78.16622),(43 78.83214),(44 78.462746),(45 78.167015),(46 78.68012),(47 78.56854),(48 78.228935),(49 78.25711),(50 77.92135),(51 76.90087),(52 76.7394),(53 76.89584),(54 77.52891),(55 77.56257),(56 77.40204),(57 77.06098),(58 77.30463),(59 76.661),(60 76.99872),(61 77.79792),(62 77.68164),(63 75.90377),(64 76.72308),(65 76.33522),(66 76.97358),(67 76.67391),(68 77.990875),(69 78.52469),(70 79.16835),(71 79.47587),(72 80.25449),(73 80.17761),(74 80.04501),(75 78.66275),(76 79.66184),(77 78.90337),(78 79.84955),(79 80.15187),
(1 53.042366),(2 59.568462),(3 62.933994),(4 65.516716),(5 67.55287),(6 67.86581),(7 68.899895),(8 69.71946),(9 70.15154),(10 70.59716),(11 69.882416),(12 71.239),(13 71.85649),(14 72.387085),(15 71.120476),(16 72.253),(17 72.376076),(18 72.93535),(19 72.34197),(20 72.60149),(21 72.85963),(22 73.00528),(23 73.86695),(24 74.54358),(25 75.43152),(26 75.94248),(27 74.73463),(28 76.41423),(29 76.67057),(30 76.69166),(31 76.73766),(32 76.56658),(33 77.993034),(34 78.09287),(35 78.37829),(36 78.10724),(37 78.69662),(38 77.52553),(39 75.814644),(40 76.2047),(41 75.712166),(42 76.18862),(43 75.46379),(44 76.23076),(45 76.120705),(46 76.04291),(47 75.734856),(48 75.8338),(49 74.358826),(50 74.916725),(51 74.09896),(52 74.93169),(53 75.77298),(54 75.318665),(55 76.34744),(56 75.64317),(57 75.69498),(58 75.33458),(59 76.189575),(60 75.98719),(61 75.654526),(62 75.94676),(63 73.76174),(64 74.156166),(65 74.73049),(66 74.5619),(67 75.18168),(68 75.68541),(69 76.52885),(70 76.29024),(71 76.42125),(72 77.591),(73 77.44492),(74 76.35263),(75 76.80745),(76 77.08775),(77 77.74703),(78 78.73499),(79 78.652534),
(1 54.109077),(2 60.38734),(3 64.0893),(4 66.99275),(5 68.556915),(6 69.4963),(7 70.6479),(8 70.38468),(9 71.44634),(10 72.10841),(11 72.36122),(12 73.3151),(13 74.87263),(14 75.36517),(15 75.04657),(16 75.24667),(17 75.69435),(18 75.10451),(19 74.50166),(20 74.347115),(21 74.06441),(22 73.88965),(23 74.91701),(24 76.40954),(25 76.835014),(26 77.04266),(27 77.533424),(28 77.8932),(29 78.913445),(30 78.542534),(31 78.33152),(32 78.41329),(33 78.68565),(34 79.42324),(35 79.33298),(36 80.199974),(37 79.136604),(38 79.51134),(39 77.942665),(40 77.829865),(41 77.3173),(42 77.35345),(43 77.243866),(44 78.00166),(45 77.84077),(46 76.816666),(47 77.41496),(48 77.523125),(49 77.245926),(50 77.21983),(51 76.2624),(52 75.90562),(53 76.6862),(54 76.50082),(55 76.322),(56 76.06664),(57 75.19295),(58 74.944885),(59 77.07249),(60 76.601746),(61 76.32943),(62 75.562195),(63 73.42152),(64 73.76499),(65 74.81499),(66 74.78264),(67 76.03959),(68 75.94624),(69 76.588295),(70 77.41641),(71 77.41954),(72 77.59584),(73 77.8095),(74 78.25461),(75 77.499825),(76 78.64216),(77 78.955444),(78 79.94382),(79 80.05983),
(1 52.5086),(2 59.249054),(3 62.35566),(4 64.88113),(5 67.498116),(6 68.74577),(7 69.46103),(8 70.233826),(9 70.329155),(10 70.38797),(11 70.86435),(12 71.73399),(13 72.32314),(14 73.111595),(15 72.40412),(16 72.724075),(17 73.41487),(18 73.10767),(19 72.62366),(20 72.77421),(21 73.253845),(22 73.0586),(23 73.81311),(24 75.26384),(25 75.65259),(26 75.878654),(27 75.114944),(28 75.73334),(29 75.835556),(30 76.50167),(31 76.57993),(32 76.827866),(33 77.338356),(34 77.66619),(35 77.96595),(36 77.863945),(37 78.03868),(38 78.316086),(39 76.505585),(40 76.57092),(41 76.04057),(42 75.166855),(43 75.20966),(44 76.74805),(45 75.80206),(46 75.92452),(47 75.88015),(48 76.34352),(49 75.54765),(50 76.13378),(51 74.83599),(52 75.02606),(53 75.569214),(54 75.487625),(55 75.12777),(56 75.8464),(57 74.95689),(58 75.15926),(59 74.832054),(60 75.562614),(61 75.96905),(62 75.85974),(63 73.80892),(64 73.772675),(65 74.08299),(66 73.152916),(67 74.81353),(68 75.22327),(69 76.776436),(70 76.25513),(71 76.418884),(72 76.99755),(73 77.199356),(74 76.75073),(75 75.11383),(76 75.78363),(77 75.71898),(78 76.338234),(79 77.12381),
(1 52.348297),(2 59.4992),(3 62.68992),(4 64.872406),(5 67.37047),(6 68.34539),(7 69.04582),(8 69.48441),(9 69.76726),(10 69.465775),(11 70.98477),(12 71.77304),(13 72.40676),(14 73.885605),(15 72.40484),(16 73.61028),(17 73.22453),(18 72.94772),(19 72.87618),(20 72.700096),(21 71.9503),(22 71.98769),(23 71.9527),(24 73.34597),(25 73.59492),(26 74.505295),(27 73.44592),(28 74.51714),(29 75.23036),(30 75.65374),(31 75.81506),(32 76.82058),(33 75.94882),(34 76.67738),(35 77.53349),(36 77.6388),(37 78.04984),(38 77.03108),(39 76.186195),(40 76.27158),(41 76.04222),(42 75.93605),(43 75.221794),(44 76.027084),(45 76.44352),(46 75.677124),(47 75.13262),(48 75.416916),(49 75.14846),(50 75.09251),(51 74.16734),(52 73.55306),(53 74.250496),(54 74.88332),(55 75.193245),(56 74.59198),(57 74.51611),(58 74.46779),(59 74.44075),(60 74.98323),(61 74.73926),(62 74.337265),(63 73.35475),(64 73.0618),(65 72.92257),(66 73.66747),(67 73.68568),(68 74.81986),(69 75.99183),(70 75.69934),(71 75.78487),(72 76.55139),(73 76.784996),(74 77.65742),(75 75.75663),(76 76.66642),(77 77.1181),(78 76.662224),(79 77.44074),
(1 52.83796),(2 59.28971),(3 62.84647),(4 65.203156),(5 67.78125),(6 68.40174),(7 69.4874),(8 69.71948),(9 70.52213),(10 69.32085),(11 70.27048),(12 71.28437),(13 72.132576),(14 73.16687),(15 72.1811),(16 72.73558),(17 73.43102),(18 73.39674),(19 72.860466),(20 72.30701),(21 72.43316),(22 72.27162),(23 73.49813),(24 73.916176),(25 74.66064),(26 74.79836),(27 73.96195),(28 74.370964),(29 74.254616),(30 75.341),(31 75.15333),(32 76.02069),(33 76.646675),(34 76.95548),(35 76.86464),(36 76.92798),(37 76.77294),(38 75.82206),(39 74.73258),(40 74.45228),(41 73.69603),(42 73.493286),(43 74.114876),(44 73.71298),(45 73.55893),(46 73.41022),(47 74.03734),(48 75.051216),(49 74.62266),(50 74.03182),(51 73.758446),(52 73.52616),(53 74.80611),(54 75.00034),(55 74.49257),(56 75.10715),(57 75.436264),(58 74.836044),(59 74.51759),(60 74.72369),(61 74.56912),(62 74.026764),(63 72.35788),(64 73.124725),(65 73.40732),(66 74.23607),(67 74.83064),(68 75.27087),(69 74.8117),(70 75.061844),(71 75.41075),(72 76.05108),(73 76.98153),(74 76.16219),(75 75.43043),(76 75.896286),(77 76.596664),(78 77.925095),(79 77.605286),
(1 52.268127),(2 58.691135),(3 61.950043),(4 64.07975),(5 67.02511),(6 67.96426),(7 68.820305),(8 69.42212),(9 69.58903),(10 69.31963),(11 69.32736),(12 70.891914),(13 72.643875),(14 71.99299),(15 71.34947),(16 71.89864),(17 71.96351),(18 72.52796),(19 72.20381),(20 71.33701),(21 71.94527),(22 72.061005),(23 72.89566),(24 74.11567),(25 74.78978),(26 75.28811),(27 73.59122),(28 75.13119),(29 75.31654),(30 75.556725),(31 75.93697),(32 76.34198),(33 75.79),(34 75.95804),(35 76.103386),(36 76.58899),(37 77.24631),(38 76.36559),(39 75.834305),(40 75.64739),(41 75.61138),(42 75.17207),(43 75.40992),(44 75.10389),(45 75.27868),(46 74.87917),(47 75.04303),(48 75.23973),(49 74.26873),(50 74.2941),(51 73.14955),(52 73.06148),(53 73.50306),(54 73.59706),(55 74.03084),(56 73.69198),(57 73.45739),(58 73.34375),(59 73.61314),(60 73.7576),(61 74.128105),(62 73.93086),(63 72.34594),(64 72.552246),(65 73.03756),(66 73.17321),(67 73.749176),(68 74.602165),(69 75.70194),(70 74.89726),(71 74.92079),(72 74.62798),(73 75.20481),(74 75.4073),(75 74.704346),(76 75.00499),(77 74.86943),(78 76.21957),(79 76.26352),
(1 51.83455),(2 57.946804),(3 60.829704),(4 63.13862),(5 66.337906),(6 66.73615),(7 68.502304),(8 69.02907),(9 68.882774),(10 69.356415),(11 68.69414),(12 69.993004),(13 71.26742),(14 71.7282),(15 71.651344),(16 71.91143),(17 71.886116),(18 71.05936),(19 70.94312),(20 70.99083),(21 70.59925),(22 71.29631),(23 72.05476),(24 72.81465),(25 74.10676),(26 74.899765),(27 73.12698),(28 74.02726),(29 74.16345),(30 74.56886),(31 74.47524),(32 74.46439),(33 74.407814),(34 75.86103),(35 75.54682),(36 75.951935),(37 75.15511),(38 75.959656),(39 73.97778),(40 73.61122),(41 73.50151),(42 75.1824),(43 73.586716),(44 74.312515),(45 74.30429),(46 73.57216),(47 73.953674),(48 74.37832),(49 73.53525),(50 73.15508),(51 72.303734),(52 72.511696),(53 73.3622),(54 74.07312),(55 73.325294),(56 72.96095),(57 73.25613),(58 73.11193),(59 72.3171),(60 73.40788),(61 73.21991),(62 73.404724),(63 71.51243),(64 71.964645),(65 71.6354),(66 71.50961),(67 72.47588),(68 73.53216),(69 74.1532),(70 75.22009),(71 75.05916),(72 76.54832),(73 76.33967),(74 76.58027),(75 75.33804),(76 76.04761),(77 76.54989),(78 76.7557),(79 76.82149),
(1 50.675934),(2 56.934006),(3 59.887947),(4 62.644794),(5 64.59263),(6 65.93109),(7 67.35226),(8 67.059364),(9 67.8028),(10 67.541534),(11 68.01444),(12 69.223335),(13 70.04096),(14 70.24855),(15 70.6871),(16 70.4238),(17 70.38549),(18 71.03652),(19 70.46394),(20 70.937004),(21 70.454094),(22 70.136154),(23 70.88623),(24 72.19451),(25 73.14383),(26 73.32622),(27 72.53784),(28 73.16277),(29 72.79996),(30 72.6583),(31 73.70122),(32 74.3192),(33 73.80159),(34 73.61495),(35 74.14023),(36 74.51762),(37 74.94887),(38 74.176926),(39 72.198105),(40 72.581726),(41 72.46919),(42 72.84777),(43 72.83487),(44 72.9328),(45 72.77498),(46 72.42471),(47 72.201675),(48 72.86827),(49 73.19812),(50 72.902176),(51 72.40599),(52 72.29643),(53 73.02012),(54 73.22466),(55 73.246826),(56 73.22989),(57 72.784775),(58 73.11407),(59 72.12878),(60 71.73143),(61 72.52158),(62 73.08158),(63 71.32382),(64 70.96658),(65 71.024704),(66 72.21998),(67 72.476875),(68 73.747955),(69 73.85755),(70 73.1902),(71 73.67894),(72 73.33066),(73 72.977),(74 73.94759),(75 73.052246),(76 73.0469),(77 73.47179),(78 74.33492),(79 74.0297),
