1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 20194.152),(2 69022.17),(3 150151.69),(4 250166.05),(5 369649.22),(6 502541.47),(7 646297.75),(8 798661.4),(9 961209.06),(10 1129638.8),(11 1296957.3),(12 1462984.4),(13 1623836.4),(14 1780165),(15 1924839.3),(16 2057197),(17 2173002.5),(18 2282924.3),(19 2378300.5),(20 2467264.3),(21 2550246.5),(22 2627712.8),(23 2700568.5),(24 2765206.8),(25 2835074.5),(26 2908078),(27 2985315.5),(28 3058353.8),(29 3128361.5),(30 3208802),(31 3295893.3),(32 3389989.5),(33 3483754.5),(34 3583810.5),(35 3679395.5),(36 3771192.3),(37 3873858),(38 3962375.3),(39 4039500.5),(40 4121799.8),(41 4204374.5),(42 4277899),(43 4340604),(44 4404910.5),(45 4457937),(46 4510453.5),(47 4547667),(48 4566301),(49 4575549),(50 4577569),(51 4566207),(52 4545591.5),(53 4502412),(54 4462333),(55 4393406.5),(56 4321981),(57 4240454.5),(58 4154233.8),(59 4056371.8),(60 3960205.5),(61 3865400),(62 3773909.3),(63 3685188.8),(64 3598739.5),(65 3516337.5),(66 3446087),(67 3388224.8),(68 3326962),(69 3278287.3),(70 3247991.8),(71 3218474.5),(72 3205458),(73 3198544.8),(74 3191627.8),(75 3194469.5),(76 3204605.5),(77 3217405.5),(78 3233856.8),(79 3260311),
(1 19444.643),(2 68565.914),(3 154057.08),(4 259892.61),(5 387290.88),(6 530189.5),(7 685076.44),(8 849229.7),(9 1018585.06),(10 1191407.4),(11 1361412.9),(12 1526021.5),(13 1684583.5),(14 1839286.1),(15 1991624.4),(16 2133003.3),(17 2261263),(18 2385522.3),(19 2500954.3),(20 2607399.3),(21 2700358),(22 2782371.3),(23 2857272),(24 2918053.3),(25 2975894.8),(26 3032568.3),(27 3083048),(28 3135241.8),(29 3176589.3),(30 3223283.3),(31 3266402.8),(32 3312858),(33 3363801.3),(34 3420226),(35 3475789.8),(36 3526577),(37 3581418.8),(38 3630270.8),(39 3667851),(40 3705461.3),(41 3745764.8),(42 3782462.8),(43 3801921.3),(44 3822032.3),(45 3839302.8),(46 3852490.3),(47 3867312),(48 3883752.3),(49 3895705.8),(50 3913322),(51 3928648.8),(52 3939337),(53 3936605),(54 3933510),(55 3915488.3),(56 3891800.8),(57 3863917.3),(58 3829872),(59 3788502),(60 3750030),(61 3712965.3),(62 3674776.3),(63 3634650),(64 3597305.8),(65 3555882.3),(66 3522527.3),(67 3487263.3),(68 3448369.3),(69 3414311.8),(70 3393407.3),(71 3370427.8),(72 3360239),(73 3362416),(74 3369884.8),(75 3384276),(76 3409493.3),(77 3442004.8),(78 3473869.3),(79 3514276.8),
(1 19774.992),(2 69016.35),(3 155368.75),(4 264258.75),(5 394220.63),(6 537388.6),(7 695037.8),(8 860186.9),(9 1031433.75),(10 1206286.9),(11 1379788.5),(12 1549932.6),(13 1715636.8),(14 1876025.1),(15 2030062.8),(16 2175980.3),(17 2301911.3),(18 2428538.5),(19 2545181.5),(20 2642658.5),(21 2730874.5),(22 2807675),(23 2880656),(24 2947567.3),(25 3013204.5),(26 3071867),(27 3135343.3),(28 3192006.5),(29 3253705),(30 3310577.3),(31 3362990),(32 3426323.8),(33 3475373.5),(34 3529883.5),(35 3579325),(36 3620702),(37 3652401.3),(38 3678395.5),(39 3695885.8),(40 3699563.3),(41 3697899.8),(42 3686983.8),(43 3659153.3),(44 3630793),(45 3597680),(46 3548782),(47 3502749),(48 3449335),(49 3396209),(50 3345388.8),(51 3298228.5),(52 3255048.8),(53 3225926.5),(54 3187189.8),(55 3155389),(56 3126715.8),(57 3099868.3),(58 3071164.8),(59 3044496),(60 3014895.3),(61 2992962),(62 2970957.8),(63 2954411),(64 2939377.3),(65 2923555.3),(66 2918702),(67 2920328),(68 2921445),(69 2925385),(70 2936457),(71 2950916.8),(72 2980741),(73 3010558),(74 3046435.8),(75 3086253.5),(76 3132788.8),(77 3180242),(78 3226308.3),(79 3276152),
(1 19377.252),(2 67325.164),(3 150535.28),(4 252315.31),(5 371155.28),(6 502939.03),(7 642152.4),(8 790428.94),(9 946268),(10 1098719.9),(11 1251144.1),(12 1404134.8),(13 1555769.9),(14 1710174.1),(15 1869876.4),(16 2032716),(17 2193643.8),(18 2360349.5),(19 2525002.5),(20 2678678),(21 2825325.8),(22 2963239),(23 3089059.8),(24 3211572.3),(25 3320433),(26 3418355.8),(27 3514677.8),(28 3589454.8),(29 3663301),(30 3729516.5),(31 3788941.8),(32 3842338.3),(33 3882339.8),(34 3915001),(35 3932531.5),(36 3932260.5),(37 3918866),(38 3896409.5),(39 3854964.3),(40 3802986.3),(41 3732161.3),(42 3663603.5),(43 3587487),(44 3510234.5),(45 3433191),(46 3348800),(47 3268162.5),(48 3188435),(49 3113163.3),(50 3044912.8),(51 2983729),(52 2924310),(53 2869469),(54 2810558.8),(55 2758358.8),(56 2714515),(57 2674610.5),(58 2641160.8),(59 2608198.3),(60 2580609.5),(61 2555879),(62 2531896),(63 2513404),(64 2491849.5),(65 2479424.8),(66 2472723),(67 2466189),(68 2454989.3),(69 2447462.5),(70 2440589.5),(71 2441138.5),(72 2446401),(73 2463026.5),(74 2481988.5),(75 2506022.8),(76 2537884.3),(77 2573775.8),(78 2610284.5),(79 2647268.8),
(1 19031.121),(2 64367.953),(3 138100.98),(4 230619.36),(5 336534),(6 455917.84),(7 582893),(8 718780.3),(9 864380.25),(10 1009974.44),(11 1152689),(12 1294269.8),(13 1431278.5),(14 1568680.3),(15 1707068.6),(16 1847352.1),(17 1986238.4),(18 2120027),(19 2250600.3),(20 2365606),(21 2476603),(22 2580266),(23 2674609),(24 2757371.8),(25 2830987.5),(26 2896849.5),(27 2962833),(28 3008551.8),(29 3048217.5),(30 3074414.5),(31 3090482),(32 3108203.5),(33 3113273.8),(34 3120142.8),(35 3119812.5),(36 3108550.3),(37 3092461.8),(38 3075255.5),(39 3052243.3),(40 3026702.3),(41 2998746.8),(42 2975899.8),(43 2944888.3),(44 2914706.3),(45 2881668.8),(46 2847702.5),(47 2813022.8),(48 2779910.3),(49 2742277.3),(50 2705943),(51 2672859.8),(52 2648954.3),(53 2621714),(54 2601785.8),(55 2581376.3),(56 2565375.8),(57 2557332.8),(58 2552561),(59 2547401.8),(60 2538321.3),(61 2529177),(62 2517019.3),(63 2503472.5),(64 2490396.8),(65 2479283.5),(66 2467862.3),(67 2454029),(68 2437018.8),(69 2418998),(70 2402554.8),(71 2393998.8),(72 2386659.5),(73 2387710),(74 2398361.5),(75 2410412),(76 2422559.5),(77 2439686),(78 2462505.3),(79 2482328.3),
(1 19931.398),(2 67066.086),(3 145573.94),(4 240545.4),(5 351690.13),(6 475742.8),(7 605883.44),(8 742484.44),(9 886061.6),(10 1032987.4),(11 1183476),(12 1334001.1),(13 1483034.4),(14 1636083.5),(15 1789284.5),(16 1936228.5),(17 2082422.4),(18 2224423.3),(19 2361693.8),(20 2489142.8),(21 2608525.5),(22 2722025.5),(23 2823208),(24 2918578.8),(25 3000179.8),(26 3077232),(27 3138937.5),(28 3174510.8),(29 3208853.3),(30 3230818.8),(31 3241031.5),(32 3243849.3),(33 3244019.5),(34 3233575.5),(35 3219299.5),(36 3191741.3),(37 3158232.8),(38 3122322.3),(39 3091253.8),(40 3058066.3),(41 3026488.5),(42 2996669.5),(43 2962481.5),(44 2928154.8),(45 2902586.8),(46 2869705.3),(47 2841336.8),(48 2816988),(49 2796913.5),(50 2778057.8),(51 2771459.8),(52 2761539.5),(53 2759625.5),(54 2756489.5),(55 2762175.5),(56 2763957),(57 2771259),(58 2779268.3),(59 2791827.8),(60 2801091),(61 2812729),(62 2815736.8),(63 2820540.3),(64 2828615),(65 2836465),(66 2849753),(67 2850067.5),(68 2851337.5),(69 2846496.5),(70 2842437),(71 2838711),(72 2830849),(73 2827561),(74 2825684.8),(75 2829217.5),(76 2829095.5),(77 2837329),(78 2838193.5),(79 2842449),
(1 17836.549),(2 59231.066),(3 130884.56),(4 218751.84),(5 324422.78),(6 442827.3),(7 570423.9),(8 704240.9),(9 840228.6),(10 978923.75),(11 1113103.9),(12 1248946.1),(13 1378039.4),(14 1509767.9),(15 1640882.9),(16 1763209.4),(17 1880826.8),(18 1989535.3),(19 2086035.5),(20 2175204.3),(21 2251448.8),(22 2320847.5),(23 2385766.3),(24 2438754.5),(25 2482486.8),(26 2527358),(27 2562684.5),(28 2575585.8),(29 2588066.3),(30 2587445.3),(31 2583692.5),(32 2579410.8),(33 2582883),(34 2584739.3),(35 2581792.8),(36 2581521.5),(37 2578457),(38 2576095),(39 2575485.3),(40 2576309.8),(41 2577659),(42 2574679),(43 2566731.3),(44 2557125),(45 2543039),(46 2527331),(47 2512385.5),(48 2498466.8),(49 2486564.8),(50 2473528.8),(51 2464816),(52 2457226.3),(53 2440816.8),(54 2429353.8),(55 2422730),(56 2418432.8),(57 2421707.3),(58 2422874.8),(59 2431163),(60 2440845.5),(61 2453882.3),(62 2463049),(63 2471666.5),(64 2486617),(65 2500640.3),(66 2510314.3),(67 2515980.8),(68 2516611),(69 2510131.5),(70 2500619.8),(71 2485816.5),(72 2468352.5),(73 2460420.3),(74 2451784.8),(75 2440588.3),(76 2429916.5),(77 2425439),(78 2417579),(79 2415241),
(1 16387.287),(2 54508.37),(3 120246.41),(4 200138.97),(5 293574.13),(6 398007.88),(7 505529.7),(8 618377),(9 732774.8),(10 846184),(11 958763.1),(12 1072061.6),(13 1175905.9),(14 1281531.3),(15 1386338.3),(16 1485223.3),(17 1574437.4),(18 1657945.6),(19 1738834.1),(20 1815643.4),(21 1886232.8),(22 1956084.5),(23 2015789.4),(24 2074752.5),(25 2128037.8),(26 2172035),(27 2211073.8),(28 2239785.3),(29 2260770.5),(30 2273108),(31 2275115),(32 2270794.8),(33 2271196.3),(34 2263638.8),(35 2254095.3),(36 2241533.5),(37 2226267.3),(38 2211476.3),(39 2204723),(40 2194290.3),(41 2188199.3),(42 2184601.5),(43 2173285.3),(44 2160239.8),(45 2146641.3),(46 2131567),(47 2117793.3),(48 2104321.8),(49 2091245.1),(50 2087665.5),(51 2082274.1),(52 2076747.6),(53 2070529),(54 2061133.4),(55 2060790.5),(56 2056973.9),(57 2059249),(58 2061711),(59 2059052.6),(60 2060493.1),(61 2065908.1),(62 2070014.5),(63 2075495),(64 2083915.1),(65 2093435.4),(66 2109262.5),(67 2120603.3),(68 2131303.3),(69 2143488.5),(70 2154705),(71 2157739),(72 2155267),(73 2149307.8),(74 2142466.5),(75 2135242.8),(76 2128378.3),(77 2121931.8),(78 2109062.3),(79 2099481.8),
(1 15188.637),(2 50496.242),(3 109002.42),(4 176738.64),(5 253852.25),(6 335992.13),(7 421687.56),(8 511244.94),(9 604841.5),(10 695393.1),(11 783967.4),(12 866804.25),(13 938863.7),(14 1008116.25),(15 1076901.9),(16 1138021.5),(17 1194209.6),(18 1248419),(19 1298643.4),(20 1341595),(21 1380959),(22 1408732.4),(23 1436318.8),(24 1462799.1),(25 1484711.6),(26 1508692),(27 1531638.3),(28 1555847.8),(29 1573196.1),(30 1588377.9),(31 1601095.8),(32 1611804.5),(33 1629312.4),(34 1644374.5),(35 1659904),(36 1674148.8),(37 1686126.8),(38 1701163.6),(39 1718492.4),(40 1733669.5),(41 1755722.5),(42 1772806.9),(43 1793113),(44 1807848),(45 1824684.5),(46 1835082.1),(47 1847103),(48 1856580.3),(49 1856943.5),(50 1859733.3),(51 1857192.8),(52 1850306.3),(53 1834300.3),(54 1817544.9),(55 1794271.1),(56 1767781.9),(57 1739328.4),(58 1705706.8),(59 1673364.8),(60 1641369),(61 1615543),(62 1592164),(63 1576489.9),(64 1562899),(65 1559437.3),(66 1560201.3),(67 1566432.4),(68 1573509.8),(69 1588697),(70 1604194.8),(71 1623220.1),(72 1645647.3),(73 1668650.8),(74 1690426.5),(75 1710390.8),(76 1730997.8),(77 1749660),(78 1766780),(79 1786404.5),
(1 13872.044),(2 45199.98),(3 97956.89),(4 159833.55),(5 230906.22),(6 307343.28),(7 386785.53),(8 470664.8),(9 555207.5),(10 638705.4),(11 719068.56),(12 794091.25),(13 862236),(14 924482.5),(15 980321.06),(16 1026055.8),(17 1070412.1),(18 1109523.9),(19 1141712.5),(20 1163462),(21 1176507),(22 1182809.3),(23 1188750.3),(24 1197824.6),(25 1204766.8),(26 1211605.4),(27 1221548.6),(28 1231487.4),(29 1243481.8),(30 1251692.1),(31 1256833),(32 1259590.9),(33 1266014.8),(34 1269706.1),(35 1276079),(36 1286746.3),(37 1301108.8),(38 1319959.9),(39 1337549.4),(40 1361276.5),(41 1390698.8),(42 1416031.1),(43 1445893.4),(44 1470344.6),(45 1497731.8),(46 1521487.8),(47 1548899.4),(48 1571766.8),(49 1594946.1),(50 1615321.3),(51 1635074),(52 1651369.8),(53 1660075.6),(54 1664604.8),(55 1668605.3),(56 1662217.8),(57 1650336),(58 1633214.5),(59 1612534.6),(60 1591603.6),(61 1569394.8),(62 1547666),(63 1529303.1),(64 1512408.4),(65 1508179.6),(66 1502925.3),(67 1503725.3),(68 1510979.6),(69 1523832.3),(70 1535935.8),(71 1549219.9),(72 1557782.8),(73 1570520.4),(74 1579716.4),(75 1589482),(76 1597611.8),(77 1601397.9),(78 1606782.9),(79 1615182.5),
(1 16599.158),(2 55956.992),(3 122839.47),(4 202978.55),(5 294213.97),(6 390587.78),(7 490460.47),(8 591344.7),(9 691603.8),(10 788675.44),(11 883053.5),(12 972159),(13 1056912.3),(14 1134387.3),(15 1204692.1),(16 1268423.3),(17 1319948.6),(18 1367796.1),(19 1405323.9),(20 1430361.5),(21 1443991.5),(22 1451247.9),(23 1454601.1),(24 1457352.4),(25 1456927.4),(26 1451450),(27 1445862.8),(28 1434272.9),(29 1423784.3),(30 1412397),(31 1405208.8),(32 1400569.6),(33 1402853.8),(34 1407680.4),(35 1414620.4),(36 1430150.6),(37 1447664),(38 1471929.1),(39 1495343.4),(40 1526040.6),(41 1557965.8),(42 1587546),(43 1620557.5),(44 1656007.3),(45 1692962.3),(46 1727658.1),(47 1759794.4),(48 1787431.6),(49 1809775.4),(50 1827492.8),(51 1845128.3),(52 1862795.9),(53 1880034),(54 1900465.9),(55 1921747.6),(56 1940102),(57 1957222.9),(58 1967959.4),(59 1974282),(60 1975610.5),(61 1973694),(62 1964315.6),(63 1951117.8),(64 1941379.3),(65 1932372.1),(66 1920653.8),(67 1914448.1),(68 1907149.5),(69 1904279.6),(70 1902699.3),(71 1904431.8),(72 1907122),(73 1908993.6),(74 1908344.4),(75 1903642.5),(76 1891755),(77 1880961.8),(78 1864355.4),(79 1848780.4),
(1 14965.035),(2 50062.29),(3 110415.52),(4 181830.06),(5 261927.64),(6 347732.88),(7 436191.63),(8 525930.56),(9 611874.3),(10 698771.75),(11 782591.25),(12 860586.56),(13 936656.3),(14 1004910.1),(15 1064594.6),(16 1114976),(17 1157049.8),(18 1186838.9),(19 1208359.3),(20 1222901.8),(21 1231317.4),(22 1233491.4),(23 1235168.9),(24 1238867.8),(25 1236364.3),(26 1236696.3),(27 1237164.9),(28 1237197.6),(29 1239227.1),(30 1239695.8),(31 1242693.3),(32 1248596.8),(33 1256946.5),(34 1271930.4),(35 1285983.4),(36 1302167.4),(37 1318362.3),(38 1334584.5),(39 1358098.8),(40 1381126.8),(41 1402356.1),(42 1429160.1),(43 1453950.6),(44 1476154.3),(45 1495962.8),(46 1511544.1),(47 1523044),(48 1527802.9),(49 1530939.5),(50 1530102.9),(51 1531134.6),(52 1527328.1),(53 1521245.6),(54 1517957.9),(55 1513572.5),(56 1506267.5),(57 1502135.5),(58 1497896.3),(59 1494686.3),(60 1485933.6),(61 1476932.6),(62 1468771.5),(63 1457943.1),(64 1451161.4),(65 1453638.5),(66 1460237.3),(67 1471290.1),(68 1485752.5),(69 1506771.6),(70 1528296.3),(71 1544793.6),(72 1560777.5),(73 1576040.5),(74 1587893.6),(75 1595188.5),(76 1603215.8),(77 1605225.3),(78 1602182.9),(79 1600797.3),
(1 15271.958),(2 50004.676),(3 105479.01),(4 171003.17),(5 245820.44),(6 323779.4),(7 401584),(8 481049.5),(9 556367.56),(10 627211),(11 692443.6),(12 750734.75),(13 801584),(14 846021),(15 882693.94),(16 909682.5),(17 934136.4),(18 950916.94),(19 963669.75),(20 973773.56),(21 979983.25),(22 982143.06),(23 981518.3),(24 985269.94),(25 989227.06),(26 994412.94),(27 997980.8),(28 1000877.1),(29 1002914.3),(30 1005518.8),(31 1007853.3),(32 1008634.9),(33 1011084),(34 1017016),(35 1023879.25),(36 1031148),(37 1039101.5),(38 1044910.25),(39 1052547.5),(40 1055584.3),(41 1053466.6),(42 1053006.6),(43 1051610.9),(44 1050350),(45 1049380.4),(46 1048880.5),(47 1051815.5),(48 1050547.9),(49 1051398.4),(50 1052386.8),(51 1053154.8),(52 1054170.3),(53 1058726.6),(54 1063583.1),(55 1070056.9),(56 1076941.3),(57 1082104.9),(58 1089818),(59 1096346.1),(60 1101110.6),(61 1102001.1),(62 1101310.3),(63 1103640.5),(64 1103976),(65 1110143.1),(66 1117722),(67 1126754.3),(68 1135820.6),(69 1147901.8),(70 1161526.8),(71 1174864.8),(72 1187292.3),(73 1200825.5),(74 1211344.4),(75 1218908.9),(76 1227401.6),(77 1226769.5),(78 1221131.4),(79 1219653.4),
(1 15738.978),(2 51122.88),(3 105579.625),(4 169393.5),(5 239979.42),(6 313635.44),(7 384510.3),(8 454673.34),(9 518101.78),(10 577576.7),(11 629466.25),(12 676411.3),(13 715301.1),(14 751329.75),(15 780170.25),(16 803683),(17 823695.6),(18 838721.75),(19 851923.44),(20 863530.3),(21 871343.8),(22 880380.56),(23 886260.9),(24 893590.5),(25 900174.4),(26 907117.1),(27 917003),(28 924765.6),(29 931328.4),(30 938358.06),(31 946315.94),(32 956949.75),(33 970545.94),(34 984150.25),(35 996288.44),(36 1009819.75),(37 1020209.7),(38 1031110.94),(39 1044478.25),(40 1057878.8),(41 1070854.9),(42 1085179.9),(43 1099576.9),(44 1117970.3),(45 1137840.8),(46 1158483.9),(47 1180359.5),(48 1200762.1),(49 1223971.8),(50 1246064.3),(51 1271373.5),(52 1293787.9),(53 1314509.9),(54 1337147.8),(55 1354394),(56 1368045.4),(57 1381464.6),(58 1396783.6),(59 1410839),(60 1427064.9),(61 1441630.6),(62 1450450.9),(63 1461804.8),(64 1464297.8),(65 1467454.9),(66 1466922.8),(67 1459111.6),(68 1441661.4),(69 1423006.9),(70 1403689),(71 1385450.3),(72 1368312.4),(73 1351143.5),(74 1339610.3),(75 1329250.6),(76 1320870.8),(77 1314505.6),(78 1311133.8),(79 1312577.1),
(1 15057.03),(2 48742.305),(3 100251.055),(4 161232.1),(5 229562.42),(6 300137.56),(7 370684.7),(8 438487.97),(9 500001.16),(10 555999.1),(11 606562.3),(12 653068.25),(13 693532.94),(14 726762.06),(15 754442.4),(16 775068.6),(17 790349.44),(18 799864.56),(19 807996.44),(20 812418.25),(21 809649.44),(22 808822.94),(23 808876.2),(24 813207.6),(25 817742.1),(26 823942.06),(27 831783.94),(28 838058.75),(29 844342.7),(30 852879.3),(31 860936.25),(32 870915.6),(33 880905.5),(34 891102.7),(35 899321.7),(36 909876.4),(37 917521.25),(38 927860.6),(39 940526.7),(40 950613.9),(41 962253),(42 972112.7),(43 980491.75),(44 989798.25),(45 1001611.44),(46 1013442.7),(47 1027168.6),(48 1040464.6),(49 1053970),(50 1065036.6),(51 1073814.1),(52 1081586.3),(53 1090168.9),(54 1098290.3),(55 1101919),(56 1104621.8),(57 1110266.6),(58 1118457.4),(59 1127319),(60 1137719.9),(61 1146475.5),(62 1150547.4),(63 1154141.5),(64 1154495.3),(65 1158981.9),(66 1159659.3),(67 1159655.5),(68 1151517.4),(69 1141550.4),(70 1130677.1),(71 1120099.4),(72 1111895.6),(73 1103789.4),(74 1095987.8),(75 1089394.9),(76 1082956.4),(77 1079998.6),(78 1076814.1),(79 1073198),
(1 16196.783),(2 54050.117),(3 117215.38),(4 189452.4),(5 267979.38),(6 345204.38),(7 419667.38),(8 489260.28),(9 553304),(10 610628.7),(11 660913.5),(12 706013),(13 743975.25),(14 775440.44),(15 797958.1),(16 816582.75),(17 826100.7),(18 835393.06),(19 841820),(20 843384.2),(21 842589.7),(22 843311.7),(23 845952.2),(24 852516.9),(25 859559.06),(26 869460.56),(27 880876.75),(28 898214.1),(29 916706.4),(30 939289.1),(31 963421.44),(32 990321.1),(33 1016897.06),(34 1041404.7),(35 1064285.9),(36 1084223.8),(37 1103020.6),(38 1119289.6),(39 1135595.6),(40 1148952),(41 1162217.4),(42 1171003.8),(43 1178095.8),(44 1181820.5),(45 1182132.6),(46 1179002.3),(47 1172338.3),(48 1165943),(49 1158973.5),(50 1156811.6),(51 1154983.6),(52 1157165.8),(53 1160005.4),(54 1162710.3),(55 1166914.8),(56 1168564.3),(57 1170799.6),(58 1172977.1),(59 1173532.6),(60 1175654.5),(61 1174981.1),(62 1173915.4),(63 1168123.4),(64 1162838),(65 1156931.8),(66 1150335),(67 1141535),(68 1134268.6),(69 1125665.9),(70 1122254.9),(71 1114272.4),(72 1107384.4),(73 1101467.5),(74 1098530.5),(75 1094488),(76 1093051.6),(77 1092867.3),(78 1097151),(79 1098723),
(1 15654.247),(2 52173.9),(3 109925.8),(4 174037.94),(5 242801.86),(6 311782.2),(7 377888.88),(8 439708.8),(9 495247.8),(10 544436.9),(11 584215.7),(12 617887.1),(13 644641.3),(14 665801.8),(15 683264.8),(16 697394.25),(17 703256.7),(18 707581.44),(19 705002.1),(20 703708.7),(21 700441.94),(22 699161),(23 699649.75),(24 700806.7),(25 709489.4),(26 723952.4),(27 743556.1),(28 769493.5),(29 796609.94),(30 823288.4),(31 852401.06),(32 879246.5),(33 905291.94),(34 929072.2),(35 950908.25),(36 968990.5),(37 983185.5),(38 992696.25),(39 998291.56),(40 1003843.4),(41 1006903.94),(42 1009264.6),(43 1005994.75),(44 1004592),(45 1000950.75),(46 995979),(47 991661.3),(48 987333),(49 989071.8),(50 994078.4),(51 999894.56),(52 1009570.9),(53 1017260.6),(54 1026711.6),(55 1034569.44),(56 1041230.7),(57 1044647.8),(58 1047603.2),(59 1047439.1),(60 1043981.94),(61 1037999.6),(62 1031310.9),(63 1025607.1),(64 1021606.5),(65 1019778.7),(66 1017904.6),(67 1019156.8),(68 1021513.75),(69 1024814.4),(70 1030899),(71 1033134.56),(72 1036215.1),(73 1038230.4),(74 1039250.7),(75 1037566.56),(76 1033977.06),(77 1029333.7),(78 1028195.75),(79 1023761.06),
(1 16397.94),(2 54268.082),(3 113697.5),(4 182258.3),(5 258977.38),(6 337920.88),(7 416389.25),(8 492064.13),(9 557827.1),(10 616329.75),(11 663569.9),(12 698911.4),(13 726623.94),(14 750133.8),(15 766744.9),(16 775766.5),(17 777977.6),(18 778783.4),(19 776165.1),(20 772901.94),(21 769147.4),(22 767192.06),(23 763206.1),(24 762541.1),(25 767366.8),(26 777627.8),(27 787844.06),(28 803785.1),(29 819753.5),(30 835209),(31 856170.5),(32 876458.5),(33 902114.5),(34 925658.4),(35 947537.75),(36 964223.2),(37 981977.25),(38 991546.4),(39 999921.94),(40 1004133.6),(41 1007329.94),(42 1008214.1),(43 1007656.2),(44 1010010.9),(45 1009904.06),(46 1009678.7),(47 1011516.8),(48 1014298.7),(49 1021561.56),(50 1031749.5),(51 1040692.25),(52 1050005.8),(53 1057865.8),(54 1065720.5),(55 1071989.4),(56 1077292.1),(57 1079756.1),(58 1076462.8),(59 1068887.9),(60 1059679.3),(61 1049156.1),(62 1037169.6),(63 1026085.94),(64 1013615.44),(65 1002279.7),(66 992239.75),(67 986673.9),(68 982776.5),(69 981033.25),(70 982985.56),(71 983587.2),(72 983805.94),(73 985697),(74 987854.1),(75 989907.94),(76 992064.25),(77 991678.1),(78 993135.1),(79 996673.44),
