1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 32651.242),(2 125056.33),(3 272925.7),(4 468273.6),(5 708156.3),(6 984089.06),(7 1288710.4),(8 1613853.6),(9 1951422.1),(10 2293215),(11 2631340.8),(12 2968235.8),(13 3280654.5),(14 3570324.3),(15 3827387.8),(16 4035867.8),(17 4201107.5),(18 4328878),(19 4421469.5),(20 4458657.5),(21 4464639.5),(22 4433090.5),(23 4372733),(24 4293150),(25 4207190.5),(26 4123549.3),(27 4047817.5),(28 3981688.3),(29 3918680.3),(30 3855896.3),(31 3807053.3),(32 3771965.3),(33 3745524.5),(34 3725690.5),(35 3708032.8),(36 3685979.8),(37 3682070),(38 3683927),(39 3679621.5),(40 3675229.5),(41 3671746.8),(42 3664176.3),(43 3654602.5),(44 3640426.5),(45 3627720.3),(46 3613695.3),(47 3602405.3),(48 3582601.8),(49 3559031),(50 3527526.3),(51 3493215.8),(52 3457623),(53 3416279),(54 3384601),(55 3348620.5),(56 3321354.5),(57 3310148.3),(58 3306706.5),(59 3313338.5),(60 3325777.5),(61 3350892.3),(62 3382254.3),(63 3420967.8),(64 3458618.5),(65 3503678.5),(66 3547105.5),(67 3583973.5),(68 3613747.8),(69 3644109.5),(70 3686059.3),(71 3736130.8),(72 3786220.8),(73 3838669.3),(74 3886932.3),(75 3927696.8),(76 3955625.5),(77 3975632.8),(78 3989479),(79 4004517.5),
(1 34346.375),(2 130839.98),(3 283067.03),(4 483536.25),(5 728958.06),(6 1005529.8),(7 1305317.4),(8 1617948.4),(9 1932604.9),(10 2238164),(11 2533299.3),(12 2809820),(13 3058275.8),(14 3274041.3),(15 3452292),(16 3587117.8),(17 3686712.8),(18 3754525.3),(19 3796905.3),(20 3809328),(21 3800109.8),(22 3765311),(23 3721697.8),(24 3671218.8),(25 3621427.3),(26 3569214.8),(27 3515368),(28 3466200),(29 3417798),(30 3364731),(31 3313119.3),(32 3256881),(33 3203911.3),(34 3154755.8),(35 3109071),(36 3069373.3),(37 3041840),(38 3019314.8),(39 3001694.8),(40 2993743.8),(41 2995063.3),(42 3001920.3),(43 3021816.8),(44 3047006.3),(45 3079435),(46 3116873.3),(47 3156634),(48 3189849.8),(49 3216900.8),(50 3237736.8),(51 3260478.8),(52 3282290),(53 3309276.8),(54 3335450),(55 3364923.3),(56 3391244),(57 3417863.3),(58 3446021.3),(59 3467275.8),(60 3484729.3),(61 3503292),(62 3516731.3),(63 3533780.3),(64 3547017.3),(65 3564208.8),(66 3563552),(67 3553614),(68 3544813.3),(69 3534154),(70 3527086.8),(71 3518079.3),(72 3508217.8),(73 3495145.8),(74 3477360),(75 3460738),(76 3444642),(77 3428304.8),(78 3412995),(79 3400453.3),
(1 26881.51),(2 101767.16),(3 218192.88),(4 370574.4),(5 552695.25),(6 758116.25),(7 980758.4),(8 1212919.4),(9 1444649.9),(10 1670937.1),(11 1887262.4),(12 2088717.6),(13 2270124.8),(14 2427575),(15 2562762.3),(16 2672804),(17 2761337),(18 2831774),(19 2887236.5),(20 2927321.3),(21 2956130),(22 2969163.3),(23 2974538.3),(24 2976135),(25 2972957.8),(26 2965030.5),(27 2952855.8),(28 2939072.3),(29 2931045),(30 2919409.5),(31 2907866.3),(32 2900308.8),(33 2894260.5),(34 2887228.8),(35 2883661.5),(36 2882202.3),(37 2888297.5),(38 2893514.5),(39 2895941.8),(40 2897491.8),(41 2900419.8),(42 2903746.5),(43 2916057),(44 2941071.8),(45 2978699.3),(46 3022925.5),(47 3074432.3),(48 3123780.5),(49 3177431),(50 3235263.3),(51 3298517),(52 3364907.5),(53 3434587.5),(54 3499103),(55 3557493.8),(56 3601686.8),(57 3638831),(58 3666936.8),(59 3687045.8),(60 3708065.3),(61 3734374.5),(62 3756998.5),(63 3780547.3),(64 3798652.8),(65 3814116.5),(66 3820499.3),(67 3817283.8),(68 3806743),(69 3795516.3),(70 3780089.5),(71 3755345.5),(72 3722636.8),(73 3683244.5),(74 3630427.5),(75 3570186.3),(76 3504338.5),(77 3437787),(78 3372241.3),(79 3309881.5),
(1 28169.02),(2 106925.42),(3 227789.66),(4 385356.63),(5 573371.75),(6 782367.6),(7 1010633.8),(8 1245754.6),(9 1476399.3),(10 1697619.9),(11 1898809.9),(12 2074314.9),(13 2223208.8),(14 2345689.3),(15 2439068.5),(16 2505577),(17 2544589),(18 2557513),(19 2550288.8),(20 2520634.3),(21 2475597),(22 2419909.8),(23 2365250.5),(24 2307600.8),(25 2254276),(26 2201197.5),(27 2152804),(28 2109130),(29 2071870.8),(30 2041508),(31 2020271.6),(32 2011815.3),(33 2011017.3),(34 2021235.6),(35 2034535.6),(36 2054946.1),(37 2083370.9),(38 2119702),(39 2157524.3),(40 2188840.5),(41 2219800),(42 2244856.8),(43 2269462.5),(44 2292551.8),(45 2311414.5),(46 2324512),(47 2332513),(48 2335181.8),(49 2334960.3),(50 2332114.8),(51 2338243),(52 2351654),(53 2370835),(54 2394611),(55 2424252.8),(56 2459507),(57 2501547),(58 2537830.8),(59 2569036.3),(60 2588729.5),(61 2597163.8),(62 2595502),(63 2585879.8),(64 2566949.5),(65 2538355),(66 2499400),(67 2453714),(68 2402516.5),(69 2348462),(70 2300482),(71 2252910.5),(72 2208280.5),(73 2169394.5),(74 2137022.5),(75 2110827.8),(76 2087406.8),(77 2067243),(78 2045786.3),(79 2024472.8),
(1 35307.598),(2 134491.33),(3 286964.4),(4 479557.2),(5 701334.25),(6 937222.25),(7 1173279),(8 1399779.8),(9 1607514.1),(10 1789763.3),(11 1944004.6),(12 2062281.5),(13 2143970.3),(14 2185424.8),(15 2195462.8),(16 2181708),(17 2154667),(18 2120263.8),(19 2079783),(20 2036927.4),(21 1994666.1),(22 1953316.8),(23 1916407.5),(24 1887708.3),(25 1865754.6),(26 1855179.5),(27 1853726.5),(28 1860708.9),(29 1875432.5),(30 1894334.5),(31 1914542.6),(32 1934475.4),(33 1955018.1),(34 1977232.6),(35 1999685.1),(36 2021263.4),(37 2041280.1),(38 2058557.4),(39 2072573),(40 2078547.4),(41 2079537.4),(42 2078433.5),(43 2076459.4),(44 2076759.8),(45 2076096.6),(46 2074429),(47 2076303.1),(48 2076387.8),(49 2081237.6),(50 2089189.6),(51 2100012.5),(52 2109308.5),(53 2126859.5),(54 2154567),(55 2194986.8),(56 2240312.3),(57 2291691.8),(58 2343518),(59 2393488),(60 2436141.5),(61 2472763.3),(62 2497241),(63 2515488),(64 2522998.3),(65 2518827.8),(66 2500149),(67 2472836.8),(68 2437999.5),(69 2400437.8),(70 2372113.3),(71 2350200.3),(72 2339275),(73 2330923),(74 2327838.3),(75 2327963),(76 2330169.8),(77 2331649.3),(78 2331061.3),(79 2327352),
(1 30155.32),(2 112177.484),(3 235112.86),(4 388442.84),(5 559838.7),(6 739706.56),(7 918269.2),(8 1088061.3),(9 1238404.6),(10 1366886.4),(11 1469326.9),(12 1546349.6),(13 1593476.3),(14 1614878.6),(15 1613038.8),(16 1593567.9),(17 1566684.3),(18 1530441.1),(19 1494243.5),(20 1455856.3),(21 1416294.9),(22 1378464.3),(23 1345671.9),(24 1320442.4),(25 1305094.3),(26 1305424.3),(27 1322593.9),(28 1355210.6),(29 1399592.3),(30 1449511.3),(31 1505523.4),(32 1567538.4),(33 1629311.1),(34 1691199.4),(35 1748792.9),(36 1796656.6),(37 1839001.1),(38 1871376.1),(39 1891385.5),(40 1903038.6),(41 1905535.6),(42 1896316.6),(43 1879258),(44 1855404.8),(45 1829921.6),(46 1801545.8),(47 1769625.9),(48 1729595.4),(49 1684976.5),(50 1640736.9),(51 1601966.6),(52 1576010.6),(53 1559213.1),(54 1552788.3),(55 1553563.4),(56 1556154),(57 1563306.6),(58 1572807.3),(59 1580816.8),(60 1588523.8),(61 1596148.1),(62 1594144.8),(63 1588622.8),(64 1578411.8),(65 1567286.4),(66 1550682.1),(67 1526169.1),(68 1492254),(69 1459156.4),(70 1431748.8),(71 1411371.5),(72 1402167.3),(73 1396733.6),(74 1399291.8),(75 1408366.8),(76 1426666.6),(77 1451439.4),(78 1481692.5),(79 1514889.4),
(1 29543.203),(2 109651.97),(3 230067.6),(4 376322),(5 535679.25),(6 696929.8),(7 853846),(8 1002851.3),(9 1137008.8),(10 1250035.5),(11 1337493.4),(12 1395997.1),(13 1427567),(14 1435535.8),(15 1425347.4),(16 1400738.9),(17 1368500.1),(18 1334529.3),(19 1305082.4),(20 1282343),(21 1265449.5),(22 1253728.3),(23 1251918.3),(24 1258357.6),(25 1272153.8),(26 1295345),(27 1326477.6),(28 1364228.6),(29 1407084.9),(30 1448692.3),(31 1489413.6),(32 1528705),(33 1562321.5),(34 1594907.6),(35 1620470.6),(36 1640817.5),(37 1651924.8),(38 1660675.1),(39 1665371.4),(40 1667639),(41 1668272.3),(42 1664220.6),(43 1660404.1),(44 1655333.1),(45 1652627.9),(46 1651963.8),(47 1650006.1),(48 1644504),(49 1638092.1),(50 1628844.3),(51 1621562.1),(52 1617121.5),(53 1613977.5),(54 1613224.8),(55 1617839.3),(56 1629250.1),(57 1644674.5),(58 1668139.3),(59 1696512.3),(60 1731512.5),(61 1768890.1),(62 1803448.3),(63 1836146.3),(64 1860117.4),(65 1878340.6),(66 1890320.8),(67 1899536.8),(68 1900518.5),(69 1894667),(70 1885552.6),(71 1870275.6),(72 1847297),(73 1818816.9),(74 1785028.6),(75 1748471.3),(76 1707065.4),(77 1673171.9),(78 1643495.3),(79 1620810.8),
(1 32640.537),(2 124749.32),(3 268893.38),(4 454276.25),(5 666893.6),(6 889894.4),(7 1112486),(8 1322172.9),(9 1513785.8),(10 1676688.6),(11 1800658),(12 1885385.5),(13 1925138.1),(14 1926503.3),(15 1893906.6),(16 1836949.4),(17 1767289.6),(18 1696347.4),(19 1630042.1),(20 1565658),(21 1506774.5),(22 1453355.3),(23 1405817.1),(24 1367285.6),(25 1336173),(26 1317429.8),(27 1310046),(28 1317305.1),(29 1335266),(30 1361255.4),(31 1393554.8),(32 1435222.3),(33 1477003.5),(34 1519320.1),(35 1555757.6),(36 1584653.8),(37 1605414.3),(38 1610765.1),(39 1600377.3),(40 1575190.3),(41 1537201.3),(42 1485930.4),(43 1430699.8),(44 1377208.5),(45 1329320.3),(46 1291549.4),(47 1265262.3),(48 1246835.4),(49 1235651.1),(50 1233311.5),(51 1246144.8),(52 1272498.1),(53 1307264.8),(54 1346868),(55 1383965.4),(56 1415822.4),(57 1442481.9),(58 1465190.8),(59 1490071.3),(60 1517491.9),(61 1544509.8),(62 1574598.4),(63 1607913.3),(64 1640235.8),(65 1670222),(66 1692111.5),(67 1702317.9),(68 1694468.3),(69 1674351.5),(70 1643997.8),(71 1602918.5),(72 1555119.4),(73 1507065),(74 1460080.4),(75 1418113.5),(76 1378572.1),(77 1347254),(78 1327906.9),(79 1321089),
(1 34062.055),(2 129101.89),(3 273339.06),(4 452163.06),(5 648383.1),(6 851089.7),(7 1049449.5),(8 1233207.9),(9 1393126.3),(10 1522800.5),(11 1627410),(12 1708536.5),(13 1765200.3),(14 1795374.9),(15 1807675.6),(16 1803966.5),(17 1785205),(18 1756588.8),(19 1714890.9),(20 1661837.8),(21 1604731.3),(22 1541952.9),(23 1476966),(24 1415624.6),(25 1364882.3),(26 1322432.5),(27 1294647.8),(28 1282082.9),(29 1285839.1),(30 1301442.1),(31 1327638),(32 1358414.8),(33 1390389.3),(34 1422714.3),(35 1453793.9),(36 1473946.5),(37 1481635.4),(38 1478593.5),(39 1464759),(40 1446934.5),(41 1429613),(42 1414267.3),(43 1405587.8),(44 1404238.8),(45 1412833.8),(46 1430630),(47 1455735.3),(48 1480142.5),(49 1503853.3),(50 1514385.8),(51 1515008.9),(52 1504423.1),(53 1487542.3),(54 1460737.4),(55 1427136.8),(56 1393635.5),(57 1362589),(58 1337335.5),(59 1319511.4),(60 1312182.4),(61 1312977.5),(62 1319674.1),(63 1336335.6),(64 1353472.8),(65 1368522.1),(66 1375477.5),(67 1376693),(68 1369298.5),(69 1355781.8),(70 1339561.8),(71 1319595),(72 1297248.8),(73 1277586.4),(74 1259952.8),(75 1245947.8),(76 1234406.8),(77 1225856.6),(78 1218026.5),(79 1209686.8),
(1 31246.906),(2 117941.54),(3 248079.84),(4 404999.28),(5 572088.7),(6 737603.7),(7 892124),(8 1026938.8),(9 1134696.3),(10 1216370.9),(11 1271934.6),(12 1304773.6),(13 1315407.3),(14 1312502.8),(15 1301520.3),(16 1285694.3),(17 1265796),(18 1246954.8),(19 1228687.1),(20 1208811.5),(21 1192575.1),(22 1174602.6),(23 1153042.8),(24 1126134.8),(25 1101540.4),(26 1078619),(27 1058475.8),(28 1041382.94),(29 1027796.6),(30 1020713.3),(31 1021631.4),(32 1027769.6),(33 1035931.7),(34 1045577.2),(35 1055375.6),(36 1061402.6),(37 1070163.5),(38 1081331),(39 1094791.6),(40 1112227),(41 1135337.1),(42 1162374.5),(43 1188273.3),(44 1208941),(45 1225009.1),(46 1237554.6),(47 1245260.6),(48 1245440.6),(49 1237624.6),(50 1220705.5),(51 1200203.5),(52 1177320.3),(53 1151247.5),(54 1124903.1),(55 1103214.8),(56 1088061.1),(57 1079438.8),(58 1078161.6),(59 1086108.4),(60 1101734.5),(61 1120811.9),(62 1139132.3),(63 1154988.5),(64 1165116.4),(65 1171439.9),(66 1171623.6),(67 1164556.1),(68 1146610.4),(69 1119963.3),(70 1088848.3),(71 1055908),(72 1023435.1),(73 993675.9),(74 968774.25),(75 949672.2),(76 937533),(77 932386.8),(78 934297.8),(79 946180.3),
(1 31981.664),(2 119457.86),(3 249978.31),(4 409597.47),(5 582319.3),(6 755258.3),(7 914390.2),(8 1051616.5),(9 1161263.1),(10 1242609.1),(11 1293912.9),(12 1321274.5),(13 1327280.9),(14 1321747.6),(15 1307057.4),(16 1291126.6),(17 1276663.8),(18 1263979.4),(19 1248000.1),(20 1231885.1),(21 1213399.4),(22 1192949.8),(23 1171442),(24 1155281.4),(25 1146291.6),(26 1143985.1),(27 1147641.4),(28 1152279.8),(29 1160870.6),(30 1171956.5),(31 1182785.8),(32 1196348.6),(33 1213691),(34 1232765.5),(35 1251139.8),(36 1268224.1),(37 1286005.1),(38 1304353),(39 1320312.6),(40 1336756.8),(41 1347066.1),(42 1353194.8),(43 1354588.6),(44 1346762.8),(45 1330247.5),(46 1308067.9),(47 1283906.5),(48 1256258.8),(49 1229246.6),(50 1199503),(51 1170443.4),(52 1148347.9),(53 1134933.6),(54 1125628.6),(55 1122911.5),(56 1122974.4),(57 1129293),(58 1140856.4),(59 1152650),(60 1165422.3),(61 1178114.5),(62 1188661.3),(63 1191938),(64 1188407.3),(65 1177772.6),(66 1161193.6),(67 1139258.3),(68 1112189.5),(69 1083096.8),(70 1052305.4),(71 1021650.4),(72 999583.7),(73 983796),(74 976323.44),(75 976806.4),(76 982226.5),(77 994512.25),(78 1010788.44),(79 1031999.56),
(1 30133.018),(2 112380.414),(3 234802.22),(4 379083.7),(5 525840.94),(6 663127.4),(7 783519.5),(8 879624.7),(9 948238.9),(10 994260.25),(11 1020446.3),(12 1033756.75),(13 1035984.7),(14 1033663.56),(15 1031536.25),(16 1030886.3),(17 1034568.56),(18 1040381.75),(19 1043449.3),(20 1044751),(21 1039445.44),(22 1025409.56),(23 1006677.25),(24 989950.44),(25 975291.44),(26 964844.44),(27 958865.25),(28 953444.9),(29 950489.25),(30 949042.75),(31 953295.1),(32 961889.9),(33 974076.75),(34 990992.7),(35 1011025.44),(36 1030192.75),(37 1051384.9),(38 1071995.5),(39 1086266.5),(40 1096730.4),(41 1103392.3),(42 1104277.9),(43 1101257),(44 1092659.6),(45 1078272.5),(46 1056299.5),(47 1028501.56),(48 999205.44),(49 969029.9),(50 942400.7),(51 926499.2),(52 921071.75),(53 924416.8),(54 936891.75),(55 952633.7),(56 972151.9),(57 994736.1),(58 1014963.1),(59 1032846.75),(60 1049266.1),(61 1064749.1),(62 1076528.5),(63 1085354.1),(64 1090666.8),(65 1092055.9),(66 1089600.3),(67 1081453.8),(68 1070781.8),(69 1057929),(70 1045006.3),(71 1033078.7),(72 1019101),(73 1004469.44),(74 991463.3),(75 980897.3),(76 973721),(77 968235.56),(78 964224),(79 963016.44),
(1 28919.418),(2 107336.47),(3 222494.28),(4 361488.03),(5 510975.34),(6 656392.1),(7 789480.94),(8 907554.8),(9 1003532.06),(10 1074875.4),(11 1121116.1),(12 1146555.1),(13 1154036.6),(14 1151869.6),(15 1143237.3),(16 1132698),(17 1121147.8),(18 1104179.5),(19 1082510.6),(20 1055571.5),(21 1028306.6),(22 998630.3),(23 966608.25),(24 937473.4),(25 915044.8),(26 895180.8),(27 877925.3),(28 862729.7),(29 851774.7),(30 847855.2),(31 852157.4),(32 864302.25),(33 884137.75),(34 909684.06),(35 937340),(36 963701.1),(37 988498.44),(38 1008567.06),(39 1024225.5),(40 1036142.25),(41 1041076.56),(42 1038931.4),(43 1031324.2),(44 1017702.5),(45 1000115.2),(46 979379.2),(47 961516.06),(48 949446.9),(49 944934.9),(50 945128.6),(51 951758.44),(52 961430.7),(53 970533.3),(54 974989.94),(55 975446.06),(56 972930.44),(57 968820.2),(58 968298.8),(59 969052.25),(60 972116.2),(61 976997.56),(62 984122.06),(63 990016.94),(64 997633.5),(65 1001877.75),(66 1002883.4),(67 1000550.1),(68 993509.94),(69 978874.25),(70 954928),(71 927269.9),(72 896206.7),(73 861880.56),(74 824032.8),(75 788301.3),(76 758254.94),(77 735387.75),(78 718675),(79 709168.25),
(1 28156.979),(2 103338.18),(3 210952.48),(4 338697.22),(5 472352),(6 596701.06),(7 706203.1),(8 796781.1),(9 863010.5),(10 905643.8),(11 926664.56),(12 928072.9),(13 913588.06),(14 891399.44),(15 867285.1),(16 846958.7),(17 830213.1),(18 816008.2),(19 804904.7),(20 798644.6),(21 794754.1),(22 792028.9),(23 791639.1),(24 792403.2),(25 789167.6),(26 780381.7),(27 763325.75),(28 737331.4),(29 709010.75),(30 682220.94),(31 661429.75),(32 649824.4),(33 648706),(34 658500.25),(35 674448.25),(36 694629.25),(37 720743.3),(38 750744),(39 781669.94),(40 808525.3),(41 832417.06),(42 852364.8),(43 862018.3),(44 862704.56),(45 849631.2),(46 826864.6),(47 799427.6),(48 770617.06),(49 741544.2),(50 713858.06),(51 693801.94),(52 678844.44),(53 669921.5),(54 669024.4),(55 673220.8),(56 683632.1),(57 696522.1),(58 710929.5),(59 725419.94),(60 739837.94),(61 752704),(62 762078.56),(63 764708.25),(64 763406.9),(65 762404),(66 763026.1),(67 763980.25),(68 762525.1),(69 759848.8),(70 756520.25),(71 756227.94),(72 755005.94),(73 749025.44),(74 735991.6),(75 716498.25),(76 696877.6),(77 677631.1),(78 662198.44),(79 654138.1),
(1 22730.943),(2 82121.68),(3 163944.98),(4 258213.67),(5 352237.7),(6 438694.66),(7 514140.94),(8 574818.9),(9 621035.6),(10 655472.44),(11 679726.25),(12 699781),(13 717615.75),(14 733906.5),(15 747075.44),(16 756778.5),(17 759534.56),(18 756807.8),(19 749984.7),(20 741082.1),(21 729901.6),(22 715321.06),(23 698305.4),(24 678735),(25 657943.3),(26 639042.9),(27 619906.75),(28 601511),(29 585814.3),(30 574772.06),(31 572231.3),(32 580659.3),(33 598412.6),(34 622482.7),(35 648476.56),(36 673407.9),(37 695078.94),(38 714286.4),(39 728770.4),(40 739321.75),(41 747246.75),(42 754147.1),(43 758166.94),(44 760556),(45 761578.3),(46 760722.5),(47 757145.94),(48 753125.75),(49 749366.25),(50 746767.6),(51 750344.4),(52 755112),(53 757804.8),(54 757746.4),(55 756507),(56 752865.75),(57 748309.3),(58 744244.94),(59 738323.06),(60 730916.6),(61 727667.56),(62 728835.44),(63 732798.44),(64 740371.4),(65 752235.4),(66 764418.1),(67 774858.56),(68 783544.06),(69 787288.8),(70 783357.75),(71 771156.56),(72 751315.94),(73 728080.44),(74 702341.06),(75 675045.2),(76 650321.5),(77 629167.75),(78 614059.8),(79 605655.4),
(1 22725.246),(2 81388.37),(3 162342.83),(4 252924.92),(5 342029.16),(6 422891),(7 490109.72),(8 543301.9),(9 580070.8),(10 603514.3),(11 619251.44),(12 631005.25),(13 639374.7),(14 647574.25),(15 654833.9),(16 662317.44),(17 670696.7),(18 677428.7),(19 684352),(20 692527.3),(21 698848.9),(22 706176.25),(23 707359.44),(24 703814.3),(25 694394.5),(26 678950.25),(27 655104.1),(28 627559.9),(29 600000.7),(30 575280.06),(31 557136.5),(32 548808.4),(33 550657.5),(34 559733.44),(35 572326.75),(36 583309.06),(37 594198.7),(38 602763),(39 608106.5),(40 608577.1),(41 607055.94),(42 603450.9),(43 600786.3),(44 601178.25),(45 604310.2),(46 608813.56),(47 609764.4),(48 609706.1),(49 607936.94),(50 604522),(51 600405.5),(52 591877.44),(53 580533.06),(54 568640.75),(55 557385.7),(56 546609.2),(57 535860.7),(58 525421.5),(59 517318.72),(60 511196.75),(61 511060.94),(62 516664.66),(63 531586.8),(64 550838.25),(65 572110.06),(66 593001.7),(67 612032.44),(68 624847.5),(69 632798.94),(70 633599.3),(71 627011.5),(72 614625.1),(73 601188.75),(74 586382.2),(75 573918.2),(76 565314.1),(77 559654.3),(78 562146.1),(79 566602.3),
(1 23401.393),(2 84086.27),(3 166244.05),(4 254831.38),(5 338067.78),(6 409769.88),(7 469521.03),(8 518051.9),(9 553620.7),(10 577122.3),(11 589336.7),(12 594408.4),(13 592441.25),(14 585417.94),(15 575066.3),(16 561947.8),(17 548429.94),(18 536169),(19 526235.25),(20 520932),(21 520921.16),(22 524031.78),(23 531108.75),(24 540075.1),(25 546006),(26 545348.06),(27 538952.4),(28 526496),(29 511620.66),(30 500351.34),(31 496211.03),(32 499984.13),(33 511523.28),(34 528555.25),(35 545917),(36 559436.9),(37 569358.25),(38 573619.3),(39 574407.6),(40 570500.9),(41 565008.75),(42 557753.1),(43 551813),(44 550338),(45 551681.9),(46 552642.06),(47 548977.5),(48 538366.06),(49 523238.4),(50 503378.4),(51 485605.6),(52 474206.28),(53 468158.2),(54 466905.03),(55 471519.8),(56 480774.63),(57 489915.7),(58 496981.16),(59 501923.72),(60 504481.16),(61 505551.72),(62 506090.1),(63 508214.5),(64 512020.34),(65 515234.66),(66 517659.2),(67 518161.7),(68 512962.5),(69 502855.25),(70 491619.9),(71 481855.72),(72 474254.44),(73 470976.34),(74 469866.72),(75 473831.25),(76 481606.4),(77 489984.63),(78 497953.8),(79 504836.13),
(1 22149.646),(2 78335.555),(3 151819.55),(4 227244.3),(5 294368.34),(6 347418.9),(7 387748.34),(8 417087.56),(9 440205.7),(10 460203.22),(11 479288.25),(12 495196.4),(13 508413.7),(14 517958.9),(15 523260.47),(16 524035.03),(17 519185.72),(18 512623.06),(19 507315.84),(20 503664.03),(21 500316.94),(22 496892.4),(23 493785.7),(24 490409.4),(25 481897.97),(26 468892.88),(27 452043.13),(28 434118.13),(29 417545.5),(30 403760.16),(31 395354.97),(32 392463.22),(33 395580.9),(34 402357.7),(35 409036.94),(36 412643.7),(37 413444.56),(38 414255.7),(39 416551.75),(40 419083.28),(41 425115.88),(42 432437.13),(43 443663.28),(44 459036.34),(45 475198.75),(46 491207.5),(47 501826.4),(48 508214),(49 510426.9),(50 507296.25),(51 504832.47),(52 504920.1),(53 507485.34),(54 506808.3),(55 502681.28),(56 494924.25),(57 484018.56),(58 472208),(59 460237.56),(60 448397.13),(61 437905.9),(62 430174.28),(63 427606.13),(64 430368),(65 434990.75),(66 441605.97),(67 449616.47),(68 455861.66),(69 458513.56),(70 461022.5),(71 464536.25),(72 465421.5),(73 465618.75),(74 464555.06),(75 464143.13),(76 463047.13),(77 459323.6),(78 452041.56),(79 441895.28),
