1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 172929.94),(2 517230.47),(3 945557),(4 1427837.1),(5 1976179.4),(6 2475474.8),(7 2915271),(8 3417374),(9 3971318),(10 4676826.5),(11 5468098.5),(12 6360872.5),(13 7391509.5),(14 8365908.5),(15 9411892),(16 10555643),(17 11575439),(18 12737005),(19 13895472),(20 15077355),(21 16160632),(22 17226352),(23 18341214),(24 19384970),(25 20322304),(26 21067696),(27 21881158),(28 22515296),(29 23095856),(30 23597654),(31 24135554),(32 24558672),(33 24880102),(34 25118960),(35 25337024),(36 25501376),(37 25565040),(38 25590054),(39 25601872),(40 25602922),(41 25589754),(42 25568200),(43 25494566),(44 25434354),(45 25354066),(46 25248490),(47 25117078),(48 24969570),(49 24845866),(50 24718552),(51 24598176),(52 24496680),(53 24479474),(54 24510632),(55 24619090),(56 24746336),(57 24983728),(58 25247022),(59 25392898),(60 25497910),(61 25650864),(62 25835578),(63 25993280),(64 26202464),(65 26388152),(66 26566930),(67 26670016),(68 26849632),(69 27077562),(70 27285226),(71 27322346),(72 27264062),(73 27182426),(74 27075152),(75 26886726),(76 26565642),(77 26335656),(78 26063190),(79 25699154),
(1 77.59424),(2 87.630066),(3 86.39798),(4 88.74503),(5 91.2359),(6 93.32216),(7 96.1204),(8 99.44095),(9 100.808914),(10 100.50587),(11 98.66176),(12 101.55199),(13 104.8177),(14 104.44117),(15 108.76765),(16 111.27237),(17 109.36716),(18 109.29463),(19 110.43543),(20 108.39658),(21 106.72481),(22 106.02623),(23 104.35035),(24 102.53899),(25 102.06252),(26 102.43659),(27 101.682556),(28 102.51022),(29 103.731575),(30 103.00088),(31 102.03442),(32 102.82304),(33 101.85879),(34 103.383865),(35 103.29414),(36 102.63929),(37 100.07881),(38 100.22671),(39 100.338646),(40 99.065544),(41 98.93321),(42 99.906494),(43 100.83969),(44 101.08236),(45 102.4253),(46 102.677345),(47 102.212585),(48 102.19528),(49 103.07192),(50 104.322716),(51 105.04486),(52 103.65479),(53 103.61493),(54 103.78013),(55 105.11931),(56 106.71702),(57 106.88736),(58 106.33774),(59 107.13586),(60 105.828026),(61 105.95629),(62 106.57915),(63 107.54211),(64 107.36539),(65 105.630714),(66 102.18159),(67 103.95962),(68 104.116455),(69 103.658554),(70 104.10124),(71 103.43972),(72 102.36512),(73 100.52933),(74 100.40066),(75 102.28234),(76 100.96905),(77 100.67733),(78 100.28174),(79 101.55789),
(1 79.04011),(2 87.470146),(3 87.45115),(4 90.45365),(5 94.16853),(6 94.73638),(7 98.70745),(8 100.64308),(9 103.23398),(10 103.518135),(11 101.38965),(12 103.3803),(13 105.19103),(14 103.2345),(15 106.65139),(16 109.493614),(17 107.71567),(18 106.12243),(19 105.86155),(20 106.10985),(21 104.47532),(22 105.76221),(23 105.534294),(24 101.9232),(25 101.47905),(26 102.859276),(27 101.79783),(28 103.29952),(29 103.77901),(30 102.793396),(31 103.013214),(32 103.583405),(33 103.29108),(34 105.17314),(35 104.862114),(36 104.29383),(37 103.46635),(38 103.08863),(39 103.74946),(40 103.102295),(41 102.2632),(42 103.03544),(43 102.57939),(44 103.441246),(45 104.24211),(46 105.34927),(47 105.453476),(48 104.84878),(49 104.047),(50 106.25173),(51 104.1162),(52 104.62501),(53 105.393486),(54 104.345085),(55 105.31398),(56 106.53899),(57 104.48157),(58 104.22286),(59 104.76915),(60 104.478035),(61 104.91504),(62 105.00348),(63 106.48159),(64 106.33758),(65 104.62409),(66 102.44702),(67 102.94101),(68 102.09027),(69 102.57483),(70 102.53903),(71 103.07927),(72 101.86635),(73 101.19106),(74 101.42789),(75 102.71169),(76 101.36884),(77 101.615036),(78 102.019714),(79 104.44679),
(1 78.30534),(2 87.08473),(3 87.716934),(4 89.54647),(5 93.76978),(6 94.93465),(7 96.31078),(8 98.04862),(9 100.22127),(10 100.53081),(11 99.29508),(12 102.51775),(13 103.88902),(14 103.73005),(15 105.31102),(16 108.625175),(17 107.30664),(18 105.33688),(19 106.354004),(20 106.36888),(21 105.270164),(22 106.43438),(23 105.81828),(24 102.91612),(25 101.37418),(26 102.60244),(27 102.69983),(28 104.12287),(29 103.96253),(30 104.23655),(31 103.20332),(32 103.419914),(33 102.92885),(34 104.0746),(35 103.671875),(36 102.90949),(37 101.14256),(38 101.6526),(39 101.88503),(40 102.22403),(41 101.55331),(42 102.68653),(43 101.84161),(44 102.34094),(45 103.3252),(46 104.47362),(47 104.54733),(48 104.66374),(49 103.6757),(50 104.78295),(51 104.19669),(52 105.3967),(53 105.27929),(54 104.35817),(55 104.09515),(56 105.40355),(57 104.88016),(58 104.34975),(59 105.041245),(60 105.40042),(61 104.89415),(62 104.17301),(63 105.63424),(64 106.506386),(65 104.79701),(66 103.20944),(67 103.18365),(68 102.35263),(69 101.58686),(70 101.18315),(71 102.17279),(72 101.43354),(73 100.85742),(74 100.25051),(75 102.05522),(76 102.06543),(77 102.22204),(78 101.55356),(79 102.46098),
(1 77.26378),(2 85.36114),(3 86.02532),(4 88.451385),(5 92.542274),(6 92.12568),(7 92.90741),(8 94.08352),(9 96.57841),(10 97.44243),(11 95.02632),(12 98.2482),(13 100.066444),(14 99.96108),(15 102.01801),(16 103.65585),(17 104.30391),(18 102.43707),(19 101.29952),(20 103.12762),(21 101.57197),(22 102.20645),(23 102.208786),(24 101.14156),(25 100.97095),(26 101.95857),(27 104.07765),(28 105.499214),(29 103.53536),(30 105.14278),(31 104.66383),(32 103.63333),(33 102.67974),(34 103.40961),(35 102.642815),(36 101.3857),(37 100.484604),(38 99.701195),(39 100.417435),(40 99.82867),(41 99.3995),(42 100.320885),(43 99.88156),(44 98.90571),(45 99.85557),(46 101.01364),(47 100.48374),(48 100.16507),(49 100.46797),(50 100.815834),(51 100.387695),(52 100.91606),(53 101.96412),(54 100.14202),(55 100.087585),(56 101.37488),(57 100.60534),(58 99.26816),(59 100.04235),(60 100.02044),(61 99.864235),(62 99.98385),(63 100.84666),(64 102.46513),(65 100.863525),(66 99.092125),(67 99.68637),(68 100.42723),(69 100.20775),(70 99.01373),(71 98.715096),(72 97.26896),(73 99.075005),(74 98.60073),(75 99.42535),(76 98.183014),(77 99.31656),(78 99.18347),(79 99.081894),
(1 77.934044),(2 85.25051),(3 88.026695),(4 89.244644),(5 93.07725),(6 94.0948),(7 95.26376),(8 97.43977),(9 100.45526),(10 99.891655),(11 98.10756),(12 100.78449),(13 100.84942),(14 100.21817),(15 103.28316),(16 104.231155),(17 104.28465),(18 102.225716),(19 102.49807),(20 102.42521),(21 101.40963),(22 102.01671),(23 102.31615),(24 101.370224),(25 100.132126),(26 101.338905),(27 102.575226),(28 103.23803),(29 102.93492),(30 104.61845),(31 105.32084),(32 104.41492),(33 102.97454),(34 102.99642),(35 102.40972),(36 101.61954),(37 99.73713),(38 100.378235),(39 101.341515),(40 100.34301),(41 100.18507),(42 100.38329),(43 102.05654),(44 102.840416),(45 102.91615),(46 103.292305),(47 103.836716),(48 103.33693),(49 102.35372),(50 102.675575),(51 102.69023),(52 102.78022),(53 103.245514),(54 102.251945),(55 102.08638),(56 103.83438),(57 102.379135),(58 102.03646),(59 102.34651),(60 102.31009),(61 102.99856),(62 103.13982),(63 104.67484),(64 105.68517),(65 103.65526),(66 100.50776),(67 100.9594),(68 101.733665),(69 101.19032),(70 100.52056),(71 100.47487),(72 99.39814),(73 99.131966),(74 100.486626),(75 101.31206),(76 99.33504),(77 100.531624),(78 101.40397),(79 101.42011),
(1 74.25923),(2 81.52436),(3 82.37998),(4 83.34313),(5 86.703476),(6 88.18574),(7 89.31883),(8 90.47023),(9 93.02365),(10 92.80587),(11 90.75345),(12 92.477974),(13 93.79881),(14 93.63909),(15 96.81566),(16 100.04307),(17 99.39395),(18 99.217735),(19 99.45691),(20 98.92955),(21 98.312164),(22 98.57087),(23 98.596855),(24 97.5371),(25 97.53986),(26 99.216156),(27 99.34935),(28 99.32467),(29 98.0529),(30 98.28396),(31 98.1383),(32 98.64201),(33 97.46144),(34 99.88917),(35 98.22852),(36 97.15784),(37 96.95986),(38 96.5885),(39 97.36995),(40 96.700714),(41 95.0232),(42 95.80805),(43 97.004135),(44 98.10555),(45 97.693634),(46 97.61489),(47 96.79892),(48 96.29879),(49 96.15182),(50 96.07523),(51 96.97265),(52 97.129776),(53 97.92955),(54 97.36718),(55 97.999664),(56 98.50351),(57 98.21258),(58 97.72785),(59 98.40732),(60 98.2571),(61 97.18912),(62 96.386505),(63 97.22116),(64 97.86292),(65 96.83748),(66 95.11003),(67 95.455246),(68 97.161766),(69 95.5794),(70 96.048645),(71 96.581436),(72 93.97188),(73 94.253235),(74 94.78407),(75 95.67349),(76 94.10972),(77 94.80942),(78 96.5811),(79 96.03606),
(1 76.01473),(2 84.12218),(3 83.875435),(4 85.66354),(5 89.62189),(6 88.7025),(7 89.644035),(8 90.293655),(9 92.716835),(10 93.96591),(11 91.82862),(12 93.99715),(13 94.57122),(14 94.95929),(15 96.40463),(16 97.98081),(17 99.23647),(18 99.65856),(19 100.01988),(20 100.129684),(21 97.799095),(22 98.46382),(23 99.04313),(24 97.631096),(25 97.87108),(26 98.46863),(27 99.89079),(28 100.40235),(29 99.4985),(30 99.82466),(31 98.84141),(32 98.32524),(33 98.434685),(34 99.10159),(35 97.300644),(36 96.03916),(37 96.35548),(38 95.04971),(39 95.22754),(40 94.61925),(41 94.30196),(42 95.445915),(43 95.197136),(44 96.444046),(45 95.09847),(46 95.06028),(47 95.043175),(48 95.17138),(49 94.54038),(50 94.80884),(51 95.706955),(52 95.36764),(53 96.84998),(54 96.527336),(55 96.46359),(56 96.70466),(57 97.51768),(58 97.00242),(59 97.02134),(60 97.24419),(61 96.74384),(62 96.537155),(63 97.083954),(64 96.86608),(65 97.16769),(66 96.41244),(67 96.22558),(68 96.53903),(69 96.52984),(70 96.659454),(71 96.441895),(72 94.48507),(73 95.29669),(74 94.90664),(75 95.20246),(76 94.01053),(77 94.4324),(78 94.429504),(79 93.766914),
(1 73.519424),(2 81.628365),(3 80.95407),(4 82.27576),(5 86.6994),(6 87.106926),(7 88.27866),(8 89.05288),(9 91.54787),(10 91.82862),(11 89.785866),(12 92.95213),(13 94.64072),(14 94.64331),(15 96.19568),(16 97.474785),(17 98.82318),(18 98.32128),(19 99.36659),(20 100.90958),(21 99.68846),(22 98.74062),(23 100.18631),(24 100.12319),(25 98.26141),(26 98.85591),(27 99.27312),(28 99.9691),(29 99.22439),(30 99.816246),(31 98.81061),(32 98.81597),(33 97.54467),(34 97.71989),(35 97.18172),(36 97.15354),(37 95.98631),(38 96.15292),(39 94.17069),(40 94.615524),(41 93.56794),(42 95.17971),(43 95.86766),(44 96.28253),(45 94.92139),(46 94.9124),(47 95.59013),(48 95.417244),(49 95.56257),(50 94.84377),(51 96.990875),(52 97.05466),(53 98.22562),(54 98.55519),(55 98.50248),(56 98.77775),(57 99.244125),(58 98.20204),(59 98.24317),(60 97.2503),(61 96.147255),(62 95.698235),(63 96.20695),(64 96.40852),(65 95.57644),(66 95.293205),(67 95.338684),(68 96.69919),(69 95.973885),(70 95.72066),(71 94.951065),(72 93.467094),(73 93.96213),(74 93.78515),(75 94.59971),(76 93.164764),(77 93.36984),(78 94.070564),(79 94.10791),
(1 74.72299),(2 81.893555),(3 82.15579),(4 82.977585),(5 86.34136),(6 87.25001),(7 89.39276),(8 90.14498),(9 91.694824),(10 92.22336),(11 89.994934),(12 91.62918),(13 92.45647),(14 91.960495),(15 93.42774),(16 96.34935),(17 96.49624),(18 95.079994),(19 96.209076),(20 96.62502),(21 96.31987),(22 95.31693),(23 96.54471),(24 97.485054),(25 97.13239),(26 96.62874),(27 98.19332),(28 98.637924),(29 98.56403),(30 98.78304),(31 97.93091),(32 98.89422),(33 98.33899),(34 98.45764),(35 98.233574),(36 97.36061),(37 96.6168),(38 96.76818),(39 96.36728),(40 95.98699),(41 94.76757),(42 94.78062),(43 96.425316),(44 96.43233),(45 95.2321),(46 94.673775),(47 95.14118),(48 96.722176),(49 95.76943),(50 95.065796),(51 95.848816),(52 95.593346),(53 96.91295),(54 96.59882),(55 96.028915),(56 97.65367),(57 97.04642),(58 95.5106),(59 96.3051),(60 94.835945),(61 95.21298),(62 95.70387),(63 96.75842),(64 95.93781),(65 95.76615),(66 96.09882),(67 95.72295),(68 96.700386),(69 96.85324),(70 96.54493),(71 96.21045),(72 95.76689),(73 94.58871),(74 93.712494),(75 93.80092),(76 93.39204),(77 94.80342),(78 94.6545),(79 94.994354),
(1 73.0528),(2 81.06217),(3 81.73204),(4 82.564926),(5 86.584564),(6 87.034546),(7 88.771515),(8 89.55205),(9 91.24719),(10 91.031334),(11 89.7578),(12 92.06106),(13 92.94747),(14 92.63581),(15 93.48375),(16 96.297585),(17 97.376724),(18 96.989746),(19 97.23368),(20 98.17971),(21 97.30075),(22 97.12566),(23 98.12011),(24 99.1763),(25 97.01455),(26 97.04602),(27 98.7951),(28 98.65487),(29 97.65641),(30 97.278694),(31 97.612144),(32 97.4791),(33 96.83764),(34 97.899155),(35 97.54195),(36 97.72562),(37 96.77418),(38 97.89811),(39 96.46755),(40 95.96145),(41 95.92671),(42 96.101616),(43 95.393776),(44 96.51141),(45 96.806435),(46 96.62306),(47 96.50924),(48 97.487526),(49 97.3912),(50 97.054855),(51 98.01436),(52 98.636475),(53 99.32712),(54 99.10731),(55 98.34898),(56 99.0815),(57 98.11323),(58 96.29738),(59 97.03729),(60 96.05206),(61 97.10317),(62 97.049416),(63 96.74682),(64 97.89676),(65 96.81055),(66 95.839325),(67 95.61679),(68 97.279106),(69 98.38481),(70 97.28007),(71 97.21718),(72 96.64472),(73 97.12394),(74 96.42158),(75 96.66664),(76 95.3603),(77 95.78858),(78 95.06698),(79 96.39238),
(1 70.262856),(2 77.85725),(3 78.91086),(4 79.29229),(5 83.20835),(6 83.44976),(7 86.11491),(8 86.48922),(9 88.289955),(10 88.9363),(11 87.50268),(12 88.91345),(13 90.26107),(14 89.74774),(15 90.502846),(16 93.78563),(17 94.56684),(18 94.288795),(19 94.68896),(20 94.7204),(21 96.05684),(22 95.74266),(23 95.07172),(24 95.148575),(25 93.66065),(26 93.88308),(27 95.08761),(28 94.69125),(29 94.9218),(30 93.977394),(31 94.205345),(32 93.67932),(33 93.12735),(34 94.07007),(35 93.841194),(36 93.77958),(37 93.03399),(38 93.77949),(39 92.69339),(40 92.51779),(41 92.29527),(42 92.57908),(43 92.56661),(44 93.54059),(45 93.00389),(46 93.51824),(47 93.38974),(48 93.30548),(49 92.60767),(50 94.15159),(51 94.87531),(52 94.97094),(53 95.487755),(54 95.747604),(55 96.29482),(56 96.589745),(57 96.11798),(58 96.02986),(59 95.51669),(60 95.04826),(61 94.28087),(62 94.40027),(63 94.30473),(64 93.37278),(65 92.2691),(66 90.98952),(67 91.154495),(68 92.140114),(69 92.32708),(70 92.80717),(71 92.61641),(72 92.28203),(73 92.588684),(74 92.101166),(75 92.257965),(76 90.870125),(77 91.89595),(78 92.555466),(79 93.34208),
(1 71.81102),(2 80.695145),(3 81.16659),(4 81.71115),(5 85.582306),(6 86.68401),(7 87.558975),(8 88.60715),(9 90.25088),(10 90.56619),(11 88.24373),(12 90.21824),(13 91.31347),(14 91.17996),(15 92.881775),(16 95.705666),(17 96.73992),(18 95.41211),(19 96.13413),(20 96.81838),(21 97.047005),(22 96.684814),(23 96.87078),(24 96.707565),(25 95.436935),(26 95.76831),(27 96.4667),(28 96.91392),(29 96.173805),(30 97.10357),(31 97.096565),(32 96.338455),(33 96.71353),(34 98.483665),(35 96.430786),(36 96.871124),(37 96.35918),(38 95.214005),(39 94.92816),(40 94.52184),(41 93.533554),(42 93.66654),(43 93.92964),(44 94.21545),(45 93.14638),(46 93.28304),(47 92.41578),(48 93.18795),(49 93.80439),(50 94.755775),(51 96.29961),(52 96.39537),(53 96.72516),(54 96.41223),(55 96.35328),(56 96.06539),(57 96.66858),(58 96.17768),(59 95.29702),(60 95.24921),(61 95.78967),(62 95.50384),(63 95.60453),(64 95.28267),(65 93.5214),(66 92.227165),(67 92.72232),(68 93.75064),(69 94.29981),(70 94.30913),(71 95.63748),(72 92.862366),(73 93.887665),(74 94.25784),(75 94.77215),(76 94.2233),(77 93.30133),(78 93.26422),(79 93.66703),
(1 71.75518),(2 78.95533),(3 79.72459),(4 81.45718),(5 84.42951),(6 86.2625),(7 87.46755),(8 89.297424),(9 90.453476),(10 89.937294),(11 89.698326),(12 91.933),(13 94.485176),(14 93.53606),(15 95.49197),(16 99.07406),(17 98.41852),(18 97.23526),(19 98.18886),(20 99.73337),(21 99.135086),(22 98.77313),(23 98.642494),(24 97.93257),(25 96.02988),(26 96.57496),(27 97.624626),(28 97.225),(29 97.240654),(30 97.40198),(31 97.79219),(32 96.07949),(33 94.37634),(34 96.556335),(35 96.332695),(36 96.08401),(37 94.89077),(38 94.12409),(39 92.98569),(40 93.40023),(41 92.4764),(42 92.48397),(43 93.95894),(44 93.97333),(45 92.587234),(46 92.211296),(47 92.882515),(48 92.43613),(49 92.92612),(50 93.25766),(51 94.108734),(52 93.67693),(53 95.23094),(54 95.41856),(55 95.94015),(56 96.65322),(57 96.576675),(58 95.915474),(59 96.33525),(60 95.371056),(61 95.114525),(62 95.089294),(63 95.56356),(64 94.59471),(65 92.95691),(66 91.39751),(67 91.526276),(68 92.06794),(69 92.28047),(70 92.64152),(71 93.11615),(72 91.12855),(73 91.695946),(74 91.91363),(75 91.776245),(76 90.28047),(77 91.27473),(78 93.06951),(79 92.61825),
(1 72.16357),(2 79.98851),(3 80.46275),(4 81.796844),(5 86.13826),(6 86.77064),(7 88.2227),(8 91.06946),(9 92.44416),(10 91.95202),(11 90.8688),(12 94.10312),(13 95.984604),(14 94.26392),(15 97.60598),(16 99.773026),(17 99.91869),(18 98.65349),(19 99.280334),(20 100.0947),(21 98.501335),(22 98.43306),(23 98.77437),(24 97.42707),(25 95.42527),(26 95.94411),(27 96.110725),(28 97.77242),(29 96.78012),(30 96.41618),(31 97.18238),(32 95.7739),(33 94.15115),(34 95.81435),(35 95.82054),(36 95.58911),(37 95.02501),(38 94.2539),(39 93.675354),(40 93.4237),(41 92.22421),(42 91.27513),(43 92.13384),(44 93.30503),(45 92.96678),(46 92.02075),(47 93.29621),(48 92.3037),(49 93.147804),(50 92.93927),(51 94.63151),(52 94.881805),(53 95.726776),(54 96.48076),(55 95.78808),(56 96.023636),(57 96.79587),(58 96.34128),(59 96.59366),(60 95.12922),(61 94.8156),(62 94.72513),(63 95.9463),(64 95.66544),(65 94.72032),(66 94.18274),(67 93.04298),(68 94.128845),(69 94.2551),(70 92.90024),(71 92.95526),(72 92.03796),(73 94.028435),(74 94.458244),(75 94.41357),(76 93.79136),(77 94.83367),(78 95.11214),(79 95.60804),
(1 72.92121),(2 80.30849),(3 82.24971),(4 82.52767),(5 86.15993),(6 86.414246),(7 88.11122),(8 92.1797),(9 93.74741),(10 92.22073),(11 90.43545),(12 94.33339),(13 97.36865),(14 95.548386),(15 100.5277),(16 101.86066),(17 101.07513),(18 100.48587),(19 101.59161),(20 100.783134),(21 100.198044),(22 99.31761),(23 100.71079),(24 98.71428),(25 97.391685),(26 96.725426),(27 97.27141),(28 98.252426),(29 96.47017),(30 96.09249),(31 96.5939),(32 96.155975),(33 96.06314),(34 98.28382),(35 97.11212),(36 97.36888),(37 96.44055),(38 96.20853),(39 95.72182),(40 95.06935),(41 94.3495),(42 93.85816),(43 95.93088),(44 97.48395),(45 97.0684),(46 96.46982),(47 96.69184),(48 95.41637),(49 95.34021),(50 95.59425),(51 96.31654),(52 96.750305),(53 97.68825),(54 98.54859),(55 97.71666),(56 98.151215),(57 98.71692),(58 97.46959),(59 97.61148),(60 97.58929),(61 97.4319),(62 97.216515),(63 96.76424),(64 96.35821),(65 94.85725),(66 92.80441),(67 93.14619),(68 94.76444),(69 95.848335),(70 95.65053),(71 95.16201),(72 94.373215),(73 94.32141),(74 95.040955),(75 94.03462),(76 93.029854),(77 92.20926),(78 93.98938),(79 95.81014),
(1 70.196106),(2 77.8585),(3 78.202156),(4 80.02191),(5 84.146194),(6 83.11212),(7 85.03389),(8 88.337296),(9 89.957115),(10 91.10459),(11 88.945366),(12 92.01634),(13 94.94986),(14 94.69223),(15 97.4139),(16 99.642494),(17 98.98865),(18 98.99655),(19 99.163315),(20 100.50692),(21 98.27983),(22 97.908966),(23 98.89165),(24 96.54481),(25 94.701645),(26 94.25073),(27 94.47184),(28 95.61415),(29 95.154144),(30 94.198814),(31 95.03935),(32 94.0579),(33 94.81922),(34 97.20082),(35 96.417496),(36 94.45521),(37 93.4331),(38 93.67679),(39 93.59555),(40 93.5734),(41 92.593575),(42 92.228096),(43 93.58874),(44 94.517685),(45 93.77965),(46 92.99928),(47 92.80732),(48 92.01981),(49 93.31654),(50 92.514305),(51 92.97471),(52 93.205505),(53 93.85425),(54 93.97712),(55 93.197296),(56 94.03349),(57 93.624214),(58 93.10154),(59 93.480965),(60 92.937904),(61 93.5796),(62 93.22283),(63 93.38787),(64 91.82656),(65 91.681694),(66 90.34886),(67 90.92562),(68 92.03157),(69 93.75373),(70 93.45176),(71 93.21252),(72 92.55709),(73 93.4155),(74 94.02171),(75 93.39087),(76 91.85038),(77 90.919106),(78 91.69959),(79 93.01305),
(1 69.77712),(2 77.29372),(3 78.55178),(4 79.41215),(5 82.69135),(6 82.91506),(7 84.13477),(8 88.912254),(9 90.19542),(10 90.30032),(11 88.093124),(12 91.83411),(13 94.66272),(14 93.84502),(15 96.4363),(16 98.43814),(17 97.12325),(18 96.05895),(19 97.329185),(20 98.54315),(21 97.23048),(22 96.90142),(23 97.12918),(24 96.15417),(25 93.94908),(26 92.69914),(27 93.93069),(28 93.63794),(29 92.715866),(30 92.20383),(31 92.01372),(32 90.82221),(33 91.6563),(34 94.1481),(35 93.51712),(36 92.45352),(37 91.93748),(38 91.46064),(39 92.29179),(40 91.80217),(41 90.5879),(42 91.65076),(43 91.40797),(44 92.37397),(45 92.60789),(46 92.430824),(47 92.69741),(48 92.130394),(49 92.837425),(50 93.75461),(51 94.76608),(52 94.50913),(53 94.48999),(54 94.62596),(55 93.76434),(56 95.36452),(57 94.23278),(58 94.073784),(59 93.998146),(60 93.722694),(61 93.285934),(62 93.4006),(63 92.60335),(64 92.022255),(65 90.84174),(66 88.88871),(67 89.03291),(68 91.10024),(69 92.958496),(70 93.2703),(71 92.7707),(72 91.767296),(73 92.50655),(74 92.41527),(75 92.84116),(76 92.91328),(77 93.42265),(78 93.94729),(79 95.3473),
(1 69.52298),(2 76.89976),(3 77.57962),(4 79.261475),(5 82.48212),(6 82.60646),(7 84.49158),(8 88.35759),(9 90.033516),(10 89.881744),(11 87.28593),(12 90.96166),(13 92.65145),(14 93.156784),(15 95.99842),(16 99.09521),(17 98.825806),(18 96.37159),(19 98.47072),(20 97.81858),(21 95.9174),(22 96.464485),(23 97.13641),(24 95.68721),(25 94.82938),(26 93.89995),(27 95.48373),(28 96.60481),(29 96.43423),(30 95.614525),(31 95.01524),(32 93.49957),(33 93.61458),(34 95.71422),(35 94.203316),(36 92.99664),(37 91.70827),(38 91.428734),(39 91.91076),(40 90.87956),(41 90.33101),(42 90.17133),(43 90.225655),(44 91.8517),(45 91.599075),(46 91.649445),(47 91.669876),(48 92.10273),(49 92.56248),(50 92.62829),(51 93.62108),(52 93.95574),(53 94.05487),(54 94.45981),(55 94.62249),(56 94.2267),(57 92.91612),(58 92.401024),(59 92.04389),(60 91.15148),(61 91.68316),(62 92.68084),(63 92.92881),(64 92.027084),(65 91.37139),(66 89.682335),(67 89.33541),(68 90.72667),(69 93.75218),(70 92.313),(71 92.34537),(72 90.85319),(73 92.012825),(74 92.56424),(75 91.45414),(76 90.781136),(77 90.42928),(78 92.46281),(79 93.08833),
