1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 202.30151),(2 228.78117),(3 251.55074),(4 243.509),(5 265.48456),(6 268.2711),(7 275.6589),(8 279.06253),(9 281.90106),(10 285.11908),(11 288.55032),(12 290.92758),(13 304.73416),(14 311.73398),(15 307.75122),(16 311.8995),(17 313.74414),(18 317.42834),(19 315.32236),(20 316.8178),(21 315.79773),(22 317.92172),(23 325.3623),(24 327.4092),(25 330.847),(26 328.66708),(27 329.4339),(28 338.09225),(29 337.1915),(30 339.61884),(31 349.1163),(32 341.79013),(33 350.97195),(34 354.96475),(35 351.61563),(36 345.9632),(37 342.79047),(38 344.56253),(39 338.30603),(40 334.57895),(41 338.69696),(42 330.8212),(43 333.9307),(44 335.25778),(45 326.6528),(46 331.56357),(47 321.33536),(48 327.8441),(49 315.69116),(50 315.22177),(51 316.61002),(52 311.7627),(53 316.00693),(54 318.6489),(55 307.61066),(56 315.20712),(57 313.57364),(58 313.8367),(59 311.73016),(60 312.4259),(61 310.9791),(62 307.40146),(63 310.8682),(64 310.33502),(65 313.22525),(66 315.14676),(67 313.05524),(68 312.8284),(69 305.5073),(70 306.60156),(71 306.22903),(72 313.66138),(73 311.164),(74 313.27698),(75 315.44067),(76 315.60107),(77 311.44333),(78 311.32492),(79 309.78015),
(1 203.0765),(2 229.4562),(3 249.23645),(4 243.14854),(5 267.09967),(6 267.83496),(7 275.66248),(8 279.29208),(9 284.41995),(10 289.61108),(11 291.86765),(12 298.9639),(13 307.58752),(14 312.18222),(15 309.70047),(16 316.12015),(17 312.11203),(18 319.52167),(19 315.91327),(20 318.88483),(21 320.48624),(22 321.79056),(23 324.50043),(24 326.6753),(25 332.48502),(26 333.56268),(27 330.11328),(28 342.58566),(29 344.84677),(30 345.37012),(31 351.702),(32 344.19058),(33 353.65768),(34 352.9806),(35 354.45242),(36 349.7915),(37 344.19904),(38 344.0968),(39 338.29932),(40 335.4581),(41 337.6895),(42 331.91327),(43 332.50592),(44 334.25378),(45 329.44772),(46 334.33646),(47 319.8282),(48 327.25674),(49 316.01917),(50 318.08148),(51 320.07214),(52 315.95746),(53 321.74466),(54 324.54282),(55 313.1693),(56 320.87906),(57 316.8595),(58 315.15604),(59 311.88953),(60 311.16827),(61 310.24417),(62 311.1062),(63 310.08682),(64 313.17517),(65 315.35297),(66 319.448),(67 315.50052),(68 313.6338),(69 306.1846),(70 305.88757),(71 307.29996),(72 313.17242),(73 310.56927),(74 311.03415),(75 309.14883),(76 310.5906),(77 305.5089),(78 306.148),(79 302.58673),
(1 193.51843),(2 219.26639),(3 242.83754),(4 235.73035),(5 254.02449),(6 251.37646),(7 261.7436),(8 270.09262),(9 270.7265),(10 270.2324),(11 273.80737),(12 283.08188),(13 290.32925),(14 294.67105),(15 292.247),(16 296.54053),(17 296.33472),(18 298.73187),(19 299.72925),(20 302.3599),(21 304.5033),(22 308.13376),(23 307.07184),(24 315.7001),(25 321.61807),(26 322.40982),(27 322.74338),(28 329.84253),(29 331.89368),(30 331.21503),(31 339.1315),(32 333.75897),(33 336.74603),(34 336.92963),(35 342.45874),(36 331.8241),(37 330.677),(38 328.7021),(39 325.11188),(40 323.3344),(41 325.1914),(42 318.90924),(43 316.06845),(44 316.90506),(45 308.9293),(46 314.49664),(47 306.3566),(48 311.20914),(49 298.8188),(50 303.1281),(51 298.11023),(52 296.68478),(53 303.0156),(54 300.23788),(55 295.4538),(56 299.60812),(57 301.53326),(58 294.37637),(59 295.3035),(60 293.12585),(61 292.106),(62 292.38696),(63 294.79575),(64 296.9027),(65 298.19653),(66 299.743),(67 297.69928),(68 294.94858),(69 293.19766),(70 288.92603),(71 292.45377),(72 295.76257),(73 295.34576),(74 295.66858),(75 296.10455),(76 297.88074),(77 294.07852),(78 297.85895),(79 296.7537),
(1 191.54819),(2 215.9513),(3 239.0847),(4 233.7015),(5 248.06854),(6 247.74847),(7 257.01202),(8 263.07553),(9 270.86636),(10 271.14365),(11 272.8214),(12 278.68823),(13 285.82452),(14 294.3173),(15 288.73587),(16 293.96924),(17 294.19742),(18 299.0891),(19 301.70245),(20 300.0303),(21 302.14935),(22 306.80624),(23 308.74228),(24 309.80634),(25 311.65912),(26 315.48962),(27 316.1425),(28 319.0753),(29 326.13477),(30 324.35068),(31 329.8866),(32 330.29282),(33 331.17178),(34 328.37198),(35 334.34354),(36 325.65546),(37 325.65396),(38 321.8163),(39 320.97525),(40 319.96716),(41 321.24756),(42 316.807),(43 317.03455),(44 316.2978),(45 309.8998),(46 313.11163),(47 309.5508),(48 314.96597),(49 302.3836),(50 303.2931),(51 299.62192),(52 299.4678),(53 306.4846),(54 303.60922),(55 299.14444),(56 304.3267),(57 301.60178),(58 302.58838),(59 300.8794),(60 299.57428),(61 298.73724),(62 294.82053),(63 299.86658),(64 297.41495),(65 299.34238),(66 294.6595),(67 296.38876),(68 296.09857),(69 292.11353),(70 287.67877),(71 292.3873),(72 293.7395),(73 295.13504),(74 291.45026),(75 294.73157),(76 292.96518),(77 287.15558),(78 291.61798),(79 295.10553),
(1 192.0681),(2 216.2877),(3 241.54475),(4 235.77887),(5 250.30168),(6 248.74806),(7 257.81357),(8 262.39368),(9 274.4872),(10 274.51224),(11 277.82382),(12 282.8136),(13 291.32584),(14 299.9099),(15 295.29816),(16 298.3503),(17 301.8586),(18 305.37302),(19 311.07596),(20 306.59155),(21 310.65298),(22 313.9042),(23 319.2217),(24 315.25696),(25 315.4308),(26 318.4361),(27 320.0169),(28 323.57977),(29 330.0673),(30 328.53314),(31 334.7562),(32 334.32556),(33 334.46432),(34 331.16602),(35 333.9803),(36 327.63245),(37 327.75757),(38 325.3545),(39 322.5539),(40 317.27078),(41 321.58542),(42 310.80313),(43 312.7249),(44 317.40945),(45 308.4575),(46 314.02438),(47 311.04175),(48 311.44302),(49 299.82324),(50 303.32434),(51 304.03177),(52 301.39258),(53 308.69122),(54 298.8348),(55 296.7275),(56 302.0281),(57 295.8595),(58 298.98938),(59 299.47256),(60 298.07852),(61 295.27),(62 296.89322),(63 300.9774),(64 303.1637),(65 302.25537),(66 301.14078),(67 302.4655),(68 301.5669),(69 295.71375),(70 293.1736),(71 297.2193),(72 294.73837),(73 296.1234),(74 294.5028),(75 303.4199),(76 300.52045),(77 292.83572),(78 297.22177),(79 297.14212),
(1 188.39816),(2 215.13297),(3 240.7662),(4 230.70357),(5 244.41232),(6 245.04482),(7 253.70168),(8 258.22214),(9 264.48947),(10 266.19382),(11 272.81888),(12 279.78436),(13 283.2669),(14 286.5499),(15 280.91855),(16 288.67102),(17 289.9102),(18 292.99228),(19 299.63544),(20 295.1787),(21 298.01486),(22 297.79034),(23 303.6636),(24 303.04285),(25 299.91937),(26 304.3187),(27 309.7069),(28 314.47833),(29 320.28568),(30 318.83057),(31 321.87366),(32 319.81406),(33 326.01816),(34 325.5419),(35 324.18665),(36 321.28525),(37 325.34015),(38 322.4315),(39 321.72433),(40 314.99692),(41 319.04745),(42 308.61398),(43 315.98172),(44 315.81607),(45 308.89902),(46 315.3424),(47 309.72644),(48 312.74796),(49 301.80057),(50 308.52676),(51 308.2595),(52 303.31107),(53 307.49164),(54 298.4443),(55 296.01953),(56 302.61584),(57 296.52533),(58 296.18787),(59 293.03156),(60 290.6729),(61 288.26614),(62 288.40775),(63 294.74045),(64 296.3686),(65 295.7379),(66 295.7336),(67 294.94196),(68 294.1185),(69 287.16605),(70 291.51767),(71 292.48157),(72 291.26883),(73 292.49054),(74 291.24744),(75 299.22458),(76 293.79465),(77 288.98358),(78 296.95703),(79 298.33536),
(1 189.13255),(2 213.94579),(3 237.22755),(4 227.53374),(5 242.067),(6 243.58463),(7 250.52516),(8 258.47098),(9 263.03564),(10 268.5828),(11 273.6974),(12 278.8868),(13 282.34247),(14 283.55576),(15 274.7592),(16 283.31094),(17 282.65826),(18 285.83197),(19 290.4943),(20 290.63388),(21 294.1505),(22 290.25314),(23 298.79807),(24 301.20734),(25 295.26544),(26 299.85306),(27 302.64883),(28 309.9559),(29 314.7667),(30 312.11182),(31 315.69504),(32 316.29974),(33 320.05136),(34 318.21286),(35 318.53867),(36 313.83643),(37 315.33224),(38 314.53732),(39 313.57736),(40 313.62457),(41 315.35242),(42 306.46753),(43 310.6212),(44 311.54208),(45 303.04248),(46 306.53333),(47 298.86087),(48 303.39468),(49 293.36563),(50 294.04306),(51 302.12393),(52 295.44876),(53 302.18356),(54 289.51175),(55 292.6114),(56 297.21655),(57 289.91025),(58 290.0422),(59 288.46017),(60 287.80145),(61 284.5145),(62 284.063),(63 291.21753),(64 292.25946),(65 289.45984),(66 289.01578),(67 287.31937),(68 288.83444),(69 282.8844),(70 283.1524),(71 282.7767),(72 283.72495),(73 286.27692),(74 283.6933),(75 288.3774),(76 280.71387),(77 277.81613),(78 285.7317),(79 281.87137),
(1 186.11748),(2 209.85939),(3 230.27043),(4 222.37862),(5 239.61667),(6 243.97511),(7 247.8196),(8 256.1339),(9 261.5622),(10 261.8542),(11 267.6466),(12 273.52435),(13 279.9399),(14 279.62817),(15 277.0876),(16 279.47586),(17 281.31573),(18 280.308),(19 284.53403),(20 290.30978),(21 289.1757),(22 291.16058),(23 297.8395),(24 298.50208),(25 293.4031),(26 296.8138),(27 294.51303),(28 306.3495),(29 307.29062),(30 311.5249),(31 315.17236),(32 315.85376),(33 317.91202),(34 320.57358),(35 316.41885),(36 311.15082),(37 313.6802),(38 309.91333),(39 308.1871),(40 308.5484),(41 311.7457),(42 302.82925),(43 307.71954),(44 307.7241),(45 299.32947),(46 305.71387),(47 295.05353),(48 299.18234),(49 292.85583),(50 290.48407),(51 295.141),(52 288.2577),(53 294.28998),(54 286.3279),(55 284.9761),(56 286.7872),(57 284.33713),(58 280.0105),(59 281.31204),(60 280.48557),(61 276.09628),(62 277.27173),(63 285.43533),(64 286.37073),(65 280.60974),(66 281.6587),(67 278.7706),(68 284.1615),(69 278.53656),(70 273.60184),(71 278.55362),(72 281.936),(73 284.77014),(74 282.94424),(75 290.4326),(76 280.15054),(77 280.18903),(78 282.72153),(79 282.2118),
(1 182.71135),(2 209.09077),(3 228.83809),(4 221.43158),(5 235.10399),(6 241.23099),(7 247.75996),(8 253.84692),(9 258.74326),(10 256.84515),(11 261.36093),(12 269.59827),(13 276.81555),(14 271.57733),(15 269.78183),(16 271.36673),(17 277.9243),(18 278.59717),(19 278.4326),(20 286.93185),(21 283.9579),(22 287.58865),(23 291.70627),(24 292.43842),(25 291.1994),(26 292.18384),(27 293.56342),(28 302.978),(29 302.14142),(30 301.85318),(31 303.65015),(32 303.22772),(33 307.31332),(34 309.40436),(35 307.13226),(36 300.57788),(37 306.46597),(38 301.68002),(39 303.5597),(40 298.46548),(41 300.9808),(42 299.67755),(43 302.2761),(44 299.90814),(45 293.8996),(46 299.06396),(47 290.98346),(48 298.44278),(49 290.9429),(50 295.265),(51 293.8311),(52 296.20337),(53 298.14633),(54 291.9148),(55 289.9669),(56 292.65997),(57 292.56024),(58 286.48624),(59 284.61606),(60 281.3168),(61 281.63165),(62 279.801),(63 290.98288),(64 286.43796),(65 285.05157),(66 286.6068),(67 283.1312),(68 282.19882),(69 278.25394),(70 275.4526),(71 283.01913),(72 282.44946),(73 281.89224),(74 279.7978),(75 282.7764),(76 279.29352),(77 280.16037),(78 278.73743),(79 278.28873),
(1 176.69379),(2 207.75713),(3 225.7015),(4 220.6596),(5 235.25693),(6 241.3076),(7 251.22774),(8 255.8365),(9 260.79144),(10 261.31436),(11 262.99115),(12 272.1896),(13 273.1276),(14 278.09274),(15 276.62445),(16 279.43893),(17 282.14822),(18 286.39865),(19 285.58646),(20 293.48447),(21 289.60156),(22 292.23767),(23 294.4648),(24 295.66098),(25 296.34607),(26 297.44138),(27 306.9274),(28 310.76657),(29 312.8421),(30 312.42313),(31 317.64658),(32 315.6221),(33 316.16278),(34 318.1914),(35 318.21756),(36 311.22842),(37 315.35),(38 311.3243),(39 308.54337),(40 305.02673),(41 308.35812),(42 308.53693),(43 311.70264),(44 309.98984),(45 298.8382),(46 299.24353),(47 295.40387),(48 299.5665),(49 295.14542),(50 298.35275),(51 302.59348),(52 301.82938),(53 302.41687),(54 293.52115),(55 289.70004),(56 293.6414),(57 288.7418),(58 289.11295),(59 289.99567),(60 282.6861),(61 282.13736),(62 280.32666),(63 285.34863),(64 282.02817),(65 283.509),(66 287.8158),(67 281.11685),(68 282.80344),(69 277.51007),(70 274.201),(71 279.17566),(72 282.36176),(73 283.2798),(74 280.8294),(75 278.11734),(76 276.83057),(77 276.01523),(78 280.47977),(79 279.41748),
(1 174.03665),(2 197.84303),(3 219.7202),(4 215.29842),(5 231.4336),(6 232.8745),(7 244.66595),(8 248.12682),(9 251.6273),(10 250.5841),(11 254.75961),(12 264.0352),(13 263.61105),(14 271.50406),(15 268.64407),(16 271.5883),(17 272.47736),(18 277.95917),(19 277.77246),(20 284.13394),(21 282.6022),(22 290.6987),(23 289.32318),(24 288.37857),(25 291.79742),(26 291.52347),(27 294.2299),(28 302.02026),(29 298.35632),(30 298.32495),(31 302.67953),(32 302.18173),(33 306.08618),(34 306.5373),(35 306.33267),(36 300.28503),(37 302.38882),(38 298.37582),(39 299.2162),(40 303.1709),(41 301.47418),(42 296.45996),(43 300.29495),(44 299.77637),(45 292.85757),(46 291.69498),(47 286.34613),(48 292.22113),(49 287.4809),(50 292.8757),(51 293.73734),(52 294.23227),(53 294.9844),(54 286.61862),(55 281.32993),(56 287.57318),(57 285.79126),(58 281.88345),(59 283.3901),(60 276.93506),(61 275.05243),(62 273.77158),(63 277.0162),(64 276.24017),(65 280.1617),(66 280.60324),(67 279.61264),(68 276.95273),(69 276.98474),(70 272.96808),(71 274.18375),(72 278.68997),(73 278.9975),(74 278.48587),(75 275.6051),(76 272.78714),(77 269.19644),(78 272.83542),(79 274.94125),
(1 172.40755),(2 196.28265),(3 218.69533),(4 211.72786),(5 226.65282),(6 225.86551),(7 235.81061),(8 241.53923),(9 243.57199),(10 244.6409),(11 245.95604),(12 251.67351),(13 259.1089),(14 261.3505),(15 261.0716),(16 263.31943),(17 264.52737),(18 270.26303),(19 271.69473),(20 280.15393),(21 275.19067),(22 286.50635),(23 284.5051),(24 286.0516),(25 285.735),(26 282.04813),(27 288.20203),(28 299.20486),(29 295.11926),(30 292.95224),(31 295.35004),(32 293.5231),(33 296.9119),(34 296.90295),(35 300.74088),(36 294.1826),(37 298.73633),(38 291.2455),(39 292.07132),(40 295.17865),(41 291.35242),(42 287.87408),(43 289.4359),(44 289.26773),(45 281.3359),(46 281.07672),(47 275.82373),(48 278.91083),(49 272.4159),(50 284.59512),(51 282.95633),(52 285.02948),(53 281.99277),(54 269.39044),(55 272.80057),(56 279.69684),(57 276.983),(58 275.217),(59 274.94702),(60 272.37033),(61 268.7488),(62 266.2885),(63 268.87634),(64 268.41974),(65 270.26074),(66 267.4801),(67 270.98425),(68 267.78003),(69 267.70886),(70 264.53314),(71 267.57553),(72 271.5726),(73 268.88644),(74 265.829),(75 264.1474),(76 264.18176),(77 266.45877),(78 266.28217),(79 267.3677),
(1 170.98004),(2 194.75609),(3 218.11859),(4 210.98099),(5 226.57718),(6 229.88963),(7 236.80783),(8 244.85358),(9 246.72926),(10 248.40393),(11 251.6705),(12 255.11432),(13 264.5327),(14 263.1861),(15 265.48685),(16 271.1666),(17 270.28607),(18 272.4879),(19 272.69135),(20 282.09412),(21 279.78616),(22 290.2566),(23 288.98526),(24 290.55923),(25 289.61746),(26 287.75995),(27 293.9151),(28 293.49814),(29 293.2398),(30 296.38934),(31 296.23026),(32 293.40506),(33 294.80804),(34 293.38916),(35 295.7324),(36 291.30673),(37 297.26627),(38 291.68774),(39 290.87128),(40 291.88058),(41 287.59918),(42 287.12396),(43 285.53653),(44 284.73532),(45 277.28888),(46 276.37848),(47 270.41),(48 277.5233),(49 271.76068),(50 278.6301),(51 279.09595),(52 284.37173),(53 284.72955),(54 274.15485),(55 271.90854),(56 279.03073),(57 272.2446),(58 274.5206),(59 275.29675),(60 273.2076),(61 269.40836),(62 268.64032),(63 270.32214),(64 272.04773),(65 273.08795),(66 273.70923),(67 276.19434),(68 275.76807),(69 272.16513),(70 269.31067),(71 269.3341),(72 275.15866),(73 272.38776),(74 271.2634),(75 270.12433),(76 268.46533),(77 269.35846),(78 268.8328),(79 269.99985),
(1 171.95287),(2 190.1621),(3 214.58441),(4 210.1013),(5 223.54243),(6 229.89151),(7 233.40079),(8 242.00354),(9 241.17082),(10 244.32689),(11 248.00023),(12 253.93349),(13 258.72964),(14 256.50308),(15 255.29237),(16 261.4831),(17 263.75842),(18 268.4107),(19 270.79684),(20 274.3787),(21 279.58823),(22 285.01324),(23 288.37936),(24 286.01474),(25 284.45712),(26 290.55765),(27 288.9512),(28 292.30658),(29 291.36838),(30 293.62268),(31 297.31308),(32 293.0576),(33 297.94424),(34 300.45715),(35 302.23026),(36 298.29712),(37 300.79373),(38 302.75122),(39 299.4295),(40 297.63663),(41 299.04398),(42 293.5878),(43 292.48474),(44 294.9222),(45 288.06763),(46 285.6072),(47 283.70218),(48 291.11496),(49 284.68497),(50 290.07294),(51 285.235),(52 287.70154),(53 290.54428),(54 279.82715),(55 278.6462),(56 284.06848),(57 278.0086),(58 278.81732),(59 279.18747),(60 275.2458),(61 268.53113),(62 273.13666),(63 272.62756),(64 272.53546),(65 271.14984),(66 273.424),(67 273.37152),(68 271.57172),(69 268.84467),(70 267.79337),(71 263.63538),(72 267.36743),(73 264.76404),(74 265.52988),(75 266.03497),(76 267.38693),(77 267.62732),(78 263.68906),(79 266.69788),
(1 170.44519),(2 193.73567),(3 214.9433),(4 209.51271),(5 223.26515),(6 227.38696),(7 233.63634),(8 241.95459),(9 240.01376),(10 239.59451),(11 243.13063),(12 252.5234),(13 260.6516),(14 259.668),(15 257.23544),(16 257.19238),(17 259.41183),(18 268.60657),(19 270.96634),(20 274.9642),(21 272.7135),(22 281.56458),(23 282.95773),(24 280.61426),(25 283.76172),(26 285.67844),(27 283.3787),(28 292.39215),(29 288.84818),(30 291.3601),(31 293.97656),(32 293.8862),(33 297.80283),(34 295.55576),(35 302.0023),(36 296.17792),(37 303.12604),(38 301.54007),(39 297.87277),(40 299.16495),(41 299.53967),(42 298.4375),(43 295.75095),(44 290.75745),(45 286.72037),(46 287.51736),(47 284.96863),(48 288.68182),(49 286.1668),(50 290.23056),(51 287.33514),(52 289.06473),(53 288.08987),(54 277.3024),(55 278.1963),(56 282.76395),(57 281.19702),(58 280.49722),(59 281.51178),(60 275.28156),(61 269.8928),(62 271.03333),(63 273.89594),(64 274.8241),(65 275.5605),(66 273.02383),(67 275.30844),(68 274.26645),(69 269.5946),(70 268.5449),(71 264.43674),(72 267.70447),(73 264.5443),(74 262.8054),(75 264.9335),(76 271.49475),(77 267.48502),(78 263.17575),(79 263.97318),
(1 161.2312),(2 189.4491),(3 213.59117),(4 204.37572),(5 217.01985),(6 219.05263),(7 228.81532),(8 238.6004),(9 237.42868),(10 237.96144),(11 236.77681),(12 245.07214),(13 254.27318),(14 257.4268),(15 256.1723),(16 253.90898),(17 259.889),(18 263.834),(19 267.34442),(20 272.3087),(21 266.03888),(22 275.78143),(23 275.86514),(24 276.03308),(25 278.05002),(26 279.13266),(27 279.4067),(28 282.55386),(29 279.35474),(30 279.57935),(31 280.59167),(32 282.83377),(33 287.70526),(34 284.59784),(35 288.93527),(36 278.69473),(37 289.17557),(38 282.55936),(39 283.13287),(40 286.76642),(41 282.19833),(42 280.25916),(43 277.869),(44 277.3585),(45 273.77573),(46 275.74423),(47 272.92615),(48 276.3245),(49 271.90765),(50 275.44287),(51 275.3542),(52 276.8227),(53 277.01773),(54 269.17172),(55 269.34384),(56 275.08255),(57 270.71262),(58 269.68958),(59 272.1795),(60 269.30902),(61 263.34204),(62 266.93616),(63 266.2226),(64 267.11703),(65 266.38055),(66 267.92487),(67 269.11932),(68 267.30994),(69 264.13315),(70 263.671),(71 260.24615),(72 259.6661),(73 262.12146),(74 257.20734),(75 259.6881),(76 265.37198),(77 261.93655),(78 261.2591),(79 261.12042),
(1 162.77917),(2 184.66875),(3 210.75632),(4 205.19725),(5 222.64026),(6 227.48775),(7 234.40765),(8 240.0906),(9 239.74864),(10 241.25122),(11 244.44397),(12 253.95155),(13 259.4926),(14 258.67404),(15 257.701),(16 256.68326),(17 267.09613),(18 265.75186),(19 270.26892),(20 271.40485),(21 271.52084),(22 280.13428),(23 279.7387),(24 286.1544),(25 280.03854),(26 282.94785),(27 282.86697),(28 284.85797),(29 285.50525),(30 283.65573),(31 283.23068),(32 282.6129),(33 287.0109),(34 290.23795),(35 292.91296),(36 287.63675),(37 294.64316),(38 289.21344),(39 294.17346),(40 293.16736),(41 292.68277),(42 287.7613),(43 286.46194),(44 284.43646),(45 279.131),(46 283.47876),(47 278.2955),(48 279.4945),(49 277.0854),(50 274.3561),(51 274.421),(52 276.08237),(53 271.81827),(54 265.90152),(55 268.85458),(56 273.93216),(57 266.78415),(58 262.46204),(59 269.4726),(60 264.39282),(61 259.94547),(62 266.4049),(63 267.557),(64 268.96655),(65 267.37595),(66 270.5751),(67 271.8169),(68 267.0504),(69 270.7679),(70 268.6764),(71 268.0396),(72 264.5218),(73 268.62256),(74 263.6115),(75 268.87564),(76 268.47446),(77 265.02753),(78 263.2692),(79 266.2023),
(1 160.40369),(2 182.37059),(3 206.6009),(4 201.17972),(5 217.54807),(6 223.54088),(7 229.02269),(8 236.94345),(9 238.54953),(10 236.28856),(11 239.49986),(12 244.38115),(13 253.7914),(14 254.72165),(15 250.8463),(16 255.82533),(17 259.06705),(18 261.73502),(19 263.57938),(20 264.49884),(21 268.546),(22 267.90753),(23 270.43686),(24 276.657),(25 272.4089),(26 276.99435),(27 278.47046),(28 278.45255),(29 279.52356),(30 279.212),(31 280.98276),(32 280.94302),(33 283.21512),(34 283.19897),(35 290.94104),(36 288.56903),(37 289.21173),(38 288.8931),(39 291.152),(40 285.37372),(41 288.57407),(42 284.17584),(43 281.19086),(44 278.87488),(45 277.22256),(46 274.77512),(47 271.65387),(48 278.62653),(49 274.54388),(50 273.70508),(51 270.40396),(52 271.6445),(53 270.31522),(54 260.95633),(55 265.5008),(56 270.49347),(57 262.45627),(58 260.9696),(59 263.41617),(60 259.53238),(61 255.29356),(62 261.0717),(63 262.0067),(64 262.65643),(65 263.94147),(66 266.7954),(67 264.59753),(68 268.2313),(69 263.46567),(70 264.35306),(71 261.93405),(72 261.927),(73 264.84695),(74 259.35474),(75 262.6317),(76 262.7286),(77 260.35007),(78 259.92734),(79 257.22363),
(1 165.043),(2 190.68195),(3 213.81981),(4 206.50467),(5 221.27003),(6 223.97173),(7 232.31839),(8 243.10677),(9 243.9281),(10 242.37483),(11 246.32857),(12 253.6346),(13 262.63562),(14 264.978),(15 261.436),(16 266.0669),(17 266.2383),(18 272.79123),(19 271.47284),(20 275.29303),(21 280.5481),(22 275.42413),(23 280.67358),(24 287.32355),(25 282.18127),(26 281.8367),(27 285.49054),(28 288.67865),(29 286.62708),(30 285.58517),(31 284.0321),(32 283.23822),(33 287.7926),(34 283.10815),(35 288.5717),(36 283.8161),(37 285.63593),(38 288.51358),(39 287.67975),(40 280.0872),(41 284.23737),(42 276.61484),(43 276.9008),(44 274.7021),(45 272.79504),(46 271.58368),(47 269.15887),(48 271.48868),(49 273.4582),(50 272.93658),(51 270.33817),(52 271.89502),(53 272.44662),(54 258.0457),(55 267.63928),(56 270.84045),(57 264.5007),(58 260.69528),(59 265.813),(60 260.9666),(61 259.48956),(62 263.20486),(63 261.97235),(64 261.9444),(65 261.09784),(66 259.73804),(67 260.9486),(68 263.53912),(69 261.51132),(70 263.7168),(71 259.3256),(72 264.15823),(73 265.05197),(74 261.59296),(75 263.63995),(76 264.26324),(77 260.34015),(78 261.8271),(79 258.74597),
