1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 14223.99),(2 46775.88),(3 100160.05),(4 165159.36),(5 238673.77),(6 316042.9),(7 395521.78),(8 475772.78),(9 554878.2),(10 630718.6),(11 702437.25),(12 767504.8),(13 826041.75),(14 883931.2),(15 937020.7),(16 987210.94),(17 1039980.94),(18 1092051.5),(19 1140269.3),(20 1187230.4),(21 1234455.3),(22 1283656.1),(23 1328853.3),(24 1369069.3),(25 1403950.3),(26 1439213.9),(27 1466232.1),(28 1490636.9),(29 1513399.6),(30 1528881),(31 1544030.6),(32 1556891),(33 1575055),(34 1598953.8),(35 1624002.4),(36 1649266.3),(37 1676572.4),(38 1708622.6),(39 1739636.8),(40 1779793.6),(41 1815934.3),(42 1853431.6),(43 1893660.9),(44 1932446.6),(45 1962728.5),(46 1990863.6),(47 2016842.3),(48 2037297.4),(49 2056651),(50 2071090.1),(51 2079136.9),(52 2084670.3),(53 2080647.6),(54 2082322.8),(55 2083173.3),(56 2083787.1),(57 2085979.1),(58 2086216.4),(59 2082545.9),(60 2085891.5),(61 2085110.8),(62 2083499.1),(63 2082009.6),(64 2075126.6),(65 2067555.1),(66 2057602.1),(67 2046246.3),(68 2038792.8),(69 2028668),(70 2031845.6),(71 2039561.3),(72 2053846.3),(73 2073323.3),(74 2102276.3),(75 2138373.3),(76 2179231),(77 2230266.5),(78 2286422.5),(79 2341657.5),
(1 16414.867),(2 55936.074),(3 116161.85),(4 193354.64),(5 282788.4),(6 377873.28),(7 475133.63),(8 571619.44),(9 664523.44),(10 750550.8),(11 833080.2),(12 909833.44),(13 983310.2),(14 1052801.4),(15 1114908.9),(16 1173116.6),(17 1229091.6),(18 1280790.3),(19 1325405.1),(20 1364840.1),(21 1398947.5),(22 1425129.4),(23 1446407.6),(24 1463217.5),(25 1475287.4),(26 1483217.5),(27 1484303.4),(28 1483252),(29 1476480.6),(30 1467829.6),(31 1463498.5),(32 1463677),(33 1471967.4),(34 1480887.6),(35 1492659.6),(36 1506865),(37 1516728.9),(38 1529307.5),(39 1537925),(40 1550235),(41 1557411),(42 1561139.1),(43 1568418.6),(44 1578588),(45 1585560.4),(46 1593587),(47 1608161.6),(48 1622572.5),(49 1641368.9),(50 1666565.9),(51 1695272.1),(52 1724969.6),(53 1744854),(54 1766702.1),(55 1781984.6),(56 1798825),(57 1814883.4),(58 1831389.6),(59 1847333.4),(60 1867869.1),(61 1887471.4),(62 1904480.4),(63 1927173),(64 1945616.6),(65 1965054.5),(66 1985245),(67 1994839.4),(68 2000951),(69 2005912),(70 2007993.1),(71 2005636.6),(72 1995983.6),(73 1986050.4),(74 1978760.6),(75 1974163.9),(76 1968233.4),(77 1967842.9),(78 1965686),(79 1962731),
(1 18527.258),(2 63109.05),(3 132209.39),(4 214912.02),(5 306096.7),(6 402801.38),(7 498169.44),(8 593330.56),(9 686011.4),(10 774317.2),(11 863716.6),(12 950571.7),(13 1032599.7),(14 1114689.3),(15 1188764.8),(16 1255946.3),(17 1320478.5),(18 1377064.5),(19 1423693.8),(20 1465443.5),(21 1494610.8),(22 1518254.4),(23 1534121.1),(24 1540374.4),(25 1539091.3),(26 1532917.1),(27 1528468.4),(28 1525376.4),(29 1521838.3),(30 1521899.3),(31 1525516.4),(32 1531250.9),(33 1538069.8),(34 1555283.3),(35 1573481.6),(36 1592997.1),(37 1614149.8),(38 1632462.1),(39 1653261.8),(40 1673216.4),(41 1689666.8),(42 1711601.6),(43 1729443.3),(44 1749617),(45 1763745.9),(46 1778304.1),(47 1794031.9),(48 1814660.1),(49 1833534.1),(50 1857237.8),(51 1874821.9),(52 1899123.9),(53 1914949.5),(54 1935641.1),(55 1953947.3),(56 1968904.8),(57 1987691),(58 2006957.5),(59 2026954.3),(60 2044928.6),(61 2053548),(62 2071571.3),(63 2079933.1),(64 2091964.6),(65 2101317.3),(66 2105957.8),(67 2116119),(68 2125466.5),(69 2139832),(70 2160957.3),(71 2172546.3),(72 2188150.5),(73 2195362),(74 2203433),(75 2205041.5),(76 2206682.5),(77 2206132.3),(78 2210865.5),(79 2213406.8),
(1 17562.137),(2 58725.42),(3 122047.44),(4 196948.08),(5 280964.63),(6 367822.9),(7 452066.3),(8 532367.5),(9 605300.7),(10 668814.7),(11 730275.4),(12 780443.44),(13 824993.2),(14 867029.7),(15 912902.6),(16 959550.8),(17 1012944.94),(18 1063642.4),(19 1112073.9),(20 1158580.5),(21 1195424.6),(22 1231977.5),(23 1256061),(24 1271178.5),(25 1283402.6),(26 1287958.4),(27 1293628.6),(28 1301772),(29 1310540.4),(30 1321597.5),(31 1333512.5),(32 1347029.3),(33 1363416),(34 1383736.5),(35 1403108.1),(36 1423420.4),(37 1442570.8),(38 1455051.4),(39 1469777.6),(40 1488340),(41 1509564.4),(42 1530592.8),(43 1549099.6),(44 1564311.3),(45 1580356.1),(46 1592994.8),(47 1602919.4),(48 1615965.9),(49 1626903.9),(50 1645269.6),(51 1659104.6),(52 1678443.6),(53 1706039.3),(54 1735597.1),(55 1768773.6),(56 1801920.8),(57 1844209.8),(58 1887303),(59 1934593.1),(60 1979277.3),(61 2019054.4),(62 2056679.4),(63 2090999.4),(64 2119293.5),(65 2147595),(66 2177494.3),(67 2203159),(68 2231295.5),(69 2253237.3),(70 2270695.8),(71 2279628.8),(72 2291023),(73 2295411),(74 2295956.8),(75 2293180),(76 2287871.8),(77 2281334.5),(78 2265385.5),(79 2251335.8),
(1 20256.518),(2 70345.72),(3 150014.53),(4 245541.27),(5 351717.63),(6 462440.06),(7 574224.9),(8 677755.9),(9 774357.56),(10 860810.4),(11 941211.75),(12 1019142.94),(13 1091487.5),(14 1165542.8),(15 1240611.1),(16 1322663.3),(17 1400242.9),(18 1475025),(19 1532654.6),(20 1578957.9),(21 1608731.3),(22 1631582.6),(23 1637697.1),(24 1630751),(25 1621871.4),(26 1608583.9),(27 1604191.8),(28 1601059.3),(29 1602712.9),(30 1611610.5),(31 1626949.9),(32 1648898.5),(33 1676578.9),(34 1703401.4),(35 1731002.6),(36 1758061.9),(37 1788011.9),(38 1815569.8),(39 1845630.3),(40 1879487.9),(41 1914091.3),(42 1952593.4),(43 1990124.1),(44 2029376.9),(45 2072220.3),(46 2108735),(47 2143119),(48 2176790.3),(49 2205538),(50 2238749.8),(51 2266723.5),(52 2292267),(53 2317317.3),(54 2341083.8),(55 2366917.8),(56 2394609.3),(57 2421663.5),(58 2449442),(59 2477832.3),(60 2501233.5),(61 2526797),(62 2545973),(63 2558329.5),(64 2568516.5),(65 2568391),(66 2568721.8),(67 2569574),(68 2565821.8),(69 2558584.3),(70 2547706.3),(71 2537138.3),(72 2532053.3),(73 2526621.3),(74 2524859.8),(75 2521003),(76 2522809.8),(77 2521947.8),(78 2516411),(79 2516503),
(1 19958.55),(2 68476.664),(3 143368.94),(4 232311.8),(5 331455.4),(6 434142),(7 535241.4),(8 633241.3),(9 723668.2),(10 809504.7),(11 888707.75),(12 965550.06),(13 1036888.1),(14 1108108.3),(15 1183337.6),(16 1257346.5),(17 1325341.5),(18 1380688.8),(19 1426399.9),(20 1460154),(21 1481261.3),(22 1497463.5),(23 1504053.9),(24 1502023.3),(25 1502085.6),(26 1501030.8),(27 1509678),(28 1526265.5),(29 1557139.6),(30 1599710.9),(31 1650485.6),(32 1708490.4),(33 1764804),(34 1819877.4),(35 1873216),(36 1922007.3),(37 1970344.4),(38 2012626.1),(39 2056873.1),(40 2105395.3),(41 2151329),(42 2194334.3),(43 2232840.5),(44 2269626.8),(45 2301839.8),(46 2326261.3),(47 2341527.3),(48 2353101.5),(49 2356350.5),(50 2359436),(51 2357991.3),(52 2350597.8),(53 2340170.3),(54 2327183.5),(55 2316027.8),(56 2308312.3),(57 2301482.5),(58 2297820.8),(59 2299430.8),(60 2304266.5),(61 2312637),(62 2320875.3),(63 2329593.8),(64 2340487),(65 2356590.8),(66 2362175.3),(67 2368623.5),(68 2373453.3),(69 2378770.3),(70 2379132.5),(71 2368784.5),(72 2359772.8),(73 2342698.3),(74 2325742.5),(75 2305706.8),(76 2277232.5),(77 2248658.5),(78 2216359),(79 2183842.5),
(1 18414.037),(2 62765.91),(3 128023.07),(4 202967.63),(5 282881.63),(6 359929.8),(7 430235.78),(8 493959.72),(9 551841.3),(10 605529.94),(11 656420.9),(12 704809.06),(13 753192.4),(14 803925.56),(15 854638.4),(16 901148.06),(17 946166.56),(18 982250.2),(19 1012284.06),(20 1030612.56),(21 1042885.8),(22 1046549.3),(23 1051466.8),(24 1058565.1),(25 1074652.6),(26 1101965.5),(27 1129700.6),(28 1166764.4),(29 1199885.9),(30 1233989.5),(31 1271236.1),(32 1305604.4),(33 1340589.6),(34 1373516.6),(35 1406658.4),(36 1441926.8),(37 1479555.1),(38 1515559.4),(39 1548663),(40 1578905.3),(41 1610785.8),(42 1641040.8),(43 1671190.5),(44 1700146.8),(45 1729080.8),(46 1748631),(47 1763514.4),(48 1774266.3),(49 1778561.8),(50 1780253.9),(51 1778034.3),(52 1767897.8),(53 1749774.5),(54 1733253.1),(55 1713421.9),(56 1695355.6),(57 1674867.1),(58 1659035.9),(59 1644646.3),(60 1633754.8),(61 1623568.3),(62 1617628.8),(63 1613481.8),(64 1610479.5),(65 1608384.3),(66 1608265.9),(67 1607898.4),(68 1603749.6),(69 1597171.1),(70 1591116.6),(71 1578500.1),(72 1561540.9),(73 1547567.3),(74 1534595.4),(75 1520304.5),(76 1505890.1),(77 1491354.6),(78 1480070.9),(79 1475197.8),
(1 18746.38),(2 64648.508),(3 135172.03),(4 216454.95),(5 305926.44),(6 393090.3),(7 477317.13),(8 554607.4),(9 623739.06),(10 689563.25),(11 751709.1),(12 808453.44),(13 864560.5),(14 915260.75),(15 959292.25),(16 993526.44),(17 1017659),(18 1025539.25),(19 1025720.4),(20 1018413.8),(21 1008497.2),(22 1004607.9),(23 1000778.56),(24 1003965.7),(25 1010823.75),(26 1021613.44),(27 1029901.8),(28 1041953.2),(29 1054245.4),(30 1070311),(31 1088751.6),(32 1103825.8),(33 1120792),(34 1133495.6),(35 1147919),(36 1164729.5),(37 1181897.3),(38 1202146.4),(39 1221233.9),(40 1241357.1),(41 1260812.8),(42 1282305.3),(43 1300655.8),(44 1319697.8),(45 1340941.8),(46 1358881),(47 1380673.1),(48 1401177.3),(49 1418710.3),(50 1439374.3),(51 1459489.3),(52 1474303.9),(53 1490259.1),(54 1501097),(55 1515170.3),(56 1525918),(57 1538139.1),(58 1550714.6),(59 1561360.3),(60 1569367.8),(61 1577919.4),(62 1593389.3),(63 1602233.1),(64 1610148.4),(65 1618702),(66 1629526),(67 1638654.8),(68 1648622.9),(69 1653304),(70 1652783.5),(71 1652180.3),(72 1647322.3),(73 1642236.4),(74 1640077.1),(75 1638832),(76 1630033.5),(77 1624648.6),(78 1612547.9),(79 1611766.6),
(1 18161.348),(2 61816.42),(3 126447.11),(4 197085.5),(5 270674.44),(6 338784.8),(7 402674.5),(8 458703.72),(9 512177.72),(10 562513.9),(11 613395.4),(12 666614.3),(13 719703.1),(14 772299.4),(15 817756.6),(16 856593.06),(17 886581.5),(18 903599.2),(19 913794.06),(20 920584.25),(21 926614.4),(22 943936.06),(23 962322.7),(24 988284.5),(25 1015612.6),(26 1043978.5),(27 1066844.8),(28 1090440.5),(29 1112183),(30 1134633.9),(31 1157706.4),(32 1182627.3),(33 1213496.5),(34 1240790.4),(35 1265345.3),(36 1288924.8),(37 1304108.8),(38 1313443.8),(39 1317849.8),(40 1316431.8),(41 1310034.9),(42 1303606.6),(43 1292339.5),(44 1274577.9),(45 1255222.6),(46 1235612.6),(47 1211525.3),(48 1185882.4),(49 1163641.4),(50 1144354.3),(51 1128003),(52 1115441.3),(53 1106820.1),(54 1099769),(55 1103509),(56 1110115.3),(57 1117454.5),(58 1126838.8),(59 1137231),(60 1149697.8),(61 1162816),(62 1184083.3),(63 1199015.4),(64 1215184.6),(65 1226790.5),(66 1238517.4),(67 1246293),(68 1251947.6),(69 1254713.5),(70 1254310.8),(71 1257998.1),(72 1258881.5),(73 1264096.3),(74 1270462.1),(75 1277198.3),(76 1283274.8),(77 1289583.9),(78 1296895.4),(79 1312844.5),
(1 19278.457),(2 66023.13),(3 138175.22),(4 217603.73),(5 298878.72),(6 373820.38),(7 439720.9),(8 496119.84),(9 548015.8),(10 601547.8),(11 660924.56),(12 729145.44),(13 803160.75),(14 878437.8),(15 947129.06),(16 1002186.6),(17 1041262.7),(18 1068572),(19 1086379.4),(20 1102294),(21 1119432.3),(22 1146917.4),(23 1181422.3),(24 1227921.8),(25 1276411.1),(26 1322111),(27 1360632.6),(28 1392738),(29 1421982.3),(30 1451222.9),(31 1478061.6),(32 1505296.3),(33 1534049.3),(34 1558912),(35 1577339),(36 1593732.4),(37 1605787.9),(38 1613950.5),(39 1618030.4),(40 1618022),(41 1614997.9),(42 1613325.9),(43 1609210.6),(44 1604928.6),(45 1594523.6),(46 1586157.3),(47 1574250),(48 1561167.9),(49 1553923.6),(50 1552664.4),(51 1552026.5),(52 1556720.4),(53 1557930),(54 1562204),(55 1564266.1),(56 1567758.6),(57 1567760.9),(58 1566698.3),(59 1563100.8),(60 1562290.8),(61 1565975.5),(62 1574691.9),(63 1585156.4),(64 1594810),(65 1597554),(66 1607133.5),(67 1612953.8),(68 1620085.9),(69 1627675.1),(70 1630949.5),(71 1637495.1),(72 1638806),(73 1646610.1),(74 1647620.4),(75 1649589.9),(76 1643032.5),(77 1636042.8),(78 1621376.8),(79 1622196.4),
(1 18981.143),(2 64087.98),(3 132657.45),(4 207333.88),(5 280777.03),(6 346694.56),(7 403158.5),(8 453421.34),(9 504228.8),(10 560278.56),(11 622341.94),(12 687111.8),(13 755060.7),(14 820407.25),(15 874402.2),(16 914613.6),(17 939444.94),(18 954895),(19 962683.2),(20 970349.25),(21 979880),(22 1001118.2),(23 1028588.1),(24 1058445.8),(25 1089406.6),(26 1111758.8),(27 1133060.5),(28 1149774.5),(29 1162619.4),(30 1182350.4),(31 1200702),(32 1221029.8),(33 1242845.5),(34 1259535.5),(35 1273241.3),(36 1282102.1),(37 1282466),(38 1276966.8),(39 1269158.1),(40 1260455.1),(41 1254828.6),(42 1249944.6),(43 1245309.9),(44 1242022.6),(45 1236907.4),(46 1235655.4),(47 1232169.4),(48 1228504.5),(49 1229272.5),(50 1231168.6),(51 1228303.1),(52 1227385.8),(53 1230736.1),(54 1237304.5),(55 1247265.9),(56 1264173.8),(57 1284827.8),(58 1306076.1),(59 1323507.3),(60 1343222.1),(61 1361755.9),(62 1377632),(63 1385280.6),(64 1388537.4),(65 1386069),(66 1385598.6),(67 1378455.5),(68 1372626),(69 1368450.5),(70 1366641),(71 1368257.4),(72 1370820.6),(73 1375038.5),(74 1380528.8),(75 1388552.6),(76 1393715.1),(77 1401532.6),(78 1409620.3),(79 1415514.8),
(1 20899.914),(2 71686.34),(3 146863.56),(4 228212.88),(5 308061.88),(6 378867.47),(7 446179.44),(8 508355.88),(9 569276.2),(10 634365.44),(11 701917),(12 772074.5),(13 838294),(14 894002.44),(15 934482.56),(16 956253.44),(17 965376.1),(18 964037.3),(19 964029.44),(20 967137.3),(21 976702.56),(22 989045.1),(23 1003602.9),(24 1017939),(25 1025570.3),(26 1028471.56),(27 1025464.7),(28 1026824.56),(29 1030674.25),(30 1039173.44),(31 1053625),(32 1073564.9),(33 1091899.1),(34 1108307.5),(35 1115555.5),(36 1118763.5),(37 1116772.3),(38 1117143.8),(39 1114984.5),(40 1113991),(41 1114047.5),(42 1112915.9),(43 1113101.9),(44 1108972.1),(45 1103672.8),(46 1093850.5),(47 1084399.6),(48 1077608.6),(49 1073511.5),(50 1072482.8),(51 1074761),(52 1077662.4),(53 1081488.8),(54 1092261.5),(55 1100383.8),(56 1112353.6),(57 1120071.1),(58 1129455.5),(59 1132369.4),(60 1137786.1),(61 1146144.5),(62 1152555.5),(63 1158907.6),(64 1163154.4),(65 1167910.1),(66 1174118.9),(67 1175293.3),(68 1175251.8),(69 1172184),(70 1166148.1),(71 1157948.5),(72 1145544.8),(73 1136128.3),(74 1133235.6),(75 1127446.4),(76 1125562.9),(77 1130002.4),(78 1140361.9),(79 1148268.9),
(1 18991.361),(2 64145.324),(3 130840.51),(4 201513.77),(5 272322.66),(6 337907.44),(7 398402.56),(8 457759.5),(9 513613.6),(10 571465.9),(11 628566.6),(12 682336.94),(13 732084.8),(14 777586.6),(15 812047.25),(16 836339.4),(17 851421.9),(18 866769.9),(19 880312.6),(20 896121),(21 911650.44),(22 924444),(23 942605.7),(24 959884.44),(25 973719.75),(26 984579.94),(27 994360.06),(28 1005349.94),(29 1013766.7),(30 1023710.3),(31 1029823.6),(32 1037743.56),(33 1041098.06),(34 1043859),(35 1040975.94),(36 1037959.4),(37 1033116.6),(38 1026764.94),(39 1017744.2),(40 1004059.94),(41 991883.2),(42 979635.75),(43 970354.7),(44 960938.8),(45 952651.94),(46 944922.25),(47 938758.7),(48 934746.5),(49 934134.6),(50 932728.4),(51 934805.7),(52 938168),(53 942340.4),(54 953838.25),(55 965886.9),(56 976864.8),(57 987262.25),(58 997642.3),(59 1006184.8),(60 1017001),(61 1029600),(62 1044053.7),(63 1056694),(64 1069705.5),(65 1078912.8),(66 1088134.9),(67 1099666.4),(68 1113485.6),(69 1126769.9),(70 1141555.5),(71 1156693.5),(72 1167915),(73 1180222.5),(74 1190280.8),(75 1197254.8),(76 1199784.9),(77 1200053.6),(78 1198904.8),(79 1197497.6),
(1 18822.541),(2 63021.41),(3 126533.37),(4 189866.27),(5 250945.64),(6 306797.47),(7 360227.44),(8 410945.72),(9 461146.63),(10 513192.63),(11 564861.1),(12 610984.94),(13 650178.3),(14 680744),(15 702036.8),(16 718726.1),(17 733037.6),(18 747050.9),(19 760827.8),(20 776402.3),(21 791625.7),(22 803342.94),(23 813687.2),(24 825559.44),(25 839042.4),(26 855448.9),(27 870198.5),(28 885492.4),(29 897362.7),(30 906855.6),(31 908168.9),(32 909036.6),(33 906893.06),(34 907801.7),(35 905561.06),(36 907049.6),(37 907920.44),(38 908589.7),(39 907832.9),(40 907599.2),(41 908869),(42 910703.56),(43 912882.7),(44 916074.1),(45 918568),(46 918261.1),(47 919123.56),(48 921037.9),(49 924986.3),(50 928005),(51 935527),(52 940334.3),(53 943381.7),(54 951477.75),(55 960716.4),(56 972026.75),(57 984253),(58 1000042.4),(59 1018197.9),(60 1038408.4),(61 1058586.3),(62 1079907.8),(63 1097317.3),(64 1113306.3),(65 1128770.9),(66 1141039.3),(67 1149213.4),(68 1150702.3),(69 1149671.6),(70 1147392.1),(71 1143118.5),(72 1139437),(73 1138633.1),(74 1144923),(75 1152531.3),(76 1159723.9),(77 1166640.1),(78 1173795.1),(79 1179688),
(1 17643.842),(2 58533.918),(3 116328.78),(4 176351.52),(5 233333.33),(6 283075.13),(7 328087.53),(8 369624.94),(9 411556.1),(10 454506.03),(11 499632.2),(12 539365.2),(13 573220.06),(14 597512.4),(15 611407.2),(16 621670.94),(17 630324.06),(18 642060.4),(19 657362.75),(20 672124.2),(21 684311.06),(22 696425.3),(23 706485.5),(24 718347.75),(25 733341.5),(26 749472.9),(27 763407.4),(28 773960),(29 783485.75),(30 792320.4),(31 797686.56),(32 802442.5),(33 802385.3),(34 801391.8),(35 795275.56),(36 784244.9),(37 769924.25),(38 757013.3),(39 744492.56),(40 741378.75),(41 740808.44),(42 745806.5),(43 754222.25),(44 763547.94),(45 770080.4),(46 774079.1),(47 776346.3),(48 782229.25),(49 787828.06),(50 792548.06),(51 797479.8),(52 797754.06),(53 792656.25),(54 788048.8),(55 785788.56),(56 784915.56),(57 785409.1),(58 789047.6),(59 796544.7),(60 805376.06),(61 812379.3),(62 817705.9),(63 821462.06),(64 821496),(65 819928.7),(66 815548.25),(67 809739.75),(68 803262.56),(69 797864.25),(70 789491.56),(71 780271.6),(72 768373.94),(73 758116.56),(74 753051),(75 752465.5),(76 750833.44),(77 755157.06),(78 759538.7),(79 767220.8),
(1 17638.994),(2 59363.57),(3 117783.57),(4 178263.83),(5 237979.05),(6 289891.97),(7 337885.94),(8 383840.75),(9 431873.53),(10 476864.66),(11 520725.63),(12 554725.5),(13 575303.4),(14 585420.5),(15 587428.7),(16 588707.94),(17 593615.44),(18 606416.75),(19 623081.56),(20 640423.9),(21 653756),(22 665386.44),(23 677969.7),(24 694141.8),(25 721119.9),(26 755968.56),(27 793346.3),(28 826785.3),(29 852801.5),(30 870774.1),(31 885663.25),(32 897233.5),(33 903836.75),(34 909680.9),(35 912292.56),(36 909361.9),(37 903002.7),(38 895181.7),(39 889669.7),(40 885915.3),(41 882353.9),(42 881363.9),(43 879021.44),(44 874440.94),(45 872043.6),(46 871344.94),(47 867700.7),(48 865670.75),(49 861592.1),(50 855041.3),(51 848546.7),(52 839339.3),(53 827741.7),(54 818466),(55 810926.5),(56 804383.44),(57 800432.75),(58 798114.06),(59 798899.75),(60 800992.1),(61 805030.5),(62 809001.6),(63 813768.5),(64 819841.44),(65 826962),(66 836872.7),(67 845223.3),(68 854008.2),(69 859321.5),(70 862864.94),(71 863776.1),(72 864449.25),(73 863855.25),(74 863550.56),(75 861562.9),(76 857955.7),(77 854752.5),(78 851638),(79 851259.7),
(1 18654.047),(2 62789.434),(3 121968.63),(4 178692.4),(5 226857.14),(6 268235.6),(7 307054.56),(8 348137.44),(9 395546.4),(10 447321.97),(11 494786.03),(12 533950.06),(13 560325.6),(14 575495.94),(15 585051.94),(16 595514.25),(17 610901.56),(18 628068.5),(19 646465.94),(20 660777.25),(21 669175.8),(22 670926.56),(23 673056.75),(24 680350.4),(25 696727.8),(26 720500.8),(27 744875.6),(28 764792.44),(29 775147.4),(30 778350.75),(31 776720.9),(32 774988.06),(33 771762.5),(34 769546.7),(35 765429.5),(36 757202.94),(37 747208.9),(38 732651.9),(39 721095.1),(40 712536.4),(41 707011.6),(42 703855.75),(43 704443),(44 709979.1),(45 719565.6),(46 734640.9),(47 748187.94),(48 763578.7),(49 778080.7),(50 791204.6),(51 804047.44),(52 814487.44),(53 820026.7),(54 825277.75),(55 827253.3),(56 826312),(57 825495.3),(58 825340.06),(59 826778.1),(60 828009.6),(61 833427.4),(62 839373),(63 846873.06),(64 854204.44),(65 856027.6),(66 855782.94),(67 853007.4),(68 850748.44),(69 849492.06),(70 847976.6),(71 847594.5),(72 845933.1),(73 846069.7),(74 846460.25),(75 848833.5),(76 848733),(77 846300.6),(78 842910.25),(79 839663.44),
(1 18302.668),(2 60849.78),(3 119928.45),(4 178178.67),(5 231441.61),(6 276494.66),(7 320724.66),(8 365543.38),(9 414308.88),(10 464753.7),(11 510135.06),(12 545292.7),(13 569506.2),(14 583623.2),(15 591919.75),(16 603509.2),(17 615111.44),(18 626646.1),(19 635580.9),(20 639831.2),(21 642156),(22 645787.2),(23 652953.8),(24 662264.6),(25 675057.75),(26 685437.5),(27 695595.3),(28 705829.44),(29 711157.3),(30 716469.56),(31 720538.06),(32 723791.7),(33 724063.7),(34 721562.8),(35 713377.5),(36 701439.4),(37 688685.56),(38 676477.75),(39 666542.25),(40 662264.8),(41 662191.2),(42 665627.6),(43 668370.7),(44 673943.7),(45 679942.9),(46 688934.44),(47 699389.5),(48 713662.9),(49 726439.2),(50 738162.06),(51 744469.25),(52 750419.44),(53 750247.8),(54 754651.7),(55 756804.4),(56 759296.4),(57 757885.6),(58 753767.06),(59 749288.8),(60 746071.2),(61 742080.3),(62 739178.44),(63 736967.2),(64 738406.7),(65 741640.3),(66 744999.94),(67 750262.25),(68 754931.75),(69 759604.25),(70 764682.4),(71 768304.06),(72 769928.4),(73 770890.5),(74 773392.94),(75 771463.3),(76 770214.1),(77 764675.1),(78 761685.3),(79 762175.2),
