1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1609.9673),(2 2997.811),(3 4126.826),(4 4966.826),(5 5559.83),(6 6117.2),(7 6449.173),(8 6702.515),(9 6918.775),(10 7122.6494),(11 7265.651),(12 7373.8906),(13 7486.535),(14 7529.293),(15 7608.4346),(16 7705.0796),(17 7777.4824),(18 7893.0337),(19 7996.6313),(20 8108.75),(21 8207.138),(22 8258.406),(23 8321.223),(24 8317.009),(25 8357.099),(26 8379.811),(27 8436.226),(28 8418.706),(29 8343.737),(30 8378.467),(31 8391.698),(32 8456.066),(33 8542.043),(34 8581.892),(35 8567.098),(36 8595.742),(37 8532.034),(38 8587.005),(39 8652.508),(40 8609.291),(41 8595.263),(42 8649.817),(43 8591.3545),(44 8585.147),(45 8573.881),(46 8575.162),(47 8509.318),(48 8391.84),(49 8428.287),(50 8505.291),(51 8582.9),(52 8596.729),(53 8541.777),(54 8531.481),(55 8498.431),(56 8471.584),(57 8519.425),(58 8584.168),(59 8591.56),(60 8616.7),(61 8633.537),(62 8706.495),(63 8774.853),(64 8752.422),(65 8738.644),(66 8846.001),(67 8775.704),(68 8708.02),(69 8715.712),(70 8711.588),(71 8659.154),(72 8631.069),(73 8582.2705),(74 8554.31),(75 8613.511),(76 8613.297),(77 8664.706),(78 8737.153),(79 8793.203),
(1 1565.7772),(2 2859.1042),(3 3967.9236),(4 4754.7183),(5 5374.1826),(6 5903.9546),(7 6227.3857),(8 6486.1045),(9 6745.0376),(10 6958.364),(11 7126.2617),(12 7222.3906),(13 7308.907),(14 7390.334),(15 7473.4307),(16 7520.7764),(17 7599.5483),(18 7744.998),(19 7914.3496),(20 8064.019),(21 8086.4414),(22 8138.5854),(23 8190.539),(24 8182.7295),(25 8218.543),(26 8203.501),(27 8222.358),(28 8212.454),(29 8198.608),(30 8245.694),(31 8210.286),(32 8212.922),(33 8266.478),(34 8325.487),(35 8308.676),(36 8393.564),(37 8367.748),(38 8394.945),(39 8492.336),(40 8534.887),(41 8535.856),(42 8535.733),(43 8517.138),(44 8489.014),(45 8527.287),(46 8556.283),(47 8520.231),(48 8458.041),(49 8464.919),(50 8468.671),(51 8492.776),(52 8545.051),(53 8559.213),(54 8616.035),(55 8550.836),(56 8521.784),(57 8501.166),(58 8506.528),(59 8523.67),(60 8565.024),(61 8551.592),(62 8585.844),(63 8666.193),(64 8694.969),(65 8705.61),(66 8797.239),(67 8732.525),(68 8734.762),(69 8684.488),(70 8727.076),(71 8789.108),(72 8751.267),(73 8677.094),(74 8633.782),(75 8715.36),(76 8667.025),(77 8714.04),(78 8783.229),(79 8796.85),
(1 1538.5941),(2 2811.0388),(3 3869.081),(4 4608.875),(5 5243.0737),(6 5764.4243),(7 6136.7515),(8 6366.1943),(9 6559.207),(10 6696.285),(11 6832.012),(12 6970.9287),(13 7111.192),(14 7245.818),(15 7418.6836),(16 7457.423),(17 7539.0737),(18 7602.274),(19 7651.346),(20 7667.9653),(21 7721.9287),(22 7799.4297),(23 7808.7554),(24 7797.4883),(25 7920.301),(26 7941.626),(27 7976.0557),(28 7917.1963),(29 7967.6465),(30 7996.5854),(31 8045.111),(32 8007.064),(33 8052.931),(34 8070.917),(35 8086.0376),(36 8101.5615),(37 8065.745),(38 8032.8804),(39 8069.425),(40 8061.8),(41 8074.241),(42 8099.0586),(43 8067.1084),(44 8065.9287),(45 8099.4004),(46 8178.4443),(47 8251.487),(48 8249.381),(49 8270.804),(50 8279.946),(51 8329.305),(52 8241.296),(53 8242.697),(54 8238.538),(55 8199.963),(56 8123.608),(57 8063.237),(58 8093.446),(59 8125.8423),(60 8141.7075),(61 8125.5337),(62 8115.583),(63 8156.1704),(64 8122.072),(65 8115.6333),(66 8221.628),(67 8214.673),(68 8209.547),(69 8227.684),(70 8262.195),(71 8316.503),(72 8316.795),(73 8310.728),(74 8273.953),(75 8317.164),(76 8300.141),(77 8328.536),(78 8369.539),(79 8426.027),
(1 1468.2396),(2 2706.658),(3 3709.247),(4 4494.5366),(5 5130.5923),(6 5625.425),(7 5966.012),(8 6219.959),(9 6445.804),(10 6590.1787),(11 6721.4995),(12 6808.608),(13 6922.367),(14 7030.955),(15 7233.2886),(16 7242.5884),(17 7339.3735),(18 7358.1025),(19 7379.198),(20 7407.434),(21 7477.493),(22 7513.096),(23 7569.4814),(24 7644.3047),(25 7649.2983),(26 7599.218),(27 7556.6396),(28 7495.027),(29 7452.524),(30 7509.785),(31 7525.9644),(32 7525.0635),(33 7595.5005),(34 7581.055),(35 7642.02),(36 7684.696),(37 7686.645),(38 7711.952),(39 7743.6616),(40 7653.5625),(41 7650.975),(42 7664.5654),(43 7632.7603),(44 7643.012),(45 7694.899),(46 7790.8154),(47 7789.7153),(48 7868.1284),(49 7911.4463),(50 7951.6187),(51 7970.623),(52 7892.9634),(53 7848.3657),(54 7857.6533),(55 7830.1772),(56 7760.69),(57 7689.336),(58 7721.9116),(59 7666.645),(60 7669.947),(61 7666.251),(62 7619.7627),(63 7590.3213),(64 7562.6763),(65 7549.0874),(66 7542.682),(67 7554.147),(68 7583.9272),(69 7614.166),(70 7655.0176),(71 7653.5854),(72 7719.3105),(73 7747.151),(74 7733.9727),(75 7707.401),(76 7702.593),(77 7770.859),(78 7875.649),(79 7928.7646),
(1 1477.433),(2 2679.7095),(3 3705.7734),(4 4481.0317),(5 5096.7847),(6 5652.7227),(7 5992.1997),(8 6289.6094),(9 6515.597),(10 6663.3237),(11 6742.953),(12 6790.668),(13 6858.501),(14 6860.642),(15 6865.7915),(16 6890.5137),(17 6930.631),(18 6960.9487),(19 6987.1636),(20 7006.134),(21 7096.7754),(22 7169.065),(23 7217.263),(24 7248.165),(25 7277.467),(26 7301.966),(27 7321.468),(28 7368.673),(29 7421.928),(30 7480.8306),(31 7433.727),(32 7461.1074),(33 7500.6704),(34 7589.0645),(35 7739.791),(36 7761.521),(37 7794.764),(38 7837.612),(39 7875.127),(40 7849.8),(41 7853.0664),(42 7925.1772),(43 7884.466),(44 7843.2124),(45 7835.8394),(46 7777.474),(47 7780.418),(48 7788.057),(49 7800.003),(50 7836.399),(51 7795.118),(52 7792.9126),(53 7729.983),(54 7667.5176),(55 7608.9937),(56 7548.6675),(57 7586.0903),(58 7547.4077),(59 7472.62),(60 7411.3677),(61 7328.138),(62 7269.271),(63 7299.795),(64 7236.971),(65 7221.533),(66 7249.625),(67 7298.1045),(68 7305.017),(69 7345.9785),(70 7374.192),(71 7364.019),(72 7425.9204),(73 7497.283),(74 7581.403),(75 7631.1577),(76 7628.3984),(77 7682.7153),(78 7750.437),(79 7762.6333),
(1 1440.4187),(2 2617.8894),(3 3559.583),(4 4337.616),(5 4906.0586),(6 5395.7534),(7 5709.852),(8 5972.578),(9 6174.786),(10 6304.92),(11 6377.3784),(12 6450.9565),(13 6476.446),(14 6463.3228),(15 6562.9165),(16 6635.4355),(17 6684.861),(18 6751.952),(19 6838.2915),(20 6886.376),(21 6971.1455),(22 7048.535),(23 7130.2173),(24 7155.8623),(25 7135.4175),(26 7156.217),(27 7225.062),(28 7243.17),(29 7230.0244),(30 7242.1914),(31 7184.896),(32 7190.5396),(33 7190.844),(34 7198.7515),(35 7213.3823),(36 7233.756),(37 7267.9106),(38 7244.485),(39 7343.321),(40 7373.0093),(41 7413.107),(42 7503.3164),(43 7488.861),(44 7507.159),(45 7571.1055),(46 7557.9165),(47 7564.0913),(48 7505.7134),(49 7444.9697),(50 7432.57),(51 7457.03),(52 7407.5635),(53 7327.551),(54 7284.7813),(55 7209.5063),(56 7234.378),(57 7266.127),(58 7274.5073),(59 7291.7866),(60 7262.8716),(61 7260.568),(62 7252.507),(63 7263.029),(64 7207.794),(65 7261.9434),(66 7277.951),(67 7318.0205),(68 7263.8784),(69 7279.177),(70 7311.3545),(71 7295.1934),(72 7268.892),(73 7328.3677),(74 7330.8794),(75 7412.4663),(76 7464.281),(77 7595.0693),(78 7622.2266),(79 7613.2954),
(1 1437.7098),(2 2583.8813),(3 3531.084),(4 4211.959),(5 4729.736),(6 5105.4395),(7 5346.693),(8 5586.105),(9 5710.974),(10 5798.622),(11 5878.8765),(12 5960.1733),(13 6016.798),(14 6112.5005),(15 6228.5405),(16 6327.586),(17 6334.1846),(18 6398.3823),(19 6417.4243),(20 6497.1343),(21 6507.1846),(22 6584.2446),(23 6647.2153),(24 6668.3433),(25 6633.5454),(26 6640.0073),(27 6718.879),(28 6733.062),(29 6777.6055),(30 6808.9785),(31 6801.657),(32 6823.287),(33 6845.6274),(34 6848.0146),(35 6841.718),(36 6824.091),(37 6777.68),(38 6796.576),(39 6874.565),(40 6941.2646),(41 6972.5654),(42 7011.9067),(43 7002.094),(44 6962.9434),(45 6984.07),(46 6966.311),(47 6982.355),(48 6964.696),(49 6942.608),(50 6962.8726),(51 6960.811),(52 6958.986),(53 6957.901),(54 6990.187),(55 6978.8306),(56 7005.263),(57 7035.4233),(58 7035.0034),(59 6987.9497),(60 6927.3105),(61 6944.61),(62 6991.387),(63 7038.3696),(64 7018.424),(65 7006.45),(66 7019.836),(67 6970.7534),(68 6900.2075),(69 6909.939),(70 6979.212),(71 6990.094),(72 6967.1963),(73 6989.989),(74 7012.8545),(75 7073.272),(76 7067.3384),(77 7085.642),(78 7182.865),(79 7233.962),
(1 1398.8806),(2 2479.677),(3 3390.827),(4 3998.7505),(5 4487.7827),(6 4903.6606),(7 5191.254),(8 5396.327),(9 5566.5635),(10 5724.5796),(11 5837.2485),(12 5982.403),(13 6116.723),(14 6198.7314),(15 6347.777),(16 6443.4287),(17 6448.536),(18 6602.3086),(19 6651.8228),(20 6686.206),(21 6674.4063),(22 6709.6377),(23 6758.906),(24 6725.0635),(25 6717.8657),(26 6739.226),(27 6839.4478),(28 6813.9087),(29 6785.7417),(30 6794.922),(31 6738.571),(32 6719.2866),(33 6738.882),(34 6715.0806),(35 6742.384),(36 6720.1533),(37 6700.218),(38 6695.6587),(39 6780.438),(40 6828.8057),(41 6834.146),(42 6886.4287),(43 6938.423),(44 6963.5283),(45 6924.509),(46 6894.277),(47 6870.16),(48 6855.3096),(49 6875.024),(50 6876.265),(51 6881.9463),(52 6886.399),(53 6977.2227),(54 7071.5024),(55 7127.4116),(56 7152.23),(57 7170.7607),(58 7197.788),(59 7174.4385),(60 7172.659),(61 7126.48),(62 7114.7124),(63 7107.027),(64 7073.027),(65 6975.82),(66 6955.63),(67 6903.5854),(68 6897.114),(69 6915.7095),(70 6908.5454),(71 6911.4395),(72 6877.3193),(73 6865.5195),(74 6882.9746),(75 6897.256),(76 6915.1606),(77 6915.999),(78 6933.018),(79 6982.526),
(1 1374.2141),(2 2440.6213),(3 3276.252),(4 3871.9443),(5 4324.2715),(6 4711.6113),(7 5012.8384),(8 5174.42),(9 5362.32),(10 5452.982),(11 5557.626),(12 5631.355),(13 5716.166),(14 5790.933),(15 5889.593),(16 5934.34),(17 5998.158),(18 6078.69),(19 6138.744),(20 6179.4165),(21 6224.5034),(22 6242.5205),(23 6230.6465),(24 6255.3296),(25 6271.625),(26 6299.7905),(27 6297.5957),(28 6342.0513),(29 6307.854),(30 6301.2114),(31 6289.4375),(32 6285.9414),(33 6326.113),(34 6365.197),(35 6325.7637),(36 6269.0894),(37 6249.543),(38 6278.2275),(39 6345.797),(40 6369.4404),(41 6393.502),(42 6454.4253),(43 6484.699),(44 6476.2295),(45 6448.617),(46 6403.144),(47 6370.743),(48 6327.8833),(49 6336.598),(50 6353.3013),(51 6410.431),(52 6424.7817),(53 6443.7847),(54 6492.7114),(55 6508.8213),(56 6550.592),(57 6589.6665),(58 6657.605),(59 6731.5205),(60 6696.497),(61 6694.748),(62 6692.277),(63 6761.6577),(64 6703.2144),(65 6601.322),(66 6628.6685),(67 6626.812),(68 6650.788),(69 6712.463),(70 6738.549),(71 6701.8906),(72 6669.6655),(73 6650.4624),(74 6647.1553),(75 6714.346),(76 6765.4824),(77 6820.857),(78 6847.384),(79 6891.8813),
(1 1342.0969),(2 2407.4502),(3 3197.1685),(4 3778.4553),(5 4240.807),(6 4628.677),(7 4877.5137),(8 5023.546),(9 5166.7627),(10 5276.666),(11 5357.117),(12 5394.304),(13 5430.609),(14 5453.017),(15 5572.908),(16 5616.2046),(17 5716.7896),(18 5813.1455),(19 5873.2373),(20 5909.63),(21 5889.191),(22 5892.786),(23 5896.3794),(24 5957.05),(25 6033.3887),(26 6061.932),(27 6092.2476),(28 6087.1753),(29 6084.304),(30 6082.972),(31 6034.9155),(32 6048.915),(33 6030.0396),(34 6114.7813),(35 6155.9805),(36 6163.4673),(37 6160.287),(38 6152.847),(39 6167.2046),(40 6115.864),(41 6091.3457),(42 6078.9473),(43 6103.016),(44 6152.429),(45 6164.8037),(46 6195.703),(47 6148.5664),(48 6065.7715),(49 5984.8906),(50 5962.0547),(51 5976.961),(52 5946.526),(53 5982.746),(54 6033.434),(55 6052.114),(56 6038.9326),(57 6076.6025),(58 6076.643),(59 6085.185),(60 6047.8477),(61 6071.5146),(62 6089.724),(63 6164.6865),(64 6127.765),(65 6096.007),(66 6148.0513),(67 6160.168),(68 6171.7456),(69 6188.7935),(70 6234.3706),(71 6270.1426),(72 6297.569),(73 6284.002),(74 6267.135),(75 6325.3584),(76 6314.802),(77 6338.113),(78 6450.1733),(79 6513.6294),
(1 1319.1848),(2 2323.7717),(3 3171.2065),(4 3717.021),(5 4177.328),(6 4550.575),(7 4783.949),(8 4981.8125),(9 5167.851),(10 5296.5127),(11 5381.232),(12 5405.6987),(13 5486.777),(14 5515.625),(15 5609.9355),(16 5667.355),(17 5734.6616),(18 5831.5576),(19 5862.1978),(20 5869.269),(21 5839.984),(22 5871.0195),(23 5894.741),(24 5916.2515),(25 5941.453),(26 5917.6),(27 5946.417),(28 5957.6035),(29 5932.6323),(30 5899.801),(31 5830.083),(32 5889.1475),(33 5958.572),(34 6005.822),(35 6063.9414),(36 6050.914),(37 6037.131),(38 6029.5264),(39 5990.114),(40 5973.5874),(41 5965.919),(42 5978.9487),(43 6027.9395),(44 6005.7437),(45 6071.818),(46 6053.1646),(47 6037.4326),(48 6028.7573),(49 6006.474),(50 6060.4224),(51 6177.09),(52 6182.4785),(53 6243.7754),(54 6268.9346),(55 6268.567),(56 6275.6387),(57 6299.924),(58 6279.869),(59 6219.0107),(60 6213.1987),(61 6223.157),(62 6221.589),(63 6224.0825),(64 6197.744),(65 6177.665),(66 6227.2515),(67 6209.4434),(68 6188.765),(69 6198.334),(70 6230.977),(71 6229.0796),(72 6229.551),(73 6140.2334),(74 6128.6514),(75 6173.336),(76 6173.71),(77 6160.3037),(78 6257.223),(79 6298.911),
(1 1318.3499),(2 2305.6025),(3 3084.2014),(4 3639.0784),(5 4095.0688),(6 4424.802),(7 4639.928),(8 4823.2314),(9 4992.126),(10 5118.327),(11 5232.7095),(12 5311.19),(13 5413.7607),(14 5486.4688),(15 5545.671),(16 5555.2393),(17 5579.627),(18 5665.7744),(19 5683.2036),(20 5706.712),(21 5766.232),(22 5806.0303),(23 5808.8438),(24 5820.68),(25 5854.6978),(26 5855.015),(27 5919.316),(28 5882.746),(29 5881.2534),(30 5875.8755),(31 5833.821),(32 5887.7114),(33 5949.292),(34 5996.287),(35 5991.9165),(36 5966.4653),(37 5915.782),(38 5917.546),(39 5953.091),(40 5975.529),(41 5953.49),(42 5967.396),(43 6023.047),(44 6042.9863),(45 6093.611),(46 6051.287),(47 6044.309),(48 5998.3237),(49 5979.946),(50 5994.6953),(51 6031.9473),(52 6059.923),(53 6071.1753),(54 6105.2163),(55 6086.659),(56 6097.4316),(57 6124.459),(58 6103.176),(59 6139.3994),(60 6146.7617),(61 6216.214),(62 6254.3486),(63 6318.2866),(64 6282.8525),(65 6294.2275),(66 6323.048),(67 6335.822),(68 6299.832),(69 6294.161),(70 6298.464),(71 6286.661),(72 6237.0522),(73 6192.7827),(74 6215.1265),(75 6206.007),(76 6180.1743),(77 6139.57),(78 6196.734),(79 6202.446),
(1 1269.0718),(2 2227.6055),(3 2958.3237),(4 3471.8604),(5 3836.1262),(6 4142.908),(7 4355.8286),(8 4579.355),(9 4763.431),(10 4828.317),(11 4897.937),(12 4992.7954),(13 5095.0044),(14 5153.003),(15 5197.4966),(16 5233.5796),(17 5275.6475),(18 5347.549),(19 5338.5845),(20 5325.4966),(21 5352.4966),(22 5350.4834),(23 5351.391),(24 5378.0083),(25 5405.171),(26 5431.3555),(27 5534.663),(28 5545.462),(29 5518.14),(30 5511.4033),(31 5531.454),(32 5505.492),(33 5506.428),(34 5581.097),(35 5576.801),(36 5597.08),(37 5586.4697),(38 5547.9116),(39 5588.4004),(40 5545.984),(41 5552.7295),(42 5560.926),(43 5619.49),(44 5642.512),(45 5685.423),(46 5642.9214),(47 5626.4126),(48 5656.5713),(49 5634.9375),(50 5625.17),(51 5685.9463),(52 5677.6113),(53 5656.665),(54 5687.6646),(55 5665.6323),(56 5651.521),(57 5669.403),(58 5723.5986),(59 5758.8564),(60 5743.9346),(61 5771.204),(62 5800.0825),(63 5910.9277),(64 5938.782),(65 5910.608),(66 5896.006),(67 5886.9863),(68 5880.206),(69 5881.6064),(70 5866.369),(71 5869.146),(72 5815.8003),(73 5829.88),(74 5831.0723),(75 5850.748),(76 5818.4883),(77 5823.949),(78 5890.4766),(79 5905.698),
(1 1234.9406),(2 2137.4597),(3 2841.4507),(4 3342.6675),(5 3689.7441),(6 3986.8337),(7 4188.3643),(8 4354.2627),(9 4517.247),(10 4618.5195),(11 4691.5005),(12 4701.7935),(13 4787.5938),(14 4883.242),(15 4953.5996),(16 4993.878),(17 5021.0513),(18 5102.332),(19 5125.4976),(20 5148.966),(21 5213.065),(22 5269.6323),(23 5254.356),(24 5296.2886),(25 5313.154),(26 5373.2144),(27 5486.574),(28 5482.236),(29 5508.911),(30 5490.3457),(31 5482.3486),(32 5433.4717),(33 5447.9473),(34 5433.317),(35 5425.0757),(36 5483.374),(37 5489.6646),(38 5476.5654),(39 5514.477),(40 5532.9614),(41 5480.246),(42 5500.052),(43 5535.289),(44 5521.3813),(45 5575.7495),(46 5528.3667),(47 5512.422),(48 5482.5015),(49 5453.1675),(50 5455.5503),(51 5490.0015),(52 5479.4204),(53 5502.1587),(54 5563.8936),(55 5528.489),(56 5545.7075),(57 5574.442),(58 5584.848),(59 5597.8447),(60 5579.244),(61 5565.6816),(62 5566.8813),(63 5597.7944),(64 5523.104),(65 5516.772),(66 5563.401),(67 5578.9688),(68 5575.5586),(69 5576.2974),(70 5560.821),(71 5564.8296),(72 5588.6123),(73 5616.224),(74 5645.7007),(75 5728.2007),(76 5754.497),(77 5712.441),(78 5760.7065),(79 5758.5137),
(1 1201.5541),(2 2092.0605),(3 2767.9543),(4 3217.8708),(5 3564.6133),(6 3860.0208),(7 4027.123),(8 4152.454),(9 4268.074),(10 4341.065),(11 4410.6885),(12 4449.397),(13 4485.1826),(14 4545.82),(15 4662.276),(16 4720.419),(17 4725.753),(18 4766.7124),(19 4731.143),(20 4708.5967),(21 4761.462),(22 4821.866),(23 4820.2207),(24 4851.2417),(25 4909.1826),(26 4986.626),(27 5062.215),(28 5105.6216),(29 5121.216),(30 5088.858),(31 5057.704),(32 5068.729),(33 5104.199),(34 5138.262),(35 5186.025),(36 5178.4424),(37 5125.9956),(38 5093.8706),(39 5165.6626),(40 5150.6147),(41 5136.8804),(42 5117.629),(43 5095.1304),(44 5110.611),(45 5134.196),(46 5176.403),(47 5162.2793),(48 5162.243),(49 5186.55),(50 5180.6323),(51 5216.111),(52 5232.334),(53 5250.615),(54 5281.013),(55 5287.5576),(56 5299.5557),(57 5304.6147),(58 5354.9),(59 5359.4575),(60 5348.718),(61 5358.6587),(62 5370.044),(63 5404.531),(64 5401.506),(65 5369.2417),(66 5400.888),(67 5385.812),(68 5363.471),(69 5330.1333),(70 5270.5757),(71 5222.7344),(72 5215.1143),(73 5220.1367),(74 5215.6797),(75 5262.4375),(76 5298.4106),(77 5272.3696),(78 5311.0986),(79 5296.288),
(1 1203.1454),(2 2023.3112),(3 2640.2283),(4 3109.3533),(5 3446.5457),(6 3753.0718),(7 3919.6497),(8 4079.9001),(9 4219.0156),(10 4324.644),(11 4411.5996),(12 4459.6094),(13 4495.5977),(14 4542.649),(15 4605.873),(16 4616.5493),(17 4594.431),(18 4587.11),(19 4582.726),(20 4565.4907),(21 4600.9243),(22 4635.238),(23 4655.6235),(24 4699.3394),(25 4739.301),(26 4761.8223),(27 4783.865),(28 4787.991),(29 4779.779),(30 4835.37),(31 4852.401),(32 4843.3315),(33 4869.5117),(34 4919.8716),(35 4927.1006),(36 4940.447),(37 4891.545),(38 4879.7783),(39 4929.49),(40 4904.219),(41 4889.0723),(42 4929.4663),(43 4965.3784),(44 5001.0225),(45 4996.988),(46 5032.586),(47 5037.966),(48 5020.1494),(49 5032.44),(50 5019.2983),(51 5019.4536),(52 5006.555),(53 5008.212),(54 5069.892),(55 5107.325),(56 5113.623),(57 5155.7866),(58 5155.257),(59 5180.201),(60 5171.0996),(61 5124.676),(62 5162.7036),(63 5232.036),(64 5203.477),(65 5172.248),(66 5169.2285),(67 5133.741),(68 5109.8413),(69 5102.3403),(70 5076.28),(71 5068.188),(72 5079.2393),(73 5042.231),(74 5021.356),(75 5065.7197),(76 5050.943),(77 5045.1924),(78 5057.136),(79 5081.5737),
(1 1169.32),(2 1966.435),(3 2579.8062),(4 3063.4985),(5 3366.334),(6 3647.7646),(7 3814.0596),(8 3944.5156),(9 4044.2786),(10 4140.8945),(11 4218.4185),(12 4250.6616),(13 4279.8076),(14 4334.7715),(15 4394.736),(16 4398.672),(17 4403.5376),(18 4442.364),(19 4427.4917),(20 4409.8936),(21 4394.8237),(22 4435.114),(23 4451.354),(24 4506.895),(25 4539.0747),(26 4603.7026),(27 4661.448),(28 4643.2627),(29 4658.955),(30 4690.0366),(31 4732.6274),(32 4752.3457),(33 4788.0894),(34 4854.823),(35 4900.8926),(36 4930.747),(37 4856.803),(38 4860.2026),(39 4871.1533),(40 4837.981),(41 4793.259),(42 4770.8823),(43 4752.671),(44 4766.964),(45 4757.759),(46 4754.0913),(47 4793.83),(48 4807.209),(49 4840.556),(50 4876.605),(51 4872.539),(52 4897.1367),(53 4910.5967),(54 4972.7896),(55 4996.5747),(56 5026.0566),(57 5067.794),(58 5073.9873),(59 5074.6025),(60 5087.875),(61 5088.232),(62 5113.179),(63 5186.8857),(64 5178.7876),(65 5167.6973),(66 5207.292),(67 5199.5566),(68 5187.1533),(69 5182.7925),(70 5150.9434),(71 5126.1357),(72 5106.1577),(73 5087.3877),(74 5077.7344),(75 5102.1455),(76 5096.4604),(77 5105.6807),(78 5093.1147),(79 5114.5435),
