1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 5961.311),(2 16857.693),(3 31795.281),(4 47788.06),(5 66183.29),(6 85849.875),(7 105640.15),(8 126123.35),(9 146261.88),(10 167213.63),(11 192444.23),(12 218201.08),(13 237527.73),(14 255165.89),(15 271576.34),(16 286466.97),(17 301259.16),(18 315892.13),(19 326739.9),(20 340322.25),(21 351651.9),(22 360513.25),(23 371968.16),(24 380161.88),(25 384526.84),(26 386650.78),(27 387796.78),(28 386648.38),(29 382989.97),(30 377595),(31 376205.53),(32 381216.6),(33 380668.6),(34 384886.47),(35 396625.16),(36 405586.4),(37 416415.38),(38 430795.34),(39 445734.38),(40 466112.9),(41 482324),(42 498180.84),(43 511705.88),(44 523742.16),(45 537091.3),(46 548712.7),(47 559648.56),(48 569105.8),(49 575333.8),(50 575568.06),(51 575823),(52 573615.06),(53 570043),(54 568396.06),(55 564777.4),(56 558027.44),(57 547184.06),(58 538374),(59 523885.4),(60 511006.25),(61 489646.6),(62 470769.84),(63 451655.9),(64 436048.88),(65 418766.1),(66 398706.4),(67 378224.4),(68 362539.9),(69 354766.34),(70 347954.16),(71 344025.03),(72 342975.66),(73 337462.38),(74 331885.16),(75 328141.9),(76 327870.63),(77 326140.3),(78 330261.6),(79 338120.9),
(1 115.83656),(2 167.45592),(3 222.36041),(4 252.27402),(5 279.06067),(6 299.66788),(7 316.26352),(8 331.05057),(9 342.64566),(10 352.32654),(11 360.85965),(12 367.0871),(13 375.84952),(14 381.11942),(15 387.11755),(16 387.27795),(17 390.27588),(18 394.2264),(19 399.11795),(20 400.25595),(21 402.9518),(22 405.6098),(23 407.0424),(24 409.02194),(25 409.16525),(26 411.74008),(27 412.772),(28 413.39734),(29 415.44818),(30 416.0718),(31 418.86813),(32 419.7664),(33 424.67538),(34 424.95328),(35 426.2396),(36 429.88986),(37 429.52176),(38 430.59534),(39 432.5609),(40 430.66342),(41 432.05328),(42 432.49536),(43 434.2405),(44 435.84622),(45 436.7409),(46 437.76425),(47 439.65207),(48 440.54376),(49 442.81903),(50 445.0282),(51 448.1349),(52 449.57642),(53 452.17462),(54 456.0342),(55 458.91318),(56 463.04532),(57 460.4665),(58 460.6263),(59 459.88766),(60 458.37976),(61 458.99295),(62 458.7136),(63 458.00275),(64 456.3141),(65 458.1605),(66 455.90692),(67 457.3154),(68 456.9349),(69 459.0855),(70 459.05316),(71 459.9124),(72 459.38425),(73 458.00772),(74 462.50815),(75 465.68222),(76 467.161),(77 467.97778),(78 466.57547),(79 466.6722),
(1 113.29721),(2 164.24603),(3 221.61223),(4 251.95969),(5 277.0425),(6 297.6207),(7 314.7622),(8 331.7978),(9 343.62045),(10 352.5445),(11 362.96155),(12 371.50558),(13 377.9571),(14 384.61383),(15 389.35654),(16 391.4405),(17 392.4003),(18 393.96576),(19 395.37384),(20 395.66272),(21 397.89493),(22 401.90244),(23 401.90778),(24 403.46234),(25 403.10928),(26 405.8854),(27 406.70334),(28 407.87488),(29 408.304),(30 407.05154),(31 412.27835),(32 412.93854),(33 415.46216),(34 418.58383),(35 423.30066),(36 426.82443),(37 428.35733),(38 430.46466),(39 434.2182),(40 432.7312),(41 434.29987),(42 435.43887),(43 433.6919),(44 438.4464),(45 439.09677),(46 439.3546),(47 442.5914),(48 441.74808),(49 442.034),(50 442.69528),(51 444.9832),(52 443.32986),(53 444.24634),(54 448.29282),(55 449.33218),(56 451.63586),(57 448.53543),(58 447.28632),(59 446.7882),(60 447.4271),(61 449.06348),(62 450.82538),(63 451.54855),(64 450.86838),(65 449.55783),(66 448.30707),(67 449.50348),(68 451.37985),(69 451.623),(70 451.7139),(71 454.95526),(72 451.94504),(73 452.00592),(74 454.33615),(75 459.25797),(76 460.68304),(77 459.47922),(78 459.29666),(79 461.85968),
(1 113.52807),(2 162.79352),(3 220.16515),(4 248.65944),(5 271.5994),(6 289.5091),(7 307.16037),(8 322.1489),(9 332.1584),(10 340.34146),(11 348.70883),(12 355.26657),(13 360.77426),(14 366.6156),(15 374.80994),(16 379.2406),(17 382.58932),(18 388.68988),(19 390.01273),(20 391.9632),(21 394.80008),(22 398.30948),(23 400.05542),(24 400.8007),(25 404.86072),(26 403.49567),(27 407.59927),(28 408.35684),(29 412.17993),(30 414.04727),(31 416.8371),(32 419.7457),(33 420.18375),(34 421.8784),(35 424.42172),(36 424.89334),(37 422.5047),(38 425.26205),(39 424.85318),(40 425.12787),(41 425.26385),(42 427.5966),(43 425.99255),(44 427.7674),(45 426.18805),(46 424.7321),(47 427.54047),(48 426.34393),(49 425.20328),(50 424.0673),(51 427.26602),(52 425.67563),(53 429.5991),(54 429.94348),(55 432.6105),(56 436.02454),(57 436.35776),(58 434.24954),(59 436.15036),(60 438.48224),(61 438.38922),(62 440.16678),(63 440.6207),(64 441.67294),(65 445.0355),(66 447.64722),(67 445.77026),(68 445.94772),(69 444.95535),(70 446.5728),(71 447.7324),(72 446.6628),(73 448.23993),(74 451.53345),(75 453.50662),(76 456.7945),(77 455.51605),(78 455.27774),(79 458.67276),
(1 110.927986),(2 159.9687),(3 215.98076),(4 243.41219),(5 265.60983),(6 285.54706),(7 302.09406),(8 315.90686),(9 324.408),(10 332.56802),(11 344.38956),(12 352.10495),(13 357.1368),(14 360.79062),(15 369.47577),(16 371.95255),(17 372.81207),(18 378.4214),(19 380.3493),(20 382.44275),(21 384.77484),(22 386.46558),(23 386.64624),(24 388.87637),(25 393.603),(26 394.71402),(27 397.71185),(28 400.00372),(29 400.14087),(30 402.2559),(31 405.2237),(32 407.80313),(33 408.34033),(34 409.05292),(35 409.3495),(36 409.0636),(37 407.2306),(38 408.7248),(39 409.51596),(40 411.42557),(41 412.44382),(42 415.36026),(43 415.31558),(44 415.33514),(45 413.2361),(46 413.05304),(47 410.69052),(48 411.457),(49 410.48654),(50 410.0451),(51 412.0263),(52 410.51144),(53 413.1887),(54 412.38992),(55 415.44968),(56 416.66357),(57 416.3955),(58 416.6763),(59 418.03763),(60 417.8352),(61 416.9563),(62 418.41107),(63 420.1351),(64 420.91663),(65 422.53778),(66 424.32858),(67 423.99677),(68 425.86328),(69 425.9613),(70 428.561),(71 429.5899),(72 431.25424),(73 431.3893),(74 432.0935),(75 435.95456),(76 437.88397),(77 436.79172),(78 440.75937),(79 442.40967),
(1 109.61861),(2 157.68471),(3 212.99205),(4 241.0828),(5 265.0757),(6 283.78452),(7 303.01776),(8 317.175),(9 329.2166),(10 339.71194),(11 351.0629),(12 356.45132),(13 361.19672),(14 365.25165),(15 373.364),(16 375.7698),(17 377.37564),(18 377.4446),(19 380.18506),(20 381.7706),(21 383.1235),(22 385.40054),(23 385.30045),(24 391.26407),(25 393.57712),(26 395.77444),(27 397.36404),(28 395.81674),(29 397.5699),(30 398.35754),(31 399.22284),(32 400.37277),(33 401.81738),(34 404.10928),(35 405.64194),(36 404.9331),(37 403.7809),(38 405.9373),(39 409.61792),(40 409.55365),(41 413.23123),(42 413.19452),(43 414.9914),(44 418.325),(45 418.9043),(46 420.02377),(47 421.38596),(48 418.9247),(49 418.09976),(50 418.47354),(51 420.25894),(52 421.8837),(53 424.0277),(54 426.35535),(55 426.52884),(56 425.937),(57 425.91293),(58 428.6758),(59 428.99268),(60 429.1504),(61 429.15323),(62 427.8755),(63 432.02875),(64 431.85397),(65 432.41058),(66 430.91498),(67 433.97592),(68 434.99463),(69 435.71228),(70 437.37906),(71 438.49765),(72 438.84134),(73 439.5011),(74 441.56912),(75 441.9776),(76 443.00784),(77 443.87482),(78 444.3002),(79 446.26236),
(1 110.08148),(2 158.11017),(3 212.7808),(4 240.29353),(5 262.47305),(6 279.2656),(7 297.36273),(8 311.1344),(9 323.8237),(10 332.3742),(11 341.49374),(12 347.86172),(13 353.05405),(14 356.3387),(15 363.25897),(16 367.15997),(17 369.43262),(18 368.77945),(19 371.88797),(20 374.57465),(21 374.64545),(22 375.6783),(23 375.7007),(24 378.3304),(25 379.83414),(26 380.84546),(27 380.03357),(28 381.72787),(29 384.82056),(30 386.81116),(31 388.5453),(32 392.19034),(33 391.47614),(34 392.4304),(35 394.96542),(36 397.52417),(37 396.29874),(38 398.51013),(39 402.6372),(40 402.08087),(41 403.83475),(42 406.19214),(43 408.45947),(44 412.90375),(45 415.6878),(46 418.69882),(47 420.67648),(48 420.99414),(49 420.71387),(50 419.63474),(51 422.70392),(52 420.0726),(53 420.62115),(54 423.49472),(55 425.8457),(56 426.8501),(57 430.19427),(58 431.89108),(59 431.42203),(60 431.59018),(61 431.588),(62 431.07462),(63 430.87173),(64 430.43777),(65 430.47632),(66 429.26477),(67 428.2217),(68 427.02722),(69 425.37006),(70 424.9878),(71 428.25082),(72 427.19653),(73 430.49493),(74 434.54663),(75 434.38867),(76 437.4226),(77 438.39075),(78 438.73413),(79 441.38965),
(1 109.53426),(2 158.73604),(3 214.57428),(4 241.19579),(5 263.8339),(6 281.84583),(7 300.60867),(8 314.04694),(9 323.82825),(10 332.97623),(11 342.2968),(12 348.07422),(13 355.42206),(14 359.8616),(15 366.0557),(16 370.86536),(17 372.4222),(18 377.5144),(19 379.01816),(20 382.9018),(21 384.7643),(22 388.42136),(23 388.5056),(24 389.2994),(25 391.0546),(26 391.93524),(27 393.6241),(28 393.4465),(29 392.40125),(30 392.11505),(31 391.0074),(32 393.1524),(33 393.07562),(34 393.09268),(35 393.67352),(36 394.11108),(37 394.93808),(38 394.54565),(39 396.82303),(40 396.86197),(41 397.46204),(42 397.97427),(43 400.15573),(44 401.71118),(45 403.51477),(46 404.01736),(47 407.16986),(48 411.19138),(49 412.3324),(50 414.91885),(51 414.72003),(52 416.7435),(53 416.40518),(54 416.80252),(55 417.2969),(56 417.8247),(57 421.4032),(58 422.59244),(59 421.75717),(60 422.87793),(61 425.43866),(62 426.80325),(63 424.39258),(64 425.2168),(65 425.22464),(66 426.93167),(67 424.7276),(68 427.70132),(69 425.22723),(70 425.43985),(71 426.86902),(72 428.01617),(73 427.82077),(74 430.26105),(75 434.9055),(76 438.09723),(77 436.62164),(78 437.36032),(79 437.70267),
(1 107.32806),(2 155.46587),(3 207.46219),(4 233.74954),(5 255.38264),(6 273.14606),(7 289.57175),(8 305.77573),(9 314.56125),(10 324.41254),(11 332.09943),(12 335.95236),(13 343.23184),(14 350.52762),(15 358.01636),(16 360.80984),(17 360.02847),(18 364.38306),(19 365.5258),(20 367.7331),(21 371.0845),(22 374.49454),(23 374.41962),(24 377.16547),(25 382.17133),(26 382.31836),(27 384.8354),(28 387.89883),(29 387.3394),(30 388.38086),(31 386.09277),(32 389.76804),(33 391.014),(34 391.43204),(35 390.5956),(36 392.6638),(37 394.50052),(38 394.34824),(39 395.17242),(40 395.83618),(41 395.7094),(42 397.65555),(43 401.8869),(44 403.25955),(45 403.5242),(46 404.6359),(47 406.1232),(48 405.6233),(49 404.49765),(50 404.7593),(51 405.99652),(52 405.5252),(53 405.93613),(54 406.7544),(55 406.23196),(56 406.3862),(57 407.78098),(58 407.2356),(59 409.18414),(60 411.02725),(61 413.60068),(62 413.54535),(63 415.34055),(64 418.6504),(65 419.67462),(66 421.65964),(67 421.20367),(68 424.56903),(69 423.73157),(70 425.81778),(71 425.3492),(72 426.69513),(73 429.80276),(74 432.87292),(75 433.71835),(76 433.45142),(77 434.90533),(78 435.3096),(79 436.4108),
(1 106.506546),(2 152.43976),(3 204.24535),(4 228.44475),(5 251.18279),(6 268.15594),(7 284.15283),(8 301.0401),(9 309.28708),(10 317.8194),(11 322.89063),(12 327.88855),(13 334.3091),(14 342.4878),(15 349.98044),(16 352.40903),(17 353.81094),(18 355.2932),(19 356.05334),(20 358.73663),(21 362.91333),(22 365.54147),(23 364.33932),(24 366.8678),(25 369.43573),(26 371.735),(27 372.50082),(28 374.2444),(29 373.29813),(30 373.74005),(31 373.73575),(32 376.0742),(33 374.49164),(34 374.77515),(35 373.0057),(36 371.64655),(37 372.8525),(38 371.00125),(39 374.327),(40 375.744),(41 378.00046),(42 380.78958),(43 383.0418),(44 385.119),(45 385.4379),(46 384.93384),(47 387.77267),(48 387.89423),(49 389.44644),(50 391.14835),(51 395.24887),(52 396.31152),(53 397.7645),(54 399.66956),(55 400.9975),(56 402.05087),(57 404.00653),(58 405.6709),(59 406.97516),(60 407.5574),(61 408.26935),(62 405.2047),(63 404.13068),(64 404.95514),(65 404.1515),(66 404.9566),(67 405.41324),(68 405.7595),(69 405.9869),(70 406.3558),(71 408.14526),(72 407.39478),(73 410.10754),(74 413.70288),(75 413.92242),(76 415.99533),(77 416.73618),(78 418.07117),(79 419.5242),
(1 105.79543),(2 154.488),(3 206.49031),(4 233.3936),(5 256.96628),(6 276.0168),(7 292.80023),(8 308.35416),(9 317.05508),(10 326.37982),(11 332.9677),(12 341.6647),(13 348.1169),(14 353.44873),(15 358.46805),(16 360.72147),(17 362.9108),(18 366.66818),(19 366.30368),(20 369.31683),(21 370.49728),(22 373.67133),(23 374.90222),(24 377.8023),(25 378.0703),(26 381.32526),(27 383.5717),(28 383.45844),(29 382.97342),(30 385.62283),(31 389.6971),(32 389.446),(33 388.46994),(34 389.22363),(35 391.38272),(36 389.89713),(37 390.3426),(38 388.10718),(39 388.20648),(40 387.13168),(41 388.21756),(42 393.0725),(43 394.89627),(44 397.07047),(45 396.5758),(46 396.02686),(47 396.30176),(48 396.16214),(49 396.32654),(50 398.10413),(51 399.33963),(52 399.76776),(53 399.69553),(54 400.7555),(55 402.03873),(56 400.9909),(57 402.51526),(58 404.91428),(59 404.26254),(60 404.05905),(61 404.3447),(62 404.59094),(63 402.50076),(64 404.3731),(65 404.8578),(66 405.25745),(67 405.99023),(68 406.11072),(69 407.43988),(70 405.32153),(71 406.77765),(72 408.47882),(73 410.21255),(74 412.5855),(75 414.05054),(76 417.42908),(77 418.81772),(78 420.90088),(79 421.61304),
(1 102.85751),(2 147.47508),(3 199.80951),(4 226.24643),(5 248.80408),(6 266.40665),(7 282.5409),(8 294.6242),(9 305.8323),(10 313.89288),(11 322.24646),(12 329.96704),(13 336.1517),(14 339.04187),(15 346.12445),(16 349.48285),(17 350.62317),(18 354.68115),(19 356.01068),(20 360.24924),(21 362.9043),(22 364.8796),(23 367.78772),(24 367.79263),(25 368.7549),(26 371.65018),(27 374.02954),(28 375.97263),(29 375.5655),(30 375.5611),(31 376.15912),(32 374.21725),(33 373.92383),(34 373.82275),(35 374.07605),(36 375.28256),(37 375.16727),(38 375.41254),(39 375.75992),(40 375.99155),(41 377.94937),(42 379.9472),(43 383.21268),(44 384.08215),(45 383.92236),(46 385.0457),(47 384.8191),(48 384.87305),(49 384.30527),(50 384.6543),(51 385.6998),(52 386.44604),(53 387.09805),(54 389.0178),(55 391.27045),(56 392.45844),(57 393.22607),(58 393.89737),(59 392.593),(60 394.42352),(61 395.51556),(62 396.5736),(63 395.7646),(64 396.3187),(65 396.8556),(66 395.80664),(67 397.43576),(68 398.5353),(69 400.20444),(70 400.54553),(71 399.83994),(72 403.93347),(73 405.3664),(74 404.27335),(75 405.66705),(76 407.89502),(77 408.4452),(78 410.10562),(79 409.8228),
(1 103.36073),(2 149.25385),(3 203.90808),(4 231.15367),(5 255.49367),(6 273.11792),(7 289.48657),(8 303.35062),(9 312.58926),(10 320.5984),(11 330.01053),(12 336.25867),(13 341.30588),(14 346.78314),(15 351.6155),(16 351.76404),(17 353.25433),(18 356.33896),(19 360.29904),(20 360.18185),(21 361.4152),(22 363.40863),(23 365.44287),(24 364.25595),(25 367.55435),(26 369.02832),(27 369.8119),(28 371.64987),(29 372.1938),(30 373.23645),(31 374.272),(32 373.8951),(33 374.0805),(34 376.86755),(35 377.4561),(36 379.45892),(37 380.13037),(38 381.1697),(39 381.20068),(40 379.9847),(41 381.87283),(42 381.58966),(43 385.254),(44 385.48798),(45 385.97653),(46 388.36496),(47 388.5031),(48 388.14957),(49 388.17767),(50 389.67117),(51 391.86298),(52 392.37906),(53 392.37637),(54 394.82016),(55 394.42734),(56 396.22775),(57 395.16058),(58 393.79282),(59 393.7256),(60 393.5591),(61 395.69455),(62 392.99695),(63 393.16183),(64 393.89294),(65 393.21658),(66 392.86212),(67 392.83566),(68 393.57663),(69 394.59207),(70 396.63666),(71 394.82852),(72 398.05923),(73 398.52444),(74 400.52716),(75 402.2932),(76 403.99487),(77 403.93887),(78 404.89124),(79 404.94284),
(1 102.28138),(2 148.34328),(3 199.36346),(4 226.50128),(5 249.57333),(6 267.17078),(7 283.30432),(8 298.95386),(9 307.18155),(10 318.6634),(11 325.5314),(12 331.38812),(13 335.5813),(14 340.8443),(15 345.09653),(16 347.6926),(17 350.5988),(18 352.0867),(19 354.02283),(20 355.77686),(21 354.85794),(22 357.56754),(23 360.59235),(24 360.13965),(25 363.5249),(26 363.50372),(27 365.85687),(28 366.03787),(29 367.5654),(30 370.43088),(31 370.79013),(32 372.42212),(33 369.39798),(34 371.0166),(35 372.19),(36 373.41586),(37 374.89325),(38 374.15143),(39 374.59192),(40 374.70547),(41 377.45114),(42 380.47733),(43 381.52908),(44 384.60028),(45 383.76413),(46 383.5631),(47 383.44357),(48 383.7791),(49 382.76596),(50 385.67416),(51 389.06876),(52 390.68173),(53 391.88635),(54 393.7335),(55 394.23187),(56 396.36606),(57 399.39365),(58 401.5585),(59 403.5727),(60 404.58655),(61 405.621),(62 407.3333),(63 409.003),(64 409.4112),(65 411.61874),(66 413.2176),(67 415.12698),(68 416.63446),(69 416.15173),(70 417.7016),(71 419.03165),(72 421.52478),(73 422.32242),(74 423.2828),(75 426.1051),(76 426.11832),(77 426.91718),(78 425.44485),(79 424.5793),
(1 100.63981),(2 144.19598),(3 194.81703),(4 221.16261),(5 243.54121),(6 260.63165),(7 275.3048),(8 291.4393),(9 300.08),(10 309.26083),(11 318.39557),(12 325.62997),(13 327.02402),(14 332.9462),(15 337.75104),(16 339.8903),(17 342.18063),(18 342.0227),(19 344.7975),(20 345.59497),(21 347.26453),(22 351.76373),(23 351.0361),(24 352.60266),(25 354.25876),(26 357.6039),(27 360.79956),(28 363.66788),(29 362.23724),(30 365.80402),(31 369.06207),(32 372.91736),(33 371.13956),(34 373.17117),(35 374.21216),(36 375.5136),(37 376.16586),(38 377.49286),(39 379.9463),(40 380.04724),(41 381.88766),(42 383.5307),(43 384.5251),(44 385.7733),(45 383.2571),(46 383.6855),(47 380.11298),(48 378.1138),(49 376.8335),(50 378.94604),(51 382.4265),(52 383.0948),(53 382.58755),(54 383.8704),(55 383.78845),(56 384.80792),(57 386.188),(58 386.61072),(59 385.17432),(60 385.22647),(61 385.21182),(62 385.40585),(63 387.6994),(64 389.26892),(65 391.09915),(66 392.9172),(67 395.4024),(68 397.8381),(69 398.30695),(70 398.62292),(71 400.74878),(72 402.4104),(73 404.53586),(74 405.30197),(75 409.33777),(76 409.09842),(77 409.17538),(78 410.6879),(79 411.74313),
(1 100.86609),(2 147.28877),(3 198.45888),(4 225.31592),(5 245.60416),(6 264.31454),(7 281.44742),(8 295.57248),(9 305.23468),(10 313.61206),(11 325.1885),(12 332.42386),(13 333.36877),(14 337.74612),(15 340.7959),(16 341.94894),(17 344.24582),(18 347.528),(19 350.18356),(20 352.6842),(21 358.48978),(22 359.26617),(23 359.0484),(24 361.89417),(25 362.28918),(26 365.3008),(27 367.1291),(28 370.26215),(29 370.1862),(30 371.47626),(31 372.991),(32 375.46976),(33 372.85745),(34 374.09543),(35 374.47443),(36 377.8184),(37 376.29227),(38 378.7073),(39 379.95764),(40 380.58167),(41 382.50922),(42 382.88034),(43 383.94388),(44 386.4237),(45 384.41345),(46 385.74908),(47 383.75253),(48 385.43402),(49 385.94598),(50 384.01895),(51 386.90817),(52 386.64325),(53 385.9367),(54 386.0998),(55 387.8067),(56 388.1925),(57 388.65005),(58 387.84784),(59 388.3838),(60 390.78394),(61 391.6208),(62 391.63074),(63 389.84445),(64 390.24127),(65 391.58035),(66 393.7508),(67 392.46194),(68 395.0455),(69 396.07813),(70 399.05222),(71 400.22324),(72 401.35037),(73 399.7299),(74 400.837),(75 402.50153),(76 404.21045),(77 404.2501),(78 405.33527),(79 405.6933),
(1 97.61316),(2 140.78915),(3 191.39447),(4 219.0792),(5 238.52702),(6 254.3923),(7 268.7151),(8 281.86554),(9 288.9937),(10 299.1481),(11 308.7712),(12 316.3207),(13 320.07123),(14 325.02603),(15 329.81296),(16 330.48297),(17 331.7689),(18 335.69528),(19 339.53107),(20 341.0983),(21 345.52567),(22 347.04538),(23 346.26685),(24 346.25803),(25 346.2659),(26 348.62405),(27 351.4072),(28 351.67044),(29 355.15958),(30 356.49014),(31 356.8192),(32 356.5243),(33 355.68362),(34 355.7096),(35 355.8977),(36 358.0616),(37 357.96786),(38 357.6804),(39 360.2975),(40 359.73447),(41 361.4962),(42 361.9588),(43 362.9709),(44 365.0346),(45 366.45697),(46 365.036),(47 365.37048),(48 365.81253),(49 366.4748),(50 366.59006),(51 370.9213),(52 373.27368),(53 373.11774),(54 373.75214),(55 376.01285),(56 376.0261),(57 375.68588),(58 376.33868),(59 378.5516),(60 377.33734),(61 376.7895),(62 378.35178),(63 379.7318),(64 380.23953),(65 380.4849),(66 381.0721),(67 379.8378),(68 379.8023),(69 381.97446),(70 384.09515),(71 387.4176),(72 387.36633),(73 388.53555),(74 391.00592),(75 392.9759),(76 394.05957),(77 396.93805),(78 395.32343),(79 395.9894),
(1 97.69748),(2 141.46309),(3 190.90515),(4 216.98518),(5 238.18199),(6 256.16196),(7 271.78314),(8 286.24243),(9 293.98972),(10 302.68106),(11 309.91675),(12 316.51703),(13 321.03952),(14 326.57538),(15 332.9681),(16 331.84454),(17 333.571),(18 335.9056),(19 336.60007),(20 338.41757),(21 340.59387),(22 342.04645),(23 338.60855),(24 341.31686),(25 340.37033),(26 343.42642),(27 344.26312),(28 344.56802),(29 346.836),(30 349.4166),(31 350.20422),(32 349.4547),(33 353.05997),(34 354.05408),(35 357.65533),(36 355.33362),(37 357.3047),(38 358.9685),(39 361.78473),(40 363.3007),(41 367.2791),(42 367.45935),(43 368.62354),(44 372.6354),(45 373.94366),(46 373.90967),(47 372.1184),(48 375.2623),(49 373.71542),(50 374.41565),(51 374.04013),(52 375.93),(53 376.0589),(54 378.28098),(55 380.8476),(56 380.22012),(57 380.94955),(58 383.3838),(59 384.01328),(60 382.85345),(61 383.03555),(62 382.38962),(63 380.28397),(64 382.35376),(65 384.1546),(66 386.38242),(67 387.74265),(68 388.29086),(69 390.04526),(70 390.4275),(71 392.31537),(72 393.76245),(73 394.92392),(74 396.04257),(75 396.54138),(76 395.8708),(77 397.00168),(78 394.53897),(79 393.1967),
(1 97.02248),(2 139.15506),(3 189.58453),(4 212.76646),(5 236.04327),(6 255.33867),(7 273.82498),(8 288.2872),(9 296.22107),(10 303.6947),(11 311.4457),(12 317.77136),(13 322.96652),(14 326.36197),(15 329.87436),(16 330.8296),(17 331.3106),(18 332.45682),(19 335.00537),(20 338.07214),(21 340.25784),(22 341.0845),(23 341.60922),(24 341.59378),(25 344.45053),(26 344.06204),(27 347.1327),(28 344.3199),(29 343.23624),(30 343.62112),(31 341.46774),(32 341.3186),(33 342.68985),(34 343.57166),(35 345.16583),(36 344.53207),(37 347.007),(38 348.2764),(39 351.38766),(40 352.74658),(41 354.5441),(42 356.14996),(43 356.52762),(44 358.86066),(45 359.5061),(46 361.51794),(47 363.166),(48 362.73697),(49 361.64636),(50 361.93234),(51 361.03714),(52 363.04904),(53 362.79782),(54 363.63925),(55 365.46225),(56 363.7854),(57 363.44208),(58 364.32434),(59 361.64905),(60 362.49597),(61 363.59558),(62 363.47433),(63 364.4951),(64 364.79507),(65 366.79956),(66 368.80392),(67 371.14322),(68 372.75333),(69 373.44208),(70 373.67096),(71 375.207),(72 377.03906),(73 377.12863),(74 377.39368),(75 378.79065),(76 376.65198),(77 375.80014),(78 372.65186),(79 373.88376),
