1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 26228.86),(2 52948.527),(3 77552.914),(4 141332.45),(5 195573.14),(6 255319.08),(7 363613.34),(8 470907),(9 591714.25),(10 759448.2),(11 895347.5),(12 1019971.06),(13 1185994),(14 1327261.4),(15 1476992.9),(16 1672933.4),(17 1883198.4),(18 2078582.4),(19 2324101.8),(20 2575799.8),(21 2828888.8),(22 3126508.8),(23 3423248.3),(24 3731554.8),(25 4087911.8),(26 4406404),(27 4683978.5),(28 4968781.5),(29 5209909),(30 5447856.5),(31 5735946),(32 6011569.5),(33 6301000),(34 6613760.5),(35 6932843.5),(36 7252310.5),(37 7578171.5),(38 7883507.5),(39 8207806),(40 8542255),(41 8992852),(42 9824504),(43 10925981),(44 12309291),(45 13300801),(46 14057496),(47 14925796),(48 15791615),(49 16612387),(50 17488594),(51 18420546),(52 19147066),(53 19906954),(54 20669504),(55 21351760),(56 22099408),(57 22899254),(58 23464018),(59 24052510),(60 24610518),(61 25041402),(62 25494784),(63 25881154),(64 25953970),(65 25930086),(66 25896430),(67 25780790),(68 25667728),(69 25658266),(70 25515974),(71 25471222),(72 25413898),(73 25358866),(74 25317554),(75 25401912),(76 25425338),(77 25577904),(78 25725686),(79 25894982),
(1 45.704308),(2 56.49398),(3 64.33145),(4 68.56032),(5 70.2288),(6 72.93171),(7 75.14667),(8 76.41458),(9 76.97117),(10 77.766624),(11 78.04003),(12 79.001564),(13 80.33606),(14 81.54419),(15 82.53807),(16 84.48581),(17 84.98268),(18 85.84071),(19 86.64761),(20 87.87746),(21 87.80206),(22 87.61118),(23 88.80294),(24 89.411385),(25 89.698875),(26 92.12058),(27 92.897995),(28 91.52402),(29 91.848434),(30 93.00885),(31 92.68371),(32 93.1568),(33 94.09658),(34 94.48139),(35 94.40547),(36 94.595375),(37 94.085175),(38 94.69083),(39 94.22775),(40 96.19952),(41 96.203476),(42 97.73273),(43 97.43969),(44 98.994064),(45 98.780945),(46 98.73456),(47 98.89702),(48 98.17962),(49 98.56875),(50 98.76282),(51 99.23028),(52 99.01171),(53 99.721825),(54 100.5395),(55 100.89798),(56 100.67061),(57 100.57341),(58 101.14179),(59 101.432106),(60 100.26298),(61 101.29947),(62 101.75977),(63 102.319626),(64 103.356705),(65 102.69545),(66 103.4026),(67 102.39074),(68 103.01777),(69 102.31106),(70 103.24828),(71 102.84267),(72 103.14837),(73 102.9052),(74 102.63671),(75 102.96256),(76 102.189575),(77 102.681915),(78 103.25471),(79 103.311646),
(1 44.37555),(2 54.608765),(3 60.71406),(4 64.62155),(5 66.47635),(6 68.96692),(7 70.57692),(8 71.9085),(9 72.66715),(10 74.39565),(11 75.668396),(12 76.559395),(13 77.44917),(14 78.51424),(15 80.109856),(16 80.793396),(17 81.663765),(18 82.59739),(19 82.58456),(20 83.17022),(21 83.42455),(22 84.09363),(23 86.543396),(24 87.66934),(25 87.91338),(26 89.1746),(27 89.24526),(28 88.60103),(29 89.20867),(30 88.96056),(31 88.58606),(32 89.333954),(33 89.371056),(34 88.89968),(35 90.16658),(36 89.57667),(37 88.46935),(38 89.58259),(39 91.424545),(40 91.248375),(41 92.107475),(42 92.495926),(43 92.00267),(44 92.16422),(45 92.4498),(46 92.86068),(47 92.21287),(48 92.03057),(49 92.31539),(50 92.95989),(51 92.842674),(52 93.65627),(53 93.31286),(54 93.706085),(55 94.84652),(56 95.482864),(57 95.59692),(58 95.039),(59 95.196045),(60 95.45973),(61 95.70432),(62 95.98947),(63 98.037994),(64 98.07731),(65 97.932884),(66 97.4562),(67 97.57185),(68 97.29188),(69 97.27621),(70 97.86043),(71 98.2853),(72 97.55727),(73 97.76654),(74 96.70847),(75 97.335045),(76 96.94975),(77 96.49667),(78 95.99667),(79 95.815445),
(1 44.82364),(2 55.287582),(3 61.730442),(4 66.03849),(5 68.030045),(6 70.38481),(7 71.97618),(8 74.790764),(9 75.78344),(10 77.137405),(11 78.26956),(12 79.54005),(13 80.86082),(14 80.918396),(15 81.69501),(16 82.53394),(17 84.31824),(18 84.22254),(19 84.33409),(20 84.823135),(21 85.527664),(22 86.54059),(23 87.620705),(24 88.00353),(25 89.18437),(26 89.554115),(27 89.92788),(28 89.5165),(29 90.22521),(30 90.57018),(31 92.08474),(32 92.52565),(33 93.13576),(34 93.05909),(35 94.37811),(36 93.661896),(37 93.72422),(38 94.371605),(39 95.55831),(40 95.69324),(41 97.34642),(42 96.89856),(43 96.81004),(44 96.683136),(45 96.48423),(46 96.52313),(47 96.681984),(48 96.741585),(49 96.102615),(50 96.71922),(51 98.26582),(52 98.50394),(53 98.28667),(54 98.75067),(55 98.79897),(56 99.22661),(57 99.018486),(58 98.38947),(59 97.99714),(60 99.0139),(61 99.53774),(62 98.955986),(63 98.85776),(64 98.8173),(65 100.0497),(66 99.908165),(67 99.462585),(68 100.85865),(69 100.35429),(70 100.16026),(71 100.18621),(72 100.03978),(73 99.64077),(74 99.316414),(75 98.02774),(76 98.076645),(77 98.711555),(78 97.51276),(79 97.472374),
(1 44.084877),(2 54.871243),(3 61.626263),(4 65.57301),(5 67.49206),(6 69.920494),(7 71.95054),(8 73.79459),(9 74.731804),(10 76.48222),(11 77.636406),(12 78.598656),(13 79.99091),(14 80.75528),(15 81.49242),(16 82.51568),(17 83.785194),(18 84.800316),(19 86.19223),(20 85.50126),(21 86.64589),(22 86.39141),(23 86.93965),(24 87.52627),(25 88.67631),(26 89.48164),(27 89.37773),(28 89.988434),(29 90.104164),(30 90.55481),(31 91.78452),(32 91.73354),(33 92.56789),(34 92.9064),(35 92.07026),(36 91.39246),(37 91.09775),(38 91.791145),(39 92.13746),(40 92.59836),(41 92.64014),(42 92.41882),(43 91.9306),(44 91.68625),(45 91.736305),(46 91.64768),(47 92.348595),(48 92.252716),(49 91.74765),(50 92.04242),(51 92.9476),(52 92.49135),(53 92.74668),(54 92.566315),(55 92.17382),(56 92.886925),(57 93.765526),(58 94.049675),(59 94.41563),(60 95.404686),(61 95.17941),(62 95.01657),(63 96.25434),(64 96.36711),(65 97.53634),(66 97.73865),(67 98.34266),(68 99.19645),(69 99.614136),(70 98.79802),(71 98.34269),(72 98.581894),(73 98.9427),(74 97.25999),(75 96.857414),(76 97.20204),(77 97.76352),(78 96.46766),(79 97.65126),
(1 44.835533),(2 55.63033),(3 61.732582),(4 65.52992),(5 67.82298),(6 69.15083),(7 71.39238),(8 73.69405),(9 74.73668),(10 76.93393),(11 79.12839),(12 78.9409),(13 79.32984),(14 80.01128),(15 80.73772),(16 82.49985),(17 83.128426),(18 84.275665),(19 84.42861),(20 85.14072),(21 86.25099),(22 85.895996),(23 87.235916),(24 87.362755),(25 88.00706),(26 89.0209),(27 88.74796),(28 89.10828),(29 89.43459),(30 90.28947),(31 90.65417),(32 90.494705),(33 91.47591),(34 92.13482),(35 92.16229),(36 91.32581),(37 92.12964),(38 92.31331),(39 93.85885),(40 93.73984),(41 94.76529),(42 94.55558),(43 94.15321),(44 93.561165),(45 93.70898),(46 94.53056),(47 93.91987),(48 95.780975),(49 95.86748),(50 95.80248),(51 97.80447),(52 96.90815),(53 96.78824),(54 96.86258),(55 96.734344),(56 96.46422),(57 97.83657),(58 97.68736),(59 97.52406),(60 97.810455),(61 98.880356),(62 98.67503),(63 100.17285),(64 99.425255),(65 99.51315),(66 98.80252),(67 99.38252),(68 100.783966),(69 100.75417),(70 100.96169),(71 100.25143),(72 100.28261),(73 99.91716),(74 100.62137),(75 99.91156),(76 99.78759),(77 99.06871),(78 98.23311),(79 98.86909),
(1 44.833508),(2 55.87933),(3 61.5414),(4 65.486496),(5 67.3246),(6 68.800385),(7 70.58218),(8 72.739845),(9 74.06906),(10 75.4488),(11 77.84069),(12 78.88995),(13 79.4125),(14 79.74441),(15 81.737595),(16 83.17094),(17 83.127464),(18 83.49412),(19 84.14883),(20 83.47237),(21 84.85998),(22 85.10593),(23 86.442055),(24 86.81398),(25 88.11634),(26 89.810295),(27 91.272606),(28 90.73887),(29 91.01614),(30 91.83552),(31 92.86058),(32 92.953514),(33 93.56829),(34 93.12309),(35 93.68434),(36 92.91431),(37 92.44049),(38 93.81845),(39 94.62199),(40 94.74509),(41 94.55967),(42 94.62731),(43 94.240456),(44 94.96536),(45 94.6548),(46 95.925514),(47 96.20986),(48 96.7682),(49 97.53077),(50 97.492874),(51 97.69158),(52 97.84245),(53 98.80937),(54 100.18997),(55 99.575035),(56 100.24027),(57 100.00053),(58 100.74424),(59 100.104324),(60 101.51123),(61 102.233795),(62 101.64717),(63 103.58066),(64 103.03003),(65 102.81151),(66 102.90365),(67 102.82494),(68 103.08707),(69 103.17992),(70 102.54658),(71 102.51897),(72 102.009636),(73 101.45866),(74 101.404816),(75 100.90032),(76 100.62156),(77 100.258995),(78 99.81139),(79 99.74438),
(1 43.009018),(2 53.065968),(3 58.981533),(4 62.235878),(5 64.177246),(6 66.238144),(7 68.19192),(8 70.99695),(9 71.91441),(10 72.88387),(11 73.594444),(12 74.469185),(13 74.89014),(14 75.86427),(15 76.15104),(16 77.53391),(17 77.79462),(18 77.718346),(19 78.287895),(20 78.23053),(21 79.37633),(22 80.58596),(23 82.02667),(24 82.799164),(25 83.99537),(26 85.521255),(27 86.79432),(28 87.05249),(29 87.42182),(30 86.8352),(31 87.73779),(32 87.922295),(33 88.00272),(34 87.99016),(35 88.55995),(36 88.05386),(37 87.73271),(38 88.87481),(39 89.633125),(40 89.84581),(41 90.60514),(42 90.64598),(43 91.276085),(44 91.36147),(45 91.77333),(46 92.354034),(47 91.369286),(48 90.48847),(49 89.991165),(50 90.23603),(51 90.94208),(52 90.73438),(53 90.46857),(54 91.000916),(55 91.280334),(56 91.40438),(57 91.000755),(58 91.36316),(59 90.90676),(60 92.442406),(61 93.69876),(62 93.69171),(63 93.79375),(64 93.50934),(65 93.168915),(66 93.66827),(67 93.392006),(68 93.833115),(69 93.648994),(70 94.458115),(71 94.345345),(72 95.02392),(73 95.13833),(74 94.89414),(75 94.517296),(76 94.788),(77 94.53298),(78 93.314865),(79 93.661606),
(1 43.383102),(2 53.570335),(3 59.506657),(4 62.58241),(5 64.904655),(6 66.78298),(7 69.31597),(8 72.08411),(9 73.27881),(10 74.14885),(11 75.41791),(12 75.40794),(13 76.2881),(14 76.62813),(15 77.82325),(16 78.14665),(17 78.951744),(18 79.94536),(19 80.77072),(20 81.13885),(21 82.30886),(22 83.53727),(23 84.83759),(24 85.65546),(25 87.18052),(26 88.20117),(27 87.40643),(28 86.633896),(29 86.927475),(30 86.684074),(31 87.12101),(32 87.02273),(33 87.34067),(34 87.29836),(35 86.430824),(36 86.588585),(37 87.138885),(38 87.21758),(39 88.36457),(40 89.01402),(41 89.67248),(42 89.11088),(43 88.619026),(44 89.03983),(45 88.83384),(46 89.61483),(47 90.485565),(48 90.61712),(49 91.528534),(50 91.022865),(51 91.7434),(52 92.01735),(53 92.34763),(54 93.296524),(55 92.86244),(56 93.201195),(57 93.456276),(58 93.874245),(59 94.729195),(60 94.85846),(61 95.10465),(62 95.513695),(63 96.16785),(64 95.91427),(65 95.90515),(66 97.239136),(67 96.86189),(68 96.51492),(69 96.12882),(70 95.83363),(71 96.862335),(72 96.44977),(73 96.25269),(74 96.5532),(75 96.72975),(76 97.04825),(77 97.26591),(78 96.774376),(79 96.282906),
(1 43.28937),(2 53.933064),(3 60.707912),(4 64.04293),(5 67.10671),(6 68.617165),(7 70.3164),(8 72.36001),(9 73.60049),(10 74.84312),(11 75.820015),(12 76.90257),(13 77.906845),(14 77.84697),(15 78.47251),(16 78.30965),(17 80.05036),(18 81.019135),(19 81.196335),(20 81.53178),(21 81.82574),(22 83.12197),(23 83.65658),(24 83.75344),(25 84.14007),(26 85.13661),(27 86.362175),(28 86.03818),(29 86.15549),(30 87.52941),(31 88.28218),(32 89.05118),(33 89.090454),(34 89.50132),(35 89.64785),(36 89.680595),(37 90.52866),(38 90.65239),(39 90.637024),(40 90.91759),(41 92.69871),(42 92.47667),(43 92.63203),(44 92.02666),(45 92.2426),(46 93.02501),(47 94.88213),(48 95.41169),(49 94.46673),(50 94.97002),(51 95.71418),(52 95.24695),(53 94.57708),(54 94.67683),(55 94.875984),(56 95.356995),(57 95.2502),(58 95.32673),(59 96.25104),(60 95.967155),(61 96.70097),(62 97.46618),(63 98.794),(64 98.419395),(65 98.165375),(66 98.11679),(67 98.42627),(68 98.048996),(69 97.44801),(70 97.68887),(71 97.59817),(72 97.4511),(73 96.9066),(74 98.1028),(75 97.8521),(76 97.764694),(77 96.70085),(78 96.66875),(79 96.42445),
(1 43.54496),(2 53.788643),(3 60.460606),(4 64.22364),(5 66.29655),(6 68.59833),(7 70.09986),(8 71.76),(9 72.49744),(10 74.32546),(11 75.86081),(12 76.883194),(13 77.8139),(14 77.04625),(15 77.75007),(16 78.4672),(17 79.44414),(18 80.18621),(19 80.97589),(20 81.833786),(21 81.87238),(22 83.20853),(23 83.336754),(24 83.629776),(25 85.11011),(26 85.354965),(27 86.11718),(28 87.09907),(29 87.18667),(30 87.84883),(31 88.399734),(32 89.49169),(33 89.17178),(34 90.10176),(35 89.8645),(36 90.31229),(37 90.446594),(38 90.79667),(39 90.694695),(40 90.92323),(41 91.17549),(42 91.242676),(43 91.53692),(44 91.67345),(45 92.13525),(46 91.676834),(47 92.14046),(48 92.95246),(49 92.77837),(50 93.01045),(51 93.61586),(52 92.939766),(53 92.74823),(54 92.05116),(55 92.18655),(56 92.660515),(57 93.234245),(58 93.39372),(59 94.301605),(60 93.80991),(61 94.13373),(62 94.70403),(63 95.56388),(64 96.18986),(65 95.323814),(66 95.730606),(67 96.98136),(68 97.27782),(69 97.1003),(70 97.417816),(71 97.9724),(72 97.64989),(73 96.84934),(74 96.67259),(75 95.839775),(76 95.60792),(77 96.14551),(78 95.63481),(79 95.84504),
(1 41.420532),(2 51.324528),(3 58.31895),(4 61.728832),(5 64.56528),(6 67.03232),(7 69.34295),(8 71.493675),(9 72.63212),(10 73.83724),(11 74.953674),(12 75.78097),(13 76.20337),(14 76.77549),(15 77.75239),(16 78.54448),(17 78.814926),(18 79.412506),(19 79.697205),(20 81.06821),(21 81.643295),(22 82.4103),(23 84.07754),(24 83.33212),(25 84.25288),(26 84.21389),(27 84.40009),(28 84.57512),(29 84.79837),(30 85.845764),(31 86.80535),(32 86.91984),(33 87.17516),(34 87.67864),(35 88.18192),(36 87.29306),(37 87.24744),(38 88.05644),(39 88.2572),(40 88.8575),(41 90.61004),(42 90.87075),(43 91.21543),(44 90.37394),(45 90.49162),(46 91.03798),(47 91.39286),(48 91.78055),(49 93.452034),(50 93.701706),(51 93.844635),(52 92.68408),(53 93.43579),(54 93.24368),(55 92.70491),(56 93.40236),(57 94.554016),(58 95.86895),(59 95.880356),(60 95.92215),(61 95.98685),(62 97.28392),(63 98.474945),(64 99.20659),(65 99.13903),(66 99.143524),(67 99.14791),(68 99.367874),(69 99.69508),(70 98.91945),(71 99.055756),(72 99.34848),(73 98.75917),(74 98.05726),(75 97.55491),(76 97.16195),(77 95.85501),(78 95.68236),(79 95.23423),
(1 41.535805),(2 50.839222),(3 57.73411),(4 60.51585),(5 63.067158),(6 64.9402),(7 66.763084),(8 68.349525),(9 68.64227),(10 70.321266),(11 71.32463),(12 71.71346),(13 71.81705),(14 72.61037),(15 73.69953),(16 74.45473),(17 75.12962),(18 75.50922),(19 76.12795),(20 76.48744),(21 77.52157),(22 78.53557),(23 79.99262),(24 79.94396),(25 80.24403),(26 80.952255),(27 81.690926),(28 81.546974),(29 81.8821),(30 82.8898),(31 83.00733),(32 82.821495),(33 83.49176),(34 84.62508),(35 84.04137),(36 83.70577),(37 83.6014),(38 84.44516),(39 84.90132),(40 85.206215),(41 86.60367),(42 87.226654),(43 87.27068),(44 87.22381),(45 87.2442),(46 87.08627),(47 86.78197),(48 86.85598),(49 87.67693),(50 87.978035),(51 88.363235),(52 88.4691),(53 88.73485),(54 88.21988),(55 87.663925),(56 88.34496),(57 88.639946),(58 89.18637),(59 89.15062),(60 89.78598),(61 89.1086),(62 89.100815),(63 89.6329),(64 89.64311),(65 89.54937),(66 90.73989),(67 90.74155),(68 92.15578),(69 91.84718),(70 92.11264),(71 91.78178),(72 92.2911),(73 91.36019),(74 91.240074),(75 91.20009),(76 90.65707),(77 90.08903),(78 90.316055),(79 90.962685),
(1 41.944668),(2 51.369217),(3 57.112312),(4 60.423283),(5 62.8709),(6 64.8441),(7 66.739685),(8 68.19974),(9 69.532036),(10 70.59842),(11 72.22195),(12 72.1317),(13 72.865524),(14 73.26045),(15 73.74497),(16 75.45708),(17 76.43105),(18 77.31183),(19 77.69368),(20 79.07736),(21 80.58352),(22 80.524704),(23 82.04139),(24 81.77064),(25 82.44286),(26 82.886856),(27 83.793015),(28 83.951),(29 83.601395),(30 83.9133),(31 83.7383),(32 84.30373),(33 84.9607),(34 85.60467),(35 86.30027),(36 86.951195),(37 87.01244),(38 87.021545),(39 88.822296),(40 88.37694),(41 89.126976),(42 89.79365),(43 89.65201),(44 88.76681),(45 88.576706),(46 88.24006),(47 88.39593),(48 87.616325),(49 87.256165),(50 86.8185),(51 88.13699),(52 87.99119),(53 88.8233),(54 87.9615),(55 88.571945),(56 88.51511),(57 88.8266),(58 89.40929),(59 89.51997),(60 89.64087),(61 90.33363),(62 90.27173),(63 91.097435),(64 90.76676),(65 91.55941),(66 91.879456),(67 92.0401),(68 92.4301),(69 93.29173),(70 93.534164),(71 94.032616),(72 94.27258),(73 94.532295),(74 93.71449),(75 93.83535),(76 92.567055),(77 92.434494),(78 92.77679),(79 92.91239),
(1 40.367714),(2 50.662487),(3 56.92978),(4 59.322636),(5 62.369343),(6 63.28888),(7 65.86996),(8 67.81913),(9 68.893005),(10 69.7807),(11 71.594),(12 71.45545),(13 71.717186),(14 73.2263),(15 73.3454),(16 74.43771),(17 75.39023),(18 76.45246),(19 76.9001),(20 77.07153),(21 77.55129),(22 78.41176),(23 79.07904),(24 79.73986),(25 80.289734),(26 80.94424),(27 81.43464),(28 82.16922),(29 82.526215),(30 82.652084),(31 83.096664),(32 82.51547),(33 83.283195),(34 83.8922),(35 83.989944),(36 84.297424),(37 85.09412),(38 84.625565),(39 85.38903),(40 85.741165),(41 87.28408),(42 87.06809),(43 87.30936),(44 87.055336),(45 87.029015),(46 86.94994),(47 87.13326),(48 87.47364),(49 87.736694),(50 87.048004),(51 88.87953),(52 89.01305),(53 90.492775),(54 90.39848),(55 90.42156),(56 90.8313),(57 91.02696),(58 91.21886),(59 91.05256),(60 92.98606),(61 93.46774),(62 92.617485),(63 93.0865),(64 93.245094),(65 93.386314),(66 93.81768),(67 94.07263),(68 94.96811),(69 95.219795),(70 94.63646),(71 94.49815),(72 95.20075),(73 94.080734),(74 93.22598),(75 94.504456),(76 93.535736),(77 93.44323),(78 93.82245),(79 93.14566),
(1 40.408176),(2 50.52057),(3 56.351913),(4 60.687225),(5 62.346935),(6 63.803577),(7 66.39029),(8 67.65091),(9 69.12244),(10 69.94062),(11 71.42566),(12 72.542656),(13 72.759995),(14 73.12002),(15 72.99499),(16 74.72088),(17 75.49428),(18 76.76952),(19 76.98251),(20 77.03287),(21 78.49347),(22 78.362595),(23 79.30404),(24 79.39897),(25 80.892494),(26 81.332985),(27 81.14927),(28 81.96785),(29 82.76843),(30 82.8186),(31 83.730675),(32 84.46337),(33 84.517426),(34 85.059586),(35 85.364006),(36 85.96841),(37 85.50431),(38 85.32593),(39 86.04218),(40 86.56236),(41 87.45107),(42 87.841),(43 88.40677),(44 88.77794),(45 88.46832),(46 88.657745),(47 88.78735),(48 89.4382),(49 89.82788),(50 89.37397),(51 89.50862),(52 90.050354),(53 90.37371),(54 90.790115),(55 91.34978),(56 91.62783),(57 91.68616),(58 92.27545),(59 91.94972),(60 92.24961),(61 93.065704),(62 93.43588),(63 93.92895),(64 93.26401),(65 93.663216),(66 93.46551),(67 93.31551),(68 93.910446),(69 94.221756),(70 94.30988),(71 94.54089),(72 93.55516),(73 93.53005),(74 93.11579),(75 93.33038),(76 93.45441),(77 93.44707),(78 92.522255),(79 93.0891),
(1 39.70194),(2 49.198914),(3 55.74896),(4 58.606388),(5 61.796978),(6 63.351345),(7 64.715126),(8 66.256386),(9 67.86697),(10 69.090576),(11 70.37467),(12 70.97642),(13 71.42581),(14 73.33131),(15 74.13751),(16 74.29745),(17 74.960236),(18 75.814064),(19 76.90943),(20 78.1128),(21 79.08283),(22 79.42329),(23 79.35615),(24 80.201065),(25 80.55698),(26 80.39781),(27 80.86804),(28 80.932335),(29 82.70212),(30 83.30238),(31 83.24343),(32 83.17304),(33 83.81163),(34 83.89554),(35 83.83128),(36 84.34174),(37 83.718765),(38 83.62936),(39 83.9948),(40 84.47109),(41 85.09341),(42 84.96569),(43 85.53113),(44 85.490486),(45 85.78662),(46 85.51278),(47 85.97081),(48 86.917496),(49 86.98248),(50 87.33632),(51 87.44903),(52 87.77316),(53 88.1699),(54 88.22719),(55 88.832504),(56 88.90767),(57 89.37871),(58 89.53123),(59 89.94459),(60 91.2448),(61 91.10241),(62 90.4884),(63 91.34687),(64 91.02258),(65 91.21429),(66 91.23412),(67 91.72976),(68 92.57686),(69 91.28793),(70 92.539764),(71 92.22375),(72 92.497086),(73 92.97617),(74 91.834656),(75 92.73933),(76 92.520676),(77 92.625534),(78 92.96478),(79 93.08361),
(1 39.31477),(2 48.80526),(3 54.90278),(4 58.49732),(5 61.13122),(6 62.556892),(7 64.22025),(8 65.252464),(9 67.08169),(10 68.40918),(11 69.97613),(12 70.230156),(13 71.64378),(14 71.63114),(15 72.26843),(16 73.190765),(17 73.95607),(18 75.4818),(19 76.028946),(20 77.10811),(21 78.36645),(22 78.99904),(23 79.1611),(24 79.47132),(25 79.352776),(26 80.034355),(27 81.295204),(28 81.216644),(29 81.72024),(30 82.693924),(31 82.26921),(32 81.533676),(33 82.47789),(34 82.82942),(35 82.61118),(36 82.56593),(37 82.57608),(38 82.393196),(39 83.8167),(40 84.86016),(41 84.92946),(42 85.94069),(43 85.91081),(44 85.627975),(45 86.50892),(46 87.22077),(47 87.45817),(48 86.73032),(49 88.071075),(50 88.09948),(51 88.810555),(52 89.47085),(53 90.04589),(54 90.50603),(55 90.48041),(56 90.149635),(57 90.6939),(58 91.28264),(59 91.672676),(60 92.18013),(61 91.75473),(62 92.21436),(63 92.10668),(64 91.293365),(65 91.81256),(66 92.24608),(67 92.35817),(68 92.104),(69 93.25681),(70 93.240364),(71 93.55543),(72 93.50834),(73 92.49566),(74 92.81888),(75 92.66484),(76 91.9417),(77 91.647995),(78 91.71279),(79 92.32821),
(1 39.32926),(2 48.238773),(3 54.84156),(4 58.058197),(5 61.307213),(6 63.15411),(7 64.86616),(8 65.96565),(9 67.52729),(10 68.30245),(11 69.961395),(12 70.574326),(13 70.78015),(14 71.81834),(15 72.789246),(16 73.36585),(17 73.99517),(18 74.62009),(19 75.40633),(20 76.129074),(21 77.09557),(22 77.46402),(23 79.41368),(24 79.02103),(25 79.48355),(26 80.10495),(27 80.53753),(28 80.50457),(29 80.87385),(30 81.80005),(31 82.321556),(32 82.53722),(33 84.11802),(34 84.63097),(35 83.56883),(36 83.71923),(37 84.463646),(38 84.751785),(39 85.45493),(40 86.974106),(41 87.97753),(42 87.82087),(43 88.3087),(44 88.10574),(45 88.55712),(46 88.67813),(47 89.505226),(48 89.61669),(49 90.80311),(50 90.72222),(51 90.693306),(52 90.162704),(53 91.15716),(54 90.68055),(55 90.97501),(56 91.264534),(57 91.701195),(58 91.24657),(59 92.084114),(60 92.08914),(61 91.98801),(62 91.77912),(63 91.727196),(64 91.360245),(65 91.6097),(66 91.75934),(67 91.58546),(68 93.120346),(69 92.71739),(70 92.027565),(71 92.13166),(72 92.00461),(73 92.114876),(74 91.58211),(75 91.289085),(76 91.50132),(77 91.229675),(78 91.29913),(79 91.37049),
