1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 55807.098),(2 234004.11),(3 512866.28),(4 875149.8),(5 1369981.1),(6 1970798),(7 2688426.3),(8 3463521.3),(9 4350168.5),(10 5270167.5),(11 6234834.5),(12 7281378),(13 8282425.5),(14 9412445),(15 10557404),(16 11811053),(17 13093293),(18 14408119),(19 15708771),(20 16959704),(21 18102714),(22 19212688),(23 20171482),(24 21052922),(25 21833458),(26 22519888),(27 23062176),(28 23487018),(29 23807750),(30 24012848),(31 24149034),(32 24198310),(33 24200954),(34 24167834),(35 24100096),(36 24013210),(37 23791942),(38 23564424),(39 23266592),(40 22992000),(41 22662762),(42 22430098),(43 22257560),(44 22188158),(45 22107874),(46 22041506),(47 21886642),(48 21783190),(49 21761978),(50 21822370),(51 21898654),(52 22060790),(53 22258764),(54 22569222),(55 22841198),(56 23016062),(57 23119494),(58 23265962),(59 23390142),(60 23639602),(61 23876914),(62 24145042),(63 24500742),(64 24865424),(65 25234246),(66 25596488),(67 25928046),(68 26217864),(69 26501110),(70 26752778),(71 26977624),(72 27208486),(73 27463024),(74 27767562),(75 28010760),(76 28246288),(77 28460262),(78 28659046),(79 28827018),
(1 21.945084),(2 27.333586),(3 30.101555),(4 32.623543),(5 34.110195),(6 35.875904),(7 37.00531),(8 37.98443),(9 38.807224),(10 40.05091),(11 40.148617),(12 40.53129),(13 41.18867),(14 41.46114),(15 41.835453),(16 41.83851),(17 41.962173),(18 41.861084),(19 41.864166),(20 41.907272),(21 42.155666),(22 41.853363),(23 41.446213),(24 40.66559),(25 40.60223),(26 40.56837),(27 40.367416),(28 39.976192),(29 39.68454),(30 39.507057),(31 39.291386),(32 39.061356),(33 38.285316),(34 38.61523),(35 38.249767),(36 38.272663),(37 38.28417),(38 38.00925),(39 38.260876),(40 38.187096),(41 37.961823),(42 37.919464),(43 38.190006),(44 38.337906),(45 38.339783),(46 38.844738),(47 39.304146),(48 39.439007),(49 40.32138),(50 40.262463),(51 40.395145),(52 40.5098),(53 41.64481),(54 41.945057),(55 41.526207),(56 41.78444),(57 41.924084),(58 41.925797),(59 42.40461),(60 42.493443),(61 42.36431),(62 42.5611),(63 43.10511),(64 43.37441),(65 43.61678),(66 43.490047),(67 43.06006),(68 42.99813),(69 42.475018),(70 42.657978),(71 42.166634),(72 42.134216),(73 41.822212),(74 40.947586),(75 40.584152),(76 40.70671),(77 40.619865),(78 40.340614),(79 40.24984),
(1 22.021631),(2 26.886816),(3 29.430384),(4 31.960087),(5 32.902756),(6 34.080696),(7 34.921303),(8 36.1365),(9 36.966404),(10 38.081875),(11 38.828876),(12 39.26623),(13 40.063213),(14 40.023502),(15 40.317734),(16 40.23439),(17 40.430225),(18 40.85581),(19 41.077446),(20 41.058617),(21 41.20321),(22 41.20464),(23 40.809456),(24 40.574062),(25 40.43035),(26 39.887363),(27 39.50952),(28 39.48025),(29 39.381107),(30 39.343185),(31 39.201603),(32 39.300674),(33 38.775467),(34 38.41107),(35 38.21451),(36 38.30961),(37 38.27728),(38 38.017853),(39 37.945896),(40 37.7872),(41 37.973),(42 38.510925),(43 38.19922),(44 38.582367),(45 38.73181),(46 39.23609),(47 39.10713),(48 39.645107),(49 40.30529),(50 40.305084),(51 40.121128),(52 40.655922),(53 41.628384),(54 42.150436),(55 41.66407),(56 41.701588),(57 41.583008),(58 41.952087),(59 42.14242),(60 42.099194),(61 42.053097),(62 41.970257),(63 42.236614),(64 42.120377),(65 42.18936),(66 41.842533),(67 41.958683),(68 41.3967),(69 41.03684),(70 40.756905),(71 40.219246),(72 39.940376),(73 39.964153),(74 39.20367),(75 39.164894),(76 39.10409),(77 39.33198),(78 39.024174),(79 39.087353),
(1 21.68902),(2 27.012135),(3 29.661674),(4 32.312263),(5 33.65499),(6 34.870808),(7 35.817448),(8 36.73745),(9 37.874363),(10 38.518635),(11 39.16605),(12 39.978024),(13 40.559006),(14 40.79094),(15 40.90961),(16 41.136246),(17 41.1604),(18 41.122604),(19 41.17169),(20 41.579285),(21 41.665527),(22 41.75781),(23 41.40946),(24 40.921165),(25 40.69147),(26 40.590775),(27 40.29926),(28 40.0873),(29 39.82476),(30 39.880547),(31 39.470398),(32 39.245728),(33 38.69182),(34 38.373013),(35 38.542953),(36 37.919094),(37 37.993378),(38 37.88516),(39 37.825336),(40 37.539253),(41 37.693443),(42 37.869373),(43 38.15067),(44 38.40646),(45 38.46556),(46 39.11216),(47 38.88677),(48 39.1121),(49 39.613644),(50 39.638577),(51 39.96005),(52 40.61628),(53 41.33701),(54 41.56864),(55 41.893578),(56 41.50113),(57 41.928135),(58 42.260853),(59 42.499214),(60 42.575603),(61 43.291664),(62 43.47522),(63 43.386677),(64 43.618877),(65 43.30152),(66 43.104877),(67 42.76941),(68 42.168663),(69 42.08074),(70 41.627552),(71 41.123764),(72 40.83406),(73 40.196644),(74 39.894325),(75 39.80208),(76 39.743614),(77 39.701057),(78 39.525257),(79 39.206768),
(1 22.000708),(2 26.657112),(3 29.726675),(4 31.952017),(5 33.388702),(6 34.637867),(7 35.482807),(8 36.64616),(9 37.25015),(10 38.339207),(11 38.6754),(12 38.9882),(13 39.92841),(14 40.395447),(15 40.201805),(16 40.724873),(17 40.574013),(18 40.770958),(19 40.649075),(20 41.206276),(21 41.16652),(22 40.972626),(23 40.652275),(24 40.17572),(25 40.09762),(26 39.277725),(27 39.1848),(28 39.062294),(29 39.12788),(30 38.69172),(31 38.15548),(32 38.02009),(33 38.042694),(34 37.83906),(35 37.913795),(36 37.76648),(37 37.813046),(38 37.55602),(39 37.770123),(40 37.77246),(41 37.772728),(42 37.690716),(43 37.56352),(44 37.945282),(45 38.398865),(46 38.401634),(47 38.81109),(48 39.106743),(49 39.287685),(50 39.884525),(51 39.25851),(52 40.00356),(53 40.80235),(54 41.181538),(55 40.715027),(56 40.63666),(57 40.758244),(58 41.132793),(59 41.22817),(60 41.51832),(61 41.756477),(62 42.15335),(63 42.176636),(64 42.334732),(65 42.514534),(66 42.155457),(67 42.04057),(68 41.99773),(69 41.739326),(70 41.1718),(71 40.792866),(72 40.66564),(73 39.974842),(74 39.598976),(75 39.50565),(76 39.28451),(77 39.043697),(78 39.277946),(79 38.827522),
(1 22.135588),(2 27.010168),(3 29.626652),(4 31.675629),(5 33.05202),(6 35.02654),(7 35.80078),(8 37.31301),(9 38.016705),(10 38.809418),(11 38.89797),(12 39.366943),(13 40.100594),(14 40.57572),(15 40.520477),(16 40.72087),(17 40.95169),(18 40.93079),(19 40.68406),(20 40.952606),(21 41.076683),(22 41.137463),(23 40.668888),(24 40.334957),(25 40.045647),(26 39.881954),(27 40.06493),(28 39.85765),(29 39.72509),(30 39.396236),(31 39.001747),(32 38.863365),(33 38.86852),(34 38.320026),(35 38.12229),(36 37.68586),(37 37.75149),(38 37.64315),(39 37.79059),(40 38.024464),(41 38.320526),(42 38.27516),(43 38.384155),(44 38.679077),(45 38.82563),(46 38.95063),(47 39.492577),(48 39.43769),(49 39.816845),(50 39.820904),(51 40.369305),(52 41.10551),(53 41.280792),(54 42.071552),(55 41.760693),(56 41.69773),(57 41.702797),(58 41.99392),(59 42.357033),(60 42.815693),(61 42.52117),(62 42.827866),(63 42.67649),(64 43.088154),(65 42.993446),(66 42.48079),(67 42.298923),(68 42.121788),(69 42.227654),(70 41.52764),(71 41.028507),(72 40.870945),(73 40.671387),(74 40.32256),(75 39.817028),(76 39.638283),(77 39.33504),(78 39.721367),(79 39.581253),
(1 21.450409),(2 26.494621),(3 29.157982),(4 31.025665),(5 32.23863),(6 33.999355),(7 35.132866),(8 36.048176),(9 36.88269),(10 37.71775),(11 38.110836),(12 39.33515),(13 39.72706),(14 40.00898),(15 40.101948),(16 39.794525),(17 39.75465),(18 39.814037),(19 39.79299),(20 39.82266),(21 39.904346),(22 39.864616),(23 39.90797),(24 39.639538),(25 39.22),(26 38.868473),(27 38.937664),(28 38.588833),(29 38.132744),(30 38.038914),(31 37.854523),(32 37.809322),(33 37.876278),(34 37.718624),(35 37.478672),(36 37.07083),(37 37.51769),(38 37.49798),(39 36.939476),(40 37.263725),(41 37.203564),(42 36.783463),(43 37.004444),(44 37.900055),(45 37.816883),(46 37.98002),(47 38.418343),(48 38.73464),(49 39.163193),(50 39.601753),(51 39.640526),(52 40.386814),(53 41.369747),(54 41.867584),(55 41.141083),(56 41.350883),(57 41.40089),(58 41.68628),(59 41.608112),(60 41.79307),(61 41.82593),(62 42.134953),(63 41.982845),(64 42.31742),(65 42.061375),(66 41.89391),(67 41.436275),(68 41.04515),(69 40.74395),(70 40.525032),(71 39.911186),(72 39.490532),(73 38.8933),(74 38.381638),(75 38.09874),(76 37.63905),(77 37.68767),(78 37.82303),(79 37.594387),
(1 21.608374),(2 27.037865),(3 29.557474),(4 31.355225),(5 32.84618),(6 34.02413),(7 35.08089),(8 36.23869),(9 36.566315),(10 37.574463),(11 37.634487),(12 38.51449),(13 39.1933),(14 39.80255),(15 39.989113),(16 40.12493),(17 40.148018),(18 40.650074),(19 40.3464),(20 39.80296),(21 40.185677),(22 40.25724),(23 39.95993),(24 39.360332),(25 38.75124),(26 38.702362),(27 38.632896),(28 38.414257),(29 38.31093),(30 38.07462),(31 37.271454),(32 37.229404),(33 37.435917),(34 37.16685),(35 37.039886),(36 36.83913),(37 37.025707),(38 37.185253),(39 37.030766),(40 37.07534),(41 36.982105),(42 36.593544),(43 36.964275),(44 36.949745),(45 36.96719),(46 37.586002),(47 37.469532),(48 37.615726),(49 37.70052),(50 38.0407),(51 38.100655),(52 38.667355),(53 39.65474),(54 40.023106),(55 39.906742),(56 39.781075),(57 40.106544),(58 40.153545),(59 40.206665),(60 40.635937),(61 40.76302),(62 40.912735),(63 41.096855),(64 40.99987),(65 40.643044),(66 41.14325),(67 40.833504),(68 40.3155),(69 40.09168),(70 39.567852),(71 39.53064),(72 39.26279),(73 39.142067),(74 38.63416),(75 38.12483),(76 38.391224),(77 38.589874),(78 38.186684),(79 38.10173),
(1 21.68537),(2 26.963354),(3 29.32685),(4 31.55318),(5 32.864014),(6 34.29477),(7 35.335403),(8 36.41364),(9 37.426445),(10 38.4296),(11 38.97979),(12 39.421917),(13 39.86141),(14 39.831726),(15 40.498524),(16 40.74238),(17 40.939526),(18 41.11002),(19 40.866222),(20 40.975025),(21 41.00866),(22 41.252518),(23 40.887787),(24 40.72654),(25 40.41839),(26 40.422184),(27 39.773247),(28 40.073627),(29 39.648174),(30 39.54266),(31 39.480736),(32 39.294125),(33 39.417316),(34 39.241863),(35 38.84652),(36 38.41033),(37 38.283367),(38 38.03198),(39 38.260677),(40 38.048218),(41 37.939354),(42 37.984894),(43 38.359924),(44 38.34055),(45 38.66561),(46 39.13755),(47 39.13971),(48 39.329357),(49 39.47715),(50 39.63633),(51 39.65291),(52 40.52808),(53 41.31421),(54 41.803635),(55 41.87602),(56 41.955517),(57 41.45196),(58 41.957767),(59 41.86997),(60 42.118385),(61 41.77263),(62 41.671783),(63 42.209503),(64 42.485073),(65 42.33647),(66 41.978523),(67 41.758472),(68 41.80577),(69 41.527164),(70 41.182755),(71 40.837276),(72 40.276165),(73 39.961235),(74 39.62703),(75 39.62336),(76 39.89529),(77 39.34078),(78 39.08783),(79 39.50857),
(1 21.746735),(2 26.685104),(3 29.509502),(4 31.618404),(5 32.86902),(6 34.0942),(7 35.065567),(8 36.260563),(9 37.044506),(10 38.05149),(11 38.303143),(12 38.8783),(13 39.327644),(14 39.291714),(15 39.494453),(16 39.237064),(17 39.673237),(18 39.62759),(19 39.64024),(20 39.615032),(21 39.735672),(22 39.45993),(23 39.44377),(24 39.37747),(25 39.03908),(26 38.631153),(27 38.471466),(28 38.195225),(29 38.47226),(30 37.776157),(31 37.91712),(32 37.496334),(33 37.608047),(34 37.617596),(35 37.165714),(36 36.778374),(37 37.08977),(38 36.772724),(39 36.978832),(40 36.9018),(41 36.988956),(42 37.271545),(43 37.49381),(44 37.010044),(45 37.180634),(46 37.381065),(47 37.798416),(48 38.26324),(49 38.525463),(50 38.362984),(51 39.179718),(52 39.798733),(53 40.541954),(54 40.643864),(55 40.724846),(56 40.733944),(57 40.556072),(58 40.862),(59 41.094624),(60 41.222908),(61 41.199333),(62 41.391438),(63 41.905636),(64 41.766457),(65 41.40669),(66 41.161022),(67 40.928593),(68 40.805477),(69 40.239384),(70 40.03408),(71 39.72401),(72 39.291534),(73 38.992577),(74 38.89433),(75 38.359802),(76 38.01509),(77 37.830143),(78 37.605667),(79 37.515945),
(1 21.62065),(2 26.670994),(3 29.776917),(4 32.01085),(5 33.00079),(6 34.632076),(7 35.660973),(8 36.719128),(9 37.567757),(10 38.268627),(11 38.975006),(12 39.326923),(13 40.1964),(14 40.270523),(15 40.57104),(16 40.637794),(17 40.997353),(18 41.079205),(19 40.944798),(20 40.433716),(21 40.83512),(22 41.08037),(23 40.874733),(24 40.13181),(25 39.80592),(26 39.701195),(27 39.167755),(28 39.174656),(29 38.9572),(30 38.840225),(31 38.81822),(32 38.389492),(33 38.519936),(34 38.235752),(35 38.950405),(36 38.183014),(37 38.26619),(38 38.146847),(39 37.715916),(40 38.1834),(41 38.412632),(42 38.701527),(43 38.829662),(44 38.69688),(45 39.319077),(46 39.75397),(47 39.593834),(48 39.917645),(49 40.36965),(50 40.990932),(51 40.72275),(52 41.55213),(53 41.899147),(54 42.014458),(55 41.827145),(56 41.443764),(57 41.33141),(58 41.758133),(59 41.796776),(60 42.32796),(61 42.16178),(62 42.25277),(63 42.959328),(64 43.673073),(65 43.36714),(66 42.920326),(67 42.803688),(68 42.77003),(69 42.45753),(70 42.6491),(71 41.765972),(72 41.193745),(73 40.8057),(74 40.443466),(75 40.332397),(76 40.04276),(77 40.093487),(78 39.945866),(79 39.85004),
(1 21.267782),(2 26.24567),(3 28.80278),(4 30.958342),(5 32.170822),(6 33.582474),(7 34.872406),(8 35.741066),(9 36.611076),(10 37.450283),(11 37.788235),(12 38.14156),(13 38.7712),(14 38.85809),(15 39.150845),(16 39.007572),(17 39.080116),(18 39.320854),(19 39.752193),(20 39.774876),(21 39.879322),(22 40.101017),(23 39.519936),(24 39.261272),(25 38.79773),(26 38.438484),(27 38.28083),(28 38.337215),(29 38.157047),(30 37.97174),(31 37.609005),(32 37.378),(33 37.692062),(34 37.13817),(35 37.68862),(36 37.138),(37 37.216682),(38 37.37193),(39 37.009262),(40 36.948563),(41 37.072433),(42 36.924385),(43 37.17761),(44 37.5884),(45 38.160618),(46 38.149807),(47 38.654926),(48 39.226856),(49 38.853043),(50 39.43472),(51 39.761612),(52 40.194355),(53 40.878296),(54 41.454548),(55 41.24739),(56 41.6612),(57 41.48623),(58 41.908882),(59 41.808064),(60 41.679028),(61 41.887733),(62 41.9598),(63 42.18288),(64 42.0499),(65 41.875027),(66 41.74819),(67 41.806564),(68 41.39867),(69 40.980087),(70 41.207455),(71 40.50295),(72 40.09762),(73 39.78285),(74 38.961254),(75 38.979485),(76 38.814068),(77 38.805805),(78 38.753147),(79 38.564213),
(1 21.481134),(2 26.265352),(3 28.667574),(4 31.056757),(5 32.150932),(6 34.01599),(7 35.10681),(8 35.992317),(9 36.423065),(10 37.210957),(11 37.429092),(12 37.654484),(13 38.33497),(14 38.763153),(15 39.243996),(16 38.91259),(17 39.11536),(18 39.529675),(19 39.603416),(20 39.455486),(21 39.63393),(22 39.72912),(23 39.782497),(24 39.238037),(25 39.082493),(26 38.87629),(27 38.60976),(28 38.316036),(29 37.890583),(30 37.93526),(31 37.360493),(32 37.05363),(33 37.464043),(34 37.51363),(35 37.62393),(36 37.16788),(37 37.10349),(38 37.11508),(39 37.07305),(40 37.161266),(41 37.023014),(42 36.617596),(43 36.636612),(44 36.66546),(45 36.91871),(46 37.009853),(47 37.197037),(48 37.82806),(49 38.059326),(50 38.398563),(51 38.701195),(52 39.134155),(53 40.018097),(54 40.192066),(55 39.752834),(56 40.002106),(57 40.10511),(58 40.565395),(59 40.473736),(60 40.78499),(61 41.023994),(62 41.416225),(63 41.315277),(64 41.552597),(65 41.117126),(66 40.856533),(67 40.94643),(68 40.26029),(69 39.972736),(70 39.87041),(71 39.034817),(72 38.170174),(73 37.894104),(74 37.242496),(75 36.933224),(76 36.83114),(77 37.07741),(78 37.05884),(79 36.95279),
(1 21.377398),(2 26.189995),(3 29.0231),(4 31.009916),(5 32.218506),(6 33.50231),(7 34.4768),(8 35.98834),(9 36.819946),(10 37.38753),(11 38.09879),(12 38.541977),(13 39.00499),(14 39.15209),(15 39.710167),(16 39.30348),(17 39.710648),(18 39.65385),(19 39.318596),(20 39.92458),(21 39.877716),(22 39.384357),(23 39.333996),(24 39.027767),(25 38.744576),(26 38.054443),(27 38.409695),(28 38.894947),(29 38.36116),(30 38.52985),(31 38.170956),(32 37.901062),(33 37.8062),(34 37.80805),(35 37.452362),(36 37.277237),(37 37.23438),(38 37.165974),(39 37.04826),(40 37.56143),(41 37.589764),(42 37.372906),(43 37.6116),(44 37.779613),(45 37.982075),(46 38.034233),(47 38.071262),(48 38.3388),(49 38.621754),(50 38.951416),(51 39.101795),(52 39.32165),(53 39.99195),(54 40.45622),(55 40.418243),(56 40.51639),(57 40.454144),(58 40.387413),(59 40.680775),(60 41.136757),(61 40.89994),(62 40.920822),(63 41.10316),(64 40.99257),(65 41.19661),(66 40.873158),(67 40.968395),(68 40.40628),(69 40.426544),(70 40.917984),(71 40.01883),(72 39.604397),(73 39.193974),(74 38.555206),(75 38.442444),(76 38.251896),(77 38.48069),(78 38.34433),(79 38.17318),
(1 21.192316),(2 26.124031),(3 28.71518),(4 30.722101),(5 31.886717),(6 32.849987),(7 33.8743),(8 34.885895),(9 35.820362),(10 36.554478),(11 37.10111),(12 37.49414),(13 37.765415),(14 37.78928),(15 38.161465),(16 38.779217),(17 39.126637),(18 38.937958),(19 39.32314),(20 39.397873),(21 39.536846),(22 39.6802),(23 39.34974),(24 39.397377),(25 38.686855),(26 38.305084),(27 38.120537),(28 38.080727),(29 37.890255),(30 37.673126),(31 37.475334),(32 37.46577),(33 36.93019),(34 37.09094),(35 37.07922),(36 36.9059),(37 36.7865),(38 36.34573),(39 36.692352),(40 36.24816),(41 36.275463),(42 36.73048),(43 36.7422),(44 36.751602),(45 37.192093),(46 37.568172),(47 37.935623),(48 37.88938),(49 38.033043),(50 37.657967),(51 38.09706),(52 39.00337),(53 39.515335),(54 40.115818),(55 40.093277),(56 40.20828),(57 40.011906),(58 40.455738),(59 40.62328),(60 40.79943),(61 40.723522),(62 40.86413),(63 41.10501),(64 41.291092),(65 41.335274),(66 41.090515),(67 41.394253),(68 40.684944),(69 40.250874),(70 40.354637),(71 39.946667),(72 39.773815),(73 39.25123),(74 38.91919),(75 38.153828),(76 38.067513),(77 38.34506),(78 38.235485),(79 38.19889),
(1 21.354141),(2 26.258297),(3 28.89233),(4 30.908125),(5 32.300274),(6 33.454254),(7 34.60693),(8 35.237473),(9 35.9661),(10 37.167152),(11 37.327793),(12 38.003777),(13 38.559277),(14 38.956028),(15 39.145004),(16 39.803455),(17 39.73145),(18 39.285492),(19 39.736885),(20 39.549145),(21 39.54733),(22 39.66691),(23 39.79579),(24 39.541058),(25 39.226315),(26 39.104748),(27 38.534817),(28 38.502266),(29 38.367958),(30 37.922585),(31 37.97624),(32 38.26117),(33 38.312817),(34 38.235413),(35 38.056522),(36 38.114452),(37 38.07352),(38 37.773808),(39 37.905937),(40 37.697746),(41 37.67007),(42 37.93502),(43 38.309734),(44 38.709637),(45 38.67159),(46 39.197952),(47 39.426147),(48 39.83765),(49 39.80933),(50 39.88495),(51 39.726685),(52 40.274582),(53 40.38508),(54 40.697678),(55 40.632065),(56 40.51412),(57 40.4564),(58 40.06492),(59 40.126762),(60 40.44133),(61 40.47032),(62 40.830933),(63 40.69591),(64 40.76753),(65 40.824196),(66 40.149345),(67 40.137943),(68 39.76159),(69 39.582096),(70 39.41101),(71 38.95984),(72 38.1585),(73 37.98286),(74 37.50193),(75 37.189674),(76 37.28594),(77 37.35786),(78 37.504414),(79 37.687965),
(1 20.701368),(2 25.804422),(3 28.436712),(4 30.861431),(5 32.20215),(6 33.515205),(7 34.669807),(8 36.026337),(9 36.51622),(10 37.628227),(11 38.3956),(12 38.64424),(13 38.949535),(14 39.414352),(15 39.233383),(16 39.461136),(17 39.424103),(18 39.2002),(19 39.193455),(20 39.33693),(21 39.23797),(22 39.64976),(23 39.1611),(24 39.59141),(25 39.323235),(26 39.13062),(27 38.58747),(28 38.45992),(29 38.52852),(30 37.994484),(31 38.00271),(32 37.647835),(33 37.57587),(34 37.401073),(35 37.49234),(36 37.271046),(37 37.584946),(38 37.45902),(39 37.408997),(40 37.571033),(41 37.507572),(42 37.5439),(43 37.352783),(44 37.574856),(45 37.55513),(46 38.084793),(47 38.099243),(48 38.058308),(49 38.458195),(50 38.37118),(51 38.71424),(52 38.993336),(53 39.37725),(54 40.01366),(55 40.24881),(56 39.81707),(57 40.09119),(58 39.817356),(59 40.03244),(60 40.408134),(61 40.290073),(62 40.532322),(63 40.58708),(64 40.74488),(65 40.796944),(66 40.503075),(67 40.476963),(68 40.389114),(69 40.021454),(70 39.848156),(71 39.385674),(72 39.188873),(73 38.88605),(74 38.417202),(75 38.028816),(76 38.132095),(77 38.452133),(78 38.333004),(79 38.482357),
(1 21.113125),(2 26.056505),(3 28.48877),(4 30.47209),(5 31.723965),(6 33.148903),(7 34.007107),(8 34.880417),(9 35.7969),(10 37.005184),(11 37.102524),(12 37.64358),(13 37.958977),(14 38.534443),(15 38.92453),(16 39.423267),(17 39.63824),(18 39.514618),(19 39.67631),(20 39.70709),(21 39.803345),(22 39.708813),(23 39.15609),(24 39.10889),(25 38.57724),(26 38.52299),(27 38.572582),(28 38.571217),(29 38.35085),(30 38.116882),(31 37.879677),(32 38.119034),(33 37.72654),(34 37.291435),(35 37.347202),(36 36.59634),(37 36.612926),(38 36.634937),(39 36.595367),(40 36.425716),(41 36.525448),(42 36.510197),(43 36.51373),(44 37.086487),(45 37.22419),(46 37.69584),(47 38.08843),(48 37.933674),(49 38.506786),(50 38.358776),(51 38.928825),(52 39.6199),(53 39.899097),(54 40.549862),(55 40.674137),(56 40.48553),(57 40.37843),(58 40.45909),(59 40.77148),(60 40.621273),(61 40.705517),(62 40.625725),(63 40.635586),(64 40.99202),(65 40.578625),(66 40.50093),(67 40.341637),(68 40.34508),(69 40.09035),(70 39.911762),(71 39.491844),(72 39.020184),(73 38.483517),(74 38.579502),(75 38.068623),(76 37.587433),(77 37.88004),(78 37.825615),(79 37.904846),
(1 20.873234),(2 25.819954),(3 28.622087),(4 30.77741),(5 32.21241),(6 33.675976),(7 34.275295),(8 35.521957),(9 36.063217),(10 36.585663),(11 36.598778),(12 37.32948),(13 37.705853),(14 38.65251),(15 38.592896),(16 38.580498),(17 38.484913),(18 38.69319),(19 38.664463),(20 39.026196),(21 39.21792),(22 39.187317),(23 38.815666),(24 38.73802),(25 38.604244),(26 38.17899),(27 38.0186),(28 38.04499),(29 37.794724),(30 37.585583),(31 37.15974),(32 37.273914),(33 37.13488),(34 37.038914),(35 36.64395),(36 35.976368),(37 35.95831),(38 36.442062),(39 36.535236),(40 36.551994),(41 36.965572),(42 36.927475),(43 37.001587),(44 37.05411),(45 37.392883),(46 37.557537),(47 37.9997),(48 38.136883),(49 38.026566),(50 38.204315),(51 38.42829),(52 38.637535),(53 39.449287),(54 39.772583),(55 39.494995),(56 39.654457),(57 39.60947),(58 40.024303),(59 40.310375),(60 40.36229),(61 40.73266),(62 41.024696),(63 41.217354),(64 40.766186),(65 40.751675),(66 40.553265),(67 40.498043),(68 39.93477),(69 39.38754),(70 39.610046),(71 38.43284),(72 38.083504),(73 37.94327),(74 37.463947),(75 37.470528),(76 37.32291),(77 37.18884),(78 37.08156),(79 37.235874),
